Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3F(1),O2(2),H2O(3),CH4(4),CH2F(45),HF(38),C1OO1(156),CH2O2(158),CHO2(146),CHF(39),CHFO(46),S(139),CHFO2(186),CHFO2(165),CFO2(148),F(37),CH2FO(131),CH2CHF(55),O2(128),C2H4F(61),CFO(50),C2H4F(62),S(564),CFO3(1309),C2H2O(181),CH2CF(69),CH2CFO(78),CFO3(296),CHO2(145),CHO3(309),CHFO2(220)
3.751583397036548e-07,0.8897909419640295,0.0002474418044376173,3.63109808826922e-05,4.0843122693723605e-05,0.0014196630673308753,0.0,0.0,1.2630101808076017e-05,1.3807390212555666e-07,2.3056721231961907e-05,0.0007697315022185206,6.118429913131126e-08,2.4851107047736118e-11,5.0628198758424465e-08,2.2988299326601737e-05,5.115911292463653e-05,1.1664371758991466e-05,2.5085539693399775e-11,1.1607739918506925e-12,6.885656817208733e-09,2.4370829498463497e-09,2.765536431520691e-05,1.0964404018195952e-09,1.6452876802681976e-09,1.3957445970529858e-10,6.984010767185656e-12,3.124493902868727e-08,4.3652691646419256e-10,4.439162503467628e-11,5.399293445736488e-10,4.476556936000583e-15,3.98817676789506e-13,2.664084379576679e-13,3.76,0.0,0.8693600677775594,0.9964775605323005,0.00023744276509349933,2.4771917232543377e-05,0.0016109041391051987,0.0009342013571425942,1.4529956252824516e-11,1.061456940097284e-11,9.061839281411742e-07,0.00021402326044115173,1.7082481367961767e-05,1.0678596275044781e-07,5.094142730224796e-12,2.1530938966914955e-12,1.2668551206412588e-05,3.068658569370952e-06,4.679572647571192e-08,5.137904520547883e-06,0.0025407754225247846,9.055683380801304e-11,2.1122443683119325e-07,3.165915268885207e-11,3.384045626954504e-13,1.601541197765777e-14,5.84206470987123e-15,3.4669227640351986e-10,4.841093463198147e-10,4.223230114894556e-12,9.658866011451438e-11,3.857763201190846e-15,2.120921337295615e-06
3.8078579467197903e-07,0.8897959128775845,0.0002479055877762107,3.65193600432049e-05,4.106985033496149e-05,0.0014463410976276786,0.0,0.0,1.2836198520600968e-05,1.4209885911122599e-07,2.345055698805239e-05,0.0007834233814922356,6.203272214760921e-08,2.496944995057497e-11,5.074307686812846e-08,2.2986327620239856e-05,5.168850499157559e-05,1.186192786981522e-05,2.5839899508500345e-11,1.2033387292053154e-12,7.058016578641725e-09,2.4376780508322405e-09,2.765254944348857e-05,1.1375224385554797e-09,1.663535993444867e-09,1.4628800295011895e-10,7.166076408303947e-12,3.21377563574543e-08,4.539555871346441e-10,4.5382431636421535e-11,5.515473649314003e-10,4.589819907958113e-15,4.1079827183156377e-13,2.801937535671546e-13,3.76,0.0,0.8693068953695229,0.9964596692550188,0.0002435557997650774,2.547435816548529e-05,0.001645846939978967,0.00094981892025214,1.4528373845424158e-11,1.0613408065131779e-11,9.0608518933076e-07,0.00021567720794134877,1.7747503941664597e-05,1.091580355509696e-07,5.1346540331974205e-12,2.169706558842491e-12,1.2777417490911706e-05,3.095912576774186e-06,4.7812015309989e-08,5.269243422006767e-06,0.0025407298129292094,9.291055243203305e-11,2.1462911498118277e-07,3.243478508650677e-11,3.554556664851888e-13,1.627348563465644e-14,6.018755089260986e-15,3.5930668259858466e-10,5.087953214588617e-10,4.292401215041086e-12,9.734804480579682e-11,3.949204554625762e-15,2.139702510134808e-06
3.8641324964030324e-07,0.8898008893069407,0.0002483596037625002,3.672385819130675e-05,4.129185368873804e-05,0.0014730553695843052,0.0,0.0,1.3042156533970874e-05,1.461692997954715e-07,2.384552065289629e-05,0.0007971429928924013,6.28751222264172e-08,2.5084906137008937e-11,5.0854824461082045e-08,2.2984353164456445e-05,5.221100796616489e-05,1.2059866193874061e-05,2.6603974419079923e-11,1.2466457039233153e-12,7.23247064315841e-09,2.4382031624972952e-09,2.7649729075820718e-05,1.17932538798827e-09,1.6815717765142407e-09,1.5320080456533413e-10,7.349523659457507e-12,3.303978720652177e-08,4.717347385889449e-10,4.63712013309912e-11,5.631528303749885e-10,4.703535957865888e-15,4.2289727959385864e-13,2.944167695909407e-13,3.76,0.0,0.8692535999920977,0.996441732938953,0.00024970166692867056,2.6183922389944352e-05,0.0016808987871042129,0.0009654675711170911,1.4526788927431889e-11,1.0612244949944144e-11,9.059862945719512e-07,0.00021730182251606523,1.8426357003667286e-05,1.1153768468551492e-07,5.1744426868295825e-12,2.1860228075037003e-12,1.2884356852516835e-05,3.1226712610538984e-06,4.883143973271361e-08,5.401690811768371e-06,0.0025406840883939624,9.528644598502508e-11,2.180112862550521e-07,3.321556919888765e-11,3.7307335198836464e-13,1.6529818869108142e-14,6.198698271266253e-15,3.721184785800293e-10,5.342313058739893e-10,4.361110770863004e-12,9.809447599836075e-11,4.0410929507125416e-15,2.1581460808542306e-06
3.9204070460862745e-07,0.8898058711806853,0.0002488043484562975,3.692471080744402e-05,4.150941349348973e-05,0.0014998050602537903,0.0,0.0,1.3247971796944113e-05,1.5028466219385e-07,2.4241631147527803e-05,0.0008108898196566758,6.371188478871352e-08,2.519763747496761e-11,5.096362004746564e-08,2.2982375992582214e-05,5.272671566002352e-05,1.225818768550599e-05,2.737771925402104e-11,1.2906994045191807e-12,7.409034819003949e-09,2.4386646318444594e-09,2.7646903333004355e-05,1.2218461936898722e-09,1.6993977910567785e-09,1.6031526744500136e-10,7.534349163977328e-12,3.3950911890569784e-08,4.89862930229776e-10,4.7357692131656293e-11,5.747461703419808e-10,4.8177027165587825e-15,4.351142888259821e-13,3.0908271641804844e-13,3.76,0.0,0.8692001841072449,0.9964237521250611,0.0002558796847366003,2.6900514967919158e-05,0.0017160571618986412,0.0009811467893425907,1.452520153065042e-11,1.0611080077696598e-11,9.058872458623886e-07,0.00021889762292360635,1.9119064292678926e-05,1.1392472585833655e-07,5.213521480617772e-12,2.2020478886154913e-12,1.2989403346887517e-05,3.148943417899151e-06,4.985392562672351e-08,5.535232572964871e-06,0.0025406382503008113,9.768443183795574e-11,2.2137100866746112e-07,3.4001439995385246e-11,3.9126637861445544e-13,1.6784416943640882e-14,6.381927187368015e-15,3.851261201233452e-10,5.604231458252156e-10,4.429359503814861e-12,9.88281838606173e-11,4.133432043006758e-15,2.1762580301315597e-06
4.032956145452758e-07,0.8898158509820798,0.00024966781747156426,3.7316350031431154e-05,4.193224270479239e-05,0.0015534076075364722,0.0,0.0,1.3659158956710913e-05,1.5864792609310367e-07,2.5037368696887766e-05,0.0008384630977835176,6.536998456752017e-08,2.541551001589078e-11,5.117299795809317e-08,2.2978413631807353e-05,5.3738114563345904e-05,1.265598404052063e-05,2.8954045195604465e-11,1.3810668034218597e-12,7.768556292373533e-09,2.439419248045417e-09,2.7641236177642827e-05,1.3090294711790557e-09,1.7344313996949168e-09,1.7515879247711247e-10,7.908120969514526e-12,3.579997172829055e-08,5.271602953460535e-10,4.932292253391876e-11,5.978984819119327e-10,5.047383318346682e-15,4.599007982509936e-13,3.3976421580703796e-13,3.76,0.0,0.8690930001130069,0.9963876591041538,0.00026832964466204693,2.8354411874244058e-05,0.001786683974977985,0.0010125948950925167,1.4522019425465382e-11,1.0608745149487485e-11,9.056886944277704e-07,0.00022200481058685465,2.054613112548639e-05,1.1872028868927495e-07,5.289599519372334e-12,2.2332450697374676e-12,1.319395096256588e-05,3.2000625615225534e-06,5.190780168912839e-08,5.805544369035637e-06,0.002540546238805515,1.025463716436147e-10,2.2802349649088688e-07,3.558819083393004e-11,4.2941323465174925e-13,1.7288440373972173e-14,6.758373688986022e-15,4.1172299170241683e-10,6.150968738580991e-10,4.564480704558193e-12,1.0025832974445852e-10,4.31947754252553e-15,2.2115104603249173e-06
4.1342503348825933e-07,0.8898248507326978,0.00025041746575474305,3.765843646915023e-05,4.230007917010336e-05,0.0016017635666512218,0.0,0.0,1.4028702833271937e-05,1.663229482229983e-07,2.5757646015118e-05,0.0008633671252685203,6.684663589740507e-08,2.5603653855900436e-11,5.1352855487658765e-08,2.2974838543771686e-05,5.4626050785234316e-05,1.301532099408627e-05,3.0405385894372326e-11,1.465003698582941e-12,8.099498886833601e-09,2.4399335782487446e-09,2.7636118458199177e-05,1.3899201544291815e-09,1.765271283520442e-09,1.8923177382950963e-10,8.24919309395435e-12,3.749405718677811e-08,5.619056881468639e-10,5.108162343072436e-11,6.186994785624599e-10,5.2556307521587775e-15,4.826085795438998e-13,3.6894443788220437e-13,3.76,0.0,0.8689961449050622,0.9963550283754752,0.00027963851510324854,2.9686029843074508e-05,0.0018505893600010692,0.0010409977078938402,1.4519147362354431e-11,1.0606637921625029e-11,9.055094910328708e-07,0.000224707753902609,2.1878089376199065e-05,1.2305989150362162e-07,5.355765765160365e-12,2.260377492045702e-12,1.3371899711512006e-05,3.244490979149744e-06,5.3766081436908954e-08,6.052432714617757e-06,0.0025404630533035293,1.0699693072618676e-10,2.3393516805208973e-07,3.703304810399077e-11,4.657998815658018e-13,1.7736226496414173e-14,7.10874206048526e-15,4.36315405510748e-10,6.669432732028902e-10,4.684534185842932e-12,1.0150417308775943e-10,4.4884985774805405e-15,2.242161363478626e-06
4.2355445243124285e-07,0.8898338670699899,0.00025114321577733687,3.799176103097437e-05,4.2657171953682265e-05,0.0016502231718814276,0.0,0.0,1.4397730353350358e-05,1.7413497905216094e-07,2.6481936706364095e-05,0.0008883517020896404,6.831051265208332e-08,2.5784962929807582e-11,5.152533631754933e-08,2.2971255154278505e-05,5.5493375762150256e-05,1.3375914789347429e-05,3.188742005986786e-11,1.5514457499059597e-12,8.437519694388648e-09,2.4403174293130394e-09,2.7630984968871816e-05,1.4730921191799785e-09,1.7954729946912557e-09,2.0399556678640142e-10,8.594672649391263e-12,3.921581490262254e-08,5.977563103064818e-10,5.282964807748873e-11,6.394700339028541e-10,5.465338047108596e-15,5.056932546804663e-13,3.9964020227023225e-13,3.76,0.0,0.8688989328553135,0.9963222613322374,0.00029104265579025764,3.103900125857572e-05,0.001914805453152558,0.0010694919027110865,1.4516267740295442e-11,1.0604525332050106e-11,9.053298184915452e-07,0.00022732499762038427,2.3255257716952552e-05,1.2742093219946753e-07,5.419820864769677e-12,2.2866439738687537e-12,1.3544218368720382e-05,3.2874729302759173e-06,5.563326681495124e-08,6.302661858575741e-06,0.002540379519944938,1.1151797132425672e-10,2.397763588517669e-07,3.8493456610124244e-11,5.041844673150909e-13,1.8178572889417497e-14,7.470266001489197e-15,4.615203945285165e-10,7.213216200853592e-10,4.803134285635907e-12,1.0271218864387109e-10,4.659040282572087e-15,2.2718261032944985e-06
4.3368387137422637e-07,0.8898428996220409,0.00025184685256894823,3.831724750258612e-05,4.300463345708215e-05,0.0016987828331833813,0.0,0.0,1.4766224479974958e-05,1.8208090265980612e-07,2.721035366605765e-05,0.0009134141299354496,6.97634644714009e-08,2.5960010634027153e-11,5.169106737195243e-08,2.2967663641705472e-05,5.634059466085774e-05,1.3737771462527435e-05,3.339993571942443e-11,1.6404307596052792e-12,8.782707190557845e-09,2.4405916335182355e-09,2.7625836244846455e-05,1.5585298672505094e-09,1.8250514803668616e-09,2.1946425011576126e-10,8.94453481345191e-12,4.096460109952524e-08,6.347013482496528e-10,5.456594168839191e-11,6.602139820205932e-10,5.676516760037914e-15,5.291530070838258e-13,4.3188137750466464e-13,3.76,0.0,0.8688013749034087,0.9962893607121701,0.000302539336122339,3.241281759586205e-05,0.001979321015688929,0.0010980747819496017,1.4513380727297876e-11,1.0602407498527712e-11,9.05149687337471e-07,0.00022985925075273271,2.467773962557423e-05,1.318025939583477e-07,5.481831600053496e-12,2.3120719083953195e-12,1.3711084807257206e-05,3.3290543708266346e-06,5.75090270922724e-08,6.556160739166979e-06,0.002540295645721571,1.16109150131007e-10,2.4554839822896337e-07,3.996909843841882e-11,5.446161563853879e-13,1.8615583720133558e-14,7.843135715102021e-15,4.873305303995814e-10,7.782600041808461e-10,4.920306091709988e-12,1.0388357684920104e-10,4.831125235329631e-15,2.300535910194889e-06
4.438132903172099e-07,0.8898519480291152,0.00025252993968391063,3.863571711780171e-05,4.334345504449021e-05,0.0017474392190419275,0.0,0.0,1.5134169604914786e-05,1.9015765091738142e-07,2.794301042721407e-05,0.0009385517957914605,7.1207228626627e-08,2.6129295156165345e-11,5.1850592923044236e-08,2.296406417958124e-05,5.716820084034406e-05,1.4100897213998897e-05,3.494273555806438e-11,1.7319990892823266e-12,9.135148619510264e-09,2.4407737950966793e-09,2.762067278359236e-05,1.6462185463470148e-09,1.8540213577598702e-09,2.356519338603059e-10,9.298753006041592e-12,4.2739787044469454e-08,6.727294216688451e-10,5.6289539918407964e-11,6.809352715828503e-10,5.889183193911782e-15,5.529860663899375e-13,4.656977003312025e-13,3.76,0.0,0.8687034812166438,0.9962563291483962,0.00031412610599677946,3.3806982778396445e-05,0.002044125589030338,0.0011267437390302113,1.4510486486413883e-11,1.0600284535339016e-11,9.049691077867569e-07,0.00023231313674138576,2.6145630014563123e-05,1.3620411813966678e-07,5.541862641719977e-12,2.3366878230198295e-12,1.3872671289166676e-05,3.369279810584365e-06,5.9393054493485927e-08,6.812861343071684e-06,0.002540211437357863,1.2077015669384623e-10,2.512528410525324e-07,4.145967109853016e-11,5.871435350024801e-13,1.904737979508491e-14,8.227540882709601e-15,5.137387988937286e-10,8.377849976555251e-10,5.036079448946258e-12,1.0501949985163683e-10,5.004775268075664e-15,2.3283210274007084e-06
4.539427092601934e-07,0.8898610119433037,0.0002531938529338142,3.894789944373457e-05,4.367451943610738e-05,0.0017961892248655675,0.0,0.0,1.550155138191815e-05,1.9836220361798887e-07,2.8680021120674887e-05,0.0009637621692377706,7.26434333897966e-08,2.62932506431699e-11,5.200438728575575e-08,2.2960456936593472e-05,5.797667604619184e-05,1.4465298413192655e-05,3.651563676324946e-11,1.8261933327738755e-12,9.494929960238835e-09,2.4408787903244204e-09,2.7615495048937504e-05,1.7361439278464912e-09,1.882396918234955e-09,2.525727628032711e-10,9.657298923433786e-12,4.454075873297144e-08,7.118286380232883e-10,5.7999563461113726e-11,7.016378830376268e-10,6.103357496103647e-15,5.771906741223765e-13,5.01118791798801e-13,3.76,0.0,0.8686052612700425,0.9962231691755302,0.0003258007651028357,3.522101288528915e-05,0.0021092094142116306,0.001155496255433481,1.4507585175830846e-11,1.0598156553343782e-11,9.047880897442677e-07,0.00023468919616110025,2.7659015826656277e-05,1.4062479819600389e-07,5.5999766161251184e-12,2.360517406702487e-12,1.4029144642067426e-05,3.408192358190722e-06,6.128506182679007e-08,7.072698609654773e-06,0.002540126901326482,1.2550071057537212e-10,2.5689144324791623e-07,4.29648865149098e-11,6.318146041118264e-13,1.947409671707015e-14,8.623670674345037e-15,5.407385779729422e-10,8.999217461264617e-10,5.150488446224937e-12,1.0612108275107577e-10,5.180011151451917e-15,2.355210742014854e-06
4.6407212820317694e-07,0.8898700910281898,0.0002538398087412744,3.925444226394817e-05,4.3998612046053536e-05,0.0018450299461645573,0.0,0.0,1.586835658442361e-05,2.0669158848219788e-07,2.9421500438627148e-05,0.000989042799834135,7.407360211824436e-08,2.6452256732656176e-11,5.215286550378072e-08,2.2956842076668925e-05,5.876649061541138e-05,1.483098160023995e-05,3.811847085797718e-11,1.92305801688961e-12,9.862135908433382e-09,2.4409191902053e-09,2.761030347463571e-05,1.8282923816226318e-09,1.9101921319052552e-09,2.7024091903268574e-10,1.002014263519041e-11,4.6366916577516117e-08,7.519866436580305e-10,5.969521293721059e-11,7.223257646134513e-10,6.319062894591024e-15,6.017650587453855e-13,5.381741697330311e-13,3.76,0.0,0.8685067239167592,0.996189883235122,0.00033756133542779513,3.6654435863709246e-05,0.002174563361056312,0.001184329897849646,1.4504676948986664e-11,1.05960236600696e-11,9.046066428124001e-07,0.00023698988933700332,2.9217976569318093e-05,1.450639743244346e-07,5.656234169927263e-12,2.383585536457749e-12,1.4180666430139937e-05,3.445833764775394e-06,6.31847803986286e-08,7.335610338349318e-06,0.0025400420438622608,1.3030055896305147e-10,2.624661393295566e-07,4.4484470282403035e-11,6.786767737471739e-13,1.9895883203344602e-14,9.031713760798022e-15,5.683236160894193e-10,9.646940533490264e-10,5.2635709456152994e-12,1.0718941480874895e-10,5.356852395663229e-15,2.3812334151312045e-06
4.7420154714616046e-07,0.8898791849585167,0.0002544688879824035,3.9555920543802206e-05,4.4316431338526454e-05,0.0018939586557473187,0.0,0.0,1.6234572983878823e-05,2.151428810604306e-07,3.0167563600993106e-05,0.0010143913145877533,7.549915784970153e-08,2.6606646691007977e-11,5.2296392349230175e-08,2.295321975905639e-05,5.95381036891341e-05,1.5197953485115504e-05,3.975108352432827e-11,2.0226393288961705e-12,1.0236849871313586e-08,2.440905617895022e-09,2.7605098467450557e-05,1.922650849306011e-09,1.9374206526338253e-09,2.8867062378459555e-10,1.038725272184582e-11,4.8217675099499333e-08,7.931906718177568e-10,6.137576406573289e-11,7.430027845440078e-10,6.536325021938234e-15,6.267074182955547e-13,5.768932582025472e-13,3.76,0.0,0.8684078774500956,0.9961564736805464,0.00034940603663054915,3.8106791246472616e-05,0.002240178865774798,0.0012132423154271694,1.450176195468516e-11,1.0593885959801717e-11,9.044247762990425e-07,0.00023921759888000744,3.082258479613395e-05,1.4952102875549712e-07,5.710694032709589e-12,2.4059163030031953e-12,1.4327393119801821e-05,3.4822444662693595e-06,6.509195817646544e-08,7.601537098988216e-06,0.00253995687097472,1.3516947457672496e-10,2.6797902175520244e-07,4.601816110093369e-11,7.277768587374545e-13,2.03128995520897e-14,9.451858327489575e-15,5.964880108963646e-10,1.0321244602335157e-09,5.375368149889059e-12,1.0822555061818459e-10,5.535317109533413e-15,2.4064165110137793e-06
4.84330966089144e-07,0.8898882934198604,0.00025508205583367905,3.9852844508063324e-05,4.462859822204267e-05,0.0019429727844820965,0.0,0.0,1.6600189246386598e-05,2.2371320454392063e-07,3.091832632447556e-05,0.0010398054155031913,7.692142827205583e-08,2.6756714269776714e-11,5.243528982426755e-08,2.2949590138424568e-05,6.0291963431433864e-05,1.55662209446679e-05,4.1413334418735965e-11,2.1249848709935274e-12,1.0619153973749506e-08,2.4408470479921396e-09,2.7599880409849304e-05,2.0192068165005524e-09,1.9640958233681217e-09,3.07876138698042e-10,1.0758596443446412e-11,5.009246262506369e-08,8.35427587621725e-10,6.304056310121686e-11,7.63672696789182e-10,6.755171353440286e-15,6.520159096653899e-13,6.173053943485602e-13,3.76,0.0,0.8683087296578297,0.9961229427813927,0.0003613332641218971,3.9577629875051406e-05,0.002306047876283567,0.0012422312371181896,1.4498840337217041e-11,1.0591743553673948e-11,9.042424992261215e-07,0.00024137463214076132,3.247290653936085e-05,1.5399538162664064e-07,5.7634130775776246e-12,2.4275330355904624e-12,1.446947624011013e-05,3.517463624400586e-06,6.700635817873345e-08,7.870422145054162e-06,0.0025398713884593163,1.4010725373845697e-10,2.734323220296041e-07,4.7565710132817395e-11,7.791610757596867e-13,2.0725316229839656e-14,9.884292090317223e-15,6.252261888009227e-10,1.1022343184938007e-09,5.485924206702743e-12,1.0923051122701431e-10,5.7154219036314586e-15,2.430786625346643e-06
4.944603850321276e-07,0.8898974161083105,0.00025568017846337986,4.014566690217255e-05,4.493566454200155e-05,0.001992069904883395,0.0,0.0,1.6965194843941895e-05,2.3239972950378636e-07,3.16739047938704e-05,0.0010652828772102498,7.83416508666744e-08,2.6902719500943466e-11,5.25698434730794e-08,2.2945953364973993e-05,6.102850725174103e-05,1.593579101814099e-05,4.3105096980844546e-11,2.2301434404394703e-12,1.1009129073018417e-08,2.440751059404804e-09,2.7594649662366733e-05,2.117948284924811e-09,1.9902306817029355e-09,3.2787176663199367e-10,1.113413991791904e-11,5.199072098517083e-08,8.786839302315011e-10,6.468902251662343e-11,7.843391168955333e-10,6.975630758749548e-15,6.776886426876523e-13,6.594398330972946e-13,3.76,0.0,0.8682092878700828,0.9960892927274506,0.00037334156953919024,4.1066513628102563e-05,0.0023721628040198946,0.0012712944691143997,1.4495912236486629e-11,1.0589596539759437e-11,9.040598203386488e-07,0.00024346322358614753,3.4169001701144235e-05,1.5848648734763032e-07,5.814446379834274e-12,2.4484583260601516e-12,1.4607062538153198e-05,3.5515291664324865e-06,6.892775705626432e-08,8.142211329696971e-06,0.0025397856019076276,1.4511371462036262e-10,2.788283933870551e-07,4.9126880400236094e-11,8.328750416850117e-13,2.113331258124996e-14,1.0329202312989027e-14,6.545328855635946e-10,1.1750438594347907e-09,5.595285845895449e-12,1.1020528522138403e-10,5.897181848748594e-15,2.4543695126005325e-06
5.045898039751112e-07,0.8899065527301563,0.00025626403715124196,4.043478949998627e-05,4.523812072890665e-05,0.0020412477170090523,0.0,0.0,1.7329579977657564e-05,2.4119967357187397e-07,3.243441563536969e-05,0.0010908215446670633,7.976097809483575e-08,2.7044893615897932e-11,5.2700307720369127e-08,2.294230958457253e-05,6.174816202906969e-05,1.6306670901625436e-05,4.482625823743797e-11,2.3381648344497264e-12,1.1406854780332842e-08,2.4406240499962006e-09,2.7589406565682294e-05,2.2188637450604797e-09,2.0158379655966006e-09,3.48671852182056e-10,1.1513848301875413e-11,5.3911905220180225e-08,9.229459523700519e-10,6.632061691805585e-11,8.050055058280975e-10,7.19773310820946e-15,7.037236777721683e-13,7.033257501825934e-13,3.76,0.0,0.8681095590016076,0.996055525632356,0.0003854296433698896,4.2573015155607205e-05,0.002438516481359706,0.0013004298923691318,1.4492977788148036e-11,1.058744501317201e-11,9.038767481138117e-07,0.0002454855371009363,3.5910924408831464e-05,1.6299383139058143e-07,5.863847273802697e-12,2.46871405212672e-12,1.474029412959541e-05,3.5844778236918356e-06,7.085594383887798e-08,8.416853024412825e-06,0.002539699516716689,1.5018869575532406e-10,2.8416969492944574e-07,5.070144640188966e-11,8.889637731815387e-13,2.1537075661704326e-14,1.0786775825944088e-14,6.84403128246412e-10,1.2505722583309134e-09,5.703502047319336e-12,1.1115082978152193e-10,6.0806104807052e-15,2.4771901125482665e-06
5.147192229180948e-07,0.8899157030015795,0.00025683434025796324,4.072056892715852e-05,4.5536402672147056e-05,0.002090504036296155,0.0,0.0,1.7693335511091445e-05,2.5011030107336363e-07,3.319997589163469e-05,0.0011164193309357445,8.11804825453315e-08,2.7183443237442276e-11,5.282691039565093e-08,2.2938658938896902e-05,6.245134433682708e-05,1.6678867941781535e-05,4.6576718602599165e-11,2.449099678221517e-12,1.1812409487782754e-08,2.440471419056205e-09,2.758415144243878e-05,2.321942149728342e-09,2.040930119191e-09,3.702907819932001e-10,1.189768596901119e-11,5.585548328909616e-08,9.681996573503353e-10,6.793487918190853e-11,8.25675160355876e-10,7.421508938416784e-15,7.301190261460854e-13,7.489922438206722e-13,3.76,0.0,0.8680095495892198,0.9960216435369424,0.00039759629949474547,4.409671761863181e-05,0.0025051021239166056,0.0013296354602018137,1.44900371237468e-11,1.0585289066170583e-11,9.036932907703349e-07,0.00024744366821720577,3.7698723338754275e-05,1.6751692744997424e-07,5.911667407861746e-12,2.4883213999359953e-12,1.4869308644538998e-05,3.6163451689285653e-06,7.279071882546921e-08,8.694298040287566e-06,0.002539613138097577,1.5533205466233875e-10,2.894587771054353e-07,5.228919367266304e-11,9.474716875268272e-13,2.1936799157399152e-14,1.1257199047005942e-14,7.148322185713701e-10,1.3288376948190215e-09,5.8106237367599075e-12,1.1206807169582355e-10,6.265719825286916e-15,2.4992725759578656e-06
5.248486418610783e-07,0.8899248666483572,0.00025739173332370394,4.100332186029935e-05,4.5830897883046085e-05,0.002139836783089578,0.0,0.0,1.8056452912418766e-05,2.5912892261785804e-07,3.3970702998482596e-05,0.001142074215028589,8.260116199871953e-08,2.7318553941255857e-11,5.2949856549744495e-08,2.293500156556709e-05,6.31384606674039e-05,1.7052389629070204e-05,4.835639167499304e-11,2.562999274573972e-12,1.2225870399781818e-08,2.4402977216749333e-09,2.757888459883688e-05,2.4271728887930763e-09,2.0655192987018764e-09,3.927429849473148e-10,1.2285616685182623e-11,5.782093578359493e-08,1.0144308337348941e-09,6.953139680484054e-11,8.463512089094312e-10,7.646989200531954e-15,7.568726522020822e-13,7.964683353091387e-13,3.76,0.0,0.8679092658248956,0.9959876484123346,0.0004098404614672568,4.5637214434708424e-05,0.0025719132971978235,0.0013589091959820792,1.44870903708617e-11,1.0583128788255548e-11,9.035094562778286e-07,0.00024933964627346986,3.953244201163238e-05,1.720553149328769e-07,5.957956797740225e-12,2.5073008859237445e-12,1.4994239368825848e-05,3.6471656525346035e-06,7.473189260249112e-08,8.974499551729753e-06,0.002539526471083309,1.605436665542061e-10,2.9469826844195424e-07,5.38899182882856e-11,1.0084426045886162e-12,2.233268239726907e-14,1.1740658003778198e-14,7.45815717735516e-10,1.4098574096862038e-09,5.916703508039015e-12,1.1295790833744764e-10,6.452520441022957e-15,2.5206402894826656e-06
5.349780608040619e-07,0.8899340434055688,0.0002579368075657013,4.1283329658458745e-05,4.612195100736081e-05,0.0021892439736246887,0.0,0.0,1.8418924204235225e-05,2.682528946554615e-07,3.4746714763034034e-05,0.0011677842398226908,8.40239443654898e-08,2.745039326677714e-11,5.306933166525332e-08,2.2931337598273302e-05,6.38099076557887e-05,1.742724359069094e-05,5.016520403306859e-11,2.6799154734787054e-12,1.2647313568146745e-08,2.440106798950346e-09,2.7573606326038997e-05,2.534545765147741e-09,2.089617378346493e-09,4.1604293228562413e-10,1.2677603777048265e-11,5.980775564692546e-08,1.0616250877515416e-09,7.110980845484297e-11,8.670366116950324e-10,7.874205052228006e-15,7.839824774760466e-13,8.457829687838763e-13,3.76,0.0,0.8678087135850303,0.995953542162807,0.0004221611503550564,4.719410902881172e-05,0.0026389438871140644,0.0013882491908906367,1.4484137653240545e-11,1.0580964266259065e-11,9.033252523649576e-07,0.0002511754365056079,4.1412119062630166e-05,1.7660855674124e-07,6.002763878122643e-12,2.5256723779703695e-12,1.5115215380915234e-05,3.676972637651176e-06,7.667928517615467e-08,9.257413022616631e-06,0.002539439520536156,1.6582342322268482e-10,2.998908634382883e-07,5.550342655332062e-11,1.0719197499248199e-12,2.2724929469499333e-14,1.2237338357743157e-14,7.773494326493496e-10,1.4936477583981367e-09,6.021795369420959e-12,1.1382120861540136e-10,6.641021484795932e-15,2.5413158997710345e-06
