Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3F(1),O2(2),H2O(3),CH4(4),CH2F(45),HF(38),C1OO1(156),CH2O2(158),CHO2(146),CHF(39),CHFO(46),S(139),CHFO2(186),CHFO2(165),CFO2(148),F(37),CH2FO(131),CH2CHF(55),O2(128)
1.0052196106059023e-08,0.7758283399472857,2.2424033207635294e-07,2.762043722093736e-09,4.059518078913337e-09,3.552761180694031e-07,0.0,0.0,1.9404666877883757e-08,2.3956742519473953e-12,4.153540955672665e-09,1.0734335915490061e-07,7.776440044916818e-15,6.6853087802048655e-21,1.4811844912410276e-13,3.539921092918013e-07,5.809406645806998e-09,2.1012233207956868e-09,1.0623556353174809e-18,4.778347250691348e-25,2.9818252716713953e-15,1.6170901373716717e-14,9.37038698771919e-07,1.381413965512461e-18,2.5558136830890936e-14,1.346478310560175e-19,8.005149449495683e-21,7.988515269828034e-16,1.6137697156467746e-19,5.706161845049584e-20,3.360761633775181e-17,1.2355502232449091e-23,4.050261605533078e-23,2.704051031647501e-26,3.76,0.0,0.8990163079901403,0.9989719884598016,8.902233596286539e-10,1.6659823582124926e-11,3.080715860636527e-08,1.424019243267305e-06,9.982572140366145e-14,2.0728257470640336e-13,1.3827351368988076e-08,3.438244094612596e-07,1.2444338382112539e-11,1.9642806989485943e-12,1.521800729441189e-14,1.2435372986780064e-14,3.3340404820935758e-09,3.68382014311402e-10,5.131882641821112e-13,1.0474744582841708e-10,0.001027860636315408
1.0436311062716438e-08,0.7758283508081076,2.4709278420882767e-07,3.071446056285399e-09,4.496581724795564e-09,3.6958090922215035e-07,0.0,0.0,2.0156846148216178e-08,2.5827276142086147e-12,4.572775934598869e-09,1.187710255119994e-07,8.974852133568083e-15,8.486688584025099e-21,1.6644571815753024e-13,3.732525342078354e-07,6.373061329481879e-09,2.3133151710321885e-09,1.2486858569915498e-18,6.413658846549139e-25,3.471867905025214e-15,1.8785576218689667e-14,9.587883523453026e-07,1.6532125030631048e-18,2.892107481563499e-14,1.6321086388944857e-19,8.967501428210437e-21,9.531601623295483e-16,2.0194273321592006e-19,7.073927748441379e-20,3.925954572085159e-17,1.525886609414367e-23,4.702804855099049e-23,3.570526631732008e-26,3.76,0.0,0.8990162381403646,0.9989719744969229,9.907045848367832e-10,1.898049135527983e-11,3.295890632451271e-08,1.4784475609519107e-06,1.1085313782733453e-13,2.2179845574316718e-13,1.4633028908878621e-08,3.568129657155086e-07,1.362030666342149e-11,2.1439955344408163e-12,1.6457696258624585e-14,1.2958125870889512e-14,3.5850847926290333e-09,3.8897045606158815e-10,5.505582710370764e-13,1.1287404873159466e-10,0.0010278606224867091
1.0820426019373854e-08,0.7758283617581644,2.711506000639216e-07,3.4016542813298903e-09,4.960746005233134e-09,3.8397605906058903e-07,0.0,0.0,2.0910353065251286e-08,2.776882596476486e-12,5.014228930750134e-09,1.3084525889616847e-07,1.0312767134988601e-14,1.0703764693056235e-20,1.8677822916913299e-13,3.925287242299177e-07,6.965816585254126e-09,2.536648115766449e-09,1.4579792244898476e-18,8.507874071722472e-25,4.016153059791904e-15,2.1678721822257425e-14,9.798124437764785e-07,1.965734091704085e-18,3.257048817449723e-14,1.9625712020749963e-19,1.0006532596283424e-20,1.1295192710779786e-15,2.505759100202129e-19,8.699296881463656e-20,4.5602200897062813e-17,1.8680026170628455e-23,5.431551838499608e-23,4.6705619691074643e-26,3.76,0.0,0.8990161681774751,0.9989719598317008,1.0981640575278536e-09,2.1521533626704832e-11,3.522375767460661e-08,1.5328771585250741e-06,1.2251446418540892e-13,2.3650347123857826e-13,1.54409285857017e-08,3.697905909230134e-07,1.4871888322001732e-11,2.3350603605403515e-12,1.7744880148841484e-14,1.3480491506290429e-14,3.8446026489204e-09,4.1035633655233685e-10,5.899358303235151e-13,1.213018281713702e-10,0.0010278606081804522
1.120454097603127e-08,0.7758283727976293,2.964105499052538e-07,3.753144522833714e-09,5.452437561200213e-09,3.9846554575542044e-07,0.0,0.0,2.1665244886034934e-08,2.978150758173427e-12,5.477903586967012e-09,1.4356737510712406e-07,1.1801748678155872e-14,1.3417943479487273e-20,2.092886571585146e-13,4.1179572508580224e-07,7.587671592118116e-09,2.771224105801093e-09,1.6918794986229412e-18,1.1162868320074942e-24,4.617680736872803e-15,2.4863769778272884e-14,1.0001358115573512e-06,2.3233327977428954e-18,3.6516682917551006e-14,2.3424743149839306e-19,1.1125837739741977e-20,1.3299734400885113e-15,3.0846976766478123e-19,1.0617926422694866e-19,5.2688691960502224e-17,2.2682386959456358e-23,6.242381519724034e-23,6.056001126085234e-26,3.76,0.0,0.8990160980971654,0.9989719444635689,1.2128039883547473e-09,2.4294042761838415e-11,3.760600910461544e-08,1.5873080750433084e-06,1.34806085815329e-13,2.513713419139186e-13,1.6249895094209558e-08,3.8275729428160616e-07,1.6202656447238306e-11,2.538018073739685e-12,1.9079390493561827e-14,1.400246819410472e-14,4.1125303649695655e-09,4.325611265235971e-10,6.314075078258659e-13,1.300305306025621e-10,0.0010278605932518945
1.1588655932688685e-08,0.7758283839265521,3.228677329074365e-07,4.126375395652493e-09,5.972056699958554e-09,4.130533179195503e-07,0.0,0.0,2.2421578343073257e-08,3.1865441968709897e-12,5.963775800077874e-09,1.5693780170315224e-07,1.3453946130990248e-14,1.6723668058813254e-20,2.341556016728572e-13,4.310303427768894e-07,8.238589033276412e-09,3.0170310563410415e-09,1.952053722562604e-18,1.449734031563676e-24,5.2794004383106414e-15,2.8353647920602516e-14,1.0197824203444963e-06,2.7306581525287032e-18,4.076959012742633e-14,2.7766348764042757e-19,1.23291526051216e-20,1.556645206220427e-15,3.7693318306853204e-19,1.2868613665573784e-19,6.057363585471947e-17,2.733337888205083e-23,7.141441333824873e-23,7.787855766462443e-26,3.76,0.0,0.8990160278951738,0.9989719283929017,1.3348250773966813e-09,2.7309103785243505e-11,4.010991253205854e-08,1.6417403504117905e-06,1.477230324160796e-13,2.663771971015199e-13,1.70588527779104e-08,3.9571308498134077e-07,1.7616320715414584e-11,2.753428631781708e-12,2.046105919955088e-14,1.452405485459914e-14,4.388804676532358e-09,4.556050144032762e-10,6.750592205862344e-13,1.3905990269334746e-10,0.0010278605774665813
1.1972770889346101e-08,0.7758283951448691,3.5051570192172306e-07,4.521788331859076e-09,6.519978441156015e-09,4.277432904408052e-07,0.0,0.0,2.3179409591430935e-08,3.4020755429689267e-12,6.471795695949798e-09,1.7095613978102967e-07,1.5282098456159932e-14,2.072994468223433e-20,2.6156305925206826e-13,4.5021104888534234e-07,8.918497699091794e-09,3.274043845905229e-09,2.240188577758277e-18,1.864862542434677e-24,6.0042028322187915e-15,3.21607385399316e-14,1.038775392556498e-06,3.192664558910097e-18,4.533875450218258e-14,3.270069732851095e-19,1.3620368258886952e-20,1.811731013901267e-15,4.573954277192995e-19,1.5493395583689016e-19,6.931307747722932e-17,3.2704394137534584e-23,8.1351585496197e-23,9.937522151755514e-26,3.76,0.0,0.8990159575672854,0.9989719116206007,1.464426648338889e-09,3.0577780966182955e-11,4.273967231234688e-08,1.6961740253245484e-06,1.6125908464632136e-13,2.814975390863624e-13,1.786680137698095e-08,4.086579722045007e-07,1.9116726004296655e-11,2.9818682931635897e-12,2.1889718587729056e-14,1.5045250809248854e-14,4.673362738364785e-09,4.795069613345885e-10,7.209761530307414e-13,1.483896913251004e-10,0.0010278605608562146
1.2356885846003517e-08,0.7758284064524096,3.793465813935966e-07,4.939807908868396e-09,7.096553522594585e-09,4.425393406541616e-07,0.0,0.0,2.3938794160333875e-08,3.6247579538939556e-12,7.0018894978268145e-09,1.8562122244307677e-07,1.729953648435083e-14,2.5561956968689943e-20,2.916998833421831e-13,4.6931789046429184e-07,9.627294949318312e-09,3.542225261268398e-09,2.5579868769446125e-18,2.37745883659684e-24,6.794912258169615e-15,3.6296842222612314e-14,1.0571370387972735e-06,3.714620583282894e-18,5.023332507678755e-14,3.8279864784782206e-19,1.500354627196181e-20,2.0974970039084516e-15,5.514107231681382e-19,1.853764054086261e-19,7.896441011995975e-17,3.887070532488837e-23,9.230252825676331e-23,1.2588104273254656e-25,3.76,0.0,0.8990158871093358,0.9989718941481808,1.601806772692177e-09,3.411110537118265e-11,4.549944248033316e-08,1.750609141207474e-06,1.7540687619334795e-13,2.9671020214254604e-13,1.867281198097514e-08,4.2159196512560544e-07,2.070785090637096e-11,3.223928854918919e-12,2.3365201413966314e-14,1.5566055651260595e-14,4.966142121487513e-09,5.042847539367502e-10,7.692426820908949e-13,1.5801964359223146e-10,0.001027860543574947
1.2741000802660932e-08,0.7758284178489057,4.0935117874641246e-07,5.380842177301901e-09,7.702109367133135e-09,4.5744530483544513e-07,0.0,0.0,2.469978690903373e-08,3.854605107858036e-12,7.553961292816031e-09,2.009311701014509e-07,1.9520183624806545e-14,3.136276265848086e-20,3.2475923565432437e-13,4.883324043143127e-07,1.0364849041023345e-08,3.82152689089131e-09,2.907164200747968e-18,3.005558973935188e-24,7.654280048207375e-15,4.077314708159321e-14,1.0748888871469042e-06,4.3021181139045576e-18,5.546204795844438e-14,4.455773779579132e-19,1.6482934711183433e-20,2.4162746663009275e-15,6.606625563373281e-19,2.205013194186851e-19,8.958629556294262e-17,4.5911368267648936e-23,1.0433750021622351e-22,1.5835846651503092e-25,3.76,0.0,0.8990158165172134,0.9989718759779673,1.747162384579385e-09,3.7920063334106264e-11,4.8393324250177507e-08,1.8050457401640298e-06,1.9015799119667507e-13,3.119943077875309e-13,1.9476023177789568e-08,4.34515072911417e-07,2.239380615016989e-11,3.480216890580964e-12,2.4887340880684303e-14,1.6086469169970983e-14,5.267080810468357e-09,5.299550548855988e-10,8.199423099827105e-13,1.6794950680202883e-10,0.001027860525648022
1.3125115759318348e-08,0.7758284293339973,4.405190895751692e-07,5.845282988173938e-09,8.336951012366317e-09,4.724649749969735e-07,0.0,0.0,2.5462441986672855e-08,4.0916311972180085e-12,8.12789470184755e-09,2.1688344278433288e-07,2.195855504418722e-14,3.829506639797033e-20,3.609380329154312e-13,5.072375354293449e-07,1.1131001329226812e-08,4.111889969533115e-09,3.289445683113537e-18,3.7696520037466854e-24,8.584978632872392e-15,4.5600203112644084e-14,1.0920517113666568e-06,4.961081366732197e-18,6.103326090218751e-14,5.158991313511906e-19,1.806298491059739e-20,2.7704563906281265e-15,7.869677442479096e-19,2.6083143683062e-19,1.0123858413758367e-16,5.39091106060594e-23,1.175299732272027e-22,1.979167982342356e-25,3.76,0.0,0.8990157457868616,0.9989718571130275,1.900689386659091e-09,4.201558579005328e-11,5.14253637574455e-08,1.859483864923536e-06,2.0550305693668555e-13,3.2733021777427267e-13,2.0275637389358718e-08,4.474273047209483e-07,2.4178832939578675e-11,3.7513529902224625e-12,2.6455970645335307e-14,1.6606491293557788e-14,5.576117200722502e-09,5.565334514106398e-10,8.731576032459082e-13,1.7817902847450105e-10,0.0010278605069924335
1.3509230715975764e-08,0.7758284409072406,4.728387969743171e-07,6.333506319020135e-09,9.001362004635825e-09,4.876020959668559e-07,0.0,0.0,2.6226812795904083e-08,4.3358509214754614e-12,8.723554458119609e-09,2.3347488959918553e-07,2.462975535336628e-14,4.6543061242061244e-20,4.004363926330286e-13,5.26017559407696e-07,1.1925568346867569e-08,4.413246176580505e-09,3.706562948947672e-18,4.692889453523033e-24,9.589596397973732e-15,5.0787901391895006e-14,1.1086455580624477e-06,5.6977757209860616e-18,6.695488956670971e-14,5.94335940641334e-19,1.9748368988786213e-20,3.1624909442093796e-15,9.322802399205097e-19,3.069250731953128e-19,1.1398223503876598e-16,6.295020769237467e-23,1.319567973247654e-22,2.458288116858105e-25,3.76,0.0,0.8990156749142806,0.9989718375569624,2.0625827477209464e-09,4.6408538422733057e-11,5.459955002837999e-08,1.9139235587919056e-06,2.2143183180185836e-13,3.4269948588217397e-13,2.1070917384863697e-08,4.603286697054686e-07,2.6067301219633778e-11,4.0379710042746915e-12,2.807092482734093e-14,1.712612204079206e-14,5.893190095830327e-09,5.840345017998291e-10,9.28970137410502e-13,1.8870795634222168e-10,0.0010278604875744888
1.389334567263318e-08,0.7758284525681137,5.062977652841017e-07,6.8458725986345064e-09,9.695605258741053e-09,5.028603627358865e-07,0.0,0.0,2.6992951960049837e-08,4.587279479950953e-12,9.340787898429964e-09,2.5070179548940334e-07,2.7549474847219112e-14,5.631433097865754e-20,4.434570810581051e-13,5.446580086486508e-07,1.274834376990175e-08,4.7255183903196095e-09,4.160251205595774e-18,5.8013002398543236e-24,1.0670633256131563e-14,5.63454578280981e-14,1.1246897728456251e-06,6.5188163678006934e-18,7.32344453113574e-14,6.81474844560403e-19,2.154399807322735e-20,3.594878905891331e-15,1.0986946732561574e-18,3.593767091435338e-19,1.2787923712000445e-16,7.312434723669084e-23,1.4769837985353576e-22,3.0354853446356617e-25,3.76,0.0,0.8990156038955295,0.9989718173138333,2.233036592421874e-09,5.1109712581103835e-11,5.791981316312217e-08,1.968364865604728e-06,2.379332886313253e-13,3.5808480911989993e-13,2.186118296332246e-08,4.732191770085116e-07,2.8063707875879497e-11,4.340717292591346e-12,2.973203801246346e-14,1.7645361487853727e-14,6.218238704872938e-09,6.124717799923168e-10,9.874604471418813e-13,1.9953603835017506e-10,0.0010278604674395643
1.4277460629290595e-08,0.7758284643160231,5.408825285187643e-07,7.382727030110814e-09,1.0419923884618966e-08,5.182434180571829e-07,0.0,0.0,2.776091129360145e-08,4.845932564163961e-12,9.979426371469323e-09,2.6855992541047805e-07,3.0733984346811345e-14,6.784180482448907e-20,4.902049661954573e-13,5.631456021683494e-07,1.3599100272909144e-08,5.048621400211967e-09,4.6522464885244984e-18,7.124010328422384e-24,1.1830496895932014e-14,6.22814011815596e-14,1.1402030255271996e-06,7.431176756509586e-18,7.987902440722644e-14,7.779168136137849e-19,2.345504118754738e-20,4.070168080136129e-15,1.2884496225043899e-18,4.188174958024341e-19,1.4299253037863671e-16,8.452448410871094e-23,1.6483887928198162e-22,3.7273023078098484e-25,3.76,0.0,0.8990155327267282,0.9989717963882055,2.412244283596777e-09,5.612981692438851e-11,6.139002272066201e-08,2.022807829682604e-06,2.549956935496224e-13,3.7346997880448284e-13,2.2645807798146098e-08,4.860988357658822e-07,3.01726748739189e-11,4.660249980072927e-12,3.1439145254526096e-14,1.8164209750701136e-14,6.551202639785253e-09,6.418579183336468e-10,1.0487079815922534e-12,2.1066302265560394e-10,0.0010278604466251204
1.4661575585948011e-08,0.7758284761503093,5.765787737368563e-07,7.944399911899054e-09,1.1174541982259542e-08,5.337548502839682e-07,0.0,0.0,2.853074177586295e-08,5.11182634994908e-12,1.0639286567107089e-08,2.8704456605036167e-07,3.420012869791924e-14,8.138575547819404e-20,5.408864784829105e-13,5.814681788700721e-07,1.4477591280524273e-08,5.382462579213026e-09,5.1842830607102346e-18,8.693466454030173e-24,1.307149967035936e-14,6.860356505792652e-14,1.1552033343816159e-06,8.44219682425648e-18,8.689530853917667e-14,8.842756666796723e-19,2.5486944752193502e-20,4.590948914637721e-15,1.5039306135316536e-18,4.8591567766602625e-19,1.5938592832441219e-16,9.724668669381566e-23,1.8346641414529446e-22,4.5524859790255905e-25,3.76,0.0,0.899015461404058,0.9989717747851502,2.6003984975703114e-09,6.147946975519305e-11,6.501398629350637e-08,2.0772524957886124e-06,2.726066804053117e-13,3.888398319883606e-13,2.342421643636926e-08,4.989676551056634e-07,3.239894734583612e-11,4.9972382200863816e-12,3.3192082075826565e-14,1.8682666975113658e-14,6.892021912726451e-09,6.722046485675954e-10,1.1127910644569217e-12,2.220886576278584e-10,0.0010278604251195659
1.5045690542605427e-08,0.7758284880702524,6.133714196097954e-07,8.531206956605533e-09,1.1959665406115156e-08,5.493981914311962e-07,0.0,0.0,2.930249352754771e-08,5.384977489337933e-12,1.1320171770636286e-08,3.0615056521680783e-07,3.7965318984132074e-14,9.723583103513243e-20,5.957090815335151e-13,5.996146341063219e-07,1.5383552619924432e-08,5.72694251813939e-09,5.758090964434203e-18,1.0545663200813323e-23,1.4395856085389664e-14,7.531908358374027e-14,1.169708089515962e-06,9.559590995770993e-18,9.428956648015816e-14,1.0011769846646341e-18,2.764545264409798e-20,5.159849943010433e-15,1.747672845603744e-18,5.613769338431358e-19,1.771240414095068e-16,1.11389976169998e-22,2.03673287508851e-22,5.532201880298311e-25,3.76,0.0,0.8990153899237634,0.9989717525101637,2.797691292887273e-09,6.716919200126101e-11,6.879544826031912e-08,2.1316989090878564e-06,2.907533209357355e-13,4.041802036498424e-13,2.419588144530789e-08,5.118256441482228e-07,3.474739162990649e-11,5.352361466825881e-12,3.4990684467350723e-14,1.9200733327922555e-14,7.240636933467557e-09,7.035228411381854e-10,1.1797868582772262e-12,2.338126918482472e-10,0.0010278604029036848
1.5429805499262842e-08,0.7758285000750764,6.512446904315703e-07,9.143449607288954e-09,1.2775482500206223e-08,5.651769154475315e-07,0.0,0.0,3.0076215790147257e-08,5.66540310223433e-12,1.2021873045739682e-08,3.258723690082023e-07,4.2047523516157836e-14,1.157131109288408e-19,6.548807550642289e-13,6.175748593781958e-07,1.6316704079336648e-08,6.081955623987523e-09,6.375393723371049e-18,1.2720372744248945e-23,1.5805680849556317e-14,8.243439047482588e-14,1.1837340753789247e-06,1.0791455941326392e-17,1.0206765682774766e-13,1.1292570267990148e-18,2.993662675681494e-20,5.779533272049713e-15,2.0223636438099672e-18,6.45944638952324e-19,1.962722016766398e-16,1.2705616000142425e-22,2.2555622729406973e-22,6.690260634667164e-25,3.76,0.0,0.8990153182821536,0.9989717295690961,3.0043141728557754e-09,7.320940080856435e-11,7.273808870545201e-08,2.186147115108943e-06,3.0942219080435734e-13,4.1947787992476203e-13,2.496032069970811e-08,5.246728120062211e-07,3.722299326942208e-11,5.7263087576409276e-12,3.683478888883585e-14,1.9718408989142282e-14,7.596988506796212e-09,7.358225428720162e-10,1.249771332721981e-12,2.458348741098893e-10,0.0010278603799864082
1.5813920455920258e-08,0.775828512163956,6.901821857965975e-07,9.78141535102901e-09,1.3622164805054248e-08,5.810944366851123e-07,0.0,0.0,3.0851956907903855e-08,5.953120767908037e-12,1.2744170349693897e-08,3.4620405687679643e-07,4.64652576612811e-14,1.371721758484761e-19,7.186094918574904e-13,6.353396850273905e-07,1.7276750877201928e-08,6.447390683982577e-09,7.037906192149277e-18,1.5261376565997076e-23,1.730298744574689e-14,8.995522121625036e-14,1.1972974924417977e-06,1.2146278082110491e-17,1.10235031702094e-13,1.2691616545957023e-18,3.2366867999288663e-20,6.4526901309281e-15,2.330844639559799e-18,7.404000452376541e-19,2.1689638876067604e-16,1.4434966086425955e-22,2.49216642757183e-22,8.053356890468756e-25,3.76,0.0,0.899015246475603,0.998971705968134,3.2204581422702694e-09,7.961040371096669e-11,7.684552249505444e-08,2.2405971597073527e-06,3.285994316729742e-13,4.3472055254219255e-13,2.571709480290238e-08,5.375091677846175e-07,3.983085497593884e-11,6.119778006237176e-12,3.872423226834455e-14,2.0235694146989894e-14,7.9610178299385e-09,7.69113013106822e-10,1.322819236663803e-12,2.5815495341756836e-10,0.0010278603563893276
1.6198035412577674e-08,0.775828524336019,7.301669461609159e-07,1.0445378029563266e-08,1.4499867737521889e-08,5.971541085552364e-07,0.0,0.0,3.1629764312228114e-08,6.248148516330882e-12,1.3486833584146407e-08,3.6713937468759784e-07,5.123757257859079e-14,1.6200318145033e-19,7.871028103569245e-13,6.529008257834301e-07,1.8263385046395488e-08,6.823131397043895e-09,7.747332550029159e-18,1.821669846410524e-23,1.8889687187160252e-14,9.788661808101635e-14,1.2104139780824305e-06,1.3632940833453717e-17,1.1879674131163336e-13,1.4215452679922538e-18,3.494293766861587e-20,7.182036497791245e-15,2.6761136817585872e-18,8.455623877527676e-19,2.3906315736251846e-16,1.633773421521663e-22,2.7476089735741365e-22,9.651320619091923e-25,3.76,0.0,0.899015174500551,0.9989716817137926,3.446313758660931e-09,8.638239334359783e-11,8.112129850003113e-08,2.2950490890305954e-06,3.4827080947187853e-13,4.498967745826744e-13,2.64658046358458e-08,5.503347205806784e-07,4.257619456195289e-11,6.533475307557642e-12,4.065885200136735e-14,2.075258899568492e-14,8.332666489997691e-09,8.034027583290965e-10,1.3990040738231358e-12,2.7077267898758726e-10,0.0010278603321209532
1.658215036923509e-08,0.7758285365903521,7.711815144936967e-07,1.11355981468045e-08,1.540873124460668e-08,6.133592223585998e-07,0.0,0.0,3.24096845084093e-08,6.550504819377647e-12,1.4249623584673891e-08,3.886717658722715e-07,5.638404292688822e-14,1.9063392562163538e-19,8.605672842834708e-13,6.702508290336567e-07,1.9276286737735007e-08,7.209056874289974e-09,8.50536443494084e-18,2.1638838193925114e-23,2.0567588720163357e-14,1.0623293772338583e-13,1.2230986267020538e-06,1.526073157753719e-17,1.2775743929836498e-13,1.5870697577512132e-18,3.767197912980923e-20,7.970308817555184e-15,3.0613264823197345e-18,9.622889147048788e-19,2.6283956630086376e-16,1.8424833114594634e-22,3.0230059819430777e-22,1.1517380747401176e-24,3.76,0.0,0.8990151023535047,0.9989716568128847,3.682071178401232e-09,9.353544266843612e-11,8.556889895653674e-08,2.34950294948507e-06,3.6842176902691716e-13,4.649959176636003e-13,2.720608902813117e-08,5.631494794839823e-07,4.5464342847790505e-11,6.968114255071328e-12,4.2638485949767505e-14,2.12690937341909e-14,8.711876461409774e-09,8.386995653816037e-10,1.478398081713669e-12,2.8368780024762603e-10,0.0010278603071791474
1.6966265325892505e-08,0.7758285489260037,8.132079942177605e-07,1.1852323173067068e-08,1.6348880432201236e-08,6.297130062792407e-07,0.0,0.0,3.319176306447365e-08,6.86020858191288e-12,1.503229305220266e-08,4.10794400773471e-07,6.192475361309377e-14,2.2353189907616916e-19,9.392080904539162e-13,6.873830256885572e-07,2.031512544684012e-08,7.60504211014087e-09,9.313679213783576e-18,2.5585005091420258e-23,2.2338397937806456e-14,1.1499786109259928e-13,1.2353660091040073e-06,1.7039348358338248e-17,1.3712138877987383e-13,1.7664034777651453e-18,4.056153973373146e-20,8.820259823114579e-15,3.489798000607618e-18,1.0914748452612384e-18,2.8829310923443044e-16,2.0707384086132193e-22,3.3195290213583094e-22,1.3688441046976192e-24,3.76,0.0,0.8990150300310378,0.9989716312724757,3.927920197990732e-09,1.0107950068196754e-10,9.019173895511891e-08,2.403958787704575e-06,3.890374852018369e-13,4.800081306289596e-13,2.7937622545288392e-08,5.759534535764295e-07,4.850074154720532e-11,7.424415271117716e-12,4.466297244075821e-14,2.178520856478692e-14,9.098590103415595e-09,8.750105332995303e-10,1.5610722136522365e-12,2.9690006683659957e-10,0.0010278602815672454
1.735038028254992e-08,0.7758285613419891,8.562281036281427e-07,1.2595787845847259e-08,1.7320426169791264e-08,6.462186245319078e-07,0.0,0.0,3.397604460205265e-08,7.177279132783463e-12,1.583458742922278e-08,4.335002042704244e-07,6.788028564939763e-14,2.61206309170269e-19,1.0232285757831234e-12,7.042914835209322e-07,2.1379561168209374e-08,8.010958425500749e-09,1.0173938384591449e-17,3.011735105119809e-23,2.4203718268993033e-14,1.2418440542399897e-13,1.2472301911622107e-06,1.8978906292670237e-17,1.4689246901115951e-13,1.960220240484915e-18,4.361959290311682e-20,9.734654470590293e-15,3.965003572239974e-18,1.2340532572988128e-18,3.1549164713390955e-16,2.319669915108698e-22,3.6384083870029055e-22,1.6205368164796582e-24,3.76,0.0,0.899014957529791,0.9989716050998543,4.184050290813253e-09,1.0902438857635651e-10,9.499316605010126e-08,2.458416650520364e-06,4.1010291071584786e-13,4.949242997807896e-13,2.8660113386929146e-08,5.887466519322468e-07,5.1690941135842565e-11,7.903104950874767e-12,4.673215026586499e-14,2.2300933691743806e-14,9.492750157549615e-09,9.123421038315299e-10,1.647096123646354e-12,3.1040922860451756e-10,0.0010278602552968438
1.7734495239207336e-08,0.7758285738372934,9.002232269680053e-07,1.3366214467018636e-08,1.8323465672020294e-08,6.628791766531482e-07,0.0,0.0,3.4762572789132026e-08,7.501736215735288e-12,1.6656245723577246e-08,4.5678188177194563e-07,7.427170118735294e-14,3.042100670181463e-19,1.1128298442613322e-12,7.209709628633965e-07,2.2469245480183292e-08,8.426673884427228e-09,1.108778610594109e-17,3.530320225534152e-23,2.6165051309676425e-14,1.3379493807653413e-13,1.25870475180602e-06,2.1089943692243656e-17,1.5707418259505378e-13,2.1691983382770074e-18,4.685456031590962e-20,1.071626599773044e-14,4.4905797884180554e-18,1.3909949077282448e-18,3.4450334257037504e-16,2.590426324389491e-22,3.980936496964994e-22,1.9113291643942804e-24,3.76,0.0,0.8990148848464741,0.998971578302516,4.450650639653748e-09,1.1737979632713204e-10,9.997645998127476e-08,2.512876584932703e-06,4.316028207952274e-13,5.097360106596784e-13,2.937330139057166e-08,6.015290836179962e-07,5.504059870643329e-11,8.404915420441722e-12,4.884585867978838e-14,2.2816269320605047e-14,9.894299745145141e-09,9.50700090699363e-10,1.7365381539904798e-12,3.242150356123456e-10,0.0010278602283787864
1.8118610195864752e-08,0.7758285864108746,9.45174462332575e-07,1.4163813196317341e-08,1.9358083058012016e-08,6.796976969269312e-07,0.0,0.0,3.5551390334558477e-08,7.833599980271322e-12,1.7497001282474746e-08,4.806319436589352e-07,8.112052779668672e-14,3.531417282444798e-19,1.2082103645250837e-12,7.37416874554008e-07,2.358382256428637e-08,8.852053685626957e-09,1.2056847848818516e-17,4.1215289074573224e-23,2.822379776389613e-14,1.4383119199771267e-13,1.2698028003470786e-06,2.3383427892709873e-17,1.6766966317507163e-13,2.394019593133594e-18,5.027533411495864e-20,1.1767872113188244e-14,5.070325132600181e-18,1.5633079881492401e-18,3.753965958760117e-16,2.884171653162181e-22,4.348471455679186e-22,2.2461915748006948e-24,3.76,0.0,0.8990148119778639,0.998971550888144,4.727910165242242e-09,1.2615527968178222e-10,1.0514483250039099e-07,2.5673386380838518e-06,4.5352185481326193e-13,5.244355113683878e-13,3.007695613622462e-08,6.143007576925807e-07,5.85554758143399e-11,8.93058370945958e-12,5.1003937399185626e-14,2.3331215657959945e-14,1.0303182364855875e-08,9.900897076475891e-10,1.8294653253949493e-12,3.3831723813186846e-10,0.001027860200819047
1.8502725152522168e-08,0.7758285990616669,9.91062666564105e-07,1.498878234100562e-08,2.042434988930863e-08,6.966771539360676e-07,0.0,0.0,3.63425389841875e-08,8.17289097246709e-12,1.8356582519256e-08,5.050427282547613e-07,8.844874205588941e-14,4.086473780313798e-19,1.3095655984835285e-12,7.536252400245309e-07,2.4722930162284892e-08,9.286960530056952e-09,1.3082729166059083e-17,4.793197359010114e-23,3.0381258663954916e-14,1.5429428260917408e-13,1.2805369931728291e-06,2.5870760786633156e-17,1.7868168354907587e-13,2.6353684368071168e-18,5.389129907336438e-20,1.2892251323126793e-14,5.708200381890826e-18,1.7520378186968796e-18,4.0823998322336564e-16,3.2020836931075916e-22,4.742440783281391e-22,2.6305842869285456e-24,3.76,0.0,0.8990147389208051,0.998971522864583,5.016017551079832e-09,1.3536025752489544e-10,1.1050142729533076e-07,2.6218028572324044e-06,4.758445550674444e-13,5.390156774258084e-13,3.0770875147018875e-08,6.270616832072529e-07,6.224143631684983e-11,9.480851138630945e-12,5.3206226601443684e-14,2.3845772911286758e-14,1.071934189019367e-08,1.0305155953327735e-09,1.9259433294713947e-12,3.52715586645554e-10,0.0010278601726230329
