Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3F(1),O2(2),H2O(3),CH4(4),CH2F(45),HF(38),C1OO1(156),CH2O2(158),CHO2(146),CHF(39),CHFO(46),S(139),CHFO2(186),CHFO2(165),CFO2(148),F(37),CH2FO(131),CH2CHF(55),O2(128),C2H4F(61),CFO(50),C2H4F(62),S(564),CFO3(1309),C2H2O(181),CH2CF(69),CH2CFO(78),CFO3(296),CHO2(145),CHO3(309),CHFO2(220),C2H2F(70)
3.038973644223909e-05,0.7733379491312038,0.00011924423747501093,9.117733778270334e-05,0.00013226338546651765,0.017229025326325066,0.0,0.0,0.00021677961631355616,7.971029286881313e-06,0.01474942353986204,0.006166206673316843,4.024822966827078e-06,5.342126153898512e-13,2.1253019388023467e-09,1.6258745059874946e-06,1.3573153528319273e-05,0.0012464095740019924,8.840882230780276e-09,7.161761201432464e-10,4.002574204675723e-06,2.345813461484669e-11,1.717027128039901e-06,3.9758497806880665e-07,7.471365633832912e-10,5.5852420200488525e-06,8.048090616783856e-11,9.224183892416879e-08,5.679315312209216e-09,8.709566033720032e-12,8.491204174223613e-09,5.509458308225872e-13,1.4250902938889738e-11,1.9497777059670478e-10,3.76,0.0,0.6571061700837351,0.9626709001720569,0.03076938617332219,0.0002485137613388285,0.02596160448288046,0.02442647428398219,3.495901215278039e-12,1.36871515761307e-12,6.669790481096222e-08,3.114611602277458e-05,0.012515447431737603,5.7635593421596e-06,1.2379352927955137e-12,2.320735921510447e-13,2.3915562354902977e-06,1.1657948083853739e-06,5.410905057121972e-07,0.00197278587609501,0.0011521610443056376,1.8197081650894614e-08,3.7219191914795454e-05,1.0505205139684947e-08,1.529525719370276e-08,4.061197129489304e-12,9.878539343698652e-12,2.820192568664056e-07,2.7719593950959664e-06,2.1420921713662248e-09,2.152240381635213e-11,1.100571854927636e-13,4.1593994040779056e-07,3.948728057361896e-07
3.072721714455961e-05,0.7734478451365033,0.00012059165473141958,9.23190898241168e-05,0.00013385636134151372,0.017513961517206127,0.0,0.0,0.00022206404058250332,8.171020399159712e-06,0.015212980829754518,0.006238500287339182,4.187981677267885e-06,5.461269997676251e-13,2.1462002233346103e-09,1.6236154449391327e-06,1.3701630560867606e-05,0.0012856928875892857,9.388137662221206e-09,7.613623720293416e-10,4.204807224850694e-06,2.4143761341332225e-11,1.7132949577048521e-06,4.0978262961650146e-07,7.654946692790659e-10,5.938094949417869e-06,8.440831957690224e-11,9.436120754539073e-08,5.7875730769785915e-09,8.913312525467598e-12,8.764889173733338e-09,5.797662567387525e-13,1.49825988444002e-11,2.049043510229081e-10,3.76,0.0,0.6558359398156828,0.9618845972337852,0.0314666238509445,0.00025201138363089366,0.02628611613172618,0.025081499353700326,3.4876985962251982e-12,1.365501073879916e-12,6.65485565165308e-08,3.1460955932874206e-05,0.012729554514533444,5.8300636741600965e-06,1.2492616543738589e-12,2.341949846028666e-13,2.4172720411059526e-06,1.1911952006453907e-06,5.47334683785018e-07,0.0020476084138433648,0.0011512199987088394,1.8970272576705288e-08,3.835849083930139e-05,1.101707393635794e-08,1.627724311330869e-08,4.1815102737901334e-12,1.0494601794897643e-11,2.966946650909758e-07,2.916619471677661e-06,2.205575539147778e-09,2.1810815804562518e-11,1.1267241942384232e-13,4.1955947988160925e-07,4.155125202644074e-07
3.106469784688013e-05,0.7735592084419705,0.00012194421318801142,9.345705078661887e-05,0.00013544197506254512,0.017800999179292197,0.0,0.0,0.00022747099253611348,8.376445065599452e-06,0.015685191803340732,0.006310956741643437,4.355009637988545e-06,5.582126577361705e-13,2.167098970853857e-09,1.6213457465512088e-06,1.3831474396428699e-05,0.0013255935430034882,9.964767335942752e-09,8.087968388692596e-10,4.414816743114066e-06,2.4857153263352716e-11,1.7095369430543475e-06,4.2220738016375227e-07,7.843877478195405e-10,6.3086514863127515e-06,8.849041490759883e-11,9.653284647319636e-08,5.897573130871721e-09,9.121772690904702e-12,9.045160072774324e-09,6.097832065542011e-13,1.5746171592206967e-11,2.1525266899101205e-10,3.76,0.0,0.6545550420828115,0.9610899564470131,0.03217097193477068,0.00025552567510396046,0.02660848095194564,0.025747825051486917,3.4794467265731778e-12,1.3622677227160763e-12,6.639841741410586e-08,3.17785126163272e-05,0.012943364799745798,5.895894009811754e-06,1.2606592420999901e-12,2.36329654396744e-13,2.4432076360304283e-06,1.216852227340966e-06,5.535156624804703e-07,0.0021242178815924118,0.0011502689745473936,1.9767866627304043e-08,3.9511999495596797e-05,1.1547468598654842e-08,1.7313306343315817e-08,4.30308876997456e-12,1.1141190052360192e-11,3.1192575683910766e-07,3.066694824540355e-06,2.2697273585990046e-09,2.2102347316229892e-11,1.1531453184822425e-13,4.2319168830626366e-07,4.369381565790775e-07
3.140217854920065e-05,0.7736720373441566,0.00012330164427340297,9.459093757980515e-05,0.00013701988376005195,0.018090123969299543,0.0,0.0,0.0002330007946871286,8.58737704578583e-06,0.016166077431730506,0.006383577671838784,4.525882747899763e-06,5.704683096548606e-13,2.187992894771882e-09,1.6190657485562393e-06,1.3962677668470167e-05,0.0013661001331456764,1.0572005917613179e-08,8.585558989012601e-10,4.632792708980264e-06,2.5599084982444012e-11,1.705753544342984e-06,4.348598461535183e-07,8.038252817062699e-10,6.6975323409999764e-06,9.27314055863251e-11,9.875823137636022e-08,6.0093497937540875e-09,9.335032639271345e-12,9.332119890770802e-09,6.410295761157705e-13,1.654267992788102e-11,2.2603646220123292e-10,3.76,0.0,0.6532636241378379,0.9602870484452601,0.03288235039829029,0.00025905665036722,0.026928602644513973,0.026425469924946106,3.47114684546148e-12,1.3590155899825139e-12,6.624750936235486e-08,3.209864417948753e-05,0.013156803769338624,5.961028688989601e-06,1.272121837785347e-12,2.3847643592254524e-13,2.4693507955167434e-06,1.242753318225798e-06,5.596314081565068e-07,0.002202619879894915,0.0011493080563615764,2.0590258448258763e-08,4.0679203793559015e-05,1.2096744959659396e-08,1.8405762434940076e-08,4.425868677669129e-12,1.1819360282754189e-11,3.2772314465299395e-07,3.2222800709583402e-06,2.334513903789107e-09,2.239692705686728e-11,1.179831246884379e-13,4.2683408629292693e-07,4.59164591325301e-07
3.173965925152117e-05,0.773786329645862,0.00012466367744127423,9.572047197289594e-05,0.00013858975317805912,0.018381320794972924,0.0,0.0,0.00023865361613156265,8.803885331129034e-06,0.016655655928358992,0.00645636459586039,4.700572396299133e-06,5.82892546085335e-13,2.20887674014765e-09,1.6167757913162102e-06,1.4095232662629446e-05,0.0014072006405184945,1.1211117559921058e-08,9.107167666203695e-10,4.8589256959468565e-06,2.637033915861218e-11,1.7019452300766174e-06,4.4774057405871333e-07,8.23816506983846e-10,7.105366835414894e-06,9.713553568612449e-11,1.0103885884059275e-07,6.122937626875681e-09,9.55317942819435e-12,9.62587026643201e-09,6.735383687088051e-13,1.7373200031045145e-11,2.372697057699973e-10,3.76,0.0,0.6519618366512939,0.9594759465718902,0.033600677359737596,0.0002626043208700782,0.02724638690509206,0.027114447912392044,3.462800206276608e-12,1.3557451670911282e-12,6.609585429965823e-08,3.24212061801421e-05,0.013369797257830508,6.025446651392875e-06,1.2836431462941284e-12,2.406341493079598e-13,2.495689060559604e-06,1.2688855873290363e-06,5.65679943611893e-07,0.0022828188786088066,0.0011483373319344525,2.143783347447289e-08,4.185957069750707e-05,1.2665252142430263e-08,1.955697467755907e-08,4.5497841844123965e-12,1.2530182902955245e-11,3.4409719823443216e-07,3.3834667685728416e-06,2.3999004592241632e-09,2.269448188975232e-11,1.2067779221676263e-13,4.3048417446969086e-07,4.822063110408129e-07
3.2077139953841686e-05,0.7739020826572909,0.00012603004046724106,9.684538088275338e-05,0.0001401512579369267,0.018674573824903548,0.0,0.0,0.0002444294703142069,9.026033927402615e-06,0.01715394272369715,0.006529318911767124,4.879045498678327e-06,5.954838640436806e-13,2.2297452938415285e-09,1.6144762175942353e-06,1.4229131333119497e-05,0.001448882455103939,1.188339541917612e-08,9.653574255776863e-10,5.0934067681166875e-06,2.7171706141411173e-11,1.698112476586734e-06,4.6085004031371267e-07,8.443703945568645e-10,7.532792461715189e-06,1.0170707678943055e-10,1.0337624571103981e-07,6.238371423273939e-09,9.776301055116136e-12,9.926511162817606e-09,7.073426686239959e-13,1.8238824954064935e-11,2.4896660675913636e-10,3.76,0.0,0.6506498335739201,0.9586567268185643,0.03432586915387932,0.00026616869491715285,0.027561741520786515,0.027814768323702627,3.45440807553266e-12,1.352456950616282e-12,6.594347422942019e-08,3.274605186135876e-05,0.013582271519648734,6.089127458476636e-06,1.2952168061231172e-12,2.428016022690362e-13,2.522209757838402e-06,1.2952358530407794e-06,5.71659349795518e-07,0.002364818208707994,0.0011473568922197386,2.2310967306126296e-08,4.3052548987061655e-05,1.3253331984007215e-08,2.0769351284962316e-08,4.674767703674868e-12,1.3274741826727056e-11,3.610580265653367e-07,3.550343228811972e-06,2.4658513734336307e-09,2.2994936960840824e-11,1.2339812136006556e-13,4.341394378661881e-07,5.060773834707184e-07
3.2414620656162205e-05,0.7740192931976874,0.00012740045975008144,9.796539665104603e-05,0.0001417040817776736,0.018969866499198802,0.0,0.0,0.0002503282131707148,9.253881642616495e-06,0.017660950442403085,0.0066024418957495844,5.061264543786723e-06,6.082406475411485e-13,2.2505933851814676e-09,1.6121673716111208e-06,1.436436531975729e-05,0.0014911323934179643,1.25901611119952e-08,1.0225565590206357e-09,5.336427345229329e-06,2.8003983594603764e-11,1.6942557675809873e-06,4.741886513160419e-07,8.654956297856843e-10,7.980454421780376e-06,1.064503247873709e-10,1.0577192839664301e-07,6.3556861981499965e-09,1.0004486448873321e-11,1.0234140569891687e-08,7.424755943694751e-13,1.914066402313351e-11,2.6114159832333037e-10,3.76,0.0,0.6493277719957771,0.957829467760803,0.03505784040505899,0.0002697497776870343,0.02787457646266548,0.028526435826943978,3.445971731767082e-12,1.349151441805638e-12,6.579039119807955e-08,3.307303238937758e-05,0.013794153296224972,6.152051313654194e-06,1.3068363999710796e-12,2.4497759218171085e-13,2.5489000200667144e-06,1.3217906588450894e-06,5.775677678204907e-07,0.0024486200560568886,0.0011463668312615238,2.321002508217753e-08,4.4257570062107796e-05,1.3861318466018444e-08,2.2045342312694878e-08,4.800749984129014e-12,1.405413367650361e-11,3.7861546045556845e-07,3.722994335988547e-06,2.5323301145540358e-09,2.3298215821021923e-11,1.2614369219717004e-13,4.377973502379783e-07,5.307914295194542e-07
3.2752101358482724e-05,0.7741379575974396,0.00012877466061318827,9.908025731003532e-05,0.00014324791778756843,0.019267181540985775,0.0,0.0,0.0002563495416551941,9.48748188091699e-06,0.018176688882999736,0.006675734700350892,5.2471876515557795e-06,6.211611295565679e-13,2.2714158911436286e-09,1.6098495988631384e-06,1.4500925965450319e-05,0.0015339367186802421,1.3332764112609287e-08,1.0823934785448595e-09,5.588179066338988e-06,2.886797610855028e-11,1.6903755936900435e-06,4.877567434975412e-07,8.872005918557501e-10,8.44900514856649e-06,1.1136959660683338e-10,1.0822746213727847e-07,6.474917179248121e-09,1.0237825460835946e-11,1.054885420023479e-08,7.7897026543846e-13,2.0079842201736655e-11,2.7380933348678654e-10,3.76,0.0,0.6479958120023696,0.9569942504907646,0.03579650410135524,0.0002733475712547679,0.028184803973841373,0.029249450440804934,3.4374924638495334e-12,1.3458291458856255e-12,6.563662726481838e-08,3.340199709480209e-05,0.014005369882673964,6.214199081516929e-06,1.3184954654855607e-12,2.471609081707406e-13,2.575746806772824e-06,1.348536294644329e-06,5.834034010827311e-07,0.0025342254571571123,0.0011453672461149728,2.4135360876713306e-08,4.5474048789471546e-05,1.4489537164165893e-08,2.3387436309377907e-08,4.9276602218403665e-12,1.4869466964136992e-11,3.967790355685575e-07,3.90150137268816e-06,2.599299329133408e-09,2.3604240542368485e-11,1.2891407841351542e-13,4.414553784277028e-07,5.563615959338086e-07
3.3089582060803244e-05,0.7742580717006587,0.00013015236760696169,0.00010018970683642858,0.00014478246860667217,0.01956650096872832,0.0,0.0,0.0002624929926608732,9.726882443204356e-06,0.01870116500015839,0.0067491983529038985,5.436768641757829e-06,6.34243463031477e-13,2.2922077520061984e-09,1.6075232464181227e-06,1.4638804333964278e-05,0.0015772811620339082,1.411258109183314e-08,1.144948050937886e-09,5.848853652379865e-06,2.976449479516797e-11,1.686472452030052e-06,5.015545834648342e-07,9.094933363599884e-10,8.939103810293034e-06,1.164692268847659e-10,1.1074442023588926e-07,6.5960997972602e-09,1.0476408854650358e-11,1.0870745168180455e-08,8.168597787228622e-13,2.105749941746541e-11,2.8698467856070986e-10,3.76,0.0,0.6466541165280942,0.956151158547381,0.03654177166971029,0.00027696207461800937,0.028492338652948746,0.029983807532863966,3.42897156970182e-12,1.3424905716719561e-12,6.548220448952794e-08,3.373279371632531e-05,0.014215849193899906,6.275552305994822e-06,1.3301875060844524e-12,2.493503329544099e-13,2.602736925328984e-06,1.3754588186068126e-06,5.891645165222714e-07,0.002621634296868553,0.0011443582367653483,2.508731711535403e-08,4.6701384388701586e-05,1.513830470238703e-08,2.479815670645191e-08,5.055426169247795e-12,1.5721861247868154e-11,4.15557975962556e-07,4.085941852041229e-06,2.666720902471688e-09,2.391293184998823e-11,1.317088475791573e-13,4.451109867873212e-07,5.828005288034395e-07
3.342706276312376e-05,0.7743796308682322,0.00013153330481508566,0.00010129349539272159,0.00014630744661527418,0.019867806109333603,0.0,0.0,0.0002687579423392626,9.972125335162115e-06,0.019234382889662036,0.00682283375418934,5.62995711296223e-06,6.474857363667443e-13,2.3129639712039084e-09,1.6051886616859357e-06,1.4777991228199661e-05,0.001621150944746453,1.4931015198610335e-08,1.2103006233914508e-09,6.118642767863167e-06,3.0694356880518705e-11,1.6825468457370836e-06,5.155823682082293e-07,9.323815764797654e-10,9.45141579848721e-06,1.217535646091256e-10,1.1332439325574586e-07,6.719269676282564e-09,1.072032829622408e-11,1.1199903668367687e-08,8.561771582365899e-13,2.207478985437387e-11,3.0068270621537383e-10,3.76,0.0,0.6453028512073212,0.9553002778439963,0.03729355305188506,0.00028059328372678495,0.028797097532859313,0.030729497823695072,3.420410355573271e-12,1.3391362312422698e-12,6.532714491994597e-08,3.406526864622761e-05,0.014425519829975026,6.336093226589124e-06,1.3419060016266777e-12,2.515446449300595e-13,2.6298570521261974e-06,1.4025440794647986e-06,5.948494461962754e-07,0.0027108453081004743,0.001143339906037337,2.6066223997842434e-08,4.793896135449601e-05,1.5807928221902143e-08,2.628005795237784e-08,5.1839742560342715e-12,1.6612446258916477e-11,4.3496117821668835e-07,4.2763893574345555e-06,2.7345560200538753e-09,2.422420925282432e-11,1.3452756165065355e-13,4.4876164150182994e-07,6.10120347977771e-07
3.376454346544428e-05,0.7745026299813411,0.00013291719615937783,0.00010239137955566477,0.00014782257410218315,0.02017107761202422,0.0,0.0,0.00027514360582202573,1.0223246583383715e-05,0.019776343776115042,0.006896641677314764,5.826698531724307e-06,6.60885851334722e-13,2.3336796113589038e-09,1.6028461916630503e-06,1.4918477208922259e-05,0.001665530801320388,1.5789495285123366e-08,1.278531947273802e-09,6.397737881952535e-06,3.165838529314029e-11,1.6785992834879024e-06,5.298402253775512e-07,9.558726634135858e-10,9.986612200960655e-06,1.272269697045831e-10,1.1596898818300758e-07,6.844462624361247e-09,1.0969676344166709e-11,1.1536416658706092e-08,8.969553182183335e-13,2.313288121132968e-11,3.1491868822120847e-10,3.76,0.0,0.643942184223427,0.954441696593636,0.0380517567810975,0.0002842411915167865,0.029099000154493716,0.0314865073968021,3.411810134277486e-12,1.3357666391102892e-12,6.517147055452153e-08,3.439926717690426e-05,0.01463431114063966,6.3958047934020964e-06,1.3536444191418578e-12,2.537426203238195e-13,2.657093754002018e-06,1.4297777392020477e-06,6.00456589184364e-07,0.002801856073461993,0.0011423123595063062,2.707239894702468e-08,4.918615041303852e-05,1.649870487360169e-08,2.7835721398865666e-08,5.3132297133848104e-12,1.7542361000877956e-11,4.549971962000661e-07,4.472913390190797e-06,2.802765231835009e-09,2.4537991161737763e-11,1.373697774739906e-13,4.5240481486168587e-07,6.383326224904511e-07
3.41020241677648e-05,0.7746270634454431,0.00013430376570032086,0.0001034831225314474,0.00014932758341360192,0.02047629546295064,0.0,0.0,0.000281649037347473,1.0480276060282689e-05,0.020327046003459692,0.006970622766813997,6.02693433088882e-06,6.744416050383556e-13,2.3543498172935803e-09,1.600496184156071e-06,1.506025261348242e-05,0.0017104050034402582,1.6689475077350285e-08,1.3497231006667648e-09,6.686330129166042e-06,3.265740822830227e-11,1.6746302790616168e-06,5.443282136245577e-07,9.799735705539129e-10,1.0545369260860399e-05,1.3289380958274232e-10,1.186798275584533e-07,6.9717146241465894e-09,1.122454643821657e-11,1.1880367528329512e-08,9.392270444019336e-13,2.4232953926634746e-11,3.2970808787485406e-10,3.76,0.0,0.642572286156093,0.9535755052320668,0.03881629005920205,0.0002879057879461283,0.02939796863560689,0.03225481771435522,3.4031722234087093e-12,1.332382311700952e-12,6.501520332657305e-08,3.4734633747663156e-05,0.014842153288778326,6.454670681233984e-06,1.3653962235932455e-12,2.5594303496530343e-13,2.684433509795761e-06,1.4571452960647783e-06,6.059844123779073e-07,0.002894663028855349,0.001141275705410437,2.810614608001392e-08,5.044230950904167e-05,1.7210921315749093e-08,2.9467750948338517e-08,5.44311669041391e-12,1.8512752832800883e-11,4.756742264984051e-07,4.675579225725426e-06,2.8713085177368468e-09,2.4854195023447535e-11,1.4023504702612246e-13,4.5603798958078525e-07,6.674483470582809e-07
3.443950487008532e-05,0.7747529251947136,0.0001356927379407664,0.00010456849435712008,0.0001508222170827504,0.020783439000514332,0.0,0.0,0.00028827313079303707,1.0743237318448173e-05,0.020886485028351352,0.007044777537971771,6.230602017847997e-06,6.881508417542981e-13,2.3749698228957407e-09,1.5981389867500603e-06,1.5203307574791975e-05,0.0017557573846797463,1.763243229278173e-08,1.423955409854946e-09,6.98461016995345e-06,3.369225870886343e-11,1.6706403508779543e-06,5.590463230110102e-07,1.0046908769265845e-09,1.1128367822968868e-05,1.3875845569783116e-10,1.2145854857954042e-07,7.101061823675274e-09,1.1485032887198088e-11,1.2231835762073755e-08,9.830249413027363e-13,2.5376200372047995e-11,3.4506655212504996e-10,3.76,0.0,0.641193329827186,0.9527017963388004,0.039587058834268794,0.0002915870600354712,0.029693927734443227,0.03303440563868698,3.394497945168498e-12,1.3289837673460283e-12,6.485836510963779e-08,3.507121219102417e-05,0.015048977312727614,6.512675301652353e-06,1.3771548883594944e-12,2.5814466631424296e-13,2.7118627317806275e-06,1.4846321078136298e-06,6.114314515320432e-07,0.0029892614689891075,0.0011402300545511363,2.9167755694889486e-08,5.1706784820607085e-05,1.7944853235297437e-08,3.117876847329931e-08,5.573558382953645e-12,1.9524776527447923e-11,4.970000945514409e-07,4.884447778641047e-06,2.9401453531947504e-09,2.5172737457244975e-11,1.4312291790180665e-13,4.5965866301177e-07,6.974779197384703e-07
3.477698557240584e-05,0.7748802086969441,0.00013708383812954504,0.00010564727208799863,0.00015230622794053383,0.021092486931371147,0.0,0.0,0.00029501462061079254,1.1012147435127128e-05,0.021454653416440355,0.007119106376372156,6.4376352904702065e-06,7.020112057502164e-13,2.3955349281636038e-09,1.5957749444740987e-06,1.5347632040922238e-05,0.001801571365890778,1.8619867706460767e-08,1.5013103699734482e-09,7.2927680513977355e-06,3.476377415989096e-11,1.6666300214879998e-06,5.73994475479749e-07,1.030030749398978e-09,1.1736292768448579e-05,1.4482528006674318e-10,1.2430680217057772e-07,7.2325405273234615e-09,1.1751230859244084e-11,1.259089662285613e-08,1.0283813907214532e-12,2.656382401875577e-11,3.6100990341976033e-10,3.76,0.0,0.6398054901455472,0.9518206645561906,0.04036396787842313,0.00029528499191141107,0.029986804908165812,0.03382524345949024,3.3857886250151565e-12,1.3255715254434698e-12,6.470097767744018e-08,3.5408845977826166e-05,0.015254715187276587,6.569803813606292e-06,1.3889139056400537e-12,2.603462956411211e-13,2.739367787101759e-06,1.5122234151529884e-06,6.167963129919559e-07,0.0030856455547823938,0.0011391755201959504,3.0257503791895836e-08,5.29789117991609e-05,1.8700764901231294e-08,3.297140901989116e-08,5.704477167285643e-12,2.057959330613272e-11,5.189822415841404e-07,5.09957547717772e-06,3.00923477704567e-09,2.5493534372651398e-11,1.4603293387452722e-13,4.6326435122203056e-07,7.284311208412914e-07
3.511446627472636e-05,0.7750089069588747,0.00013847679255382672,0.00010671923997093773,0.00015377937920707112,0.021403417347086513,0.0,0.0,0.00030187208316596404,1.1287016867443237e-05,0.022031540841594824,0.007193609537664339,6.64796416308109e-06,7.160200925539714e-13,2.416040524469042e-09,1.5934044020057962e-06,1.54932157944614e-05,0.0018478299811963209,1.9653304167901996e-08,1.581869565032456e-09,7.610993068288886e-06,3.587279595347561e-11,1.6625998171363262e-06,5.89172525388074e-07,1.0559989289759705e-09,1.236983243929147e-05,1.5109865175765621e-10,1.272262520261954e-07,7.366187186959146e-09,1.2023236370015061e-11,1.2957620826917292e-08,1.075328539919215e-12,2.77970385733855e-11,3.775541312881755e-10,3.76,0.0,0.6384089439509885,0.9509322065067839,0.04114692086580852,0.000298999564853041,0.03027653036599794,0.034627298926644,3.377045588808967e-12,1.3221461054893417e-12,6.45430626682457e-08,3.574737846041937e-05,0.01545929988322922,6.626042133279171e-06,1.400666796868843e-12,2.6254670967307774e-13,2.7669350192759136e-06,1.5399043652756727e-06,6.220776740140904e-07,0.003183808322625867,0.0011381122179860044,3.137565161272693e-08,5.425801623080376e-05,1.9478908718468856e-08,3.484831580915745e-08,5.8357947202235175e-12,2.1678369865811487e-11,5.41627712324299e-07,5.321014147420872e-06,3.078535460421698e-09,2.581650110046348e-11,1.4896463509595127e-13,4.668525930654423e-07,7.603170931421711e-07
3.545194697704688e-05,0.7751390125319713,0.00013987132883020332,0.00010778418960293047,0.0001552414445640984,0.02171620774140847,0.0,0.0,0.00030884393846941665,1.1567849319034872e-05,0.022617134088099983,0.007268287147550016,6.8615150966449326e-06,7.301751208135945e-13,2.4364821281412743e-09,1.5910277044523603e-06,1.5640048471528148e-05,0.001894515904507072,2.0734285571853536e-08,1.6657145875180204e-09,7.939473624815802e-06,3.70201689327946e-11,1.6585502673387886e-06,6.045802601033289e-07,1.0826007170369593e-09,1.3029678053770105e-05,1.5758293343656325e-10,1.30218573633178e-07,7.502038393289885e-09,1.2301146267798062e-11,1.333207420679035e-08,1.1238982481806975e-12,2.907706708693423e-11,3.947153836832812e-10,3.76,0.0,0.6370038698578292,0.9500365207091013,0.04193582045053762,0.00030273075734157197,0.030563037117013865,0.03544053528857931,3.3682701629678577e-12,1.318708027487725e-12,6.438464161534151e-08,3.6086653113204963e-05,0.015662665425399867,6.681376941935381e-06,1.4124071227398372e-12,2.6474470248243564e-13,2.7945507693653087e-06,1.5676600354424123e-06,6.272742832045093e-07,0.00328374169545983,0.0011370402658292555,3.252244520001647e-08,5.55434153155553e-05,2.0279524809532242e-08,3.681213505141486e-08,5.967432151600728e-12,2.282227738803014e-11,5.649431435092646e-07,5.548810907618235e-06,3.1480057745722857e-09,2.6141552531344227e-11,1.5191755854243285e-13,4.7042095417621135e-07,7.931443234372345e-07
3.57894276793674e-05,0.7752705175186324,0.00014126717620347695,0.00010884192007509697,0.00015669220820940073,0.022030835028122364,0.0,0.0,0.00031592845230538915,1.185464161861605e-05,0.02321141705584747,0.007343139201994231,7.078211142710686e-06,7.444738584553246e-13,2.456855330623527e-09,1.5886451920954426e-06,1.5788119581734934e-05,0.0019416114764802253,2.186437578387497e-08,1.7529269577573624e-09,8.278397097119565e-06,3.8206740980050164e-11,1.6544819043421458e-06,6.202174006566235e-07,1.1098409599323543e-09,1.3716523114149939e-05,1.642824779069527e-10,1.3328545326411016e-07,7.64013086745048e-09,1.2585058223148611e-11,1.3714317402309268e-08,1.1741220387497574e-12,3.040514104348393e-11,4.125099580926102e-10,3.76,0.0,0.6355904480982609,0.9491337074919937,0.0427305683445003,0.00030647854511287693,0.030846261012557864,0.03626491133608201,3.35946367468685e-12,1.3152578115413911e-12,6.422573592511749e-08,3.6426513769854805e-05,0.015864746948918304,6.735795692039655e-06,1.4241284930025775e-12,2.669390776784988e-13,2.8222013968076627e-06,1.5954754565169782e-06,6.323849621176879e-07,0.0033854364956236215,0.0011359597837960263,3.369811500942173e-08,5.683441876207527e-05,2.110284064625366e-08,3.886551058955877e-08,6.099310144917296e-12,2.4012490527610962e-11,5.889347533053883e-07,5.78300807288552e-06,3.2176038603381377e-09,2.6468603231914927e-11,1.548912386445343e-13,4.739670307706319e-07,8.269206255548767e-07
3.6126908381687916e-05,0.7754034135788065,0.0001426640658275851,0.00010989223810187476,0.00015813146489276303,0.022347275559453515,0.0,0.0,0.0003231237387325329,1.2147383611228636e-05,0.023814370768547043,0.007418165567644376,7.297972082696886e-06,7.589132459054209e-13,2.4771557995784783e-09,1.5862572020198808e-06,1.5937418528128428e-05,0.0019890987318402324,2.3045157523354033e-08,1.8435880433187425e-09,8.627949696949556e-06,3.9433362566620925e-11,1.6503952626585297e-06,6.360836024525481e-07,1.1377240380695988e-09,1.4431062807986301e-05,1.7120162459628071e-10,1.364285869459696e-07,7.780501452888948e-09,1.2875070719573487e-11,1.4104405564380692e-08,1.2260310967791512e-12,3.178249942706457e-11,4.309542924650523e-10,3.76,0.0,0.6341688603658799,0.9482238689077481,0.04353106539489861,0.00031024290121284314,0.031126140783235303,0.03710038145141728,3.3506274475305896e-12,1.3117959759831858e-12,6.406636679480642e-08,3.6766804856676315e-05,0.016065480753731185,6.789286612786394e-06,1.435824576258562e-12,2.6912864987714335e-13,2.849873300249103e-06,1.6233356364221317e-06,6.37408605150072e-07,0.0034888824594266005,0.001134870894024172,3.490287553586894e-08,5.813032989440967e-05,2.194907067732888e-08,4.1011078389892436e-08,6.231349077246621e-12,2.5250186403049163e-11,6.136083316571672e-07,6.023643070588318e-06,3.2872876985952002e-09,2.6797567570265037e-11,1.5788520744734924e-13,4.774884533515108e-07,8.616531248727901e-07
3.6464389084008436e-05,0.7755376919370082,0.00014406173103231505,0.00011093495813562132,0.00015955901993369308,0.022665505144987313,0.0,0.0,0.00033042776297504404,1.2446058062380673e-05,0.024425973384933273,0.007493365982456894,7.5207145927813475e-06,7.734905303341269e-13,2.497379372973718e-09,1.5838640741638336e-06,1.6087934625571696e-05,0.002036959426982363,2.4278231208804995e-08,1.9377789785737705e-09,8.988316336657414e-06,4.070088623159817e-11,1.6462908787365912e-06,6.521784560371315e-07,1.1662538552293736e-09,1.517399340438605e-05,1.7834469615248953e-10,1.3964967941827338e-07,7.923187107515635e-09,1.3171283035112449e-11,1.4502388032538638e-08,1.2796562163009368e-12,3.3210387758959025e-11,4.5006495592418304e-10,3.76,0.0,0.6327392896596185,0.9473071086441184,0.044337211661385954,0.0003140237960554254,0.031402618070551724,0.037946895662643525,3.341762800527789e-12,1.3083230378728193e-12,6.390655525697725e-08,3.710737162127854e-05,0.01626480435719201,6.841838713807785e-06,1.4474891092935386e-12,2.71312246363454e-13,2.8775529380107077e-06,1.6512255834137912e-06,6.423441792551266e-07,0.00359406825338586,0.0011337737206071833,3.613692494134721e-08,5.9430446765841775e-05,2.2818415966829425e-08,4.3251460897528534e-08,6.363469150702033e-12,2.6536543576668e-11,6.389692314381303e-07,6.2707483666195905e-06,3.357015178501577e-09,2.7128359849032967e-11,1.608989949825791e-13,4.809828903502802e-07,8.973482442871593e-07
