Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3F(1),O2(2),H2O(3),CH4(4),CH2F(45),HF(38),C1OO1(156),CH2O2(158),CHO2(146),CHF(39),CHFO(46),S(139)
6.303408027586179e-09,0.660818382728556,4.047312748678152e-09,4.436996967329393e-11,6.974923707841932e-11,5.848450870083074e-09,0.0,0.0,1.103283014360898e-09,2.335660224932266e-14,7.770641491708458e-11,1.8520033633357734e-09,1.7839275601563317e-17,3.208128111491972e-25,4.587356456952464e-16,9.731370483704994e-09,1.665131996931406e-11,3.930783695165659e-11,2.234510769764885e-22,2.525240685034852e-31,1.018219250197757e-18,5.621771682852654e-18,3.297941113627426e-08,8.397783672636974e-22,2.0984595067203e-17,6.896823951274324e-23,4.0370377369400364e-28,4.756086675612446e-20,1.5313674137945787e-24,9.31246634179056e-25,1.2522761233383472e-20,3.70892287530596e-28,1.0156263694554568e-30,3.701435852399529e-30,3.76,0.0,0.6151672211320492,0.9999999965208967,1.4000668536564635e-11,9.483204457873736e-15,1.144782923417861e-09,4.509739805294272e-08,2.975101462300707e-15,6.461260074626752e-15,4.0092806727515505e-10,5.778016541270345e-09,3.411463723114901e-13,1.1868559853021658e-13
6.498636960587766e-09,0.6608183829434112,4.403793162628139e-09,4.835387934222304e-11,7.58704489912298e-11,6.034410788499487e-09,0.0,0.0,1.1376176299519475e-09,2.4827196417544254e-14,8.433578634716658e-11,2.0224783689802863e-09,1.9825330503948486e-17,3.8032286438652645e-25,4.864689023473172e-16,1.0210307205194283e-08,1.8072224950799792e-11,4.266131383903231e-11,2.5622259180200022e-22,3.224064171790949e-31,1.1617812766802199e-18,6.40455291013901e-18,3.3693620816576344e-08,9.661094974115416e-22,2.3472321489900422e-17,8.12380527447171e-23,4.79380516140395e-28,5.542094362271902e-20,1.864232703735568e-24,1.1034761541471574e-24,1.4322103886876482e-20,4.492038971632172e-28,1.2431722754587839e-30,4.606077928658868e-30,3.76,0.0,0.6151672195174459,0.9999999962836729,1.5241240026780013e-11,1.063149167579471e-14,1.183643778053785e-09,4.6494154629317616e-08,3.2757222652314253e-15,6.897308777044257e-15,4.2265756388103285e-10,5.956973029994489e-09,3.630858618499772e-13,1.2605870919701557e-13
6.693865893589353e-09,0.6608183831593823,4.77811201060331e-09,5.2554103644401064e-11,8.23082963134879e-11,6.220829373608359e-09,0.0,0.0,1.1719694864401623e-09,2.634284717343986e-14,9.128513094495766e-11,2.201967358946241e-09,2.1965461728108657e-17,4.485963990575944e-25,5.151626433997419e-16,1.0693775021990711e-08,1.956175166542499e-11,4.617665024909461e-11,2.9249088320097365e-22,4.084914832970768e-31,1.3196849306760145e-18,7.263806040299343e-18,3.439347205779456e-08,1.1065225919707519e-21,2.6160705935526038e-17,9.517788931632842e-23,5.663365786294309e-28,6.426790834557571e-20,2.2552347509871532e-24,1.3005356438090402e-24,1.6313679234548886e-20,5.406441050249178e-28,1.5124052020538225e-30,5.6939746431629475e-30,3.76,0.0,0.6151672179024844,0.9999999960366138,1.6547416231598078e-11,1.187605356873555e-14,1.2228618234658666e-09,4.7890911387062045e-08,3.594699195138017e-15,7.344264125725118e-15,4.4465001985172756e-10,6.135929516462508e-09,3.8576081560894493e-13,1.3365673065807456e-13
6.88909482659094e-09,0.6608183833764826,5.17043840671236e-09,5.697475778825026e-11,8.906756948873138e-11,6.407721688878587e-09,0.0,0.0,1.2063392895591575e-09,2.7903576484617897e-14,9.855733327975146e-11,2.390573702581146e-09,2.426673229542565e-17,5.266142223417143e-25,5.448521227788396e-16,1.1181390686497967e-08,2.112052240333457e-11,4.9855305409404766e-11,3.3249097810891407e-22,5.138288532616683e-31,1.4927657618732125e-18,8.203745515239803e-18,3.5079259513997406e-08,1.2620572570695441e-21,2.9058354712988945e-17,1.109466344007842e-22,6.65861003920189e-28,7.418726109438871e-20,2.712142349495845e-24,1.5250285331107775e-24,1.8511170831313992e-20,6.468592032055081e-28,1.829383649842994e-30,6.995003123943576e-30,3.76,0.0,0.6151672162871494,0.9999999957796283,1.7920331958398417e-11,1.3221451085952555e-14,1.2624519126191708e-09,4.9287668335285854e-08,3.932355292349548e-15,7.801705835046994e-15,4.668856978654534e-10,6.314886000674291e-09,4.091780835599913e-13,1.4148073688565877e-13
7.084323759592527e-09,0.6608183835947229,5.580926223434682e-09,6.161985264073189e-11,9.615286987659427e-11,6.595102772755908e-09,0.0,0.0,1.2407277475320525e-09,2.9509407246755696e-14,1.0615502821500321e-10,2.5883928340507907e-09,2.673631911206581e-17,6.15437247713724e-25,5.755751836651533e-16,1.1672784783604426e-08,2.274910601225946e-11,5.369861223475666e-11,3.76463799777445e-22,6.419121198144095e-31,1.6818677169360169e-18,9.228601234072239e-18,3.575127167599833e-08,1.4337907925526093e-21,3.217387329357578e-17,1.2871158888418822e-22,7.793524708395605e-28,8.526846974294691e-20,3.2434512468301454e-24,1.7797299414068502e-24,2.092874292799894e-20,7.696323481050905e-28,2.200839802299349e-30,8.542797251244928e-30,3.76,0.0,0.6151672146714267,0.9999999955126323,1.9361090662048473e-11,1.4672284360976024e-14,1.302428977784352e-09,5.068442548318044e-08,4.288991178110838e-15,8.26921650619754e-15,4.893455560726719e-10,6.493842482629728e-09,4.3334479569946017e-13,1.4953189911135128e-13
7.279552692594114e-09,0.6608183838141146,6.0097146147672565e-09,6.649329690737764e-11,1.0356861495351517e-10,6.782987633107988e-09,0.0,0.0,1.2751355706659595e-09,3.1160363286281574e-14,1.1408060947263289e-10,2.795512516793415e-09,2.938151205115233e-17,7.162112056278955e-25,6.073722316307865e-16,1.2167601342850874e-08,2.444801972806505e-11,5.770778165936296e-11,4.246559275836036e-22,7.967217874151207e-31,1.8878417550168065e-18,1.034261048265793e-17,3.640979099615251e-08,1.6228379768874362e-21,3.55158586076035e-17,1.4864847610789335e-22,9.08326123683872e-28,9.760495235708632e-20,3.8584197935893725e-24,2.067590537612074e-24,2.358103631204971e-20,9.108882407273283e-28,2.63423210707765e-30,1.0375066556601862e-29,3.76,0.0,0.6151672130553005,0.9999999952355489,2.0870765488751588e-11,1.6233189441193336e-14,1.3428080213929446e-09,5.208118284001163e-08,4.66488543419944e-15,8.746382490613278e-15,5.120112319454186e-10,6.672798962328701e-09,4.582683633335814e-13,1.578114856961445e-13
7.670010558597288e-09,0.6608183842563904,6.9226792582417485e-09,7.694037079308352e-11,1.194082206879574e-10,7.160328529497471e-09,0.0,0.0,1.3440121616932996e-09,3.459775116923782e-14,1.3092385099946107e-10,3.2379678140597087e-09,3.522843538627093e-17,9.586507054066172e-25,6.743625168025455e-16,1.3166142876558295e-08,2.805865923654665e-11,6.622796786966028e-11,5.347112056479874e-22,1.2051623770471972e-30,2.353836735702094e-18,1.2855028093452897e-17,3.768745147847983e-08,2.057518379748028e-21,4.291352988075714e-17,1.957829517324781e-22,1.2194088992336225e-27,1.2643699443497513e-19,5.380402618021838e-24,2.7554919213534753e-24,2.965070392304682e-20,1.257282163386833e-27,3.7206438092530415e-30,1.506637067124879e-29,3.76,0.0,0.6151672098217785,0.9999999946508497,2.410101075338655e-11,1.9703919558288997e-14,1.4248323508296436e-09,5.487469821787733e-08,5.4754557627565435e-15,9.728049003858664e-15,5.578898800413181e-10,7.030711914956762e-09,5.104171234118847e-13,1.7506148971754916e-13
8.060468424600462e-09,0.6608183847033784,7.910171038862624e-09,8.834528910521479e-11,1.3661824614733627e-10,7.539863623498786e-09,0.0,0.0,1.4129747716870116e-09,3.821594943683143e-14,1.49101708390871e-10,3.7184983575449913e-09,4.186804721494897e-17,1.2649990002384753e-24,7.461961471768605e-16,1.417442170870728e-08,3.1955615743638654e-11,7.542327558582404e-11,6.64733042247938e-22,1.7825614962765935e-30,2.89764619141062e-18,1.577474207861849e-17,3.891438458063925e-08,2.575757213245276e-21,5.1319689635162476e-17,2.539236112095242e-22,1.6138552802055982e-27,1.6150864990170952e-19,7.368814435292446e-24,3.615990182647383e-24,3.684664546574753e-20,1.704443018877508e-27,5.1650837362596885e-30,2.146571884181268e-29,3.76,0.0,0.6151672065864623,0.9999999940250542,2.7619086177004605e-11,2.3671325744129002e-14,1.5086459820026115e-09,5.766821454423049e-08,6.3658706176203854e-15,1.0743499305053473e-14,6.043876398300715e-10,7.388624858557452e-09,5.656893217991356e-13,1.9324282988451326e-13
8.450926290603636e-09,0.6608183851551336,8.972826153298775e-09,1.007358658605571e-10,1.5522793689521365e-10,7.92171133279432e-09,0.0,0.0,1.4820291181763436e-09,4.201518238861106e-14,1.6862551109089142e-10,4.237556956055872e-09,4.936264525556697e-17,1.6480445432401497e-24,8.232848150277617e-16,1.5190034912474455e-08,3.614135309528944e-11,8.529943639137972e-11,8.168719504471386e-22,2.5833546511815903e-30,3.526190743900179e-18,1.9135115668773682e-17,4.0092645270950894e-08,3.187797088581272e-21,6.080205851536592e-17,3.247767772446741e-22,2.108803126506744e-27,2.0370620038120385e-19,9.928964315099679e-24,4.679381603832404e-24,4.5302622721341126e-20,2.2733210644171186e-27,7.059707759793137e-30,3.0059267868874014e-29,3.76,0.0,0.6151672033492297,0.9999999933577879,3.143259066970684e-11,2.8173464826413098e-14,1.5943705547615261e-09,6.046173189516716e-08,7.337610967015117e-15,1.1789629959030758e-14,6.513801751723617e-10,7.746537793129676e-09,6.2415447919956e-13,2.12369123546577e-13
8.84138415660681e-09,0.6608183856116994,1.0111093538930503e-08,1.141384849799719e-10,1.7526407739316974e-10,8.305989097558821e-09,0.0,0.0,1.5511809160358219e-09,4.5995689327680924e-14,1.8950351532593065e-10,4.795498236674634e-09,5.777625575228617e-17,2.12251325265576e-24,9.060771242779693e-16,1.6210758838817457e-08,4.0617677152562214e-11,9.586062729046548e-11,9.93344615051628e-22,3.674835667053707e-30,4.246376190086779e-18,2.2968908340376573e-17,4.122420362790028e-08,3.904455990104317e-21,7.142755493965228e-17,4.1017917982922625e-22,2.7240938648921024e-27,2.539752911488227e-19,1.3181929646789768e-23,5.979099313259489e-24,5.515948689891723e-20,2.9875361052350645e-27,9.514786410438882e-30,4.143638594257644e-29,3.76,0.0,0.615167200109959,0.9999999926487684,3.55487337835101e-11,3.324867482400538e-14,1.68212801397039e-09,6.325525034733235e-08,8.391850943872754e-15,1.286345339351508e-14,6.987522299105595e-10,8.104450718672271e-09,6.858866954649883e-13,2.324555102961148e-13
9.231842022609983e-09,0.6608183860731075,1.1325249005568878e-08,1.2857816226844042e-10,1.967511338928076e-10,8.692813246544903e-09,0.0,0.0,1.6204358673894844e-09,5.015772453788446e-14,2.1174113422407793e-10,5.392585844919695e-09,6.71746107032942e-17,2.7053061458345248e-24,9.950567655510754e-16,1.723453848885122e-08,4.5385784983446017e-11,1.0710958711191885e-10,1.1964259926465602e-21,5.1391103643617174e-30,5.065057000552526e-18,2.7308076059823014e-17,4.231094840010561e-08,4.7371187115714835e-21,8.326211683257141e-17,5.1209472159644655e-22,3.4826168765272406e-27,3.1331893691480065e-19,1.7265704307062053e-23,7.551797456145258e-24,6.656495993640846e-20,3.873480677890588e-27,1.2661415967254906e-29,5.630464666767958e-29,3.76,0.0,0.6151671968685279,0.9999999918978015,3.997436369846338e-11,3.8935491664279283e-14,1.7720403789797226e-09,6.604876997773793e-08,9.5294749371231e-15,1.3962106451978473e-14,7.463970995278348e-10,8.462363635184005e-09,7.509646560728108e-13,2.5351863445213e-13
9.622299888613157e-09,0.6608183865393799,1.261540849718295e-08,1.4407860460323933e-10,2.1971138951994994e-10,9.082298875847953e-09,0.0,0.0,1.6897996523534562e-09,5.450155723617478e-14,2.3534115387908544e-10,6.028999203962213e-09,7.762512537428526e-17,3.4157598794535414e-24,1.0907405207857226e-15,1.8259477475168468e-08,5.044631105180015e-11,1.190477258036001e-10,1.4284416341368905e-21,7.075158314742948e-30,5.989002969063066e-18,3.2183592612853554e-17,4.3354690409022165e-08,5.697728357828083e-21,9.637054217381063e-17,6.326105276935203e-22,4.410687847991298e-27,3.8279525274999247e-19,2.2336311896987158e-23,9.437423168581009e-24,7.967340119154975e-20,4.960406238968638e-27,1.6654543875591702e-29,7.550597462623216e-29,3.76,0.0,0.6151671936248145,0.999999991104772,4.4715993490560834e-11,4.527257232434343e-14,1.864229531645887e-09,6.884229086359511e-08,1.0751094807405525e-14,1.5082855888980725e-14,7.942161362483023e-10,8.82027654266357e-09,8.194716304380306e-13,2.7557662479253144e-13
9.999999999999999e-09,0.6608183870105276,1.3935704659295074e-08,1.6010307338995652e-10,2.4334228200542834e-10,9.461698047560564e-09,0.0,0.0,1.7570059317828083e-09,5.887671202608713e-14,2.5946678578037437e-10,6.682134052191943e-09,8.880033440246219e-17,4.2452089536292134e-24,1.190192319777653e-15,1.9250385303790842e-08,5.5619845546640956e-11,1.312517518111478e-10,1.6826370774614504e-21,9.507764834092641e-30,6.989186446430714e-18,3.743824203116469e-17,4.4325045814708297e-08,6.760449433603229e-21,1.1032256330125183e-16,7.689623071913492e-22,5.498113921128693e-27,4.606879474120599e-19,2.8344912168473185e-23,1.1599923172245645e-23,9.412519715248965e-20,6.233319766883319e-27,2.1493889637681575e-29,9.913683323158966e-29,3.76,0.0,0.6151671904847992,0.9999999902975913,4.9609217320959943e-11,5.205776631319282e-14,1.9556873269270085e-09,7.154453798535896e-08,1.2013061081463345e-14,1.6185563242633908e-14,8.405526959418293e-10,9.166495055430067e-09,8.890856456873638e-13,2.978789608834623e-13
1.0012757754616331e-08,0.6608183870105276,1.3981540656519335e-08,1.6066226687088493e-10,2.441650730016726e-10,9.474559738184263e-09,0.0,0.0,1.7592779204779052e-09,5.902747150320368e-14,2.603039379160752e-10,6.7048399279120705e-09,8.919687530960488e-17,4.275931286249371e-24,1.1936761234218167e-15,1.928382846280905e-08,5.57993709497826e-11,1.3167522791041305e-10,1.6917602225866111e-21,9.600996797241226e-30,7.024868724964662e-18,3.762528996738221e-17,4.435716582514503e-08,6.798777980520313e-21,1.1081634526242894e-16,7.739323775550005e-22,5.538463191095187e-27,4.6351494946760725e-19,2.8568885369593165e-23,1.167927757228769e-23,9.464556110353664e-20,6.280493183795468e-27,2.167634524064249e-29,1.0003400616328759e-28,3.76,0.0,0.6151671903786968,0.9999999902696391,4.9779825990424723e-11,5.229862327506852e-14,1.9588170196580766e-09,7.163581308215819e-08,1.2057067067171267e-14,1.6223101641859903e-14,8.421182667007185e-10,9.178189441109598e-09,8.914954631121052e-13,2.9864907184554786e-13
1.0403215620619505e-08,0.660818387486554,1.542347868026856e-08,1.7835040659749135e-10,2.701304809446821e-10,9.869708142626016e-09,0.0,0.0,1.8288762828846716e-09,6.37357661927107e-14,2.8662762044981567e-10,7.420137879961679e-09,1.019605725349104e-16,5.3109063319480265e-24,1.304439993326354e-15,2.030598409671156e-08,6.144460265038817e-11,1.4499115018080874e-10,1.9887863612107918e-21,1.285593651161105e-29,8.179166166845272e-18,4.366171784905067e-17,4.5320039314228584e-08,8.053302416468249e-21,1.2666162854828896e-16,9.383795709770824e-22,6.900391852395558e-27,5.56638617862487e-19,3.6158707241388476e-23,1.4324065732952147e-23,1.1164832283015616e-19,7.868904053653262e-27,2.793998647071478e-29,1.3105270028637632e-28,3.76,0.0,0.6151671871300538,0.9999999893924297,5.517177721839569e-11,6.00523342275073e-14,2.0559238751616022e-09,7.442933671058032e-08,1.3447509936215802e-14,1.7380378044802332e-14,8.900195281924752e-10,9.536102330520645e-09,9.671285580315e-13,3.2275700284535213e-13
1.0793673486622679e-08,0.6608183879674536,1.6940931417167267e-08,1.9716313609695634e-10,2.9762409328074655e-10,1.0267854865077592e-08,0.0,0.0,1.898600305118687e-09,6.862675482048282e-14,3.1430828683849316e-10,8.174856845677113e-09,1.1598854069455421e-16,6.549132939679864e-24,1.4236348708192823e-15,2.1324468444300998e-08,6.738120515244349e-11,1.5899351299974475e-10,2.321953663511676e-21,1.700291216065834e-29,9.458239954861752e-18,5.032002311997716e-17,4.624490704320756e-08,9.474870409952181e-21,1.4396697026376837e-16,1.1283792918516563e-21,8.535704581965067e-27,6.633738321519694e-19,4.532220169010204e-23,1.742193534869485e-23,1.3085443357568717e-19,9.763819165695274e-27,3.5693807144473485e-29,1.6991619092356277e-28,3.76,0.0,0.6151671838787647,0.9999999884732337,6.089749832510158e-11,6.857231737390134e-14,2.1556704492151636e-09,7.722286182578136e-08,1.4922320114637626e-14,1.8552353200106717e-14,9.37842635993356e-10,9.894015210895195e-09,1.0464678560028146e-12,3.479228545155314e-13
1.1184131352625853e-08,0.6608183884532137,1.853349374239976e-08,2.1711947221101222e-10,3.2666068214781273e-10,1.0669109068860635e-08,0.0,0.0,1.9684555006737393e-09,7.370076543492147e-14,3.433401427719874e-10,8.968899838161764e-09,1.3135468872426728e-16,8.022776678875469e-24,1.5518873784557168e-15,2.233792893253759e-08,7.360797463316081e-11,1.7367938592075678e-10,2.693718176055687e-21,2.2230869582893197e-29,1.0868246012494677e-17,5.762584833871108e-17,4.71332995499393e-08,1.1077577087741672e-20,1.6279132678122212e-16,1.3464605576682612e-21,1.0488940171948703e-26,7.849721113048787e-19,5.629787313152057e-23,2.1026504580104713e-23,1.5244222782111817e-19,1.2006454875518404e-26,4.522594943790801e-29,2.181898633408802e-28,3.76,0.0,0.6151671806247097,0.9999999875121982,6.696239610539093e-11,7.789705183454818e-14,2.2581762612280328e-09,8.001638850432684e-08,1.64811890912338e-14,1.973682699368094e-14,9.855165805311343e-10,1.0251928082231672e-08,1.129614806056618e-12,3.741704439640831e-13
1.1574589218629026e-08,0.6608183889438148,2.020065629022057e-08,2.382373838751202e-10,3.5725341487749977e-10,1.1073578234265059e-08,0.0,0.0,2.038447325120463e-09,7.895814047156465e-14,3.737156729172158e-10,9.802114079647031e-09,1.4813448266267375e-16,9.768098241172717e-24,1.6898455365849561e-15,2.3345128728570962e-08,8.012333836942835e-11,1.8904496791556386e-10,3.1065521395562914e-21,2.875719324550147e-29,1.241513284195614e-17,6.56032480119154e-17,4.798668449007463e-08,1.2876036825904713e-20,1.8319194795645762e-16,1.5952478436532452e-21,1.2810508136230232e-26,9.227257751646044e-19,6.934718944687349e-23,2.5194879830785537e-23,1.7659534435645256e-19,1.464106534459476e-26,5.686946597768477e-29,2.7767265199029043e-28,3.76,0.0,0.6151671773677705,0.999999986509523,7.33716522354456e-11,8.806483274351952e-14,2.3635598617244485e-09,8.280991682231777e-08,1.812361887392834e-14,2.0931728233040922e-14,1.0329762453899207e-09,1.0609840944528424e-08,1.216675331437398e-12,4.015249379762275e-13
1.19650470846322e-08,0.6608183894392307,2.1941814601511844e-08,2.605338376787075e-10,3.8941395157475886e-10,1.1481368096229033e-08,0.0,0.0,2.1085811707826032e-09,8.439923659325413e-14,4.0542579000807207e-10,1.0674295689086424e-08,1.6640491536093084e-16,1.1825851463249685e-23,1.8381762534641585e-15,2.4344939527266228e-08,8.692538661743946e-11,2.050856627901575e-10,3.562938087983395e-21,3.683015934715195e-29,1.410462547015765e-17,7.427462119910477e-17,4.8806469270532167e-08,1.4885376524872686e-20,2.0522430418959032e-16,1.8774544535811798e-21,1.5557287148927325e-26,1.0779647248663317e-18,8.475540853774793e-23,2.998766415111279e-23,2.0350243845574e-19,1.7714928609067935e-26,7.100793802258835e-29,3.50420563623123e-28,3.76,0.0,0.6151671741078293,0.9999999854654561,8.013024134122366e-11,9.911372455743876e-14,2.4719387072274584e-09,8.560344685528934e-08,1.9848937106295322e-14,2.213511115966893e-14,1.0801620422667223e-09,1.0967753797783737e-08,1.3077597907817482e-12,4.300128209106881e-13
1.2355504950635374e-08,0.6608183899394299,2.3756277705388564e-08,2.8402484147419774e-10,4.2315253747485667e-10,1.189258258974191e-08,0.0,0.0,2.1788623619345027e-09,9.002442451708103e-14,4.384599747423083e-10,1.1585194083703637e-08,1.862444739830152e-16,1.4241700301175978e-23,1.9975628078595284e-15,2.533633473156713e-08,9.401190252804784e-11,2.217961499506643e-10,4.065363290236771e-21,4.6731399358339353e-29,1.5942211905008185e-17,8.366065955662123e-17,4.9594003572481774e-08,1.7121229301928543e-20,2.289420245426393e-16,2.1958756968289645e-21,1.8793258123155166e-26,1.2520531723442257e-18,1.0283234595601774e-22,3.5468956698693354e-23,2.3335689031162763e-19,2.1278317513725026e-26,8.808163477061597e-29,4.387714213560952e-28,3.76,0.0,0.6151671708447694,0.9999999843802895,8.724294794266548e-11,1.1108151839618992e-13,2.583429046705437e-09,8.839697867811849e-08,2.1656311556830077e-14,2.3345151437957025e-14,1.127019565441181e-09,1.1325666641995822e-08,1.4029829348389854e-12,4.596618613523153e-13
1.2745962816638548e-08,0.660818390444375,2.5643276150052408e-08,3.0872548606976273e-10,4.5847809021454193e-10,1.230732380262263e-08,0.0,0.0,2.249296150497361e-09,9.583408882924168e-14,4.72806406766619e-10,1.2534516100990458e-08,2.0773310522500695e-16,1.7066652804114733e-23,2.1687023415660213e-15,2.6318383015211134e-08,1.0138039015790446e-10,2.391704506612547e-10,4.616314539754834e-21,5.877835814544251e-29,1.793313198845597e-17,9.378030994935459e-17,5.035058176568433e-08,1.959972860888204e-20,2.543968453280211e-16,2.5533819292345178e-21,2.2590170340089424e-26,1.4463863429750375e-18,1.2391308137484923e-22,4.170634367331664e-23,2.6635651091925476e-19,2.5384456147793714e-26,1.0859424247594087e-28,5.453708151706339e-28,3.76,0.0,0.6151671675784757,0.9999999832543554,9.4714382308709e-11,1.2400569325814435e-13,2.6981458191177327e-09,9.11905123649402e-08,2.3544763955158285e-14,2.4560141732944764e-14,1.1734992674170501e-09,1.1683579477162834e-08,1.5024638590837881e-12,4.905010776786834e-13
1.3136420682641722e-08,0.660818390954024,2.760196951406248e-08,3.3464998508597443e-10,4.953982822716563e-10,1.2725691935164249e-08,0.0,0.0,2.319887712202271e-09,1.0182862778912692e-13,5.084520872346493e-10,1.3521929857435732e-08,2.309521781823376e-16,2.0357509903589186e-23,2.3523033785548965e-15,2.7290242248409636e-08,1.090281006799074e-10,2.5720199003929043e-10,5.218273291769354e-21,7.332673116378089e-29,2.0082368495194757e-17,1.0465075053015484e-16,5.107744521868692e-08,2.2337502777646042e-20,2.81638568359995e-16,2.9529115154004632e-21,2.7028238715692226e-26,1.6623871749640726e-18,1.4835860275118983e-22,4.877088126669801e-23,3.0270324663500744e-19,3.0089462674590924e-26,1.3312019024245689e-28,6.731992407184038e-28,3.76,0.0,0.6151671643088348,0.9999999820880215,1.0254899528298037e-10,1.3792338086785668e-13,2.8162025613489063e-09,9.398404798907164e-08,2.551318314769778e-14,2.577848703225548e-14,1.2195561535076293e-09,1.2041492303282851e-08,1.6063259526403154e-12,5.22560702714048e-13
1.3526878548644896e-08,0.6608183914683311,2.963145343558181e-08,3.6181171308133384e-10,5.339196188865283e-10,1.3147785266071866e-08,0.0,0.0,2.3906421431836382e-09,1.0800845312395545e-13,5.453829535198068e-10,1.4547068363722237e-08,2.5598444482472187e-16,2.4177326685071618e-23,2.549083385486413e-15,2.8251153762708036e-08,1.1695205691726243e-10,2.7588365508205025e-10,5.873711141952073e-21,9.077286629878051e-29,2.239464030311519e-17,1.1628737906669806e-16,5.1775784510787764e-08,2.5351669987686878e-20,3.1071502798596485e-16,3.3974637658132514e-21,3.2196870074366576e-26,1.9015030368290336e-18,1.7655638800312557e-22,5.673707122624122e-23,3.4260288350241506e-19,3.545227958973805e-26,1.6231259787877292e-28,8.256004085145624e-28,3.76,0.0,0.6151671610357338,0.9999999808816896,1.1075109215158153e-10,1.5287133387704004e-13,2.9377113257165305e-09,9.677758562294384e-08,2.7560337564522035e-14,2.6998699846588146e-14,1.2651494924986268e-09,1.23994051203539e-08,1.7146968439394286e-12,5.55872147634864e-13
1.391733641464807e-08,0.6608183919872459,3.173076618964953e-08,3.902232420351185e-10,5.740475117295117e-10,1.3573700124209997e-08,0.0,0.0,2.4615644569714907e-09,1.1437398981506631e-13,5.835839865739438e-10,1.5609532911399482e-08,2.8291399809408944e-16,2.8595883666777663e-23,2.7597663860071168e-15,2.9200436935007516e-08,1.2514907630605345e-10,2.9520784897343453e-10,6.5850856378873654e-21,1.1155611698611865e-28,2.4874397470062366e-17,1.2870381237475796e-16,5.244674155070667e-08,2.865983364210836e-20,3.4167206614997807e-16,3.8900918951002376e-21,3.819541608263992e-26,2.1652024812549814e-18,2.0892092436057585e-22,6.568282958944185e-23,3.8626475225596316e-19,4.153459242330252e-26,1.9691186946596142e-28,1.0063107041502504e-27,3.76,0.0,0.6151671577590624,0.9999999796357895,1.1932484561315366e-10,1.6888589718197534e-13,3.0627826063638934e-09,9.957112533804012e-08,2.9684887008789e-14,2.8219395364484015e-14,1.3102425426178316e-09,1.275731792837393e-08,1.8277083434672332e-12,5.904679652661478e-13
1.4307794280651243e-08,0.660818392510715,3.3898894835712257e-08,4.198963762526173e-10,6.157863485152703e-10,1.4003530865773864e-08,0.0,0.0,2.532659581857392e-09,1.209256758768282e-13,6.230393113095813e-10,1.670889624167991e-08,3.1182622768528703e-16,3.3690165470991643e-23,2.9850806395097275e-15,3.013748407554915e-08,1.3361579236699445e-10,3.1516654186169027e-10,7.35483641475052e-21,1.3616113400327187e-28,2.7525818067126164e-17,1.4191189583268617e-16,5.309141160556102e-08,3.22800781360304e-20,3.745535148852568e-16,4.433896041823928e-21,4.5133950265337247e-26,2.4549720511631612e-18,2.458941656448509e-22,7.568944909050122e-23,4.339014348086416e-19,4.840073786110823e-26,2.3775495406163726e-28,1.2194897762230085e-27,3.76,0.0,0.6151671544787115,0.9999999783507788,1.2827430789760576e-10,1.860029821708442e-13,3.19152527399502e-09,1.0236466720484082e-07,3.188539378593259e-14,2.9439286602624926e-14,1.3548022931138343e-09,1.3115230727340835e-08,1.945496383909143e-12,6.263818128902907e-13
1.4698252146654417e-08,0.6608183930386815,3.613478095695256e-08,4.50842185752749e-10,6.591395587502082e-10,1.4437369856522265e-08,0.0,0.0,2.6039323586106152e-09,1.2766396212907687e-13,6.637322903578575e-10,1.7844705507089413e-08,3.4280777359102175e-16,3.954484416900286e-23,3.225756393794029e-15,3.106175560570321e-08,1.4234867476158982e-10,3.3575131828630846e-10,8.185381646082857e-21,1.6512008407040022e-28,3.035280662301443e-17,1.5592172199007083e-16,5.3710845243487665e-08,3.623096500004995e-20,4.0940118566974906e-16,5.0320163862902086e-21,5.313406632476613e-26,2.772313152190222e-18,2.8794592801978173e-22,8.684155572950345e-23,4.857284729907921e-19,5.611760228331369e-26,2.857852924527052e-28,1.4697522246924538e-27,3.76,0.0,0.6151671511945734,0.999999977027138,1.376034220768584e-10,2.0425804372669618e-13,3.3240465184431813e-09,1.051582112927745e-07,3.416033318754518e-14,3.065717959247823e-14,1.39879922092381e-09,1.3473143517252447e-08,2.0682009579793087e-12,6.636484146844089e-13
