Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3F(1),O2(2),H2O(3),CH4(4),CH2F(45),HF(38),C1OO1(156),CH2O2(158),CHO2(146),CHF(39),CHFO(46),S(139),CHFO2(186),CHFO2(165),CFO2(148),F(37),CH2FO(131),CH2CHF(55),O2(128),C2H4F(61),CFO(50),C2H4F(62),S(564),CFO3(1309),C2H2O(181)
4.371006629822708e-07,0.7903440445509516,4.284529141512938e-05,6.062018358644615e-06,6.379677419893721e-06,0.00015551456467317884,0.0,0.0,2.823282113455668e-06,1.503262981845491e-08,3.080017353191907e-06,9.674642894909471e-05,1.3419881898271098e-09,9.405576391551327e-14,1.114795352090446e-09,2.466524602924415e-06,3.8141481413702365e-06,1.5575064132873032e-06,1.9420427418217592e-13,7.393069871029488e-16,6.529833192573763e-11,1.986496330197543e-11,2.718623033299904e-06,2.8644606255401944e-11,8.389312940171977e-11,1.4376029613978224e-12,1.5926940911503024e-14,3.0854638229447167e-10,5.393130355839397e-12,3.8507932628949357e-13,8.125940431346532e-12,1.8533136250235643e-17,1.7258778850927755e-15,4.957508438894899e-16,3.76,0.0,0.8454227763161223,0.9986313372433505,3.034094183124885e-05,9.626611638933226e-07,0.00018175930159676477,0.00011140180042990767,5.087707438248646e-12,2.055098829917188e-12,1.0330481582004723e-07,1.821670106187644e-05,2.3210969270168476e-06,3.707367459218991e-08,1.6114151384409622e-11,7.571862987639618e-13,1.9785872690721345e-06,3.531508295192091e-07,3.915056725085679e-09,3.023458453118633e-07,0.0012420856037563517,2.7993008287237883e-12,2.012030480556825e-10,1.176284285673299e-12,4.3400433171436266e-15,2.2069910575794177e-17,1.3147170425844183e-17
4.4418448852238605e-07,0.7903445978317531,4.2932446470346366e-05,6.1037488062135e-06,6.4278307979554255e-06,0.00015881076757604028,0.0,0.0,2.8775601113708963e-06,1.5564112375772213e-08,3.1339374617206463e-06,9.851877797947484e-05,1.3622464972294407e-09,9.452281402935409e-14,1.1175531989508994e-09,2.4664975841891985e-06,3.865832029571976e-06,1.5845052107967218e-06,2.0021196816270254e-13,7.67187219172954e-16,6.694419078872287e-11,1.9866500570557157e-11,2.7185886763097575e-06,2.988294656985517e-11,8.509046464327282e-11,1.5159910311994074e-12,1.6383394544623734e-14,3.1848658394537397e-10,5.645397702793257e-12,3.9671351557565517e-13,8.335584580994447e-12,1.9101167107105035e-17,1.7874505841511965e-15,5.237205503488637e-16,3.76,0.0,0.8454161265502722,0.9986289067109909,3.123510273427528e-05,9.935384712202114e-07,0.00018616397469484473,0.00011334187680773648,5.087635947267706e-12,2.0550698510117097e-12,1.033034219352508e-07,1.8384930409272828e-05,2.4213603318158575e-06,3.8006378264886953e-08,1.63540357290758e-11,7.642948570853715e-13,2.0013745629489313e-06,3.573696430420345e-07,4.010178318172945e-09,3.1082502927419516e-07,0.0012420825811058054,2.877310667306208e-12,2.1135112145584336e-10,1.208289705087694e-12,4.596900367763925e-15,2.3183917692099853e-17,1.355541621432967e-17
4.512683140625013e-07,0.7903451516263318,4.301645470191985e-05,6.144190193664916e-06,6.474747553867966e-06,0.00016211250287007128,0.0,0.0,2.9318723127738e-06,1.6104604419657253e-08,3.187933927089672e-06,0.00010029404223101504,1.3823016334663017e-09,9.497179597595853e-14,1.1201973277995782e-09,2.466470537846774e-06,3.917111098233327e-06,1.6115203450269432e-06,2.0629217623556483e-13,7.955035811877291e-16,6.860970991378511e-11,1.9867837450773946e-11,2.7185542366688876e-06,3.1148888757231384e-11,8.627938106104163e-11,1.597016473701373e-12,1.684282411406821e-14,3.285612587059033e-10,5.9044596847112735e-12,4.084306453486145e-13,8.545548271089968e-12,1.9674905618475602e-17,1.84969004663974e-15,5.526672285397425e-16,3.76,0.0,0.8454094582543564,0.9986264703430906,3.213583110536574e-05,1.0248294251639286e-06,0.0001905847605379597,0.00011528511926161093,5.087564362017418e-12,2.0550408352025286e-12,1.033020252244047e-07,1.855039649542607e-05,2.5239951788621084e-06,3.894274078533074e-08,1.659069578730516e-11,7.712873012436694e-13,2.0237893708829355e-06,3.6151936239630574e-07,4.105649013751234e-09,3.1938453583578105e-07,0.001242079551192567,2.956001158118156e-12,2.2181469368123214e-10,1.2405220186209883e-12,4.864189974981092e-15,2.433257937260211e-17,1.397162874403269e-17
4.6543596514273187e-07,0.7903462607336902,4.3175780560079414e-05,6.221444279793367e-06,6.565102199251837e-06,0.00016873178640285628,0.0,0.0,3.0405896296267393e-06,1.7212480529385176e-08,3.2961628063225606e-06,0.0001038531249453083,1.4218373059329187e-09,9.58198173712408e-14,1.125172712653358e-09,2.466416362342759e-06,4.018466654941769e-06,1.6655998080605314e-06,2.186674806874421e-13,8.534445030245417e-16,7.200044078383276e-11,1.9870004118356916e-11,2.718485118971612e-06,3.3763477764754415e-11,8.863218780141293e-11,1.767102324133916e-12,1.777049704480306e-14,3.4910994569387106e-10,6.4431076256669255e-12,4.321002040298168e-13,8.966329503144613e-12,2.083927482735134e-17,1.9761224432497537e-15,6.135429758663437e-16,3.76,0.0,0.845396068080661,0.998621580356736,3.395632993807112e-05,1.0886392856916189e-06,0.00019947262532530574,0.00011918090805011949,5.087420913174656e-12,2.0549826937314982e-12,1.0329922341895989e-07,1.887321973065243e-05,2.736406900412071e-06,4.082596184720628e-08,1.7054389363253302e-11,7.849312783434364e-13,2.0675249313892498e-06,3.69615828961871e-07,4.297593205870005e-09,3.367399120720981e-07,0.001242073469897158,3.115396489658891e-12,2.437065994784282e-10,1.3056516008022369e-12,5.430977237304165e-15,2.6735872087925584e-17,1.4828292226871316e-17
4.781868511149394e-07,0.7903472606300169,4.331019145270247e-05,6.287143641427785e-06,6.64275313701327e-06,0.0001747061868404854,0.0,0.0,3.1385290022854934e-06,1.8240036678053532e-08,3.3938472390055544e-06,0.00010706579526545392,1.4568108420431165e-09,9.653139942338386e-14,1.129328724430151e-09,2.4663675101606016e-06,4.10833192308632e-06,1.7143276476889055e-06,2.3004669988240866e-13,9.070852281739343e-16,7.51211056347274e-11,1.9871483489773028e-11,2.718422653358219e-06,3.6210742990506906e-11,9.072149945155418e-11,1.9295044433434453e-12,1.861531827626841e-14,3.680534799777365e-10,6.951466251963618e-12,4.5365310218728477e-13,9.345885492369787e-12,2.1906174600631866e-17,2.0920810220686135e-15,6.718008134421488e-16,3.76,0.0,0.845383958397589,0.9986171600361149,3.56156448760753e-05,1.1474504495963903e-06,0.00020752187289218497,0.00012269746494028485,5.087291496750952e-12,2.054930242346729e-12,1.0329669236950098e-07,1.9154757990236455e-05,2.935755055447936e-06,4.25322146404894e-08,1.7460819862501452e-11,7.968321631650592e-13,2.105671193024061e-06,3.766770670205624e-07,4.47142948651442e-09,3.526230719135241e-07,0.0012420679726713548,3.2611131999800534e-12,2.6453447293764925e-10,1.365005873403116e-12,5.979051408767376e-15,2.902242213060792e-17,1.5627375602105342e-17
4.909377370871469e-07,0.7903482621030404,4.343700128426531e-05,6.349532063387224e-06,6.7172356265981985e-06,0.00018069575396108796,0.0,0.0,3.2365450938164435e-06,1.9296244897431948e-08,3.4918059743735136e-06,0.00011028718620326994,1.491257414335632e-09,9.71993065408192e-14,1.1332140120963992e-09,2.4663185691108033e-06,4.196931606388717e-06,1.7631091005355905e-06,2.416508855534931e-13,9.621473156863066e-16,7.830818316534545e-11,1.9872613468208927e-11,2.7183599540284466e-06,3.874701593816835e-11,9.278442993532259e-11,2.1009194875544837e-12,1.9469412806466267e-14,3.8741701977433293e-10,7.482340041162441e-12,4.754239662023398e-13,9.726141837354844e-12,2.2990753412208036e-17,2.2100387365297363e-15,7.334220414890328e-16,3.76,0.0,0.8453717958726396,0.9986127217475383,3.729386934646068e-05,1.2075519621645934e-06,0.00021561599373622214,0.0001262235454016811,5.087161788632934e-12,2.0548776747434917e-12,1.032941525420616e-07,1.942802719191081e-05,3.142887295291913e-06,4.424860071158686e-08,1.7857038088099798e-11,8.083850016321676e-13,2.1426997897927574e-06,3.835308924942317e-07,4.646237306393459e-09,3.6874911984078316e-07,0.001242062453084854,3.4089353443088313e-12,2.86456698334527e-10,1.4250377130191635e-12,6.564476384306915e-15,3.1429174243164555e-17,1.6453559523312094e-17
5.036886230593544e-07,0.7903492651212082,4.3556977801428036e-05,6.408891329048992e-06,6.788822384896009e-06,0.00018669964040554906,0.0,0.0,3.3346274314961986e-06,2.0380898153479517e-08,3.590049213630324e-06,0.00011351703993664243,1.5252227228010393e-09,9.78280044004906e-14,1.1368573952372367e-09,2.4662695397558055e-06,4.284282819187404e-06,1.8119444019978944e-06,2.534765370024295e-13,1.0186398730474436e-15,8.156265137536367e-11,1.9873467604431323e-11,2.718297031784433e-06,4.137212366538369e-11,9.482131431599226e-11,2.2815165175568485e-12,2.033268745663547e-14,4.0719481461517196e-10,8.035885954104198e-12,4.97395037968507e-13,1.010701887516682e-11,2.4092760614928788e-17,2.329948766243274e-15,7.984795993719035e-16,3.76,0.0,0.845359582799373,0.9986082658060156,3.8990248514629866e-05,1.268925576243118e-06,0.00022375264754068082,0.00012975888893514918,5.087031792439711e-12,2.054824992226786e-12,1.0329160408443201e-07,1.9693270268054667e-05,3.357836621054718e-06,4.597457157791729e-08,1.8243166086962928e-11,8.195998374610246e-13,2.1786428070299915e-06,3.9018323870784046e-07,4.821965743088211e-09,3.8511193106702757e-07,0.0012420569115301888,3.5588304060606408e-12,3.09501100926434e-10,1.4857278876961197e-12,7.188589447944822e-15,3.3959184001821115e-17,1.7307309079625522e-17
5.164395090315619e-07,0.7903502696538132,4.3670796651178294e-05,6.465481345553139e-06,6.857764882987597e-06,0.00019271708353682505,0.0,0.0,3.4327665920412085e-06,2.1493787341429854e-08,3.6885872126830676e-06,0.00011675510606076547,1.558750310639686e-09,9.842144749724754e-14,1.14028418287005e-09,2.4662204227956794e-06,4.370402565823728e-06,1.8608337799129288e-06,2.655202830032366e-13,1.0765748326687107e-15,8.488546644142975e-11,1.98741043203404e-11,2.718233896502646e-06,4.4085890375647996e-11,9.683248643650276e-11,2.4714616558498837e-12,2.1205067096779393e-14,4.273811867644226e-10,8.612244980806662e-12,5.195492327692606e-13,1.0488457062193591e-11,2.5211970712707078e-17,2.4517705649423172e-15,8.670458910788572e-16,3.76,0.0,0.845347321279548,0.998603792508907,4.0704092789640746e-05,1.3315532924354862e-06,0.0002319296879408781,0.000133303242979292,5.086901511512741e-12,2.0547721961393415e-12,1.0328904714581734e-07,1.9950723015282492e-05,3.580633751646499e-06,4.770962475901607e-08,1.8619340613629206e-11,8.304864380687436e-13,2.2135315452758287e-06,3.966398994628226e-07,4.998568097373562e-09,4.017055832331505e-07,0.0012420513483778432,3.710768227540359e-12,3.336958938967459e-10,1.5470582851338796e-12,7.852730674814379e-15,3.6615549624202976e-17,1.8189080471482715e-17
5.291903950037694e-07,0.7903512756709232,4.377905300407606e-05,6.519541362264079e-06,6.92429453528968e-06,0.0001987473952780692,0.0,0.0,3.5309540760976244e-06,2.2634701676970765e-08,3.7874302782288605e-06,0.00012000114140323747,1.5918814975429923e-09,9.898313668238359e-14,1.143516617552056e-09,2.4661712190400944e-06,4.4553077253597615e-06,1.9097774566027553e-06,2.77778879318818e-13,1.1359666542129791e-15,8.827756289424635e-11,1.9874570035011977e-11,2.7181705572262487e-06,4.688814004619392e-11,9.88182785210556e-11,2.6709184216752344e-12,2.2086491008121037e-14,4.479705309199064e-10,9.211542765687125e-12,5.418701188820621e-13,1.0870414011869847e-11,2.634818059365109e-17,2.575469122502392e-15,9.39192890814982e-16,3.76,0.0,0.8453350132412714,0.9985993021375243,4.2434772678226734e-05,1.3954173573905474e-06,0.00024014514420935758,0.0001368563627044172,5.086770949145377e-12,2.0547192878622053e-12,1.0328648187588079e-07,2.0200614304301715e-05,3.811307312026653e-06,4.9453299432752196e-08,1.898571081241055e-11,8.410543007664242e-13,2.2473965100230606e-06,4.0290652576612515e-07,5.176001494390875e-09,4.1852435039663575e-07,0.0012420457639782797,3.864720796510405e-12,3.590696490496007e-10,1.6090118066144777e-12,8.558242503113539e-15,3.940140875204563e-17,1.909932164970074e-17
5.41941280975977e-07,0.7903522831434249,4.388227168844649e-05,6.571291213757687e-06,6.988623911051788e-06,0.00020478995323755669,0.0,0.0,3.6291821986050733e-06,2.3803429039402602e-08,3.886588764168189e-06,0.00012325490983777486,1.6246553538763958e-09,9.951617106038948e-14,1.14657426273844e-09,2.4661219293861668e-06,4.539015038665768e-06,1.9587756506434297e-06,2.9024920623214337e-13,1.1968320415781511e-15,9.173985390302392e-11,1.9874901652626882e-11,2.7181070222481384e-06,4.9778698544442556e-11,1.0077902083224721e-10,2.8800480320046192e-12,2.2976909830749654e-14,4.689573138406066e-10,9.83389021235622e-12,5.643418974488034e-13,1.1252861847850856e-11,2.7501207015337152e-17,2.7010142844609525e-15,1.0149922356481746e-15,3.76,0.0,0.8453226604553952,0.9985947949585383,4.418171394453576e-05,1.4605002618856916e-06,0.0002483972047034743,0.0001404180108058532,5.086640108697003e-12,2.054666268810695e-12,1.0328390842401136e-07,2.0443166283500462e-05,4.049884003550523e-06,5.120517250662405e-08,1.9342436163752796e-11,8.51312658967465e-13,2.2802674086885623e-06,4.089886241894783e-07,5.354226523186116e-09,4.355626972131867e-07,0.0012420401586637436,4.020662061709423e-12,3.8565126566585957e-10,1.6715722800298274e-12,9.306469316684339e-15,4.2319935028940116e-17,2.003847291033962e-17
5.546921669481845e-07,0.7903532920429911,4.3980916039271004e-05,6.620932566829768e-06,7.050947948588651e-06,0.00021084419294465203,0.0,0.0,3.727443992867272e-06,2.4999756273253517e-08,3.986073068310153e-06,0.0001265161820977439,1.657108707625986e-09,1.0002329479461657e-13,1.1494743411396136e-09,2.4660725547989348e-06,4.6215410975473205e-06,2.0078285783928443e-06,3.029282660961396e-13,1.2591896770064461e-15,9.527323164369328e-11,1.987512853265462e-11,2.7180432991848125e-06,5.2757395322464784e-11,1.0271504137754318e-10,3.0990096718697522e-12,2.3876283007219496e-14,4.903360739116887e-10,1.0479384068993497e-11,5.869493826732204e-13,1.1635784862067093e-11,2.867088432344923e-17,2.828380128139198e-15,1.0945153066313805e-15,3.76,0.0,0.8453102645503584,0.9985902712252268,4.594439306710205e-05,1.5267847387380912e-06,0.00025668420188657817,0.000143987957297864,5.0865089936079825e-12,2.054613140424802e-12,1.0328132693870006e-07,2.067859457658425e-05,4.296388758400596e-06,5.296485506009594e-08,1.9689684663350575e-11,8.612704883914731e-13,2.312173153308949e-06,4.1489155652429604e-07,5.533206910501631e-09,4.528152732997678e-07,0.0012420345327497464,4.1785677647323855e-12,4.134699382391306e-10,1.7347243813962805e-12,1.0098757038642565e-14,4.5374334555847787e-17,2.100696744743062e-17
5.67443052920392e-07,0.7903543023420843,4.407539557385635e-05,6.668650155715805e-06,7.1114451571038645e-06,0.00021690960110022853,0.0,0.0,3.825733127138801e-06,2.622346945188597e-08,4.0858936293531846e-06,0.00012978473559049808,1.68927617895424e-09,1.0050693861081017e-13,1.1522320282957972e-09,2.466023096294575e-06,4.702902335729626e-06,2.05693645529096e-06,3.158131809049434e-13,1.3230599728994632e-15,9.887856773482527e-11,1.9875274020544073e-11,2.7179793950428204e-06,5.5824064726793574e-11,1.046266656617156e-10,3.327960734868623e-12,2.4784576677930754e-14,5.121014206533673e-10,1.1148107494311105e-11,6.096779823963839e-13,1.2019177457066933e-11,2.9857062459407786e-17,2.9575443964614697e-15,1.1778332988250657e-15,3.76,0.0,0.8452978270255559,0.9985857311785703,4.772233299718033e-05,1.5942537605639062e-06,0.00026500459883283645,0.00014756597930920713,5.0863776073638524e-12,2.0545599041572834e-12,1.0327873756700619e-07,2.0907108474284908e-05,4.550844879071581e-06,5.4731989137139984e-08,2.00276312179266e-11,8.709365132481986e-13,2.3431418679514107e-06,4.206205405081862e-07,5.712909226867036e-09,4.702769077770032e-07,0.0012420288865364452,4.338415287742505e-12,4.425551235640099e-10,1.7984535632449698e-12,1.0936452735873645e-14,4.8567842272555174e-17,2.200523186223827e-17
5.801939388925995e-07,0.7903553140139417,4.416607268777159e-05,6.71461298506665e-06,7.170278786562128e-06,0.0002229857096746448,0.0,0.0,3.92404383167072e-06,2.7474354109241745e-08,4.186060924108786e-06,0.00013306035421380797,1.7211902344042104e-09,1.0096925646205462e-13,1.154860708674875e-09,2.4659735549264548e-06,4.783115021385763e-06,2.106099496962726e-06,3.289011898899848e-13,1.3884648427217707e-15,1.025567137169528e-10,1.9875356661902654e-11,2.7179153162784845e-06,5.89785469970931e-11,1.0651421647781188e-10,3.567057036779372e-12,2.5701761940325145e-14,5.342480341841189e-10,1.1840130604985896e-11,6.325136791108853e-13,1.2403042347636107e-11,3.105960522148216e-17,3.0884879887253785e-15,1.2650172814741212e-15,3.76,0.0,0.8452853492634108,0.9985811750482243,4.951509921226194e-05,1.6628905374174668e-06,0.0002733569770394637,0.00015115186088167517,5.086245953469588e-12,2.0545065614640245e-12,1.0327614045411789e-07,2.11289111204206e-05,4.813274164770199e-06,5.6506244847921096e-08,2.035645622801906e-11,8.803192123827301e-13,2.3732008992894205e-06,4.261806512785387e-07,5.893302621158911e-09,4.879426039810739e-07,0.0012420232203099284,4.500183516886024e-12,4.72936507793296e-10,1.8627459916837265e-12,1.1820904234670661e-14,5.190371833296044e-17,2.3033686630727748e-17
5.92944824864807e-07,0.7903563270325659,4.4253268510684564e-05,6.758975487481657e-06,7.227597952989321e-06,0.00022907209073286556,0.0,0.0,4.022370834730269e-06,2.8752195444155984e-08,4.286585464944344e-06,0.00013634282817520774,1.7528812552738253e-09,1.0141215801700529e-13,1.157372199602513e-09,2.465923931774084e-06,4.862195250982727e-06,2.1553179201449592e-06,3.42189647143376e-13,1.4554274909915523e-15,1.0630850155963827e-10,1.987539117939536e-11,2.71785106885142e-06,6.222068900408698e-11,1.0837801373051534e-10,3.8164530042530675e-12,2.6627813419634876e-14,5.567706646459174e-10,1.255551100508806e-11,6.554430114380784e-13,1.2787388994758595e-11,3.2278388684023327e-17,3.221194506057767e-15,1.3561382491696745e-15,3.76,0.0,0.8452728325402845,0.9985766030533841,5.13222960573129e-05,1.7326785143339177e-06,0.0002817400254144957,0.00015474539277244946,5.08611403544468e-12,2.054453113797909e-12,1.0327353574304194e-07,2.1344199692485364e-05,5.083697026108374e-06,5.8287317748849384e-08,2.0676344335967296e-11,8.894268253666618e-13,2.4023768293538643e-06,4.3157682333377124e-07,6.0743585807566246e-09,5.058075343383747e-07,0.0012420175343432198,4.6638527212368825e-12,5.046439739315168e-10,1.927588492885436e-12,1.2753459747387332e-14,5.538524453047439e-17,2.4092746530237113e-17
6.056957108370145e-07,0.7903573413727101,4.4337268033056e-05,6.801878628928856e-06,7.283538712822285e-06,0.00023516835189103786,0.0,0.0,4.120709306414575e-06,3.0056778500768034e-08,4.387477797424232e-06,0.00013963195381466772,1.7843776162623734e-09,1.0183733758925342e-13,1.1597769472822693e-09,2.465874227933925e-06,4.94015894426561e-06,2.2045919434585745e-06,3.556760192708094e-13,1.5239722220069824e-15,1.1013474418703395e-10,1.9875389260571872e-11,2.7177866582723623e-06,6.555034477204812e-11,1.1021837428758594e-10,4.07630184093104e-12,2.7562708104666115e-14,5.79664131597588e-10,1.3294294298088908e-11,6.78453056077429e-13,1.3172232249601815e-11,3.351329981228101e-17,3.35564984756661e-15,1.4512671649239888e-15,3.76,0.0,0.8452602780363322,0.9985720154035568,5.314356336042458e-05,1.803601368793704e-06,0.00029015253032375156,0.00015834637226064092,5.085981856819832e-12,2.054399562604027e-12,1.032709235743601e-07,2.1553165576947852e-05,5.362132589282018e-06,6.007492647371221e-08,2.0987483320741158e-11,8.982673585236063e-13,2.4306954898807698e-06,4.3681385287324184e-07,6.25605071476192e-09,5.238670353965159e-07,0.0012420118288972261,4.829404442631299e-12,5.377075700991689e-10,1.992968503981306e-12,1.3735467510502369e-14,5.901572080663346e-17,2.5182821027753078e-17
6.184465968092221e-07,0.7903583570098649,4.441832458328191e-05,6.843450959413086e-06,7.33822508379125e-06,0.0002412741323358922,0.0,0.0,4.2190548094117426e-06,3.13878883275595e-08,4.488748498133418e-06,0.0001429275334307834,1.8157057718785937e-09,1.0224629982080977e-13,1.1620841979667122e-09,2.465824444511389e-06,5.0170218402510945e-06,2.2539217880429352e-06,3.693578830755948e-13,1.594124266456588e-15,1.1403623601685494e-10,1.9875360183732295e-11,2.717722089646029e-06,6.896737581823212e-11,1.1203561185663511e-10,4.346755672930104e-12,2.8506424417056167e-14,6.029233233806884e-10,1.4056514581879861e-11,7.015314102292651e-13,1.3557591187210069e-11,3.4764235283942463e-17,3.4918418532450756e-15,1.5504749958998582e-15,3.76,0.0,0.8452476868444007,0.9985674122992478,5.4978573309179604e-05,1.8756430081222044e-06,0.00029859336660707753,0.0001619546029581579,5.085849421122197e-12,2.0543459093144678e-12,1.032683040860069e-07,2.1755994539392187e-05,5.648598790642977e-06,6.186881059473124e-08,2.1290063125857268e-11,9.068485908806637e-13,2.4581819779422176e-06,4.418964004456016e-07,6.438354558329352e-09,5.42116603006845e-07,0.0012420061042216954,4.996821395779336e-12,5.721574787989571e-10,2.05887402867003e-12,1.4768275434413023e-14,6.279846186656642e-17,2.630431463282491e-17
6.311974827814296e-07,0.7903593739202441,4.4496663731981264e-05,6.883809606722776e-06,7.391770010283975e-06,0.0002473890993408251,0.0,0.0,4.317403255893568e-06,3.2745310117461373e-08,4.590408172668097e-06,0.00014622937511067985,1.8468903482093686e-09,1.026403823300959e-13,1.164302147209655e-09,2.4657745826140825e-06,5.09279949410615e-06,2.3033076780689863e-06,3.8323292327532524e-13,1.665909625104151e-15,1.1801375350746533e-10,1.9875311310200773e-11,2.717657367709635e-06,7.247165133993181e-11,1.1383003688443096e-10,4.627965675727745e-12,2.945894147933309e-14,6.265431964621445e-10,1.484219492729072e-11,7.246661744972878e-13,1.3943488110511866e-11,3.6031100437363316e-17,3.629759990018084e-15,1.6538327425709839e-15,3.76,0.0,0.8452350599780531,0.9985627939325771,5.6827027573791174e-05,1.9487875668371543e-06,0.0003070614894761151,0.00016556989462506054,5.08571673185499e-12,2.054292155343396e-12,1.0326567741310825e-07,2.195286688964478e-05,5.9431124625492064e-06,6.366872869288779e-08,2.1584275006995767e-11,9.15178080037911e-13,2.4848606725274095e-06,4.468289938310713e-07,6.621247396194572e-09,5.605518876535101e-07,0.0012420003605559118,5.166087379361717e-12,6.080239873725391e-10,2.1252935994797177e-12,1.5853230765392337e-14,6.673679392835193e-17,2.7457627218054554e-17
6.439483687536371e-07,0.7903603920807704,4.4572486698081535e-05,6.923061211130124e-06,7.444276271193422e-06,0.0002535129452142734,0.0,0.0,4.4157508697457055e-06,3.4128829331408565e-08,4.692467453778186e-06,0.00014953729256384854,1.877954237727141e-09,1.0302077561361305e-13,1.1664380700423482e-09,2.46572464334649e-06,5.1675072747913185e-06,2.3527498411467508e-06,3.972989302524523e-13,1.7393549287023312e-15,1.2206805570745474e-10,1.9875248473032597e-11,2.717592496867457e-06,7.606304827718112e-11,1.1560195647565589e-10,4.920082184379124e-12,3.0420238549140376e-14,6.505187747577435e-10,1.5651347840607364e-11,7.478459362760474e-13,1.4329947705384574e-11,3.73138083404112e-17,3.769395077600875e-15,1.761411462049746e-15,3.76,0.0,0.8452223983788012,0.9985581604878285,5.8688654663460125e-05,2.0230194039561267e-06,0.0003155559272082287,0.00016919206298958737,5.085583792482503e-12,2.0542383020835276e-12,1.0326304368787891e-07,2.2143957642036103e-05,6.245689411354733e-06,6.547445661742711e-08,2.1870310786269554e-11,9.232631679483552e-13,2.51075525171665e-06,4.516160310779402e-07,6.804708103540056e-09,5.791686899239965e-07,0.0012419945981293355,5.3371871964911946e-12,6.453374598150116e-10,2.19221624453575e-12,1.699167976003538e-14,7.083405162147037e-17,2.864315430931395e-17
6.566992547258446e-07,0.7903614114690583,4.464597332512228e-05,6.961302799975651e-06,7.495837329264886e-06,0.0002596453846213612,0.0,0.0,4.514094153407411e-06,3.553823180752465e-08,4.794936999647407e-06,0.00015285110496007548,1.908918695128553e-09,1.0338854056993527e-13,1.1684984346861445e-09,2.465674627805829e-06,5.2411603633581545e-06,2.4022485086419547e-06,4.1155379783989217e-13,1.8144873132468136e-15,1.2619988480300577e-10,1.987517628776777e-11,2.7175274812217963e-06,7.974145127668924e-11,1.1735167432830306e-10,5.223254788971073e-12,3.139029458969522e-14,6.748451489402447e-10,1.648397571060585e-11,7.710597536233856e-13,1.4716996328798148e-11,3.8612279016890765e-17,3.910739050646088e-15,1.8732822863030195e-15,3.76,0.0,0.8452097029226308,0.9985535121419435,6.0563207501819705e-05,2.0983231002751864e-06,0.00032407577455570235,0.00017282092957297612,5.0854506064231e-12,2.054184350903842e-12,1.0326040303953891e-07,2.232943667094932e-05,6.55634448835175e-06,6.728578591548198e-08,2.2148362200934236e-11,9.311109866023067e-13,2.535888710148527e-06,4.5626178362630113e-07,6.988717002441804e-09,5.979629561161e-07,0.0012419888171623374,5.510106582130298e-12,6.841283100765698e-10,2.2596314566068484e-12,1.8184967372537322e-14,7.509357504455735e-17,2.9861287348654215e-17
6.694501406980521e-07,0.7903624320634012,4.47172846841835e-05,6.998622602748962e-06,7.546538122566938e-06,0.00026578615223016153,0.0,0.0,4.612429858720539e-06,3.697330385773935e-08,4.897827492298409e-06,0.00015617063677151563,1.9398034327624284e-09,1.0374462397030251e-13,1.1704890019649585e-09,2.4656245370786073e-06,5.313773751809825e-06,2.4518039159147637e-06,4.2599552114253237e-13,1.8913343095581104e-15,1.3040996666011234e-10,1.9875098402135025e-11,2.717462324600713e-06,8.350675257809278e-11,1.190794906835287e-10,5.5376324170683415e-12,3.236908795302649e-14,6.995174757351992e-10,1.734007124059015e-11,7.942971396113084e-13,1.51046614138301e-11,3.992643877844335e-17,4.053784753525166e-15,1.9895164359076195e-15,3.76,0.0,0.8451969744258886,0.9985488490649669,6.245046120692512e-05,2.174683455627813e-06,0.0003326201867990014,0.0001764563215190909,5.085317177045185e-12,2.0541303031477926e-12,1.0325775559426733e-07,2.250946886179858e-05,6.875091654372244e-06,6.910252241499939e-08,2.2418620336050063e-11,9.387284636112952e-13,2.560283376592568e-06,4.60770399476776e-07,7.173255732345836e-09,6.169307739766598e-07,0.0012419830178667087,5.68483213722354e-12,7.244269769348587e-10,2.3275291656661705e-12,1.943443695510341e-14,7.951870699921556e-17,3.111241393288643e-17
