Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3F(1),O2(2),H2O(3),CH4(4),CH2F(45),HF(38),C1OO1(156),CH2O2(158),CHO2(146),CHF(39),CHFO(46),S(139),CHFO2(186),CHFO2(165)
4.97639113204859e-16,0.818591706857969,2.6121445004796463e-18,2.924941907730539e-20,4.22881241027742e-26,6.729011249566601e-14,0.0,0.0,2.49045289237647e-15,3.2245950818326364e-26,5.079902619145321e-30,5.910289789781631e-30,4.8555594150986e-36,3.0682158449385308e-43,2.492481153816732e-27,6.1686928612132045e-21,2.3522213903914473e-29,2.5696555449600323e-30,4.555449939692565e-53,1.5400280866759193e-67,8.568425505723108e-50,5.201262292236788e-49,2.152630661229489e-13,2.129095885657186e-53,1.833323848491529e-41,2.2033351699266163e-61,5.080078067612818e-64,2.6379962914370234e-50,2.4917822681658953e-64,9.059352783700984e-62,2.4763235831735746e-45,6.409398568748156e-72,2.746087070990688e-73,5.325126827861308e-75,3.76,0.0,0.8950940344804945,0.9999999999999976,8.354008402338317e-31,2.1052795596989323e-38,2.4930650369058148e-15,2.1526307229164444e-13,2.892124559651684e-35,6.3841858091321055e-34,1.4245771350790942e-28,6.729011249562648e-14,7.029090915897811e-26,1.1785811535348161e-26,7.827895547012678e-29,9.135983966967371e-28
9.95710580113632e-16,0.81859170685801,5.226558564964251e-18,5.852431165825299e-20,1.692796956946703e-25,1.346386872958357e-13,0.0,0.0,4.9830695142718775e-15,1.290678386111756e-25,4.0670106982526966e-29,4.731885123871906e-29,3.887400576055612e-35,2.456438161679993e-42,9.976419865759697e-27,2.4690846251834958e-20,1.1326098774529241e-28,2.0572867977504197e-29,1.4595435991669266e-51,9.871882511257085e-66,2.746195141412745e-48,1.6670135115751546e-47,4.307131425441706e-13,6.821517971774625e-52,1.7496693161575059e-40,1.412616160538217e-59,1.9233810335000117e-62,5.061239078426701e-49,8.658889570361012e-63,3.426897007008538e-60,3.96534477806454e-44,4.767715117877009e-70,2.0763237757126925e-71,3.9611664472640374e-73,3.76,0.0,0.8950940344802092,0.9999999999999951,6.688286192635302e-30,1.8296948426042608e-37,4.9882960729517875e-15,4.307131672350281e-13,2.3154593894918446e-34,5.111229469766595e-33,1.1405272590703805e-27,1.3463868729567745e-13,2.813468200219685e-25,4.71739596629034e-26,3.1331995348226557e-28,3.656774361785287e-27
1.9918535139311775e-15,0.8185917068580919,1.0455387020076332e-17,1.170742809329872e-19,6.774752700644599e-25,2.6933583689614413e-13,0.0,0.0,9.968302757499257e-15,5.164394728078961e-25,3.2548442935322687e-28,3.787041584174575e-28,3.111102971209359e-34,1.9658968976035687e-41,3.9918671607936237e-26,9.879553615604972e-20,6.061279010001368e-28,1.6464545315202723e-28,4.673420542145136e-50,6.323033177334895e-64,8.794707424352267e-47,5.338621275528932e-46,8.616132583258442e-13,2.184232393689829e-50,1.8514712631629914e-39,9.048691490543743e-58,8.050614773175598e-61,1.0777953422082422e-47,3.204889543555127e-61,1.4326781179733892e-58,6.347136086688748e-43,3.89761676701594e-68,1.7347713042869424e-69,3.2382633199377677e-71,3.76,0.0,0.8950940344796386,0.9999999999999901,5.352661462368878e-29,1.6948204114383947e-36,9.97875814497453e-15,8.616133571214309e-13,1.8530731576617082e-33,4.090535324847399e-32,9.127673917732791e-27,2.6933583689551087e-13,1.1257537512124947e-24,1.8875727605826145e-25,1.2536889784589865e-27,1.463185956688863e-26
3.984139381566269e-15,0.8185917068582557,2.0913045260552274e-17,2.341749563661593e-19,2.7114303246925184e-24,5.387301360966374e-13,0.0,0.0,1.9938769241700272e-14,2.0660941741646022e-24,2.6043694591433402e-27,3.0303612695765897e-27,2.48935674255404e-33,1.573015896985256e-40,1.5970065795604925e-25,3.9524639505760416e-19,3.6485964853050946e-27,1.317413526158562e-27,1.495955397626626e-48,4.0483499562661495e-62,2.815407405409522e-45,1.7090270929387059e-44,1.7234133416461392e-12,6.991698251689319e-49,2.2035215745922769e-38,5.793705777624323e-56,3.7879290066548106e-59,2.581306676904073e-46,1.3030947086001414e-59,6.732563034447465e-57,1.0157490664580409e-41,3.5758474805513097e-66,1.6291393417968915e-67,2.9709303318985126e-69,3.76,0.0,0.8950940344784974,0.9999999999999801,4.282942108734707e-28,1.7248833791715007e-35,1.9959682288743997e-14,1.7234137368927777e-12,1.4827431624189853e-32,3.2730471019985454e-31,7.303509223856544e-26,5.387301360941033e-13,4.503748051035369e-24,7.551519394066611e-25,5.015580639562303e-27,5.853695756547229e-26
7.968711116836451e-15,0.8185917068585831,4.182836726795504e-17,4.6837925822609945e-19,1.0855309503378394e-23,1.0775187344971346e-12,0.0,0.0,3.987970220108732e-14,8.265049296884503e-24,2.083692597663283e-26,2.424763416149182e-26,1.9916771771830577e-32,1.258531710357769e-39,6.3885444683214e-25,1.581113602043365e-18,2.4385886401224893e-26,1.0540304882561809e-26,4.78779274664759e-47,2.59145753634911e-60,9.011061215545841e-44,5.469953112864746e-43,3.4470129153147328e-12,2.237687708140395e-47,2.9183945018933703e-37,3.708783915070321e-54,1.9873930348290985e-57,6.871356162849976e-45,5.9515429635523634e-58,3.52867893587018e-55,1.6253659153431021e-40,3.672100206901967e-64,1.7065992574861307e-65,3.0509065535703867e-67,3.76,0.0,0.895094034476215,0.9999999999999601,3.426678516103896e-27,1.970079136388417e-34,3.992153057518531e-14,3.4470144964296377e-12,1.1863121047974517e-31,2.6186820605519336e-30,5.843335402810394e-25,1.0775187344869903e-12,1.8016458397118793e-23,3.0208529883082475e-24,2.006402236906695e-26,2.341668198255458e-25
1.593785458737682e-14,0.818591706859238,8.365903503213556e-17,9.367996935905855e-19,4.3492651652994643e-23,2.1550959312962016e-12,0.0,0.0,7.976156808380154e-14,3.306154232757764e-23,1.6670319336794088e-25,1.9402935734793069e-25,1.5934216857666298e-31,1.0068723734585854e-38,2.5555203671031024e-24,6.324706555230449e-18,1.7587311258459547e-25,8.432637736948993e-26,1.532209763297324e-45,1.917592196148013e-58,3.3410120306368925e-42,2.0280825710196556e-41,6.894209690765619e-12,7.161146583904448e-46,4.183566598824946e-36,3.1367263059531187e-52,1.4463707887553217e-55,1.9765768326100538e-43,3.072774280670724e-56,2.6134125560065816e-53,2.600724373855725e-39,6.965019086309352e-62,2.49903551052626e-63,5.7868071163104705e-65,3.76,0.0,0.8950940344716504,0.9999999999999203,2.741472141603495e-26,2.5202299231173414e-33,7.984522714372883e-14,6.894216015480024e-12,9.491026494545105e-31,2.0950383102307628e-29,4.674847429798912e-24,2.1550959312555736e-12,7.206876604841974e-23,1.2083898774731077e-23,8.025989115850006e-26,9.36704856672861e-25
3.187614152845755e-14,0.8185917068605482,1.6732047870691386e-16,1.8736881122593846e-18,1.7453133039772e-22,4.310250324886879e-12,0.0,0.0,1.5952529970499032e-13,1.3224885877179632e-22,1.333655152703793e-24,1.5528969021081688e-24,1.2747744897738247e-30,8.055157501669304e-38,1.0222278200126293e-23,2.5299299278406203e-17,1.3301228433907032e-24,6.746259950533788e-25,4.903248306231343e-44,1.2350732969535382e-56,1.0737376739805282e-40,6.517869234806071e-40,1.3788593754135666e-11,2.2916518186079003e-44,6.304976372992571e-35,2.0152170654274668e-50,8.774746373211788e-54,5.969406932238283e-42,1.746796970264299e-54,1.5860377911338517e-51,4.1612860451610596e-38,8.453574433770434e-60,3.036182200461437e-61,7.023623336753797e-63,3.76,0.0,0.895094034462521,0.9999999999998406,2.193228470359998e-25,3.526803845453911e-32,1.596926202638708e-13,1.3788619053487457e-11,7.593127993930461e-30,1.6760595618693775e-28,3.7398982086310235e-23,4.310250324723977e-12,2.8828092897494866e-22,4.8336539500589e-23,3.2105038366321245e-25,3.746891357886232e-24
6.375271541061902e-14,0.818591706863168,3.3464390383900583e-16,3.7476569122415145e-18,7.025899264465733e-22,8.620559112040445e-12,0.0,0.0,3.190527623704092e-13,5.290008071261162e-22,1.0669335049586085e-23,1.2433325422882158e-23,1.0198427087897322e-29,6.444182189143204e-37,4.0889438815531866e-23,1.0119789327243444e-16,1.0333501925272433e-23,5.3970554246631945e-24,1.569062077878502e-42,7.906400076343075e-55,3.436468985723163e-39,2.0860254277027467e-38,2.75773239308568e-11,7.33340534305324e-43,9.776932363182204e-34,1.2898360084633692e-48,5.4511588056283345e-52,1.8533131338703598e-40,1.0722601817582538e-52,9.853721018446449e-50,6.658210242604234e-37,1.0505901475581558e-57,3.7717248178591957e-59,8.72895856192957e-61,3.76,0.0,0.8950940344442622,0.999999999999681,1.7546015181208236e-24,5.238406781750697e-31,3.1938740643966436e-13,2.757742512912898e-11,6.074777001114265e-29,1.3408461720656284e-27,2.9918444690370495e-22,8.620559111385735e-12,1.1531354436280184e-21,1.933478127546951e-22,1.2842488971179853e-24,1.4987683496160006e-23
1.2750586317494193e-13,0.8185917068684078,6.69293746896687e-16,7.49637652976956e-18,2.8460339440570222e-21,1.7241176686252673e-11,0.0,0.0,6.381076853934126e-13,2.116013917174711e-21,8.535466216658368e-23,9.962722175687141e-23,8.15896630256094e-29,5.155343876725447e-36,1.6355786768221297e-22,4.0479096571024987e-16,8.143770202094843e-23,4.317643420138961e-23,5.020998276008421e-41,5.06012524134869e-53,1.0996727587321062e-37,6.675288971912999e-37,5.515463248508643e-11,2.3466983699809804e-41,1.539415273088461e-32,8.254947055719899e-47,3.4359150944978533e-50,5.839617094340122e-39,7.032127497513949e-51,6.211242596320887e-48,1.0653421421942996e-35,1.3245742302218154e-55,4.754192632591408e-57,1.1005808745615706e-58,3.76,0.0,0.8950940344077446,0.999999999999362,1.4036862132617724e-23,8.057825775942555e-30,6.387769785596113e-13,5.515503727891861e-11,4.8601744479827835e-28,1.0726554784825701e-26,2.3933144244004476e-21,1.724117668360904e-11,4.612565214651502e-21,7.733926880283547e-22,5.137296106284703e-24,5.99507637237362e-23
1.9125901093926485e-13,0.8185917068736477,1.003947424500401e-15,1.1245892331750894e-17,6.100206443509805e-21,2.5861794260386253e-11,0.0,0.0,9.571626061085812e-13,4.496536192042187e-21,2.440604971903232e-22,2.851348586439467e-22,2.332986927702257e-28,1.474103066574509e-35,3.4755993203674565e-22,8.601781728716691e-16,2.3195773045703923e-22,1.2345736875085104e-22,2.3489326743617124e-40,2.7080536220856634e-52,4.861535180876071e-37,2.9510719566244155e-36,8.273178924096668e-11,1.0978383477301629e-40,5.645630712944454e-32,4.096508824149339e-46,1.715474150641596e-49,2.724025182206632e-38,3.863922564417143e-50,3.0771698596174265e-47,3.9212109929057296e-35,6.83030959019044e-55,2.816280745665375e-56,5.675300851718734e-58,3.76,0.0,0.895094034371227,0.9999999999990429,4.013665912095429e-23,2.941387822975267e-29,9.581665504742402e-13,8.273264942721486e-11,1.3897614683753022e-27,3.067083230402012e-26,6.843105851140476e-21,2.586179425473214e-11,9.801715713977905e-21,1.64345825365553e-21,1.0917173564717994e-23,1.273951593113701e-22
2.5501215870358776e-13,0.8185917068788875,1.3386057784910813e-15,1.4996218484978906e-17,1.0488508866211412e-20,3.448241183445744e-11,0.0,0.0,1.2762175245159147e-12,7.670567583207472e-21,5.1479305787985e-22,6.019353594670532e-22,4.921004635231139e-28,3.1093027764990246e-35,5.928951597340748e-22,1.467357765045826e-15,4.882116690245391e-22,2.6040673164436277e-22,7.577801065472981e-40,1.0233200556982562e-51,1.661311888068286e-36,1.0084570219151449e-35,1.1030879419936078e-10,3.541699284619961e-40,1.4288170268073479e-31,1.7329679746900187e-45,7.170934472278263e-49,8.769417803252804e-38,1.5248751510248337e-49,1.2983522087840979e-46,9.94514108958775e-35,3.7139064769972264e-54,1.2697987164408515e-55,3.0859276826903923e-57,3.76,0.0,0.8950940343347095,0.9999999999987238,8.465980509331899e-23,7.423639856868266e-29,1.277556122209873e-12,1.1031026157401768e-10,2.931513730231738e-27,6.46928482850821e-26,1.4433553277687052e-20,3.4482411824755044e-11,1.672058692827567e-20,2.803542871257447e-21,1.862406133796736e-23,2.1732068966955494e-22
3.8251845423223364e-13,0.8185917068893672,2.0079360734400977e-15,2.249881658179223e-17,2.1999438589220986e-20,5.172364698250382e-11,0.0,0.0,1.9143273559142344e-12,1.5880947528792043e-20,1.4060532112837042e-21,1.64636085103785e-21,1.3441053385722426e-27,8.492431745734986e-35,1.2275093298356033e-21,3.0379589559914707e-15,1.3305116363073938e-21,7.112483664152188e-22,4.171134768101212e-39,7.393523751676524e-51,1.0214853058051985e-35,6.200662313005915e-35,1.6546244785942053e-10,1.9495041081152054e-39,4.985164367065546e-31,1.5609286677241485e-44,6.331130386238088e-48,4.8136191205642065e-37,1.2596647984971716e-48,1.1654016389081833e-45,3.477926181584046e-34,5.137260598836814e-53,1.307618619274242e-54,4.268761305134377e-56,3.76,0.0,0.8950940342616742,0.9999999999980856,2.3123190756049992e-22,2.5826592734040296e-28,1.9163352653426982e-12,1.6546548586411838e-10,8.007343257567423e-27,1.7669240744024197e-25,3.9420038079157003e-20,5.172364696221872e-11,3.461787793256276e-20,5.804363982986418e-21,3.856097067805876e-23,4.4993303710587e-22
5.100247497608795e-13,0.818591706899847,2.6772905596699343e-15,3.000451231265184e-17,3.7875363399781006e-20,6.89648821304558e-11,0.0,0.0,2.5524371788258218e-12,2.7009343102490887e-20,2.9419212015552666e-21,3.448984103075237e-21,2.81236614309828e-27,1.7768931954443288e-34,2.0876634944059343e-21,5.166740349643078e-15,2.7802602733035807e-21,1.488163202432653e-21,1.338619932079804e-38,2.8333484112214433e-50,3.4291315518649916e-35,2.0815643985005103e-34,2.2061554331315507e-10,6.256451687835916e-39,1.2439923647701273e-30,6.157016971392332e-44,2.4870859356221207e-47,1.542957539070325e-36,4.927302694378558e-48,4.5917863660709386e-45,8.69051557558046e-34,2.359025748341484e-52,5.83520906227407e-54,1.9602448332012753e-55,3.76,0.0,0.895094034188639,0.9999999999974475,4.838138575517076e-22,6.43334907741553e-28,2.555114408035955e-12,2.2062071014872735e-10,1.6754908579054605e-26,3.696924240137658e-25,8.247529579915136e-20,6.896488209563656e-11,5.887596881307117e-20,9.871674976443951e-21,6.558568002763726e-23,7.652150349930999e-22
6.375310452895253e-13,0.8185917069103265,3.346676594109229e-15,3.751362162808338e-17,5.858448280898728e-20,8.620611727841535e-11,0.0,0.0,3.190546992644482e-12,4.126418366770568e-20,5.355631233674556e-21,6.286604974668209e-21,5.119893469396355e-27,3.234751581210569e-34,3.189464497230919e-21,7.893560265475663e-15,5.056754728105902e-21,2.7091321573417995e-21,3.497745753817525e-38,8.61497862029e-50,9.267102914354315e-35,5.625348557507103e-34,2.7576804069445393e-10,1.6347825751184132e-38,2.6366815768267493e-30,1.941253044127377e-43,7.813333893847898e-47,4.028031585620061e-36,1.5727126676511642e-47,1.4464516586259573e-44,1.8438143919837337e-33,8.701399972353366e-52,2.0356572708874454e-53,7.230618760653987e-55,3.76,0.0,0.8950940341156037,0.9999999999968093,8.80763313340455e-22,1.361604533024351e-27,3.193893550434193e-12,2.757759344274523e-10,3.050327312789644e-26,6.729974992206815e-25,1.5013456528993154e-19,8.620611722471956e-11,8.994920233083933e-20,1.508164274988253e-20,1.002056643700602e-22,1.169070451307167e-21
8.92543636346817e-13,0.818591706931286,4.6855834499787245e-15,5.254293714277113e-17,1.158658892125068e-19,1.2068858757509405e-10,0.0,0.0,4.4667665924318625e-12,7.934958267944926e-20,1.4140267073963533e-20,1.665514810711644e-20,1.3518659576117736e-26,8.540588736858214e-34,6.133164481002709e-21,1.5178801713029893e-14,1.3333996616460246e-20,7.152817403058038e-21,1.956595169844892e-37,7.40056079443816e-49,5.19603117362996e-34,3.1541038207664825e-33,3.860712037114124e-10,9.144848032479146e-38,9.643891723536491e-30,1.5997416881036762e-42,6.4318469802968624e-46,2.2494528746322776e-35,1.5190704638393884e-46,1.1899762125561787e-43,6.755471001922988e-33,1.0647665829703471e-50,2.6604513354112983e-52,8.84873879083322e-54,3.76,0.0,0.8950940339695332,0.9999999999955331,2.3254642547829353e-21,4.9662607775089365e-27,4.471451835519532e-12,3.860863829668803e-10,8.054915090055526e-26,1.7768142157630692e-24,3.9633764901328913e-19,1.2068858746960875e-10,1.7296918435256087e-19,2.900124948843426e-20,1.9271670536626756e-22,2.24805702657583e-21
