Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3F(1),O2(2),H2O(3),CH4(4),CH2F(45),HF(38),C1OO1(156),CH2O2(158),CHO2(146),CHF(39),CHFO(46),S(139),CHFO2(186),CHFO2(165)
4.3755364025470983e-10,0.8185917428217251,5.434772892701408e-11,7.989830409876954e-13,1.266776896208545e-12,5.916634894340976e-08,0.0,0.0,2.1897020091570753e-09,1.8686197096334463e-14,1.4795927834114901e-12,9.358731212617811e-12,1.541261220647933e-18,9.004742798862054e-26,1.4194338895694738e-15,3.4823103453699077e-09,1.3903198612085243e-12,7.484496205860214e-13,3.923049691591264e-24,5.712356306724311e-33,1.0937446442152363e-20,6.619784128624593e-20,1.8574280138607176e-07,1.8528295512143285e-24,4.197709160312151e-19,1.396885441826573e-26,5.614879904980632e-30,4.918637750201447e-22,2.488317300391782e-28,1.1437965006031746e-27,3.2055281633484847e-22,3.7751677410850793e-32,7.826633016887428e-34,3.448071313946889e-35,3.76,0.0,0.8950937838498807,0.9999999977647672,2.4630005864067895e-13,2.165239594875723e-16,2.193497708380759e-09,1.89271946174464e-07,1.029619625687223e-17,1.7465044909417346e-16,3.385552652341504e-11,5.916540721860804e-08,4.074561026118396e-14,6.745508380695837e-15,5.493716853496408e-17,5.198977595605482e-16
4.723060119415289e-10,0.8185917456784635,6.846917215441415e-11,9.9796636545065e-13,1.5892005526683811e-12,6.386576053717776e-08,0.0,0.0,2.3636136965826073e-09,2.1772109401755525e-14,1.857972316897303e-12,1.2390674536788905e-11,1.9481764518877837e-18,1.1330968384055258e-25,1.6515717506512865e-15,4.0489799706520585e-09,1.745859966414818e-12,9.398524428722958e-13,5.734369551259412e-24,9.014536204612566e-33,1.597479323387756e-20,9.66631339375222e-20,2.0019693504849854e-07,2.710609543134777e-24,5.687027473740986e-19,2.2028270229540386e-26,8.861693291684635e-30,7.238848974228675e-22,4.2355613630619875e-28,1.817362209416234e-27,4.370106168821518e-22,6.418153513907615e-32,1.3338424578846468e-33,5.905254581365919e-35,3.76,0.0,0.8950937639434463,0.9999999975792193,3.0958650771341993e-13,2.935783885956612e-16,2.367977639166331e-09,2.0430472641834755e-07,1.3105545817634685e-17,2.1824354482174973e-16,4.1874860690733985e-11,6.386457335838469e-08,4.747647563619316e-14,7.852000999242696e-15,6.488276109277152e-17,6.048874715058235e-16
5.07058383628348e-10,0.8185917485352988,8.49458243943489e-11,1.2277299916900564e-12,1.9618715860456785e-12,6.856521204401295e-08,0.0,0.0,2.537524968933789e-09,2.5093702483271453e-14,2.2954272469405668e-12,1.6077947632013307e-11,2.422662044452491e-18,1.4032700132863084e-25,1.9009254586184907e-15,4.657026284458339e-09,2.1569070001855694e-12,1.1611385281882879e-12,8.157614897069245e-24,1.377251222922878e-32,2.2707523282912663e-20,1.373703129137634e-19,2.1460782167442007e-07,3.859364951774165e-24,7.53926410116692e-19,3.36270232908049e-26,1.3538912932987325e-29,1.0367870834591686e-21,6.943643902412971e-28,2.7951964565283695e-27,5.829608299540478e-22,1.0508363250836224e-31,2.189461475233212e-33,9.740491987993136e-35,3.76,0.0,0.8950937440369507,0.9999999973918557,3.828485188493278e-13,3.895049677518368e-16,2.5425190272493627e-09,2.193375062297072e-07,1.6407185320179104e-17,2.6831543085174527e-16,5.0964271769036667e-11,6.856373917123591e-08,5.472198824323703e-14,9.041340218859585e-15,7.578545609665088e-17,6.9617167310776e-16
5.41810755315167e-10,0.8185917513922427,1.0397615119106857e-10,1.4904825875123512e-12,2.388351868237104e-12,7.326470679173526e-08,0.0,0.0,2.7114358626746232e-09,2.865096887520023e-14,2.7961057147570708e-12,2.0500292399015033e-11,2.970356689707402e-18,1.7141241995216224e-25,2.1674237227976113e-15,5.306184324430589e-09,2.627358049886048e-12,1.4144062221357882e-12,1.1334354009839862e-23,2.045227250358812e-32,3.152543285188807e-20,1.9066979092011817e-19,2.2897559492709567e-07,5.366871153387124e-24,9.808309497938975e-19,4.9892807940062076e-26,2.010435852699954e-29,1.4502262726362913e-21,1.1008673296362149e-27,4.1781827392225166e-27,7.631160341046595e-22,1.6639280556283992e-31,3.4745191414629695e-33,1.5536754633118976e-34,3.76,0.0,0.8950937241303891,0.9999999972025493,4.668075273585695e-13,5.071346921922501e-16,2.7171267454963964e-09,2.3437028561037745e-07,2.024681814052476e-17,3.252526656807224e-16,6.116517200823702e-11,7.326290465716096e-08,6.248225558927087e-14,1.031330289740472e-14,8.767265988508009e-17,7.937228781782298e-16
5.765631270019861e-10,0.8185917542493075,1.2576042314022782e-10,1.7884285234075814e-12,2.872189213765408e-12,7.796424816795099e-08,0.0,0.0,2.8853464159794724e-09,3.244390116318445e-14,3.3641292384397193e-12,2.574011183794598e-11,3.596989462457907e-18,2.068924344417043e-25,2.4509957800064298e-15,5.996190397673895e-09,3.1610851412925365e-12,1.701740404393575e-12,1.5426454061972336e-23,2.962741669135586e-32,4.2873481083082946e-20,2.5924325188353364e-19,2.4330038804302016e-07,7.31076364092108e-24,1.2551588680200537e-18,7.220791620452698e-26,2.912006060233134e-29,1.986960762026406e-21,1.695088423347318e-27,6.09149459703363e-27,9.825708891805937e-22,2.55885789344278e-31,5.353983243921049e-33,2.4066660609941496e-34,3.76,0.0,0.8950937042237562,0.9999999970111728,5.621832983278621e-13,6.494905330069601e-16,2.89180572074022e-09,2.4940306456234337e-07,2.4671221990716543e-17,3.894307951604685e-16,7.251553497754444e-11,7.796206981615916e-08,7.075739363455311e-14,1.1667669012048196e-14,1.0057165784105428e-16,8.97513721829848e-16
6.113154986888052e-10,0.8185917571065056,1.5050039705618408e-10,2.1237680700870505e-12,3.416917655028729e-12,8.266383962087208e-08,0.0,0.0,3.0592566686193833e-09,3.6472491987373133e-14,4.0035929100334774e-12,3.1882146210554394e-11,4.3083793934062434e-18,2.4711036308751115e-25,2.7515714327876913e-15,6.726782072882369e-09,3.7619354273893696e-12,2.0252125883957598e-12,2.0617812041262308e-23,4.2002287082842804e-32,5.725626766075673e-20,3.461301026287623e-19,2.5758233383356015e-07,9.779425711070368e-24,1.5829998566464903e-18,1.0225992752663497e-25,4.1273414642996905e-29,2.6732043189490596e-21,2.545531135134645e-27,8.690124549804574e-27,1.2468095517844615e-21,3.8377163050070407e-31,8.046651435330497e-33,3.635895756763948e-34,3.76,0.0,0.8950936843170475,0.9999999968176004,6.696939385615179e-13,8.197852681856727e-16,3.0665609346431083e-09,2.644358430877423e-07,2.972818988271125e-17,4.612147149271182e-16,8.505022515897991e-11,8.266123464822973e-08,7.95475269168972e-14,1.3104221681855877e-14,1.1450961514536027e-16,1.0075169597197804e-15
6.460678703756243e-10,0.8185917599638494,1.783993607338544e-10,2.498697372802577e-12,4.026057420980133e-12,8.736348465907133e-08,0.0,0.0,3.2331666619760736e-09,4.073673404181651e-14,4.7185654089361985e-12,3.901351714236312e-11,5.110435328951877e-18,2.924260233748075e-25,3.0690810434424533e-15,7.497698179590379e-09,4.433731200499886e-12,2.3868809281097255e-12,2.711398688522202e-23,5.840804967836356e-32,7.523703676822953e-20,4.547215681577515e-19,2.718215646852786e-07,1.2871808261218977e-23,1.970791099927752e-18,1.420358389772069e-25,5.737473438590501e-29,3.538566102122837e-21,3.737042433789046e-27,1.2158397609778007e-26,1.561703610272617e-21,5.62677278496077e-31,1.1822701555601443e-32,5.369744511285052e-34,3.76,0.0,0.8950936644102573,0.9999999966217074,7.900558964356158e-13,1.021421439685602e-15,3.2413974234534676e-09,2.794686211888629e-07,3.5466537531389035e-17,5.409586325813687e-16,9.880095423664185e-11,8.736039915337189e-08,8.885278851207396e-14,1.4622747157773058e-14,1.295135768425203e-16,1.1237054679835117e-15
6.808202420624434e-10,0.8185917628213522,2.0966183742495597e-10,2.9154086449364454e-12,4.703115214328361e-12,9.206318685221271e-08,0.0,0.0,3.407076438935721e-09,4.5236620077447967e-14,5.5130892177430575e-12,4.722342644582566e-11,6.00915556552411e-18,3.432193174765818e-25,3.4034555726538404e-15,8.30867879902669e-09,5.180270098471532e-12,2.7887903272092456e-12,3.514387464226981e-23,7.982698981659149e-32,9.744197828794683e-20,5.887860573856699e-19,2.8601821256224797e-07,1.66982959972684e-23,2.425311162501106e-18,1.9387498759770494e-25,7.837941331584786e-29,4.616404203467809e-21,5.375466099622703e-27,1.6715923171506732e-26,1.9335192684332864e-21,8.083220892224766e-31,1.701887100076345e-32,7.769884118161619e-34,3.76,0.0,0.8950936445033809,0.9999999964233686,9.239839774921885e-13,1.2579892341571032e-15,3.416320278787654e-09,2.9450139886814676e-07,4.193604661817797e-17,6.290064203709343e-16,1.1379658857743986e-10,9.205956333158483e-08,9.867332015691314e-14,1.6223034843704095e-14,1.4561046872625477e-16,1.246052242346486e-15
7.155726137492625e-10,0.8185917656790271,2.4449330315130576e-10,3.376090355570425e-12,5.451584467581583e-12,9.676294983187841e-08,0.0,0.0,3.5809860437891417e-09,4.99721429051305e-14,6.3911807986664515e-12,5.6602869061334065e-11,7.010627737320671e-18,3.9989393330735684e-25,3.754626619703304e-15,9.159465256566753e-09,6.005325273625184e-12,3.2329725283077187e-12,4.4961459260738556e-23,1.0741852420429108e-31,1.2456473046414238e-19,7.524957050851576e-19,3.0017240900801486e-07,2.1381611907957708e-23,2.9536746309673104e-18,2.6052367780132685e-25,1.054108530095379e-28,5.944193065671473e-21,7.592526585910584e-27,2.2623770671396048e-26,2.3689254961612694e-21,1.1402219128177787e-30,2.4055077918939653e-32,1.1039519420759339e-33,3.76,0.0,0.8950936245964132,0.9999999962224609,1.0721913597449674e-12,1.5332647865535883e-15,3.591334648502928e-09,3.0953417612818965e-07,4.918741051637662e-17,7.25691946145542e-16,1.300634414424998e-10,9.67587271828677e-08,1.0900927239566991e-13,1.7904877324412573e-14,1.6282709808266783e-16,1.3745303973788314e-15
7.59126743069714e-10,0.8185917692607316,2.935018447028407e-10,4.0188795878999145e-12,6.495778228651436e-12,1.02653116580192e-07,0.0,0.0,3.798941683664928e-09,5.623973824525434e-14,7.615770917309467e-12,7.015122753141778e-11,8.420293932261293e-18,4.798878855869366e-25,4.218351684679158e-15,1.0281541950700039e-08,7.155943754243364e-12,3.8524309953105234e-12,6.022114257616633e-23,1.528072206445924e-31,1.6667683195471718e-19,1.006596831942272e-18,3.178517089499788e-07,2.866976975720974e-23,3.7315587157150296e-18,3.698907355644173e-25,1.4981717409769557e-28,8.02565197468036e-21,1.1438121200486534e-26,3.240888959492016e-26,3.0152713233347517e-21,1.7149186975877784e-30,3.62704271434736e-32,1.6754505251814518e-33,3.76,0.0,0.8950935996474569,0.9999999959668544,1.2791867761290366e-12,1.9389975010999784e-15,3.81081222177731e-09,3.283743148762644e-07,5.945835243589159e-17,8.595566019747078e-16,1.5228151150555288e-10,1.026480511081183e-07,1.226910266369515e-13,2.012752251776875e-14,1.8602609571119045e-16,1.5441647127321594e-15
8.026808723901655e-10,0.8185917728427552,3.4884784892953743e-10,4.738456908898725e-12,7.664424589509024e-12,1.0854339202198781e-07,0.0,0.0,4.01689721777645e-09,6.287742025770189e-14,8.985683890131775e-12,8.586796564363618e-11,1.0013417970947032e-17,5.707077876252097e-25,4.70822067769063e-15,1.1465232901453874e-08,8.44309856864853e-12,4.5454011596013675e-12,7.934183659306184e-23,2.1317486239518266e-31,2.19381434413112e-19,1.3244982513329545e-18,3.3546479407460914e-07,3.781420093539483e-23,4.652544083971477e-18,5.149079936604939e-25,2.0877071651762726e-28,1.0658148556411746e-20,1.6841117951490046e-26,4.551633089131221e-26,3.78748816110856e-21,2.5208050398650592e-30,5.344995161819199e-32,2.4851862654588095e-33,3.76,0.0,0.8950935746983385,0.9999999957067798,1.511125162196895e-12,2.4199698710639014e-15,4.0304520858688796e-09,3.472144529759337e-07,7.114183976858229e-17,1.0081131453676176e-15,1.7657562538406957e-10,1.0853737451986085e-07,1.371829304498528e-13,2.2477549419753827e-14,2.1107803898083872e-16,1.7233350481506992e-15
8.46235001710617e-10,0.8185917764251254,4.1094022740990924e-10,5.539106650934284e-12,8.964313866649381e-12,1.1443378372276157e-07,0.0,0.0,4.234852741970714e-09,6.98851752121862e-14,1.0508654398268321e-11,1.0394219358950856e-10,1.1802578225549568e-17,6.733447845238504e-25,5.224103576618518e-15,1.2710037125524886e-08,9.874055591481635e-12,5.315795648476347e-12,1.0300453700334028e-22,2.9225492868389982e-31,2.8452818654635346e-19,1.7173065678898864e-18,3.530119205432645e-07,4.914605502137374e-23,5.7328285406189695e-18,7.042312587809514e-25,2.858305361366234e-28,1.394611067358058e-20,2.4291695716552428e-26,6.280160070960842e-26,4.70145155549593e-21,3.629951956613064e-30,7.716567250642284e-32,3.611176934125334e-33,3.76,0.0,0.8950935497490474,0.9999999954419994,1.7693997108663453e-12,2.984839076723212e-15,4.250264753666184e-09,3.6605459043334094e-07,8.434330408995909e-17,1.171954823573402e-15,2.029825785112158e-10,1.144266974180935e-07,1.5248534009479626e-13,2.4954571153079624e-14,2.3803491549778104e-16,1.9119892644294116e-15
8.897891310310685e-10,0.8185917800078706,4.80188780120287e-10,6.4251048502478785e-12,1.0402205056537104e-11,1.2032429940377329e-07,0.0,0.0,4.45280835502583e-09,7.726298954359437e-14,1.219235415968273e-11,1.245659496992988e-10,1.3800573328718094e-17,7.88880560085221e-25,5.7658722379118484e-15,1.4015456656326649e-08,1.1456021463141014e-11,6.167495242580069e-12,1.3196295646891823e-22,3.944452109828428e-31,3.641600917485732e-19,2.1972818616029016e-18,3.704933434935521e-07,6.303271464765883e-23,6.98940263198871e-18,9.479662950840817e-25,3.8515979880791875e-28,1.8006723484219215e-20,3.4394891547286567e-26,8.52777749739031e-26,5.774081348021142e-21,5.1310766013579056e-30,1.0935823488113708e-31,5.15084807373515e-33,3.76,0.0,0.8950935247995733,0.9999999951722772,2.0553997056700906e-12,3.642709220934903e-15,4.470260880134892e-09,3.848947272550151e-07,9.917008774219772e-17,1.3516522945477953e-15,2.3153439921295676e-10,1.2031601980281438e-07,1.685986345472199e-13,2.755820887304935e-14,2.669484256623566e-16,2.1100755103857678e-15
9.3334326035152e-10,0.8185917835910188,5.570037392211211e-10,7.400719540766894e-12,1.1984826278056116e-11,1.2621494694301047e-07,0.0,0.0,4.670764158484568e-09,8.501084985802235e-14,1.4044392312270437e-11,1.4793373383896737e-10,1.602042268684305e-17,9.184988332100034e-25,6.333400507001675e-15,1.5380996527412128e-08,1.3196143954900387e-11,7.1043490696805146e-12,1.6704761330957137e-22,5.249004412937311e-31,4.605237668107745e-19,2.7778974915368053e-18,3.879093170437789e-07,7.987997429362865e-23,8.440037800170032e-18,1.2578302828854266e-24,5.115949232185332e-28,2.2970891043950993e-20,4.7889582666238277e-26,1.1413571002552708e-25,7.023361345864889e-21,7.132219724128433e-30,1.5240462975971534e-31,7.224514289547693e-33,3.76,0.0,0.8950934998499049,0.9999999948973788,2.370510559225336e-12,4.403127739274824e-15,4.690451263388734e-09,4.0373486344787104e-07,1.1573132879958927e-16,1.5477543305962583e-15,2.6225882649975287e-10,1.2620534167402152e-07,1.8552321589814763e-13,3.0288091846632615e-14,2.978699843158718e-16,2.3175422212088885e-15
9.768973896719716e-10,0.8185917871745989,6.417954746942824e-10,8.470210925239612e-12,1.3718875106100256e-11,1.3210573437505724e-07,0.0,0.0,4.8887202565366535e-09,9.312874293622722e-14,1.607231583340773e-11,1.742422003879446e-10,1.8475366003954724e-17,1.0634963636271845e-24,6.926564306917566e-15,1.6806164754860103e-08,1.510151236665716e-11,8.130174816873439e-12,2.0916803235812452e-22,6.8961066016504665e-31,5.760744726560994e-19,3.473868939177952e-18,4.0526009429728563e-07,1.0013332068321501e-22,1.0103275187517934e-17,1.6472958547587675e-24,6.7070776055159674e-28,2.898392831335684e-20,6.567001534981725e-26,1.5076411578529072e-25,8.468348549181315e-21,9.763780862156758e-30,2.0918014866393787e-31,9.979513217956807e-33,3.76,0.0,0.8950934749000317,0.9999999946170716,2.7161138406461076e-12,5.276081201469113e-15,4.9108468446545646e-09,4.2257499901920984e-07,1.3413787647591414e-16,1.7607883657794903e-15,2.9517962934212187e-10,1.320946630317129e-07,2.0325950954624542e-13,3.3143857481487e-14,3.308507224207444e-16,2.53433811677334e-15
9.999999999999999e-10,0.81859179075864,6.901501161611191e-10,9.077066565633984e-12,1.470242232219503e-11,1.3523047050612073e-07,0.0,0.0,5.0043318340199025e-09,9.758494395836096e-14,1.7221952889240457e-11,1.8945860159987308e-10,1.9877576345183958e-17,1.1471319932708918e-24,7.251562397570339e-15,1.7586158533815215e-08,1.618166786269357e-11,8.711719199854552e-12,2.347024807583283e-22,7.932177217443578e-31,6.460613557552023e-19,3.895290801613346e-18,4.144371674958539e-07,1.124241006195119e-22,1.107838582700496e-17,1.891382988028925e-24,7.705211220886138e-28,3.265358126738816e-20,7.719997241165827e-26,1.7388845733618185e-25,9.321111756257446e-21,1.1467761829702664e-29,2.4602682395876095e-31,1.1777141119631601e-32,3.76,0.0,0.8950934616656723,0.9999999944661127,2.912282379090853e-12,5.788354451963777e-15,5.0278393308626865e-09,4.325684555880672e-07,1.4468878608850354e-16,1.8808359248661575e-15,3.1354051129109305e-10,1.3521856171750666e-07,2.1299707545984757e-13,3.470962775096533e-14,3.491980779035434e-16,2.653103349389274e-15
1.0204515189924232e-09,0.81859179075864,7.349741001472943e-10,9.637831632638025e-12,1.5611018950217652e-11,1.3799666989205344e-07,0.0,0.0,5.106676755876507e-09,1.0161665573986962e-13,1.828360985217872e-11,2.036897557667947e-10,2.117886472044215e-17,1.2252954355434758e-24,7.545241758937953e-15,1.829047232337308e-08,1.7179157824653143e-11,9.248758888510983e-12,2.5931736397317066e-22,8.955176454118174e-31,7.134877849978481e-19,4.301221647862151e-18,4.225459273464655e-07,1.2428038606476718e-22,1.1998414979537672e-17,2.1317666585663033e-24,8.688815187587975e-28,3.6206626674086897e-20,8.880743830969314e-26,1.96771927375718e-25,1.0129196488139161e-20,1.3181529923920205e-29,2.8314381650619247e-31,1.359430070348687e-32,3.76,0.0,0.8950934499499421,0.9999999943311253,3.0935873173555312e-12,6.271992579689287e-15,5.131458709334439e-09,4.4141513397671974e-07,1.5450217877199864e-16,1.9912611697917168e-15,3.3031701826150796e-10,1.3798398387588637e-07,2.2180796469602354e-13,3.612515142964614e-14,3.6594148848503845e-16,2.760412200212376e-15
1.0640056483128748e-09,0.8185917943431711,8.369493287740264e-10,1.09078267772438e-11,1.766789528371901e-11,1.4388776184261348e-07,0.0,0.0,5.324633765631646e-09,1.1047457541269964e-13,2.0685698089181676e-11,2.3647640010725295e-10,2.4144600778178558e-17,1.405454895920687e-24,8.189313254562746e-15,1.983343316820428e-08,1.9436053696732458e-11,1.0463856628648344e-11,3.185729534292774e-22,1.1505884179075828e-30,8.75660061076857e-19,5.277292823548461e-18,4.397670672769164e-07,1.5285146411429816e-22,1.4145506025656597e-17,2.728711212571059e-24,1.1133693439137922e-27,4.481572782798294e-20,1.185757491374983e-25,2.5400944720494478e-25,1.202715561557504e-20,1.7570192358621907e-29,3.784015072373637e-31,1.8283627111271694e-32,3.76,0.0,0.8950934249996253,0.9999999940393113,3.5043049729603826e-12,7.401716654206172e-15,5.3522980860089e-09,4.6025526832847367e-07,1.7693822575927546e-16,2.2396592494319128e-15,3.6768781650542046e-10,1.4387330420653977e-07,2.411690543758946e-13,3.923162757499887e-14,4.0319285023287783e-16,2.9957137562399876e-15
1.1075597776333264e-09,0.8185917979282218,9.481300400717415e-10,1.228443425245653e-11,1.989611203390972e-11,1.497790187333379e-07,0.0,0.0,5.542591397212464e-09,1.1970248928870684e-13,2.328594310389122e-11,2.7280328822842413e-10,2.7386479677119816e-17,1.6056845429873599e-24,8.858661604363593e-15,2.1434564163402886e-08,2.187911582934577e-11,1.1779192446169226e-11,3.881027839522858e-22,1.4639779729375168e-30,1.0657250658670498e-18,6.42082808178257e-18,4.5692376417136497e-07,1.8642286768495165e-22,1.6565335215616065e-17,3.457870948899329e-24,1.4123850190458094e-27,5.500529766573057e-20,1.564759643341675e-25,3.245942829358618e-25,1.4184607133759256e-20,2.314681285857308e-29,4.998208994585913e-31,2.430326558282852e-32,3.76,0.0,0.8950934000490698,0.9999999937414027,3.949637060976643e-12,8.67653821605947e-15,5.5733763480610015e-09,4.790954020829317e-07,2.0156141760387053e-16,2.5064496144528066e-15,4.073059062950781e-10,1.497626240236708e-07,2.6134327617671693e-13,4.246294819429073e-14,4.42655095895709e-16,3.2401923498600516e-15
1.151113906953778e-09,0.8185918015138214,1.0689242928168184e-09,1.3771884662286561e-11,2.2302247726297776e-11,1.5567044922630474e-07,0.0,0.0,5.760549764282984e-09,1.2930038488969242e-13,2.6091646846067486e-11,3.128727234463871e-10,3.0918627077341195e-17,1.8278559256647016e-24,9.553172077912217e-15,2.3093385099951884e-08,2.451520306627072e-11,1.3198460093672241e-11,4.691630048743345e-22,1.8460779472472372e-30,1.2870459237413169e-18,7.751933174552946e-18,4.740162671140766e-07,2.2561601078264167e-22,1.927941695138098e-17,4.341372139511051e-24,1.7751528072127387e-27,6.698678448847151e-20,2.0426790228615914e-25,4.1093357806524735e-25,1.66250461943813e-20,3.0165156796962865e-29,6.5308380664754985e-31,3.1956743345239524e-32,3.76,0.0,0.895093375098264,0.9999999934371746,4.430950105079683e-12,1.0108165912586447e-14,5.794705011240208e-09,4.97935535248936e-07,2.2848854617579694e-16,2.792079996426261e-15,4.491822511208764e-10,1.5565194332727712e-07,2.823311519034475e-13,4.581878385553388e-14,4.84378236128208e-16,3.493797824438624e-15
1.1946680362742296e-09,0.8185918051,1.199738863651864e-09,1.5374401640660905e-11,2.4892851884821603e-11,1.6156206214095482e-07,0.0,0.0,5.97850898260455e-09,1.3926824993486056e-13,2.9110050862489353e-11,3.5688769203886077e-10,3.475539310721028e-17,2.0740184407916763e-24,1.027273257540405e-14,2.4809418675293617e-08,2.7351117447608057e-11,1.4725322772050154e-11,5.631057585840449e-22,2.3087216642774793e-30,1.5432354864604411e-18,9.292192310659413e-18,4.910448241947847e-07,2.7110145896477393e-22,2.2309982353874906e-17,5.4039612378573395e-24,2.2120107596464178e-27,8.099063494355682e-20,2.6399784721251567e-25,5.1575330161594e-25,1.937312361135956e-20,3.8919477047864173e-29,8.448274723885467e-31,4.16008329687769e-32,3.76,0.0,0.8950933501471964,0.999999993126404,4.949606962211505e-12,1.1708731067446237e-14,6.0162957356687384e-09,5.167756678357137e-07,2.5783764788443583e-16,3.09697968789087e-15,4.933253673147717e-10,1.6154126211735642e-07,3.041332284967747e-13,4.9298813622142853e-14,5.284120052302523e-16,3.756480300484222e-15
1.2382221655946812e-09,0.8185918086867867,1.3409791068270475e-09,1.7096201913847533e-11,2.7674445247168117e-11,1.6745386645323606e-07,0.0,0.0,6.196469169968611e-09,1.496060723433287e-13,3.2348336692048516e-11,4.0505171027724424e-10,3.8911352668732673e-17,2.346413724283434e-24,1.1017233730387832e-14,2.6582190476653342e-08,3.03936045828334e-11,1.6363413330325205e-11,6.713811315310403e-22,2.8653339769149307e-30,1.8381603893874484e-18,1.1064690489201997e-17,5.080096825128613e-07,3.2360018025445615e-22,2.5679968804082616e-17,6.673183886258817e-24,2.7344909183321776e-27,9.726706425178817e-20,3.380340332994116e-25,6.421269264588408e-25,2.2454654398010124e-20,4.9749345362162597e-29,1.0827574500613853e-30,5.365318796506075e-32,3.76,0.0,0.895093325195855,0.9999999928088689,5.50696685080718e-12,1.3490783771958338e-14,6.238160325079998e-09,5.356157998528753e-07,2.8972793468212485e-16,3.4215600006081533e-15,5.397414885573667e-10,1.6743058039390608e-07,3.2675007825131487e-13,5.290272508683547e-14,5.748058627403402e-16,4.028190174048909e-15
1.2817762949151327e-09,0.8185918122742114,1.493048746802161e-09,1.8941495416355747e-11,3.0653520019512637e-11,1.733458712952988e-07,0.0,0.0,6.414430446110612e-09,1.6031384023777637e-13,3.5813626224226857e-11,4.5756860600714724e-10,4.34013061739646e-17,2.647489691751325e-24,1.1786569019591582e-14,2.841122896564173e-08,3.364935399008557e-11,1.8116334446966406e-11,7.955399740579322e-22,3.531076596668171e-30,2.175947561279252e-18,1.3094050503697231e-17,5.249110881813683e-07,3.838851943742627e-22,2.9413009638493915e-17,8.179565313390711e-24,3.355399456146745e-27,1.1608693025025802e-19,4.290988995753885e-25,7.935027977053456e-25,2.5896631276240593e-20,6.304406021172883e-29,1.3757546596138434e-30,6.859918265822334e-32,3.76,0.0,0.8950933002442278,0.9999999924843506,6.104385383468956e-12,1.5467289470469703e-14,6.4603107266092516e-09,5.544559313104124e-07,3.2427971229705993e-16,3.76621478465959e-15,5.884347947669456e-10,1.733198981569236e-07,3.5018229913041305e-13,5.663021442990916e-14,6.236089949406839e-16,4.308878115218967e-15
1.3253304242355843e-09,0.8185918158623042,1.656349906375826e-09,2.0914485221318835e-11,3.383653999061014e-11,1.792380859532924e-07,0.0,0.0,6.632392932690644e-09,1.7139154194344857e-13,3.9512982175114113e-11,5.146425301951928e-10,4.824027805941664e-17,2.9799149470336635e-24,1.2580634835332832e-14,3.029606545897142e-08,3.71249995436835e-11,1.998765887064806e-11,9.37232943360069e-22,4.3229957097881784e-30,2.560980129888001e-18,1.5406407224785754e-17,5.417492863312734e-07,4.527814627234073e-22,3.353342413339113e-17,9.956770464453086e-24,4.0888903049810174e-27,1.3774211255654125e-19,5.403126716678407e-25,9.737349854850054e-25,2.972721706623058e-20,7.924851344847582e-29,1.7339898011804574e-30,8.700178982470411e-32,3.76,0.0,0.895093275292303,0.9999999921526311,6.743214578180867e-12,1.7651623850955325e-14,6.682759028669315e-09,5.732960622186947e-07,3.61614352100568e-16,4.1313206837726446e-15,6.394074144556444e-10,1.7920921540640637e-07,3.7443051464635567e-13,6.048098637118526e-14,6.748703165944563e-16,4.59849506636861e-15
1.368884553556036e-09,0.8185918194510948,1.83128275779069e-09,2.3019367774548207e-11,3.722994085693885e-11,1.8513051986847947e-07,0.0,0.0,6.8503567531708775e-09,1.8283916599578854e-13,4.3453408321064906e-11,5.764776022745398e-10,5.344352025230401e-17,3.3465946420892246e-24,1.3399330639962168e-14,3.2236234117237427e-08,4.082711969731182e-11,2.1980929538443182e-11,1.0982168296829882e-21,5.260232280154625e-30,2.997913620685184e-18,1.8029501334311735e-17,5.585245211152739e-07,5.311692294233337e-22,3.8066207279565146e-17,1.2041825358239358e-23,4.950563469502806e-27,1.6254691373328217e-19,6.752249879706852e-25,1.1871133015877803e-24,3.3975778154450995e-20,9.886748784891345e-29,2.1690630818274968e-30,1.0950832409908861e-31,3.76,0.0,0.8950932503400681,0.9999999918134944,7.42480291240528e-12,2.0057571205261794e-14,6.90551746217576e-09,5.921361925884699e-07,4.0185416745973225e-16,4.517237853444372e-15,6.926597862075026e-10,1.8509853214235165e-07,3.9949537461294593e-13,6.445475433375555e-14,7.286384721873118e-16,4.89699224091917e-15
