Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3F(1),O2(2),H2O(3),CH4(4),CH2F(45),HF(38),C1OO1(156),CH2O2(158),CHO2(146),CHF(39),CHFO(46),S(139),CHFO2(186),CHFO2(165),CFO2(148),F(37),CH2FO(131),CH2CHF(55),O2(128),C2H4F(61)
8.786354858339365e-10,0.8989616110859695,4.371726746454515e-09,3.9520451696709025e-11,5.951371952133329e-11,1.3325910575762941e-06,0.0,0.0,2.5110052707418907e-08,9.608297448671746e-13,6.835501690824677e-11,6.94689098874819e-10,4.0870001227569225e-16,2.254223011697415e-22,1.6239571344227362e-13,8.496769011973901e-08,2.4016524576073e-09,3.4599587817355526e-11,9.182692137238468e-21,8.794412702085232e-27,9.44818631634787e-17,1.0477390061933456e-16,2.483756185508726e-06,1.2354690807891967e-21,5.7527236958344455e-15,2.0461771559486225e-23,7.601334460817053e-20,3.477308121617556e-17,1.5789561835227803e-21,1.911419103409503e-21,1.4504020768137502e-18,1.3404177853373034e-26,3.489657867946771e-23,2.0841472494133555e-29,3.76,0.0,0.7901124975943057,0.9974092503725704,1.1575941116648918e-11,2.6400252118661447e-12,2.566880764089942e-08,2.5712177518422063e-06,5.015031165455298e-16,6.263721811164857e-15,1.3269717339107007e-09,1.3307045032551794e-06,1.1290000565788652e-12,8.703471400167485e-14,2.64872992461456e-15,1.9012880252465805e-14,1.6657675244806716e-09,2.098247746851085e-09,3.6363584244551333e-13,6.304024775702381e-11,0.0025907207213400436,4.590749341119568e-19
8.892640155651663e-10,0.8989616187437376,4.514510604247588e-09,4.091459066666308e-11,6.168042392854758e-11,1.348712362356567e-06,0.0,0.0,2.5413496897686808e-08,9.841969466097215e-13,7.083178911863959e-11,7.253942508755155e-10,4.241497957888997e-16,2.34035398476255e-22,1.662812668397345e-13,8.698156229918224e-08,2.4364033355144456e-09,3.585302094691076e-11,9.744363560032401e-21,9.299148352219228e-27,9.83592623101269e-17,1.1114729403204322e-16,2.5127583968801707e-06,1.311512876843841e-21,5.8967031389616066e-15,2.1970276576373247e-23,7.879883814032996e-20,3.6152004888450756e-17,1.6418434921928124e-21,1.9884096589799094e-21,1.5069387914697541e-18,1.4236331006302994e-26,3.660952633503234e-23,2.2200933465940237e-29,3.76,0.0,0.7901124500286318,0.9974002034255186,1.1999688543968724e-11,2.707648639914704e-12,2.598849597822312e-08,2.602322465964292e-06,5.204441551551631e-16,6.479054613330369e-15,1.3695210706987106e-09,1.346779135152862e-06,1.1581529935870975e-12,8.912414497955319e-14,2.716889970258643e-15,1.9414048681702342e-14,1.7061238669575143e-09,2.12295832715193e-09,3.7095892058002916e-13,6.457390119488322e-11,0.0025997672474349573,4.753003872390111e-19
8.99892545296396e-10,0.8989616264016614,4.660392669851653e-09,4.2341568233279945e-11,6.389879539564742e-11,1.364833723575863e-06,0.0,0.0,2.5716937689626837e-08,1.0078445298656802e-12,7.336687740520929e-11,7.57049905369783e-10,4.3999475411305263e-16,2.4288241223153913e-22,1.7021125250475859e-13,8.90177409122379e-08,2.471356001179743e-09,3.713596086849799e-11,1.0333010513400898e-20,9.827327780834345e-27,1.0235459427041875e-16,1.178242204018835e-16,2.5417362945975037e-06,1.3912453104721792e-21,6.04264347368226e-15,2.356984410311775e-23,8.165140478268352e-20,3.7569954846633744e-17,1.706555992291611e-21,2.0676715361532442e-21,1.5650112049781961e-18,1.5109643095255365e-26,3.8384624171992566e-23,2.3632689982977324e-29,3.76,0.0,0.7901124024626685,0.9973913837616508,1.2433622606068021e-11,2.7762463395512964e-12,2.630848420611599e-08,2.6334272189318768e-06,5.398653207314781e-16,6.698932344434269e-15,1.4128448559842685e-09,1.3628532319980271e-06,1.1877066486393688e-12,9.123784104466977e-14,2.7859823606330648e-15,1.9818137661870467e-14,1.7469590312911307e-09,2.1476568446176295e-09,3.7832682155544065e-13,6.61259691721591e-11,0.0026085864880534583,4.918896640141939e-19
9.105210750276258e-10,0.8989616340597438,4.8094074907103525e-09,4.3801773116099196e-11,6.616943034106706e-11,1.3809551421161396e-06,0.0,0.0,2.6020375159174697e-08,1.0317724843336267e-12,7.596092328179752e-11,7.896726916849167e-10,4.562403939794599e-16,2.5196771372639902e-22,1.741856228261759e-13,9.107618265996841e-08,2.506512681307702e-09,3.8448732125551566e-11,1.094958010402326e-20,1.0379810302349257e-26,1.0647038335770111e-16,1.248151834678673e-16,2.570689899906452e-06,1.4747982133890597e-21,6.19055406262397e-15,2.5264777530829742e-23,8.457183506997555e-20,3.9027647106048677e-17,1.773130638423473e-21,2.149251662681336e-21,1.624644269876373e-18,1.602565497445497e-26,4.0223348816724693e-23,2.5139774430267463e-29,3.76,0.0,0.7901123548964131,0.9973827856839199,1.2877862977396816e-11,2.8458239829678653e-12,2.6628775144744293e-08,2.664532010735238e-06,5.597729543131323e-16,6.92338816817869e-15,1.4569454435044116e-09,1.3789267938078324e-06,1.2176618335198221e-12,9.33757900904662e-14,2.8560089332985973e-15,2.0225115031618348e-14,1.7882728754934988e-09,2.172343436679173e-09,3.8573897327429384e-13,6.769645107255242e-11,0.002617184140223153,5.088462053307084e-19
9.211496047588555e-10,0.8989616417179878,4.961589607849901e-09,4.5295594140227784e-11,6.849292485118427e-11,1.3970766188643628e-06,0.0,0.0,2.6323809380920255e-08,1.0559807997702176e-12,7.861456705795294e-11,8.232792741880341e-10,4.728922418449923e-16,2.612957508197896e-22,1.7820433047397293e-13,9.315684430548686e-08,2.5418755982525245e-09,3.979165865273373e-11,1.1595041554704661e-20,1.0957479805887233e-26,1.1070919283338479e-16,1.321309257631405e-16,2.5996192340322196e-06,1.5623066094445957e-21,6.3404443917135764e-15,2.705952981157272e-23,8.756091928136955e-20,4.052580608871368e-17,1.8416049833054028e-21,2.233197723367865e-21,1.6858631232086176e-18,1.6985949020340446e-26,4.2127193772267526e-23,2.672531796830169e-29,3.76,0.0,0.7901123073298626,0.9973744036110465,1.3332529297198241e-11,2.9163873041249004e-12,2.694937161469793e-08,2.6956368413648004e-06,5.801734025949016e-16,7.152454876729731e-15,1.5018251165166237e-09,1.394999820599367e-06,1.2480193526178364e-12,9.553798027401203e-14,2.926971503833048e-15,2.063494896423122e-14,1.830065257682497e-09,2.1970182406038037e-09,3.9319481339480345e-13,6.928534627978318e-11,0.0026255657852033926,5.261734367348277e-19
9.317781344900853e-10,0.8989616493763957,5.116973573864716e-09,4.682342018872876e-11,7.086987460959937e-11,1.4131981547123763e-06,0.0,0.0,2.6627240427483772e-08,1.0804694660127614e-12,8.132844777078067e-11,8.578863721117464e-10,4.899558434473066e-16,2.7087104686937733e-22,1.8226732839632308e-13,9.52596826778965e-08,2.57744696998201e-09,4.116506374146483e-11,1.2270384540663897e-20,1.1561245104450643e-26,1.1507362161339474e-16,1.3978240842506305e-16,2.628524318177686e-06,1.6539084993520252e-21,6.492324073578405e-15,2.895870328151292e-23,9.061944743964253e-20,4.206516430872429e-17,1.9120171485376148e-21,2.319558128310683e-21,1.748693080835858e-18,1.799214798636589e-26,4.409766950804518e-23,2.8392549066937065e-29,3.76,0.0,0.7901122597630142,0.9973662321302086,1.3797741158754166e-11,2.987942099481835e-12,2.727027643623198e-08,2.7267417108111374e-06,6.010730193082899e-16,7.386164860830036e-15,1.5474860659695048e-09,1.4110723123896105e-06,1.278780001107959e-12,9.772440002195047e-14,2.9988718636596182e-15,2.104760800177153e-14,1.872336036122251e-09,2.221681393493701e-09,4.006937911970857e-13,7.089265417759177e-11,0.002633736835796317,5.43874767466712e-19
9.42406664221315e-10,0.8989616570349701,5.275593931160394e-09,4.838564025429081e-11,7.330087497455725e-11,1.4293197505570386e-06,0.0,0.0,2.6930668370244627e-08,1.1052384729528669e-12,8.41032032602609e-11,8.935107357554333e-10,5.074367643780184e-16,2.806982053899923e-22,1.8637456982889298e-13,9.738465466791737e-08,2.6132290101284095e-09,4.256927007801779e-11,1.2976621339839596e-20,1.219204067976775e-26,1.195663083728437e-16,1.477808362279817e-16,2.657405173525406e-06,1.7497451549918272e-21,6.646202842951841e-15,3.096705638958922e-23,9.37482093126066e-20,4.364646287947089e-17,1.9844058740652952e-21,2.408382069040729e-21,1.813159644986647e-18,1.904591760756827e-26,4.6136303337907353e-23,3.014479981394429e-29,3.76,0.0,0.7901122121958655,0.9973582659354622,1.4273618121103913e-11,3.0604942269840804e-12,2.7591492430148232e-08,2.757846619064973e-06,6.224781633356871e-16,7.624550147486114e-15,1.5939304165159284e-09,1.4271442691954791e-06,1.3099445671873056e-12,9.993503802333676e-14,3.0717117828203983e-15,2.1463061011698935e-14,1.9150850691778826e-09,2.2463330322877314e-09,4.0823536529552396e-13,7.251837414973721e-11,0.0026417025979257208,5.619535918288101e-19
9.530351939525445e-10,0.8989616646937149,5.4374852275416114e-09,4.998264339636284e-11,7.578652091515548e-11,1.4454414073001054e-06,0.0,0.0,2.7234093278797735e-08,1.1302878105561106e-12,8.693947010743511e-11,9.301691637563153e-10,5.253405896806343e-16,2.9078190941834214e-22,1.9052600829178565e-13,9.953171723118745e-08,2.649223927957365e-09,4.4004599712253226e-11,1.371478537003789e-20,1.2850827148184864e-26,1.241899286287504e-16,1.5613763969399663e-16,2.686261821236242e-06,1.8499609317615973e-21,6.80209055959873e-15,3.308950417884655e-23,9.694799441243274e-20,4.527045124639202e-17,2.0588104936866068e-21,2.4997194921681427e-21,1.879288499280104e-18,2.0148965726903722e-26,4.824463949788762e-23,3.198550511822354e-29,3.76,0.0,0.790112164628413,0.9973504998736582,1.476027969925436e-11,3.1340496066987676e-12,2.7913022417133743e-08,2.788951566117178e-06,6.443951998978027e-16,7.867642373682214e-15,1.6411602074246303e-09,1.4432156910337986e-06,1.3415138304799017e-12,1.0216988323424698e-13,3.1454930080654973e-15,2.188127721653855e-14,1.9583122153404784e-09,2.270973293760295e-09,4.1581900526541457e-13,7.416250557999875e-11,0.0026494682247211808,5.804132883590263e-19
9.636637236837742e-10,0.8989616723526311,5.602682007336559e-09,5.1614818761102794e-11,7.832740704145808e-11,1.4615631258482858e-06,0.0,0.0,2.7537515221245435e-08,1.1556174688514886e-12,8.983788366399077e-11,9.678784934064372e-10,5.436729240979455e-16,3.01126924241546e-22,1.9472159759491453e-13,1.0170082738659948e-07,2.6854339283904552e-09,4.547137407258254e-11,1.44859321040679e-20,1.3538591850183996e-26,1.28947196454739e-16,1.648644855186165e-16,2.7150942824501005e-06,1.954703397512632e-21,6.959997206324487e-15,3.533112259943731e-23,1.0021959199634343e-19,4.69378874253627e-17,2.1352709588603733e-21,2.593621126797998e-21,1.947105511979784e-18,2.1303043663446738e-26,5.0424239092977527e-23,3.391820645055926e-29,3.76,0.0,0.7901121170606545,0.997342928919771,1.5257845368744096e-11,3.208614220368119e-12,2.823486921811274e-08,2.820056551958772e-06,6.668304997334887e-16,8.115472802218097e-15,1.6891774031330419e-09,1.4592865779213218e-06,1.3734885629614036e-12,1.044289248749795e-13,3.220217264025798e-15,2.2302226175670268e-14,2.0020173332117003e-09,2.29560231452208e-09,4.2344419070110613e-13,7.582504785217481e-11,0.0026570387411887376,5.992572204407318e-19
9.742922534150038e-10,0.8989616800117228,5.771218810112652e-09,5.328255558198834e-11,8.092412760564813e-11,1.4776849071132371e-06,0.0,0.0,2.7840934264231157e-08,1.1812274379302025e-12,9.279907805358108e-11,1.0066555993341516e-09,5.624393921142202e-16,3.1173809891929493e-22,1.9896129184030076e-13,1.0389194221612213e-07,2.7218612120107166e-09,4.696991396663511e-11,1.5291139237916025e-20,1.4256349357229094e-26,1.3384086474655276e-16,1.7397327814401475e-16,2.7439025782860552e-06,2.0641233613340895e-21,7.119932888529439e-15,3.769715132672078e-23,1.0356379106685774e-19,4.864953807766359e-17,2.2138278468354523e-21,2.690138494401472e-21,2.0166367366536713e-18,2.2509946831030387e-26,5.2676680085209797e-23,3.594655397562725e-29,3.76,0.0,0.7901120694925867,0.9973355481740446,1.5766434565774947e-11,3.284194111306004e-12,2.8557035654285422e-08,2.851161576580926e-06,6.897904389132824e-16,8.368072324351229e-15,1.7379838946046218e-09,1.4753569298747335e-06,1.4058695290974512e-12,1.067121524294419e-13,3.2958862534167628e-15,2.2725877782078048e-14,2.0462002814986757e-09,2.3202202310202173e-09,4.3111041107329757e-13,7.750600035008308e-11,0.002664419047064518,6.184887364558984e-19
9.955493128774633e-10,0.898961695330442,6.118450605288728e-09,5.672627097419652e-11,8.628744728701969e-11,1.5099286614648572e-06,0.0,0.0,2.8447763911470252e-08,1.233288269100005e-12,9.891233970874021e-11,1.0874808108052336e-09,6.012973260864405e-16,3.3377875828992594e-22,2.0757281305175375e-13,1.0834001453904101e-07,2.7953764095103263e-09,5.006357049386013e-11,1.7008158447262997e-20,1.5786042208383885e-26,1.4404861141271328e-16,1.9338552807690302e-16,2.8014467581973807e-06,2.297615534432717e-21,7.445932389274049e-15,4.282424511266116e-23,1.10473148406801e-19,5.2208593453590614e-17,2.377396413588004e-21,2.8912305782595447e-21,2.1609469698267837e-18,2.5089637253797448e-26,5.740648226762155e-23,4.0305353336857724e-29,3.76,0.0,0.7901119743555128,0.9973213383026787,1.681716109340315e-11,3.4384242049970536e-12,2.9202338718827295e-08,2.9133717421323223e-06,7.373097642998422e-16,8.88770038588941e-15,1.8379719763929742e-09,1.5074960290456443e-06,1.471853184169227e-12,1.1135112452798763e-13,3.450065136011613e-15,2.3581170141917774e-14,2.1359991046453696e-09,2.369423296197926e-09,4.4656396234318993e-13,8.092313355846274e-11,0.002678628031356977,6.581278404150491e-19
9.999999999999999e-10,0.8989617106498953,6.192886812164056e-09,5.7465794155986216e-11,8.743940925193298e-11,1.5166797157290557e-06,0.0,0.0,2.857481720393531e-08,1.2443304258302594e-12,1.0022488627390925e-10,1.1049655093318869e-09,6.09660131676033e-16,3.3853456584256744e-22,2.0939812537303319e-13,1.0928241774720333e-07,2.8108814043180467e-09,5.072779066013153e-11,1.7386307029979374e-20,1.6122843072683638e-26,1.4625846469973941e-16,1.9765882649459698e-16,2.813482833065118e-06,2.3490678001213986e-21,7.515228862543587e-15,4.396766869461149e-23,1.119575466605267e-19,5.2977139880065425e-17,2.4127574230291677e-21,2.934725129740254e-21,2.1920630175125303e-18,2.5658859388517054e-26,5.843568433772672e-23,4.127123376790658e-29,3.76,0.0,0.7901119544360713,0.9973184535693724,1.7042888554563897e-11,3.471237925178718e-12,2.9337614158430396e-08,2.9263969867785854e-06,7.475327874580295e-16,8.998950341156905e-15,1.8593088670181402e-09,1.514224867382245e-06,1.4858751500172797e-12,1.1233464294118279e-13,3.4828267904523033e-15,2.376157829080605e-14,2.155042500547528e-09,2.3797197125599952e-09,4.4981970538588194e-13,8.164791688175097e-11,0.0026815125776770673,6.666277027437591e-19
1.0168063723399228e-09,0.8989617106498953,6.479456777991353e-09,6.031690521805627e-11,9.18812268787879e-11,1.5421726777472585e-06,0.0,0.0,2.9054582725952754e-08,1.2864702259864686e-12,1.052843035738225e-10,1.172780483486013e-09,6.419597844382198e-16,3.569444275422517e-22,2.1636021070087042e-13,1.128755921106379e-07,2.8697870386065736e-09,5.328812337590935e-11,1.887491691436787e-20,1.7448590794818096e-26,1.548359807377185e-16,2.1447445395054018e-16,2.8588945295103435e-06,2.551710101965706e-21,7.780172336431982e-15,4.851611013880547e-23,1.1768237336998593e-19,5.595392709951477e-17,2.5498537136147383e-21,3.1034242305783716e-21,2.312431364195831e-18,2.790331136704412e-26,6.244700632576981e-23,4.5093380440254416e-29,3.76,0.0,0.7901118792171686,0.997307833442427,1.7913413993026986e-11,3.5967894608596743e-12,2.984895418756803e-08,2.975582062703676e-06,7.870042827467846e-16,9.426766380501683e-15,1.9411381715826154e-09,1.5396329886787744e-06,1.5394707675137981e-12,1.1608672065044303e-13,3.608042848731115e-15,2.444691996439914e-14,2.227707556405062e-09,2.4185835776064226e-09,4.621757659620151e-13,8.44139002760616e-11,0.002692131994575687,6.993570943843347e-19
1.0413901322750228e-09,0.8989617283677649,6.914498602398058e-09,6.46567654597125e-11,9.86440277746071e-11,1.5794631745163317e-06,0.0,0.0,2.9756354973361822e-08,1.3493730214104613e-12,1.1298266822373388e-10,1.2771877826290096e-09,6.912960850718742e-16,3.851935675100783e-22,2.2674167349858927e-13,1.1822965234628011e-07,2.9569823167055082e-09,5.7183878861069665e-11,2.123295201213511e-20,1.9549045909993176e-26,1.680651485263512e-16,2.410912050703871e-16,2.925212797518489e-06,2.8730047391827265e-21,8.177108047704911e-15,5.586637778886399e-23,1.2640203462687694e-19,6.052616370689048e-17,2.7608419555841655e-21,3.3632500873976632e-21,2.4968514735893205e-18,3.147017165417498e-26,6.868120462794993e-23,5.120989661064867e-29,3.76,0.0,0.7901117691881911,0.9972930484176321,1.923925183679859e-11,3.785161556630801e-12,3.0598430275885346e-08,3.0475284058219583e-06,8.472555284634825e-16,1.007474126145605e-14,2.0644293414695794e-09,1.5767966703296829e-06,1.6197155925413281e-12,1.2168382279927006e-13,3.795497825405578e-15,2.5460898332640378e-14,2.3361480709084064e-09,2.475385448484435e-09,4.804232290172283e-13,8.854278123355147e-11,0.002706915969328143,7.490560276074642e-19
1.0659738922101227e-09,0.8989617460866803,7.368759242762872e-09,6.920212101970143e-11,1.0572873181004031e-10,1.6167540432995786e-06,0.0,0.0,3.0458114094085525e-08,1.4137750891724264e-12,1.2104151586460852e-10,1.387973255874161e-09,7.431783119458601e-16,4.1507115011311702e-22,2.373573497440344e-13,1.2369976779050758e-07,3.045425435903682e-09,6.12620281449707e-11,2.3819132694944383e-20,2.1854473559004827e-26,1.8213830691060075e-16,2.702571780194504e-16,2.9914026047051905e-06,3.225775409593531e-21,8.585314278359028e-15,6.411601574214144e-23,1.355409380088483e-19,6.536641120612984e-17,2.9847417745749448e-21,3.6392225314835605e-21,2.691492764827617e-18,3.53975479550106e-26,7.536960432978957e-23,5.800024103827626e-29,3.76,0.0,0.7901116591574497,0.9972791083856104,2.062873152024698e-11,3.9792118489246275e-12,3.134972684167322e-08,3.1194749560933377e-06,9.10563795763601e-16,1.0749379629632435e-14,2.1920058564828284e-09,1.613957490749888e-06,1.7021625030850379e-12,1.27409950172324e-13,3.98807021793513e-15,2.648821081873927e-14,2.447139444675356e-09,2.5321332236031838e-09,4.988717969225122e-13,9.27701319884325e-11,0.0027208549375362604,8.009571469621894e-19
1.0905576521452227e-09,0.8989617638066755,7.842664850313807e-09,7.395779839267513e-11,1.1314265339261055e-10,1.6540452959271922e-06,0.0,0.0,3.115986076928153e-08,1.4796763128997151e-12,1.294685579258398e-10,1.5053491101349522e-09,7.976782859510605e-16,4.4664752729827795e-22,2.482067055643407e-13,1.2928541427495725e-07,3.135143149183997e-09,6.552647254809544e-11,2.6649368248519668e-20,2.4380808633609177e-26,1.970939967285287e-16,3.021470522200371e-16,3.0574642101496906e-06,3.612266766345823e-21,9.004929401568628e-15,7.334996608780686e-23,1.451088188719308e-19,7.04851660137992e-17,3.222130301812406e-21,3.932073795680176e-21,2.8966986225462207e-18,3.9712976820564504e-26,8.25335951108788e-23,6.552316556773165e-29,3.76,0.0,0.7901115491249089,0.9972659650571455,2.2083326711631595e-11,4.179021887119809e-12,3.2102878847223166e-08,3.1914217134249106e-06,9.770084607840573e-16,1.1451024154864854e-14,2.323883736117265e-09,1.6511154501402012e-06,1.7868202076577877e-12,1.3326500158696896e-13,4.185778790346656e-15,2.7528519919801774e-14,2.560679939012243e-09,2.588828573361735e-09,5.175161646239413e-13,9.709594491790078e-11,0.0027339971881769182,8.5510032040951225e-19
1.1151414120803227e-09,0.8989617815277856,8.336641053582581e-09,7.892862671947985e-11,1.208930970269219e-10,1.6913369443706953e-06,0.0,0.0,3.186159564814691e-08,1.547076577648343e-12,1.382714711606267e-10,1.6295282208803844e-09,8.548684099051427e-16,4.799960272740194e-22,2.59289216363816e-13,1.3498606939150368e-07,3.2261620872859132e-09,6.998109586181047e-11,2.9740262073179917e-20,2.714496588320433e-26,2.1297196029190331e-16,3.369428436520778e-16,3.1233978723637006e-06,4.0348264630136846e-21,9.436095145779242e-15,8.365891760593299e-23,1.5511540537376624e-19,7.589319924823431e-17,3.4736056576741515e-21,4.242562521104454e-21,3.1128179623791936e-18,4.4445492840109413e-26,9.0195044916705e-23,7.384138797287643e-29,3.76,0.0,0.7901114390905339,0.9972535728975681,2.3604510001579056e-11,4.384674946266528e-12,3.285792127380049e-08,3.263368677727972e-06,1.046668989998878e-15,1.2180007764890053e-14,2.4600773108775276e-09,1.6882705487004805e-06,1.8736972438556903e-12,1.3924888324070248e-13,4.388641747438958e-15,2.858149662044203e-14,2.6767678172258214e-09,2.645473163530197e-09,5.363512649573125e-13,1.0152021239968671e-10,0.0027463882556803825,9.115250401225488e-19
1.1397251720154226e-09,0.8989617992500452,8.851112884550492e-09,8.411943781135516e-11,1.2898735738242894e-10,1.7286290007427865e-06,0.0,0.0,3.2563319349763235e-08,1.6159757698368258e-12,1.4745789775351834e-10,1.7607240550438456e-09,9.148216725632515e-16,5.151930863352466e-22,2.706043670310121e-13,1.4080121248339256e-07,3.318508759120352e-09,7.462976440273309e-11,3.310912397893129e-20,3.016488803241508e-26,2.2981316027952586e-16,3.7483401551909526e-16,3.189203849296537e-06,4.495907376500824e-21,9.878956561875114e-15,9.513954499982426e-23,1.6557041849430597e-19,8.160156272791673e-17,3.739787658772299e-21,4.57147461124275e-21,3.340205278896623e-18,4.962568323468286e-26,9.837629904127676e-23,8.302179892827389e-29,3.76,0.0,0.7901113290542898,0.9972418889701585,2.519375291449508e-11,4.596256019171266e-12,3.361488912368465e-08,3.3353158489180007e-06,1.119624927425378e-15,1.2936653831312587e-14,2.600599302531234e-09,1.7254227866298055e-06,1.9628019870959328e-12,1.4536150867923928e-13,4.596676748711202e-15,2.964682017685983e-14,2.7954013444507986e-09,2.702068655260778e-09,5.553722597989951e-13,1.0604292681205265e-10,0.002758071076528711,9.702704339388604e-19
1.1643089319505226e-09,0.8989618169734894,9.386504709997843e-09,8.953506617044845e-11,1.3743271935690006e-10,1.765921477297164e-06,0.0,0.0,3.326503246480165e-08,1.686373777185092e-12,1.5703544542666191e-10,1.89915059912794e-09,9.776116526697864e-16,5.523183803404145e-22,2.821516521445009e-13,1.4673032463695184e-07,3.412209552173974e-09,7.947632706644345e-11,3.677398208915471e-20,3.3459594775848983e-26,2.476597979276264e-16,4.1601758455729125e-16,3.254882398339723e-06,4.998069782581006e-21,1.0333661991263285e-14,1.0789474658949894e-22,1.764835720563693e-19,8.762159487285817e-17,4.021318525534775e-21,4.9196240856404006e-21,3.579220691965102e-18,5.528574263452635e-26,1.071001792294125e-22,9.313567344266295e-29,3.76,0.0,0.7901112190161411,0.9972308727914151,2.6852525919937354e-11,4.813851808667685e-12,3.437381742203564e-08,3.4072632269146564e-06,1.1959558823752878e-15,1.3721276348540918e-14,2.745460899128048e-09,1.7625721641266269e-06,2.0541426588643347e-12,1.5160279876671796e-13,4.809900921675572e-15,3.07241779109748e-14,2.91657878749944e-09,2.7586167050984885e-09,5.74574531729167e-13,1.1066408053379106e-10,0.00276908613398715,1.031375276499613e-18
1.1888926918856225e-09,0.8989618346981534,9.943240171188299e-09,9.51803490061232e-11,1.462364581322336e-10,1.803214386428341e-06,0.0,0.0,3.396673555701348e-08,1.7582704886610983e-12,1.6701168753765088e-10,2.045022295866849e-09,1.0433125227699822e-15,5.914549473710461e-22,2.939305761640211e-13,1.5277288867427616e-07,3.5072907328787696e-09,8.452461537695036e-11,4.075359365007315e-20,3.704922936158114e-26,2.6655532945980747e-16,4.606982168600777e-16,3.3204337763309236e-06,5.54398335144939e-21,1.080036303675976e-14,1.2203386530011342e-22,1.878645727447458e-19,9.396492614307619e-17,4.318863544446398e-21,5.2878538781088346e-21,3.830229988844126e-18,6.145952452045439e-26,1.1638998285327047e-22,1.04258872474758e-28,3.76,0.0,0.7901111089760534,0.9972204862044812,2.858229844313866e-11,5.037550720540365e-12,3.5134741218511184e-08,3.479210811641764e-06,1.2757415184237155e-15,1.4534180095553053e-14,2.8946718212141764e-09,1.7997186813888877e-06,2.147727334054274e-12,1.5797268165938682e-13,5.0283308738269875e-15,3.181326502568774e-14,3.040298414736542e-09,2.815118964990897e-09,5.939536766249261e-13,1.1538366594422324e-10,0.00277947158467668,1.0948779994215421e-18
1.2134764518207225e-09,0.898961852424072,1.0521742109093233e-08,1.0106012625288406e-10,1.5540583924336307e-10,1.8405077406713896e-06,0.0,0.0,3.466842916506882e-08,1.83166579441503e-12,1.7739416320583312e-10,2.198553965510256e-09,1.1119990542390664e-15,6.3268934832447675e-22,3.0594065367990064e-13,1.5892838914412222e-07,3.60377844708774e-09,8.977844355054475e-11,4.5067458862656377e-20,4.095512052952006e-26,2.865444870107806e-16,5.090883496867512e-16,3.3858582395586757e-06,6.1364297234938976e-21,1.1279214525208522e-14,1.3767297722233977e-22,1.9972312013112395e-19,1.0064348608689472e-16,4.633111937225887e-21,5.6770368834266515e-21,4.0936046780141035e-18,6.8182608831648e-26,1.2626948185042057e-22,1.164721116084081e-28,3.76,0.0,0.790110998933991,0.9972106932230087,3.038453887861919e-11,5.267442854407229e-12,3.589769558924315e-08,3.5511586030273023e-06,1.3590615394069533e-15,1.5375660841883798e-14,3.0482404042619786e-09,1.8368623386141718e-06,2.243563950175152e-12,1.6447109277279963e-13,5.251982707809764e-15,3.2913784371206794e-14,3.1665584959324988e-09,2.871577082300634e-09,6.135054943798308e-13,1.2020167542319778e-10,0.0027892634147114524,1.1608167043646292e-18
1.2380602117558224e-09,0.8989618701512805,1.11224325056499e-08,1.0717924058077212e-10,1.649481186308878e-10,1.8778015527016929e-06,0.0,0.0,3.537011380398751e-08,1.906559585728142e-12,1.8819037741677852e-10,2.359960743777319e-09,1.183746621620024e-15,6.761118041613629e-22,3.1818140962452654e-13,1.6519631231460446e-07,3.701698720471168e-09,9.524160854861159e-11,4.973583229841807e-20,4.5199836762294256e-26,3.076732957614669e-16,5.614082909227385e-16,3.4511560437660735e-06,6.778304664210513e-21,1.1770374476424897e-14,1.5493513729523463e-22,2.1206890669529626e-19,1.076695092742057e-16,4.964777606725248e-21,6.0880768544058026e-21,4.36972203356167e-18,7.549236012161212e-26,1.3676292183541981e-22,1.2986119699034093e-28,3.76,0.0,0.790110888889919,0.9972014599095934,3.226071460141083e-11,5.503619996112748e-12,3.666271563835225e-08,3.6231066010033947e-06,1.445995677999585e-15,1.6246005516262917e-14,3.206173663787331e-09,1.8740031359998163e-06,2.341660314719623e-12,1.7109797475541507e-13,5.480872033738418e-15,3.402544625548268e-14,3.2953573021513823e-09,2.9279926998157496e-09,6.332259814895832e-13,1.2511810135108977e-10,0.002798495561261905,1.2292291738868273e-18
