Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3F(1),O2(2),H2O(3),CH4(4),CH2F(45),HF(38),C1OO1(156),CH2O2(158),CHO2(146),CHF(39),CHFO(46),S(139),CHFO2(186),CHFO2(165),CFO2(148),F(37),CH2FO(131),CH2CHF(55),O2(128),C2H4F(61),CFO(50),C2H4F(62),S(564),CFO3(1309),C2H2O(181),CH2CF(69),CH2CFO(78),CFO3(296),CHO2(145),CHO3(309),CHFO2(220),C2H2F(70),CF(49)
0.0006984978441099031,0.8594143232475702,0.001183925959209205,0.0003105056106577536,0.0004501952659526395,0.15768301721477798,0.0,0.0,0.00039151859536995114,8.66996151953616e-06,0.7235811614072158,0.056366033611907555,3.0070111386283848e-05,1.8782532395233943e-10,1.8247281962806864e-08,7.515967237109678e-07,0.0006815368472297363,0.0032743631263612307,1.564599053393928e-05,3.6041068199409567e-07,0.0009532155578909118,7.293487074273638e-09,1.0963658739021278e-07,5.854621605309611e-05,4.9480514501215946e-08,0.0019579027034632083,1.7442782131112877e-07,7.983007971449632e-05,3.007372721622548e-05,8.372506328062098e-08,4.233509652357704e-07,5.75071356076709e-10,2.6898178441663606e-08,9.635747847821593e-07,3.76,0.0,0.027779873886294312,0.25237627190146394,0.6477752186435456,0.00546941564432534,0.009560091662267532,0.815085962908576,6.75097357036513e-13,1.9397987594374952e-13,7.2698402400075055e-09,3.104072030480131e-05,0.0037374020790809405,8.843724277939043e-07,3.764694400427677e-13,4.491228036563244e-14,8.600446958007856e-07,7.90782088818454e-07,3.8227628077231376e-08,0.019395493436244422,0.0002038015192654851,2.0238219956821464e-06,1.7626752486259142e-05,1.6707750585891052e-06,5.924965439404517e-07,5.27832114361131e-13,1.336497775651103e-09,2.907040479161807e-05,9.315138345848643e-05,3.963613622491785e-10,5.336650817664674e-10,3.0232285654025095e-12,8.973493149400888e-09,2.569149998787362e-05,0.0008562926907059375
0.0007000429782619702,0.8595340511122501,0.0012057878013919743,0.00031534948763097757,0.00045708627801219995,0.15775849951608883,0.0,0.0,0.0003905191250104888,8.638169771915294e-06,0.724442982043409,0.05658784046441404,3.0407330315515353e-05,1.9750602635571883e-10,1.8793221465523914e-08,7.634096228133013e-07,0.0006877054850682385,0.0032583265832376294,1.5746745246377333e-05,3.645186739142695e-07,0.0009505647137416346,7.372266710775978e-09,1.1130398553196892e-07,5.916571684039249e-05,4.988783470677534e-08,0.001941258731027129,1.783770847431595e-07,8.095166531989399e-05,3.035290401871395e-05,8.572521041099676e-08,4.3146857199766123e-07,5.816784407668848e-10,2.7354643318311638e-08,9.779169565573503e-07,3.76,0.0,0.027211141939009913,0.251382341022358,0.6485126066237159,0.005465816922178747,0.009503102585792931,0.8159268330166105,6.829053967617483e-13,1.9622432823023866e-13,7.353244095860118e-09,3.1157851232312645e-05,0.0037055356051703577,8.755181649066136e-07,3.7637792905306946e-13,4.4898378608337577e-14,8.599088677046873e-07,7.993648036186598e-07,3.785501332460553e-08,0.01919986720875282,0.00020299893566705176,2.040091050301086e-06,1.768602523824087e-05,1.6842321492938903e-06,5.86627369575944e-07,5.274500022887061e-13,1.325160665687082e-09,2.9339620347698294e-05,9.355484168843926e-05,3.9607175592873354e-10,5.454904742362639e-10,3.0811498867087177e-12,8.841807232965638e-09,2.5896389097942672e-05,0.0008675593962533013
0.0007015881124140373,0.859653768263088,0.001228445239162655,0.0003203645709273818,0.00046423737283107796,0.15783212844615913,0.0,0.0,0.0003895098204586728,8.60652602793819e-06,0.7253050852997776,0.05681273549065264,3.0755131130821316e-05,2.0788131793083582e-10,1.936723040415429e-08,7.756951661438011e-07,0.0006938975170334083,0.0032420428528531983,1.5848195551430224e-05,3.6873043582377515e-07,0.0009478442093682678,7.45431601920279e-09,1.1305301015559071e-07,5.979361286855757e-05,5.029864100511709e-08,0.0019243782686756466,1.8247145697778932e-07,8.2084629771214e-05,3.062543812040335e-05,8.777426386679347e-08,4.3988766067166784e-07,5.883703766938004e-10,2.7826090710249897e-08,9.925143479493074e-07,3.76,0.0,0.026645068627038564,0.2503837409266091,0.6492530734386783,0.005461500894326587,0.009445172031974753,0.816767698315664,6.910354221205637e-13,1.98561349595747e-13,7.440077618607371e-09,3.1275279263011534e-05,0.0036735170504264957,8.666053921020525e-07,3.762728540287229e-13,4.4882751447591244e-14,8.597315411907806e-07,8.082641112539859e-07,3.748005375245578e-08,0.019002365154588908,0.00020219258278730674,2.0567303332424534e-06,1.7747837961673694e-05,1.6979955946486682e-06,5.807377098462558e-07,5.271196859394235e-13,1.3136629145922705e-09,2.961564914541272e-05,9.396773727617469e-05,3.958209676179434e-10,5.577781269408436e-10,3.1413496864107558e-12,8.710379760117742e-09,2.6106436144245997e-05,0.0008791165440727287
0.0007031332465661044,0.8597734859618121,0.0012519429657519062,0.00032556037958734514,0.00047166353799155206,0.157903837317718,0.0,0.0,0.0003884898972002947,8.57502000651938e-06,0.726167534480202,0.0570408355351587,3.111401321472317e-05,2.1901577906519309e-10,1.9971342362967932e-08,7.884792711897322e-07,0.0007001110084313742,0.0032255012557723018,1.595034276490519e-05,3.7305066410756037e-07,0.0009450527013062898,7.539863435784926e-09,1.1488799858828426e-07,6.0429986438631144e-05,5.071297661550271e-08,0.0019072582999765703,1.8671839217696436e-07,8.322850216997846e-05,3.089069798213395e-05,8.987331846559104e-08,4.4862471273352396e-07,5.951488846008852e-10,2.831324756281149e-08,1.0073695486233777e-06,3.76,0.0,0.026081637128515835,0.24938022782914177,0.6499968083978928,0.005456442839801204,0.009386260442027372,0.8176086518632295,6.995039415471395e-13,2.0099568759641313e-13,7.530516498028912e-09,3.139290513823146e-05,0.003641337752150464,8.576310019551469e-07,3.761525915086999e-13,4.4865199537815914e-14,8.59508546667711e-07,8.174974786428916e-07,3.7102623782336876e-08,0.018802946800859626,0.00020138226382699904,2.073756417953526e-06,1.781230421878538e-05,1.7120791127486244e-06,5.74826905879478e-07,5.268429787349953e-13,1.3020024667379463e-09,2.989881187574658e-05,9.439047167578819e-05,3.9561035396835406e-10,5.705551354720533e-10,3.203964136482127e-12,8.579183332215044e-09,2.6321881576832996e-05,0.0008909755763435285
0.0007046783807181715,0.859893215939782,0.0012763290721391582,0.00033094715109072256,0.00047938092365055557,0.15797355425426454,0.0,0.0,0.0003874585131858622,8.543640502605709e-06,0.727030394783909,0.05727226413591063,3.1484507394222584e-05,2.3098138013989768e-10,2.0607778242193686e-08,8.017897448386844e-07,0.0007063438525901119,0.003208690459226063,1.6053187098674255e-05,3.774843395482779e-07,0.000942188777927394,7.629158432127079e-09,1.1681360585167727e-07,6.107491707013819e-05,5.113088751857798e-08,0.0018898956945554866,1.9112583951718052e-07,8.438274935545244e-05,3.114801721495829e-05,9.202347383522954e-08,4.5769741114677726e-07,6.020157699392238e-10,2.8816886528463468e-08,1.0224848697332157e-06,3.76,0.0,0.02552083033542984,0.24837154494434766,0.6507440109377465,0.005450616909003132,0.009326325933994531,0.8184497909884232,7.083286020501009e-13,2.0353241597043757e-13,7.624748457722866e-09,3.151061815399861e-05,0.0036089886073018924,8.48591723280069e-07,3.7601538028718434e-13,4.4845506713703174e-14,8.592353673803479e-07,8.270837022376209e-07,3.672259127892096e-08,0.01860156978040279,0.00020056777149302581,2.091186914419319e-06,1.7879545162867865e-05,1.7264972800701098e-06,5.68894277170028e-07,5.266218170764817e-13,1.2901771884125069e-09,3.0189450172586544e-05,9.482346765763977e-05,3.9544136482005943e-10,5.838507233328755e-10,3.2691402847061927e-12,8.448189351331012e-09,2.6542981303263455e-05,0.0009031485510042937
0.0007062235148702386,0.8600129704232108,0.001301655370029683,0.000336535909726889,0.00048740695357213224,0.15804120169957656,0.0,0.0,0.00038641476362105676,8.512375278874925e-06,0.7278937333631412,0.05750715204363873,3.186717851693546e-05,2.4385846496545436e-10,2.1278972946423306e-08,8.156565195712766e-07,0.0007125937549194068,0.003191598424313988,1.6156727468006216e-05,3.8203674888136e-07,0.0009392509544436028,7.722473872536818e-09,1.1883483484924759e-07,6.172848094699779e-05,5.1552422820208743e-08,0.0018722872016127003,1.957022842040033e-07,8.55467701962295e-05,3.139669278599006e-05,9.422583064826105e-08,4.671247436526021e-07,6.08972928631225e-10,2.9337829548887113e-08,1.03786229915596e-06,3.76,0.0,0.024962630853644925,0.24735742152105186,0.6514948913766314,0.005443996049866125,0.00926532412239998,0.8192912175772533,7.175283111328945e-13,2.061769724862591e-13,7.722974700400411e-09,3.1628294928494884e-05,0.0035764600393639817,8.394841083853117e-07,3.758593074143753e-13,4.4823438275571503e-14,8.589071070785194e-07,8.370430332461376e-07,3.6339817028755595e-08,0.018398189714020494,0.00019974888721951725,2.109040556116496e-06,1.7949690102972292e-05,1.7412656034447772e-06,5.629391208359311e-07,5.264582683981493e-13,1.2781848633679678e-09,3.048792826445236e-05,9.526717085133244e-05,3.9531554797013793e-10,5.97696450135292e-10,3.3370371247812645e-12,8.31736790274055e-09,2.677000798073781e-05,0.0009156481836534768
0.000707614135607099,0.8601207809417672,0.001325299003884935,0.0003417482973230093,0.0004949097986021821,0.15810024588216107,0.0,0.0,0.0003854640135696925,8.484323244900462e-06,0.7286712041273968,0.05772162319000779,3.2222489984578604e-05,2.563013436422331e-10,2.1914967971706047e-08,8.286387829256297e-07,0.000718231189759825,0.0031759645691748794,1.6250506769003828e-05,3.8624006587815815e-07,0.0009365424383538235,7.810141767541605e-09,1.2074013790924185e-07,6.232412964408776e-05,5.1934947087603894e-08,0.0018562265349082983,1.9997305685000387e-07,8.660218893308769e-05,3.161249840409923e-05,9.625349076919648e-08,4.759293952558454e-07,6.15313198694022e-10,2.982219530107175e-08,1.0519274314289222e-06,3.76,0.0,0.024462465971138596,0.24643982292845257,0.6521740116116075,0.005437334222952427,0.009209471088327353,0.8200488354081202,7.26145480765181e-13,2.0865408837910802e-13,7.814971840370717e-09,3.173405966699131e-05,0.003547022596686536,8.312258247727045e-07,3.757009986264098e-13,4.480133507832442e-14,8.585601927433878e-07,8.463434580732745e-07,3.599285480595245e-08,0.018213396651348857,0.00019900794587335543,2.125487038668951e-06,1.8015417323265384e-05,1.7548700664946257e-06,5.575596193514011e-07,5.263621562067129e-13,1.267247043943681e-09,3.076358206651417e-05,9.56760462693406e-05,3.9524058839320116e-10,6.106561277307131e-10,3.4006125023095632e-12,8.199750418010654e-09,2.6979639131556883e-05,0.0009271882203688552
0.0007090047563439593,0.8602286313141685,0.0013497932400814798,0.0003471432309146296,0.000502692660109541,0.15815748021849504,0.0,0.0,0.00038450169891170014,8.456342293658051e-06,0.7294491701252208,0.057939115264058316,3.2588616867102606e-05,2.696283371573372e-10,2.2583400086293532e-08,8.421228035770849e-07,0.0007238784409911081,0.0031600826454993665,1.6344844634585195e-05,3.9054843489961574e-07,0.0009337715999237455,7.90154603792089e-09,1.2273145832151688e-07,6.292687923973663e-05,5.2320491140942175e-08,0.0018399614091503791,2.0439509466472842e-07,8.766443012336e-05,3.182013393529573e-05,9.832511694996329e-08,4.850537754874203e-07,6.217297256494343e-10,3.03219629205563e-08,1.0662070653413242e-06,3.76,0.0,0.023964385628250384,0.24551736676128333,0.6528564611583063,0.0054299839703410525,0.009152679093653497,0.8208068538852885,7.350987010046294e-13,2.1122782211261942e-13,7.910547545288703e-09,3.18395727542314e-05,0.0035174239270311007,8.229064519362891e-07,3.7552408547434473e-13,4.477689987478215e-14,8.581601690532271e-07,8.559809073658714e-07,3.5643440252983785e-08,0.018026907992667617,0.00019826308319699816,2.142307783972385e-06,1.8083715595383974e-05,1.7687842438166275e-06,5.521607367630934e-07,5.263162107994704e-13,1.256170309003649e-09,3.1046201813207334e-05,9.609433522783746e-05,3.952032179878784e-10,6.241158624755595e-10,3.4666664769801163e-12,8.082223697961515e-09,2.719453109520759e-05,0.0009390140099573002
0.0007103953770808196,0.8603365316113925,0.0013751851190971138,0.00035273070731676743,0.0005107714282033777,0.15821283403462802,0.0,0.0,0.0003835270053590132,8.428420832296282e-06,0.730227684568467,0.0581597409816241,3.2966052301746066e-05,2.839206080767176e-10,2.3286586770659695e-08,8.561355156299824e-07,0.0007295333693992598,0.0031439421619467974,1.6439736660605674e-05,3.94966437185176e-07,0.0009309371817220813,7.996945910028024e-09,1.2481330212197566e-07,6.353677555801997e-05,5.270909923638047e-08,0.0018234891757357176,2.089758848166852e-07,8.87328878211578e-05,3.2019002982422516e-05,1.0044149445143282e-07,4.945149541645298e-07,6.282241062510006e-10,3.0837850202706836e-08,1.0807017603195973e-06,3.76,0.0,0.02346837657952595,0.2445898221800515,0.6535424194179651,0.00542192273637928,0.009094909745451973,0.8215653580311996,7.444048626512317e-13,2.1390303201618358e-13,8.009881543041105e-09,3.194471183552372e-05,0.00348765591250118,8.14523054279762e-07,3.7532679436944695e-13,4.4749915383275746e-14,8.577025185074945e-07,8.659737707823952e-07,3.529145495826954e-08,0.017838686677898844,0.00019751411284630764,2.1595190952896664e-06,1.8154698749763094e-05,1.7830216315610589e-06,5.467419112383183e-07,5.263222507134401e-13,1.2449528517636066e-09,3.133610758282005e-05,9.652241575508354e-05,3.9520479782719957e-10,6.381045204366586e-10,3.5353450394612616e-12,7.964762953124483e-09,2.741492261731513e-05,0.0009511363779720692
0.000711646935743994,0.8604336932156266,0.0013988469846887366,0.0003579329160182961,0.000518309421990642,0.1582609819307077,0.0,0.0,0.00038263847779379154,8.4033319623898e-06,0.7309288615902825,0.05836108167049571,3.331584427472106e-05,2.9768347969699133e-10,2.3951255272729623e-08,8.692227783781835e-07,0.0007346274599913604,0.003129185479747521,1.652560843032363e-05,3.9904037149919974e-07,0.0009283307543053511,8.086455181704226e-09,1.2676834173320078e-07,6.409182723950299e-05,5.306150558420318e-08,0.0018084848209177422,2.1324090240614643e-07,8.969926380666775e-05,3.218997344619838e-05,1.0238513484434021e-07,5.033330542695265e-07,6.341369954429521e-10,3.131655905980895e-08,1.0939310338911306e-06,3.76,0.0,0.023023728314874654,0.24375048089643503,0.6541629376993241,0.005414040278640096,0.009042048190695505,0.8222485003704589,7.530970734075489e-13,2.1640176838777325e-13,8.102653988749176e-09,3.2038906075051726e-05,0.003460712867542421,8.069207058303904e-07,3.751302282736592e-13,4.472325611660692e-14,8.572373414012475e-07,8.752875246561425e-07,3.497236740667054e-08,0.017667774099353283,0.00019683636556348886,2.175357450806816e-06,1.822097891253992e-05,1.7961234151013119e-06,5.418474394580632e-07,5.263737255769331e-13,1.2347352754389884e-09,3.1603532863033526e-05,9.691638718968017e-05,3.952407130025701e-10,6.511721867968812e-10,3.5995296277941494e-12,7.859083373005101e-09,2.761818611605038e-05,0.0009623094798448295
0.0007128984944071684,0.8605309116739743,0.0014233163005350378,0.0003633081513820596,0.000526114303162656,0.1583074857069092,0.0,0.0,0.00038173853892804163,8.378271053094685e-06,0.73163056784485,0.058565148511185244,3.367562192545756e-05,3.1237429700944115e-10,2.4648123095342213e-08,8.827840526213824e-07,0.0007397240779601097,0.003114201786413361,1.661191879950309e-05,4.032107510408337e-07,0.0009256707483152794,8.179653601628738e-09,1.2880437043652506e-07,6.465272867724431e-05,5.3416469627328794e-08,0.0017933084125768303,2.1764711830538669e-07,9.066960059052845e-05,3.23528598143193e-05,1.0436619970011826e-07,5.124529722195879e-07,6.401155784644733e-10,3.18095274571398e-08,1.1073345319401083e-06,3.76,0.0,0.022580737064023443,0.24290663520037833,0.6547865956051944,0.0054055449211179675,0.008988330899945553,0.822932175626751,7.621037979808512e-13,2.1899093378046905e-13,8.198775159186514e-09,3.213258058119374e-05,0.00343361922307617,7.992616332700971e-07,3.7491410115644354e-13,4.469415794554729e-14,8.567177225277329e-07,8.849205792113503e-07,3.465100144468518e-08,0.01749539726380598,0.00019615498205543012,2.1915394405697495e-06,1.8289625032701442e-05,1.80950957957413e-06,5.369359125392e-07,5.264703562460449e-13,1.224400782398639e-09,3.187739760384485e-05,9.731891293104376e-05,3.9531045876111075e-10,6.647177699596434e-10,3.6660908942633586e-12,7.75341668413471e-09,2.782630463508703e-05,0.0009737407315123839
0.0007141500530703428,0.8606281952210094,0.0014486352560961239,0.00036886536781514543,0.0005342003845483325,0.15835228181996971,0.0,0.0,0.00038082646545650577,8.353227261054147e-06,0.7323328450365093,0.058772037831746594,3.4045809823177176e-05,3.280736450909478e-10,2.5379365610466547e-08,8.968432893621045e-07,0.0007448212683753682,0.0030989820268734185,1.669866093288958e-05,4.0748149006862253e-07,0.0009229561064625507,8.27678412483446e-09,1.3092539647122658e-07,6.521950340365918e-05,5.377403133324272e-08,0.0017779578071605118,2.2220105813659832e-07,9.164331640652044e-05,3.250716433363101e-05,1.063852240909469e-07,5.218898627205375e-07,6.461611909260089e-10,3.231737438471575e-08,1.1209118155694237e-06,3.76,0.0,0.022139392871721838,0.24205808986146218,0.6554135449292465,0.005396417988792846,0.008933724984429797,0.8236164542207921,7.714399141380741e-13,2.2167480790158507e-13,8.2984033438854e-09,3.222561765372869e-05,0.003406368143977884,7.915433586272132e-07,3.746767970720132e-13,4.466242314072703e-14,8.56139564704337e-07,8.94889428005489e-07,3.4327257190146184e-08,0.01732152549537923,0.00019546980472541815,2.208079045947537e-06,1.836073569499807e-05,1.8231917000072668e-06,5.320068858672652e-07,5.266137051419553e-13,1.2139479095381844e-09,3.2157979296927436e-05,9.773030784053946e-05,3.9541520460035204e-10,6.787673488636965e-10,3.73516123072188e-12,7.64774236242897e-09,2.8039484325887508e-05,0.0009854392529840142
0.0007152764558671997,0.8607158131136767,0.0014721859985474775,0.00037403035719674833,0.000541730934540731,0.1583910821452211,0.0,0.0,0.00037999458789481305,8.330692779889753e-06,0.7329654178708389,0.0589607351871513,3.4388249619663735e-05,3.4313897459951275e-10,2.606882157133131e-08,9.099434203375937e-07,0.0007494074950152166,0.0030850745101435634,1.6777091216039722e-05,4.1141436505796597e-07,0.0009204653005889513,8.367780946652203e-09,1.329105199772601e-07,6.57346385167788e-05,5.409809334416924e-08,0.0017639914926484215,2.264316141024397e-07,9.252202749658359e-05,3.2638272127772886e-05,1.0823522861693955e-07,5.306674044541929e-07,6.516607039152117e-10,3.278769730651646e-08,1.1332793258946075e-06,3.76,0.0,0.021743583050997786,0.2412902116960919,0.65598074502993,0.00538764768058663,0.00888379127657813,0.8242328814133781,7.801371390455932e-13,2.2417503564469778e-13,8.39120643928898e-09,3.230870010546938e-05,0.0033817016507251183,7.845441471398151e-07,3.7444368498792637e-13,4.4631432360647865e-14,8.555655456895607e-07,9.041630549042017e-07,3.403376742182511e-08,0.01716373634715252,0.00019484976485486911,2.223282653716564e-06,1.842692854584307e-05,1.83576875269092e-06,5.275554227738504e-07,5.267840276155317e-13,1.2044378591217964e-09,3.241648819577443e-05,9.810841751703542e-05,3.9554042162740353e-10,6.918659554523094e-10,3.79958703949972e-12,7.552611367286706e-09,2.823585321498318e-05,0.0009962043265879963
0.0007164028586640566,0.8608034970906183,0.001496496586151992,0.00037935794686934897,0.0005495136082314532,0.15842839126671254,0.0,0.0,0.00037915165950883853,8.30815337105756e-06,0.7335985193850092,0.05915187863978214,3.473982845348177e-05,3.591651002684425e-10,2.678989165157432e-08,9.234873278648731e-07,0.0007539908422534812,0.003070960680857337,1.685585748100121e-05,4.1543502395492935e-07,0.0009179284980029212,8.462383904402732e-09,1.349712661750562e-07,6.625455785981617e-05,5.442432789916022e-08,0.0017498806131719456,2.3079275002531635e-07,9.340246347011442e-05,3.2761614056569244e-05,1.1011675935990937e-07,5.397272872658331e-07,6.57216701979967e-10,3.3271102965391276e-08,1.1457861590857796e-06,3.76,0.0,0.021349091880715546,0.24051820438975904,0.6565508619264883,0.005378335265723481,0.00883308315626165,0.8248499124225461,7.891262726184788e-13,2.267591957721534e-13,8.487117115530001e-09,3.2391060704953206e-05,0.003356896367037663,7.774928928500089e-07,3.741906611697744e-13,4.459796863675484e-14,8.549371298385461e-07,9.137366824982926e-07,3.373818647532787e-08,0.017004686190763896,0.00019422639171347655,2.2387992368576952e-06,1.84952823091153e-05,1.8486048261288605e-06,5.230890750421309e-07,5.269947971302396e-13,1.1948295550845913e-09,3.268090162797784e-05,9.849422663908139e-05,3.9569593820341266e-10,7.05417226661467e-10,3.866271139125726e-12,7.457440820152644e-09,2.8436665621657408e-05,0.0010072009091010587
0.0007175292614609135,0.8608912538268227,0.0015216044058107344,0.00038485606307201695,0.0005575611408936133,0.1584641527744638,0.0,0.0,0.0003782970462433084,8.285599034025356e-06,0.7342321818760504,0.05934554981718678,3.5100907338975484e-05,3.762306968913443e-10,2.7544588017664926e-08,9.374960418100519e-07,0.000758569555035975,0.0030566327965778797,1.693495148319827e-05,4.195467716308269e-07,0.0009153448160856902,8.560817425175415e-09,1.3711115663945082e-07,6.677926906632848e-05,5.4752771101552445e-08,0.0017356234455312796,2.3529008570268072e-07,9.42840854225207e-05,3.287678065208211e-05,1.1203015861677185e-07,5.490827992950222e-07,6.628302927298884e-10,3.3768118935243904e-08,1.1584312227519187e-06,3.76,0.0,0.020955911984576213,0.23974190414514293,0.65712402302783,0.005368465388685679,0.008781572730937012,0.8254676051250917,7.98420268004086e-13,2.29431014165175e-13,8.586273141786191e-09,3.2472589425321055e-05,0.0033319465780367267,7.703875225096575e-07,3.739162803654895e-13,4.456185531778756e-14,8.542506675135184e-07,9.236249294962649e-07,3.3440430824952034e-08,0.01684434984954495,0.00019359955308011296,2.2546406567358667e-06,1.8565881334006632e-05,1.8617097410227928e-06,5.186074945976887e-07,5.272473387419609e-13,1.1851218205757865e-09,3.295145760939926e-05,9.888799444458689e-05,3.9588274618371227e-10,7.19444434610874e-10,3.935332097664807e-12,7.3622138885013255e-09,2.8642097715692323e-05,0.0010184366062401268
0.0007186556642577704,0.8609790902300063,0.0015475492922851018,0.0003905331472984939,0.0005658871202305557,0.15849830653925123,0.0,0.0,0.0003774300749660039,8.2630189731636e-06,0.7348664382158605,0.059541834443790964,3.547186554040442e-05,3.944225162332923e-10,2.8335085566415927e-08,9.519918927705954e-07,0.0007631417566600999,0.0030420827036284535,1.7014363634611494e-05,4.237530719761327e-07,0.0009127133323925077,8.663323885383646e-09,1.393339318883914e-07,6.730877599370056e-05,5.508346174625989e-08,0.0017212182114592384,2.3992955152457573e-07,9.51663128667561e-05,3.298334661997013e-05,1.139757473257441e-07,5.587480466096152e-07,6.68502629275542e-10,3.427930003510041e-08,1.1712131275760108e-06,3.76,0.0,0.020564035979162447,0.23896113950657197,0.6577003617161767,0.005358022080917747,0.008729230703867517,0.826086019685428,8.080328787644651e-13,2.321944475186305e-13,8.68882081486818e-09,3.255316711756403e-05,0.003306846307672696,7.632258673046638e-07,3.7361899771589256e-13,4.4522903678750606e-14,8.535022630053143e-07,9.338433705126013e-07,3.3140413109275397e-08,0.01668270116736272,0.00019296911055223095,2.2708193986614215e-06,1.8638814322887116e-05,1.8750938352873433e-06,5.141103254951817e-07,5.275430430530941e-13,1.1753134409103424e-09,3.3228406778993404e-05,9.928998947795736e-05,3.961018857462771e-10,7.339724285729352e-10,4.0068966735885224e-12,7.266913127477205e-09,2.8852334723076778e-05,0.001029919360092821
0.0007197820670546273,0.8610670134490861,0.001574373726398211,0.0003963981979038057,0.0005745060559902045,0.1585307884131102,0.0,0.0,0.0003765500305842819,8.240401521623097e-06,0.7355013218295452,0.0597408226138481,3.585310167499374e-05,4.1383599809669366e-10,2.916373218622062e-08,9.669985716529212e-07,0.0007677054391173467,0.0030273018089334892,1.7094082878982383e-05,4.280575557775954e-07,0.0009100330821859135,8.770165312306833e-09,1.4164356727089684e-07,6.784307827366639e-05,5.541644151557938e-08,0.0017066630752615136,2.447174091104663e-07,9.604852081477233e-05,3.308087028412608e-05,1.1595382117537478e-07,5.687380137043476e-07,6.742349144489527e-10,3.480522999532893e-08,1.1841301571976143e-06,3.76,0.0,0.020173456491957776,0.23817573088159794,0.6582800177210338,0.005346988726751428,0.008676026283727186,0.8267052186728042,8.17978686717377e-13,2.350536885011871e-13,8.794915101948988e-09,3.2632664780975584e-05,0.003281589302164931,7.560056579160134e-07,3.732971622021519e-13,4.448091210536247e-14,8.52687757761233e-07,9.444086150901416e-07,3.283804193356063e-08,0.01651971296053933,0.00019233491915972292,2.2873485820147442e-06,1.8714174650936106e-05,1.8887679721884624e-06,5.095972038305436e-07,5.278833667016356e-13,1.1654031619327746e-09,3.351201337303824e-05,9.970048994359241e-05,3.963544469579318e-10,7.490277701450009e-10,4.081100520190056e-12,7.17152042287239e-09,2.9067571617772604e-05,0.0010416574672297747
0.0007209084698514842,0.861155030885445,0.0016021230538940316,0.000402460816464996,0.0005834334583545397,0.1585615298960744,0.0,0.0,0.0003756561530518001,8.217734060131127e-06,0.7361368666688701,0.05994260909478116,3.624503448584906e-05,4.3457629087661285e-10,3.0033074281589485e-08,9.825413177515657e-07,0.0007722584527157465,0.0030122810485448616,1.7174096567252708e-05,4.324640275135006e-07,0.0009073030556977599,8.881625436396137e-09,1.440442938431723e-07,6.838217079469213e-05,5.5751755368315766e-08,0.0016919561412548536,2.4966027352587083e-07,9.693003655863289e-05,3.3168893009013204e-05,1.1796464637944447e-07,5.790686336702976e-07,6.800284038148404e-10,3.5346523022060294e-08,1.1971802341683483e-06,3.76,0.0,0.019784166176791088,0.23738549000966822,0.6588631375350236,0.005335348025905439,0.008621927090721753,0.8273252671897054,8.2827311161565e-13,2.380131717153563e-13,8.90471992284883e-09,3.271094275081835e-05,0.0032561690118881885,7.487245195955919e-07,3.729490093568089e-13,4.443566516678038e-14,8.518027138700409e-07,9.553383954472012e-07,3.2533221651017736e-08,0.016355356964661977,0.00019169682693606182,2.3042419365401266e-06,1.8792060625868904e-05,1.9027435204167867e-06,5.050677578449902e-07,5.282698337406625e-13,1.1553896882494827e-09,3.3802556065748744e-05,0.000100119784412204,3.966415705884849e-10,7.646388880338342e-10,4.158089007428948e-12,7.07601684207613e-09,2.9288013742552877e-05,0.0010536595984057373
0.0007219222323686555,0.8612343334636501,0.0016279282072706055,0.00040809455500230926,0.0005917455523626508,0.15858764878845188,0.0,0.0,0.0003748391688742815,8.197279317605818e-06,0.7367094508308886,0.060126691831108366,3.6607282949382895e-05,4.5447312295848397e-10,3.08525571645529e-08,9.970103129967577e-07,0.0007763451432315579,0.002998549381849116,1.7246348761862225e-05,4.365203453304882e-07,0.0009048025999759467,8.986142174721785e-09,1.4628654838872604e-07,6.88714412228982e-05,5.6055573601292545e-08,0.0016785884963844597,2.5424715347456205e-07,9.772221173985294e-05,3.323959696846949e-05,1.1980258419581555e-07,5.886714393460482e-07,6.852959540553776e-10,3.584735595662254e-08,1.2090370217118627e-06,3.76,0.0,0.0194349011000027,0.2366699786244846,0.6593910337998328,0.005324337232041255,0.00857244466497095,0.8278840931571887,8.378496988565948e-13,2.4076630920878666e-13,9.006860780503263e-09,3.278022532764009e-05,0.0032331454753841064,7.421173470730876e-07,3.7261161288912945e-13,4.4391969503757297e-14,8.509419520440272e-07,9.65502507760091e-07,3.2256706694435225e-08,0.016206242833310913,0.00019111907712518142,2.31976926033869e-06,1.886440284711477e-05,1.9155891067664564e-06,5.009769856535255e-07,5.286584272526187e-13,1.146288225189627e-09,3.407021746134611e-05,0.00010050491536008905,3.969305203080729e-10,7.791892017025646e-10,4.229888126770673e-12,6.989952621956007e-09,2.9491040621754386e-05,0.0010646947412703241
