Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3F(1),O2(2),H2O(3),CH4(4),CH2F(45),HF(38),C1OO1(156),CH2O2(158),CHO2(146),CHF(39),CHFO(46),S(139),CHFO2(186),CHFO2(165),CFO2(148),F(37),CH2FO(131),CH2CHF(55),O2(128),C2H4F(61),CFO(50),C2H4F(62),S(564),CFO3(1309),C2H2O(181),CH2CF(69),CH2CFO(78)
0.009999999999999998,0.4847899416908854,4.262464402702053e-08,7.766900562318154e-08,5.830260059454597e-06,5.282386255736541e-05,0.0,0.0,2.895066344094045e-05,7.26954553331341e-06,0.01346936882350173,8.641817508931722e-05,1.008140220474657e-09,4.482424750900914e-26,4.303415899040247e-19,3.3994233724087335e-13,5.284893129614357e-11,5.2017080302602045e-05,6.734836803342372e-15,3.2965331042084585e-21,2.9978227263547258e-12,8.589810713400075e-22,2.8212489365542056e-13,2.7893755750911537e-10,6.233604753681747e-14,1.7221963255674978e-09,7.877853174401349e-20,3.215315537826118e-15,7.336299438768088e-17,3.1316851673741544e-20,3.109355870446628e-13,6.828566011117474e-18,3.5238491736717354e-16,1.7123104120933773e-16,3.76,0.0,0.9178586347969484,0.933380986041566,0.06646975053962673,3.3407264780224415e-09,7.078401421914875e-05,0.013615760673854437,5.332536585974225e-16,9.811011601578817e-18,2.7782554420634153e-14,4.224316195420376e-09,0.05291488354057289,1.9899105333247015e-05,2.734070051625712e-12,1.5922841640450276e-16,3.997728842271999e-08,1.3470572731835811e-09,2.384296499112015e-10,7.946705061514983e-06,1.272633109780526e-05,1.3128818198921912e-12,1.5485993186104653e-05,1.3901272085420557e-12,6.522838129784526e-10,2.0539043607575383e-11,1.031165557381088e-19,2.347445868446617e-12,2.4475360234833432e-09
0.010067235912324618,0.4847899416908854,4.455262544366896e-08,8.144844036724034e-08,5.98625465664322e-06,5.518728157557443e-05,0.0,0.0,3.0228708178401896e-05,7.6285884955666045e-06,0.01401552503283568,9.26052474625389e-05,1.101299590011353e-09,4.784489971375805e-26,4.501454587267783e-19,3.3991827749133194e-13,5.454159584560182e-11,5.5208610973024097e-05,7.783836581913486e-15,3.684790789060338e-21,3.2179820642403916e-12,9.257905714544737e-22,2.813042248855345e-13,2.899033115772535e-10,6.879133456678185e-14,1.9348299640892756e-09,8.856165888019937e-20,3.657700746325668e-15,7.829723433660641e-17,3.479064991388695e-20,3.4132856450359946e-13,7.36567530409798e-18,3.9810453474937867e-16,1.944452928879545e-16,3.76,0.0,0.9155605115859139,0.9310832224027371,0.0687600336646828,3.46089518732207e-09,7.267411958038051e-05,0.014171810400249861,5.322764916860577e-16,9.793026068606093e-18,2.820455560330179e-14,4.464113103498997e-09,0.05465309041645592,2.0378351597139997e-05,2.8829054947281995e-12,1.6787753111359296e-16,4.238780748686258e-08,1.431290224735626e-09,2.441866723269077e-10,8.460759149950907e-06,1.2695001885451898e-05,1.4608849789303105e-12,1.646616210103633e-05,1.5502614897289861e-12,7.293349095082099e-10,2.178318849100295e-11,1.1584094931572796e-19,2.5725910223181817e-12,2.6623803401511924e-09
0.010142274960748546,0.4848436611005377,4.680562817063371e-08,8.585626125596477e-08,6.162725358387717e-06,5.7944572662531124e-05,0.0,0.0,3.171937774252159e-05,8.051851952333545e-06,0.014646519780339535,9.996522153095163e-05,1.2140188695691918e-09,5.358152764557962e-26,4.733783718480463e-19,3.399173407868718e-13,5.6486438283484757e-11,5.895141391305158e-05,9.137189837666949e-15,4.168809077518224e-21,3.480420062065943e-12,1.0059303397852283e-21,2.803655257794423e-13,3.0253558951047335e-10,7.673820205686743e-14,2.201121327125952e-09,1.0087220064648486e-19,4.224067536454606e-15,8.416928831356641e-17,3.915182896449476e-20,3.7866232401101597e-13,8.014789595816648e-18,4.559236567326476e-16,2.2378947153495123e-16,3.76,0.0,0.9129292541603239,0.9284522840267477,0.07138216644533153,3.600230816527603e-09,7.481213107453561e-05,0.014814515121977147,5.312368197367173e-16,9.773888905494993e-18,2.869766673626178e-14,4.744282585327698e-09,0.05663720333422776,2.0916432380565292e-05,3.0560604335076916e-12,1.7793834944349905e-16,4.5212155415125416e-08,1.5303652106812396e-09,2.5065193509191966e-10,9.066899474660908e-06,1.2659129951180166e-05,1.6448621228470091e-12,1.762014772371674e-05,1.7495678160858436e-12,8.254778049462028e-10,2.324136225427205e-11,1.3177570479723775e-19,2.846323223324286e-12,2.9217572063540416e-09
0.010217314009172475,0.4848993676842334,4.917027664069145e-08,9.047072377494061e-08,6.341631060035778e-06,6.083351553198659e-05,0.0,0.0,3.328046133176689e-05,8.500401058286936e-06,0.015300692456893184,0.00010783082852176723,1.3365948304686372e-09,6.127300315480667e-26,4.978766125399512e-19,3.399475362185799e-13,5.849231039933621e-11,6.289080863036155e-05,1.0711563815688211e-14,4.712180538138249e-21,3.76150722631031e-12,1.0923440972178893e-21,2.794026928921702e-13,3.1559049189311725e-10,8.554304308178955e-14,2.5014461803926492e-09,1.1483586290333489e-19,4.878571366634033e-15,9.045045176570554e-17,4.409640637726304e-20,4.199434315638905e-13,8.721071618715124e-18,5.218493430587118e-16,2.5720233619092373e-16,3.76,0.0,0.9102274071911886,0.9257506604236108,0.07407447993789512,3.7452823850234935e-09,7.697944580858365e-05,0.015481135733304056,5.302610262933844e-16,9.75592608181727e-18,2.9214738867981977e-14,5.0380688236782e-09,0.058667855989839035,2.1457457041829565e-05,3.236790569964128e-12,1.8843758329718484e-16,4.8182108811616054e-08,1.634987789934906e-09,2.57154239044715e-10,9.708662975436056e-06,1.2622294248729234e-05,1.8508200855700673e-12,1.8839980213278232e-05,1.9729599925094834e-12,9.335207978639295e-10,2.4775191892878615e-11,1.4974631873593054e-19,3.1455492165192965e-12,3.203218049136879e-09
0.010292353057596404,0.4849571109641704,5.165173748786361e-08,9.529851579834561e-08,6.52289728269675e-06,6.386003834156392e-05,0.0,0.0,3.491464643598723e-05,8.975888108831967e-06,0.015978611521939495,0.00011622977949877584,1.4697073475418916e-09,6.527807298954361e-26,5.237218746973802e-19,3.40013179406532e-13,6.056174412150242e-11,6.703268897492598e-05,1.2540362646623931e-14,5.321596829812428e-21,4.062325902356601e-12,1.185463577568465e-21,2.7841564975055183e-13,3.290752652073201e-10,9.528986155640067e-14,2.8397530613080383e-09,1.3066787696146809e-19,5.634939922699467e-15,9.716710882722047e-17,4.97120224218463e-20,4.655618187806877e-13,9.490002060701868e-18,5.969810888248222e-16,2.951954899071985e-16,3.76,0.0,0.9074544824201697,0.9229778536087252,0.07683744811328418,3.8962761519197705e-09,7.917516564466029e-05,0.01617227580161766,5.293605754653539e-16,9.739348429093085e-18,2.9756393248832424e-14,5.345866868164789e-09,0.06074493034921796,2.200094443533517e-05,3.425233619080859e-12,1.9938306283852988e-16,5.130189809472401e-08,1.7453704582302774e-09,2.6368792807719543e-10,1.0387541180158028e-05,1.2584487988311227e-05,2.081213873443837e-12,2.0128264614151972e-05,2.2231398336626527e-12,1.054826251468131e-09,2.63869052943927e-11,1.6998894079748095e-19,3.4722474749444166e-12,3.508292702091881e-09
0.010367392106020333,0.48501694056808664,5.425534938991695e-08,1.0034628209146754e-07,6.706444241734252e-06,6.703029946493615e-05,0.0,0.0,3.6624613569698135e-05,9.480074584474751e-06,0.016680846195602783,0.0001251907601143433,1.6140648614890379e-09,7.109524110477471e-26,5.510028957909806e-19,3.4011900267659036e-13,6.269751196700654e-11,7.138281023333367e-05,1.4661520031385306e-14,6.004426182327971e-21,4.384002559169398e-12,1.285752298722133e-21,2.7740434581603917e-13,3.429969986189062e-10,1.0606971277345267e-13,3.2203910462836117e-09,1.4861061011840715e-19,6.509026366340896e-15,1.0434744553327916e-16,5.610145284943745e-20,5.159403750281175e-13,1.0327680589059303e-17,6.8256296415101e-16,3.383383685082105e-16,3.76,0.0,0.9046100494429933,0.9201334229467603,0.0796714869214729,4.0534491523517994e-09,8.139833000594584e-05,0.016888540513321077,5.285479170202428e-16,9.724384906588048e-18,3.032323433294037e-14,5.668065221457065e-09,0.06286824894495091,2.2546395470921348e-05,3.6215159360244966e-12,2.1078194930502603e-16,5.4575630213692e-08,1.8617270004106478e-09,2.7024713545249936e-10,1.1105046875400847e-05,1.2545705162080418e-05,2.3387456227810914e-12,2.1487625274539525e-05,2.503080562100891e-12,1.1908966186131452e-09,2.8078668033856365e-11,1.9276367279306133e-19,3.8285091735144145e-12,3.8385816426385065e-09
0.010442431154444261,0.48507890617588795,5.6986619743147546e-08,1.0562059683767051e-07,6.892186662978068e-06,7.03506914460695e-05,0.0,0.0,3.8413020317114933e-05,1.0014836630654426e-05,0.01740796584223427,0.00013474342459262174,1.7704036030005997e-09,8.473602766536047e-26,5.798163103081542e-19,3.4027018553709266e-13,6.490265143322e-11,7.594676194380165e-05,1.7118065456389407e-14,6.76876293117453e-21,4.727708301927434e-12,1.3936900843865345e-21,2.76368757502483e-13,3.5736262287419706e-10,1.179811431378113e-13,3.6481425919170878e-09,1.68936819744406e-19,7.519129123079261e-15,1.120216225426809e-16,6.338545061735406e-20,5.71536767973908e-13,1.1240904055355885e-17,7.800018863777843e-16,3.872641401102059e-16,3.76,0.0,0.9016937381572612,0.9172169875964623,0.08257695186934154,4.217050054083646e-09,8.364791400922343e-05,0.017630536021525964,5.278365329504173e-16,9.711283457856167e-18,3.0915846517146613e-14,6.005044172885233e-09,0.06503757309252127,2.3093293322315713e-05,3.825751218485579e-12,2.2264065750058675e-16,5.8007264108483284e-08,1.9842719157142495e-09,2.76825786512274e-10,1.1862711377016663e-05,1.2505940577467252e-05,2.626385079558123e-12,2.2920698508267694e-05,2.8160489591765544e-12,1.3433864834655436e-09,2.985257062720215e-11,2.1835653245318036e-19,4.216540197696921e-12,4.195755713195592e-09
0.01051747020286819,0.4851430574640843,5.985122255869524e-08,1.1112793451360056e-07,7.080033636839767e-06,7.382784445705913e-05,0.0,0.0,4.028248398668322e-05,1.0582170450571663e-05,0.018160539329943298,0.00014491838593691248,1.9394876717347488e-09,9.153947003835552e-26,6.102683902402056e-19,3.4047239635214797e-13,6.718049112995099e-11,8.072993974708231e-05,1.9958790036096127e-14,7.62349909190167e-21,5.094659293487878e-12,1.5097810957226934e-21,2.7530888922922307e-13,3.721789114762162e-10,1.3113063407722289e-13,4.128258031830601e-09,1.919540676009488e-19,8.686362176201443e-15,1.2022197044522646e-16,7.170618350508591e-20,6.328465101229092e-13,1.2237253365383127e-17,8.908882426559569e-16,4.426762415318075e-16,3.76,0.0,0.898705241206958,0.9142282289545117,0.08555413560366286,4.387340099788682e-09,8.592282699003407e-05,0.018398868764751077,5.272409787282761e-16,9.700311768856792e-18,3.153479195738866e-14,6.357173483411786e-09,0.06725260113943383,2.364110369167079e-05,4.038039258850049e-12,2.3496478812813055e-16,6.160058614901044e-08,2.1132197877531177e-09,2.8341760173259374e-10,1.266208155657226e-05,1.2465189890501303e-05,2.9473999263921774e-12,2.4430124461534783e-05,3.1656384415202033e-12,1.5141152738488782e-09,3.171061579013248e-11,2.470815162034107e-19,4.638667976393812e-12,4.581555394613452e-09
0.010592509251292119,0.48520944404797317,6.285499625521252e-08,1.1687464169829854e-07,7.269888511125578e-06,7.746862923026994e-05,0.0,0.0,4.2235562960109185e-05,1.1184197539469652e-05,0.0189391343659625,0.00015574720216680074,2.122107600499618e-09,9.226335210433078e-26,6.42475713181735e-19,3.407318163119625e-13,6.953467859489755e-11,8.573751636809024e-05,2.3238796321252364e-14,8.578396521427529e-21,5.486117076788954e-12,1.6345782524204375e-21,2.742247743931839e-13,3.8745248438164847e-10,1.4563306820418955e-13,4.666491716744158e-09,2.180087926974843e-19,1.0035080948869548e-14,1.2898321075539404e-16,8.123148788887872e-20,7.00404076966434e-13,1.3325191798935374e-17,1.0170190260315233e-15,5.053556064386283e-16,3.76,0.0,0.8956443164091035,0.9111668930833016,0.08860326551433655,4.5645941422809006e-09,8.822191078983295e-05,0.019194144756356175,5.267769292881066e-16,9.69175811441211e-18,3.21806076100107e-14,6.724810586186279e-09,0.06951296676201582,2.4189275224322006e-05,4.2584646840543245e-12,2.4775905331579363e-16,6.535918398541432e-08,2.2487846395411064e-09,2.900161017587132e-10,1.3504716606445119e-05,1.242344963891209e-05,3.3053762969091287e-12,2.601853877731492e-05,3.5557911365157564e-12,1.7050806246296345e-09,3.365470479400508e-11,2.79282760192917e-19,5.097341052584434e-12,4.997789679353874e-09
0.010667548299716048,0.4852781154215139,6.600393603055837e-08,1.2286690509526403e-07,7.461648775141746e-06,8.128015938258139e-05,0.0,0.0,4.427473684914333e-05,1.1823169679516972e-05,0.019744316807917106,0.00016726235833730097,2.319077743973208e-09,1.1441281009582152e-25,6.765655773563317e-19,3.410551601326667e-13,7.196920945551165e-11,9.09744117666324e-05,2.7020147179311653e-14,9.644131893977672e-21,5.903388790198271e-12,1.7686533360930673e-21,2.7311647630254596e-13,4.0318981439010576e-10,1.616121556017372e-13,5.269139730671283e-09,2.4749010978726314e-19,1.1593358910215858e-14,1.383427058043869e-16,9.215977977777738e-20,7.747830409095761e-13,1.4514173758756157e-17,1.1604234139565786e-15,5.761685068436034e-16,3.76,0.0,0.8925107891441304,0.9080327931049786,0.0917245013757068,4.749101779663192e-09,9.054393860486236e-05,0.020016968844556664,5.264612201941083e-16,9.685932115540146e-18,3.2853801076506164e-14,7.108299051225801e-09,0.07181823732809951,2.4737240149173344e-05,4.487095547906058e-12,2.610271890719304e-16,6.928641869146481e-08,2.391179239451199e-09,2.9661461530320347e-10,1.4392184528189228e-05,1.2380717274770386e-05,3.7042336034489985e-12,2.7688563559670776e-05,3.990813306573764e-12,1.918472360709905e-09,3.5686622992795106e-11,3.1533679556258013e-19,5.595123890486032e-12,5.446334388118684e-09
0.010742587348139977,0.48534912089501675,6.930418747934297e-08,1.291107160893577e-07,7.655205983339359e-06,8.52697930704046e-05,0.0,0.0,4.640238555666808e-05,1.2501473608010546e-05,0.020576649950949003,0.00017949724412755338,2.5312363045435853e-09,1.3577358512815738e-25,7.126792949540565e-19,3.4144973366516864e-13,7.448845819314227e-11,9.644526271611076e-05,3.1372854262125655e-14,1.0832373958573776e-20,6.347827268128442e-12,1.91258183928358e-21,2.719840892116425e-13,4.1939723648074786e-10,1.7920083167747634e-13,5.94307901693832e-09,2.808361485684301e-19,1.3393533823701933e-14,1.4834074113193444e-16,1.0472578278265723e-19,8.566002520846812e-13,1.5814764025137363e-17,1.3233911417277464e-15,6.560752289274388e-16,3.76,0.0,0.889304554691038,0.9048258115436608,0.0949179330441991,4.941168597558932e-09,9.288761498654248e-05,0.020867943943063492,5.263118736190998e-16,9.683165216051807e-18,3.3554848842791524e-14,7.507965776421767e-09,0.07416791234463012,2.5284414952359224e-05,4.72398205326788e-12,2.747718908239702e-16,7.338539806908698e-08,2.540614320630986e-09,3.0320628688106235e-10,1.5326058388403696e-05,1.2336991196425918e-05,4.148265485675151e-12,2.9442797060109616e-05,4.475419938661309e-12,2.1566870564009968e-09,3.7808025926421226e-11,3.5565488801685117e-19,6.134706990646024e-12,5.929129849367991e-09
0.010810122491721513,0.48541506203046075,7.240898751137928e-08,1.3494998994518248e-07,7.8308494649728e-06,8.901902136476197e-05,0.0,0.0,4.8394784838587205e-05,1.314766060824692e-05,0.021349426548301454,0.00019115231497037762,2.735876594886934e-09,1.3223156808238778e-25,7.470418423470745e-19,3.418722966719394e-13,7.683216238474832e-11,0.0001015726404099618,3.5843670688542667e-14,1.2017077818144627e-20,6.772204419837833e-12,2.051086990864113e-21,2.7094444832511557e-13,4.3439097949352363e-10,1.9652460752269294e-13,6.61676210438988e-09,3.145596262909989e-19,1.5251172399254506e-14,1.579208246577907e-16,1.1766475480832052e-19,9.371422847885715e-13,1.709045375606174e-17,1.4889170999059653e-15,7.366435450569204e-16,3.76,0.0,0.8863567506081597,0.9018771750203041,0.09785376511661781,5.120758342398967e-09,9.501430668883509e-05,0.02165838676749544,5.263355819693358e-16,9.683582590949378e-18,3.420997440021138e-14,7.881753130517073e-09,0.0763201161648172,2.577570240881068e-05,4.9442647211969395e-12,2.87550926753382e-16,7.722366413552416e-08,2.681297437916974e-09,3.0912713485305747e-10,1.6207523042318925e-05,1.2296787563629521e-05,4.5904002039037355e-12,3.1095725963395714e-05,4.958221170835172e-12,2.3944631391273637e-09,3.9795050352010884e-11,3.9595674425523686e-19,6.658401652563756e-12,6.394583682511023e-09
0.010877657635303049,0.4854829690842914,7.564613461984103e-08,1.4100171379931913e-07,8.007768440614898e-06,9.292438281036212e-05,0.0,0.0,5.046222718549902e-05,1.3829690846161249e-05,0.022145054317498664,0.00020344368110423785,2.954156176119865e-09,1.4766423916819374e-25,7.832953394839035e-19,3.423651802926228e-13,7.925215446052316e-11,0.00010689594145567176,4.090465568707688e-14,1.3321443171034087e-20,7.220769921912654e-12,2.198590387078012e-21,2.6988551158569805e-13,4.497749786319388e-10,2.1537869065954366e-13,7.360180071911959e-09,3.5221454166129357e-19,1.736583934209618e-14,1.6808754669057838e-16,1.3239384620629591e-19,1.0247565896950074e-12,1.8475659486632415e-17,1.674486081589456e-15,8.262927065994882e-16,3.76,0.0,0.8833500540532949,0.8988694840598375,0.10084805262464165,5.306980741619784e-09,9.715638598972212e-05,0.022472553201394886,5.265245155534127e-16,9.68703823966179e-18,3.488831716498106e-14,8.269105279268888e-09,0.07850736267684374,2.6265419577409315e-05,5.17126868855107e-12,3.0071761161528655e-16,8.12051826030103e-08,2.828000944885145e-09,3.150315141297582e-10,1.7128997137339254e-05,1.2255778744951706e-05,5.076640178554921e-12,3.282078059992518e-05,5.489429567665132e-12,2.6565362873036255e-09,4.1856774443983627e-11,4.40429461267034e-19,7.220370093387765e-12,6.890901731382958e-09
0.010938439264526431,0.48554579547488064,7.86766644797916e-08,1.466330788392364e-07,8.16801063488367e-06,9.657755377089476e-05,0.0,0.0,5.2388278918258275e-05,1.4475844673756652e-05,0.022880989657705814,0.0002150715054212548,3.1628073213492708e-09,1.6939207341189808e-25,8.176538466017638e-19,3.428743966911942e-13,8.149876146865582e-11,0.00011185663773081729,4.6022417116494254e-14,1.4606669543351597e-20,7.646052541307589e-12,2.339440283870664e-21,2.689160828862695e-13,4.6395787650662564e-10,2.3375305849906434e-13,8.094146248989358e-09,3.898332833606482e-19,1.9517762182805635e-14,1.7776954299396955e-16,1.4740991172764575e-19,1.1101039477717305e-12,1.9824696792429457e-17,1.8605693708624434e-15,9.155132128575175e-16,3.76,0.0,0.8805937372173455,0.8961121252817275,0.1035928187802343,5.4804678207974005e-09,9.909651561792931e-05,0.023225944004477583,5.268488002589872e-16,9.692984706239662e-18,3.55189005159062e-14,8.629482122841337e-09,0.08050542442046223,2.6704447228005816e-05,5.381314762965197e-12,3.1289868124884004e-16,8.491237911329657e-08,2.965302480639021e-09,3.203269687603735e-10,1.7993474880724837e-05,1.2218183119140427e-05,5.5552739931618315e-12,3.443648815342158e-05,6.012530742915278e-12,2.915022097086327e-09,4.3776922629318445e-11,4.843359529967737e-19,7.760694646160274e-12,7.365245732535063e-09
0.010999220893749814,0.48561026839484,8.182179524882998e-08,1.524422757686118e-07,8.329142803179962e-06,0.00010036634208343678,0.0,0.0,5.437724777912146e-05,1.5154230575374797e-05,0.023636051200378205,0.0002272552462719628,3.3835164107797454e-09,1.549345361309466e-25,8.537669315279251e-19,3.434511609109371e-13,8.381370907476586e-11,0.00011697996053502228,5.173218071649307e-14,1.6006194940770882e-20,8.092611020482229e-12,2.48836918407056e-21,2.6793124982016447e-13,4.784636064762943e-10,2.5355328488066705e-13,8.89475243170966e-09,4.3135878098095054e-19,2.1935155099406806e-14,1.8798531934110253e-16,1.6433663264716708e-19,1.2020378104595219e-12,2.1279463167790073e-17,2.066678228135402e-15,1.0135909778874413e-15,3.76,0.0,0.8777898716818892,0.8933070705794256,0.10638476317145909,5.659739798469749e-09,0.00010104740529332635,0.023999213908608524,5.273316808380186e-16,9.701847600570399e-18,3.616868799512375e-14,9.001136141810962e-09,0.08253105146754086,2.7141498844583926e-05,5.59678675608467e-12,3.253924182289182e-16,8.873795278984385e-08,3.107703315864617e-09,3.2560081645947996e-10,1.889211092479817e-05,1.2179937176788696e-05,6.0760343602140666e-12,3.6113362839871875e-05,6.58185572429955e-12,3.196750902970173e-09,4.5758846255107184e-11,5.322281192162284e-19,8.335492674122874e-12,7.866976359486925e-09
0.011060002522973197,0.4856764131644681,8.508511626281338e-08,1.58431795787903e-07,8.491093302440156e-06,0.00010429524571755912,0.0,0.0,5.6430010812404066e-05,1.586646414346908e-05,0.024410527125666243,0.0002400146047967918,3.6167692256356555e-09,1.8322231315840229e-25,8.917530897730741e-19,3.4410094932649233e-13,8.620045335068793e-11,0.00012226749031268576,5.809561075816031e-14,1.752916275501292e-20,8.561272791641289e-12,2.6457996802479994e-21,2.669311422311899e-13,4.932953141805319e-10,2.748751838224301e-13,9.767322254148832e-09,4.771866209211297e-19,2.4650281501159333e-14,1.987657420546622e-16,1.8344554042403085e-19,1.3009933221137142e-12,2.284922097794325e-17,2.2948960143508304e-15,1.1213338004627954e-15,3.76,0.0,0.8749385835998748,0.8904544382154722,0.10922375194166564,5.845007344859474e-09,0.0001030082025287064,0.024792673209806108,5.279857565873954e-16,9.713858639496238e-18,3.683783737868583e-14,9.384187779206398e-09,0.08458380648568012,2.7576233803869733e-05,5.817660593541337e-12,3.381972832874381e-16,9.268275866482077e-08,3.255305223898152e-09,3.308490596902274e-10,1.9825725257900025e-05,1.2141042530427301e-05,6.6422781309821354e-12,3.785265709638409e-05,7.2010780725923e-12,3.5035949035997823e-09,4.780301479065684e-11,5.84424323050632e-19,8.946479409828948e-12,8.397256530229598e-09
0.011114705989274241,0.48573739362711493,8.812615626679534e-08,1.6397846368601767e-07,8.637487209184296e-06,0.0001079548586903883,0.0,0.0,5.833268908842373e-05,1.6537801461528025e-05,0.0251243905769693,0.0002520067073127934,3.837827269711184e-09,2.1488712109972267e-25,9.276505278915177e-19,3.4475300213908415e-13,8.841296191945971e-11,0.0001271678142704169,6.44372958908324e-14,1.9013417506831838e-20,9.00266582639665e-12,2.795073800358424e-21,2.660181052663387e-13,5.069251523893341e-10,2.954489008463258e-13,1.0618845323371708e-08,5.224683073959765e-19,2.7378175371108398e-14,2.0897821007602886e-16,2.0276586221800326e-19,1.3964345138207157e-12,2.4368667194101633e-17,2.5210822156713663e-15,1.2272889458972219e-15,3.76,0.0,0.8723320103202028,0.8878465157934315,0.11181892620451975,6.017057082051817e-09,0.00010478066431560182,0.025524302697281266,5.287316448436231e-16,9.727559748266156e-18,3.745674202462778e-14,9.738768568440824e-09,0.08645409329541509,2.7965229711805856e-05,6.021037316935381e-12,3.4998592725543955e-16,9.633559552305991e-08,3.392675689471264e-09,3.355472438923896e-10,2.06965556558917e-05,1.2105484419425654e-05,7.193748351025544e-12,3.947239622594517e-05,7.804280405116804e-12,3.8028767709997134e-09,4.9696302424116275e-11,6.353608088808526e-19,9.528771538229466e-12,8.899894285258804e-09
0.011163939108945182,0.4857934662227263,9.094967228209659e-08,1.690982584592269e-07,8.769711228188713e-06,0.00011135156272646383,0.0,0.0,6.0090234748000805e-05,1.716765758010017e-05,0.02578068076744827,0.0002632243048472805,4.046104863041261e-09,2.228329125519813e-25,9.614331365134039e-19,3.453981621901862e-13,9.045887384873386e-11,0.00013169351164178566,7.068835484690238e-14,2.044774152759947e-20,9.416333497876317e-12,2.9358460498522316e-21,2.6518598994394926e-13,5.194218211437305e-10,3.1515212768908964e-13,1.1442600919055735e-08,5.667890269422693e-19,3.008847933700579e-14,2.1860469485556685e-16,2.220947568864189e-19,1.487799581022308e-12,2.5829423099330384e-17,2.743048853275532e-15,1.3305180700021026e-15,3.76,0.0,0.8699534795868502,0.8854666528642634,0.11418692610044695,6.176347017789702e-09,0.00010638158727329779,0.026197147867935602,5.295388230422263e-16,9.742389484172738e-18,3.802733433558943e-14,1.0065917104995315e-08,0.08815551373214883,2.831327352061281e-05,6.20776682042055e-12,3.608080729431771e-16,9.970650536552066e-08,3.520037489373173e-09,3.3975261909810707e-10,2.1505572950735458e-05,1.20730358205531e-05,7.726364734689858e-12,4.097494181145935e-05,8.38695996874069e-12,4.09228365709037e-09,5.1443809157128373e-11,6.846356941522538e-19,1.0080223675446285e-11,9.373578437480619e-09
0.011213172228616123,0.48585067990865777,9.385725589527541e-08,1.7434022071624708e-07,8.902336978209592e-06,0.00011484853136379515,0.0,0.0,6.189086535743318e-05,1.7822805361365128e-05,0.02645021095889121,0.0002748555496091445,4.263489547293726e-09,2.3904212475358316e-25,9.966971584353644e-19,3.461021026847422e-13,9.255885964441076e-11,0.00013632910081089742,7.749755022219053e-14,2.1981415369001194e-20,9.846035848650883e-12,3.0829540934399353e-21,2.643441340518963e-13,5.321379409345173e-10,3.360402484583192e-13,1.2324211888908947e-08,6.147728018321714e-19,3.306475594335032e-14,2.286642819876637e-16,2.434834051397399e-19,1.5846160839704374e-12,2.7385048782814698e-17,2.9839382902332074e-15,1.4417613011095823e-15,3.76,0.0,0.867544174139466,0.8830558988517905,0.11658543918554885,6.339981701503669e-09,0.00010798740617971431,0.026883781122346836,5.304825091911375e-16,9.759729542197163e-18,3.861084589391111e-14,1.0400715839441314e-08,0.08987385048091791,2.8659180063234523e-05,6.397962904069826e-12,3.718296115398262e-16,1.031565749321414e-07,3.6509827193542526e-09,3.439339523823087e-10,2.2338966931945474e-05,1.2040166033187488e-05,8.295584385516289e-12,4.2520538664905005e-05,9.009766682182598e-12,4.401920979523863e-09,5.323268525597509e-11,7.37370746955084e-19,1.0658644552699922e-11,9.868116734876344e-09
0.011262405348287064,0.48590904761480286,9.685089340967796e-08,1.797053225034268e-07,9.035321942621893e-06,0.00011844835068269843,0.0,0.0,6.37348428555724e-05,1.8504226983067654e-05,0.02713312792036538,0.0002869114432289612,4.490244955730656e-09,2.572173186477515e-25,1.0335309005965437e-18,3.4686840147466785e-13,9.471525687089035e-11,0.0001410750240225391,8.490962706155896e-14,2.3620581583293165e-20,1.0292248198910055e-11,3.236642211099194e-21,2.6349263620202284e-13,5.450751918042718e-10,3.5817385960742415e-13,1.3267217362139532e-08,6.667158819145018e-19,3.6332573074384736e-14,2.3917824218854637e-16,2.6717150466200763e-19,1.6871555574072947e-12,2.9042306902375085e-17,3.2453049159758766e-15,1.5615952752318344e-15,3.76,0.0,0.865104229011221,0.8806143842750486,0.11901432652213247,6.508095541364361e-09,0.00010959761703822313,0.027584361098105893,5.315704405756924e-16,9.779722221293117e-18,3.920732091711008e-14,1.0743203460155429e-08,0.09160880956051941,2.9002762408008034e-05,6.591592079036105e-12,3.8304852676621574e-16,1.0668590025059122e-07,3.785559204387451e-09,3.480890516230684e-10,2.3197152910053463e-05,1.2006876836948301e-05,8.903668997442212e-12,4.4109770761437476e-05,9.675168552136616e-12,4.733039842324459e-09,5.50629948216417e-11,7.937776106844486e-19,1.1265043086094782e-11,1.0384156197582234e-08
