Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3F(1),O2(2),H2O(3),CH4(4),CH2F(45),HF(38),C1OO1(156),CH2O2(158),CHO2(146),CHF(39),CHFO(46),S(139),CHFO2(186),CHFO2(165),CFO2(148),F(37),CH2FO(131),CH2CHF(55),O2(128),C2H4F(61),CFO(50),C2H4F(62),S(564),CFO3(1309),C2H2O(181),CH2CF(69)
2.4955427925810692e-08,0.6933424769521134,1.6852430863967223e-07,2.4870927891737414e-09,3.3787035358940938e-09,4.967727925493993e-08,0.0,0.0,6.2872129102631065e-09,7.047664991790519e-13,3.1085736047513693e-09,8.675767095147324e-08,3.574567282893838e-15,2.8631067407000242e-21,3.5808098909861474e-14,7.847354819405581e-08,1.9338940314059235e-09,1.5725554199928656e-09,1.3336614602607504e-19,5.746966968819301e-26,4.0372983619098984e-16,1.8718773938982367e-15,1.0283256397173452e-07,7.340875545202611e-18,8.685349892571019e-15,1.1145765846424448e-19,8.272955869808441e-23,1.6580251471278446e-16,9.60097669127053e-20,1.4002332748242777e-20,1.591451888531223e-17,6.349707169014722e-24,9.887038727374678e-25,2.0440374639635532e-26,3.76,0.0,0.8746113758787646,0.999530906911812,8.664390024393949e-10,6.997032207740371e-12,1.5306916687039034e-08,2.781005968872748e-07,1.6741372115684097e-13,8.838028541357432e-14,3.4499551330765547e-09,4.017935583078577e-08,1.5699617407846532e-11,3.639711328507864e-12,6.8736942405563575e-15,1.4735190830025301e-15,7.512687679856388e-10,5.357832784304339e-11,1.9493868266457378e-13,1.8108095038436038e-11,0.00046899012283602875,8.567232203389178e-18,9.305325514321994e-19,3.79345347656483e-18,1.7279236934191409e-22,1.596018227269856e-25,9.61311641495058e-24,2.103661783529639e-19
2.5439365173487225e-08,0.6933424781526784,1.7514845633430968e-07,2.6072598047559733e-09,3.5312175325000034e-09,5.097882358187225e-08,0.0,0.0,6.420246806854935e-09,7.330042548897082e-13,3.232672671292513e-09,9.031089828580976e-08,3.836463181911091e-15,3.2336102149392618e-21,3.8254655190843536e-14,7.954754252274618e-08,2.0104211430498123e-09,1.6353362781392465e-09,1.4270336671282245e-19,6.509883740725567e-26,4.2783250850074922e-16,1.9737452551856263e-15,1.0328893600148784e-07,7.94156638066328e-18,9.179668987838554e-15,1.2057343928787883e-19,8.872497543492668e-23,1.7884027601121736e-16,1.0621431928051039e-19,1.5390463288376737e-20,1.7142923701415015e-17,6.92280248023733e-24,1.076254688431295e-24,2.3306180978602224e-26,3.76,0.0,0.874611369027212,0.9995309028975894,9.109424521188928e-10,7.4384723616237e-12,1.596937449587972e-08,2.8349602277601886e-07,1.7403739231047697e-13,9.016556859603029e-14,3.499323511888194e-09,4.094138813478331e-08,1.658161573953665e-11,3.836595017039492e-12,7.145680447975664e-15,1.5027232119178168e-15,7.790131541705847e-10,5.567874951257088e-11,2.036823735391337e-13,1.8811964834981343e-11,0.00046899012097301494,9.18934830094705e-18,1.023761379386564e-18,4.068928172919491e-18,1.8340891995811154e-22,1.7578988835275574e-25,1.020576438789508e-23,2.2086290793816578e-19
2.5923302421163757e-08,0.6933424793593458,1.8185055557945313e-07,2.730426065003566e-09,3.6869431446139605e-09,5.229813566870851e-08,0.0,0.0,6.553878791107023e-09,7.618337338739363e-13,3.35843410339871e-09,9.391389849301879e-08,4.1119302843426916e-15,3.642319162729456e-21,4.0809179108269513e-14,8.059043899254194e-08,2.0879615097942254e-09,1.6989582544807629e-09,1.5244748926178206e-19,7.352388457898621e-26,4.526713735747648e-16,2.0778748598635857e-15,1.0372468586393249e-07,8.57688751119097e-18,9.689107087056161e-15,1.3018032670098547e-19,9.508199738116063e-23,1.9254661636095618e-16,1.1723162676589728e-19,1.688018878110354e-20,1.8435189887495777e-17,7.530875044004014e-24,1.170150637758655e-24,2.650225789679013e-26,3.76,0.0,0.874611362156226,0.999530898828933,9.56794416261642e-10,7.897156819008851e-12,1.665121884267513e-08,2.888915897620316e-07,1.8071751911160336e-13,9.192281901995214e-14,3.5472806314491794e-09,4.1702778535465663e-08,1.7500708803171808e-11,4.041281259859878e-12,7.422740666747102e-15,1.5319064020471672e-15,8.071989054924793e-10,5.78270355133339e-11,2.1269554877598668e-13,1.952905308710939e-11,0.0004689901190839208,9.84280555040242e-18,1.1244839236307648e-18,4.3583662334474e-18,1.944690010568289e-22,1.9329610481565017e-25,1.0817357328226321e-23,2.3167538981523273e-19
2.640723966884029e-08,0.6933424805719379,1.8862756313612573e-07,2.856587215124071e-09,3.845856096013724e-09,5.363538013655426e-08,0.0,0.0,6.68811491175605e-09,7.912575746571851e-13,3.4858094952987354e-09,9.756524677362183e-08,4.401360997120358e-15,4.0920660556400525e-21,4.347286008666997e-14,8.160279485308273e-08,2.166485356368276e-09,1.7633968655189482e-09,1.6260431656135063e-19,8.280468662231067e-26,4.782410314507214e-16,2.1841920053898793e-15,1.0414076239684013e-07,9.247963725417479e-18,1.0213624679826713e-14,1.4028959539321143e-19,1.0181937785801087e-22,2.0693527731976343e-16,1.2910396830049042e-19,1.8476192379967615e-20,1.9792868441909238e-17,8.174918585864768e-24,1.2707735435681613e-24,3.005841948775921e-26,3.76,0.0,0.8746113552656095,0.9995308947072832,1.0040092578693338e-09,8.373309055526854e-12,1.7352645384358434e-08,2.942873005883438e-07,1.8744963578821482e-13,9.365206140414326e-14,3.5938503568169456e-09,4.2463527573532514e-08,1.845795516067236e-11,4.253962030869742e-12,7.704863078325033e-15,1.5610686658168242e-15,8.358229351757897e-10,6.00231405800239e-11,2.2198135094900404e-13,2.0259348661564415e-11,0.00046899011716942436,1.0528414090957606e-17,1.2331509483748654e-18,4.662138920097924e-18,2.059831914067539e-22,2.122008882254338e-25,1.1447775502207223e-23,2.4280869560877974e-19
2.6891176916516822e-08,0.6933424817902807,1.9547649510944713e-07,2.9857382297041157e-09,4.007931884256867e-09,5.499071452286667e-08,0.0,0.0,6.822960965836248e-09,8.212784419616029e-13,3.6147513300905743e-09,1.0126354317950494e-07,4.7051468380891305e-15,4.585794466577401e-21,4.6246769430258e-14,8.258518420709781e-08,2.245963453991165e-09,1.8286280772930947e-09,1.7317943610753392e-19,9.300374918611654e-26,5.04535635583633e-16,2.29262133082366e-15,1.0453806993034863e-07,9.95592292014859e-18,1.0753172421742064e-14,1.5091224670051942e-19,1.0895661484633196e-22,2.2201958450781517e-16,1.4187450756333775e-19,2.0183226540346494e-20,2.121748392918855e-17,8.855905907582655e-24,1.3785246684064657e-24,3.4006402533606253e-26,3.76,0.0,0.874611348355173,0.9995308905340546,1.052601315893529e-09,8.867145942733177e-12,1.8073842519567637e-08,2.996831579899089e-07,1.9422938200128363e-13,9.535336468246227e-14,3.6390574546999824e-09,4.322363578922795e-08,1.9454423945298442e-11,4.4748293161939445e-12,7.992035884852591e-15,1.5902100156501885e-15,8.648821749049326e-10,6.22670043156547e-11,2.315428118189225e-13,2.1002840434526024e-11,0.0004689901152302086,1.1246974483955626e-17,1.3502307289646462e-18,4.980613917229115e-18,2.179621740160294e-22,2.3258783054303913e-25,1.2096886502908258e-23,2.5426804294653686e-19
2.7375114164193355e-08,0.6933424830142025,2.02394428303545e-07,3.1178734494156502e-09,4.173145822664091e-09,5.63642894468987e-08,0.0,0.0,6.958422504245917e-09,8.518990255963604e-13,3.7452130039147214e-09,1.0500741345563278e-07,5.023678100923198e-15,5.126556976141614e-21,4.913186177265368e-14,8.353819512865686e-08,2.326367135172042e-09,1.8946283176099593e-09,1.8417822433430554e-19,1.0418622010545043e-25,5.31548933182406e-16,2.4030865696576056e-15,1.0491747041658807e-07,1.0701895514085535e-17,1.1307691605017104e-14,1.6205900689077538e-19,1.1651395669439809e-22,2.3781244613552535e-16,1.5558726578806059e-19,2.2006109522234177e-20,2.2710533383106687e-17,9.574788067062479e-24,1.4938254449072208e-24,3.837993552711871e-26,3.76,0.0,0.8746113414247335,0.9995308863106349,1.1025849077801275e-09,9.378877872140571e-12,1.8814991551375522e-08,3.050791646929016e-07,2.010525052266687e-13,9.702683791099285e-14,3.6829274527511786e-09,4.398310372234096e-08,2.0491194467847528e-11,4.704074996343018e-12,8.28424730912906e-15,1.619330463967576e-15,8.943735747160886e-10,6.455855210341104e-11,2.41382854545765e-13,2.1759517291601606e-11,0.00046899011326694126,1.1999276946794022e-17,1.4762093123958304e-18,5.31415498770793e-18,2.304167373535095e-22,2.5454374813847708e-25,1.276454632515092e-23,2.6605879734735135e-19
2.7859051411869888e-08,0.6933424842435357,2.0937850131136095e-07,3.2529866158847187e-09,4.341473078970162e-09,5.7756248775703844e-08,0.0,0.0,7.09450483736346e-09,8.831220393729383e-13,3.877148845791294e-09,1.0879550974455674e-07,5.357343530689957e-15,5.7175127586842944e-21,5.2128976811857793e-14,8.446242702025234e-08,2.4076683058502093e-09,1.9613744860800785e-09,1.956058511401046e-19,1.1641989813807792e-25,5.592743037597025e-16,2.5155107876523117e-15,1.0527978545538585e-07,1.1487013886469194e-17,1.1877114621371314e-14,1.7374032647229528e-19,1.2451240654864225e-22,2.5432635279065536e-16,1.70287094435391e-19,2.3949721926677835e-20,2.4273485295938416e-17,1.0332493672360509e-23,1.6171182092030983e-24,4.321480740048495e-26,3.76,0.0,0.8746113344741154,0.9995308820383848,1.1539743315820968e-09,9.908708882262536e-12,1.957626685086194e-08,3.1047532341406977e-07,2.0791486264042204e-13,9.86726264646411e-14,3.7254865103441564e-09,4.4741931912205726e-08,2.156935583171839e-11,4.941890732974057e-12,8.581485594577235e-15,1.648430023186266e-15,9.242941028896473e-10,6.689769596925761e-11,2.515042959402279e-13,2.252936812781877e-11,0.0004689901112802667,1.2786100640800677e-17,1.6115907717261534e-18,5.663121651539142e-18,2.4335777655543373e-22,2.7815872922847336e-25,1.3450600396597018e-23,2.781864738743421e-19
2.8826925907222953e-08,0.6933424867177805,2.235339343947336e-07,3.5321189533231572e-09,4.687367691435994e-09,6.059586335059784e-08,0.0,0.0,7.368551960575947e-09,9.473863263404817e-13,4.1452650966998366e-09,1.1649912398866579e-07,6.071622287993027e-15,7.063156489111422e-21,5.846207190348052e-14,8.622699416449974e-08,2.572853657058772e-09,2.0970146066942025e-09,2.197672959806986e-19,1.4432534828842155e-25,6.168331578046364e-16,2.74592637408603e-15,1.059562550620393e-07,1.3179224149948427e-17,1.3060359911803644e-14,1.987470718350373e-19,1.4192043148542605e-22,2.8956518508151247e-16,2.0283135561224335e-19,2.821894872477281e-20,2.7614822482818204e-17,1.1967974143987828e-23,1.8895579749392663e-24,5.44224342429751e-26,3.76,0.0,0.8746113205116736,0.9995308733526994,1.2610277792343728e-09,1.1023453317152628e-11,2.115986006080839e-08,3.212681077273302e-07,2.2174126438411472e-13,1.0188189233391003e-13,3.8067789238457605e-09,4.625767121725599e-08,2.3854254235262946e-11,5.44399729148095e-12,9.190995825601758e-15,1.7065665239822606e-15,9.854105080272251e-10,7.171835799477915e-11,2.7260212399283196e-13,2.4108547364843382e-11,0.00046899010723922257,1.4466369332878638e-17,1.9126702090113106e-18,6.408746913716345e-18,2.7074340353704263e-22,3.3074286796662087e-25,1.487722592301325e-23,3.0347540911662003e-19
2.969801295304071e-08,0.6933424889614923,2.3647260698280407e-07,3.793448720760177e-09,5.009069485713508e-09,6.321570202349542e-08,0.0,0.0,7.617366038481513e-09,1.0073121751903957e-12,4.391172788997525e-09,1.2357066652051503e-07,6.770089382887484e-15,8.479669701088201e-21,6.455112117261835e-14,8.772284435806284e-08,2.724320083462974e-09,2.221419950640543e-09,2.430270283508752e-19,1.7376994817276326e-25,6.709987301590827e-16,2.9592221997853348e-15,1.0651412765636278e-07,1.4847473678850514e-17,1.4175407158365622e-14,2.2318055769751423e-19,1.59322485077592e-22,3.23862920299551e-16,2.3596295275710717e-19,3.252426612153904e-20,3.087520893293186e-17,1.358151996165104e-23,2.1669778525675784e-24,6.649070338416049e-26,3.76,0.0,0.8746113078748373,0.9995308653816638,1.3623269213131076e-09,1.209054362078726e-11,2.2655538940207266e-08,3.3098216055250833e-07,2.3427993384461946e-13,1.0467763265955249e-13,3.875730069506909e-09,4.761965407119593e-08,2.6063332763894658e-11,5.927117312145775e-12,9.756629377850238e-15,1.7588180584917987e-15,1.0418528472117635e-09,7.621860425621911e-11,2.925787145741437e-13,2.5574752474349622e-11,0.0004689901035284462,1.610424189607036e-17,2.2212341154905586e-18,7.136074961633573e-18,2.97165741062497e-22,3.8471495674390524e-25,1.622236406115134e-23,3.2744615960789876e-19
3.056909999885847e-08,0.6933424912202822,2.4958396325418344e-07,4.064305656025508e-09,5.3404690457529685e-09,6.589705248482035e-08,0.0,0.0,7.868263682934992e-09,1.0692330906312858e-12,4.641190458584087e-09,1.3076579548208064e-07,7.52353427402167e-15,1.0112495422073069e-20,7.101116334873028e-14,8.913505541960385e-08,2.87828446666818e-09,2.3479050715005877e-09,2.6774766758319005e-19,2.0779631306037017e-25,7.273553432294598e-16,3.177660159499071e-15,1.0702777058826255e-07,1.6660201724747558e-17,1.533733159578488e-14,2.4949605504961724e-19,1.7851507044333643e-22,3.6067221660401084e-16,2.730252476666528e-19,3.729914290993506e-20,3.4383523408132025e-17,1.5334216819411303e-23,2.478204059694249e-24,8.071164190374417e-26,3.76,0.0,0.8746112951701879,0.9995308572722993,1.4684025811204876e-09,1.3219171644703571e-11,2.421883922055307e-08,3.4069674767752e-07,2.468864163775425e-13,1.0738724810279383e-13,3.940857959104629e-09,4.897957252399329e-08,2.8423864135122905e-11,6.440964016740906e-12,1.0338368061173545e-14,1.8110021053015883e-15,1.0996392356110232e-09,8.087116484643148e-11,3.1350622617140325e-13,2.7083469001492148e-11,0.00046899009975130636,1.786551162624497e-17,2.568952179519712e-18,7.918750100089237e-18,3.253387013320469e-22,4.456177824009298e-25,1.7624312075823424e-23,3.5260127370043648e-19
3.144018704467623e-08,0.693342493493295,2.628536143599379e-07,4.344635599606508e-09,5.681420342737887e-09,6.864053136732014e-08,0.0,0.0,8.12126791189728e-09,1.133165633748089e-12,4.895086803469125e-09,1.380776564116466e-07,8.33412953876556e-15,1.1983491402271596e-20,7.784324927805455e-14,9.046725839302662e-08,3.0346045023726357e-09,2.4763529752947486e-09,2.939525374938011e-19,2.4689578407351486e-25,7.858555153995479e-16,3.40079351390024e-15,1.0750074957887715e-07,1.862401802036647e-17,1.6545474734393007e-14,2.777447597520262e-19,1.996481036240298e-22,4.0005116959064104e-16,3.1430625126109037e-19,4.2573858356682666e-20,3.814719433615959e-17,1.7230612671674723e-23,2.826668798845341e-24,9.737734627736693e-26,3.76,0.0,0.874611282396929,0.9995308490315173,1.5793375940063154e-09,1.4410315022517715e-11,2.5850548700052967e-08,3.5041188453600317e-07,2.59540618690966e-13,1.1001248941660405e-13,4.002324528438516e-09,5.033742970465288e-08,3.094250660657676e-11,6.986633957810504e-12,1.0936144052641244e-14,1.8631187367221137e-15,1.1587526379698557e-09,8.567514156146972e-11,3.3539754509125394e-13,2.8634632521683487e-11,0.0004689900959111228,1.975424848754638e-17,2.9594472688126542e-18,8.758681476568742e-18,3.553298354505026e-22,5.141008898683567e-25,1.908190580506517e-23,3.789784677778187e-19
3.231127409049399e-08,0.693342495779716,2.762678372333657e-07,4.634380341740873e-09,6.0317779708118206e-09,7.144669744791247e-08,0.0,0.0,8.376399666896121e-09,1.1991265398151977e-12,5.152640751266348e-09,1.454996917363948e-07,9.204009639484527e-15,1.4115349591999436e-20,8.504743137856694e-14,9.17230588660937e-08,3.1931441716060962e-09,2.6066518418540255e-09,3.216631894737116e-19,2.915872540455578e-25,8.464503617792952e-16,3.628182594902533e-15,1.0793633753863115e-07,2.0745516332307788e-17,1.779911823095839e-14,3.079751926664149e-19,2.2287935746555773e-22,4.4205380842065946e-16,3.601005478995266e-19,4.837908845330139e-20,4.217329712034015e-17,1.9274997140375886e-23,3.2160818563395517e-24,1.1680682514881998e-25,3.76,0.0,0.8746112695543243,0.999530840665929,1.6952146471495937e-09,1.5664895323196777e-11,2.755139531837309e-08,3.601275864253313e-07,2.7222361933078156e-13,1.12555267251844e-13,4.060291236154902e-09,5.1693228737436524e-08,3.36259936155243e-11,7.565213873653163e-12,1.1549889743232966e-14,1.9151680250318663e-15,1.2191762021886603e-09,9.062955036952102e-11,3.58264625884914e-13,3.022817870861414e-11,0.0004689900920110507,2.177436789203288e-17,3.396549684507853e-18,9.657715769730501e-18,3.8720790553098793e-22,5.908515700294693e-25,2.059393674984483e-23,4.066170949447433e-19
3.3182361136311746e-08,0.6933424980787645,2.898135662895534e-07,4.933478039602394e-09,6.391397476136861e-09,7.431605459231078e-08,0.0,0.0,8.633677915784761e-09,1.2671327020375036e-12,5.413641358410485e-09,1.5302563891980144e-07,1.0135266791681138e-14,1.653151147312731e-20,9.262282339119153e-14,9.290601555218924e-08,3.3537736784403588e-09,2.7386949738739017e-09,3.508994976435108e-19,3.4241689925676537e-25,9.090900305261467e-16,3.859397049341955e-15,1.0833753912076748e-07,2.3031267716901658e-17,1.9097490892017093e-14,3.402333006771041e-19,2.4837435074236914e-22,4.867302296233241e-16,4.1070881559703266e-19,5.474585087030209e-20,4.6468547499661896e-17,2.1471402785617678e-23,3.6504439212633965e-24,1.3934717687851347e-25,3.76,0.0,0.8746112566416946,0.9995308321818485,1.8161162727828706e-09,1.698378057072848e-11,2.932205008917662e-08,3.6984386850067364e-07,2.84917650594722e-13,1.15017615879616e-13,4.114917996520224e-09,5.3046972741870256e-08,3.6481127996067995e-11,8.17777926095908e-12,1.2179537737229817e-14,1.967150042477269e-15,1.2808932573950725e-09,9.573333132977816e-11,3.821185345214399e-13,3.186404333410703e-11,0.000468990088054102,2.392962587931595e-17,3.884300959978049e-18,1.0617634764648838e-17,4.2104290509399743e-22,6.765955704746715e-25,2.215916407060184e-23,4.355581484195e-19
3.4053448182129505e-08,0.6933425003896976,3.0347838180342803e-07,5.2418635973737035e-09,6.760135631244467e-09,7.72490546205171e-08,0.0,0.0,8.893119753141988e-09,1.3372011561200753e-12,5.677887654014676e-09,1.6064952681817281e-07,1.1129947244490891e-14,1.925607889795792e-20,1.0056766196461061e-13,9.401962271224766e-08,3.516369353757857e-09,2.8723807179642716e-09,3.8167975277025554e-19,3.9995784735680027e-25,9.737240869799807e-16,4.0940177098366204e-15,1.0870711315712778e-07,2.5487814469663766e-17,2.0439775280770567e-14,3.7456257014122195e-19,2.7630620442410766e-22,5.341267454556592e-16,4.6643736253417185e-19,6.170545263756432e-20,5.103929697075109e-17,2.382360840962175e-23,4.1340595950018455e-24,1.653747304633175e-25,3.76,0.0,0.8746112436584146,0.9995308235852952,1.9421248361245037e-09,1.8367787730394716e-11,3.116312995813408e-08,3.7956074576996507e-07,2.976060743701074e-13,1.174016619002561e-13,4.1663622979278435e-09,5.439866483275157e-08,3.951477648590193e-11,8.825393075834639e-12,1.2825020851607423e-14,2.0190648612724776e-15,1.3438873120361895e-09,1.0098535754984512e-10,4.069694908202386e-13,3.354216226797193e-11,0.0004689900840431648,2.6223615761327216e-17,4.4269574628343595e-18,1.1640153555456351e-17,4.569060789944987e-22,7.720977698755732e-25,2.377632521884176e-23,4.658442612743777e-19
3.4924535227947264e-08,0.6933425027118079,3.1725049560266003e-07,5.559469013075067e-09,7.137850662180781e-09,8.024610008852096e-08,0.0,0.0,9.15474049808006e-09,1.409349065626325e-12,5.945188438737094e-09,1.6836567057290226e-07,1.219004795375077e-14,2.231372175020974e-20,1.0887936913930969e-13,9.506729587620074e-08,3.6808135314386412e-09,3.0076123629402663e-09,4.140207540981256e-19,4.648097898911246e-25,1.0403018505077482e-15,4.331638134245188e-15,1.0904759319422626e-07,2.81216647159539e-17,2.182511393782586e-14,4.110041497098975e-19,3.0685546889427236e-22,5.842860430025649e-16,5.275976811187283e-19,6.928944056363366e-20,5.589153007076918e-17,2.6335144064395044e-23,4.6715500460105e-24,1.9529614726394019e-25,3.76,0.0,0.8746112306039097,0.9995308148820017,2.0733225190573666e-09,1.9817685151684423e-11,3.307520058110748e-08,3.8927823308967225e-07,3.1027335309381005e-13,1.1970959729178376e-13,4.214778481186174e-09,5.574830812015673e-08,4.273386450823096e-11,9.509104554345955e-12,1.3486272115430686e-14,2.07091255359904e-15,1.4081420519906566e-09,1.0638444328686052e-10,4.3282691000211147e-13,3.526247147785978e-11,0.00046899007998099315,2.8659766145369895e-17,5.0289938072234134e-18,1.2726919339783034e-17,4.948699429080137e-22,8.78162817357087e-25,2.544414531292135e-23,4.975197031268241e-19
3.579562227376502e-08,0.6933425050444227,3.3111873447486136e-07,5.886223693959211e-09,7.524402432587038e-09,8.330754697949516e-08,0.0,0.0,9.418553789183134e-09,1.483593708122113e-12,6.215362045120078e-09,1.7616866524029596e-07,1.3317513645687373e-14,2.5729583286471617e-20,1.175546151164968e-13,9.605236056181555e-08,3.8469944009310144e-09,3.1442980186232835e-09,4.479378987835907e-19,5.3759854462266955e-25,1.1087726862511766e-15,4.571865834495363e-15,1.0936130623065536e-07,3.0939287627017553e-17,2.3252615210028007e-14,4.495969806006407e-19,3.402099239460252e-22,6.372473516836041e-16,5.945060209649407e-19,7.752955447773777e-20,6.10308634293695e-17,2.900929753724054e-23,5.267865259593927e-24,2.295494808900606e-25,3.76,0.0,0.874611217477655,0.9995308060774181,2.2097913002102462e-09,2.1334194958467155e-11,3.505877901544452e-08,3.989963451612987e-07,3.2290501659262404e-13,1.2194365645141007e-13,4.260317163136623e-09,5.709590570944793e-08,4.6145371227656784e-11,1.0229948149948029e-11,1.4163224769250088e-14,2.122693191605603e-15,1.4736413387008794e-09,1.1192935124329644e-10,4.596994432165005e-13,3.702490702911732e-11,0.0004689900758701988,3.124134022353064e-17,5.695106075888425e-18,1.3879510759767116e-17,5.350083023691044e-22,9.956357367412688e-25,2.716134530663115e-23,5.30630374077427e-19
3.666670931958278e-08,0.6933425073869036,3.450725218969724e-07,6.2220547440995084e-09,7.919652591818616e-09,8.643370729961486e-08,0.0,0.0,9.68457167633864e-09,1.5599524620699566e-12,6.4882360693017425e-09,1.8405337847059193e-07,1.451423425257947e-14,2.9529184372901736e-20,1.2658938052690204e-13,9.697804347859997e-08,4.014805842278627e-09,3.282350480159939e-09,4.834452683351257e-19,6.1897557543554135e-25,1.1790862564341946e-15,4.814323233892731e-15,1.0965038986012972e-07,3.3947109213016323e-17,2.472135869603678e-14,4.903779317036944e-19,3.765643551290624e-22,6.930466159316914e-16,6.674829816804975e-19,8.645768328137991e-20,6.646254639903835e-17,3.1849121969553e-23,5.928295837399951e-24,2.6860519325287177e-25,3.76,0.0,0.874611204279171,0.9995307971767222,2.3516129324342055e-09,2.291799537656091e-11,3.711433631890554e-08,4.0871509652852185e-07,3.3548762594887235e-13,1.2410609661968615e-13,4.303124781014519e-09,5.8441460701280555e-08,4.975632486714879e-11,1.0988942579603381e-11,1.4855812264499643e-14,2.1744068474077174e-15,1.5403692073248389e-09,1.1761879915623918e-10,4.875950169045242e-13,3.882940508464173e-11,0.000468990071713262,3.3971436204987264e-17,6.4302148582950454e-18,1.509943773877495e-17,5.773962713834235e-22,1.1254024967984926e-24,2.892664906965425e-23,5.652237963849693e-19
3.753779636540054e-08,0.6933425097386454,3.59101858536405e-07,6.566887226838106e-09,8.323464692341906e-09,8.962485157479693e-08,0.0,0.0,9.952804709282413e-09,1.6384427944474195e-12,6.763647081420417e-09,1.920149424665532e-07,1.5782042705418876e-14,3.3738327614858996e-20,1.3597901758191072e-13,9.784746583886772e-08,4.184147248094517e-09,3.421687081561846e-09,5.205557117576715e-19,7.096174764908209e-25,1.2511927348118553e-15,5.0586483831380624e-15,1.0991680797031966e-07,3.715150865696031e-17,2.623040031582766e-14,5.33381937394822e-19,4.1612030936187592e-22,7.517166704615061e-16,7.468531262382965e-19,9.610582380617499e-20,7.219146311376438e-17,3.485744436875893e-23,6.65848430517459e-24,3.129671250353472e-25,3.76,0.0,0.8746111910080216,0.9995307881848259,2.4988689184069517e-09,2.4569722991315166e-11,3.924230005207271e-08,4.184345015748859e-07,3.480087352380535e-13,1.2619918123634017e-13,4.343343239418292e-09,5.978497619161032e-08,5.357379827678471e-11,1.1787089972402987e-11,1.5563968262896442e-14,2.2260535930876794e-15,1.608309864907283e-09,1.234514657529072e-10,5.165208708925882e-13,4.067590190473561e-11,0.0004689900675125426,3.6852988753212785e-17,7.239468109055311e-18,1.6388141757069274e-17,6.221102906211843e-22,1.2683905482556935e-24,3.073878947587125e-23,6.013491042667865e-19
3.84088834112183e-08,0.6933425120990743,3.731973018720765e-07,6.9206444044122454e-09,8.735704280699358e-09,9.288121124703864e-08,0.0,0.0,1.02232620227724e-08,1.7190822490603051e-12,7.041440320399133e-09,2.000487454013252e-07,1.712271306516023e-14,3.838300229318744e-20,1.4571830963617432e-13,9.866363846810217e-08,4.354923335970508e-09,3.5622295413429807e-09,5.592809251570959e-19,8.102254264177411e-25,1.3250429879019526e-15,5.3044954641452536e-15,1.101623651283887e-07,4.0558815152144026e-17,2.777877701608926e-14,5.78642136336454e-19,4.59085832779401e-22,8.132874160400522e-16,8.329446152193029e-19,1.0650604243095058e-19,7.82221358317921e-17,3.803687480919693e-23,7.46443589653749e-24,3.631734193119804e-25,3.76,0.0,0.8746111776638119,0.9995307791063857,2.6516404849298375e-09,2.628997493077137e-11,4.1443056682554416e-08,4.2815457452198347e-07,3.6045685179138943e-13,1.282251658535893e-13,4.381109645092462e-09,6.112645527170057e-08,5.7604904743848487e-11,1.2625375114432646e-11,1.6287626635841776e-14,2.2776335006943207e-15,1.6774476885700461e-09,1.2942599613500332e-10,5.464835951571439e-13,4.256433384696244e-11,0.00046899006327027966,3.9888771314043006e-17,8.12824383104762e-18,1.774699651912604e-17,6.692281452049218e-22,1.4255693283832163e-24,3.259651359250631e-23,6.390570321520644e-19
3.927997045703606e-08,0.6933425144676476,3.8734994518494503e-07,7.283247956525108e-09,9.156238965215117e-09,9.620298097004397e-08,0.0,0.0,1.04959514183518e-08,1.8018884355257933e-12,7.3214693771955054e-09,2.0815042242492301e-07,1.8537958975247928e-14,4.348929086355502e-20,1.5580152882369345e-13,9.94294584876342e-08,4.52704395382773e-09,3.703903802321209e-09,5.996315277234672e-19,9.21524617441703e-25,1.400588726074899e-15,5.551535105664012e-15,1.1038871975311359e-07,4.417530521201858e-17,2.936551112333838e-14,6.261900099396087e-19,5.056751934162523e-22,8.777859941727794e-16,9.26088861997463e-19,1.1769043940258291e-19,8.455872944205105e-17,4.1389816162332997e-23,8.352528786272145e-24,4.197973973985833e-25,3.76,0.0,0.874611164246186,0.9995307699458097,2.8100085563205498e-09,2.8079310971742995e-11,4.37169538904009e-08,4.3787532942807764e-07,3.72821395449775e-13,1.3018628632856054e-13,4.416556118608197e-09,6.24659010281293e-08,6.185679403550946e-11,1.3504764784677582e-11,1.7026721463823935e-14,2.3291466422427834e-15,1.7477672237213492e-09,1.3554100663939102e-10,5.774891652269996e-13,4.449463736600223e-11,0.0004689900589885907,4.30813992213924e-17,9.102152586734879e-18,1.917730896554901e-17,7.188289820987606e-22,1.5979507337960637e-24,3.449858704796675e-23,6.783999016424484e-19
