Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3F(1),O2(2),H2O(3),CH4(4),CH2F(45),HF(38),C1OO1(156),CH2O2(158),CHO2(146),CHF(39),CHFO(46),S(139),CHFO2(186),CHFO2(165),CFO2(148),F(37),CH2FO(131),CH2CHF(55),O2(128),C2H4F(61),CFO(50),C2H4F(62),S(564),CFO3(1309),C2H2O(181),CH2CF(69),CH2CFO(78),CFO3(296),CHO2(145),CHO3(309),CHFO2(220),C2H2F(70),CF(49),CH2F2(40)
9.38807385756785e-08,0.6227701843618945,6.038463495707841e-08,1.5383894158022803e-09,1.7241033919569427e-09,1.2449868389387685e-08,0.0,0.0,2.7631342710951705e-09,3.7114059042876625e-13,1.2162733623052246e-09,3.5000161370702564e-08,1.0752280723144829e-15,2.6116440762873103e-22,2.9217389594273625e-15,4.655144408989768e-09,3.512864462149056e-10,6.152867353951607e-10,5.969306718273347e-21,9.41774669701563e-28,1.0103362728199412e-17,2.076659981351188e-17,4.542413998704964e-09,4.332675874007097e-18,1.8876505637823582e-15,2.537290818661267e-20,1.689750839038098e-24,1.1411412527905854e-17,3.0714357903481776e-20,1.5693620360579579e-21,6.320369246586727e-18,9.49052084688639e-25,7.670517737612142e-26,1.1156623535641248e-26,3.76,0.0,0.9218484038481466,0.9998167187536303,8.704885647844903e-10,2.8835090724012158e-12,1.1109769597476311e-08,4.6600595546543326e-08,1.0284086027866182e-13,1.2528449841089382e-14,2.2176606358933417e-10,3.7069996330107326e-09,6.065002223703068e-11,1.6252422825417116e-11,4.122401124711781e-16,1.5169179379802232e-17,1.5783793296040815e-10,8.481439886080683e-12,1.0383569373334445e-13,3.737590069964248e-12,0.00018324004232068026,2.131660092621947e-18,6.585622871787616e-13,1.0198923203706558e-18,1.3275631175142795e-23,1.5549269720379908e-19,4.595906796270311e-26,1.0165617997812811e-20,5.723508319678681e-21,2.5099535354372385e-16,2.3687003532214215e-15,7.987245836337618e-24,3.142889169637804e-11,1.4770109812377954e-20,3.704309720788518e-15,2.197684773219464e-16
9.569150169120506e-08,0.6227701845590642,6.16426135035171e-08,1.5924503583704736e-09,1.7781384205250136e-09,1.2894392445572018e-08,0.0,0.0,2.833315157520245e-09,3.872655693566056e-13,1.245497440229795e-09,3.58481774874669e-08,1.1275750475515968e-15,2.7794985616340206e-22,3.0184556202164813e-15,4.655526532119409e-09,3.596977870013478e-10,6.300712267719046e-10,6.254062426143627e-21,1.0191212850938436e-27,1.0417946705395443e-17,2.1021985684810707e-17,4.5424634679209e-09,4.600470810013216e-18,1.9537089627025216e-15,2.6636555672809964e-20,1.8171871282783192e-24,1.1963663997890541e-17,3.295368354160786e-20,1.6747933660296653e-21,6.634158150877459e-18,9.975096613412357e-25,8.41606077841827e-26,1.2262637434003629e-26,3.76,0.0,0.921848402421954,0.9998167177301959,9.111695947098666e-10,3.019376498341278e-12,1.1557224334298564e-08,4.750148249046523e-08,1.0444927926000561e-13,1.2643027450614306e-14,2.21785191326438e-10,3.77360817089188e-09,6.427061515679931e-11,1.7138514030909203e-11,4.243460041891727e-16,1.5442918682193907e-17,1.6264696240724688e-10,8.761300527503568e-12,1.0811768892771325e-13,3.879808373964639e-12,0.00018324004213318877,2.2485768917691865e-18,6.834377545156697e-13,1.0775063135870913e-18,1.419766440526734e-23,1.6182761954113605e-19,4.741212626574455e-26,1.0560544222087896e-20,6.0729642693555314e-21,2.6363138025085876e-16,2.4126745024891877e-15,8.47266700037413e-24,3.290401054051662e-11,1.541319273146755e-20,3.9057383200374864e-15,2.329724069199359e-16
9.750226480673162e-08,0.6227701847561832,6.289203193398258e-08,1.647159687180744e-09,1.832638740015796e-09,1.3346130642832566e-08,0.0,0.0,2.9040989449514256e-09,4.037964038403756e-13,1.274723787272967e-09,3.6696364400518434e-08,1.1810987465136697e-15,2.952549815660091e-22,3.115305000648714e-15,4.655848984005721e-09,3.681086076881182e-10,6.448568859184444e-10,6.5456206619357e-21,1.1007288341477117e-27,1.0734240626680583e-17,2.1267933564695884e-17,4.542504869054364e-09,4.878112313098687e-18,2.0201975094664315e-15,2.7933269431983714e-20,1.9509919917099162e-24,1.252901988945412e-17,3.530022575279336e-20,1.784756240200093e-21,6.954139436727401e-18,1.0471804319177434e-24,9.216212754848551e-26,1.3449386421213017e-26,3.76,0.0,0.9218484009868982,0.9998167167047095,9.529628583409279e-10,3.158458617168236e-12,1.2013368776985036e-08,4.840247584705258e-08,1.0602420181805177e-13,1.2755149420026722e-14,2.218013387632907e-10,3.840040276588151e-09,6.803542129042026e-11,1.8053870164163463e-11,4.3651238444876474e-16,1.5715942313073273e-17,1.6748759230798872e-10,9.043451134391921e-12,1.1248522921572891e-13,4.0245559955009324e-12,0.00018324004194532077,2.3691976610935664e-18,7.087452522281652e-13,1.1370561178134232e-18,1.516714105347711e-23,1.6829124320530094e-19,4.8873773925274183e-26,1.0964372365713653e-20,6.43721370528043e-21,2.7661642979950015e-16,2.4565315922100106e-15,8.975045609962652e-24,3.4412283508008017e-11,1.6073174054248018e-20,4.113950739387607e-15,2.467089456866715e-16
9.931302792225818e-08,0.6227701849532508,6.413292995210362e-08,1.7025055504064354e-09,1.887594915355949e-09,1.380503364511124e-08,0.0,0.0,2.9754815124111418e-09,4.207365412452999e-13,1.3039520608895857e-09,3.754471280479733e-08,1.2357861150696468e-15,3.130726145861391e-22,3.2122463849534875e-15,4.656121025740863e-09,3.765187949526044e-10,6.596435385070909e-10,6.843982739325531e-21,1.1867127534940122e-27,1.1052192754291991e-17,2.150477361022336e-17,4.542539523959888e-09,5.1657059468753244e-18,2.087093197435079e-15,2.9263263539423616e-20,2.091304792729936e-24,1.3107475093861504e-17,3.77564841203456e-20,1.8993364447094504e-21,7.280155677574671e-18,1.0980636806752816e-24,1.0073609967196555e-25,1.472063632424218e-26,3.76,0.0,0.9218483995430133,0.9998167156771907,9.95877735092687e-10,3.300755208430613e-12,1.2478165693925891e-08,4.9303576807668983e-08,1.0756627977606645e-13,1.2864874397076528e-14,2.2181496820471868e-10,3.906296417334312e-09,7.194720598975305e-11,1.8998740976752043e-11,4.487360788895369e-16,1.5988251861334617e-17,1.723585447751071e-10,9.327804044299031e-12,1.1693795100938603e-13,4.171826235949527e-12,0.00018324004175707825,2.4935482186268495e-18,7.344832465282009e-13,1.1985600122617837e-18,1.6185726041294442e-23,1.7488342859455232e-19,5.034377744067269e-26,1.1377254849756599e-20,6.816669030362557e-21,2.899514902955125e-16,2.500272025282154e-15,9.494531043771918e-24,3.595341883485207e-11,1.6750313883304007e-20,4.329027060913514e-15,2.6098872660593124e-16
9.999999999999998e-08,0.6227701851502667,6.460148443787092e-08,1.7236669295167403e-09,1.9085616841624443e-09,1.3980998003071458e-08,0.0,0.0,3.002718642070852e-09,4.2727114334089886e-13,1.3150412028974354e-09,3.786660206604886e-08,1.256835287046904e-15,3.1996487253723875e-22,3.249040304251076e-15,4.6562127098648654e-09,3.797092874615306e-10,6.652535663110693e-10,6.958956659787009e-21,1.220502474897863e-27,1.1173241857962108e-17,2.159231049675088e-17,4.542551141423323e-09,5.2774395257620764e-18,2.112574222795543e-15,2.977659394276809e-20,2.1462683703450292e-24,1.3330357485584899e-17,3.8717572267107193e-20,1.9440320445795158e-21,7.405387152514037e-18,1.1176850155085307e-24,1.0414426873432126e-25,1.5225830551561598e-26,3.76,0.0,0.9218483989929253,0.9998167152868396,1.01245428623604e-09,3.3555810997960737e-12,1.265675781764415e-08,4.964546726033409e-08,1.0814285768794591e-13,1.2905886720697539e-14,2.2181956331908084e-10,3.931386900737528e-09,7.347029892020186e-11,1.9364981234288386e-11,4.533878929135995e-16,1.609137486073959e-17,1.7421417471174363e-10,9.436241081987294e-12,1.1864944907937606e-13,4.2283566811038886e-12,0.00018324004168556517,2.5417057372880026e-18,7.443601194472026e-13,1.2224085100553964e-18,1.6585360422495377e-23,1.774179972636105e-19,5.090361123970034e-26,1.1536296475992683e-20,6.964693612978729e-21,2.9510235295581865e-16,2.516835942794838e-15,9.696121199605896e-24,3.654663504406304e-11,1.7011753287882066e-20,4.412435635606018e-15,2.6655057255041384e-16
1.0112379103778475e-07,0.6227701851502667,6.536535011966939e-08,1.7584762427729552e-09,1.942997684616587e-09,1.4271052384339346e-08,0.0,0.0,3.0474587595215666e-09,4.3808940506347047e-13,1.333181972102389e-09,3.839321499030635e-08,1.2916238803234962e-15,3.3139527201892984e-22,3.3092414230024246e-15,4.6563504925623515e-09,3.8492825098570186e-10,6.744310372882287e-10,7.149149888530798e-21,1.2771876285826575e-27,1.1371753863161943e-17,2.1732827363208203e-17,4.5425685366926685e-09,5.4633549981639765e-18,2.154374189801896e-15,3.062675934699171e-20,2.2382624350583154e-24,1.3699024884111307e-17,4.032495629319532e-20,2.018619201146974e-21,7.61205039072424e-18,1.1501587436676013e-24,1.0990943220744252e-25,1.6080223126980024e-26,3.76,0.0,0.9218483980903336,0.9998167146476565,1.0399234216589128e-09,3.4462660114084093e-12,1.2951577814330673e-08,5.020478653765874e-08,1.0907615943323057e-13,1.29722587299256e-14,2.218264708206181e-10,3.972377059129029e-09,7.600872268535408e-11,1.9973365595272473e-11,4.610140197173326e-16,1.62598489216469e-17,1.772585774693924e-10,9.614274020287981e-12,1.2147549006087426e-13,4.321612414460569e-12,0.0001832400415684661,2.6216532102564004e-18,7.606502080827039e-13,1.262035671178078e-18,1.7255117810522824e-23,1.8160402436152354e-19,5.182191510655941e-26,1.1799346471839081e-20,7.211751279504504e-21,3.036374616786165e-16,2.5438961893451244e-15,1.003126861377561e-23,3.7527114109624696e-11,1.7444876266738646e-20,4.551045926444497e-15,2.7582235623754116e-16
1.0474531726883787e-07,0.6227701855441423,6.780493868840944e-08,1.872246009096183e-09,2.0551067826424033e-09,1.522424219559465e-08,0.0,0.0,3.193181000288393e-09,4.740468873027911e-13,1.3916457741091665e-09,4.009065647767485e-08,1.4066965669713999e-15,3.695243707156196e-22,3.5032501017261395e-15,4.656707103174857e-09,4.017446426945207e-10,7.040080969880987e-10,7.779903914123951e-21,1.47206403358991e-27,1.2015517803384096e-17,2.216381786635321e-17,4.542613158702422e-09,6.089221851468003e-18,2.2900102645882882e-15,3.3455177274959386e-20,2.552647468012482e-24,1.4921390965098536e-17,4.580852338604059e-20,2.271630462888257e-21,8.292855790718257e-18,1.257981885166282e-24,1.3016447263742746e-25,1.9080093418284886e-26,3.76,0.0,0.9218483951587275,0.9998167125826054,1.1314431103358905e-09,3.74692903816287e-12,1.3924098485084868e-08,5.200753683901727e-08,1.1200187531205443e-13,1.3180220512068447e-14,2.2184436390958698e-10,4.104013703697818e-09,8.459190614132481e-11,2.2012781215532687e-11,4.857208817124373e-16,1.6800911983972138e-17,1.8714108625235358e-10,1.0193235968132274e-11,1.3080356082417075e-13,4.6287059508601835e-12,0.0001832400411901432,2.889219357717792e-18,8.142649378061009e-13,1.394970002800194e-18,1.9553283808964758e-23,1.9542978581725159e-19,5.480176089107054e-26,1.267178728458607e-20,8.05052428070076e-21,3.3206531655270205e-16,2.6307971966449168e-15,1.1157061470560305e-23,4.0770925699509805e-11,1.8887344151198197e-20,5.0162187829348335e-15,3.0719345489774266e-16
1.0800469087678569e-07,0.622770185898452,6.99720434470163e-08,1.976661184695384e-09,2.157442714402294e-09,1.610596240163759e-08,0.0,0.0,3.3263241441047725e-09,5.078540058175276e-13,1.4442667285453722e-09,4.1618827038237554e-08,1.514059599528074e-15,4.054874928027877e-22,3.67770050477869e-15,4.6569388601867635e-09,4.168761543400082e-10,7.306292874983175e-10,8.370866570259246e-21,1.6639422053452165e-27,1.2599960480797128e-17,2.2524702350651178e-17,4.542641792575689e-09,6.687885426173149e-18,2.4132034460658383e-15,3.611769549524835e-20,2.8596418678124682e-24,1.606626283524589e-17,5.11525241430131e-20,2.516266882740102e-21,8.924144899741526e-18,1.3591613310519353e-24,1.5072454956459942e-25,2.2121956455468478e-26,3.76,0.0,0.9218483924905485,0.9998167107173161,1.2177667960035503e-09,4.028515102167442e-12,1.4828456962392529e-08,5.363039527115742e-08,1.1453123602633682e-13,1.3359906108388484e-14,2.2185601090119907e-10,4.221891127100942e-09,9.285623278051792e-11,2.395220399205135e-11,5.081138654185843e-16,1.7285448135453294e-17,1.9612302983184757e-10,1.0720734401611132e-11,1.3948523881907168e-13,4.913627981769816e-12,0.00018324004084841708,3.143093138881438e-18,8.639700109714582e-13,1.5215195486092901e-18,2.1813121878177887e-23,2.0831039291756765e-19,5.750943380231254e-26,1.3490075451415e-20,8.863267151202422e-21,3.588578449479049e-16,2.70861410983812e-15,1.223065413600684e-23,4.379848336121966e-11,2.024787735655468e-20,5.4593780492540945e-15,3.374274652195699e-16
1.1119430565438639e-07,0.6227701862450152,7.206689476886117e-08,2.080631926515159e-09,2.2588571294031102e-09,1.699040753082503e-08,0.0,0.0,3.4584224675768213e-09,5.422825455497451e-13,1.495763892821346e-09,4.311470583514631e-08,1.6225268317647358e-15,4.421423396195542e-22,3.848100844398231e-15,4.657106105489925e-09,4.3168052543395975e-10,7.566819860786928e-10,8.970541723062171e-21,1.867478808003392e-27,1.3176298510172719e-17,2.2854734273044583e-17,4.5426622368327045e-09,7.30674010404757e-18,2.5346867468522304e-15,3.883194970682632e-20,3.182854907568757e-24,1.7227647418091044e-17,5.677155966761753e-20,2.7716734024150274e-21,9.558082488342127e-18,1.4619681921929403e-24,1.7315158726173936e-25,2.5436346285415687e-26,3.76,0.0,0.9218483898524048,0.9998167088858383,1.3059202523996307e-09,4.314151405498171e-12,1.5739923621346414e-08,5.521887799919774e-08,1.1691482984377371e-13,1.3529167559305711e-14,2.2186443238767445e-10,4.33670212708405e-09,1.01454170440981e-10,2.5946597396591065e-11,5.30156021306779e-16,1.775740327604625e-17,2.049867686051601e-10,1.1242404132197627e-11,1.4824167582619747e-13,5.200244227114172e-12,0.00018324004051288283,3.4036309299747107e-18,9.139340527189213e-13,1.6517851228107458e-18,2.421095233865296e-23,2.213153694419238e-19,6.018179241241341e-26,1.4322150479954666e-20,9.714341923818429e-21,3.8618763158902234e-16,2.7844061813886308e-15,1.333739386811265e-23,4.685843356742262e-11,2.1638072318973837e-20,5.915949057197085e-15,3.6890975378562087e-16
1.1438392043198708e-07,0.6227701865914177,7.413643770238944e-08,2.1863138269645383e-09,2.3614807075520207e-09,1.7895954883239154e-08,0.0,0.0,3.5922842760365405e-09,5.780595682865824e-13,1.5472629071783798e-09,4.461098317508702e-08,1.7342816720676543e-15,4.80194935382577e-22,4.018042485381742e-15,4.65722984897137e-09,4.4648140704208735e-10,7.827356525532627e-10,9.591350491553373e-21,2.0872061865995433e-27,1.3756790791211547e-17,2.3163350984380236e-17,4.542677219196899e-09,7.958747298124544e-18,2.6569999187513235e-15,4.165520399695664e-20,3.529279295588434e-24,1.842958655766517e-17,6.278948445042848e-20,3.0433632765049433e-21,1.0207207515640473e-17,1.5685244317430014e-24,1.9802601639075042e-25,2.9108037671646004e-26,3.76,0.0,0.9218483871876715,0.9998167070483791,1.3977559424122825e-09,4.60975331470475e-12,1.6677362981164155e-08,5.680771999825825e-08,1.1921105198304867e-13,1.3692174318645626e-14,2.2187067936664294e-10,4.4509779818008445e-09,1.1057182799963147e-10,2.8037413670066984e-11,5.523115526153529e-16,1.8227180552795486e-17,2.1391799333576142e-10,1.1769081403346766e-11,1.572538561218873e-13,5.4945322669087165e-12,0.00018324004017625006,3.676234277692598e-18,9.65198298624296e-13,1.7884835387894784e-18,2.680362933083918e-23,2.347148904641576e-19,6.287564623896405e-26,1.5186102200014278e-20,1.0623159764349862e-20,4.14618452427266e-16,2.8598446010878852e-15,1.4500320620578773e-23,5.0012575813802424e-11,2.3087990515040013e-20,6.395555394125992e-15,4.023243815760099e-16
1.1757353520958778e-07,0.6227701869376615,7.618095911651086e-08,2.293648774265565e-09,2.4652692381737813e-09,1.882234918467927e-08,0.0,0.0,3.7278881994483056e-09,6.15202775029114e-13,1.5987633705756797e-09,4.610765154017517e-08,1.849246461614868e-15,5.195968218473242e-22,4.187395572785993e-15,4.6573213549757915e-09,4.612786077958743e-10,8.087900774036102e-10,1.0233296171286365e-20,2.323704923822897e-27,1.434125261792722e-17,2.3451920404304015e-17,4.542688198885411e-09,8.644394593443844e-18,2.780064481440178e-15,4.458896839975173e-20,3.899554733567275e-24,1.967206409926214e-17,6.921987558427598e-20,3.3317786369682957e-21,1.0870753285577885e-17,1.678827752700214e-24,2.255164855969433e-25,3.316075919461104e-26,3.76,0.0,0.9218483844965374,0.999816705204996,1.49331663457044e-09,4.915318415875855e-12,1.7640572207756434e-08,5.8396926572224125e-08,1.2142305092413068e-13,1.38491648251419e-14,2.218753145930746e-10,4.564721185142007e-09,1.2022373695949313e-10,3.022554840206498e-11,5.745676877018569e-16,1.8694788870535813e-17,2.229112807754185e-10,1.230039371697838e-11,1.6651979083986217e-13,5.79645634944938e-12,0.00018324003983853084,3.960991794808653e-18,1.0177545805717497e-12,1.9316868739626875e-18,2.960191282663568e-23,2.4850770754882563e-19,6.559017958147178e-26,1.6082851953217788e-20,1.1592408582954316e-20,4.441520247263368e-16,2.9349311306611813e-15,1.5720064059380812e-23,5.325891911357523e-11,2.459923188275581e-20,6.898568272833498e-15,4.3772814724638655e-16
1.207631499871885e-07,0.622770187283748,7.820074864328394e-08,2.4025798658125655e-09,2.5701797471937027e-09,1.9769338145939335e-08,0.0,0.0,3.865213114102044e-09,6.537296494432717e-13,1.6502649901297033e-09,4.760470647128276e-08,1.967343212953428e-15,5.602989485344734e-22,4.356043585319886e-15,4.657388970314417e-09,4.760719683281432e-10,8.348451056514859e-10,1.0896381302442354e-20,2.5775438550883442e-27,1.492951369242764e-17,2.3721728750111642e-17,4.542696241837109e-09,9.364156801464543e-18,2.9038089920235354e-15,4.7634816803842664e-20,4.2942969648067386e-24,2.0955064900096015e-17,7.60762951454692e-20,3.6373565397319225e-21,1.1547979823163126e-17,1.7928760020876953e-24,2.5579593519756113e-25,3.76187865631428e-26,3.76,0.0,0.9218483817791887,0.9998167033557429,1.5926435420230408e-09,5.230844177374119e-12,1.862934903251588e-08,5.998650280374946e-08,1.2355387582219696e-13,1.4000366552441664e-14,2.218787551145555e-10,4.67793421938682e-09,1.3042431463930458e-10,3.251181692430036e-11,5.969124080686905e-16,1.9160237163150403e-17,2.3196147283911584e-10,1.2835986701321445e-11,1.760374959267731e-13,6.10598089000879e-12,0.00018324003949973504,4.257983032114752e-18,1.0715947720144138e-12,2.081462215571961e-18,3.2616894559657573e-23,2.6269249713200032e-19,6.832464451121307e-26,1.7013332053666674e-20,1.2624864021859236e-20,4.747894850423345e-16,3.0096674941440227e-15,1.6997220091334945e-23,5.659542289729066e-11,2.6173427959406567e-20,7.425346747199034e-15,4.75177585095756e-16
1.239527647647892e-07,0.622770187629679,8.019609692713856e-08,2.5130513812033634e-09,2.6761704476228608e-09,2.073667246790251e-08,0.0,0.0,4.004238144052248e-09,6.936574603809869e-13,1.7017675518096076e-09,4.910214568618815e-08,2.088493834583199e-15,6.022519595352118e-22,4.523882083804332e-15,4.657438910928169e-09,4.908613528282444e-10,8.609006220371144e-10,1.1580607669598034e-20,2.849279634933233e-27,1.5521416954579143e-17,2.3973983807609543e-17,4.542702133739508e-09,1.0118497228263005e-17,3.0281684223612543e-15,5.079438624513373e-20,4.714097969133927e-24,2.2278574573604052e-17,8.33722903945088e-20,3.960529016802235e-21,1.2238175225350554e-17,1.910667130265835e-24,2.89041417686883e-25,4.250691932349365e-26,3.76,0.0,0.9218483790358121,0.9998167015006708,1.6957763615996073e-09,5.556327969469228e-12,1.964349183453165e-08,6.157645355966432e-08,1.2560647567864521e-13,1.414599700529155e-14,2.2188131153821137e-10,4.7906195552570215e-09,1.4118786450945673e-10,3.4896957997686026e-11,6.193344054520713e-16,1.962353438942945e-17,2.410636640812073e-10,1.3375523257048462e-11,1.8580499309308423e-13,6.4230704700652415e-12,0.00018324003915987132,4.567278904640541e-18,1.1267107877377147e-12,2.237871834109491e-18,3.585999916250552e-23,2.7726786629227474e-19,7.107835542886756e-26,1.7978483978079443e-20,1.3723389864767533e-20,5.065314300382174e-16,3.084055385952935e-15,1.8332351822275375e-23,6.002000493482878e-11,2.781224079689567e-20,7.976237992309089e-15,5.147289636871746e-16
1.2714237954238988e-07,0.6227701879754567,8.216729446105931e-08,2.625008757648489e-09,2.7832006967891366e-09,2.1724105832555768e-08,0.0,0.0,4.1449426610467654e-09,7.350032644197363e-13,1.7532709007050988e-09,5.059996848707559e-08,2.212620326544437e-15,6.454064354206372e-22,4.690817599854328e-15,4.657475795522659e-09,5.056466433522032e-10,8.869565410395512e-10,1.2285976301252665e-20,3.1394563736125415e-27,1.6116817566978402e-17,2.420981868043539e-17,4.542706452175648e-09,1.0907868813178042e-17,3.1530835893821106e-15,5.4069376302808416e-20,5.15952621799438e-24,2.364257929509516e-17,9.11213938675235e-20,4.301723124820894e-21,1.2940656520584912e-17,2.0321991590566417e-24,3.2543391960952436e-25,4.785045798330318e-26,3.76,0.0,0.9218483762665939,0.9998166996398287,1.8027533125550797e-09,5.891767077690466e-12,2.0682799703106614e-08,6.316678349632984e-08,1.2758370003636653e-13,1.4286264486007253e-14,2.218832146807582e-10,4.9027796519703965e-09,1.5252857657819263e-10,3.73816373455011e-11,6.418230414823728e-16,2.0084689529189105e-17,2.5021318979136846e-10,1.3918682744672817e-11,1.958203105268118e-13,6.7476898365351946e-12,0.00018324003881894913,4.888942113758347e-18,1.1830945836265757e-12,2.4009733588085705e-18,3.9342985127058996e-23,2.9223235811325376e-19,7.385068435502207e-26,1.8979256680678348e-20,1.489093830870766e-20,5.393779544256001e-16,3.158096476413685e-15,1.9725990503665872e-23,6.353054864282901e-11,2.951736190874055e-20,8.551577573627497e-15,5.564382845744745e-16
1.3033199431999058e-07,0.6227701883210837,8.411463075690129e-08,2.7383985668868164e-09,2.891230957789144e-09,2.2731394886306245e-08,0.0,0.0,4.287306283622351e-09,7.777839083985945e-13,1.8047749267479814e-09,5.209817533299417e-08,2.3396449524047058e-15,6.89713100206426e-22,4.856766635986167e-15,4.657503032802229e-09,5.204277357025119e-10,9.13012799655697e-10,1.3012487469058742e-20,3.448605337311538e-27,1.6715582008279823e-17,2.4430295677445065e-17,4.542709617723062e-09,1.1732715154671318e-17,3.2785006341502495e-15,5.746154854167753e-20,5.631126978443501e-24,2.5047065645074547e-17,9.93371234046033e-20,4.661360991467382e-21,1.365477014287655e-17,2.1574701597907905e-24,3.651581853027211e-25,5.367518157980368e-26,3.76,0.0,0.9218483734717192,0.999816697773263,1.913611174703637e-09,6.237158712637833e-12,2.1747072488665466e-08,6.475749706493683e-08,1.294883004846282e-13,1.4421368722027322e-14,2.2188463491087424e-10,5.01441695729413e-09,1.6446052781137647e-10,3.996645103961714e-11,6.643683096644857e-16,2.0543711579625354e-17,2.5940561465747515e-10,1.4465160210297498e-11,2.0608148346814968e-13,7.079803901009223e-12,0.00018324003847697713,5.22302755682878e-18,1.2407381564361305e-12,2.570819951202755e-18,4.307794559793427e-23,3.0758445668248295e-19,7.664105672948912e-26,2.0016605015396018e-20,1.6130550112420134e-20,5.733286863499079e-16,3.231792415794165e-15,2.1178636489818926e-23,6.71249098402682e-11,3.1290511241355555e-20,9.151689707857026e-15,6.003612810910695e-16
1.3352160909759128e-07,0.622770188666562,8.603839368391872e-08,2.853168493024603e-09,3.0002227634818804e-09,2.375829921973273e-08,0.0,0.0,4.431308875806592e-09,8.220160319370077e-13,1.8562795531841137e-09,5.359676749558512e-08,2.4694903918818168e-15,7.351230001540614e-22,5.0216547576358854e-15,4.657523133152539e-09,5.35204536099596e-10,9.390693515705465e-10,1.3760140688293122e-20,3.7772447050472084e-27,1.7317587242508082e-17,2.4636410125364367e-17,4.542711936155882e-09,1.2593471438474824e-17,3.4043705450240615e-15,6.097272597913209e-20,6.129422654945742e-24,2.6492020480608135e-17,1.0803298213703859e-19,5.039859860430792e-21,1.437989210935259e-17,2.2864782364884914e-24,4.0840254291634116e-25,6.000732571486991e-26,3.76,0.0,0.9218483706513737,0.9998166959010192,2.0283853257646772e-09,6.592500018034141e-12,2.2836110847337845e-08,6.634859851674422e-08,1.3132293250689268e-13,1.455150141580947e-14,2.2188569771463955e-10,5.1255339075979205e-09,1.769976825746864e-10,4.26519287476042e-11,6.869607994559091e-16,2.100060955188008e-17,2.686367219483114e-10,1.501466564686672e-11,2.16586554709109e-13,7.419377738991279e-12,0.0001832400381339635,5.56958272385671e-18,1.2996335435656518e-12,2.7474604760845048e-18,4.707730901266755e-23,3.2332259176625036e-19,7.944894756524378e-26,2.109148825241026e-20,1.7445354633538804e-20,6.083828204960989e-16,3.30514483754706e-15,2.2690760195642736e-23,7.080092300776074e-11,3.313343616549049e-20,9.776887517025023e-15,6.465534171750635e-16
1.3671122387519198e-07,0.6227701890118943,8.79388689554661e-08,2.9692673112152175e-09,3.110138682796441e-09,2.480458134419762e-08,0.0,0.0,4.576930545473142e-09,8.677160699350537e-13,1.9077847274688922e-09,5.509574678812702e-08,2.602079875765662e-15,7.815876566258352e-22,5.18541577001374e-15,4.657537954609158e-09,5.499769585508785e-10,9.651261625533122e-10,1.4528934719870362e-20,4.125879378253729e-27,1.7922719958238847e-17,2.4829094095542793e-17,4.542713631949475e-09,1.3490565276024715e-17,3.5306487214817645e-15,6.46047925747551e-20,6.65491316278665e-24,2.7977430833310334e-17,1.1722245843600754e-19,5.437632135025664e-21,1.5115427945028195e-17,2.4192215109618984e-24,4.553587329449205e-25,6.687356107910092e-26,3.76,0.0,0.9218483678057408,0.9998166940231416,2.1471097779146097e-09,6.957788077210984e-12,2.394971627980997e-08,6.794009190825315e-08,1.3309015761749094e-13,1.4676846726834372e-14,2.2188649597863557e-10,5.236132927906857e-09,1.9015389309666583e-10,4.543853684548508e-11,7.095916623397927e-16,2.1455392467808878e-17,2.779025031952496e-10,1.55669232894082e-11,2.2733357502551337e-13,7.766376589141298e-12,0.00018324003778991637,5.9286480817815096e-18,1.3597728228355508e-12,2.930939669867707e-18,5.13538395937106e-23,3.3944514317890366e-19,8.227387792818653e-26,2.220486868513323e-20,1.8838569760136534e-20,6.445391490459984e-16,3.378155360874022e-15,2.4262803038242873e-23,7.455640707699615e-11,3.504791048789454e-20,1.0427473276005906e-14,6.950698862333765e-16
