Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3F(1),O2(2),H2O(3),CH4(4),CH2F(45),HF(38),C1OO1(156),CH2O2(158),CHO2(146),CHF(39),CHFO(46),S(139),CHFO2(186),CHFO2(165),CFO2(148),F(37)
1.3159474164119465e-07,0.8446901808730115,0.00015073756969282258,1.5456015707699158e-05,1.7211001830056202e-05,0.00020010282306728643,0.0,0.0,2.8216354780742344e-06,8.45481176766379e-09,4.5236083395636336e-06,0.00014033565054082407,6.967070684953897e-09,3.6931599276248815e-12,1.5601531473222742e-08,1.4414377840563446e-05,4.8950794913963235e-06,2.281874202575879e-06,1.1025245617793803e-12,1.9085632603422964e-15,4.723887765288356e-10,7.973711222434185e-10,1.6333851138314448e-05,8.8809358523159e-12,1.6077764176424025e-10,2.730572651146001e-13,7.483900129102007e-14,5.369994594683511e-10,1.0667156877960152e-12,3.441964807383986e-13,1.505951451928008e-11,8.848555541869657e-17,4.211655678117104e-15,5.184662468463039e-16,3.76,0.0,0.5597605820134426,0.9998219609493502,1.5521045225027996e-05,4.727266520064365e-07,0.0001413839951669813,0.00018177185102152645,9.18028954740537e-12,6.892197164713767e-12,6.078826945565093e-07,7.682833966289935e-05,1.7198043086780292e-07,8.678848997497318e-09,1.9154531927911777e-11,3.341879333326189e-12,6.6703702545594276e-06,2.119592219008032e-06
1.3351338237162723e-07,0.8446912184167655,0.00015212644563511351,1.5789318131277477e-05,1.758590609893349e-05,0.00020454851831985422,0.0,0.0,2.873541799282214e-06,8.721961577484387e-09,4.604158289018871e-06,0.00014298202250286716,7.1876964824551274e-09,3.8052468220171e-12,1.5829292070907235e-08,1.4414470782364848e-05,4.977668196857703e-06,2.322329254281463e-06,1.1404435655726155e-12,2.0006536913740683e-15,4.835913550068921e-10,8.034082544369475e-10,1.6333621227016603e-05,9.39905786817552e-12,1.636873181355898e-10,2.8620003665599547e-13,7.836681423347076e-14,5.558389201263659e-10,1.1225434966746941e-12,3.576286781225254e-13,1.5691977923422754e-11,9.272764530651901e-17,4.487152136311905e-15,5.576489936869862e-16,3.76,0.0,0.5597523155339065,0.9998184165653181,1.6139274172455466e-05,4.889440340797138e-07,0.00014574012027290334,0.00018459470471139512,9.182310983348383e-12,6.892329033000898e-12,6.078846585091714e-07,7.774604718649965e-05,1.8012033092986044e-07,8.965084156586491e-09,1.951668157457782e-11,3.3823037096969765e-12,6.7880176103456295e-06,2.1633115420952423e-06
1.3543202310205982e-07,0.8446922567819642,0.0001534870441918846,1.6121541050176802e-05,1.7960001039341438e-05,0.0002090218341702291,0.0,0.0,2.9256295290070624e-06,8.993549612073015e-09,4.68472867792124e-06,0.00014563382048074798,7.4097819314050855e-09,3.916979429541845e-12,1.605282654500743e-08,1.4414507475215385e-05,5.060090288791821e-06,2.362787885615276e-06,1.1789857441609474e-12,2.0950470837199944e-15,4.948387801466691e-10,8.092498720624175e-10,1.6333373113969958e-05,9.937284260584554e-12,1.6659223663516693e-10,2.997177087126976e-13,8.197386898402811e-14,5.749940542168239e-10,1.1802463836655096e-12,3.7130187460168034e-13,1.6337909857357253e-11,9.707669930960527e-17,4.774151603218545e-15,5.989842670079365e-16,3.76,0.0,0.5597439960870789,0.9998148612229698,1.6770520654705104e-05,5.054322015351394e-07,0.00015014893257119799,0.00018742310578283007,9.184075876948694e-12,6.89242034105509e-12,6.078841513810839e-07,7.865866625660302e-05,1.8850392928219155e-07,9.255131634406806e-09,1.987828711647722e-11,3.4225052796972984e-12,6.905311125600872e-06,2.2069583667251447e-06
1.3926930456292499e-07,0.8446943359631376,0.00015612594462227915,1.678239796690939e-05,1.8705367768474038e-05,0.00021804907558401347,0.0,0.0,3.0303319396442058e-06,9.550046092369839e-09,4.845929629884178e-06,0.00015095359304989487,7.857978005220143e-09,4.1391101649669985e-12,1.6487425780331393e-08,1.441443969057503e-05,5.224428140438826e-06,2.443715265403871e-06,1.2579340035129104e-12,2.2906931262797004e-15,5.174623166670439e-10,8.203708548370385e-10,1.6332830362491852e-05,1.1075455908566682e-11,1.7238751382868705e-10,3.278867463582931e-13,8.942236731170868e-14,6.142486345836724e-10,1.3013844330627223e-12,3.9936411679211083e-13,1.7669770188415958e-11,1.0609377470292211e-16,5.383318571187834e-15,6.884011576073452e-16,3.76,0.0,0.5597272008068495,0.9998077182573849,1.8071941391462803e-05,5.39218640634681e-07,0.00015912210137394243,0.00019309650423445662,9.186945775845911e-12,6.8925003494884774e-12,6.078769319771721e-07,8.046875102904675e-05,2.0601337256870952e-07,9.84648243044296e-09,2.0599668606406845e-11,3.5022446407161094e-12,7.13879093547998e-06,2.2940051644581085e-06
1.4272285787770365e-07,0.8446962100020783,0.00015841050187571866,1.737263127843356e-05,1.9372471592860933e-05,0.0002262625072109088,0.0,0.0,3.125141969294014e-06,1.0066082447382408e-08,4.991077799928931e-06,0.0001557596951225169,8.265478537556252e-09,4.337168428446302e-12,1.6864652312603638e-08,1.4414248842281626e-05,5.371746776609894e-06,2.5165607233431984e-06,1.3311046059859948e-12,2.474518266002589e-15,5.379625798663501e-10,8.297706672411824e-10,1.6332297963046003e-05,1.2172057139322696e-11,1.7758630483514842e-10,3.545427943096975e-13,9.638853791995246e-14,6.506505568820474e-10,1.4170880139137955e-12,4.2542635833280635e-13,1.8913437441591038e-11,1.145697770502497e-16,5.9725121104777406e-15,7.769671968479779e-16,3.76,0.0,0.5597119101607431,0.9998012535712357,1.928740065910108e-05,5.705468330215437e-07,0.00016737188394814228,0.00019822141332358594,9.188904040473445e-12,6.8924770815307614e-12,6.078647228599989e-07,8.208070447541576e-05,2.2263299879594572e-07,1.039128565727234e-08,2.1246573249420252e-11,3.573259673598259e-12,7.347603232890984e-06,2.372028716606956e-06
1.4617641119248231e-07,0.8446980866512926,0.00016061295716082543,1.795811124208858e-05,2.0035523449304176e-05,0.00023455700093186552,0.0,0.0,3.2204751080226952e-06,1.05965092354842e-08,5.136288614528513e-06,0.00016058299559355466,8.676396591408527e-09,4.5331314934411526e-12,1.7229049993077575e-08,1.4413962467838385e-05,5.5185024789000094e-06,2.589415772947903e-06,1.406272472727449e-12,2.665586529957548e-15,5.585866380789015e-10,8.386270733372675e-10,1.6331732022056442e-05,1.3339142540156753e-11,1.8276866647746778e-10,3.824458955708774e-13,1.0359812895071901e-13,6.880646923372947e-10,1.5392767699126925e-12,4.522414405259042e-13,2.0199013116604915e-11,1.2338372250710087e-16,6.601373512589251e-15,8.736461642647871e-16,3.76,0.0,0.5596964575009676,0.999794755594553,2.0544466477980933e-05,6.027434829353201e-07,0.0001757827642483258,0.00020336409651782107,9.190387460274687e-12,6.8923829338731614e-12,6.078483068825718e-07,8.367660274857043e-05,2.40084613499267e-07,1.0947748641021818e-08,2.1891002805811657e-11,3.643570748835845e-12,7.555108228702985e-06,2.4497129361361474e-06
1.4962996450726098e-07,0.8446999658927234,0.0001627366354176059,1.853843995758024e-05,2.0694060725017278e-05,0.0002429296245750943,0.0,0.0,3.316308860694659e-06,1.114132231370043e-08,5.28156124645837e-06,0.00016542335761418592,9.090285780257873e-09,4.726718327837898e-12,1.7580971506432143e-08,1.4413601152319433e-05,5.6646879636710735e-06,2.6622799001823953e-06,1.483429443493772e-12,2.8637992732598693e-15,5.793272767572572e-10,8.469707518577935e-10,1.6331138602654937e-05,1.4578628331143198e-11,1.879342811018072e-10,4.1160643498778494e-13,1.1104596429376641e-13,7.264870442208196e-10,1.6680998988155019e-12,4.797987445412367e-13,2.15257574885937e-11,1.3253163649570023e-16,7.27068510215853e-15,9.78875748449137e-16,3.76,0.0,0.5596808462982185,0.9997882250941047,2.184286793158943e-05,6.358051705194312e-07,0.00018435126817514683,0.00020852446507413854,9.191487136276478e-12,6.892232597871238e-12,6.078285861357357e-07,8.52566047515503e-05,2.583834427416021e-07,1.1515620606991746e-08,2.2532727467799862e-11,3.713184513528936e-12,7.761256846476456e-06,2.5270251689788405e-06
1.5308351782203964e-07,0.8447018477078095,0.00016478473094753493,1.911325623860455e-05,2.1347658223848467e-05,0.00025137756467191177,0.0,0.0,3.412621640848725e-06,1.1700513381620466e-08,5.426895071660929e-06,0.00017028064604887117,9.506724097104787e-09,4.91768471938658e-12,1.7920778406723715e-08,1.4413180956325522e-05,5.810296588068784e-06,2.7351526805428536e-06,1.562567367635054e-12,3.0690501117623634e-15,6.00177705949941e-10,8.548307576653703e-10,1.633052245656067e-05,1.589238041248544e-11,1.9308285897735657e-10,4.420339265654407e-13,1.1872682659763147e-13,7.659135942848163e-10,1.8037041081097482e-12,5.080876070887064e-13,2.289288863333042e-11,1.420092032462905e-16,7.981166694337027e-15,1.0930987046962205e-15,3.76,0.0,0.559665079952247,0.9997816628056314,2.318230634587139e-05,6.697284341995857e-07,0.00019307399245274638,0.00021370242368333816,9.192276935302125e-12,6.8920376737918745e-12,6.078062645434157e-07,8.68208678224757e-05,2.7754435090473e-07,1.2094655664684089e-08,2.3171535952735938e-11,3.782107569904495e-12,7.96600544911588e-06,2.603935928992035e-06
1.565370711368183e-07,0.8447037320785162,0.0001667603106557294,1.9682233413957537e-05,2.1995926194668285e-05,0.0002598981217436168,0.0,0.0,3.509392734503914e-06,1.2274070179493879e-08,5.572289630029964e-06,0.0001751547266798872,9.925313307319554e-09,5.105820574473658e-12,1.8248837468646066e-08,1.4412714415324942e-05,5.9553222869012694e-06,2.808033758758519e-06,1.6436781023413228e-12,3.2812258217975433e-15,6.211315337349955e-10,8.622345833325976e-10,1.6329887316439175e-05,1.7282213673360286e-11,1.9821413495360708e-10,4.737370734527129e-13,1.266354891263752e-13,8.063403015705784e-10,1.946233620651702e-12,5.370973326389099e-13,2.429958738715577e-11,1.5181180674962783e-16,8.733477219386362e-15,1.2167623430507575e-15,3.76,0.0,0.5596491617923744,0.9997750694360543,2.4562457569305203e-05,7.045097743442454e-07,0.0002019476041272015,0.0002188978711384531,9.192816680823139e-12,6.891807323199472e-12,6.077818916239399e-07,8.836954774978419e-05,2.9758184816624295e-07,1.2684612807992277e-08,2.380723427977808e-11,3.850346474443911e-12,8.169315388991529e-06,2.6804186463797726e-06
1.5999062445159697e-07,0.8447056189864596,0.00016866631766096634,2.024507723494165e-05,2.2638508438116064e-05,0.0002684887057216046,0.0,0.0,3.60660226504749e-06,1.2861976678074766e-08,5.7177445947289855e-06,0.0001800454656429815,1.0345678269887253e-08,5.290947254049449e-12,1.8565517654225144e-08,1.4412211322445423e-05,6.0997595197699655e-06,2.8809228329373483e-06,1.7267535112136698e-12,3.5002071849655306e-15,6.421827416591604e-10,8.6920822404274e-10,1.6329236123916635e-05,1.874989148629107e-11,2.0332786572316207e-10,5.067238245749467e-13,1.3476674329633445e-13,8.477631018673707e-10,2.0958301813885054e-12,5.668172042216822e-13,2.5745002054221578e-11,1.6193456911548142e-16,9.52821652283434e-15,1.350318033677727e-15,3.76,0.0,0.5596330950781203,0.9997684456653886,2.5982974131451616e-05,7.401456565801207e-07,0.00021096883994712898,0.00022411070094848612,9.193154775472167e-12,6.891548786049794e-12,6.077558967699405e-07,8.990279878731649e-05,3.1851009791093644e-07,1.3285255900585121e-08,2.4439644626125547e-11,3.917907737102161e-12,8.371152594494603e-06,2.7564494349774167e-06
1.6344417776637564e-07,0.8447075084132877,0.0001705055751660222,2.080152388375387e-05,2.327508048891153e-05,0.0002771468315040654,0.0,0.0,3.7042311592170125e-06,1.3464213260670873e-08,5.8632597483613234e-06,0.00018495272904531395,1.0767466204699375e-08,5.472914977146008e-12,1.8871187599103367e-08,1.4411679337074534e-05,6.2436032265599086e-06,2.9538196422848117e-06,1.811785463070874e-12,3.725869780374807e-15,6.633256619544846e-10,8.757762444338412e-10,1.6328571205881277e-05,2.0297125367027487e-11,2.0842382757547848e-10,5.41001428109447e-13,1.4311542240334744e-13,8.901779076203303e-10,2.2526330652046286e-12,5.972364931092309e-13,2.7228252860198533e-11,1.7237238628940892e-16,1.0365927303942011e-14,1.4942207296888574e-15,3.76,0.0,0.5596168829999278,0.9997617921484082,2.7443487287240992e-05,7.766325148144597e-07,0.0002201345056470133,0.00022934080190260858,9.193330353192438e-12,6.891267788318535e-12,6.077286159016852e-07,9.142077366925769e-05,3.403429240691247e-07,1.3896353649116336e-08,2.506860425623087e-11,3.9847978206111656e-12,8.57148718950112e-06,2.8320068767946237e-06
1.668977310811543e-07,0.8447094003404388,0.000172280790509286,2.135133808255807e-05,2.3905347874459564e-05,0.0002858701146576799,0.0,0.0,3.8022611142311872e-06,1.4080756897460075e-08,6.0088349648685384e-06,0.00018987638273238873,1.1190345917548761e-08,5.651600314969328e-12,1.9166213563719067e-08,1.4411124447290424e-05,6.3868487900543005e-06,3.026723957816337e-06,1.8987658310252458e-12,3.958084724666853e-15,6.845549564143095e-10,8.819618463116649e-10,1.6327894407661637e-05,2.1925574793217265e-11,2.1350181456679797e-10,5.765764818068317e-13,1.5167642177156407e-13,9.335806082632332e-10,2.4167790858872527e-12,6.283444675256888e-13,2.874843615188114e-11,1.8311996127812818e-16,1.1247097167679389e-14,1.6489285079088021e-15,3.76,0.0,0.5596005286799752,0.9997551095161036,2.894360894842124e-05,8.139667539954325e-07,0.0002294414751464424,0.00023458805858702383,9.193375017973332e-12,6.890968856839993e-12,6.077003117210462e-07,9.292362362493165e-05,3.6309381837271116e-07,1.4517679565948174e-08,2.5693964521521412e-11,4.051023139864303e-12,8.770293144190209e-06,2.9070718232045826e-06
1.7035128439593296e-07,0.8447112947491987,0.0001739945592832925,2.1894311298800892e-05,2.452904444758889e-05,0.0002946562672697911,0.0,0.0,3.900674566097007e-06,1.4711581312473517e-08,6.154470195402057e-06,0.00019481629215276745,1.1614006999788435e-08,5.826903804493636e-12,1.945095775816114e-08,1.4410551329976872e-05,6.529492003710671e-06,3.0996355751566616e-06,1.98768649178313e-12,4.196719362319141e-15,7.058655967035891e-10,8.877869357398753e-10,1.6327207196481253e-05,2.3636847165015292e-11,2.1856163698815925e-10,6.134549803553284e-13,1.6044471580799285e-13,9.779670708219165e-10,2.588402606239309e-12,6.601304006783067e-13,3.030462834771016e-11,1.9417183500645668e-16,1.2172160754884154e-14,1.8149021276252273e-15,3.76,0.0,0.559584035173048,0.9997483983769794,3.048293350866572e-05,8.521447526636515e-07,0.00023888668968630782,0.00023985235185926965,9.193314260348074e-12,6.890655567556601e-12,6.076711894849527e-07,9.441149839345299e-05,3.867759475204988e-07,1.5149011924083636e-08,2.631558992453239e-11,4.1165900613748275e-12,8.967547953922524e-06,2.981627211318787e-06
1.7380483771071163e-07,0.8447131916206657,0.00017564936944918272,2.2430260043336582e-05,2.5145930791820387e-05,0.0003035030939536724,0.0,0.0,3.99945465910407e-06,1.535665714352816e-08,6.300165457066279e-06,0.00019977232228866673,1.2038159014596043e-08,5.998747695871121e-12,1.9725776977869748e-08,1.4409963636373332e-05,6.671529043360424e-06,3.1725543088554916e-06,2.0785393251789127e-12,4.441637908030464e-15,7.272528459526561e-10,8.932721886078152e-10,1.6326510743484732e-05,2.5432497895348554e-11,2.2360312005635183e-10,6.51642359882042e-13,1.6941537229136458e-13,1.0233331407446153e-09,2.7676355492972995e-12,6.925835782357336e-13,3.1895889643852037e-11,2.0552241491708768e-16,1.3141501923397374e-14,1.9926046074001456e-15,3.76,0.0,0.5595674054674592,0.9997416593182279,3.206103956698929e-05,8.911628653285455e-07,0.0002484671569159754,0.00024513355928350804,9.193168616640138e-12,6.890330744127884e-12,6.076414095123025e-07,9.588454623823825e-05,4.114021602459904e-07,1.5790133706070453e-08,2.6933357243014613e-11,4.181504902802841e-12,9.163232343754474e-06,3.0556578944323897e-06
1.772583910254903e-07,0.8447150909357705,0.0001772476054106783,2.2959024257273932e-05,2.5755792696898075e-05,0.00031240848800487026,0.0,0.0,4.098585216485502e-06,1.6015952095406827e-08,6.445920823907262e-06,0.00020474433763493366,1.2462530678244807e-08,6.167073838185797e-12,1.999102150190082e-08,1.4409364219119168e-05,6.8129564421088226e-06,3.245479987892445e-06,2.1713162139139545e-12,4.692702043237481e-15,7.487122415227023e-10,8.984371142740507e-10,1.6325805988921546e-05,2.7314030617729994e-11,2.2862610278368503e-10,6.911435397277134e-13,1.785835642056468e-13,1.0696746428966145e-09,2.954607410616525e-12,7.256933053238197e-13,3.3521267481076747e-11,2.171660013929567e-16,1.4155455958617143e-14,2.1825008199423805e-15,3.76,0.0,0.5595506424860102,0.9997348929068021,3.3677491554229066e-05,9.310174246906462e-07,0.0002581799499406569,0.000250431555530021,9.192954619116876e-12,6.8899966172407175e-12,6.076110971286859e-07,9.734291396137862e-05,4.3698499428357435e-07,1.6440832547997326e-08,2.7547154709940136e-11,4.245773932546132e-12,9.357329996435409e-06,3.129150485468396e-06
1.8071194434026896e-07,0.8447169926752746,0.0001787915520310266,2.3480465784053047e-05,2.6358439702605842e-05,0.0003213704277054662,0.0,0.0,4.198050712218706e-06,1.66894310865236e-08,6.591736419822718e-06,0.00020973220221775444,1.2886869041925697e-08,6.331841702258242e-12,2.0247034220508908e-08,1.4408755309270633e-05,6.953771068048578e-06,3.3184124521999414e-06,2.2660090434884066e-12,4.949771468540326e-15,7.70239578867665e-10,9.03300117148856e-10,1.632509369282715e-05,2.928289750198294e-11,2.336304370029612e-10,7.319629615966106e-13,1.8794457935315358e-13,1.1169873826962357e-09,3.1494452715661594e-12,7.594489130557461e-13,3.5179799778202313e-11,2.290968121106814e-16,1.5214311797131713e-14,2.385057105006904e-15,3.76,0.0,0.5595337490869848,0.9997280996903942,3.533184126640062e-05,9.717047437218977e-07,0.00026802220633481894,0.0002557462127414228,9.19268556870197e-12,6.8896549503889335e-12,6.075803504206376e-07,9.878674691787445e-05,4.635366832300721e-07,1.710090067925467e-08,2.8156881246234558e-11,4.309403369390936e-12,9.54982730222805e-06,3.202093212557572e-06
1.8416549765504762e-07,0.8447188968197842,0.0001802833985744387,2.3994466923185552e-05,2.695370370877895e-05,0.0003303869727731388,0.0,0.0,4.297836243939238e-06,1.737705638932261e-08,6.7376124130370235e-06,0.00021473577964349145,1.3310938679293058e-08,6.493026539736077e-12,2.049414995944435e-08,1.4408138652444321e-05,7.09397010436551e-06,3.391351550016809e-06,2.36260970230434e-12,5.212704413998122e-15,7.918308964140691e-10,9.078785560493218e-10,1.632437447387062e-05,3.134049966827112e-11,2.3861598652238446e-10,7.741046262116378e-13,1.9749382799037488e-13,1.1652671473537985e-09,3.3522738135905306e-12,7.938397646386094e-13,3.687051793931929e-11,2.4130900444165007e-16,1.6318314248464185e-14,2.600740900214153e-15,3.76,0.0,0.5595167280651706,0.9997212801983356,3.702362930890416e-05,1.013221117617138e-06,0.0002779911271277031,0.0002610774008680793,9.192372159279258e-12,6.889307138087183e-12,6.07549246199403e-07,0.00010021618902973383,4.910691632989201e-07,1.777013485876435e-08,2.87624457430298e-11,4.372399382218735e-12,9.74071312890365e-06,3.274475785900961e-06
1.8761905096982628e-07,0.8447208033497606,0.00018172524255111473,2.450092906212696e-05,2.754143764940399e-05,0.00033945626095217987,0.0,0.0,4.397927506942952e-06,1.8078787764659977e-08,6.883549011749692e-06,0.00021975493316695512,1.3734520884698399e-08,6.650617677620207e-12,2.0732694969295168e-08,1.4407515614052014e-05,7.233551031376984e-06,3.4642971358676776e-06,2.4611100819250214e-12,5.481358109317963e-15,8.134824613779261e-10,9.121888011232273e-10,1.6323648839342412e-05,3.3488187690107427e-11,2.435826263829998e-10,8.175721276018104e-13,2.0722684871902811e-13,1.2145097071818715e-09,3.5632153333899338e-12,8.288552611056398e-13,3.859244964292783e-11,2.537966960090932e-16,1.7467666200872607e-14,2.8300203896091495e-15,3.76,0.0,0.5594995821529012,0.9997144349424292,3.8752386455596654e-05,1.0555628256308873e-06,0.00028808397576729526,0.0002664249879751808,9.192022981453678e-12,6.888954282827201e-12,6.07517844610766e-07,0.00010163138279993577,5.195940799643668e-07,1.84483363084216e-08,2.9363766390246874e-11,4.43476808976528e-12,9.929978610287955e-06,3.3462892750816677e-06
1.9107260428460495e-07,0.8447227122455404,0.00018311909344958057,2.4999771382660217e-05,2.81215142285723e-05,0.0003485765047429588,0.0,0.0,4.498310769247034e-06,1.87945825904226e-08,7.029546460628261e-06,0.00022478952577029157,1.4157412886334988e-08,6.804616945575118e-12,2.096298655140612e-08,1.4406887262046185e-05,7.372511610111976e-06,3.5372490689956062e-06,2.5615020774712178e-12,5.75558921602244e-15,8.351907564432761e-10,9.16246288202659e-10,1.6322917208762463e-05,3.5727262177225215e-11,2.4853024219532303e-10,8.623686851551608e-13,2.1713931285360109e-13,1.264710816944232e-09,3.7823897589749576e-12,8.6448484671623e-13,4.0344621421517054e-11,2.665539834976845e-16,1.8662530798867598e-14,3.0733641697281585e-15,3.76,0.0,0.5594823140211151,0.9997075644177239,4.051763492678628e-05,1.0987261328119278e-06,0.000298298077068378,0.0002717888405238244,9.191644930521361e-12,6.888597256168599e-12,6.074861927601923e-07,0.00010303246932626004,5.491227944936348e-07,1.9135310644401036e-08,2.996077004839899e-11,4.496515560428107e-12,1.0117616951801123e-05,3.417525996015015e-06
1.945261575993836e-07,0.8447246234873496,0.00018446687634881195,2.5490929638246688e-05,2.8693824716027754e-05,0.0003577459882655134,0.0,0.0,4.598972847675377e-06,1.9524395984625102e-08,7.175605037943322e-06,0.00022983942024742144,1.4579427077309241e-08,6.9550372306341305e-12,2.1185332797947227e-08,1.4406254432453243e-05,7.51084986718128e-06,3.6102072121406317e-06,2.6637775881375527e-12,6.035254223617133e-15,8.569524672405145e-10,9.200655705678248e-10,1.6322179932605698e-05,3.80589744299114e-11,2.534587295401989e-10,9.084971735598218e-13,2.2722702745658163e-13,1.3158662172219307e-09,4.009914666541527e-12,9.007180140435713e-13,4.2126061040142954e-11,2.795749598147567e-16,1.9903033582552052e-14,3.3312409328999066e-15,3.76,0.0,0.559464926280424,0.9997006691032463,4.23188895899947e-05,1.1427072916445387e-06,0.0003086308161488767,0.0002771688236282154,9.191243537545877e-12,6.888236747512205e-12,6.074543275838804e-07,0.00010441958831498508,5.796663903657148e-07,1.98308678067945e-08,3.0553391660792147e-11,4.557647812119083e-12,1.0303623251606142e-05,3.4881794067936427e-06
1.9797971091416228e-07,0.8447265370553235,0.00018577043540845268,2.5974354998938593e-05,2.9258277800075966e-05,0.0003669630642525158,0.0,0.0,4.699901084931223e-06,2.0268180923212723e-08,7.3217250532298685e-06,0.00023490447929149855,1.500039026668261e-08,7.10190115240766e-12,2.1400032428565925e-08,1.4405617780793674e-05,7.648564080782731e-06,3.6831714306017463e-06,2.7679285178135436e-12,6.320209811708322e-15,8.787644705730614e-10,9.236603681782571e-10,1.6321437306994255e-05,4.04845271571113e-11,2.583679934248038e-10,9.55960150750427e-13,2.3748593720783344e-13,1.367971635782032e-09,4.245905298111284e-12,9.375443087575145e-13,4.3935799682677256e-11,2.928537297059985e-16,2.1189264581078157e-14,3.604119167477792e-15,3.76,0.0,0.5594474214821917,0.9996937494626797,4.4155659087111724e-05,1.1875025436027487e-06,0.00031907963735767835,0.0002825648012908759,9.190823237377206e-12,6.8878733027745586e-12,6.074222781012798e-07,0.00010579287809445501,6.112356795759987e-07,2.0534821987914975e-08,3.114157370356832e-11,4.618170812158881e-12,1.0487994336138017e-05,3.558244011752619e-06
2.0143326422894094e-07,0.844728452929523,0.0001870315372367388,2.6450012960611916e-05,2.9814798495687763e-05,0.00037622615116695185,0.0,0.0,4.801083327620804e-06,2.1025888352787197e-08,7.467906845381504e-06,0.00023998456558346106,1.5420142952011412e-08,7.245239851778992e-12,2.160737470873001e-08,1.4404977821885744e-05,7.785652767712428e-06,3.756141591531618e-06,2.8739467757972095e-12,6.6103131799605366e-15,9.006238233454317e-10,9.2704361444095e-10,1.6320689585060498e-05,4.3005075251200195e-11,2.6325794778640073e-10,1.004759883971194e-12,2.479121252563967e-13,1.4210227889397188e-09,4.490474579881615e-12,9.749533341098173e-13,4.577287395459195e-11,3.0638442392391844e-16,2.2521280353981198e-14,3.89246687466617e-15,3.76,0.0,0.5594298021196155,0.9996868059450131,4.602744689139876e-05,1.233108120623195e-06,0.00032964204319672034,0.0002879766366175805,9.190387584584202e-12,6.8875073547415225e-12,6.073900671590731e-07,0.00010715247562851707,6.438412088262315e-07,2.1246991559555727e-08,3.172526567122165e-11,4.678090477210495e-12,1.0670728608894241e-05,3.62771527313487e-06
2.048868175437196e-07,0.8447303710899505,0.0001882518741353011,2.691788231540223e-05,3.036332710567649e-05,0.0003855337304400436,0.0,0.0,4.902507905193305e-06,2.179746729846584e-08,7.614150781080003e-06,0.0002450795418795782,1.583853861464931e-08,7.385091886460492e-12,2.18076394361909e-08,1.440433496059175e-05,7.922114671250075e-06,3.829117563411761e-06,2.9818242775899263e-12,6.9054223477492154e-15,9.225277521472166e-10,9.302275005738939e-10,1.6319936985728793e-05,4.562172661272638e-11,2.681285150363326e-10,1.0548983740651247e-12,2.585018131919273e-13,1.4750153829047633e-09,4.743733141232643e-12,1.0129347551341161e-12,4.7636327711266846e-11,3.2016121203860165e-16,2.389910597516576e-14,4.1967513015734075e-15,3.76,0.0,0.5594120706288126,0.9996798389851465,4.793375229770004e-05,1.2795202465022136e-06,0.00034031559324005045,0.00029340419201363507,9.189939426955291e-12,6.887139246844586e-12,6.073577127785693e-07,0.00010849851652983117,6.774932655994385e-07,2.1967198999486924e-08,3.230442359533152e-11,4.737412673249084e-12,1.0851825911434966e-05,3.6965895297758245e-06
2.0834037085849827e-07,0.8447322915165678,0.00018943306722055326,2.7377954180325202e-05,3.090381823286157e-05,0.0003948843438250163,0.0,0.0,5.004163609762929e-06,2.2582864967078494e-08,7.760457253472414e-06,0.00025018927109614087,1.625544303879351e-08,7.521502226857543e-12,2.20010969834506e-08,1.4403689515814285e-05,8.05794874979805e-06,3.902099215660949e-06,3.0915529457610505e-12,7.205396425323983e-15,9.44473643449879e-10,9.33223517626994e-10,1.6319179700589892e-05,4.833554301880935e-11,2.7297962563742906e-10,1.1063773780956094e-12,2.6925136026167594e-13,1.529945115103426e-09,5.005789334341246e-12,1.0514783025746264e-12,4.9525213720750384e-11,3.3417831397577805e-16,2.5322736955281734e-14,4.517438690097421e-15,3.76,0.0,0.5593942293899077,0.9996728490044688,4.987407134912607e-05,1.3267351382224234e-06,0.00035109790305234805,0.00029884732936301194,9.189481045020657e-12,6.88676925191934e-12,6.073252292070724e-07,0.00010983113507305193,7.122018841196991e-07,2.269527081744909e-08,3.28790095943691e-11,4.796143215565489e-12,1.1031287395608442e-05,3.7648639222615663e-06
