Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3F(1),O2(2),H2O(3),CH4(4),CH2F(45),HF(38),C1OO1(156),CH2O2(158),CHO2(146),CHF(39),CHFO(46),S(139),CHFO2(186),CHFO2(165),CFO2(148),F(37),CH2FO(131),CH2CHF(55),O2(128),C2H4F(61),CFO(50)
0.0,0.8763436060695241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.950936812528981,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.05613326197394e-23,0.876343606069524,1.3542198910022941e-24,2.632012672495247e-26,2.950787224812282e-39,3.972716506685517e-20,0.0,0.0,9.924577848566193e-22,4.642134095575752e-39,1.1174208380152035e-49,1.4134153724812633e-49,2.594415232991885e-55,5.517345876906931e-62,5.186018784809731e-40,5.762858378907511e-34,5.601840713541342e-23,6.881421198970232e-41,1.765283202405943e-85,1.3001372698625539e-79,3.4658609168798765e-56,1.5594076592170569e-75,1.0083153114787725e-19,6.048465675443262e-77,1.6297324264070534e-41,3.1750058722807745e-90,1.730313549420687e-59,7.291217583088488e-57,3.0873177415412514e-61,2.2697274188212672e-61,7.41489208450974e-58,2.3023897187679279e-91,2.5051419762862607e-75,1.7708446234879348e-94,3.76,0.0,0.950936812528981,0.9999999999999997,1.8375881330504433e-50,8.616504503264301e-39,9.938120047476157e-22,1.0083153114787783e-19,6.677203852831882e-55,1.2916387463441893e-53,1.4879914064534917e-39,3.972716506685517e-20,5.927848495145779e-39,7.303582465956318e-40,1.0138751265536367e-41,1.1562430517403846e-40,7.060036067519392e-36,5.6018407135413e-23,2.5214140851696277e-39,2.856143353495319e-37,3.7080989267747805e-16,2.5287030820157068e-58,4.0348189878689224e-57
1.9757173133527034e-22,0.876343606069524,3.791815694829326e-24,7.369635482988617e-26,1.782275483841575e-38,1.1123606218719448e-19,0.0,0.0,2.778881797598532e-21,2.8038489937277526e-38,1.3266020189124128e-48,1.6780067302142625e-48,3.0800897646080627e-54,6.55019302506383e-61,3.1323553460250504e-39,3.480766460860093e-33,1.5685153997915752e-22,4.156378407474519e-40,1.0739079183453304e-83,2.908355067192128e-78,4.114670080519788e-55,4.1568973575954335e-74,2.823282872140544e-19,1.9017343850586855e-75,9.843583855498497e-41,1.3729671796905082e-88,2.054228245872236e-58,1.1018488011563669e-55,4.6655545710171344e-60,3.430012075322786e-60,8.802959882748046e-57,1.4002235359696694e-89,5.60390239527329e-74,1.077292604118313e-92,3.76,0.0,0.950936812528981,0.999999999999999,2.1815846315632e-49,5.204368719971635e-38,2.7826736132933258e-21,2.8232828721405788e-19,7.927176414082589e-54,1.5334335196597406e-52,8.98746811331482e-39,1.1123606218719443e-19,3.580420491068187e-38,4.411363809437579e-39,6.123805764384386e-41,6.983708032511428e-40,4.2642617847817023e-35,1.5685153997915505e-22,1.5229341074423154e-38,1.725110585511172e-36,1.03826769949673e-15,3.002709241728006e-57,4.79013710239798e-56
4.515925287663322e-22,0.8763436060695241,8.667007302575004e-24,1.6844881103983042e-25,8.580889250578479e-38,2.5425385642787303e-19,0.0,0.0,6.351729823082353e-21,1.3499325949934263e-37,1.3024657288199783e-47,1.6474769581781324e-47,3.024050395575642e-53,6.43101835412248e-60,1.5080942626226297e-38,1.6758392165862393e-32,3.5851780566664557e-22,2.0011172896052917e-39,4.8481336821873844e-82,5.7464195130279595e-77,4.039807484715181e-54,8.857959212145769e-73,6.453217993464012e-19,4.2426648047042914e-74,4.739261895991554e-40,5.540509529161792e-87,2.0168534732047424e-57,1.1853186600476433e-54,5.018990706068772e-59,3.6898504702296412e-59,8.642798213730954e-56,6.320768961588498e-88,1.1072366794740538e-72,4.863413967753958e-91,3.76,0.0,0.950936812528981,0.9999999999999977,2.1418927278916974e-48,2.5056795095492555e-37,6.3603968303847585e-21,6.45321799346418e-19,7.7829488108626375e-53,1.5055341227385362e-51,4.3270790374703514e-38,2.542538564278729e-19,1.7238183423886e-37,2.123881781100045e-38,2.9483488680186066e-40,3.362354794460302e-39,2.053058488434624e-34,3.5851780566663377e-22,7.332272159671186e-38,8.305664871964381e-36,2.3731833131344002e-15,2.9483550911151134e-56,4.7029850122600015e-55
9.596341236284558e-22,0.8763436060695241,1.8417390518432808e-23,3.579537234600265e-25,3.7474997763634443e-37,5.402894449092302e-19,0.0,0.0,1.3497425874049973e-20,5.89551030138118e-37,1.1520161871897653e-46,1.457174712442625e-46,2.674738328605946e-52,5.688162905255474e-59,6.586243856707946e-38,7.318830141211869e-32,7.618503370416213e-22,8.73940497378794e-39,1.830563031534978e-80,1.0225446493422247e-75,3.5731639708664706e-53,1.6285455712863818e-71,1.3713088236110646e-18,7.946041656599162e-73,2.069760181536797e-39,1.995626641103748e-85,1.78388405691073e-56,1.089512061005993e-53,4.613317154830247e-58,3.3916082873968614e-58,7.644457143474205e-55,2.386527457935587e-86,1.970268511695245e-71,1.836332593892141e-89,3.76,0.0,0.950936812528981,0.999999999999995,1.8944798616578176e-47,1.0942960719145642e-36,1.3515843264567671e-20,1.371308823611138e-18,6.883930084119329e-52,1.3316278819304791e-50,1.889749114616318e-37,5.402894449092293e-19,7.528367588837284e-37,9.275549731763994e-38,1.2876214107237712e-39,1.4684286757095272e-38,8.966245805749474e-34,7.618503370415695e-22,3.2021958881632705e-37,3.6273020589390476e-35,5.043014540406405e-15,2.6078968375798726e-55,4.159736983733315e-54
1.975717313352703e-21,0.8763436060695241,3.7918156951614245e-23,7.3696354830164915e-25,1.5645073873621345e-36,1.1123606218719446e-18,0.0,0.0,2.778881797598514e-20,2.461259497474244e-36,9.683390195167913e-46,1.2248431471995395e-45,2.248278730268188e-51,4.781243659392622e-58,2.74962715970575e-37,3.0554675124961623e-31,1.5685153997915708e-21,3.64852956568019e-38,6.351073538564729e-79,1.7246710093854943e-74,3.0034596167934207e-52,2.788656564202877e-70,2.823282872140272e-18,1.372481099751073e-71,8.640841324808752e-39,6.7729925181725925e-84,1.4994620369111388e-55,9.321005063613868e-53,3.946789952973414e-57,2.9015922954932176e-57,6.425626842190304e-54,8.279855637868196e-85,3.3231458254737064e-70,6.371090857727237e-88,3.76,0.0,0.950936812528981,0.9999999999999897,1.5924244746985694e-46,4.5684706876307187e-36,2.7826736132933686e-20,2.8232828721405787e-18,5.786358023609315e-51,1.1193134713609793e-49,7.889330692799873e-37,1.1123606218719405e-18,3.1429452721282245e-36,3.872359423449567e-37,5.3755659209932594e-39,6.130400660320675e-38,3.743231122998646e-33,1.568515399791355e-21,1.3368537479549972e-36,1.5143272060232127e-34,1.0382676994937075e-14,2.192138101871409e-54,3.496509577783352e-53
4.007883692801198e-21,0.8763436060695241,7.691968982384038e-23,1.4949831979898158e-24,6.391523166923475e-36,2.2565029757973734e-18,0.0,0.0,5.637160217985513e-20,1.0055048136380738e-35,7.939028327796067e-45,1.0042004140270171e-44,1.843274738354343e-50,3.919952422543896e-57,1.1233124128646151e-36,1.248258176304377e-30,3.1818455252914632e-21,1.490543396316709e-37,2.1151726563588424e-77,2.8327773117846107e-73,2.4624176552340922e-51,4.6139163900236165e-69,5.727230969198211e-18,2.2803978999316835e-70,3.530065624893512e-38,2.2317411194790507e-82,1.2293495715401635e-54,7.706787237164575e-52,3.263282256552683e-56,2.399092621208154e-56,5.268117105254458e-53,2.757519077283303e-83,5.458276997122317e-69,2.1218392637799512e-86,3.76,0.0,0.950936812528981,0.999999999999979,1.3055657945923338e-45,1.8663693414250501e-35,5.644852186966644e-20,5.727230969199461e-18,4.744005904787636e-50,9.176808098924079e-49,3.2230491225978524e-36,2.2565029757973564e-18,1.283995695444192e-35,1.5819851764556026e-36,2.1960940791252173e-38,2.5044686997859486e-37,1.5292320523688565e-32,3.1818455252905804e-21,5.4614837650244026e-36,6.186520749404959e-34,2.1062001903945052e-14,1.7972646382875047e-53,2.8666498020775327e-52
8.072216451698188e-21,0.8763436060695241,1.5492275559174581e-22,3.0110224973858356e-24,2.583555858449382e-35,4.544787683648231e-18,0.0,0.0,1.135371705875939e-19,4.064411223113027e-35,6.429230973058152e-44,8.132275310088869e-44,1.492731673245833e-49,3.174479103404493e-56,4.5406083750000265e-36,5.045659127931554e-30,6.408505776291219e-21,6.025014888187449e-37,6.9042758392683e-76,4.592054095083982e-72,1.9941296596975353e-50,7.506413135950413e-68,1.1535127163312174e-17,3.7176242027596765e-69,1.4269089664748383e-37,7.2465655926343835e-81,9.955591560731926e-54,6.267031390185393e-51,2.6536469358084067e-55,1.9509022764461557e-55,4.266257817002006e-52,9.000971948779985e-82,8.84810222545715e-68,6.926036763299489e-85,3.76,0.0,0.950936812528981,0.9999999999999577,1.0572810295398555e-44,7.544163284823973e-35,1.136920933431349e-19,1.1535127163317228e-17,3.8418189783658205e-49,7.431617123312111e-48,1.3028080780783472e-35,4.544787683648164e-18,5.190115894241354e-35,6.394637020899838e-36,8.876963393078787e-38,1.0123462914604251e-36,6.181400458843534e-32,6.408505776287652e-21,2.2076190594285927e-35,2.5006906008660866e-33,4.242065172174756e-14,1.4554784340469963e-52,2.321487332637443e-51
1.620088196949217e-20,0.8763436060695241,3.1092888722136903e-22,6.043101096256621e-24,1.0388364499749413e-34,9.121357099349946e-18,0.0,0.0,2.278683074030663e-19,1.6342818768837202e-34,5.1748044175673565e-43,6.545562662743542e-43,1.2014803153514473e-48,2.5550969558582272e-55,1.825758657265326e-35,2.0288373437245334e-29,1.2861826278290612e-20,2.4226321185580067e-36,2.231342647102643e-74,7.395361555056407e-71,1.6050490354840915e-49,1.2111269690109208e-66,2.3150919551532457e-17,6.0039732863400695e-68,5.737538196454945e-37,2.3358588722346635e-79,8.0131262049672995e-53,5.054587854998718e-50,2.1402623886916015e-54,1.5734733622450072e-54,3.4338554471767036e-51,2.9089538702285544e-80,1.4249595862300456e-66,2.2383754028653e-83,3.76,0.0,0.950936812528981,0.999999999999915,8.509917539442453e-44,3.033474876392147e-34,2.281792362900837e-19,2.315091955155277e-17,3.092230144501882e-48,5.981611996897415e-47,5.238534710995643e-35,9.121357099349673e-18,2.08692277412097e-34,2.571255421467123e-35,3.569387938070358e-37,4.0705999133354455e-36,2.485513937713716e-31,1.2861826278276276e-20,8.876739143293553e-35,1.0055166921714149e-32,8.513795135649881e-14,1.1714984367321426e-51,1.8685349701399321e-50
3.2458213005080124e-20,0.8763436060695241,6.229411508558654e-22,1.2107258294313171e-23,4.166198812874851e-34,1.8274495930753375e-17,0.0,0.0,4.565305810339907e-19,6.554201276737983e-34,4.1524546472925715e-42,5.25240181367473e-42,9.641122864865051e-48,2.0503043926873292e-54,7.322108806143408e-35,8.136545168002094e-29,2.5768467282288942e-20,9.715839394823154e-36,7.175663555179913e-73,1.187119312159783e-69,1.287950768518457e-48,1.946172977938424e-65,4.6382504327942426e-17,9.651212568564634e-67,2.3010094344430016e-36,7.502008293954819e-78,6.4300291304236445e-52,4.0601198454314034e-49,1.719175143058768e-53,1.2638993737116406e-53,2.7554527397157063e-50,9.354752137019281e-79,2.2873757168423998e-65,7.198279845616629e-82,3.76,0.0,0.950936812528981,0.9999999999998295,6.828672889512817e-43,1.2165591009131343e-33,4.571535221840288e-19,4.6382504328023894e-17,2.4813199491357535e-47,4.799866918709791e-46,2.100887302723265e-34,1.8274495930752278e-17,8.369493723293298e-34,1.031188426216749e-34,1.4314842079570782e-36,1.6324926272628073e-35,9.968022563508135e-31,2.576846728223144e-20,3.5599694182782616e-34,4.032571663939711e-32,1.7057255062258617e-13,9.400548240059901e-51,1.4993816373150666e-49
6.497287507625603e-20,0.876343606069524,1.2469656796258567e-21,2.4235572691686198e-23,1.6686526169438433e-33,3.6580773593560233e-17,0.0,0.0,9.138551282957586e-19,2.625099163928199e-33,3.327016814104056e-41,4.2083130692405116e-41,7.724630514519577e-47,1.642738516831257e-53,2.932662714124506e-34,3.2588620666144697e-28,5.158174929028374e-20,3.891404354510928e-35,2.301887764009112e-71,1.902486254705484e-68,1.0319279141089966e-47,3.121396953612964e-64,9.284567388063999e-17,1.5477920704103187e-65,9.21603973922663e-36,2.4050144551201957e-76,5.1518479668662774e-51,3.254688598169168e-48,1.3781316683590348e-52,1.0131717873979497e-52,2.2077152851349425e-49,3.000918400643991e-77,3.6657653665549016e-64,2.309142865105352e-80,3.76,0.0,0.9509368125289809,0.9999999999996586,5.471248081250278e-42,4.872581942228722e-33,9.151020939721086e-19,9.284567388096627e-17,1.9880754621905107e-46,3.8457344631662116e-45,8.414512062357023e-34,3.658077359355584e-17,3.352162994098505e-33,4.130132355129595e-34,5.733403413918074e-36,6.538485545256093e-35,3.992408318362369e-30,5.1581749290053436e-20,1.4258446374646572e-33,1.6151320437870489e-31,3.4144174914110037e-13,7.531882486941249e-50,1.2013298980576674e-48
1.3000219921860788e-19,0.876343606069524,2.495014743169836e-21,4.8492201491471946e-23,6.678959214325383e-33,7.319332891917395e-17,0.0,0.0,1.8285042228189695e-18,1.0507237861569414e-32,2.6636364199210166e-40,3.369209294930651e-40,6.1844013177747195e-46,1.315189668801777e-52,1.1738293596047636e-33,1.30439411060206e-27,1.0320831330626596e-19,1.5575765448157957e-34,7.375134899835866e-70,3.0464567655656376e-67,8.261697876365534e-47,5.002848744526452e-63,1.8577201298554568e-16,2.479350202284309e-64,3.6888176649409696e-35,7.703049480478335e-75,4.1246109176081093e-50,2.606390547181262e-47,1.1036230486511254e-51,8.113591484056216e-52,1.7675146135633507e-48,9.614792658155504e-76,5.870000728518116e-63,7.398379886690559e-79,3.76,0.0,0.9509368125289808,0.9999999999993169,4.3803252180539545e-41,1.9503026083929842e-32,1.8309992375490275e-18,1.8577201298685166e-16,1.591669204809328e-45,3.0789259416355585e-44,3.368001457697307e-33,7.319332891915636e-17,1.341738796556165e-32,1.6531292856001055e-33,2.2948555337049498e-35,2.617098196512348e-34,1.5980037789783302e-29,1.0320831330534415e-19,5.707094407939976e-33,6.4647373307304425e-31,6.83180146123487e-13,6.030087466622148e-49,9.617943784535823e-48
2.6006084750331156e-19,0.8763436060695241,4.991112894273778e-21,9.700545911120223e-23,2.672453750347027e-32,1.4641843957040137e-16,0.0,0.0,3.65780241186409e-18,4.2042637757367236e-32,2.1317186693941175e-39,2.6963914154830847e-39,4.9494006202067106e-45,1.0525514480174895e-51,4.69684642192219e-33,5.219275494348416e-27,2.0646144133820085e-19,6.232340408571103e-34,2.3614992872924304e-68,4.876314821289375e-66,6.611869199735706e-46,8.019744627580863e-62,3.716246911933991e-16,3.969270278876133e-63,1.4760075567112988e-34,2.4660971234274774e-73,3.3009422875413802e-49,2.0861688212761857e-46,8.833457430046169e-51,6.494161667676162e-51,1.414548874701784e-47,3.0786316499742112e-74,9.395823985716149e-62,2.3689422726893774e-77,3.76,0.0,0.9509368125289805,0.9999999999986334,3.5055914446867847e-40,7.803750820360347e-32,3.6627935247059e-18,3.7162469119862475e-16,1.2738191047159598e-44,2.4640765016133814e-43,1.3476422846602398e-32,1.46418439570331e-16,5.368702882167478e-32,6.614670442956455e-33,9.18241132326764e-35,1.0471801713511574e-33,6.394096612211353e-29,2.064614413345123e-19,2.2835811464204946e-32,2.5867370033242667e-30,1.366656939869693e-12,4.825903347854899e-48,7.697278117084634e-47
5.201781440727188e-19,0.8763436060695244,9.983309292545598e-21,1.9403197443129793e-22,1.0691555918013945e-31,2.928686608728561e-16,0.0,0.0,7.316398789949133e-18,1.6819792755091018e-31,1.7056988180686863e-38,2.1575228214042078e-38,3.9602724834462075e-44,8.422010777582896e-51,1.8790444090061687e-32,2.0880500564934353e-26,4.1296769740195226e-19,2.493346303290513e-33,7.559128366839404e-67,7.803691308570189e-65,5.2904999338920455e-45,1.287028062274548e-60,7.43330047601274e-16,6.352687838051092e-62,5.904991345111127e-34,7.893306157903102e-72,2.64125535857014e-48,1.6693577137256258e-45,7.068555597383688e-50,5.196645047806398e-50,1.1318540193159651e-46,9.854659194682037e-73,1.5036377395702756e-60,7.582953266774719e-76,3.76,0.0,0.95093681252898,0.9999999999972665,2.8050057776366656e-39,3.12200847787969e-31,7.326382099031782e-18,7.433300476221799e-16,1.019248821597957e-43,1.9716355804335624e-42,5.39147066710798e-32,2.9286866087257464e-16,2.1478307419854954e-31,2.6462988986107356e-32,3.673562452575971e-34,4.189402567540041e-33,2.558055003439043e-28,4.129676973871958e-19,9.135811562605378e-32,1.0348632395274082e-29,2.7336105264878338e-12,3.8614561847221693e-47,6.158991979325636e-46
