Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3F(1),O2(2),H2O(3),CH4(4),CH2F(45),HF(38),C1OO1(156),CH2O2(158),CHO2(146),CHF(39),CHFO(46),S(139),CHFO2(186),CHFO2(165),CFO2(148),F(37),CH2FO(131),CH2CHF(55),O2(128),C2H4F(61),CFO(50),C2H4F(62),S(564),CFO3(1309)
0.0,0.8156077798772648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.872290302083953,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0183424516808272e-22,0.8156077798772647,5.254079557901115e-25,6.061899789658562e-27,2.62040241893987e-39,1.3546424565572679e-20,0.0,0.0,5.0201830455024355e-22,1.957746161701896e-39,1.1210237015865985e-49,1.3688791433483662e-49,1.0776804932596854e-55,6.838529217081252e-63,1.5390357723323657e-40,3.789512365879232e-34,1.6292422432629478e-23,2.243082678497137e-41,7.994638401569907e-86,4.822239562844125e-81,5.842916520191071e-57,1.6127732030611133e-76,4.2941674916888796e-20,1.3128075165437723e-58,4.6381835172356765e-42,3.4810273393021915e-79,1.48384083758187e-60,1.4117879337018942e-57,5.5180039271160735e-62,2.4910828460940134e-62,2.6145979485616552e-58,1.0041463538332554e-91,3.1461941085816036e-76,4.615286185278527e-95,3.76,0.0,0.872290302083953,0.9999999999999997,1.843538238699854e-50,2.3078423487087904e-39,5.025437125060311e-22,4.2941674916889175e-20,6.384170265115847e-55,1.4080680515781114e-53,9.094920453565613e-40,1.3546424565572676e-20,4.333308641737982e-39,7.3038347881523555e-40,4.8558897909641614e-42,5.666543031895801e-41,3.145459566136875e-36,1.6292422432629314e-23,1.367820220646327e-39,1.0290236767428261e-37,3.8078864996797655e-16,5.3184580164955955e-59,3.361289560516514e-58,3.6275166523795034e-58,8.434478353478097e-74,1.0770089965108674e-77
2.8513588647063164e-22,0.8156077798772648,1.4711422762225144e-24,1.6973319411054568e-26,1.5827230610945805e-38,3.7929988783603503e-20,0.0,0.0,1.4056512527406813e-21,1.1824786816679444e-38,1.3308793385267471e-48,1.6251333189897865e-48,1.2794222815979707e-54,8.118701886518724e-62,9.295776064887372e-40,2.288865468991014e-33,4.5618782811362527e-23,1.3548219411194068e-40,4.863528678373174e-84,1.0787157012501964e-79,6.936710492770836e-56,4.2611783415838666e-75,1.202366897672874e-19,1.5585650836407493e-57,2.801462844410315e-41,1.0944906919148771e-77,1.7616158423771926e-59,2.133493925410407e-56,8.338807534657814e-61,3.764524397017564e-61,3.104050684534476e-57,6.108194964377583e-90,7.037910401392988e-75,2.807704362185789e-93,3.76,0.0,0.872290302083953,0.999999999999999,2.1886485969861912e-49,1.3939367786201093e-38,1.4071223950168876e-21,1.2023668976728968e-19,7.579286938746861e-54,1.671658390833417e-52,5.4933319722872036e-39,3.792998878360348e-20,2.617318419609833e-38,4.411516212043983e-39,2.9329574337427704e-41,3.422591991264722e-40,1.899857577946667e-35,4.561878281136153e-23,8.261634132702877e-39,6.215303007526667e-37,1.0662082199100175e-15,6.704511603214343e-58,3.990522966245224e-57,4.3224031478228617e-57,2.6519349459868174e-72,2.4092260448343067e-76
6.517391690757294e-22,0.8156077798772648,3.3626109171281286e-24,3.879615865388893e-26,7.62013023510063e-38,8.669711721966515e-20,0.0,0.0,3.212917149121555e-21,5.693125838229106e-38,1.306665226573755e-47,1.5955655295073356e-47,1.2561443829437127e-53,7.970989655429473e-61,4.475516025942345e-39,1.1019901959976176e-32,1.0427150356882862e-22,6.522884478676722e-40,2.1956293269487997e-82,2.1313604465287001e-78,6.810503495934706e-55,9.049542909390884e-74,2.7482671946807964e-19,1.5302084412833677e-56,1.348783766812084e-40,2.4417485258192255e-76,1.729564880285418e-58,2.295115408060838e-55,8.970508624234065e-60,4.0497035612390686e-60,3.0475753688467057e-56,2.757470251994464e-88,1.3905724988803376e-73,1.2675319678507475e-91,3.76,0.0,0.872290302083953,0.9999999999999977,2.1488281710309718e-48,6.711205550045161e-38,3.2162797600386053e-21,2.7482671946809066e-19,7.441388861023143e-53,1.6412441209190846e-51,2.6448028953972417e-38,8.669711721966506e-20,1.2601261530175442e-37,2.1239551563946472e-38,1.4120927512130035e-40,1.6478307136747858e-39,9.146996418325955e-35,1.042715035688238e-22,3.9776212016381154e-38,2.9924008519681355e-36,2.437047359792832e-15,6.753616973396733e-57,3.9179191117381064e-56,4.250691246940924e-56,5.916320981755913e-71,4.76022467527849e-75
1.384945734285925e-21,0.8156077798772648,7.145548199102588e-24,8.244183713972706e-26,3.327911072904573e-37,1.8423137409178844e-19,0.0,0.0,6.827448941883291e-21,2.4863376253614e-37,1.155730595392088e-46,1.4112596416694395e-46,1.111045481331474e-52,7.050250081641174e-60,1.9545754308619243e-38,4.8126807046659736e-32,2.2157694508376067e-22,2.8487150529519798e-39,8.290278569714367e-81,3.792642036449194e-77,6.023813215656173e-54,1.66149524412068e-72,5.840067788696444e-19,1.3534520372558552e-55,5.890493066888784e-40,4.573124755337345e-75,1.5297805499133842e-57,2.1096064735728028e-54,8.245442908211e-59,3.7223752752634133e-59,2.6955459010529676e-55,1.0411593723754416e-86,2.474449465795769e-72,4.785959540342757e-90,3.76,0.0,0.872290302083953,0.9999999999999949,1.900614182572384e-47,2.9309597828601614e-37,6.834594490082056e-21,5.840067788696927e-19,6.581824176532463e-52,1.4516618384542097e-50,1.1550549260198722e-37,1.84231374091788e-19,5.503301975008673e-37,9.275870180952897e-38,6.166980034530945e-40,7.196509650502367e-39,3.9947336489937505e-34,2.2157694508373956e-22,1.7371316802193849e-37,1.3068600694633864e-35,5.1787256395533884e-15,6.041444168527791e-56,3.465355085310228e-55,3.762440558645592e-55,1.1080614426889045e-69,8.470565471819598e-74
2.8513588647063164e-21,0.8156077798772648,1.4711422763704443e-23,1.69733194112081e-25,1.3893373632877642e-36,3.79299887836035e-19,0.0,0.0,1.4056512527406725e-20,1.0379970149343377e-36,9.714612034194643e-46,1.1862487636374299e-45,9.339006725718018e-52,5.926160003053488e-59,8.159967664904589e-38,2.0091994563885833e-31,4.561878281136243e-22,1.1892824822737366e-38,2.8762827580550985e-79,6.396845138695856e-76,5.063377969733239e-53,2.843423082550618e-71,1.202366897672696e-18,1.1376579889163643e-54,2.459164900837882e-39,7.898935759114765e-74,1.285872728395011e-56,1.8048127529906497e-53,7.054150004378045e-58,3.1845704174561987e-58,2.2657687486608015e-54,3.6122515626413853e-85,4.173520698863405e-71,1.6604716958179287e-88,3.76,0.0,0.872290302083953,0.9999999999999895,1.5975807410474923e-46,1.223618013285398e-36,1.4071223950169016e-20,1.2023668976728969e-18,5.532419805040809e-51,1.220209244407387e-49,4.8221270802338425e-37,3.7929988783603326e-19,2.2975202418507714e-36,3.872493204677842e-37,2.5745927671750136e-39,3.004401115506385e-38,1.667722661965699e-33,4.561878281135362e-22,7.252182809853772e-37,5.455883534090442e-35,1.0662082199054214e-14,5.105137632508263e-55,2.912839752510866e-54,3.163649236273095e-54,1.9139005868212116e-68,1.4286846752067457e-72
5.784185125547099e-21,0.8156077798772648,2.984317189551987e-23,3.4431590805949967e-25,5.675896462004673e-36,7.694369153245282e-19,0.0,0.0,2.851463969845342e-20,4.24055649609271e-36,7.964625877768625e-45,9.725584066301792e-45,7.656681952771616e-51,4.858624014008307e-58,3.3336130443014303e-37,8.208235364984092e-31,9.254095941733495e-22,4.858607195537833e-38,9.579222480810285e-78,1.0506837348865552e-74,4.151263175998959e-52,4.703568197864703e-70,2.439087135278483e-18,9.327207537140376e-54,1.0046491025669154e-38,1.31241999026068e-72,1.0542361518961634e-55,1.4922540858304452e-52,5.832507637505625e-57,2.633064404709798e-57,1.8576141121358318e-53,1.2030283692814578e-83,6.855020281524536e-70,5.530064023693383e-87,3.76,0.0,0.872290302083953,0.9999999999999785,1.3097932132734663e-45,4.998878840997166e-36,2.8544482870343174e-20,2.439087135279305e-18,4.535812010911974e-50,1.000401260501325e-48,1.9699963664619673e-36,7.69436915324521e-19,9.386119850361086e-36,1.5820398304524983e-36,1.051805152286925e-38,1.2273958868767214e-37,6.813191238634508e-33,9.254095941729895e-22,2.962753310717717e-36,2.228906444772014e-34,2.1628795317974717e-14,4.1962206933625984e-54,2.3881220154738675e-53,2.5941850328443164e-53,3.179974449794839e-67,2.34661886908755e-71
1.1649837647228663e-20,0.8156077798772648,6.010667016959763e-23,6.934813359651797e-25,2.294288102431709e-35,1.5497109703015146e-18,0.0,0.0,5.743089404054616e-20,1.7141007363857182e-35,6.449960532684047e-44,7.876030130798281e-44,6.200579558251731e-50,3.9346396948757474e-57,1.3474996923929344e-36,3.3178999729167505e-30,1.8638531262927923e-21,1.9639268742976605e-37,3.1268177628131575e-76,1.7032036112979715e-73,3.361800548689913e-51,7.652608880297221e-69,4.912527610488803e-18,7.553414487759087e-53,4.060952302145359e-38,2.1395758219122812e-71,8.537477687234845e-55,1.2134762398705756e-51,4.742898346984002e-56,2.1411642450884205e-56,1.5043440699087189e-52,3.9268814257681035e-82,1.1112283280308438e-68,1.8051050026360413e-85,3.76,0.0,0.872290302083953,0.9999999999999565,1.0607045027908695e-44,2.020626752727265e-35,5.749100071069247e-20,4.9125276104921235e-18,3.673218165326645e-49,8.101508779062153e-48,7.963041194476833e-36,1.5497109703014848e-18,3.794019714665412e-35,6.394857941093479e-36,4.2515645947395903e-38,4.961330418457103e-37,2.754000832211506e-32,1.8638531262913377e-21,1.1975922585373583e-35,9.009596221248131e-34,4.3562221555491133e-14,3.4024848489179024e-53,1.9339631243754963e-52,2.101011526931944e-52,5.184160937233334e-66,3.8039703094269574e-70
2.3381142690591793e-20,0.8156077798772647,1.2063366675954075e-22,1.3918121918199114e-24,9.225231575237166e-35,3.1102590802554875e-18,0.0,0.0,1.1526340272472903e-19,6.892323672117563e-35,5.191489370582415e-43,6.339314250192636e-43,4.9907658667305036e-49,3.166940332349376e-56,5.418236997917876e-36,1.334112986453939e-29,3.740740190531647e-21,7.896864899095639e-37,1.0105334703164898e-74,2.7429569091892615e-72,2.7058695516233615e-50,1.235096690881547e-67,9.859408560904414e-18,6.079645111952726e-52,1.63289105997421e-37,3.4554206677600344e-70,6.87170478645817e-54,9.787125486545075e-51,3.825319340134839e-55,1.7269265326742413e-55,1.210826982443427e-51,1.2690996556017076e-80,1.7895989651192267e-67,5.833787451389992e-84,3.76,0.0,0.872290302083953,0.9999999999999126,8.537472630518371e-44,8.124851302323095e-35,1.1538403639139495e-19,9.859408560917765e-18,2.956525542248918e-48,6.520799080692168e-47,3.2019045701093755e-35,3.1102590802553673e-18,1.5255586405657286e-34,2.571344252505157e-35,1.7095354245009476e-37,1.994929140524114e-36,1.1073716220963442e-31,3.740740190525799e-21,4.815465799520476e-35,3.62271901492007e-33,8.74290740292256e-14,2.7403240613033576e-52,1.5566217734871732e-51,1.6911460561836758e-51,8.372433761090908e-65,6.126176913346162e-69
4.684375277731805e-20,0.8156077798772648,2.416876601065774e-22,2.7884739037028593e-24,3.699730487735221e-34,6.231355300163433e-18,0.0,0.0,2.309284200930843e-19,2.764130059229589e-34,4.165843271301966e-42,5.0869004525870004e-42,4.004775300626874e-48,2.541270169768741e-55,2.1729553727340951e-35,5.350389772284042e-29,7.494514319009231e-21,3.166997074550046e-36,3.24972419796056e-73,4.403053312684697e-71,2.171289905465644e-49,1.9861317330780342e-66,1.975317046171552e-17,4.878532319659276e-51,6.54862347886237e-37,5.554487804868841e-69,5.514110326280156e-53,7.861551437559822e-50,3.072704523786043e-54,1.387161305351582e-54,9.716123981985061e-51,4.081233395487864e-79,2.8727026754695527e-66,1.8760586169928347e-82,3.76,0.0,0.872290302083953,0.9999999999998249,6.850784114738148e-43,3.258428765087726e-34,2.3117010775281535e-19,1.9753170461769058e-17,2.3724255522374866e-47,5.232530596622917e-46,1.2841075256496737e-34,6.231355300162952e-18,6.118172471476851e-34,1.0312240514359158e-34,6.856001660788172e-37,8.000558107258566e-36,4.4410554886679775e-31,7.494514318985778e-21,1.931217162549823e-34,1.4528723550510398e-32,1.7516277897150104e-13,2.1996203001606186e-51,1.249090940609215e-50,1.3570658642512678e-50,1.3458442744187638e-63,9.833870689079564e-68
