Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3F(1),O2(2),H2O(3),CH4(4),CH2F(45),HF(38),C1OO1(156),CH2O2(158),CHO2(146),CHF(39),CHFO(46),S(139),CHFO2(186),CHFO2(165),CFO2(148),F(37),CH2FO(131),CH2CHF(55),O2(128),C2H4F(61),CFO(50),C2H4F(62),S(564),CFO3(1309)
9.376897295077057e-20,0.8156077798772648,4.837956474692524e-22,5.581797328162693e-24,1.4818219782865678e-33,1.2473547739979325e-17,0.0,0.0,4.622584548297532e-19,1.10709378627502e-33,3.3377440058396844e-41,4.0757105842545996e-41,3.2086936267523655e-47,2.0361085916979804e-54,8.70315556594859e-35,2.1429466573896094e-28,1.500206257596391e-20,1.268451571100893e-35,1.042482038092867e-71,7.056366045485931e-70,1.739674153578443e-48,3.1902783818527333e-65,3.954069426325725e-17,3.9087625114079617e-50,2.6228651354056902e-36,8.907886530050726e-68,4.417998347645027e-52,6.3020065421594856e-49,2.4631530003426133e-53,1.1119814823897257e-53,7.784722676660931e-50,1.3092224997050376e-77,4.603814711651246e-65,6.018225829539994e-81,3.76,0.0,0.872290302083953,0.9999999999996495,5.488963968436808e-42,1.3050710934543248e-33,4.627422504757182e-19,3.95406942634717e-17,1.9008274318082883e-46,4.192391911215087e-45,5.14313265281602e-34,1.2473547739977399e-17,2.45046021043056e-33,4.130275041825213e-34,2.7459767358994986e-36,3.2043963117664716e-35,1.778738637708755e-30,1.5002062575869967e-20,7.734941825192978e-34,5.819067562168779e-32,3.50630188835278e-13,1.7626459769094541e-50,1.0007927634996408e-49,1.0873151560682703e-49,2.158367882009343e-62,1.5759834435204035e-66
1.876194132976756e-19,0.8156077798772648,9.680116248690093e-22,1.116844417985812e-23,5.9311497648802765e-33,2.4957932619611108e-17,0.0,0.0,9.249185243029236e-19,4.431260314772387e-33,2.67222469589296e-40,3.26304668129698e-40,2.5689059245740818e-46,1.630124914533964e-53,3.4835303341541944e-34,8.577371309636406e-28,3.001715908987128e-20,5.077118724027335e-35,3.340061049790454e-70,1.1299379444746454e-68,1.392797119224796e-47,5.128734010170589e-64,7.911574186601887e-17,3.1293867040512176e-49,1.0498295925366255e-35,1.4269205019135452e-66,3.537085010246004e-51,5.046716386060673e-48,1.9725201052589998e-52,8.904870426129895e-53,6.232511586177508e-49,4.194684105407804e-76,7.372101869387805e-64,1.928209882632075e-79,3.76,0.0,0.872290302083953,0.9999999999992986,4.394508699810744e-41,5.223685487243044e-33,9.258865359217719e-19,7.911574186687722e-17,1.521817730049076e-45,3.356462682603421e-44,2.058597147361046e-33,2.4957932619603395e-17,9.808226925523332e-33,1.653186397462615e-33,1.0991063166353322e-35,1.2825936144163932e-34,7.119590077496258e-30,3.001715908949527e-20,3.095992513901369e-33,2.329143517640092e-31,7.015650084797363e-13,1.4112977398122733e-49,8.012427356467686e-49,8.705176820934942e-49,3.457407510477368e-61,2.5236268651104763e-65
3.7532029399148567e-19,0.8156077798772648,1.936443590366149e-21,2.2341737894352005e-23,2.3732325637815277e-32,4.992670237887467e-17,0.0,0.0,1.850238663248595e-18,1.7730813242934223e-32,2.1385919003107227e-39,2.6114290633404125e-39,2.055905482741813e-45,1.304595359842199e-52,1.3938658844814477e-33,3.4320657781376665e-27,6.004735211767808e-20,2.031514224252687e-34,1.0694789852180259e-68,1.8086365801886666e-67,1.1146609948576016e-46,8.271195472426468e-63,1.5826583707025463e-16,2.5044604477148286e-48,4.2006858364608996e-35,2.2844006007464914e-65,2.8307430005344075e-50,4.039418569100055e-47,1.5788155567258528e-51,7.127505531152158e-52,4.987903456753757e-48,1.3431270595282014e-74,1.1800164049932174e-62,6.174078611188189e-78,3.76,0.0,0.8722903020839529,0.9999999999985967,3.5169425407254435e-40,2.0901546114408868e-32,1.852175106814872e-18,1.5826583707368913e-16,1.2179166957516828e-44,2.6861902434045195e-43,8.237100023629639e-33,4.99267023788438e-17,3.924568351081233e-32,6.614898964790427e-33,4.397856919498689e-35,5.132045112655444e-34,2.8487634005430105e-29,6.004735211617358e-20,1.2388002771074456e-32,9.319607920483562e-31,1.4034346474362705e-12,1.1295107882882395e-48,6.412377025452727e-48,6.966804828387076e-48,5.535069242643987e-60,4.039446487288122e-64
7.507220553791058e-19,0.8156077798772648,3.873307564150937e-21,4.4688325367751917e-23,9.494476329849245e-32,9.986424189740179e-17,0.0,0.0,3.700878941137261e-18,7.093479858387936e-32,1.7111984470647284e-38,2.0895400369390563e-38,1.6450367503238473e-44,1.0438745014821642e-51,5.5763711687308445e-33,1.3730497939023693e-26,1.2010773817325995e-19,8.12742302109764e-34,3.4233882594240056e-67,2.894407371226183e-66,8.918981518632068e-46,1.3432611661071817e-61,3.1656602747357632e-16,2.0039488732290622e-47,1.680547866774608e-34,3.656103554369902e-64,2.265024489253232e-49,3.2323532394702055e-46,1.263372312495917e-50,5.703448454329918e-51,3.9910806028222956e-47,4.2993321105316e-73,1.8884104284619857e-61,1.9763144976423978e-76,3.76,0.0,0.8722903020839526,0.9999999999971929,2.8140883790696665e-39,8.361979472707749e-32,3.7047522486050385e-18,3.165660274873166e-16,9.745184011090711e-44,2.1493603206064163e-42,3.295400370880549e-32,9.986424189727829e-17,1.5700828930976694e-31,2.646390322218603e-32,1.7594291395896644e-34,2.0531522233236308e-33,1.1396908605428923e-28,1.20107738167241e-19,4.956007765501788e-32,3.728450024614568e-30,2.8071739240198074e-12,9.037977124790995e-48,5.13087588468558e-47,5.574509439826863e-47,8.858685408764078e-59,6.464429507090214e-63
1.501525578154346e-18,0.815607779877265,7.747035682882539e-21,8.93815004922003e-23,3.798100200056101e-31,1.99739320934456e-16,0.0,0.0,7.402159496903888e-18,2.837622872038797e-31,1.3690887421842282e-37,1.6717907836824302e-37,1.316154359506918e-43,8.351788950515607e-51,2.2307300064904574e-32,5.492646172406217e-26,2.402285102842968e-19,3.2512684252058814e-33,1.095653155048556e-65,4.631522929922182e-65,7.135862711181281e-45,2.2120005772282604e-60,6.331664082596204e-16,1.6033113208076057e-46,6.722738570172687e-34,5.850615923109515e-63,1.8121916453017377e-48,2.5862099856188748e-45,1.0108258124639526e-49,4.563336446858916e-50,3.1931676501985824e-46,1.3759983972498217e-71,3.0217640681842186e-60,6.32518152015096e-75,3.76,0.0,0.8722903020839522,0.9999999999943854,2.2514844646294766e-38,3.345064013856302e-31,7.409906532201245e-18,6.331664083145863e-16,7.796887470529057e-43,1.719651523878468e-41,1.318286626833087e-31,1.99739320933962e-16,6.280842714848853e-31,1.0586422822529298e-31,7.038289346002446e-34,8.213277294732537e-33,4.55913446920421e-28,2.4022851026021896e-19,1.9825644483698544e-31,1.4915013897726682e-29,5.61465247186876e-12,7.231138124136924e-47,4.105090455176868e-46,4.460033828282547e-46,1.4175956676677367e-57,1.0344139435110765e-61
3.0031326237048266e-18,0.815607779877265,1.549449260499387e-20,1.787678514516914e-22,1.5193023607751779e-30,3.9948947900856435e-16,0.0,0.0,1.480472060839432e-17,1.1350953361933163e-30,1.09532299021038e-36,1.3374961682600187e-36,1.0529734743698146e-42,6.681748352049042e-50,8.923283116159637e-32,2.19714787124121e-25,4.804700545058628e-19,1.3005879938059414e-32,3.506360379674034e-64,7.410813629422588e-64,5.708961181921262e-44,3.7394647454921004e-59,1.2663671697493113e-15,1.2827099486929277e-45,2.6892048523664136e-33,9.36166579304002e-62,1.4498221414601092e-47,2.069098954742212e-44,8.087118380810908e-49,3.650900246721101e-49,2.5546553947525345e-45,4.403534295388897e-70,4.835068430399168e-59,2.024214121965846e-73,3.76,0.0,0.8722903020839513,0.9999999999887704,1.8012730807293006e-37,1.3380800524345368e-30,1.4820215099457156e-17,1.2663671699691838e-15,6.237806104179548e-42,1.3757865289072892e-40,5.273514660376633e-31,3.9948947900658816e-16,2.51243931865358e-30,4.234741441636171e-31,2.8154303026278354e-33,3.2854446007934296e-32,1.8237279956979246e-27,4.804700544095478e-19,7.930580483427778e-31,5.96624832757866e-29,1.1229609546294176e-11,5.7852131049945374e-46,3.2842282715435523e-45,3.5681975821204974e-45,2.2683178800070832e-56,1.6551464897832295e-60
6.006346714805787e-18,0.8156077798772653,3.0989409187809115e-20,3.575405562130528e-22,6.077336766233861e-30,7.989897951567809e-16,0.0,0.0,2.960984283120389e-17,4.540473721145889e-30,8.762791911056286e-36,1.0700224098446928e-35,8.423987753682111e-42,5.345525560453838e-49,3.5693858652151366e-31,8.788770290594935e-25,9.609531429469641e-19,5.20267945244332e-32,1.1220785684791267e-62,1.1857603399443248e-62,4.567277353608837e-43,6.623475097039786e-58,2.532768692399104e-15,1.0261923162713976e-44,1.0757038260247708e-32,1.4979209772698957e-60,1.1598852439638527e-46,1.655331552909214e-43,6.469899463315079e-48,2.9208126387248524e-48,2.0437728284394118e-44,1.4091852836034965e-68,7.736306231379041e-58,6.477734863369926e-72,3.76,0.0,0.8722903020839496,0.9999999999775405,1.4410526689619715e-36,5.35242910545107e-30,2.964083223422292e-17,2.5327686932786126e-15,4.990363349254672e-41,1.100655346719701e-39,2.109571646277177e-30,7.989897951488758e-16,1.0049961748341767e-29,1.69393103959948e-30,1.1261950363997207e-32,1.3142045756557766e-31,7.295060401206566e-27,9.609531425616965e-19,3.1722967278060624e-30,2.386547885585845e-28,2.2459523610055058e-11,4.628291559992341e-45,2.6274449820272437e-44,2.8546262749773297e-44,3.6294404513763604e-55,2.6483017203433585e-59
1.201277489700771e-17,0.8156077798772657,6.197925330781066e-20,7.150859771053037e-22,2.43096237888152e-29,1.597990427453213e-15,0.0,0.0,5.922008727613792e-17,1.8162079638753515e-29,7.010316722452553e-35,8.560282109586024e-35,6.73927019762634e-41,4.2764711986014516e-48,1.4277688695007359e-30,3.5155438759938854e-24,1.921919319821044e-18,2.081270258920065e-31,3.590720613549221e-61,1.8972406811911955e-61,3.6538652466730913e-42,1.2646210768368273e-56,5.065571736380334e-15,8.209635958306425e-44,4.3028590732781463e-32,2.3967171980157376e-59,9.279192075933905e-46,1.3242861999218058e-42,5.176001475332777e-47,2.33668709261663e-47,1.6350376704727755e-43,4.5094797958187784e-67,1.2378247365466304e-56,2.0729151079474106e-70,3.76,0.0,0.8722903020839463,0.9999999999550807,1.1528558168714409e-35,2.140993421509115e-29,5.928206650477032e-17,5.0655717398984054e-15,3.992338085033506e-40,8.805347253119289e-39,8.439355356146322e-30,1.5979904274215918e-15,4.0200255981737107e-29,6.775793083354275e-30,4.5048259934665173e-32,5.256871760034565e-31,2.9180538442219824e-26,1.9219193182799577e-18,1.268931594361361e-29,9.546288652255756e-28,4.491935139721701e-11,3.702681727585159e-44,2.1019809321377797e-43,2.2837283035075743e-43,5.807210162494433e-54,4.237336592211409e-58
2.4025631261411554e-17,0.8156077798772668,1.2395898536530342e-19,1.4301768643680114e-21,9.723922520851958e-29,3.195991692046072e-15,0.0,0.0,1.184405761632653e-16,7.264868806323999e-29,5.608286650423042e-34,6.848268305911994e-34,5.391448172384238e-40,3.421197255967888e-47,5.711104521242747e-30,1.4062247010298247e-23,3.843851673536713e-18,8.326541850235105e-31,1.149041666067231e-59,3.035604430328832e-60,2.923109542933977e-41,2.6789291004312796e-55,1.013117781906937e-14,6.567747734265258e-43,1.7211523820924666e-31,3.834782658892544e-58,7.423397710041914e-45,1.059437345644767e-41,4.140833942331488e-46,1.869364474114208e-46,1.3080379033700732e-42,1.4430474316771195e-65,1.980532169750513e-55,6.633392288411234e-69,3.76,0.0,0.8722903020839395,0.999999999910161,9.2229012584287e-35,8.564017244825645e-29,1.185645350499285e-16,1.0131177833141726e-14,3.193889460217618e-39,7.044319568264648e-38,3.376545661544591e-29,3.195991691919588e-15,1.6080184220552955e-28,2.710331017156574e-29,1.8019395804109745e-31,2.102759384550643e-30,1.1672274742968164e-25,3.843851667372338e-18,5.075752153934605e-29,3.8185348829226024e-27,8.98390056101017e-11,2.9621648516600564e-43,1.6815947248087563e-42,1.8269935554057438e-42,9.291620496098818e-53,6.779781521909488e-57
4.805134399021924e-17,0.8156077798772686,2.479186247502918e-19,2.8603588208070023e-21,3.889597737691778e-28,6.39199422123177e-15,0.0,0.0,2.368815539265575e-16,2.9059549125698873e-28,4.4866426210405995e-33,5.4786340691058206e-33,4.313171369579106e-39,2.7369659186054655e-46,2.2844476141829187e-29,5.624913094609736e-23,7.687716380838094e-18,3.33175998980493e-30,3.676951031039257e-58,4.856982658359427e-59,2.338494572553027e-40,7.049032829325505e-54,2.0262389963353747e-14,5.254213768281643e-42,6.884627025222729e-31,6.135681254811633e-57,5.938735786708636e-44,8.475532349804899e-41,3.312680258650131e-45,1.4954975109276762e-45,1.0464334356656238e-41,4.617773982938372e-64,3.1688615432433235e-54,2.122695775734398e-67,3.76,0.0,0.8722903020839261,0.9999999998203215,7.37834289025391e-34,3.4256156096578427e-28,2.3712947215649857e-16,2.026239001964331e-14,2.5551192127755446e-38,5.635472318968016e-37,1.3512507802614763e-28,6.391994220725833e-15,6.432090077685303e-28,1.0841351626415322e-28,7.207776795013836e-31,8.411058811379223e-30,4.668921769099574e-25,7.687716356180522e-18,2.0303059928002767e-28,1.5274178375428535e-26,1.7967830859011463e-10,2.3697397933829306e-42,1.345279772180578e-41,1.4615992079651223e-41,1.486665965052169e-51,1.0847684502065325e-55
9.610276944783462e-17,0.8156077798772725,4.958386046006336e-19,5.720723461345292e-21,1.555856143560076e-27,1.2783999279603094e-14,0.0,0.0,4.737635094092923e-16,1.1623834429251164e-27,3.58931940379956e-32,4.3829188282851497e-32,3.450542269805687e-38,2.1895759723732293e-45,9.137802044315693e-29,2.2499680873004136e-22,1.537544579492105e-17,1.3336135152850004e-29,1.1766271553135815e-56,7.771185021057273e-58,1.870798433240575e-39,1.9121630458262817e-52,4.0524814167547744e-14,4.2033772370144683e-41,2.7538543024647514e-30,9.817115730757435e-56,4.7509956750861154e-43,6.7804393804315146e-40,2.650149448698233e-44,1.196400399969788e-44,8.371480035823356e-41,1.477691205205273e-62,5.070186521983176e-53,6.79264295204912e-66,3.76,0.0,0.8722903020838992,0.9999999996406427,5.902683056110128e-33,1.370247986170884e-27,4.742593464346533e-16,4.052481439270629e-14,2.0440985043857822e-37,4.508384453716574e-36,5.410042646524283e-28,1.278399927757934e-14,2.57283932805546e-27,4.336546154208424e-28,2.8831144985079278e-30,3.364427708836117e-29,1.867571080960809e-24,1.5375445696290593e-17,8.121234041002391e-28,6.109679118616558e-26,3.593568927671172e-10,1.8957951982391657e-41,1.0762254157698974e-40,1.1692811095688768e-40,2.378670758611682e-50,1.7356321456578883e-54
