Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3F(1),O2(2),H2O(3),CH4(4),CH2F(45),HF(38),C1OO1(156),CH2O2(158),CHO2(146),CHF(39),CHFO(46),S(139),CHFO2(186),CHFO2(165),CFO2(148),F(37),CH2FO(131),CH2CHF(55),O2(128),C2H4F(61),CFO(50),C2H4F(62),S(564),CFO3(1309),C2H2O(181),CH2CF(69),CH2CFO(78),CFO3(296),CHO2(145)
0.002236401501049645,0.691359086512621,0.0002740052469460404,0.00017477475020042993,0.00030681836274910223,0.036470536038530045,0.0,0.0,0.0006138358120083208,3.402128223403035e-05,0.5593259811503108,0.03549261229377827,6.891143559881081e-06,5.682976776759866e-13,3.955861727943087e-10,2.3773969249403708e-08,4.9338685792697445e-05,0.0019477806224545854,9.404332880113823e-07,1.0768643480983325e-09,1.3325888915101292e-05,1.0945184785973252e-11,3.0544035012147875e-09,1.5755015238823774e-05,1.3688446260310661e-08,0.0005876916222622119,2.2029418266513888e-09,2.272685697125975e-06,1.0634216962356797e-06,2.855192869941933e-09,5.743138833059809e-08,5.5105895158433554e-11,6.237795228445043e-09,4.6217879950281084e-08,3.76,0.0,0.021346161536227835,0.39446863702760304,0.5694213543578671,0.0003958708483634776,0.0016054478506397128,0.6023983139426057,1.8394741899832338e-13,2.4593607760236917e-14,4.4423733289738317e-10,5.6437811240827515e-06,0.006729903048001945,1.3644499385338943e-06,5.322777004590438e-13,1.8189248269512115e-14,3.4418871936505016e-07,3.6892579985828987e-07,7.071029055315297e-09,0.00393676779205102,0.0001106292213253237,5.329468556499808e-07,2.4032471899378372e-05,5.191397323977345e-07,1.1718892387903756e-06,2.1666367291689797e-12,3.524751056393223e-11,7.848179701725653e-07,1.387214890212064e-05,4.201352903967168e-09,9.768602427670379e-11
0.002239713935689142,0.6914059692436919,0.0002793674284762603,0.0001787115065701603,0.00031190306770359895,0.03646032371110701,0.0,0.0,0.0006131765250343823,3.3923454140649376e-05,0.5596450805955081,0.035708491228003236,6.979716971589652e-06,6.031521387365683e-13,4.1118876853185177e-10,2.4235061074635687e-08,4.993709028203603e-05,0.0019372615409811408,9.55521249068779e-07,1.0887343700742515e-09,1.31956396722449e-05,1.1088001602154455e-11,3.12163813523729e-09,1.5996840844294092e-05,1.386117940961309e-08,0.0005875343624197562,2.2530329974299144e-09,2.307159989709825e-06,1.0795236564325067e-06,2.9475098394812287e-09,5.8495311926615814e-08,5.58183223671023e-11,6.362580367154011e-09,4.6903623209367834e-08,3.76,0.0,0.02093274928330081,0.39388281628196986,0.5698843853856279,0.00039682989552025216,0.0015979784459839558,0.6028912779670366,1.8722063110430458e-13,2.5031311025126945e-14,4.5194338965718254e-10,5.717238756996076e-06,0.006690444444129634,1.3559955470841375e-06,5.383845303658111e-13,1.8397466569113995e-14,3.479818276882114e-07,3.738722910126389e-07,7.02906765862322e-09,0.0039036799019321624,0.0001104649849888452,5.387585768198307e-07,2.4273182650889618e-05,5.248068099057143e-07,1.1653509298584398e-06,2.184934956986376e-12,3.5237539084685756e-11,7.926906416567459e-07,1.4009015769453801e-05,4.236811727065878e-09,1.0019511846543118e-10
0.002243026370328639,0.6914526873603611,0.0002849309074028469,0.0001828057540085703,0.0003171825360633779,0.036448806513684935,0.0,0.0,0.0006124904363529242,3.3823332396230045e-05,0.5599617254138903,0.03592801207766956,7.0711259319958305e-06,6.407542469043855e-13,4.2766526640604066e-10,2.4713403614540016e-08,5.0540793966746705e-05,0.0019265949127684387,9.710242709853975e-07,1.1007668215750793e-09,1.3063120926828603e-05,1.1240416011164874e-11,3.192089636283186e-09,1.6243638509149863e-05,1.4036075307782982e-08,0.0005873218879862618,2.3051617212808736e-09,2.3423493250143484e-06,1.0955973437685006e-06,3.0431431615660406e-09,5.9599487262434044e-08,5.653906947529339e-11,6.49161800171358e-09,4.760442240726112e-08,3.76,0.0,0.020520093050815823,0.3932941868006705,0.5703486165091166,0.0003977546142017874,0.0015903358788078277,0.6033846588043952,1.906142681693935e-13,2.548512048837377e-14,4.5993176554564585e-10,5.792949779259813e-06,0.006650465626949277,1.3474052459459315e-06,5.446788556418203e-13,1.8612068896787975e-14,3.518893479697134e-07,3.7898574057089553e-07,6.986449247387295e-09,0.0038700992642644936,0.0001102999629880823,5.44709254084388e-07,2.4520926231887096e-05,5.306095240730673e-07,1.1587341146202628e-06,2.2037828671404935e-12,3.522425348175773e-11,8.00770439355245e-07,1.4149337343751769e-05,4.27333513601356e-09,1.0281012804807768e-10
0.0022463388049681356,0.6914992383736294,0.00029070721995083594,0.0001870667767632699,0.00032266818729443877,0.03643593400503819,0.0,0.0,0.0006117762685675195,3.3720807977978186e-05,0.560275848456393,0.036151313972507405,7.165507515157483e-06,6.813712157174477e-13,4.450800346586719e-10,2.5209910715919572e-08,5.114960580012309e-05,0.0019157740104515837,9.869595219270675e-07,1.1129631998114484e-09,1.292829524133528e-05,1.1403222332577947e-11,3.2659431077528907e-09,1.6495512623228734e-05,1.421314153556536e-08,0.0005870516806173295,2.359445140559057e-09,2.378261818875154e-06,1.1116177028866899e-06,3.142215191202746e-09,6.07461384633901e-08,5.72680689056929e-11,6.6251226308872855e-09,4.8320645994569837e-08,3.76,0.0,0.020108190209904824,0.39270261308319515,0.5708141205004542,0.00039864302212910336,0.0015825119832981942,0.6038785018458688,1.9413458275909896e-13,2.595587250083608e-14,4.682170885907396e-10,5.871019146755421e-06,0.006609944401448472,1.338672494727316e-06,5.5116925859799e-13,1.8833346868445255e-14,3.5591637710493284e-07,3.842748265693833e-07,6.943142128425761e-09,0.0038360128987879167,0.00011013411743519586,5.508047506876782e-07,2.4776004478457886e-05,5.36553603628577e-07,1.1520376941792424e-06,2.223203342495224e-12,3.520750281866758e-11,8.09066913432881e-07,1.42932583091663e-05,4.310967422964476e-09,1.0553756438380088e-10
0.0022496512396076324,0.6915456196221998,0.00029670879147335454,0.00019150458772367713,0.0003283723408438695,0.03642165268980777,0.0,0.0,0.0006110326608763237,3.36157648870601e-05,0.5605873780801371,0.03637854422658618,7.263007536093747e-06,7.2530142806688e-13,4.635034175121051e-10,2.572556061900742e-08,5.1763308476242995e-05,0.0019047916631649022,1.0033450942283678e-06,1.1253247923169253e-09,1.2791124201831955e-05,1.1577292996020752e-11,3.3433976614219187e-09,1.6752568122961742e-05,1.4392384215093792e-08,0.0005867210755339634,2.4160088027159824e-09,2.414904553915108e-06,1.1275574834424918e-06,3.2448517067742222e-09,6.193765045137121e-08,5.80052350070527e-11,6.763322901067744e-09,4.9052664225702736e-08,3.76,0.0,0.01969703818670729,0.39210795193731035,0.5712809739861971,0.0003994930250477562,0.001574498066044936,0.6043728547336171,1.9778826149593722e-13,2.6444461467757857e-14,4.768149997123466e-10,5.951558147988882e-06,0.006568857337506793,1.3297903353532893e-06,5.578648224884041e-13,1.9061609128864812e-14,3.600682980524465e-07,3.897488430097852e-07,6.899112593383369e-09,0.0038014072483491352,0.00010996740829354703,5.570512577150376e-07,2.5038736492557834e-05,5.426450979767791e-07,1.145260561008554e-06,2.2432205189811803e-12,3.518712738591523e-11,8.175902676958055e-07,1.4440931590869258e-05,4.349755290814007e-09,1.08384471592655e-10
0.0022529636742471292,0.6915918282565716,0.00030294902375892864,0.0001961299991489558,0.00033430830207566853,0.03640590576854026,0.0,0.0,0.000610258161914025,3.350807954741322e-05,0.5608962377561187,0.03660985898260864,7.363780941304072e-06,7.728815861362844e-13,4.83012357015116e-10,2.626140128149647e-08,5.2381655827526704e-05,0.0018936402185000779,1.0202000639388745e-06,1.137852643910311e-09,1.2651568383259563e-05,1.1763589127558508e-11,3.424667679581502e-09,1.7014910186740207e-05,1.4573807926895503e-08,0.0005863272506943758,2.4749873863797887e-09,2.45228340739221e-06,1.1433870807812853e-06,3.3511819200563507e-09,6.317658649580899e-08,5.875046193204649e-11,6.9064627362720405e-09,4.9800847668677446e-08,3.76,0.0,0.019286634482327498,0.3915100518926758,0.5717492577211231,0.0004003024089896121,0.001566284863374268,0.6048677675076084,2.015824629279944e-13,2.6951845096849896e-14,4.857422495758233e-10,6.034684875577435e-06,0.0065271796786670186,1.3207513786009004e-06,5.647751818933628e-13,1.929718309885089e-14,3.6435080683323437e-07,3.9541774858525436e-07,6.8543248583467825e-09,0.003766268143648668,0.00010979979321402552,5.634553352059425e-07,2.5309459769688834e-05,5.488904174745141e-07,1.138401600119257e-06,2.2638599606348095e-12,3.516295805227931e-11,8.263513105315738e-07,1.4592519016123926e-05,4.389748181882766e-09,1.1135847714267221e-10
0.002256276108886626,0.6916378612214917,0.0003094423898541323,0.00020095470295908627,0.00034049046012898547,0.03638863286261301,0.0,0.0,0.0006094512217448679,3.3397620133026614e-05,0.5612023456324154,0.03684542392147435,7.46799281278787e-06,8.244868411329818e-13,5.036910839584568e-10,2.6818557910229243e-08,5.300436995755066e-05,0.0018823115000826975,1.0375445464244595e-06,1.1505475831571822e-09,1.2509587314616562e-05,1.1963169292234581e-11,3.5099841079136956e-09,1.7282643871066373e-05,1.4757415553497494e-08,0.0005858672148882541,2.5365255212007164e-09,2.4904028576080977e-06,1.1590743655265522e-06,3.4613382841794183e-09,6.446570170216843e-08,5.95036219814515e-11,7.054802614807636e-09,5.056556543147619e-08,3.76,0.0,0.018876976696649377,0.3909087525564806,0.5722190568858284,0.00040106883184902546,0.0015578624948071268,0.605363292763516,2.0552486348967374e-13,2.7479050259261845e-14,4.950167900039786e-10,6.120524704070946e-06,0.006484885242549178,1.3115477491826027e-06,5.719105502340539e-13,1.954041563715596e-14,3.687699314778426e-07,4.012922305236553e-07,6.808740743509169e-09,0.003730580765315249,0.00010963122735520181,5.700239614379957e-07,2.558853136926051e-05,5.552963816437638e-07,1.1314596903389182e-06,2.2851486131757567e-12,3.513481555175178e-11,8.353615450990296e-07,1.4748191790058734e-05,4.430998243865424e-09,1.1446785069611298e-10
0.002259588543526123,0.6916837152369777,0.0003162045399042726,0.0002059913603322323,0.0003469344007429518,0.03636976971080253,0.0,0.0,0.0006086101829871029,3.328424582433963e-05,0.5615056140482108,0.03708541504360131,7.575819158640104e-06,8.805372732644654e-13,5.256320579402879e-10,2.739823922626237e-08,5.3631138057255246e-05,0.0018707967604241213,1.0553997567043162e-06,1.1634101121949168e-09,1.2365139443356843e-05,1.2177201181262723e-11,3.599596243715519e-09,1.7555873681228825e-05,1.4943208231884885e-08,0.0005853377947212404,2.600778636556819e-09,2.5292657652329555e-06,1.1745845017928488e-06,3.5754561380262905e-09,6.580795910050465e-08,6.026456336267403e-11,7.20862088329541e-09,5.134718306974621e-08,3.76,0.0,0.01846806255849259,0.3903038839062397,0.5726904614080567,0.00040178981421361325,0.001549220410170549,0.6058594858220736,2.0962369968267656e-13,2.8027178683159452e-14,5.046578757404772e-10,6.209210768889055e-06,0.006441946312466744,1.3021710409296752e-06,5.792817489217712e-13,1.9791674217768043e-14,3.733320440125289e-07,4.073837735780589e-07,6.762319498724428e-09,0.0036943296032385382,0.00010946166318591291,5.767645220724905e-07,2.5876329183425748e-05,5.618702085740283e-07,1.1244337058364194e-06,2.307114896995422e-12,3.510250970394605e-11,8.446333077369648e-07,1.4908131022178845e-05,4.473560464296528e-09,1.1772157658944881e-10
0.0022629009781656197,0.691729386776889,0.00032325242226259365,0.00021125370128624065,0.0003536570303047563,0.03634924783247046,0.0,0.0,0.0006077332711496483,3.316780599119044e-05,0.5618059489924914,0.0373300195298803,7.687447367796318e-06,9.415108530813023e-13,5.489368842904932e-10,2.800174419670625e-08,5.426160887743904e-05,0.0018590866290181718,1.0737880794952805e-06,1.1764403487378122e-09,1.2218182098452073e-05,1.240697737466265e-11,3.693773534194326e-09,1.783470306651208e-05,1.513118529805386e-08,0.0005847356204243993,2.667913902105378e-09,2.568873125967615e-06,1.1898797538294602e-06,3.693673507142978e-09,6.720655431219383e-08,6.103310721802189e-11,7.368215187846789e-09,5.214606006022766e-08,3.76,0.0,0.018059889961079992,0.38969526551394873,0.5731635663135332,0.0004024627293849513,0.0015403473314332433,0.6063564049110062,2.1388781857193182e-13,2.859741402088982e-14,5.14686197567365e-10,6.300884516277818e-06,0.006398333519171437,1.2926122995196627e-06,5.869002667130442e-13,2.0051349079165247e-14,3.7804388901922e-07,4.1370472643434806e-07,6.715017743039868e-09,0.0036574984126415667,0.00010929105026874839,5.836848483461368e-07,2.6173253365927714e-05,5.686195524168895e-07,1.1173225179569797e-06,2.329788952920567e-12,3.5065838563975796e-11,8.541797189281372e-07,1.5072528590710672e-05,4.517493115658453e-09,1.2112942684432783e-10
0.002265882169341167,0.6917703320111566,0.0003298549774812961,0.00021619506459197042,0.000359960820428473,0.03632929964016155,0.0,0.0,0.0006069118093970495,3.306025600434765e-05,0.5620736590363561,0.03755427244833236,7.791328272866014e-06,1.001038151721196e-12,5.711694656527116e-10,2.8566422412126903e-08,5.483187409452255e-05,0.001848372159411208,1.0908128770073275e-06,1.1883107288464658e-09,1.2083738691294933e-05,1.262841733492527e-11,3.7826766066799774e-09,1.809052133903474e-05,1.530223016411582e-08,0.0005841285032400913,2.730948355100276e-09,2.6051553628421864e-06,1.2034280684014396e-06,3.803690165718236e-09,6.851630282923751e-08,6.173112544015503e-11,7.517051416455132e-09,5.2880095999323405e-08,3.76,0.0,0.01769316706602857,0.38914414475902875,0.5735908975008013,0.000403024957458258,0.0015321541019414076,0.6068043034670954,2.1787469327546429e-13,2.913057750745109e-14,5.240611236842114e-10,6.386069421703686e-06,0.006358480145821707,1.2838458952697514e-06,5.939784509116289e-13,2.0292593799463904e-14,3.824184645338511e-07,4.1960069922754044e-07,6.671655000539185e-09,0.003623840361561278,0.00010913655775022324,5.900737284292395e-07,2.644863792998195e-05,5.748507605643149e-07,1.1108486664104916e-06,2.3508269845415997e-12,3.502892509624777e-11,8.63017826654994e-07,1.5224466089492143e-05,4.5582549888799045e-09,1.2433704584487685e-10
0.002268863360516714,0.6918111233999734,0.00033671833551854026,0.00022134306356363917,0.00036651970119685036,0.03630789203350901,0.0,0.0,0.0006060582676093861,3.2949966678513305e-05,0.5623388324222381,0.03778257785036845,7.898605656410852e-06,1.0654236207424981e-12,5.946865274216156e-10,2.9152625869817934e-08,5.540450126605023e-05,0.0018374834503458626,1.1083067398682628e-06,1.2003162146679056e-09,1.1947194352863582e-05,1.286491786331611e-11,3.87574225708957e-09,1.835103036192313e-05,1.5475038953518895e-08,0.0005834567879491622,2.7966038112425724e-09,2.6420371868722964e-06,1.2167372221878027e-06,3.917244532628392e-09,6.987717531736146e-08,6.243495954999592e-11,7.671071959081009e-09,5.3628642902762734e-08,3.76,0.0,0.017327042061339136,0.38858968345392203,0.5740197646745879,0.0004035438501019403,0.0015237546142684944,0.6072528867381353,2.2201058970723962e-13,2.9683673268003244e-14,5.337850967776933e-10,6.473912216557002e-06,0.006318031699413865,1.274916856096813e-06,6.012762302406744e-13,2.0541309546013327e-14,3.8692559610423243e-07,4.2570366897813086e-07,6.627505356522918e-09,0.003589685718927965,0.00010898113097873668,5.966214206860666e-07,2.6732084416352056e-05,5.812370424742534e-07,1.1043040630432436e-06,2.372488452966804e-12,3.4988136122253304e-11,8.721006031708129e-07,1.5380336113733612e-05,4.600223920095227e-09,1.2768654336659358e-10
0.002271844551692261,0.6918517577452263,0.0003438581246955529,0.0002267104107481568,0.00037334933586250256,0.03628496473933803,0.0,0.0,0.000605171062450626,3.283680393360562e-05,0.5626013848403192,0.03801509944913978,8.009443933420185e-06,1.1351615931285916e-12,6.195858637185004e-10,2.9761526703555634e-08,5.597913791681452e-05,0.0018264121314092163,1.126288689836099e-06,1.212455835961822e-09,1.180851550682679e-05,1.3117745087174622e-11,3.973217198036187e-09,1.8616300721881837e-05,1.5649607078432162e-08,0.0005827175442511319,2.865031023026691e-09,2.6795142584083387e-06,1.2297728336526436e-06,4.034440820227538e-09,7.129207074773182e-08,6.31444121223507e-11,7.830540717245215e-09,5.439193701169727e-08,3.76,0.0,0.01696151393579157,0.38803172484050147,0.5744502493093406,0.00040401714072734363,0.001515138869256661,0.6077022040240712,2.2630346612388617e-13,3.0257766079425015e-14,5.438767176900509e-10,6.564535702245171e-06,0.00627696279120958,1.265817277081662e-06,6.088035261251854e-13,2.079783317273728e-14,3.9157106098416577e-07,4.3202479107835144e-07,6.5825305030800535e-09,0.003555020918956541,0.00010882472614062205,6.033347040153104e-07,2.7023936710553848e-05,5.877850252567502e-07,1.0976878882185057e-06,2.394799087550279e-12,3.494329604410959e-11,8.81439653280931e-07,1.5540303702747955e-05,4.643449618147536e-09,1.3118705281327909e-10
0.0022748257428678084,0.6918922316315627,0.00035129122205988935,0.00023231085228491932,0.0003804666664624845,0.03626045363764172,0.0,0.0,0.0006042485023085357,3.2720624609205685e-05,0.5628612260459546,0.03825201102605416,8.124017342263019e-06,1.210804631232667e-12,6.459744407228269e-10,3.039438264353802e-08,5.655539507110341e-05,0.0018151492563887666,1.144778689828909e-06,1.2247282118853225e-09,1.1667667753107701e-05,1.338829479812026e-11,4.07536691017617e-09,1.8886400438315616e-05,1.5825928526856785e-08,0.0005819076686897248,2.936391482213231e-09,2.7175801937379204e-06,1.2424980640106867e-06,4.1553836617891e-09,7.276410607143917e-08,6.385926042923568e-11,7.995738732632608e-09,5.5170201118761317e-08,3.76,0.0,0.01659658192083887,0.38747010289547434,0.5748824372993907,0.0004044424354388523,0.001506296208092835,0.6081523070682384,2.307618463115375e-13,3.085399626531466e-14,5.543558950323088e-10,6.658069649007811e-06,0.006235246582313672,1.2565387481702436e-06,6.165708098415854e-13,2.106251970122242e-14,3.9636094221957615e-07,4.385760246910476e-07,6.536689572660478e-09,0.0035198317832653234,0.00010866729683508839,6.102207773221509e-07,2.7324557039568577e-05,5.945017476192335e-07,1.0909993267097165e-06,2.417785873227105e-12,3.4894218891017766e-11,8.910471653714811e-07,1.5704542906477496e-05,4.687984309277e-09,1.3484847711245032e-10
0.0022775088149258006,0.6919285179030117,0.0003582468413425843,0.00023756282169241715,0.00038713337657134063,0.036236983134854524,0.0,0.0,0.0006033864765921819,3.261335775585944e-05,0.5630926852370848,0.03846913727732198,8.23047998816647e-06,1.2844397949486766e-12,6.710941696731776e-10,3.098554853156941e-08,5.707505847001243e-05,0.0018048409897778322,1.161871375223295e-06,1.2358853698504197e-09,1.1539021246042597e-05,1.364820890505257e-11,4.171534714457429e-09,1.9133672920065618e-05,1.5986110813613425e-08,0.0005811156755030449,3.0032666480539727e-09,2.752335886602125e-06,1.2536528493868003e-06,4.267521751685809e-09,7.414055249259925e-08,6.450703104820474e-11,8.149562748837729e-09,5.5883608859919e-08,3.76,0.0,0.01626865237473244,0.38696136573199563,0.5752729376662036,0.00040478207588338753,0.0014981344201551324,0.6085581164854258,2.3492343545826126e-13,3.141053973153097e-14,5.641361240329551e-10,6.74485192292114e-06,0.00619712511533995,1.2480276675082145e-06,6.237756692504256e-13,2.130802595895512e-14,4.008005907512889e-07,4.446794772904513e-07,6.494656303406624e-09,0.00348770101246526,0.00010852469394359903,6.165722729559849e-07,2.7602927298762527e-05,6.006972244497634e-07,1.084917062253044e-06,2.439075493037135e-12,3.4846264067745565e-11,8.999342768249822e-07,1.585616192280364e-05,4.729229967501321e-09,1.3829021234772325e-10
0.002279923579777994,0.6919610595041863,0.0003647344870114491,0.00024247098313927255,0.0003933572647946447,0.03621467189241093,0.0,0.0,0.0006025837547670408,3.2514524352143445e-05,0.5632989917128759,0.0386678367975561,8.32912943056223e-06,1.3556446352153202e-12,6.948915067301483e-10,3.1535990166331915e-08,5.754329863488147e-05,0.001795418116926399,1.1776343519507241e-06,1.2460160474522887e-09,1.142169119444427e-05,1.3896483543717949e-11,4.26170649061121e-09,1.9359644504286415e-05,1.613147881185435e-08,0.0005803495956015176,3.0657167786056557e-09,2.7840111694273676e-06,1.2634246073311182e-06,4.371175317246639e-09,7.542339832894617e-08,6.509342075645829e-11,8.292371142182744e-09,5.653629902294694e-08,3.76,0.0,0.01597392817496363,0.3865007313929435,0.5756256878059731,0.000405051156145468,0.0014906165208770658,0.6089239610120549,2.387956832512251e-13,3.192839198794721e-14,5.732352162178751e-10,6.825153681149732e-06,0.006162329815435643,1.2402318304624775e-06,6.304408850646462e-13,2.1535131305946353e-14,4.049047540216667e-07,4.5034910612265296e-07,6.456168643987761e-09,0.0034584006099131074,0.00010839557649377727,6.224183804216499e-07,2.7860038831812932e-05,6.063998859869317e-07,1.0793918504670634e-06,2.4587419755907883e-12,3.479990848435003e-11,9.081360574863665e-07,1.5995820573790396e-05,4.7673301846551776e-09,1.4151366316370022e-10
0.0022823383446301873,0.6919934888551582,0.0003714493419139131,0.00024756047147526147,0.0003998049176815094,0.03619119312724426,0.0,0.0,0.0006017544221856537,3.2413423090047076e-05,0.5635033364739638,0.03886976302391171,8.430576199371155e-06,1.4319468739275333e-12,7.198922598990138e-10,3.210470160215515e-08,5.801177256345289e-05,0.0017858514952196539,1.19376948991404e-06,1.2562296248114493e-09,1.1302874151710025e-05,1.4159369332410415e-11,4.355489406212072e-09,1.9588893612321394e-05,1.6277981980882148e-08,0.0005795310182051151,3.1304184978931143e-09,2.8160533645952594e-06,1.2729183828393488e-06,4.477470904200455e-09,7.675007622150751e-08,6.568285906066215e-11,8.43950172917308e-09,5.7199145030833996e-08,3.76,0.0,0.015679594751457707,0.386037364054163,0.5759797244211552,0.0004052840244459797,0.0014829283561400709,0.6092904218801377,2.4279378535029894e-13,3.2463078705820897e-14,5.826289003474671e-10,6.907621023742517e-06,0.006127056769687559,1.232301748387175e-06,6.37284128839759e-13,2.176828980408981e-14,4.0911554524562297e-07,4.561940176105083e-07,6.4170309790712465e-09,0.003428728776013868,0.00010826569481392404,6.283920575800173e-07,2.8123613494067496e-05,6.122271456539289e-07,1.073817722330451e-06,2.4789047475610262e-12,3.475040408221129e-11,9.165385055364971e-07,1.6138623548230455e-05,4.806391052326774e-09,1.4486327268795901e-10
0.0022847531094823807,0.6920258035769398,0.0003784033803060547,0.00025284108950896037,0.0004064884276692218,0.036166503781487995,0.0,0.0,0.0006008973253402467,3.230995651635619e-05,0.5637056574734329,0.03907503164418738,8.534935496773113e-06,1.5137950496751362e-12,7.461762917059777e-10,3.269255004327003e-08,5.848018701561825e-05,0.0017761350174596376,1.2102894084955795e-06,1.2665242390997212e-09,1.1182550167512605e-05,1.4437929820561892e-11,4.453069731498398e-09,1.98214482070202e-05,1.64256144980938e-08,0.0005786578985034711,3.1974825358869773e-09,2.848453896988218e-06,1.2821091900399614e-06,4.586461849617312e-09,7.81227455021812e-08,6.627516775308545e-11,8.591143178947737e-09,5.787222283999216e-08,3.76,0.0,0.015385652391023106,0.3855711541741762,0.5763351031503632,0.00040547912113435205,0.001475062743728754,0.6096575319816152,2.4692359282494563e-13,3.301538267119791e-14,5.923308293898689e-10,6.992338316711686e-06,0.0060912884145308335,1.224231778912433e-06,6.443121502746812e-13,2.200773015713209e-14,4.1343683721586724e-07,4.622224717956933e-07,6.3772158845957546e-09,0.003398676625106437,0.00010813501829519333,6.344980034100991e-07,2.8393883972465753e-05,6.181835992891129e-07,1.0681942634119511e-06,2.4995809465259096e-12,3.469762833664182e-11,9.251498043442729e-07,1.628468292595293e-05,4.84644569344361e-09,1.483461874307381e-10
0.0022869263978493545,0.6920547867278317,0.00038487708425060784,0.00025776572250340126,0.0004127159299002063,0.036143210786929274,0.0,0.0,0.0006001011909591103,3.221472905013135e-05,0.5638859616709667,0.039262731793988065,8.631448922763857e-06,1.5926123008471357e-12,7.710004426577338e-10,3.3238734730302184e-08,5.890144782381307e-05,0.0017672567179661106,1.2254971495279966e-06,1.2758568279703272e-09,1.1072953344195249e-05,1.4702990546352496e-11,4.544302816614812e-09,2.0033594449991665e-05,1.655944414192654e-08,0.0005778236829744666,3.2599568255870333e-09,2.877912470174887e-06,1.2901001236921569e-06,4.686901193483271e-09,7.9399364867638e-08,6.681053930880761e-11,8.731641543534228e-09,5.8486792475260267e-08,3.76,0.0,0.01512143904111703,0.38514903981399806,0.5766561396003901,0.000405621063915277,0.0014678257128896087,0.6099885144597796,2.5075814748439333e-13,3.3528203998506786e-14,6.013380623650601e-10,7.070580444993426e-06,0.006058658190516118,1.2168442942111286e-06,6.508011733846245e-13,2.2228794680893946e-14,4.1742380399038736e-07,4.678122518878241e-07,6.340779254359816e-09,0.003371296896763439,0.00010801670327006129,6.401104883996143e-07,2.864305277161448e-05,6.236588239705858e-07,1.0630906355874877e-06,2.5186432639407864e-12,3.46472268631295e-11,9.330857004191483e-07,1.6419017180507044e-05,4.8833730450621276e-09,1.5160112106524764e-10
0.0022890996862163283,0.6920836730160251,0.0003915648512853109,0.0002628618383109898,0.0004191550422634516,0.036118865463252124,0.0,0.0,0.0005992806361702224,3.211742255408651e-05,0.5640645223682476,0.03945333148090031,8.730511578686974e-06,1.6767264885608772e-12,7.970019652990161e-10,3.3801875587187714e-08,5.9322155614009484e-05,0.0017582468045912857,1.2410370814888382e-06,1.2852513336249832e-09,1.0962104328952532e-05,1.4982599466161396e-11,4.6389266722454964e-09,2.024845483529794e-05,1.6694178467062716e-08,0.0005769419049515557,3.3245300796546565e-09,2.9076447031079107e-06,1.2978041169437952e-06,4.789602556022109e-09,8.071687246322227e-08,6.734792456675984e-11,8.876107413130087e-09,5.910973397526193e-08,3.76,0.0,0.014857543407768002,0.38472444159041913,0.5769783546831332,0.00040572984176868814,0.0014604329795509926,0.6103200765322278,2.547091899777265e-13,3.405660735387279e-14,6.106178524607415e-10,7.150783586674725e-06,0.006025597774190031,1.209334126106647e-06,6.574509238277642e-13,2.2455322025820477e-14,4.2150658683376563e-07,4.7356458423402765e-07,6.303748311738438e-09,0.003343594660621907,0.00010789769373947011,6.458378209471659e-07,2.8898025861135977e-05,6.29246237633037e-07,1.0579464280950895e-06,2.538149422509556e-12,3.459397288334041e-11,9.412043523276857e-07,1.6556172736883396e-05,4.921159397054891e-09,1.5497623732951105e-10
0.002291272974583302,0.6921124603565417,0.00039847728346317557,0.0002681381471391565,0.0004258165156669077,0.03609343103278029,0.0,0.0,0.0005984346667258815,3.201795306969552e-05,0.5642412857000222,0.03964692890064491,8.832219869765587e-06,1.7665767389945161e-12,8.242539990194866e-10,3.438272387529089e-08,5.974204397557834e-05,0.0017491000088104673,1.2569194434745562e-06,1.2947055715675274e-09,1.0849987763280117e-05,1.527774557345449e-11,4.737104824015575e-09,2.0466043229765156e-05,1.6829812194770907e-08,0.0005760108433083135,3.391297771350507e-09,2.9376409667243366e-06,1.3051999865965894e-06,4.8946011831060375e-09,8.207714832454011e-08,6.788715732618875e-11,9.024701028369835e-09,5.974106899090876e-08,3.76,0.0,0.014593966226053622,0.384297267120134,0.5773017946873903,0.0004058041527229852,0.0014528784119194611,0.6106522451642746,2.587817750402601e-13,3.4601269031526653e-14,6.201819872288337e-10,7.233017595079694e-06,0.005992092451146548,1.2016964802490324e-06,6.642669577419022e-13,2.2687500308778313e-14,4.2568834062181955e-07,4.794866415029416e-07,6.266099730915911e-09,0.00331556268926303,0.00010777796389258188,6.516838995882651e-07,2.9158994391083772e-05,6.349496543165364e-07,1.052761355470232e-06,2.558113398869852e-12,3.4537763271945364e-11,9.495126658758876e-07,1.6696241947880985e-05,4.9598317473738814e-09,1.5847794087695264e-10
