Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3F(1),O2(2),H2O(3),CH4(4),CH2F(45),HF(38),C1OO1(156),CH2O2(158),CHO2(146),CHF(39),CHFO(46),S(139),CHFO2(186),CHFO2(165),CFO2(148),F(37),CH2FO(131),CH2CHF(55),O2(128),C2H4F(61),CFO(50),C2H4F(62),S(564),CFO3(1309),C2H2O(181),CH2CF(69),CH2CFO(78),CFO3(296),CHO2(145),CHO3(309),CHFO2(220),C2H2F(70),CF(49),CH2F2(40),CHF2(81)
0.0010778413171828273,0.6324015842062259,6.446031726382325e-06,4.18192614536253e-06,4.042613595739417e-05,0.008284056115483152,0.0,0.0,0.00046358280143174343,6.102827322030276e-05,0.2231135264428714,0.0025228787740553277,7.472558274124983e-07,1.3586674393820796e-17,5.183028721752178e-13,3.737360754750482e-09,2.4830567332032584e-07,0.0027374891165199487,4.7001406862619595e-09,7.1167407173798275e-12,7.301757069506388e-06,8.494012370307962e-13,2.7116403274566934e-09,7.402615750646611e-07,1.0558748309905565e-10,5.01644301027735e-05,3.1929172525288085e-11,5.532459717573495e-07,1.5026507387409114e-10,3.6676114397791564e-12,2.8197307763639993e-09,2.544239256851077e-13,5.302778067672976e-11,2.3480320475949873e-09,3.76,0.0,0.47399506606926545,0.7408058758924825,0.2536447603253134,1.8173715115532576e-05,0.0019338009163374712,0.22986877332067177,9.768808751141179e-14,1.0144215085034198e-14,1.3530952371814025e-10,5.290831873627646e-07,0.032383995097946795,5.864008851026012e-06,7.768047816804024e-14,1.623905317799135e-15,7.057487875863089e-08,5.98246451128468e-08,1.4233799147038101e-08,0.002268643423284549,0.00014334994479171098,1.3434165392386814e-08,1.6922637078882045e-05,1.3820725630170773e-08,7.881739397329599e-07,3.6939978156821155e-12,1.3119136287880378e-12,2.8324398416565924e-08,8.592487185588891e-07,9.981498471576966e-09,4.4106689302221524e-13,1.6106663271960966e-14,2.1959598257869007e-08,1.2677968469979024e-07,9.0652294152718e-07,0.0008992951634568764,1.221173797121095e-05
0.0010800832523571616,0.6324692196999518,6.455513415295448e-06,4.183240417315741e-06,4.042722285890636e-05,0.008305775532403368,0.0,0.0,0.000463867580342747,6.105755745131954e-05,0.22370814494048466,0.002533083895768744,7.482787269714461e-07,1.3636791519051071e-17,5.191251805413669e-13,3.73591693532694e-09,2.490862431872187e-07,0.002740143614601103,4.728131353330093e-09,7.1598280046161204e-12,7.339342199494114e-06,8.5465804451986e-13,2.708406289520224e-09,7.429914042202992e-07,1.0592590827491034e-10,5.0420722826440516e-05,3.214205640975849e-11,5.564085759430629e-07,1.5138204525182e-10,3.693703964928958e-12,2.8270426921354284e-09,2.558041930491874e-13,5.33492885755398e-11,2.3667831580899026e-09,3.76,0.0,0.4734150709737506,0.740241071631708,0.2541953836948469,1.824357314038371e-05,0.0019327260426733697,0.2304794216576818,9.75657966648728e-14,1.0131515508537563e-14,1.3514856382633588e-10,5.291424153333706e-07,0.03234466067206983,5.8556547484756635e-06,7.762155543327803e-14,1.6226749526447454e-15,7.051485699099419e-08,5.981101333453793e-08,1.4213560612062713e-08,0.002273567844604051,0.0001432406521794562,1.3481588444821758e-08,1.689950437307199e-05,1.3869874758192493e-08,7.906401154698161e-07,3.685741529100229e-12,1.3185938731570553e-12,2.8410063425405848e-08,8.612226978685365e-07,9.959189296279754e-09,4.418706059936571e-13,1.617052466419907e-14,2.1911935536709418e-08,1.2708381173593386e-07,9.093968577012195e-07,0.0009016768010046167,1.2257814295294696e-05
0.0010823251875314958,0.6325367750677049,6.4650035502916185e-06,4.18455875641674e-06,4.042830569851108e-05,0.008327490500309691,0.0,0.0,0.00046414963012580133,6.108625348179143e-05,0.22430204195507486,0.002543305056597013,7.492968387819103e-07,1.3687099686578816e-17,5.19948631215121e-13,3.734473068680889e-09,2.498684519641695e-07,0.002742778756858621,4.7562005216555975e-09,7.2030485041242745e-12,7.376988541279906e-06,8.599308987967169e-13,2.7051760756270996e-09,7.457211699818023e-07,1.0626447115233783e-10,5.067740400335513e-05,3.235575274374573e-11,5.595791349980024e-07,1.5250554319887174e-10,3.719912022865655e-12,2.8343360878077056e-09,2.5718756329809883e-13,5.367176048825048e-11,2.385621836342773e-09,3.76,0.0,0.47283580141402193,0.739676959684762,0.25474531598190103,1.8313545156534938e-05,0.0019316516440354395,0.23108934080310642,9.744369060405032e-14,1.0118835122536272e-14,1.3498781401184761e-10,5.292013676046839e-07,0.03230534740644391,5.847315052588123e-06,7.756267432051512e-14,1.6214454538582918e-15,7.045488169211157e-08,5.979726575717015e-08,1.419335690780697e-08,0.0022784826597306287,0.0001431314935334208,1.352904731677961e-08,1.687639038564934e-05,1.3919060447490244e-08,7.930996498005614e-07,3.677502692450184e-12,1.3252840870766278e-12,2.849571936261242e-08,8.631934623295033e-07,9.936927269681385e-09,4.4267777212367326e-13,1.6234478675777435e-14,2.186437883984957e-08,1.2738749630234952e-07,9.122709666199173e-07,0.0009040542157758919,1.2303915290581146e-05
0.0010845671227058301,0.6326042503459999,6.4745021185933126e-06,4.185881166215254e-06,4.042938465567904e-05,0.00834920100710204,0.0,0.0,0.00046442896948476804,6.111436542968317e-05,0.22489521781061714,0.002553542233603893,7.503101839602855e-07,1.3737600529072212e-17,5.207732213760555e-13,3.733029151926121e-09,2.506523038077689e-07,0.002745394627759176,4.784348125434811e-09,7.2464022607432e-12,7.414695845142478e-06,8.652197899201478e-13,2.7019496813887485e-09,7.484508516656649e-07,1.0660317271406543e-10,5.093447170093837e-05,3.257026228326435e-11,5.627576382024809e-07,1.536355979655125e-10,3.746235770459887e-12,2.8416110011829952e-09,2.585740340102296e-13,5.399519534937152e-11,2.4045481576685807e-09,3.76,0.0,0.47225725638822774,0.7391135391047882,0.25529455808989204,1.838363113817923e-05,0.0019305777239565416,0.23169853114475647,9.732176904117367e-14,1.0106173897139464e-14,1.3482727410179435e-10,5.292600461265439e-07,0.03226605588494374,5.838989746252178e-06,7.750383507785273e-14,1.6202168265896572e-15,7.039495351688215e-08,5.978340369145525e-08,1.417318799321097e-08,0.0022833878819003583,0.00014302246867038478,1.3576541951063114e-08,1.6853295471567717e-05,1.3968282638995255e-08,7.955525390275498e-07,3.6692813463749414e-12,1.331984219999179e-12,2.858136674470929e-08,8.651610170312342e-07,9.914712501589883e-09,4.434883987449193e-13,1.6298525284307185e-14,2.1816928153274185e-08,1.2769073914822122e-07,9.151452710730073e-07,0.0009064274142594338,1.2350040993459334e-05
0.0010868090578801644,0.6326716455744893,6.484009226430705e-06,4.1872076487841316e-06,4.04304599200216e-05,0.008370907040683865,0.0,0.0,0.0004647056169619907,6.114189738771526e-05,0.22548767284232277,0.0025637954039255083,7.513187918571727e-07,1.3788235440113201e-17,5.215989505895289e-13,3.73158517090442e-09,2.514378031314256e-07,0.002747991311396442,4.812574168349797e-09,7.2898894667704e-12,7.452463862030337e-06,8.705247086306644e-13,2.6987271022957303e-09,7.511804287022692e-07,1.0694201545578129e-10,5.119192399129003e-05,3.278558928265685e-11,5.659440748476018e-07,1.5477223993410385e-10,3.7726756232084014e-12,2.8488674591522223e-09,2.5996360302896955e-13,5.4319593445018953e-11,2.4235621967036267e-09,3.76,0.0,0.4716794348947374,0.7385508089450036,0.2558431109224966,1.845383106020515e-05,0.0019295042858101827,0.23230699308135525,9.720003167889202e-14,1.0093531801432617e-14,1.3466694391711017e-10,5.293184535558358e-07,0.032226786680380946,5.8306788121396534e-06,7.744503799160736e-14,1.6189890768394598e-15,7.03350731163445e-08,5.976942844794587e-08,1.4153053826717457e-08,0.0022882835243465773,0.00014291357740714244,1.3624072962594076e-08,1.6830219984314913e-05,1.4017541969571188e-08,7.979987797181138e-07,3.661077530295633e-12,1.3386942215032679e-12,2.8667005289883447e-08,8.671253697627194e-07,9.89254509851627e-09,4.443025039740372e-13,1.6362664469255152e-14,2.1769583474732068e-08,1.279935415455655e-07,9.180197739107717e-07,0.0009087964029810367,1.2396191447346794e-05
0.0010890509930544987,0.6327389607942194,6.493524953510063e-06,4.188538218075897e-06,4.0431531502643715e-05,0.008392608589025102,0.0,0.0,0.0004649795909911059,6.116885342787045e-05,0.22607940739440813,0.0025740645447255555,7.523226815728926e-07,1.3838993256077143e-17,5.224258275650234e-13,3.730141131828702e-09,2.522249545516872e-07,0.002750568891573652,4.840878627601171e-09,7.333510222092593e-12,7.490292343445632e-06,8.758456451695354e-13,2.695508334036523e-09,7.539098806175488e-07,1.0728100124452093e-10,5.144975895082307e-05,3.300173584162793e-11,5.691384342630335e-07,1.5591549960038393e-10,3.799231983498857e-12,2.8561054947901235e-09,2.613562687780032e-13,5.464495588840017e-11,2.442664027429929e-09,3.76,0.0,0.4711023359317854,0.7379887682586582,0.25639097538382494,1.8524144898065057e-05,0.001928431333166086,0.23291472702033414,9.707847822561484e-14,1.0080908805143067e-14,1.3450682330866487e-10,5.29376592408987e-07,0.03218754035673197,5.822382232881864e-06,7.738628339013418e-14,1.6177622113944553e-15,7.027524122542094e-08,5.975534129605028e-08,1.4132954366718014e-08,0.0022931696003046886,0.00014280481956049462,1.3671640636486541e-08,1.6807164272897833e-05,1.4066838733460544e-08,8.004383686533487e-07,3.6528912819286556e-12,1.3454140412830224e-12,2.8752634148948052e-08,8.690865280347169e-07,9.870425162501525e-09,4.451200987341216e-13,1.642689597507326e-14,2.1722344760879143e-08,1.2829590429659406e-07,9.208944780376299e-07,0.0009111611885024618,1.24423666949009e-05
0.001091292928228833,0.6328061960440574,6.503049230676148e-06,4.189872892847522e-06,4.043259937293295e-05,0.008414305640273229,0.0,0.0,0.000465250909844501,6.119523758990412e-05,0.2266704218248415,0.0025843496331987292,7.533218607281691e-07,1.388994543624779e-17,5.232538592019003e-13,3.728697056831228e-09,2.530137625598911e-07,0.002753127451669751,4.869261394614115e-09,7.377264471880264e-12,7.52818104171119e-06,8.811825887359844e-13,2.692293372457553e-09,7.566391870895884e-07,1.0762012978646483e-10,5.1707974663196734e-05,3.321869938208256e-11,5.723407058012427e-07,1.5706540763533613e-10,3.825904932667154e-12,2.8633251513693905e-09,2.6275202904737987e-13,5.4971282465961665e-11,2.4618537227753297e-09,3.76,0.0,0.4705259584974704,0.7374274160990535,0.2569381523784454,1.8594572628221433e-05,0.0019273588698284724,0.2335217333824363,9.695710840237393e-14,1.0068304879332599e-14,1.3434691212696187e-10,5.294344643738107e-07,0.032148317464467537,5.814099991314583e-06,7.73275715832738e-14,1.6165362365934078e-15,7.021545856058977e-08,5.974114346029019e-08,1.411288957207348e-08,0.002298046123015929,0.00014269619494725231,1.3719244321322984e-08,1.6784128673589623e-05,1.4116172256948289e-08,8.028713029498638e-07,3.644722636748155e-12,1.3521436292258489e-12,2.8838253333242976e-08,8.710444962513564e-07,9.84835278948118e-09,4.459411787531533e-13,1.649121951292826e-14,2.1675211960328238e-08,1.28597827515312e-07,9.237693864194605e-07,0.0009135217774438528,1.2488566773843622e-05
0.0010935348634031673,0.6328733513698196,6.512581933081879e-06,4.191211678561524e-06,4.043366375284934e-05,0.008435998182700724,0.0,0.0,0.00046551959167475066,6.122105389004744e-05,0.2272607165012068,0.002594650646596491,7.543163443132614e-07,1.3941136541141554e-17,5.240830362117959e-13,3.727252944732539e-09,2.538042312937142e-07,0.002755667074777396,4.897722352624738e-09,7.421152198521985e-12,7.566129709768749e-06,8.865355285123805e-13,2.689082213174405e-09,7.593683279034814e-07,1.0795940023685086e-10,5.1966569217330446e-05,3.343647749345095e-11,5.755508787676971e-07,1.582219948302338e-10,3.852694361893636e-12,2.8705264667938655e-09,2.6415088085684414e-13,5.5298571023842836e-11,2.4811313550313857e-09,3.76,0.0,0.4699503015901311,0.7368667515195558,0.25748464281090405,1.8665114227786638e-05,0.001926286899430443,0.2341280125977747,9.683592192822096e-14,1.0055719994793344e-14,1.3418721017783696e-10,5.294920709207169e-07,0.03210911854455117,5.805832070343419e-06,7.726890284629843e-14,1.6153111581114479e-15,7.015572571964572e-08,5.972683618059116e-08,1.4092859401750326e-08,0.0023029131057224366,0.00014258770338423867,1.376688316232295e-08,1.67611135147386e-05,1.4165541657533233e-08,8.052975799543209e-07,3.636571630466782e-12,1.3588829353592193e-12,2.892386430900883e-08,8.729992779818644e-07,9.826328075813623e-09,4.46765738647686e-13,1.6555635163660158e-14,2.162818508187166e-08,1.2889931172114306e-07,9.266445020349411e-07,0.0009158781764609221,1.25347917240062e-05
0.0010957767985775016,0.6329404268126534,6.522123259737285e-06,4.192554563318973e-06,4.043472501629249e-05,0.00845768620444337,0.0,0.0,0.00046578565444079276,6.124630631828889e-05,0.2278502918023224,0.0026049675622681527,7.553061748066375e-07,1.399239414975687e-17,5.249133485998703e-13,3.725808752065265e-09,2.5459636518688994e-07,0.0027581878435826265,4.926261567797573e-09,7.465173689911484e-12,7.604138101223521e-06,8.919044561139813e-13,2.685874851369827e-09,7.620972829629235e-07,1.0829881708484425e-10,5.2225540706729007e-05,3.365507897910182e-11,5.787689424734038e-07,1.593852921183851e-10,3.8796008613953914e-12,2.8777094643082425e-09,2.655528230710819e-13,5.562682152375033e-11,2.5004969958380892e-09,3.76,0.0,0.4693753642087114,0.7363067735736571,0.2580304475858202,1.8735769674626695e-05,0.0019252154250689053,0.2347335651073872,9.671491849569938e-14,1.0043154119491757e-14,1.3402771726373958e-10,5.295494151956372e-07,0.032069944126863335,5.797578452820493e-06,7.72102774012861e-14,1.6140869805787937e-15,7.00960432712039e-08,5.971242078247478e-08,1.4072863814636097e-08,0.0023077705616583056,0.0001424793446883005,1.3814558599756089e-08,1.673811912401651e-05,1.4214948422623231e-08,8.077171972874079e-07,3.6284382943339966e-12,1.365631909833686e-12,2.900946677970121e-08,8.749508825982358e-07,9.804351106179301e-09,4.475938112879127e-13,1.6620143164647873e-14,2.158126408619216e-08,1.2920035884154856e-07,9.295198279212384e-07,0.0009182303922399425,1.2581041597309693e-05
0.0010980187337518359,0.6330074224195805,6.531673280311039e-06,4.193901572958819e-06,4.0435782940836744e-05,0.008479369693810147,0.0,0.0,0.0004660491159909185,6.127099883837613e-05,0.22843914811778468,0.0026153003576077196,7.562913604474243e-07,1.404380092729187e-17,5.257448230901018e-13,3.724364521016565e-09,2.553901689729473e-07,0.002760689840402697,4.9548790019417724e-09,7.509328912556966e-12,7.642205970535765e-06,8.972893609279634e-13,2.6826712830691533e-09,7.648260322938493e-07,1.0863838137500967e-10,5.2484887230721584e-05,3.3874503515289704e-11,5.819948862772196e-07,1.6055533058397927e-10,3.9066248512193605e-12,2.884874194440863e-09,2.66957854248111e-13,5.595603628365466e-11,2.5199507160160902e-09,3.76,0.0,0.46880114535160194,0.7357474813148941,0.2585755676086809,1.8806538947329025e-05,0.0019241444505131537,0.23533839136270168,9.659409780456618e-14,1.0030607222358513e-14,1.3386843326443327e-10,5.296064999104299e-07,0.03203079473069512,5.78933912095191e-06,7.715169569268145e-14,1.6128637133591183e-15,7.003641203206325e-08,5.969789843202044e-08,1.4052902768055617e-08,0.0023126185040614035,0.00014237111867629462,1.3862270581402828e-08,1.6715145828471736e-05,1.4264392500101688e-08,8.101301528271036e-07,3.6203226614028948e-12,1.3723905029566326e-12,2.9095059182473958e-08,8.768993190111643e-07,9.782421969775613e-09,4.4842540010956984e-13,1.6684742877401766e-14,2.1534448905905747e-08,1.2950096959170274e-07,9.323953671934817e-07,0.0009205784315099658,1.2627316444867051e-05
0.0011002606689261701,0.6330743382349943,6.541231900392736e-06,4.195252725642707e-06,4.043683748206864e-05,0.008501048639229285,0.0,0.0,0.00046630999406206577,6.129513539255741e-05,0.2290272858455949,0.00262564900998231,7.572719081886282e-07,1.409543959602079e-17,5.265774644795371e-13,3.7229202724364634e-09,2.5618564713926376e-07,0.002763173147292263,4.98357451515761e-09,7.55361788438506e-12,7.680333072615249e-06,9.026902318421489e-13,2.6794715041007294e-09,7.675545560282194e-07,1.0897809279616379e-10,5.2744606894047185e-05,3.409474808408911e-11,5.852286995625068e-07,1.6173214143433616e-10,3.9337663748413235e-12,2.8920206942761735e-09,2.683659720014802e-13,5.628621465492469e-11,2.539492585533594e-09,3.76,0.0,0.46822764401718664,0.7351888737968588,0.25912000378511685,1.8877422025220552e-05,0.0019230739796295027,0.2359424918232423,9.647345959664306e-14,1.001807927661773e-14,1.3370935801275955e-10,5.296633263105983e-07,0.03199167086710767,5.781114057976429e-06,7.709315790707378e-14,1.6116413600230924e-15,6.99768325854291e-08,5.968327026933234e-08,1.403297622188055e-08,0.0023174569461777163,0.00014226302516508817,1.3910018491183463e-08,1.669219393513203e-05,1.4313873251975759e-08,8.125364446594416e-07,3.612224760192987e-12,1.3791586651789116e-12,2.9180641534377906e-08,8.788445896782032e-07,9.760540743890579e-09,4.492605023492502e-13,1.674943404564889e-14,2.1487739470695117e-08,1.2980114353026685e-07,9.352711230005605e-07,0.0009229223010449822,1.2673616304423322e-05
0.0011025026041005044,0.6331411743080414,6.550799033222352e-06,4.196608022446059e-06,4.043788897527598e-05,0.00852272302922514,0.0,0.0,0.0004665683062750535,6.131871990169014e-05,0.22961470539207293,0.0026360134968358433,7.582478394612795e-07,1.4147271105313577e-17,5.274112523251176e-13,3.721475978072587e-09,2.569828038611481e-07,0.0027656378460392404,5.012348010888797e-09,7.598040720953769e-12,7.718519162967536e-06,9.081070583960638e-13,2.6762755097875315e-09,7.702828343939314e-07,1.0931795127662617e-10,5.300469780616914e-05,3.4315812491140586e-11,5.884703716330159e-07,1.6291575599024697e-10,3.961025384601344e-12,2.8991489862920034e-09,2.697771741648664e-13,5.661735434395261e-11,2.5591226738564557e-09,3.76,0.0,0.46765485920431066,0.7346309500732331,0.2596637570205347,1.8948418888159655e-05,0.0019220040159005547,0.23654586695665714,9.635300359476625e-14,1.0005570253397606e-14,1.3355049130942717e-10,5.297198958451622e-07,0.031952573038897404,5.772903246784634e-06,7.703466431724422e-14,1.610419926231512e-15,6.991730544703453e-08,5.966853750340026e-08,1.4013084135036959e-08,0.0023222859012514293,0.00014215506397156487,1.3957801738008019e-08,1.666926374797274e-05,1.436339006821349e-08,8.149360710726195e-07,3.604144620700825e-12,1.3859363470777569e-12,2.926621533916994e-08,8.807866982563455e-07,9.738707509534055e-09,4.500991173977154e-13,1.6814216937616193e-14,2.144113580043073e-08,1.3010088130257092e-07,9.381470984938256e-07,0.000925262007644365,1.2719941220218697e-05
0.0011047445392748387,0.633207930685565,6.5603747899668405e-06,4.197967461829491e-06,4.0438937768827227e-05,0.008544392852304298,0.0,0.0,0.00046682407010479373,6.134175626210107e-05,0.2302014071734877,0.002646393795733074,7.592191868218319e-07,1.4199198010271793e-17,5.282461801400579e-13,3.7200316126367507e-09,2.577816435803969e-07,0.002768084018049396,5.04119953744544e-09,7.642597507744798e-12,7.756763997790494e-06,9.135398310234083e-13,2.673083295471614e-09,7.730108477274391e-07,1.0965795922939898e-10,5.32651580810002e-05,3.4537701516729733e-11,5.917198918276286e-07,1.6410620570927373e-10,3.988402255796739e-12,2.9062591098957023e-09,2.711914592763062e-13,5.694945528410734e-11,2.5788410499322147e-09,3.76,0.0,0.4670827899122361,0.7340737091978089,0.26020682822047386,1.9019529516706123e-05,0.0019209345624939236,0.23714851724026798,9.623272948113974e-14,9.993080119605722e-15,1.3339183298124844e-10,5.297762117283566e-07,0.031913501739002426,5.764706669689175e-06,7.69762152915953e-14,1.6091994199058087e-15,6.985783128339999e-08,5.965370142383232e-08,1.3993226465020698e-08,0.0023271053825179174,0.00014204723491263016,1.400562083851998e-08,1.6646355577444563e-05,1.4412943482224147e-08,8.173290306023042e-07,3.5960822706381052e-12,1.392723499350632e-12,2.9351781144204683e-08,8.827256545154595e-07,9.716922341513949e-09,4.509412610894966e-13,1.6879091718111823e-14,2.139463784292471e-08,1.3040018507758333e-07,9.410232968850823e-07,0.0009275975581287153,1.276629125261905e-05
0.001106986474449173,0.6332746074170733,6.569959332322182e-06,4.199331057546922e-06,4.0439983783096995e-05,0.008566058096984547,0.0,0.0,0.0004670773028922768,6.136424834599086e-05,0.23078739161572132,0.002656789884273764,7.601859713799848e-07,1.4251245772025638e-17,5.290822744845502e-13,3.7185872077981265e-09,2.5858217119445295e-07,0.0027705117443663405,5.070129126202355e-09,7.687288258442504e-12,7.795067333991673e-06,9.189885397309886e-13,2.6698948570789398e-09,7.757385764785937e-07,1.0999811993368075e-10,5.352598583758215e-05,3.476041878363683e-11,5.949772495452516e-07,1.653035221951383e-10,4.015897602470757e-12,2.913351126921911e-09,2.7260882627667423e-13,5.728251965911401e-11,2.5986477819227714e-09,3.76,0.0,0.4665114351400026,0.7335171502244675,0.2607492182911498,1.9090753892120543e-05,0.0019198656229207202,0.2377504431606463,9.611263695483084e-14,9.980608844071148e-15,1.332333828738094e-10,5.29832277289569e-07,0.0318744574509233,5.756524309329698e-06,7.691781109819827e-14,1.6079798464484162e-15,6.979841079488975e-08,5.963876322815392e-08,1.3973403170286208e-08,0.002331915403212332,0.00014193953780520713,1.405347674721432e-08,1.662346972904232e-05,1.4462534479902996e-08,8.197153220198308e-07,3.588037735130496e-12,1.3995200728326118e-12,2.9437337421007948e-08,8.846614686405346e-07,9.695185307923882e-09,4.517869557808417e-13,1.6944057954733388e-14,2.134824546632555e-08,1.3069905612840833e-07,9.438997214699629e-07,0.0009299289593557778,1.2812666461244321e-05
0.0011092284096235073,0.6333412045534773,6.579552548217151e-06,4.200698833328136e-06,4.044102668945936e-05,0.008587718751972624,0.0,0.0,0.00046732802187740715,6.138620000277199e-05,0.23137265915320454,0.002667201740002137,7.611481904652267e-07,1.4303568319757926e-17,5.29919552505252e-13,3.7171428091463295e-09,2.593843912487365e-07,0.002772921105784874,5.099136575564312e-09,7.732113068233696e-12,7.833428929077836e-06,9.244531729078005e-13,2.6667101906598784e-09,7.784660012132159e-07,1.1033843263984451e-10,5.37871792012415e-05,3.4983959961251664e-11,5.982424341777993e-07,1.6650773718777794e-10,4.043511491274822e-12,2.920425067965757e-09,2.7402927338880346e-13,5.761654733930501e-11,2.6185429369929315e-09,3.76,0.0,0.46594079388612286,0.7329612722071547,0.2612909281393548,1.9162091996379977e-05,0.001918797201338218,0.23835164521256638,9.599272576270532e-14,9.96815640062927e-15,1.3307514081693058e-10,5.298880933590503e-07,0.031835440649797694,5.748356148798513e-06,7.685945201039238e-14,1.60676121135114e-15,6.97390445213077e-08,5.962372387759883e-08,1.395361421033276e-08,0.0023367159765838607,0.00014183197246623122,1.4101368645119878e-08,1.660060648704467e-05,1.4512162217837377e-08,8.220949443085624e-07,3.5800110401549157e-12,1.4063260185250802e-12,2.9522882758298726e-08,8.865941429244787e-07,9.673496478922172e-09,4.5263619485413077e-13,1.7009114987214796e-14,2.1301958657621012e-08,1.3099749328694782e-07,9.467763755693746e-07,0.0009322562182363944,1.2859066884708087e-05
0.0011114703447978416,0.633407722143708,6.5891543699686765e-06,4.202070788373457e-06,4.0442066932960825e-05,0.00860937480604789,0.0,0.0,0.0004675762441370838,6.140761505476106e-05,0.23195721023068458,0.0026776293405464174,7.62105868333482e-07,1.4356057858414498e-17,5.307579831292826e-13,3.715698365348432e-09,2.6018830804549685e-07,0.002775312182720929,5.128221800335221e-09,7.777072043104465e-12,7.871848541157772e-06,9.299337201054885e-13,2.663529291283347e-09,7.811931026227924e-07,1.1067889731353527e-10,5.404873630294281e-05,3.520832566549948e-11,6.015154350996569e-07,1.6771888258204492e-10,4.07124389671401e-12,2.9274809482713912e-09,2.7545279835726924e-13,5.7951536181901565e-11,2.638526581595557e-09,3.76,0.0,0.4653708651500309,0.7324060741999514,0.26183195867133996,1.923354381233138e-05,0.001917729301110578,0.2389521239008302,9.587299562851773e-14,9.955722760419806e-15,1.3291710663145457e-10,5.299436612779627e-07,0.03179645180053627,5.740202171002241e-06,7.680113824689551e-14,1.6055435192629464e-15,6.967973295362456e-08,5.960858457637122e-08,1.3933859544034871e-08,0.0023415071158794996,0.00014172453871266356,1.41492959603048e-08,1.6577766128202573e-05,1.4561826103085209e-08,8.244678967161763e-07,3.5720022067482285e-12,1.4131412875805222e-12,2.9608419044604852e-08,8.885236794630626e-07,9.651855911537637e-09,4.534889764123534e-13,1.707426325957577e-14,2.125577735806756e-08,1.312954970536409e-07,9.496532625345409e-07,0.0009345793417121349,1.290549256823984e-05
0.0011137122799721759,0.6334741602410129,6.598764914401867e-06,4.203446926737202e-06,4.044310485216546e-05,0.008631026247975133,0.0,0.0,0.0004678219866165713,6.142849730080081e-05,0.232541045301825,0.0026880726636493366,7.630590369743178e-07,1.4408655489385697e-17,5.315975679022204e-13,3.7142538668066272e-09,2.609939261656219e-07,0.002777685055234664,5.157384867055589e-09,7.822165208647898e-12,7.910325928991745e-06,9.354301713311124e-13,2.660352154446968e-09,7.839198615028362e-07,1.1101951672733341e-10,5.431065527804059e-05,3.5433520079566604e-11,6.047962416946295e-07,1.6893699041125196e-10,4.09909521222199e-12,2.9345188255341506e-09,2.768794003412799e-13,5.828748643874829e-11,2.658598781687449e-09,3.76,0.0,0.46480164793148104,0.7318515552570575,0.2623723107935644,1.930510932340396e-05,0.0019166619253939872,0.23955187973890332,9.575344623690537e-14,9.943307890655778e-15,1.327592801390797e-10,5.299989844382681e-07,0.0317574913591961,5.73206235834546e-06,7.674287013782913e-14,1.604326777133111e-15,6.962047672172533e-08,5.95933465821662e-08,1.391413912920227e-08,0.002346288834337297,0.00014161723636148848,1.4197259320695296e-08,1.6554948939829006e-05,1.4611526783912686e-08,8.268341787148843e-07,3.564011256964892e-12,1.4199658312684273e-12,2.969394706852387e-08,8.90450087416217e-07,9.63026366516596e-09,4.5434531909792406e-13,1.7139502915183163e-14,2.1209701486435438e-08,1.3159306966842977e-07,9.52530385768127e-07,0.0009368983367407283,1.2951943572909223e-05
0.0011159542151465101,0.6335405188974834,6.6083842484062435e-06,4.204827262631121e-06,4.044414042530919e-05,0.008652673066661542,0.0,0.0,0.00046806526614456134,6.144885051488215e-05,0.2331241648296953,0.002698531687135696,7.640077138789961e-07,1.4461410438546174e-17,5.324383245497266e-13,3.712809338834339e-09,2.618012504123714e-07,0.0027800398030159135,5.18662576626077e-09,7.867392629826535e-12,7.948860852297337e-06,9.40942515985279e-13,2.6571787759970535e-09,7.866462587650077e-07,1.1136029256542293e-10,5.45729342678943e-05,3.565954465287695e-11,6.080848433726588e-07,1.7016209286262145e-10,4.127065812224147e-12,2.9415387510562796e-09,2.7830907797824327e-13,5.862439912622618e-11,2.678759602549253e-09,3.76,0.0,0.4642331412300351,0.7312977144327912,0.2629119854130143,1.9376788513799128e-05,0.0019155950777158207,0.24015091324932863,9.563407729824743e-14,9.930911761343406e-15,1.3260166117139465e-10,5.300540657918251e-07,0.031718559772511694,5.723936693111141e-06,7.668464806219895e-14,1.6031109927861115e-15,6.956127646789717e-08,5.957801100916831e-08,1.3894452923377417e-08,0.0023510611451925496,0.00014151006522971341,1.4245258963719318e-08,1.6532155207876387e-05,1.4661264507363105e-08,8.291937900137579e-07,3.5560382143641893e-12,1.4267996010204593e-12,2.9779466063806603e-08,8.923733771829625e-07,9.608719803475252e-09,4.55205234048975e-13,1.7204833639326583e-14,2.1163730998930995e-08,1.3189021253090715e-07,9.554077487469837e-07,0.0009392132103117209,1.2998419964417729e-05
