Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3F(1),O2(2),H2O(3),CH4(4),CH2F(45),HF(38),C1OO1(156),CH2O2(158),CHO2(146),CHF(39),CHFO(46),S(139),CHFO2(186),CHFO2(165),CFO2(148),F(37),CH2FO(131),CH2CHF(55),O2(128),C2H4F(61),CFO(50),C2H4F(62),S(564),CFO3(1309),C2H2O(181),CH2CF(69),CH2CFO(78),CFO3(296),CHO2(145),CHO3(309),CHFO2(220),C2H2F(70),CF(49),CH2F2(40),CHF2(81)
1.66736083903892e-06,0.6069223324494545,2.6314986806664177e-07,4.045712744887902e-08,5.180992257525318e-08,1.0499084412108726e-06,0.0,0.0,1.3064253905299621e-07,2.69414896773081e-10,2.5846979200215914e-08,7.680796153900571e-07,8.505458659730364e-14,1.060446054055238e-20,1.9064518578374884e-14,4.286319329470062e-09,5.54653367092094e-09,1.2771777137225422e-08,2.0036694769873653e-18,4.293531118269188e-24,6.726437070275433e-16,2.41207584238327e-17,4.183572183432657e-09,8.107442606891095e-15,5.128535561465628e-14,7.962934065428738e-17,2.3390839948451807e-21,3.876022467226963e-15,1.7713314946257572e-16,3.096957739449658e-18,4.608935056421332e-16,3.537036676618419e-22,2.311248520159102e-21,4.638374266802545e-22,3.76,0.0,0.7422970167628131,0.9998052456200142,4.581062451953361e-07,8.779215523927104e-10,1.4797021853535621e-06,8.221456343173985e-07,1.5733509612897408e-13,1.6338750125923172e-14,2.0990600705919786e-10,2.5592311295733393e-08,1.664229523406727e-07,5.979795363391169e-09,5.221179311392098e-15,1.1035253558144334e-16,2.537435728636395e-09,1.9002178498868435e-10,1.526598117692563e-11,5.334001496606299e-10,0.00019346763504138106,7.380205734104021e-16,9.046079729907557e-11,4.15380087137631e-16,6.4744700890646745e-19,2.7415938996018194e-17,5.5126973640622644e-24,8.955874590113972e-18,1.1162898943557578e-16,7.265003055301079e-14,1.7169842761761303e-14,6.5068954041477606e-21,1.2654948606191113e-09,3.6923775608001535e-17,2.9283460706081797e-12,7.343017151059826e-13,1.3703465722252581e-17
1.7064342557698474e-06,0.6069223364395602,2.634065261471012e-07,4.063828397617714e-08,5.266547500095427e-08,1.0799216321390887e-06,0.0,0.0,1.342240582665021e-07,2.8370495130779983e-10,2.6498170591697732e-08,7.867933778659499e-07,8.698260228193934e-14,1.0628258688338406e-20,1.9085121694883942e-14,4.286318847131751e-09,5.659698597040469e-09,1.3074911484682315e-08,2.0772659786888862e-18,4.516904116201469e-24,7.03574356039158e-16,2.4120771741101623e-17,4.183571607459521e-09,8.599264621826392e-15,5.23677937206733e-14,8.496227328270515e-17,2.425206782769855e-21,4.053929220591983e-15,1.891561347833027e-16,3.249981176179691e-18,4.737456219923877e-16,3.700506350041896e-22,2.4328286177722853e-21,4.972840647193452e-22,3.76,0.0,0.7422969413462468,0.9998052074702635,4.777134737562722e-07,9.181725819648531e-10,1.525253026490643e-06,8.419841671752017e-07,1.573350714375818e-13,1.6338747554157132e-14,2.0990602824446755e-10,2.571916917874435e-08,1.7608492198459013e-07,6.173315610684854e-09,5.2495067089937e-15,1.108999949483823e-16,2.551677632430269e-09,1.9110854251096115e-10,1.573665289401709e-11,5.515565772046747e-10,0.0001934676276597948,7.6357362468777185e-16,9.295565330496853e-11,4.2934356483263e-16,7.0217139053488375e-19,2.818438827020082e-17,5.809030539698778e-24,9.387545589115708e-18,1.194279424663338e-16,7.473695526961758e-14,1.7255385056707914e-14,6.776510364199028e-21,1.2736888986575537e-09,3.9159212469769566e-17,3.037820271465172e-12,7.783708302128223e-13,1.4327582382529885e-17
1.745507672500775e-06,0.606922340431575,2.636454455884869e-07,4.0809463257847136e-08,5.351659202311246e-08,1.1099611679745318e-06,0.0,0.0,1.3780754045703128e-07,2.983739143522217e-10,2.715242864123674e-08,8.055154903122293e-07,8.891083314053285e-14,1.0650507624923853e-20,1.9104290652840635e-14,4.2863183640097504e-09,5.772046837029185e-09,1.3378073656802965e-08,2.1512082515965416e-18,4.746463162305965e-24,7.353214395000306e-16,2.4120785448513245e-17,4.183571029317095e-09,9.108314700549177e-15,5.344299303936982e-14,9.049136634286461e-17,2.512024435913205e-21,4.2354289001335885e-15,2.0166786961001832e-16,3.4057772390134274e-18,4.866468621238027e-16,3.867516587293291e-22,2.556605795644732e-21,5.322562504245217e-22,3.76,0.0,0.7422968655518902,0.9998051690112335,4.976393756542506e-07,9.592336086350905e-10,1.570886528580822e-06,8.618342897497466e-07,1.5733504663308772e-13,1.633874497178269e-14,2.0990604619849668e-10,2.5838704545570214e-08,1.8603863171184363e-07,6.3672401326431605e-09,5.2761989469751525e-15,1.114158533845341e-16,2.5650976369891643e-09,1.9213285126837512e-10,1.6208182056036047e-11,5.698038961810435e-10,0.00019346762021830283,7.892828864029126e-16,9.543038238573266e-11,4.433558712728216e-16,7.599736635148538e-19,2.894678331291977e-17,6.114604441501517e-24,9.828009354858482e-18,1.2753105060660865e-16,7.680802510560313e-14,1.733599282474209e-14,7.050877482941653e-21,1.28141003135896e-09,4.146171254295154e-17,3.1479344117829217e-12,8.238359509594146e-13,1.4960696406261878e-17
1.7845810892317024e-06,0.6069223444254813,2.638685275828004e-07,4.0971630803708885e-08,5.4363750664574986e-08,1.1400252644741289e-06,0.0,0.0,1.4139280933994137e-07,3.134215777399725e-10,2.7809843774690787e-08,8.242454706932138e-07,9.083955463848614e-14,1.0671372410005733e-20,1.9122180344089294e-14,4.286317880099739e-09,5.8835838119711196e-09,1.368126377823741e-08,2.225462891169219e-18,4.982270356748192e-24,7.678889292684796e-16,2.4120799543685072e-17,4.183570449041906e-09,9.634782240623143e-15,5.451099899665935e-14,9.621767844146499e-17,2.59952840537093e-21,4.420496107584864e-15,2.146744581383288e-16,3.564272313971217e-18,4.995973994496349e-16,4.0380700510444554e-22,2.682519011081178e-21,5.687860585900158e-22,3.76,0.0,0.7422967893848293,0.9998051302433411,5.178823849470815e-07,1.0010987851677614e-09,1.616597114756659e-06,8.816956016426334e-07,1.5733502172972304e-13,1.6338742379822155e-14,2.099060611017734e-10,2.595134014281417e-08,1.9628450650324437e-07,6.5615400813136e-09,5.301350426723069e-15,1.1190193528713043e-16,2.577743188955422e-09,1.9309831213284207e-10,1.6680510713532786e-11,5.881372219275042e-10,0.00019346761271707232,8.151448835530634e-16,9.78842314151836e-11,4.574146084021725e-16,8.209415827162416e-19,2.970288130386237e-17,6.4294666590966224e-24,1.027722862955577e-17,1.3594050401057107e-16,7.886253677455806e-14,1.7411950951255285e-14,7.330019737978572e-21,1.2886855586407798e-09,4.383097702518998e-17,3.258652592471033e-12,8.706997470633151e-13,1.560265029048813e-17
1.82365450596263e-06,0.6069223484212624,2.640774519563099e-07,4.11256620481016e-08,5.520738238819259e-08,1.1701123276307685e-06,0.0,0.0,1.4497970741978457e-07,3.288477151768234e-10,2.847050653820499e-08,8.429828647995054e-07,9.276901505554478e-14,1.0690999212723048e-20,1.9138927551626142e-14,4.286317395398547e-09,5.994314961439014e-09,1.3984481974689302e-08,2.2999985288706047e-18,5.224388196119226e-24,8.012805847188558e-16,2.4120814024274404e-17,4.183569866666807e-09,1.0178855843867984e-14,5.557185731492056e-14,1.0214224344826951e-16,2.6877110645696794e-21,4.609105606837938e-15,2.281818198742832e-16,3.7253937371388315e-18,5.125974311763916e-16,4.212170407963634e-22,2.810510357823181e-21,6.069055563796072e-22,3.76,0.0,0.7422967128496402,0.9998050911669577,5.384411052087971e-07,1.0437623033452905e-09,1.6623797492190924e-06,9.015677309580761e-07,1.5733499673710129e-13,1.6338739778965648e-14,2.0990607312436095e-10,2.6057474312123858e-08,2.0682293695029829e-07,6.756189425573165e-09,5.325050099863809e-15,1.1235995973174928e-16,2.589658995942789e-09,1.9400831817043801e-10,1.7153586540440116e-11,6.065519592982823e-10,0.0001934676051561882,8.411564542965684e-16,1.0031652191803664e-10,4.715175787093653e-16,8.8516294543177e-19,3.0452463078678945e-17,6.753663052646034e-24,1.0735168778279012e-17,1.446584198618079e-16,8.08998539116132e-14,1.7483527875206595e-14,7.613959647712251e-21,1.2955412044466205e-09,4.626669774692677e-17,3.3699411981514266e-12,9.18964653578423e-13,1.6253305884991263e-17
1.8627279226935574e-06,0.6069223524189015,2.642737041531922e-07,4.127235003719451e-08,5.6047877089228526e-08,1.2002209316073933e-06,0.0,0.0,1.4856809381114258e-07,3.4465208420566433e-10,2.913450758869071e-08,8.617272446417601e-07,9.469943822395647e-14,1.0709517554393807e-20,1.9154653160760927e-14,4.286316909903722e-09,6.1042457366197954e-09,1.4287728372978117e-08,2.374785764765487e-18,5.472879395962448e-24,8.354999653432461e-16,2.4120828887968968e-17,4.183569282221359e-09,1.074072336358378e-14,5.662561393977541e-14,1.0826607456553657e-16,2.7765656147145972e-21,4.801232324565489e-15,2.421956930619161e-16,3.88906982857471e-18,5.256471728922935e-16,4.3898223117295615e-22,2.9405249885552236e-21,6.466468032816748e-22,3.76,0.0,0.742296635950441,0.9998050517824156,5.593142932669982e-07,1.0872183940751282e-09,1.7082298827969034e-06,9.214503326517254e-07,1.5733497166034316e-13,1.6338737169579693e-14,2.0990608242641494e-10,2.615748239898036e-08,2.1765428258283997e-07,6.951164667851017e-09,5.347381782855093e-15,1.127915465520471e-16,2.600887184648858e-09,1.9486606663612954e-10,1.7627362268251975e-11,6.2504378595446e-10,0.00019346759753559924,8.673147205158431e-16,1.0272664528072296e-10,4.856627664351258e-16,9.527255838602505e-19,3.11953316150335e-17,7.087237922285109e-24,1.1201797489904263e-17,1.536868478392889e-16,8.291940280498806e-14,1.7550976538503202e-14,7.902719134840351e-21,1.3020012077210157e-09,4.8768558875172026e-17,3.4817687419605744e-12,9.686328940526808e-13,1.691254377991895e-17
1.9018013394244849e-06,0.6069223564183832,2.6445859885668073e-07,4.1412412591293365e-08,5.6885586800397316e-08,1.2303497993538603e-06,0.0,0.0,1.5215784232439206e-07,3.6083442794468264e-10,2.9801937685244566e-08,8.804782069371753e-07,9.663102599443339e-14,1.0727042266233185e-20,1.916946409462713e-14,4.286316423613244e-09,6.21338159431002e-09,1.4591003101088852e-08,2.4497970998578558e-18,5.727806731506391e-24,8.70550442626081e-16,2.412084413248468e-17,4.183568695732151e-09,1.1320571942753674e-14,5.767231497591998e-14,1.1459016782507723e-16,2.8660860026828882e-21,4.996851350641028e-15,2.567216380532685e-16,4.0552299194860994e-18,5.3874685398802675e-16,4.571031386523825e-22,3.0725110260125685e-21,6.880418508725569e-22,3.76,0.0,0.7422965586909384,0.9998050120900093,5.805008443792123e-07,1.1314613274506135e-09,1.7541434040169233e-06,9.413430869756184e-07,1.5733494650169948e-13,1.6338734551824028e-14,2.0990608915901677e-10,2.6251718080171713e-08,2.28778874862053e-07,7.146444589322644e-09,5.368424453419143e-15,1.131982220687323e-16,2.611467449840362e-09,1.956745702761059e-10,1.810179517746837e-11,6.436086366199428e-10,0.00019346758985545686,8.936170613217481e-16,1.051140582461668e-10,4.998483207321308e-16,1.0237173580806523e-18,3.193131060838629e-17,7.430234158881814e-24,1.1677084516212595e-17,1.6302777492906742e-16,8.492066838027448e-14,1.761453528057169e-14,8.196319427313978e-21,1.30808840812482e-09,5.133623843967112e-17,3.5941057215540543e-12,1.0197065015885389e-12,1.758026268640557e-17
1.9408747561554126e-06,0.6069223604196928,2.6463330068542654e-07,4.154649895131438e-08,5.772082911790895e-08,1.2604977855613624e-06,0.0,0.0,1.5574883978231145e-07,3.773944766271674e-10,3.04728876814085e-08,8.992353716832257e-07,9.856396045650652e-14,1.074367522045765e-20,1.9183455009914366e-14,4.2863159365256754e-09,6.3217279916691295e-09,1.4894306288210922e-08,2.5250068685033895e-18,5.98923289670221e-24,9.064352112345232e-16,2.4120859755565628e-17,4.183568107223123e-09,1.1918588044701795e-14,5.871200663086143e-14,1.2111550508248236e-16,2.9562668496157958e-21,5.195937938383947e-15,2.7176504062167957e-16,4.223804373566766e-18,5.518967138124804e-16,4.755804210205887e-22,3.206419465598162e-21,7.311227424288815e-22,3.76,0.0,0.7422964810744683,0.9998049720900003,6.019997787418301e-07,1.1764854127717895e-09,1.8001165951264123e-06,9.612456980134873e-07,1.5733492126250493e-13,1.6338731925792912e-14,2.0990609346452903e-10,2.634051461474097e-08,2.401970198736389e-07,7.342010020734747e-09,5.388252529887058e-15,1.1358142448801498e-16,2.621437194749561e-09,1.9643666797855207e-10,1.857684664050543e-11,6.62242688245952e-10,0.00019346758211586014,9.200610891961513e-16,1.0747827867567726e-10,5.140725405689876e-16,1.098226149508811e-18,3.2660243132100755e-17,7.782693378906944e-24,1.2161001445429023e-17,1.7268312966317859e-16,8.690319042246703e-14,1.76744286813839e-14,8.494780994209245e-21,1.3138243268069854e-09,5.39694097005603e-17,3.706924485513227e-12,1.072187337989302e-12,1.82563788154583e-17
1.97994817288634e-06,0.6069223644228162,2.647988423228707e-07,4.167519592893474e-08,5.855389036134806e-08,1.2906638616719428e-06,0.0,0.0,1.5934098453963335e-07,3.943319489662601e-10,3.114744851818663e-08,9.179983808136611e-07,1.0049840593845239e-13,1.0759506868986382e-20,1.9196709782152655e-14,4.286315448640096e-09,6.429290381638863e-09,1.5197638064767834e-08,2.6003911711726654e-18,6.257220380782407e-24,9.431572995637302e-16,2.412087575498254e-17,4.183567516715829e-09,1.2534957477435481e-14,5.974473516563909e-14,1.2784305657064293e-16,3.047103388777054e-21,5.398467504650586e-15,2.8733111521917896e-16,4.3947246032360794e-18,5.650969984665159e-16,4.9441482977583575e-22,3.342204071861093e-21,7.759215124221469e-22,3.76,0.0,0.742296403104034,0.9998049317826212,6.238102292280861e-07,1.2222849985311208e-09,1.8461460925802992e-06,9.811578923011833e-07,1.5733489594403058e-13,1.6338729291576737e-14,2.0990609547694045e-10,2.6424186022778455e-08,2.5190900075111595e-07,7.53784363636917e-09,5.406936134430308e-15,1.1394250898872437e-16,2.6308316633728245e-09,1.9715503481012281e-10,1.9052481711007612e-11,6.809423460320312e-10,0.0001934675743166955,9.466446285030006e-16,1.0981888156258922e-10,5.283338611862819e-16,1.1763398548304258e-18,3.3381990377135853e-17,8.144656044353934e-24,1.2653521506543656e-17,1.8265478585783993e-16,8.886656002206862e-14,1.773086835585426e-14,8.798123494445375e-21,1.3192292425229279e-09,5.666774237407443e-17,3.820199109414364e-12,1.1260771111545103e-12,1.8940825259338052e-17
2.0190215896172676e-06,0.6069223684277404,2.649561403889435e-07,4.1799033583070664e-08,5.9385028481287305e-08,1.3208471026986924e-06,0.0,0.0,1.62934185181409e-07,4.1164655336486047e-10,3.1825711217743643e-08,9.367668969321102e-07,1.0243451080829107e-13,1.0774617592258964e-20,1.9209302805904653e-14,4.286314959955842e-09,6.5360742089494145e-09,1.55009985624389e-08,2.675927807802596e-18,6.531831360833471e-24,9.807195796734912e-16,2.412089212852941e-17,4.1835669242296865e-09,1.3169865412711991e-14,6.07705468517141e-14,1.3477378306780152e-16,3.138591411442897e-21,5.6044156297897974e-15,3.034249081788347e-16,4.567923081423273e-18,5.783479581466081e-16,5.136072085403475e-22,3.4798212708118076e-21,8.224701859233079e-22,3.76,0.0,0.7422963247823389,0.999804891168076,6.459314302576814e-07,1.268854472368397e-09,1.8922288515570559e-06,1.0010794175273187e-06,1.5733487054729634e-13,1.633872664924808e-14,2.0990609532269518e-10,2.650302819613761e-08,2.639150798559495e-07,7.733929768910338e-09,5.424541341090309e-15,1.1428275251590373e-16,2.639684065129158e-09,1.9783219147284354e-10,1.952866875502843e-11,6.997042302550304e-10,0.0001934675664580952,9.733656961325921e-16,1.1213549528331001e-10,5.426308419382696e-16,1.2581463804020613e-18,3.409643046678483e-17,8.516161569337255e-24,1.3154619401145006e-17,1.9294456591477773e-16,9.081041623250922e-14,1.778405370234067e-14,9.106365741596841e-21,1.3243222633625897e-09,5.94309037311323e-17,3.9339052808565295e-12,1.1813773908733309e-12,1.963355137887087e-17
2.058095006348195e-06,0.6069223724344531,2.65106009336008e-07,4.1918490445100325e-08,6.021447572812273e-08,1.3510466756337582e-06,0.0,0.0,1.6652835937817292e-07,4.293379889891482e-10,3.250776687771559e-08,9.55540602118848e-07,1.04372409094035e-13,1.0789078877984732e-20,1.9221300132975946e-14,4.286314470472466e-09,6.642084906639969e-09,1.5804387914174266e-08,2.751596211947214e-18,6.81312760913572e-24,1.0191247766511859e-15,2.4120908874020183e-17,4.183566329782181e-09,1.3823496400745645e-14,6.178948793326712e-14,1.4190863773027596e-16,3.2307272196571292e-21,5.813758057479821e-15,3.200513008629661e-16,4.7433333494843045e-18,5.916498449649702e-16,5.331584914573499e-22,3.619230039790756e-21,8.70800777942195e-22,3.76,0.0,0.7422962461118168,0.9998048502465449,6.683627077069056e-07,1.3161882609987413e-09,1.938362114100917e-06,1.0210100413094838e-06,1.5733484507277665e-13,1.633872399884036e-14,2.0990609312097898e-10,2.6577319944981107e-08,2.7621550073911523e-07,7.930254243153212e-09,5.441130409478514e-15,1.1460335829714337e-16,2.648025692316755e-09,1.9847051321466518e-10,2.000537911990037e-11,7.185251638595941e-10,0.00019346755854019563,1.0002224840640371e-15,1.1442779807203755e-10,5.569621553717089e-16,1.343733637110714e-18,3.480345734199062e-17,8.897248415748792e-24,1.3664271159743766e-17,2.0355424374315468e-16,9.27344429266576e-14,1.7834172607918865e-14,9.419525693437649e-21,1.3291213943352263e-09,6.225855958218671e-17,4.048020192773315e-12,1.2380896231553246e-12,2.033452219959256e-17
2.0971684230791225e-06,0.6069223764429424,2.6524917362350835e-07,4.2033998315754636e-08,6.104244109562992e-08,1.3812618292428337e-06,0.0,0.0,1.7012343287802916e-07,4.474059467224211e-10,3.319370666606976e-08,9.743191968064686e-07,1.0631222193987695e-13,1.0802954363767775e-20,1.9232760469503873e-14,4.28631398018982e-09,6.747327893028266e-09,1.6107806254204238e-08,2.827377385913541e-18,7.101170414642057e-24,1.0583754774344556e-15,2.4120925989287163e-17,4.183565733389065e-09,1.4496034381362816e-14,6.280160459422236e-14,1.492485676354977e-16,3.3235075847921723e-21,6.026470694461807e-15,3.3721501275816035e-16,4.9208900217823686e-18,6.050029111837415e-16,5.530697015910827e-22,3.7603917963650305e-21,9.209452927237725e-22,3.76,0.0,0.7422961670946596,0.999804809018185,6.911034697733063e-07,1.3642808301172567e-09,1.984543380520202e-06,1.0409495500415588e-06,1.573348195205268e-13,1.6338721340357095e-14,2.0990608898385846e-10,2.664732398389077e-08,2.88810489906685e-07,8.126804226650953e-09,5.456762004980606e-15,1.149054600980928e-16,2.655886030786383e-09,1.990722382254418e-10,2.0482586836948268e-11,7.374021607657624e-10,0.0001934675505628202,1.02721334364563e-15,1.166955147060274e-10,5.713265774053354e-16,1.4331895356819118e-18,3.550297971322776e-17,9.287954178316169e-24,1.4182454019712433e-17,2.1448554735401742e-16,9.463836584074975e-14,1.788140211293683e-14,9.737620451908787e-21,1.3336436010490055e-09,6.515037516040538e-17,4.16252244439276e-12,1.2962151432283981e-12,2.104371781917795e-17
2.13624183981005e-06,0.6069223804531984,2.653862783924751e-07,4.2145946658466666e-08,6.186911255339935e-08,1.4114918850709867e-06,0.0,0.0,1.7371933861836076e-07,4.658501100138138e-10,3.388362181645685e-08,9.931023987204545e-07,1.0825405891437971e-13,1.0816300759052916e-20,1.9243736050056624e-14,4.2863134891079456e-09,6.851808569072255e-09,1.6411253718043953e-08,2.9032538370402784e-18,7.396020518008726e-24,1.0984741391250759e-15,2.4120943472180893e-17,4.183565135064548e-09,1.5187662692298692e-14,6.380694292941265e-14,1.567945150763717e-16,3.416929711013457e-21,6.2425296101832e-15,3.5492060451804143e-16,5.1005287873956894e-18,6.184074078051948e-16,5.733419493985883e-22,3.9032702874639615e-21,9.729357230199393e-22,3.76,0.0,0.7422960877328403,0.999804767483133,7.141531987135071e-07,1.4131266842834015e-09,2.030770383707311e-06,1.0608977478079526e-06,1.5733479389052176e-13,1.633871867379632e-14,2.0990608301713005e-10,2.6713287861060694e-08,3.0170025840972926e-07,8.323568095580399e-09,5.471491406250711e-15,1.1519012623274732e-16,2.663292864226748e-09,1.996394755483108e-10,2.0960268354568854e-11,7.563324148518465e-10,0.00019346754252607052,1.0543367714101807e-15,1.1893841338903851e-10,5.857229784848509e-16,1.5266019824260202e-18,3.6194920075070547e-17,9.688315660368971e-24,1.4709146322095344e-17,2.2574016117348904e-16,9.65219497947288e-14,1.7925909037190633e-14,1.0060666266916641e-20,1.3379048697138157e-09,6.81060159138667e-17,4.277391949259148e-12,1.3557551873228702e-12,2.176113282815651e-17
2.1753152565409775e-06,0.6069223844652112,2.6551789882799806e-07,4.225468661552324e-08,6.269465908280099e-08,1.4417362295106371e-06,0.0,0.0,1.7731601594243202e-07,4.846701556343405e-10,3.457760362400511e-08,1.011889941880883e-06,1.1019801918578246e-13,1.0829168651917736e-20,1.9254273404165833e-14,4.2863129972269465e-09,6.955532316075442e-09,1.6714730442494112e-08,2.979209515249516e-18,7.697738059094959e-24,1.1394230968234342e-15,2.4120961320569423e-17,4.183564534821433e-09,1.5898564075215937e-14,6.480554891938545e-14,1.6454741864300589e-16,3.510991202921192e-21,6.461911036362418e-15,3.7317248095472887e-16,5.282186409349185e-18,6.318635834635429e-16,5.939764312107489e-22,4.047831479711855e-21,1.026804049351939e-21,3.76,0.0,0.7422960080281356,0.9998047256415064,7.375114433777095e-07,1.4627203667877236e-09,2.077041066082306e-06,1.0808544553608343e-06,1.5733476818283102e-13,1.633871599916289e-14,2.099060753205994e-10,2.6775444833862964e-08,3.148850032765168e-07,8.520535314285965e-09,5.485370700730274e-15,1.1545836334191555e-16,2.6702723724311803e-09,2.0017421253449229e-10,2.143840229857941e-11,7.753132895734897e-10,0.00019346753443014552,1.0815913962657254e-15,1.211563028213994e-10,6.001503156049327e-16,1.624058875411036e-18,3.687921377960667e-17,1.0098368942414366e-23,1.5244327424781385e-17,2.3731972811506497e-16,9.838499607871113e-14,1.796785056996722e-14,1.0388678553705662e-20,1.3419202636818229e-09,7.112514821619244e-17,4.3926098497796926e-12,1.4167109033494987e-12,2.2486775745479772e-17
2.214388673271905e-06,0.606922388478972,2.656445483715675e-07,4.2360534673444326e-08,6.351923253092803e-08,1.4719943068031265e-06,0.0,0.0,1.809134099081866e-07,5.038657543510221e-10,3.5275743441512375e-08,1.0306815756617645e-06,1.1214419257796097e-13,1.0841603216991375e-20,1.9264414028568533e-14,4.286312504547051e-09,7.058504493694142e-09,1.701823656563853e-08,3.0552297519783655e-18,8.006382535524645e-24,1.181224571011192e-15,2.4120979532336733e-17,4.183563932671261e-09,1.6628920679927472e-14,6.579746840841062e-14,1.725082141231783e-16,3.605690036777792e-21,6.6845913664846155e-15,3.919748939798995e-16,5.465800721712434e-18,6.453716835707763e-16,6.149744276976986e-22,4.194043451710455e-21,1.0825822392754535e-21,3.76,0.0,0.7422959279821454,0.9998046834934055,7.611778124699402e-07,1.513056459503233e-09,2.1233535588936475e-06,1.1008195091567035e-06,1.5733474239756054e-13,1.6338713316464437e-14,2.0990606598797762e-10,2.6834014693868663e-08,3.283649088030063e-07,8.717696327123226e-09,5.498448968880012e-15,1.157111199534418e-16,2.676849223891643e-09,2.0067832186775602e-10,2.1916969257068563e-11,7.943423081822879e-10,0.00019346752627480757,1.1089759679235864e-15,1.233490294458621e-10,6.146076251064897e-16,1.7256481010482288e-18,3.75558081654239e-17,1.0518149443161375e-23,1.5787977629822914e-17,2.4922585144590514e-16,1.0022733999594242e-13,1.8007374826041734e-14,1.0721671919589033e-20,1.3457039767252643e-09,7.4207440003961e-17,4.508158437800727e-12,1.4790833605695633e-12,2.322066847013162e-17
2.2534620900028325e-06,0.6069223924944728,2.6576668592591244e-07,4.2463776002973976e-08,6.43429692962691e-08,1.50226561286047e-06,0.0,0.0,1.8451147067804375e-07,5.234365715286087e-10,3.597813267599547e-08,1.049477063904689e-06,1.1409266051890808e-13,1.0853644841887562e-20,1.9274194976854412e-14,4.286312011068604e-09,7.160730438209791e-09,1.7321772226839084e-08,3.131301200578533e-18,8.322012771090471e-24,1.2238806745081292e-15,2.4120998105381492e-17,4.183563328624446e-09,1.7378914067228677e-14,6.678274708530058e-14,1.8067783524893238e-16,3.701024534810253e-21,6.910547155237282e-15,4.1133194549636214e-16,5.651310624865537e-18,6.589319496770502e-16,6.363373023957416e-22,4.3418762888695414e-21,1.1403022466583127e-21,3.76,0.0,0.7422958475963098,0.9998046410389145,7.851519684686785e-07,1.5641295827234221e-09,2.1697061636358263e-06,1.120792760448851e-06,1.573347165347499e-13,1.6338710625704056e-14,2.0990605510774925e-10,2.6889204544232468e-08,3.421401477160324e-07,8.915042461357008e-09,5.5107724577742335e-15,1.1594928983742432e-16,2.683046663046369e-09,2.0115356818331115e-10,2.239595158724981e-11,8.134171445094226e-10,0.00019346751806010668,1.1364893464399835e-15,1.2551647485902796e-10,6.2909401616839e-16,1.8314575310755173e-18,3.822466173902618e-17,1.0947691974190136e-23,1.6340078122943784e-17,2.6146009647741213e-16,1.0204884855315146e-13,1.8044621369554228e-14,1.1059660189657962e-20,1.3492693832382628e-09,7.735256134834361e-17,4.62402108075354e-12,1.5428735583468914e-12,2.396284574967498e-17
2.29253550673376e-06,0.6069223965117069,2.6588472217891657e-07,4.256466749783148e-08,6.516599185910447e-08,1.5325496898065497e-06,0.0,0.0,1.8811015297974242e-07,5.433822676673743e-10,3.6684862785561294e-08,1.0682761840836473e-06,1.1604349689231112e-13,1.0865329679060482e-20,1.9283649376898344e-14,4.286311516791976e-09,7.26221546103362e-09,1.762533756672862e-08,3.207411778255543e-18,8.644686893133936e-24,1.2673934190277692e-15,2.4121017037616776e-17,4.183562722690373e-09,1.8148725210682665e-14,6.776143046670046e-14,1.890572143133929e-16,3.7969933421303225e-21,7.139755117893347e-15,4.312475902410409e-16,5.838656079200402e-18,6.725446190119915e-16,6.580665002681167e-22,4.49130198125924e-21,1.1999960109791967e-21,3.76,0.0,0.7422957668719251,0.999804598278103,8.094336221476463e-07,1.6159343949887258e-09,2.216097335366248e-06,1.1407740744324507e-06,1.5733469059436552e-13,1.6338707926879484e-14,2.099060427635225e-10,2.6941209532192124e-08,3.5621088222220947e-07,9.112565839985318e-09,5.522384744672065e-15,1.1617371516731288e-16,2.688886592489869e-09,2.016016143045375e-10,2.2875333242055924e-11,8.325356142816373e-10,0.0001934675097863314,1.1641304927567957e-15,1.276585533786812e-10,6.436086649189084e-16,1.9415750199227307e-18,3.8885743405366267e-17,1.1387030790201796e-23,1.6900610923472915e-17,2.740239921065181e-16,1.0384941828970436e-13,1.8079721707633242e-14,1.1402656436688665e-20,1.3526290855395216e-09,8.056018496758895e-17,4.740182152943209e-12,1.6080824340644e-12,2.4713354666386984e-17
