Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3F(1),O2(2),H2O(3),CH4(4),CH2F(45),HF(38),C1OO1(156),CH2O2(158),CHO2(146),CHF(39),CHFO(46),S(139),CHFO2(186),CHFO2(165),CFO2(148),F(37),CH2FO(131),CH2CHF(55)
0.0022411914472443366,0.4910972316422785,6.378799211680358e-08,8.082656818754886e-08,4.696121697142074e-06,3.178361034751323e-05,0.0,0.0,1.5487544746216027e-05,1.7770276713662755e-06,0.0031097118088605127,4.108038363386665e-06,2.0484578839497217e-10,1.541478668091011e-24,1.0870323716317213e-17,7.0401939546569965e-12,2.13568128546142e-10,1.2499608341261407e-05,7.571559832745429e-17,4.615610185493711e-21,3.6788878955023265e-12,7.230584123394535e-21,6.35755260792346e-12,2.4390663365603824e-10,1.805340152472574e-14,2.0416522083486188e-12,1.2797738423318754e-19,4.456746592379624e-16,4.149792333535369e-16,8.437567839627327e-20,1.615795665859666e-13,3.948501693363882e-18,1.4808847315743383e-18,3.2093130411466827e-17,3.76,0.0,0.5464046915032932,0.9872948388249332,0.01267007523953972,6.459530678567175e-09,6.820014696257638e-05,0.0031283127626214684,3.0269157879548957e-15,1.0492222438319378e-16,4.133238354532321e-13,2.5734727282724256e-09,0.00956163793942742,4.436584172398993e-06,5.226924362857533e-13,1.0812346318975487e-16,7.925137634877692e-10,2.868487823968821e-11,3.7791445501739663e-10,1.9861884530804936e-06
0.002257369253577935,0.4911070006551189,6.510747944234704e-08,8.235031832784604e-08,4.7836915102724705e-06,3.266018976708674e-05,0.0,0.0,1.588904931980079e-05,1.8306371450301983e-06,0.003214573630572909,4.245865522273362e-06,2.1889141308920374e-10,1.6060781839584291e-24,1.1092278420560443e-17,7.0374970874571585e-12,2.1777710022838328e-10,1.311136752730872e-05,7.853531181731257e-17,4.979520633620038e-21,3.89486616539767e-12,7.658321192584463e-21,6.353184539485986e-12,2.5241142325045024e-10,1.9055558903681315e-14,2.122701116909643e-12,1.3774569256700862e-19,4.603525936746706e-16,4.310328093879305e-16,8.884532913263101e-20,1.7027848977048105e-13,4.162011759930516e-18,1.5903221597790447e-18,3.529252234554877e-17,3.76,0.0,0.5460466127477512,0.9869381474417395,0.013025605592007949,6.583643655953072e-09,6.944568798920204e-05,0.003234022869800006,3.0246187399989753e-15,1.0484259712844869e-16,4.1317100917434314e-13,2.669053762193458e-09,0.009812583022127383,4.515927492425779e-06,5.420650522239016e-13,1.1211303146212727e-16,8.216472427900136e-10,2.977099401365713e-11,3.8467291182520754e-10,2.0847371914310466e-06
0.0022719292792781737,0.49111601007930644,6.630050823916405e-08,8.372003874724102e-08,4.862353392490128e-06,3.346376868289303e-05,0.0,0.0,1.6256459521240915e-05,1.8800650472830845e-06,0.003311286539010105,4.374948695662032e-06,2.321643653884212e-10,1.6656408597190796e-24,1.1292830654078631e-17,7.0350285465651876e-12,2.2160652485202385e-10,1.3680485150515152e-05,8.11485310830316e-17,5.327594881945344e-21,4.098336370812556e-12,8.061652123838348e-21,6.349187004519484e-12,2.6026396376393747e-10,1.9997949377773178e-14,2.1979409763571356e-12,1.4706974231365354e-19,4.740467525881659e-16,4.46016554633035e-16,9.304781480046529e-20,1.7844011466143534e-13,4.362541964388056e-18,1.6946235536307773e-18,3.8413488824436945e-17,3.76,0.0,0.5457189001501588,0.9866116945521752,0.01335098610873626,6.697338469958529e-09,7.056321464966121e-05,0.003331525880218037,3.02251710181227e-15,1.0476974377995217e-16,4.1303087734799645e-13,2.756418769851383e-09,0.010041512093469297,4.587032652420983e-06,5.597673825239426e-13,1.1575773871584333e-16,8.482569225954405e-10,3.076515911178359e-11,3.907296677745353e-10,2.1765001601197374e-06
0.0022864893049784124,0.49112522807367787,6.749822053077934e-08,8.508736058588972e-08,4.9408230177381385e-06,3.4281260578277095e-05,0.0,0.0,1.6629595962883182e-05,1.930627882609189e-06,0.0034102428737759908,4.508955875130003e-06,2.4605161610275677e-10,1.7263433899985207e-24,1.1494043091401445e-17,7.0325209652764565e-12,2.254741291999673e-10,1.4267356736037856e-05,8.38347053780576e-17,5.6960321878448414e-21,4.3107074511221315e-12,8.482995754053281e-21,6.345126953484588e-12,2.6830701426882855e-10,2.0979708296734938e-14,2.2754070568601592e-12,1.5692045223086568e-19,4.882136516212931e-16,4.615218871552311e-16,9.742610361030965e-20,1.8692625435829027e-13,4.571247801613425e-18,1.8046616287451624e-18,4.177894926875989e-17,3.76,0.0,0.5453860540642578,0.9862801182320111,0.013681463766291039,6.81293807803062e-09,7.167672956084149e-05,0.003431297943717241,3.0203831385243006e-15,1.0469576989875618e-16,4.128882006803296e-13,2.844990953955839e-09,0.010273307000718813,4.657801310234806e-06,5.777091169617157e-13,1.194508872923937e-16,8.752149703906123e-10,3.1774466509980096e-11,3.9675778617295383e-10,2.271209157739281e-06
0.002301049330678651,0.49113465719007954,6.870011668700566e-08,8.645148804088438e-08,5.019053230102117e-06,3.5112684574933164e-05,0.0,0.0,1.700844460552509e-05,1.982342562532881e-06,0.003511470260347792,4.6480335960510275e-06,2.605677704977052e-10,1.7886817528360768e-24,1.1695827840772972e-17,7.029974504951899e-12,2.2937892964344008e-10,1.4872153575969232e-05,8.659523019835355e-17,6.085711531863731e-21,4.53226209247399e-12,8.922948547971067e-21,6.341004686652186e-12,2.7654315385639246e-10,2.2001832582483283e-14,2.3551493204929915e-12,1.673195949244411e-19,5.028671685474336e-16,4.775626544686768e-16,1.0198550489100648e-19,1.9574606691328205e-13,4.788367826010731e-18,1.9206667441249058e-18,4.5404770527881244e-17,3.76,0.0,0.5450480989604829,0.9859434425256466,0.014017014256728138,6.930457838255515e-09,7.27855317926681e-05,0.0035333670382851744,3.018217030576869e-15,1.0462068173936889e-16,4.127428875843389e-13,2.9347052815290535e-09,0.010507916008232263,4.7281870581556255e-06,5.95876569710875e-13,1.231896416937794e-16,9.025006008850926e-10,3.2798266258544354e-11,4.0275331629676237e-10,2.3688988342688174e-06
0.0023156093563788897,0.4911442999312152,6.990569736028192e-08,8.78116323520855e-08,5.096997333570822e-06,3.5958053113659863e-05,0.0,0.0,1.7392988178293827e-05,2.035225900385552e-06,0.0036149958056589655,4.792329679465476e-06,2.7572690708177584e-10,1.8523510116352652e-24,1.1898097262069085e-17,7.027389353651068e-12,2.333199204760088e-10,1.5495029988422668e-05,8.943149671245683e-17,6.497524423304745e-21,4.763286154891347e-12,9.382118224070069e-21,6.336820545557409e-12,2.8497492293464857e-10,2.3065303201723165e-14,2.4372182783752675e-12,1.7828928092413078e-19,5.180213544181977e-16,4.941528003560911e-16,1.0673135439331208e-19,2.0490880036893883e-13,5.014142598217646e-18,2.0428729899228984e-18,4.9307546170353113e-17,3.76,0.0,0.5447050626037849,0.9856016947640072,0.014357610000899591,7.0499125028196185e-09,7.38889283872141e-05,0.003637760605210596,3.0160189791012214e-15,1.0454448627473928e-16,4.125948441907783e-13,3.0254935915439997e-09,0.010745284616433082,4.798144100624915e-06,6.142554796214703e-13,1.26971041608106e-16,9.300920450528162e-10,3.3835872468894657e-11,4.087123590289585e-10,2.4696013741245923e-06
0.0023301693820791283,0.4911541587488268,7.111446554075351e-08,8.916701373362893e-08,5.174609203600507e-06,3.6817372002236486e-05,0.0,0.0,1.7783206193599093e-05,2.08929459935216e-06,0.0037208460715225356,4.941993119631618e-06,2.915425369980537e-10,1.9168942883947936e-24,1.2100764264839397e-17,7.02476572417601e-12,2.372960761593818e-10,1.613612279643003e-05,9.234489179152183e-17,6.932376235164659e-21,5.0040684320319294e-12,9.861121615773068e-21,6.332574911469476e-12,2.936048209339499e-10,2.4171083915079808e-14,2.5216649770474728e-12,1.8985197209105853e-19,5.336904236946227e-16,5.113063540133796e-16,1.116690095231277e-19,2.1442377854898186e-13,5.2488144723593084e-18,2.1715179127814445e-18,5.350460558468353e-17,3.76,0.0,0.5443569760069638,0.985254905518708,0.014703220194779019,7.171316209125435e-09,7.498623596157175e-05,0.003744505521784978,3.0137892059019076e-15,1.044671911939264e-16,4.1244397534586033e-13,3.1172852213638776e-09,0.010985355634160766,4.867627357463767e-06,6.328310290767943e-13,1.3079201806916586e-16,9.579667270779817e-10,3.488656923198185e-11,4.146310764432867e-10,2.5733464079329334e-06
0.002344729407779367,0.49116423604091664,7.23259277576096e-08,9.051686332975097e-08,5.251843362171816e-06,3.769064048001915e-05,0.0,0.0,1.817907496747889e-05,2.144565240509956e-06,0.003829047048824117,5.0971739702766735e-06,3.080275193752668e-10,1.983044253079997e-24,1.2303742271798681e-17,7.022103849576923e-12,2.4130635359740026e-10,1.679555086154124e-05,9.53367950508531e-17,7.391191643782584e-21,5.254900402946683e-12,1.036057876335667e-20,6.328268202787763e-12,3.0243530408381306e-10,2.5320117882466554e-14,2.6085409842173175e-12,2.0203053008305664e-19,5.49888743934604e-16,5.290374191022205e-16,1.1680384401807611e-19,2.2430035685899937e-13,5.49262738106253e-18,2.306842334936154e-18,5.801402118352263e-17,3.76,0.0,0.5440038733763485,0.984903108548599,0.015053810863376739,7.29468247228954e-09,7.607678228987327e-05,0.0038536280748351238,3.0115279525150264e-15,1.0438880486880698e-16,4.122901850415454e-13,3.2100072287329347e-09,0.011228069257839186,4.936592578005572e-06,6.515878837637394e-13,1.3464940504130425e-16,9.861015010615068e-10,3.5949618641183735e-11,4.205057017855594e-10,2.680160932382644e-06
0.0023592894334796056,0.4911745341496457,7.353959436907054e-08,9.186042474380915e-08,5.328655101963408e-06,3.857785129821803e-05,0.0,0.0,1.858056764503282e-05,2.201054270863195e-06,0.003939624132482616,5.25802323077133e-06,3.25194028336063e-10,2.0506091490900447e-24,1.2506945583392732e-17,7.019403988748083e-12,2.4534969449019527e-10,1.74734146708004e-05,9.840857709673533e-17,7.874904175957622e-21,5.516075976966523e-12,1.0881119895769931e-20,6.32390087736728e-12,3.114687832647777e-10,2.6513324768920442e-14,2.697898373999425e-12,2.148480794338722e-19,5.666308251062274e-16,5.473601627519302e-16,1.2214123764529653e-19,2.345479547093184e-13,5.745826681334686e-18,2.4490900958285454e-18,6.285461375580892e-17,3.76,0.0,0.5436457920506115,0.9845463407394169,0.015409344921471491,7.420024178918778e-09,7.715990780550852e-05,0.003965153935084639,3.0092354798081853e-15,1.0430933634309251e-16,4.1213337593479155e-13,3.303584144211592e-09,0.011473363156778802,5.0049964364335146e-06,6.705102599796069e-13,1.3853993823476387e-16,1.014472463285301e-09,3.7024254087884565e-11,4.263325462932543e-10,2.790069237877968e-06
0.0023738494591798442,0.4911850553590494,7.475498151860323e-08,9.319695569915322e-08,5.405000601607147e-06,3.9478990814383675e-05,0.0,0.0,1.898765423024131e-05,2.258777991374857e-06,0.0040526020972474945,5.424692731647605e-06,3.430535392507812e-10,2.11881299728356e-24,1.2710289735692956e-17,7.016666425335228e-12,2.494250276733436e-10,1.8169795982876408e-05,1.0156160056383733e-16,8.384455867097769e-21,5.7878912321342835e-12,1.1423384707113496e-20,6.3194734310976494e-12,3.207076219448915e-10,2.7751600451408542e-14,2.7897897116869956e-12,2.2832800426362913e-19,5.839313085441807e-16,5.662888045336042e-16,1.2768657059325167e-19,2.4517605273129067e-13,6.008658938523094e-18,2.5985077524219056e-18,6.804595652089797e-17,3.76,0.0,0.5432827724326696,0.9841846420365389,0.015769782241201184,7.547353582188943e-09,7.823496704856418e-05,0.004079108132418661,3.006912068032198e-15,1.0422879533223485e-16,4.119734502182678e-13,3.3979385633134094e-09,0.011721172564536147,5.072796620290008e-06,6.895819660526361e-13,1.424602717743761e-16,1.0430550363792476e-09,3.810968284609421e-11,4.3210800762737107e-10,2.903092844369553e-06
0.002388409484880083,0.4911958018929144,7.597161261171593e-08,9.452572992743648e-08,5.480836977982691e-06,4.0394039101657486e-05,0.0,0.0,1.9400301620525425e-05,2.3177525450253625e-06,0.004168005074409981,5.597335019024094e-06,3.6161673093374764e-10,2.18861345672947e-24,1.291369133204625e-17,7.013891460317009e-12,2.5353127142182005e-10,1.8884757531709362e-05,1.0479721690427621e-16,8.920806637342222e-21,6.0706441478717605e-12,1.1988012984532038e-20,6.314986393860085e-12,3.3015413419737673e-10,2.9035814536996284e-14,2.884268037892453e-12,2.4249405961140887e-19,6.018049555377172e-16,5.858376054522118e-16,1.334452175822076e-19,2.5619412552327413e-13,6.281371688427733e-18,2.7553444054824e-18,7.360837707725716e-17,3.76,0.0,0.5429148579147529,0.9838180553709429,0.016135079726438815,7.676682298263185e-09,7.930133009605371e-05,0.004195515032127618,3.0045580157824144e-15,1.0414719218559673e-16,4.1181031042693313e-13,3.4929916082268816e-09,0.011971430376122581,5.139951935083426e-06,7.087864408471295e-13,1.4640699564195708e-16,1.0718243292385258e-09,3.9205098871597446e-11,4.378285795603655e-10,3.0192504459530478e-06
0.0024029695105803215,0.4912067759127205,7.718901824117994e-08,9.58460385769842e-08,5.556122395107953e-06,4.13229700736066e-05,0.0,0.0,1.9818473646391845e-05,2.3779939049132517e-06,0.004285856529500135,5.776103239919924e-06,3.8089344839195265e-10,2.2599795787029488e-24,1.311706841864391e-17,7.011079418887187e-12,2.5766733582849833e-10,1.961834279065659e-05,1.0811676363001403e-16,9.484921480925302e-21,6.364634332715442e-12,1.2575653008543025e-20,6.310440332326534e-12,3.39810582813538e-10,3.036680592111438e-14,2.981386852214924e-12,2.5737018757177333e-19,6.202666356095624e-16,6.060208570047948e-16,1.3942253761049425e-19,2.676116780857093e-13,6.564213295544785e-18,2.919851415285392e-18,7.956295676832939e-17,3.76,0.0,0.5425420947969974,0.9834466265786544,0.01650519139358879,7.808021304065066e-09,8.035838388554772e-05,0.004314398312207528,3.0021736392300486e-15,1.0406453786392671e-16,4.116438588914241e-13,3.5886626121618607e-09,0.012224067250747738,5.206422389495175e-06,7.281068209140308e-13,1.5037663338716535e-16,1.1007549813133895e-09,4.030967704796871e-11,4.4349085730980314e-10,3.138557864669929e-06
0.00241752953628056,0.49121797951572016,7.840673795080284e-08,9.715719150869814e-08,5.630816185968773e-06,4.226575162247662e-05,0.0,0.0,2.0242131115390728e-05,2.43951786239044e-06,0.004406179241015976,5.961151029345332e-06,4.008927372338499e-10,2.3316365192043025e-24,1.3320340968712191e-17,7.00823065122491e-12,2.6183212518447784e-10,2.0370575804535288e-05,1.1152156688552178e-16,1.0077767262748495e-20,6.67016274811376e-12,1.3186963565451083e-20,6.3058358489642864e-12,3.4967917752370114e-10,3.1745383260160156e-14,3.0812000965910363e-12,2.729804710969432e-19,6.393313145564869e-16,6.268528703432891e-16,1.456238699959342e-19,2.7943826503160583e-13,6.857432749251275e-18,3.0922820468127595e-18,8.593152904848223e-17,3.76,0.0,0.5421645321999992,0.9830704043141298,0.016880068458381036,7.941380936370697e-09,8.140553344138375e-05,0.004435780941771292,2.9997592722102113e-15,1.0398084394076436e-16,4.114739983616964e-13,3.6848695994231277e-09,0.012479011719596464,5.272169264625226e-06,7.475259942503416e-13,1.5436565652445082e-16,1.129821114926925e-09,4.142257057834674e-11,4.490915442932332e-10,3.261028013514215e-06
0.002432089561980799,0.49122941473306264,7.96243219729547e-08,9.845851898480401e-08,5.704878876848195e-06,4.3222345769679545e-05,0.0,0.0,2.067123186002361e-05,2.5023400152673754e-06,0.004528995280224654,6.1526323968637e-06,4.2162273197050857e-10,2.4047866506289863e-24,1.3523430489597964e-17,7.005345521028485e-12,2.6602454021382157e-10,2.1141461082132096e-05,1.1501293821802446e-16,1.0700327701371051e-20,6.987531429239167e-12,1.3822599838048098e-20,6.3011735762145854e-12,3.597620733099191e-10,3.3172324927884157e-14,3.1837621380067384e-12,2.893493535035028e-19,6.590140422246119e-16,6.48347965583875e-16,1.5205452787766972e-19,2.91683393190815e-13,7.161279401015447e-18,3.272891361050272e-18,9.273667581175723e-17,3.76,0.0,0.5417822219716464,0.9826894399579815,0.017259659428343736,8.076770892204764e-09,8.244220309227137e-05,0.00455968516060118,2.997315265229996e-15,1.0389612256447719e-16,4.1130063311408855e-13,3.7815299725886865e-09,0.012736190298161981,5.337155203948966e-06,7.670266404444479e-13,1.583705072915897e-16,1.158996783616245e-09,4.2542927784402494e-11,4.546274613957228e-10,3.386670868789087e-06
0.0024466495876810375,0.49124108352805823,8.084133068249924e-08,9.97493729633866e-08,5.778272268783467e-06,4.419270882938043e-05,0.0,0.0,2.1105730789950376e-05,2.5664757561066207e-06,0.004654325992073768,6.350701614152081e-06,4.4309059198653727e-10,2.4798181279281116e-24,1.3726260363484409e-17,7.002424413510804e-12,2.7024348032969577e-10,2.1930983546672354e-05,1.1859216990238389e-16,1.1353588181613139e-20,7.317043203701966e-12,1.4483222822114824e-20,6.2964541798150695e-12,3.700613688219747e-10,3.464837219301089e-14,3.289127750779109e-12,3.0650140382481567e-19,6.793299400825303e-16,6.705204612974844e-16,1.5871978555645164e-19,3.04356554630958e-13,7.476002835263722e-18,3.4619359478173833e-18,1.0000172001840702e-16,3.76,0.0,0.5413952185887758,0.9823037875194705,0.0176439102004106,8.214200230508061e-09,8.346783757188611e-05,0.004686132459879926,2.9948419843051315e-15,1.0381038642340685e-16,4.1112366843697037e-13,3.878560166774771e-09,0.012995527602704466,5.401344286691801e-06,7.865912968741573e-13,1.6238759644246061e-16,1.1882559022560989e-09,4.366988956042618e-11,4.60095550548714e-10,3.5154934519281598e-06
0.002461209613381276,0.4912529877945763,8.205733614997659e-08,1.0102912798967704e-07,5.850959573549231e-06,4.517679158395588e-05,0.0,0.0,2.1545579948401586e-05,2.6319402605756293e-06,0.004782191977250499,6.5555131070890735e-06,4.653026169143661e-10,2.5547236111110303e-24,1.3928756617256904e-17,6.999467739944171e-12,2.7448784596895163e-10,2.2739108557077736e-05,1.222605398463873e-16,1.2038527399148263e-20,7.659001409003151e-12,1.5169506409750912e-20,6.29167835879943e-12,3.805791049186702e-10,3.6174229517378856e-14,3.3973520987594224e-12,3.244611685825963e-19,7.002941887007895e-16,6.933846642114096e-16,1.6562487878406292e-19,3.174672864142776e-13,7.801852700056655e-18,3.659673465260275e-18,1.0775071805785371e-16,3.76,0.0,0.54100357905407,0.9819135035341756,0.01803276416324986,8.353677375015822e-09,8.448190297047528e-05,0.004815143564154406,2.9923398110175565e-15,1.0372364874708952e-16,4.1094301096055785e-13,3.975875965086664e-09,0.013256946470399317,5.464702074393727e-06,8.062024209414801e-13,1.664133140348307e-16,1.217572046628679e-09,4.48025799225829e-11,4.6549287922902245e-10,3.647499820556839e-06
0.0024757696390815148,0.49126512935549815,8.327192423824115e-08,1.0229718255417533e-07,5.922905409520893e-06,4.617453946915661e-05,0.0,0.0,2.1990728572039665e-05,2.6987484759041656e-06,0.004912613075428013,6.767221348279137e-06,4.882641311944109e-10,2.6308573550441974e-24,1.4130847202773755e-17,6.996475920669195e-12,2.7875654070319014e-10,2.3565781990405693e-05,1.2601930906387383e-16,1.2756140442659845e-20,8.01370960960999e-12,1.5882116918726012e-20,6.2868468374671e-12,3.913172633061661e-10,3.775056944888679e-14,3.5084907168607117e-12,3.4325356850512836e-19,7.219220150685168e-16,7.169548591690764e-16,1.72775000190072e-19,3.3102503684986837e-13,8.139078420434494e-18,3.866362626049983e-18,1.1600845104318105e-16,3.76,0.0,0.5406073627884026,0.9815186469571953,0.0184261623041169,8.495210118348949e-09,8.548388769919869e-05,0.004946738414557277,2.9898091417442075e-15,1.0363592327349263e-16,4.107585699514752e-13,4.073393388698498e-09,0.013520368082733734,5.527195682116522e-06,8.258424284064004e-13,1.7044405587865672e-16,1.246918936106504e-09,4.594012522094974e-11,4.708166493736423e-10,3.7826910688979502e-06
0.0024903296647817534,0.4912775099612973,8.448469331370776e-08,1.0355296027903333e-07,5.994075837054498e-06,4.718589276947355e-05,0.0,0.0,2.2441123154093478e-05,2.766915109487475e-06,0.005045608349731539,6.985980749169316e-06,5.119793409745e-10,2.709415900579062e-24,1.433246214884483e-17,6.993449393201252e-12,2.830484732627654e-10,2.441093037534274e-05,1.2986971329072063e-16,1.3507421788688017e-20,8.381471314570252e-12,1.6621722071702995e-20,6.281960369104695e-12,4.022777652823014e-10,3.9378022506605294e-14,3.6225994921105254e-12,3.6290363022488074e-19,7.442286797945286e-16,7.41245299373099e-16,1.801752795814462e-19,3.450391762406993e-13,8.487929068157854e-18,4.0822630073338524e-18,1.248004101322836e-16,3.76,0.0,0.5402066315192099,0.9811192790523291,0.01882404331964495,8.638805627303827e-09,8.647330335219521e-05,0.005080936153308452,2.987250386112569e-15,1.0354722420219384e-16,4.1057025687568613e-13,4.171028336260849e-09,0.01378571209170021,5.588793840187805e-06,8.454937522568051e-13,1.7447622145615237e-16,1.2762704988778374e-09,4.708165758130976e-11,4.76064199182055e-10,3.921065337701217e-06
0.002504889690481992,0.4912901312887924,8.569525557605067e-08,1.047959104305418e-07,6.064438519250915e-06,4.821078682367144e-05,0.0,0.0,2.28967075115405e-05,2.8364546175727297e-06,0.005181196072443118,7.211945559702533e-06,5.364515724006392e-10,2.7873769953257846e-24,1.4533534888315927e-17,6.990388623581174e-12,2.8736255974295813e-10,2.5274461097355555e-05,1.3381297110079855e-16,1.4293348123502476e-20,8.762589696535497e-12,1.7389006745004768e-20,6.2770197377489075e-12,4.134624706243954e-10,4.105717488839031e-14,3.7397346449944184e-12,3.8343612282548474e-19,7.672294643804517e-16,7.662701969296898e-16,1.878307896009746e-19,3.5951912408993857e-13,8.848653253190714e-18,4.307634423644261e-18,1.3415278232610677e-16,3.76,0.0,0.5398014491655088,0.9807154632777703,0.019226343729963312,8.784470449222405e-09,8.74496853439411e-05,0.005217755109543763,2.9846639668828796e-15,1.0345756619130796e-16,4.103779854650585e-13,4.268696699592052e-09,0.014052896748270961,5.649466916379736e-06,8.65138912016147e-13,1.7850622095127135e-16,1.3056005250271912e-09,4.822629747336408e-11,4.812330047407262e-10,4.062617833086604e-06
0.0025194497161822307,0.4913029949399497,8.69032399213769e-08,1.0602550882565001e-07,6.1339626980186695e-06,4.924915223754063e-05,0.0,0.0,2.3357422855639955e-05,2.907381194075137e-06,0.005319393711966314,7.445269770849723e-06,5.61683195698163e-10,2.8660115060408703e-24,1.473400115604686e-17,6.987294082288751e-12,2.9169772555270403e-10,2.615626266557341e-05,1.3785028402603255e-16,1.5114912947862357e-20,9.157367313058679e-12,1.8184644599982768e-20,6.27202574748697e-12,4.2487317657553286e-10,4.2788582512172256e-14,3.859952710095463e-12,4.0487623168849825e-19,7.909396584486693e-16,7.920437137517562e-16,1.957465497156829e-19,3.744741802737046e-13,9.221498828057417e-18,4.542737062790559e-18,1.440924383480193e-16,3.76,0.0,0.5393918817197263,0.9803072651687148,0.019632997995988364,8.93221051942223e-09,8.841259358231086e-05,0.005357212786476539,2.9820503195850745e-15,1.0336696433570343e-16,4.1018167310565505e-13,4.366315460046621e-09,0.01432183903265803,5.709186964156378e-06,8.847605526341898e-13,1.8253050455959475e-16,1.3348831179573894e-09,4.937317281397811e-11,4.863206887291966e-10,4.2073408540912675e-06
0.0025340097418824693,0.49131610244080476,8.810828937441392e-08,1.0724125887703584e-07,6.202619154673675e-06,5.030091510300596e-05,0.0,0.0,2.382320786428585e-05,2.9797087596109942e-06,0.005460217921070747,7.686107013181003e-06,5.876753017123154e-10,2.947957036973291e-24,1.4933798600734266e-17,6.98416625000824e-12,2.9605290710087874e-10,2.7056205016145794e-05,1.4198282130865107e-16,1.597310925300002e-20,9.566105831030658e-12,1.9009303395267254e-20,6.266979226252886e-12,4.365116169283419e-10,4.4572756897905655e-14,3.983310516044441e-12,4.2724932000918956e-19,8.153745469167124e-16,8.185799528344277e-16,2.0392749298552829e-19,3.8991347580814944e-13,9.6067127236706e-18,4.787831443063392e-18,1.5464691048090033e-16,3.76,0.0,0.5389779971268737,0.9798947522173276,0.02004393863934094,9.08203116971226e-09,8.936161310399914e-05,0.005499325849880366,2.9794098906904498e-15,1.032754341111677e-16,4.099812404161252e-13,4.4638022851896746e-09,0.014592454785931006,5.767927774193627e-06,9.043414882019022e-13,1.8654555911870805e-16,1.3640929238807178e-09,5.052143152470735e-11,4.913250206721547e-10,4.355223829291682e-06
0.002548569767582708,0.4913294552405803,8.931006195372387e-08,1.0844269181261136e-07,6.270380406282668e-06,5.1365997225162155e-05,0.0,0.0,2.429399875781683e-05,3.0534509506379092e-06,0.00560368452641983,7.934610465249574e-06,6.144280995575479e-10,3.0288890006928004e-24,1.513286906702851e-17,6.981005640427769e-12,3.004270537872618e-10,2.797413988339574e-05,1.4621173154838508e-16,1.6868897326759163e-20,9.989105755018684e-12,1.9863674647654933e-20,6.261881030379592e-12,4.4837946126954096e-10,4.641015476132863e-14,4.10986516631839e-12,4.50580135457402e-19,8.405493974281315e-16,8.458929498889835e-16,2.1237847409625262e-19,4.0584620192667163e-13,1.0004540922072677e-17,5.043177453553366e-18,1.658443703150961e-16,3.76,0.0,0.5385598651618676,0.9794779937506043,0.02045909636410524,9.233937137820215e-09,9.029635438082158e-05,0.005644110117941569,2.976743137087879e-15,1.0318299136027277e-16,4.09776611126609e-13,4.561075395299634e-09,0.014864658842496025,5.8256648728529e-06,9.238647711352977e-13,1.9054791118878404e-16,1.393204669007391e-09,5.167021557230273e-11,4.96243915025481e-10,4.50625336156995e-06
0.0025631297932829466,0.4913430547108596,9.0508235402264e-08,1.0962936707539925e-07,6.337220688763258e-06,5.244431635480331e-05,0.0,0.0,2.4769729378916117e-05,3.1286211087266652e-06,0.005749808519389122,8.190932770356122e-06,6.419410010698392e-10,3.1093990283008886e-24,1.5331157225024664e-17,6.9778127679285385e-12,3.048191297934033e-10,2.890990123714615e-05,1.5053815004505009e-16,1.7803255837019973e-20,1.0426666160265875e-11,2.0748436588174626e-20,6.256732030783993e-12,4.6047831432311757e-10,4.8301208617644405e-14,4.239674019381219e-12,4.748939042730043e-19,8.664794478719628e-16,8.739966654094744e-16,2.211042949345521e-19,4.22281427764204e-13,1.0415228194816803e-17,5.309034777137473e-18,1.777136163923527e-16,3.76,0.0,0.5381375573050503,0.9790570608065482,0.0208784001803817,9.38793257767264e-09,9.121645366088268e-05,0.005791580552483943,2.974050526299528e-15,1.0308965228684751e-16,4.095677135894104e-13,4.658054958316029e-09,0.015138365162933825,5.882375543304327e-06,9.433137374498985e-13,1.9453416029286207e-16,1.4221935212338478e-09,5.281867653313447e-11,5.010754398772806e-10,4.660413280332972e-06
0.0025776898189831853,0.4913569021448479,9.170250256841729e-08,1.1080087313645431e-07,6.403115800359263e-06,5.3535786423166315e-05,0.0,0.0,2.5250331272793902e-05,3.205232270142261e-06,0.005898604048188095,8.455225943325708e-06,6.702119458852219e-10,3.1945496319454007e-24,1.552860896171212e-17,6.974588145886692e-12,3.0922811536052895e-10,2.986330573522046e-05,1.5496317180837163e-16,1.8777167680728222e-20,1.0879084431170555e-11,2.1664249582420113e-20,6.251533116201583e-12,4.728097153703266e-10,5.024630933887666e-14,4.372794667577523e-12,5.002162983420256e-19,8.93179893852125e-16,9.029049771972433e-16,2.30109650985145e-19,4.392279238671921e-13,1.0839017852914505e-17,5.585663197214915e-18,1.902840456156534e-16,3.76,0.0,0.5377111466162783,0.9786320260090497,0.02130177752925502,9.544021070649353e-09,9.212157341943843e-05,0.005941751251509661,2.971332534587836e-15,1.029954333978812e-16,4.093544801780434e-13,4.754662574729996e-09,0.015413486966815586,5.938038869067509e-06,9.626720329790954e-13,1.985009717291329e-16,1.4510354854648695e-09,5.396600084165083e-11,5.05817816199305e-10,4.817684702054973e-06
