Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H4F2(1),O2(2),H2O(3),CH4(4),CH2CHF(56),HF(38),C2H3F(137),C2H3F(136),O2(141),CH2CF(70),CH2CFO(79),C2H3F2(66),C2H3F2(64),CH2CF2(57),C2H2F2(59),CH2F(46),C2H2F(71),CHFO(47),C2H4F(62),S(289),C2H4F(63),C2H3F2(65),CF2CH(73)
5.589491823737932e-08,0.7465991803595229,3.2422915365297445e-07,6.0622792310811085e-09,1.0123601369705744e-07,6.58745456205394e-08,0.0,0.0,6.285546403114695e-07,3.705253669057395e-11,1.3704345961456186e-10,6.151831637622887e-15,4.1041968902304165e-15,2.694527147049228e-26,1.1892624041478903e-19,1.659654301555312e-13,5.697314969855036e-15,5.944880744234477e-15,6.2382303852475675e-18,4.64022116142581e-18,5.4444879873088605e-09,2.7936171361586946e-15,2.7287842466294977e-15,2.2742028784896893e-23,5.284083512005133e-20,9.864721909876873e-13,6.404599968355903e-14,1.0674630276698351e-16,5.702246023038512e-31,2.3786878978088676e-24,2.5420855209523557e-21,9.279784821478465e-20,4.1540072965039886e-14,2.385445332977068e-24,3.76,0.0,0.7376716220826648,0.9990421831859051,9.121744506135184e-09,2.2196067053205815e-17,0.0022948640835390695,0.0022948769879441023,3.0270368991874584e-10,4.2808740937073603e-13,0.0009570798712613108,3.3239876954276797e-11,6.758102479201127e-12,2.7680828102275836e-07,3.515801167044243e-08,1.8670217376180385e-07,2.0675980798328724e-07,9.193819082020894e-05,2.5468887508602166e-11,1.0013602639476192e-07,1.26290931771655e-09,1.366288598220106e-12,2.4313079407959494e-10,6.364013610131413e-09,4.10752243829143e-15
5.753183108812664e-08,0.7466084699012003,3.3847847726921474e-07,6.485430111082865e-09,1.0721475943208416e-07,7.106350909929722e-08,0.0,0.0,6.469943869947392e-07,3.925212596122869e-11,1.4943755556088576e-10,7.199489274972707e-15,4.589674264059581e-15,3.477715798558641e-26,1.4448510845409053e-19,1.881383169539323e-13,6.6022917970538845e-15,6.8030943752188575e-15,7.295929274809954e-18,5.277703621373872e-18,5.767915372530163e-09,3.026434930041517e-15,3.133050197653729e-15,2.875419380909729e-23,6.226504434107715e-20,1.1221954436820601e-12,6.981647178116603e-14,1.1905645672005761e-16,7.800747474586595e-31,2.7439658041709917e-24,3.098824093375551e-21,1.0532822917088899e-19,4.6437392257373126e-14,2.949633063253984e-24,3.76,0.0,0.7376031545566396,0.9990421581772666,9.94636280216685e-09,2.6493736115040406e-17,0.00236196069234933,0.0023619743258373937,3.117503991940907e-10,4.4152408567151817e-13,0.0009570798473482324,3.68838402860112e-11,7.703754802578155e-12,2.8124967880188816e-07,3.580073164995087e-08,1.9667734988214162e-07,2.165492943716882e-07,9.462323077606062e-05,2.79925404921478e-11,1.0607715671888438e-07,1.3063919986070863e-09,1.4474966849881253e-12,2.5290850186850034e-10,6.54260545667112e-09,4.687948317055746e-15
5.916874393887396e-08,0.7466177586297428,3.5282618694761334e-07,6.921476433088877e-09,1.1335893703113762e-07,7.647592104091359e-08,0.0,0.0,6.654359153115435e-07,4.151499473542646e-11,1.6255753476208754e-10,8.384618033882978e-15,5.115617214745672e-15,4.4521519163980486e-26,1.74418512893407e-19,2.1241238267060065e-13,7.617955482286549e-15,7.75685417933651e-15,8.49152659662225e-18,5.979208775479107e-18,6.1006664351134695e-09,3.270794307091251e-15,3.580903159675912e-15,3.6110483376433344e-23,7.300503772539225e-20,1.2713966004003212e-12,7.591218747263834e-14,1.3233215732880735e-16,1.058579616219849e-30,3.1517104987156217e-24,3.7557221984051036e-21,1.1908264496418546e-19,5.1743109384126564e-14,3.624640751417321e-24,3.76,0.0,0.7375346930849468,0.9990421329680881,1.0818957416746729e-08,3.146242111911551e-17,0.0024290510641813414,0.0024290654470176224,3.2079626753507027e-10,4.54959514544519e-13,0.0009570798232430757,4.080293246808285e-11,8.749045952935279e-12,2.8565971823321285e-07,3.643579370214216e-08,2.0683654630325247e-07,2.2649403456868194e-07,9.730784886373144e-05,3.069461462483359e-11,1.1218891614488453e-07,1.3500464840708374e-09,1.5310518092816372e-12,2.6282068034572113e-10,6.718642019865856e-09,5.329768032272932e-15
6.080565678962128e-08,0.746627046544806,3.6726752128379176e-07,7.370174242974236e-09,1.1966782745313183e-07,8.211324454686247e-08,0.0,0.0,6.838792281873952e-07,4.3841131330232964e-11,1.7642412355733075e-10,9.720003388920866e-15,5.684009316415614e-15,5.655783167487246e-26,2.0928781051672679e-19,2.3890449254846805e-13,8.753915215754918e-15,8.813710457024619e-15,9.837750362825449e-18,6.748876326423998e-18,6.4427405379755064e-09,3.5268751635062886e-15,4.0752615329430085e-15,4.5059197309247897e-23,8.519481818080345e-20,1.4349041757115703e-12,8.234046994443531e-14,1.4661494839287167e-16,1.4254336708011205e-30,3.605356427951e-24,4.526998951613894e-21,1.341354617558949e-19,5.747757052230588e-14,4.428004130217965e-24,3.76,0.0,0.7374662376638494,0.9990421075582034,1.1740835912230097e-08,3.718276594108466e-17,0.0024961351995710936,0.0024961503520685626,3.298412950140574e-10,4.683936955500727e-13,0.0009570797989456794,4.500871932567649e-11,9.901094673453703e-12,2.900435932393943e-07,3.706417337900651e-08,2.1717766242765196e-07,2.365930208174275e-07,9.999204511150496e-05,3.358267314783106e-11,1.1847125716853544e-07,1.3938725252358257e-09,1.6169543927974704e-12,2.728677999148312e-10,6.892235218168401e-09,6.037394969209511e-15
6.24425696403686e-08,0.7466363336461059,3.817982302844255e-07,7.831279594790366e-09,1.2614070025363628e-07,8.797687184149604e-08,0.0,0.0,7.02324329621218e-07,4.623052408606389e-11,1.9105805947630679e-10,1.1219126717057515e-14,6.296859396802895e-15,7.132368726557784e-26,2.497022952520171e-19,2.6773294455038347e-13,1.0020272964879427e-14,9.981560695638186e-15,1.1348020714635694e-17,7.590968218770756e-18,6.794137044119712e-09,3.794851959877694e-15,4.6191069350472275e-15,5.588525170171138e-23,9.897694655921061e-20,1.6135648637637817e-12,8.910850983382131e-14,1.6194676761687604e-16,1.9051993515302207e-30,4.108500822063164e-24,5.4283604376221e-21,1.505626876240666e-19,6.366143055513793e-14,5.379391229314263e-24,3.76,0.0,0.7373977882896968,0.9990420819474548,1.2713300168791884e-08,4.3742284731832964e-17,0.002563213099053475,0.002563229041573474,3.3888548170327777e-10,4.818266284533301e-13,0.0009570797744558912,4.9512858177783914e-11,1.1167288251337152e-11,2.944060570614719e-07,3.76867648771488e-08,2.2769885627425642e-07,2.4684541974910447e-07,0.00010267581954767632,3.6664382849260695e-11,1.2492413229632732e-07,1.437869950081962e-09,1.7052048724728782e-12,2.8305032387315726e-10,7.063500546812773e-09,6.8154194634409986e-15
6.407948249111593e-08,0.7466456199334105,3.9641453129438875e-07,8.30454947438599e-09,1.327768146304435e-07,9.406813195574133e-08,0.0,0.0,7.207712246432289e-07,4.8683161370432025e-11,2.064800918454545e-10,1.2896173364615841e-14,6.95620015932194e-15,8.93210461745667e-26,2.96321106913499e-19,2.99017340232116e-13,1.1427629620663998e-14,1.1268652315503007e-14,1.3036459708947292e-17,8.509867974375624e-18,7.15485531663464e-09,4.074893885005756e-15,5.215480218853566e-15,6.891425324731859e-23,1.1450273380193847e-19,1.8082429410115676e-12,9.622336810199073e-14,1.7836994782366333e-16,2.5283203033589788e-30,4.664906501855469e-24,6.477098664828023e-21,1.6844192001312076e-19,7.031564084064916e-14,6.500785830618275e-24,3.76,0.0,0.7373293449589172,0.9990420561356896,1.3737646298019907e-08,5.1235706010539995e-17,0.002630284763162309,0.0026303015161151335,3.4792882767480715e-10,4.95258313136944e-13,0.000957079749773565,5.432709367842753e-11,1.2555283233044217e-11,2.987514600438013e-07,3.8304387584750894e-08,2.3839852378393593e-07,2.572505575879414e-07,0.00010535917220055344,3.994751291590117e-11,1.3154749404535652e-07,1.482038660397049e-09,1.7958036999781508e-12,2.933687130082837e-10,7.232555855439295e-09,7.668611170690206e-15
6.571639534186325e-08,0.7466549054065379,4.111130685424759e-07,8.789742612296608e-09,1.3957542040951318e-07,1.003882977466987e-07,0.0,0.0,7.392199192741397e-07,5.119903158153991e-11,2.2271098239486757e-10,1.476603996765666e-14,7.664086849002413e-15,1.1112286570690785e-25,3.4985510046837297e-19,3.3287846182708136e-13,1.298709071886227e-14,1.268358510831309e-14,1.4917900621849927e-17,9.510080081987473e-18,7.524894718692377e-09,4.367165014780103e-15,5.867477572914718e-15,8.451688059967699e-23,1.3193242393859054e-19,2.0198196919231997e-12,1.0369197898217874e-13,1.95927219349468e-16,3.3323066278672106e-30,5.2785047241661054e-24,7.692192945490983e-21,1.8785229485925948e-19,7.746143722838526e-14,7.816680242319471e-24,3.76,0.0,0.7372609076680094,0.999042030122762,1.4815164564535358e-08,5.976532073079696e-17,0.00269735019243038,0.0026973677762758535,3.5697133300057703e-10,5.0868874955245e-13,0.000957079724898558,5.946325386760099e-11,1.4073006073143024e-11,3.030837841994326e-07,3.891779217791249e-08,2.4927527973185753e-07,2.6780790662415824e-07,0.00010804210309845751,4.343993386843782e-11,1.3834129494321853e-07,1.5263786292761735e-09,1.888751341228749e-12,3.038234296672159e-10,7.399520294412278e-09,8.601921484773243e-15
6.735330819261057e-08,0.7466641900653515,4.2589087603689343e-07,9.28662019569311e-09,1.465357589746743e-07,1.0693859230534665e-07,0.0,0.0,7.576704204857529e-07,5.377812315172392e-11,2.3977150586579157e-10,1.6844341061517742e-14,8.422595961839982e-15,1.3738010571974112e-25,4.110686748373953e-19,3.6943815552616247e-13,1.4710271752350056e-14,1.4235313383753964e-14,1.700789680556245e-17,1.0596229439872457e-17,7.904254613547032e-09,4.671824466263869e-15,6.5782467169742875e-15,1.0311358443594141e-22,1.514353680673583e-19,2.249192858163852e-12,1.1152115298300534e-13,2.1466171349769355e-16,4.363114803242649e-30,5.953398072560624e-24,9.094413590742094e-21,2.0887443745675826e-19,8.512032832508857e-14,9.354277525290507e-24,3.76,0.0,0.7371924764135372,0.9990420039085305,1.5947139315205942e-08,6.944133403730932e-17,0.0027644093873894597,0.0027644278226375088,3.660129977523817e-10,5.221179377009741e-13,0.0009570796998307336,6.493324641451201e-11,1.572865372174382e-11,3.0740667481465313e-07,3.9527666284036525e-08,2.6032794013861455e-07,2.7851707285258154e-07,0.00011072461226972421,4.7149616568719556e-11,1.453054875279061e-07,1.5708898990362081e-09,1.984048275917379e-12,3.144149413402846e-10,7.564513412062431e-09,9.620486002134254e-15
6.899022104335789e-08,0.746673473909756,4.407453435548334e-07,9.794946488914272e-09,1.5365706414439914e-07,1.1372019480318468e-07,0.0,0.0,7.761227361630592e-07,5.6420424550755887e-11,2.5768245061861425e-10,1.914741501607998e-14,9.23382399703279e-15,1.688291118016549e-25,4.807815605570473e-19,4.088192209109456e-13,1.6609303091607152e-14,1.5933147840548466e-14,1.9322730135957928e-17,1.1773060849809372e-17,8.292934364533234e-09,4.989026547126909e-15,7.350983204012351e-15,1.251796177015888e-22,1.7319018946877139e-19,2.4972761116233996e-12,1.197175799285993e-13,2.346169669321025e-16,5.676747034468479e-30,6.693863399850139e-24,1.0706427805437204e-20,2.315904151130556e-19,9.331408400959195e-14,1.1143703295286902e-23,3.76,0.0,0.7371240511921241,0.9990419774928573,1.7134848915518743e-08,8.038222043017445e-17,0.002831462348570327,0.0028314816557815535,3.750538220018823e-10,5.355458776228358e-13,0.0009570796745699601,7.074905503651359e-11,1.7530694155299896e-11,3.1172346934703334e-07,4.013463972099946e-08,2.715555060818551e-07,2.893777846764797e-07,0.00011340669974270426,5.108463128821322e-11,1.5244002434771075e-07,1.6155725793313346e-09,2.0816949970663113e-12,3.251437237838315e-10,7.727654385614456e-09,1.0729627031202424e-14
7.062713389410521e-08,0.7466827569396942,4.5567418547592287e-07,1.0314489371673484e-08,1.6093856299890663e-07,1.2073424582665846e-07,0.0,0.0,7.945768750679076e-07,5.912592428900856e-11,2.7646461924125824e-10,2.1692329334093493e-14,1.0099886251452264e-14,2.0629937635666942e-25,5.598705660029153e-19,4.511453064647883e-13,1.8696834530671455e-14,1.7786757178355735e-14,2.187941908707327e-17,1.3045438560732349e-17,8.690933335064676e-09,5.318920900576176e-15,8.188926838584758e-15,1.5125040724667204e-22,1.9738494003603922e-19,2.764998551476464e-12,1.2828783201878053e-13,2.55836926900324e-16,7.341097018683304e-30,7.504354828735245e-24,1.2552907665533514e-20,2.5608369162024997e-19,1.0206472419656316e-13,1.3218227212096661e-23,3.76,0.0,0.737055632000446,0.9990419508756088,1.8379565692687712e-08,9.271508205666571e-17,0.0028985090765028003,0.0028985292762890437,3.840938058206066e-10,5.489725693849904e-13,0.0009570796491161082,7.692273607826735e-11,1.948786685521252e-11,3.1603722385947374e-07,4.073928932655144e-08,2.8295714880872294e-07,3.0038988258084173e-07,0.0001160883655457643,5.525314682776139e-11,1.5974485796113015e-07,1.6604268453153394e-09,2.181692010600114e-12,3.360102637096805e-10,7.88906136963432e-09,1.1934856144821867e-14
7.226404674485253e-08,0.7466920391551443,4.706754122258216e-07,1.0845020803033646e-08,1.683794766605991e-07,1.2798185224324672e-07,0.0,0.0,8.130328468042449e-07,6.189461092049138e-11,2.9613882915789703e-10,2.4496885348759138e-14,1.102291565563019e-14,2.507216777580618e-25,6.492712822350126e-19,4.96540811064199e-13,2.09860394753623e-14,1.980616946635322e-14,2.4695726467251247e-17,1.4418345860037105e-17,9.098250888632712e-09,5.661652645922147e-15,9.095358219055992e-15,1.8192727803001658e-22,2.242172482239855e-19,3.053304225316091e-12,1.3723836689514108e-13,2.783659571914692e-16,9.438071467906815e-30,8.38950681638348e-24,1.4660640065031212e-20,2.824390835572128e-19,1.1139450784845651e-13,1.561449426635327e-23,3.76,0.0,0.7369872188352284,0.9990419240566542,1.96825558851071e-08,1.0657600986846054e-16,0.002965549571715745,0.002965570684740651,3.931329492799519e-10,5.623980130685216e-13,0.0009570796234690515,8.346641523780103e-11,2.1609183237996603e-11,3.2035073720436936e-07,4.134214340307833e-08,2.945321960492256e-07,3.1155330969049744e-07,0.00011876960970728779,5.966342968016945e-11,1.6721994093677893e-07,1.705452935815305e-09,2.2840398349388056e-12,3.470150610813712e-10,8.048850948007972e-09,1.324187677394104e-14
7.390095959559985e-08,0.7467013205561159,4.857473041166722e-07,1.1386317218293283e-08,1.7597902103057811e-07,1.354640916382546e-07,0.0,0.0,8.314906617848921e-07,6.472647304576328e-11,3.167259132379289e-10,2.7579622355523283e-14,1.2005061650487354e-14,3.0313659770593887e-25,7.499797468784717e-19,5.451307913305131e-13,2.3490618789976284e-14,2.200177328369779e-14,2.779016684951893e-17,1.5896884710463088e-17,9.51488638880499e-09,6.017362514911566e-15,1.0073595409373556e-14,2.1788354098711e-22,2.5389445873400267e-19,3.3631516742526876e-12,1.4657553070135036e-13,3.0224884474434605e-16,1.2066019187473212e-29,9.354137288308687e-24,1.7058638524111e-20,3.1074271842728656e-19,1.2132592223474404e-13,1.837276597343839e-23,3.76,0.0,0.73691881169324,0.9990418970358653,2.1045079597796698e-08,1.2211044739991687e-16,0.003032583834737102,0.003032605881716681,4.021712524511884e-10,5.758222087613381e-13,0.000957079597628667,9.03922844281634e-11,2.390392704012844e-11,3.246665731461332e-07,4.194368580727038e-08,3.0628011943545717e-07,3.228681031386968e-07,0.00012145043225567553,6.432384322854077e-11,1.7486522585330466e-07,1.7506511515392354e-09,2.388739000611375e-12,3.581586310625544e-10,8.20713767745077e-09,1.4656586840808633e-14
7.553787244634717e-08,0.7467106011426485,5.008883873910461e-07,1.1938159865229369e-08,1.83736407483768e-07,1.4318201635772382e-07,0.0,0.0,8.499503311998196e-07,6.76214993147282e-11,3.382467204051434e-10,3.09598212120635e-14,1.3048489103988482e-14,3.6470341678767497e-25,8.630540677314287e-19,5.970408747056152e-13,2.6224804318226474e-14,2.4384318646570676e-14,3.118201372736308e-17,1.748627543033983e-17,9.940839199224088e-09,6.386186983951342e-15,1.1126990744611155e-14,2.5987095553194213e-22,2.866337641636233e-19,3.695513501760547e-12,1.5630556112781324e-13,3.275308068316194e-16,1.534250207402761e-29,1.0403250846555741e-23,1.977825675306636e-20,3.4108199462852244e-19,1.3188167243721293e-13,2.1537171580929184e-23,3.76,0.0,0.7368504105712902,0.9990418698131155,2.246839076350909e-08,1.3947355693612987e-16,0.0030996118660939014,0.003099634867797083,4.112087154054625e-10,5.89245156556262e-13,0.0009570795715948332,9.771259876481315e-11,2.638165466028018e-11,3.289870805927698e-07,4.2544359711235215e-08,3.182005229404868e-07,3.343343861787193e-07,0.00012413083321934662,6.924284697429657e-11,1.8268066529930777e-07,1.7960218533250145e-09,2.49579004988944e-12,3.6944150565760275e-10,8.364033711911898e-09,1.6185081429951045e-14
7.717478529709449e-08,0.7467198809148085,5.16097412290955e-07,1.2500335085679678e-08,1.9165084352503873e-07,1.511366571904569e-07,0.0,0.0,8.684118669858869e-07,7.057967842931969e-11,3.607221162470269e-10,3.4657507439831034e-14,1.4155377266869204e-14,4.367093880626188e-25,9.896160070233016e-19,6.523971781008999e-13,2.920336209398202e-14,2.6964917736198288e-14,3.489130642585756e-17,1.9191856414951736e-17,1.0376108683606246e-08,6.768258402346738e-15,1.2258927773423934e-14,3.0872657747277893e-22,3.226623288598933e-19,4.051375965961156e-12,1.6643459043208782e-13,3.542574987524621e-16,1.9407445072285885e-29,1.1542042056916586e-23,2.285330386820138e-20,3.7354554324435523e-19,1.4308467109978995e-13,2.5155969390423297e-23,3.76,0.0,0.7367820154662235,0.9990418423882801,2.3953737109183423e-08,1.588305878481092e-16,0.003166633666312282,0.0031666576435614656,4.20245338213799e-10,6.026668565508391e-13,0.0009570795453674303,1.0543967366981886e-10,2.905219546139279e-11,3.3331441209620063e-07,4.314457105727363e-08,3.3029313225854496e-07,3.4595236097545906e-07,0.0001268108126267392,7.442899578953466e-11,1.9066621187326671e-07,1.841565460409414e-09,2.605193536440814e-12,3.808642350768606e-10,8.519648498113987e-09,1.7833655495259255e-14
7.881169814784181e-08,0.7467291598726878,5.313733329854205e-07,1.3072634548014559e-08,1.9972153340859445e-07,1.5932902671992665e-07,0.0,0.0,8.86875281798024e-07,7.360099914607963e-11,3.841729836241481e-10,3.869345385980863e-14,1.5327918766548005e-14,5.2057938843533195e-25,1.130852527443005e-18,7.113262319573782e-13,3.244159525710605e-14,2.97550454418915e-14,3.893885679683925e-17,2.101908389676449e-17,1.0820694205740074e-08,7.163705116674795e-15,1.3472818339545727e-14,3.6538000293675395e-22,3.62217405224706e-19,4.43173859495603e-12,1.769686484275837e-13,3.8247502197311493e-16,2.442670492187172e-29,1.2775898819633006e-23,2.632016115792823e-20,4.082231916345589e-19,1.5495802842106586e-13,2.928181828951877e-23,3.76,0.0,0.7367136263749178,0.9990418147612354,2.5502360127444473e-08,1.8035724688118446e-16,0.0032336492359175033,0.003233674209589109,4.292811209471025e-10,6.160873088461986e-13,0.0009570795189463389,1.1358588208477075e-10,3.192565203481202e-11,3.3765054077021204e-07,4.374469172706551e-08,3.425577850532665e-07,3.577223020182227e-07,0.00012949037050631083,7.989093918900227e-11,1.9882181818346647e-07,1.8872824486954788e-09,2.7169500250026246e-12,3.9242738885504117e-10,8.67408853330852e-09,1.9608806601559128e-14
8.044861099858913e-08,0.7467384380164003,5.467152892017086e-07,1.3654855435564959e-08,2.0794767872275964e-07,1.677601223743751e-07,0.0,0.0,9.053405889817995e-07,7.668545027863688e-11,4.086202232795748e-10,4.308918279418128e-14,1.656831863831141e-14,6.178859476651129e-25,1.288017301238341e-18,7.739549095457228e-13,3.595534668929815e-14,3.2766539732686215e-14,4.334625572534011e-17,2.297353174228466e-17,1.127459512948536e-08,7.572651591410555e-15,1.477209980342669e-14,4.30861018731378e-22,4.0554644272717093e-19,4.8376138247532774e-12,1.8791366543422158e-13,4.1222993266173745e-16,3.0596100432251013e-29,1.4110405827763333e-23,3.02179003004921e-20,4.452059288003078e-19,1.6752504238745744e-13,3.397205958602616e-23,3.76,0.0,0.7366452432942798,0.9990417869318592,2.7115495052862447e-08,2.0424007019329134e-16,0.0033006585754339632,0.0033006845664589743,4.383160636761595e-10,6.295065135451758e-13,0.0009570794923314422,1.221636517852067e-10,3.5012400428454115e-11,3.4199727576218246e-07,4.4345062446644315e-08,3.549944220045728e-07,3.6964455010100175e-07,0.0001321695068865398,8.563742061760817e-11,2.0714743684793211e-07,1.9331733490168955e-09,2.8310600910736193e-12,4.041315567508662e-10,8.827457177282087e-09,2.1517237699116395e-14
8.208552384933645e-08,0.7467477153460811,5.621225894178506e-07,1.4246800595575885e-08,2.163284789421437e-07,1.7643092920083305e-07,0.0,0.0,9.238078025473337e-07,7.983302070009091e-11,4.3408475444827415e-10,4.7866967864478933e-14,1.7878793392844484e-14,7.303596550266955e-25,1.4624321838473857e-18,8.404103613286951e-13,3.97610013843641e-14,3.601160187063493e-14,4.813587947295865e-17,2.5060891283360765e-17,1.1737810818771851e-08,7.99521852591917e-15,1.616023240415354e-14,5.063076694163821e-22,4.529071898823775e-19,5.270026659276233e-12,1.9927547518585487e-13,4.435692505701833e-16,3.814595004297987e-29,1.5551348117113163e-23,3.458840293860432e-20,4.845858724927754e-19,1.8080918924475688e-13,3.9289009233821244e-23,3.76,0.0,0.7365768662212421,0.9990417589000287,2.8794370842707857e-08,2.3067679695125526e-16,0.003367661685385211,0.0033676887147497114,4.473501664716409e-10,6.42924470751044e-13,0.0009570794655226233,1.311854627902484e-10,3.8323090340711827e-11,3.463562764017091e-07,4.494599544861197e-08,3.676030785892598e-07,3.8171950682163944e-07,0.00013484822179592523,9.167727675002934e-11,2.156430204943662e-07,1.979238745412439e-09,2.9475243206252094e-12,4.1597734945536653e-10,8.97985451161091e-09,2.356585992961874e-14
8.372243670008378e-08,0.7467569918618847,5.775946954864737e-07,1.4848278652812357e-08,2.2486313194903077e-07,1.8534242238647886e-07,0.0,0.0,9.422769371444924e-07,8.304369934530541e-11,4.605875154664496e-10,5.3049835415607294e-14,1.926157011916978e-14,8.598999438245369e-25,1.655488653655731e-18,9.108199542040583e-13,4.387548856685588e-14,3.9502796478272367e-14,5.3330895882417764e-17,2.7286971180782018e-17,1.2210340637598119e-08,8.431522967923054e-15,1.7640696760997652e-14,5.929747511967567e-22,5.045677894581211e-19,5.730014351898268e-12,2.1105981769021562e-13,4.765404682206445e-16,4.734616555604168e-29,1.7104714711378007e-23,3.9476481520072465e-20,5.264562380307871e-19,1.9483411420564437e-13,4.530026053708929e-23,3.76,0.0,0.7365084951527615,0.9990417306656221,3.054021016195198e-08,2.598767443039469e-16,0.0034346585662939576,0.003434686655039669,4.5638342940410354e-10,6.56341180567287e-13,0.0009570794385197636,1.4066384486190788e-10,4.1868645281602337e-11,3.507290651379707e-07,4.5547776911558885e-08,3.8038387753569567e-07,3.9394762955577287e-07,0.0001375265152629882,9.801943679951257e-11,2.2430852176009e-07,2.025479273422346e-09,3.066343309830781e-12,4.2796539913364846e-10,9.131377239983408e-09,2.5761795462273037e-14
8.53593495508311e-08,0.7467662675639835,5.931312085710463e-07,1.545910409157554e-08,2.3355083452571725e-07,1.9449556954880773e-07,0.0,0.0,9.607480080393164e-07,8.631747521311696e-11,4.881494643807762e-10,5.866156559409981e-14,2.071888562205375e-14,1.008586254166184e-24,1.868649219578145e-18,9.853112154433015e-13,4.831628357257915e-14,4.325305147228523e-14,5.895527046622989e-17,2.9657697318087196e-17,1.2692183950030436e-08,8.881678423550126e-15,1.921699151329442e-14,6.922427425739211e-22,5.608068671719065e-19,6.218626107913799e-12,2.2327234203791905e-13,5.111915603597827e-16,5.851195416698008e-29,1.8776702365922695e-23,4.4930001317086013e-20,5.709113087894249e-19,2.096236223905809e-13,5.2078997416795474e-23,3.76,0.0,0.7364401300858161,0.9990417022285176,3.235422937227741e-08,2.920611835607896e-16,0.0035016492186820945,0.003501678387906904,4.6541585254399227e-10,6.697566430978078e-13,0.0009570794113227479,1.5061137508912766e-10,4.5660262702500406e-11,3.551170393684473e-07,4.6150669194534184e-08,3.933370218982507e-07,4.063294268650899e-07,0.0001402043873162723,1.0467292183341262e-10,2.331438932919892e-07,2.0718956184106835e-09,3.187517664812782e-12,4.4009635982140196e-10,9.282118624072435e-09,2.811238035874139e-14
8.699626240157842e-08,0.7467755424525654,6.087318562851234e-07,1.6079097309564306e-08,2.4239078281941773e-07,2.038913328143823e-07,0.0,0.0,9.792210310916306e-07,8.96543373684625e-11,5.167915795574887e-10,6.472669310786413e-14,2.2252985592938586e-14,1.1786895746393153e-24,2.103448798246054e-18,1.0640117811398402e-12,5.31014095040353e-14,4.727565787493852e-14,6.503377240109355e-17,3.217911272356743e-17,1.3183340120201672e-08,9.345794964066083e-15,2.0892631096812607e-14,8.056271815127276e-22,6.219136141402657e-19,6.736922807328269e-12,2.359186091577163e-13,5.475709936473359e-16,7.201018427195188e-29,2.057371941342238e-23,5.100000354035735e-20,6.180464083185235e-19,2.2520166999934703e-13,5.970431832027617e-23,3.76,0.0,0.7363717710174021,0.9990416735885934,3.42376385248756e-08,3.27463717413069e-16,0.0035686336430706955,0.003568663913929185,4.744474359616409e-10,6.83170858446915e-13,0.0009570793839314592,1.610406755521254e-10,4.9709414095672815e-11,3.5952148225350744e-07,4.675491288278888e-08,4.0646278870146314e-07,4.188654543026496e-07,0.00014288183798434395,1.1164684409338177e-10,2.421490877464631e-07,2.118488513914223e-09,3.3110480014070554e-12,4.5237090769462487e-10,9.432168450009477e-09,3.062516746572121e-14
8.863317525232574e-08,0.7467848165278347,6.243964809337366e-07,1.6708084646712838e-08,2.513821727812611e-07,2.1353067070433617e-07,0.0,0.0,9.976960227337893e-07,9.305427494443062e-11,5.465348602912872e-10,7.127050769361174e-14,2.38661238134599e-14,1.3726843638248806e-24,2.361496062648345e-18,1.147049348979848e-12,5.824943867341971e-14,5.158426951432429e-14,7.159198044835034e-17,3.485737751853044e-17,1.3683808512310276e-08,9.823979329391022e-15,2.2671143654285484e-14,9.347884987047848e-22,6.881878633411358e-19,7.285976747328832e-12,2.4900409451577734e-13,5.857277365502405e-16,8.82664739883533e-29,2.2502389714405726e-23,5.774082946803935e-20,6.679578740478752e-19,2.4159235571036505e-13,6.826157085221364e-23,3.76,0.0,0.7363034179445326,0.9990416447457264,3.619164135682023e-08,3.6633065804437063e-16,0.0036356118399800347,0.003635643233684001,4.834781797272741e-10,6.965838267190437e-13,0.0009570793563457796,1.7196441106307564e-10,5.402784506471187e-11,3.639435726035736e-07,4.7360728660046105e-08,4.197615231076033e-07,4.315563105810998e-07,0.00014555886729579365,1.1895040631846456e-10,2.513240577893778e-07,2.1652587400205643e-09,3.43693494494387e-12,4.647897412293031e-10,9.581613021052329e-09,3.330792933405888e-14
