Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H4F2(1),O2(2),H2O(3),CH4(4),CH2CHF(56),HF(38),C2H3F(137),C2H3F(136),O2(141),CH2CF(70),CH2CFO(79),C2H3F2(66),C2H3F2(64),CH2CF2(57),C2H2F2(59),CH2F(46),C2H2F(71),CHFO(47),C2H4F(62),S(289),C2H4F(63),C2H3F2(65),CF2CH(73),C2HF2(72),CH2F2(41),S(787),CF2(43),S(495),C2HF(58),CF2O(49),C2H2O(134),S(435),S(2464),S(1651),S(1682),CF3CHO(75),CF2CO(76),S(783),S(2674),CHO2(159),S(3132),S(537),S(1330),C2HF(1925),S(125),S(977),S(975),S(990),CHF2(82),S(499)
2.9475731197673858e-08,0.8712281894873692,3.922773661651877e-06,8.422707798181957e-08,3.366818172073324e-07,7.256042113412526e-07,0.0,0.0,4.622114169098138e-06,4.583018572506868e-10,7.296440396165763e-10,2.6134825897128354e-10,1.4171786027620758e-12,1.1894666038400561e-19,4.681568958261233e-14,2.3490852430615993e-10,1.7614278241431833e-07,1.347385913003209e-10,6.234369524275038e-15,1.8539291002380278e-14,5.759948034281492e-07,1.6544318619390034e-12,3.0560437508002704e-10,4.3493271029475104e-14,4.8417367600441315e-12,1.090871176370719e-10,4.0778862711212536e-11,8.642210309229709e-12,2.461487306164372e-16,1.9957334793652678e-16,2.87205844548364e-14,4.514125819604461e-17,1.2261252301367662e-12,9.831731020685154e-15,3.76,0.0,0.5683620344047042,0.9969799718288946,1.7389041830043876e-08,2.087210329627495e-09,0.014826884230407542,0.014828112838554484,3.43353689241179e-08,1.6200710272549443e-10,0.0030150720221594094,2.24401416039927e-09,2.693621520629901e-10,1.104372404291791e-06,8.697199276190427e-08,1.3854608530596503e-06,2.9988517058921284e-06,0.000893834497479464,1.892237371408343e-09,2.2681100027875513e-07,2.8494379228455826e-08,1.3503714005134554e-10,4.808221172711118e-09,1.873756902070172e-08,1.576788301151042e-12,1.024003855828564e-12,3.263370085218597e-09,2.7303590494437096e-14,1.7822496458084689e-07,1.871330754736509e-11,5.5137155684765994e-09,3.7391885290305616e-14,5.347777827893234e-13,4.1243453148006685e-11,2.361509404496664e-15,4.572775056008929e-18,2.15979070358102e-22,2.0005391524215517e-21,8.441515961865819e-20,1.3150932431928445e-13,4.971626715777057e-23,9.456221788037914e-12,9.049692032121639e-17,1.9151538688276762e-12,1.2245582070350343e-16,8.000276737393718e-14,4.996783975036236e-10,5.82419144081921e-12,1.3076496848385688e-14,2.788183538560224e-11,2.4742612004529107e-11,2.0256019325646e-15
3.0341697370042464e-08,0.8713001949229849,4.074910850352423e-06,8.970502462946596e-08,3.5821333752794157e-07,7.771103414259877e-07,0.0,0.0,4.755486152103661e-06,4.855727213875774e-10,7.958892790956656e-10,2.778385298132516e-10,1.5714311179980094e-12,1.3429584430014797e-19,4.986551099776922e-14,2.4053648683371035e-10,1.83459505440734e-07,1.4848197951231865e-10,7.25378411985979e-15,2.0923698688288565e-14,6.102106856287206e-07,1.7982431023552247e-12,3.0774687600964175e-10,4.726538424828614e-14,5.086853752692582e-12,1.2316750981353446e-10,4.4287942718788084e-11,9.442405632427877e-12,2.751755820610955e-16,2.2086675882794766e-16,3.1062633803728675e-14,5.115520216120789e-17,1.3681915255291718e-12,1.1301633853319895e-14,3.76,0.0,0.5679191708105532,0.9969798177473478,1.9055248784678498e-08,2.239406495204398e-09,0.01525654474406064,0.01525784468740561,3.535822874819328e-08,1.6707790877029852e-10,0.0030150715569013677,2.4747147215914826e-09,3.042077385843368e-10,1.1178812981369094e-06,8.833208566583386e-08,1.4493414569040244e-06,3.123519009533143e-06,0.00091973031614216,2.075726807485742e-09,2.402523238227076e-07,2.936993245849055e-08,1.4304613822376548e-10,4.969312221320442e-09,1.8989429759849103e-08,1.7561645351246512e-12,1.1349068843698313e-12,3.4381872018679174e-09,3.122478033269314e-14,1.8569038757279573e-07,1.8943581247459598e-11,5.9204791739169984e-09,4.1321164184302135e-14,5.67470238016877e-13,4.633987874497527e-11,2.6627341486654953e-15,5.270724850158791e-18,2.4823220841193527e-22,2.3032558069274447e-21,9.480590464012425e-20,1.4185476519151454e-13,5.702071003842465e-23,9.688613404400692e-12,9.459700946710483e-17,1.9419876266457854e-12,1.2569269766690032e-16,8.800123572351889e-14,5.037108735571052e-10,6.075924247955772e-12,1.3891486485535578e-14,2.915217823884742e-11,2.578848590877106e-11,2.1351960394559447e-15
3.1207663542411066e-08,0.8713721449755096,4.227986585461709e-06,9.533878469004791e-08,3.8044578132619804e-07,8.305346866497964e-07,0.0,0.0,4.888722339985613e-06,5.136280249737571e-10,8.660601395547311e-10,2.947241930457589e-10,1.737528200192103e-12,1.5103420402443446e-19,5.300586226425503e-14,2.460442015448559e-10,1.9086244297440036e-07,1.6325782902794066e-10,8.401217205356662e-15,2.3532917187793593e-14,6.454063760984361e-07,1.949797257779489e-12,3.0974786097924916e-10,5.122804800061824e-14,5.335520834107686e-12,1.3855444952224772e-10,4.7979432809067904e-11,1.0290286436420148e-11,3.0662290340742114e-16,2.436589663195423e-16,3.351234717655999e-14,5.77433819817832e-17,1.5216589622091024e-12,1.2937625338823084e-14,3.76,0.0,0.5674766494719564,0.9969796631244474,2.082724489224654e-08,2.3977033784729823e-09,0.015685869453073726,0.0156872427443521,3.638028915713302e-08,1.721447531746764e-10,0.0030150710900083626,2.721491967471926e-09,3.4241884687862195e-10,1.1314352617967929e-06,8.969299418894538e-08,1.5142053029708753e-06,3.2496874407912784e-06,0.0009456055374318289,2.2712680222518293e-09,2.540759611773557e-07,3.024543793592487e-08,1.5128331958715004e-10,5.131359516857483e-09,1.924013287691965e-08,1.9500458338441414e-12,1.254015620442882e-12,3.6177141507634525e-09,3.5572607918890727e-14,1.9324759113140227e-07,1.91743926570831e-11,6.344039222727628e-09,4.5532737640785935e-14,6.01132674191276e-13,5.1903223910797977e-11,2.992476454376956e-15,6.049597914869817e-18,2.8413963441082537e-22,2.6412377625375762e-21,1.061375962312558e-19,1.5266547788151555e-13,6.513877263396235e-23,9.915842931065374e-12,9.867178624235205e-17,1.9685673539260125e-12,1.2885814979443406e-16,9.65140598499825e-14,5.077966924025551e-10,6.331382673776116e-12,1.473072974394147e-14,3.044138712553008e-11,2.6848138604286257e-11,2.2467409372767304e-15
3.207362971477967e-08,0.8714440396890153,4.381994080342566e-06,1.0112658207917792e-07,4.033805714229265e-07,8.858866329097866e-07,0.0,0.0,5.021822922238322e-06,5.424674201272086e-10,9.402755045766561e-10,3.11996684770441e-10,1.9160140044662166e-12,1.692346934151548e-19,5.623612795388062e-14,2.514405250631486e-10,1.9835187851877463e-07,1.7911922908724552e-10,9.68809811060723e-15,2.6380820603573743e-14,6.815812670075942e-07,2.1092602062277745e-12,3.1161681288213756e-10,5.53844147422695e-14,5.587695039304251e-12,1.5532317644264473e-10,5.1856579850241773e-11,1.1187207465140644e-11,3.4061743163659053e-16,2.68005699425062e-16,3.607159483052921e-14,6.493946920331828e-17,1.6870421472313884e-12,1.4752611762162855e-14,3.76,0.0,0.5670344701085798,0.9969795079583962,2.27084970920218e-08,2.5621639085373412e-09,0.016114858615634595,0.016116307268260462,3.7401550765649e-08,1.772076385217191e-10,0.003015070621474938,2.9849659139935623e-09,3.842120514289937e-10,1.145040756956299e-06,9.105528849936803e-08,1.58005295644805e-06,3.37736220724216e-06,0.0009714601767146116,2.4792957082888467e-09,2.6828154900235716e-07,3.1120909966287965e-08,1.5974848343319958e-10,5.294371700314449e-09,1.949008720928468e-08,2.1591660924933878e-12,1.3816787171776806e-12,3.801971335820259e-09,4.037941832139328e-14,2.0089688053134106e-07,1.9405887466817603e-11,6.784602835961266e-09,5.003832918970092e-14,6.357653001647642e-13,5.7961655270388894e-11,3.3525152978485593e-15,6.91594523366637e-18,3.2399009489721365e-22,3.017451710021255e-21,1.1846744477399668e-19,1.6394824738624416e-13,7.413361610682532e-23,1.0138268080098883e-11,1.0271755754723097e-16,1.99495460354144e-12,1.3195642905147602e-16,1.055564360077469e-13,5.119359932213476e-10,6.590593765585681e-12,1.5594379653195235e-14,3.174945917856883e-11,2.792164398225515e-11,2.3602087055083183e-15
3.293959588714827e-08,0.8715158791076625,4.53692776434886e-06,1.0706668432230968e-07,4.2701905323107236e-07,9.431754668788311e-07,0.0,0.0,5.1547880886430794e-06,5.720905544360712e-10,1.0186550149750443e-09,3.2964806382789097e-10,2.107440442401599e-12,1.8897127746393756e-19,5.955572239462482e-14,2.567344631022178e-10,2.0592813863404224e-07,1.9612080759587708e-10,1.1126475820160327e-14,2.948171410995634e-14,7.187347508269635e-07,2.276795298769761e-12,3.133625928347279e-10,5.973764019747738e-14,5.843341260293261e-12,1.7355063059328108e-10,5.592254697246395e-11,1.2134521862251321e-11,3.772894265513411e-16,2.9396341111806994e-16,3.874234645760564e-14,7.277785588404107e-17,1.8648596584751597e-12,1.6760049566356124e-14,3.76,0.0,0.5665926324404624,0.9969793522474001,2.470248361282487e-08,2.7328511075284086e-09,0.016543512489694812,0.016545038517787936,3.8422014187894165e-08,1.8226656755346008e-10,0.003015070151295664,3.2657629626769836e-09,4.298110665050831e-10,1.158703109265325e-06,9.241944044794563e-08,1.6468854199960144e-06,3.506549177811964e-06,0.0009972942493439022,2.7002487090369007e-09,2.8286872579587483e-07,3.199636321483935e-08,1.6844142963111454e-10,5.458357486730442e-09,1.9739639874988794e-08,2.384277390492021e-12,1.5182509092894106e-12,3.990979518537633e-09,4.5679010664036966e-14,2.0863860286371328e-07,1.9638186035838504e-11,7.242377920937767e-09,5.4849855471920305e-14,6.713683501459791e-13,6.454417212249742e-11,3.7446838929845085e-15,7.876631333906488e-18,3.6808582636469057e-22,3.435027277165049e-21,1.3185466635813865e-19,1.7570985720130386e-13,8.407130146168384e-23,1.0356254154152228e-11,1.0673125132388097e-16,2.0212019433261225e-12,1.349919534774134e-16,1.151434769661146e-13,5.161289461944376e-10,6.853585939652264e-12,1.648260544486445e-14,3.30763992652759e-11,2.900908188732143e-11,2.4755751594414577e-15
3.3805562059516874e-08,0.8715876632757801,4.6927830744438355e-06,1.1315740357814328e-07,4.513624984654414e-07,1.0024103905292155e-06,0.0,0.0,5.287618029199758e-06,6.024970709870888e-10,1.101319095281473e-09,3.476710226904808e-10,2.3123669118703593e-12,2.1031890527058267e-19,6.296409098907028e-14,2.6193511410399034e-10,2.1359158555350252e-07,2.1431873197781332e-10,1.2729031217717749e-14,3.285033539437832e-14,7.568662203277559e-07,2.452563396729139e-12,3.1499348326367684e-10,6.42908896850638e-14,6.102431336966682e-12,1.9331542611073322e-10,6.01804157998892e-11,1.3133581230156818e-11,4.167727406976832e-16,3.2158931579238094e-16,4.1526675564980615e-14,8.129363793733874e-17,2.055633712749557e-12,1.897394768381588e-14,3.76,0.0,0.5661511361880012,0.996979195989667,2.681269361352895e-08,2.90982812347448e-09,0.01697183133297016,0.016973436751382995,3.944168003746238e-08,1.8732154311355667e-10,0.003015069679465123,3.5645158389700213e-09,4.794467718838836e-10,1.172426697798758e-06,9.378583994928538e-08,1.7147040595002425e-06,3.6372547650870877e-06,0.0010231077706604028,2.9345700180526376e-09,2.978371318898202e-07,3.2871812650277634e-08,1.7736195862172857e-10,5.623325656042367e-09,1.9989085058200334e-08,2.626150210924313e-12,1.6640931379818905e-12,4.184759804147923e-09,5.1506664204554044e-14,2.164731396869003e-07,1.987138761592956e-11,7.717573254353879e-09,5.997942811639446e-14,7.079420833268062e-13,7.16806061105431e-11,4.170869644117478e-15,8.93883999438401e-18,4.167427980970554e-22,3.897262097716083e-21,1.4636051743275728e-19,1.8795709229407607e-13,9.502084134302395e-23,1.0570171532489245e-11,1.1071038341099636e-16,2.0473541733163956e-12,1.3796926831316449e-16,1.2529021605665612e-13,5.203757470719739e-10,7.120388768363612e-12,1.7395591264585957e-14,3.442221864018325e-11,3.011053716830295e-11,2.5928195392748462e-15
3.4671528231885476e-08,0.8716593922377583,4.849556281284247e-06,1.193970972796689e-07,4.764121084874748e-07,1.063600533163345e-06,0.0,0.0,5.420312934068567e-06,6.336866083936736e-10,1.1883889801489497e-09,3.660588942918525e-10,2.5313600347547938e-12,2.3335348719452677e-19,6.646071130195202e-14,2.6705162039001266e-10,2.2134261101890275e-07,2.337707095181162e-10,1.4509089136763947e-14,3.650185607517382e-14,7.959750685816575e-07,2.6367229083261377e-12,3.1651722783912623e-10,6.904734378585332e-14,6.3649432430137254e-12,2.1469782626100724e-10,6.463318861247735e-11,1.418573568851776e-11,4.592048897566109e-16,3.5094142499434883e-16,4.4426763137825974e-14,9.052259917179519e-17,2.259889849912646e-12,2.1408869482558426e-14,3.76,0.0,0.5657099810719366,0.9969790391834035,2.9042626839767437e-08,3.093158257313122e-09,0.01739981540294113,0.01740150222728571,4.046054892738845e-08,1.9237256810883674e-10,0.0030150692059778966,3.881863528048768e-09,5.333572387491697e-10,1.1862151130906989e-06,9.51548086463771e-08,1.7835105418847786e-06,3.7694858272092044e-06,0.0010489007559921762,3.1827067752242704e-09,3.1318640944509804e-07,3.37472734955441e-08,1.865098714118929e-10,5.78928504379444e-09,2.0238671628166236e-08,2.885573664586307e-12,1.8195726718193133e-12,4.38333362946972e-09,5.789916461217518e-14,2.2440090089061343e-07,2.0105573874441088e-11,8.210398550739939e-09,6.543935557087942e-14,7.45486783526874e-13,7.940162093115565e-11,4.6330141020601915e-15,1.011007998736905e-17,4.702909566048744e-22,4.407627009016004e-21,1.6204833000068117e-19,2.006967415684468e-13,1.070542521902844e-22,1.0780393487974731e-11,1.1465302398597691e-16,2.0734493954292854e-12,1.40893011909927e-16,1.3601161123390116e-13,5.246766126467865e-10,7.391032803043655e-12,1.83335349689458e-14,3.578693382212426e-11,3.122609888814816e-11,2.711924220528523e-15
3.553749440425408e-08,0.8717310660380723,5.007244344122026e-06,1.2578416846056256e-07,5.021690173392952e-07,1.126754961362885e-06,0.0,0.0,5.552872993520401e-06,6.656588008236372e-10,1.279986740690169e-09,3.8480565537555847e-10,2.764993402306898e-12,2.581518759580811e-19,7.004509394977799e-14,2.7209312590807976e-10,2.291816311349605e-07,2.5453598725391795e-10,1.648063023297682e-14,4.045188310208417e-14,8.360606889609209e-07,2.8294298247828957e-12,3.1794106854710244e-10,7.401020343270598e-14,6.630860356979951e-12,2.3777971960229453e-10,6.928379044238941e-11,1.529233393225534e-11,5.047271234621075e-16,3.8207858164204084e-16,4.7444900684862954e-14,1.005011959911215e-16,2.478156631956044e-12,2.4079934354772688e-14,3.76,0.0,0.565269166813343,0.9969788818268147,3.1395793295103224e-08,3.2829049850101273e-09,0.0178274649568533,0.01782923520352813,4.147862147014846e-08,1.9741964548586198e-10,0.003015068730828554,4.21845120849199e-09,5.917877557010969e-10,1.2000712889205192e-06,9.652661130641545e-08,1.8533067830343487e-06,3.903249586126843e-06,0.0010746732206546959,3.4451102603210154e-09,3.2891620244684323e-07,3.4622761185241267e-08,1.958849695690941e-10,5.956244532464519e-09,2.0488609747019946e-08,3.163355718196225e-12,1.9850632241310252e-12,4.586722752208544e-09,6.489483044790456e-14,2.324223195743483e-07,2.0340811831930488e-11,8.721064518682698e-09,7.124214489296337e-14,7.840027588547204e-13,8.773871207033868e-11,5.133112922786492e-15,1.1398190856972974e-17,5.290744717192945e-22,4.969771349354354e-21,1.789835473203938e-19,2.1393559990397996e-13,1.2024660676209151e-22,1.098729429453496e-11,1.1855776393039728e-16,2.099519952996201e-12,1.4376788585295186e-16,1.4732254912808275e-13,5.290317769821007e-10,7.665549426535966e-12,1.9296647004308545e-14,3.717056565860438e-11,3.235585966689552e-11,2.832874444668707e-15
3.640346057662268e-08,0.871802684721242,5.165844791147045e-06,1.323170658086754e-07,5.286342944980991e-07,1.1918826871041494e-06,0.0,0.0,5.685298397894901e-06,6.984132780266137e-10,1.3762353107628816e-09,4.039059266926919e-10,3.0138473282420122e-12,2.8479185156142337e-19,7.371678331110786e-14,2.7706874009777733e-10,2.3710908212365356e-07,2.7667535144218856e-10,1.865830268485714e-14,4.4716460131951985e-14,8.771224751385111e-07,3.0308377558867366e-12,3.1927178002522554e-10,7.918269446421584e-14,6.900170814007645e-12,2.626445972925027e-10,7.413507110545222e-11,1.6454723289028662e-11,5.534844970067659e-16,4.1506049272409994e-16,5.058349271950554e-14,1.112665427464104e-16,2.7109653567897693e-12,2.7002818955847057e-14,3.76,0.0,0.5648286931336182,0.9969787239181026,3.3875712925834844e-08,3.479131975367678e-09,0.01825478025171776,0.018256635937934636,4.249589827766049e-08,2.0246277821809207e-10,0.003015068254011664,4.574930183916416e-09,6.549908548343081e-10,1.213997610958386e-06,9.7901465216398e-08,1.924094904667093e-06,4.038553560265617e-06,0.001100425179950895,3.7222358839279577e-09,3.4502615669965683e-07,3.549829132916586e-08,2.0548705521630346e-10,6.1242130435898706e-09,2.073907654521577e-08,3.4603234263940646e-12,2.1609450667949907e-12,4.794949241673807e-09,7.253353985698604e-14,2.4053784782141045e-07,2.0577156283859895e-11,9.249782906266259e-09,7.740050350198776e-14,8.234903413855539e-13,9.672420656050517e-11,5.6732158282922316e-15,1.2811348736895078e-17,5.934519844606096e-22,5.587528368535576e-21,1.9723376011353065e-19,2.2768046981887983e-13,1.34676087052393e-22,1.1191247604126491e-11,1.224236813778579e-16,2.1255932479196653e-12,1.4659862901101714e-16,1.5923784907272226e-13,5.334414883034254e-10,7.943970732011686e-12,2.0285149367906425e-14,3.857313855526326e-11,3.349991514188296e-11,2.9556580698385966e-15
3.7269426748991284e-08,0.8718742483318236,5.325355619794024e-06,1.3899428351256605e-07,5.558089474032615e-07,1.258992674439124e-06,0.0,0.0,5.8175893375647395e-06,7.319496653612203e-10,1.477258513220259e-09,4.2335497060165375e-10,3.2785086093730407e-12,3.133521097581585e-19,7.747535809012537e-14,2.819875070085363e-10,2.4512541678449404e-07,3.0025112665826016e-10,2.1057433736762962e-14,4.931206888135946e-14,9.191598210883086e-07,3.2410979650279827e-12,3.205157014347501e-10,8.45680717167242e-14,7.17286692943067e-12,2.893775314729505e-10,7.91898071720126e-11,1.7674249776195283e-11,6.056259429690448e-16,4.499477606464781e-16,5.384505876916242e-14,1.2285639770284365e-16,2.958849785768183e-12,3.0193758118910085e-14,3.76,0.0,0.5643885597544749,0.9969785654554646,3.6485915317787455e-08,3.6819031044593597e-09,0.018681761544311493,0.018683704688122194,4.351237996128544e-08,2.0750196929723551e-10,0.003015067775521782,4.951957812979127e-09,7.232263378218598e-10,1.2279960073042747e-06,9.927954801353073e-08,1.9958771982730634e-06,4.175405508477282e-06,0.0011261566491712134,4.014543176120066e-09,3.6151591982283464e-07,3.637387968119633e-08,2.1531593102704536e-10,6.293199530841264e-09,2.0990221001448154e-08,3.7773231670634336e-12,2.347605140804291e-12,5.0080354706709364e-09,8.085675747817098e-14,2.487479531756705e-07,2.0814651818704816e-11,9.796766538083055e-09,8.39273408980665e-14,8.63949886854635e-13,1.0639126274902515e-10,6.255426568954483e-15,1.435807220982055e-17,6.637968567561389e-22,6.264920749490384e-21,2.168687432583845e-19,2.419381628368703e-13,1.5042403761046925e-22,1.1392625055208487e-11,1.2625030876958838e-16,2.151692449754578e-12,1.4938999497709932e-16,1.717722670855793e-13,5.379060064100288e-10,8.226329422271854e-12,2.129927464921885e-14,3.999467983448592e-11,3.465836351968682e-11,3.0802653407976483e-15
3.8135392921359886e-08,0.8719457569143947,5.48577521322282e-06,1.4581436094681334e-07,5.83693923792226e-07,1.3280938450191811e-06,0.0,0.0,5.949746002905101e-06,7.66267583821984e-10,1.5831810861399807e-09,4.431486864834222e-10,3.559570293675889e-12,3.4391225387387654e-19,8.132043175553696e-14,2.8685837902959896e-10,2.532311015267056e-07,3.2532717456427763e-10,2.3694041095726225e-14,5.425563045201013e-14,9.621721210853613e-07,3.460359403720657e-12,3.216787660685786e-10,9.016962271113745e-14,7.448944687117089e-12,3.180651546891666e-10,8.445070387941944e-11,1.8952258157261844e-11,6.613043437367623e-16,4.868019132862945e-16,5.72322349815781e-14,1.3530914959593472e-16,3.2223458842955766e-12,3.3669545462787677e-14,3.76,0.0,0.5639487663979358,0.9969784064370937,3.9229939403972755e-08,3.8912824673427884e-09,0.01910840909117771,0.019110441711500725,4.4528067131827706e-08,2.1253722172618536e-10,0.003015067295353452,5.350197437912524e-09,7.967613019578523e-10,1.2420680243936876e-06,1.0066100425047605e-07,2.0686560948056973e-06,4.313813383102327e-06,0.0011518676435936445,4.3224957730127526e-09,3.783851412455919e-07,3.724954211249147e-08,2.2537140022067475e-10,6.463212973703537e-09,2.1242168134828398e-08,4.115220879553237e-12,2.5454371636552442e-12,5.226004108487299e-09,8.990756157480631e-14,2.5705311568761887e-07,2.1053334509822728e-11,1.036222934543727e-08,9.083577035026286e-14,9.053817743656539e-13,1.167738700707967e-10,6.881902886828827e-15,1.6047228210539303e-17,7.404974230779158e-22,7.006166249052795e-21,2.379604929657306e-19,2.567155006136915e-13,1.6757501927764235e-22,1.1591795084685655e-11,1.3003760065760976e-16,2.1778371090551222e-12,1.5214673250586056e-16,1.8494049978782088e-13,5.424256005067226e-10,8.512658725590845e-12,2.233926514857999e-14,4.143521919836561e-11,3.583130520218922e-11,3.2066886772140094e-15
3.900135909372849e-08,0.8720172105135443,5.647102270255533e-06,1.5277588222844101e-07,6.122901138714035e-07,1.3991950826589e-06,0.0,0.0,6.081768584267548e-06,8.013666500660657e-10,1.6941287090430555e-09,4.6328360431386093e-10,3.857631455639971e-12,3.765527897923364e-19,8.525165287147007e-14,2.916901946909168e-10,2.6142661387725887e-07,3.519688923795878e-10,2.6584844192482447e-14,5.956450662901756e-14,1.0061587697061943e-06,3.6887687456153506e-12,3.2276652887332537e-10,9.599067098385206e-14,7.728403285704619e-12,3.4879564030568443e-10,8.992039698866313e-11,2.0290091997830434e-11,7.206766044464455e-16,5.256854328586103e-16,6.074777538709022e-14,1.486638047525438e-16,3.5019915748751654e-12,3.7447533710493447e-14,3.76,0.0,0.5635093127863264,0.9969782468611766,4.2111333182257835e-08,4.107334387513198e-09,0.01953472314862621,0.0195368472652733,4.554296039953583e-08,2.1756853851361177e-10,0.0030150668135011985,5.770318311814905e-09,8.758701661145453e-10,1.2562148907416324e-06,1.020459509090445e-07,2.1424341391731927e-06,4.45378529060543e-06,0.0011775581784837807,4.646561401379335e-09,3.956334722022823e-07,3.8125294588284724e-08,2.3565326655785616e-10,6.634262371663187e-09,2.149502260564288e-08,4.474902305513648e-12,2.7548417337891367e-12,5.448878114849846e-09,9.973067139117227e-14,2.654538254341389e-07,2.1293233336167106e-11,1.0946386390896207e-08,9.813911055714384e-14,9.477864061134862e-13,1.27906848818268e-10,7.55485647939407e-15,1.7888037974168783e-17,8.2395724404752315e-22,7.815683455273474e-21,2.605832644294503e-19,2.720193158634349e-13,1.8621686335001425e-22,1.1789121919553395e-11,1.3378590241862609e-16,2.2040436874354832e-12,1.548735686131134e-16,1.9875718825209052e-13,5.470005473851116e-10,8.802992325293025e-12,2.340537206850108e-14,4.2894788278378224e-11,3.7018842474252516e-11,3.3349224791772e-15
3.986732526609709e-08,0.8720886091738631,5.809335746985709e-06,1.5987747566556694e-07,6.415983523393802e-07,1.4723052370695972e-06,0.0,0.0,6.2136572719576885e-06,8.372464764397866e-10,1.8102280291106793e-09,4.837568766497188e-10,4.173296978792046e-12,4.113551239590974e-19,8.9268705331586e-14,2.964916601268864e-10,2.6971244040171274e-07,3.802432110764597e-10,2.9747275315472876e-14,6.525650115039961e-14,1.0511191618291643e-06,3.926470420009873e-12,3.2378419202237175e-10,1.0203457909941917e-13,8.01124473715519e-12,3.816586838843709e-10,9.560145458686416e-11,2.168909372104733e-11,7.8390372644195855e-16,5.666617836634729e-16,6.439455286076951e-14,1.6295997475821866e-16,3.798326502112926e-12,4.1545634731682387e-14,3.76,0.0,0.5630701986422701,0.9969780867258944,4.513365344246782e-08,4.330123424402127e-09,0.019960703972733716,0.01996292160643644,4.655706037410329e-08,2.2259592267074853e-10,0.0030150663299595287,6.212995524833543e-09,9.608346965771197e-10,1.2704375701392785e-06,1.0343448200191076e-07,2.217213968897242e-06,4.595329458777953e-06,0.0012032282690948564,4.987211861448492e-09,4.1326056572761075e-07,3.9001153147809875e-08,2.46161334336237e-10,6.806356738915223e-09,2.1748871798134765e-08,4.857273232106654e-12,2.976226432201368e-12,5.676680734788287e-09,1.1037247473717948e-13,2.7395058044924364e-07,2.1534371367854335e-11,1.1549453887944425e-08,1.0585088728148109e-13,9.911642071209e-13,1.398258499033206e-10,8.276552963343399e-15,1.989008303064552e-17,9.145953620503205e-22,8.698097663536345e-21,2.8481360994463027e-19,2.87856453111312e-13,2.0644072617513232e-22,1.1984964730293608e-11,1.3749591998508312e-16,2.230326014447576e-12,1.5757519408392328e-16,2.132369217738338e-13,5.516311299077146e-10,9.09736430123043e-12,2.449785477309284e-14,4.437342026024658e-11,3.822107924482597e-11,3.4649629488697923e-15
4.0733291438465694e-08,0.8721599529399373,5.9724748083313755e-06,1.6711781311862176e-07,6.716194202793241e-07,1.5474331268877611e-06,0.0,0.0,6.345412256216157e-06,8.739066710049807e-10,1.9316066874068616e-09,5.045662692740241e-10,4.507177345264307e-12,4.484015642549186e-19,9.337130850782944e-14,3.012713338062588e-10,2.780890749767765e-07,4.102185933237936e-10,3.319949062649465e-14,7.13498609474727e-14,1.097052692634865e-06,4.173606644864542e-12,3.247366286765379e-10,1.0830475138066971e-13,8.297473512370057e-12,4.1674548549195805e-10,1.0149637883762728e-10,2.3150604662560696e-11,8.51150881272417e-16,6.097954388000805e-16,6.81755598260813e-14,1.7823786465047987e-16,4.111891809163798e-12,4.5982319322929686e-14,3.76,0.0,0.5626314236886842,0.9969779260294205,4.830046550234327e-08,4.55971437921501e-09,0.02038635181934421,0.02038866499178033,4.757036766466923e-08,2.27619377209842e-10,0.0030150658447229317,6.678909929421738e-09,1.0519440327196004e-09,1.2847368058707636e-06,1.0482667239789627e-07,2.292998296329436e-06,4.738454209530431e-06,0.0012288779306677926,5.3449230080362295e-09,4.312660766518416e-07,3.98771338870539e-08,2.568954083863092e-10,6.979505099648794e-09,2.200378845179365e-08,5.263259737381289e-12,3.2100059214097692e-12,5.90943549430629e-09,1.218810558039078e-13,2.825438850049848e-07,2.177676675157666e-11,1.2171649216473759e-08,1.1398483496169327e-13,1.0355156249887235e-12,1.5256735460565726e-10,9.04931183803535e-15,2.2063311246495744e-17,1.0128465588946121e-21,9.6582468749146e-21,3.107304174873414e-19,3.0423376929852365e-13,2.283411441885716e-22,1.217967692860527e-11,1.4116869068415096e-16,2.2566956801951076e-12,1.6025625114210737e-16,2.2839424156081635e-13,5.563176357497242e-10,9.39580908138299e-12,2.561698011127166e-14,4.58711495728084e-11,3.943812083354413e-11,3.596807927356296e-15
