Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H4F2(1),O2(2),H2O(3),CH4(4),CH2CHF(56),HF(38),C2H3F(137),C2H3F(136),O2(141),CH2CF(70),CH2CFO(79),C2H3F2(66),C2H3F2(64),CH2CF2(57),C2H2F2(59),CH2F(46),C2H2F(71),CHFO(47),C2H4F(62),S(289),C2H4F(63),C2H3F2(65),CF2CH(73),C2HF2(72),CH2F2(41),S(787),CF2(43),S(495),C2HF(58),CF2O(49),C2H2O(134),S(435),S(2464),S(1651),S(1682),CF3CHO(75),CF2CO(76),S(783),S(2674),CHO2(159),S(3132),S(537),S(1330),C2HF(1925),S(125),S(977),S(975),S(990),CHF2(82),S(499)
6.886783660841948e-10,0.868802802392587,5.071047369050559e-09,4.035125654109499e-12,1.2786952382289236e-10,2.6949468216628664e-10,0.0,0.0,1.0999422650618245e-07,2.513547429953314e-13,9.546500903353167e-15,2.9940959261650085e-15,1.70091685185988e-18,1.8910219387941383e-26,2.764430071995061e-18,5.473785061839997e-13,2.6958899999387497e-10,1.7080059568603236e-15,2.194253765010997e-22,2.311085968528135e-20,3.1658904804717846e-10,2.382090703167172e-17,1.8295282026217403e-11,5.933232805470426e-20,3.881486104040683e-16,1.2998495497115461e-17,5.421922496947266e-16,2.0282407093208955e-17,1.0565316093266385e-23,1.2382996611460014e-23,4.936407610889787e-20,6.742461359162737e-25,4.0158672138292123e-19,7.459673249451519e-23,3.76,0.0,0.5832807472109323,0.9975664035525847,1.5926727757331582e-13,6.282007834499028e-14,0.0003509400216438909,0.0003509411130370771,2.770575007439427e-10,5.835979171235895e-13,0.0024334863236743806,5.261908868676706e-14,7.664377140512034e-15,1.0303493165823821e-07,1.72968854232729e-09,3.4350660784206883e-10,4.76667017064706e-09,2.1160852659923933e-05,1.5993131697783944e-13,1.2539911041941233e-10,1.5277280530401743e-10,6.22468404092893e-14,2.8465041657826232e-11,1.5562393014632311e-10,3.1816851014336776e-17,7.122206195636083e-18,1.9934814536313687e-11,2.1896058857882622e-20,2.6965338046605166e-10,4.706518367011015e-13,1.6122187642684876e-13,2.677122005105907e-20,5.177173918737918e-17,6.200290221544453e-16,6.34298137934194e-21,3.8288858267238886e-25,3.15806035493055e-29,2.7026359519325767e-28,5.130472517702062e-25,4.389656225643134e-19,1.239714508782945e-29,7.359496674353643e-15,3.294461378445062e-21,2.0864344734145953e-15,4.4009177958368415e-20,5.944341594684698e-20,1.8818809221029765e-10,8.76604005173872e-15,5.896571589702909e-19,7.19912842992883e-15,3.774857489640482e-14,1.898060649894095e-19
7.000059921214874e-10,0.8688037688621254,5.240647757107492e-09,4.188626339540943e-12,1.3214972074291171e-10,2.745211305426108e-10,0.0,0.0,1.1180105359358075e-07,2.5968795339399946e-13,1.0025007801982673e-14,3.1773221587220743e-15,1.8124129604009747e-18,2.0038981066424673e-26,2.8842870489698033e-18,5.651450315185166e-13,2.783504717846128e-10,1.7932499437588513e-15,2.322129546624585e-22,2.4278204845244497e-20,3.270885527406994e-10,2.501455308281912e-17,1.8587583521170788e-11,6.328230425598785e-20,4.0721262076350656e-16,1.39512222377521e-17,5.694256048879042e-16,2.160459856834237e-17,1.145090502561069e-23,1.3419044089903543e-23,5.264499321693008e-20,7.340444896660782e-25,4.286754082705845e-19,8.093705906405892e-23,3.76,0.0,0.5832748008338889,0.9975508704831071,1.6729355524693995e-13,6.593861607613864e-14,0.0003567105782268156,0.0003567117041370043,2.8507104414863695e-10,6.020270097546708e-13,0.0024490175820014227,5.441688485368425e-14,7.942271486977066e-15,1.0461674973125386e-07,1.780636615265327e-09,3.5971011551782467e-10,4.9210551665533185e-09,2.1508802127531993e-05,1.6526278045590463e-13,1.295554928708674e-10,1.574295846363738e-10,6.450360605014643e-14,2.9313449299402385e-11,1.6052599244389502e-10,3.280056887484471e-17,7.393257144660908e-18,2.028160920635259e-11,2.2972411250637767e-20,2.7841804756381253e-10,4.843526086670124e-13,1.692298540310457e-13,2.856123233259804e-20,5.464587135645024e-17,6.469636232351944e-16,6.7195799935186055e-21,4.0791783830398643e-25,3.3593459720547195e-29,2.875082830435812e-28,5.3509292285246535e-25,4.692494015345676e-19,1.3158464369466718e-29,7.689810768772033e-15,3.463749479119819e-21,2.184818794267574e-15,4.6101596924291807e-20,6.34230781575282e-20,1.9041658532527085e-10,9.050224997491118e-15,6.203111316036208e-19,7.539644616286877e-15,3.8974211919466366e-14,1.9811173931542646e-19
7.113336181587799e-10,0.8688047353223234,5.413060292223105e-09,4.346385018284071e-12,1.3650171903659906e-10,2.7957682354092635e-10,0.0,0.0,1.1360782854640367e-07,2.6815697863209677e-13,1.0519233380518952e-14,3.368443845803434e-15,1.9292020090177405e-18,2.121677624222607e-26,3.0074431205538996e-18,5.831827868885466e-13,2.872462496448893e-10,1.881270729828331e-15,2.4550917852804816e-22,2.548463708695229e-20,3.377593049526672e-10,2.624738134694524e-17,1.887961155152874e-11,6.742460445408176e-20,4.268776713059243e-16,1.495628489811403e-17,5.975571839338071e-16,2.2988947630302852e-17,1.2394490184304708e-23,1.4522752451936104e-23,5.608521178296157e-20,7.9804102408325e-25,4.571123901986092e-19,8.770140581204887e-23,3.76,0.0,0.5832688545173506,0.9975357521443082,1.755863547243687e-13,6.915761792567349e-14,0.0003624810756612022,0.00036248223657933193,2.931656740621691e-10,6.207132331164045e-13,0.0024641341096292412,5.6247269057603046e-14,8.225465535738052e-15,1.0619512176028979e-07,1.8321330301534596e-09,3.76385436789755e-10,5.077783189269979e-09,2.1856747979427228e-05,1.7068313786215486e-13,1.3377958862423242e-10,1.6214396393751864e-10,6.680297646963391e-14,3.01715350069307e-11,1.654958074126014e-10,3.379772854508646e-17,7.670534407320956e-18,2.062902488468455e-11,2.40830666958727e-20,2.873171236386481e-10,4.981938067574499e-13,1.7749609316934023e-13,3.043903664857995e-20,5.762135254705988e-17,6.745636554032341e-16,7.111282392143062e-21,4.341330047232187e-25,3.5697780952689565e-29,3.055380463124337e-28,5.576649533980629e-25,5.010539789839546e-19,1.3952327526540076e-29,8.02874864769718e-15,3.638844281846255e-21,2.2860489147164384e-15,4.825569522559717e-20,6.759832444653764e-20,1.9262264469249054e-10,9.338737522232555e-15,6.520086198081148e-19,7.890091432267493e-15,4.0218584438234877e-14,2.0664763313332299e-19
7.226612441960724e-10,0.8688057017731816,5.588284995135669e-09,4.5084702515635844e-12,1.4092558470012188e-10,2.846622423968517e-10,0.0,0.0,1.1541455211014825e-07,2.7676181628994917e-13,1.1029431114565338e-14,3.567658045770149e-15,2.0514412796962767e-18,2.2444984193849013e-26,3.1339392351503183e-18,6.014911980089039e-13,2.962760676800954e-10,1.972112008661673e-15,2.593250136074986e-22,2.6730835047702912e-20,3.486013032932985e-10,2.752002193896224e-17,1.9171366383278325e-11,7.176523890068175e-20,4.471522720140123e-16,1.6015589605557688e-17,6.266016403563715e-16,2.4437262158031586e-17,1.3398832754243214e-23,1.5697327735215448e-23,5.968968138793882e-20,8.664528447650386e-25,4.869417212313738e-19,9.49106866340921e-23,3.76,0.0,0.5832629082613154,0.9975210374748512,1.841501143165858e-13,7.247860902281675e-14,0.00036825151394940175,0.00036825271036466586,3.0134023800311817e-10,6.396553079777605e-13,0.0024788469678942594,5.81103899649384e-14,8.513966945358147e-15,1.0777005685955213e-07,1.884170539894803e-09,3.9353760356220226e-10,5.236848963121403e-09,2.2204690215645143e-05,1.7619248807048005e-13,1.380713964066903e-10,1.6691545436442735e-10,6.914497956027541e-14,3.103919498644526e-11,1.7053301262330625e-10,3.4808300344050575e-17,7.954102995530727e-18,2.0977062001407194e-11,2.522855007366886e-20,2.9635034435722514e-10,5.12173358549113e-13,1.8602452712165426e-13,3.24074176038772e-20,6.069954467641967e-17,7.028326611352589e-16,7.518395485101012e-21,4.615694631382809e-25,3.78960737347407e-29,3.2437448946632713e-28,5.8076519746251345e-25,5.344268989154994e-19,1.4779520408226647e-29,8.376363065321739e-15,3.819849231033753e-21,2.390153619804663e-15,5.047215589763772e-20,7.197538256500308e-20,1.948064970878659e-10,9.631568405831287e-15,6.847662105513791e-19,8.250574265964955e-15,4.148165391602726e-14,2.1541655924527137e-19
7.339888702333649e-10,0.8688066682147,5.766321829677694e-09,4.674950574670355e-12,1.454213837802091e-10,2.897778683280433e-10,0.0,0.0,1.1722122501076249e-07,2.855024640020514e-13,1.1555854457909904e-14,3.7751629015864985e-15,2.179289909150733e-18,2.372500370696315e-26,3.2638162405993284e-18,6.200696915743717e-13,3.05439660496127e-10,2.065817438454268e-15,2.736714636903784e-22,2.801747965578287e-20,3.5961454637288106e-10,2.883310484888421e-17,1.946284828207433e-11,7.631030195270341e-20,4.680448969572176e-16,1.7131074613224753e-17,6.565736314432519e-16,2.5951369460514973e-17,1.446677763077243e-23,1.694607218788252e-23,6.346341949591453e-20,9.395042160054717e-25,5.182081665466131e-19,1.0258649660635674e-22,3.76,0.0,0.5832569620657814,0.9975067157044694,1.9298927649505987e-13,7.590311142581104e-14,0.0003740218930937432,0.0003740231254936116,3.0959359974848e-10,6.588519605952184e-13,0.0024931669270625307,6.000639832591004e-14,8.80778306661247e-15,1.0934156410023008e-07,1.9367419707246747e-09,4.1117158286107644e-10,5.39824722791876e-09,2.255262883622119e-05,1.8179093167269695e-13,1.424309149797647e-10,1.717435712118631e-10,7.152964014779035e-14,3.191632659937066e-11,1.756372469883169e-10,3.583225689188082e-17,8.244028309612683e-18,2.1325720985598896e-11,2.6409386572172652e-20,3.0551744588354753e-10,5.26289214782176e-13,1.9481908159437406e-13,3.446920074839013e-20,6.388178066844055e-17,7.317741133648413e-16,7.941225354512734e-21,4.90263039474268e-25,4.0190867498729265e-29,3.440394189207179e-28,6.043954456068846e-25,5.694162331777983e-19,1.5640832647333004e-29,8.732705165199657e-15,4.0068679486342204e-21,2.497161245151947e-15,5.275165381635982e-20,7.656057290560671e-20,1.9696836701015784e-10,9.928708454247633e-15,7.186004023223499e-19,8.621197114621476e-15,4.276338190032305e-14,2.2442132016615705e-19
7.453164962706574e-10,0.8688076346468786,5.947170703227284e-09,4.845894496033485e-12,1.499891823719131e-10,2.94924182527504e-10,0.0,0.0,1.1902784795499243e-07,2.9437891945610507e-13,1.2098756842618458e-14,3.991157617535354e-15,2.312908877344471e-18,2.5058253130924724e-26,3.3971148843221666e-18,6.389176952569246e-13,3.1473676319862505e-10,2.1624306420272153e-15,2.8855957494463206e-22,2.9345254157165924e-20,3.7079903280177305e-10,3.0187259941843236e-17,1.9754057513241523e-11,8.106597181764355e-20,4.895639843542695e-16,1.830471038432068e-17,6.874878182404808e-16,2.753311612585475e-17,1.5601254106337576e-23,1.8272385022906067e-23,6.741151121751596e-20,1.0174266299922802e-24,5.509572025345693e-19,1.107511196437036e-22,3.76,0.0,0.5832510159307467,0.9974927763487955,2.021082878939434e-13,7.943264412601924e-14,0.00037979221309653467,0.00037979348196677504,3.179246391753022e-10,6.783019227049468e-13,0.0025071044714998635,6.19354469736093e-14,9.106920954658152e-15,1.1090965251092442e-07,1.9898402217152615e-09,4.2929227728627073e-10,5.561972738902101e-09,2.29005638411908e-05,1.8747857097651016e-13,1.468581431381176e-10,1.766278338880229e-10,7.395698009858408e-14,3.28028283533305e-11,1.808081507584858e-10,3.6869573100453796e-17,8.540376140255855e-18,2.167500226531759e-11,2.762610171549906e-20,3.1481816487820194e-10,5.40539349183872e-13,2.0388367472869313e-13,3.662725250137093e-20,6.716936545933996e-17,7.613914180870566e-16,8.380077224536164e-21,5.202500028034365e-25,4.2584714434004945e-29,3.6455484156417515e-28,6.285574275414707e-25,6.060705729343349e-19,1.6537057606288003e-29,9.09782450382991e-15,4.2000042305918256e-21,2.6070996796568413e-15,5.509485574730099e-20,8.1360308346798e-20,1.991084766968724e-10,1.0230148499410907e-14,7.535276083137253e-19,9.002062594125434e-15,4.406373002257675e-14,2.336647081383902e-19
7.679717483452425e-10,0.8688095674832168,6.317303921581147e-09,5.201447021203845e-12,1.5934104267733155e-10,3.053108002746889e-10,0.0,0.0,1.2264094671144109e-07,3.1253924458979417e-13,1.3235012357435442e-14,4.4494183601064946e-15,2.5981107886169756e-18,2.7890213462092394e-26,3.674139576290669e-18,6.77419948482442e-13,3.337304411706377e-10,2.364554687198952e-15,3.2000514283766398e-22,3.21269378022561e-20,3.936817301492757e-10,3.3021305513264944e-17,2.033565903238446e-11,9.123426032863285e-20,5.345151215073911e-16,2.083447266534227e-17,7.522014419113055e-16,3.0907007613421973e-17,1.8081952722215577e-23,2.1171810547055516e-23,7.585143069106862e-20,1.1888475453908836e-24,6.210885096392319e-19,1.2863949739691915e-22,3.76,0.0,0.5832391238421685,0.997466004281677,2.2120366574113302e-13,8.68128611103029e-14,0.0003913326756865946,0.0003913340189481771,3.3481534853982703e-10,7.179567296446321e-13,0.002533872916074825,6.589328687170055e-14,9.721188987514522e-15,1.1403560875131164e-07,2.0975891369259593e-09,4.670131068278261e-10,5.89638459659726e-09,2.3596423004452262e-05,1.9912185447378354e-13,1.5591572353379892e-10,1.865628945506558e-10,7.893977265454419e-14,3.460354190069298e-11,1.9134853416591205e-10,3.8984195457732174e-17,9.152604499749916e-18,2.237543341843547e-11,3.0169272348030746e-20,3.3381940438415295e-10,5.694344595312245e-13,2.2283861184381893e-13,4.124383067680031e-20,7.406564986137437e-17,8.226669201874036e-16,9.307063097933805e-21,5.8425136314466835e-25,4.767988765908878e-29,4.082261736364604e-28,6.784832555955457e-25,6.845711650080428e-19,1.8437436855994323e-29,9.854585597436382e-15,4.605045489730149e-21,2.8358783421951906e-15,5.997499896274657e-20,9.162952616717304e-20,2.0332429325527113e-10,1.0845892034016192e-14,8.267262351547919e-19,9.794925160742695e-15,4.6720133623478435e-14,2.5287848320857334e-19
7.906270004198275e-10,0.8688115002821976,6.698682808094314e-09,5.5756753063982384e-12,1.6898169521478453e-10,3.1582594427222154e-10,0.0,0.0,1.2625385367209937e-07,3.312427741938205e-13,1.4440224686962594e-14,4.9440536470705915e-15,2.9083710103940646e-18,3.09526059595353e-26,3.965337290804117e-18,7.169933983930019e-13,3.53254992386291e-10,2.5788324259668836e-15,3.537509238090672e-22,3.508139991871128e-20,4.172493842200685e-10,3.602719507771211e-17,2.091617305685781e-11,1.0232119173437104e-19,5.820724772384353e-16,2.3621272252468373e-17,8.208598746902066e-16,3.4574084650093595e-17,2.0866096657255157e-23,2.4424787931308008e-23,8.505145932088489e-20,1.3827156437975829e-24,6.977136841389519e-19,1.4876833376814586e-22,3.76,0.0,0.5832272319955667,0.9974406427785522,2.414719043172429e-13,9.463135081939892e-14,0.00040287290173762904,0.00040287432131371723,3.5200371716921067e-10,7.586096918277346e-13,0.0025592307965568942,6.998517394932215e-14,1.0356822297347424e-14,1.17147996985576e-07,2.207361904075135e-09,5.067380525464484e-10,6.2400428830615335e-09,2.4292267705712345e-05,2.1112319124000294e-13,1.6524412854230338e-10,1.9671687237998177e-10,8.409347936506631e-14,3.644054603989736e-11,2.021513114443055e-10,4.115201195641809e-17,9.791322339814358e-18,2.3078358864713854e-11,3.286227510856736e-20,3.5335196604179313e-10,5.98842928121736e-13,2.429205327997687e-13,4.628089610143937e-20,8.139826818482905e-17,8.866852318097693e-16,1.030177615950277e-20,6.538724812510545e-25,5.320245574256213e-29,4.555684648367938e-28,7.305554778243778e-25,7.703274192123172e-19,2.0487076525331233e-29,1.0647012593438327e-14,5.035806645535315e-21,3.0767039580003687e-15,6.511776062484148e-20,1.0283617928094546e-19,2.0745568042530723e-10,1.1478726173249317e-14,9.04491607588316e-19,1.0629955883382754e-14,4.945055943785086e-14,2.7308001824827776e-19
8.132822524944126e-10,0.8688134330438213,7.0913046524137485e-09,5.9691263302892436e-12,1.7891167021482746e-10,3.264734622442272e-10,0.0,0.0,1.29866573847203e-07,3.504894915532403e-13,1.5716420517622505e-14,5.476692125438204e-15,3.2450421479266646e-18,3.4257488859243076e-26,4.271030412472647e-18,7.576335011516162e-13,3.733083155776174e-10,2.8056115783299463e-15,3.898870185782327e-22,3.821419364689255e-20,4.415019838994621e-10,3.92099630628501e-17,2.149560169766458e-11,1.143791749189039e-19,6.323022771732329e-16,2.6682016223387306e-17,8.935805395919717e-16,3.8549791748056324e-17,2.3980259656323982e-23,2.806211285257458e-23,9.505468036543317e-20,1.6011513851174795e-24,7.812221553151838e-19,1.7134177628949494e-22,3.76,0.0,0.5832153403909272,0.997416617548268,2.6294872681267955e-13,1.0290015535164336e-13,0.0004144128912673577,0.0004144143890682397,3.6948134168089105e-10,8.002508592954927e-13,0.0025832524040934023,7.421240575404791e-14,1.1013868064802432e-14,1.2024688796823994e-07,2.3191042687927963e-09,5.485040790097233e-10,6.592906187609729e-09,2.4988097945253388e-05,2.234834612801256e-13,1.7484334957831761e-10,2.0708606732451592e-10,8.941818074768524e-14,3.831306881547126e-11,2.1321365238276293e-10,4.3372903073657053e-17,1.0457070333612997e-17,2.3783781991685998e-11,3.5709330757787763e-20,3.7341376090943127e-10,6.287493478188683e-13,2.6416051155098423e-13,5.17628405828906e-20,8.91766942634603e-17,9.534714864212974e-16,1.1366624313271237e-20,7.294192843973601e-25,5.917363307365929e-29,5.06764804545069e-28,7.847861057715066e-25,8.637457316140092e-19,2.2692451756038272e-29,1.1475448090513766e-14,5.4931238484054994e-21,3.329783943688908e-15,7.052818990456135e-20,1.1503487833681905e-19,2.115043369180615e-10,1.2128578487418984e-14,9.869520093088412e-19,1.1507927324080926e-14,5.2254703514532655e-14,2.942912840520143e-19
8.359375045689976e-10,0.8688153657680892,7.495165900856506e-09,6.382346523342033e-12,1.89131498433504e-10,3.372572006370902e-10,0.0,0.0,1.334791119833274e-07,3.7027938068341804e-13,1.7065626199026488e-14,6.048976459964826e-15,3.60950478522024e-18,3.7817240778114653e-26,4.59153973888839e-18,7.993357282173445e-13,3.938883173772651e-10,3.0452393071933377e-15,4.285044910977967e-22,4.153091282247502e-20,4.664395180737951e-10,4.257464190048759e-17,2.2073947060774548e-11,1.2746192623014826e-19,6.852701830694356e-16,3.003411721899914e-17,9.704809190561512e-16,4.2849861079917635e-17,2.745246133828628e-23,3.211623718135385e-23,1.0590522770957633e-19,1.8463989213456427e-24,8.72014745854122e-19,1.9657603793152976e-22,3.76,0.0,0.5832034490282371,0.9973938582245886,2.856699232470422e-13,1.1163126828992687e-13,0.00042595264429318326,0.00042595422221658875,3.872400555634202e-10,8.428703686459313e-13,0.0026060081049151173,7.857631304888984e-14,1.1692369950104451e-14,1.233323518266944e-07,2.4327630764550677e-09,5.923471799665137e-10,6.954933338830476e-09,2.5683913723357354e-05,2.3620357183349424e-13,1.8471337846844422e-10,2.1766684190625093e-10,9.491392054642984e-14,4.022035539967092e-11,2.2453274779902143e-10,4.564678470054415e-17,1.1150395679323025e-17,2.4491706170389222e-11,3.8714669579036654e-20,3.9400270789594437e-10,6.591386561286226e-13,2.865895021434729e-13,5.771469943194011e-20,9.741001612284136e-17,1.023050004638458e-15,1.2503999152215103e-20,8.112046223056357e-25,6.561497751982118e-29,5.620013224880177e-28,8.41186509687625e-25,9.6523978194404e-19,2.5060092141617426e-29,1.2340212330738365e-14,5.9778355723746805e-21,3.595318936087066e-15,7.621121285512482e-20,1.2828169264413732e-19,2.154719273701074e-10,1.2795376945343486e-14,1.0742344924127365e-18,1.242959123102042e-14,5.513226322181145e-14,3.16534089505629e-19
8.585927566435826e-10,0.8688172984550009,7.910262186426757e-09,6.815881713854212e-12,1.9964171101508096e-10,3.4818100417589475e-10,0.0,0.0,1.3709147258638348e-07,3.9061242626621483e-13,1.8489867749770384e-14,6.662561806817652e-15,4.003166727281203e-18,4.164456402253665e-26,4.927184490358069e-18,8.420955661165922e-13,4.1499291226728083e-10,3.29806222580694e-15,4.696953673479657e-22,4.503719377047484e-20,4.920619756304379e-10,4.612626202779515e-17,2.2651211247287303e-11,1.4162445250355374e-19,7.410412983765651e-16,3.369548219686229e-17,1.0516785546674942e-15,4.7490301434055847e-17,3.131221688707698e-23,3.6621323624932855e-23,1.1764827008715038e-19,2.120829842672826e-24,9.705036785783111e-19,2.2469991876337355e-22,3.76,0.0,0.5831915579074823,0.9973722980234846,3.096713505838414e-13,1.2083663497967286e-13,0.0004374921608322042,0.0004374938207636082,4.0527191869924283e-10,8.864584424901993e-13,0.002627564683046444,8.307825976721826e-14,1.2392368869971807e-14,1.2640445808965742e-07,2.548286239215225e-09,6.383024084570538e-10,7.3260834007184e-09,2.6379715040305834e-05,2.49284457255991e-13,1.9485420737461894e-10,2.284556195967502e-10,1.0058071257913558e-13,4.2161667482662355e-11,2.3610580934341797e-10,4.7973607510397196e-17,1.1871852246483375e-17,2.5202134755261913e-11,4.188253399997062e-20,4.1511673370984634e-10,6.899961234324726e-13,3.102383392830831e-13,6.416214617856318e-20,1.0610692427123734e-16,1.0954444605188093e-15,1.371627459572426e-20,8.995481933406984e-25,7.254838059873641e-29,6.214671085906887e-28,8.997675954532202e-25,1.0752301968016782e-18,2.7596578961843886e-29,1.3241604780239833e-14,6.490782389788941e-21,3.873502980454485e-15,8.217163582316717e-20,1.4263413963998677e-19,2.1936008340045427e-10,1.347904990236724e-14,1.1664647856352693e-18,1.3395679201449e-14,5.808293723483546e-14,3.3983008302809687e-19
8.812480087181677e-10,0.8688192311045577,8.336588333033496e-09,7.270277119837211e-12,2.1044283947859266e-10,3.592487158051248e-10,0.0,0.0,1.407036599236542e-07,4.1148861364432815e-13,1.9991170857743242e-14,7.319115656676795e-15,4.427462895734555e-18,4.575248536068623e-26,5.278282311518268e-18,8.859085164249258e-13,4.366200225743992e-10,3.564426398591757e-15,5.135526590603814e-22,4.8738715599148464e-20,5.183693454577889e-10,4.9869851887502576e-17,2.322739635344317e-11,1.5692304836735444e-19,7.99680169032648e-16,3.768451141110033e-17,1.1372910470710545e-15,5.2487396744264274e-17,3.5590544182188644e-23,4.1613253347339375e-23,1.3033000858905543e-19,2.42694363061057e-24,1.077112577533545e-18,2.5595489339762947e-22,3.76,0.0,0.5831796670286503,0.9973518737127796,3.3498893272667654e-13,1.3052815257361967e-13,0.00044903144090121643,0.00044903318471414117,4.235692160452915e-10,9.310053893347834e-13,0.002647985370658846,8.771964299858844e-14,1.3113903047919149e-14,1.2946327568991182e-07,2.6656227314367165e-09,6.864038810027981e-10,7.706315672177727e-09,2.7075501896380112e-05,2.6272707900268666e-13,2.0526582878936533e-10,2.394488845850449e-10,1.0641854116173511e-13,4.413628319149102e-11,2.4793006946937516e-10,5.0353356871146976e-17,1.2622000598188842e-17,2.591507108413639e-11,4.52171789812348e-20,4.3675377285462207e-10,7.21307351430379e-13,3.351377384304733e-13,7.113149173220678e-20,1.1527571556976875e-16,1.1706778921460041e-15,1.500580699956392e-20,9.94776540661036e-25,7.999606697584661e-29,6.853542095754339e-28,9.60539819280703e-25,1.1941444989316935e-18,3.0308545298854315e-29,1.4179904292246134e-14,7.032806939408063e-21,4.164523557383725e-15,8.841414592409531e-20,1.5815118317832864e-19,2.2317040375648045e-10,1.4179526099438813e-14,1.2637673002229512e-18,1.440690277210747e-14,6.110642553418592e-14,3.6420075277649343e-19
9.039032607927527e-10,0.8688211637167588,8.774138370286174e-09,7.746077319419871e-12,2.215354156677648e-10,3.704641764760661e-10,0.0,0.0,1.443156780325974e-07,4.329079287968308e-13,2.1571560881980195e-14,8.020317200393869e-15,4.8838549589286914e-18,5.015435839947087e-26,5.6451492766547745e-18,9.307700957042069e-13,4.5876757845030213e-10,3.84467734340415e-15,5.601704568923758e-22,5.26412011660894e-20,5.453616164452484e-10,5.381043792851899e-17,2.3802504470663625e-11,1.7341528724885097e-19,8.612507860083428e-16,4.202009656008759e-17,1.2274360557156252e-15,5.785770108583637e-17,4.03199877152175e-23,4.7129651791042604e-23,1.4399766833092506e-19,2.7673694864772298e-24,1.1922764716677212e-18,2.905953950761606e-22,3.76,0.0,0.583167776391728,0.9973325254809411,3.6165866053939997e-13,1.4071767017960326e-13,0.00046057048451671927,0.00046057231407303084,4.421244527796589e-10,9.765016032315237e-13,0.002667329979279919,9.250189294746658e-14,1.3857008207275264e-14,1.3250887297565175e-07,2.7847225735889393e-09,7.366847923552138e-10,8.095589685220554e-09,2.7771274291861152e-05,2.765324255722028e-13,2.1594823551738603e-10,2.506431809699377e-10,1.124273627539401e-13,4.61434967990208e-11,2.600027813334476e-10,5.2786052537402754e-17,1.3401408063396068e-17,2.663051847820995e-11,4.8722873170121936e-20,4.589117676091371e-10,7.530582675847292e-13,3.6131829610982895e-13,7.864968162725788e-20,1.2492431153706977e-16,1.248772742460809e-15,1.6374935024251238e-20,1.0972230242728681e-24,8.798059103902568e-29,7.538576023670597e-28,1.0235132531703587e-24,1.3224168772960787e-18,3.320267561661671e-29,1.51553697595516e-14,7.604753813134462e-21,4.4685616750965e-15,9.494331269003081e-20,1.748932278922172e-19,2.2690445482944395e-10,1.489673465994668e-14,1.3662651725348246e-18,1.5463953735017292e-14,6.420242940043188e-14,3.896674272911872e-19
9.265585128673378e-10,0.8688230962916051,9.22290556375434e-09,8.243826191689474e-12,2.3291997163661885e-10,3.8183122470821477e-10,0.0,0.0,1.4792753074048715e-07,4.548703582846175e-13,2.3233062857170927e-14,8.76785595471893e-15,5.373830572668814e-18,5.486386802171573e-26,6.0280999002556925e-18,9.76675835345356e-13,4.814335178276297e-10,4.139160036644761e-15,6.0964408164929575e-22,5.675041900375366e-20,5.730387774831794e-10,5.795304460718027e-17,2.4376537685658774e-11,1.9116000335768063e-19,9.258165905417803e-16,4.672161613635185e-17,1.322231298399182e-15,6.36180282142121e-17,4.5534667618546226e-23,5.320994190048858e-23,1.586994817478007e-19,3.144870154678831e-24,1.3164418021176987e-18,3.288893797608942e-22,3.76,0.0,0.5831558859967031,0.9973141966443291,3.897165919129697e-13,1.51416989156114e-13,0.0004721092916949275,0.00047211120884511974,4.609303441761454e-10,1.0229375631139767e-12,0.002685655192545848,9.742647285974052e-14,1.462171808887753e-14,1.35541317735424e-07,2.9055367992158643e-09,7.891774457199468e-10,8.493865201213214e-09,2.846703222702966e-05,2.907015123901297e-13,2.2690142062539335e-10,2.620351111126778e-10,1.1860711044447474e-13,4.8182618122547836e-11,2.723212185928955e-10,5.527174801877715e-17,1.4210648883719292e-17,2.734848024197338e-11,5.2403901299580343e-20,4.815886679839489e-10,7.852351136031958e-13,3.8881049052247996e-13,8.67442904946292e-20,1.3506028592283995e-16,1.3297509693896118e-15,1.7825978947712056e-20,1.2072277568028708e-24,9.652482883791348e-29,8.27175130408578e-28,1.08869773268148e-24,1.460487742099985e-18,3.628570423314145e-29,1.616824152897283e-14,8.207469324983449e-21,4.785792057974296e-15,1.0176359145159575e-19,1.9292210794297562e-19,2.3056377171231647e-10,1.563060508177471e-14,1.4740803171943497e-18,1.6567504788109345e-14,6.737065140249271e-14,4.1625127682610064e-19
