Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H4F2(1),O2(2),H2O(3),CH4(4),CH2CHF(56),HF(38),C2H3F(137),C2H3F(136),O2(141),CH2CF(70),CH2CFO(79),C2H3F2(66),C2H3F2(64),CH2CF2(57),C2H2F2(59),CH2F(46),C2H2F(71),CHFO(47),C2H4F(62),S(289),C2H4F(63)
3.0304465422221615e-09,0.6710786006517876,1.1946612031437745e-10,1.1266475495130024e-13,7.235589227485395e-11,6.512784118196541e-13,0.0,0.0,7.769253972254015e-09,1.083561262667692e-14,2.810574187532506e-15,1.02375895551283e-23,6.206780727538124e-22,8.880798944766792e-36,4.180435907689288e-27,3.1614833113889853e-21,4.5234943300761177e-23,3.461806340573799e-22,2.2098357892785574e-26,8.249453053378085e-26,8.182863254969973e-13,1.1070162334263823e-20,6.72773203264162e-24,1.0726684021949029e-35,2.4060252042360658e-29,3.1070821946586016e-23,1.0545833989534817e-19,1.4917542743319084e-24,2.116297495069124e-45,3.2584028598752414e-34,1.6868411293573058e-31,2.3652363475740324e-27,1.6907519528222003e-20,8.872653027870969e-36,3.76,0.0,0.5266424873493656,0.999407226843433,2.3228539834140365e-13,4.869645102512533e-27,2.68280156319365e-05,2.6828018985447686e-05,6.367053942010995e-13,2.457836366477799e-16,0.000592765314714534,2.7626956208620955e-16,1.994791512491275e-17,7.486535077360939e-09,1.6332879079353078e-10,1.3381430880062566e-11,1.074179551292154e-10,8.682170943152745e-07,1.5810576807331211e-15,7.247253034303238e-11,9.320363636604084e-13,2.246827963871716e-16,1.4303818695815954e-13
3.0772596653036318e-09,0.671078654108579,1.2332257551658682e-10,1.1799106174701456e-13,7.460670264431145e-11,6.825248456221412e-13,0.0,0.0,7.889273846635679e-09,1.1172939524603357e-14,2.9428396062270546e-15,1.0880088844063702e-23,6.598561588405193e-22,9.308809065494011e-36,4.314970605465602e-27,3.308333008383272e-21,4.880629493075343e-23,3.68110752359849e-22,2.3200762899925572e-26,8.667480215390246e-26,8.4376252799348e-13,1.1588431223167902e-20,7.164466976811152e-24,1.2117070855267003e-35,2.634671757125917e-29,3.3543461226705466e-23,1.1043525391361472e-19,1.6100238181318433e-24,2.3946792088056958e-45,3.5710224894632654e-34,1.8299618035398052e-31,2.5463157672388724e-27,1.7975104853073443e-20,9.882246608558073e-36,3.76,0.0,0.5266420661054018,0.9994072038097678,2.4321237167245827e-13,5.334726672558985e-27,2.724243313215763e-05,2.7242436583537816e-05,6.515693934976892e-13,2.5273218569753765e-16,0.0005927882260978112,2.8519515755536627e-16,2.0645272268788728e-17,7.59788979448161e-09,1.6813261938415383e-10,1.3993623133713778e-11,1.1072031040019141e-10,8.816274744750013e-07,1.630363869329016e-15,7.472870717327015e-11,9.596043346915707e-13,2.3176347876796277e-16,1.4731757365858574e-13
3.124072788385102e-09,0.6710787075653365,1.2724402740922103e-10,1.234859560469297e-13,7.689193409076875e-11,7.147722981455432e-13,0.0,0.0,8.009294175103536e-09,1.1515436675139237e-14,3.079190765579178e-15,1.1552224221694817e-23,7.008581980575347e-22,9.750723935332598e-36,4.451707327081291e-27,3.4596070640357635e-21,5.259961071328562e-23,3.910680073544469e-22,2.434180696623583e-26,9.100788680312174e-26,8.69629251915865e-13,1.2122543961648563e-20,7.622507638691239e-24,1.3662634327029772e-35,2.881102969385992e-29,3.617099490693548e-23,1.155668146352462e-19,1.735656981055631e-24,2.7046713477268408e-45,3.908201279280481e-34,1.9830280472530267e-31,2.7381045823932314e-27,1.9092417785438004e-20,1.0988909743104388e-35,3.76,0.0,0.526641644861773,0.9994071834548631,2.5447662263395413e-13,5.836235814326496e-27,2.7656850300027905e-05,2.765685385054581e-05,6.664984962239875e-13,2.5975784845623263e-16,0.0005928084586854733,2.94277604192075e-16,2.1356706559324445e-17,7.709118397507883e-09,1.729977783803402e-10,1.462367416774134e-11,1.140713946102977e-10,8.950378093215335e-07,1.6804318673862256e-15,7.701946339913309e-11,9.875317809950688e-13,2.3895280171331217e-16,1.5165486233444553e-13
3.1708859114665724e-09,0.6710787610220593,1.312306257755281e-10,1.2915220946600027e-13,7.92115843552466e-11,7.480375177754127e-13,0.0,0.0,8.129314961238706e-09,1.186310407192452e-14,3.219689809652044e-15,1.225488322774512e-23,7.437397825833104e-22,1.0206792356895937e-35,4.590647450224837e-27,3.61536820676009e-21,5.66250696353832e-23,4.150840875228034e-22,2.5522407730047086e-26,9.549759595572819e-26,8.958864970118096e-13,1.2672734039646189e-20,8.102565183336102e-24,1.53779878895632e-35,3.146404337642096e-29,3.896058211543549e-23,1.2085541862611398e-19,1.868990227084931e-24,3.0493143184056586e-45,4.271453966605195e-34,2.1465907129616175e-31,2.9410526920216755e-27,2.026097533858624e-20,1.2200320042964016e-35,3.76,0.0,0.5266412236184793,0.999407165456714,2.660832698346644e-13,6.376419150343381e-27,2.80712671355516e-05,2.8071270786472038e-05,6.814906261356946e-13,2.6685990364994323e-16,0.0005928263344820776,3.035178160781327e-16,2.2082330409459577e-17,7.820221073852626e-09,1.7792393188936197e-10,1.527180991708373e-11,1.1747115258155432e-10,9.084480988549705e-07,1.731261990037425e-15,7.9344798845847e-11,1.0158170005911299e-12,2.4625075565120943e-16,1.560498383656995e-13
3.2176990345480427e-09,0.6710788144787483,1.3528251920287686e-10,1.3499259857847863e-13,8.15656511867619e-11,7.823372913278445e-13,0.0,0.0,8.249336208571298e-09,1.2215941708751333e-14,3.364398882200702e-15,1.2988965958592573e-23,7.885573302298711e-22,1.0677264722144652e-35,4.731792275618311e-27,3.775679058235199e-21,6.08931554745606e-23,4.401911694758891e-22,2.674350263746859e-26,1.001478102122229e-25,9.225342630289759e-13,1.3239234725994714e-20,8.60536422211219e-24,1.7278862180175992e-35,3.431709629855502e-29,4.1919598019529316e-23,1.2630346393466635e-19,2.0103699054818775e-24,3.4318872800199816e-45,4.6623633895806785e-34,2.321224128874417e-31,3.1556211761549248e-27,2.148231710200064e-20,1.352463156611318e-35,3.76,0.0,0.5266408023755205,0.9994071495298964,2.780374315482922e-13,6.957624939011431e-27,2.8485683638732957e-05,2.8485687391316857e-05,6.965437737195721e-13,2.740376365486312e-16,0.000592842138912202,3.129167211133968e-16,2.282225697285418e-17,7.93119801061144e-09,1.8291074549722168e-10,1.5938255077434697e-11,1.209195292179868e-10,9.218583430754134e-07,1.782854558556043e-15,8.170471333806829e-11,1.0444582998651789e-12,2.5365733219309e-16,1.605022879006896e-13
3.264512157629513e-09,0.6710788679354028,1.3939985508944625e-10,1.4100990485269118e-13,8.395413234223064e-11,8.176884436880627e-13,0.0,0.0,8.369357920571224e-09,1.2573949579566418e-14,3.513380126669838e-15,1.3755385044163834e-23,8.353680840146253e-22,1.1162393043921552e-35,4.875143029288397e-27,3.9406021348533965e-21,6.541466204955775e-23,4.664219183353791e-22,2.800604961196174e-26,1.049624806179623e-25,9.495725497150292e-13,1.382227906866668e-20,9.131642911602474e-24,1.9382182455254972e-35,3.738202500346687e-29,4.5055637576860384e-23,1.3191335009895104e-19,2.160152405724354e-24,3.855925292968646e-45,5.082582790402329e-34,2.5075269763989766e-31,3.3822823888317285e-27,2.2758005230207385e-20,1.4970500393834074e-35,3.76,0.0,0.5266403811328967,0.9994071354351228,2.9034422571477555e-13,7.582306590594597e-27,2.89000998095761e-05,2.890010366508063e-05,7.116559936502807e-13,2.812903389045765e-16,0.0005928561112629724,3.2247526101481047e-16,2.3576600160968875e-17,8.042049394553862e-09,1.8795788626152377e-10,1.6623233111648686e-11,1.2441646950551467e-10,9.352685419829634e-07,1.8352099003649544e-15,8.409920669984648e-11,1.0734539935197745e-12,2.6117252421187924e-16,1.6501199785419407e-13
3.3113252807109833e-09,0.6710789213920231,1.435827796520302e-10,1.4720691457409687e-13,8.637702558668536e-11,8.541078373852937e-13,0.0,0.0,8.489380100658272e-09,1.2937127678466717e-14,3.6666956861916014e-15,1.4555065620938613e-23,8.84230111658097e-22,1.166243099337259e-35,5.020700865203276e-27,4.110199849424261e-21,7.020069942277498e-23,4.938094881867892e-22,2.93110277315156e-26,1.0994563022178847e-25,9.770013568176407e-13,1.4422099895062178e-20,9.682153070269055e-24,2.1706163149565995e-35,4.067118421086404e-29,4.837651996645564e-23,1.3768747815486163e-19,2.3187043401030054e-24,4.325240468286705e-45,5.533838569195133e-34,2.7061233429984957e-31,3.62152006615136e-27,2.408962442964284e-20,1.6547115466186255e-35,3.76,0.0,0.5266399598906079,0.9994071229689445,3.030087699418601e-13,8.25302687842501e-27,2.931451564808511e-05,2.931451960776372e-05,7.268254018455883e-13,2.886173088799907e-16,0.0005928684549831622,3.321943913163532e-16,2.4345474615376357e-17,8.152775412134102e-09,1.9306502270295434e-10,1.73269662572866e-11,1.2796191851174847e-10,9.486786955777219e-07,1.8883283490539005e-15,8.652827875491199e-11,1.1028024045180507e-12,2.6879632524459137e-16,1.6957875590512494e-13
3.3581384037924536e-09,0.6710789748486092,1.478314379300894e-10,1.5358641880488208e-13,8.883432869342421e-11,8.916123723703078e-13,0.0,0.0,8.609402752219244e-09,1.3305475999692946e-14,3.824407703586003e-15,1.5388945318107514e-23,9.352023053190966e-22,1.2177633920232505e-35,5.1684668665627024e-27,4.284534512064176e-21,7.52626971928838e-23,5.223875223223704e-22,3.065943763798819e-26,1.1510135490670515e-25,1.0048206840844842e-12,1.5038929812162412e-20,1.0257660240465313e-23,2.427036472234193e-35,4.419745751475718e-29,5.1890290941001195e-23,1.4362825064035878e-19,2.4864026394710685e-24,4.843934691780578e-45,6.017931809376798e-34,2.9176633210223764e-31,3.873829379948886e-27,2.5478781951742173e-20,1.8264216492637769e-35,3.76,0.0,0.526639538648654,0.9994071119461403,3.1603618150604703e-13,8.972460282632304e-27,2.9728931154263986e-05,2.9728935219366492e-05,7.420501740502336e-13,2.960178510090476e-16,0.0005928793552941897,3.420750813688879e-16,2.51289956883063e-17,8.263376249508669e-09,1.982318248007387e-10,1.804967553057565e-11,1.3155582138584067e-10,9.620888038597908e-07,1.9422102443892568e-15,8.899192932686171e-11,1.132501864054126e-12,2.7652872910654813e-16,1.7420235049529264e-13
3.404951526873924e-09,0.6710790283051611,1.5214597378837323e-10,1.6015121335803991e-13,9.132603944387763e-11,9.302189858725541e-13,0.0,0.0,8.729425878615863e-09,1.3678994537626558e-14,3.9865783213627845e-15,1.6257974249034275e-23,9.88344381420951e-22,1.2708258866814486e-35,5.3184420464998285e-27,4.4636683307628454e-21,8.061240666777963e-23,5.521901534036738e-22,3.205230197213989e-26,1.2043382394323736e-25,1.0330305312632383e-12,1.5673001206631454e-20,1.0858943729681225e-23,2.709574069252899e-35,4.7974265005381856e-29,5.56052243792343e-23,1.4973807159801565e-19,2.663634614644202e-24,5.4164100545616334e-45,6.536739364596462e-34,3.1428234608572437e-31,4.139716968423601e-27,2.6927107588412417e-20,2.0132108032371233e-35,3.76,0.0,0.5266391174070351,0.99940710219162,3.2943157735332984e-13,9.74339467291027e-27,3.014334632811667e-05,3.0143350499889294e-05,7.573285451037407e-13,3.0349127617331137e-16,0.0005928889872858423,3.5211831433886055e-16,2.5927279463191124e-17,8.373852092544496e-09,2.0345796398973161e-10,1.879158072896064e-11,1.3519812335839752e-10,9.754988668292717e-07,1.996855932315135e-15,9.149015823905025e-11,1.1625507115341232e-12,2.843697301175638e-16,1.7888257082857607e-13
3.451764649955394e-09,0.6710790817616789,1.5652652992322616e-10,1.6690409873616445e-13,9.385215562736155e-11,9.699446520605734e-13,0.0,0.0,8.849449483174615e-09,1.4057683286792532e-14,4.1532696817209196e-15,1.7163114990215247e-23,1.0437168802463315e-21,1.325456459931199e-35,5.4706273500029664e-27,4.64766341273622e-21,8.626190590037927e-23,5.832520038333637e-22,3.349066616144993e-26,1.259472812630381e-25,1.061630898101586e-12,1.6324546245051296e-20,1.1486796705808786e-23,3.0204729379753405e-35,5.201557975727064e-29,5.952982588357332e-23,1.560193465813445e-19,2.8507981018589992e-24,6.047389310050722e-45,7.092216210012371e-34,3.3823077152574567e-31,4.419701016957846e-27,2.8436253661379497e-20,2.2161688042694902e-35,3.76,0.0,0.5266386961657509,0.9994070935509186,3.432000741005473e-13,1.0568734923317211e-26,3.055776116964703e-05,3.0557765449332505e-05,7.726588068467388e-13,3.1103690154362156e-16,0.0005928975054234893,3.6232508720615327e-16,2.674044279327929e-17,8.48420312680924e-09,2.087431131537078e-10,1.9552900437138946e-11,1.388887697413756e-10,9.88908884486267e-07,2.0522657649578493e-15,9.402296531439972e-11,1.19294729453104e-12,2.9231932349677807e-16,1.8361920686902887e-13
3.4985777730368645e-09,0.6710791352181625,1.6097324787211214e-10,1.738478800387403e-13,9.641267504110292e-11,1.0108063815275649e-12,0.0,0.0,8.969473569177263e-09,1.444154224186164e-14,4.324543926545336e-15,1.8105342549094215e-23,1.1013811653299003e-21,1.3816811654214737e-35,5.6250236569605934e-27,4.836581766482218e-21,9.222360725884586e-23,6.156081863133937e-22,3.497559933511521e-26,1.316460473675701e-25,1.0906217843472133e-12,1.6993796874273978e-20,1.2142026339813142e-23,3.3621382117176423e-35,5.633595205317472e-29,6.367283818836475e-23,1.6247448266457937e-19,3.048301683417057e-24,6.741944791711555e-45,7.686398896192845e-34,3.636848796833809e-31,4.714311384545789e-27,3.0007895006133805e-20,2.436448837248883e-35,3.76,0.0,0.5266382749248014,0.9994070859001418,3.57346788037225e-13,1.1451508210979272e-26,3.097217567885887e-05,3.097218006769647e-05,7.880393047611032e-13,3.186540504922861e-16,0.0005929050336011641,3.7269641076268327e-16,2.756860330257929e-17,8.594429537562327e-09,2.1408694661517175e-10,2.0333852036195882e-11,1.4262770592790977e-10,1.00231885683088e-06,2.108440100641578e-15,9.659035037551e-11,1.2236899687163497e-12,3.0037750513374586e-16,1.8841204933805e-13
3.5578504878500653e-09,0.671079202902359,1.666986247337633e-10,1.829180485465106e-13,9.970404524409378e-11,1.0642001904357671e-12,0.0,0.0,9.12144347684468e-09,1.4934984991346358e-14,4.548075744439711e-15,1.9353099888385368e-23,1.1777782791294445e-21,1.4551984332952148e-35,5.823686754133955e-27,5.082941745993207e-21,1.0023990600483749e-22,6.584887387055616e-22,3.6924277122363854e-26,1.3913430608253734e-25,1.1278890273797998e-12,1.7866935854207978e-20,1.3012209506107739e-23,3.8429215450192974e-35,6.22302863182268e-29,6.924593872261811e-23,1.7090088435159773e-19,3.313862810266473e-24,7.721114741867283e-45,8.49757745950522e-34,3.98193291748277e-31,5.109164945910802e-27,3.2090150587366884e-20,2.742120874916638e-35,3.76,0.0,0.5266377415685433,0.9994070774593188,3.7580933556246236e-13,1.2656571996689013e-26,3.149688860300577e-05,3.149689313181964e-05,8.07582986941056e-13,3.284001139630394e-16,0.0005929133191441741,3.86065798911216e-16,2.863888436517271e-17,8.733814861859393e-09,2.2093675853063788e-10,2.1351161058361263e-11,1.474309762412076e-10,1.0192979082360204e-06,2.180662937534758e-15,9.989066742230465e-11,1.2631089548660182e-12,3.10736199876046e-16,1.9456084652220983e-13
3.617123202663266e-09,0.6710792705865006,1.725305762459782e-10,1.923044701527246e-13,1.030505610631509e-10,1.1194772962670406e-12,0.0,0.0,9.273414168105576e-09,1.543671634263199e-14,4.779180376722235e-15,2.0663929800471663e-23,1.2580773531688803e-21,1.531367075192881e-35,6.025897240712719e-27,5.337419164999558e-21,1.088038513530367e-22,7.035748158753748e-22,3.8951643461044175e-26,1.469358084322946e-25,1.1657823310412466e-12,1.8769300909126532e-20,1.3929298898868203e-23,4.3828088278058e-35,6.862844497078443e-29,7.520239804127646e-23,1.7961476568421588e-19,3.5975506657582815e-24,8.822902923503768e-45,9.378713887112554e-34,4.353997347339946e-31,5.5294623916520494e-27,3.427881549525791e-20,3.0801551915437134e-35,3.76,0.0,0.5266372082128218,0.9994070702235532,3.9489680779128814e-13,1.3965469469365325e-26,3.202160099440939e-05,3.202160566517413e-05,8.272015041956778e-13,3.3825841923806197e-16,0.0005929203995730249,3.9970274189626524e-16,2.973364000298352e-17,8.873001067168693e-09,2.278794756530418e-10,2.2400725511105e-11,1.5231146449794593e-10,1.0362768869989474e-06,2.2541127273265628e-15,1.0324641755364495e-10,1.3030768519845007e-12,3.21268964109767e-16,2.0079899532774545e-13
3.735668632289668e-09,0.6710794059546203,1.845153178175356e-10,2.1204898336627792e-13,1.099090119058324e-10,1.2358205928541889e-12,0.0,0.0,9.577357927288134e-09,1.646504481148894e-14,5.264612627091632e-15,2.3483097628071118e-23,1.4309044279788835e-21,1.6918755523598465e-35,6.440965663706864e-27,5.871226891138211e-21,1.2768584893674515e-22,8.006634519133097e-22,4.32518812553156e-26,1.6351601014274657e-25,1.2434471182022104e-12,2.0663585887851653e-20,1.5911178211066186e-23,5.664935493221852e-35,8.30728321587843e-29,8.834374725351648e-23,1.979245574190103e-19,4.222956726017777e-24,1.144753127519635e-44,1.1370005654384581e-33,5.185945597925551e-31,6.451047602488538e-27,3.898965048034745e-20,3.864777228782325e-35,3.76,0.0,0.5266361415029885,0.9994070586855137,4.3498805754409e-13,1.692326448196694e-26,3.3071024179016e-05,3.3071029139580074e-05,8.666511211531956e-13,3.5830644511946647e-16,0.0005929316267694997,4.2778791596492453e-16,3.199755307954792e-17,9.150777616329724e-09,2.420410242324775e-10,2.4598349744141755e-11,1.6230365390810843e-10,1.0702346265989946e-06,2.4046962625777388e-15,1.1012421562596298e-10,1.3846462699317568e-12,3.4285667524106526e-16,2.1354167132984478e-13
3.85421406191607e-09,0.6710795413225218,1.9692967260011594e-10,2.3312735330842147e-13,1.1698799248352582e-10,1.3601155629035823e-12,0.0,0.0,9.881304897871271e-09,1.7526527573689626e-14,5.781849754871399e-15,2.657974413725501e-23,1.6209296009291123e-21,1.8636456091785016e-35,6.870237981295053e-27,6.439003677380238e-21,1.4910102566135481e-22,9.074865480467163e-22,4.789587685484995e-26,1.8146367964766052e-25,1.323616141733181e-12,2.2680399474266368e-20,1.810199729780496e-23,7.263862866417763e-35,9.99588927067011e-29,1.0326004547328993e-22,2.174430778072504e-19,4.9321104818564445e-24,1.4733750341806225e-44,1.3700910917202901e-33,6.147294450785351e-31,7.488691500704744e-27,4.416953191764687e-20,4.815204394368158e-35,3.76,0.0,0.5266350747953018,0.9994070501636453,4.777035913867534e-13,2.0385421641576005e-26,3.412044523273553e-05,3.412045049092018e-05,9.06365514786621e-13,3.787876617326765e-16,0.000592939837568472,4.569695349338453e-16,3.436231905759735e-17,9.427762168721456e-09,2.5656642609676733e-10,2.6930152459227704e-11,1.726033943620902e-10,1.1041920756327007e-06,2.560197060515126e-15,1.1722374169997948e-10,1.468372207940784e-12,3.651405962541417e-16,2.266367436720161e-13
3.972759491542472e-09,0.6710796766902056,2.0977579437574171e-10,2.5558568875475424e-13,1.242874680306831e-10,1.492642918883101e-12,0.0,0.0,1.0185255130088771e-08,1.862116456000111e-14,6.3319008243525464e-15,2.9971274053403863e-23,1.8292538446930134e-21,2.0471242902349523e-35,7.313720956433835e-27,7.041744502048559e-21,1.7329572710870448e-22,1.024676808515952e-21,5.290434849692753e-26,2.0085929123375525e-25,1.4062893975373798e-12,2.4823480351047527e-20,2.0516687171887775e-23,9.244262335339134e-35,1.1960427320863223e-28,1.2012504114664033e-22,2.382096106936191e-19,5.7330774775195806e-24,1.8819984979414703e-44,1.6416009675945854e-33,7.25407686018052e-31,8.65251521308419e-27,4.984851510421374e-20,5.959714450291844e-35,3.76,0.0,0.5266340080897611,0.9994070438539363,5.231264502632084e-13,2.441841277396609e-26,3.516986415562273e-05,3.516986971920034e-05,9.463238461785396e-13,3.996918445098382e-16,0.0005929458359814435,4.872657682606587e-16,3.6829947676321385e-17,9.703957696388513e-09,2.7145057260407653e-10,2.939951326032988e-11,1.8320980936678837e-10,1.1381492341017505e-06,2.7206217321625475e-15,1.2454499287754777e-10,1.554228974188833e-12,3.881206966844973e-16,2.400809093769792e-13
4.091304921168873e-09,0.6710798120576718,2.230557913684767e-10,2.7947026709264426e-13,1.318074040984289e-10,1.6336847578127771e-12,0.0,0.0,1.0489208673367966e-08,1.974895570658701e-14,6.915774886865864e-15,3.3675596618429754e-23,2.0570118501338506e-21,2.2427670360164178e-35,7.771419231538753e-27,7.680440732839311e-21,2.005317783177719e-22,1.1528872310134845e-21,5.829925680214624e-26,2.21786909209413e-25,1.4914668815181698e-12,2.7096558245681668e-20,2.3170787411861138e-23,1.1681573256168675e-34,1.4235652310600947e-28,1.3912347125804624e-22,2.602635044602019e-19,6.634413739440793e-24,2.386847601191679e-44,1.9564115070446276e-33,8.523884464173584e-31,9.953144001271627e-27,5.605757750621895e-20,7.330377370274319e-35,3.76,0.0,0.5266329413863662,0.9994070391695189,5.713396621146579e-13,2.9095105409090106e-26,3.621928094773032e-05,3.621928682442644e-05,9.865069011136905e-13,4.2100900451535965e-16,0.0005929502088765229,5.186953526252329e-16,3.9402482755123385e-17,9.979367159902048e-09,2.86688411998182e-10,3.2009764280575264e-11,1.9412202571685739e-10,1.1721061020078324e-06,2.8859771463697384e-15,1.3208796625750555e-10,1.6421911948269665e-12,4.1179695238075397e-16,2.538708959471694e-13
4.209850350795275e-09,0.6710799474249207,2.3677172682125663e-10,3.048275287431929e-13,1.3954776655060917e-10,1.7835245302363532e-12,0.0,0.0,1.0793165576406641e-08,2.090990095491529e-14,7.534480980774365e-15,3.7711123849061275e-23,2.3053719891828624e-21,2.4510380041905525e-35,8.243335463286005e-27,8.356080249117073e-21,2.3108697042030032e-22,1.2927911444533462e-21,6.410388622143636e-26,2.4433431263083714e-25,1.57914858957905e-12,2.9503353952991955e-20,2.6080455343545218e-23,1.4663428578493694e-34,1.6859494294907683e-28,1.6045140899915604e-22,2.836441725491887e-19,7.645179078197931e-24,3.006859094721909e-44,2.319853639033288e-33,9.975986151975798e-31,1.1401713237341349e-26,6.282861774307522e-20,8.963440611067623e-35,3.76,0.0,0.5266318746851166,0.9994070356683169,6.224262420041138e-13,3.449517579412862e-26,3.726869560910917e-05,3.7268701806604357e-05,1.026896955374101e-12,4.4272938315428415e-16,0.0005929533983294836,5.512775916489804e-16,4.2082003102583434e-17,1.0253993508481447e-08,3.0227494878342743e-10,3.4764190738484924e-11,2.0533917348138264e-10,1.2060626793526357e-06,3.0562704305582546e-15,1.3985265893690486e-10,1.7322338098613875e-12,4.361693429505527e-16,2.6800346117571494e-13
4.328395780421677e-09,0.6710800827919531,2.509256194739399e-10,3.317040725588765e-13,1.4750852155928593e-10,1.942447014576907e-12,0.0,0.0,1.1097125887210303e-08,2.210400025169102e-14,8.189028131481404e-15,4.2096769152831476e-23,2.5755362840520258e-21,2.6724103452567136e-35,8.729470423226153e-27,9.069647542506621e-21,2.652554711444983e-22,1.4450822413266377e-21,7.03429187579187e-26,2.6859310100045056e-25,1.6693345176236517e-12,3.204757935409884e-20,2.9262473777437125e-23,1.8291051683018804e-34,1.9873221983866732e-28,1.8431655704992876e-22,3.0839109387570544e-19,8.774948060436112e-24,3.7640097893699053e-44,2.7377311582349393e-33,1.1631437340620024e-30,1.3009872942942954e-26,7.019445473378318e-20,1.0899691891884544e-34,3.76,0.0,0.5266308079860118,0.9994070330203981,6.764691922198331e-13,4.070547669647934e-26,3.831810813980845e-05,3.831811466573999e-05,1.0674776784334158e-12,4.648434478165378e-16,0.0005929557342722262,5.85032355609796e-16,4.4870623464316095e-17,1.0527839680068855e-08,3.182052432065302e-10,3.7666031399074586e-11,2.1686038599278992e-10,1.2400189661378522e-06,3.2315089712889373e-15,1.4783906801079903e-10,1.824332069751091e-12,4.612378522029366e-16,2.8247539298530337e-13
4.446941210048078e-09,0.6710802181587685,2.6551944403383695e-10,3.6014665130285573e-13,1.5568963560030985e-10,2.110738291926058e-12,0.0,0.0,1.1401089653112812e-08,2.3331253548795873e-14,8.880425351432822e-15,4.6851945990433107e-23,2.868740376922002e-21,2.907366477239369e-35,9.229823093896329e-27,9.822123815468601e-21,3.0334823185924777e-22,1.610474609978909e-21,7.704250923344112e-26,2.946587993108206e-25,1.7620246615557354e-12,3.473293743519924e-20,3.273425868347514e-23,2.2680761527045544e-34,2.3321608079341924e-28,2.109385383900642e-22,3.345438132224802e-19,1.0033820749738893e-23,4.683670737158529e-44,3.216344216203754e-33,1.3513193598083671e-30,1.4789792121190205e-26,7.818882685201974e-20,1.3184841097986554e-34,3.76,0.0,0.5266297412890517,0.9994070309923339,7.33551502376232e-13,4.7820410443777374e-26,3.936751853987568e-05,3.9367525401839234e-05,1.1082340427329036e-12,4.8734188761179875e-16,0.0005929574501337331,6.199800811379588e-16,4.7770495462025103e-17,1.0800908601386538e-08,3.344744107465118e-10,4.071847902773498e-11,2.2868479983593308e-10,1.2739749623651754e-06,3.4117004148075263e-15,1.5604719057203852e-10,1.9184615320633917e-12,4.870024685726828e-16,2.972835092677603e-13
4.56548663967448e-09,0.6710803535253677,2.805551317166632e-10,3.90202166451074e-13,1.6409107544914365e-10,2.2886857170558697e-12,0.0,0.0,1.1705056920805981e-08,2.4591660803216464e-14,9.609681640107296e-15,5.199656633512217e-23,3.18625349508922e-21,3.1563984003479164e-35,9.744390781582379e-27,1.0614487094611514e-20,3.4569345528669047e-22,1.7897027716676618e-21,8.423037139125999e-26,3.226309787178859e-25,1.8572190172791873e-12,3.7563122309141006e-20,3.651386800630467e-23,2.7965737139515777e-34,2.725311901297052e-28,2.405492304551198e-22,3.621419416927964e-19,1.1432435030874813e-23,5.795023516935657e-44,3.76251627066502e-33,1.5646242158636189e-30,1.675416379384954e-26,8.684639095521829e-20,1.5869963854154905e-34,3.76,0.0,0.5266286745942356,0.9994070294232035,7.937561495289433e-13,5.594235727534291e-26,4.0416926809356875e-05,4.041693401490797e-05,1.1491522162739549e-12,5.102156084745447e-16,0.0005929587068344193,6.56141770870306e-16,5.078380854124434e-17,1.1073203188008701e-08,3.510776215282403e-10,4.392468091206228e-11,2.40811554835543e-10,1.3079306680363012e-06,3.5968526676914e-15,1.6447702371194518e-10,2.0145980576279438e-12,5.134631837199001e-16,3.1242465769988303e-13
4.684032069300882e-09,0.6710804888917505,2.9603457087668923e-10,4.2191766214652e-13,1.727128081761924e-10,2.4765778846828255e-12,0.0,0.0,1.2009027736377387e-08,2.5885221976959673e-14,1.0377805984007722e-14,5.755103890692376e-23,3.529378410334647e-21,3.4200080669994236e-35,1.02731692435745e-26,1.1447712362498463e-20,3.926371439806894e-22,1.9835217242405998e-21,9.193588055361955e-26,3.5261339814843136e-25,1.9549175806980136e-12,4.0541819240700704e-20,4.062001196876234e-23,3.429819498469623e-34,3.1720141201892677e-28,2.7339315699778934e-22,3.912251572324697e-19,1.298198096510256e-23,7.131578498786944e-44,4.383626197090109e-33,1.8057760390486787e-30,1.891621069888335e-26,9.620272124702584e-20,1.9012039584221238e-34,3.76,0.0,0.5266276079015634,0.9994070281932106,8.571660983085916e-13,6.51821875162819e-26,4.14663329482966e-05,4.146634050495212e-05,1.1902194431104275e-12,5.334557274835038e-16,0.0005929596241705123,6.935389930308885e-16,5.391279105562909e-17,1.13447263444487e-08,3.680100996390185e-10,4.7287739469850956e-11,2.5323979404153333e-10,1.3418860831529248e-06,3.786973897600672e-15,1.731285645212925e-10,2.1127178060614913e-12,5.406199904940265e-16,3.278957155269009e-13
