Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H4F2(1),O2(2),H2O(3),CH4(4),CH2CHF(56),HF(38),C2H3F(137),C2H3F(136),O2(141),CH2CF(70),CH2CFO(79),C2H3F2(66),C2H3F2(64),CH2CF2(57),C2H2F2(59),CH2F(46),C2H2F(71),CHFO(47),C2H4F(62),S(289),C2H4F(63),C2H3F2(65),CF2CH(73),C2HF2(72),CH2F2(41),S(787),CF2(43),S(495),C2HF(58),CF2O(49),C2H2O(134),S(435),S(2464),S(1651),S(1682),CF3CHO(75),CF2CO(76),S(783),S(2674)
1.6726437766132713e-05,0.4545083759199101,2.1040900509415053e-11,5.525046276088164e-13,6.269028975735404e-10,2.641234669787398e-10,0.0,0.0,2.2811173719090517e-08,3.824707534157963e-12,1.629284294334115e-11,1.3542942966305214e-17,4.613688748176312e-21,5.133778366681798e-38,5.680997945457385e-28,2.541543495635392e-19,9.772179584188268e-12,4.637676495578865e-14,1.7378896795122406e-25,6.923402119683277e-28,1.1247835811005926e-14,2.4808638042737828e-24,1.033608014187989e-20,2.0596539009100135e-18,3.1432216605254944e-17,3.0932115203066953e-16,1.8789805503041775e-23,6.023928343490933e-23,1.1807211833241112e-20,3.7297735287828077e-23,3.4911489311188004e-20,4.0621264440868245e-25,1.8040252933486744e-17,4.815333271874529e-28,3.76,0.0,0.6586730976743935,0.9999868740638261,1.5787395704946507e-08,1.0185548619164286e-12,7.053633412266932e-06,7.053649763340296e-06,2.1084599193824565e-17,3.25940116680943e-22,1.3086528257963463e-05,2.0513671165981126e-16,3.212215759726857e-14,3.767351911026087e-09,1.6790130507688624e-10,1.1471185456921857e-08,6.055792038374171e-09,3.744083501012352e-09,1.0410242716429865e-16,1.6350349715471058e-08,3.571351104475045e-15,7.806981836805152e-18,8.657576889732229e-16,1.920131824637199e-12,1.0344819604391066e-18,1.7343418432808157e-17,1.5983338351399545e-14,3.7518886019772906e-17,1.083330318358924e-11,2.0212631091169963e-10,5.616896107103088e-17,7.496998353997355e-18,5.497362465256364e-25,9.523575827315934e-15,7.383319724401894e-16,2.994587394227657e-17,2.4292716828698263e-23,8.202193916244464e-24,2.0991540478477036e-24,6.090576250964892e-19,9.366131407951218e-21
1.682386228881765e-05,0.4545083793711182,2.1056239953635697e-11,5.529450149979338e-13,6.27015198734117e-10,2.664742509971607e-10,0.0,0.0,2.2990802868956764e-08,3.879876734247653e-12,1.651566514761558e-11,1.3665517113784822e-17,4.685833519042105e-21,5.171789523144363e-38,5.720830289993279e-28,2.551756104722204e-19,9.847940597588363e-12,4.7047229039974977e-14,1.7626900237332285e-25,7.005755053599199e-28,1.1379245100843445e-14,2.509912376796551e-24,1.0349412823878898e-20,2.091921000475341e-18,3.1691871917846646e-17,3.137293221100754e-16,1.8948611445025297e-23,6.151046706908932e-23,1.2082926928120903e-20,3.8034307345891857e-23,3.5200680526882616e-20,4.0952502295359337e-25,1.8184992233599954e-17,4.906771106280791e-28,3.76,0.0,0.658673056379435,0.9999868737671211,1.590429876110653e-08,1.033843066822032e-12,7.0947176618848475e-06,7.094734236482411e-06,2.1207452779307075e-17,3.278448233726907e-22,1.3086528358235028e-05,2.063736529817517e-16,3.250566030709437e-14,3.7695166692055644e-09,1.680026745630765e-10,1.1569595048199427e-08,6.107044859499668e-09,3.744633258457501e-09,1.0473334764100636e-16,1.6466713133963047e-08,3.5926849305386695e-15,7.899966507318962e-18,8.729792315101186e-16,1.921289108315561e-12,1.0445805402733802e-18,1.7557656627460245e-17,1.612963166738601e-14,3.8126206220732504e-17,1.0924991484480006e-11,2.022451232822809e-10,5.69881095296625e-17,7.673894244110151e-18,5.561982341833187e-25,9.643876151036131e-15,7.478138559233447e-16,3.050428338722485e-17,2.4738327810454628e-23,8.3466555486393e-24,2.1329388064085967e-24,6.186009242143029e-19,9.603353358653872e-21
1.692128681150259e-05,0.4545083828223267,2.1071191960801427e-11,5.533744970156381e-13,6.271240693289197e-10,2.6882672629642025e-10,0.0,0.0,2.317051776600321e-08,3.935479058431391e-12,1.674006800497484e-11,1.378858820085342e-17,4.75858277279341e-21,5.20972552618058e-38,5.7606048165573435e-28,2.56195243755169e-19,9.923630624806625e-12,4.772264320371292e-14,1.7876533325068329e-25,7.08857052419266e-28,1.1511417568811217e-14,2.539130027090822e-24,1.0362726858480408e-20,2.1244429101896657e-18,3.195147982168807e-17,3.1816703207765787e-16,1.91077568416499e-23,6.280118035210875e-23,1.236291501278032e-20,3.8778755497674677e-23,3.5489814501925636e-20,4.128371346841306e-25,1.8329677955149465e-17,4.99930742539086e-28,3.76,0.0,0.658673015084456,0.999986873470611,1.6021222430961188e-08,1.0492492840910348e-12,7.135801908922844e-06,7.135818708629414e-06,2.133030635707493e-17,3.2974952994474514e-22,1.3086528163716148e-05,2.0760989223302566e-16,3.2891023836871735e-14,3.771622761991281e-09,1.6810130186246495e-10,1.1668063226564829e-08,6.158326726435039e-09,3.7451661559136985e-09,1.0536394193891493e-16,1.6583091826179492e-08,3.614024119045739e-15,7.993499220716766e-18,8.802186914323414e-16,1.922415082967244e-12,1.0546917069812817e-18,1.7772556623521743e-17,1.6276028551300502e-14,3.873887882826557e-17,1.1016731747759699e-11,2.0236071810493083e-10,5.78136094274196e-17,7.853680533135706e-18,5.627035632463635e-25,9.764890498760178e-15,7.573529746005159e-16,3.106865419995809e-17,2.5188605411618495e-23,8.49244161506119e-24,2.1670189388961726e-24,6.282257441217617e-19,9.844839540268129e-21
1.701871133418753e-05,0.45450838627353546,2.108576654619678e-11,5.537933539970142e-13,6.272296138744546e-10,2.711808503036624e-10,0.0,0.0,2.3350316080909258e-08,3.991514713992458e-12,1.69660517228671e-11,1.3912155512404473e-17,4.83193665730092e-21,5.247586518961401e-38,5.800321447993079e-28,2.572132723816476e-19,9.999248377969505e-12,4.840300253889835e-14,1.8127793924080259e-25,7.171848662218719e-28,1.1644353214868073e-14,2.568516755148619e-24,1.0376022265020865e-20,2.157219305300426e-18,3.2211035505956097e-17,3.226342379343007e-16,1.926724370288095e-23,6.411159745540971e-23,1.26472048363032e-20,3.953106757329662e-23,3.5778885874626443e-20,4.16148966707676e-25,1.8474309418151867e-17,5.092947797197394e-28,3.76,0.0,0.6586729737894572,0.9999868731737301,1.613816608704295e-08,1.064773401841988e-12,7.1768861533809166e-06,7.176903179781507e-06,2.1453159927128047e-17,3.3165423639710795e-22,1.3086528242497344e-05,2.088454453722214e-16,3.327824229129786e-14,3.773671725664598e-09,1.6819725856303776e-10,1.1766588411466541e-08,6.209636854203113e-09,3.74568270831309e-09,1.0599421795128577e-16,1.6699485276993027e-08,3.635368841365e-15,8.0875798695382e-18,8.874761287925782e-16,1.9235105660582706e-12,1.0648152077980778e-18,1.7988107623744095e-17,1.642252615260733e-14,3.935690788004866e-17,1.110852256904135e-11,2.024731795213978e-10,5.864546280315036e-17,8.036382122683208e-18,5.692414541080483e-25,9.886618362775176e-15,7.669492859735231e-16,3.163899591778305e-17,2.5643556735281873e-23,8.63955218843477e-24,2.2013946581380575e-24,6.379321315249806e-19,1.0090633547561862e-20
1.7116135856872468e-05,0.4545083897247445,2.1099973554649123e-11,5.542018615533059e-13,6.273319346383413e-10,2.73536581225603e-10,0.0,0.0,2.353019552745898e-08,4.047983904307356e-12,1.7193616503884406e-11,1.403621834122382e-17,4.905895313793284e-21,5.285372667549077e-38,5.839980100191012e-28,2.582297193183052e-19,1.0074792596697857e-11,4.9088302085620405e-14,1.8380679945650365e-25,7.255589594980072e-28,1.1778052038972854e-14,2.5980725609659113e-24,1.0389299084023713e-20,2.190249859062975e-18,3.247053425001539e-17,3.2713089618420204e-16,1.942707403737908e-23,6.544189241008732e-23,1.2935825029044637e-20,4.0291230922821507e-23,3.6067889384189755e-20,4.1946050707969695e-25,1.8618885986200104e-17,5.187697786752788e-28,3.76,0.0,0.6586729324944391,0.9999868728769663,1.6255129115391587e-08,1.0804153068015944e-12,7.21797039525906e-06,7.217987649938879e-06,2.1576013489466456e-17,3.3355894272978004e-22,1.3086528109897049e-05,2.1008032792655673e-16,3.3667309809879336e-14,3.7756650697716e-09,1.6829061501352031e-10,1.1865169051576276e-08,6.260974472384365e-09,3.746183419476041e-09,1.0662418343688398e-16,1.6815892982392808e-08,3.656719267372089e-15,8.182208348675745e-18,8.947516039638502e-16,1.9245763609008747e-12,1.0749507939173532e-18,1.820429893621942e-17,1.6569121675011773e-14,3.998029735525591e-17,1.1200362569982283e-11,2.0258259021244714e-10,5.948367165536215e-17,8.222023910264067e-18,5.758209674931535e-25,1.0009059241945557e-14,7.766027480713977e-16,3.2215317938041236e-17,2.610318878026554e-23,8.787987352336064e-24,2.236066173565777e-24,6.477201324049794e-19,1.0340779019140037e-20
1.7213560379557406e-05,0.45450839317595376,2.1113822573453146e-11,5.546002881569786e-13,6.274311305021433e-10,2.7589387844540894e-10,0.0,0.0,2.371015388447564e-08,4.104886826861299e-12,1.7422762543306965e-11,1.416077599206986e-17,4.98045887335272e-21,5.323084088578158e-38,5.879580696604209e-28,2.592446071836534e-19,1.0150262062091605e-11,4.9778536805909e-14,1.8635189364149942e-25,7.339793432304199e-28,1.19125140410844e-14,2.6277974445340407e-24,1.0402557340746432e-20,2.2235342417332184e-18,3.272997147075697e-17,3.316569640848058e-16,1.9587249819619796e-23,6.679223902493656e-23,1.322880404113779e-20,4.105923217558479e-23,3.6356819922403897e-20,4.227717453220251e-25,1.876340708741245e-17,5.283562954785804e-28,3.76,0.0,0.6586728911994028,0.9999868725796217,1.637211092238493e-08,1.0961748836011883e-12,7.2590546345572715e-06,7.259072119101721e-06,2.1698867044090114e-17,3.354636489427629e-22,1.3086528466227067e-05,2.113145546866159e-16,3.405822058425872e-14,3.777604263479975e-09,1.6838143969069364e-10,1.1963803639660305e-08,6.312338832524124e-09,3.746668776492227e-09,1.0725384586036194e-16,1.6932314455105902e-08,3.678075563819094e-15,8.277384553044033e-18,9.020451769872529e-16,1.925613249427476e-12,1.0850982218788188e-18,1.842112002876547e-17,1.671581240356323e-14,4.06090511447391e-17,1.129225041153577e-11,2.02689030652617e-10,6.032823792161097e-17,8.41063078736673e-18,5.824292117126383e-25,1.0132212644979854e-14,7.863133197300697e-16,3.2797629446621e-17,2.656750838808815e-23,8.937747201083257e-24,2.2710336903643424e-24,6.5758979104582175e-19,1.059531965985766e-20
1.7310984902242345e-05,0.4545083966271633,2.1127322871389126e-11,5.549888934447589e-13,6.275272961976064e-10,2.782527027968238e-10,0.0,0.0,2.389018901094186e-08,4.162223671890294e-12,1.765349002745483e-11,1.4285827784366924e-17,5.055627454274806e-21,5.360720942319871e-38,5.9191231659816275e-28,2.6025795748411013e-19,1.0225655606353272e-11,5.0473701566007473e-14,1.8891320214710093e-25,7.424460256951618e-28,1.2047739221161545e-14,2.657691405851815e-24,1.0415797074554726e-20,2.257072119851275e-18,3.2989342757616934e-17,3.362123998002439e-16,1.974777292989912e-23,6.816281080303054e-23,1.3526170097348647e-20,4.1835057083183026e-23,3.664567257140099e-20,4.2608267264633125e-25,1.8907872225952723e-17,5.38054885694734e-28,3.76,0.0,0.6586728499043486,0.99998687228267,1.6489110939324957e-08,1.1120520143043693e-12,7.300138871275546e-06,7.30015658727021e-06,2.1821720590999048e-17,3.373683550360574e-22,1.3086528340078845e-05,2.1254813939029302e-16,3.445096886920124e-14,3.779490726065072e-09,1.6846979875798001e-10,1.2062490722832352e-08,6.363729213236567e-09,3.747139245949931e-09,1.0788321219225336e-16,1.704874922836956e-08,3.699437891969617e-15,8.37310838191241e-18,9.093569059566006e-16,1.9266219871495897e-12,1.095257253512843e-18,1.8638560567978604e-17,1.6862595722566404e-14,4.1243173028752216e-17,1.138418480308244e-11,2.0279257858959108e-10,6.117916346392906e-17,8.602227638665147e-18,5.890839700286836e-25,1.0256078092398957e-14,7.960809607898665e-16,3.33859393678638e-17,2.703652220538698e-23,9.08883182685444e-24,2.3062974073106815e-24,6.675411503973203e-19,1.0854299256537846e-20
1.7408409424927284e-05,0.454508400078373,2.1140483554199545e-11,5.553679325265456e-13,6.276205243759783e-10,2.806130158509782e-10,0.0,0.0,2.4070298806549417e-08,4.219994625961432e-12,1.7885799138156333e-11,1.4411373045085902e-17,5.131401168719078e-21,5.398283447181983e-38,5.958607457683431e-28,2.6126979279538127e-19,1.0300972087615497e-11,5.117379118425777e-14,1.914907057608903e-25,7.509590218123838e-28,1.2183727579163128e-14,2.6877544449143004e-24,1.0429018327055849e-20,2.2908631581944125e-18,3.324864378477372e-17,3.4079716200418564e-16,1.9908645325769387e-23,6.955378106353565e-23,1.3827951300713405e-20,4.2618690943082746e-23,3.693444251535459e-20,4.293932811112653e-25,1.905228094507917e-17,5.478661046375398e-28,3.76,0.0,0.658672808609277,0.9999868719856339,1.660612861000918e-08,1.1280465796876524e-12,7.3412231054138785e-06,7.3412410544445205e-06,2.1944574130193222e-17,3.3927306100966486e-22,1.3086528211595045e-05,2.1378109689931577e-16,3.4845548951808637e-14,3.7813258513188565e-09,1.6855575719655953e-10,1.2161228875808867e-08,6.415144906880174e-09,3.747595284161164e-09,1.0851228970435418e-16,1.7165196845701727e-08,3.720806412319488e-15,8.469379735408205e-18,9.166868499028546e-16,1.9276033160764914e-12,1.1054276558199302e-18,1.8856610326326365e-17,1.700946906750187e-14,4.1882666729852283e-17,1.147616447859205e-11,2.0289331037820318e-10,6.203645010600376e-17,8.796839344281918e-18,5.957765846725455e-25,1.0380655110619664e-14,8.059056316023793e-16,3.398025649213076e-17,2.7510236779016574e-23,9.241241333481547e-24,2.3418575206894253e-24,6.77574252481426e-19,1.111776163799121e-20
1.7505833947612222e-05,0.45450840352958316,2.1153313558271322e-11,5.557376558114199e-13,6.277109055316753e-10,2.8297477994445813e-10,0.0,0.0,2.4250481213244958e-08,4.278199871834718e-12,1.811969005258337e-11,1.453741110953115e-17,5.20778012246721e-21,5.435771829511157e-38,5.998033538618581e-28,2.622801362930695e-19,1.0376210390923186e-11,5.187880042936912e-14,1.9408438578140914e-25,7.595183471396276e-28,1.2320479115047981e-14,2.717986561713964e-24,1.0442221146436487e-20,2.324907019761616e-18,3.350787031402383e-17,3.4541120991599085e-16,2.0069869008285738e-23,7.096532293273407e-23,1.4134175626596484e-20,4.3410118577800044e-23,3.722312503824971e-20,4.327035636992447e-25,1.91966328292071e-17,5.577905073626404e-28,3.76,0.0,0.6586727673141886,0.9999868716883904,1.6723163391189027e-08,1.1441584591934588e-12,7.382307336972264e-06,7.3823255206248205e-06,2.2067427661672622e-17,3.411777668635865e-22,1.3086528206309507e-05,2.1501344211680006e-16,3.524195515451502e-14,3.783111006567882e-09,1.6863937875975853e-10,1.2260016701957294e-08,6.466585220079329e-09,3.748037336784924e-09,1.0914108574755972e-16,1.7281656861277922e-08,3.742181284488815e-15,8.56619851500163e-18,9.240350687540033e-16,1.928557964194312e-12,1.1156092006942619e-18,1.90752591873226e-17,1.71564299271114e-14,4.252753591237328e-17,1.1568188197556668e-11,2.0299130092671382e-10,6.290009963245927e-17,8.994490779190902e-18,6.025046064518126e-25,1.050594323257748e-14,8.157872930519339e-16,3.458058947057976e-17,2.798865855220216e-23,9.39497584165387e-24,2.3777142237058374e-24,6.876891384283949e-19,1.138575067665026e-20
1.760325847029716e-05,0.45450840698079353,2.1165821568559503e-11,5.560983067275324e-13,6.277985269714327e-10,2.8533795854859377e-10,0.0,0.0,2.4430734235602476e-08,4.3368395866321176e-12,1.8355162941026105e-11,1.4663941325642088e-17,5.284764411503074e-21,5.473186301575283e-38,6.037401387533049e-28,2.632890105959753e-19,1.0451369441200841e-11,5.258872399661214e-14,1.9669422413824637e-25,7.681240130297388e-28,1.245799382877495e-14,2.7483877562447682e-24,1.0455405580109336e-20,2.3592033648944975e-18,3.3767018239999704e-17,3.5005450354317306e-16,2.023144593082183e-23,7.239760923634134e-23,1.4444870860299005e-20,4.420932411382671e-23,3.751171556881882e-20,4.3601351472376935e-25,1.9340927521589776e-17,5.678286485598525e-28,3.76,0.0,0.6586727260190843,0.9999868713910418,1.6840214758760976e-08,1.1603875302930181e-12,7.423391565950701e-06,7.423409985811273e-06,2.2190281185437246e-17,3.430824725978236e-22,1.3086528223766698e-05,2.1624518879904384e-16,3.5640181852267897e-14,3.784847519864953e-09,1.687207253786118e-10,1.2358852847110394e-08,6.5180494806014865e-09,3.748465833736406e-09,1.0976960732979459e-16,1.7398128845024254e-08,3.7635626648129085e-15,8.663564623672492e-18,9.314016218908109e-16,1.9294866386771662e-12,1.1258016650311058e-18,1.929449719953637e-17,1.73034758682696e-14,4.317778415490353e-17,1.1660254757294184e-11,2.0308662299650213e-10,6.377011377028843e-17,9.19520681124879e-18,6.092700292065457e-25,1.0631942000985032e-14,8.257259068210402e-16,3.5186946747672845e-17,2.8471793814338795e-23,9.550035484619231e-24,2.4138677049806994e-24,6.978858479733177e-19,1.1658310309735384e-20
1.77006829929821e-05,0.454508410432004,2.1178015997656142e-11,5.564501211347071e-13,6.278834725834191e-10,2.8770251635990016e-10,0.0,0.0,2.4611055945783362e-08,4.395913941401838e-12,1.8592217966394926e-11,1.4790963054874122e-17,5.362354120867269e-21,5.510527048438113e-38,6.076710970613855e-28,2.6429643682090946e-19,1.0526448206391781e-11,5.3303556502412435e-14,1.9932020324294866e-25,7.7677602802934535e-28,1.2596271720302871e-14,2.77895802850174e-24,1.0468571670376965e-20,2.393751851034599e-18,3.4026083604299287e-17,3.547270037137044e-16,2.0393377922257717e-23,7.385081244181133e-23,1.4760064578966815e-20,4.5016290939490253e-23,3.780020969669045e-20,4.393231298324885e-25,1.9485164725180954e-17,5.77981082550997e-28,3.76,0.0,0.6586726847239645,0.9999868710936038,1.6957282209152798e-08,1.1767336683450122e-12,7.464475792349184e-06,7.464494450004035e-06,2.2313134701487073e-17,3.4498717821237725e-22,1.3086528250887072e-05,2.1747634951780347e-16,3.604022347509696e-14,3.786536676762243e-09,1.6879985701168924e-10,1.2457736002931244e-08,6.5695370390295584e-09,3.748881188048703e-09,1.1039786087980247e-16,1.7514612383756145e-08,3.784950704045098e-15,8.761477966190838e-18,9.387865661889613e-16,1.9303900241722804e-12,1.1360048295585237e-18,1.951431459128414e-17,1.7450604541024862e-14,4.383341494165328e-17,1.1752362995940293e-11,2.0317934702535384e-10,6.46464941838581e-17,9.399012301428927e-18,6.160728701153449e-25,1.0758650968786926e-14,8.357214354640089e-16,3.579933654385406e-17,2.8959648688053555e-23,9.706420390138335e-24,2.4503181481322533e-24,7.081644193888462e-19,1.1935484544710371e-20
1.779810751566704e-05,0.4545084138832149,2.1189905061796802e-11,5.567933294328584e-13,6.279658238243159e-10,2.900684189542881e-10,0.0,0.0,2.4791444464430795e-08,4.455423102844896e-12,1.883085528635182e-11,1.491847566836655e-17,5.440549328111802e-21,5.547794331013592e-38,6.115962267927215e-28,2.65302436700339e-19,1.0601445685278874e-11,5.402329250728629e-14,2.0196230597510735e-25,7.8547440689716835e-28,1.2735312789590587e-14,2.809697378480337e-24,1.0481719471696825e-20,2.4285521336512727e-18,3.428506255109267e-17,3.5942867188849494e-16,2.0555666852716587e-23,7.532510473388674e-23,1.5079784203936666e-20,4.5831001906312076e-23,3.8088603132828537e-20,4.4263240560952055e-25,1.9629344186328993e-17,5.882483633996209e-28,3.76,0.0,0.6586726434288296,0.9999868707961278,1.7074365253394878e-08,1.1931967472072199e-12,7.505560016167709e-06,7.505578913203252e-06,2.2435988209822092e-17,3.4689188370724843e-22,1.3086528238476088e-05,2.187069377674137e-16,3.644207449253895e-14,3.788179732213563e-09,1.6887683219705463e-10,1.2556664893959608e-08,6.621047262310362e-09,3.749283800749364e-09,1.110258529807288e-16,1.763110707629974e-08,3.806345550966324e-15,8.859938449302154e-18,9.461899586623222e-16,1.931268789103924e-12,1.1462184802422567e-18,1.973470172401921e-17,1.759781365581753e-14,4.449443168756988e-17,1.1844511780906463e-11,2.032695417779257e-10,6.552924249248187e-17,9.605932104780381e-18,6.2291424226709195e-25,1.0886069696109668e-14,8.45773842161598e-16,3.6417766917878347e-17,2.945222917546555e-23,9.864130694662245e-24,2.4870657331642944e-24,7.185248900023804e-19,1.2217317439743959e-20
1.7895532038351977e-05,0.45450841733442593,2.120149681817215e-11,5.571281575984665e-13,6.28045660217853e-10,2.9243563261567843e-10,0.0,0.0,2.4971897951187755e-08,4.5153672341759626e-12,1.9071075054386862e-11,1.5046478545662612e-17,5.5193501050229035e-21,5.584988436149884e-38,6.155155297977542e-28,2.663070331424453e-19,1.0676360901431695e-11,5.474792652751583e-14,2.0462051574291275e-25,7.942191657967424e-28,1.287511703659693e-14,2.8406058061747067e-24,1.0494849042713184e-20,2.4636038667677715e-18,3.4543951304470556e-17,3.641594700927198e-16,2.0718314680793977e-23,7.682065804104095e-23,1.5404057023553476e-20,4.665343942483578e-23,3.8376891680627326e-20,4.4594133945276375e-25,1.977346568714249e-17,5.986310449707977e-28,3.76,0.0,0.65867260213368,0.9999868704985343,1.719146341412581e-08,1.2097766395465634e-12,7.546644237406276e-06,7.546663375409077e-06,2.2558841710442286e-17,3.4879658908243866e-22,1.3086528268157064e-05,2.1993696749143591e-16,3.684572940839996e-14,3.789777916434765e-09,1.6895170832381908e-10,1.2655638271183833e-08,6.672579530551911e-09,3.74967406332397e-09,1.1165359050145072e-16,1.774761253102726e-08,3.827747354274804e-15,8.958945981274172e-18,9.536118578679507e-16,1.9321235887748704e-12,1.1564424084524823e-18,1.9955649071338415e-17,1.7745100972506205e-14,4.5160837752269737e-17,1.1936700003150108e-11,2.03357274666016e-10,6.64183602800439e-17,9.815991070335911e-18,6.29792281119978e-25,1.1014197749212056e-14,8.558830905990076e-16,3.704224579726556e-17,2.994954118098603e-23,1.0023166556318572e-23,2.524110637351646e-24,7.289672963486788e-19,1.2503853094157214e-20
1.7992956561036916e-05,0.45450842078563713,2.1212799138070888e-11,5.574548264374511e-13,6.281230590315553e-10,2.9480412445519675e-10,0.0,0.0,2.515241461125987e-08,4.57574649453782e-12,1.931287741912061e-11,1.5174971076631565e-17,5.5987565163083156e-21,5.622109681465752e-38,6.194290080876605e-28,2.673102486760171e-19,1.075119290737486e-11,5.5477453027708965e-14,2.072948164864628e-25,8.030103179913655e-28,1.3015684461280743e-14,2.8716833115801562e-24,1.0507960448089342e-20,2.498906702708233e-18,3.480274618454626e-17,3.6891936099565473e-16,2.088132333432238e-23,7.833764398523433e-23,1.573291017074784e-20,4.748358539599383e-23,3.8665071247750953e-20,4.4924992965226155e-25,1.991752905021177e-17,6.091296809098892e-28,3.76,0.0,0.6586725608385164,0.9999868702009604,1.7308576227533683e-08,1.2264732166410085e-12,7.587728456064876e-06,7.587747836621645e-06,2.268169520334767e-17,3.5070129433794905e-22,1.3086528204869825e-05,2.2116645169225384e-16,3.7251182767239876e-14,3.791332430730006e-09,1.69024541438251e-10,1.2754654916491766e-08,6.724133239237957e-09,3.750052356120627e-09,1.1228108006230093e-16,1.786412836745315e-08,3.849156260553779e-15,9.058500472386197e-18,9.610523222531965e-16,1.932955063152133e-12,1.1666764095119739e-18,2.0177147237898213e-17,1.7892464308043306e-14,4.583263643237847e-17,1.2028926581136537e-11,2.0344261152022768e-10,6.731384908965507e-17,1.0029214040442174e-17,6.367102062839988e-25,1.1143034701861271e-14,8.660491450600925e-16,3.7672780956076456e-17,3.045159049485535e-23,1.0183528149336915e-23,2.5614530345835534e-24,7.394916740846773e-19,1.279513565540413e-20
1.8090381083721855e-05,0.4545084242368485,2.12238196752672e-11,5.577735507034326e-13,6.281980948900278e-10,2.9717386255221294e-10,0.0,0.0,2.5332992703186702e-08,4.636561038306308e-12,1.955626252346924e-11,1.5303952662914488e-17,5.678768618058948e-21,5.659158247145686e-38,6.23336661408792e-28,2.6831210455076556e-19,1.0825940789527472e-11,5.6211866411823415e-14,2.0998519259428372e-25,8.118478748984764e-28,1.3157015063600871e-14,2.902929894689499e-24,1.0521053738627551e-20,2.5344602917348303e-18,3.506144362719906e-17,3.737083079791977e-16,2.1044694634656053e-23,7.987623382495751e-23,1.606637059855304e-20,4.8321421135731714e-23,3.895313786905841e-20,4.52558175526913e-25,2.006153414316203e-17,6.19744824616412e-28,3.76,0.0,0.6586725195433395,0.9999868699031448,1.742570324567872e-08,1.2432863481421876e-12,7.628812672143509e-06,7.628832296841095e-06,2.280454868853821e-17,3.5260599947378066e-22,1.3086528312163663e-05,2.223954024492092e-16,3.7658429159299705e-14,3.7928444425708615e-09,1.690953860152134e-10,1.2853713647940887e-08,6.77570780185072e-09,3.75041904644053e-09,1.129083277886401e-16,1.7980654218144388e-08,3.870572411939044e-15,9.158601833726062e-18,9.68511408274926e-16,1.933763834256653e-12,1.1769202819886962e-18,2.0399186980257157e-17,1.803990154510242e-14,4.650983094998277e-17,1.2121190465531064e-11,2.0352561632097665e-10,6.821571041610131e-17,1.0245625850593318e-17,6.436619162150218e-25,1.1272580136290124e-14,8.762719705403523e-16,3.83093799888457e-17,3.0958382773800046e-23,1.0345215649686665e-23,2.5990930949778854e-24,7.500980575868772e-19,1.3091209327277717e-20
1.8187805606406793e-05,0.45450842768806016,2.1234565873243466e-11,5.580845392950946e-13,6.282708398838552e-10,2.995448159197107e-10,0.0,0.0,2.5513630536914525e-08,4.697811015269096e-12,1.9801230504880083e-11,1.5433422717163428e-17,5.75938645813282e-21,5.696134440486851e-38,6.272384904354135e-28,2.6931262160459883e-19,1.0900603666964917e-11,5.695116102574164e-14,2.126916288590686e-25,8.20731849096677e-28,1.3299108843516149e-14,2.9343455555005984e-24,1.0534128978909823e-20,2.570264282143636e-18,3.532004017971403e-17,3.785262751144272e-16,2.1208430364094203e-23,8.143659844485473e-23,1.6404465083117735e-20,4.916692739936314e-23,3.9241087705853e-20,4.558660773093754e-25,2.0205480875759406e-17,6.304770292645853e-28,3.76,0.0,0.6586724782481492,0.9999868696055746,1.7542844035838593e-08,1.2602159021448372e-12,7.669896885642171e-06,7.669916756067556e-06,2.2927402166013912e-17,3.5451070448993458e-22,1.3086528104751036e-05,2.236238318189346e-16,3.806746321797055e-14,3.794315086746355e-09,1.6916429501137577e-10,1.2952813318452436e-08,6.827302649219171e-09,3.7507744890773e-09,1.1353533964330315e-16,1.8097189728180878e-08,3.891995946770117e-15,9.25924997937887e-18,9.759891709455459e-16,1.9345505067712007e-12,1.1871738286319086e-18,2.062175920334336e-17,1.818741062949919e-14,4.719242445321488e-17,1.2213490638033163e-11,2.0360635126096354e-10,6.912394570701223e-17,1.046525132967695e-17,6.506585007106856e-25,1.1402833642509248e-14,8.865515327211348e-16,3.8952050316356923e-17,3.146992354501132e-23,1.0508229232561565e-23,2.637030984393111e-24,7.607864803873804e-19,1.3392118368116022e-20
