Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H4F2(1),O2(2),H2O(3),CH4(4),CH2CHF(56),HF(38),C2H3F(137),C2H3F(136),O2(141),CH2CF(70),CH2CFO(79),C2H3F2(66),C2H3F2(64),CH2CF2(57),C2H2F2(59),CH2F(46),C2H2F(71),CHFO(47),C2H4F(62),S(289),C2H4F(63),C2H3F2(65),CF2CH(73),C2HF2(72),CH2F2(41),S(787),CF2(43),S(495),C2HF(58),CF2O(49),C2H2O(134),S(435),S(2464),S(1651),S(1682),CF3CHO(75),CF2CO(76),S(783),S(2674),CHO2(159),S(3132),S(537),S(1330),C2HF(1925),S(125),S(977),S(975),S(990),CHF2(82),S(499),C2H2O(450),CH3F(39),S(3133),C2H2F3(67),S(5616),CHFCF2(55),F(37),C2F(1924),C2H2F3(68),S(698),CHF3(42),S(5948),S(3043),S(706),S(2408),S(2271),S(529),S(1906),S(3064),S(517),S(139),S(1923),S(1777),CHO2(158),S(476),S(980),S(5430),CFO(51),S(7338),S(1061),CHFO2(175),S(11877),S(5944),S(1828)
1.8452805456090688e-06,0.9766182630234818,0.0038184627144988888,0.000687441666033478,0.0014333000992311257,0.028936287607173355,0.0,0.0,0.0003530687703797601,2.066260401351751e-06,0.004195340833151656,0.00018807175384860802,4.402133079786239e-05,1.3425047573869863e-09,1.7859038725305338e-07,6.215395576680527e-06,0.0014467101112663194,0.0006745059743510819,1.2736743310858348e-05,2.6355448228494108e-06,0.001362928784950323,3.2752802803980246e-08,8.549496316254304e-07,1.6623627245762599e-06,7.475777973155741e-08,0.0024481916317706195,1.130425715632943e-06,3.422354411128782e-05,7.265655533510717e-07,4.2391493742391517e-08,5.445457088010388e-07,3.7536723419657625e-09,4.478799875206299e-07,1.9680059044769832e-07,3.76,0.0,0.4028707944861513,0.9859053749416238,0.008780423696957874,0.00045160916035070554,0.5112576628963587,0.5289735413750898,5.704430031399365e-07,1.9716032837316494e-09,0.0022031829647448397,0.0009917934121882724,0.00270481051387459,0.0003435528919527916,2.722632768127809e-05,0.01234829821802268,0.021126083403351724,0.02785784300518691,0.0008430142953812399,0.0012890539151778234,3.65305243436143e-05,3.8283915075821534e-07,2.5017265402126496e-05,9.602163901675258e-06,0.00015353806849053553,3.920484307436942e-05,0.0013510047807654083,3.3243881266329375e-05,0.0014692345157551515,7.632964057948091e-09,0.0012631522887340972,1.6683655304220822e-05,1.800907689793955e-08,0.00024322236823396458,1.9646113946702496e-08,9.915617604761738e-09,3.514239269238194e-13,2.3558187827389656e-09,2.053757594333821e-09,2.8424381266302145e-08,6.749228767689022e-14,2.1972057414250866e-07,5.2401590644081825e-12,1.404139724300781e-09,3.5306105103442695e-12,3.780976943713552e-08,3.84342870911563e-07,4.673776426667446e-07,3.9456878210154557e-10,8.883605752920048e-06,0.00014339911787015672,4.504606207631571e-09,3.6507573332536134e-10,0.0017896618762384994,1.9767055957572524e-12,3.199879395330552e-06,6.816271465253633e-11,9.985917355296933e-05,1.6142665131964126e-05,2.824557226038838e-06,3.171587079266623e-07,1.433180820920176e-05,3.657876750578571e-06,6.247662876956304e-07,2.0393809367748961e-10,1.093692792128412e-05,1.7543758747496422e-07,6.167808432311804e-09,3.770482030556795e-09,1.0003337668326034e-08,4.4690325573684017e-07,1.2114998959401825e-10,3.102437716059911e-08,4.2558508356917555e-08,4.455520842326578e-10,5.141529909134291e-12,5.7219581502967146e-05,2.983811076104026e-05,2.5902706471264794e-09,3.229885258711288e-05,9.435570591179769e-11,3.192670815979613e-09,8.292905425150852e-13,2.3052526633203576e-12,2.1831286254040793e-10,7.981256152023787e-10
1.863175616010166e-06,0.9772688366204989,0.003874274592224885,0.0007030577589178891,0.001452591949747707,0.029604662733526427,0.0,0.0,0.0003606822277692111,2.1361274146945262e-06,0.0043723138774555284,0.0001964429292152937,4.604712714494785e-05,1.4306259456881906e-09,1.872573409377181e-07,6.411241206982565e-06,0.0014813866606616013,0.0006970453399272037,1.355982693029676e-05,2.762632254164161e-06,0.00140362044577411,3.3914938532588876e-08,8.88795451735143e-07,1.747686004652903e-06,7.73203299790605e-08,0.00255635772179343,1.1539215271686704e-06,3.551265512384978e-05,7.698973754093659e-07,4.453620796729071e-08,5.665449049616351e-07,3.862755692084763e-09,4.568643905695809e-07,2.0266297464746408e-07,3.76,0.0,0.3988752351041588,0.9855274862810364,0.009039172385744596,0.0004652648210324773,0.5138890400236962,0.5322259926118675,5.733821180687961e-07,1.981873248831848e-09,0.002202338863188033,0.0010130855532538197,0.0027759047256508814,0.00034585352406242347,2.7424534844290435e-05,0.012620178198146264,0.02156691625923455,0.028041289003148062,0.0008615144176385755,0.0013237735734167682,3.721303003146813e-05,3.952299020030029e-07,2.5495490525056506e-05,9.743982452879322e-06,0.00015963177123782082,4.068658096192319e-05,0.0014088666181444446,3.465787737942698e-05,0.00150627372819061,7.676263493115047e-09,0.0013138485585297366,1.756931504987067e-05,1.879709034281781e-08,0.00024908953608031054,2.009977216067786e-08,1.0327916254744098e-08,3.660182558340337e-13,2.510942727495155e-09,2.1799924190342733e-09,2.9592990189772186e-08,7.029263157959228e-14,2.2647031157173946e-07,5.402419637263236e-12,1.4235273106301943e-09,3.63835480438082e-12,3.936132203631963e-08,3.923705558923664e-07,4.891967775958156e-07,4.112395932541652e-10,9.36835505209686e-06,0.00015195089849928027,4.768494817277532e-09,3.7516623324459064e-10,0.0018284757397669551,2.0857768187495097e-12,3.23799457219836e-06,6.890418121221964e-11,0.00010282436197408238,1.6407702431683793e-05,2.9732730263116448e-06,3.2191010435623475e-07,1.4529069917402181e-05,3.982077758785755e-06,6.627663027443885e-07,2.0653537422095604e-10,1.1165884055942937e-05,1.7999736423725662e-07,6.32610062652116e-09,3.9029960767221944e-09,1.0357465826594046e-08,4.7253811361765717e-07,1.2253945902986244e-10,3.186717192762086e-08,4.51327957628026e-08,4.780646602568617e-10,5.440746004306619e-12,6.083671963805505e-05,3.1166629922871046e-05,2.7029514849941936e-09,3.38452311503674e-05,1.0055269608601913e-10,3.379579741990095e-09,8.765158767499924e-13,2.4131216801282232e-12,2.3061121967663328e-10,8.250089003169398e-10
1.8810706864112631e-06,0.9779161192426018,0.0039293571513783305,0.0007186802561325781,0.0014715119907245965,0.0302781685273698,0.0,0.0,0.00036842314038323823,2.208304777981182e-06,0.0045543191915886315,0.00020507557618762627,4.812660630443801e-05,1.5225152933553892e-09,1.9616199450357987e-07,6.609524175464643e-06,0.001516332422698005,0.0007199879350565369,1.442300409406117e-05,2.8939370941400074e-06,0.0014451614344785622,3.5103419442497044e-08,9.234467851828231e-07,1.836022098036918e-06,7.994562482727404e-08,0.0026677239140147765,1.1775891532386347e-06,3.68333312692745e-05,8.15201954671961e-07,4.675563879239953e-08,5.890222551782773e-07,3.972755003732326e-09,4.6580877125863913e-07,2.0862586031427858e-07,3.76,0.0,0.39490664283353943,0.985142527797306,0.009301824929367063,0.0004791602909963464,0.5164801036545505,0.535451514518585,5.762762293588753e-07,1.9919887332825556e-09,0.0022014789606709505,0.0010342934614242317,0.0028472389245939277,0.0003480264471404263,2.7613305316364972e-05,0.012893619195800197,0.022008937052008227,0.028223922268466577,0.0008799566606854584,0.0013590307187796168,3.789013460864811e-05,4.0783268137464876e-07,2.5970098534550728e-05,9.884610236689971e-06,0.00016583524126802485,4.219136304642253e-05,0.0014683886232619095,3.610242217024623e-05,0.0015437905845065297,7.716607741248865e-09,0.0013659664634416168,1.8493176159311897e-05,1.9608180256999736e-08,0.0002549581512663986,2.0552534046707302e-08,1.0748497447389974e-08,3.809048167283519e-13,2.672938366923922e-09,2.3114022409788013e-09,3.0797275584556217e-08,7.314891514292133e-14,2.3329431509184934e-07,5.5665211765265415e-12,1.442700424517336e-09,3.747254995022968e-12,4.095787254470133e-08,4.0042018836670854e-07,5.118475273577262e-07,4.2838356678100277e-10,9.87148424388992e-06,0.00016088342590310736,5.043773281570253e-09,3.85313072566471e-10,0.001867970174597161,2.199405970148367e-12,3.2753648623079564e-06,6.962795875934493e-11,0.00010584480417640568,1.6669856618338806e-05,3.1272387433127516e-06,3.2661923938661563e-07,1.472349848613361e-05,4.3315333629606925e-06,7.025113322265733e-07,2.0908610053303128e-10,1.139509696104904e-05,1.8461666726565648e-07,6.486409241586413e-09,4.037079399501991e-09,1.0715971215458282e-08,4.992405604781869e-07,1.2390237356183438e-10,3.271444763335778e-08,4.782899386358587e-08,5.123348971142253e-10,5.752207729856392e-12,6.462203432364356e-05,3.252862366245101e-05,2.8182979885034305e-09,3.543871728041093e-05,1.0707735703385817e-10,3.57454555861677e-09,9.255821045056625e-13,2.5241111090115787e-12,2.434289939414803e-10,8.527509386879999e-10
1.8989657568123603e-06,0.9785600992350614,0.003983661681314624,0.0007342957246703246,0.0014900424230794751,0.030956580039425953,0.0,0.0,0.00037629119198057207,2.282858722174891e-06,0.004741401175894292,0.000213972866138022,5.02590717980689e-05,1.6181760592911508e-09,2.052999230605998e-07,6.8101195055027125e-06,0.001551533468944194,0.0007433287835720052,1.5327320428963945e-05,3.029494985069525e-06,0.001487553759592864,3.631809307950029e-08,9.588960962614334e-07,1.9274036172777686e-06,8.263413687211403e-08,0.0027823127626808715,1.201417958153286e-06,3.818565519008817e-05,8.625333072233584e-07,4.905056981224623e-08,6.119664078797689e-07,4.083587784628074e-09,4.7470567613402245e-07,2.146892791904289e-07,3.76,0.0,0.3909651313649328,0.9847505439750152,0.009568322663303106,0.000493295260775402,0.5190311022232366,0.5386503259745918,5.791256135090172e-07,2.0019505353062753e-09,0.002200603356302791,0.0010553975127260279,0.002918753401045406,0.00035006959739746044,2.7792465430576926e-05,0.013168514925906571,0.022451933110665005,0.028405746101603152,0.0008983240275438872,0.0013948193555962751,3.8561191011261955e-05,4.2064231759138096e-07,2.644063465988636e-05,1.0023927131791765e-05,0.00017214383141823036,4.371791949394997e-05,0.0015295828245934365,3.757664094999124e-05,0.0015817799861374752,7.75395976795723e-09,0.0014195200928329094,1.9456367436925634e-05,2.0442497055786154e-08,0.0002608229406761903,2.1003971737696718e-08,1.1177071743214022e-08,3.960733264780277e-13,2.841846013111737e-09,2.4480042106452226e-09,3.203768351236848e-08,7.605915999821079e-14,2.401878659572108e-07,5.732352359947631e-12,1.4616421000800144e-09,3.857235442644673e-12,4.2599934255690894e-08,4.084878977197119e-07,5.353516999969378e-07,4.460020227349057e-10,1.0393183953566445e-05,0.00017020567113445212,5.330684912758395e-09,3.9550763465488445e-10,0.0019081521778187775,2.317690359288766e-12,3.3119704114647858e-06,7.03336715679007e-11,0.00010892089254092907,1.6928906890809825e-05,3.2865058458793097e-06,3.3128401630594565e-07,1.49149930711535e-05,4.707789501818066e-06,7.440478040314184e-07,2.11588952076882e-10,1.1624469521124328e-05,1.8929481781428792e-07,6.64870960547659e-09,4.172602037452619e-09,1.107851520656687e-08,5.270311287151812e-07,1.2523748106828413e-10,3.356546955920855e-08,5.065100326448568e-08,5.484086667083195e-10,6.076073895168969e-12,6.857919289642202e-05,3.392357280255009e-05,2.93625573984745e-09,3.7079217180674136e-05,1.1394180243638508e-10,3.777739667494476e-09,9.76502377104738e-13,2.6382030882154114e-12,2.5677828475138066e-10,8.813923933442648e-10
1.9168608272134575e-06,0.9792007638506449,0.004037140120878098,0.0007498905718781652,0.0015081659141438378,0.031639668010447534,0.0,0.0,0.0003842859203470429,2.3598558748155774e-06,0.004933600873165846,0.00022313779743075293,5.244370638039844e-05,1.7175985328955565e-09,2.1466599561679328e-07,7.012896515913569e-06,0.0015869756135039952,0.0007670624837410753,1.627379157317448e-05,3.16933606464658e-06,0.0015307986884406759,3.7558766665899727e-08,9.951342766559585e-07,2.0218598702039956e-06,8.538628523141694e-08,0.00290014383441829,1.2253969103933388e-06,3.956968107448069e-05,9.11945130919857e-07,5.1421701161840384e-08,6.353648034983903e-07,4.195169095666269e-09,4.835476771032687e-07,2.2085323258609097e-07,3.76,0.0,0.38705081739467895,0.9843515857179951,0.009838603207459178,0.0005076693178444661,0.5215422941953589,0.5418226438026612,5.819305582039609e-07,2.011759486186617e-09,0.0021997121634931417,0.0010763780977359311,0.002990387604756205,0.00035198109375732966,2.7961854510070666e-05,0.013444757709034895,0.022895690577460392,0.028586762698834,0.0009165995056057529,0.0014311329362486462,3.9225556278022796e-05,4.336532348990017e-07,2.6906646775089923e-05,1.0161812506111823e-05,0.0001785525805137432,4.526490981073036e-05,0.0015924598989599677,3.907957699341855e-05,0.0016202365112573155,7.788286876206605e-09,0.0014745225705417274,2.0460021144442497e-05,2.130016890196551e-08,0.00026667858218554024,2.1453655400938146e-08,1.1613326264430404e-08,4.115126741279189e-13,3.017685468881843e-09,2.5898004771658757e-09,3.3314629348971336e-08,7.902122913267111e-14,2.471460571077073e-07,5.899797280673068e-12,1.4803353807332412e-09,3.9682175809339324e-12,4.428799206664583e-08,4.1656979126025253e-07,5.597311261282057e-07,4.6409562423537733e-10,1.0933615909908216e-05,0.00017992637094646803,5.629464471344828e-09,4.057411149715825e-10,0.0019490283208347566,2.4407294229835024e-12,3.3477924154688493e-06,7.102096886787367e-11,0.0001120530002908394,1.7184636450561805e-05,3.4511194523984122e-06,3.35902407437203e-07,1.5103457415341731e-05,5.112446103908684e-06,7.87421637262189e-07,2.140426820114141e-10,1.1853905214289317e-05,1.9403109647389154e-07,6.81297565582439e-09,4.309428674949192e-09,1.1444744544848496e-08,5.559294651000101e-07,1.265435497084908e-10,3.441948705323862e-08,5.360276419919158e-08,5.863294045410339e-10,6.412483472585e-12,7.271168750234622e-05,3.535087914983771e-05,3.0567636627903237e-09,3.876654719014974e-05,1.211582786148869e-10,3.989327386143652e-09,1.029285965957826e-12,2.7553733880127358e-12,2.706709792255847e-10,9.109761500733646e-10
1.9347558976145547e-06,0.9798380993139036,0.004089745168115235,0.0007654510742651713,0.00152586563951972,0.03232719917528635,0.0,0.0,0.00039240671467122567,2.439363139594923e-06,0.005130955859253729,0.00023257318739412344,5.467957157374959e-05,1.820759479332225e-09,2.2425437208717167e-07,7.217719012908951e-06,0.0016226444349874986,0.0007911832134082866,1.7263399311764177e-05,3.313484713554447e-06,0.0015748967313915952,3.8825206655721005e-08,1.0321506095116167e-06,2.1194167354278823e-06,8.820243282184287e-08,0.0030212336235950644,1.2495145921107075e-06,4.0985434119423665e-05,9.634907169685347e-07,5.3869646166471996e-08,6.592036819789983e-07,4.307411712100882e-09,4.923273868041851e-07,2.271176902217387e-07,3.76,0.0,0.38316382010996913,0.9839457103274445,0.010112600531656909,0.0005222819473446842,0.5240139480842582,0.5449686827372261,5.846913623347712e-07,2.0214164508270135e-09,0.002198805509948136,0.0010972156666293918,0.0030620802719130255,0.0003537592430142314,2.8121325295166536e-05,0.013722238627845435,0.023339994749931682,0.028766973168611414,0.0009347661057396931,0.0014679643649381732,3.988259306594997e-05,4.4685945677394825e-07,2.7367686463428877e-05,1.02981454845165e-05,0.00018505622232029928,4.6830925630687384e-05,0.001657029135854721,4.0610192556622305e-05,0.0016591544156127189,7.819560799658018e-09,0.0015309860141870526,2.1505271162216377e-05,2.2181301088869256e-08,0.00027251971627096435,2.1901154216811283e-08,1.205692513845375e-08,4.2721093678180633e-13,3.200455029004423e-09,2.7367775428532093e-09,3.462849593689816e-08,8.203283003164444e-14,2.541638012486603e-07,6.0687356326796265e-12,1.4987633590366272e-09,4.080120047510239e-12,4.6022501080175226e-08,4.2466196044267213e-07,5.850076251517455e-07,4.826643592898746e-10,1.1492911511411265e-05,0.00019005400170624554,5.9403373961314704e-09,4.1600454054513624e-10,0.0019906047291554435,2.5686167375493434e-12,3.3828131448551287e-06,7.168952527702884e-11,0.00011524147888278297,1.7436832968579962e-05,3.6211180116915776e-06,3.4047245609990943e-07,1.5288799985895677e-05,5.547155558930047e-06,8.326781496338039e-07,2.1644611889662406e-10,1.2083308194163552e-05,1.9882474330265033e-07,6.979179946764873e-09,4.4474189713138855e-09,1.1814292166617822e-08,5.859542655637787e-07,1.2781937075552727e-10,3.527573515790668e-08,5.668825370402919e-08,6.261378304846692e-10,6.761554455780171e-12,7.702281971340331e-05,3.680986506860386e-05,3.179754026447686e-09,4.0500432007531976e-05,1.2873914673387782e-10,4.2094674051509545e-09,1.083938105130391e-12,2.875591326680982e-12,2.851187266552909e-10,9.415473557840363e-10
1.952650968015652e-06,0.980472090887509,0.004141430388950265,0.0007809634071456515,0.0015431253237324764,0.03301893657698462,0.0,0.0,0.00040065281327504153,2.521447568809577e-06,0.005333500139101684,0.00024228166454909957,5.6965607669742956e-05,1.927621648056406e-09,2.3405850354778813e-07,7.424445502095272e-06,0.0016585252989098737,0.0008156847361761271,1.829708771611378e-05,3.461959313797707e-06,0.0016198476278280046,4.0117138425484865e-08,1.0699327374457797e-06,2.2200965470940368e-06,9.108288370167955e-08,0.0031455954746171006,1.2737592098423615e-06,4.2432910060758655e-05,1.0172228615320847e-06,5.6394928192503993e-08,6.834680953194237e-07,4.420226295836525e-09,5.010374739294327e-07,2.3348258897058143e-07,3.76,0.0,0.37930426066836775,0.9835329814651999,0.0103902450300353,0.0005371325329471474,0.5264463424418027,0.5480886553951514,5.874083359907982e-07,2.0309223282456695e-09,0.002197883537643467,0.0011178907743959086,0.003133769555456153,0.00035540254442664666,2.8270744333295173e-05,0.014000847687068529,0.023784630426189127,0.028946377550541892,0.0009528069016345758,0.001505306002714666,4.053167116558478e-05,4.602546108512639e-07,2.782331008809342e-05,1.043280522438233e-05,0.00019164919591063207,4.84144938318256e-05,0.0017232984045450171,4.216737024575996e-05,0.001698527633949511,7.847757782957537e-09,0.0015889214961658028,2.2593251082029627e-05,2.3085975473870502e-08,0.00027834095787052803,2.234603737056079e-08,1.2507510044980189e-08,4.431553992293835e-13,3.3901305617107267e-09,2.8889056577195857e-09,3.597963178396212e-08,8.509151853701353e-14,2.6123583967770113e-07,6.23904291289019e-12,1.5169092173677102e-09,4.19285882525038e-12,4.780388524745496e-08,4.327604871495632e-07,6.112029703042784e-07,5.017075240274007e-10,1.2071170468735827e-05,0.00020059675349925468,6.26351904704164e-09,4.262887904734903e-10,0.0020328870630151536,2.701438699421549e-12,3.4170159665243737e-06,7.233904115930854e-11,0.00011848665531192354,1.7685289038804465e-05,3.7965329926498926e-06,3.4499227830916324e-07,1.5470934096679583e-05,6.0136208709574395e-06,8.798619649599017e-07,2.1879816815937156e-10,1.2312583368798374e-05,2.0367495802630128e-07,7.1472936582387e-09,4.5864279164513125e-09,1.2186778092741443e-08,6.17123211772065e-07,1.290637614535965e-10,3.6133436306520375e-08,5.991148271518614e-08,6.678716723725963e-10,7.1233827535003794e-12,8.151568547354183e-05,3.829977334758848e-05,3.3051524753736576e-09,4.228050323428031e-05,1.366968637969855e-10,4.438311255360411e-09,1.1404598509972297e-12,2.998819710051544e-12,3.001329131740164e-10,9.731534488296178e-10
1.970546038416749e-06,0.9811027229405237,0.004192150324372062,0.0007964136750034898,0.0015599292794917885,0.033714639889982544,0.0,0.0,0.00040902330171643423,2.6061762288847148e-06,0.005541264048619848,0.0002522656611247062,5.93006342067283e-05,2.0381333512217463e-09,2.4407113582049295e-07,7.632929420033573e-06,0.0016946033804365547,0.000840560408615617,1.9375759306977523e-05,3.6147720191839704e-06,0.0016656503339148475,4.143424610593428e-08,1.108466634865931e-06,2.323917989500034e-06,9.402788049341823e-08,0.003273239511570356,1.2981186064489057e-06,4.39120747734498e-05,1.0731937776697425e-06,5.899797771457054e-08,7.081419251885786e-07,4.533521576080764e-09,5.096706784481307e-07,2.399478315072837e-07,3.76,0.0,0.3754722616733409,0.9831134691022894,0.010671463604227552,0.0005522203578532937,0.5288397658234041,0.5511827722492717,5.90081800422738e-07,2.040278052003407e-09,0.002196946402610153,0.0011383841260268314,0.0032053931581707516,0.00035690969372352305,2.8409992327976543e-05,0.014280473976530676,0.02422938225231076,0.02912497483692438,0.0009707050692103544,0.001543149673760699,4.117216900708088e-05,4.738319350824808e-07,2.8273079850331244e-05,1.0565671197832798e-05,0.00019832565741335627,5.0014079969846194e-05,0.0017912741240913993,4.3749914736647476e-05,0.001738349782047399,7.872858647289386e-09,0.0016483390065306137,2.37250922368616e-05,2.401424997466735e-08,0.00028413690844916105,2.2787875054067088e-08,1.2964700866092293e-08,4.593325771106705e-13,3.5866647046454454e-09,3.046138297372866e-09,3.7368349316441255e-08,8.819470318172818e-14,2.683567517553122e-07,6.410590639433093e-12,1.5347562692372097e-09,4.3063473940701335e-12,4.963253605979484e-08,4.4086145001449343e-07,6.38338852631016e-07,5.212237081213855e-10,1.2668459532754215e-05,0.00021156250454444796,6.5992139642635315e-09,4.365846148174424e-10,0.002075880498890258,2.839284657064006e-12,3.4503853621902585e-06,7.296924290793085e-11,0.00012178882934686163,1.792980261625211e-05,3.9773885844505075e-06,3.4946006420843567e-07,1.5649778015248857e-05,6.513593486895588e-06,9.290169210942354e-07,2.2109781331804763e-10,1.2541636476621957e-05,2.0858090030929613e-07,7.317286607778118e-09,4.726306202555958e-09,1.256181039102965e-08,6.494529098084155e-07,1.3027556863205648e-10,3.699180208175509e-08,6.327649309209357e-08,7.115653944062884e-10,7.498041144549991e-12,8.619316046150367e-05,3.981976736816073e-05,3.4328780860763604e-09,4.410629825086382e-05,1.4504396306651485e-10,4.67600278479198e-09,1.19884796051874e-12,3.1250147884938993e-12,3.157246367316722e-10,1.0058441805783973e-09
1.9884411088178462e-06,0.9817299790183777,0.004241860595670938,0.0008117879424572379,0.0015762624453784565,0.03441406575148874,0.0,0.0,0.0004175171112795146,2.693616059211051e-06,0.005754274162788043,0.00026252740588995574,6.168335092957641e-05,2.1522281182227835e-09,2.5428431645373206e-07,7.843019384776325e-06,0.0017308636873929564,0.0008658031884931583,2.0500271261394454e-05,3.7719285393446396e-06,0.0017123030122525988,4.2776172559496947e-08,1.1477365849621259e-06,2.430896002167566e-06,9.703760190010059e-08,0.0034041725755892807,1.3225802742868632e-06,4.542286394471821e-05,1.13145500792227e-06,6.167912961369052e-08,7.332079056359076e-07,4.647204537419806e-09,5.182198266663322e-07,2.4651328487044277e-07,3.76,0.0,0.3716679466474693,0.9826872494525403,0.010956179755131353,0.0005675446059294018,0.5311945167272385,0.5542512416049249,5.927120879769802e-07,2.049484590561047e-09,0.0021959942748144647,0.0011586766214801295,0.003276888468014154,0.0003582795864976603,2.8538964443881918e-05,0.014561005836720618,0.02467403507065452,0.02930276299677802,0.0009884439259255163,0.00158148667292088,4.180347514581338e-05,4.875842851225372e-07,2.8716564833425577e-05,1.0696623479560596e-05,0.00020507949310226905,5.162809201519914e-05,0.0018609612364155156,4.5356554842807736e-05,0.0017786141593766564,7.894848840834076e-09,0.0017092474179330828,2.490192167366038e-05,2.4966158120406568e-08,0.0002899021682189551,2.3226239472438614e-08,1.3428096437666307e-08,4.757282436540642e-13,3.789986170147094e-09,3.2084117389232912e-09,3.879492319584131e-08,9.13396503949248e-14,2.7552096498784225e-07,6.58324658544468e-12,1.5522880010984851e-09,4.4204968925277635e-12,5.1508811294631124e-08,4.4896093076309495e-07,6.664368439718481e-07,5.412107827119027e-10,1.328481131722772e-05,0.00022295879604071454,6.947615147035671e-09,4.4688265590329813e-10,0.0021195897119949967,2.9822376221793895e-12,3.482906943589197e-06,7.357988315231224e-11,0.00012514827071172157,1.8170177438105384e-05,4.163701409200994e-06,3.538740792363105e-07,1.582525505416389e-05,7.0488707954440956e-06,9.801859786945455e-07,2.2334411696441404e-10,1.2770374159394377e-05,2.1354169009853845e-07,7.48912726481254e-09,4.8669006256334136e-09,1.2938986193230752e-08,6.829588312790206e-07,1.314536715284947e-10,3.7850035029140725e-08,6.678735456984522e-08,7.572499323461145e-10,7.885578315822881e-12,9.105788595743005e-05,4.1368931580440265e-05,3.5628434498297203e-09,4.5977259438542654e-05,1.5379303356605203e-10,4.9226776504696776e-09,1.259094789550004e-12,3.2541262462089996e-12,3.3190468247531816e-10,1.0396716275368106e-09
2.0063361792189434e-06,0.9823538419142771,0.004290518007243282,0.000827072265700382,0.0015921104217814436,0.03511696810002428,0.0,0.0,0.00042613301786567897,2.7838337245903107e-06,0.005972553210365645,0.0002730689173313245,6.411233923524477e-05,2.2698244320878556e-09,2.6468940513909724e-07,8.054559464700973e-06,0.0017672910834566759,0.0008914056439955243,2.167143168386388e-05,3.933427938653252e-06,0.0017598030234857228,4.414251950745584e-08,1.1877251617219378e-06,2.5410416958884156e-06,1.0011216032922757e-07,0.0035383981702988916,1.347131369616368e-06,4.696518282250124e-05,1.1920573378447776e-06,6.443862071971027e-08,7.586476508724374e-07,4.761180617008399e-09,5.266778460686992e-07,2.5317877894749043e-07,3.76,0.0,0.36789143950504305,0.9822544048914048,0.011244313683051246,0.0005831043629720636,0.5335109035077328,0.5572942695796732,5.952995420014317e-07,2.0585429475634385e-09,0.002195027338067737,0.0011787494002262013,0.0033481926951254713,0.0003595113209699494,2.865757056870332e-05,0.014842331026370765,0.025118374267891232,0.02947973900227631,0.001006006969809442,0.0016203077744603406,4.2424989725362246e-05,5.015041429388686e-07,2.9153342039052307e-05,1.0825543038935263e-05,0.00021190433377444288,5.325488437734566e-05,0.0019323631825366944,4.6985945927182386e-05,0.001819313752388245,7.91371847506415e-09,0.0017716544528109566,2.612486007566012e-05,2.5941708659756472e-08,0.00029563134846354966,2.3660705850587195e-08,1.3897275399484649e-08,4.923274600128518e-13,3.9999991594524526e-09,3.3756446922145293e-09,4.025958870810174e-08,9.452349046207064e-14,2.8272276578357896e-07,6.756875027703704e-12,1.5694881144343165e-09,4.535216288721908e-12,5.3433033822005956e-08,4.5705502055061713e-07,6.955183590630282e-07,5.61665890085814e-10,1.3920223224751531e-05,0.000234792807565323,7.30890335611119e-09,4.5717347125301297e-10,0.0021640188598283493,3.1303700925756955e-12,3.5145674644170654e-06,7.417074088934064e-11,0.00012856521623382956,1.840622342609291e-05,4.3554802488544695e-06,3.58232665027688e-07,1.599729364630703e-05,7.621293294007034e-06,1.0334111311780709e-06,2.255362214939074e-10,1.2998704032187713e-05,2.1855640804095032e-07,7.662782767575406e-09,5.008054511274345e-09,1.3317892772301129e-08,7.176552571419791e-07,1.3259698433509196e-10,3.870733051803545e-08,7.0448161643305e-08,8.049524375732654e-10,8.28601796189606e-12,9.611225529860672e-05,4.2946272292203527e-05,3.694954782632514e-09,4.789273375698562e-05,1.62956698397362e-10,5.178462828772917e-09,1.321188212453554e-12,3.3860972183963444e-12,3.4868349863876993e-10,1.0746901933635709e-09
