Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H4F2(1),O2(2),H2O(3),CH4(4),CH2CHF(56),HF(38),C2H3F(137),C2H3F(136),O2(141),CH2CF(70),CH2CFO(79),C2H3F2(66),C2H3F2(64),CH2CF2(57),C2H2F2(59),CH2F(46),C2H2F(71),CHFO(47),C2H4F(62),S(289),C2H4F(63),C2H3F2(65),CF2CH(73),C2HF2(72),CH2F2(41),S(787),CF2(43),S(495),C2HF(58),CF2O(49),C2H2O(134),S(435),S(2464),S(1651),S(1682),CF3CHO(75),CF2CO(76),S(783),S(2674),CHO2(159),S(3132),S(537),S(1330),C2HF(1925),S(125),S(977),S(975),S(990),CHF2(82),S(499),C2H2O(450),CH3F(39),S(3133),C2H2F3(67),S(5616),CHFCF2(55),F(37),C2F(1924),C2H2F3(68),S(698),CHF3(42),S(5948),S(3043),S(706)
1.9684002514075016e-08,0.7049741271334431,2.3859528213371118e-08,1.6102038164392625e-10,6.69886909261791e-09,1.0838650016358913e-09,0.0,0.0,1.1448006942262872e-07,1.545658076960275e-12,2.590349267631129e-12,7.781145749309773e-13,7.371949385726444e-15,1.738190989723664e-26,6.584230303261303e-19,9.728941870266593e-13,7.941913355515245e-10,1.0246088382873347e-13,3.5274823835576056e-21,4.33830059646296e-20,2.0336593588050577e-10,3.090507254945134e-17,1.4596130543763408e-12,8.70652297778586e-18,5.7272842250533044e-15,3.3745843273606703e-15,2.8338850003876855e-13,3.77081007137001e-13,9.934517993799641e-21,4.701453900674586e-21,2.9720613381189986e-17,4.664340382149807e-19,4.116022056508419e-15,8.42886251754806e-18,3.76,0.0,0.5608872772560377,0.9991912808763546,1.5932239722986887e-10,1.582802485914671e-12,0.00040398125491423586,0.0004039814553456703,3.340816317542349e-11,3.471640275080471e-14,0.0008085977855672049,2.654565344785805e-13,2.452987857825569e-14,8.44773387351878e-08,8.677027845257512e-09,9.354342072371915e-09,1.4729146310545402e-08,1.5056181156271891e-05,6.753219319103367e-13,6.669728514737688e-09,5.664443255593804e-10,5.382481936589956e-14,3.689627316601946e-11,8.345473683795181e-10,1.6665800183665347e-17,3.024793957870443e-17,5.214439660597639e-12,3.6171840838123835e-19,7.957946595478632e-10,8.823642290842875e-12,1.5986963691529374e-13,5.65115141577479e-18,1.130352444764021e-17,1.895770898338164e-14,4.151672884550499e-18,1.7890996829673601e-22,5.266690264852139e-27,2.566770357937505e-19,3.8518317575925886e-20,1.520631109565584e-17,1.0376459657030916e-27,4.285437017324702e-14,1.034491831822545e-18,5.471922891048708e-13,9.509103247865438e-19,3.307274591365137e-20,1.1054940440515876e-12,2.233086466186317e-13,3.0234776157813877e-19,5.69604206896996e-13,6.433915434751553e-15,9.29064413896534e-19,2.943944793116334e-20,2.3548920502036868e-09,1.4444907467334996e-22,1.5892003347076897e-13,1.2759112262685522e-17,4.944229442991949e-15,8.460991742939801e-10,1.959111447793091e-23,1.5953117918253967e-15,7.084231229078618e-14,4.386859187858357e-18,3.819954612259932e-25,2.679125020262487e-18,4.25153797503649e-16
2.0471348174938198e-08,0.7049763071010137,2.575934924722044e-08,1.8062763448866485e-10,7.246959361999255e-09,1.2183553439855763e-09,0.0,0.0,1.1906458287384317e-07,1.6717604258321994e-12,2.9127396132758495e-12,8.501672489101585e-13,8.268456744280098e-15,2.0309858674424331e-26,7.240034687435818e-19,1.0082717506138156e-12,8.532357814181098e-10,1.1574772085358488e-13,4.292354626575415e-21,5.0278574419036407e-20,2.1995903828900769e-10,3.4632037472354355e-17,1.4784486678666863e-12,1.0043833727232096e-17,6.3256368982812785e-15,4.081725826034107e-15,3.0568367901606256e-13,4.003655140063258e-13,1.1949973685211186e-20,5.3902504495606e-21,3.439607921311063e-17,5.514686030534119e-19,4.619547718286804e-15,9.843778501401606e-18,3.76,0.0,0.5608708182578124,0.9991912757294514,1.792425335196255e-10,1.7712251962646872e-12,0.00042013405618908156,0.00042013428440085943,3.483757239160221e-11,3.645551314355217e-14,0.0008085977814121704,3.0156481403111074e-13,2.849069980238215e-14,8.694306988716539e-08,9.085765560775098e-09,1.0265916514580659e-08,1.5814216756819453e-08,1.565781204846793e-05,7.447969616270725e-13,7.213673143348451e-09,5.748880702236074e-10,5.82176820378766e-14,3.827503711833352e-11,8.888383151239364e-10,1.9582003391299768e-17,3.470838785157644e-17,5.521876614885011e-12,4.352260385766565e-19,8.550286388264821e-10,9.13135004144869e-12,1.7898470341524783e-13,6.516201717991014e-18,1.2248204135608475e-17,2.167867986920124e-14,4.8195293642443135e-18,2.1980440794264745e-22,6.407285433485505e-27,2.998086251520021e-19,4.5202235644088715e-20,1.7430050639758365e-17,1.2544521581826628e-27,4.448984457958881e-14,1.1274586933572832e-18,5.927352936079857e-13,9.965556658849e-19,3.848014103622717e-20,1.1074325268264876e-12,2.397706512227763e-13,3.287901633898642e-19,6.249153418919128e-13,6.926702623129556e-15,1.0150416350848216e-18,3.444377419739992e-20,2.5469349105247483e-09,1.6422105306290253e-22,1.772011758714662e-13,1.4403654602192624e-17,5.747723489132478e-15,8.631142742219456e-10,2.381170172750935e-23,1.8329587995804447e-15,8.127169529711255e-14,5.104011546064405e-18,4.708273138092792e-25,3.1267239186154197e-18,4.933040763604385e-16
2.125869383580138e-08,0.7049784870147232,2.7720557145070213e-08,2.0167646701794352e-10,7.816703162221802e-09,1.3632709171177844e-09,0.0,0.0,1.2364957016864881e-07,1.8028062025863542e-12,3.260786177714257e-12,9.248619485838693e-13,9.23246165577516e-15,2.3624503910190384e-26,7.934086478521185e-19,1.0422838816014e-12,9.140010864083191e-10,1.301993552878052e-13,5.195174073970299e-21,5.795451138176034e-20,2.372026904030912e-10,3.8637048138856286e-17,1.4959381447946719e-12,1.1519306331950224e-17,6.9563936622347116e-15,4.9017338116540025e-15,3.287532390103023e-13,4.240254516212985e-13,1.4269220536056187e-20,6.155751884649542e-21,3.957610265467611e-17,6.474540938680786e-19,5.161627211113567e-15,1.1428116828062936e-17,3.76,0.0,0.5608543597208503,0.9991912705590819,2.0075985761175711e-10,1.973347751781521e-12,0.0004362863834314757,0.00043628664122001706,3.626693974840172e-11,3.8196879475438135e-14,0.0008085977772373892,3.411907717872708e-13,3.295876160701593e-14,8.935933489644944e-08,9.489680885723187e-09,1.121960058312115e-08,1.693017044348931e-08,1.6259396400771133e-05,8.186684223098549e-13,7.778914031221461e-09,5.83079962137788e-10,6.278276694249591e-14,3.963591864632742e-11,9.439121761229338e-10,2.2889965573023657e-17,3.9654874177444046e-17,5.838178320790931e-12,5.208896908996402e-19,9.159970240473636e-10,9.432599130881983e-12,1.994999180484557e-13,7.47418365806753e-18,1.3230883440063133e-17,2.4672997779304954e-14,5.563186945576631e-18,2.6844060721633558e-22,7.750788468734763e-27,3.4780496091085944e-19,5.2666407888368993e-20,1.9865161524740623e-17,1.5083041399847671e-27,4.606367243831206e-14,1.2228603452498623e-18,6.395070854100226e-13,1.0411092760068877e-18,4.4507611464091366e-20,1.1094323864365386e-12,2.567017627219552e-13,3.5630808886541283e-19,6.827552067763096e-13,7.435875493158549e-15,1.1047595909993454e-18,4.00433687059807e-20,2.7464954637046223e-09,1.7910418905426623e-22,1.9671873948786104e-13,1.617541898422159e-17,6.642474445707495e-15,8.793928479543676e-10,2.873996577510053e-23,2.093838367305143e-15,9.270520991303532e-14,5.903519615965197e-18,5.7533853321154795e-25,3.62440205309964e-18,5.695724551764113e-16
2.204603949666456e-08,0.7049806668744195,2.974164813494229e-08,2.2420234144535868e-10,8.408107146399359e-09,1.5189386723445767e-09,0.0,0.0,1.2823503262185683e-07,1.93879534141232e-12,3.635468182697487e-12,1.002097210008157e-12,1.0266049090101252e-14,2.736365893676442e-26,8.667022127322668e-19,1.0749401575056825e-12,9.764540847720168e-10,1.4587584037622536e-13,6.255612977463744e-21,6.646839918669267e-20,2.550968807806751e-10,4.292869059055982e-17,1.5121806036952144e-12,1.3140507179659477e-17,7.61953699327979e-15,5.847261382297027e-15,3.525899931621266e-13,4.4805180768356724e-13,1.6923135285448148e-20,7.004106621055211e-21,4.529148327199086e-17,7.552335684170837e-19,5.743551333731914e-15,1.3194580118940905e-17,3.76,0.0,0.5608379016447775,0.9991912653651936,2.239362664389508e-10,2.189559168585197e-12,0.0004524382366160332,0.0004524385257730658,3.769626525695142e-11,3.994009827880995e-14,0.0008085977730429997,3.845474248592922e-13,3.798231218229025e-14,9.172791938557166e-08,9.888540622431713e-09,1.2214919557675644e-08,1.8076392699240738e-08,1.6860934215590156e-05,8.970675595823301e-13,8.365448593296761e-09,5.910511658245393e-10,6.7520073548327e-14,4.098093252142118e-11,9.997044071509629e-10,2.662639203424042e-17,4.512383176696694e-17,6.163456999895294e-12,6.202637571307162e-19,9.786670034631986e-10,9.727608037082475e-12,2.21455810177793e-13,8.53116370205776e-18,1.425157479919558e-17,2.7957577411036362e-14,6.387969786671963e-18,3.2598555439763643e-22,9.325547712419447e-27,4.0094956643131417e-19,6.095825536647631e-20,2.2521116734849822e-17,1.804138028682552e-27,4.7576061867214925e-14,1.3204506900677089e-18,6.874318388669759e-13,1.0845339656595367e-18,5.119770386558857e-20,1.111492822132674e-12,2.7409265392686e-13,3.8489772659699055e-19,7.430928454892145e-13,7.961312680588956e-15,1.1981913189422738e-18,4.627972004648174e-20,2.9535727076198747e-09,1.9135286393612024e-22,2.1749845799196374e-13,1.8077714073953266e-17,7.634626314129194e-15,8.949740807224282e-10,3.446434969733351e-23,2.379049620028519e-15,1.0518960367636781e-13,6.791081859401686e-18,6.97465596951186e-25,4.175037815547106e-18,6.546089253127634e-16
2.2833385157527743e-08,0.7049828466799515,3.1821131571559486e-08,2.4823900251797356e-10,9.021177050613543e-09,1.6856774467442385e-09,0.0,0.0,1.3282097127186237e-07,2.0797277776999038e-12,4.037764866989008e-12,1.0817721964662707e-12,1.1371266599669253e-14,3.1567404915000783e-26,9.43943476295624e-19,1.1062566712381416e-12,1.0405627105393137e-09,1.628386860898265e-13,7.495349173778481e-21,7.588044372550664e-20,2.7364159796014913e-10,4.7515419372249444e-17,1.527267713599934e-12,1.4915030617992843e-17,8.315013078986926e-15,6.931792211334206e-15,3.771868245679826e-13,4.72436747262248e-13,1.9944269972293406e-20,7.941748830595299e-21,5.157346725383305e-17,8.756693483775324e-19,6.366598491009493e-15,1.51562868910729e-17,3.76,0.0,0.560821444029225,0.9991912601477345,2.488336754040674e-10,2.420240964345262e-12,0.0004685896157212363,0.0004685899380323124,3.9125548904480564e-11,4.168483688361824e-14,0.0008085977688299241,4.3185258936986187e-13,4.3612497633370894e-14,9.405054919179828e-08,1.028216188776388e-08,1.325137622681678e-08,1.925229107312088e-08,1.746242549533494e-05,9.801270135413496e-13,8.973274246762035e-09,5.988292093816539e-10,7.242960169225825e-14,4.231202714886208e-11,1.0561536235249374e-09,3.083000124086453e-17,5.115324727383848e-17,6.497821702399282e-12,7.350432705890755e-19,1.0430068553750104e-09,1.0016591408578236e-11,2.4489215243034106e-13,9.693359413858867e-18,1.5310291306314166e-17,3.154982705271978e-14,7.299372957616694e-18,3.9373657233232835e-22,1.1162785013135771e-26,4.595252773140891e-19,7.012513424979163e-20,2.5407277527660033e-17,2.1473621717792772e-27,4.902754936442817e-14,1.4199892816972747e-18,7.364359002661405e-13,1.126803125880069e-18,5.859396186295051e-20,1.113612892913e-12,2.9193433497670915e-13,4.145555210631473e-19,8.058960074769539e-13,8.502900129450369e-15,1.2953101590488953e-18,5.3195070517307376e-20,3.168165640091026e-09,2.1417463850280186e-22,2.395649701439994e-13,2.011371017409647e-17,8.730456250383367e-15,9.098949590205978e-10,4.1081026687797746e-23,2.68968007741689e-15,1.1877124301854055e-13,7.772540416800327e-18,8.39284569251112e-25,4.7815007890956895e-18,7.490897749116908e-16
2.3620730818390925e-08,0.7049850264311687,3.3957533506222126e-08,2.738185109368475e-10,9.655917689257545e-09,1.863798043768564e-09,0.0,0.0,1.374073869154202e-07,2.2256034477664695e-12,4.46865550548994e-12,1.1637872011457918e-12,1.2550124721422219e-14,3.627810189666667e-26,1.0251874517690846e-18,1.1362549755216523e-12,1.1062959691086116e-09,1.8115087271207966e-13,8.938182335804997e-21,8.625357936060848e-20,2.928368304610635e-10,5.2405559668682526e-17,1.5412842715560237e-12,1.6850492227200543e-17,9.042735312042261e-15,8.169654122360596e-15,4.0253668569170844e-13,4.971734779838661e-13,2.3366860324406972e-20,8.97539724785138e-21,5.845372414364523e-17,1.0096416273799366e-18,7.032034921780581e-15,1.7326767531833723e-17,3.76,0.0,0.5608049868738295,0.9991912549066547,2.7551401574897147e-10,2.665767408653599e-12,0.0004847405207290142,0.00048474087797231323,4.055479064542606e-11,4.3430820771879464e-14,0.0008085977645981212,4.833287372413725e-13,4.990342156391288e-14,9.632889243271297e-08,1.0670406008688908e-08,1.4328455747613718e-08,2.0457294587275713e-08,1.8063870242416597e-05,1.0679808591116628e-12,9.60238841105471e-09,6.064384142965012e-10,7.75113515808999e-14,4.3631070173975915e-11,1.113201482626652e-09,3.554156282346492e-17,5.778266340664695e-17,6.841378456293579e-12,8.670714574056851e-19,1.1089859199744804e-09,1.0299759187075979e-11,2.6984798497750223e-13,1.0967176856680188e-17,1.6407046711715524e-17,3.546765345259255e-14,8.303063682646525e-18,4.731306978232464e-22,1.3296777199540003e-26,5.238138764017643e-19,8.021426846155544e-20,2.853288882505062e-17,2.543884785568243e-27,5.041894815932542e-14,1.5212424079519894e-18,7.864479239757453e-13,1.1678993695207877e-18,6.674089270519489e-20,1.1157916090572648e-12,3.1021814201119966e-13,4.452781695896989e-19,8.711314452546216e-13,9.060530773433322e-15,1.3960900174211304e-18,6.083235534999236e-20,3.390273258888905e-09,2.332966651050778e-22,2.62941862029754e-13,2.2286444367350918e-17,9.936369385864836e-15,9.241904005650828e-10,4.869432399881777e-23,3.0268046465693395e-15,1.3349608791946026e-13,8.853877756036783e-18,1.0030137474265363e-24,5.446648235823553e-18,8.53717403096707e-16
2.4408076479254107e-08,0.7049872061279226,3.614939971653326e-08,3.009712792610443e-10,1.0312332953713652e-08,2.0536033319566434e-09,0.0,0.0,1.4199428013866692e-07,2.376422288620449e-12,4.9291194257935925e-12,1.2480440678803128e-12,1.3804597389354519e-14,4.154039237981583e-26,1.1104849059916262e-18,1.164961154471916e-12,1.173623909029846e-09,2.0087686298500593e-13,1.0610150873316857e-20,9.765357504215281e-20,3.126825667847967e-10,5.76073093908031e-17,1.5543087333489833e-12,1.8954522818204248e-17,9.802587530709354e-15,9.576031506902921e-15,4.286325977515209e-13,5.222561309533618e-13,2.7226832895010806e-20,1.0112053600472619e-20,6.596432525200222e-17,1.1580471252456851e-18,7.741114922519805e-15,1.971996035496279e-17,3.76,0.0,0.5607885301782333,0.9991912496419075,3.0403923191612754e-10,2.9265057665145072e-12,0.0005008909516243699,0.0005008913455697459,4.198399044252741e-11,4.5177823255293164e-14,0.0008085977603469814,5.392028572818163e-13,5.691220228543843e-14,9.856456148911495e-08,1.1053173093790061e-08,1.5445629908554256e-08,2.169085301660373e-08,1.8665268459247225e-05,1.1607646393643553e-12,1.0252788507862313e-08,6.139002732321754e-10,8.276532379759334e-14,4.493983899044567e-11,1.1707925692391776e-09,4.080393456068898e-17,6.505317979768342e-17,7.194230413730672e-12,1.0183474012114886e-18,1.1765745713752489e-09,1.0577316077646472e-11,2.9636163934505225e-13,1.2359170039928893e-17,1.7541855424187577e-17,3.972946680387356e-14,9.404882695108957e-18,5.657543358367893e-22,1.5765041691907142e-26,5.940957782381573e-19,9.127269117847924e-20,3.1907075668878933e-17,3.0001421294935362e-27,5.1751302729662264e-14,1.6239839579390282e-18,8.373989688463442e-13,1.2078133165471756e-18,7.568393507329507e-20,1.1180279603050224e-12,3.2893572624481364e-13,4.77062618580579e-19,9.387651749883933e-13,9.634104237682497e-15,1.5005054312588626e-18,6.923514428837359e-20,3.619894561740882e-09,2.467825666732062e-22,2.8765170773558126e-13,2.4598825516135377e-17,1.1258893834107898e-14,9.378933761134837e-10,5.741715603509574e-23,3.3914847587338396e-15,1.4940967136545377e-13,1.0041213481222744e-17,1.1910161321254515e-24,6.17332207554987e-18,9.692201207477257e-16
2.519542214011729e-08,0.7049893857700663,3.839529822591461e-08,3.297261098721732e-10,1.0990425814098855e-08,2.2553883596543545e-09,0.0,0.0,1.4658165134454202e-07,2.532184237759273e-12,5.420136022322975e-12,1.3344465349226464e-12,1.513662235510451e-14,4.74011973871836e-26,1.199882431599975e-18,1.1924050167101305e-12,1.2425175941182388e-09,2.2208261286527627e-13,1.2539649090801743e-20,1.1014914114971216e-19,3.331787954152003e-10,6.312874120719619e-17,1.5664136980724843e-12,2.1234763145919483e-17,1.0594427004421425e-14,1.1166976545032047e-14,4.554676500927234e-13,5.476796566000035e-13,3.1561810987132405e-20,1.1359000693880288e-20,7.413772374051392e-17,1.3217977899936125e-18,8.495081066202206e-15,2.2350207747773897e-17,3.76,0.0,0.5607720739420836,0.9991912443534461,3.3447127891697997e-10,3.202816534220585e-12,0.0005170409083950514,0.0005170413408032911,4.3413148289809994e-11,4.6925657209063117e-14,0.0008085977560764303,5.997063210511605e-13,6.469902749723276e-14,1.0075911490177786e-07,1.1430397251887827e-08,1.6602360824040907e-08,2.2952436196889274e-08,1.9266620148239816e-05,1.2586153921016289e-12,1.0924471961121415e-08,6.212337787170582e-10,8.819151931341143e-14,4.6240015434285934e-11,1.2288742841405634e-09,4.6662098257287913e-17,7.300745221523822e-17,7.556477993733842e-12,1.1910338014143617e-18,1.2457441899677027e-09,1.084946128017808e-11,3.2447076166341926e-13,1.3876031623709978e-17,1.8714732512005287e-17,4.435418581381883e-14,1.0610845690351364e-17,6.733531663939627e-22,1.860852579335784e-26,6.706497611055345e-19,1.0334719488378438e-19,3.553884066847855e-17,3.523127145202219e-27,5.3025849215133203e-14,1.7279960884556715e-18,8.892225591962878e-13,1.2465425210367923e-18,8.546942810484004e-20,1.1203209199248323e-12,3.480790434691121e-13,5.099060593803183e-19,1.0087627018735974e-12,1.0223526560859266e-14,1.6085316623012503e-18,7.844758496708686e-20,3.857028546336925e-09,2.736230345728534e-22,3.1371610836730517e-13,2.7053639094302306e-17,1.2704675896351573e-14,9.510350230588572e-10,6.737146559946937e-23,3.784767645025416e-15,1.6655708330925655e-13,1.1340801310079359e-17,1.4058017230759171e-24,6.964346335254691e-18,1.0963519401049577e-15
2.598276780098047e-08,0.7049915653574552,4.0693821412538125e-08,3.6011023450031893e-10,1.1690198323477218e-08,2.469440482308301e-09,0.0,0.0,1.5116950077729321e-07,2.6928892329952275e-12,5.942684768554836e-12,1.4229005171707636e-12,1.6548101615596156e-14,5.390970562624256e-26,1.2934225353048358e-18,1.218619386969972e-12,1.3129490758714032e-09,2.448355811329395e-13,1.4757544742261418e-20,1.2381203677297167e-19,3.543255048192254e-10,6.897780453357576e-17,1.577666354400352e-12,2.3698859231532727e-17,1.1418087202918795e-14,1.2959419356462479e-14,4.830349995522306e-13,5.73439732412982e-13,3.641111959985257e-20,1.2723800217458218e-20,8.30067360972294e-17,1.5018195431579073e-18,9.29516441737504e-15,2.5232252387660032e-17,3.76,0.0,0.5607556181650336,0.9991912390412246,3.668721197090402e-10,3.495053668800157e-12,0.0005331903910312596,0.0005331908636535201,4.484226419647011e-11,4.867416826237813e-14,0.0008085977517867769,6.650747528029513e-13,7.332720676545626e-14,1.0291405919701426e-07,1.1802042333415672e-08,1.7798104170367676e-08,2.4241533356644274e-08,1.986792531180807e-05,1.3616716708447347e-12,1.1617436197017396e-08,6.284557130012038e-10,9.3789939493516e-14,4.75331832764016e-11,1.2873967355616961e-09,5.3163194620851584e-17,8.16896903854449e-17,7.928219021497225e-12,1.387464837677815e-18,1.3164671350711916e-09,1.111638834401015e-11,3.5421233543496046e-13,1.552464860616712e-17,1.9925693703298217e-17,4.9361242834576323e-14,1.1927144856078344e-17,7.978423149074728e-22,2.1871799908563515e-26,7.537527384179489e-19,1.164842885180068e-19,3.943706223893839e-17,4.120418602252263e-27,5.424398061186612e-14,1.833069730394644e-18,9.418547197387548e-13,1.284090516770713e-18,9.614458145206041e-20,1.1226694590181066e-12,3.6764034391325804e-13,5.438059241395269e-19,1.081089217127092e-12,1.0828709933764957e-14,1.7201448967210474e-18,8.851434836093458e-20,4.101674210335528e-09,2.9727617096207983e-22,3.4115572967836667e-13,2.965355186268997e-17,1.4280475435685413e-14,9.636447521004474e-10,7.868867376075889e-23,4.207685728354674e-15,1.8498295824379308e-13,1.275902619528483e-17,1.6500296681843213e-24,7.822524985616306e-18,1.235892355653653e-15
2.6770113461843653e-08,0.7049937448899474,4.304358777092125e-08,3.921493549193622e-10,1.241165162412862e-08,2.6960394998496144e-09,0.0,0.0,1.5575782854448617e-07,2.8585372123051235e-12,6.4977452276508e-12,1.513314336740277e-12,1.8040901846296126e-14,6.111735616426624e-26,1.3911437396839817e-18,1.243639481831896e-12,1.3848913662144247e-09,2.6920473801434454e-13,1.7297296971494315e-20,1.3871717719819054e-19,3.761226834475338e-10,7.516232748538663e-17,1.5881288931645708e-12,2.6354458229137098e-17,1.2273380370725796e-14,1.497117715285481e-14,5.113278698166522e-13,5.995326807031749e-13,4.1815789551958297e-20,1.421429031975755e-20,9.260452484300884e-17,1.6990510669109385e-18,1.0142584743783864e-14,2.8381233521371055e-17,3.76,0.0,0.5607391628467417,0.9991912337052,4.013037225861382e-10,3.803564811479233e-12,0.0005493393995253865,0.00054933991410279,4.627133816447389e-11,5.042322909274181e-14,0.0008085977474780318,7.355479032767444e-13,8.286322197894225e-14,1.0503085064815495e-07,1.2168098118118073e-08,1.9032312031544528e-08,2.5557652470532246e-08,2.0469183952366313e-05,1.4700735610100612e-12,1.2331678643984746e-08,6.355809053943168e-10,9.956058610001242e-14,4.882082767392066e-11,1.3463126334092892e-09,6.035655722710541e-17,9.114565461867798e-17,8.309548864118307e-12,1.610154144036756e-18,1.3887167179086583e-09,1.1378285088379829e-11,3.856227038350549e-13,1.731205680413415e-17,2.1174755385935636e-17,5.477058903884327e-14,1.3360150466396588e-17,9.413167874639542e-22,2.5603254739737995e-26,8.436795640626919e-19,1.3073016076845825e-19,4.3610493501913105e-17,4.800210760295853e-27,5.5407216053027524e-14,1.939004962493134e-18,9.952339903005432e-13,1.3204659651798122e-18,1.0775744629560925e-19,1.1250725674993191e-12,3.876121624313021e-13,5.787598817483213e-19,1.155709770840737e-12,1.1449572452457296e-14,1.835322219383265e-18,9.948057665280052e-20,4.353830551369502e-09,3.107396340775594e-22,3.6999033842723707e-13,3.240111639506099e-17,1.5993161406684055e-14,9.757503477054396e-10,9.151013843046253e-23,4.661256117049162e-15,2.0473146581620084e-13,1.4302401579099983e-17,1.9265102857419284e-24,8.750640109857075e-18,1.3886461183893656e-15
2.7557459122706835e-08,0.7049959243674031,4.544324336592455e-08,4.2586768451990843e-10,1.3154785955599369e-08,2.935457802421946e-09,0.0,0.0,1.6034663463677364e-07,3.0291281137012752e-12,7.086297061697618e-12,1.6055989081864087e-12,1.96168548387342e-14,6.907781498568549e-26,1.4930806965599636e-18,1.2675023606378056e-12,1.4583184106136583e-09,2.9526057292143555e-13,2.0195074513195176e-20,1.5494274127133862e-19,3.985703197350943e-10,8.169001879492009e-17,1.5978588889564554e-12,2.9209204796237875e-17,1.3160099919600059e-14,1.7220962441194914e-14,5.403395507747648e-13,6.259553952704119e-13,4.781856091190348e-20,1.5838582992211657e-20,1.029645823758226e-16,1.9144426352399887e-18,1.103855072458875e-14,3.1812683306788136e-17,3.76,0.0,0.5607227079868722,0.9991912283453295,4.3782805858695354e-10,4.1286915052484896e-12,0.0005654879338717824,0.0005654884921351434,4.7700370185458134e-11,5.217273464642077e-14,0.0008085977431499521,8.113695272832154e-13,9.337677586925162e-14,1.0711089697595002e-07,1.252857690259325e-08,2.0304435397057044e-08,2.6900319633580755e-08,2.1070396072329332e-05,1.5839626918269541e-12,1.3067196732707283e-08,6.426224608472037e-10,1.055034612936991e-13,5.010433614413982e-11,1.4055771862807086e-09,6.829374559897104e-17,1.0142265139956473e-16,8.700560562591523e-12,1.8618028891017025e-18,1.4624671749444481e-09,1.1635333583248233e-11,4.187375915382019e-13,1.9245415799098263e-17,2.2461934607163548e-17,6.060269962577016e-14,1.491641252943075e-17,1.1060621649853873e-21,2.985530235509417e-26,9.407028680232254e-19,1.4613064884188093e-19,4.8067761766982903e-17,5.571343532884894e-27,5.651717374306284e-14,2.045611270428878e-18,1.0493014236811413e-12,1.3556818943050586e-18,1.2035688728927834e-19,1.1275292671331225e-12,4.0798730900402744e-13,6.147658337412823e-19,1.2325894233135148e-12,1.2086037884732541e-14,1.954041613111012e-18,1.1139183339581055e-19,4.613496567051628e-09,3.411845072903698e-22,4.002388375103483e-13,3.529877545985915e-17,1.7849707535989794e-14,9.87378062754284e-10,1.0598762126566447e-22,5.146480190710464e-15,2.2584630411627838e-13,1.597756677589382e-17,2.238206972974937e-24,9.751450368137995e-18,1.5554430050313503e-15
2.8344804783570017e-08,0.7049981037896854,4.789146300111641e-08,4.6128799052287323e-10,1.3919600664357398e-08,3.1879605231869404e-09,0.0,0.0,1.6493591894554906e-07,3.204661875122432e-12,7.709320039668461e-12,1.6996678819707047e-12,2.1277757940871513e-14,7.784694574137328e-26,1.5992643102453826e-18,1.2902464468841559e-12,1.5332050616226108e-09,3.230751013592742e-13,2.3489873926196856e-20,1.7257027830131104e-19,4.216684021017642e-10,8.856846969112857e-17,1.60690965187738e-12,3.227073794834024e-17,1.4078022643358431e-14,1.972839029506032e-14,5.700633978668799e-13,6.527052764168524e-13,5.446388581366627e-20,1.7605061289909284e-20,1.141207159173286e-16,2.1489549917366973e-18,1.1984260154902224e-14,3.554252322233868e-17,3.76,0.0,0.560706253585094,0.9991912229615719,4.765070989285194e-10,4.470769406278116e-12,0.0005816359940665452,0.0005816365977362153,4.912936025132352e-11,5.392259820688271e-14,0.0008085977388024601,8.927872652350055e-13,1.0494083858327086e-13,1.0915555898724782e-07,1.2883510464464881e-08,2.1613926333436204e-08,2.826907845659878e-08,2.1671561674112266e-05,1.7034822443550432e-12,1.3823987896117795e-08,6.495919616615982e-10,1.1161856763696096e-13,5.1385000851025456e-11,1.4651480014364823e-09,7.702857739366598e-17,1.1256952805358221e-16,9.10134495971823e-12,2.145307952061169e-18,1.5376936416483573e-09,1.1887710195861998e-11,4.535921260325221e-13,2.1332087732125264e-17,2.3787249072925018e-17,6.687857904177401e-14,1.6602662480231663e-17,1.2945655426866162e-21,3.468458087013376e-26,1.0450929201752169e-18,1.6273121234327873e-19,5.2817368545079994e-17,6.4433331142284535e-27,5.757554731897928e-14,2.152707701871122e-18,1.1040005684624478e-12,1.389755023013231e-18,1.3399255546154088e-19,1.1300386123337307e-12,4.2875885956151124e-13,6.518219101226275e-19,1.3116933762286243e-12,1.2738035449627806e-14,2.076282154134506e-18,1.2429405571559721e-19,4.880671254980172e-09,3.705647371541383e-22,4.319192998478615e-13,3.8348866256039905e-17,1.9857188157443795e-14,9.985527074757226e-10,1.2228376219839455e-22,5.6643432730174934e-15,2.483706954279219e-13,1.7791284483326282e-17,2.588238008661571e-24,1.0827689736481648e-17,1.737137583463599e-15
