Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H4F2(1),O2(2),H2O(3),CH4(4),CH2CHF(56),HF(38),C2H3F(137),C2H3F(136),O2(141),CH2CF(70),CH2CFO(79),C2H3F2(66),C2H3F2(64),CH2CF2(57),C2H2F2(59),CH2F(46),C2H2F(71),CHFO(47),C2H4F(62),S(289),C2H4F(63),C2H3F2(65),CF2CH(73),C2HF2(72),CH2F2(41),S(787),CF2(43),S(495),C2HF(58),CF2O(49),C2H2O(134),S(435),S(2464),S(1651),S(1682),CF3CHO(75),CF2CO(76),S(783),S(2674),CHO2(159),S(3132),S(537),S(1330),C2HF(1925),S(125),S(977),S(975),S(990),CHF2(82),S(499),C2H2O(450),CH3F(39),S(3133),C2H2F3(67),S(5616),CHFCF2(55),F(37),C2F(1924),C2H2F3(68),S(698),CHF3(42),S(5948),S(3043),S(706)
3.221885041829969e-07,0.7058074738540997,2.118480236784747e-06,1.1407129743157705e-07,1.6026380061352156e-06,1.8439552701333827e-06,0.0,0.0,1.9209802950968846e-06,4.142326870369208e-10,1.1536266951941949e-08,1.0503487370451253e-10,9.962017920977215e-12,1.483515673586574e-21,4.084275776324406e-16,9.200438718042573e-12,1.0722358089363045e-07,1.9450002584535277e-09,7.538167228896146e-15,5.544867169624092e-15,5.4366599260061496e-08,5.1737653358551805e-14,2.276693163241381e-12,1.3358784848722983e-13,1.8917106086269467e-12,7.553559331645278e-10,3.3053663726126703e-11,4.515619727350428e-11,2.830631087062567e-15,3.0933965099537737e-16,4.0581630154230947e-13,7.703015702484266e-15,1.0975898728518829e-11,3.856049146723512e-13,3.76,0.0,0.5545957845907544,0.9991874090286083,6.524932355873033e-07,3.4191318883701497e-09,0.006575202937039461,0.006575341963887972,5.795180372576131e-10,7.041161398556376e-13,0.0008085946562819109,3.5097995887547446e-09,4.017349267698333e-09,7.728037477135036e-07,1.1158348117905713e-07,2.2942122196046896e-06,1.938081666432046e-06,0.00024280314198225125,2.4241177112320463e-09,1.7609372491941527e-06,4.469989509676332e-09,1.4694357264985973e-11,1.6149400096968408e-09,2.3221880678045688e-08,3.782096837824432e-12,1.806956720966085e-12,1.6385227436450986e-09,9.164044375834652e-13,1.0869562146629232e-07,8.880203214610011e-11,3.687382695620468e-10,2.660456645487125e-13,3.708094515465648e-15,8.095657196897227e-10,2.7657423391905735e-13,1.3261893680335321e-15,2.3869635276764586e-20,2.150607874585199e-15,3.5848836156930056e-16,7.086420842987704e-14,3.513924135857847e-21,4.1358589412062014e-13,3.586880339606404e-17,2.2251717760045235e-11,1.1887553797011106e-17,7.457834253755367e-16,4.78791664304403e-12,2.950831338324788e-11,1.4984148082407252e-16,1.3468987443084035e-10,2.0462623090592557e-12,4.323603744021654e-16,3.642323510326453e-16,6.202474617252565e-07,-7.554576052836477e-19,1.4911515794781817e-10,1.6304978745618066e-14,9.65260742720343e-11,2.4784603509477722e-09,5.281731671639404e-17,6.650530290193951e-12,3.6852398969439024e-10,1.5577026095588667e-13,3.3699875601683496e-19,2.1842885056574065e-14,2.327231314778139e-11
3.3045374399247424e-07,0.7058301274671557,2.2078816136057486e-06,1.1975828218876404e-07,1.678734660429932e-06,1.965329247425289e-06,0.0,0.0,1.972184434686316e-06,4.3582587045822543e-10,1.2468515201636157e-08,1.1241712568485256e-10,1.0488166949166006e-11,1.6688172879983443e-21,4.401896544333239e-16,9.786007152272997e-12,1.1303462181480784e-07,2.1403183077797827e-09,8.533273534257162e-15,6.178648187822373e-15,5.71888939151842e-08,5.4838108250284685e-14,2.3130970228821937e-12,1.4814050187393135e-13,1.9979847277625702e-12,8.34016363070986e-10,3.422016230072658e-11,4.792786211453969e-11,3.2082161720765026e-15,3.465922211229249e-16,4.388254377544754e-13,8.29740067379688e-15,1.177071768733989e-11,4.23939658824911e-13,3.76,0.0,0.5544247491112145,0.9991872461045471,7.017825386193922e-07,3.6804037146855112e-09,0.006742840550002791,0.00674298784357871,5.943527924277175e-10,7.223020507407285e-13,0.0008085945245577872,3.805329786743317e-09,4.4613386106300135e-09,7.996993391449684e-07,1.1549485781142597e-07,2.420034207728858e-06,2.0424638124524007e-06,0.0002489305949656488,2.631593123935232e-09,1.8517512923067656e-06,4.638930970472845e-09,1.5473537167879817e-11,1.707697833591838e-09,2.4069169414972e-08,4.254016057004543e-12,2.013911391972799e-12,1.7600412032920447e-09,1.0526779707334817e-12,1.1456445239294547e-07,9.190281187042401e-11,3.975643590381871e-10,2.9751445081165634e-13,3.9286648735686775e-15,8.983069344155584e-10,3.0719554187233686e-13,1.5284124585732767e-15,2.7472161225803675e-20,2.318647485624791e-15,3.8659111973996066e-16,7.638357597912714e-14,4.040944019390432e-21,4.3991221224271427e-13,3.8213817801542493e-17,2.306970945684219e-11,1.2650370250147623e-17,8.136566633695874e-16,4.988651234258864e-12,3.110117435041554e-11,1.6109041982182457e-16,1.4203943335085404e-10,2.196725063576844e-12,4.644260583206871e-16,3.9216064352212696e-16,6.52176138888295e-07,1.0963287365172766e-18,1.583379603326617e-10,1.7319484821548938e-14,1.0509052206101748e-10,2.533922239848055e-09,6.082991058202139e-17,7.137007622048596e-12,3.9706986898481234e-10,1.7211689813460208e-13,3.856608569244105e-19,2.3548794925147438e-14,2.5675231698334536e-11
3.387189838019516e-07,0.705852775203045,2.2993492991713323e-06,1.2559690411928075e-07,1.7563078816336966e-06,2.0917414620701636e-06,0.0,0.0,2.023527643820409e-06,4.5797584574915226e-10,1.3451518843136085e-08,1.2026665845540843e-10,1.102642779366659e-11,1.874621920554284e-21,4.74139048756692e-16,1.0401936738713172e-11,1.1905000681301776e-07,2.3496432361143883e-09,9.63120085913221e-15,6.866441356920038e-15,6.008250072719947e-08,5.803216056915685e-14,2.351029081124389e-12,1.6398094522671105e-13,2.1081430930653258e-12,9.186448328248656e-10,3.539345705139057e-11,5.082221821139177e-11,3.627422048417761e-15,3.8748887692082815e-16,4.735602512095233e-13,8.922476242040597e-15,1.2601904923694136e-11,4.650018999028628e-13,3.76,0.0,0.5542537573897699,0.9991870798916055,7.533825205880398e-07,3.955615614142334e-09,0.006910426350418585,0.006910582216333689,6.091829626308502e-10,7.404823417160284e-13,0.0008085943901729928,4.116919010792856e-09,4.9407481278088015e-09,8.271471002586962e-07,1.194862737686609e-07,2.5502441725768878e-06,2.1504521080424396e-06,0.00025505301571698136,2.8510221733298572e-09,1.944815477239391e-06,4.812663876872466e-09,1.6274066904436526e-11,1.804264829104215e-09,2.4934622155391347e-08,4.77200324122407e-12,2.2392881739157597e-12,1.88817247374403e-09,1.2052631244060119e-12,1.2063647433133895e-07,9.506735285226623e-11,4.2798956181311517e-10,3.3194822677586337e-13,4.1576079674060854e-15,9.941851379123272e-10,3.4030421569913534e-13,1.7554407128318448e-15,3.1512192580481963e-20,2.495579817453655e-15,4.1618984247562227e-16,8.220117495061164e-14,4.631576944058809e-21,4.676040382438665e-13,4.06889888401853e-17,2.3905330206667244e-11,1.3453555673787117e-17,8.859306804567555e-16,5.196350761214495e-12,3.274936818924202e-11,1.7296726998926553e-16,1.4964387808930742e-10,2.3558908852259364e-12,4.983598816704738e-16,4.215217884470146e-16,6.848907871395297e-07,5.215553091486191e-19,1.6792153908895913e-10,1.8373822544794988e-14,1.1419110234937192e-10,2.5906036472182636e-09,6.984246303677527e-17,7.647372733580665e-12,4.271157255167238e-10,1.8976869661076107e-13,4.402062090667313e-19,2.5344946218670392e-14,2.8260851437960473e-11
3.4698422361142895e-07,0.7058754170855324,2.392909994497079e-06,1.3158959385511243e-07,1.8353475774139254e-06,2.2233056624172937e-06,0.0,0.0,2.075013600095311e-06,4.806836374664593e-10,1.4486856032661316e-08,1.2860747138609793e-10,1.157692943117109e-11,2.1029920330551755e-21,5.104176928201366e-16,1.104918709756717e-11,1.252740915913911e-07,2.5735929203790313e-09,1.0839948842838537e-14,7.611434760160245e-15,6.304741641596727e-08,6.131988821722358e-14,2.3905285129552788e-12,1.8119952667302676e-13,2.2222738350658173e-12,1.0095464015888772e-09,3.657347241397245e-11,5.38434498376109e-11,4.091992086459266e-15,4.323149460798536e-16,5.100654267244297e-13,9.57921179588787e-15,1.3470240312512266e-11,5.08913644588605e-13,3.76,0.0,0.554082809239257,0.9991869103665165,8.073375926443087e-07,4.2452481848947265e-09,0.007077960348395095,0.007078125098633895,6.24008548763406e-10,7.586570139306351e-13,0.0008085942531087139,4.4449757550567304e-09,5.457347979457728e-09,8.551514003267013e-07,1.2355836658674396e-07,2.684931561241878e-06,2.2621200796352366e-06,0.00026117040672976523,3.0827660502873436e-09,2.040127567884976e-06,4.991319514189197e-09,1.7096073506946103e-11,1.904746698444945e-09,2.581839023588426e-08,5.339410673753271e-12,2.4843048402662553e-12,2.0231687372149233e-09,1.3756719642163665e-12,1.269158400138373e-07,9.829615623089552e-11,4.600728234677177e-10,3.6956092670598557e-13,4.395137059357518e-15,1.0975699081286782e-09,3.760303574297048e-13,2.0096281238993117e-15,3.603085277077686e-20,2.6816862126635e-15,4.473326751829468e-16,8.832727419711849e-14,5.291767131269422e-21,4.967045268528564e-13,4.32985850421655e-17,2.4758726859891904e-11,1.4298399695277763e-17,9.627917869348181e-16,5.411157523221587e-12,3.445404204231941e-11,1.8549726679148594e-16,1.5750840064548043e-10,2.524188273959532e-12,5.342507490094593e-16,4.523607113933958e-16,7.183903077539408e-07,-1.1255881404144301e-18,1.778740384913242e-10,1.946889162646273e-14,1.2384939747565842e-10,2.6485160073209408e-09,7.995586692689461e-17,8.182332343136537e-12,4.587087938540765e-10,2.0880071238140092e-13,5.012240363916517e-19,2.7234191312219077e-14,3.103857864711712e-11
3.552494634209063e-07,0.7058980531385493,2.4885900271641407e-06,1.3773878761586234e-07,1.915844443482343e-06,2.3601369848122876e-06,0.0,0.0,2.1266460227877415e-06,5.039503158230626e-10,1.557612808424662e-08,1.3746431757920628e-10,1.2139836435096196e-11,2.356178912685424e-21,5.491755229663732e-16,1.1728735776440678e-11,1.3171126719468504e-07,2.812796231139478e-09,1.216796795490079e-14,8.416934231849448e-15,6.608363814919953e-08,6.470136783371072e-14,2.4316355252549564e-12,1.9989138373093184e-13,2.3404659677763946e-12,1.1070358072585498e-09,3.776015204190667e-11,5.699586724116753e-11,4.605940283556542e-15,4.813732708280458e-16,5.483861301025237e-13,1.0268593959024396e-14,1.437650455591994e-11,5.557993985477019e-13,3.76,0.0,0.5539119044712265,0.9991867375056659,8.636918804048764e-07,4.5497919200336106e-09,0.007245442553903072,0.007245616506932216,6.388295517096248e-10,7.768260685212326e-13,0.0008085941133458497,4.789908017723566e-09,6.012944699435595e-09,8.837166107549769e-07,1.277117740437213e-07,2.8241865313828872e-06,2.3775418316163502e-06,0.00026728277050176594,3.3271870245735874e-09,2.137685343826552e-06,5.1750306801012835e-09,1.7939688180410062e-11,2.0092504169538285e-09,2.672062435098651e-08,5.95976043591046e-12,2.750235438831069e-12,2.1652883579036785e-09,1.5655191332405204e-12,1.3340673507100623e-07,1.0158972331023484e-10,4.93874426636861e-10,4.1057442704766497e-13,4.6414721788441796e-15,1.2088391774662281e-09,4.145070391119883e-13,2.293491881885274e-15,4.107209085022368e-20,2.8772525734430807e-15,4.800686116864275e-16,9.477235260388413e-14,6.027864987653965e-21,5.272576425404475e-13,4.6046962920776603e-17,2.563004547678257e-11,1.518621678089652e-17,1.0444310182292503e-15,5.633214939944993e-12,3.621635301698274e-11,1.9870635829755733e-16,1.6563823774679747e-10,2.7020660421665113e-12,5.721842972866467e-16,4.847231230636118e-16,7.526736038724218e-07,1.2561096089525176e-18,1.8820369468383635e-10,2.060560197212441e-14,1.340875009768874e-10,2.7076707680452117e-09,9.127910794249478e-17,8.742604041451106e-12,4.918970665677058e-10,2.292908749718698e-13,5.6935187666206e-19,2.921942836285232e-14,3.401810753170877e-11
3.6351470323038366e-07,0.7059206833861943,2.586415377487784e-06,1.440469235383612e-07,1.9977899371925966e-06,2.502351931769187e-06,0.0,0.0,2.178428672416379e-06,5.277769972266684e-10,1.672095998190432e-08,1.468627177847806e-10,1.2715349677179452e-11,2.6366379614351532e-21,5.905708291979246e-16,1.2441578007430453e-11,1.383659599213695e-07,3.0678930034458086e-09,1.36241774879886e-14,9.286365614931894e-15,6.919116354725676e-08,6.817667531930203e-14,2.474391362811955e-12,2.2015662084626178e-13,2.4628093909237233e-12,1.2114376422532273e-09,3.8953457115329855e-11,6.028390901607634e-11,5.173566608533881e-15,5.349850146554404e-16,5.885680490700645e-13,1.0991626349827624e-14,1.53214792889176e-11,6.057861658069269e-13,3.76,0.0,0.5537410428959445,0.9991865612850935,9.224892471923452e-07,4.869747278219376e-09,0.007412872976774978,0.007413056457653143,6.53645972341522e-10,7.949895066120948e-13,0.0008085939708650249,5.152123475376243e-09,6.6093808526035845e-09,9.128471056602123e-07,1.3194713423954925e-07,2.9680999513424376e-06,2.4967920466079296e-06,0.0002733901095354393,3.584648467050259e-09,2.237486600318504e-06,5.363931671548085e-09,1.8805046374141114e-11,2.1178842203930856e-09,2.7641474742370275e-08,6.63674989260843e-12,3.038411991669719e-12,2.31479595027997e-09,1.7765265201297727e-12,1.4011337804906902e-07,1.0494855562409523e-10,5.294560030884957e-10,4.552344959369004e-13,4.896840242209103e-15,1.32837913661845e-09,4.558702677878456e-13,2.6097199361165906e-15,4.668281141822646e-20,3.0825693758025773e-15,5.144475015266671e-16,1.0154710108098202e-13,6.846645691657294e-21,5.593081485847325e-13,4.8938566169911796e-17,2.651943154516244e-11,1.611834592353128e-17,1.1310441975089117e-15,5.862667551924381e-12,3.803746822176662e-11,2.126212202801267e-16,1.7403867112475845e-10,2.88999423761753e-12,6.122745891724856e-16,5.186555102599213e-16,7.877395805106631e-07,9.887106860721349e-19,1.9891883343627539e-10,2.1784873420693768e-14,1.4492802372137696e-10,2.7680793927275596e-09,1.0392977022833813e-16,9.328916268273293e-12,5.267292957574646e-10,2.5132005130333737e-13,6.452787735770914e-19,3.1303601399386624e-14,3.720942456978178e-11
3.71779943039861e-07,0.7059433078527323,2.6864117031470856e-06,1.5051643867434127e-07,2.0811762516917104e-06,2.6500683515974093e-06,0.0,0.0,2.230365350336484e-06,5.521648448148882e-10,1.7923000886934096e-08,1.568289741331099e-10,1.3303707031625528e-11,2.9470450290997885e-21,6.347706138237006e-16,1.3188726476537142e-11,1.4524263124986896e-07,3.3395340153781147e-09,1.5217984042266773e-14,1.0223276995392845e-14,7.236999068794899e-08,7.174588628878942e-14,2.5188383149397163e-12,2.4210049136824796e-13,2.589394892556283e-12,1.3230865272675766e-09,4.015336481097832e-11,6.37121444766369e-11,5.799472996917842e-15,5.934904946427195e-16,6.306574334074795e-13,1.1749329351104959e-14,1.6305947196791224e-11,6.590034485174178e-13,3.76,0.0,0.5535702243223884,0.9991863816804984,9.837733164952462e-07,5.20562475401032e-09,0.007580251626704173,0.007580444967192493,6.68457811518819e-10,8.131473293150836e-13,0.0008085938256465888,5.532029655867305e-09,7.248534714974401e-09,9.425472625186248e-07,1.3626508568709507e-07,3.116763400379704e-06,2.6199459858242596e-06,0.0002794924263383588,3.8555148788213755e-09,2.3395291482767948e-06,5.558158273224695e-09,1.9692287852315685e-11,2.2307575936711257e-09,2.8581091349445837e-08,7.374257289433805e-12,3.3502262291062467e-12,2.4719624476909197e-09,2.0105280525565047e-12,1.4704002043229895e-07,1.0837315501004486e-10,5.668805458553634e-10,5.03792527870206e-13,5.161475171753401e-15,1.4565841410150678e-09,5.002589513679218e-13,2.9611787620875736e-15,5.2913008043005495e-20,3.2979316831105547e-15,5.505200573364235e-16,1.0866242457524946e-13,7.755328279965284e-21,5.929015969181703e-13,5.1977924780595756e-17,2.7427030152397078e-11,1.7096150337116768e-17,1.2228319972055971e-15,6.099661021229486e-12,3.9918564804586014e-11,2.272692716508842e-16,1.827150278043082e-10,3.088465099674576e-12,6.546262116041881e-16,5.542051213223646e-16,8.235871445681187e-07,-1.6003489681666967e-18,2.100278681639936e-10,2.3007635513842017e-14,1.5639409993611242e-10,2.82975336209764e-09,1.1803456542681308e-16,9.942008291942619e-12,5.63254994402208e-10,2.749721100871316e-13,7.297486345417558e-19,3.3489700401188165e-14,4.062281285986126e-11
3.8004518284933837e-07,0.7059659265625949,2.7886043624170915e-06,1.5714976656608684e-07,2.1659962907216996e-06,2.803405419394531e-06,0.0,0.0,2.2824598983659243e-06,5.771150689872128e-10,1.918392464065714e-08,1.673901836954447e-10,1.3905184088788689e-11,3.2903138461308208e-21,6.819509593697796e-16,1.3971211106925722e-11,1.5234577777929365e-07,3.6283809739169097e-09,1.6959300511583202e-14,1.1231340914781119e-14,7.56201181113514e-08,7.540907646233135e-14,2.5650197226812865e-12,2.658335840468281e-13,2.7203141520433495e-12,1.4423272831285207e-09,4.1359866917833055e-11,6.728527603564858e-11,6.488580016045363e-15,6.572500399050229e-16,6.747011343211681e-13,1.2542739889078437e-14,1.733069214344548e-11,7.15583247139774e-13,3.76,0.0,0.5533994485582481,0.9991861986672412,1.0475874936662708e-06,5.557944947917199e-09,0.0077475785132440815,0.007747782051917138,6.832650700888673e-10,8.312995377296463e-13,0.0008085936776706119,5.930034109160176e-09,7.932319976274403e-09,9.728214628546956e-07,1.4066626740828967e-07,3.2702691690381352e-06,2.7470794895159383e-06,0.00028558972342363067,4.140151926597462e-09,2.443810814277722e-06,5.757847747534464e-09,2.060155676354448e-11,2.34798126085367e-09,2.953962392946946e-08,8.176347463282303e-12,3.687131358392719e-12,2.6370651713094187e-09,2.2694746179928006e-12,1.5419094667117916e-07,1.1186402368785057e-10,6.062124214246011e-10,5.565055125522259e-13,5.43561801347935e-15,1.5938566200901258e-09,5.478148654874845e-13,3.3509213363903667e-15,5.981590024191296e-20,3.5236391590810673e-15,5.883378623041438e-16,1.1612944410233846e-13,8.76159524175763e-21,6.280843184719455e-13,5.516965410532681e-17,2.835298612141397e-11,1.812101716129478e-17,1.3199999995463107e-15,6.3443421322851105e-12,4.1860829992915585e-11,2.426786902295485e-16,1.9167268040842347e-10,3.2979940495181407e-12,6.993334326825074e-16,5.914199557047201e-16,8.602152048370513e-07,1.341726886359484e-18,2.2153929818091643e-10,2.4274827292410116e-14,1.6850939314080566e-10,2.892704176237363e-09,1.3372988586987068e-16,1.0582630191543229e-11,6.015244375558711e-10,3.003339867466382e-13,8.23563760586975e-19,3.578076136714094e-14,4.4268856469938035e-11
3.883104226588157e-07,0.7059885395403833,2.893018436112929e-06,1.6394933532304357e-07,2.2522436441101983e-06,2.9624836193266714e-06,0.0,0.0,2.3347161984409e-06,6.026289279342092e-10,2.0505430262849827e-08,1.7857425188405896e-10,1.4520094884447515e-11,3.669614613864394e-21,7.322974059126335e-16,1.4790078857513356e-11,1.5967993118462078e-07,3.9351065077926495e-09,1.885856558264365e-14,1.2314356562333526e-14,7.89415448246448e-08,7.916632200396637e-14,2.612979986647765e-12,2.9147201413847154e-13,2.8556597434678608e-12,1.5695151009064976e-09,4.25729685850485e-11,7.100814158785083e-11,7.246144219582158e-15,7.266448766665522e-16,7.207466431141886e-13,1.3372911232831768e-14,1.8396499309878182e-11,7.756600610849866e-13,3.76,0.0,0.553228715409923,0.999186012220348,1.1139749868782158e-06,5.927238636216391e-09,0.00791485364580732,0.007915067728164733,6.980677488865739e-10,8.494461329428122e-13,0.0008085935269168959,6.346544575725959e-09,8.66268546449925e-09,1.0036740929558069e-06,1.4515131903317004e-07,3.428710259655106e-06,2.8782689775117786e-06,0.00029168200331029727,4.438926483618959e-09,2.5503294405648e-06,5.963138825865451e-09,2.1533001709528552e-11,2.46966717635665e-09,3.051722215298284e-08,9.047277668646529e-12,4.050643867618846e-12,2.8103878994472692e-09,2.5554391138835466e-12,1.615704742167276e-07,1.1542166434081656e-10,6.475173819905104e-10,6.136599864654458e-13,5.719517053294752e-15,1.7406069895589304e-09,5.986826214132244e-13,3.782195322954919e-15,6.744807407521525e-20,3.759996080336513e-15,6.279533778004659e-16,1.239594987995773e-13,9.873612627524742e-21,6.649034140849736e-13,5.851845389457467e-17,2.929744411766293e-11,1.9194357177008318e-17,1.4227587561988312e-15,6.596858792884251e-12,4.386546113612013e-11,2.5887842885227297e-16,2.0091704747890332e-10,3.5191207151629437e-12,7.46528105964472e-16,6.30348758254635e-16,8.97622672011666e-07,1.6864411639880758e-18,2.3346170715955143e-10,2.558739711677802e-14,1.8129810199927253e-10,2.956943356521259e-09,1.5116238265109732e-16,1.1251542841329007e-11,6.415886634060328e-10,3.2749574886774664e-13,9.275885551354641e-19,3.8179866375834786e-14,4.815844478623545e-11
3.965756624682931e-07,0.7060111468108635,2.9996787483235423e-06,1.7091756613037418e-07,2.339912563907211e-06,3.1274247281263716e-06,0.0,0.0,2.387138172299646e-06,6.287077281642938e-10,2.1889242446151777e-08,1.9040990570334083e-10,1.5148792650143106e-11,4.088393811916712e-21,7.860053379773926e-16,1.5646393537684876e-11,1.6724965818580948e-07,4.260394166967185e-09,2.0926763758911376e-14,1.3476251948328454e-14,8.233427030699018e-08,8.301769981523601e-14,2.6627645755735004e-12,3.1913761920668385e-13,2.9955251393982994e-12,1.7050157104340946e-09,4.379268718967579e-11,7.488571689977269e-11,8.077776211263624e-15,8.020780404818425e-16,7.688421291999985e-13,1.4240912812682723e-14,1.9504155341916694e-11,8.393708898416334e-13,3.76,0.0,0.5530580246825205,0.9991858223145111,1.1829788273577908e-06,6.31404684055672e-09,0.008082077033664791,0.008082302012243475,7.128658487343195e-10,8.675871160291881e-13,0.000808593373364977,6.781969152105854e-09,9.441614892008007e-09,1.0351095446187418e-06,1.497208809037431e-07,3.5921803870070255e-06,3.0135914498595216e-06,0.0002977692685237281,4.752206675509943e-09,2.659082885063391e-06,6.1741717011169475e-09,2.2486775812869642e-11,2.595928517270861e-09,3.1514035680858134e-08,9.99150352159491e-12,4.4423453654242855e-12,2.99222093725272e-09,2.8706216292946578e-12,1.691829535608901e-07,1.1904658020093048e-10,6.90862577775811e-10,6.755501064677917e-13,6.013427932814975e-15,1.8972535668636763e-09,6.530096350615505e-13,4.258451473958992e-15,7.586962641018268e-20,4.00731134866672e-15,6.694199511766157e-16,1.3216414800044217e-13,1.1100050681781861e-20,7.034067463908965e-13,6.202910733183074e-17,3.0260548734300056e-11,2.0317604537532713e-17,1.5313238471258404e-15,6.8573600353911024e-12,4.5933665749966966e-11,2.758982318360904e-16,2.1045359381353116e-10,3.7524099920443685e-12,7.963342619655446e-16,6.710410073046525e-16,9.358084586973275e-07,-2.1797783578186843e-18,2.4580376177453213e-10,2.694630250846655e-14,1.9478496609783428e-10,3.0224824475944575e-09,1.7048956931946965e-16,1.1949517897159674e-11,6.834994742105223e-10,3.565506621789897e-13,1.042753418476374e-18,4.069014363796645e-14,5.230277686095283e-11
4.0484090227777043e-07,0.7060337483989706,3.1086098860071755e-06,1.7805687212739326e-07,2.4289979412503033e-06,3.2983517997418406e-06,0.0,0.0,2.4397297811925167e-06,6.553528250284215e-10,2.333711204672309e-08,2.0292670686504304e-10,1.5791670589486918e-11,4.5503952853959674e-21,8.432803811527846e-16,1.6541235638311753e-11,1.7505956053032423e-07,4.604938428411917e-09,2.3175445921558245e-14,1.4721086060469283e-14,8.579829451444527e-08,8.696328779092588e-14,2.7144200356383772e-12,3.4895815970417735e-13,3.1400047150252562e-12,1.8492055473867703e-09,4.501905131264697e-11,7.892311800712369e-11,8.98945943797853e-15,8.839753161251817e-16,8.190364775020433e-13,1.5147830050509e-14,2.0654448506324103e-11,9.068552346167231e-13,3.76,0.0,0.5528873761798533,0.9991856289240945,1.2546418889180695e-06,6.71892089739458e-09,0.008249248685944769,0.008249484920431838,7.276593704418806e-10,8.8572248805095e-13,0.0008085932169941178,7.236716453307802e-09,1.0271126622668344e-08,1.0671322159336196e-06,1.5437559418446238e-07,3.7607739790830713e-06,3.1531244875658328e-06,0.0003038515215960012,5.08036193047382e-09,2.7700690214026817e-06,6.391088021432904e-09,2.3463036784104436e-11,2.726879676773719e-09,3.253021422886976e-08,1.1013685063481996e-11,4.863884457075036e-12,3.1828611868085896e-09,3.2173547601397336e-12,1.7703276828292258e-07,1.2273927513865e-10,7.363165694264488e-10,7.42471558898672e-13,6.317613764226513e-15,2.0642224899236556e-09,7.109460971802107e-13,4.783352248804369e-15,8.514431291492806e-20,4.265898503098781e-15,7.127918237223225e-16,1.407551733314528e-13,1.2450105008608088e-20,7.436429324006392e-13,6.570648009149811e-17,3.124244456247682e-11,2.1492216518831163e-17,1.645915938737952e-15,7.125996018134453e-12,4.806666156334262e-11,2.937686518067797e-16,2.2028783081974203e-10,3.998453139964726e-12,8.488548790106913e-16,7.135469048847947e-16,9.74771479419864e-07,1.2814836491181566e-18,2.585742105084572e-10,2.835251001051212e-14,2.0899527165959552e-10,3.0893330194390797e-09,1.9188045194820828e-16,1.2677337784716633e-11,7.273094371264263e-10,3.875952570626855e-13,1.170058834988385e-18,4.3314767541867995e-14,5.671336575825726e-11
4.2137138189672514e-07,0.706078934628648,3.3333819077887192e-06,1.9285831811481037e-07,2.6114006968557427e-06,3.6586623513128797e-06,0.0,0.0,2.5454379451359968e-06,7.103475774079025e-10,2.643216065382983e-08,2.301262491834539e-10,1.712174462218787e-11,5.6206655845061865e-21,9.694079782484064e-16,1.8450906625496635e-11,1.914184733973913e-07,5.354629392537652e-09,2.826342623957228e-14,1.747647411590213e-14,9.294024134339216e-08,9.513741202975555e-14,2.8235352042863776e-12,4.156059533267057e-13,3.4431884474127357e-12,2.1652131666355223e-09,4.7491881207348804e-11,8.74985775657131e-11,1.1078897537206874e-14,1.0689849889005225e-15,9.25921097699254e-13,1.70828323023824e-14,2.3086108414706923e-11,1.0537150007178034e-12,3.76,0.0,0.55254620505749,0.9991852315853352,1.406116494274958e-06,7.585123903835553e-09,0.00858343681956637,0.00858369667410134,7.572326826120106e-10,9.219764030871419e-13,0.0008085928957113176,8.205817226225226e-09,1.2090142502950547e-08,1.1329568463109409e-06,1.6394304445791673e-07,4.113712841326199e-06,3.4451354933127713e-06,0.00031600100148111774,5.7827821913630065e-09,2.998730942837674e-06,6.843144836289221e-09,2.5483673507950727e-11,3.003315072097072e-09,3.462126583880921e-08,1.3311615048737854e-11,5.803416429704019e-12,3.591784338782306e-09,4.01549897814867e-12,1.934621039515282e-07,1.3033002149266092e-10,8.338323101500411e-10,8.927434795264091e-13,6.9579007637559336e-15,2.430870572737124e-09,8.38261836669766e-13,5.994849882730612e-15,1.0652732943066885e-19,4.818165883683334e-15,8.054729506680604e-16,1.5914460315978505e-13,1.5560603869137336e-20,8.295120674652085e-13,7.358125350247764e-17,3.3263188543925034e-11,2.400147775757796e-17,1.894089565258317e-15,7.68827847774802e-12,5.2531949072076446e-11,3.3218769857406e-16,2.4087165781120397e-10,4.531304847914093e-12,9.626349674417017e-16,8.042040536858067e-16,1.0550248907378965e-06,4.568681713271699e-19,2.8543568744276724e-10,3.131074193836817e-14,2.3969011902543105e-10,3.2270150251435625e-09,2.4159083145383076e-16,1.4225695550431474e-11,8.208409165310094e-10,4.560563404879251e-13,1.4654701267093641e-18,4.8919983934668526e-14,6.638096238821692e-11
