Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H4F2(1),O2(2),H2O(3),CH4(4),CH2CHF(56),HF(38),C2H3F(137),C2H3F(136),O2(141),CH2CF(70),CH2CFO(79),C2H3F2(66),C2H3F2(64),CH2CF2(57),C2H2F2(59),CH2F(46),C2H2F(71),CHFO(47),C2H4F(62),S(289),C2H4F(63),C2H3F2(65),CF2CH(73),C2HF2(72),CH2F2(41),S(787),CF2(43),S(495),C2HF(58),CF2O(49),C2H2O(134),S(435),S(2464),S(1651),S(1682),CF3CHO(75),CF2CO(76),S(783),S(2674),CHO2(159),S(3132),S(537),S(1330),C2HF(1925),S(125),S(977),S(975),S(990),CHF2(82),S(499),C2H2O(450),CH3F(39),S(3133),C2H2F3(67),S(5616),CHFCF2(55),F(37)
2.8349074430818447e-07,0.9274949379516889,0.00024958765384870587,2.514739367725732e-05,8.767078933667701e-05,0.00039398954524771387,0.0,0.0,5.661257761446777e-05,7.597522032677334e-08,5.499285641501764e-06,4.337189541054563e-07,1.0852551608687243e-07,4.782285540464033e-14,1.3227316461965148e-10,7.856846460741696e-08,2.6325074648366152e-05,2.372497350690172e-06,4.087993146823025e-09,1.7199997867547246e-08,0.00012839329244533637,2.831093215038929e-09,1.0058651624656088e-08,2.957951352520094e-10,1.0582775136879979e-09,4.043632043757094e-06,5.559045350952808e-07,2.9968643134006136e-07,3.0979646518098555e-11,9.214099716516704e-12,1.8383643536956893e-09,4.5091902822889324e-11,2.4734097617978754e-08,3.2036143375073774e-09,3.76,0.0,0.39830410397388066,0.9962387551446221,5.5505791716957596e-05,2.2078331919691256e-06,0.18023215374742033,0.1805719433066147,6.623472426106786e-07,3.6108642817321742e-09,0.0035919221675698165,2.0056874886844793e-05,1.5797439763886556e-05,1.905144243971636e-05,1.2897542415177254e-06,0.00019433008803372437,0.00042562768711047706,0.01127289690576522,1.698369391536053e-05,2.6540718643051368e-05,8.181505947392842e-07,2.80727011017061e-08,3.336143452120489e-07,3.137105726532386e-07,1.3087767040909146e-07,4.750754650997856e-08,1.7137233797909238e-06,9.013631368930585e-09,2.7042672130560504e-05,2.4624926592062714e-10,1.2249396517248903e-05,2.370763733918468e-09,1.8575330117857975e-10,1.6278418244748234e-06,8.214378607200587e-11,1.4738675007721873e-12,6.940949671286943e-17,5.2220446035854e-15,7.417345332711061e-14,2.2461489864115484e-10,1.5841761822951234e-17,3.069558497914372e-09,3.411961359869343e-14,2.3649136174291578e-11,3.669927029874083e-14,8.201195051433059e-10,2.2543086969737442e-08,1.5022207255193582e-09,1.9544820012203387e-11,3.3185230633654606e-09,1.2779990458457408e-08,2.1494547205583544e-13,1.2445901585104029e-11,0.00010481521293041373,2.5923847478607205e-15,1.0785014015628371e-07,1.333647527911318e-12,8.121825873987417e-07,2.8124734556095466e-06
2.885322105837975e-07,0.9279536473962806,0.0002559731245665018,2.616143175512684e-05,9.078282899302795e-05,0.0004098928791846894,0.0,0.0,5.74204106222946e-05,7.849763793841598e-08,5.93823239431495e-06,4.65002437753752e-07,1.1278156463268314e-07,5.299414117100197e-14,1.424314305031537e-10,8.29442079925915e-08,2.7318736477318328e-05,2.532790775461033e-06,4.4758752147963675e-09,1.862113434443484e-08,0.00013291276908170506,2.9546578572637165e-09,1.0483618514333055e-08,3.20049103028553e-10,1.0996384911577243e-09,4.343918396987205e-06,5.662475678136563e-07,3.117840246895184e-07,3.388824450458111e-11,9.936054620466686e-12,1.94557434656007e-09,4.759477738022975e-11,2.5428968162203436e-08,3.334131184211396e-09,3.76,0.0,0.39557524538243216,0.9962327213600574,5.87271510095112e-05,2.3174063115076253e-06,0.18284525568015467,0.18319921460638086,6.719807864262127e-07,3.663628888630233e-09,0.0035919004563440523,2.1151401140546888e-05,1.6915490628519874e-05,1.939960007351132e-05,1.3114874198658623e-06,0.00020125796412530253,0.0004409439393405819,0.011434507834776925,1.7893867529900388e-05,2.749458941002115e-05,8.383246070161276e-07,2.903387699994347e-08,3.4536454733992676e-07,3.195555622935336e-07,1.4156266822460777e-07,5.1069924183922586e-08,1.8215424846390616e-06,9.827560489412752e-09,2.8035630515787173e-05,2.5064293029047533e-10,1.2934331803992424e-05,2.5750000632270414e-09,1.9563502180595223e-10,1.7284418177746313e-06,8.719532585626843e-11,1.6070518581149326e-12,7.566712809098288e-17,5.87649474232667e-15,8.194483882474151e-14,2.363177764817184e-10,1.7267600782797738e-17,3.238975455912139e-09,3.6070851799842514e-14,2.4080627055837434e-11,3.873450722736578e-14,8.692479969208739e-10,2.3330834089391466e-08,1.579759913899239e-09,2.051429758192226e-11,3.458175800734308e-09,1.3641413899069406e-08,2.291243479306674e-13,1.3130916775006578e-11,0.00010796726305550325,2.7265464823698805e-15,1.1106128643507075e-07,1.3728489075349852e-12,8.528615089550553e-07,2.8814093943033895e-06
2.935736768594105e-07,0.9284093467796277,0.0002623980208508141,2.720073993452731e-05,9.393777671430017e-05,0.0004261181479436249,0.0,0.0,5.822293547300154e-05,8.105247754795022e-08,6.404446570725966e-06,4.979986946682841e-07,1.1718390710321965e-07,5.863956325974993e-14,1.5322995345955944e-10,8.748894148587183e-08,2.8332856486698695e-05,2.700692772646476e-06,4.893518668880809e-09,2.0133053087708084e-08,0.0001375100912955179,3.0811127259100835e-09,1.0921207654777152e-08,3.458987232453901e-10,1.141901648336807e-09,4.661210997915598e-06,5.765675122918751e-07,3.241898369478401e-07,3.701585009994608e-11,1.0701367010861849e-11,2.0567833110494296e-09,5.019215998940386e-11,2.613279466039639e-08,3.4672855577938125e-09,3.76,0.0,0.39286448042063526,0.9962265315909292,6.207071602698202e-05,2.430321440863508e-06,0.1854401545077281,0.1858086605705281,6.815472287382569e-07,3.7160260314783586e-09,0.003591878183536,2.228229534162213e-05,1.808894632548561e-05,1.97465056192597e-05,1.3331039742484585e-06,0.00020830297440928918,0.00045652326106121244,0.011594946918049888,1.8834538216536788e-05,2.846661591251963e-05,8.587553354693809e-07,3.001034516296392e-08,3.573208494618629e-07,3.253831826361443e-07,1.529056532816453e-07,5.48288023979706e-08,1.9350304590385978e-06,1.0697963399013083e-08,2.9046735660443627e-05,2.5501690974027036e-10,1.3645565090030828e-05,2.7930096492183875e-09,2.059378911500819e-10,1.8331313992494901e-06,9.244989699105546e-11,1.7494623622347311e-12,8.23571833041127e-17,6.602363227629453e-15,9.037470947419293e-14,2.484096178162984e-10,1.8791795554392943e-17,3.4148424685700035e-09,3.809904982957979e-14,2.4510474802826112e-11,4.084752397415431e-14,9.204069525780413e-10,2.4132270977425005e-08,1.6601407319906314e-09,2.1513342608979946e-11,3.602769370007519e-09,1.4557231357368174e-08,2.4416505154527817e-13,1.3841506192494788e-11,0.00011114871975339199,2.8651460188730076e-15,1.1429185455061777e-07,1.412259916514898e-12,8.947375658370829e-07,2.951821775797623e-06
2.986151431350235e-07,0.9288620566056331,0.0002688613806700814,2.826559174289424e-05,9.71349110053027e-05,0.0004426643983826029,0.0,0.0,5.90202250969565e-05,8.363929666778094e-08,6.899123025332741e-06,5.327724353945967e-07,1.217399711560939e-07,6.479455635949475e-14,1.646994302830529e-10,9.220636003382565e-08,2.936750053703067e-05,2.876402458786673e-06,5.342703792950548e-09,2.1739905968121483e-08,0.0001421853852841017,3.210467512599514e-09,1.1371648777936191e-08,3.7342203286794146e-10,1.1850711189446999e-09,4.996191029061981e-06,5.86864377189431e-07,3.369078517547631e-07,4.037498244750638e-11,1.1511861546832411e-11,2.1720555679144555e-09,5.288596974570913e-11,2.6845606464620793e-08,3.6030773991026752e-09,3.76,0.0,0.39017168811074,0.9962201830020727,6.553857774494442e-05,2.5466125529139207e-06,0.18801696471322005,0.18840040145872977,6.910469916184999e-07,3.768058022445353e-09,0.00359185533892668,2.344988386469502e-05,1.9319308795360985e-05,2.0092099871909428e-05,1.3546012424071156e-06,0.00021546452827807456,0.0004723640916050649,0.011754222960139607,1.9806028142681676e-05,2.945691197947718e-05,8.794417463258844e-07,3.1002103293409485e-08,3.6948202277701167e-07,3.3119250389494565e-07,1.6493342262244074e-07,5.879098389076524e-08,2.054429812305642e-06,1.1627535701067175e-08,3.0075930378446975e-05,2.593704954370798e-10,1.438365528419111e-05,3.025463830257806e-09,2.166764441948631e-10,1.94197967912445e-06,9.791077874084234e-11,1.9015364962591266e-12,8.950010835779066e-17,7.406337001557354e-15,9.950572018239201e-14,2.6089583927193e-10,2.041898704228439e-17,3.5972967824844375e-09,4.020590969748324e-14,2.493861414604518e-11,4.3039975799919085e-14,9.736433714264567e-10,2.494731691951988e-08,1.7434254719698069e-09,2.2542254843306782e-11,3.75251511437313e-09,1.553063293230914e-08,2.6011618251547165e-13,1.45781801927868e-11,0.0001143590502737195,3.008250935328515e-15,1.1754052608762563e-07,1.4518641620385134e-12,9.378177393808555e-07,3.0237208009733324e-06
3.036566094106365e-07,0.9293117972357902,0.0002753622639752183,2.9356256527770283e-05,0.00010037351124205352,0.0004595306219182064,0.0,0.0,5.981235188962562e-05,8.625765548212665e-08,7.42348457745199e-06,5.693897364665764e-07,1.2645747730657284e-07,7.149656402395664e-14,1.7687149947265188e-10,9.71001654638718e-08,3.042273230592423e-05,3.06011888839572e-06,5.82528942144305e-09,2.3445959918222427e-08,0.0001469387848910142,3.3427318689085885e-09,1.1835173500615683e-08,4.0269943843629984e-10,1.2291509432302066e-09,5.3495558275156546e-06,5.971381690727824e-07,3.4994205255663136e-07,4.397865165681217e-11,1.2369406890791953e-11,2.2914550010867295e-09,5.567812190575736e-11,2.756742778962903e-08,3.741506341132834e-09,3.76,0.0,0.3874967483627981,0.9962136727481645,6.913280701435977e-05,2.6663128202980105e-06,0.19057579995649107,0.1909745567477829,7.004804941029435e-07,3.819727157069319e-09,0.00359183191226026,2.4654477329451936e-05,2.060807738105703e-05,2.0436325669895472e-05,1.375976669596843e-06,0.0002227420201939553,0.0004884648234855465,0.011912344720431036,2.080864721341115e-05,3.046559329798816e-05,9.003827283594977e-07,3.2009151835136585e-08,3.818467950161293e-07,3.369826304178353e-07,1.7767322195253907e-07,6.296334388347948e-08,2.179990180283448e-06,1.2619035832498395e-08,3.112315467647406e-05,2.6370300586140327e-10,1.5149162961337335e-05,3.273053594407434e-09,2.2786556017965991e-10,2.0550541437344913e-06,1.0358116470566467e-10,2.0637216652263964e-12,9.711681074283131e-17,8.295624513067677e-15,1.0938242705060633e-13,2.737818001848971e-10,2.2153920537499524e-17,3.786475791474368e-09,4.239313676620282e-14,2.5364982489141297e-11,4.531351949351659e-14,1.0290044404877212e-09,2.5775888760057787e-08,1.8296767473421972e-09,2.3601327920126534e-11,3.907634013675734e-09,1.6564965386586785e-08,2.770286601657146e-13,1.5341447981105803e-11,0.00011759773722611484,3.1559292104643883e-15,1.208059973566547e-07,1.4916454650432664e-12,9.821085249056121e-07,3.0971161752861035e-06
3.086980756862495e-07,0.929758588890503,0.00028189975195038787,3.047299930895336e-05,0.00010365285790772395,0.00047671575708832617,0.0,0.0,6.0599387727652556e-05,8.890711700777755e-08,7.978781864362188e-06,6.079180417094422e-07,1.313444386077917e-07,7.878511202950357e-14,1.8977874931734744e-10,1.0217406460150922e-07,3.1498613304595256e-05,3.252040962697645e-06,6.3432152224958865e-09,2.525559774034291e-08,0.00015177043140414634,3.4779154175455245e-09,1.2312015199976015e-08,4.3381373362952966e-10,1.2741450688711857e-09,5.722018929689982e-06,6.07388892295134e-07,3.6329642127978125e-07,4.784036897127006e-11,1.3275915912725601e-11,2.4150450687828956e-09,5.857052682348154e-11,2.8298277807303388e-08,3.882571689082903e-09,3.76,0.0,0.3848395419663218,0.9962069979744621,7.285545420337918e-05,2.7894546192511236e-06,0.19311677308136094,0.19353124513717676,7.098481522183787e-07,3.8710357144025505e-09,0.0035918078932467247,2.5896370724180874e-05,2.1956747886841095e-05,2.0779127806898157e-05,1.397227803573806e-06,0.00023013483025372396,0.0005048238041498942,0.012069320913569654,2.184269309961199e-05,3.149277732436822e-05,9.215770963236215e-07,3.3031493958976446e-08,3.9441385259721434e-07,3.4275269917516315e-07,1.9115273298147814e-07,6.735282656462893e-08,2.3119683690589564e-06,1.3675284083749793e-08,3.2188345863621526e-05,2.68013785576127e-10,1.5942650256068667e-05,3.5364897006200694e-09,2.3952046314870084e-10,2.1724206283623425e-06,1.0946416167261763e-10,2.236475021829712e-12,1.0522865125671912e-16,9.277987246459738e-15,1.2005133200206092e-13,2.870728026248169e-10,2.400144385571077e-17,3.982516965283222e-09,4.4662438858838357e-14,2.5789519785239566e-11,4.766981250704337e-14,1.0865375251385047e-09,2.6617900993740577e-08,1.9189574796887895e-09,2.4690849486994562e-11,4.068356928419373e-09,1.7663737556785085e-08,2.9495580152762996e-13,1.6131817335371806e-11,0.00012086427834848693,3.308249264827338e-15,1.2408697990912615e-07,1.5315878656830919e-12,1.0276159374128276e-06,3.1720171059814596e-06
3.137395419618625e-07,0.9302024516503824,0.00028847294627354315,3.161608063776084e-05,0.00010697223280420638,0.0004942186920130764,0.0,0.0,6.138140398451723e-05,9.158724724883986e-08,8.566293179351985e-06,6.484261628429528e-07,1.364091601904909e-07,8.670188248006422e-14,2.034547254628338e-10,1.074317673895077e-07,3.259520289170653e-05,3.45236734074435e-06,6.898504007754965e-09,2.717331886013984e-08,0.0001566804733529647,3.616027762389335e-09,1.2802408888871632e-08,4.668501156801696e-10,1.320057351762877e-09,6.1143101068260054e-06,6.176165489212634e-07,3.76974937045673e-07,5.197415690944412e-11,1.4233345882168112e-11,2.5428888142203205e-09,6.156508889220353e-11,2.9038170744055446e-08,4.026272401799993e-09,3.76,0.0,0.38219995058209755,0.996200155817543,7.670854885429061e-05,2.916069533650559e-06,0.1956399961227155,0.19607058455460286,7.191503790085966e-07,3.9219859571550155e-09,0.0035917832715645203,2.7175843536768457e-05,2.3366811658237338e-05,2.112045294712822e-05,1.4183522897885884e-06,0.00023764232472741175,0.0005214393376577125,0.012225160209875578,2.29084512744219e-05,3.253858319653313e-05,9.430235941951444e-07,3.4069135547553774e-08,4.071818426663902e-07,3.4850187830772724e-07,2.0540006041258983e-07,7.19664415372048e-08,2.4506283937694056e-06,1.4799161556141019e-08,3.3271438656640844e-05,2.723022040464502e-10,1.6764680756864255e-05,3.816502791073607e-09,2.516567223110701e-10,2.2941432928467912e-06,1.1556278860761218e-10,2.420263282265966e-12,1.138574353664353e-16,1.0361772441003626e-14,1.31560927202799e-13,3.0077409145082393e-10,2.596650537198454e-17,4.18555777848249e-09,4.7015525366707e-14,2.6212168418608627e-11,5.011051209360078e-14,1.1462901598051025e-09,2.7473265853312753e-08,2.011330885629944e-09,2.5811101330355045e-11,4.234924844602987e-09,1.8830625852390984e-08,3.139534005405428e-13,1.694979433284852e-11,0.0001241581862767729,3.4652800352514374e-15,1.2738220100587638e-07,1.5716756282145813e-12,1.0743455174754733e-06,3.248432299861317e-06
3.187810082374755e-07,0.9306434054575115,0.00029508096838743754,3.278575646301487e-05,0.00011033091924126985,0.0005120382667569324,0.0,0.0,6.21584715457835e-05,9.429761534565246e-08,9.18732429508294e-06,6.909842793871718e-07,1.4166023865956097e-07,9.529078859524214e-14,2.1793393795323576e-10,1.1287698501088518e-07,3.371255828469346e-05,3.661296352869992e-06,7.493264067933364e-09,2.9203740024903372e-08,0.00016166906630506243,3.7570784974703216e-09,1.3306591091147636e-08,5.018962006311085e-10,1.3668915567013172e-09,6.527175391252436e-06,6.278211386883257e-07,3.9098157492606135e-07,5.6394559375050495e-11,1.524369864751013e-11,2.6750488759102596e-09,6.466370549447466e-11,2.9787115980270592e-08,4.1726070745817275e-09,3.76,0.0,0.37957785673415473,0.9961931434060458,8.069409935476692e-05,3.046188359255298e-06,0.19814558031354498,0.19859269216140737,7.283875845603448e-07,3.9725801318364046e-09,0.003591758036863242,2.8493159892301405e-05,2.4839754682920117e-05,2.1460249544051738e-05,1.439347866779826e-06,0.0002452638565722543,0.0005383096862879637,0.012379871235741385,2.4006195057260322e-05,3.3603131647666465e-05,9.6472089824097e-07,3.5122085179171065e-08,4.2014937501798327e-07,3.5422936573283527e-07,2.2044371859899054e-07,7.681126023062816e-08,2.5962415125101883e-06,1.5993609058845965e-08,3.437236528091353e-05,2.7656765450937825e-10,1.7615819400659862e-05,4.113843494659577e-09,2.6429025221118044e-10,2.4202845998305692e-06,1.2187997578032403e-10,2.615562532574479e-12,1.2302540412992578e-16,1.1555947010330404e-14,1.439617395212489e-13,3.148908543975245e-10,2.8054151955240576e-17,4.39573563971737e-09,4.94541063585655e-14,2.6632873091226826e-11,5.2637274448405144e-14,1.2083100387052118e-09,2.8341893393543765e-08,2.106860464009331e-09,2.6962359501317565e-11,4.407589119227129e-09,2.00694798421534e-08,3.3407980843115387e-13,1.779588307724883e-11,0.0001274789883161682,3.627091065673206e-15,1.3069040404184753e-07,1.6118932453372224e-12,1.122302337300879e-06,3.326369961567091e-06
3.238224745130885e-07,0.9310814701166874,0.0003017229587817287,3.398227800337843e-05,0.00011372820220514127,0.0005301732755951627,0.0,0.0,6.293066082394401e-05,9.703779371805646e-08,9.843208272765286e-06,7.356639378739411e-07,1.471065613449711e-07,1.0459805011575284e-13,2.3325186774178856e-10,1.1851342801734428e-07,3.485073456873123e-05,3.8790259164357206e-06,8.129691533159029e-09,3.135159594591629e-08,0.00016673637266217777,3.901077214964783e-09,1.3824799716998643e-08,5.39042037427055e-10,1.4146513579680957e-09,6.961377093418409e-06,6.380026589952075e-07,4.053203047365126e-07,6.11166517305693e-11,1.630902080225962e-11,2.8115874974982537e-09,6.786826596026683e-11,3.0545118151043985e-08,4.321573923300961e-09,3.76,0.0,0.3769731438018799,0.9961859578614114,8.481409262262366e-05,3.179841108123416e-06,0.20063363609191615,0.20109768435798714,7.375601760290424e-07,4.02282046889685e-09,0.0035917321787663063,2.9848568696479424e-05,2.6377056712666747e-05,2.1798467762467398e-05,1.4602123617617076e-06,0.0002529987659229221,0.00055543307207736,0.012533462574014144,2.5136185664786908e-05,3.468654492114349e-05,9.866676199129046e-07,3.619035411076666e-08,4.3331502390164446e-07,3.599343878069898e-07,2.3631261788232745e-07,8.189441227992095e-08,2.7490862553605983e-06,1.7261625947673116e-08,3.54910555673273e-05,2.8080955289131093e-10,1.8496632367842637e-05,4.429282521640822e-09,2.7743731271018804e-10,2.5509052955188583e-06,1.2841856401575146e-10,2.82285802584713e-12,1.3275522469399906e-16,1.287013261722388e-14,1.573063749840157e-13,3.294282221884816e-10,3.026952680748308e-17,4.613187821248334e-09,5.1979891692245106e-14,2.7051580714107447e-11,5.52517538539938e-14,1.2726450066348848e-09,2.922369157162423e-08,2.2056099833001612e-09,2.8144894440377552e-11,4.586611726298573e-09,2.1384327926173978e-08,3.553960152479032e-13,1.8670585427848945e-11,0.00013082622621386205,3.793752544444029e-15,1.3401034892938137e-07,1.6522254420203152e-12,1.1714910069515205e-06,3.4058377923461688e-06
3.288639407887015e-07,0.9315166652966331,0.0003083980762867423,3.520589162569398e-05,0.00011716336850823035,0.000548622469187587,0.0,0.0,6.369804177287128e-05,9.980735820319201e-08,1.0535305257634877e-05,7.825380503676779e-07,1.5275730540495773e-07,1.146722692586228e-13,2.494449726649113e-10,1.2434480446470387e-07,3.6009784703494146e-05,4.105753453818405e-06,8.810072757108431e-09,3.3621739884208086e-08,0.00017188256145582564,4.048033512271395e-09,1.4357273938486135e-08,5.783801208328784e-10,1.463340339822477e-09,7.417693809723828e-06,6.48161104914314e-07,4.199950898665854e-07,6.615605082931023e-11,1.743140383787639e-11,2.95256653712482e-09,7.118065053365305e-11,3.131217724758661e-08,4.473170769815668e-09,3.76,0.0,0.37438569601227545,0.9961785962986199,8.907049380334863e-05,3.3170570131920514e-06,0.2031042731078783,0.20358567678913034,7.466685576642482e-07,4.072709182866312e-09,0.0035917056868736068,3.124230378410325e-05,2.7980190406390338e-05,2.2135059403848852e-05,1.4809436864009193e-06,0.0002608463805590287,0.0005728076782930331,0.012685942764362228,2.6298672268164163e-05,3.57889466866792e-05,1.008862308576672e-06,3.727395625995501e-08,4.466773297294916e-07,3.6561619804374913e-07,2.530360506303412e-07,8.722308187439255e-08,2.9094484485492446e-06,1.8606268907811387e-08,3.6627437045210074e-05,2.8502733677239035e-10,1.9407686977651793e-05,4.7636107494944236e-09,2.9111450877959703e-10,2.6860643928217973e-06,1.3518130406530495e-10,3.0426439706868536e-12,1.4306998038685808e-16,1.43146419067739e-14,1.7164956296300017e-13,3.443912686750843e-10,3.2617867211957797e-17,4.838051388842894e-09,5.459459012956714e-14,2.7468240303254024e-11,5.795560183026333e-14,1.3393430497988017e-09,3.0118566324125754e-08,2.307643469235367e-09,2.935897110082724e-11,4.772265503147604e-09,2.2779383092019318e-08,3.7796573252321495e-13,1.957440073335258e-11,0.00013419945593330057,3.96533537755709e-15,1.3734081244247169e-07,1.692657178847692e-12,1.2219156807089298e-06,3.4868429892706895e-06
3.339054070643145e-07,0.9319490105311868,0.00031510549737940745,3.645683872899728e-05,0.000120635706921604,0.0005673845566626479,0.0,0.0,6.446068390188256e-05,1.0260588818799145e-07,1.1265002261208747e-05,8.316808922995148e-07,1.5862193677965874e-07,1.2556450715295783e-13,2.665506928745592e-10,1.3037481805673464e-07,3.71897595278523e-05,4.341675812596858e-06,9.536786723881541e-09,3.6019144179103396e-08,0.00017710780814268076,4.197956998231811e-09,1.4904254065303346e-08,6.20005403171164e-10,1.5129619969067132e-09,7.896920421180201e-06,6.582964692206987e-07,4.350098861450431e-07,7.152892500068023e-11,1.8612984282790124e-11,3.098047476282557e-09,7.46027293489766e-11,3.2088288718787204e-08,4.6273950286245454e-09,3.76,0.0,0.37181539843235456,0.9961710558269318,9.346524597971179e-05,3.4578645330059334e-06,0.20555760023030706,0.2060567843493026,7.557131308348977e-07,4.12224847249268e-09,0.003591678550764174,3.2674584071955466e-05,2.965062049423301e-05,2.2469977834864533e-05,1.5015398327787915e-06,0.00026880601635090394,0.000590431650842274,0.012837320303627454,2.749389205603815e-05,3.691046195766913e-05,1.031303454084931e-06,3.8372908186159074e-08,4.602348006809738e-07,3.712740758852696e-07,2.7064367698881233e-07,9.280450407805181e-08,3.077621233785765e-06,2.0030650682681037e-08,3.7781435031475046e-05,2.8922046439627795e-10,2.034955158397405e-05,5.117639299957352e-09,3.0533879010784506e-10,2.8258191567570333e-06,1.42170856090527e-10,3.2754233112858096e-12,1.5399316042210252e-16,1.590051590786153e-14,1.8704820026852797e-13,3.5978501099873855e-10,3.510450219293542e-17,5.0704631321705426e-09,5.729990845533961e-14,2.7882802880114572e-11,6.075046628996102e-14,1.4084522866821656e-09,3.102642164067006e-08,2.4130251926629555e-09,3.0604849070625983e-11,4.964834396861433e-09,2.4259048753047337e-08,4.018554770363184e-13,2.0507825567847374e-11,0.00013759824742999891,4.1419112951375395e-15,1.4068058852422178e-07,1.7331736549099497e-12,1.2735800635667774e-06,3.569392244879762e-06
3.389468733399275e-07,0.9323785252204674,0.00032184441550183195,3.77353556338982e-05,0.0001241445082917101,0.0005864582076147341,0.0,0.0,6.521865628942661e-05,1.0543296673653106e-07,1.2033712930785367e-05,8.831680996194455e-07,1.6471020899367294e-07,1.373283606855225e-13,2.8460745572415516e-10,1.3660716629868687e-07,3.839070776264508e-05,4.586989187889223e-06,1.0312307476531624e-08,3.8548900719018096e-08,0.00018241229439983748,4.350857298553572e-09,1.5465981420869405e-08,6.640153048713939e-10,1.5635197345701634e-09,8.399868082942272e-06,6.684087424342959e-07,4.5036864073851206e-07,7.725200398331574e-11,1.985594382720542e-11,3.24809142814857e-09,7.813636141741997e-11,3.287344357250431e-08,4.784243694727614e-09,3.76,0.0,0.36926213696167004,0.9961633335506207,9.80002698928109e-05,3.602291356581526e-06,0.20799372555368548,0.20851112118788043,7.646942940543119e-07,4.1714405208786015e-09,0.0035916507599988447,3.414561371544323e-05,3.138980296266171e-05,2.2803177918986617e-05,1.521998869532625e-06,0.0002768769776845925,0.0006083030996220625,0.012987603646163031,2.8722070302687622e-05,3.805121700969162e-05,1.053989489202107e-06,3.9487229070844345e-08,4.7398591420684515e-07,3.7690732552603286e-07,2.8916551036297263e-07,9.86459611238716e-08,3.253905082789953e-06,2.1537938751001977e-08,3.895297271612567e-05,2.933884137239409e-10,2.13227954715239e-05,5.492199607293466e-09,3.201274505203823e-10,2.9702250919913017e-06,1.493897892532458e-10,3.52170749948831e-12,1.6554864923083083e-16,1.7639562560183e-14,2.0356139524539383e-13,3.7561440977440635e-10,3.773485009166549e-17,5.310559495681339e-09,6.009755060116797e-14,2.8295221376393454e-11,6.363799070016764e-14,1.4800209589626667e-09,3.19471596344489e-08,2.5218196576273114e-09,3.188278269251948e-11,5.164613710626152e-09,2.5827924667044035e-08,4.271346556485335e-13,2.14713534682953e-11,0.00014102218442892434,4.323552884210644e-15,1.440284885596463e-07,1.7737603102723377e-12,1.3264874178399932e-06,3.6534917472177998e-06
3.439883396155405e-07,0.9328052286320133,0.00032861404039292004,3.9041673477039525e-05,0.00012768906564275098,0.0006058420540176428,0.0,0.0,6.597202759640044e-05,1.0828818071239971e-07,1.2842877306644513e-05,9.370766652715557e-07,1.7103216180631636e-07,1.500200396838433e-13,3.036546801037794e-10,1.4304553866168474e-07,3.961267601166608e-05,4.84188904679535e-06,1.1139206566120864e-08,4.1216221354005507e-08,0.0001877962079200661,4.506744060489179e-09,1.6042698218827448e-08,7.105097238232545e-10,1.615016869117653e-09,8.927364204757632e-06,6.784979128717824e-07,4.6607529108202987e-07,8.334258880065603e-11,2.1162509433292888e-11,3.402759145373748e-09,8.17833936241548e-11,3.366762847624058e-08,4.9437133326501074e-09,3.76,0.0,0.3667257983249724,0.9961554265697119,0.00010267746367395145,3.7503644083948006e-06,0.2104127564048258,0.2109488007143315,7.736124430049833e-07,4.220287495617123e-09,0.0035916223041229036,3.5655582268420386e-05,3.3199184260475054e-05,2.313461595110147e-05,1.542318938170753e-06,0.00028505855786701103,0.0006264200998110202,0.01313680120415785,2.998342044082688e-05,3.9211339300141546e-05,1.0769187918858663e-06,4.0616940696865e-08,4.879291184447454e-07,3.825152747872791e-07,3.086319026429908e-07,1.0475477868395617e-07,3.4386078070536e-06,2.3131353954161198e-08,4.014197124426578e-05,2.9753068153007924e-10,2.232798875239977e-05,5.8881434778013234e-09,3.35498127214611e-10,3.119335932403177e-06,1.5684058140592086e-10,3.782016259197143e-12,1.7776071543914143e-16,1.9544396344314414e-14,2.212505115725552e-13,3.9188436929359796e-10,4.051441606299015e-17,5.558476509953602e-09,6.298921677474137e-14,2.870545054308399e-11,6.661981325030016e-14,1.554097422461118e-09,3.288068060973258e-08,2.6340915896768526e-09,3.3193021182217074e-11,5.371910349759018e-09,2.749081293316982e-08,4.53875651180105e-13,2.246547467666393e-11,0.0001444708642034685,4.510333656061774e-15,1.473833416158562e-07,1.814402828044954e-12,1.380640569877543e-06,3.7391471802427253e-06
