Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H4F2(1),O2(2),H2O(3),CH4(4),CH2CHF(56),HF(38),C2H3F(137),C2H3F(136),O2(141),CH2CF(70),CH2CFO(79),C2H3F2(66),C2H3F2(64),CH2CF2(57),C2H2F2(59),CH2F(46),C2H2F(71),CHFO(47),C2H4F(62),S(289),C2H4F(63),C2H3F2(65),CF2CH(73),C2HF2(72),CH2F2(41),S(787),CF2(43),S(495),C2HF(58),CF2O(49),C2H2O(134),S(435),S(2464),S(1651),S(1682),CF3CHO(75),CF2CO(76),S(783),S(2674),CHO2(159),S(3132),S(537),S(1330),C2HF(1925),S(125),S(977),S(975),S(990)
3.4612178393736106e-07,0.7643584636193249,7.40488483995528e-06,4.1231583668606107e-07,5.164194280511054e-06,1.0057190960693107e-05,0.0,0.0,6.282303137593037e-06,2.66207906790398e-09,7.440092331750648e-08,1.092955223129798e-09,1.550893168112963e-11,1.6195573605681392e-19,1.3079370516932899e-14,1.1174505996622085e-10,5.354703372452559e-07,2.2473541462775014e-08,3.713473147573429e-13,7.435722585357885e-14,6.647040502109856e-07,1.4821959414286593e-12,1.519162799634566e-11,1.513436647528189e-12,1.1702764757519179e-11,1.0060877270461288e-08,4.7259765221668035e-11,1.0408375972100673e-10,5.119825480495619e-14,6.2187915960107406e-15,6.028539264116955e-13,1.012647154920908e-15,7.331594707175053e-11,3.880626335557698e-12,3.76,0.0,0.6373864377956491,0.9987762899429764,2.9660310960653602e-06,2.9208023537383424e-08,0.02221088529863476,0.02221253487683452,5.3649948463144385e-09,1.0143538105623948e-11,0.0012102199836283795,5.0224748084399495e-08,5.576728033751637e-08,1.8537645473692312e-06,2.1627401326408236e-07,8.620078744710694e-06,9.590649168879969e-06,0.0009748202316853335,3.340555636689337e-08,5.692720628404688e-06,2.410259049770839e-08,1.6752776003617753e-10,9.359488040075436e-09,4.8530073339671156e-08,7.414455206440822e-11,3.195146649366654e-11,1.5261170970278257e-08,1.5321831880527845e-11,5.431144345344374e-07,1.1622855419677416e-10,7.692855263465707e-09,1.867922578527869e-12,1.2207450545609044e-13,9.060631873923109e-09,1.830858262279266e-12,1.250835656715358e-14,3.001350651082738e-19,3.24648791446667e-18,9.100135722727378e-18,7.792007298709718e-13,4.877733868031421e-20,4.770611443978212e-12,2.4191460700248947e-16,2.309309011509152e-11,1.0941321641397276e-16,4.4246628971456686e-14,5.248252127723361e-11,7.39938674285323e-11,4.5980815463654374e-15,3.451202576836246e-10
3.587312638835113e-07,0.7644727382019184,7.848343045327386e-06,4.4138780605040655e-07,5.502298947607302e-06,1.097735716519924e-05,0.0,0.0,6.513692667676888e-06,2.8577949421839893e-09,8.3514960197373e-08,1.2237998141888941e-09,1.7681670153458374e-11,1.9342540556167272e-19,1.4706305385433977e-14,1.2307231755148168e-10,5.785045437717763e-07,2.5701568295675864e-08,4.412024396347787e-13,8.600671081845618e-14,7.137985742639653e-07,1.6085689685708327e-12,1.567795784400544e-11,1.7561274192625208e-12,1.2676488449714142e-11,1.1535703725591022e-08,5.178781592016772e-11,1.1760435797444718e-10,6.135288473691912e-14,7.31756041732685e-15,6.8988002387302e-13,1.1591439591881253e-15,8.196510908156793e-11,4.508266707090145e-12,3.76,0.0,0.6365727031570788,0.9987754968820243,3.2815054431785793e-06,3.2433908264605246e-08,0.023005403046619285,0.023007191431743925,5.5575379222493966e-09,1.0510034960315367e-11,0.0012102190235626059,5.624084014557038e-08,6.449971614135828e-08,1.9511658823828646e-06,2.2750558458898259e-07,9.307197666472426e-06,1.0350668544225499e-05,0.0010094673058227161,3.758014189713906e-08,6.110624678913311e-06,2.5524721195043414e-08,1.801168756776224e-10,1.0124843201502867e-08,5.114138201398036e-08,8.747731595895137e-11,3.721154055380055e-11,1.690646263027984e-08,1.856729646575521e-11,5.862135639708611e-07,1.223360609974289e-10,8.559049542124659e-09,2.168320895152986e-12,1.323553546037548e-13,1.0487105065381474e-08,2.120877197536737e-12,1.519780442099307e-14,3.642645736808986e-19,4.126639533789499e-18,1.1012006645896976e-17,8.65979575538132e-13,5.9156517200952e-20,5.253942330533719e-12,2.672944533672571e-16,2.4338973872051728e-11,1.205804821691991e-16,4.982954906087856e-14,5.6051801083464975e-11,7.994920337034642e-11,5.120451501279055e-15,3.725792559744194e-10
3.713407438296615e-07,0.7645868785465127,8.307046167719384e-06,4.7170976011797714e-07,5.849152566421995e-06,1.1950810347009015e-05,0.0,0.0,6.745511053971571e-06,3.060382377437498e-09,9.342126085237085e-08,1.3677535506692737e-09,2.0091607427077398e-11,2.3039052150242804e-19,1.6515577702351673e-14,1.3527705040414723e-10,6.238523860927653e-07,2.925401019143814e-08,5.213797252007748e-13,9.899370081114587e-14,7.64627324672585e-07,1.7402695707918204e-12,1.6203146049804528e-11,2.0304484536562716e-12,1.3704976010270617e-11,1.3170411781957226e-08,5.657167091243788e-11,1.3241374491868814e-10,7.318069273467598e-14,8.575237851378426e-15,7.867421053183123e-13,1.321162654234963e-15,9.123706367818404e-11,5.2073694846276205e-12,3.76,0.0,0.6357599244574773,0.9987746797533189,3.6173405577666467e-06,3.5911027724909783e-08,0.02379890236629903,0.023800836776910157,5.7498341983285115e-09,1.0876062093652003e-11,0.001210218034347145,6.271638855655755e-08,7.420163343463058e-08,2.0516400502886538e-06,2.390794100642942e-07,1.0029706820344616e-05,1.1150182603486998e-05,0.0010440539826167743,4.20989177730469e-08,6.543055139056138e-06,2.7004055364232117e-08,1.9318328490629716e-10,1.0934771165815735e-08,5.383689378798899e-08,1.0267648561105995e-10,4.31441666541356e-11,1.8683711564209484e-08,2.2359334102695912e-11,6.315547832710311e-07,1.2863549061766864e-10,9.494548591605268e-09,2.5068587779579136e-12,1.431854848707733e-13,1.2073074556857602e-08,2.4435012124316305e-12,1.8346522184877896e-14,4.392801960215798e-19,5.209243566643809e-18,1.325227518871738e-17,9.594937518957622e-13,7.129065483954608e-20,5.774676426307706e-12,2.9472647204736074e-16,2.5624966758098128e-11,1.3261990174589058e-16,5.591083606356757e-14,5.980742777471511e-11,8.622547667499602e-11,5.686698901010765e-15,4.0145226014960516e-10
3.839502237758117e-07,0.7647008851595566,8.781284620853092e-06,5.033167748373338e-07,6.204721968251612e-06,1.2979277745907947e-05,0.0,0.0,6.977788565441772e-06,3.2698419220107307e-09,1.041659687538215e-07,1.5258180913995695e-09,2.2760840621644323e-11,2.737242966216292e-19,1.852591604563268e-14,1.4840390693301462e-10,6.715907529981577e-07,3.315047240356969e-08,6.130461262032289e-13,1.1342119894013204e-13,8.171889680773271e-07,1.8773003862064607e-12,1.676934388936406e-11,2.3396695061896806e-12,1.4790196909791426e-11,1.4977264146456318e-08,6.161767222614625e-11,1.4860004172946365e-10,8.690840506264759e-14,1.0010392263482305e-14,8.942725811393784e-13,1.4998518965937197e-15,1.0114986687649078e-10,5.982823440411324e-12,3.76,0.0,0.6349480980442984,0.9987738381948255,3.974065194988021e-06,3.965228053516794e-08,0.024591384297139682,0.024593472168296476,5.941883926635328e-09,1.1241619989377028e-11,0.0012102170155436822,6.966807373383287e-08,8.493883921480144e-08,2.1552275266330185e-06,2.510000392649997e-07,1.0788679190258057e-05,1.1990424024132623e-05,0.001078580318940206,4.697645792089669e-08,6.989988919213467e-06,2.8542915366487657e-08,2.0673043275905656e-10,1.1791051797448247e-08,5.661775383839712e-08,1.1993735517953005e-10,4.9813770269807044e-11,2.0600716520670725e-08,2.6768455081871864e-11,6.792081708561168e-07,1.35129315838547e-10,1.0503039712627176e-08,2.8873159861656546e-12,1.5458598461731942e-13,1.382935077190568e-08,2.8009484316067877e-12,2.2014492975112755e-14,5.265958169500699e-19,6.53338806532139e-18,1.5866522145482097e-17,1.0600800566585379e-12,8.540684690705283e-20,6.334711695986468e-12,3.243186951487655e-16,2.6951603754437922e-11,1.455760490885765e-16,6.25196257743835e-14,6.375522421463163e-11,9.283376427318298e-11,6.299432707534581e-15,4.3178289330754866e-10
3.9655970372196195e-07,0.7648147585514141,9.271345722990498e-06,5.36243721746183e-07,6.568986591466427e-06,1.4064515111725006e-05,0.0,0.0,7.210555987060782e-06,3.4861752762254885e-09,1.1579704623683095e-07,1.6990453588224026e-09,2.5713481260980528e-11,3.2442499860661155e-19,2.0757688186410338e-14,1.6249877557245826e-10,7.217975498293973e-07,3.741104668691987e-08,7.17466972929373e-13,1.2939676336041282e-13,8.71482200238845e-07,2.0196640297348e-12,1.737878739999789e-11,2.6873179724104165e-12,1.5934154391102523e-11,1.696915905219644e-08,6.693228785827688e-11,1.6625594580519344e-10,1.0278764913977898e-13,1.164330468184956e-14,1.0133542550173645e-12,1.6964175606637808e-15,1.1172154731485801e-10,6.839641047509354e-12,3.76,0.0,0.6341372202380381,0.9987729718355366,4.3522069656003195e-06,4.3670957959933873e-08,0.02538284986893668,0.025385098858441778,6.133687356912726e-09,1.1606709127042687e-11,0.0012102159667029917,7.711266905749018e-08,9.677889802559885e-08,2.2619688376088935e-06,2.63272025983475e-07,1.1585201930872895e-05,1.2872641505192107e-05,0.00111304637260882,5.222743588380973e-08,7.451403540412604e-06,3.0143663150598855e-08,2.207619661348097e-10,1.2695496120642307e-08,5.9485108488937164e-08,1.3946976256107983e-10,5.7289221846913186e-11,2.2665609878591493e-08,3.187178440722577e-11,7.292447272039946e-07,1.418200108836706e-10,1.1588328305545513e-08,3.313766214727229e-12,1.665790638735783e-13,1.576699909460028e-08,3.195488817810249e-12,2.6267381813229844e-14,6.277585880437813e-19,8.144413024812246e-18,1.8905437455169214e-17,1.1680852731594581e-12,1.0175352350806152e-19,6.935998534377764e-12,3.561823415054177e-16,2.8319419934580903e-11,1.5949474183686404e-16,6.968607269144063e-14,6.790108907294797e-11,9.978536266846417e-11,6.961367422798293e-15,4.6361550014087823e-10
4.0916918366811217e-07,0.764928499236422,9.777514289314463e-06,5.705253056391906e-07,6.941937613058749e-06,1.5208306221616746e-05,0.0,0.0,7.4438446154464655e-06,3.7093853148059985e-09,1.2836432224407953e-07,1.888538908100738e-09,2.8975809114078007e-11,3.836315806930767e-19,2.3233011358297007e-14,1.776087826776192e-10,7.745517006123689e-07,4.2056315385758565e-08,8.360120166654248e-13,1.4703260172857223e-13,9.275057471299713e-07,2.1673631728960956e-12,1.8033799116449524e-11,3.0771936754290493e-12,1.713888578829386e-11,1.915964910523072e-08,7.252211377505352e-11,1.854789212620752e-10,1.210971099069299e-13,1.3496087887953188e-14,1.1449225489228856e-12,1.9121244043523046e-15,1.2297014611429218e-10,7.782957637315525e-12,3.76,0.0,0.6333272873321734,0.9987720802955022,4.752293055794764e-06,4.7980747519372817e-08,0.026173300101704055,0.026175718096446168,6.325244736536138e-09,1.1971329981973e-11,0.001210214887365001,8.506705944501586e-08,1.097911170125757e-07,2.371904602083608e-06,2.758999330521614e-07,1.2420376385549584e-05,1.3798099790647214e-05,0.001147452202413331,5.786663388606759e-08,7.9272771398043e-06,3.1808700282511045e-08,2.35281738918584e-10,1.364994629354704e-08,6.244010650589713e-08,1.6149883218110412e-10,6.564405237130533e-11,2.488686627021408e-08,3.775348296037803e-11,7.817363767945581e-07,1.4871005409527762e-10,1.2754339451006093e-08,3.79059536086677e-12,1.7918808740377558e-13,1.7897333361713143e-08,3.6294427574872293e-12,3.11768990233307e-14,7.444574181614707e-19,1.0094728888817482e-17,2.2425295540281486e-17,1.2838663201390757e-12,1.2060180534129694e-19,7.580539660695238e-12,3.9043178954534385e-16,2.9728951096206985e-11,1.7442303640944543e-16,7.744136559176481e-14,7.225099692677761e-11,1.0709179183418516e-10,7.675326184581912e-15,4.969951631780181e-10
4.217786636142624e-07,0.7650421077328678,1.0300073173487666e-05,6.061961050077398e-07,7.3235771481542195e-06,1.6412462468536273e-05,0.0,0.0,7.677686255450638e-06,3.939476109288095e-09,1.4191953954396388e-07,2.095455295193316e-09,3.2576432657314544e-11,4.526409745601365e-19,2.597586774699592e-14,1.9378229350229106e-10,8.299331518613252e-07,4.7107356209090355e-08,9.701617557194157e-13,1.6644566809519876e-13,9.852583660386013e-07,2.320400610294738e-12,1.8736789992489297e-11,3.51338428594287e-12,1.840646289734007e-11,2.156296022253206e-08,7.839387563259397e-11,2.0637139257213654e-10,1.4214482913231345e-13,1.5592811381020942e-14,1.2899678076969848e-12,2.148297738436144e-15,1.3491375352027848e-10,8.818030871839107e-12,3.76,0.0,0.6325182955930717,0.9987711631858461,5.1748508980908e-06,5.259573658427349e-08,0.026962736005559377,0.0269653311279572,6.516556310485736e-09,1.2335483025225234e-11,0.0012102137770588757,9.354825910778186e-08,1.2404653426240954e-07,2.4850755712951924e-06,2.8888833690680816e-07,1.3295318119100353e-05,1.476807970924568e-05,0.001181797868149753,6.390895223800966e-08,8.417588476860673e-06,3.3540468083860925e-08,2.5029381709804153e-10,1.4656275672398862e-08,6.548390033792332e-08,1.8626574549516361e-10,7.495667663903385e-11,2.7273311343320127e-08,4.450518633453263e-11,8.367559710199307e-07,1.558019304607752e-10,1.4005119511496856e-08,4.3225207091769805e-12,1.9243760791264812e-13,2.0231910133500843e-08,4.105179810059602e-12,3.682117879056803e-14,8.7853181738964e-19,1.2444727332633355e-17,2.648847187018553e-17,1.4077904041374264e-12,1.4224691584133693e-19,8.270390147811668e-12,4.2718456001956783e-16,3.118073436633721e-11,1.9040922634321808e-16,8.581774297087545e-14,7.681099844014729e-11,1.1476479933547135e-10,8.44424398164882e-15,5.31967720595334e-10
4.343881435604126e-07,0.7651555845630286,1.0839303764406372e-05,6.43290614168931e-07,7.713917511781502e-06,1.7678822513597107e-05,0.0,0.0,7.912113217610656e-06,4.176452950442393e-09,1.5651640153176903e-07,2.3210054478131642e-09,3.654645629387604e-11,5.3292721045643165e-19,2.9012225445500706e-14,2.110689165677322e-10,8.880228778855439e-07,5.258574761153295e-08,1.121514052468356e-12,1.877577622160498e-13,1.044738846682576e-06,2.4787793153985605e-12,1.949026151371075e-11,4.000281385485874e-12,1.9738992395037822e-11,2.4194010705080146e-08,8.455443030126995e-11,2.290409413338729e-10,1.6627065169989102e-13,1.795963247095227e-14,1.4495376887212037e-12,2.406325105072866e-15,1.4757054256543883e-10,9.950240496373283e-12,3.76,0.0,0.6317102412598726,0.9987702201087694,5.620408798019492e-06,5.7530415966960514e-08,0.02775115858060508,0.027753939195157,6.707622321317741e-09,1.269916872355013e-11,0.0012102126353029346,1.0257342850163805e-07,1.3961791017197883e-07,2.6015226663304215e-06,3.022418318980142e-07,1.421115696416918e-05,1.5783878229426737e-05,0.0012160834306485747,7.03694189667326e-08,8.922316940213066e-06,3.534144782733425e-08,2.658024838890694e-10,1.5716388920407856e-08,6.861764729833694e-08,2.1402853957231616e-10,8.531062444070565e-11,2.9834130665239496e-08,5.222646149136011e-11,8.943772919859505e-07,1.6309813399635553e-10,1.5344837754899192e-08,4.914611052254264e-12,2.0635339948263931e-13,2.2782523701572187e-08,4.6251176117629245e-12,4.328517300849198e-14,1.0319810984611096e-18,1.5263777477846932e-17,3.116399786306911e-17,1.5402351746944539e-12,1.6700965043625754e-19,9.007657600002952e-12,4.665613079071757e-16,3.2675308778625676e-11,2.0750284434524525e-16,9.484850840270009e-14,8.15872206155404e-11,1.2281636466807533e-10,9.271170977626521e-15,5.685797855724461e-10
4.4699762350656284e-07,0.7652689302531801,1.1395486441213016e-05,6.818432861810145e-07,8.112980540844901e-06,1.9009251998968385e-05,0.0,0.0,8.1471583164232e-06,4.42032237073802e-09,1.722106186872464e-07,2.5664560420433383e-09,4.091965470799472e-11,6.261624893915435e-19,3.2370165127051944e-14,2.2951951098302717e-10,9.48902887536796e-07,5.851357475059815e-08,1.2917910598360395e-12,2.110956313429741e-13,1.1059460123377304e-06,2.6425024873249793e-12,2.0296807992065486e-11,4.542597205521363e-12,2.1138616304839262e-11,2.7068430472306322e-08,9.101076724775006e-11,2.536005062799444e-10,1.938488279003847e-13,2.0624933714123636e-14,1.6247396383014435e-12,2.6876579672731105e-15,1.6095879990559358e-10,1.1185088356952505e-11,3.76,0.0,0.6309031205443435,0.9987692506575406,6.0894965186688945e-06,6.279968351524859e-08,0.028538568816806463,0.02854154353674997,6.898443009134983e-09,1.3062387539351117e-11,0.0012102114616046459,1.1215989048409113e-07,1.5657972175613748e-07,2.7212870134017874e-06,3.159650343520711e-07,1.5169037080869857e-05,1.684680852892564e-05,0.0012503089518028203,7.726319960181572e-08,9.441442555100871e-06,3.7214160984199547e-08,2.818122448789004e-10,1.6832222161207568e-08,7.18425106867632e-08,2.450629350412713e-10,9.679477995606203e-11,3.257887877560834e-08,6.102528213614935e-11,9.546750571824375e-07,1.7060116998873184e-10,1.677778800183087e-08,5.572307800077479e-12,2.2096249128940993e-13,2.556120182758987e-08,5.191720932853763e-12,5.066106119984794e-14,1.2069739527043821e-18,1.8631323293089082e-17,3.652816063856703e-17,1.6815888826300445e-12,1.952379054811964e-19,9.79450245599024e-12,5.086858231305267e-16,3.421321582077242e-11,2.257546674381402e-16,1.045680458626153e-13,8.658586711539826e-11,1.3125870381627307e-10,1.0159275954313367e-14,6.068787672341421e-10
4.5960710345271306e-07,0.7653821453336282,1.1968900992267996e-05,7.218885752745169e-07,8.520796971253613e-06,2.0405643314438167e-05,0.0,0.0,8.382854869354244e-06,4.671092166879815e-09,1.8905995479573623e-07,2.8331308884903968e-09,4.57326545545734e-11,7.342403543940085e-19,3.6080012584577056e-14,2.4918619636385074e-10,1.0126562322558426e-06,6.491343595542756e-08,1.4828464701139276e-12,2.3659107447535713e-13,1.1688787209802194e-06,2.811573591307522e-12,2.1159119035058793e-11,5.145382058872009e-12,2.2607512506736926e-11,3.020258049488465e-08,9.777000985225418e-11,2.8016858654520206e-10,2.2529077730211265e-13,2.3619466840772017e-14,1.8167434571687618e-12,2.9938134132370223e-15,1.7509695410884671e-10,1.2528198651711739e-11,3.76,0.0,0.6300969296307096,0.998768254416476,6.582645827470451e-06,6.841884771829369e-08,0.029324967693866187,0.029328145387951178,7.089018611556583e-09,1.3425139930642597e-11,0.0012102102554606916,1.2232514571365949e-07,1.7500815966287316e-07,2.8444099770131645e-06,3.300625863920272e-07,1.6170117028669147e-05,1.7958200077908973e-05,0.0012844744945951492,8.460560701570426e-08,9.974945991366263e-06,3.9161169539298353e-08,2.983278332004593e-10,1.8005743191960268e-08,7.515966085096739e-08,2.796631939732966e-10,1.0950362952154937e-10,3.551748839120753e-08,7.101852318193517e-11,1.0177249249582103e-06,1.7831355710070764e-10,1.8308390298100202e-08,6.301447106395614e-12,2.3629320165327053e-13,2.8580202175203617e-08,5.807500880634035e-12,5.904867680746665e-14,1.4058584071319632e-18,2.2638098777550708e-17,4.266515399229946e-17,1.832250541635443e-12,2.273082679100143e-19,1.0633138405712287e-11,5.536850396469312e-16,3.57949999521381e-11,2.4521672478193885e-16,1.1501183507057042e-13,9.181321864812677e-11,1.4010427402389452e-10,1.111184988975702e-14,6.46912893169842e-10
4.722165833988633e-07,0.7654952303387336,1.2559827002123275e-05,7.634609781007594e-07,8.937405866227733e-06,2.186991541271993e-05,0.0,0.0,8.619236696523912e-06,4.9287714224476815e-09,2.071242730233818e-07,3.122412330859574e-09,5.102512376788975e-11,8.59301141943484e-19,4.017447737542683e-14,2.7012236501010425e-10,1.0793670153127155e-06,7.18084496605851e-08,1.6966731021308145e-12,2.643810490967186e-13,1.2335358664441885e-06,2.9859963945643372e-12,2.2079982177102997e-11,5.814042487152959e-12,2.41478952894051e-11,3.3613572452949805e-08,1.0483941671424205e-10,3.0886944825842945e-10,2.61048021510613e-13,2.6976503375949534e-14,2.0267839574442832e-12,3.3263758799445997e-15,1.9000360161467194e-10,1.3985318393236626e-11,3.76,0.0,0.6292916646754635,0.9987672309609067,7.100391008531482e-06,7.440363133192772e-08,0.030110356181095803,0.03011374598047528,7.279349363686859e-09,1.378742635100734e-11,0.0012102090163568487,1.3308688732163132e-07,1.9498112772195654e-07,2.970933191105459e-06,3.4453915952848954e-07,1.7215569849749016e-05,1.9119398734774153e-05,0.0013185801231241352,9.241211124763616e-08,1.0522808571948102e-05,4.11850763676938e-08,3.1535421474746596e-10,1.9238951745012503e-08,7.857027619206859e-08,3.181430085578748e-10,1.2353751799727924e-10,3.866027976744527e-08,8.233247490645121e-11,1.0836035007531396e-06,1.862378293462091e-10,1.994119261369019e-08,7.108283052351196e-12,2.5237517248266526e-13,3.1852009405175443e-08,6.475014241820642e-12,6.855595036524999e-14,1.6311721760684002e-18,2.738745873636809e-17,4.9667779283013174e-17,1.9926300934220318e-12,2.6362766797273567e-19,1.1525832907331343e-11,6.016890519026517e-16,3.7421209093245736e-11,2.6594230803387894e-16,1.2621646689825217e-13,9.727563341448942e-11,1.49365778775998e-10,1.2132309666677586e-14,6.8873123354462e-10
4.848260633450136e-07,0.7656081858069437,1.31685442097175e-05,8.065950735775162e-07,9.36285409179005e-06,2.3404013669336515e-05,0.0,0.0,8.856338121013621e-06,5.1933705306636874e-09,2.2646558192919967e-07,3.435742659510138e-09,5.6839968766250536e-11,1.0037599150579569e-18,4.468879783858092e-14,2.923826962198551e-10,1.1491204021433568e-06,7.922226176403046e-08,1.935410843474869e-12,2.9460778042709143e-13,1.2999163795958424e-06,3.165774998605946e-12,2.30622856674275e-11,6.5543601478430595e-12,2.5762015942918926e-11,3.731928864563083e-08,1.1222638297829023e-10,3.3983333451238713e-10,3.016152930927813e-13,3.0731992205950573e-14,2.2561637148251006e-12,3.686998898383204e-15,2.056975305713148e-10,1.5562318061221446e-11,3.76,0.0,0.6284873218071528,0.9987661798571398,7.643269343535739e-06,8.077017502989242e-08,0.030894735237284063,0.030898346542525903,7.469435498083526e-09,1.4149247249553097e-11,0.0012102077437679065,1.4446301489341987e-07,2.16578244858421e-07,3.100898588315931e-06,3.5939945803353504e-07,1.830658316309108e-05,2.03317668537623e-05,0.0013526259026298373,1.0069834926087412e-07,1.108501228183398e-05,4.328852565180469e-08,3.328965934393807e-10,2.0533879779923974e-08,8.207554411694376e-08,3.608364214343796e-10,1.3900291399882085e-10,4.201797022064321e-08,9.51033773683127e-11,1.1523883440403247e-06,1.9437653794316872e-10,2.1680872569476714e-08,7.999511926400265e-12,2.692394041606832e-13,3.538933289861154e-08,7.1968629567198305e-12,7.929937003454023e-14,1.885653417914583e-18,3.2996833771548435e-17,5.763819999391743e-17,2.163148576660004e-12,3.0463509653190254e-19,1.2474907793800696e-11,6.528311377861309e-16,3.909239508918461e-11,2.879859840164083e-16,1.3821965887405656e-13,1.0297954761033034e-10,1.5905617298876032e-10,1.3224201911853582e-14,7.323837268146853e-10
4.974355432911638e-07,0.7657210122808281,1.3795332840070827e-05,8.513255613244661e-07,9.797195836182817e-06,2.500990978398098e-05,0.0,0.0,9.09419396975643e-06,5.464901217309678e-09,2.4714808148535926e-07,3.7746255420831954e-09,6.322353986358041e-11,1.170337079322866e-18,4.966089277626332e-14,3.160231725855924e-10,1.2220026317077952e-06,8.717905337948078e-08,2.2013549661314624e-12,3.27418873239814e-13,1.368019229524898e-06,3.3509138685647615e-12,2.4109021412488002e-11,7.37251146790983e-12,2.7452163390678445e-11,4.133840217295033e-08,1.1993844169746623e-10,3.731966787856405e-10,3.475338287506426e-13,3.4924724356282906e-14,2.5062559194757756e-12,4.077406862162726e-15,2.2219774272798932e-10,1.7265192429358474e-11,3.76,0.0,0.6276838971261464,0.998765100662405,8.211821563592237e-06,8.753504108637158e-08,0.031678105810562456,0.03168194829878551,7.65927724472521e-09,1.4510603070868472e-11,0.0012102064371577296,1.5647164779670436e-07,2.398808492337638e-07,3.2343484274854563e-06,3.7464822211299646e-07,1.9444359268680712e-05,2.1596683403709963e-05,0.0013866118995187592,1.0948013460154802e-07,1.1661539777440714e-05,4.547420333971596e-08,3.50960416543255e-10,2.189259181321916e-08,8.56766619407488e-08,4.080987786818869e-10,1.560126842846692e-10,4.560168381570519e-08,1.0947797574781323e-10,1.224157975941682e-06,2.02732253052943e-10,2.3532239192866324e-08,8.982297644907216e-12,2.86918290902154e-13,3.9205105076912335e-08,7.975693718814706e-12,9.140446007671271e-14,2.1722519093046212e-18,3.9599329661575993e-17,6.66887580883942e-17,2.344238299940155e-12,3.5080338878294926e-19,1.348273996565598e-11,7.072477875100955e-16,4.080911414818418e-11,3.114036093644727e-16,1.5106027081192576e-13,1.0893147598240559e-10,1.6918866840706162e-10,1.4391206979552558e-14,7.77921207072147e-10
5.100450232373141e-07,0.7658337103071146,1.4440473911779923e-05,8.97687298615265e-07,1.0240492170044764e-05,2.6689601720264227e-05,0.0,0.0,9.332839574971235e-06,5.74337656381784e-09,2.692382091749991e-07,4.140627473304718e-09,7.022584519246841e-11,1.362091889226619e-18,5.5131520066692186e-14,3.4110109808021444e-10,1.2981010287986903e-06,9.570354895558048e-08,2.4969648342518995e-12,3.62967426285651e-13,1.4378434247543853e-06,3.5414178601605e-12,2.52232880712952e-11,8.275088090764654e-12,2.922066485926246e-11,4.569039741079839e-08,1.279832652492829e-10,4.0910232190000436e-10,3.993948548597002e-13,3.9596505234608017e-14,2.7785073289400124e-12,4.4993968229093485e-15,2.395234735638052e-10,1.910006155092444e-11,3.76,0.0,0.6268813867043841,0.998763992924798,8.806592274374212e-06,9.471521709489435e-08,0.0324604688382677,0.032464552470405694,7.848874830978178e-09,1.4871494254978168e-11,0.001210205095979114,1.691311378987678e-07,2.6497200447792483e-07,3.3713253195407474e-06,3.902902308925331e-07,2.0630115261243787e-05,2.291554409728369e-05,0.0014205381813882849,1.1877346693258072e-07,1.2252374396395661e-05,4.7744837650558725e-08,3.6955138005944133e-10,2.3317185289101565e-08,8.937483774249338e-08,4.60307716462849e-10,1.7468637758198925e-10,4.9422961223467186e-08,1.256140972632347e-10,1.2989918874812444e-06,2.113075654145175e-10,2.5500234703472422e-08,1.0064298357533819e-11,3.054456566233337e-13,4.331248028581663e-08,8.814197692890429e-12,1.0500627781122565e-13,2.4941406508976677e-18,4.734547786092181e-17,7.694285388866215e-17,2.5363430189874073e-12,4.026410770324504e-19,1.4551762165052553e-11,7.650787380273468e-16,4.257192725661907e-11,3.362523471078855e-16,1.6477832058917136e-13,1.151380124341897e-10,1.797767392093628e-10,1.5637143084162e-14,8.25395433044301e-10
