Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H4F2(1),O2(2),H2O(3),CH4(4),CH2CHF(56),HF(38),C2H3F(137),C2H3F(136),O2(141),CH2CF(70),CH2CFO(79),C2H3F2(66),C2H3F2(64),CH2CF2(57),C2H2F2(59),CH2F(46),C2H2F(71),CHFO(47),C2H4F(62),S(289),C2H4F(63),C2H3F2(65),CF2CH(73),C2HF2(72),CH2F2(41),S(787),CF2(43),S(495),C2HF(58),CF2O(49),C2H2O(134),S(435),S(2464),S(1651),S(1682),CF3CHO(75),CF2CO(76),S(783),S(2674),CHO2(159),S(3132),S(537),S(1330),C2HF(1925),S(125),S(977),S(975),S(990),CHF2(82),S(499),C2H2O(450),CH3F(39),S(3133),C2H2F3(67),S(5616),CHFCF2(55),F(37),C2F(1924),C2H2F3(68),S(698),CHF3(42),S(5948),S(3043),S(706),S(2408),S(2271),S(529),S(1906),S(3064),S(517),S(139),S(1923),S(1777),CHO2(158),S(476),S(980),S(5430),CFO(51),S(7338),S(1061),CHFO2(175)
1.1586521146229068e-05,0.45969251429996955,1.345584131207151e-11,2.9581154955995124e-13,4.6110077263244864e-10,1.1029602220859436e-10,0.0,0.0,1.1829912633816427e-08,1.3995968583166708e-12,4.9929160629725865e-12,1.3654577703624483e-17,2.8658161435303946e-20,1.2862021769969522e-38,1.3502641947488372e-28,1.1092250573407183e-20,4.346088665409164e-12,1.9400672558649328e-14,3.748685053333951e-26,1.8305659287437153e-28,3.716247797265917e-15,6.87958172501083e-25,6.395300614302168e-21,1.753806056364915e-18,1.2729946162216473e-17,6.32811487461608e-17,1.688600325291604e-23,1.8910137383744447e-20,1.4554778823553773e-21,5.489400264854909e-24,1.360949015608515e-20,3.356732487092483e-23,6.6134943295168014e-18,6.229530761562585e-19,3.76,0.0,0.7641445160035942,0.9999880139654961,8.267044813489478e-09,3.106424218300664e-13,4.422452662439357e-06,4.422457696478647e-06,1.0567178150275394e-17,1.482845156346913e-22,1.196528705816783e-05,9.068523151467788e-17,9.632913173760505e-15,3.229353158755689e-09,1.2654088556639972e-10,5.2826293811196135e-09,3.108303713961002e-09,3.056995936404377e-09,4.570898227038256e-17,8.67787178375727e-09,2.28984471554369e-15,2.5782041259849756e-18,3.5392088684913643e-16,1.3649035736949425e-12,2.466858295309717e-19,1.388424447481621e-19,6.439210111564394e-15,5.306720185275325e-18,4.6308433019874104e-12,1.9433271979779612e-10,1.4242777747219594e-17,9.981914070233599e-15,1.5905939135982e-25,2.726748280214357e-15,2.2876517678176122e-16,3.3450178864591775e-18,1.0281931102015652e-24,3.5637049208629203e-19,7.245784285321142e-22,1.4155110813327325e-19,6.097907756856545e-26,1.0784208545406398e-21,1.6786674723042709e-23,1.8523566828034875e-12,2.8464418932631575e-25,2.3744748861478038e-27,5.415820919859306e-19,5.050422575633997e-12,2.5956975214442755e-23,6.40630781773224e-13,1.8247012784574918e-15,2.117668194804354e-16,1.7181935977637857e-26,1.764402194369455e-11,1.3718715067563543e-22,8.45136177639176e-16,4.73730748898657e-17,1.8610229658444364e-15,2.0350741272253463e-16,1.4181862070628533e-31,5.275500421202454e-18,4.643818311818091e-15,1.247462956208533e-19,1.3155507416754507e-26,6.132864296128183e-17,9.656836339394042e-16,7.161806051268086e-17,1.0219070359685977e-20,4.745868914967806e-18,4.572602361265121e-17,1.204997746513373e-22,6.636087872100491e-19,1.1618573387689089e-23,3.3291466539383626e-25,2.61386960458599e-26,1.562136501734784e-29,2.2855375542699482e-11,6.6036887495758096e-18,7.470625203491638e-19,4.4742431612139085e-17,3.515225312492955e-33,3.5624528689569085e-21,2.113893183053076e-25
1.2022443841365456e-05,0.45969252816479494,1.363416549661151e-11,3.0002254169460807e-13,4.628518128611767e-10,1.177177400049049e-10,0.0,0.0,1.2490775687742795e-08,1.5368418668058677e-12,5.463040745186568e-12,1.4561260811304855e-17,3.056495576804416e-20,1.369037499522483e-38,1.4294635787436953e-28,1.1322594780558614e-20,4.605976778277689e-12,2.1134081748145015e-14,4.1484438669302386e-26,1.6960064860264505e-28,4.001142665720152e-15,7.40886254620908e-25,6.4179753955869484e-21,1.9519000435022746e-18,1.3534803944948637e-17,6.994438936401882e-17,1.7698450636422867e-23,2.0486089058010172e-20,1.7135090459084256e-21,6.36346733769586e-24,1.446354235518064e-20,3.53302522196498e-23,7.016732460787888e-18,6.899947530141985e-19,3.76,0.0,0.7641443488193436,0.9999880128680599,8.700070356086996e-09,3.4415311749662047e-13,4.5888392497438774e-06,4.588844757174395e-06,1.096496788520765e-17,1.5389175436692896e-22,1.196528704499196e-05,9.447658778580969e-17,1.0450891479222618e-14,3.265258129246126e-09,1.2801541363932006e-10,5.62173576089483e-09,3.3039531216473316e-09,3.066636866696996e-09,4.7627345832570345e-17,9.109239008947789e-09,2.3855151593834124e-15,2.781926119401465e-18,3.7382514742170826e-16,1.3818694846263747e-12,2.6371447058487444e-19,1.4822821847725905e-19,6.8944874404207755e-15,5.8537481153535436e-18,4.922079005601661e-12,1.9654592404874318e-10,1.5700377348484498e-17,1.094897725143443e-14,1.7129014341204175e-25,2.9661225716008067e-15,2.4941212483711763e-16,3.76255135327954e-18,1.1528859262847963e-24,3.961861692495268e-19,8.055431764503447e-22,1.5740556448818007e-19,6.818408551075553e-26,1.135674578861131e-21,1.7173082013510616e-23,1.878245903583466e-12,2.9117842615970716e-25,2.7049013792325964e-27,5.749399761973751e-19,5.368389430739257e-12,2.764417435478437e-23,6.817473937019922e-13,1.8661465127059743e-15,2.1685895662175004e-16,1.8082195980957592e-26,1.852153882375221e-11,1.4048669107878551e-22,9.08916584076349e-16,5.098349563688112e-17,2.095896199402333e-15,2.0575284216199487e-16,1.590276618917703e-31,5.762531498416216e-18,5.126103603017964e-15,1.4333781827091318e-19,1.5575804132555786e-26,6.775382903198519e-17,1.112681290202361e-15,7.924100756799702e-17,1.1129004488314333e-20,4.803256891852568e-18,4.6281268104924146e-17,1.36477649213407e-22,6.713824951095861e-19,1.2219365846319716e-23,3.829448384304575e-25,2.7848765382786395e-26,1.648233005518877e-29,2.429400953528704e-11,7.390451610506704e-18,8.369262471389631e-19,4.940056916619706e-17,4.119438650502069e-33,3.6435393537941684e-21,2.3746385562476405e-25
1.2458366536501844e-05,0.4596925420296457,1.3794431442007098e-11,3.0381413123070954e-13,4.643733744385301e-10,1.2523212806821813e-10,0.0,0.0,1.3157320875726456e-08,1.6815811053370877e-12,5.956005403643335e-12,1.551503876021442e-17,3.24965545031612e-20,1.452153805767473e-38,1.508972493633808e-28,1.1551212667721331e-20,4.867012538455899e-12,2.2943577162019018e-14,4.5688775124185557e-26,6.4032862171415205e-28,4.296558269001307e-15,7.957900117020957e-25,6.440693256345356e-21,2.162205190198667e-18,1.434622011621238e-17,7.695089787737634e-17,1.8517890376978995e-23,2.2128480683370028e-20,2.0024401299076066e-21,7.322356128967707e-24,1.5324382031523476e-20,3.7078057195281753e-23,7.421171125363064e-18,7.608186492968513e-19,3.76,0.0,0.7641441816334854,0.9999880117638733,9.134627057394331e-09,3.796140756014004e-13,4.755225800675242e-06,4.755231804448881e-06,1.1362757533454752e-17,1.5949899187228916e-22,1.1965287032451933e-05,9.824531811408099e-17,1.129827254481447e-14,3.2974030343425967e-09,1.2933618882906913e-10,5.964565017764063e-09,3.501650805739421e-09,3.0750071100552104e-09,4.953487677087404e-17,9.541851530355175e-09,2.4813716373816997e-15,2.9934857430422363e-18,3.9400117139026744e-16,1.3970810512686615e-12,2.809075977530447e-19,1.5769888163347233e-19,7.355852437873149e-15,6.425243957527588e-18,5.216334125831902e-12,1.985278468751582e-10,1.723832523433927e-17,1.196031315375268e-14,1.8397243687213682e-25,3.215194748309739e-15,2.709208358365202e-16,4.205949674183558e-18,1.2850049852220776e-24,4.382482291405892e-19,8.910765299589824e-22,1.7425181659232716e-19,7.580222772923583e-26,1.195195314643026e-21,1.755879943457908e-23,1.9014926322299985e-12,2.977000548114748e-25,3.0647972311515343e-27,6.08648033175612e-19,5.689686990355459e-12,2.9355309091016244e-23,7.23315282056307e-13,1.904094300167762e-15,2.2152692146544815e-16,1.897464565130639e-26,1.940163246754459e-11,1.4351152132641417e-22,9.738399744669835e-16,5.4659966499551424e-17,2.3480396800480537e-15,2.0776336614960119e-16,1.7730086204431218e-31,6.268195532632657e-18,5.632993091438788e-15,1.6377759120802923e-19,1.830474817604584e-26,7.451050306891544e-17,1.2745520673571527e-15,8.729223720777412e-17,1.2078298916354439e-20,4.8548955967589956e-18,4.678104500841647e-17,1.5364898394820005e-22,6.783501377533954e-19,1.2815126864823809e-23,4.380009987540653e-25,2.9572191438986494e-26,1.7378035175846307e-29,2.5747705437845954e-11,8.228433351217271e-18,9.327043753937972e-19,5.430757013521962e-17,4.794183400637076e-33,3.717786548162583e-21,2.653302408518666e-25
1.2894289231638232e-05,0.4596925558945193,1.3938311231182336e-11,3.072246110353341e-13,4.656955321199785e-10,1.328297569993742e-10,0.0,0.0,1.3828950895163525e-08,1.8338755541930235e-12,6.471871633043889e-12,1.6517696974146273e-17,3.445068211900084e-20,1.5354225966082244e-38,1.5886931172683942e-28,1.1778011838039104e-20,5.128866149185354e-12,2.4828858157157795e-14,5.0098395029519425e-26,4.757674070540574e-28,4.6024946051730204e-15,8.52687230307718e-25,6.46342589794791e-21,2.3847956141982704e-18,1.5163153200981035e-17,8.429799633202964e-17,1.934425958134271e-23,2.3837431576519817e-20,2.3241444344393526e-21,8.368299290443929e-24,1.6190916141241717e-20,3.881019058661454e-23,7.826404805472083e-18,8.354306248204342e-19,3.76,0.0,0.7641440144462311,0.999988010653683,9.570514200335456e-09,4.1703263321817605e-13,4.92161231521947e-06,4.921618838348442e-06,1.176054709407584e-17,1.6510622815026023e-22,1.1965287018574687e-05,1.0199290855900758e-16,1.2174563620367076e-14,3.3261476804979687e-09,1.305178051106621e-10,6.310726992005736e-09,3.7011811983237654e-09,3.0822741713154423e-09,5.1432302631217024e-17,9.975542121913324e-09,2.577404145606055e-15,3.212872701303677e-18,4.1444614434825556e-16,1.4107021289740344e-12,2.982429890499463e-19,1.6724284058408085e-19,7.82265257488982e-15,7.020487210236957e-18,5.51328678339829e-12,2.003005308900609e-10,1.8857132879314354e-17,1.3015524042025191e-14,1.9710610816058637e-25,3.473904106573818e-15,2.9328573296859517e-16,4.674798728531388e-18,1.4244209725149336e-24,4.825344892634351e-19,9.811333782423666e-22,1.9210008691001743e-19,8.382573089270728e-26,1.2569302389408085e-21,1.794337026561828e-23,1.9223373789426806e-12,3.0420148038539406e-25,3.455295418961838e-27,6.42669417793674e-19,6.013964745844718e-12,3.1088694627493766e-23,7.652871736803834e-13,1.9387694512508295e-15,2.257969087802333e-16,1.9859069343545232e-26,2.0283963166347317e-11,1.4627861048115708e-22,1.039798985261263e-15,5.839630480226994e-17,2.617748975678798e-15,2.095614561847954e-16,1.966351325319982e-31,6.7919278041680454e-18,6.164166963784937e-15,1.861594933683255e-19,2.1364289073914159e-26,8.159445288710404e-17,1.4520304104686488e-15,9.57716597263702e-17,1.3066662180890278e-20,4.9013292569910135e-18,4.7230602478345585e-17,1.7202631094551033e-22,6.845881956451271e-19,1.3405712274868395e-23,4.983415147605144e-25,3.130718470287348e-26,1.830772497401083e-29,2.721487810522486e-11,9.118014844583153e-18,1.0344424215034073e-18,5.94633263739145e-17,5.543827110773889e-33,3.785633486478906e-21,2.9500323492597097e-25
1.333021192677462e-05,0.45969256975941336,1.4067356664082896e-11,3.1028962838203807e-13,4.668444168176329e-10,1.4050207998613582e-10,0.0,0.0,1.4505125816402026e-08,1.993779779087863e-12,7.01069277066329e-12,1.75709779236616e-17,3.642527838480182e-20,1.6187257067697514e-38,1.668537661754871e-28,1.2002935000354167e-20,5.3912413345584455e-12,2.6789596094592004e-14,5.471186253430701e-26,-4.305428615732747e-28,4.9189516722999805e-15,9.116269797662477e-25,6.486147465441981e-21,2.6197303344699468e-18,1.598466087585305e-17,9.198290980455007e-17,2.0177529403660603e-23,2.5613058228797184e-20,2.680472728476418e-21,9.503206589012003e-24,1.70621559295729e-20,4.052640747580604e-23,8.232091990077679e-18,9.138335922042506e-19,3.76,0.0,0.7641438472577647,0.9999880095381545,1.0007557401512919e-08,4.564137849175817e-13,5.0879987933639535e-06,5.08800585891262e-06,1.2158336567561129e-17,1.7071346320038938e-22,1.1965287004683284e-05,1.0572084940488876e-16,1.3079291157367471e-14,3.351823640472429e-09,1.3157373448703967e-10,6.659868904571047e-09,3.902349548006226e-09,3.0885834510661667e-09,5.332035432240827e-17,1.0410165625193946e-08,2.673605169580136e-15,3.4400764481975507e-18,4.3515853832646045e-16,1.422884500332218e-12,3.1570120020196677e-19,1.76849975835337e-19,8.29429877173234e-15,7.63875076109413e-18,5.81264618512347e-12,2.0188430642788042e-10,2.0557254011976744e-17,1.4114223285087015e-14,2.1069101619336876e-25,3.742193748218492e-15,3.1650157240542507e-16,5.1686264826158404e-18,1.5709894715743415e-24,5.290188988612913e-19,1.0756607418992682e-21,2.109595150955458e-19,9.224606642141633e-26,1.3208248475146819e-21,1.832640430121635e-23,1.9410041924813627e-12,3.1067623030697545e-25,3.877498636362652e-27,6.769708413243003e-19,6.340906033643875e-12,3.284280269870256e-23,8.076203252984996e-13,1.970396378168053e-15,2.2969531429402236e-16,2.073531014511572e-26,2.116823603920157e-11,1.4880505768640265e-22,1.1066945402781218e-15,6.218680112191745e-17,2.9052920510656564e-15,2.1116782133200462e-16,2.1702691293346313e-31,7.333171318022555e-18,6.719272210596776e-15,2.1057734877166473e-19,2.4776575286338518e-26,8.900100714304068e-17,1.6458406791526952e-15,1.0467864246587004e-16,1.4093783700952634e-20,4.9430605406928216e-18,4.7634788186344533e-17,1.916198990587622e-22,6.901672751140448e-19,1.3991024467606236e-23,5.642244920742683e-25,3.305221426071616e-26,1.927065390576542e-29,2.8694095462427824e-11,1.005951685659044e-17,1.1421787651431696e-18,6.486757180250879e-17,6.372747350187835e-33,3.8475185614306164e-21,3.264947627791935e-25
1.3766134621911007e-05,0.4596925836243258,1.4183000888089614e-11,3.13042192332077e-13,4.678427342911134e-10,1.4824136746345735e-10,0.0,0.0,1.518535854075788e-08,2.161342553208757e-12,7.572514989273895e-12,1.8676580210940252e-17,3.841848468573578e-20,1.701959686473562e-38,1.7484276133467663e-28,1.2225958557989088e-20,5.653872599199209e-12,2.8825438215381535e-14,5.95277951125613e-26,5.439900896884365e-28,5.245929468447598e-15,9.719885142304026e-25,6.508835390789854e-21,2.8670548685016934e-18,1.6809892409925212e-17,1.0000282140065221e-16,2.101769913431568e-23,2.745547608354367e-20,3.0732494039020892e-21,1.0728674085867429e-23,1.7937208967378678e-20,4.2226722107463363e-23,8.637947787227735e-18,9.960280191492242e-19,3.76,0.0,0.7641436800682461,0.9999880084178825,1.044560514624211e-08,4.977604237403871e-13,5.25438523509735e-06,5.254392866175135e-06,1.2556125954753874e-17,1.76320697022284e-22,1.1965286992280675e-05,1.0943060522876468e-16,1.4012000543540988e-14,3.3747352502702904e-09,1.3251636104717893e-10,7.011672416518543e-09,4.104980250342779e-09,3.0940611724170917e-09,5.5199751540342294e-17,1.0845596027486109e-08,2.769969276107476e-15,3.6750863734305105e-18,4.561378944228818e-16,1.4337681135980184e-12,3.3326525766395063e-19,1.8651147421525574e-19,8.770260567259703e-15,8.279306386337014e-18,6.114150130076404e-12,2.032978478403159e-10,2.23390908962341e-17,1.5256038921976172e-14,2.2472703378580998e-25,4.0200105568053124e-15,3.4056344604461693e-16,5.686913504242818e-18,1.7245538418427636e-24,5.776720697319812e-19,1.174598852738397e-21,2.308382629654969e-19,1.0105410276148289e-25,1.3868236434814404e-21,1.8707577001654196e-23,1.957700664307436e-12,3.1711893888735403e-25,4.3324789222457106e-27,7.115222865715757e-19,6.670225321328994e-12,3.4616249783207515e-23,8.502761670304857e-13,1.999195798355334e-15,2.3324829501054515e-16,2.1603339212296674e-26,2.2054195097510563e-11,1.5110780736006198e-22,1.174435546611083e-15,6.602620278847802e-17,3.2109114315211397e-15,2.1260147065880883e-16,2.3847245768151416e-31,7.891379166375671e-18,7.297927715025295e-15,2.3712488730786896e-19,2.856391800959279e-26,9.672510492165567e-17,1.8566962227742426e-15,1.1401206945031852e-16,1.515933668883972e-20,4.980551739169796e-18,4.7998060797070206e-17,2.124380448332629e-22,6.951522851366627e-19,1.4571048245111444e-23,6.35907657358251e-25,3.480597452493136e-26,2.0266065243809652e-29,3.018406622794206e-11,1.105320773387267e-17,1.2559455584709426e-18,7.05199070796702e-17,7.285327504297758e-33,3.903873055330791e-21,3.5981428617615497e-25
1.4202057317047395e-05,0.4596925974892544,1.4286561799972524e-11,3.155127278238188e-13,4.687102153695729e-10,1.5604064328729547e-10,0.0,0.0,1.5869210437016914e-08,2.336607428193192e-12,8.157378244877275e-12,1.9836157927038614e-17,4.0428622012164597e-20,1.785043934508381e-38,1.8282934140742392e-28,1.2447092702261318e-20,5.916522613792434e-12,3.093601104006395e-14,6.454488191104584e-26,9.72614720509527e-28,5.5834279916825635e-15,1.0346782946864341e-24,6.531472529611033e-21,3.1268026863140396e-18,1.7638081368919554e-17,1.0835491704841065e-16,2.1864790842301182e-23,2.936480094710501e-20,3.5042692894416344e-21,1.2045995954360206e-23,1.881527147544536e-20,4.391135707829726e-23,9.043737121488875e-18,1.0820123682180247e-18,3.76,0.0,0.7641435128778147,0.9999880072934029,1.0884525780965256e-08,5.41073561779522e-13,5.420771640409475e-06,5.420779860164721e-06,1.2953915254392378e-17,1.81927929615628e-22,1.1965286978421188e-05,1.1312359771108478e-16,1.497225561737124e-14,3.3951608550662926e-09,1.3335702643167642e-10,7.365850799648846e-09,4.3089152489082665e-09,3.0988169189022017e-09,5.707119444021331e-17,1.1281723928097647e-08,2.8664927515591193e-15,3.917891952726458e-18,4.77384622717845e-16,1.443481478586579e-12,3.50920384539707e-19,1.9621968024399014e-19,9.250061357075767e-15,8.941429299939316e-18,6.417562621372136e-12,2.0455824602603424e-10,2.420299997686035e-17,1.644061621676872e-14,2.392140323035932e-25,4.30730511539365e-15,3.6546677741825137e-16,6.229102373888591e-18,1.884947783031709e-24,6.284617611729354e-19,1.277882140255786e-21,2.5174361088527607e-19,1.1024024036362454e-25,1.4548706690042066e-21,1.908662652550736e-23,1.972618234520964e-12,3.2352529655780823e-25,4.82127747342725e-27,7.462967350417795e-19,7.001665608371045e-12,3.640778573556703e-23,8.932199594212751e-13,2.0253821960024976e-15,2.364814262005575e-16,2.2463361490144972e-26,2.2941618098224496e-11,1.5320342701163856e-22,1.2429385296832766e-15,6.990969369731823e-17,3.534826274974767e-15,2.1387979179456819e-16,2.609680452051046e-31,8.466016316869155e-18,7.899728857644537e-15,2.6589571446694947e-19,3.274875991383488e-26,1.0476135875530599e-16,2.0852986026844132e-15,1.2377039587840272e-16,1.626298071401164e-20,5.014226383258582e-18,4.8324505718523606e-17,2.3448733955985066e-22,6.996026741432275e-19,1.514590787002188e-23,7.136482703126331e-25,3.656735657210822e-26,2.129315407470035e-29,3.16836281564406e-11,1.2099310250147898e-17,1.3757695360075667e-18,7.641982081346391e-17,8.28595373088287e-33,3.955116156685548e-21,3.9496914370996354e-25
1.4637980012183783e-05,0.45969261135419764,1.437924675359738e-11,3.17729164704166e-13,4.694640072864038e-10,1.6389362299577085e-10,0.0,0.0,1.655628717802998e-08,2.519613257745348e-12,8.765317099626656e-12,2.1051320295720048e-17,4.2454174229222704e-20,1.8679036983610214e-38,1.9080732181519082e-28,1.2666363637735931e-20,6.1789797349558496e-12,3.312092335817445e-14,6.976189544769333e-26,-2.62816570251684e-28,5.931447240072606e-15,1.0997794782680126e-24,6.5540429119576636e-21,3.398996530891303e-18,1.8468538618047935e-17,1.1703642192225556e-16,2.271884468541995e-23,3.134115009426356e-20,3.975295036394129e-21,1.3456178277552487e-23,1.9695620970910384e-20,4.5580691988729735e-23,9.449268492059217e-18,1.1717834811241252e-18,3.76,0.0,0.7641433456865916,0.9999880061651897,1.132420489914354e-08,5.863525319454981e-13,5.587158009291192e-06,5.58716684090584e-06,1.3351704466583497e-17,1.8753516098014045e-22,1.1965286964110162e-05,1.1680119357761385e-16,1.5959638022951723e-14,3.4133542272639666e-09,1.3410608335371712e-10,7.722146233418533e-09,4.514012513687133e-09,3.1029458381099188e-09,5.8935356708515e-17,1.1718454338375563e-08,2.963173293226608e-15,4.168482869254726e-18,4.988998305449126e-16,1.4521421772021575e-12,3.6865375338391545e-19,2.0596796493556761e-19,9.733273790840305e-15,9.624401833526503e-18,6.722671593575679e-12,2.0568109230995584e-10,2.6149296960952944e-17,1.7667619387259825e-14,2.5415190533179156e-25,4.604031582951227e-15,3.912073130076985e-16,6.7946060724704575e-18,2.051997608695885e-24,6.813533221791433e-19,1.3854401311442102e-21,2.736820461941944e-19,1.1979453066390265e-25,1.5249093483847475e-21,1.946334959528906e-23,1.9859327241887266e-12,3.2989197156918553e-25,5.344904615043645e-27,7.812699069021135e-19,7.33499595248113e-12,3.8216282498543464e-23,9.364204658040068e-13,2.0491619139458057e-15,2.3941943912814733e-16,2.3315545069229323e-26,2.3830312074907162e-11,1.5510793735283347e-22,1.312127226293169e-15,7.383287154784413e-17,3.8772343446944285e-15,2.1501863752552297e-16,2.8451014792849035e-31,9.056560928369129e-18,8.524251677666285e-15,2.9698328828682235e-19,3.735364821851237e-26,1.131041116152712e-16,2.3323369447688177e-15,1.3395169788084575e-16,1.740436396311099e-20,5.044471246529309e-18,4.861785382455199e-17,2.5777291327628016e-22,7.035727103386645e-19,1.5715714967371814e-23,7.977030583535237e-25,3.8335424227026827e-26,2.235114198751408e-29,3.3191736850018705e-11,1.319800765600229e-17,1.5016727320530892e-18,8.256670775012832e-17,9.379012392705612e-33,4.001651211763221e-21,4.319648589376147e-25
1.507390270732017e-05,0.4596926252191537,1.4462158254344761e-11,3.1971705372841315e-13,4.701190114749091e-10,1.7179465469031892e-10,0.0,0.0,1.7246234802041895e-08,2.7103946750198657e-12,9.396361431291082e-12,2.2323631530361413e-17,4.449377908457193e-20,1.9504709793568695e-38,1.9877119231447132e-28,1.2883813024473253e-20,6.441055671264941e-12,3.537976883937402e-14,7.517769884840294e-26,-5.14580746796904e-29,6.289987211686666e-15,1.1665006268496704e-24,6.5765318361456236e-21,3.683649611394672e-18,1.9300645671118724e-17,1.2604462906253407e-16,2.3579914916826103e-23,3.338464310213861e-20,4.48805503581015e-21,1.4959954436418793e-23,2.05776092578667e-20,4.7235236790041567e-23,9.854388298822274e-18,1.2653369109747191e-18,3.76,0.0,0.7641431784946828,0.9999880050336644,1.176454308510111e-08,6.335951714444609e-13,5.75354434173432e-06,5.753553808419287e-06,1.3749493592587038e-17,1.9314239111557152e-22,1.1965286951892232e-05,1.204646927476949e-16,1.697374644930195e-14,3.4295461025435866e-09,1.3477295483443158e-10,8.080327244822817e-09,4.720144604993175e-09,3.106530541446137e-09,6.079287972755319e-17,1.2155704785090126e-08,3.060009747262793e-15,4.426849107773741e-18,5.206851754017316e-16,1.4598574591516914e-12,3.8645425548366313e-19,2.1575060175678704e-19,1.0219515358597008e-14,1.032751639346456e-17,7.02928676794478e-12,2.066805702467561e-10,2.817826136670273e-17,1.8936732616724205e-14,2.695405629731081e-25,4.9101475391814866e-15,4.1778111019864144e-16,7.382815376172972e-18,2.2255242415171824e-24,7.363100917439286e-19,1.4971982635706577e-21,2.9665934385324765e-19,1.2970677996726097e-25,1.5968829776414615e-21,1.9837596234069075e-23,1.997805043186797e-12,3.3621652260475355e-25,5.904339913741785e-27,8.164200157603601e-19,7.670009134908608e-12,4.004072377220698e-23,9.798496420145061e-13,2.0707318042693335e-15,2.420860306680046e-16,2.41600824412452e-26,2.4720109485024953e-11,1.5683668898114086e-22,1.381932148286221e-15,7.779172325249116e-17,4.2383138734140576e-15,2.1603242176762695e-16,3.0909555967729054e-31,9.662505253831887e-18,9.171056605630227e-15,3.304809028545913e-19,4.240121183371392e-26,1.2174748807431627e-16,2.598487413998531e-15,1.4455371768357545e-16,1.858312521903509e-20,5.0716385028345125e-18,4.8881502364708456e-17,2.8229865499384663e-22,7.071117911930452e-19,1.6280599711809223e-23,8.883281717258886e-25,4.010939036166143e-26,2.343926712682703e-29,3.4707455198318704e-11,1.4349449014424076e-17,1.6336731130363472e-18,8.89598842528467e-17,1.0568887955779925e-32,4.043863071146024e-21,4.708054166829992e-25
1.5509825402456558e-05,0.45969263908412134,1.4536300174810477e-11,3.2149969778991605e-13,4.706881769079711e-10,1.7973866315637123e-10,0.0,0.0,1.793873602359351e-08,2.908982526980787e-12,1.0050537048656019e-11,2.3654610867138105e-17,4.65462160592428e-20,2.0326989305755042e-38,2.0671610931933965e-28,1.309950402148366e-20,6.702583305879042e-12,3.7712128326231906e-14,8.079124948302649e-26,1.068372109211417e-27,6.659047904594267e-15,1.2348178708469442e-24,6.598929599124127e-21,3.980766678657045e-18,2.0133848435033454e-17,1.3537692164906817e-16,2.4448066513536485e-23,3.549540246809025e-20,5.044241792341835e-21,1.655780152346866e-23,2.146065582608982e-20,4.8875602183848916e-23,1.025897570813463e-17,1.3626672085176069e-18,3.76,0.0,0.7641430113021803,0.9999880038992076,1.220545395507414e-08,6.827979883487877e-13,5.919930637731543e-06,5.919940762722714e-06,1.4147282631005276e-17,1.9874962002173432e-22,1.196528693802578e-05,1.2411532184566923e-16,1.8014195790025752e-14,3.443945756952527e-09,1.3536619580434156e-10,8.44018630840859e-09,4.927197330801074e-09,3.109642751979813e-09,6.264436961483794e-17,1.2593403665318913e-08,3.1570018847413142e-15,4.692981026697294e-18,5.427427380936722e-16,1.466724880129587e-12,4.0431228594949104e-19,2.2556265060482827e-19,1.0708444226897915e-14,1.1050077808846183e-17,7.337237647250578e-12,2.0756955046431897e-10,3.029014058956481e-17,2.024766051775217e-14,2.853799056812254e-25,5.225613806129327e-15,4.451845228890611e-16,7.993105319800396e-18,2.4053449497361584e-24,7.932937599284333e-19,1.6130786216447538e-21,3.20680639824795e-19,1.3996663941163279e-25,1.6707352648535873e-21,2.0209264016344974e-23,2.0083819985581445e-12,3.4249730579795796e-25,6.500532408679392e-27,8.517275395468762e-19,8.006519477538764e-12,4.188019540313407e-23,1.0234823455292257e-12,2.090278324128519e-15,2.4450373073791873e-16,2.4997398913169057e-26,2.561086486811118e-11,1.5840427651544146e-22,1.4522901345947087e-15,8.178259956416863e-17,4.6182253107433375e-15,2.1693421963956414e-16,3.3472148784943945e-31,1.0283356224009183e-17,9.839691803403753e-15,3.664816770158643e-19,4.791414205485484e-26,1.3068544011907948e-16,2.884412795484792e-15,1.5557390453423726e-16,1.9798895600042123e-20,5.0960479512198886e-18,4.9118536826962256e-17,3.080674099591068e-22,7.102647650652369e-19,1.6840825826929124e-23,9.85779154719918e-25,4.1888595151786086e-26,2.4556718281006432e-29,3.622994350551661e-11,1.5553753879833976e-17,1.7717851322087383e-18,9.559860147348639e-17,1.1859961758510084e-32,4.082116309099618e-21,5.1149350893350395e-25
