Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H4F2(1),O2(2),H2O(3),CH4(4),CH2CHF(56),HF(38),C2H3F(137),C2H3F(136),O2(141),CH2CF(70),CH2CFO(79),C2H3F2(66),C2H3F2(64),CH2CF2(57),C2H2F2(59),CH2F(46),C2H2F(71),CHFO(47),C2H4F(62),S(289),C2H4F(63),C2H3F2(65),CF2CH(73),C2HF2(72),CH2F2(41),S(787),CF2(43),S(495),C2HF(58),CF2O(49),C2H2O(134),S(435),S(2464),S(1651),S(1682),CF3CHO(75),CF2CO(76),S(783),S(2674),CHO2(159),S(3132),S(537),S(1330),C2HF(1925),S(125),S(977),S(975),S(990),CHF2(82),S(499),C2H2O(450),CH3F(39),S(3133),C2H2F3(67),S(5616),CHFCF2(55)
4.275810261316037e-09,0.9549418880375485,5.270036701401213e-07,1.6564448850942114e-09,1.1294179846493593e-08,2.4859627365257454e-08,0.0,0.0,1.5282363926948066e-06,4.0140788723779584e-11,5.455537861557418e-12,3.816988806462968e-12,9.3000362896618e-15,1.8577634211769235e-22,2.024783402625329e-15,4.61843488904747e-11,2.415807858420362e-08,1.1624031884902774e-12,1.3286983337971682e-17,8.025208573263297e-17,4.461977080733745e-08,2.757810202374538e-14,2.8178722385207453e-10,3.748880604499011e-16,2.1064539747813582e-13,1.5011965761348445e-13,1.04552443043443e-12,1.7941130746466324e-13,4.389098687950267e-19,6.170034246225236e-19,1.812318496679068e-16,6.675952944880104e-20,3.63925365682891e-15,7.336905234672142e-18,3.76,0.0,0.9485724542101187,0.9964870647981071,1.3611629590587607e-10,6.48904096114029e-11,0.005054243886292404,0.005054364139980577,1.4552947698309188e-08,5.976958487551297e-11,0.003511395545457234,4.216292092413382e-11,1.7550580789385703e-12,1.0543982864467844e-06,5.961152621978956e-08,1.1357356666990914e-07,4.1129417171024985e-07,0.0003176270221148491,5.3540912641474035e-11,9.618225581854723e-09,1.4077947958210055e-08,9.667095308689743e-12,2.3203606095470265e-09,8.785647310178433e-09,1.210010911673902e-14,7.999597118044777e-15,5.633198968527479e-10,3.451291782313129e-17,2.4224629108058843e-08,1.1150202745641974e-11,1.5795385201644754e-10,3.088195378101502e-16,2.5536253979924247e-14,2.773089209847798e-13,8.12530935757889e-18,1.985216411147044e-21,1.3011329894771993e-25,2.5609891980084586e-24,3.834326082783405e-22,1.716085872751681e-15,3.8126082960078335e-26,1.4019144755764609e-12,2.0857672709227586e-18,3.9653568902038203e-13,1.2441988586080534e-17,5.616798151201421e-16,1.3112505469400302e-09,5.765417071888735e-13,5.877209593405032e-16,2.0096094463155312e-12,4.777112884028809e-12,4.68974960720927e-17,1.4973671185411894e-17,7.672078310329999e-08,8.459197815641749e-20,3.272829005985587e-11,2.328937730275124e-16,2.645816581197084e-12
4.369282778289603e-09,0.9549608685161795,5.486148708406601e-07,1.7612481566545935e-09,1.182891140839111e-08,2.6246513124467773e-08,0.0,0.0,1.561504767662096e-06,4.191407220670832e-11,5.820420243652565e-12,4.083368270765426e-12,1.004620779025227e-14,2.0531110958300399e-22,2.1482973603683703e-15,4.798114142474308e-11,2.51090447359011e-08,1.2399751138101646e-12,1.4351474903699966e-17,8.735190578434801e-17,4.65906675081275e-08,2.941536398945101e-14,2.870074094971964e-10,4.061528071707174e-16,2.2301240903674165e-13,1.6424708004252269e-13,1.1159074435261981e-12,1.9314257919148478e-13,4.851530131698296e-19,6.810414386933629e-19,1.9621067030563725e-16,7.389910376489584e-20,3.968496786578458e-15,8.174743576214842e-18,3.76,0.0,0.9484587690940565,0.9964870018314381,1.4560022161038506e-10,6.898317502935202e-11,0.005164423187340518,0.005164548242927384,1.4936297251153217e-08,6.174455122354592e-11,0.0035114247040505093,4.508301404998316e-11,1.8597047216078972e-12,1.0701625428770846e-06,6.092887573886284e-08,1.1916448472714646e-07,4.273478549903654e-07,0.0003245492307132137,5.69003423749697e-11,1.0042753322846484e-08,1.4484415427435608e-08,1.0097757603451732e-11,2.3841981839726518e-09,9.050721756299481e-09,1.3031777906567858e-14,8.664368572350108e-15,5.811592902908529e-10,3.76618143952323e-17,2.5179809294394837e-08,1.1385430026505814e-11,1.6793987005736338e-10,3.350270063149492e-16,2.6789856141668188e-14,2.9588514016581973e-13,8.733530969249744e-18,2.1903442554184807e-21,1.431012853139366e-25,2.8181408406732957e-24,4.1519485233551057e-22,1.844878104582702e-15,4.182138216925044e-26,1.4640186789750749e-12,2.2215063134519885e-18,4.1362179226448195e-13,1.3065320987586643e-17,6.101643964392366e-16,1.3137648694900578e-09,5.992362796730621e-13,6.241303947377774e-16,2.107855606434648e-12,4.964899720922891e-12,4.919593208661927e-17,1.6353791286206637e-17,8.010198103157762e-08,8.947892703689543e-20,3.470374337807897e-11,2.49608577402582e-16,2.870160192477117e-12
4.462755295263168e-09,0.9549798467968406,5.705693675575213e-07,1.8701014990277915e-09,1.2377348271354389e-08,2.7684737486720658e-08,0.0,0.0,1.5947676774383537e-06,4.372566072904536e-11,6.201195287096259e-12,4.361320770841955e-12,1.0833729682751427e-14,2.264901927120238e-22,2.276374942993818e-15,4.9802604848153366e-11,2.6074216657335493e-08,1.3209408551732915e-12,1.5478194579209343e-17,9.495297945694582e-17,4.8604101254372754e-08,3.133197009131968e-14,2.9219229922638343e-10,4.392270924278376e-16,2.35786700240341e-13,1.793939545881529e-13,1.1893843480187873e-12,2.0757194220550926e-13,5.350617620846643e-19,7.50034946173599e-19,2.1204270997268103e-16,8.162969258078179e-20,4.319580077697636e-15,9.087395069336357e-18,3.76,0.0,0.948345097437416,0.9964869446420768,1.5552920903931096e-10,7.323456629163689e-11,0.005274589240311764,0.005274719184175509,1.531974209711806e-08,6.3731179479115e-11,0.0035114480770622103,4.8143919621617676e-11,1.969122374755336e-12,1.0857267756928652e-06,6.223310130891876e-08,1.2487892000960728e-07,4.4363651023031817e-07,0.0003314705271981632,6.040397158728997e-11,1.0476424881945185e-08,1.4891617152732904e-08,1.0537699145090823e-11,2.4481160944181927e-09,9.315773158984297e-09,1.4019185681478852e-14,9.370459049868066e-15,5.992448620345175e-10,4.1043151658966555e-17,2.6149359897683096e-08,1.1617746457629246e-11,1.7831475324279907e-10,3.628114859015713e-16,2.8073776448061507e-14,3.15402413555967e-13,9.37570063621469e-18,2.4127540587036068e-21,1.5714255256259383e-25,3.0963332600640062e-24,4.490426557216648e-22,1.9799201247760917e-15,4.580702530920495e-26,1.5271657465337881e-12,2.3626166993751688e-18,4.3089453127480016e-13,1.3702448998463049e-17,6.616277865158222e-16,1.316122159799464e-09,6.222737033901547e-13,6.618925306346645e-16,2.208224620292435e-12,5.15549054099182e-12,5.154515777395741e-17,1.78263558645251e-17,8.35556599786572e-08,9.452836383568121e-20,3.674875773492956e-11,2.6706528062898274e-16,3.107881700313924e-12
4.556227812236734e-09,0.9549988228790928,5.928622203083326e-07,1.9830574155433813e-09,1.2939566252923094e-08,2.917509477646558e-08,0.0,0.0,1.6280251234150598e-06,4.557555300704823e-11,6.598200247148203e-12,4.651035697724181e-12,1.1663911691466002e-14,2.4941865960275185e-22,2.409073944582862e-15,5.1648268219595656e-11,2.7053415518719424e-08,1.4053764776624953e-12,1.6669763559002927e-17,1.0308258014978832e-16,5.0660068560791954e-08,3.3329556224867306e-14,2.9734217405541966e-10,4.741694414034667e-16,2.489703000406908e-13,1.9561306028740153e-13,1.2660214349317713e-12,2.2271717985289674e-13,5.888329372148922e-19,8.242380489698303e-19,2.2875451315139173e-16,8.998686472610122e-20,4.693445375071638e-15,1.0079753347979998e-17,3.76,0.0,0.9482314392377998,0.9964868920871309,1.6591460288293347e-10,7.76468860929658e-11,0.005384742046855598,0.005384876965299764,1.5703265656120287e-08,6.572891902795064e-11,0.0035114668073130276,5.1349597187867835e-11,2.0834912733929956e-12,1.1010960465654146e-06,6.352431526797846e-08,1.307157156870939e-07,4.601571494177188e-07,0.00033839091169235463,6.405534711005204e-11,1.0919238739209997e-08,1.529949515374052e-08,1.0986918214593045e-11,2.512109309067498e-09,9.580703737878294e-09,1.5064595663554838e-14,1.0119568775558452e-14,6.17577071565268e-10,4.4670184692054665e-17,2.7133104551264205e-08,1.1847182826288687e-11,1.8908425151794032e-10,3.9223001988434364e-16,2.938802438623527e-14,3.358960944395185e-13,1.0053209964017642e-17,2.6535976313144557e-21,1.723041937246218e-25,3.3969206606515634e-24,4.850736343215516e-22,2.121347207859085e-15,5.010082361105953e-26,1.59133626800437e-12,2.5091642249572264e-18,4.4834224770435703e-13,1.4353185944358444e-17,7.161803915987195e-16,1.318336541558935e-09,6.456500274464462e-13,7.0102382318025675e-16,2.3106945482391263e-12,5.348850865999502e-12,5.394466051648861e-17,1.939519886016269e-17,8.70817931686264e-08,9.974171336106374e-20,3.8863955008670854e-11,2.8527515766540417e-16,3.3594461221664152e-12
4.649700329210299e-09,0.9550177967625105,6.154885799657586e-07,2.1001671696621602e-09,1.351564031032959e-08,3.0718367489938295e-08,0.0,0.0,1.661277106943197e-06,4.7463747750662504e-11,7.0117723420944675e-12,4.952698904743245e-12,1.2538076410900925e-14,2.742061308066317e-22,2.5464511503701102e-15,5.351766745877641e-11,2.8046466819019203e-08,1.4933584417679429e-12,1.792889515137226e-17,1.117690295210728e-16,5.275856594225649e-08,3.540975577369499e-14,3.02457312873913e-10,5.110386457253935e-16,2.625650865715696e-13,2.1295886133840823e-13,1.3458849257964133e-12,2.3859606858275413e-13,6.46668876594588e-19,9.03911071401124e-19,2.46372688509205e-16,9.9007562806344e-20,5.091053874311541e-15,1.1156919560214476e-17,3.76,0.0,0.9481177944928232,0.9964868432493094,1.767678122899922e-10,8.222240686492924e-11,0.005494881608613986,0.005495021587874512,1.6086853293436555e-08,6.773724454768324e-11,0.003511481812024447,5.4704038639882915e-11,2.202996966890519e-12,1.1162752962456027e-06,6.480264651881006e-08,1.3667372291195582e-07,4.769068608937734e-07,0.0003453103843184304,6.785803993410655e-11,1.1371193375487719e-08,1.5707995998514426e-08,1.1445413136445272e-11,2.5761732850179203e-09,9.845421068357223e-09,1.617031247669236e-14,1.0913430414349699e-14,6.361563697917557e-10,4.855668557039293e-17,2.8130871187297114e-08,1.2073772984152811e-11,2.0025404377874533e-10,4.233403621890615e-16,3.0732608161568283e-14,3.5740240095758923e-13,1.0767490599239606e-17,2.9140830968060204e-21,1.8865636939643517e-25,3.72131969387996e-24,5.233878252603135e-22,2.269293337912476e-15,5.472135787128317e-26,1.6565110991024454e-12,2.6612123366669495e-18,4.659535501439056e-13,1.5017343590769744e-17,7.739339743092409e-16,1.3204209430434985e-09,6.693614045824555e-13,7.415404041912791e-16,2.415243654462262e-12,5.544947088515811e-12,5.639392805728414e-17,2.1064206300340436e-17,9.068035383359192e-08,1.0512037472061205e-19,4.104993513760269e-11,3.0424914830538214e-16,3.6253225409355872e-12
4.743172846183865e-09,0.955036768446682,6.384436881499899e-07,2.221480809445123e-09,1.4105644554578364e-08,3.2315326514873205e-08,0.0,0.0,1.6945236293412174e-06,4.9390243663503084e-11,7.442248757905295e-12,5.266492756359993e-12,1.3457559323618443e-14,3.0096687206977424e-22,2.6885623609536244e-15,5.541034525877626e-11,2.9053200291899935e-08,1.5849636161715946e-12,1.925839771669008e-17,1.2104171866584393e-16,5.489958991378806e-08,3.7574199613381226e-14,3.0753799246231495e-10,5.498937421681127e-16,2.765727926189379e-13,2.314875230781938e-13,1.4290409694833104e-12,2.552263778591834e-13,7.08777436031812e-19,9.893205143457485e-19,2.649238989741626e-16,1.087301245393391e-19,5.513386066477291e-15,1.232420650618612e-17,3.76,0.0,0.9480041632001127,0.9964867973920716,1.8810031018630906e-10,8.696337150289406e-11,0.005605007927222056,0.005605153053473661,1.6470492091233878e-08,6.975565486056444e-11,0.003511493827667934,5.821126762167493e-11,2.32783036175801e-12,1.1312693474797732e-06,6.606823841528359e-08,1.4275180233397644e-07,4.938828074621215e-07,0.00035222894519901796,7.181564470886517e-11,1.1832287272475226e-08,1.6117070443974037e-08,1.191318227111123e-11,2.640303922368014e-09,1.010983786834211e-08,1.7338681881310155e-14,1.1753808811114838e-14,6.549831993920763e-10,5.271695260148883e-17,2.9142491943389293e-08,1.2297553433170297e-11,2.1182973962780937e-10,4.562009686734036e-16,3.210753480106501e-14,3.7995842089672557e-13,1.1520014595965777e-17,3.1954764688622036e-21,2.0627238191438124e-25,4.071010989465529e-24,5.640876924403573e-22,2.4238912170855662e-15,5.968799497936703e-26,1.7226713605274381e-12,2.818822158760903e-18,4.837173221832841e-13,1.569473246547287e-17,8.350016266933865e-16,1.3223871976072518e-09,6.934040887106142e-13,7.834580893449078e-16,2.5218504323154683e-12,5.743746451997479e-12,5.889244940383464e-17,2.283731461580702e-17,9.435131521370314e-08,1.106657227295412e-19,4.330727672974794e-11,3.239978630752833e-16,3.905983960985651e-12
4.83664536315743e-09,0.9550557379312091,6.617228769467522e-07,2.3470471918715145e-09,1.4709652264572755e-08,3.396673134967129e-08,0.0,0.0,1.727764691901438e-06,5.135503944284374e-11,7.889966652883291e-12,5.5925961767773175e-12,1.4423708822624775e-14,3.298198858825255e-22,2.835462415935408e-15,5.732585099965626e-11,3.0073449813295726e-08,1.6802692903270907e-12,2.0661177626521543e-17,1.3093112923958444e-16,5.708313699055659e-08,3.982451611536787e-14,3.1258448750881697e-10,5.907939921457676e-16,2.909950109326538e-13,2.5125692741292283e-13,1.5155556391414617e-12,2.7262587015955515e-13,7.75371989674552e-19,1.0807390085005717e-18,2.8443485224658576e-16,1.1919430353780862e-19,5.961441681532877e-15,1.3587142760784358e-17,3.76,0.0,0.9478905453573064,0.996486753924359,1.9992363260470557e-10,9.187199407690412e-11,0.005715121004308661,0.0057152713636706735,1.685417064732962e-08,7.178367183665514e-11,0.0035115034452342553,6.187533895801323e-11,2.458187763523395e-12,1.1460829078510827e-06,6.732124685446544e-08,1.489488254304604e-07,5.110822245490382e-07,0.0003591465944567295,7.593177925649029e-11,1.2302518912771741e-08,1.652667310504632e-08,1.2390224008841393e-11,2.7044975227904703e-09,1.0373871792345408e-08,1.857209051999538e-14,1.264250073034861e-14,6.740579951457383e-10,5.716581948275643e-17,3.016780307083728e-08,1.2518562952293189e-11,2.238168810918245e-10,4.908709888321964e-16,3.351281025662204e-14,4.036021163650528e-13,1.231229476982439e-17,3.49910322654775e-21,2.2522874915263597e-25,4.447540682831433e-24,6.072781327453874e-22,2.585272275870158e-15,6.502090433312912e-26,1.789798436583778e-12,2.982052521843914e-18,5.016227290088925e-13,1.6385162155288525e-17,8.994977439174246e-16,1.3242461356832176e-09,7.177744325116019e-13,8.267923862318908e-16,2.630493626314257e-12,5.9452170312734665e-12,6.143971564558814e-17,2.4718508996561485e-17,9.809465055717524e-08,1.1637910924297406e-19,4.5636537656760366e-11,3.4453158927933647e-16,4.2019071681809724e-12
5.023590397104561e-09,0.9550936702998063,7.092352739596739e-07,2.611127801146061e-09,1.595996712165459e-08,3.7435860800029766e-08,0.0,0.0,1.7942304425754916e-06,5.539952535840533e-11,8.838475403006012e-12,6.282430508130492e-12,1.6501465872043047e-14,3.943029625355461e-22,3.1438437490592273e-15,6.122357675092894e-11,3.215385267787781e-08,1.8822934731194085e-12,2.369870296532139e-17,1.52687620320871e-16,6.157778652121512e-08,4.458926809458409e-14,3.2257601236772897e-10,6.789680057963254e-16,3.210886855819422e-13,2.947581618474019e-13,1.698924753028639e-12,3.098034195303514e-13,9.229001643183783e-19,1.2827240352327097e-18,3.264429889453224e-16,1.4251372665134304e-19,6.938817943919288e-15,1.642318095459665e-17,3.76,0.0,0.9476633500120175,0.9964866723689254,2.2508920676242952e-10,1.0220092930241363e-10,0.0059353074404045565,0.00593546852414994,1.762160801173454e-08,7.586672237337841e-11,0.003511517274452577,6.969038062609923e-11,2.7362870475120045e-12,1.1751868268888775e-06,6.979018992651499e-08,1.6169524914861598e-07,5.461407645261932e-07,0.00037297915859389416,8.465422204626361e-11,1.3270389358443046e-08,1.7347299081983445e-08,1.337211897558141e-11,2.833060615459341e-09,1.090048514432233e-08,2.1243775052224925e-14,1.4572170233005567e-14,7.129531866335725e-10,6.699141878801565e-17,3.2258861478478804e-08,1.2952433800886653e-11,2.490473410365621e-10,5.65879290084689e-16,3.641442663770986e-14,4.543087808706914e-13,1.4022380733301938e-17,4.178665569983118e-21,2.6748513605470135e-25,5.2876364603094425e-24,7.015625283902412e-22,2.928903371583623e-15,7.687032733815102e-26,1.9268798768304145e-12,3.3255989042335664e-18,5.378165429915502e-13,1.780437918311471e-17,1.039239317301499e-15,1.3276808500386086e-09,7.674839898179241e-13,9.177713520788529e-16,2.8538056011836343e-12,6.356048180131748e-12,6.667846175289068e-17,2.882133101279981e-17,1.0579833616752425e-07,1.283152978033368e-19,5.0512948738014973e-11,3.879936463414365e-16,4.841464192284175e-12
5.191840927656979e-09,0.9551278019050434,7.530597924541105e-07,2.863811323845318e-09,1.7133860942209806e-08,4.075167575466559e-08,0.0,0.0,1.8540309581343354e-06,5.91705350270016e-11,9.754481106261378e-12,6.947106361913274e-12,1.8544839344501542e-14,4.607872857117772e-22,3.4382960758329213e-15,6.480521478355341e-11,3.4070855222487594e-08,2.077555362870853e-12,2.671435348640039e-17,1.7470651394058452e-16,6.576836516187633e-08,4.918751406961355e-14,3.314541870316214e-10,7.659174715919346e-16,3.4960391504090223e-13,3.3876894481498017e-13,1.8761046498048107e-12,3.460718739637266e-13,1.0732711554910187e-18,1.4879203594324533e-18,3.6780116920217336e-16,1.6646603925763254e-19,7.916851814214642e-15,1.9362761352857747e-17,3.76,0.0,0.9474589201764687,0.9964866032918355,2.495338418921492e-10,1.1209200675380309e-10,0.006133429963117405,0.006133600992881996,1.8312348413944833e-08,7.956996188633303e-11,0.0035115253680397594,7.73016161302233e-11,3.0075498140381956e-12,1.2008080402319921e-06,7.197096671893283e-08,1.7356275619354938e-07,5.784314101330087e-07,0.00038542534979682454,9.308334447349754e-11,1.4172708638997209e-08,1.8087282394311736e-08,1.4287521045771384e-11,2.948952605019597e-09,1.1372395826570947e-08,2.389549674088848e-14,1.6492774527684427e-14,7.488111143636018e-10,7.698156274241315e-17,3.4186073463301584e-08,1.3333865446952986e-11,2.7321617158819346e-10,6.401822731998883e-16,3.912971554157452e-14,5.040635249663731e-13,1.5713447220662183e-17,4.880880135801439e-21,3.1093594798992955e-25,6.1524157933313745e-24,7.960386395014806e-22,3.262662752869807e-15,8.900680343046993e-26,2.0533782589005883e-12,3.654557181528625e-18,5.707725971818029e-13,1.912435378725209e-17,1.1779054818087964e-15,1.3304960156980627e-09,8.133085380630413e-13,1.004646774293769e-15,3.0615434444342662e-12,6.734627853709164e-12,7.155500256368857e-17,3.2924447037068584e-17,1.129789039635516e-07,1.3964569410778752e-19,5.515287496636997e-11,4.298910406223881e-16,5.47411663948212e-12
5.354297769723567e-09,0.9551607514239905,7.963068694454824e-07,3.121538127769952e-09,1.8311428857494865e-08,4.41314003156518e-08,0.0,0.0,1.911755481198119e-06,6.29294264973212e-11,1.0696907950976354e-11,7.629226751984387e-12,2.068170098276644e-14,5.333762821400321e-22,3.7380993339144444e-15,6.832736319345506e-11,3.596113021590406e-08,2.2786258927976257e-12,2.9898676185608995e-17,1.9836023594326624e-16,6.994533063918144e-08,5.391526186461808e-14,3.399254880960381e-10,8.570393916167447e-16,3.7842955014089765e-13,3.860047605731841e-13,2.058477064472502e-12,3.8371705402683757e-13,1.2356292896137263e-18,1.7087910245638296e-18,4.1107949879397555e-16,1.9252070983456097e-19,8.955807609256263e-15,2.2586122384320265e-17,3.76,0.0,0.9472615711781998,0.9964865391513662,2.748179667498128e-10,1.2218932379356277e-10,0.006324689470348388,0.006324870367810934,1.8979307381153285e-08,8.316908298935146e-11,0.0035115305977158283,8.519385277125792e-11,3.2895763732412562e-12,1.2250565486147448e-06,7.40406349209211e-08,1.853712917474031e-07,6.102595327884256e-07,0.0003974401567317702,1.0176373445843867e-10,1.5072029007218372e-08,1.8802879551694552e-08,1.519988778601818e-11,3.0610069913962077e-09,1.1825862371223022e-08,2.6692679488547672e-14,1.852353567627989e-14,7.842027470035825e-10,8.775690848865533e-17,3.608677604226973e-08,1.3694280579708614e-11,2.978964617361709e-10,7.183880520175427e-16,4.1844864206869025e-14,5.56044975233687e-13,1.7492530911203422e-17,5.649462238702315e-21,3.582814610132001e-25,7.095620439086827e-24,8.965656817792332e-22,3.607662404083009e-15,1.0218398626042384e-25,2.1782308218641524e-12,3.990237365237455e-18,6.028825884256701e-13,2.043615663004388e-17,1.3240722652931916e-15,1.3330080061368469e-09,8.585129602257201e-13,1.0931015140291813e-15,3.2680890622935966e-12,7.107948789247075e-12,7.64061675345523e-17,3.727909241085837e-17,1.2013433557227204e-07,1.5112157107765965e-19,5.986150836023836e-11,4.728971550177775e-16,6.139062759196918e-12
5.5167546117901546e-09,0.9551936942916083,8.404473588593147e-07,3.3929919705948e-09,1.9532684985116495e-08,4.768978219712398e-08,0.0,0.0,1.9694635361749663e-06,6.680398431617947e-11,1.1698073799423594e-11,8.351816826528392e-12,2.2987132557178526e-14,6.1500975123889e-22,4.053384117505104e-15,7.191005163429738e-11,3.788924369190022e-08,2.4924351024706033e-12,3.3369740535384105e-17,2.2456514515137793e-16,7.425067700868438e-08,5.8934378079984e-14,3.482987994900737e-10,9.555222907130022e-16,4.085293326796845e-13,4.3826333429899127e-13,2.2522935190769376e-12,4.240360137265517e-13,1.4161656548662213e-18,1.9536465684785205e-18,4.577859091067869e-16,2.21711007423701e-19,1.0093639376375055e-14,2.6224649796816697e-17,3.76,0.0,0.9470642627622904,0.996486476701588,3.018171478522803e-10,1.3283479742531778e-10,0.006515909010664695,0.006516100035209502,1.9646242177266698e-08,8.678929491594057e-11,0.0035115341095971328,9.364216613295993e-11,3.592579435347944e-12,1.2488447655042856e-06,7.607598632861783e-08,1.9751785441812623e-07,6.4271316555528e-07,0.00040945221234434267,1.1099608503546365e-10,1.599892189878943e-08,1.9519406187728105e-08,1.6140233881843668e-11,3.1732015388579014e-09,1.2276875166955484e-08,2.9736475478409194e-14,2.0738059109751136e-14,8.203514730700321e-10,9.973904837178753e-17,3.8025888588735944e-08,1.4047198738994958e-11,3.2392434572781986e-10,8.032780804099646e-16,4.4651745350990987e-14,6.121281746688354e-13,1.942470889479516e-17,6.51617714380961e-21,4.1144367253388454e-25,8.155668055517259e-24,1.0068716560072395e-21,3.975655318866168e-15,1.1692952955384829e-25,2.3056555245651126e-12,4.343892053352072e-18,6.352283339723782e-13,2.1783573531388383e-17,1.4829469692262706e-15,1.3353507554168489e-09,9.046420254181808e-13,1.1861202576532023e-15,3.4803884898774607e-12,7.488766476554569e-12,8.139482043273956e-17,4.20422590563078e-17,1.2750785976291408e-07,1.6313027287199635e-19,6.479697269135021e-11,5.18454848435744e-16,6.859781643065001e-12
5.679211453856742e-09,0.9552266305063559,8.854603789170009e-07,3.6783842927602547e-09,2.079798210893457e-08,5.1430375876848754e-08,0.0,0.0,2.0271551294348858e-06,7.07942013817862e-11,1.2759748455200509e-11,9.115681954043902e-12,2.546875507107313e-14,7.065253842366579e-22,4.384402511627189e-15,7.555117649056236e-11,3.98544792563185e-08,2.7194084517739877e-12,3.714743604663039e-17,2.5353044322255874e-16,7.868438598077664e-08,6.42533084906896e-14,3.565754795475763e-10,1.0616832535945283e-15,4.399067085983755e-13,4.959223657686209e-13,2.4578972514145405e-12,4.671217498123837e-13,1.616229288704033e-18,2.224163763702755e-18,5.080609570877868e-16,2.5430794666869418e-19,1.1336383151461742e-14,3.031708378910675e-17,3.76,0.0,0.9468669949167827,0.9964864154021793,3.3059445174265347e-10,1.4403897791171987e-10,0.006707088592437234,0.00670729000332083,2.031313043042688e-08,9.04288680332087e-11,0.003511536443686225,1.0266904217335994e-10,3.917820984974431e-12,1.2721931118487613e-06,7.807810342510774e-08,2.099971290177269e-07,6.757804955161906e-07,0.00042146151727756446,1.208002700690536e-10,1.6953379390627483e-08,2.023673682558278e-08,1.7108551470197943e-11,3.2855278803720154e-09,1.2725172633209343e-08,3.304107045366164e-14,2.3147055047124684e-14,8.572593030053637e-10,1.1302974654030385e-16,4.000270610888316e-08,1.4392868069328034e-11,3.513264111723743e-10,8.951903603863598e-16,4.755036239216007e-14,6.725495199325026e-13,2.1519674790801184e-17,7.490743621693591e-21,4.709712858604728e-25,9.343677438345456e-24,1.1276098037100322e-21,4.367281411486747e-15,1.3338562574623674e-25,2.4355651791704483e-12,4.715740635336492e-18,6.677651528278042e-13,2.3165608008229664e-17,1.655179745450019e-15,1.3375524600558459e-09,9.516802717516987e-13,1.2837730412226133e-15,3.698343089029722e-12,7.876944430303367e-12,8.651848499300855e-17,4.7236611793606704e-17,1.3509933642644497e-07,1.7567815164827595e-19,6.996143747250784e-11,5.666058818308381e-16,7.638909673239557e-12
5.84166829592333e-09,0.955259560066808,9.313258007070261e-07,3.977917614414699e-09,2.2107666591454147e-08,5.535664969669865e-08,0.0,0.0,2.0848302673396523e-06,7.490007053523177e-11,1.3883701858415725e-11,9.921600052701529e-12,2.8134310278962868e-14,8.088113105355355e-22,4.731399604002892e-15,7.924868830605178e-11,4.185615120321504e-08,2.9599762203605737e-12,4.1252804514421014e-17,2.854770478266215e-16,8.324643926709308e-08,6.988047634864344e-14,3.647568688842422e-10,1.1758399883433067e-15,4.725642326641535e-13,5.59376309218619e-13,2.6756305936247832e-12,5.130672151360456e-13,1.8372194059119515e-18,2.522071196056823e-18,5.620449745744674e-16,2.905969840842357e-19,1.2690245260806543e-14,3.490447528717386e-17,3.76,0.0,0.946669767629809,0.9964863548844792,3.6121346899609565e-10,1.5581220614641102e-10,0.006898228224010571,0.006898440280384375,2.0979954134144186e-08,9.408620907798037e-11,0.0035115379683323634,1.122972098894165e-10,4.266615435895643e-12,1.2951211693058222e-06,8.004808504195846e-08,2.228039557006235e-07,7.094502364530454e-07,0.00043346807217429346,1.3119633969991066e-10,1.7935393569995358e-08,2.0954762454061684e-08,1.8104832736506355e-11,3.3979791440538895e-09,1.3170523639685839e-08,3.662100574522593e-14,2.5761503483410406e-14,8.949281990949256e-10,1.2773639749398088e-16,4.201655408699386e-08,1.4731538451009908e-11,3.801287586985537e-10,9.944686668500307e-16,5.0540715510710906e-14,7.375537314676766e-13,2.3787519573691792e-17,8.583554860008182e-21,5.374484187794247e-25,1.0671492939306209e-23,1.2594563465848315e-21,4.783170337787062e-15,1.5170313198416913e-25,2.567874803616457e-12,5.105984248086408e-18,7.004510303747353e-13,2.4581271599196252e-17,1.841430668141848e-15,1.3396372576347305e-09,9.996129585530668e-13,1.3861277073636828e-15,3.921857374020996e-12,8.27235226917037e-12,9.177474506268135e-17,5.2885138203064524e-17,1.4290862552914134e-07,1.887714362249805e-19,7.535692703654461e-11,6.173896006398144e-16,8.479107481284738e-12
