Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H4F2(1),O2(2),H2O(3),CH4(4),CH2CHF(56),HF(38),C2H3F(137),C2H3F(136),O2(141),CH2CF(70),CH2CFO(79),C2H3F2(66),C2H3F2(64),CH2CF2(57),C2H2F2(59),CH2F(46),C2H2F(71),CHFO(47),C2H4F(62),S(289),C2H4F(63),C2H3F2(65),CF2CH(73),C2HF2(72),CH2F2(41),S(787),CF2(43),S(495),C2HF(58),CF2O(49),C2H2O(134),S(435),S(2464),S(1651),S(1682),CF3CHO(75),CF2CO(76),S(783),S(2674),CHO2(159),S(3132),S(537),S(1330),C2HF(1925),S(125),S(977),S(975),S(990),CHF2(82),S(499),C2H2O(450),CH3F(39),S(3133),C2H2F3(67),S(5616)
2.601255364950933e-05,0.4646058063526462,2.64305071430293e-11,6.009211528288536e-13,6.916000236367292e-10,6.951967671359199e-10,0.0,0.0,4.9656855121040276e-08,1.592865801754536e-11,5.773810938287576e-11,2.0254374755163447e-16,2.391965841664667e-19,1.1196735478596274e-37,1.0754858229385153e-27,4.005960529212792e-20,2.1267086264270828e-11,1.6926341783000121e-13,6.866522091723598e-25,2.5861849051609762e-27,3.6034648271990684e-14,8.493466422062745e-24,1.3322238935945174e-20,2.996635403277287e-17,7.108230952803924e-17,1.102146538026602e-15,6.058076442361783e-23,5.2826704952483786e-20,9.813565039144065e-20,2.272383622487183e-22,8.203966011434787e-20,9.798356948029478e-25,4.1507967189514015e-17,9.521412867455482e-18,3.76,0.0,0.7682792949566918,0.9999865399359659,3.391961046632162e-08,4.462978517705506e-12,1.3593154074297173e-05,1.3593212321209685e-05,4.291736537502822e-17,6.797482008751198e-22,1.3375588757615896e-05,4.413837768676695e-16,1.0204117590762968e-13,4.753633189528219e-09,2.2390153202699977e-10,2.663892951321656e-08,1.3331790291663787e-08,4.8623864227858884e-09,2.248067184018086e-16,3.442000345796082e-08,9.285827669366074e-15,2.4646001784122357e-17,2.5360282266086667e-15,2.54806193737414e-12,2.824364518202984e-18,5.0887186562113274e-17,4.722279619468215e-14,1.0939821633874484e-16,2.552684306963084e-11,2.419457797375297e-10,2.153591832690169e-16,2.1352170724123595e-16,1.8820927519636913e-24,3.2480493627814576e-14,2.42748175824407e-15,7.925856693561735e-17,2.626560786302806e-23,3.0520290997202835e-23,6.0520012631505206e-24,2.4815549555632726e-18,1.5264937985874462e-24,1.1478168027077665e-20,5.448928594124959e-23,2.8814448701998058e-12,9.915865645743377e-25,9.387176648849679e-26,2.9278494507588705e-18,2.1922357531854552e-11,1.7555999496833787e-22,3.5383774300790524e-12,3.52310442099363e-18,3.5273195028960784e-19,9.528325399983157e-26,7.944004609832932e-11,4.385326860887846e-25,3.879186710343644e-14,1.8499915822110994e-15
2.6511532906896346e-05,0.46460582829958824,2.6442747244748026e-11,6.012621281510427e-13,6.916364242084201e-10,7.126437750308328e-10,0.0,0.0,5.08159483621818e-08,1.6652187244611787e-11,6.024207680483086e-11,2.133942839223739e-16,2.453586198207406e-19,1.1469540255444188e-37,1.098957121889788e-27,4.061537789562438e-20,2.1696557979999423e-11,1.7661562448574315e-13,7.16013889619114e-25,2.686429030943498e-27,3.7430355147344276e-14,8.822921995014951e-24,1.3375035042771469e-20,3.1349641089468245e-17,7.268458262194702e-17,1.1492095468453138e-15,6.23718156607979e-23,5.502115541665317e-20,1.0473422596300961e-19,2.386665081905432e-22,8.388905161098273e-20,1.0029999657894927e-24,4.2442715652046124e-17,9.95883694236796e-18,3.76,0.0,0.7682790328537258,0.9999865380199244,3.4677125488994586e-08,4.6618202461106264e-12,1.3853898955015419e-05,1.3853959725849283e-05,4.374080279023601e-17,6.928143348895698e-22,1.3375588731984003e-05,4.499067972877319e-16,1.0574851459731685e-13,4.754637824025398e-09,2.2395122839127879e-10,2.7292319666132815e-08,1.3656040692080723e-08,4.862596712511293e-09,2.291811435449517e-16,3.5171709557537595e-08,9.477197745923589e-15,2.5609920552812544e-17,2.6087860047517804e-15,2.5486591190379637e-12,2.8999551603207757e-18,5.2493654506433864e-17,4.8427382876943e-14,1.136104099322881e-16,2.6147707608186344e-11,2.4199794734414087e-10,2.2511423804001587e-16,2.2802165212130604e-16,1.9550403097159413e-24,3.3779071608692224e-14,2.525497404729944e-15,8.261683046854474e-17,2.7365135677232954e-23,3.17440577257689e-23,6.284053446540145e-24,2.5999272790443437e-18,1.5896681797746974e-24,1.188072866123822e-20,5.528893643284536e-23,2.8821897240011274e-12,1.0061150298349466e-24,9.932279367475297e-26,2.998604165298467e-18,2.245560252598768e-11,1.8030165025232473e-22,3.6251570669269957e-12,3.6200830508931536e-18,3.625479807567042e-19,9.716600628265031e-26,8.117779913219292e-11,4.5444341689382435e-25,4.0626725745455957e-14,1.937771730531144e-15
2.7010512164283363e-05,0.46460585024652856,2.645418973072224e-11,6.015837939763556e-13,6.916676918682809e-10,7.300985849984886e-10,0.0,0.0,5.197521775606012e-08,1.7392430628267174e-11,6.280015630907846e-11,2.2461879007719015e-16,2.515310068938742e-19,1.1634003829167537e-37,1.1184677706215584e-27,4.117035737030159e-20,2.212233010830861e-11,1.84110093031609e-13,7.459655677537024e-25,2.7891996609199334e-27,3.8852580276663045e-14,9.158644728764704e-24,1.3427393535298425e-20,3.2762807640390735e-17,7.428022552869122e-17,1.197203475168351e-15,6.418553525905925e-23,5.726148012058988e-20,1.1159810431816647e-19,2.5030201838985195e-22,8.573063694183022e-20,1.0262014019549085e-24,4.3376655285369835e-17,1.0405997547525647e-17,3.76,0.0,0.7682787707507827,0.9999865361036652,3.5434677335078993e-08,4.864620089372982e-12,1.4114643746396498e-05,1.411470709562719e-05,4.456423992331532e-17,7.058804644270206e-22,1.3375588706353238e-05,4.584279289580987e-16,1.095053500334076e-13,4.75552074286048e-09,2.2399488553460938e-10,2.7945845854277337e-08,1.3980355307336554e-08,4.862776536011077e-09,2.3355567795535776e-16,3.5923392056360146e-08,9.66910147615463e-15,2.6592213472229842e-17,2.682416699837338e-15,2.5491833041003522e-12,2.9756079357069223e-18,5.410372313537489e-17,4.963225660623689e-14,1.1786321408961208e-16,2.6768695166499878e-11,2.4204377697644544e-10,2.3509160424491023e-16,2.431340139172198e-16,2.029371729261083e-24,3.510198349775992e-14,2.6253671708090995e-15,8.60147111512826e-17,2.847734746022358e-23,3.297995656860258e-23,6.518322504610228e-24,2.721165233600223e-18,1.6535555309010249e-24,1.2287327921979065e-20,5.608689103744766e-23,2.882842545020515e-12,1.0206129620800666e-24,1.0495498981614854e-25,3.069372925611416e-18,2.2988954292975557e-11,1.8506661341944996e-22,3.711954784140048e-12,3.717128061279916e-18,3.723710971087943e-19,9.904779398331394e-26,8.291562131173486e-11,4.705671560811625e-25,4.2505587622062344e-14,2.0276639790169333e-15
2.750949142167038e-05,0.4646058721934672,2.646494346578484e-11,6.018887823463485e-13,6.916945651702077e-10,7.475607074398392e-10,0.0,0.0,5.313463959329304e-08,1.814939133437781e-11,6.541234666607594e-11,2.3622091231927345e-16,2.577134291170485e-19,1.1848915695194276e-37,1.1385945414067559e-27,4.172462622053013e-20,2.2544423150333244e-11,1.9174560880042932e-13,7.765077214621214e-25,2.8953509113467452e-27,4.030132365249407e-14,9.50063907853266e-24,1.3479318237795457e-20,3.4205693051973714e-17,7.586922628709636e-17,1.2461278250321774e-15,6.602200469749047e-23,5.954782228665006e-20,1.187301580716611e-19,2.6213794556133955e-22,8.756440531582311e-20,1.049442039353303e-24,4.4309857311205926e-17,1.0862886622279074e-17,3.76,0.0,0.7682785086478682,0.9999865341872156,3.6192260797718644e-08,5.0713438968682905e-12,1.4375388448440449e-05,1.4375454430541528e-05,4.5387676774266224e-17,7.189465894874795e-22,1.3375588680722709e-05,4.669474888832407e-16,1.1331105968710589e-13,4.756298602141055e-09,2.2403332927792152e-10,2.8599491677458858e-08,1.4304726416433541e-08,4.8629302802829825e-09,2.3793048017930864e-16,3.66750465799702e-08,9.86154247458748e-15,2.7592879458480177e-17,2.7569227595576685e-15,2.549644466695711e-12,3.0513174989961325e-18,5.571707259409204e-17,5.08373818955302e-14,1.2215488841748453e-16,2.7389790957713578e-11,2.4208413567724846e-10,2.4529131531463135e-16,2.5886830522173274e-16,2.105087004069067e-24,3.64492060325484e-14,2.7270892480555163e-15,8.945055026022773e-17,2.960171088069171e-23,3.422749130151992e-23,6.754713436362758e-24,2.8452692279064953e-18,1.7181258581391397e-24,1.2697798930171915e-20,5.688330700566407e-23,2.8834158861486937e-12,1.0350832016167933e-24,1.1076948530473266e-25,3.140154042319979e-18,2.3522400154312475e-11,1.8985478732027215e-22,3.7987684054403175e-12,3.814233045922172e-18,3.8220061502245906e-19,1.0092876108399603e-25,8.465350255142106e-11,4.869033440467637e-25,4.442845678865363e-14,2.1196685291447374e-15
2.8008470679057395e-05,0.46460589414040376,2.6475102656009768e-11,6.021793714790678e-13,6.917176764771047e-10,7.650297196506623e-10,0.0,0.0,5.429419340969814e-08,1.8923072210345762e-11,6.80786463473352e-11,2.482041458306301e-16,2.639055940570241e-19,1.2144326616180012e-37,1.1617117793505559e-27,4.227822720056472e-20,2.2962859436523495e-11,1.9952096447941636e-13,8.07640868935237e-25,3.000293397987862e-27,4.17765852673845e-14,9.848900282850468e-24,1.353081507169668e-20,3.5678137206873004e-17,7.745158041356148e-17,1.2959822173693733e-15,6.78812969109337e-23,6.188032624764629e-20,1.2613313960800183e-19,2.7416744291448595e-22,8.939035442669173e-20,1.072723792676217e-24,4.524238786384353e-17,1.1329496821554666e-17,3.76,0.0,0.7682782465449869,0.9999865322705993,3.694987141929438e-08,5.28195771644323e-12,1.4636133061147306e-05,1.4636201730590123e-05,4.62111133430888e-17,7.320127100710007e-22,1.3375588655082276e-05,4.754657531071783e-16,1.1716503193008451e-13,4.756985806315177e-09,2.2406727392342492e-10,2.925324298026833e-08,1.4629147355955354e-08,4.8630617006954414e-09,2.4230568998126334e-16,3.742666938437448e-08,1.0054523942454755e-14,2.8611917705770575e-17,2.8323063712671764e-15,2.550051236237107e-12,3.127079044821775e-18,5.733341294628344e-17,5.20427281668905e-14,1.2648376108703613e-16,2.801098222019505e-11,2.421197733318617e-10,2.5571340251293677e-16,2.7523387909978904e-16,2.182186117683651e-24,3.782071684261749e-14,2.8306619002227548e-15,9.292274971924872e-17,3.073771322684655e-23,3.5486184812473243e-23,6.99313498909777e-24,2.9722396042676792e-18,1.7833502818548295e-24,1.3111978690118581e-20,5.767832751434872e-23,2.8839206121228626e-12,1.0495283110474815e-24,1.1676735484162325e-25,3.2109460574470543e-18,2.4055929171487593e-11,1.9466609031651416e-22,3.8855960524589814e-12,3.911392380539166e-18,3.920359338854392e-19,1.0280893167173455e-25,8.639143421787033e-11,5.034515072398626e-25,4.639533632319572e-14,2.21378553449774e-15
2.9006429193831428e-05,0.464605938034271,2.6493951682594188e-11,6.027249547190565e-13,6.917546955885535e-10,7.99987007048225e-10,0.0,0.0,5.661362891757776e-08,2.0520604510234128e-11,7.35735663057442e-11,2.7332720363441177e-16,2.7631808660026304e-19,1.258004750602135e-37,1.2045356460064587e-27,4.338371461471221e-20,2.3788858597098835e-11,2.1548640581294705e-13,8.716823804859665e-25,3.2185405731698735e-27,4.4806663184532415e-14,1.0564230084492144e-23,1.3632539398275396e-20,3.8711064401086864e-17,8.059636264494291e-17,1.3984801351798904e-15,7.166860270394028e-23,6.668440122069332e-20,1.4176231392252674e-19,2.987803020210623e-22,9.301882187763046e-20,1.1194177233352043e-24,4.710567472997545e-17,1.2291854484669456e-17,3.76,0.0,0.7682777223393417,0.9999865284369434,3.846515946224114e-08,5.714720660176647e-12,1.515762201854989e-05,1.5157696226080247e-05,4.7857985634349686e-17,7.581449378074748e-22,1.3375588603805756e-05,4.924993380200926e-16,1.2501536913808994e-13,4.758136268221274e-09,2.2412404761199825e-10,3.056101494541898e-08,1.5278116567506844e-08,4.863269933541593e-09,2.510578072073171e-16,3.892980751256281e-08,1.0442119258061805e-14,3.070510897862893e-17,2.9857138235811254e-15,2.5507303779107195e-12,3.2787412172075175e-18,6.057404069737929e-17,5.445398217027842e-14,1.3524674511200954e-16,2.9253608719983586e-11,2.421793855458094e-10,2.7722482129701647e-16,3.0989552649971686e-16,2.3405359783366493e-24,4.0636517675975755e-14,3.0433522976657003e-15,9.997013339088172e-17,3.30426794910538e-23,3.803523048042887e-23,7.475723074145983e-24,3.234780590948265e-18,1.9156513252668003e-24,1.3950849892592297e-20,5.926468836791619e-23,2.8847604729053317e-12,1.0783522766925817e-24,1.293172523254318e-25,3.3525579344876813e-18,2.5123200314589694e-11,2.0435776907089482e-22,4.059287176545026e-12,4.105854956242726e-18,4.1172193113990772e-19,1.0656858860202519e-25,8.986742040814187e-11,5.371817456881893e-25,5.046113466214424e-14,2.4083573220613697e-15
2.9904591857128056e-05,0.464605977538744,2.650959062194392e-11,6.031838676615517e-13,6.91779810674863e-10,8.314689637712364e-10,0.0,0.0,5.8701419088003496e-08,2.20155900239604e-11,7.870402806679384e-11,2.9727351415043413e-16,2.875201171288969e-19,1.2909836960359052e-37,1.2381675695777002e-27,4.437696417567071e-20,2.4520003725225476e-11,2.303216103396563e-13,9.313467578504507e-25,3.4213242580992954e-27,4.7624425612782495e-14,1.122946296349411e-23,1.372266835255266e-20,4.154019725307149e-17,8.34040102905131e-17,1.4939072157513572e-15,7.51558155640346e-23,7.11674056237886e-20,1.5678040867020847e-19,3.2152748092518045e-22,9.625781435496611e-20,1.1615997470510538e-24,4.87809022509096e-17,1.3191161793365994e-17,3.76,0.0,0.768277250554412,0.9999865249862573,3.982897871774196e-08,6.117175103935042e-12,1.562696177467969e-05,1.5627041152754288e-05,4.934016973160679e-17,7.816639274596982e-22,1.3375588557651281e-05,5.078272887082509e-16,1.322398003223748e-13,4.758969805530149e-09,2.2416512225900124e-10,3.173826451733158e-08,1.5862309419752517e-08,4.8634086811735255e-09,2.589371921491565e-16,4.028249575825633e-08,1.079282855616875e-14,3.265181086463258e-17,3.1267991886419456e-15,2.5512204271095884e-12,3.4153758954476348e-18,6.3498447676433e-17,5.662463840991725e-14,1.4324521159459723e-16,3.037220359046047e-11,2.422225221106532e-10,2.9734590436680047e-16,3.433407785963616e-16,2.487783756167761e-24,4.3253594720939895e-14,3.241086402968572e-15,1.0642229836740398e-16,3.515219798546243e-23,4.036311343263935e-23,7.916154633678925e-24,3.480872877360738e-18,2.036691508494858e-24,1.471701790327567e-20,6.068881839665684e-23,2.8853633833783202e-12,1.1042291257233204e-24,1.4124903407852435e-25,3.480034987126569e-18,2.6083946952875297e-11,2.1315870937968417e-22,4.215643099271168e-12,4.281013472518172e-18,4.294545073305207e-19,1.0995206913770262e-25,9.299591679226613e-11,5.68259680533882e-25,5.4270883852058797e-14,2.590697301519028e-15
3.0769168578123855e-05,0.46460601556597764,2.652374409261466e-11,6.036037875382284e-13,6.917984881067243e-10,8.617906667704346e-10,0.0,0.0,6.071134376351278e-08,2.3505876338603452e-11,8.380821276993851e-11,3.215359413059636e-16,2.9832958788058904e-19,1.3285903177782004e-37,1.273231937995423e-27,4.533179698864433e-20,2.5212996289453037e-11,2.4501275432549454e-13,9.905975724364168e-25,3.6219870350100595e-27,5.041798024503409e-14,1.1889006128980386e-23,1.3808177698502992e-20,4.435169213395782e-17,8.608649260416344e-17,1.5886107235273263e-15,7.858325322747786e-23,7.562619091768949e-20,1.7210151568809923e-19,3.4392124846780955e-22,9.935198679096301e-20,1.2023534851669244e-24,5.0392199630112855e-17,1.4086510427816363e-17,3.76,0.0,0.7682767964115832,0.9999865216643226,4.1141839980803686e-08,6.515999001342743e-12,1.6078750741640384e-05,1.6078835263582062e-05,5.0766928094604186e-17,8.043034330633756e-22,1.3375588513216755e-05,5.225809385855009e-16,1.3933326553429333e-13,4.759635031105581e-09,2.2419785190456844e-10,3.287167749214234e-08,1.642474483171635e-08,4.863509619860709e-09,2.665246111117994e-16,4.1584468858922326e-08,1.1132110641524938e-14,3.4581943960262475e-17,3.2653176897349226e-15,2.551609819312122e-12,3.547008137430609e-18,6.631944794492183e-17,5.871450602550823e-14,1.5103672336881813e-16,3.144913811222637e-11,2.422569023901428e-10,3.1739555983965677e-16,3.775979760615966e-16,2.633760872348504e-24,4.5846845496208316e-14,3.4370671251864987e-15,1.1272357830174974e-16,3.721175557573155e-23,4.2631871416182553e-23,8.345146965235255e-24,3.7265383796958845e-18,2.1548303397362963e-24,1.5463770486919828e-20,6.205700320084844e-23,2.8858397806330964e-12,1.1290898739068269e-24,1.5330944839405173e-25,3.602764374078803e-18,2.7008915941211382e-11,2.2170046914582417e-22,4.36617694991945e-12,4.449730940855975e-18,4.465356116642687e-19,1.132096310213066e-25,9.600749827396314e-11,5.988187376015602e-25,5.807288093199064e-14,2.7726848482931778e-15
3.1633745299119655e-05,0.4646060535932045,2.653721742374042e-11,6.040072154828153e-13,6.918130638099375e-10,8.92128127698938e-10,0.0,0.0,6.272142630648151e-08,2.5046400149369932e-11,8.90748006185343e-11,3.4700098365841555e-16,3.0916386712342173e-19,1.3683508329366664e-37,1.3109782922428824e-27,4.6285570342485555e-20,2.5895532592851462e-11,2.6010068205683513e-13,1.051634772939453e-24,3.827845983900668e-27,5.329114824128385e-14,1.256736957582261e-23,1.3892482834855998e-20,4.724884415870703e-17,8.87493069187295e-17,1.6861054664937611e-15,8.208016253970116e-23,8.022643831650686e-20,1.882817220686109e-19,3.6677051104595397e-22,1.0242306489699515e-19,1.243260167063515e-24,5.200244329040482e-17,1.501094264011018e-17,3.76,0.0,0.7682763422689113,0.9999865183421591,4.2454732108361844e-08,6.9258530911433095e-12,1.6530539440392274e-05,1.6530629269678854e-05,5.2193685610592965e-17,8.269429252270203e-22,1.337558846878027e-05,5.373341490818761e-16,1.4656034165550423e-13,4.760196726813671e-09,2.2422544076073778e-10,3.400524227416343e-08,1.6987252261552335e-08,4.863586222728392e-09,2.7411499094140532e-16,4.2886304212262984e-08,1.1473055685016631e-14,3.656723385133527e-17,3.406499104712297e-15,2.5519370585362976e-12,3.678731907418854e-18,6.914545173733636e-17,6.080468279349566e-14,1.5891180012395103e-16,3.25262106609295e-11,2.4228588992874226e-10,3.3811334597950657e-16,4.13923290408394e-16,2.7838929322214512e-24,4.8512623487819954e-14,3.6385734504563904e-15,1.191069149063602e-16,3.929756733279221e-23,4.492604934672986e-23,8.77870165737859e-24,3.980812782765929e-18,2.2744439483240757e-24,1.621891056374051e-20,6.342295516871726e-23,2.886237667750228e-12,1.153910413669485e-24,1.6593787404946305e-25,3.725509504523309e-18,2.7934007417293588e-11,2.303106292974635e-22,4.516731033415953e-12,4.618541453638107e-18,4.636266553167761e-19,1.1646846035250384e-25,9.901913302030931e-11,6.300075018020198e-25,6.200701821122022e-14,2.961015062754135e-15
3.2498322020115454e-05,0.46460609162042427,2.6550165169764732e-11,6.043978953865238e-13,6.918245051834524e-10,9.224806622227974e-10,0.0,0.0,6.473163362026628e-08,2.6637169109894216e-11,9.45037770124155e-11,3.736815643872465e-16,3.200220441934349e-19,1.4013320971991465e-37,1.342128719871572e-27,4.7238432469070407e-20,2.6567764303173566e-11,2.755794786816143e-13,1.1144618952483687e-24,4.0416159271980964e-27,5.624392956276375e-14,1.3264554031632762e-23,1.3975604809552196e-20,5.023085461119777e-17,9.139259785347485e-17,1.7863924984117624e-15,8.564669664568043e-23,8.496891426377864e-20,2.0533096986505431e-19,3.900446075174254e-22,1.0547122722448119e-19,1.2843256688509554e-24,5.36118083145002e-17,1.596444098843193e-17,3.76,0.0,0.7682758881264046,0.9999865150198045,4.376764829329309e-08,7.34657088494665e-12,1.698232787093546e-05,1.6982423171027182e-05,5.3620442279573426e-17,8.495824039507615e-22,1.3375588424341225e-05,5.520874372968321e-16,1.5391821685993365e-13,4.760678433000692e-09,2.242490574081398e-10,3.513893597840067e-08,1.7549820943444743e-08,4.8636442256713415e-09,2.8170859253198333e-16,4.418799611600866e-08,1.1815669864004669e-14,3.860768337229175e-17,3.5503479010471744e-15,2.552216284846206e-12,3.810536221329336e-18,7.19757702589276e-17,6.289511989493951e-14,1.668641971254143e-16,3.360340061292961e-11,2.42310710773693e-10,3.5949937968613693e-16,4.523599045135528e-16,2.9381800527316444e-24,5.125083418596341e-14,3.845598117068923e-15,1.2556623919135086e-16,4.140768943906522e-23,4.724383165763187e-23,9.216478011087411e-24,4.2436963792140164e-18,2.3954230296068212e-24,1.6981820508736805e-20,6.47870091503549e-23,2.886574891331415e-12,1.1786967674240549e-24,1.7913806429253623e-25,3.848268022783188e-18,2.8859203796361136e-11,2.389890483771504e-22,4.667302313713674e-12,4.787434048425015e-18,4.807264733073471e-19,1.1972901369416273e-25,1.0203080784637333e-10,6.618249724365497e-25,6.607328975928767e-14,3.1556876685586255e-15
3.3362898741111253e-05,0.4646061296476367,2.656270687387102e-11,6.047787239069139e-13,6.918335514071964e-10,9.528477419233946e-10,0.0,0.0,6.674194014468214e-08,2.8278190142459986e-11,1.0009512666965252e-10,4.0158965773842763e-16,3.309032881458361e-19,1.4353098868290718e-37,1.3745066901106612e-27,4.819050895628533e-20,2.722984527478911e-11,2.914433167780501e-13,1.1790825432958752e-24,4.260576716104872e-27,5.927632417070581e-14,1.3980557732874658e-23,1.4057564081351506e-20,5.329693393007845e-17,9.401652673812565e-17,1.889473234593322e-15,8.928298069731348e-23,8.985438423505102e-20,2.2325835964202165e-19,4.137140282341821e-22,1.084966711001826e-19,1.3255552041881114e-24,5.52204430549296e-17,1.6946990946773528e-17,3.76,0.0,0.7682754339840687,0.999986511697288,4.508058333806966e-08,7.777988345965687e-12,1.7434116033270024e-05,1.743421696760894e-05,5.5047198101545835e-17,8.722218692346705e-22,1.3375588379900011e-05,5.668412163808785e-16,1.6140414738399367e-13,4.7610983457901564e-09,2.242696052895417e-10,3.6272740934862243e-08,1.8112442565433124e-08,4.8636880101186915e-09,2.893056237973814e-16,4.548954021981826e-08,1.2159958111142176e-14,4.070329618873656e-17,3.696867682577574e-15,2.5524584329697326e-12,3.942411892434513e-18,7.480982462466642e-17,6.498577973854096e-14,1.7488812261638502e-16,3.4680692043631595e-11,2.4233231270082693e-10,3.8155377361077026e-16,4.929500268522647e-16,3.0966223638956977e-24,5.4061385603741134e-14,4.05813406781836e-15,1.3209590839269498e-16,4.354031504726939e-23,4.958352500992104e-23,9.65816005064285e-24,4.5151893102975986e-18,2.5176660066588483e-24,1.7751925665456783e-20,6.614944402712411e-23,2.886865258010429e-12,1.203453952201474e-24,1.9291345850733325e-25,3.9710381101054055e-18,2.9784491530922755e-11,2.477356170514812e-22,4.817888446835995e-12,4.9563997549713334e-18,4.978341139286573e-19,1.2299167915140468e-25,1.050425126812024e-10,6.9427033591947015e-25,7.027168740941407e-14,3.356702279753939e-15
3.422747546210705e-05,0.4646061676748417,2.6574935181430248e-11,6.051519465504215e-13,6.918407696135709e-10,9.832289576730186e-10,0.0,0.0,6.875232608213656e-08,2.9969469610584065e-11,1.0584883378211331e-10,4.3073635538384994e-16,3.418068360144657e-19,1.4706482247979819e-37,1.4077092223737441e-27,4.914190560036397e-20,2.788193040711334e-11,3.0768645719328236e-13,1.245500380115052e-24,4.484358130212366e-27,6.23883320263421e-14,1.4715381347911606e-23,1.4138380627383133e-20,5.644630198730251e-17,9.662126731490504e-17,1.995349381252911e-15,9.298911745265905e-23,9.488361185079234e-20,2.420721886776646e-19,4.377504075523041e-22,1.1149960769254544e-19,1.3669534039278709e-24,5.682847262527344e-17,1.7958580452749694e-17,3.76,0.0,0.7682749798419084,0.9999865083746317,4.639353325850698e-08,8.21994391754516e-12,1.7885903927396044e-05,1.7886010659405587e-05,5.647395307651043e-17,8.948613210788138e-22,1.3375588335456928e-05,5.815958161734996e-16,1.690154542138287e-13,4.761470559905643e-09,2.2428778431001504e-10,3.7406643461338884e-08,1.8675110691555605e-08,4.863720936838632e-09,2.969062510316744e-16,4.6790933192086857e-08,1.2505924380770201e-14,4.2854076632844676e-17,3.8460613688870906e-15,2.552671975934359e-12,4.074351233553114e-18,7.764712825907049e-17,6.70766332944871e-14,1.8297820890676882e-16,3.5758072620911326e-11,2.4235142990135174e-10,4.0427663728295187e-16,5.357349627596458e-16,3.2592200040864278e-24,5.694418777808911e-14,4.276174408988525e-15,1.3869068138859753e-16,4.56937662922537e-23,5.194355215490281e-23,1.0103454943386165e-23,4.795291601819616e-18,2.6410785746617804e-24,1.852869191229032e-20,6.751049230911593e-23,2.887119469650559e-12,1.228186151662007e-24,2.072672090428831e-25,4.09381835822548e-18,3.0709860160029334e-11,2.5655025128934983e-22,4.968487618011722e-12,5.125431167250821e-18,5.149487927952571e-19,1.2625676963694018e-25,1.0805423980038036e-10,7.273429315653944e-25,7.460220128822165e-14,3.564058426738073e-15
3.509205218310285e-05,0.4646062057020394,2.6586921756459667e-11,6.055193007678007e-13,6.918465940647966e-10,1.0136239932010771e-09,0.0,0.0,7.076277611930158e-08,3.171101344255142e-11,1.1176488212421126e-10,4.611319290048128e-16,3.527319835357743e-19,1.5046041088612047e-37,1.4399655286135025e-27,5.009271093067344e-20,2.8524174834834115e-11,3.2430324921864435e-13,1.3137191133608606e-24,4.714372964423076e-27,6.55799530909047e-14,1.5469024453036225e-23,1.4218073999315836e-20,5.967818824728038e-17,9.920700268639012e-17,2.1040228801805877e-15,9.676519091660609e-23,1.0005735826182499e-19,2.617799871187338e-19,4.621265054198499e-22,1.1448025852729895e-19,1.4085243915188251e-24,5.843600219108811e-17,1.8999199517484996e-17,3.76,0.0,0.768274525699927,0.9999865050518532,4.770649500744158e-08,8.67227853139604e-12,1.8337691553313574e-05,1.8337804246398188e-05,5.79007072044674e-17,9.175007594832524e-22,1.3375588291012213e-05,5.963514976054347e-16,1.7674952031921623e-13,4.761805972573183e-09,2.2430413567046352e-10,3.854063297888057e-08,1.9237820345577632e-08,4.863745578534184e-09,3.0451060587051903e-16,4.809217248777661e-08,1.2853571824621126e-14,4.506002957521323e-17,3.997931308436272e-15,2.5528634668759766e-12,4.206347796758427e-18,8.048727236782271e-17,6.916765818510109e-14,1.9112948452586142e-16,3.683553280797058e-11,2.423686300428173e-10,4.276680778845901e-16,5.807551808340184e-16,3.425973118222348e-24,5.989915239541753e-14,4.499712380167113e-15,1.4534569430923222e-16,4.7866486392126566e-23,5.43224454488406e-23,1.0552091477420604e-23,5.0840031898063e-18,2.7655732518442617e-24,1.931162322414965e-20,6.88703484156908e-23,2.8873458058492956e-12,1.2528968641037069e-24,2.2220220564039883e-25,4.216607678284749e-18,3.163530162439475e-11,2.6543288694544983e-22,5.119098424290875e-12,5.294522128854819e-18,5.320698591143525e-19,1.2952453602311123e-25,1.1106598329127092e-10,7.61042221935199e-25,7.90648201946693e-14,3.777755574833101e-15
