Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H4F2(1),O2(2),H2O(3),CH4(4),CH2CHF(56),HF(38),C2H3F(137),C2H3F(136),O2(141),CH2CF(70),CH2CFO(79),C2H3F2(66),C2H3F2(64),CH2CF2(57),C2H2F2(59),CH2F(46),C2H2F(71),CHFO(47),C2H4F(62),S(289),C2H4F(63),C2H3F2(65),CF2CH(73),C2HF2(72),CH2F2(41),S(787),CF2(43),S(495),C2HF(58),CF2O(49),C2H2O(134),S(435),S(2464),S(1651),S(1682),CF3CHO(75),CF2CO(76),S(783),S(2674),CHO2(159),S(3132),S(537),S(1330),C2HF(1925),S(125),S(977),S(975),S(990),CHF2(82),S(499),C2H2O(450),CH3F(39),S(3133),C2H2F3(67),S(5616)
2.174835167231914e-09,0.4646046623544929,6.662304113685786e-18,5.300519235362771e-22,1.1122079779112057e-15,1.1441656045575452e-20,0.0,0.0,8.761392415845417e-13,2.746822673894255e-20,1.1774716590814832e-22,2.2407997597273157e-23,3.9227343897885343e-32,5.265310397884377e-44,1.6158005429612656e-32,4.306408024223851e-22,2.47889553525149e-19,8.036212556089814e-25,2.38719405177702e-40,7.524854020250707e-42,2.518889425081652e-22,1.1249980170031281e-33,2.8666028936989767e-21,3.5944772079388177e-32,2.3825288653439144e-27,7.510798329081893e-33,1.61799979918878e-33,6.227178289803089e-34,7.660914373320124e-40,4.473186514698164e-42,3.524484211926191e-32,8.192282352713395e-40,9.775496120065279e-31,8.882653460795367e-36,3.76,0.0,0.7682929519285872,0.9999866568726078,1.770661614942766e-18,3.334234129185379e-24,1.1364948458648573e-09,1.1364948458699808e-09,5.69415570399272e-22,1.1251213657168023e-27,1.334312651422448e-05,4.34452707058135e-25,9.948003516688986e-27,8.749994750218441e-13,2.594040500719936e-16,1.101465829316962e-18,1.291526857044731e-16,3.2946411502513353e-12,5.609605325205679e-24,1.1137699984511213e-15,3.67354908040563e-21,1.5202981245588333e-25,2.690760796360213e-22,3.0875287550580214e-18,9.283412808156777e-32,1.8247791930902535e-30,3.3549435749620482e-21,9.174868259001188e-34,2.478929737943696e-19,6.273765167230881e-16,1.8222464619699377e-28,3.5845390600812085e-33,6.3888175596744e-33,5.153934210673785e-26,8.983594063355208e-30,2.3254092320414955e-37,5.846549689144901e-42,6.993969957570904e-46,1.2618789409425755e-39,5.2296232349293266e-33,2.4020440495585162e-42,1.7512644939295352e-23,1.210149357101435e-28,7.223576096478829e-21,1.6508847380090472e-28,9.441955709601372e-42,4.2207156240757405e-21,2.0785020251525844e-19,1.1497966873590608e-30,1.4623428991398505e-22,6.986548248674537e-28,8.537344956033761e-31,5.091709357489547e-39,2.5662176522728096e-18,6.52679336143985e-37,2.678391852256426e-26,1.0058231546940475e-29
2.2143685138226306e-09,0.4646046623562317,6.894727311386641e-18,5.578806445716903e-22,1.152972008473141e-15,1.1882286427368269e-20,0.0,0.0,8.92067658398777e-13,2.847596498252695e-20,1.2428156070286784e-22,2.3793676995764534e-23,4.2152003786896824e-32,5.543237795363296e-44,1.6715659161802414e-32,4.448777182709461e-22,2.569799708794965e-19,8.463574547515632e-25,2.560889540918025e-40,7.955636273852436e-42,2.6112966065266285e-22,1.1871617979380114e-33,2.910849235003427e-21,3.8628948165040453e-32,2.5146977780109044e-27,8.094713103562556e-33,1.707732399415189e-33,6.692010418302924e-34,8.382783462687016e-40,4.89467499105888e-42,3.786935645430196e-32,8.959150572777467e-40,1.050559310705681e-30,9.719638291745283e-36,3.76,0.0,0.7682929519078825,0.999986653507058,1.868940419966931e-18,3.519347792020262e-24,1.1571536274051734e-09,1.1571536274104854e-09,5.891070422470679e-22,1.1661273735828724e-27,1.334649204825985e-05,4.5028909378069175e-25,1.0446550715697481e-26,8.908862076773855e-13,2.688961312591621e-16,1.1625509483676603e-18,1.338890235036786e-16,3.3545092579618876e-12,5.814432638615155e-24,1.1546246421032919e-15,3.808022473107603e-21,1.5770099909713814e-25,2.7892811833585e-22,3.2003641366301578e-18,9.616387089996387e-32,1.9260049311340265e-30,3.4162228226866644e-21,9.70702033740194e-34,2.569835810839755e-19,6.502715545836357e-16,1.9233155828203553e-28,3.8139614970137245e-33,6.694372517152328e-33,5.439424217875545e-26,9.65348537294562e-30,2.503801097105713e-37,6.276331885362001e-42,7.536799314483664e-46,1.3236633383021091e-39,5.6223092166724727e-33,2.5537947634233474e-42,1.82336771486929e-23,1.2879632306579606e-28,7.623713449988583e-21,1.7236611688562792e-28,1.014691366325941e-41,4.288561406596279e-21,2.1547337990706355e-19,1.1971691449633401e-30,1.5434421977385078e-22,7.2427208564904955e-28,8.898078286272654e-31,5.482587595563565e-39,2.6603501809374038e-18,6.806721068154631e-37,2.827076868894422e-26,1.0808379048884064e-29
2.2539018604133474e-09,0.4646046623579704,7.131130246786156e-18,5.86666584863862e-22,1.1944683038236212e-15,1.233517518227773e-20,0.0,0.0,9.079961585931959e-13,2.950185914971096e-20,1.3105320225307948e-22,2.523510749499111e-23,4.523703818959487e-32,5.830263412722958e-44,1.7281563872709502e-32,4.592931701834466e-22,2.6623394988711886e-19,8.905161939678396e-25,2.743855517234856e-40,8.403288118492324e-42,2.7053684020541076e-22,1.2515630931816961e-33,2.9548445092924233e-21,4.146066359240384e-32,2.6516615352524795e-27,8.712589276471775e-33,1.8007185466439207e-33,7.182375937489187e-34,9.158063700707003e-40,5.347348452375443e-42,4.063745552365269e-32,9.78220202527005e-40,1.1275831066080495e-30,1.0618551003081174e-35,3.76,0.0,0.7682929518871778,0.9999866504904185,1.970788426242586e-18,3.711187909539172e-24,1.1778124089449295e-09,1.1778124089504336e-09,6.090923679758772e-22,1.2078575394011184e-27,1.3349508671565204e-05,4.664058077983352e-25,1.096116102451849e-26,9.067722801899233e-13,2.7855789117167274e-16,1.225850829384987e-18,1.3871058921902211e-16,3.414376628280202e-12,6.022897954824753e-24,1.1962149810288401e-15,3.944902445721921e-21,1.6347478445868893e-25,2.889565952279598e-22,3.315208846297737e-18,9.95510771225e-32,2.030906021988821e-30,3.477512712608562e-21,1.0260242438259594e-33,2.662377569314998e-19,6.735725355352513e-16,2.02804998471298e-28,4.0539304415317214e-33,7.007712623800832e-33,5.735241288184184e-26,1.0360111301245991e-29,2.692447462810215e-37,6.7291927648689e-42,8.111419474730157e-46,1.3871934393845886e-39,6.036614391353679e-33,2.7121176052908874e-42,1.8967906151678376e-23,1.369111393687385e-28,8.038324642432051e-21,1.7980092791178596e-28,1.0890609670264517e-41,4.3561156108894334e-21,2.2323377612797383e-19,1.2455168717331759e-30,1.6274819585627707e-22,7.5035012212725085e-28,9.267872259643165e-31,5.895690399849142e-39,2.7561778138571795e-18,7.093874109492957e-37,2.9811634186093585e-26,1.1599672461071294e-29
2.293435207004064e-09,0.46460466235970904,7.371513179767572e-18,6.164258999528457e-22,1.2366967913870405e-15,1.2800530426863527e-20,0.0,0.0,9.239247422085924e-13,3.054590933546895e-20,1.3806631184995809e-22,2.673327954310172e-23,4.848818810553146e-32,6.126499814359117e-44,1.785566297003347e-32,4.738848279204367e-22,2.7565148381500647e-19,9.36116397414058e-25,2.936414313345932e-40,8.868199472547067e-42,2.801104811664051e-22,1.3182406712110108e-33,2.9985901488220567e-21,4.444522319751214e-32,2.793505223568443e-27,9.365797483420597e-33,1.897015881506222e-33,7.699191705676938e-34,9.989664860932229e-40,5.832905729862012e-42,4.3554253618943434e-32,1.0664447547908618e-39,1.2087654014277356e-30,1.1582765279914345e-35,3.76,0.0,0.7682929518664732,0.9999866477865178,2.076269175224893e-18,3.909874427616701e-24,1.1984711904841259e-09,1.1984711904898252e-09,6.293696518378771e-22,1.2503113537074974e-27,1.3352212556318683e-05,4.828027127906731e-25,1.1492081371697236e-26,9.22657692866197e-13,2.8838928370130916e-16,1.291404705139752e-18,1.436173796295818e-16,3.4742432612153524e-12,6.2349994707112105e-24,1.238541006171346e-15,4.084188441237149e-21,1.6935113779549791e-25,2.991614738119639e-22,3.432062067444801e-18,1.0299576851840847e-31,2.1395479669309246e-30,3.538813251713094e-21,1.0835010012554612e-33,2.7565549472719156e-19,6.972792324924939e-16,2.1365146414060143e-28,4.3047522773908045e-33,7.328858430864159e-33,6.04156710674991e-26,1.1104786480105944e-29,2.8917509053597356e-37,7.2059308285449e-42,8.719121777101717e-46,1.4524813704644426e-39,6.473313917742883e-33,2.877174340085948e-42,1.971519511738811e-23,1.4536624998109165e-28,8.467664255693581e-21,1.8739203462629177e-28,1.167443579859582e-41,4.423379490159065e-21,2.3113138752557723e-19,1.2948398849181259e-30,1.7145142720548786e-22,7.768889120030152e-28,9.646817130524003e-31,6.331851595133462e-39,2.853700530153849e-18,7.3883294033789e-37,3.1407477566605203e-26,1.2433584961107006e-29
2.3725019001854973e-09,0.4646046623631865,7.864220077151665e-18,6.78929266425707e-22,1.3233500528786608e-15,1.376947291811561e-20,0.0,0.0,9.557821598627588e-13,3.2688478142834865e-20,1.5283381819569773e-22,2.9903757860612886e-23,5.551229719774789e-32,6.747047793992677e-44,1.902821960803994e-32,5.03587539544522e-22,2.949771895150588e-19,1.0317159378794398e-24,3.351626910419355e-40,9.85138432587228e-42,2.9975714731311866e-22,1.4585795470819895e-33,3.0853382116291307e-21,5.089456097623444e-32,3.0921726493317147e-27,1.0783868192451703e-32,2.0997745992584776e-33,8.815921760929988e-34,1.183398956372154e-39,6.909770925852303e-42,4.98548411833856e-32,1.2619085027503129e-39,1.3841958178246385e-30,1.3721196751197423e-35,3.76,0.0,0.7682929518250639,0.999986643190716,2.2983830356416354e-18,4.328266424265578e-24,1.2397887535608394e-09,1.2397887535669396e-09,6.707925720430015e-22,1.3373878911384758e-27,1.3356808326166793e-05,5.164365603820434e-25,1.2603839542295203e-26,9.544265399335426e-13,3.0856078224860727e-16,1.4294313183200425e-18,1.5368662165960476e-16,3.593974314972454e-12,6.670103896203341e-24,1.3254000788784297e-15,4.369976273588523e-21,1.8141143757628146e-25,3.2010029009227205e-22,3.671790779544762e-18,1.100577222815614e-31,2.3683164155663526e-30,3.661446305409766e-21,1.2051103206712862e-33,2.949816297395859e-19,7.459088667068414e-16,2.36489453433508e-28,4.8402008477101496e-33,7.994646077115313e-33,6.686471267526991e-26,1.2713657144993044e-29,3.323984484255637e-37,8.234297613730535e-42,1.0039094895820095e-45,1.5883780047839214e-39,7.417064764385941e-33,3.228143415321653e-42,2.1248402092508717e-23,1.6332457900109678e-28,9.371546408091282e-21,2.0303948418569472e-28,1.3368168955987207e-41,4.557041259536428e-21,2.4733824124803544e-19,1.3964118113004682e-30,1.8977648480392508e-22,8.313486633044308e-28,1.0432520471236195e-30,7.276762150502694e-39,3.053831129365994e-18,7.999454337192721e-37,3.476794787799916e-26,1.4235287879815556e-29
2.4436619240487874e-09,0.46460466236631626,8.321270480164566e-18,7.38673268450448e-22,1.4038413576277238e-15,1.4686244653776153e-20,0.0,0.0,9.844541214499374e-13,3.4678884606707195e-20,1.6699273383953297e-22,3.296096628180435e-23,6.246174568881177e-32,7.338140793306489e-44,2.011098439938282e-32,5.308996333562249e-22,3.129296149903397e-19,1.122871283238455e-24,3.7614707387225655e-40,1.0799288829721411e-41,3.1800844486132677e-22,1.5930575192928478e-33,3.162571918298199e-21,5.727682102717475e-32,3.378515915697943e-27,1.2195442704890397e-32,2.2941596408968435e-33,9.920965503958201e-34,1.3717841229316582e-39,8.009710643724975e-42,5.608701610385086e-32,1.461305779044568e-39,1.5578059927095021e-30,1.590545509037432e-35,3.76,0.0,0.7682929517877954,0.9999866398324594,2.5113468090154075e-18,4.729437107135158e-24,1.2769745603279672e-09,1.2769745603344403e-09,7.0905292813416575e-22,1.4182265466744875e-27,1.3360166553919828e-05,5.4766394956223655e-25,1.366267794837821e-26,9.830162487181857e-13,3.272948122186523e-16,1.5617572957892738e-18,1.6304037566043054e-16,3.701729741594455e-12,7.074115622511104e-24,1.4060892003106097e-15,4.635408335805511e-21,1.926162292643184e-25,3.3954815251521e-22,3.8944075448993035e-18,1.1661041446404587e-31,2.587658814069913e-30,3.771852544011435e-21,1.32241237514822e-33,3.1293446686789475e-19,7.910608106755663e-16,2.583845399127103e-28,5.3623798098275745e-33,8.620743520162833e-33,7.3046457067375e-26,1.4305424331061345e-29,3.7536662777349684e-37,9.249764817989178e-42,1.135381181092481e-45,1.716813543137014e-39,8.351084494809676e-33,3.568696535580127e-42,2.2671567883016515e-23,1.8071877121642527e-28,1.0237962791097504e-20,2.1764732945219126e-28,1.5044239632365582e-41,4.676356402606789e-21,2.6239364888952375e-19,1.4911620907861318e-30,2.0734471781076858e-22,8.819379946568167e-28,1.1171854524655673e-30,8.214724406011386e-39,3.2397456443601624e-18,8.57521178107561e-37,3.7990050577539157e-26,1.601788044648677e-29
2.5148219479120774e-09,0.46460466236944586,8.791220109207663e-18,8.018221620848223e-22,1.4867038367130317e-15,1.564664505510694e-20,0.0,0.0,1.0131263539332883e-12,3.67281180498781e-20,1.819996359614229e-22,3.6216941403203396e-23,7.004324822350207e-32,7.9607599940069e-44,2.121943389583033e-32,5.587472974246365e-22,3.314118538370598e-19,1.2189826280548182e-24,4.20765682575595e-40,1.1809401297247643e-41,3.367990773721958e-22,1.7355117265959293e-33,3.2390187104187324e-21,6.424106217439763e-32,3.681992600696891e-27,1.3744442328870727e-32,2.5001686504259443e-33,1.1126701146264241e-33,1.5834275856294787e-39,9.245445662030217e-42,6.288450389393364e-32,1.6850488384520036e-39,1.747251724823778e-30,1.835938144775605e-35,3.76,0.0,0.768292951750527,0.999986637074769,2.7370685776546804e-18,5.1546553005652574e-24,1.314160367093281e-09,1.3141603671001382e-09,7.482303001782895e-22,1.5014019112217592e-27,1.3362924215567005e-05,5.797971284283708e-25,1.4778197796452975e-26,1.0116038243757311e-12,3.465777354281156e-16,1.7019958742350682e-18,1.726702076455633e-16,3.809482779236134e-12,7.489880659220676e-24,1.4891618042144444e-15,4.9086272556470085e-21,2.041529653656395e-25,3.595669891146595e-22,4.123519204163552e-18,1.2334995618122613e-31,2.8201401779926474e-30,3.8822933945854144e-21,1.4474528261094574e-33,3.314171420548785e-19,8.375237485780256e-16,2.8158920317285257e-28,5.924676133337106e-33,9.272422425589519e-33,7.959689840647272e-26,1.6041957799341947e-29,4.224554485818233e-37,1.0355607460290745e-41,1.2797247884612579e-45,1.8511225328552784e-39,9.370339790884553e-33,3.933646448793094e-42,2.4134894662183e-23,1.9932005732634483e-28,1.115605244738688e-20,2.327466315569767e-28,1.6873098669503238e-41,4.7947501376448684e-21,2.7789357696378573e-19,1.5890723457144103e-30,2.2596348426568436e-22,9.340198252785466e-28,1.1942240107928183e-30,9.241073618964987e-39,3.4311519048080546e-18,9.175823990352145e-37,4.140524840418231e-26,1.7962638441884392e-29
2.5859819717753675e-09,0.4646046623725755,9.274070473718461e-18,8.684700923729845e-22,1.5719370670833073e-15,1.665188834042478e-20,0.0,0.0,1.0417988575353343e-12,3.8836179027858157e-20,1.9787912784815308e-22,3.967707907330205e-23,7.829388748517215e-32,8.615509171978155e-44,2.235324984041543e-32,5.871176493634173e-22,3.504238669000171e-19,1.3201535703971325e-24,4.692261528113606e-40,1.288417629767932e-41,3.5612904484570434e-22,1.886166806416208e-33,3.314686648564067e-21,7.182159556848277e-32,4.003098277702405e-27,1.5440178809690797e-32,2.7181372289242454e-33,1.2439056314677867e-33,1.820418769834381e-39,1.0629174534513746e-41,7.028028309853834e-32,1.935284677825135e-39,1.953467142476263e-30,2.1107201044001905e-35,3.76,0.0,0.7682929517132586,0.9999866348101659,2.9759186876555582e-18,5.604620350616134e-24,1.3513461738567815e-09,1.351346173864034e-09,7.88314066918203e-22,1.5869110223945569e-27,1.3365188789929124e-05,6.128353738420909e-25,1.5951836483381453e-26,1.0401892686751127e-12,3.6640928347572465e-16,1.8503754716683574e-18,1.8257609888100227e-16,3.917233427950422e-12,7.917388542404967e-24,1.574617837754748e-15,5.1896297894207865e-21,2.1602153992717395e-25,3.801565872962251e-22,4.3591210080560686e-18,1.3027667897111534e-31,3.0661424503577732e-30,3.99276889785792e-21,1.5805235038404245e-33,3.5042961686410584e-19,8.852963605653414e-16,3.0614127825009215e-28,6.529026246991106e-33,9.949781027275431e-33,8.652659924238122e-26,1.7931747728285614e-29,4.73933017886308e-37,1.1556953252390266e-41,1.4378098081576845e-45,1.9913679913198694e-39,1.0479843921307335e-32,4.3239869913129916e-42,2.5637570166411073e-23,2.1916665542262603e-28,1.2127295301281457e-20,2.4833130620965847e-28,1.8863748247954047e-41,4.912229580789082e-21,2.938380042197084e-19,1.690142529892961e-30,2.4566311217210145e-22,9.875940291192416e-28,1.2744202783541945e-30,1.0361234372880062e-38,3.628049788956777e-18,9.801738949734546e-37,4.501915272503363e-26,2.007907724870581e-29
2.6571419956386576e-09,0.46460466237570514,9.769823081335551e-18,9.387111829034032e-22,1.659540625749889e-15,1.7703188867842882e-20,0.0,0.0,1.070471632475696e-12,4.1003068096611583e-20,2.1465580848055646e-22,4.3346664226880583e-23,8.72517891157274e-32,9.302977292910277e-44,2.3512117321621633e-32,6.159980062297874e-22,3.6996561505624e-19,1.4264858099344921e-24,5.2174181128979596e-40,1.402612429165496e-41,3.759983472818306e-22,2.0452469739607413e-33,3.38958371035159e-21,8.005371096131423e-32,4.3423283312568696e-27,1.729236920344539e-32,2.9484008154535595e-33,1.3864126948528741e-33,2.0849685571489258e-39,1.217380482281249e-41,7.830824305613789e-32,2.214280532483275e-39,2.1774130619937595e-30,2.417454720865709e-35,3.76,0.0,0.7682929516759902,0.9999866329504546,3.2282674190374678e-18,6.0800315516830046e-24,1.3885319806184684e-09,1.3885319806261274e-09,8.292937301170756e-22,1.674750920391233e-27,1.3367048472216617e-05,6.467779834516727e-25,1.7185030580292773e-26,1.0687725833810386e-12,3.867891881055551e-16,2.007124393733229e-18,1.927580306474753e-16,4.024981687790255e-12,8.356628823177098e-24,1.6624572480928342e-15,5.478412694826383e-21,2.2822186243980762e-25,4.01316734545537e-22,4.601208211125548e-18,1.3739097348116093e-31,3.326047557533352e-30,4.103279094551589e-21,1.7219205617866372e-33,3.699718528913508e-19,9.343773280967878e-16,3.3207858349467472e-28,7.17741000135117e-33,1.0652912028140817e-32,9.384611247846872e-26,1.9983522661371587e-29,5.30077435663147e-37,1.2859066773510847e-41,1.610540982121361e-45,2.1376111979863627e-39,1.1684753116182577e-32,4.740726997142721e-42,2.717878231344312e-23,2.4029621202019145e-28,1.3153169886918327e-20,2.6439505179096235e-28,2.1025446835856192e-41,5.02880179322256e-21,3.102269094208078e-19,1.7943725733292207e-30,2.6647391470337155e-22,1.0426604812873149e-27,1.3578267882528025e-30,1.1580794259136123e-38,3.8304391750561345e-18,1.0453404470384005e-36,4.8837374258320495e-26,2.2376979775792642e-29
2.7283020195019476e-09,0.4646046623788349,1.0278479437900127e-17,1.0126395358301567e-21,1.7495140897873735e-15,1.880176113513547e-20,0.0,0.0,1.0991446789715982e-12,4.322878581255066e-20,2.3235427259183323e-22,4.7230871072344396e-23,9.69561205606994e-32,1.0023738730342918e-43,2.469572473884918e-32,6.453758818613275e-22,3.9003705921491525e-19,1.5380791774533423e-24,5.78531669256623e-40,1.5237813203242158e-41,3.9640698468055276e-22,2.212976023012285e-33,3.463717791300059e-21,8.897367636161976e-32,4.70017795716016e-27,1.9311146205611585e-32,3.191294687194351e-33,1.5408177198516018e-33,2.3794127068084163e-39,1.389297306224382e-41,8.700318194697184e-32,2.5244268909981858e-39,2.4200769808369736e-30,2.758850103826346e-35,3.76,0.0,0.7682929516387218,0.9999866314232463,3.494484985752998e-18,6.581588146538556e-24,1.4257177873783416e-09,1.4257177873864186e-09,8.71158913133212e-22,1.7649186480060655e-27,1.3368575651966466e-05,6.816242756545694e-25,1.8479215822350077e-26,1.0973537702544912e-12,4.07717181206893e-16,2.1724708337685924e-18,2.0321598424047351e-16,4.132727558808573e-12,8.807591067678713e-24,1.752679982387171e-15,5.7749727309545e-21,2.407538556827575e-25,4.230472184282217e-22,4.84977607174709e-18,1.4469328934071082e-31,3.600237409635565e-30,4.213824025385478e-21,1.8719445217765374e-33,3.9004381176451955e-19,9.847653339387565e-16,3.5943892059547998e-28,7.871850664236407e-33,1.1381902848673779e-32,1.0156598138513166e-25,2.220624921572052e-29,5.9117694226922785e-37,1.4267349623601417e-41,1.7988589755106464e-45,2.2899119013547187e-39,1.2990366518357123e-32,5.1848904611569885e-42,2.875772073167849e-23,2.6274578681276595e-28,1.4235153349412568e-20,2.8093137748693806e-28,2.336770907403303e-41,5.1444737815976046e-21,3.2706027134530053e-19,1.90176238774098e-30,2.8842619021083834e-22,1.0992190580492016e-27,1.4444960504962375e-30,1.2905503840557748e-38,4.038319941358633e-18,1.1131268190284194e-36,5.286552307400045e-26,2.4866396150599391e-29
2.7994620433652377e-09,0.4646046623819646,1.0800041047457885e-17,1.090349231894116e-21,1.8418570363341686e-15,1.994881977960214e-20,0.0,0.0,1.127817997238286e-12,4.5513332732531267e-20,2.509991107250862e-22,5.1334763466272454e-23,1.074470899159057e-31,1.077835348093915e-43,2.5903763768241845e-32,6.752389842462591e-22,4.1063816031732355e-19,1.655031663974293e-24,6.3982041603521494e-40,1.6521869987916018e-41,4.173549570418495e-22,2.389577326721384e-33,3.537096705677921e-21,9.861873769067593e-32,5.077142162558442e-27,2.1507068498586253e-32,3.44715395958092e-33,1.7077639325634535e-33,2.7062152762350254e-39,1.5801064722294553e-41,9.640080484486678e-32,2.8682404899556722e-39,2.6824730707178216e-30,3.137763104408713e-35,3.76,0.0,0.7682929516014534,0.9999866301691023,3.774941535697835e-18,7.109989326375344e-24,1.4629035941364013e-09,1.4629035941449072e-09,9.13899359511595e-22,1.857411250640902e-27,1.3369829767123903e-05,7.17373589559986e-25,1.9835827104349626e-26,1.125932831053147e-12,4.2919299481410565e-16,2.3466428728697697e-18,2.1394994097028118e-16,4.240471041058317e-12,9.270264857067873e-24,1.8452859877939445e-15,6.079306658286399e-21,2.5361745386157044e-25,4.453478265898743e-22,5.10481985211857e-18,1.5218413503466346e-31,3.889093900931874e-30,4.324403731075071e-21,2.030900319140591e-33,4.1064545514358454e-19,1.0364590621636968e-15,3.8826007460454686e-28,8.61441491618961e-33,1.2136835873037631e-32,1.0969673961330849e-25,2.4609131791108536e-29,6.575300674362847e-37,1.5787340619161818e-41,2.003741063408655e-45,2.4483285152162457e-39,1.440212613615943e-32,5.657516702205841e-42,3.037357807901459e-23,2.865518396332828e-28,1.5374721446018907e-20,2.9793362898997863e-28,2.5900305661263587e-41,5.259252498456828e-21,3.4433806878616593e-19,2.0123118708205387e-30,3.115502222318946e-22,1.1572696368286155e-27,1.5344805520467072e-30,1.4341276613581404e-38,4.251691966119471e-18,1.1835777574613295e-36,5.710920859436928e-26,2.7557643412013887e-29
2.8706220672285277e-09,0.4646046623850943,1.133450941226122e-17,1.1719343304439833e-21,1.936569042592975e-15,2.114557957793191e-20,0.0,0.0,1.1564915874893633e-12,4.7856709413849134e-20,2.706149092900973e-22,5.566329544767573e-23,1.1876594477565054e-31,1.1567367377082297e-43,2.713592932886297e-32,7.055752129260684e-22,4.317688793367829e-19,1.777439449482658e-24,7.058384125677238e-40,1.7880982196596335e-41,4.388422643656989e-22,2.575273838397003e-33,3.609728187342913e-21,1.0902711843817533e-31,5.4737157660329115e-27,2.3891131115841146e-32,3.716313586436457e-33,1.887911360015622e-33,3.067972040767209e-39,1.7913234161936238e-41,1.065377217725918e-31,3.248367289262198e-39,2.965642170718152e-30,3.55720327896976e-35,3.76,0.0,0.768292951564185,0.9999866291391978,4.070007150720772e-18,7.665934230848145e-24,1.5000894008926478e-09,1.5000894009015937e-09,9.57504931591619e-22,1.952225776316615e-27,1.3370859642726883e-05,7.540252849514837e-25,2.1256298481026403e-26,1.15450976753172e-12,4.512163611065195e-16,2.5298684799500322e-18,2.24959882162001e-16,4.348212134592428e-12,9.744639787506558e-24,1.940275211467548e-15,6.391411238693288e-21,2.6681260098357407e-25,4.682183467560284e-22,5.366334818257106e-18,1.5986407777827037e-31,4.192998910244067e-30,4.4350182523322854e-21,2.199097347729767e-33,4.3177674472052732e-19,1.0894571981490265e-15,4.185798139615825e-28,9.407212845960954e-33,1.291778866804232e-32,1.1824891120802244e-25,2.7201612279374925e-29,7.294457807807278e-37,1.7424716029312433e-41,2.226201826331727e-45,2.6129183049346105e-39,1.5925616781180114e-32,6.159660526062069e-42,3.2025551179513364e-23,3.117502193920772e-28,1.6573348547292388e-20,3.1539501200553523e-28,2.8633263239718687e-41,5.373144842651068e-21,3.6206028055120046e-19,2.126020909500593e-30,3.358762794980339e-22,1.2168120962058233e-27,1.6278327568710953e-30,1.5894188969171057e-38,4.470555127596548e-18,1.2567379916117211e-36,6.157403959466926e-26,3.046130520352231e-29
2.9417820910918178e-09,0.4646046623882239,1.1881886032771708e-17,1.2574888694571668e-21,2.0336496858311966e-15,2.2393255446067124e-20,0.0,0.0,1.1851654499370691e-12,5.025891641423679e-20,2.912262506193373e-22,6.022131191627089e-23,1.30954971082493e-31,1.2391312296763752e-43,2.8391919549225317e-32,7.363726564308602e-22,4.534291772785983e-19,1.9053969312683593e-24,7.768216850007745e-40,1.931789953566359e-41,4.608689066520794e-22,2.7702880922956247e-33,3.6816198905728495e-21,1.2023801931825897e-31,5.890393397688414e-27,2.647477582343383e-32,3.999108360107983e-33,2.0819368200668e-33,3.467413912546901e-39,2.024542457965734e-41,1.174514457608216e-31,3.667585427670926e-39,3.2706517804098814e-30,4.020336851817378e-35,3.76,0.0,0.7682929515269166,0.9999866282934307,4.380051846633795e-18,8.250121948116172e-24,1.5372752076470805e-09,1.5372752076564779e-09,1.001965609131204e-21,2.049359275684367e-27,1.3371705381110106e-05,7.915787422496183e-25,2.2742063171906504e-26,1.1830845814422315e-12,4.737870124083063e-16,2.7223755118020797e-18,2.362457891555747e-16,4.455950839463852e-12,1.0230705470147878e-23,2.0376476005610035e-15,6.711283235435723e-21,2.803392494628984e-25,4.916585667321287e-22,5.634316239995607e-18,1.6773374339311074e-31,4.5123343013512086e-30,4.545667629865468e-21,2.3768495048320754e-33,4.53437642219286e-19,1.1437584285760303e-15,4.504358905184482e-28,1.0252397946009492e-32,1.3724834195326557e-32,1.2723301062194948e-25,2.999336977423186e-29,8.072436438598368e-37,1.9185289851805536e-41,2.4672938547689493e-45,2.7837375639843276e-39,1.7566566003021198e-32,6.692392388167985e-42,3.3712841993334204e-23,3.383761548871715e-28,1.7832507638247897e-20,3.3330861367122503e-28,3.1576864280566474e-41,5.48615765975401e-21,3.8022688546306454e-19,2.2428893823927333e-30,3.6143461594289477e-22,1.2778463159169372e-27,1.7246051059909495e-30,1.7570480152846047e-38,4.694909304050461e-18,1.3326522335481811e-36,6.626562420369768e-26,3.358823146672545e-29
