Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H4F2(1),O2(2),H2O(3),CH4(4),CH2CHF(56),HF(38),C2H3F(137),C2H3F(136),O2(141),CH2CF(70),CH2CFO(79),C2H3F2(66),C2H3F2(64),CH2CF2(57),C2H2F2(59),CH2F(46),C2H2F(71),CHFO(47),C2H4F(62),S(289),C2H4F(63),C2H3F2(65),CF2CH(73),C2HF2(72),CH2F2(41),S(787),CF2(43),S(495),C2HF(58),CF2O(49),C2H2O(134),S(435),S(2464),S(1651)
1.0974124901675684e-06,0.596663365696519,2.2536022708266293e-07,1.0213816141173397e-08,3.5478558383639737e-07,3.090998149859346e-07,0.0,0.0,3.3905693429746237e-07,5.502872487005209e-11,2.3045871288071605e-09,6.601935216519333e-13,2.447324640510303e-15,6.347837318872575e-25,1.4348280301505015e-18,4.766284017436264e-13,7.9165666287775e-09,1.0606958110510407e-11,1.2268819764590002e-17,2.287750922717877e-19,3.326998848694712e-10,2.2779101921552816e-17,1.2239961552413185e-14,1.0587248296497906e-14,7.401071939165929e-14,2.3436753356901265e-11,1.6834027010955113e-15,2.970999113759941e-16,1.1436336338814485e-16,3.515631904606967e-18,9.339394664554478e-16,1.7212855830832335e-19,3.441106523006445e-13,8.807522979054969e-22,3.76,0.0,0.6096677995299631,0.9997934150805677,4.37150378261622e-07,2.686518861533541e-10,0.0007363477411364294,0.0007363513572270943,2.1288696125934623e-12,6.130205718612695e-16,0.00020548683059874942,4.605681569379464e-11,2.2446273513857493e-10,2.567498426343742e-07,7.83739755826159e-08,5.170936036388379e-07,1.5549731934566319e-07,1.2963081482788273e-05,2.9010808088115582e-11,7.127423474570861e-07,2.0711906302691825e-10,1.2954765648241513e-13,1.3942089976090225e-10,8.182625098657492e-09,9.921435781963641e-14,3.960439530732021e-14,1.0913220832367777e-10,1.2686530471283168e-13,8.195464508321851e-09,2.1982425444470314e-10,1.1175790702427244e-12,4.041777693380348e-15,2.648265622211422e-18,5.651567370817812e-11,1.1340318095374372e-13,1.5127969797451388e-15
1.1123662857481433e-06,0.5966644923100037,2.3169073548402475e-07,1.0524679519517888e-08,3.619091623591172e-07,3.2165411498833664e-07,0.0,0.0,3.4593858598177417e-07,5.675391894499091e-11,2.399728953896363e-09,6.909964216553055e-13,2.6153663159390616e-15,6.9977030126090275e-25,1.5378469871326933e-18,4.969559249279515e-13,8.190341996602945e-09,1.1100223272410209e-11,1.3194071558506566e-17,2.4077219414418064e-19,3.4182741215885955e-10,2.3430145008795523e-17,1.2572356774241627e-14,1.1315683438870186e-14,7.665646360110307e-14,2.479906466888969e-11,1.7552583026393585e-15,3.1874005345111245e-16,1.2376714326500756e-16,3.787911811796697e-18,9.783924103739483e-16,1.8094754111956131e-19,3.5911994970780603e-13,9.645752848762562e-22,3.76,0.0,0.6096576460732944,0.9997933871572564,4.52518556528893e-07,2.8110829308493293e-10,0.0007463752970282048,0.0007463790539444245,2.157917147970413e-12,6.214382465657204e-16,0.0002054868250241375,4.773819509775247e-11,2.358806034694034e-10,2.628301399687908e-07,8.030832576386606e-08,5.358766070410276e-07,1.6091288329901902e-07,1.3130083514638139e-05,3.014171047365823e-11,7.319087235203455e-07,2.1398087089992266e-10,1.337343210638536e-13,1.4510797578792043e-10,8.403360329719855e-09,1.05518113304734e-13,4.2144451014749e-14,1.1443347325648486e-10,1.3668694135366506e-13,8.482171078088506e-09,2.2505652159969992e-10,1.1723296600983258e-12,4.3121947530205534e-15,2.742103221452813e-18,5.954433579233843e-11,1.1955388434630003e-13,1.6350681358221077e-15
1.1273200813287181e-06,0.5966656189612519,2.3812058698104706e-07,1.0840944990647886e-08,3.6906653177937044e-07,3.3455871638946596e-07,0.0,0.0,3.529111243599029e-07,5.851390897435749e-11,2.4974493099043046e-09,7.231073305290761e-13,2.7932524762569857e-15,7.7067562818495185e-25,1.6472281799300416e-18,5.179665754081736e-13,8.470460105805073e-09,1.1610615153208395e-11,1.417648657066642e-17,2.5322018014122467e-19,3.510784274895632e-10,2.4090380522664532e-17,1.2916129440117619e-14,1.2084181112706387e-14,7.936666369615118e-14,2.622158868939148e-11,1.829234916024356e-15,3.4172183067191595e-16,1.338287958162345e-16,4.077853808034942e-18,1.0244811795225741e-15,1.9009699728892244e-19,3.7453698921670503e-13,1.055113583877349e-21,3.76,0.0,0.6096474920840549,0.9997933588470448,4.681929070917956e-07,2.939928610224773e-10,0.0007564026851999201,0.0007564065866120414,2.186964197511325e-12,6.298557822837936e-16,0.00020548681916739391,4.94549682032488e-11,2.476975199277196e-10,2.689859284385005e-07,8.226793813003179e-08,5.551219183319382e-07,1.664559861639376e-07,1.3296835837509793e-05,3.1299102178645877e-11,7.513189519346742e-07,2.2101383163485426e-10,1.3801435767964686e-13,1.509600194359376e-10,8.627376271864764e-09,1.1213230582834072e-13,4.481209240458288e-14,1.199276190075441e-10,1.4712388553793979e-13,8.775664867275391e-09,2.303541253333642e-10,1.2290516259943707e-12,4.597678527545162e-15,2.8384401502780818e-18,6.268720511629001e-11,1.259393870636622e-13,1.7653444444154422e-15
1.142273876909293e-06,0.5966667456509795,2.44649900502545e-07,1.1162625736116782e-08,3.76257414411437e-07,3.4781906847600267e-07,0.0,0.0,3.5997580796515646e-07,6.030915615822653e-11,2.5977825618593282e-09,7.56569892555503e-13,2.9814556499692125e-15,8.479641367524161e-25,1.76328505823224e-18,5.396733154057649e-13,8.756995085571214e-09,1.2138536340516573e-11,1.5218851847919408e-17,2.6612959593307493e-19,3.6045292996786223e-10,2.4759808698692205e-17,1.3271506591820932e-14,1.2894412675435708e-14,8.214218413659233e-14,2.7706171806030887e-11,1.9053669776178907e-15,3.6611428702750186e-16,1.4458648963463024e-16,4.386384497257034e-18,1.0722486259877965e-15,1.995852412267618e-19,3.903658474625229e-13,1.1528080081136203e-21,3.76,0.0,0.6096373375545989,0.9997933301480304,4.841748708281312e-07,3.073154440110922e-10,0.0007664299056308775,0.0007664339552586262,2.2160107611563537e-12,6.382731790655015e-16,0.00020548681326018882,5.1207361840203536e-11,2.5992113243442996e-10,2.7521717755860206e-07,8.425280366464484e-08,5.74835563589363e-07,1.7212820130583157e-07,1.3463338816150886e-05,3.248320659221419e-11,7.709726328219703e-07,2.2822054520517193e-10,1.4238938835326963e-13,1.569796610321576e-10,8.85467496982197e-09,1.1906793884832615e-13,4.7612008114906694e-14,1.2561929845239154e-10,1.5820591270556893e-13,9.076030236519123e-09,2.357170391665577e-10,1.2877909704987277e-12,4.898917278216848e-15,2.9373308204787035e-18,6.594678358018269e-11,1.325648972658008e-13,1.904031232944799e-15
1.172181468070443e-06,0.5966689991487375,2.580073420237589e-07,1.1822281674942225e-08,3.907386800143652e-07,3.754288501680072e-07,0.0,0.0,3.743866464206046e-07,6.40072993726469e-11,2.806425227944854e-09,8.277286581623538e-13,3.3907898861053153e-15,1.0237015829206195e-24,2.016734369859032e-18,5.852269495689819e-13,9.34961141859078e-09,1.3248601408276057e-11,1.7495092882727547e-17,2.9337544164157365e-19,3.795723928688063e-10,2.6126244026592118e-17,1.4017985606465103e-14,1.464700724914633e-14,8.789265581527235e-14,3.0869054081850235e-11,2.064235190013321e-15,4.1942163938981177e-16,1.6835168315963534e-16,5.0631063732097204e-18,1.1729943053389723e-15,2.196119743404653e-19,4.232751197581745e-13,1.371545318312167e-21,3.76,0.0,0.6096170268444764,0.9997932715769874,5.170673452526493e-07,3.3531464093978295e-10,0.0007864838431867567,0.0007864882006027035,2.2741024305165814e-12,6.551075560267885e-16,0.000205486801209203,5.481991729075056e-11,2.8561917095049217e-10,2.879059325282191e-07,8.829825671243274e-08,6.156919501805828e-07,1.8386625861669422e-07,1.3795598197080508e-05,3.493244521159878e-11,8.110087554594535e-07,2.431656142324209e-10,1.5143105431325827e-13,1.6953224768274055e-10,9.319127675581663e-09,1.3394875851316607e-13,5.3627973137643114e-14,1.3761412965281146e-10,1.8242953363934737e-13,9.697712995088653e-09,2.4663868828835186e-10,1.4115083112622799e-12,5.55154172949627e-15,3.1429953049325072e-18,7.282615311653896e-11,1.4655693579367214e-13,2.208332040506032e-15
1.199098300115478e-06,0.5966710274354984,2.703702005925233e-07,1.2434607837602606e-08,4.0388393855041734e-07,4.0154910260863824e-07,0.0,0.0,3.8768416900233275e-07,6.74609679375156e-11,3.0034845407633024e-09,8.968488507032955e-13,3.799571878986037e-15,1.2089918974335454e-24,2.271039034268922e-18,6.287360274644373e-13,9.905652386325364e-09,1.4311748944619471e-11,1.9778802945323346e-17,3.1958280680010044e-19,3.97202226872006e-10,2.738747728322866e-17,1.4731794318932122e-14,1.6384842790208877e-14,9.330019737486597e-14,3.394704043638258e-11,2.2149336658370998e-15,4.729739740009774e-16,1.925408385113203e-16,5.745798740028213e-18,1.2698501093780345e-15,2.3888065914329147e-19,4.54341938754083e-13,1.5977868285365074e-21,3.76,0.0,0.6095987452812088,0.9997932175166168,5.47736836452305e-07,3.6211311710172674e-10,0.000804531813102044,0.0008045364607452259,2.326383270565035e-12,6.702580206597043e-16,0.00020548679012155204,5.8195312167952566e-11,3.102155767528119e-10,2.995835682930675e-07,9.202543391645519e-08,6.541248121303965e-07,1.948878447711713e-07,1.40937825309438e-05,3.7230350872953827e-11,8.478698738166894e-07,2.572364258367403e-10,1.5991025551632146e-13,1.8142909948715183e-10,9.748378039997209e-09,1.4855620646631725e-13,5.954403766249588e-14,1.491327834360821e-10,2.0675711922152957e-13,1.0281573918807188e-08,2.5669125553315603e-10,1.5302251100516315e-12,6.2002212821076275e-15,3.337390942493983e-18,7.944214742284295e-11,1.6002351123363986e-13,2.515339004451842e-15
1.226015132160513e-06,0.5966730558580569,2.8305674962201923e-07,1.3064648304112264e-08,4.17134090423387e-07,4.2890697791175287e-07,0.0,0.0,4.01299826298292e-07,7.103634030689596e-11,3.209544220670845e-09,9.71064689803117e-13,4.249935635841289e-15,1.4236490964702076e-24,2.5523546542286994e-18,6.747023076532271e-13,1.048362995246182e-08,1.5438175531127544e-11,2.2304852349840112e-17,3.4745416637564464e-19,4.1523214603638825e-10,2.8678498865107493e-17,1.5486760072396493e-14,1.82861490406333e-14,9.893293270214708e-14,3.7256212877982705e-11,2.3731512582485553e-15,5.323033602591718e-16,2.1966314617002827e-16,6.504881030012902e-18,1.3728420051683824e-15,2.593820557925659e-19,4.868045986945563e-13,1.8551674586147823e-21,3.76,0.0,0.6095804618489208,0.9997931621705693,5.794249085553336e-07,3.9048921129357245e-10,0.0008225792392065137,0.0008225841898990737,2.3786625353544956e-12,6.854080359803235e-16,0.00020548677876757598,6.168963978297237e-11,3.362498338698364e-10,3.115051937072879e-07,9.583427836706596e-08,6.941686985698158e-07,2.063521934247202e-07,1.4391164637856242e-05,3.9618263743263715e-11,8.85513586279084e-07,2.719104786124929e-10,1.6872369040248983e-13,1.939097649630426e-10,1.0188286380509443e-08,1.6438745599781186e-13,6.596671009243179e-14,1.613661753840571e-10,2.336862299944958e-13,1.0889009225797946e-08,2.669549900501822e-10,1.6562165436069684e-12,6.911854476560156e-15,3.540947341824797e-18,8.647589518613051e-11,1.7435019207535962e-13,2.856591068462916e-15
1.252931964205548e-06,0.5966750844205774,2.9606737636051293e-07,1.3712453154933302e-08,4.304879804290016e-07,4.575344272493809e-07,0.0,0.0,4.152409649146236e-07,7.47363422605551e-11,3.424804807980822e-09,1.0506604161270007e-12,4.74529318161255e-15,1.671617216483974e-24,2.862919517122815e-18,7.232015445931995e-13,1.1083970939537287e-08,1.66304052331253e-11,2.5093373035682923e-17,3.770549426279049e-19,4.3366214571003873e-10,2.99993104982155e-17,1.628422786061672e-14,2.0362498863625292e-14,1.0479599541896008e-13,4.0808445620992914e-11,2.539088625728758e-15,5.97921209712283e-16,2.5001089436458327e-16,7.347190727643512e-18,1.482244419929748e-15,2.8116922270459304e-19,5.206854655452214e-13,2.1471693379288552e-21,3.76,0.0,0.6095621765031689,0.9997931055290817,6.121395992192969e-07,4.2050449427769815e-10,0.0008406261213724282,0.0008406313882263043,2.4309402245156307e-12,7.005576023313733e-16,0.00020548676711261204,6.530422007136718e-11,3.6376749792053717e-10,3.236706099644753e-07,9.972472812661799e-08,7.358586748924532e-07,2.1826845594348577e-07,1.468774662593586e-05,4.209747537765421e-11,9.239375820755898e-07,2.8720281396460544e-10,1.7788178833681773e-13,2.069894935196639e-10,1.0638857354283636e-08,1.8151564713145525e-13,7.292743991076549e-14,1.743433044268776e-10,2.634298152072802e-13,1.152050967442615e-08,2.774297186602978e-10,1.7897690007001868e-12,7.691443012297638e-15,3.754014134135352e-18,9.394254211040667e-11,1.8956851720882055e-13,3.235014436771502e-15
1.279848796250583e-06,0.5966771131272205,3.0940239818902765e-07,1.4378066247916944e-08,4.439445601516895e-07,4.874634334123213e-07,0.0,0.0,4.2951493158307946e-07,7.85639683570134e-11,3.649466890851928e-09,1.1359289018339767e-12,5.289264344670439e-15,1.9572681554205074e-24,3.2050989822114875e-18,7.743094893270208e-13,1.1707100554102649e-08,1.789101299988386e-11,2.816572926289514e-17,4.084516950430972e-19,4.524922214080756e-10,3.134991401680645e-17,1.7125548049880213e-14,2.2626029639648596e-14,1.1089454915396746e-13,4.461593291144091e-11,2.7129462979382835e-15,6.70374024159335e-16,2.838993614473447e-16,8.280025300442245e-18,1.5983390656941996e-15,3.0429657132442653e-19,5.560065450488363e-13,2.4775796593488177e-21,3.76,0.0,0.6095438891995526,0.999793047582295,6.458888613367524e-07,4.5222171748373615e-10,0.0008586724594699977,0.0008586780558874578,2.483216337673175e-12,7.157067200709303e-16,0.0002054867552049555,6.904037304844802e-11,3.9281439363614807e-10,3.3607961361481834e-07,1.0369671918114979e-07,7.792297808012642e-07,2.306457761142562e-07,1.498353059780746e-05,4.4669275227487756e-11,9.631395565881575e-07,3.0312843816723944e-10,1.8739525913940595e-13,2.206835063792761e-10,1.1100094009526853e-08,2.0001661405866296e-13,8.045891698123473e-14,1.88093701766483e-10,2.962131719956391e-13,1.2176565635294243e-08,2.8811526403453064e-10,1.9311741157067685e-12,8.544308716631226e-15,3.976950425689226e-18,1.0185739137121295e-10,2.0571035602772032e-13,3.653712673159224e-15
1.306765628295618e-06,0.5966791419821428,3.230620694243351e-07,1.506152579425695e-08,4.5750287792764975e-07,5.187260044091998e-07,0.0,0.0,4.4412907250303605e-07,8.252228203631438e-11,3.883731110482531e-09,1.2271716492677701e-12,5.885684603111873e-15,2.285436120516148e-24,3.581388936852874e-18,8.281018758165271e-13,1.2353442381018225e-08,1.9222624548134792e-11,3.154456647983485e-17,4.417121197032151e-19,4.717223688145631e-10,3.273031136600043e-17,1.8012076207723992e-14,2.508945871957198e-14,1.172337890630704e-13,4.869118851078213e-11,2.8949246537996295e-15,7.502450195431719e-16,3.216681194850408e-16,9.311162233581426e-18,1.7214150110500736e-15,3.2881987776235796e-19,5.927895023087651e-13,2.8505100414927624e-21,3.76,0.0,0.609525599893714,0.9997929883203929,6.806805706893258e-07,4.857048084633912e-10,0.0008767182533673741,0.0008767241930415552,2.5354908744459088e-12,7.308553895726617e-16,0.0002054867430408547,7.289941902309328e-11,4.2343661190603856e-10,3.4873199709645203e-07,1.0775018566723045e-07,8.243170293215416e-07,2.434932899836662e-07,1.527851865062406e-05,4.7334950988544215e-11,1.003117211335933e-06,3.1970232285270123e-10,1.9727509257856093e-13,2.3500699634121603e-10,1.157199795960331e-08,2.1996892453033711e-13,8.859509267193935e-14,2.0264742708415442e-10,3.3227436916489914e-13,1.2857667080965482e-08,2.990114451651895e-10,2.0807287651004457e-12,9.476109300167848e-15,4.21012473034282e-18,1.102359022487434e-10,2.2280790548419955e-13,4.115973076174826e-15
1.333682460340653e-06,0.596681170989497,3.370465875966404e-07,1.5762864896125336e-08,4.711620695659767e-07,5.513541675718077e-07,0.0,0.0,4.5909073273707004e-07,8.661441572376744e-11,4.12779816636978e-09,1.3246987882657795e-12,6.5386132070900185e-15,2.6614551416872274e-24,3.99441931425401e-18,8.846544095717755e-13,1.3023418378849115e-08,2.0627916243690856e-11,3.5253862100540215e-17,4.769050487571823e-19,4.913525837844577e-10,3.4140504604417706e-17,1.894517297642868e-14,2.7766099320397144e-14,1.2381894342597392e-13,5.304704515695888e-11,3.085223903030656e-15,8.381558193662571e-16,3.6368240967139145e-16,1.0448879786668113e-17,1.8517687559113362e-15,3.547962944715599e-19,6.310556808691723e-13,3.2704170745600925e-21,3.76,0.0,0.6095073085413387,0.9997929277335827,7.165225330243373e-07,5.21018866240952e-10,0.0008947635029306447,0.000894769799846097,2.587763834446642e-12,7.460036112260755e-16,0.00020548673058441534,7.688267878636268e-11,4.5568050687176445e-10,3.6162754923015314e-07,1.1188506008204548e-07,8.711554059041065e-07,2.5682012571304723e-07,1.5572712876088614e-05,5.0095788901545034e-11,1.0438682539592023e-06,3.3693940545537587e-10,2.0753255784100361e-13,2.499751275601923e-10,1.2054569541934498e-08,2.4145391985842827e-13,9.737120128144458e-14,2.1803506469224657e-10,3.718646848011625e-13,1.356430357668462e-08,3.1011807780472975e-10,2.2387350641485073e-12,1.049285498093185e-14,4.4539149542909635e-18,1.190936888032408e-10,2.4089368724289193e-13,4.6252732669061835e-15
1.387516124430723e-06,0.5966852294780904,3.659907016808623e-07,1.7219291294849423e-08,4.987800094897288e-07,6.208354475706696e-07,0.0,0.0,4.900859827754505e-07,9.521301834042181e-11,4.646143905898393e-09,1.5398898740352236e-12,8.031398349340071e-15,3.58111737607885e-24,4.941912070236887e-18,1.0063425512601874e-12,1.4435952572875208e-08,2.367049812159494e-11,4.3766696412185775e-17,5.53369425040261e-19,5.318132006997036e-10,3.70502875663357e-17,2.0956539820637073e-14,3.381533853268059e-14,1.377480840696225e-13,6.265348429992056e-11,3.491584995881195e-15,1.0407853048136089e-15,4.620451217205885e-16,1.3079795562429066e-17,2.1355332360740653e-15,4.113440120817221e-19,7.121215691444217e-13,4.27083632226036e-21,3.76,0.0,0.6094707195199357,0.999792802545832,7.913881242069157e-07,5.974061092131164e-10,0.0009308523685088736,0.0009308594230289154,2.692305022553434e-12,7.762987126266458e-16,0.00020548670484862126,8.522712610254494e-11,5.252200440068784e-10,3.881472991024917e-07,1.2039875552932804e-07,9.702253429083415e-07,2.8494823528763865e-07,1.6158728184645293e-05,5.5908090209977886e-11,1.1276813639084978e-06,3.734627455629658e-10,2.2922685460945323e-13,2.819058263190441e-10,1.3051711340020918e-08,2.8936142559795556e-13,1.169906906987693e-13,2.514370155571103e-10,4.627063559647548e-13,1.5056137898929504e-08,3.329619465973411e-10,2.5813372493264545e-12,1.280708449318733e-14,4.974901832502266e-18,1.3831031204748364e-10,2.801616428133636e-13,5.799893159749455e-15
1.4359664221117857e-06,0.5966888826807165,3.9315238592871336e-07,1.859146674513165e-08,5.239739897159997e-07,6.88360444502804e-07,0.0,0.0,5.192438684792171e-07,1.0344226565617767e-10,5.14819556264785e-09,1.7583421885382159e-12,9.613755553400112e-15,4.637623281680358e-24,5.94956049992616e-18,1.1260601944692948e-12,1.5792261901409257e-08,2.6688690176100235e-11,5.28280537552322e-17,6.295102906812971e-19,5.695959489730392e-10,3.977101724228675e-17,2.2939785664176127e-14,4.013515380905398e-14,1.5117852551718938e-13,7.239418490917006e-11,3.887772003208892e-15,1.2577313846388449e-15,5.693314205658342e-16,1.5906171110465212e-17,2.4189406199741653e-15,4.678084962139291e-19,7.903616330308871e-13,5.384407125423705e-21,3.76,0.0,0.609437781957841,0.9997926852468261,8.624361051931156e-07,6.730934313362185e-10,0.0009633304845208038,0.0009633382716468836,2.786386695282336e-12,8.03562776486399e-16,0.00020548668079509524,9.31752048300701e-11,5.938220807400829e-10,4.1284453301489366e-07,1.2833879209070453e-07,1.0657275278106838e-06,3.119942228134407e-07,1.6683447945926408e-05,6.147749777635826e-11,1.2057352772176948e-06,4.0875105613673016e-10,2.5016197721437895e-13,3.129996643874706e-10,1.3985604160406636e-08,3.385941535352649e-13,1.3721728124628502e-13,2.846681825782884e-10,5.593401831956309e-13,1.6491021375184375e-08,3.542392711438656e-10,2.9217218364782975e-12,1.5248525620226e-14,5.484079962614444e-18,1.574041622014699e-10,3.19215371130904e-13,7.056944358340637e-15
1.4844167197928486e-06,0.5966925364416157,4.213675969763121e-07,2.0021900702005783e-08,5.494845498104393e-07,7.608084217280367e-07,0.0,0.0,5.496418431287888e-07,1.1215696924132738e-10,5.6851328962442885e-09,2.002372926957802e-12,1.1453432781330638e-14,5.959286165727763e-24,7.123648924429907e-18,1.2558960148369075e-12,1.723163363691956e-08,2.998953147405213e-11,6.339943128948102e-17,7.130347983750092e-19,6.086748597011904e-10,4.258832308264721e-17,2.5095298987525868e-14,4.73817504672974e-14,1.6548873277668522e-13,8.32581293132713e-11,4.314023336417683e-15,1.5123350305797378e-15,6.973811586157405e-16,1.9231764699433234e-17,2.7308867616824438e-15,5.299339030905649e-19,8.737263933474636e-13,6.7375940381498085e-21,3.76,0.0,0.6094048370777709,0.9997925635019821,9.370057176650655e-07,7.557785593679197e-10,0.000995806834712773,0.0009958154043122353,2.8804632529740858e-12,8.308253961250174e-16,0.0002054866558050875,1.0154631140454897e-10,6.684109945617495e-10,4.3832622744616694e-07,1.365414841235559e-07,1.1674461256868374e-06,3.407348019566999e-07,1.7205627989910093e-05,6.737519049236766e-11,1.2862595945624102e-06,4.4641892635579035e-10,2.7250859995074253e-13,3.464166606196789e-10,1.495402061639534e-08,3.9418875330403744e-13,1.6012609444957668e-13,3.211004520913513e-10,6.719669639046613e-13,1.8016232748445117e-08,3.7619548384337367e-10,3.294427401552363e-12,1.8076639712363775e-14,6.033959587830507e-18,1.7830064149851236e-10,3.6199131580699585e-13,8.5298953998651e-15
1.5328670174739114e-06,0.5966961907848563,4.506360650482388e-07,2.1510656618633768e-08,5.753088757168531e-07,8.383662723101947e-07,0.0,0.0,5.813226420799425e-07,1.2137790558189134e-10,6.258129170225548e-09,2.2741020768017393e-12,1.3583301142059668e-14,7.600873013610743e-24,8.484825469684336e-18,1.3962897437944538e-12,1.8756469587398115e-08,3.359044683817813e-11,7.567588195683976e-17,8.043853527588147e-19,6.490499151414168e-10,4.550222154546052e-17,2.7431192707693984e-14,5.5656446734026044e-14,1.8071062133916392e-13,9.533162091125352e-11,4.77149920277612e-15,1.809846288974591e-15,8.494507777640853e-16,2.3125828555325185e-17,3.073379285808436e-15,5.981046565193358e-19,9.623308772151383e-13,8.371874150451262e-21,3.76,0.0,0.6093718846228554,0.9997924372538288,1.0151406677132185e-06,8.458828975595148e-10,0.0010282814182285339,0.0010282908218885406,2.9745346931529137e-12,8.580865744187597e-16,0.00020548662986161984,1.1034817635928989e-10,7.492662887461914e-10,4.645910707653228e-07,1.4500640018621259e-07,1.2755840889993212e-06,3.7122290956704946e-07,1.7725280321151075e-05,7.360864101683825e-11,1.3692411661471728e-06,4.865523117494511e-10,2.963424783288143e-13,3.8224422713183006e-10,1.59569321262999e-08,4.567250974064832e-13,1.8597178986797983e-13,3.6093066550324824e-10,8.025890421781599e-13,1.9634611570942007e-08,3.9882943807011116e-10,3.701404940155854e-12,2.1341623369374105e-14,6.627083024923649e-18,2.0109625180728697e-10,4.0869055130443006e-13,1.0246802975624279e-14
1.5813173151549742e-06,0.5966998457344627,4.809572436274058e-07,2.3057772439795197e-08,6.01444596928975e-07,9.212207960213432e-07,0.0,0.0,6.143289588023432e-07,1.3112658384850594e-10,6.868358660797342e-09,2.5757397539088355e-12,1.6039260266145284e-14,9.626041211600223e-24,1.0055424149119935e-17,1.5476805250515847e-12,2.0369154449123995e-08,3.7509383921147795e-11,8.987082740683357e-17,9.040162277975421e-19,6.907210994948018e-10,4.8512730489563583e-17,2.995563215611322e-14,6.506811188664934e-14,1.968765962150366e-13,1.0870426941695765e-10,5.2613575081208414e-15,2.1560653761840684e-15,1.0291922554021079e-15,2.7664644611048748e-17,3.448509793566989e-15,6.727204246314986e-19,1.0562879303546674e-12,1.033428409586257e-20,3.76,0.0,0.6093389243366802,0.9997923064449572,1.0968842890067152e-06,9.438397806071226e-10,0.0010607542341898298,0.0010607645252234388,3.0686010132794096e-12,8.853463144294859e-16,0.00020548660286768178,1.1958854019059956e-10,8.36670024150599e-10,4.916377392883378e-07,1.5373310261668752e-07,1.3903440394053811e-06,4.035113933963125e-07,1.824241688866148e-05,8.018531735074984e-11,1.4546669051913584e-06,5.292368477223365e-10,3.2174225947857826e-13,4.2056948077223575e-10,1.6994304477736456e-08,5.268152867075953e-13,2.1502415703123907e-13,4.043608772298074e-10,9.533837075836228e-13,2.1348992711338963e-08,4.221399761971943e-10,4.144660238019885e-12,2.509890204689859e-14,7.266089995842092e-18,2.2588903081733282e-10,4.595173713545911e-13,1.2238269134382773e-14
1.629767612836037e-06,0.5967035013144151,5.123303672329666e-07,2.466326569154449e-08,6.278897005488606e-07,1.009558646562991e-06,0.0,0.0,6.48703439615667e-07,1.4142524824370397e-10,7.51699675337888e-09,2.9095860904218504e-12,1.886041416548034e-14,1.2108396861050775e-23,1.1859531694775602e-17,1.7105068748954402e-12,2.207205583629756e-08,4.176481116898957e-11,1.0621722558866712e-16,1.012393547737953e-18,7.336883989425631e-10,5.161986922568181e-17,3.267683528155779e-14,7.573349608435161e-14,2.140195889368993e-13,1.2346898062416032e-10,5.7847537775890976e-15,2.5573818641283176e-15,1.2406882522705552e-15,3.29319901724296e-17,3.858455241104117e-15,7.541962554845562e-19,1.15570846305002e-12,1.2677974362094014e-20,3.76,0.0,0.6093059559632884,0.9997921710174731,1.1822796086780105e-06,1.0500943833750242e-09,0.001093225281696321,0.001093236515148663,3.162662210750308e-12,9.126046194093337e-16,0.000205486575206904,1.2927515371951456e-10,9.309067716427188e-10,5.194649019796329e-07,1.6272114953569485e-07,1.5119282611735386e-06,4.376530111781786e-07,1.8757049586315536e-05,8.711268468938483e-11,1.5425237876264184e-06,5.745578612144835e-10,3.4878947199958173e-13,4.614792486148951e-10,1.8066099212381957e-08,6.051044188121322e-13,2.4756852401974436e-13,4.5159828371574956e-10,1.1267125401737866e-12,2.3162206294108023e-08,4.4612593377198744e-10,4.626253825465109e-12,2.9409558433632714e-14,7.953718074124386e-18,2.5277853140650756e-10,5.146792451029605e-13,1.453758245427024e-14
