Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H4F2(1),O2(2),H2O(3),CH4(4),CH2CHF(56),HF(38),C2H3F(137),C2H3F(136),O2(141),CH2CF(70),CH2CFO(79),C2H3F2(66),C2H3F2(64),CH2CF2(57),C2H2F2(59),CH2F(46),C2H2F(71),CHFO(47),C2H4F(62),S(289),C2H4F(63),C2H3F2(65),CF2CH(73),C2HF2(72),CH2F2(41),S(787),CF2(43),S(495),C2HF(58),CF2O(49),C2H2O(134),S(435),S(2464),S(1651)
1.0647249045989425e-11,0.5965807429266281,4.4724832241089615e-17,2.9343163976465293e-20,6.980154875375013e-17,7.676970611899385e-22,0.0,0.0,2.3672202112927915e-12,4.284990968868547e-21,2.190718420700676e-24,5.213507386208627e-26,5.7535440961270245e-34,3.5894876039777467e-41,2.6069166030613303e-29,3.470291356013969e-21,8.564420710442404e-19,3.384177706366323e-26,9.277523998151789e-39,1.066069333838068e-37,3.132701493073528e-20,1.816967616601858e-31,5.628210681081595e-18,2.3048090690322733e-39,9.70849122533792e-28,8.884534948744808e-33,1.1745929888795143e-30,6.519888157370444e-40,1.6244517433519208e-41,8.111399756799495e-43,5.139358542217999e-34,1.5185757977130482e-42,8.690621138320961e-33,1.41221955683032e-56,3.76,0.0,0.6104120045488827,0.9999941286481105,7.106913585370989e-22,3.148190532481327e-25,7.1485120593585055e-09,7.1485120595636166e-09,5.1437406725820055e-20,3.493192613609277e-24,5.871349522024101e-06,1.637697221045474e-23,3.18575507262839e-25,2.367152955455022e-12,7.210095211472551e-17,3.9626322528888605e-21,1.7565151730910204e-17,1.327899080143597e-10,1.2860531100210716e-22,6.980214403183392e-17,8.129089570810774e-20,6.583970837778067e-24,1.0040287580701676e-20,2.4181858763479485e-18,3.697682582084254e-35,6.152278516438066e-31,5.632150371106849e-18,7.511283076908742e-40,8.564423932634672e-19,1.5685069525316871e-18,8.366118606781726e-28,3.507746382694293e-35,2.608647705304018e-32,3.48368529726016e-27,1.649146091738821e-33,4.1469037683984324e-46
1.2954692236652918e-11,0.5965807431003225,5.878628766423407e-17,3.574281801502052e-20,1.0333397003950744e-16,1.205895297337481e-21,0.0,0.0,2.8802362514650892e-12,6.343502525493785e-21,3.9459785719878225e-24,9.390029748557147e-26,1.0511005119949628e-33,6.464653698697377e-41,3.8588711853912027e-29,5.136916554763548e-21,1.2678710656252088e-18,6.095372981168296e-26,1.7528921251643845e-38,1.920213874896204e-37,4.637654440228307e-20,3.272735109262402e-31,6.847026735346027e-18,6.031248928427329e-39,1.748681570294721e-27,1.610191827601563e-32,2.115712931055311e-30,1.4605084181126312e-39,4.25087506179473e-41,2.12259310238199e-42,1.1188917310753901e-33,3.9498751001148474e-42,1.8921248816712785e-32,5.159755370198057e-56,3.76,0.0,0.6104120029847744,0.9999928785096583,1.2801155402263832e-21,5.670592424380016e-25,8.697718364607968e-09,8.697718364911586e-09,7.612064553475108e-20,5.1709071216776915e-24,7.121487461139566e-06,2.4244249170133722e-23,4.730705894685742e-25,2.8801292619843387e-12,1.0673625821012336e-16,7.137506452045824e-21,2.600330666092911e-17,1.6156776129259757e-10,1.903860936280486e-22,1.0333506884519867e-16,1.203409572112311e-19,9.769578726273102e-24,1.486355910387397e-20,3.579855263108685e-18,8.050380000872021e-35,1.108157978937117e-30,6.8528586126224846e-18,1.9584373713871023e-39,1.2678716460141523e-18,2.3217461895428175e-18,1.5069258159783413e-27,7.63706794364423e-35,5.661131705493661e-32,6.274264827382837e-27,3.590043364165177e-33,1.2806047864576032e-45
1.526213542731641e-11,0.596580743274017,7.440442953668661e-17,4.216099518844285e-20,1.434228028580512e-16,1.7700559501753373e-21,0.0,0.0,3.3932517447985184e-12,8.804513350687339e-21,6.452357834967985e-24,1.5353224707506526e-25,1.7427831311437635e-33,1.0569484718039468e-40,5.355382077641891e-29,7.129123173505295e-21,1.7597429002313028e-18,9.966508495665011e-26,2.9990332297402127e-38,3.1398535979556385e-37,6.436870758975746e-20,5.351433056435188e-31,8.06551716244445e-18,1.3501309240967317e-38,2.859336801873674e-27,2.651657973450733e-32,3.4595660577612286e-30,2.8778076832160157e-39,9.515819528279407e-41,4.751536128843655e-42,2.1444157232627154e-33,8.789560538923171e-42,3.626485315695772e-32,1.5451186516261427e-55,3.76,0.0,0.6104120014206661,0.9999916362004818,2.093210305658409e-21,9.272384221418909e-25,1.0246924665871472e-08,1.0246924666292843e-08,1.0561434715817434e-19,7.176422088515396e-24,8.363796124609653e-06,3.3649677822947356e-23,6.586090953222831e-25,3.3930960601145677e-12,1.4814260636762256e-16,1.167091413068719e-20,3.609127984041844e-17,1.903456079404144e-10,2.642460941498924e-22,1.4342462991019213e-16,1.6702521787118695e-19,1.3591076597061726e-23,2.0629870838591674e-20,4.9686486671737314e-18,1.5429251384845605e-34,1.812019793138799e-30,8.073610948771429e-18,4.3666587135253195e-39,1.7597438492667236e-18,3.2221078417143868e-18,2.4640827513581508e-27,1.4637343428410165e-34,1.0815167828792835e-31,1.0258470558323359e-26,6.879906850832335e-33,3.2896071414245506e-45
1.7569578617979904e-11,0.5965807434477116,9.157942701985687e-17,4.8599556201870386e-20,1.9006798817635336e-16,2.4733937045074258e-21,0.0,0.0,3.90626669532496e-12,1.1668022995546444e-20,9.843638449353752e-24,2.3421015325143623e-25,2.6954801048216077e-33,1.6122627767707975e-40,7.096371190062102e-29,9.446814950044802e-21,2.3320563135989248e-18,1.5204049546748407e-25,4.777050700255783e-38,4.79007981069404e-37,8.530350448725711e-20,8.163996741218196e-31,9.283682051055866e-18,2.7030185151484653e-38,4.362077519034839e-27,4.077877890319236e-32,5.277885932784222e-30,5.173220189548783e-39,1.9051034118720977e-40,9.512744401002557e-42,3.752020312888983e-33,1.7507462555875623e-41,6.345352240600214e-32,3.995480230961329e-55,3.76,0.0,0.6104119998565578,0.9999904016715426,3.1933759200746062e-21,1.4145812314251445e-24,1.1796130963149023e-08,1.1796130963707383e-08,1.399133265175973e-19,9.50965786261371e-24,9.598324550844489e-06,4.459321401310212e-23,8.75460187449764e-25,3.906053354146938e-12,1.9631960398298578e-16,1.7804785345404087e-20,4.782904055801705e-17,2.1912344795782766e-10,3.501850591017405e-22,1.9007080960368878e-16,2.213432653543233e-19,1.8052636442795745e-23,2.733920513048867e-20,6.584560471935074e-18,2.699657176915061e-34,2.7643796366198576e-30,9.294407383851914e-18,8.710784687467482e-39,2.3320577614344598e-18,4.269540004799013e-18,3.759171946115923e-27,2.561129579463103e-34,1.8862345657738796e-31,1.564861797154747e-26,1.20365180226438e-32,7.422953774944785e-45
1.9877021808643398e-11,0.5965807436214059,1.1031144927455495e-16,5.506036188157708e-20,2.4326946711467616e-16,3.3291247361974257e-21,0.0,0.0,4.419281107050916e-12,1.493403101435988e-20,1.4253601863337073e-23,3.3911229313669394e-25,3.9563174831133836e-33,2.334261449010582e-40,9.081760461991731e-29,1.2089895652163105e-20,2.9848100451281033e-18,2.2014419292058024e-25,7.208633554776654e-38,6.935981464379653e-37,1.0918093508888182e-19,1.182135607661901e-30,1.0501521489831566e-17,4.975058527690977e-38,6.316160954721612e-27,5.957768886015673e-32,7.642406476014406e-30,8.678327543699937e-39,3.5064443173352185e-40,1.7508689909231656e-41,6.1300202563602954e-33,3.208965968018834e-41,1.0367295360789793e-31,9.237597487946672e-55,3.76,0.0,0.6104119982924495,0.9999891748741128,4.624012380247411e-21,2.048312060361358e-24,1.3345337256440629e-08,1.3345337257155212e-08,1.7901240417575408e-19,1.217053480841773e-23,1.0825121467476523e-05,5.707481385750189e-23,1.1238910430682412e-24,4.419001148357205e-12,2.5126685852388e-16,2.5781036647458253e-20,6.121655811846247e-17,2.4790128134485465e-10,4.482027353749824e-22,2.4327359045534403e-16,2.8329468735027605e-19,2.3158390374291657e-23,3.499154432460011e-20,8.427585062689911e-18,4.410755142738856e-34,4.002802762079361e-30,1.0515247922162232e-17,1.5983577796211796e-38,2.9848121415940903e-18,5.4639907965192e-18,5.44328222605111e-27,4.184472926057182e-34,3.0718069433132704e-31,2.265693574685251e-26,1.9663449436998655e-32,1.5203690860238537e-44
2.4491908189970384e-11,0.5965807439687949,1.5244724473631989e-16,6.805615108755806e-20,3.693410710365302e-16,5.550638099845043e-21,0.0,0.0,5.4453083300104735e-12,2.2673540405707882e-20,2.666469753524904e-23,6.342979126678007e-25,7.60043830984018e-33,4.365670640132725e-40,1.3785427377545769e-28,1.8351839044549105e-20,4.53163342334427e-18,4.117913914355096e-25,1.456866880719258e-37,1.2975155931263725e-36,1.6576369738090305e-19,2.2114154985066295e-30,1.2936224372351396e-17,1.4000296330759732e-37,1.1815358765577312e-26,1.1376144540583895e-31,1.429698599669187e-29,2.0970002783036766e-38,9.867437656784046e-40,4.927083698487417e-41,1.4075035964088252e-32,8.974304985484745e-41,2.3805562092261556e-31,3.8750137323079927e-54,3.76,0.0,0.6104119951642331,0.9999867442803033,8.650296035075445e-21,3.83183393791982e-24,1.6443749831066026e-08,1.644374983215073e-08,2.7159016288800486e-19,1.8474893748102938e-23,1.3255714250688463e-05,8.665203024270963e-23,1.7165516405803238e-24,5.444868254297075e-12,3.8147056858978177e-16,4.822827990061089e-20,9.29407410613604e-17,3.054569282278185e-10,6.804732110982205e-22,3.6934888645296083e-16,4.300960057526152e-19,3.5318825895299226e-23,5.3125166797044413e-20,1.2794950152217361e-17,1.0127817185078013e-33,7.488094349375828e-30,1.2957061325665795e-17,4.475905643752887e-38,4.531637345267917e-18,8.293740839238071e-18,1.0182918594073699e-26,9.608435388093531e-34,7.007708119111857e-31,4.237659597310917e-26,4.5141036951118376e-32,5.157140728586083e-44
2.910679457129737e-11,0.5965807443161838,2.0081316918567102e-16,8.116325170891171e-20,5.216371465405031e-16,8.540353958847576e-21,0.0,0.0,6.4713334452382795e-12,3.202303802078311e-20,4.475587444275909e-23,1.0644965298150216e-24,1.3092211867669943e-32,7.325774638503399e-40,1.9465758909804998e-28,2.591418408259906e-20,6.400202962981234e-18,6.911121962500926e-25,2.625989383515052e-37,2.1778043358509165e-36,2.3411699441860923e-19,3.711715855412071e-30,1.5369626518669443e-17,3.298635115141222e-37,1.9830878316595948e-26,1.9553520298748304e-31,2.3997179396820244e-29,4.38074023537786e-38,2.32487642700304e-39,1.1608718549759892e-40,2.8010089995924264e-32,2.1054022212480342e-40,4.737709536953899e-31,1.2608139592171217e-53,3.76,0.0,0.6104119920360166,0.999984344035245,1.4519253877169687e-20,6.431593357513571e-24,1.95421623897477e-08,1.9542162391279395e-08,3.833062981833054e-19,2.6088862139166695e-23,1.565595828301896e-05,1.2238098123878722e-22,2.438690060472363e-24,6.47069741164735e-12,5.387505977205018e-16,8.094770027137481e-20,1.3126358341982657e-16,3.630125485894417e-10,9.610555033657667e-22,5.216503810830848e-16,6.074258750710805e-19,5.0104671861469297e-23,7.503059700535954e-20,1.8070699055275175e-17,2.015562073112244e-33,1.2568393502785559e-29,1.5399051193669488e-17,1.0506638963628805e-37,6.400209545798838e-18,1.1710943342399633e-17,1.7091691077632663e-26,1.9122365231582083e-33,1.3856062712906183e-30,7.111359780180809e-26,8.981753086464811e-32,1.4188527775895665e-43
3.372168095262436e-11,0.5965807446635727,2.5541057586416077e-16,9.43965545900167e-20,7.001572280035198e-16,1.240405427133053e-20,0.0,0.0,7.497356483885383e-12,4.298252040720783e-20,6.959734320303529e-23,1.6550996916613302e-24,2.0882546346430727e-32,1.1388980578038115e-39,2.6122131625126606e-28,3.4776161995703395e-20,8.590508602925689e-18,1.0746050782535536e-24,4.363479544257142e-37,3.386527489688745e-36,3.1424082615477204e-19,5.771760176440102e-30,1.78017286369916e-17,6.8594782046466574e-37,3.083657481870714e-26,3.123322740878719e-31,3.7316864083055133e-29,8.25775408571129e-38,4.834539585755429e-39,2.4140062613766474e-40,5.040850917140297e-32,4.365674411464585e-40,8.526734523919307e-31,3.4501838995993734e-53,3.76,0.0,0.6104119889078001,0.9999819737601501,2.2578072158750386e-20,1.000137463988784e-23,2.26405749324857e-08,2.264057493454122e-08,5.141195780522828e-19,3.5011803480542414e-23,1.8026232351670148e-05,1.6426132559634657e-22,3.2923736371640192e-24,7.496488653709539e-12,7.231038082570351e-16,1.2587412013833795e-19,1.7618484020598894e-16,4.205681424298573e-10,1.2899475999993144e-21,7.001779399755367e-16,8.152809977019777e-19,6.754757748345915e-23,1.0070769368987874e-19,2.42547869224444e-17,3.62744586518861e-33,1.9544179618045138e-29,1.7841217560561536e-17,2.1787469915193855e-37,8.590518839478967e-18,1.5715184041403608e-17,2.6578289107631286e-26,3.441556188969692e-33,2.4775756298522363e-30,1.1056268529721656e-25,1.6161257316514304e-31,3.3719794931333366e-43
4.0101732509165695e-11,0.5965807451438356,3.4115623601261286e-16,1.1292700849942176e-19,9.90147352546088e-16,1.938142196336485e-20,0.0,0.0,8.915823554319821e-12,6.078539993563894e-20,1.1704471550367453e-22,2.7828920452325487e-24,3.634014574584336e-32,1.9146511064333913e-39,3.6930802332913273e-28,4.916671861508413e-20,1.2148438188703643e-17,1.8069636451160356e-24,7.984264477938618e-37,5.695144181726907e-36,4.443963140576971e-19,9.70632559748988e-30,2.1161954912327038e-17,1.630510046462588e-36,5.185608539096556e-26,5.477425901798516e-31,6.275777120964819e-29,1.755616823553881e-37,1.1491725915919048e-38,5.738083500910347e-40,1.007518241717335e-31,1.0352963139619959e-39,1.7043821824490963e-30,1.1610364656753741e-52,3.76,0.0,0.6104119845830605,0.9999787455329594,3.7970465917326307e-20,1.681964263217032e-23,2.6924110866309404e-08,2.6924110869215535e-08,7.263426566829216e-19,4.9502268918073435e-23,2.125445812361583e-05,2.3229069113681244e-22,4.69300613568628e-24,8.914576248348056e-12,1.0225517330156333e-15,2.1168047146886027e-19,2.4915461396027874e-16,5.001383472325636e-10,1.824196139790149e-21,9.901824068915194e-16,1.1529050578382627e-18,9.60957562673084e-23,1.4241738182656753e-19,3.4300102079842794e-17,7.250564452887833e-33,3.286773370839657e-29,2.1217788025636874e-17,5.163988735877208e-37,1.2148455403899337e-17,2.221704134501413e-17,4.469771223636814e-26,6.879195145061808e-33,4.90727874069837e-30,1.8588674845276497e-25,3.229375262458624e-31,9.484419371060908e-43
4.6481784065707034e-11,0.5965807456240988,4.388182212790798e-16,1.31766493352601e-19,1.3302570273995234e-15,2.851109640903196e-20,0.0,0.0,1.0334286794694736e-11,8.166541022767157e-20,1.8226704802847816e-22,4.33276999150107e-24,5.849507740571507e-32,2.9805156761497177e-39,4.960213442610237e-28,6.603775216855902e-20,1.632125269299449e-17,2.8135009296493857e-24,1.3429038592641901e-36,8.868549364963073e-36,5.97048694711902e-19,1.511466775489906e-29,2.451969968002931e-17,3.413197225806999e-36,8.074776163788018e-26,8.93578177267198e-31,9.772981588841295e-29,3.3589072168572665e-37,2.4055859483719353e-38,1.2011597580128081e-39,1.8181380918963416e-31,2.1641249812942342e-39,3.0759293497143373e-30,3.2756146515135516e-52,3.76,0.0,0.6104119802583208,0.9999755728984729,5.912922614624702e-20,2.6192142423336123e-23,3.120764676966035e-08,3.120764677356373e-08,9.748788288694327e-19,6.64916634915656e-23,2.4427091191336236e-05,3.1207562609049606e-22,6.354245122561238e-24,1.033259152458207e-11,1.3737300512762225e-15,3.296266543621601e-19,3.3473475063884027e-16,5.797085013461682e-10,2.4507695540830733e-21,1.330311866457544e-15,1.5488566844158874e-18,1.298618792625773e-22,1.9133517113063026e-19,4.6081311464284666e-17,1.308482117952463e-32,5.118223887303185e-29,2.4594695987685548e-17,1.078481480238813e-36,1.6321279501177723e-17,2.983901453142762e-17,6.960505215714566e-26,1.241496547892212e-32,8.775366606035463e-30,2.893918709265955e-25,5.826217434610136e-31,2.3002528150076017e-42
5.286183562224837e-11,0.5965807461043616,5.484001071320714e-16,1.5095437348595055e-19,1.7204850432684795e-15,4.0072804395585523e-20,0.0,0.0,1.1752746283775361e-11,1.0562254260708368e-19,2.680920331095744e-22,6.371684968768784e-24,8.88413304168884e-32,4.382405304913198e-39,6.413448483736289e-28,8.538723572223128e-20,2.1108925624355863e-17,4.137748663785915e-24,2.1200018810385204e-36,1.304428871051754e-35,7.721979679924077e-19,2.2231140374087137e-29,2.787496480733754e-17,6.495886999933374e-36,1.1876286194685359e-25,1.3819997631776775e-30,1.4374940057781977e-28,5.936835424812883e-37,4.57820976012002e-38,2.285987662617953e-39,3.0408529371738054e-31,4.11484455772946e-39,5.144940593345741e-30,8.045890285885192e-52,3.76,0.0,0.6104119759335811,0.9999724548992376,8.697168061250025e-20,3.85251799191054e-23,3.5491182642538635e-08,3.549118264758579e-08,1.2596199734712334e-18,8.597830774045535e-23,2.754508900768269e-05,4.036152686820044e-22,8.28128094887695e-24,1.1750534566844942e-11,1.7766304826267634e-15,4.848230361565129e-19,4.3292460516223556e-16,6.592786047710018e-10,3.1696625758899364e-21,1.7205659845697267e-15,2.0031271676528912e-18,1.6892410619019826e-22,2.474606882647101e-19,5.959829683759984e-17,2.1885598845053683e-32,7.528149089691114e-29,2.7971941537580466e-17,2.0484039046016968e-36,2.1108965055756536e-17,3.8580012185176244e-17,1.023801178190726e-25,2.0765770194807015e-32,1.454423753834726e-29,4.255441267307496e-25,9.742042591261268e-31,4.973289230922943e-42
5.924188717878972e-11,0.5965807465846247,6.699054689242323e-16,1.7053002026991587e-19,2.160830198835024e-15,5.434635713355682e-20,0.0,0.0,1.3171202098969904e-11,1.3265678856839829e-19,3.7734729866974767e-22,8.966532928873882e-24,1.2899161753475987e-31,6.166166657784533e-39,8.052621215664793e-28,1.0721314406765003e-19,2.651143052713879e-17,5.8232139778870345e-24,3.1853769839326487e-36,1.8359901658443578e-35,9.698441337741854e-19,3.129006431173611e-29,3.12277521598977e-17,1.148262675289448e-35,1.6715232075408506e-25,2.051145217971619e-30,2.023329373358068e-28,9.865089264859347e-37,8.092751838865786e-38,4.0408500640215605e-39,4.7960869199406105e-31,7.268654998940286e-39,8.115351497352781e-30,1.778197932473856e-51,3.76,0.0,0.6104119716088416,0.9999693905944197,1.224151354365492e-19,5.422504368463716e-23,3.977471848494441e-08,3.977471849128172e-08,1.580458292841049e-18,1.079605231426269e-22,3.0609392406672366e-05,5.069087727372303e-22,1.0479200747117871e-23,1.3168405458207592e-11,2.231244750640777e-15,6.8237916562324965e-19,5.437235333165276e-16,7.388486575073878e-10,3.980869957276974e-21,2.1609444350661945e-15,2.5157077991806203e-18,2.1335852358224168e-22,3.1079355985944824e-19,7.48509400647804e-17,3.452010594175867e-32,1.0595921853294008e-28,3.134952476619756e-17,3.614176974432691e-36,2.6511486027858426e-17,4.8438944141815394e-17,1.4410268425415813e-25,3.275469347226875e-32,2.2733183726533628e-29,5.988050286438286e-25,1.5361634557871991e-30,9.830709839758411e-42
6.870690819981357e-11,0.596580747297111,8.721358677464165e-16,2.003697325184558e-19,2.9064204290696832e-15,8.111617234442873e-20,0.0,0.0,1.5275522392484894e-11,1.7843165104065126e-19,5.886429799218555e-22,1.398318515899987e-23,2.1034950431090284e-31,9.613834447182031e-39,1.0826573295536823e-27,1.4415036168327777e-19,3.565881690091108e-17,9.082103106130889e-24,5.428375246585644e-36,2.8639875816032606e-35,1.3045027054111036e-18,4.8808834725659395e-29,3.6197164362356156e-17,2.408985947705034e-35,2.607265151944498e-25,3.4751515653743004e-30,3.1563274686074596e-28,1.9190175577443838e-36,1.6977975082088055e-37,8.47734608384281e-39,8.675585839495582e-31,1.5236985507141569e-38,1.4681537025733125e-29,4.9954674561186395e-51,3.76,0.0,0.6104119651929452,0.9999649415371878,1.9096145633982387e-19,8.458775633214071e-23,4.612948789005341e-08,4.612948789857421e-08,2.1227012202870468e-18,1.451656387649337e-22,3.505844753345276e-05,6.817993830789788e-22,1.424955655467958e-23,1.5271731861101018e-11,3.000929985107977e-15,1.0644235784273927e-18,7.313245639763644e-16,8.568934130026592e-10,5.354373977418748e-21,2.906599181819256e-15,3.3835388970840823e-18,2.8933313177252416e-22,4.1802661448964727e-19,1.006759305135934e-16,6.244773156233963e-32,1.6528727058031472e-28,3.63609053282401e-17,7.562348950781726e-36,3.565890347899304e-17,6.512213390856652e-17,2.2479231674788813e-25,5.925643829734542e-32,4.057597328792427e-29,9.337382753797265e-25,2.77776711234183e-30,2.38457095843805e-41
7.817192922083742e-11,0.5965807480095974,1.1006278524661761e-15,2.3127813999523967e-19,3.762305577608804e-15,1.1538465827620816e-19,0.0,0.0,1.7379835010608114e-11,2.309788018117164e-19,8.669607173717354e-22,2.058848680316863e-23,3.2325029187910224e-31,1.4151901213610923e-38,1.4008854844618285e-27,1.8652682030596404e-19,4.6159225489589097e-17,1.33735550572815e-23,8.659892758479257e-36,4.218031763657331e-35,1.6886740576085709e-18,7.188315534547618e-29,4.1161133481848483e-17,4.5913588271892974e-35,3.8396773684616982e-25,5.575415935648444e-30,4.6487290653992645e-28,3.440315848492361e-36,3.2358584481583728e-37,1.615701249387658e-38,1.4535602412601488e-30,2.902166493108342e-38,2.4601301380852638e-29,1.226346574113875e-50,3.76,0.0,0.6104119587770488,0.9999606056680646,2.8125033224332906e-19,1.245810008874104e-22,5.248425722809693e-08,5.248425723912278e-08,2.7438033140164796e-18,1.8785402152237634e-22,3.9394314551561185e-05,8.825542635636634e-22,1.8642940085022147e-23,1.737489991035899e-11,3.884385555114049e-15,1.567616898302398e-18,9.46673038892596e-16,9.749380569408369e-10,6.931021582557997e-21,3.762569460262691e-15,4.379655583184163e-18,3.7752786258790216e-22,5.411200927691263e-19,1.3032023702242102e-16,1.0463661610649838e-31,2.434315307078189e-28,4.1373029574684846e-17,1.4376657862595241e-35,4.615935300246108e-17,8.42598072537704e-17,3.3107590334745997e-25,9.929329443707798e-32,6.708498926080277e-29,1.3746867667778611e-24,4.652414404842431e-30,5.152783187347513e-41
8.763695024186127e-11,0.5965807487220837,1.3553930950782055e-15,2.6338387958419894e-19,4.728481813019643e-15,1.5806643765363376e-19,0.0,0.0,1.9484140190372735e-11,2.902982150879429e-19,1.221532120185544e-21,2.900018720193965e-23,4.743968961519891e-31,1.9929252062771747e-38,1.7598931913596567e-27,2.3433592822891597e-19,5.801257032921374e-17,1.8839326312210048e-23,1.3122450423642726e-35,5.943028196044878e-35,2.122358189957667e-18,1.0127769982058371e-28,4.611966559069787e-17,8.127442929179677e-35,5.409564536542866e-25,8.569947973245185e-30,6.550047097354413e-28,5.7887097731125395e-36,5.727945285523076e-37,2.86001255467554e-38,2.2957031771457772e-30,5.134385133707583e-38,3.885912797522186e-29,2.715634065334429e-50,3.76,0.0,0.6104119523611525,0.9999563801075537,3.9627656470918974e-19,1.755311244861026e-22,5.88390264990753e-08,5.8839026512927475e-08,3.4434164960680416e-18,2.360202023087839e-22,4.361987295702701e-05,1.1091708389488464e-21,2.367478470283946e-23,1.9477909861440474e-11,4.8815844843532026e-15,2.208632210637333e-18,1.189766864693443e-15,1.0929825893228853e-09,8.71079585814184e-21,4.728854295975797e-15,5.5040294412415526e-18,4.781675142719805e-22,6.800727752371036e-19,1.6378347507118768e-16,1.6527197242753198e-31,3.429827716527395e-28,4.638589780228372e-17,2.5385792950079807e-35,5.801274999199075e-17,1.0584841968000594e-16,4.664785656907827e-25,1.5683851170272504e-31,1.0455675254334845e-28,1.9361654817314622e-24,7.345325189828579e-30,1.0189364794603525e-40
9.710197126288512e-11,0.5965807494345698,1.63644326674119e-15,2.9681562336128347e-19,5.804945337916379e-15,2.1007653922153588e-19,0.0,0.0,2.1588438162836652e-11,3.563898658280264e-19,1.6615884901468845e-21,3.943576966335381e-23,6.7106403949921755e-31,2.7094451924633715e-38,2.1596271332023277e-27,2.8757110193002004e-19,7.121876561425948e-17,2.5621055462276877e-23,1.9080900374035081e-35,8.083883768433704e-35,2.6055551020492236e-18,1.3775698275638477e-28,5.1072766753677265e-17,1.3567823994072724e-34,7.3577158040433855e-25,1.2721395999886372e-29,8.909794923448449e-28,9.258704033354063e-36,9.56206683992664e-37,4.77439546424757e-38,3.459538853505036e-30,8.56686256449917e-38,5.856629901928659e-29,5.544713606161677e-50,3.76,0.0,0.6104119459452562,0.9999522620493361,5.39034851588478e-19,2.3876438999198383e-22,6.519379570298896e-08,6.51937957199883e-08,4.2211942242172835e-18,2.896587165489851e-22,4.773792906953319e-05,1.3616466081192832e-21,2.9360083481183424e-23,2.1580761963804788e-11,5.992499814548565e-15,3.0041386529778482e-18,1.4606039518248567e-15,1.211027010149735e-09,1.069367997331404e-20,5.80545274841457e-15,6.75663206184656e-18,5.91468041842095e-22,8.348834422797823e-19,2.0106526059718612e-16,2.490775402730671e-31,4.66531450575006e-28,5.139951030780302e-17,4.22751837421413e-35,7.121900999967984e-17,1.2988443256981608e-16,6.345252605129892e-25,2.363770273773843e-31,1.554947209278368e-28,2.6326698201607477e-24,1.1065343380878568e-29,1.8784737224365058e-40
9.999999999999999e-11,0.5965807501470564,1.7277539313560943e-15,3.0733679469302515e-19,6.1565932697636245e-15,2.28007201123962e-19,0.0,0.0,2.2232737068267627e-11,3.779802174769121e-19,1.8148393144085164e-21,4.306907206809396e-23,7.415736217179934e-31,2.958863309312279e-38,2.2901545366416062e-27,3.0495482343112054e-19,7.553278868153262e-17,2.7982409604665916e-23,2.1247828619566177e-35,8.829438273889342e-35,2.763402641984942e-18,1.5046052358288864e-28,5.258823716411092e-17,1.5715868182125184e-34,8.036114527222911e-25,1.4270360822605537e-29,9.731591001744041e-28,1.0598582917594818e-35,1.1075897241577622e-36,5.530250131669253e-38,3.891237085477713e-30,9.92167598413992e-38,6.587691740676899e-29,6.806807833498334e-50,3.76,0.0,0.6104119439808178,0.9999510222442596,5.887507992905462e-19,2.6078540847846127e-22,6.713951812693672e-08,6.713951814496376e-08,4.474913698483058e-18,3.0717535755948394e-22,4.8977733501282434e-05,1.4441209744051774e-21,3.1233744433561295e-23,2.222458804809422e-11,6.355378446148028e-15,3.2811639830558095e-18,1.5490770448517843e-15,1.247170185311805e-09,1.1341417813794887e-20,6.157147696454328e-15,7.165794683827662e-18,6.287225895980546e-22,8.854547029425705e-19,2.1324382924346767e-16,2.8016516499718888e-31,5.095567817117352e-28,5.293474221016186e-17,4.893178241492679e-35,7.553305560672627e-17,1.3773270415261669e-16,6.930478187456761e-25,2.6588270513748533e-31,1.7419282850006673e-28,2.8751539057051844e-24,1.2444834655857355e-29,2.2388218396102647e-40
