Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H4F2(1),O2(2),H2O(3),CH4(4),CH2CHF(56),HF(38),C2H3F(137),C2H3F(136),O2(141),CH2CF(70),CH2CFO(79),C2H3F2(66),C2H3F2(64),CH2CF2(57),C2H2F2(59),CH2F(46),C2H2F(71),CHFO(47),C2H4F(62),S(289),C2H4F(63),C2H3F2(65),CF2CH(73),C2HF2(72),CH2F2(41),S(787),CF2(43),S(495),C2HF(58),CF2O(49),C2H2O(134),S(435),S(2464),S(1651),S(1682),CF3CHO(75),CF2CO(76),S(783)
0.0013302193439814337,0.5280359892574604,1.0073620176088028e-08,3.620701269291528e-10,2.9125544287761788e-08,2.1809747694158507e-05,0.0,0.0,9.148631242547851e-05,8.757664473086038e-06,2.7383924086398678e-05,9.065294377482973e-10,7.971149656950619e-13,1.0543290717864102e-27,4.716515524783386e-20,2.1751702342132445e-13,5.804550780814994e-09,1.498241675357502e-08,1.539462165114247e-15,3.3801381049166414e-19,3.724381058600663e-08,7.51560784378649e-17,1.7267073635278756e-15,5.0402163369204255e-12,1.2810644471338938e-12,2.3945928207285723e-08,8.472398777301643e-16,5.188157092158783e-13,5.503734465245692e-13,1.8563335253373544e-17,3.7113522246723705e-15,1.5683002412046436e-17,2.5960920043023227e-12,2.793891218646438e-16,3.76,0.0,0.9394588508827455,0.9997761421399529,9.388838821301422e-05,2.5519963034685966e-07,0.013196670811311904,0.01322420819706238,4.998761686129272e-13,2.282255218532709e-17,3.6160155658356755e-05,3.39982963383288e-11,9.476874991080577e-09,1.2483029270116473e-07,2.5610101427452968e-08,0.00011072702694320411,1.8950784497021486e-05,2.9471912555072747e-07,2.7052086141018997e-11,5.347016306159116e-05,2.2985495896289095e-09,5.876734717115999e-11,3.0144220759522125e-09,7.779141560431432e-10,8.809394878565378e-13,2.2906715660418707e-12,4.234174598460892e-09,1.1229006980586387e-09,2.1748021822168367e-07,1.3629225980016492e-09,7.954772804116885e-10,5.983118760027893e-08,2.29935736039624e-17,1.9632090405561644e-08,3.8223270091188863e-10,2.4705329500337483e-10,5.429425356922042e-16,2.583402123983682e-15,1.0232058913633027e-16,5.351514853951558e-12
0.001383602748453115,0.5280849901515734,1.0401158797139187e-08,3.7830889952346913e-10,2.988359780898884e-08,2.311690265503812e-05,0.0,0.0,9.489041059929573e-05,9.53373003644756e-06,2.935193851815797e-05,1.0294983296619745e-09,8.671555531941262e-13,1.2210552469102008e-27,5.290699532502765e-20,2.363221644525928e-13,5.951298211897928e-09,1.6088967898663383e-08,1.7763253001640754e-15,3.755885377908791e-19,4.028761750150117e-08,8.130616247687728e-17,1.874925634571934e-15,5.375938319258056e-12,1.3612044066403602e-12,2.678196405907674e-08,9.237721788317388e-16,6.008102309797701e-13,5.877336412276008e-13,1.9654619291828432e-17,3.976581320737844e-15,1.7978846893692696e-17,2.76996515175583e-12,3.2464468460037527e-16,3.76,0.0,0.9389245668928999,0.9997679084470705,9.86856078197738e-05,2.687203302157077e-07,0.013722348771174528,0.013751868235330965,5.197883654791071e-13,2.3731699205919148e-17,3.6159857860093905e-05,3.633147090202136e-11,1.0134059737303008e-08,1.2816049284084213e-07,2.629935603772953e-08,0.00011664718725351868,1.996086746737796e-05,2.948720689724346e-07,2.8990852403128542e-11,5.479794802492602e-05,2.4725001513511023e-09,6.511771120182254e-11,3.2481492695070993e-09,8.161722736316916e-10,9.53371257337293e-13,2.4807179693091513e-12,4.464579609217797e-09,1.221129431938551e-09,2.2526926232343898e-07,1.3991411578218235e-09,8.730391311568656e-10,6.705239399193116e-08,2.536311629377188e-17,2.109741926397368e-08,4.1072209044822845e-10,2.686422295599825e-10,5.903867329218313e-16,2.887409122627551e-15,1.1197594312259433e-16,5.787404103487711e-12
0.0014369861529247964,0.5281339773224959,1.0735400408895873e-08,3.950820556279317e-10,3.0673423829656614e-08,2.4465510714363575e-05,0.0,0.0,9.827391424267054e-05,1.0342556955025316e-05,3.136975817280576e-05,1.1643837624345e-09,9.419153389021893e-13,1.409549725073916e-27,5.920936103841117e-20,2.5624684132793554e-13,6.102791058180135e-09,1.725007269451161e-08,2.0417669172974424e-15,4.1618881593226954e-19,4.3450526169790796e-08,8.769781582487088e-17,2.031974331418163e-15,5.729289394850977e-12,1.4445154571324248e-12,2.985911200553472e-08,1.0042926353522596e-15,6.928100452346059e-13,6.270087714639638e-13,2.0821748188884527e-17,4.255852612303265e-15,2.0531659270152233e-17,2.9522271465859205e-12,3.7575005272395306e-16,3.76,0.0,0.9383903968001662,0.9997595972231482,0.0001036072561641615,2.8258138081335493e-07,0.014247723650646495,0.014279275815187965,5.396890819405482e-13,2.4640323609140046e-17,3.615955725766983e-05,3.8772035568102014e-11,1.0821771335381407e-08,1.315978265820977e-07,2.701077332078333e-08,0.00012272596525829835,2.0997812999114156e-05,2.950393734353171e-07,3.101123538667224e-11,5.6081246069237334e-05,2.6526159767239195e-09,7.194568430524748e-11,3.4902473021641034e-09,8.562700845289063e-10,1.0306262889687532e-12,2.683183330830703e-12,4.701585041849574e-09,1.3259533471256878e-09,2.3295827622131294e-07,1.4365218330086406e-09,9.553618812102107e-10,7.479742255673756e-08,2.7897948722496156e-17,2.2626117037610706e-08,4.40439321754154e-10,2.9167787277025573e-10,6.410102262489658e-16,3.2227742974885277e-15,1.223698600943388e-16,6.242480502489639e-12
0.0014903695573964778,0.5281829509420908,1.1076219110561106e-08,4.1239745241627486e-10,3.1494857419261486e-08,2.585636838707695e-05,0.0,0.0,0.00010163756123463463,1.1183879351803423e-05,3.343600103909803e-05,1.311911800289762e-09,1.0216902047750632e-12,1.623334328777649e-27,6.611456340340432e-20,2.7733416294747e-13,6.2589740125899156e-09,1.8467910465167044e-08,2.338441380524097e-15,4.599867727507894e-19,4.673248703118421e-08,9.433100983205891e-17,2.198193723569418e-15,6.10138591221814e-12,1.5310857240248028e-12,3.319149690566784e-08,1.0888837308006794e-15,7.957044555556748e-13,6.683094638018323e-13,2.206897914247681e-17,4.549824709421044e-15,2.3362618113271468e-17,3.1431957628366946e-12,4.3331788644185723e-16,3.76,0.0,0.9378563347192799,0.999751205278493,0.00010865841112095884,2.967934613583898e-07,0.014772795334007452,0.014806429468424242,5.595783136139207e-13,2.554842528986019e-17,3.6159253735718455e-05,4.132344929039616e-11,1.1541005968372512e-08,1.3514142480257013e-07,2.7744188836149306e-08,0.00012896832772158262,2.206246287786886e-05,2.952214650982354e-07,3.311496702349763e-11,5.7321763055994966e-05,2.8388906378969523e-09,7.927612227710131e-11,3.740695487732548e-09,8.982526148736736e-10,1.112986806429193e-12,2.8987637989923497e-12,4.945421616973332e-09,1.4377870387358998e-09,2.4054863474477425e-07,1.4750547742598765e-09,1.0426128029586977e-09,8.30794065309593e-08,3.060593093425082e-17,2.4219567942176845e-08,4.714109613452595e-10,3.162510127377697e-10,6.950125264207859e-16,3.592487748930416e-15,1.3355643033883873e-16,6.717242987727782e-12
0.0015437529618681591,0.5282319111844626,1.1423493629119774e-08,4.302629709539136e-10,3.234772781609782e-08,2.7290254896204066e-05,0.0,0.0,0.00010498211442264325,1.2057424635016679e-05,3.554934934642068e-05,1.4728284000244997e-09,1.1067880154572614e-12,1.8655349726739473e-27,7.366714307391798e-20,2.996279759934703e-13,6.4197918052924095e-09,1.9744712763911288e-08,2.66918856043162e-15,5.071600578457807e-19,5.013345045745489e-08,1.012057160800352e-16,2.3739299345370305e-15,6.49338944082409e-12,1.6210016758945357e-12,3.6793776702253715e-08,1.1776285706698417e-15,9.104339554782932e-13,7.117502497077961e-13,2.3400793996523406e-17,4.85917817319998e-15,2.6494128834509158e-17,3.343185435288687e-12,4.980133983165395e-16,3.76,0.0,0.9373223748164933,0.9997427294161504,0.00011384411882579994,3.113671161047055e-07,0.015297563697007622,0.01533332778351011,5.794560557928093e-13,2.6456004131760694e-17,3.615894717861171e-05,4.398914091866531e-11,1.2292751656779527e-08,1.3879041614742501e-07,2.849943788910199e-08,0.00013537920057220932,2.3155651444128053e-05,2.954187670476447e-07,3.530377562735529e-11,5.852115012341819e-05,3.031319807466927e-09,8.713482255758215e-11,3.99947647453515e-09,9.421665860396246e-10,1.2007455431467298e-12,3.128180948993035e-12,5.196321025674002e-09,1.557061802581716e-09,2.4804214038965985e-07,1.5147301108982283e-09,1.1349632104091008e-09,9.191108330536965e-08,3.3495219572746524e-17,2.5879151714760012e-08,5.036634769458558e-10,3.4245607557015566e-10,7.526011385971093e-16,3.999777470655059e-15,1.4559281254880882e-16,7.212225241191519e-12
0.0015971363663398405,0.528280858225692,1.1777107514096069e-08,4.4868652834197186e-10,3.3231861540255496e-08,2.8767932811715265e-05,0.0,0.0,0.00010830835482775971,1.2962917005931803e-05,3.7708547633632146e-05,1.6478994824420183e-09,1.197528836330282e-12,2.1375761818823935e-27,8.191394295432769e-20,3.231728743255297e-13,6.585189640026043e-09,2.1082763085201448e-08,3.0370431914959985e-15,5.57891801730288e-19,5.365336675066428e-08,1.083219063957391e-16,2.5595350158524927e-15,6.906507894395336e-12,1.71434828299465e-12,4.068115108827784e-08,1.2706109074182772e-15,1.0379916619635946e-12,7.574496329989e-13,2.4821910482470032e-17,5.184617034870725e-15,2.9949871020797854e-17,3.5525074831872967e-12,5.705577776635113e-16,3.76,0.0,0.9367885113094131,0.9997341664355195,0.00011916939302542534,3.263127550623406e-07,0.01582202860691893,0.015859969403729156,5.99322303449651e-13,2.7363060007477172e-17,3.615863747058987e-05,4.677251144958825e-11,1.3077988917408745e-08,1.4254393617688498e-07,2.9276357397099483e-08,0.00014196346901078192,2.4278205603114e-05,2.9563169956312283e-07,3.757938691625012e-11,5.9681005558105124e-05,3.229901258413494e-09,9.554853982739746e-11,4.2665762240337815e-09,9.880604411117406e-10,1.2942060632909088e-12,3.372182499773888e-12,5.454516027411396e-09,1.6842259297011549e-09,2.5544099212322986e-07,1.5555380506988146e-09,1.232588432980147e-09,1.0130483131997705e-07,3.65742726793528e-17,2.7606244336991877e-08,5.372232515481964e-10,3.703911880889127e-10,8.139917001834987e-16,4.4481244167123245e-15,1.5853936683078476e-16,7.727995482197416e-12
0.0016505197708115218,0.5283297922437705,1.2136949263917778e-08,4.676760902449611e-10,3.4147085182548284e-08,3.0290148708143476e-05,0.0,0.0,0.00011161707555274922,1.3900080589366561e-05,3.991240088643479e-05,1.8379110323540679e-09,1.2942451880851314e-12,2.4437042974396824e-27,9.090418133195088e-20,3.4801421138264374e-13,6.755113576431026e-09,2.2484396706944225e-08,3.445244653105746e-15,6.123705879250661e-19,5.7292186141973417e-08,1.1567955286551317e-16,2.7553670448622773e-15,7.341996665380236e-12,1.811209188380142e-12,4.486937030936268e-08,1.367915165276153e-15,1.1794247663870313e-12,8.055301580176857e-13,2.633729407082368e-17,5.5268703917761966e-15,3.375484730248481e-17,3.771470386551611e-12,6.517317526478851e-16,3.76,0.0,0.9362547384663668,0.9997255131354001,0.00012463921490932724,3.416406556667994e-07,0.01634618992258246,0.01638635302537718,6.19177051237529e-13,2.826959277874177e-17,3.615832449587045e-05,4.9676936969720555e-11,1.389769152929209e-08,1.464011354161345e-07,3.007478753375046e-08,0.00014872597801876333,2.5430944903634665e-05,2.9586068041917986e-07,3.994352524942685e-11,6.0802876604594846e-05,3.4346348302457876e-09,1.0454500184549133e-10,4.541983941254849e-09,1.0359843657299952e-09,1.3936830976996973e-12,3.631543059309556e-12,5.7202405661852435e-09,1.8197450531531218e-09,2.6274775477864584e-07,1.5974689676506776e-09,1.3356677909645866e-09,1.1127270748095362e-07,3.985185456881917e-17,2.9402218853701586e-08,5.721165993144684e-10,4.0015825201210686e-10,8.794081438730415e-16,4.941278517840053e-15,1.7245979810115338e-16,8.26515632523775e-12
0.0017039031752832032,0.5283787134184892,1.2502912409124507e-08,4.872396829491771e-10,3.509322788329982e-08,3.185763383390244e-05,0.0,0.0,0.00011490907636251357,1.4868642205295304e-05,4.215977274135754e-05,2.0436692262725193e-09,1.3972823312784402e-12,2.7885839588143403e-27,1.0068953083566969e-19,3.7419811843858097e-13,6.929510862290616e-09,2.395200066135563e-08,3.897247027790421e-15,6.707904400699804e-19,6.104985879044091e-08,1.2327862784812928e-16,2.9617902687055087e-15,7.801159773409818e-12,1.911666883079003e-12,4.93747441299909e-08,1.4696264621941476e-15,1.335836003860023e-12,8.561184787923863e-13,2.7952170443990714e-17,5.8866940463480216e-15,3.79354329899018e-17,4.000380080660556e-12,7.423792941080697e-16,3.76,0.0,0.9357210506053558,0.9997167663165087,0.00013025853336726397,3.573609652683798e-07,0.016870047494451427,0.01691247739602378,6.390202934918039e-13,2.917560229652977e-17,3.615800813874113e-05,5.270577180941382e-11,1.4752827382019235e-08,1.5036118642816554e-07,3.089457317443178e-08,0.00015567153321855044,2.661468167709711e-05,2.9610612522740076e-07,4.2397914939872056e-11,6.188826121560928e-05,3.64552238592979e-09,1.141529255773208e-10,4.8256919923893e-09,1.08599030317661e-09,1.4995028921292085e-12,3.907064893708537e-12,5.993729903193307e-09,1.9641025379406276e-09,2.6996532919983865e-07,1.6405134790101865e-09,1.4443845729473504e-09,1.2182648482863217e-07,4.3337040795606266e-17,3.1268446270447934e-08,6.083697830193568e-10,4.3186302770050624e-10,9.490828817033498e-16,5.483275089886001e-15,1.8742130472670664e-16,8.824344704725756e-12
0.0017572865797548846,0.5284276219313868,1.2874895556673364e-08,5.073854037238658e-10,3.6070123512196443e-08,3.3471104785676255e-05,0.0,0.0,0.00011818515890116505,1.5868333802343284e-05,4.444958375440361e-05,2.266000586490949e-09,1.5069985777695864e-12,3.1735878034678183e-27,1.1132419891534845e-19,4.0177151601433916e-13,7.108330218869229e-09,2.5488013830895068e-08,4.396729491652657e-15,7.333508123974709e-19,6.492633478180665e-08,1.3111910398836821e-16,3.179175194674792e-15,8.285351030390845e-12,2.0158028644306e-12,5.421415096644753e-08,1.5758306362423298e-15,1.5083851453904329e-12,9.093454294212612e-13,2.967203839802419e-17,6.264872152368654e-15,4.2519427036927454e-17,4.239540248670021e-12,8.43411463656495e-16,3.76,0.0,0.9351874420926604,0.9997079227835043,0.00013603226562037732,3.734837043229303e-07,0.017393601164629336,0.017438341312833994,6.588520242315576e-13,3.008108840118855e-17,3.615768828363265e-05,5.58623513887634e-11,1.5644359355562805e-08,1.5442328993310877e-07,3.1735565147395324e-08,0.00016280490203656129,2.7830221228429916e-05,2.9636844779886e-07,4.494428145557025e-11,6.293860974557177e-05,3.862567780147451e-09,1.2440203361856603e-10,5.117695838052395e-09,1.138131971701429e-09,1.6120035565109046e-12,4.1995787093107e-12,6.275220764331525e-09,2.117799908534518e-09,2.770969232727226e-07,1.6846625119309519e-09,1.5589260153865585e-09,1.329776902132286e-07,4.703922321607082e-17,3.320629651717709e-08,6.460090327572529e-10,4.6561522601559123e-10,1.0232570069261971e-15,6.078452362138669e-15,2.0349473891602205e-16,9.40623186667787e-12
0.001810669984226566,0.5284765179656984,1.3252802389790243e-08,5.281214318310652e-10,3.7077612573724385e-08,3.5131264183595294e-05,0.0,0.0,0.00012144612251087902,1.6898894573126614e-05,4.6780809732899624e-05,2.505752160766827e-09,1.6237656263540262e-12,3.603931666585752e-27,1.2286500143498535e-19,4.307821279915894e-13,7.291522083298159e-09,2.7094927165569754e-08,4.9476071995149464e-15,8.002565917144259e-19,6.89215641272609e-08,1.3920095423102746e-16,3.407898701921113e-15,8.795975225023963e-12,2.1236978014727695e-12,5.940504719914438e-08,1.686614269678981e-15,1.6982905140067534e-12,9.653460959122876e-13,3.150268335375529e-17,6.662218936177416e-15,4.753610477592784e-17,4.48925264881996e-12,9.558104107812979e-16,3.76,0.0,0.934653907341129,0.999698979346563,0.00014196529818264904,3.900187701882905e-07,0.01791685076690291,0.017963943620948254,6.786722371608417e-13,3.098605092256111e-17,3.6157364815173804e-05,5.914999566946296e-11,1.657324623194562e-08,1.5858668003488798e-07,3.2597621303806565e-08,0.00017013081513069585,2.907836207226821e-05,2.96648060511043e-07,4.758435279727085e-11,6.395532658923334e-05,4.0857767927922105e-09,1.3532307093668514e-10,5.417993918792392e-09,1.1924648779913388e-09,1.7315354287565173e-12,4.509944460563042e-12,6.564951501216622e-09,2.2813573106883804e-09,2.84146023935001e-07,1.7299073602876087e-09,1.6794832845015663e-09,1.4473764179963055e-07,5.0968115152827194e-17,3.5217139462868134e-08,6.850605656186916e-10,5.015286076330727e-10,1.1021805122610674e-15,6.7314701659124625e-15,2.2075477787063453e-16,1.0011523427771505e-11
0.0018640533886982473,0.5285254017063333,1.3636541639685791e-08,5.49456039310808e-10,3.811554385644474e-08,3.6838801343020066e-05,0.0,0.0,0.00012469276061342292,1.7960072773286187e-05,4.915248012889933e-05,2.763791727327083e-09,1.7479689198449812e-12,4.086085057593704e-27,1.3537145661388713e-19,4.612785094180727e-13,7.479038811175516e-09,2.877528401793621e-08,5.554042495674171e-15,8.71718117229671e-19,7.303549676219736e-08,1.475241518335917e-16,3.6483442606862495e-15,9.334489329660679e-12,2.2354317047845913e-12,6.496547670240533e-08,1.8020647080484598e-15,1.9068305225097758e-12,1.0242598897013147e-12,3.345019158461828e-17,7.079580468621722e-15,5.301627142995759e-17,4.749817456227691e-12,1.0806335245787575e-15,3.76,0.0,0.9341204408082103,0.9996899328225363,0.00014806248811015965,4.06975941433512e-07,0.018439796126769468,0.018489283211918728,6.984809256697124e-13,3.189048968012841e-17,3.6157037618235715e-05,6.257201282444728e-11,1.754044365572616e-08,1.6285062866604322e-07,3.3480607429240045e-08,0.00017765396804414504,3.0359896207860015e-05,2.969453746950644e-07,5.031986096808071e-11,6.493977176730703e-05,4.3151570548330365e-09,1.469478219977935e-10,5.726587530611201e-09,1.2490463243467664e-09,1.8584614548727422e-12,4.8390521873478114e-12,6.863162264447765e-09,2.455314004175819e-09,2.9111637024186543e-07,1.776239732930255e-09,1.8062514605999183e-09,1.5711748623930397e-07,5.513375667856691e-17,3.730234596821334e-08,7.255506061159233e-10,5.397210892571725e-10,1.1861125233192524e-15,7.447328982691696e-15,2.392800986379213e-16,1.0640959502791006e-11
0.0019174367931699286,0.5285742733398616,1.4026027029346364e-08,5.71397599345325e-10,3.918377583676343e-08,3.859439293881628e-05,0.0,0.0,0.00012792585761380352,1.905162726680439e-05,5.1563676492408716e-05,3.041008023956137e-09,1.8800080221826538e-12,4.6215537849260006e-27,1.4890587869951258e-19,4.933100576477521e-13,7.670834842367087e-09,3.05316805907269e-08,6.22045645235076e-15,9.479512005303691e-19,7.72680825449501e-08,1.5608867037951108e-16,3.9009020211486986e-15,9.902403731957057e-12,2.351084069413883e-12,7.091408057735805e-08,1.922270086750665e-15,2.1353452391136394e-12,1.0862306230411847e-12,3.552096489028082e-17,7.51783642428707e-15,5.899231695201772e-17,5.021533579686798e-12,1.219017743014545e-15,3.76,0.0,0.9335870369937598,0.9996807800357356,0.00015432866449713396,4.24364882572154e-07,0.018962437061458535,0.019014359022200097,7.182780828350509e-13,3.2794404483116426e-17,3.6156706577960296e-05,6.613170219718882e-11,1.854690510054318e-08,1.6721444926606696e-07,3.438439799858537e-08,0.0001853790230489685,3.1675609426400394e-05,2.972608010380926e-07,5.315254320117437e-11,6.589326246107571e-05,4.550718005866219e-09,1.593091282534527e-10,6.043480743969023e-09,1.3079354206461623e-09,1.9931575657394394e-12,5.187822861947963e-12,7.1700951879000355e-09,2.6402288829968593e-09,2.980119275489523e-07,1.8236517935866284e-09,1.9394295249286425e-09,1.701282353665704e-07,5.954652001596372e-17,3.946328895990858e-08,7.675054070047086e-10,5.803148556904325e-10,1.2753215448783944e-15,8.231390202333563e-15,2.5915356483108637e-16,1.1295314899748118e-11
0.00197082019764161,0.5286231330545186,1.4421177194560395e-08,5.939545955405391e-10,4.028217786604955e-08,4.039870365915912e-05,0.0,0.0,0.00013114618628458724,2.0173328820614734e-05,5.4013530982604896e-05,3.3383110002884455e-09,2.0202970129468998e-12,5.216414563696508e-27,1.6353343625752533e-19,5.269270234142237e-13,7.866866834369317e-09,3.2366766492149296e-08,6.95154097378857e-15,1.0291771532853283e-18,8.161927125551327e-08,1.648944837924348e-16,4.165968901893858e-15,1.0501283493663779e-11,2.4707340216363135e-12,7.72701070908288e-08,2.04731935386757e-15,2.385237982383598e-12,1.1514065864441699e-12,3.772173585453375e-17,7.977901919404107e-15,6.549827289946676e-17,5.304698993775116e-12,1.3721840236731736e-15,3.76,0.0,0.9330536904376673,0.9996715178183756,0.00016076863017983384,4.4219514913621344e-07,0.01948477337994768,0.01953917003169263,7.380637014211647e-13,3.36977951305885e-17,3.615637157977321e-05,6.983235779249322e-11,1.9593582817595633e-08,1.7167749978514678e-07,3.5308876793862005e-08,0.00019331061114549478,3.302628164495575e-05,2.9759474997327e-07,5.60841433228964e-11,6.681707449793672e-05,4.792470814782739e-09,1.7244090599270028e-10,6.368680273647563e-09,1.369193094753245e-09,2.1360130667988084e-12,5.5572092570127325e-12,7.485994582899894e-09,2.836681019794715e-09,3.048368628632826e-07,1.87213619336038e-09,2.079220349106682e-09,1.8378080229311834e-07,6.421711505511684e-17,4.170134451227666e-08,8.109512702170754e-10,6.23436477067689e-10,1.3700857185066468e-15,9.089397835924667e-15,2.804624258046785e-16,1.1975399382331544e-11
0.0020242036021132915,0.5286719810402193,1.4821915584881487e-08,6.17135631468265e-10,4.141063116081317e-08,4.225238684593675e-05,0.0,0.0,0.00013435450558983665,2.1324961170881728e-05,5.650122493530364e-05,3.6566320936119917e-09,2.169264897209448e-12,5.879578143823418e-27,1.793222744481641e-19,5.621805532551549e-13,8.067093765951139e-09,3.428324539513374e-08,7.752271305742937e-15,1.1156228373241194e-18,8.608901259424313e-08,1.7394156634871942e-16,4.443948923861505e-15,1.1132749639288902e-11,2.594460476079871e-12,8.405342187803266e-08,2.1773022859425694e-15,2.657976938854262e-12,1.219940628357775e-12,4.005958392180489e-17,8.46072942349597e-15,7.256987015121723e-17,5.599611091836365e-12,1.5414419830864373e-15,3.76,0.0,0.9325203957173405,0.9996621430107188,0.00016738716361325103,4.604761930165594e-07,0.020006804882972237,0.020063715262335993,7.578377738801524e-13,3.460066141159344e-17,3.6156032509392094e-05,7.367727218787364e-11,2.0681428803599625e-08,1.7623918509341617e-07,3.625393740196413e-08,0.0002014533341866991,3.441268726167029e-05,2.979476320683591e-07,5.911641329926597e-11,6.771244378962174e-05,5.040428288673396e-09,1.8637816466198686e-10,6.702195332934423e-09,1.4328820950150812e-09,2.2874310517522536e-12,5.9481968535556325e-12,7.811107141253285e-09,3.045270232567004e-09,3.1159552139513083e-07,1.9216860966977074e-09,2.22583068720506e-09,1.9808603679954e-07,6.915659501492438e-17,4.401789293494134e-08,8.559145679261715e-10,6.692170311271726e-10,1.4706930912715391e-15,1.0027500569287961e-14,3.0329851816221e-16,1.268205800107218e-11
0.002077587006584973,0.5287208174885821,1.5228170350949004e-08,6.409494371618596e-10,4.256902960381655e-08,4.4156085119804036e-05,0.0,0.0,0.00013755155890889253,2.250632188256153e-05,5.902598748501825e-05,3.996924526874264e-09,2.3273560311680956e-12,6.612669583300653e-27,1.9634363969701492e-19,5.991226989291061e-13,8.271477014393644e-09,3.628387579496781e-08,8.627918854046654e-15,1.207520710451071e-18,9.067725618054162e-08,1.8322989269047418e-16,4.735253286272792e-15,1.1798480476612826e-11,2.72234225658984e-12,9.128451837578282e-08,2.3123095132838516e-15,2.955096812262163e-12,1.2919902372065698e-12,4.2541951942472644e-17,8.967310637741382e-15,8.02445979471982e-17,5.9065669989281115e-12,1.7281947082173027e-15,3.76,0.0,0.9319871474450726,0.9996526524609499,0.00017418902088962054,4.792173680060944e-07,0.02052853136302897,0.020587993776751832,7.776002923520437e-13,3.550300310524793e-17,3.615568925282279e-05,7.766973928570025e-11,2.1811395757119036e-08,1.808989588312505e-07,3.7219483597844254e-08,0.00020981176710103248,3.583559552769381e-05,2.9831985842445605e-07,6.225111439095755e-11,6.858056772466654e-05,5.294604833363812e-09,2.0115702559426707e-10,7.044037558925503e-09,1.499066999862014e-09,2.4478288075396925e-12,6.361804754661044e-12,8.14568214630232e-09,3.266617672519785e-09,3.1829240433028405e-07,1.9722952012989896e-09,2.3794711704709978e-09,2.1305475994514496e-07,7.437636223563833e-17,4.6414319855610036e-08,9.024217634927405e-10,7.177922299375639e-10,1.5774418942175733e-15,1.1052275078989172e-14,3.2775847918830266e-16,1.3416171491658375e-11
0.0021309704110566547,0.5287696425929617,1.563987421955654e-08,6.654048765550343e-10,4.375728038414452e-08,4.6110430988183534e-05,0.0,0.0,0.00014073807262172743,2.3717223023051466e-05,6.158709424000685e-05,4.360163628032812e-09,2.4950305625344007e-12,7.422279866456141e-27,2.1467187969121772e-19,6.378064171214934e-13,8.479980409283778e-09,3.8371471860459096e-08,9.58406462599624e-15,1.305108874123031e-18,9.538395155152152e-08,1.9275943784031351e-16,5.040300366866038e-15,1.2500212950939201e-11,2.8544582186087677e-12,9.898452847336254e-08,2.4524325432277666e-15,3.2782005077015642e-12,1.3677176259463025e-12,4.517666328171147e-17,9.498678456863843e-15,8.856176519552464e-17,6.225863878753795e-12,1.9339437428692857e-15,3.76,0.0,0.9314539402653272,0.9996430430248138,0.00018117893787100231,4.984279354886386e-07,0.021049952604373902,0.021112004676933662,7.973512486647205e-13,3.640481998077802e-17,3.615534169634182e-05,8.181305749344515e-11,2.298443799037671e-08,1.8565632476517925e-07,3.8205429626919635e-08,0.00021839046018993973,3.729577093174162e-05,2.9871184105965776e-07,6.549001838559222e-11,6.942260651665018e-05,5.555016377989265e-09,2.1681474112484545e-10,7.39422089028739e-09,1.567814228810363e-09,2.6176382282767378e-12,6.799086613037005e-12,8.48997169126063e-09,3.5013664319072344e-09,3.249321478302702e-07,2.0239577526108105e-09,2.540356304671258e-09,2.2869779783602994e-07,7.988817409613189e-17,4.889201728707857e-08,9.504994320647705e-10,7.693025507723098e-10,1.6906408299561784e-15,1.2170751186876219e-14,3.53943975706255e-16,1.4178656739428659e-11
