Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H4F2(1),O2(2),H2O(3),CH4(4),CH2CHF(56),HF(38),C2H3F(137),C2H3F(136),O2(141),CH2CF(70),CH2CFO(79),C2H3F2(66),C2H3F2(64),CH2CF2(57),C2H2F2(59),CH2F(46),C2H2F(71),CHFO(47),C2H4F(62),S(289),C2H4F(63),C2H3F2(65),CF2CH(73),C2HF2(72),CH2F2(41),S(787),CF2(43),S(495),C2HF(58),CF2O(49),C2H2O(134),S(435),S(2464),S(1651),S(1682),CF3CHO(75),CF2CO(76),S(783),S(2674),CHO2(159),S(3132),S(537),S(1330),C2HF(1925),S(125),S(977),S(975),S(990),CHF2(82)
0.00020641346634374814,0.5422320885574634,4.334025539641209e-07,2.2843537114585304e-08,4.647532740448685e-07,0.0001761223520367169,0.0,0.0,0.00019271837109588686,6.904502388670396e-06,3.249284540415763e-05,5.747473568189249e-08,2.4170985856576688e-11,1.2100282445250364e-23,1.3014330020277318e-17,1.647447187752539e-12,4.897668571265169e-07,3.215224526727437e-07,2.554370272106047e-13,3.485360821121576e-17,8.331362207965013e-08,1.0003440979523741e-15,5.518731294783314e-14,1.2042378290653707e-09,1.1453637260973434e-10,3.200056897231465e-07,3.1800870580780517e-14,5.835991452576686e-10,3.077558147354254e-10,7.005523229787594e-14,5.576079056139482e-13,5.247111998915179e-16,3.212090927283056e-11,2.102842351673258e-10,3.76,0.0,0.5932065826760906,0.9995394595925142,0.00019843064769461792,3.1889163000856083e-06,0.013586298344139854,0.013621599688387227,4.491226911626399e-12,5.159840081033281e-16,8.609386571966348e-05,8.277069761095175e-10,9.637709552992467e-08,9.248806652134988e-07,3.5213533474374505e-07,0.0003502090238538306,5.4497633186420515e-05,4.84662230835041e-06,6.078150285936023e-10,0.00011682923831412476,1.7500297065960232e-08,4.382714442009059e-10,1.956808323055158e-08,1.9711898705387732e-08,7.845021095371874e-11,6.40880364339177e-11,1.0282277677808275e-07,3.766324874682892e-09,1.9723748172602796e-06,2.9190612165493533e-09,6.0365266683731656e-09,2.0833170712413767e-07,1.3948131841469017e-15,8.605904135023159e-08,5.640135657274169e-10,1.88048932657489e-10,4.1667787038239366e-16,2.4228235462413798e-14,8.120875613173756e-16,3.6699514595555304e-11,3.457227091255763e-17,3.2957417910915567e-13,1.827833927038703e-16,8.976186433107731e-10,1.1096002317943478e-17,2.4864685535847613e-16,7.359198007701642e-13,1.0774591203243266e-07,5.564883641453951e-15,1.362992710066659e-07,3.8879193249819775e-09
0.00021214122161302158,0.5422707324391741,4.383857550602654e-07,2.318671741466689e-08,4.693427734812369e-07,0.00018205445548065568,0.0,0.0,0.0001981385737894419,7.395387351158535e-06,3.426676723801677e-05,6.142417662108546e-08,2.533497449727592e-11,1.2907450887189232e-23,1.3724673610631179e-17,1.717854337899349e-12,5.022854637311239e-07,3.410081980164986e-07,2.760343416771721e-13,3.7199188763465015e-17,8.79858367896955e-08,1.0565845395302638e-15,5.730714121470145e-14,1.2813364328560181e-09,1.2066444695592804e-10,3.4110794325577406e-07,3.3487200584273493e-14,6.228753552005662e-10,3.2909372562825944e-10,7.3812865203272e-14,5.885202633508057e-13,5.68283326958413e-16,3.333356878133431e-11,2.2319200231410942e-10,3.76,0.0,0.5928183936326994,0.9995280767601434,0.0002048533575826188,3.341927734142535e-06,0.013958617001891034,0.013995863994828406,4.614306198605887e-12,5.301266306848511e-16,8.609288527634567e-05,8.594970785914203e-10,1.0016106975045375e-07,9.345652668375403e-07,3.5586601336159843e-07,0.0003618632835210176,5.630144814903235e-05,4.849023923425492e-06,6.322705072501904e-10,0.00011948666755205346,1.823449404432884e-08,4.66866104580172e-10,2.0406271372734696e-08,2.0056107790916133e-08,8.192706609935062e-11,6.693383588254918e-11,1.0645844513947994e-07,3.935705219907473e-09,2.0292830010808606e-06,2.949382628008818e-09,6.410758525777581e-09,2.2605146359161355e-07,1.4857708507855754e-15,8.970011454856758e-08,5.878301520459859e-10,1.9649247701580268e-10,4.3538552206684267e-16,2.5604868724262096e-14,8.542243042734635e-16,3.881585754546634e-11,3.6124380980361595e-17,3.4417098310899866e-13,1.9058297308520045e-16,9.133665811483969e-10,1.1569447257446759e-17,2.6413526708478356e-16,7.602765347977544e-13,1.1539673156314971e-07,5.911524234898751e-15,1.409858389731942e-07,4.126091201618852e-09
0.00021786897688229502,0.542309365444093,4.4349015138651604e-07,2.35381468857472e-08,4.7408875505535706e-07,0.0001880515061506054,0.0,0.0,0.00020354946473492573,7.905583348793407e-06,3.608253609111573e-05,6.554929510480542e-08,2.65407174226818e-11,1.3764575343234254e-23,1.446761717468577e-17,1.790233368225832e-12,5.150758629522172e-07,3.6130286142286255e-07,2.97898188835511e-13,3.965268764898917e-17,9.278463409977696e-08,1.1143605158575387e-15,5.950081749095945e-14,1.3618823993191243e-09,1.2701289541927914e-10,3.631045326620243e-07,3.5230455001021813e-14,6.638570738007106e-10,3.5153183391306604e-10,7.775683954179762e-14,6.206937350052001e-13,6.144712435069779e-16,3.45746430988498e-11,2.3657320047477425e-10,3.76,0.0,0.5924303064550747,0.9995166447833682,0.00021133919395338726,3.4988302603095257e-06,0.014330681425490686,0.014369922352902792,4.737301442209655e-12,5.442597373826281e-16,8.609190060005566e-05,8.920350758435332e-10,1.0403421367526055e-07,9.445200793841346e-07,3.597005596954036e-07,0.0003736405553671591,5.812371399525224e-05,4.851552668264084e-06,6.573096014245683e-10,0.00012211357332301772,1.898588843252889e-08,4.966462101649756e-10,2.126444521190434e-08,2.041098408326737e-08,8.551493699497937e-11,6.98691497358417e-11,1.1014574402228926e-07,4.110441720803766e-09,2.086146789588098e-06,2.9805516524749555e-09,6.798086761865263e-09,2.447441783027719e-07,1.5804946507830988e-15,9.342663668495944e-08,6.122027487632033e-10,2.0520202827282266e-10,4.546825769626295e-16,2.7049658870901004e-14,8.98145997592565e-16,4.099615216790743e-11,3.772539377604159e-17,3.592140351025946e-13,1.9860010299930433e-16,9.296031221712949e-10,1.205609776945907e-17,2.8016765115456184e-16,7.848824086213889e-13,1.2345223719230255e-07,6.270399329871129e-15,1.457335110347854e-07,4.372923731616514e-09
0.00022359673215156846,0.5423479878064149,4.487157114059094e-07,2.3897905285470233e-08,4.789923732841582e-07,0.00019411506683766476,0.0,0.0,0.00020895131891388174,8.43521286934588e-06,3.793984923740677e-05,6.98555589642441e-08,2.7789972336969062e-11,1.4674730473594645e-23,1.5244641508610522e-17,1.8646397254376862e-12,5.281464863994764e-07,3.8243314680201695e-07,3.210921393494094e-13,4.221780079793452e-17,9.770994429985792e-08,1.1736719108054604e-15,6.177121908379806e-14,1.446002380162325e-09,1.3358874907395418e-10,3.860200433406875e-07,3.7031905307056104e-14,7.065910127128049e-10,3.751226352567232e-10,8.189678749357694e-14,6.541755253493481e-13,6.633865611905187e-16,3.584510328526789e-11,2.504384445405629e-10,3.76,0.0,0.5920423171496795,0.9995051619746683,0.00021789029658290718,3.65970828291131e-06,0.014702491432640437,0.01474377442973753,4.86021258217831e-12,5.583833273197623e-16,8.609091154544153e-05,9.253441367330462e-10,1.0799932809413313e-07,9.547459566082315e-07,3.6363933942559666e-07,0.0003855442190075001,5.996493554375936e-05,4.854212495787559e-06,6.829471620637171e-10,0.00012471058797683762,1.9754774470661965e-08,5.276430373269916e-10,2.2142924678071398e-08,2.077666193025299e-08,8.921829656503007e-11,7.289745191267758e-11,1.1388625370903146e-07,4.290753651730934e-09,2.1429663768598194e-06,3.0125707652225398e-09,7.19871210455324e-09,2.644361010800349e-07,1.6790837236375828e-15,9.724091290258886e-08,6.371463209287316e-10,2.1418847003357177e-10,4.745931479842264e-16,2.856636707189219e-14,9.439419152763904e-16,4.3241376220042926e-11,3.937730981002437e-17,3.7472022906248273e-13,2.0684088389338418e-16,9.463343587119222e-10,1.2556324188822624e-17,2.967523275555068e-16,8.097442388651607e-13,1.3192628190384358e-07,6.641715974207674e-15,1.5054411739474473e-07,4.6286426215540444e-09
0.0002293244874208419,0.542386599761482,4.5406238359369476e-07,2.4266071859566735e-08,4.84054741154972e-07,0.0002002466966753118,0.0,0.0,0.0002143444294746734,8.98439114049644e-06,3.983841633593753e-05,7.434863812581385e-08,2.908455125843288e-11,1.5641159393912007e-23,1.6057279409722944e-17,1.9411294641592075e-12,5.415057156633601e-07,4.0442659235849415e-07,3.4568261202217904e-13,4.4898336168993406e-17,1.0276169757967522e-07,1.2345186176122352e-15,6.412129660838826e-14,1.5338276190144956e-09,1.4039924916113254e-10,4.0987972852885776e-07,3.889284360540507e-14,7.511251080162284e-10,3.999212443831856e-10,8.624278347318455e-14,6.890144561532144e-13,7.151446630770244e-16,3.714592513348579e-11,2.647987047912179e-10,3.76,0.0,0.5916544217140031,0.9994936266220448,0.0002245088198386172,3.8246487745422975e-06,0.015074046831028035,0.015117419899434107,4.983039554942188e-12,5.724973994268229e-16,8.60899179650429e-05,9.594475322737044e-10,1.1205922691789092e-07,9.65243690054295e-07,3.6768269530535623e-07,0.0003975776640133145,6.182561866260027e-05,4.857007379111489e-06,7.091981126779508e-10,0.00012727834179742002,2.0541445904790904e-08,5.598887133041272e-10,2.3042029365821858e-08,2.1153278127508055e-08,9.304172812920138e-11,7.602229775507591e-11,1.176815792084329e-07,4.4768656973009696e-09,2.199742156821395e-06,3.0454422438550275e-09,7.612840616085927e-09,2.851535771037864e-07,1.7816399052546486e-15,1.0114526024762881e-07,6.626759063192465e-10,2.2346295234337962e-10,4.951419383499654e-16,3.015893117603467e-14,9.917050149813574e-16,4.555257326448003e-11,4.108217856677115e-17,3.9070683181439653e-13,2.1531148257249878e-16,9.635664962085578e-10,1.3070500817396224e-17,3.1389783827886685e-16,8.348688563256958e-13,1.4083293940447217e-07,7.025688295532377e-15,1.5541950937773687e-07,4.893484509032731e-09
0.00024077999795938878,0.5424637933966531,4.651187766809743e-07,2.5027944772032735e-08,4.946599941892234e-07,0.0002127203807004676,0.0,0.0,0.00022510567580417913,1.0141822067134891e-05,4.37582128976306e-05,8.391895938409337e-08,3.1817211166377634e-11,1.775670841413972e-23,1.7795796582117442e-17,2.100586395502725e-12,5.691232870459145e-07,4.511174112238465e-07,3.99333662497643e-13,5.062146815368683e-17,1.1324425361508073e-07,1.3608175879900462e-15,6.907266349746799e-14,1.7211426205359653e-09,1.5475420343504077e-10,4.6053601198723607e-07,4.2798456398851594e-14,8.457918027363482e-10,4.533761290032615e-10,9.559553233911192e-14,7.629672927943125e-13,8.276702807200094e-16,3.9842580166116263e-11,2.9504993535691747e-10,3.76,0.0,0.590878896401677,0.9994703913196981,0.0002379568155728103,4.167077808889656e-06,0.015816392981952736,0.0158640897485313,5.2284407279444664e-12,6.0069698493093575e-16,8.60879166269442e-05,1.0301309120046199e-09,1.2047469751468473e-07,9.87057623321511e-07,3.760844081445133e-07,0.00042204750203688867,6.560739760436921e-05,4.86301830256499e-06,7.636002371594264e-10,0.00013232857809502725,2.216931772194372e-08,6.282594235388362e-10,2.4903391399599794e-08,2.19398860400436e-08,1.0106770931901494e-10,8.257626086776514e-11,1.2544322497973356e-07,4.867416732692346e-09,2.3131648202118764e-06,3.1137505555502393e-09,8.48245819840496e-09,3.2977110674395667e-07,1.9990745710893088e-15,1.0923349363694085e-07,7.155536155829038e-10,2.429220107254587e-10,5.382560295419546e-16,3.358831036694436e-14,1.0935239299121885e-15,5.037739227771357e-11,4.465922436078518e-17,4.241922488150513e-13,2.329671327680538e-16,9.995589086409132e-10,1.4142222076965553e-17,3.4990664620636496e-16,8.859338371433874e-13,1.6000153769537098e-07,7.832492238216385e-15,1.653721627079378e-07,5.451539281417964e-09
0.000251089957444081,0.5425332344580864,4.7548291454734004e-07,2.5743175690692894e-08,5.047581024492467e-07,0.00022419505123956652,0.0,0.0,0.00023476416381676814,1.1251394667564845e-05,4.742445888227643e-05,9.323233377056186e-08,3.4450965389828706e-11,1.9889455373590275e-23,1.9498758752724363e-17,2.2517979131536296e-12,5.950493106835344e-07,4.963852255298628e-07,4.5312405331014074e-13,5.620754210296674e-17,1.2311028686577368e-07,1.4797365569128026e-15,7.38325771499171e-14,1.903813568016388e-09,1.6855310011693644e-10,5.096229788757344e-07,4.653034593468982e-14,9.376553221717924e-10,5.06226829031672e-10,1.0482843713325191e-13,8.346902581973716e-13,9.399043845836664e-16,4.238329027895218e-11,3.240863489338838e-10,3.76,0.0,0.5901812043462019,0.9994492822011586,0.0002503124835302302,4.490082157327551e-06,0.016483631620061275,0.016535382888750914,5.4490132258196094e-12,6.26044046358898e-16,8.608609842454326e-05,1.0966980799062141e-09,1.2840127327799086e-07,1.007626828290446e-06,3.840066645569554e-07,0.00044454839216591586,6.908264930845768e-05,4.86893027295757e-06,8.148111291797998e-10,0.0001367800014880507,2.369816676654242e-08,6.944041337743616e-10,2.6652356674328634e-08,2.2686670899570636e-08,1.0875007971522037e-10,8.884241286243865e-11,1.3263280563223813e-07,5.241118676515387e-09,2.4151031485555134e-06,3.1781627189231815e-09,9.31347207384052e-09,3.737008784617528e-07,2.2094109968595597e-15,1.168444214644283e-07,7.652999748960224e-10,2.6153781019804697e-10,5.795018530498431e-16,3.6977590917433654e-14,1.1929021927916043e-15,5.495718918870126e-11,4.808127038028606e-17,4.561532960380529e-13,2.49706433301266e-16,1.0337300069345517e-09,1.5158319269493093e-17,3.8432289802645143e-16,9.328598112600987e-13,1.7887879243518926e-07,8.604193331265415e-15,1.7457013188713e-07,5.987591707483563e-09
0.00026139991692877325,0.5426026455069709,4.862380527800447e-07,2.6486872381636488e-08,5.153863886958586e-07,0.00023591432419435505,0.0,0.0,0.0002443995841474396,1.2425826636852562e-05,5.122041744474329e-05,1.0324888366498383e-07,3.726242071391621e-11,2.2263605705461952e-23,2.1343495096370205e-17,2.4106601711909595e-12,6.220388094460599e-07,5.449182535749512e-07,5.12613552429803e-13,6.223197542614294e-17,1.3338490505043258e-07,1.6036287291360538e-15,7.890015027283818e-14,2.100755005796676e-09,1.8323447575759826e-10,5.621929974795888e-07,5.047602832750829e-14,1.0361558345481967e-09,5.639799985107832e-10,1.1490772631706663e-13,9.116468973797684e-13,1.0633279181042273e-15,4.503775870996219e-11,3.549135284665554e-10,3.76,0.0,0.5894837538514909,0.999427975183274,0.000262920713965289,4.827717372528661e-06,0.017150041872924758,0.017206001869488022,5.66931188058871e-12,6.5136024496257e-16,8.608426317640413e-05,1.166205376700589e-09,1.366792921153164e-07,1.0290870472846653e-06,3.9227231029702615e-07,0.00046752287406073444,7.262885948423886e-05,4.875342474213917e-06,8.682447981655277e-10,0.00014114633365519829,2.5289191403603454e-08,7.651345081237922e-10,2.8473108640970905e-08,2.347115342197562e-08,1.1689811660690118e-10,9.548059875050962e-11,1.4002614737007821e-07,5.63736924085537e-09,2.516913946041141e-06,3.2453652528942715e-09,1.0191687023750639e-08,4.2136859629240944e-07,2.4343105216664665e-15,1.2478372133182554e-07,8.171819595316222e-10,2.8127316351019807e-10,6.232282653752523e-16,4.0682844799038936e-14,1.3002849288175364e-15,5.977002478849081e-11,5.170912740771079e-17,4.899574181886942e-13,2.672893477935862e-16,1.0696265181737905e-09,1.6225624336516665e-17,4.206993418946935e-16,9.807439310139189e-13,1.9938749675789682e-07,9.42055853453692e-15,1.8400779356583612e-07,6.5573968337012195e-09
0.0002717098764134655,0.5426720279520731,4.973835409920373e-07,2.7259495831527283e-08,5.265503508058016e-07,0.0002478871363881365,0.0,0.0,0.0002540141485934444,1.3665601965148955e-05,5.514484207651391e-05,1.140095913125859e-07,4.0264350673505385e-11,2.4905364288316836e-23,2.3341043848036873e-17,2.5775234771916793e-12,6.501392201912813e-07,5.969099725753758e-07,5.783069003212724e-13,6.872109292956449e-17,1.4406769694570876e-07,1.732493852953474e-15,8.429558106805404e-14,2.3129166521404217e-09,1.9884816705994663e-10,6.184183295631025e-07,5.464380506508209e-14,1.1416210556863842e-09,6.270675277443036e-10,1.259105705187159e-13,9.941846973232999e-13,1.1987653071645483e-15,4.7811844546685533e-11,3.876083769046478e-10,3.76,0.0,0.5887865213407416,0.9994064594994443,0.0002757945391979597,5.180581740381314e-06,0.017815622251531292,0.017875945038988983,5.889336200047736e-12,6.766455680285974e-16,8.608240995516284e-05,1.2387921777884534e-09,1.453256246783134e-07,1.0514415298337845e-06,4.008828525516419e-07,0.0004909909972062563,7.624900229775294e-05,4.882278745659944e-06,9.239909338465914e-10,0.00014543118322737862,2.6944094003892785e-08,8.406697650568418e-10,3.0367507184298034e-08,2.429424191964322e-08,1.255429386614386e-10,1.0251477902904458e-10,1.4763359215493012e-07,6.057693381544022e-09,2.6186057074176494e-06,3.31536708352203e-09,1.1118500545770557e-08,4.729327206220443e-07,2.6744679205234374e-15,1.3306529990047848e-07,8.712896516771606e-10,3.022036615229581e-10,6.696027402596178e-16,4.473456596133103e-14,1.4163690902615957e-15,6.482442998942342e-11,5.555668979130658e-17,5.257200620720347e-13,2.8575435617780573e-16,1.1072897164045292e-09,1.7346472871054955e-17,4.590939415859343e-16,1.0296263570168564e-12,2.216187395365448e-07,1.0283099991871573e-14,1.9369674995308635e-07,7.1627485755387525e-09
0.0002820198358981577,0.5427413832100884,5.089187265450843e-07,2.8061511642540463e-08,5.38255342910164e-07,0.00026012237637338515,0.0,0.0,0.000263610171656169,1.4971171199123335e-05,5.919661574580568e-05,1.255579438095125e-07,4.3470253874167706e-11,2.7843473104335664e-23,2.5503127846750306e-17,2.7527455252638765e-12,6.793976440191775e-07,6.525642623628013e-07,6.50747897478516e-13,7.570244128423473e-17,1.5515824999503207e-07,1.8663317956893964e-15,9.004004790443593e-14,2.54130777628695e-09,2.1544623640235155e-10,6.784787676337676e-07,5.904220928877413e-14,1.2543940527721609e-09,6.959588619972185e-10,1.3792033137891623e-13,1.082670889569706e-12,1.3470899724963712e-15,5.071145884564547e-11,4.2225157250039497e-10,3.76,0.0,0.5880894831860637,0.9993847241817793,0.00028894711513810045,5.549299509431641e-06,0.018480371158505347,0.018545210816878804,6.109085656171236e-12,7.019000011345865e-16,8.608053781611631e-05,1.3145990033770357e-09,1.5435728213333972e-07,1.074693370465249e-06,4.098397483237924e-07,0.0005149728780271179,7.994605598240384e-05,4.8897631198291046e-06,9.821400617925272e-10,0.00014963814158185535,2.8664576839005566e-08,9.212387304595089e-10,3.2337414391361674e-08,2.515688312079398e-08,1.347170794573641e-10,1.0996995040368168e-10,1.5546580009526115e-07,6.503685127220297e-09,2.720188450151132e-06,3.3881766353466617e-09,1.2095367849802526e-08,5.285535740744871e-07,2.930608368713791e-15,1.4170317749061074e-07,9.27713818710495e-10,3.244082940934915e-10,7.188002821298329e-16,4.9165839415388144e-14,1.5419042678302518e-15,7.012967178140756e-11,5.96384766640338e-17,5.635614123249969e-13,3.051407325733937e-16,1.1467626368424329e-09,1.852324867474424e-17,4.995670628905391e-16,1.0795473048279041e-12,2.456665575485771e-07,1.1193408459693366e-14,2.0364885547196583e-07,7.805567722986003e-09
0.00029232979538284994,0.5428107127078876,5.208429923662441e-07,2.8893392074110276e-08,5.505066340087796e-07,0.00027262888483936223,0.0,0.0,0.00027319005349966995,1.634295997765025e-05,6.337475086311593e-05,1.3794003541710793e-07,4.689439670841842e-11,3.110944736854536e-23,2.784219185239813e-17,2.936691719460954e-12,7.09860890205945e-07,7.120958002008831e-07,7.30521909823699e-13,8.320480395731527e-17,1.6665615024279664e-07,2.0051425494965726e-15,9.615576279813194e-14,2.787000094967214e-09,2.3308298424233983e-10,7.425617697174616e-07,6.368001126652887e-14,1.3748339457213143e-09,7.711637591925232e-10,1.5102698822976173e-13,1.1774932213806326e-12,1.509226736120918e-15,5.3742567757495236e-11,4.5892758132971854e-10,3.76,0.0,0.5873926157115025,0.9993627580699562,0.0003023917183974281,5.934520710991627e-06,0.019144286887292996,0.01921379769382637,6.32855968484308e-12,7.271235282333479e-16,8.607864579798665e-05,1.393767590515948e-09,1.6379142399338914e-07,1.098845603573214e-06,4.191444408303042e-07,0.0005394886971742403,8.372300214119167e-05,4.897819829214428e-06,1.042783593270981e-09,0.0001537707838548682,3.045234370217194e-08,1.0070800127756896e-09,3.438469632902555e-08,2.606006483733031e-08,1.4445455870200894e-10,1.1787219632487178e-10,1.63533767133478e-07,6.977011026919714e-09,2.8216736100821175e-06,3.463802130450961e-09,1.3123802276968384e-08,5.883935665650418e-07,3.2034879849077832e-15,1.507114919469158e-07,9.865459374172441e-10,3.4796961918370436e-10,7.710038007837025e-16,5.401255046763929e-14,1.677696653980316e-15,7.569576806590119e-11,6.39696630302628e-17,6.036066250233159e-13,3.2548858058566877e-16,1.1880901958067496e-09,1.9758385898340443e-17,5.421814909971829e-16,1.1305470355303078e-12,2.716280897307861e-07,1.2153154342057695e-14,2.138762274649235e-07,8.487905449005234e-09
0.00030263975486754217,0.5428800178807839,5.331557904087685e-07,2.975561797470847e-08,5.633094624311145e-07,0.00028541545589497966,0.0,0.0,0.0002827562643580106,1.778137694723595e-05,6.767838929542483e-05,1.5120467508038713e-07,5.055185891735849e-11,3.4737807968388825e-23,3.037144224545048e-17,3.1297355435270825e-12,7.41575521220327e-07,7.757304600442239e-07,8.182585397621271e-13,9.125821870365534e-17,1.785609822688624e-07,2.148926237552505e-15,1.0266602768837258e-13,3.0511307664088854e-09,2.5181496801887094e-10,8.108626002507609e-07,6.856622479948408e-14,1.503316657091438e-09,8.5323521230973e-10,1.6532759442833027e-13,1.2790607940874718e-12,1.686154322492836e-15,5.691119665626752e-11,4.977246718408961e-10,3.76,0.0,0.586695895193661,0.9993405498184891,0.0003161417448295379,6.336921006510197e-06,0.019807367621298807,0.019881704231244683,6.547757685571272e-12,7.523161317424717e-16,8.607673292354868e-05,1.476440991642492e-09,1.7364536857517315e-07,1.123901289452079e-06,4.2879839258893064e-07,0.0005645586988822319,8.758282536478498e-05,4.906473316717237e-06,1.1060138901452578e-09,0.00015783266996313383,3.2309101696364134e-08,1.0984421861031929e-09,3.6511224986166097e-08,2.7004818496171113e-08,1.5479095850182035e-10,1.2624874080481466e-10,1.718488442347115e-07,7.479413820223654e-09,2.923073949206406e-06,3.5422518593214636e-09,1.4205375738873819e-08,6.526174277068921e-07,3.4938943990417135e-15,1.601045046673531e-07,1.0478782323121382e-09,3.72973942825575e-10,8.264045101372003e-16,5.93136123769211e-14,1.824613346151967e-15,8.153350426551364e-11,6.85661128492321e-17,6.459860776741388e-13,3.468388733471987e-16,1.2313193043051258e-09,2.105437147332956e-17,5.8700244868914e-16,1.1826658505737853e-12,2.996037332799609e-07,1.3164088683894131e-14,2.243912581838664e-07,9.211947097238447e-09
0.0003129497143522344,0.5429493001736867,5.458566718088657e-07,3.0648680606254597e-08,5.766690865547084e-07,0.0002984908391083063,0.0,0.0,0.00029231133031472974,1.9286821083607953e-05,7.210680243427326e-05,1.6540349937632983e-07,5.445858146499561e-11,3.876632961350653e-23,3.3104889216246444e-17,3.3322589674838468e-12,7.745878993594545e-07,8.437057171446725e-07,9.146344292089222e-13,9.989399760234398e-17,1.9087232912341015e-07,2.2976831206245776e-15,1.0959529460546026e-13,3.3349054860309475e-09,2.717010370008899e-10,8.835844776718976e-07,7.371011440070253e-14,1.6402357122406623e-09,9.427725405549232e-10,1.809267663839145e-13,1.387804993273305e-12,1.878907943952908e-15,6.022343479324526e-11,5.387349319715408e-10,3.76,0.0,0.5859992978601872,0.9993180879025219,0.0003302107093666566,6.7572015638017355e-06,0.02046961143296238,0.020548929061023985,6.766679021182619e-12,7.774777926385748e-16,8.607479820012578e-05,1.5627636859556458e-09,1.83936605527927e-07,1.1498635931004964e-06,4.3880311578872834e-07,0.0005902031921690246,9.15285131296797e-05,4.915748249776599e-06,1.1719243374291346e-09,0.00016182734564399289,3.4236563130448256e-08,1.195583981983971e-09,3.8718880327034e-08,2.7992221572393454e-08,1.6576350328460663e-10,1.3512800466080046e-10,1.8042275804954115e-07,8.012716320511519e-09,3.0244034749214057e-06,3.6235344286806526e-09,1.534171918336567e-08,7.213924461244844e-07,3.802647347216895e-15,1.69896608579371e-07,1.1118037267108146e-09,3.995115096268084e-10,8.852023503041281e-16,6.511120781782223e-14,1.9835869071523996e-15,8.765445175184138e-11,7.3444414053119e-17,6.908356346264046e-13,3.6923349737886863e-16,1.276498977115384e-09,2.2413747777174602e-17,6.34097615622172e-16,1.2359440903989163e-12,3.2969730162390906e-07,1.422804416561524e-14,2.3520662799646101e-07,9.980016257408696e-09
0.00032325967383692664,0.5430185610408947,5.589453137017337e-07,3.157308335478285e-08,5.905908317352983e-07,0.0003118637422421675,0.0,0.0,0.0003018578204323086,2.0859688425860227e-05,7.665939132350551e-05,1.8059109128831796e-07,5.863141705709944e-11,4.3236331591186454e-23,3.6057390667884613e-17,3.5446528599687e-12,8.089442366547201e-07,9.162710591528737e-07,1.0203762293317795e-12,1.0914474883405942e-16,2.0358977226212388e-07,2.451413604093302e-15,1.1696922645682956e-13,3.6396016932533928e-09,2.928023642557786e-10,9.609387293117852e-07,7.912120314372266e-14,1.7860030931499744e-09,1.040424661019764e-09,1.979372031390011e-13,1.5041804498342426e-12,2.0885819776342994e-15,6.36854405866965e-11,5.820542892291437e-10,3.76,0.0,0.5853027998862504,0.9992953606221715,0.0003446122470991002,7.1960889623689625e-06,0.02113101628276447,0.021215470885297637,6.98532301749422e-12,8.026084905523332e-16,8.607284061996553e-05,1.6528816996050727e-09,1.9468281008662754e-07,1.1767358557044945e-06,4.491601998815539e-07,0.0006164425537715702,9.55630559594337e-05,4.92566953760218e-06,1.240609421493894e-09,0.00016575834352172401,3.623644746583098e-08,1.29877449066253e-09,4.100955239885169e-08,2.902339996104364e-08,1.7741114365193563e-10,1.4453966470705738e-10,1.8926763309192165e-07,8.578825506892948e-09,3.125677370516167e-06,3.7076589860568596e-09,1.653452309215327e-08,7.948887157679379e-07,4.130599296271857e-15,1.8010233783439525e-07,1.1784163049144457e-09,4.276767034650232e-10,9.476064322418414e-16,7.145104847806948e-14,2.1556202593846716e-15,9.407098818777966e-11,7.862191543688444e-17,7.382969258160906e-13,3.9271529779277375e-16,1.3236804389875719e-09,2.3839115373175648e-17,6.835371489054052e-16,1.2904221366140151e-12,3.620161843576281e-07,1.5346936248041908e-14,2.463353198045909e-07,1.0794579144148662e-08
