Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H4F2(1),O2(2),H2O(3),CH4(4),CH2CHF(56),HF(38),C2H3F(137),C2H3F(136),O2(141),CH2CF(70),CH2CFO(79),C2H3F2(66),C2H3F2(64),CH2CF2(57),C2H2F2(59),CH2F(46),C2H2F(71),CHFO(47),C2H4F(62),S(289),C2H4F(63),C2H3F2(65),CF2CH(73),C2HF2(72),CH2F2(41),S(787),CF2(43),S(495),C2HF(58),CF2O(49),C2H2O(134),S(435),S(2464),S(1651),S(1682),CF3CHO(75),CF2CO(76),S(783),S(2674),CHO2(159),S(3132),S(537),S(1330),C2HF(1925),S(125),S(977),S(975),S(990),CHF2(82),S(499),C2H2O(450),CH3F(39),S(3133),C2H2F3(67),S(5616),CHFCF2(55),F(37),C2F(1924),C2H2F3(68),S(698),CHF3(42),S(5948),S(3043),S(706),S(2408),S(2271),S(529),S(1906),S(3064),S(517),S(139)
1.5310908863726352e-05,0.9300862119337995,0.001725520221547904,0.00039748765973688125,0.00048651319823695153,0.2726702405767134,0.0,0.0,0.002161132955157126,0.0001625717965446248,0.16070719947938222,0.00806616507830434,0.0002825068298398587,4.1915317121964545e-10,9.431657289463513e-08,4.597584057481305e-06,0.0044147784251678986,0.008938415758886152,0.0001857642036384674,2.710635228499819e-06,0.0066208438807543206,8.614682562191496e-08,1.0113834526474323e-06,0.00020320281693686075,1.1268912373957332e-06,0.03519151994734683,1.9188656639586584e-06,0.0012711582681071705,0.00037516413905216766,1.561044546832708e-06,1.915352776326461e-06,4.37493680669474e-09,5.543211602626465e-07,1.220701604780788e-05,3.76,0.0,0.062095587046947134,0.7990883024669563,0.14577162589725132,0.01642565200413554,0.3519595839129693,0.5801146910693228,8.418797202722246e-08,1.5695941905745005e-10,0.0009633181092458053,0.00023188320632498312,0.001243956882733812,9.612942702781751e-05,2.358836252315173e-05,0.14641455775376588,0.08320807280561793,0.015812044490112618,0.00020780055002849856,0.013021783677770826,2.812579361723572e-05,2.0251558514473832e-05,2.16355720860741e-05,4.8335439339541e-05,0.0004786623720054881,9.40077019582681e-05,0.02723553548433684,0.00033311342769959797,0.041220552008943895,4.033036159540626e-09,0.0335760962433273,0.011164506307586726,6.079207001905118e-08,0.0001642749207020168,2.2547520529251574e-08,1.962579621393042e-07,4.53534309195706e-12,3.68516043558669e-08,1.6758616757055904e-08,1.7206061943223461e-06,7.19699958954828e-13,1.4963955151650457e-07,7.857391303715066e-12,1.5902164569433978e-08,3.0956454698504108e-12,3.0813199401015156e-07,3.897234180856461e-07,0.00044393362405559955,1.0764615044152534e-08,0.0004166199316300768,0.005415905417201939,3.8820575602789726e-07,8.737941427957064e-11,0.020101370458907294,1.201074183692947e-10,9.794195061791443e-06,3.931093768958854e-10,0.003350987368914496,1.1837252207792426e-06,6.870575624368148e-06,2.141444077744772e-06,8.74765036719795e-05,0.0025209387928514194,0.0002544572516965837,2.0769665278609173e-09,0.00030236791632889585,3.983545457927693e-06,6.80292927289649e-08,2.8000214184104194e-08,1.0005329663702592e-07,0.00011666860886823076,2.781120418853244e-10,1.1963499119045178e-08
1.5454388967790795e-05,0.9304313218624899,0.001711616117335399,0.000394727354173646,0.0004819264084986349,0.2730988162411436,0.0,0.0,0.002144281805879454,0.00016041595717957002,0.16197732419478666,0.008119270315348214,0.0002806263039710044,4.118001407189639e-10,9.32942389036408e-08,4.570237522897252e-06,0.004398456177117431,0.008943196448729243,0.00018534419675406356,2.7073265802517477e-06,0.006657805229807954,8.656585354597489e-08,1.0009515884633837e-06,0.0002033354546745492,1.1140887779001981e-06,0.03528706769492236,1.915063296998545e-06,0.0012786569148971647,0.0003768717365313145,1.5545293861406362e-06,1.9008369996417741e-06,4.345378273899819e-09,5.513260814026081e-07,1.2271531297519583e-05,3.76,0.0,0.06086093695237683,0.7980162266219527,0.14638158813111538,0.016549490392018033,0.3520283819924008,0.5816962687488167,8.420443330789239e-08,1.5697409859253013e-10,0.0009620256733534776,0.0002303505546326558,0.001235015389919432,9.442167507065768e-05,2.3320556668262193e-05,0.14654866398025157,0.08290661015643669,0.015768174006208228,0.00020642048738972997,0.013000908157315336,2.7890804204754106e-05,2.0379435465534972e-05,2.1457490193771233e-05,4.795761604003361e-05,0.0004750059289516526,9.310007497190717e-05,0.027363032305647413,0.00033003571505713845,0.04139473041838428,3.9546780525659064e-09,0.033812877291210366,0.01130638415253701,6.094801366206743e-08,0.0001628898981711067,2.2319083908234078e-08,1.9411042034392656e-07,4.4857276221053085e-12,3.621756847775234e-08,1.6497865835930268e-08,1.710031078250709e-06,7.118279263784665e-13,1.4845208388807288e-07,7.797075679086887e-12,1.5751776485877414e-08,3.071943247624769e-12,3.103198539333544e-07,3.883151223792932e-07,0.00044797807170455,1.0658023101566789e-08,0.000411621932906026,0.005412365711358511,3.872862393719408e-07,8.680271194605436e-11,0.020217173504489074,1.1971540774830273e-10,9.767810239173717e-06,3.913792904403677e-10,0.0033697696716422417,1.175901270666993e-06,6.863440295861966e-06,2.1393953787845793e-06,8.744148376402911e-05,0.002505868156869582,0.00025848891303195,2.072579846153781e-09,0.0003014831640846716,3.9939238418747525e-06,6.820541946625652e-08,2.774794936063912e-08,9.913154131897319e-08,0.00011750506609305526,2.755764117123521e-10,1.1881551232677043e-08
1.559786907185524e-05,0.9307716596525746,0.0016981285133228275,0.000392039045712344,0.00047747666594854745,0.27351916513803926,0.0,0.0,0.002127752481377457,0.00015830838621912958,0.16323989389861943,0.008171987848215271,0.0002787909578139351,4.0475617760344906e-10,9.230826213290302e-08,4.543709767895003e-06,0.0043825612383588935,0.008947547777243358,0.00018493737173440715,2.70416932265753e-06,0.006694466245276105,8.69856062026509e-08,9.908768956584636e-07,0.00020345956154508047,1.101624374249496e-06,0.03538068814623599,1.911412743922258e-06,0.0012860816624251236,0.00037854072321539666,1.5481684703967638e-06,1.8867391173387435e-06,4.3166304216088274e-09,5.484123222430181e-07,1.2335223400979051e-05,3.76,0.0,0.059653400708845034,0.7969525367199835,0.14698543355056165,0.016672301010803275,0.35208586867200264,0.5832568607520011,8.421818909323532e-08,1.5698433143532808e-10,0.0009607433476084114,0.00022885884797766836,0.0012263023960760889,9.276722781246536e-05,2.306077652131391e-05,0.14667859674086292,0.08260525176342587,0.015724596062541858,0.00020507659326324216,0.012979156932366507,2.7661998200748623e-05,2.050632392407894e-05,2.1284114533163144e-05,4.759045721123336e-05,0.00047144615631283235,9.221620565235467e-05,0.02748869597702717,0.0003270388361737753,0.041566160586046175,3.878855921446549e-09,0.03404780087040898,0.011447776442230396,6.110089560442637e-08,0.00016154068320910588,2.2096573102384097e-08,1.9201986639857716e-07,4.437428478538289e-12,3.5605654733642496e-08,1.624576437970849e-08,1.6995857101651547e-06,7.041647130399474e-13,1.4729740907723072e-07,7.73845542894787e-12,1.560551347552535e-08,3.048906060638819e-12,3.124904303218798e-07,3.869072898361702e-07,0.000451975181641861,1.0553496417977511e-08,0.00040670812506216666,0.00540865224844878,3.86361742707778e-07,8.623956778839116e-11,0.02033162094572647,1.1932450016664297e-10,9.742065351741375e-06,3.8968501860906154e-10,0.0033884388223046737,1.1683006975053858e-06,6.856666114936041e-06,2.1374107669251835e-06,8.740721720678221e-05,0.002490768609211765,0.00026251787004085987,2.0682488573330937e-09,0.0003005818164570941,4.004037366711061e-06,6.837705201300416e-08,2.750275586514798e-08,9.823576166225888e-08,0.00011833457372073369,2.7311162419318835e-10,1.1801420946037297e-08
1.5741349175919682e-05,0.9311073423891577,0.0016850406748444853,0.0003894199067130414,0.00047315843776324335,0.27393155759708215,0.0,0.0,0.0021115373115324454,0.00015624824001270649,0.16449507633566307,0.008224328452835734,0.00027699916359753856,3.980043419165068e-10,9.135692428693846e-08,4.51796676883263e-06,0.004367080525216471,0.008951486593321033,0.0001845433655135389,2.70115847847229e-06,0.00673083443202181,8.740598644928916e-08,9.811436087638897e-07,0.00020357549779610745,1.0894863900420201e-06,0.03547242857419502,1.9079089728729893e-06,0.0012934343438400716,0.00038017236359950865,1.541957733661062e-06,1.8730432467077353e-06,4.28866351153411e-09,5.455768773478412e-07,1.2398116615506401e-05,3.76,0.0,0.058472267375289544,0.7958970169234372,0.14758333736450419,0.016794110731927953,0.35213228034703575,0.5847968951243684,8.422929590808046e-08,1.5699019480286232e-10,0.0009594708717854444,0.00022740648003674292,0.001217808342074415,9.116380575222042e-05,2.280868997323547e-05,0.14680449317738348,0.08230404699655804,0.01568131577642544,0.00020376743765916375,0.012956568570093757,2.743913194991188e-05,2.0632244770120034e-05,2.1115258186088743e-05,4.7233552578032566e-05,0.0004679793644208065,9.1355172335873e-05,0.027612567552221388,0.00032411962028420306,0.041734906254840304,3.805458245102839e-09,0.034280909273668246,0.011588689079922805,6.125078720825969e-08,0.00016022581392436327,2.1879744274320748e-08,1.8998402227581763e-07,4.390393054872169e-12,3.501477806112769e-08,1.600190490239287e-08,1.6892720030519488e-06,6.967019749057978e-13,1.4617416811842455e-07,7.681459307155001e-12,1.5463213999768664e-08,3.026506014518823e-12,3.146441194907035e-07,3.8550015207736066e-07,0.00045592583611197716,1.0450984643779153e-08,0.00040187775794579004,0.005404778770692397,3.854331255377118e-07,8.568943928107824e-11,0.020444741840191225,1.1893488626566235e-10,9.716943349998353e-06,3.880255265814598e-10,0.003406997458690735,1.160914219430488e-06,6.8502405648888055e-06,2.1354884188141997e-06,8.737369723774241e-05,0.002475655776636162,0.0002665437419235939,2.0639723570157264e-09,0.0002996647371550289,4.013892944611524e-06,6.854430737922627e-08,2.7264363951883412e-08,9.736496682745703e-08,0.00011915728929473689,2.7071494917701497e-10,1.1723037395859338e-08
1.5884829279984125e-05,0.9314384831857822,0.001672336779587609,0.00038686726244742983,0.0004689664858696391,0.2743362520610303,0.0,0.0,0.002095628785305505,0.00015423464047051896,0.1657430329550758,0.008276302468071433,0.0002752493752681644,3.9152887287624257e-10,9.043861388928756e-08,4.492976400109002e-06,0.004352001434306856,0.008955028961680635,0.00018416182858203975,2.698289314943634e-06,0.006766916997621834,8.782690503834449e-08,9.717368634144186e-07,0.00020368360558009504,1.0776636515675689e-06,0.0355623342580249,1.904547211526568e-06,0.001300716726080897,0.0003817678710786211,1.5358932355061482e-06,1.8597343033470976e-06,4.26144930229907e-09,5.428168953543383e-07,1.2460234225936683e-05,3.76,0.0,0.05731685037437894,0.7948494598455978,0.14817546781210233,0.016914945493801205,0.3521678490525381,0.5863167886747125,8.423780923599112e-08,1.5699176571682686e-10,0.000958207995848685,0.0002259919314123244,0.0012095242192368357,8.960925545537378e-05,2.256398306982718e-05,0.14692648426543944,0.08200304234314339,0.015638337778915084,0.00020249166878403337,0.012933180184006642,2.722197504549367e-05,2.0757218083466567e-05,2.0950744458864727e-05,4.688651332905227e-05,0.0004646020531442755,9.05161012630449e-05,0.027734686638219284,0.0003212750634849305,0.04190102904741048,3.7343797817885865e-09,0.03451224320771006,0.011729127922594307,6.139775695291833e-08,0.0001589439107276347,2.1668367326740164e-08,1.880007312468976e-07,4.344571544461199e-12,3.444392146138437e-08,1.5765904828131946e-08,1.6790914976479386e-06,6.894318118250037e-13,1.450810774055542e-07,7.626020067040885e-12,1.532472501003544e-08,3.0047167779883837e-12,3.167813027902777e-07,3.840939272083477e-07,0.00045983089655126,1.035043853200335e-08,0.0003971300299629855,0.005400758276021006,3.845011935283341e-07,8.515181417376264e-11,0.02055656418459454,1.1854674053229507e-10,9.692427883851792e-06,3.863998227925524e-10,0.003425448095729914,1.15373307953912e-06,6.844151764024837e-06,2.1336266121633276e-06,8.73409176458341e-05,0.002460544249430773,0.00027056615921695903,2.0597491928399695e-09,0.0002987327559840543,4.023497236534129e-06,6.870729834038611e-08,2.7032517457486117e-08,9.651821566822211e-08,0.0001199733646114829,2.6838379625067295e-10,1.1646333643828247e-08
1.602830938404857e-05,0.9317651913733844,0.0016600018543658653,0.00038437858044376645,0.00046489584711388907,0.2747334957567437,0.0,0.0,0.002080019553741796,0.00015226668217268666,0.16698391925221132,0.0083279198195387,0.00027354012303746283,3.853150941862174e-10,8.955181795972137e-08,4.4687083028197194e-06,0.004337311827172279,0.0089581902058548,0.00018379242430464332,2.695557327272388e-06,0.006802720868534341,8.824827995348038e-08,9.626426330336374e-07,0.00020378421004387407,1.0661454311117514e-06,0.035650448598780964,1.9013229288980833e-06,0.0013079305130961278,0.00038332841038618077,1.5299711583679119e-06,1.846797950712845e-06,4.234960956402398e-09,5.401296685923855e-07,1.2521598595045365e-05,3.76,0.0,0.05618648635296301,0.7938096660974697,0.14876198652686345,0.017034830339912436,0.3521928025021033,0.5878169473916899,8.424378352837912e-08,1.569891208717952e-10,0.0009569544794050995,0.00022461376355334043,0.0012014415287563039,8.810154074409284e-05,2.2326358776130213e-05,0.14704469516819607,0.08170228158861838,0.0155956662502511,0.00020124800753072933,0.01290902749927928,2.7010309398267718e-05,2.0881263187545663e-05,2.0790406160753782e-05,4.6548970682958866e-05,0.00046131089938127533,8.969816339391219e-05,0.027855091470109533,0.0003185023174929399,0.04206458857590768,3.6655211318379116e-09,0.034741841874865106,0.011869098777416187,6.154187059653946e-08,0.00015769367037544736,2.1462224883259917e-08,1.86067949568639e-07,4.2999167478611245e-12,3.389213076638431e-08,1.5537404454177884e-08,1.6690453940248193e-06,6.823467369630076e-13,1.4401692323793925e-07,7.572074180455215e-12,1.5189901355413457e-08,2.9835134696357193e-12,3.189023473823332e-07,3.826888206665491e-07,0.00046369120401130575,1.0251809961344623e-08,0.0003924640939978376,0.005396603058985855,3.835667017224042e-07,8.46262083286307e-11,0.02066711496971887,1.1816022239591818e-10,9.668503263603032e-06,3.8480695639181065e-10,0.0034437931333129034,1.1467490086242782e-06,6.838388421880341e-06,2.1318237197234697e-06,8.73088727239751e-05,0.0024454476379499623,0.00027458476358411,2.0555782613303667e-09,0.00029778667047941225,4.032856665797971e-06,6.886613366606835e-08,2.680697295463489e-08,9.569461364647127e-08,0.00012078294601389867,2.6611570572300973e-10,1.157124639658519e-08
1.6171789488113012e-05,0.9320875726767631,0.0016480217170542284,0.0003819514607109094,0.0004609418150802115,0.27512352531929835,0.0,0.0,0.0020647024318071893,0.00015034343868588793,0.16821788508617147,0.008379190041791666,0.0002718700083843497,3.79349327259106e-10,8.869511457987913e-08,4.445133762623888e-06,0.004323000014682688,0.00896098494845417,0.00018343482827406498,2.6929582231639285e-06,0.006838252705146287,8.867003580388934e-08,9.538476726332977e-07,0.00020387762034205552,1.0549214295245728e-06,0.03573681322638178,1.8982318187355044e-06,0.001315077348866626,0.0003848550999119731,1.524187804672386e-06,1.834220553720152e-06,4.209172950611611e-09,5.37512623554086e-07,1.2582231210742324e-05,3.76,0.0,0.05508053411321614,0.7927774438659002,0.14934304887667663,0.01715378945533091,0.35220736413174275,0.5892977668377791,8.424727221490828e-08,1.5698233656036685e-10,0.0009557100911958194,0.00022327061320384994,0.001193552244705371,8.663873486325799e-05,2.20955357958735e-05,0.14715924556510107,0.0814018059840775,0.015553304952118156,0.00020003524243582198,0.012884144914234561,2.6803928380503767e-05,2.1004398690115946e-05,2.063408494074855e-05,4.622057454939805e-05,0.00045810274556260834,8.890057148661006e-05,0.027973818980737374,0.00031579867933307124,0.04222564254353679,3.598788338391124e-09,0.03496974304931435,0.012008607398663678,6.168319132554912e-08,0.00015647386053792463,2.1261111439327644e-08,1.841837391327555e-07,4.256383907039311e-12,3.3358510601477305e-08,1.5316065665583783e-08,1.659134580739105e-06,6.75439651010089e-13,1.4298055740839567e-07,7.51956157724716e-12,1.505860529969905e-08,2.962872562765006e-12,3.2100760696409336e-07,3.8128502600682984e-07,0.0004675075795910783,1.0155051929680095e-08,0.00038787906281727806,0.0053923247491629005,3.8263035745932215e-07,8.41121637240559e-11,0.020776420231732387,1.177754774902527e-10,9.645154423876123e-06,3.8324601524345236e-10,0.003462034863500803,1.139954190922535e-06,6.832939797003956e-06,2.130078201577092e-06,8.72775572267287e-05,0.002430378626087708,0.00027859920760431317,2.051458505025901e-09,0.000296827247433619,4.041977430637031e-06,6.902091832705517e-08,2.6587498856654846e-08,9.489330966118445e-08,0.00012158617466529988,2.6390833971143517e-10,1.1497715747279449e-08
1.6315269592177455e-05,0.9324057293801823,0.001636382923291316,0.00037958362679005466,0.0004570999233546203,0.2755065673731688,0.0,0.0,0.0020496703992475477,0.0001484639681637096,0.16944507497520578,0.008430122299005012,0.0002702376994628114,3.736188019701319e-10,8.78671662412711e-08,4.422225598260496e-06,0.0043090547413708845,0.008963427148905074,0.00018308872770149765,2.690487908366786e-06,0.006873518915795198,8.909210327388498e-08,9.453394646072008e-07,0.0002039641305804453,1.0439817577208264e-06,0.035821468098920714,1.895269784348377e-06,0.0013221588202453564,0.00038634901390394204,1.5185395934067093e-06,1.8219891350160506e-06,4.184060990909567e-09,5.349633121565737e-07,1.2642152730285755e-05,3.76,0.0,0.05399837360891738,0.7917526085203298,0.14991880428176416,0.017271846201643574,0.35221175314799197,0.590759632522317,8.424832771486065e-08,1.5697148857436023e-10,0.0009544746086219854,0.00022196118732228592,0.001185848780275915,8.521901323278612e-05,2.1871247537634763e-05,0.147270249957794,0.08110165440183269,0.015511257257062245,0.00019885222506285758,0.012858565558283923,2.660263605803569e-05,2.1126642521134236e-05,2.0481630694785835e-05,4.590099230775184e-05,0.0004549745890780501,8.812257741207881e-05,0.02809090486561177,0.0003131615818634367,0.04238424683865191,3.534092517725273e-09,0.035195983148377845,0.012147659485027568,6.18217798909973e-08,0.00015528331483588562,2.1064832517777605e-08,1.8234626052757902e-07,4.2139305421733325e-12,3.2842219265175884e-08,1.510157013597451e-08,1.6493596617435047e-06,6.687038158424748e-13,1.419708926981829e-07,7.468425413689044e-12,1.4930706030097885e-08,2.9427717938855025e-12,3.2309742244512957e-07,3.79882725630747e-07,0.00047128082487468074,1.0060118554189487e-08,0.00038337401400862577,0.005387934347229141,3.8169282322992714e-07,8.360924665248601e-11,0.020884505100173176,1.173926387002482e-10,9.622366888986484e-06,3.8171612371824105e-10,0.0034801754771795926,1.1333412331160395e-06,6.827795658774364e-06,2.12838859856026e-06,8.724696633100669e-05,0.002415349021876761,0.0002826091545630878,2.047388909588064e-09,0.00029585522432745974,4.050865515816672e-06,6.917175369259729e-08,2.6373874738469947e-08,9.411349347989601e-08,0.00012238318680521685,2.6175947478994883e-10,1.1425684940097553e-08
1.64587496962419e-05,0.9327197604829509,0.0016250727177034771,0.00037727291756305093,0.0004533659300882326,0.27588283907401895,0.0,0.0,0.002034916600634357,0.00014662731830041554,0.1706656283718654,0.008480725404277847,0.00026864192687893875,3.6811158415229793e-10,8.706671356800466e-08,4.399958060648954e-06,0.004295465169828902,0.008965530138838265,0.00018275382084288164,2.688142473890015e-06,0.006908525669849962,8.951441862696565e-08,9.371061687867376e-07,0.00020404402069497033,1.0333169206026215e-06,0.03590445159493475,1.8924329247334554e-06,0.0013291764596270387,0.00038781118455874253,1.5130230568083514e-06,1.8100913346136211e-06,4.159601940389456e-09,5.324794037217122e-07,1.2701383021737991e-05,3.76,0.0,0.05293940500188342,0.7907349822457634,0.15048939651231424,0.017389023150379813,0.35220618457962805,0.5922029202551388,8.424700144936774e-08,1.5695665210178946e-10,0.0009532478173022161,0.00022068425841008558,0.001178323956931691,8.384064657020441e-05,2.1653241175481686e-05,0.14737781795517704,0.08080186348006062,0.015469526175364392,0.00019769786577215434,0.012832321346588476,2.640624647510985e-05,2.1248011968020745e-05,2.0332901011513854e-05,4.558990769926415e-05,0.00045192357253641977,8.736346967522353e-05,0.02820638364347134,0.00031058858505656113,0.042540455622088504,3.471349525888214e-09,0.03542059729924966,0.012286260677282461,6.195769473905407e-08,0.0001541209282979894,2.0873203864278978e-08,1.805537665037477e-07,4.1725162989143565e-12,3.2342464684656204e-08,1.4893617596460864e-08,1.6397209812394091e-06,6.621328301303447e-13,1.4098689844915377e-07,7.418611857929695e-12,1.4806079173457955e-08,2.9231900721289363e-12,3.2517212258065333e-07,3.784820914645916e-07,0.0004750117223721321,9.966965082519423e-09,0.00037894799449259356,0.005383442258874564,3.8075471934026164e-07,8.311704606997571e-11,0.020991393842863915,1.1701182691730365e-10,9.600126740957767e-06,3.8021644051394574e-10,0.0034982170702100345,1.1269031357491704e-06,6.822946254357684e-06,2.1267535281669414e-06,8.721709559796058e-05,0.002400369805388586,0.0002866142782429445,2.043368501286287e-09,0.00029487131067210603,4.059526703403258e-06,6.931873771328576e-08,2.6165890708146463e-08,9.335439342424583e-08,0.00012317411398865454,2.5966699511188993e-10,1.1355100156697057e-08
1.6602229800306342e-05,0.9330297618451965,0.0016140789889568955,0.0003750172797184837,0.00044973580378151833,0.276252548614304,0.0,0.0,0.0020204343447308613,0.00014483253070100255,0.17187967991960196,0.0085310078376686,0.00026708147980682466,3.628165188202886e-10,8.629256959656651e-08,4.378306737507728e-06,0.004282220865254218,0.008967306655295366,0.00018242981645900214,2.6859181844253256e-06,0.006943278909927448,8.993692325662132e-08,9.291365791402657e-07,0.0002041175572710642,1.0229178013506207e-06,0.03598580059923853,1.889717521831772e-06,0.0013361317474609254,0.000389242604005964,1.5076348372869811e-06,1.7985153731970537e-06,4.1357737491214e-09,5.30058677582039e-07,1.2759941202865663e-05,3.76,0.0,0.05190304777403126,0.7897243936998303,0.15105496396735935,0.017505342114976518,0.35219086933237315,0.5936279964821858,8.424334385445345e-08,1.5693790169080906e-10,0.0009520295106590907,0.0002194386602154247,0.0011709709761839149,8.250199474293746e-05,2.1441276710382564e-05,0.14748205453928093,0.0805024677572408,0.015428114379637304,0.0001965711298363377,0.012805443031678233,2.621458298962159e-05,2.1368523708545876e-05,2.018776065692015e-05,4.52870197860039e-05,0.0004489469747729461,8.662257112786683e-05,0.02832028871286618,0.0003080773679653877,0.04269432140833028,3.410479645332635e-09,0.03564361940153745,0.012424416556275407,6.20909921327549e-08,0.00015298565319748776,2.0686050819360216e-08,1.7880459628382148e-07,4.132102822758291e-12,3.185850166680548e-08,1.4691925096268699e-08,1.630218646633427e-06,6.557206101832219e-13,1.400275973182202e-07,7.370069886083556e-12,1.4684606436485174e-08,2.9041074069809103e-12,3.272320245646723e-07,3.770832855897891e-07,0.0004787010359610431,9.87554787172981e-09,0.0003746000246494814,0.005378858326701409,3.798166262789304e-07,8.263517205686116e-11,0.021097109907990633,1.1663315207337733e-10,9.57842059052576e-06,3.787461571252074e-10,0.0035161616491188085,1.120633266559459e-06,6.8183822772683695e-06,2.1251716786337394e-06,8.718794093874409e-05,0.0023854511740919516,0.00029061426271498607,2.039396344738851e-09,0.00029387618926963733,4.067966582769087e-06,6.946196508427481e-08,2.5963346649729847e-08,9.261527374881675e-08,0.0001239590833101408,2.5762888515097614e-10,1.1285910318882307e-08
1.6745709904370785e-05,0.9333358263249081,0.0016033902282105523,0.0003728147608053805,0.0004462057101837222,0.27661589569559003,0.0,0.0,0.0020062171032873754,0.00014307864472441723,0.17308735969232306,0.008580977763062816,0.00026555520240814694,3.5772316289747254e-10,8.554361475897509e-08,4.357248465416444e-06,0.0042693117802205935,0.008968768871909005,0.00018211643330719312,2.6838114671969295e-06,0.0069777843633140645,9.03595632757535e-08,9.214200819593967e-07,0.00020418499430808476,1.0127756441389789e-06,0.03606555058286935,1.887120028760315e-06,0.0013430261146173484,0.00039064422619105313,1.5023716840128044e-06,1.787250017768955e-06,4.112555384522626e-09,5.276990162453528e-07,1.2817845677675634e-05,3.76,0.0,0.05088873989094497,0.7887206776920198,0.15161563993633118,0.017620824181339364,0.35216601424600724,0.595035218604334,8.423740439459105e-08,1.5691531118991542e-10,0.000950819489532399,0.00021822328378786907,0.001163783393728952,8.120150119136537e-05,2.1235126160122336e-05,0.1475830603133739,0.08020349979727959,0.01538702422737593,0.00019547103386622478,0.012777960252245379,2.602747767969383e-05,2.1488193841532135e-05,2.0046081117294503e-05,4.4992041987907406e-05,0.000446042202538023,8.589923686143187e-05,0.028432652405074057,0.0003056257213122027,0.04284589514105494,3.3514072916064383e-09,0.03586508218592533,0.012562132641203268,6.222172626150252e-08,0.00015187649523341047,2.0503207677439615e-08,1.770971701995444e-07,4.092653632005798e-12,3.138962781626982e-08,1.4496225631467521e-08,1.6208525497442296e-06,6.494613692516794e-13,1.390920618361324e-07,7.32275110025658e-12,1.4566175233828942e-08,2.8855048389555634e-12,3.2927743458613304e-07,3.7568646082946535e-07,0.00048234951132738,9.785824371699925e-09,0.0003703291020913911,0.005374191860243821,3.7887908706602043e-07,8.216325442891867e-11,0.02120167596355816,1.1625671400928806e-10,9.557235549222947e-06,3.7730449610575544e-10,0.003534011136371071,1.1145253364479162e-06,6.814094837418895e-06,2.1236418030579637e-06,8.715949858308809e-05,0.002370602585816025,0.0002946088021317488,2.0354715404915017e-09,0.00029287051739831655,4.076190559889761e-06,6.960152740364292e-08,2.5766051692187308e-08,9.189543258672525e-08,0.0001247382176137588,2.556432239546384e-10,1.1218066906442804e-08
1.688919000843523e-05,0.9336380439074142,0.0015929954910154209,0.0003706635028381976,0.00044277200016776155,0.2769730719701583,0.0,0.0,0.0019922585093649615,0.0001413647008519636,0.17428879341827686,0.008630643043962025,0.000264061990523518,3.528217218760938e-10,8.481879212573345e-08,4.336761252234257e-06,0.004256728239742796,0.008969928428194017,0.00018181339966351438,2.681818901727058e-06,0.007012047552653986,9.078228914147495e-08,9.139466159184156e-07,0.00020424657393294497,1.0028820390112993e-06,0.03614373567762333,1.8846370590256081e-06,0.0013498609446176396,0.00039201696866168604,1.4972304493917824e-06,1.7762845492484075e-06,4.089926775076991e-09,5.253983990953537e-07,1.2875114170756407e-05,3.76,0.0,0.049895937013260866,0.7877236748833647,0.15217155284461106,0.017735489737053793,0.35213182215350003,0.5964249352805622,8.422923157671332e-08,1.568889536601966e-10,0.0009496175618170533,0.00021703707384712408,0.0011567550957253985,7.993768753900121e-05,2.1034572850628504e-05,0.14768093173383942,0.07990499030620395,0.015346257781660773,0.00019439664252110346,0.012749901579310252,2.5844770788539117e-05,2.1607037915542818e-05,1.9907740169063286e-05,4.470470121437609e-05,0.00044320678281577067,8.519285225670123e-05,0.02854350603364574,0.0003032315406436858,0.04299522626354798,3.294060760985095e-09,0.03608501726924875,0.012699414388150159,6.234994934749396e-08,0.0001507925100228891,2.0324517028998242e-08,1.7542998446862963e-07,4.054133993170371e-12,3.093518031218194e-08,1.4306266529661307e-08,1.6116223863930591e-06,6.433495973469497e-13,1.3817941064763066e-07,7.276609563132139e-12,1.4450678276427978e-08,2.8673643647966756e-12,3.3130864835085136e-07,3.7429176129536503e-07,0.00048595787640377407,9.697753131936331e-09,0.0003661342051110443,0.005369451664232185,3.779426094907383e-07,8.170094146274905e-11,0.02130511393441662,1.1588260294107835e-10,9.53655920288086e-06,3.758907091444203e-10,0.003551767375259271,1.1085733774159691e-06,6.8100754350563575e-06,2.1221627166289042e-06,8.713176504815081e-05,0.0023558327994553483,0.00029859760052142604,2.031593222959342e-09,0.00029185492792808233,4.084203866000198e-06,6.973751332158362e-08,2.5573823767492518e-08,9.119420027421834e-08,0.00012551163569022358,2.537081799620569e-10,1.115152379126733e-08
