Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H4F2(1),O2(2),H2O(3),CH4(4),CH2CHF(56),HF(38),C2H3F(137),C2H3F(136),O2(141),CH2CF(70),CH2CFO(79),C2H3F2(66),C2H3F2(64),CH2CF2(57),C2H2F2(59),CH2F(46),C2H2F(71),CHFO(47),C2H4F(62),S(289),C2H4F(63),C2H3F2(65),CF2CH(73),C2HF2(72),CH2F2(41),S(787),CF2(43),S(495),C2HF(58),CF2O(49),C2H2O(134),S(435),S(2464),S(1651),S(1682),CF3CHO(75),CF2CO(76),S(783),S(2674),CHO2(159),S(3132),S(537),S(1330),C2HF(1925),S(125),S(977),S(975),S(990),CHF2(82),S(499),C2H2O(450),CH3F(39),S(3133),C2H2F3(67),S(5616),CHFCF2(55),F(37),C2F(1924),C2H2F3(68),S(698),CHF3(42),S(5948),S(3043),S(706),S(2408),S(2271),S(529),S(1906),S(3064),S(517),S(139)
7.142336887709327e-07,0.8025050610741176,6.489689703808767e-05,3.376594777472281e-06,2.7485822485109678e-05,0.00019162114468180433,0.0,0.0,1.825701661931724e-05,1.934349617216464e-08,1.4193538307602639e-06,3.490271802518093e-08,2.0931095377231126e-09,1.5520963364659451e-16,1.3429742132153102e-12,2.4325041547625243e-09,7.87177120121651e-06,6.160515788829401e-07,3.9716461089701106e-11,2.3789506361052665e-11,3.7655827734144914e-06,1.0776663282959638e-11,1.9811547124340962e-10,1.4527273703868042e-10,1.7837310848804104e-10,4.0941369861778706e-07,2.7603997668474407e-09,1.540228529303856e-08,1.7443564390854474e-11,1.6037142222500193e-12,1.2897935758249148e-10,2.255999553966903e-12,1.4314372933149918e-09,2.2429667899890514e-10,3.76,0.0,0.8347736922865993,0.9987239211615437,4.111072441591854e-05,9.122218307338592e-07,0.06038763044377346,0.06040299118735923,1.4422695406861139e-08,2.6628765529506816e-11,0.0012039793689521976,1.0919944934324875e-06,2.12413592333677e-06,1.762270965743639e-05,2.0034879301151952e-06,0.00012794860180672483,0.00014422844932021758,0.002596952226978444,8.780127904538139e-07,3.062254236677245e-05,2.702256146260466e-07,1.2336059275531767e-09,1.683428213794316e-07,4.7267079591017e-07,1.037050683909751e-08,3.874631354665075e-09,5.171504679156682e-07,3.1424713006533364e-09,8.19859067581383e-06,1.06222743248981e-09,2.1286908191626103e-07,8.187562837389679e-09,1.1276265105934397e-12,3.84353464397832e-07,7.545638506705961e-11,2.5576574307027233e-12,6.020818093168818e-17,4.558509860482422e-13,1.24269425271083e-13,1.8490950438234025e-11,9.672234251389216e-18,9.92329782732825e-11,5.3902994320185524e-15,2.169725050743757e-10,2.309396047236721e-15,1.4400756429810514e-12,6.808724611578455e-10,1.1360623528569648e-09,1.7600697971756663e-13,5.12257350365554e-09,4.291985062122106e-09,4.390206206703127e-13,1.2463539272031387e-13,3.175635716960275e-05,1.9049983523111107e-16,2.745369881632284e-08,1.5830771836496002e-12,7.671330888708557e-08,7.226711138009676e-08,2.1882874918427454e-12,1.9066514546363637e-09,1.016032376120418e-07,1.8433178669928193e-10,1.1660504005350401e-12,3.457217019144844e-12,2.5208213602766246e-08,6.297728654220572e-10,1.2210516523885204e-11,2.2509421894379668e-12,7.489936713433457e-12,8.677463642291708e-12,3.671143979099998e-12,2.6643375288985904e-11
7.3023528991929e-07,0.802694624227888,6.798878181529283e-05,3.5617822983687146e-06,2.8730596827365267e-05,0.00020436126914638974,0.0,0.0,1.8756317768512585e-05,2.025565661674847e-08,1.5499338604373506e-06,3.831970516965106e-08,2.2990791524969394e-09,1.8369596304628797e-16,1.5139798233956136e-12,2.6224682326814095e-09,8.364806172495518e-06,6.710387791448116e-07,4.5045806336218874e-11,2.6342485121387297e-11,3.9377077734853886e-06,1.1338913487118217e-11,2.1183462559458462e-10,1.634928516817462e-10,1.901385966973302e-10,4.5076685969205397e-07,2.85895878205779e-09,1.6689225489736262e-08,2.0058851822558914e-11,1.817913294646514e-12,1.3975383104205004e-10,2.4320615015094973e-12,1.524838386332219e-09,2.432183593068693e-10,3.76,0.0,0.8334223009145998,0.9987204080373576,4.387410700781465e-05,9.864206203364907e-07,0.06169111262828809,0.06170750482231999,1.47345170267147e-08,2.7206360740496183e-11,0.0012039751373092644,1.173290044105784e-06,2.321710243214873e-06,1.8392059842055068e-05,2.09040282696256e-06,0.0001359457963879896,0.00015325749159750986,0.0026515686116394075,9.451605047176746e-07,3.199490438870833e-05,2.863100158668016e-07,1.3027002508035048e-09,1.7974008699293327e-07,4.937262404028952e-07,1.1678376567594035e-08,4.337092023496044e-09,5.623448007730116e-07,3.58678070125994e-09,8.713072346193644e-06,1.1084294727029634e-09,2.313387881915987e-07,8.894889029738065e-09,1.2188033936752267e-12,4.193548817527923e-07,8.23314440941889e-11,2.921331648781707e-12,6.8743753038492e-17,4.904534544493181e-13,1.3430130743679631e-13,2.0023706043980605e-11,1.104074211951592e-17,1.0697283543733791e-10,5.820986295446266e-15,2.2661818361505558e-10,2.4902762317963236e-15,1.5729709390924419e-12,7.229488360684933e-10,1.2109331945955996e-09,1.9209967728159127e-13,5.463009410077373e-09,4.659311034850997e-09,4.765482565377723e-13,1.3428383724011933e-13,3.313399712752875e-05,2.0757649903722514e-16,2.9224656535730295e-08,1.6850350540113078e-12,8.342566366651931e-08,7.538418513107793e-08,2.536577521663712e-12,2.0447953522067805e-09,1.0918004168107379e-07,2.0403965586506907e-10,1.3605334725208608e-12,3.7149617076157815e-12,2.761909382400557e-08,6.752122651538952e-10,1.3060437209267174e-11,2.4528411445400855e-12,8.17613398268863e-12,9.902966849997576e-12,3.83040171866283e-12,2.8275108183978344e-11
7.462368910676472e-07,0.8028839936242433,7.117185102791368e-05,3.7537880997671998e-06,3.0008605851319642e-05,0.00021768282121408308,0.0,0.0,1.9262482178049823e-05,2.1192326534367355e-08,1.6900910235597637e-06,4.2000757421492375e-08,2.526001742840169e-09,2.168214377807651e-16,1.7035919388829978e-12,2.8235334153208452e-09,8.879211340414113e-06,7.296627906149627e-07,5.098412865344884e-11,2.9110465407145775e-11,4.113857894904629e-06,1.1918516697680276e-11,2.2640827736900967e-10,1.8363151037545495e-10,2.0246431096215373e-10,4.954016721833009e-07,2.9598102935542278e-09,1.8063963470115528e-08,2.3007916517754213e-11,2.056038187394358e-12,1.5125127475695054e-10,2.618261487793976e-12,1.6225611931932389e-09,2.6332664525821875e-10,3.76,0.0,0.8320722753594134,0.9987167740854397,4.676253564468147e-05,1.06508644410534e-06,0.06299245134336247,0.06300992848706376,1.5045825932334222e-08,2.7783009116801672e-11,0.0012039707600970714,1.2587904414077471e-06,2.5326935655787024e-06,1.918171220726175e-05,2.1795949152093435e-06,0.00014428724947569693,0.00016267651751520056,0.002706034238661145,1.0158992623370414e-06,3.3397448041401335e-05,3.0312472827119616e-07,1.3746746701636416e-09,1.916912819627348e-07,5.153548038027623e-07,1.3121493702041593e-08,4.84474566079811e-09,6.106250634335918e-07,4.083043204340389e-09,9.249879928974654e-06,1.1558369760481018e-09,2.510394789161682e-07,9.649441055465292e-09,1.3161710783507205e-12,4.5664990831286124e-07,8.965629665140105e-11,3.3277292146610937e-12,7.827919692102021e-17,5.269682557411465e-13,1.449786343168239e-13,2.1652262355993628e-11,1.256925600943169e-17,1.1516446922170208e-10,6.277310911376745e-15,2.3652383507802784e-10,2.681730622779005e-15,1.715276161736382e-12,7.668456786128219e-10,1.2894386317093997e-09,2.0937708309879912e-13,5.821128792529277e-09,5.0558841682513665e-09,5.170542721764732e-13,1.4448103088984549e-13,3.4538355275300803e-05,2.259322830034071e-16,3.1072822064819996e-08,1.7914146888476774e-12,9.057635866341334e-08,7.859672721271145e-08,2.9322955531861497e-12,2.1898772171645844e-09,1.1714881872571066e-07,2.2540979664567582e-10,1.5826190874390932e-12,3.985998856494483e-12,3.0202655745447944e-08,7.229411185560791e-10,1.395170755403686e-11,2.6709584868942155e-12,8.918202399316789e-12,1.1274770424764338e-11,3.9938698941025384e-12,2.999037963617315e-11
7.622384922160044e-07,0.8030731724237521,7.444760232848483e-05,3.952772162100066e-06,3.132041243988261e-05,0.00023160158402037403,0.0,0.0,1.9775731920509602e-05,2.2153885589613875e-08,1.840363659847602e-06,4.5961166996130595e-08,2.7758509430258475e-09,2.552506692916553e-16,1.9135051879093523e-12,3.036159628151726e-09,9.4155540137319e-06,7.920887766801015e-07,5.7590595959243984e-11,3.210707357584622e-11,4.294054376136679e-06,1.2515813057277995e-11,2.4188311525951884e-10,2.0585516287159505e-10,2.1536884058907171e-10,5.435144680539165e-07,3.0630267787865815e-09,1.9531235295046487e-08,2.6326385469530707e-11,2.320276933131404e-12,1.63512496076406e-10,2.815004669519537e-12,1.7247384098289663e-09,2.8467309313007023e-10,3.76,0.0,0.8307235929802899,0.9987130161822089,4.977939866301699e-05,1.1484008315602757e-06,0.06429164717204207,0.06431026493020353,1.5356622264860206e-08,2.8358711146434635e-11,0.0012039662335521346,1.3486313827694306e-06,2.7576812517038227e-06,1.999195056440209e-05,2.2710962383415083e-06,0.00015298191554336067,0.00017249568942020953,0.002760349529153761,1.09034860111193e-06,3.483023996613606e-05,3.206924863242329e-07,1.449638153005038e-09,2.0421376100528709e-07,5.375654425257649e-07,1.471103185792298e-08,5.4011218026614336e-09,6.62148970151513e-07,4.636147311738315e-09,9.809603193992029e-06,1.2044662328041702e-09,2.7203096249932023e-07,1.0453581505297549e-08,1.4200769538082553e-12,4.96333635063106e-07,9.744945615163826e-11,3.780882743537796e-12,8.890863626602102e-17,5.654742164570864e-13,1.563390922121886e-13,2.3380907814926825e-11,1.427281140177381e-17,1.238266120791901e-10,6.760343637269827e-15,2.466934026090731e-10,2.884195040016114e-15,1.8674745581523768e-12,8.126104708927689e-10,1.3717084857264842e-09,2.279095013853905e-13,6.197754187980472e-09,5.48399614961974e-09,5.60771201694596e-13,1.5524843403516783e-13,3.596929192726318e-05,2.456495979957954e-16,3.3000079468969274e-08,1.90232220486e-12,9.818489704901007e-08,8.190653593786132e-08,3.380877979910824e-12,2.342098679660079e-09,1.255212673046611e-07,2.485474100170628e-10,1.835582759337793e-12,4.27072050623069e-12,3.2967272348942615e-08,7.730288576098313e-10,1.4885543864075187e-11,2.9064111068385317e-12,9.720011645617037e-12,1.2807389913073675e-11,4.161613208853343e-12,3.179251039402301e-11
7.782400933643616e-07,0.8032621638236785,7.781756045528395e-05,4.158897659875852e-06,3.2666590867728065e-05,0.00024613355273459306,0.0,0.0,2.0296292486025325e-05,2.3140728963550605e-08,2.001311541414027e-06,5.0216857203622826e-08,3.050750305977258e-09,2.997314530420495e-16,2.145541532232908e-12,3.2608205387172396e-09,9.974410214140537e-06,8.584866358992636e-07,6.492930078599217e-11,3.5346563785863586e-11,4.478319513932055e-06,1.3131159120159068e-11,2.5830812948751266e-10,2.303419409367186e-10,2.288712890264224e-10,5.953100347869394e-07,3.1686823104072674e-09,2.1095966827106737e-08,3.005300030968288e-11,2.612977729677419e-12,1.7658038203935082e-10,3.022707282718441e-12,1.8315054382196875e-09,3.07310668920953e-10,3.76,0.0,0.8293762308853252,0.9987091311341096,5.292814430427037e-05,1.23654953402484e-06,0.06558870060902736,0.06560851687986326,1.566690614434161e-08,2.89334672929436e-11,0.001203961553826644,1.4429512483945905e-06,2.997282892184122e-06,2.0823063682131454e-05,2.3649394120602916e-06,0.00016203887360074958,0.00018272530803530056,0.0028145149117482435,1.168630397396998e-06,3.62933528005228e-05,3.3903645019103154e-07,1.5277040019018516e-09,2.1732520653952558e-07,5.60367320228676e-07,1.6458882256832573e-08,6.009965335069515e-09,7.170800156459555e-07,5.251339367880734e-09,1.0392840477319086e-05,1.2543338166483682e-09,2.9437505532587504e-07,1.1309763455519007e-08,1.530883473562264e-12,5.385031197151952e-07,1.0572980816043469e-10,4.285120194551279e-12,1.0073307173720587e-16,6.060541930900269e-13,1.6842303131922027e-13,2.5214068023498374e-11,1.6167540563795945e-17,1.329785622063697e-10,7.271186439339914e-15,2.5713092097543194e-10,3.0981181427823324e-15,2.0300662189863104e-12,8.602913414576716e-10,1.457876748510815e-09,2.4777075590529853e-13,6.5937530212163274e-09,5.946109813840255e-09,6.07948891768158e-13,1.6660807080081286e-13,3.742666930337463e-05,2.6681567953541107e-16,3.500832885390364e-08,2.0178645463556933e-12,1.0627127327288471e-07,8.531544135275548e-08,3.888275189085174e-12,2.501663244164572e-09,1.3430919055050126e-07,2.73562349135457e-10,2.1230183927021892e-12,4.569521917554308e-12,3.5921532470661486e-08,8.255458699844158e-10,1.5863179230557277e-11,3.1603786033897053e-12,1.058564903459198e-11,1.451651644480099e-11,4.33369787029039e-12,3.3684908484230693e-11
7.942416945127188e-07,0.8034509710586533,8.128327766984897e-05,4.372331030062044e-06,3.404772679360445e-05,0.00026129493816155687,0.0,0.0,2.0824392842423528e-05,2.415326769303038e-08,2.1735163905439417e-06,5.4784401542011746e-08,3.352981994794036e-09,3.5110384247895997e-16,2.401658206060186e-12,3.498003935327258e-09,1.0556364858613064e-05,9.290310954111561e-07,7.306961713441952e-11,3.884384019506371e-11,4.66667669290776e-06,1.3764928512974678e-11,2.7573471068802157e-10,2.572823153424763e-10,2.429912932400424e-10,6.510018733378027e-07,3.2768525910513235e-09,2.2763279023723444e-08,3.422983550013151e-11,2.9366581917214507e-12,1.9049999475703283e-10,3.2417969055385376e-12,1.943000437971642e-09,3.312937715790084e-10,3.76,0.0,0.8280301659270259,0.9987051156762697,5.621228195208617e-05,1.3297225729395932e-06,0.06688361205913126,0.06690468704363448,1.5976677669368294e-08,2.950727799549043e-11,0.0012039567169868518,1.541891156532498e-06,3.252122486805032e-06,2.167534533884926e-05,2.4611576309627996e-06,0.00017146732933040896,0.00019337581472185386,0.0028685308227757913,1.250868916447822e-06,3.778686529594082e-05,3.5818021434998166e-07,1.6089899681140647e-09,2.3104363535019957e-07,5.837698125725664e-07,1.8377689054748187e-08,6.675246713511189e-09,7.755876285641009e-07,5.934243248224064e-09,1.1000198846908047e-05,1.3054565873973476e-09,3.181356314162676e-07,1.2220533738491655e-08,1.6489686216035203e-12,5.832574160304342e-07,1.1451661571588952e-10,4.845081053848855e-12,1.1386075706649712e-16,6.487954664572683e-13,1.8127369131003866e-13,2.7156310013496336e-11,1.827073245689374e-17,1.42640199595592e-10,7.810973754279414e-15,2.678405186343235e-10,3.3239617792762952e-15,2.203568489735163e-12,9.099370758846383e-10,1.548081750664443e-09,2.6903835199968837e-13,7.0100402837733915e-09,6.444870212572623e-09,6.588556164723884e-13,1.7858254205113794e-13,3.891035156220307e-05,2.8952285222617706e-16,3.70994865856366e-08,2.138149496713835e-12,1.1485597726217449e-07,8.882530563262122e-08,4.460990637542312e-12,2.668776293163041e-09,1.435244959018518e-07,3.0056925499921156e-10,2.448863095466003e-12,4.882801557075222e-12,3.907424130733296e-08,8.80563513706234e-10,1.6885863800041362e-11,3.434106124004976e-12,1.1519429351957718e-11,1.641909337917286e-11,4.5101916237407976e-12,3.5671071175102377e-11
8.10243295661076e-07,0.8036395974013497,8.484633418577627e-05,4.593242040418773e-06,3.546441727049205e-05,0.00027710217038596737,0.0,0.0,2.13602654962735e-05,2.5191929019946377e-08,2.357582405741458e-06,5.968104333628226e-08,3.684995859986828e-09,4.1031009024236044e-16,2.683956082637343e-12,3.748212115686645e-09,1.116201194333376e-05,1.003901806189961e-06,8.208658011846291e-11,4.2614479936501516e-11,4.859150415807145e-06,1.441751262033164e-11,2.942167525964079e-10,2.868797829814127e-10,2.5774904380514727e-10,7.108124622992263e-07,3.387614989332456e-09,2.4538493350788666e-08,3.8902528610169076e-11,3.294015033531183e-12,2.0531867070246214e-10,3.472712726655301e-12,2.0593643786376102e-09,3.566782566273652e-10,3.76,0.0,0.8266853746978405,0.9987009664711309,5.963538337369046e-05,1.4281142893403389e-06,0.06817638183570676,0.0681987781085335,1.6285936916696034e-08,3.008014366894697e-11,0.0012039517190114422,1.6455950191743628e-06,3.522838630213219e-06,2.2549094373874218e-05,2.559784675106858e-06,0.00018127661724451645,0.00020445779375812798,0.002922397706447234,1.3371908631023314e-06,3.931086243723728e-05,3.781478163059082e-07,1.6936183676222757e-09,2.4538740532277896e-07,6.077825120742728e-07,2.048088605956716e-08,7.401172579114308e-09,8.378473282693934e-07,6.690880861032052e-09,1.1632294270999888e-05,1.3578516936624465e-09,3.433786734914442e-07,1.3188536352811835e-08,1.7747263900034736e-12,6.306976044447505e-07,1.2382952489834948e-10,5.4657331786177865e-12,1.2840759054415703e-16,6.93790173376918e-13,1.9493744289129695e-13,2.9212346703204293e-11,2.0600895111569948e-17,1.528320025478479e-10,8.380873373372052e-15,2.7882641983728125e-10,3.562201345107351e-15,2.3885163936708335e-12,9.615971274318653e-10,1.642466336864728e-09,2.9179364560762874e-13,7.447581344744177e-09,6.983116267530358e-09,7.13779250465914e-13,1.9119503826048581e-13,4.0420204834951886e-05,3.1386880431296978e-16,3.927548551297685e-08,2.2632856899630527e-12,1.239599986644884e-07,9.243802347054359e-08,5.106122236730253e-12,2.843645092666493e-09,1.5317919494829226e-07,3.2968769588455277e-10,2.8174235200324064e-12,5.2109610867301995e-12,4.2434420906771074e-08,9.381541324149301e-10,1.7954865053944536e-11,3.72890729393463e-12,1.2525905092491106e-11,1.853339698875028e-11,4.691163787131648e-12,3.775458697617819e-11
8.262448968094332e-07,0.8038280461631668,8.850833858994452e-05,4.82180385789734e-06,3.6917270771408014e-05,0.0002935719024571885,0.0,0.0,2.1904146554828205e-05,2.6257156750770675e-08,2.5541367963476586e-06,6.492471593794246e-08,4.0494189159622705e-09,4.784055304237193e-16,2.9946884894632336e-12,4.0119622856956105e-09,1.179195472917027e-05,1.083283440177622e-06,9.206128967492734e-11,4.6674756898492846e-11,5.055766334454318e-06,1.508932129607563e-11,3.138107586733953e-10,3.19351585300325e-10,2.7316530573903074e-10,7.749735284072053e-07,3.5010485769800553e-09,2.6427137319686857e-08,4.412052321969812e-11,3.687934200282259e-12,2.2108612405576032e-10,3.715905818212456e-12,2.1807410927823235e-09,3.8352146019125835e-10,3.76,0.0,0.8253418335256533,0.9986966801070534,6.320108396713487e-05,1.5319233945029924e-06,0.06946701015904412,0.06949079274095922,1.6594683940864467e-08,3.0652064704012703e-11,0.0012039465557898252,1.7542095981986182e-06,3.8100847032810725e-06,2.344461473744446e-05,2.6608549164719707e-06,0.00019147620286142565,0.00021598197463201435,0.0029761160150326856,1.4277254328188331e-06,4.08654355647086e-05,3.9896374538487536e-07,1.7817161997612762e-09,2.603752222389736e-07,6.324152330532191e-07,2.278273488681647e-08,8.192196785022715e-09,9.040408850057825e-07,7.5276934909858e-09,1.2289751789324052e-05,1.4115365754242674e-09,3.701723254866328e-07,1.4216516018555609e-08,1.9085672687694917e-12,6.809268239366806e-07,1.336885706368901e-10,6.152390324875709e-12,1.4449752236992782e-16,7.411357782904918e-13,2.094640489150013e-13,3.1387041552833676e-11,2.3177820498258734e-17,1.6357506462641826e-10,8.982087349373258e-15,2.9009294677386723e-10,3.813326151221424e-15,2.5854630666073596e-12,1.0153216277602397e-09,1.741178048416917e-09,3.161220193704404e-13,7.907394898850735e-09,7.563893033552872e-09,7.730285030805313e-13,2.0446935248642017e-13,4.195609726054749e-05,3.399568791565388e-16,4.1538275192134114e-08,2.393382622442744e-12,1.3360483113643724e-07,9.615552245966537e-08,5.831406146905246e-12,3.0264787994541883e-09,1.6328540338190212e-07,3.6104231079729797e-10,3.2334038076218345e-12,5.5544053568435145e-12,4.601131064545459e-08,9.98391071186555e-10,1.9071468097003205e-11,4.0461672749388944e-12,1.3609877066692494e-11,2.0879121360214054e-11,4.876685286347754e-12,3.993913767440614e-11
8.422464979577904e-07,0.8040163206949167,9.227092825716457e-05,5.058193117204552e-06,3.840690722889092e-05,0.00031072101411220156,0.0,0.0,2.245627578884061e-05,2.7349411626751012e-08,2.763830326027627e-06,7.053406350061399e-08,4.44906523083042e-09,5.565704813773502e-16,3.3362704940150697e-12,4.289786968660083e-09,1.2446805928651004e-05,1.1673657893210188e-06,1.0308133967312143e-10,5.1041666337310106e-11,5.256551281418663e-06,1.5780783601312822e-11,3.3457595280837847e-10,3.549294592849684e-10,2.8926144009998824e-10,8.437263235186395e-07,3.6172341670509354e-09,2.843495015069496e-08,4.993732500934496e-11,4.121501466267275e-12,2.378545542593687e-10,3.971839414786221e-12,2.3072773297917426e-09,4.1188222343156176e-10,3.76,0.0,0.823999518469247,0.998692253096897,6.691308401593958e-05,1.6413530217564834e-06,0.0707554971547378,0.07078073358665155,1.6902918773808037e-08,3.122304146735467e-11,0.0012039412231204247,1.8678845619855916e-06,4.1145290700676855e-06,2.43622155396103e-05,2.7644033253250246e-06,0.0002020756849012772,0.0002279592343473065,0.003029686209041536,1.522604363088791e-06,4.245068249839159e-05,4.206529516021097e-07,1.8734152684998523e-09,2.760261466266271e-07,6.576780166804135e-07,2.5298364603873405e-08,9.053031847124088e-09,9.743564834896769e-07,8.451564014073709e-09,1.2973205687112053e-05,1.4665289665309593e-09,3.9858694655947597e-07,1.5307321883253835e-08,2.0509187479670744e-12,7.340503050836057e-07,1.4411418274094337e-10,6.9107303825694225e-12,1.6226297838877714e-16,7.909355885894402e-13,2.249069457182494e-13,3.3685413425829785e-11,2.6022652014166575e-17,1.748911120426576e-10,9.615852926745434e-15,3.0164452175801934e-10,4.0778398011532666e-15,2.79498020388649e-12,1.0711613977186415e-09,1.8443693133124809e-09,3.421130661147171e-13,8.39055605737707e-09,8.190464598164546e-09,8.369342159600031e-13,2.1842989410030142e-13,4.3517899021819206e-05,3.678963803444786e-16,4.388982211297002e-08,2.528550664518749e-12,1.4381247667963885e-07,9.997976346880697e-08,6.645263082972848e-12,3.2174884699581598e-09,1.7385534104943415e-07,3.9476295720120714e-10,3.701935214406396e-12,5.913542402591677e-12,4.9814367695754246e-08,1.0613486929053849e-09,2.0236975954501714e-11,4.387345947456514e-12,1.4776405411432637e-11,2.3477467697676564e-11,5.066828691357978e-12,4.222850040716316e-11
8.582480991061476e-07,0.804204424387518,9.613576975908303e-05,5.3025899896225555e-06,3.993395808641867e-05,0.00032856661553471133,0.0,0.0,2.3016896696241122e-05,2.8469171705148318e-08,2.9873378654234955e-06,7.652846234733039e-08,4.886946244147169e-09,6.461232546290736e-16,3.711288682876959e-12,4.58223442515433e-09,1.3127187894411725e-05,1.256343866542736e-06,1.1524127382398249e-10,5.5732950351733076e-11,5.461533302405292e-06,1.649234857020988e-11,3.565743942429958e-10,3.9386042227309117e-10,3.060594263789688e-10,9.173219081938199e-07,3.736254353168368e-09,3.056788856575166e-08,5.6410771619829395e-11,4.598013518948721e-12,2.556787579420838e-10,4.24098919868465e-12,2.43912281042306e-09,4.4182091738944445e-10,3.76,0.0,0.8226584053137329,0.9986876818765716,7.077514995250552e-05,1.7566107794647558e-06,0.07204184285202231,0.07206860327065093,1.7210641424459283e-08,3.179307430177104e-11,0.0012039357167089656,1.9867725425171067e-06,4.43685528028107e-06,2.5302211098074628e-05,2.8704654764980156e-06,0.0002130847975000798,0.00024040059974251774,0.00308310875740289,1.6219619852395803e-06,4.4066707664691374e-05,4.4324085460089266e-07,1.9688523064145886e-09,2.923596006725134e-07,6.835811361361211e-07,2.8043812914498777e-08,9.988660833641983e-09,1.0489888899825214e-06,9.469840014178875e-09,1.368329967195282e-05,1.522846897123227e-09,4.2869516663944456e-07,1.6463911384434558e-08,2.2022258320096214e-12,7.901754042552939e-07,1.5512719214672092e-10,7.746814342321646e-12,1.8184530086525128e-16,8.432993168837759e-13,2.4132354383008854e-13,3.6112641664210746e-11,2.91579547108637e-17,1.868025215365377e-10,1.0283443495812299e-14,3.13485669459719e-10,4.3562605778051454e-15,3.0176585199675053e-12,1.1291679581884149e-09,1.9521976440940905e-09,3.6986078009145035e-13,8.898199587759294e-09,8.866327645350662e-09,9.05850726970573e-13,2.331017024575027e-13,4.5105482382804e-05,3.9780288711263197e-16,4.6332109926454865e-08,2.6689010723282824e-12,1.546054500259704e-07,1.0391274101150167e-07,7.556847236951423e-12,3.4168870707046083e-09,1.8490133209924863e-07,4.309848633036881e-10,4.2286075011620396e-12,6.288783443669107e-12,5.385326748525114e-08,1.1271023951675737e-09,2.1452709878139285e-11,4.7539811882492336e-12,1.6030821043509685e-11,2.635123822145778e-11,5.261668253133233e-12,4.4626549772387655e-11
8.742497002545048e-07,0.804392360672696,0.00010010455926802889,5.555178252162117e-06,4.1499066360226725e-05,0.0003471260511485417,0.0,0.0,2.358625656666337e-05,2.9616932751910636e-08,3.225358954268206e-06,8.29280429457124e-08,5.366281527758187e-09,7.485343619378598e-16,4.122511458196682e-12,4.889869083787658e-09,1.3833732809075976e-05,1.350418008674332e-06,1.2864306985533778e-10,6.076712424970556e-11,5.670741689387632e-06,1.7224486004640698e-11,3.7987109686113107e-10,4.364075919174545e-10,3.235818857115563e-10,9.960214420197676e-07,3.858193549762056e-09,3.2832132713672316e-08,6.360331688529201e-11,5.120989548533577e-12,2.7461624537557267e-10,4.523843590210066e-12,2.576430282090535e-09,4.733994682468235e-10,3.76,0.0,0.8213184695659497,0.9986829628035657,7.479111563150369e-05,1.8779088051786154e-06,0.07332604718207664,0.07335440439725845,1.7517851878344606e-08,3.2362163526379724e-11,0.0012039300321666682,2.1110291929715783e-06,4.777762277148877e-06,2.6264920985019996e-05,2.9790775555843384e-06,0.00022451341244168226,0.00025331724982129654,0.0031363841376465507,1.7259352766395896e-06,4.571362222537299e-05,4.667533526661266e-07,2.0681691014058584e-09,3.093953751961034e-07,7.101351018824794e-07,3.1036068937002023e-08,1.100434970851367e-08,1.128139622898151e-06,1.0590357832777607e-08,1.4420687053521012e-05,1.580508695988426e-09,4.605719435669455e-07,1.7689354274774524e-08,2.362951567011326e-12,8.49411638897405e-07,1.6674883736818333e-10,8.667106018942188e-12,2.033952068346102e-16,8.983436933181328e-13,2.5877555202261764e-13,3.867407138640162e-11,3.260778828510764e-17,1.9933233874025064e-10,1.0986169571313177e-14,3.2562101918472004e-10,4.649121840283255e-15,3.2541082210188176e-12,1.1893935409825574e-09,2.064825843839253e-09,3.9946375616092465e-13,9.431523307855504e-09,9.59522571234394e-09,9.80157303222447e-13,2.4851046049044087e-13,4.671872172720893e-05,4.2979858918348253e-16,4.886713967290456e-08,2.8145459995287305e-12,1.6600678307376552e-07,1.0795648360834917e-07,8.576097924496993e-12,3.624889490228906e-09,1.964358052172625e-07,4.698487852012572e-10,4.8195021715747455e-12,6.680542886938248e-12,5.81379041504339e-08,1.1957286277016264e-09,2.2720009660193558e-11,5.14769228690715e-12,1.7378737531039488e-11,2.952493486275764e-11,5.461279941396141e-12,4.713725997605602e-11
