Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H4F2(1),O2(2),H2O(3),CH4(4),CH2CHF(56),HF(38),C2H3F(137),C2H3F(136),O2(141),CH2CF(70),CH2CFO(79),C2H3F2(66),C2H3F2(64),CH2CF2(57),C2H2F2(59),CH2F(46),C2H2F(71),CHFO(47),C2H4F(62),S(289),C2H4F(63),C2H3F2(65),CF2CH(73),C2HF2(72),CH2F2(41),S(787),CF2(43),S(495),C2HF(58),CF2O(49),C2H2O(134),S(435),S(2464),S(1651),S(1682),CF3CHO(75),CF2CO(76),S(783),S(2674),CHO2(159),S(3132),S(537),S(1330),C2HF(1925),S(125),S(977),S(975),S(990),CHF2(82),S(499),C2H2O(450),CH3F(39),S(3133),C2H2F3(67),S(5616),CHFCF2(55),F(37),C2F(1924),C2H2F3(68),S(698),CHF3(42),S(5948),S(3043),S(706),S(2408),S(2271),S(529),S(1906),S(3064),S(517),S(139),S(1923),S(1777),CHO2(158),S(476),S(980)
0.011366011979231573,0.5331421646904335,1.0993784827396278e-06,2.99849317101808e-07,5.813237525508843e-06,0.005891113153497745,0.0,0.0,0.001713678584230432,0.0030862914585693857,0.009864732733863077,0.0006288220731064864,8.985500207016008e-08,1.89666063134934e-20,6.416118334749458e-15,2.0077141417564518e-10,2.6272731215505702e-05,0.0020956219514689186,4.4230308244982e-09,4.3546163092410534e-14,5.5872066244947595e-06,2.2911180107604865e-14,2.4583077582304177e-11,1.2892145262384284e-05,9.167484083321798e-08,0.0007015882331444866,2.6130989064454376e-11,7.11817006063077e-06,1.660244774647285e-05,2.955024233776776e-09,2.187933878118243e-09,8.395029712745176e-12,5.160828370711289e-09,3.475399851227691e-07,3.76,0.0,0.5922347717948443,0.967130189348224,0.03575976063587237,0.0026039457401585645,0.12179441906931819,0.13641352112408298,7.028071055590421e-12,4.0939959175594164e-16,4.1402022617134464e-05,6.1385989306107e-08,1.450737704123961e-05,1.3206271853583698e-05,3.670106752292121e-06,0.035078904098004994,0.0042089158604907435,7.86193603654079e-06,3.6503161633094905e-08,0.002895516154552858,7.979296350733966e-07,1.852236690056094e-06,9.483448652960107e-07,1.930134944317132e-06,5.174822984788006e-08,4.895156968469135e-09,5.075942852371632e-05,3.2473472801420692e-06,1.1680402697370555e-05,1.0898395487122059e-07,3.1344402424735965e-06,0.0017235972532921894,6.022129862107588e-13,1.853441348033551e-05,2.809553656333306e-07,4.3152210313442365e-07,4.733551541740376e-13,9.779014774537138e-10,8.389208486057657e-12,1.5196266865670232e-07,3.38743209906864e-14,2.253032959694136e-10,5.377170858853167e-14,2.769580221287803e-07,2.0703820969760437e-15,3.1123236928148834e-14,1.2067583861481919e-11,0.0011308831512144154,1.368446353920727e-12,0.0004500781924650771,2.9657880409051003e-06,5.6357505282403596e-08,1.1847138688439172e-15,0.00010814230470256421,1.4747325292065225e-13,3.204780986492878e-08,2.5116659163907444e-10,2.2868572005226207e-05,7.970054794118716e-11,1.0882303303080511e-13,2.472007305895089e-09,9.79276659241514e-07,1.2983000343823874e-05,3.855680146735285e-09,2.3473999507737757e-09,0.00027738081235252095,1.3836511182083875e-09,5.378530706328146e-13,1.5642134867578132e-09,1.3046983642012372e-08,2.580368066254457e-07,3.138497397369476e-11,5.041078224207883e-13,2.2959471178767106e-09,1.0960969912421094e-11,8.993764791896105e-15,0.00011236756738278753,3.94360541725834e-06
0.01139469930559856,0.5331997753243428,1.1091939982546644e-06,3.0378569792297395e-07,5.875191888833215e-06,0.005943181484748877,0.0,0.0,0.0017224169853635514,0.00311821076202173,0.010002236956868965,0.0006425324098692539,9.20532644394342e-08,1.9706536290934064e-20,6.602719855435441e-15,2.0405878309260333e-10,2.6515797529972563e-05,0.002129113993927552,4.5387609557785796e-09,4.433629090663241e-14,5.617381009913408e-06,2.316138668731189e-14,2.5063071927745933e-11,1.3123134790588147e-05,9.298169553520257e-08,0.000712641954552888,2.6907562689914958e-11,7.284982825357551e-06,1.693678646157756e-05,3.0387273316979638e-09,2.23630071747301e-09,8.568216854756834e-12,5.233050483635054e-09,3.5197612674676726e-07,3.76,0.0,0.5914925271238246,0.9667274064238599,0.036173147154649955,0.002634560753309164,0.12196243241458884,0.1367787313946207,7.0377663228738765e-12,4.1047277649401986e-16,4.138477982465494e-05,6.214461028654953e-08,1.4676034913976266e-05,1.3329871527485843e-05,3.7084561800174404e-06,0.035428078484302884,0.004244174359266596,7.946507344254493e-06,3.6943487489891135e-08,0.0029306113312997377,8.051028533844158e-07,1.8817462135283702e-06,9.56669101114629e-07,1.960302741288089e-06,5.2832986155153026e-08,4.989959271137088e-09,5.194357532238474e-05,3.3160295225487467e-06,1.1857174083459086e-05,1.0994632009880324e-07,3.179225143926764e-06,0.0017606198356194622,6.118058156966554e-13,1.8733367747042306e-05,2.838223208344235e-07,4.40418012116492e-07,4.831134149573008e-13,1.0076687788475664e-09,8.644061239643381e-12,1.5551888967482922e-07,3.457264080181635e-14,2.2989800395147832e-10,5.4624777763417146e-14,2.8113860507403747e-07,2.1032277622227683e-15,3.1567897497377077e-14,1.2168677628036477e-11,0.001148079325706456,1.3871991739519833e-12,0.0004594617361595368,3.0285289954446785e-06,5.751956469058069e-08,1.2017973924283488e-15,0.00011007215514455334,1.5051229906236104e-13,3.2338614910793033e-08,2.5331309699564236e-10,2.3059641424418676e-05,8.070049250202461e-11,1.1167507055796364e-13,2.4980791048502354e-09,9.890610592103558e-07,1.3316529389764665e-05,3.96675658518274e-09,2.3696105013226504e-09,0.00028031451066483755,1.4038549882483478e-09,5.457067697176383e-13,1.5968382237150577e-09,1.331993330328419e-08,2.6415328515916426e-07,3.203917489347787e-11,5.113857638360942e-13,2.3739910797138876e-09,1.1277914266245746e-11,9.269390291155589e-15,0.00011419206244726476,4.020510852370799e-06
0.011423386631965547,0.5332576704775587,1.1190850881239062e-06,3.077684918352361e-07,5.937699390581065e-06,0.005995642616817344,0.0,0.0,0.0017311845181686252,0.003150417568255259,0.010141632448675527,0.0006565255016776799,9.430147849787045e-08,2.047507455905586e-20,6.794708190607347e-15,2.0739527681740927e-10,2.676019520947707e-05,0.00216305567487079,4.657351839890228e-09,4.5140129178279276e-14,5.647708683621788e-06,2.3415818324359818e-14,2.555114977242286e-11,1.3357771421107968e-05,9.430305653622086e-08,0.000723849775058204,2.7708138806871986e-11,7.4555204615726294e-06,1.7276708730240818e-05,3.1245905852769433e-09,2.2856666966269616e-09,8.744700007546426e-12,5.306224069799155e-09,3.5646377366764665e-07,3.76,0.0,0.5907464091674605,0.9663197789695127,0.036590962243719966,0.0026654645135570265,0.12212871855348739,0.13714462918371123,7.047361926011843e-12,4.115510019181458e-16,4.136732964198773e-05,6.291083469810631e-08,1.4846099247094277e-05,1.3454301102980325e-05,3.7471466968912744e-06,0.03577998134150702,0.004279613056108318,8.031750641327293e-06,3.738814394097726e-08,0.0029660623620112194,8.123246060192721e-07,1.9116804959767157e-06,9.65048272751442e-07,1.990897602655688e-06,5.393862800359044e-08,5.086400720836281e-09,5.3153914507546504e-05,3.3860515123141153e-06,1.2036751052646295e-05,1.1091385572477925e-07,3.2246859445734037e-06,0.0017984020468758688,6.215342014677228e-13,1.8933752910397463e-05,2.8670622315322563e-07,4.4947976122255574e-07,4.930535905843616e-13,1.0382948655783533e-09,8.906306944792394e-12,1.5915401646279832e-07,3.528397870359344e-14,2.345776034391818e-10,5.5489820262012974e-14,2.853742750406681e-07,2.1365344292698805e-15,3.2019267725014377e-14,1.227028810430299e-11,0.001165505034282882,1.4061605425568627e-12,0.00046902638016024795,3.0924924109663666e-06,5.8703260314691444e-08,1.2190862750857907e-15,0.00011203511265724534,1.5360806956603552e-13,3.263126522020538e-08,2.5547027629297654e-10,2.325156896118895e-05,8.171153036783071e-11,1.14600495565696e-13,2.5243724049541112e-09,9.98921859222698e-07,1.3659254192861497e-05,4.081140512419647e-09,2.3919663987597995e-09,0.00028327318051622237,1.424361418062855e-09,5.536780722075257e-13,1.6300827814152725e-09,1.3598094661705352e-08,2.7040616771351606e-07,3.270581208802089e-11,5.187514069783534e-13,2.4546784531997492e-09,1.1603763640964288e-11,9.553139331207508e-15,0.0001160463200485034,4.098750979149243e-06
0.011452073958332533,0.5333158526493131,1.1290520132665426e-06,3.1179808035732243e-07,6.000762110603423e-06,0.006048498553803315,0.0,0.0,0.001739980970621336,0.0031829133561753404,0.010282943539080703,0.0006708066730141919,9.660064286846659e-08,2.127332350901755e-20,6.9922344430508845e-15,2.107814881369187e-10,2.700591528157604e-05,0.0021974510209470336,4.778867756580878e-09,4.595790624503351e-14,5.678191780772682e-06,2.3674566165168033e-14,2.604740741895335e-11,1.3596099544788106e-05,9.563898627970769e-08,0.0007352133540726867,2.8533446606583252e-11,7.629859102877466e-06,1.7622276609836973e-05,3.2126612225651855e-09,2.336050133256921e-09,8.924532957683498e-12,5.38036026823568e-09,3.610035414452351e-07,3.76,0.0,0.589996392712075,0.9659072539396236,0.03701324682231536,0.0026966586109755126,0.12229326323143302,0.13751122367971383,7.056857042502349e-12,4.126343919135413e-16,4.134966979829776e-05,6.368469717180801e-08,1.5017568547705169e-05,1.3579558238457259e-05,3.786179796029982e-06,0.03613461914750794,0.0043152307662262,8.11766483913191e-06,3.783715017701525e-08,0.003001870971047642,8.195949239212468e-07,1.9420446259918457e-06,9.734824128655087e-07,2.0219243380403176e-06,5.506549707836256e-08,5.184503607979547e-09,5.4390968486561855e-05,3.4574355954692717e-06,1.2219172648133226e-05,1.1188650755223032e-07,3.270834361782372e-06,0.0018369581530286898,6.313996156775885e-13,1.9135563518021524e-05,2.8960688951516825e-07,4.587098552867679e-07,5.031784286905376e-13,1.0698020884250206e-09,9.176141477831563e-12,1.6286962717094377e-07,3.600853132136494e-14,2.393433651855342e-10,5.636695720686918e-14,2.89665533268794e-07,2.1703067617456653e-15,3.2477463908197694e-14,1.2372411894070472e-11,0.0011831626960043557,1.4253316290751964e-12,0.00047877514708066354,3.1576986001132266e-06,5.99089175605641e-08,1.2365818870209807e-15,0.00011403164355429555,1.567614234099397e-13,3.292575731785237e-08,2.576380283286936e-10,2.3444348756930176e-05,8.273374740917083e-11,1.1760116346533872e-13,2.5508879606810936e-09,1.0088592268840907e-06,1.4011426395478435e-05,4.198932522743276e-09,2.414467232749883e-09,0.0002862569543012327,1.4451740832718e-09,5.617684065047213e-13,1.6639569256833872e-09,1.3881550680754059e-08,2.767982099899251e-07,3.338508196112819e-11,5.262053438166147e-13,2.538097748089076e-09,1.1938755840137463e-11,9.845237141099164e-15,0.00011793078602994184,4.178343713120592e-06
0.01147789255206282,0.5333684640720862,1.1380873175158935e-06,3.154650290474386e-07,6.0579949160698515e-06,0.006096408101471645,0.0,0.0,0.0017479223238096701,0.0032124078471437376,0.010411781670299027,0.000683910502664161,9.871428563805783e-08,2.2018065155792903e-20,7.17486837235773e-15,2.138720686430121e-10,2.7228186300227033e-05,0.0022287980303973627,4.890786960873122e-09,4.670601158852e-14,5.705761252139176e-06,2.3911206402560396e-14,2.6501112168961503e-11,1.3813787893119067e-05,9.685382946129524e-08,0.0007455751230665558,2.929798705444421e-11,7.790077692271712e-06,1.793816583031788e-05,3.293851936495792e-09,2.382280448093329e-09,9.089291535440565e-12,5.447915589251943e-09,3.651344123582292e-07,3.76,0.0,0.5893180239550455,0.9655317498355038,0.03739715833215482,0.0027249828398996424,0.12243985269263219,0.13784176204535128,7.065316050395386e-12,4.1361394925733445e-16,4.1333594788773056e-05,6.438773111772989e-08,1.5173090613918065e-05,1.3692994562947956e-05,3.821603461091635e-06,0.03645613661762815,0.004347438739472731,8.195560216462797e-06,3.8244989804048185e-08,0.003034405840204409,8.261796859433612e-07,1.969744094817361e-06,9.811200830096902e-07,2.050221618452118e-06,5.609811200879015e-08,5.274235022552394e-09,5.552759668239398e-05,3.522864526274223e-06,1.2385816749550295e-05,1.1276621913953602e-07,3.3129657179731993e-06,0.0018723322969280147,6.403968661276363e-13,1.9318406971772912e-05,2.922316651524223e-07,4.6716295891237576e-07,5.12450955321085e-13,1.098930467300776e-09,9.425643540967775e-12,1.6628381488268554e-07,3.6672090836445934e-14,2.4370727597658664e-10,5.716681899643857e-14,2.9357560525841626e-07,2.201103769130417e-15,3.289577461320054e-14,1.2464759257703275e-11,0.001199254918637097,1.4427658511903336e-12,0.00048770898842928834,3.2174637146412408e-06,6.10130569094673e-08,1.2525057568247795e-15,0.00011585761445767589,1.5964939033168989e-13,3.319237233841713e-08,2.595979608654741e-10,2.3618574283483964e-05,8.366336951300967e-11,1.2036765943353758e-13,2.5749425813578705e-09,1.0178684543777807e-06,1.4336671982149265e-05,4.307944859481548e-09,2.4348415335172884e-09,0.0002889639234223399,1.4641703572833406e-09,5.691526624047051e-13,1.694990037018338e-09,1.41412567470018e-08,2.82672343688054e-07,3.400738840300041e-11,5.329898392915459e-13,2.615586397935829e-09,1.2248264661858018e-11,1.0115449997792345e-14,0.00011965300575643277,4.251148515249318e-06
0.011503711145793108,0.5334213118360143,1.1471843937694566e-06,3.1917045656470345e-07,6.115680476380114e-06,0.006144640497340394,0.0,0.0,0.0017558867605795725,0.0032421386340776783,0.010542209443243944,0.0006972560553974919,1.0087076261627313e-07,2.2788602362499418e-20,7.362227046502357e-15,2.170038228881174e-10,2.7451513882588597e-05,0.002260518666603884,5.005176831545835e-09,4.7465761970407314e-14,5.73345999136416e-06,2.415148726291257e-14,2.696159007462152e-11,1.4034534993642249e-05,9.808056484418165e-08,0.0007560656177956771,3.008372632995302e-11,7.953495101523601e-06,1.8258723042697547e-05,3.376905189560408e-09,2.4293635837029007e-09,9.256847389804918e-12,5.516268709617266e-09,3.6930847019829134e-07,3.76,0.0,0.5886364589142552,0.9651521962136831,0.03778475352911636,0.0027535446577363716,0.1225850095838167,0.13817287899561564,7.073692395452507e-12,4.1459787299983944e-16,4.13173464228567e-05,6.509700210120552e-08,1.5329747526572033e-05,1.38070963064478e-05,3.857306508415052e-06,0.0367798785591323,0.004379789771305599,8.273996997521272e-06,3.865638039384378e-08,0.0030672329079903865,8.328037189555973e-07,1.997799643787977e-06,9.888022003419092e-07,2.0788761399982826e-06,5.7148451948844215e-08,5.3653464192993355e-09,5.668668631633904e-05,3.5894316827676827e-06,1.2554825722161326e-05,1.1364998225754507e-07,3.355672586451124e-06,0.0019083557406180522,6.495073799958544e-13,1.9502395709717615e-05,2.9486972113658463e-07,4.757563149062792e-07,5.218773287038973e-13,1.1288074658089542e-09,9.681598995124038e-12,1.6976567839394103e-07,3.734665984091159e-14,2.4814295184327464e-10,5.797665986397048e-14,2.975314713882386e-07,2.232284994544061e-15,3.331979838605151e-14,1.2557516837964208e-11,0.0012155387674029543,1.460371670278703e-12,0.0004967966976516727,3.2782672299585656e-06,6.213549068586402e-08,1.2685990617345388e-15,0.000117711504101961,1.6258533481809916e-13,3.3460473961124836e-08,2.615662975198832e-10,2.3793480768946522e-05,8.460217507395143e-11,1.2319805125432822e-13,2.599178331685843e-09,1.026939939294169e-06,1.4669971355349428e-05,4.419879438672544e-09,2.4553325180667582e-09,0.0002916914288831117,1.4834203539018092e-09,5.766355380623096e-13,1.7265482479186372e-09,1.440538013549783e-08,2.8866353850467993e-07,3.4640231733210414e-11,5.398467116229962e-13,2.6954306237937757e-09,1.256555670957652e-11,1.039278293542871e-14,0.0001214003905468273,4.325076647082143e-06
0.011529529739523396,0.5334743977740448,1.1563434153862867e-06,3.229146369607497e-07,6.1738201586128314e-06,0.0061931971759992925,0.0,0.0,0.0017638741109949707,0.003272106742096479,0.01067424512248229,0.0007108473862017006,1.0307083368434444e-07,2.3585835879263695e-20,7.554429465796063e-15,2.201771904970252e-10,2.767589074513248e-05,0.0022926158261984387,5.1220867372823965e-09,4.823733211523532e-14,5.761289638704181e-06,2.4395479206376122e-14,2.7428911118334776e-11,1.4258373495256254e-05,9.931923276176982e-08,0.0007666860543621498,3.0891239849138575e-11,8.120169499467007e-06,1.8583993015814825e-05,3.461856881484657e-09,2.47731342845473e-09,9.427240913155872e-12,5.585427966682487e-09,3.7352618430875506e-07,3.76,0.0,0.5879516795041498,0.9647685536192804,0.03817606263632274,0.0027823451935732914,0.12272872347136622,0.1385045813314673,7.081985475645768e-12,4.1558625807362094e-16,4.130092301151887e-05,6.581253348791323e-08,1.548753737546683e-05,1.3921861318848319e-05,3.893289978063297e-06,0.03710584892675863,0.004412282885972812,8.352974025568486e-06,3.907133487758881e-08,0.003100353341896376,8.394670391647774e-07,2.0262150492994944e-06,9.965287821343317e-07,2.10789144487431e-06,5.8216773619583804e-08,5.457854295943837e-09,5.7868635587918175e-05,3.657153858654876e-06,1.2726228603872482e-05,1.1453775229763706e-07,3.398963992133292e-06,0.0019450393446246725,6.587322350357499e-13,1.968752487490374e-05,2.975209078860301e-07,4.844917851273253e-07,5.314595911915438e-13,1.159450421085158e-09,9.944160242042039e-12,1.7331641983992388e-07,3.803238448992114e-14,2.526513369915315e-10,5.879656777041876e-14,3.015334919817126e-07,2.263853825049829e-15,3.374962480089823e-14,1.265068183778811e-11,0.0012320160250407412,1.4781498841294362e-12,0.0005060405496488645,3.3401244093843437e-06,6.327646074908607e-08,1.284862756416618e-15,0.00011959365850451317,1.6556989571812184e-13,3.37300588466203e-08,2.6354295654217897e-10,2.3969063611138848e-05,8.555022619337498e-11,1.2609379056478398e-13,2.6235957105944807e-09,1.0360737827540316e-06,1.5011521346267981e-05,4.534816159800841e-09,2.475939809971463e-09,0.00029443956565604584,1.5029267647085725e-09,5.842180795034969e-13,1.7586388591551638e-09,1.4673982935375015e-08,2.9477389811067035e-07,3.5283758821327455e-11,5.467763739369717e-13,2.7777011613932784e-09,1.2890817894349286e-11,1.0677412493530194e-14,0.0001231732748473009,4.400141295646184e-06
0.011555348333253683,0.533527723722747,1.1655645502907022e-06,3.2669783781636524e-07,6.232415267744673e-06,0.006242079563352409,0.0,0.0,0.0017718842010649315,0.003302313178326183,0.010807907140073637,0.0007246886056744197,1.0531526373747709e-07,2.4410655412220918e-20,7.751594935988052e-15,2.2339260020549533e-10,2.790130936551771e-05,0.0023250923913764408,5.24156672769692e-09,4.902089533241725e-14,5.789251861358059e-06,2.4643253974354445e-14,2.790314462282259e-11,1.4485336121954794e-05,1.0056987233932646e-07,0.00077743765028244,3.172111583690012e-11,8.290159911399911e-06,1.8914020330382027e-05,3.5487435318827223e-09,2.526143985957698e-09,9.600512797774138e-12,5.655402047491216e-09,3.7778803075669413e-07,3.76,0.0,0.5872636677425546,0.9643807823533429,0.03857111599549433,0.00281138556628171,0.12287098391228833,0.13883687588493923,7.0901946884031225e-12,4.1657918911985946e-16,4.1284322855281504e-05,6.653434720914921e-08,1.5646457991323816e-05,1.4037286798625982e-05,3.929554666503247e-06,0.03743405142241546,0.004444917071594707,8.432490035815044e-06,3.9489865276020587e-08,0.00313376827927732,8.461695866190439e-07,2.0549941080557323e-06,1.0042997609460154e-06,2.1372710749890903e-06,5.9303333904375465e-08,5.55177496171722e-09,5.9073848252102004e-05,3.7260480028196025e-06,1.290005462017334e-05,1.1542948111361772e-07,3.4428491178459187e-06,0.0019823941170243648,6.680725093650233e-13,1.9873789318052116e-05,3.0018507072944074e-07,4.933712412108704e-07,5.411997957192533e-13,1.1908765757497123e-09,1.0213479145109737e-11,1.769372578281842e-07,3.872941168799794e-14,2.572333797432652e-10,5.962662813467583e-14,3.0558202674558556e-07,2.29581354825135e-15,3.4185345000052377e-14,1.274425135652834e-11,0.0012486884798300012,1.4961012622776649e-12,0.0005154428416716666,3.4030506550411056e-06,6.443620996886353e-08,1.3012977233297315e-15,0.00012150442548125035,1.6860371484349202e-13,3.400112384725412e-08,2.6552785500356393e-10,2.414531810293937e-05,8.650758247664704e-11,1.2905635246770488e-13,2.648195188571769e-09,1.0452700782258182e-06,1.5361523174442334e-05,4.652837113254686e-09,2.4966630022212335e-09,0.0002972084281867241,1.5226922855884856e-09,5.919013342361633e-13,1.7912691592580253e-09,1.4947127159907696e-08,3.01005556551979e-07,3.5938116307142216e-11,5.537792090778906e-13,2.8624708250511957e-09,1.3224236254726517e-11,1.0969516243887975e-14,0.00012497199604083855,4.476355680785581e-06
0.01158116692698397,0.5335812915225342,1.1748479154904761e-06,3.305203260277925e-07,6.291467069868813e-06,0.006291289075760471,0.0,0.0,0.0017799168514937443,0.003332758931229438,0.010943214095873085,0.0007387838803994877,1.0760482940622083e-07,2.5263964234997838e-20,7.95384667882129e-15,2.2665048412312437e-10,2.8127761983820537e-05,0.0023579512287515633,5.363667646689496e-09,4.9816628091760014e-14,5.817348353686495e-06,2.4894884652103486e-14,2.83843600084113e-11,1.4715455664635444e-05,1.0183252097564929e-07,0.0007883216241595196,3.257395756911811e-11,8.463526224875161e-06,1.9248849359162246e-05,3.637602048258079e-09,2.57586943560881e-09,9.77670412176095e-12,5.72619977149191e-09,3.820944924798899e-07,3.76,0.0,0.586572405756596,0.9639888424766223,0.03896994406405469,0.002840666884162657,0.12301178045593163,0.13916976951843318,7.098319430713521e-12,4.175767601173237e-16,4.1267544244379154e-05,6.726246472499624e-08,1.5806506933040874e-05,1.4153369931265298e-05,3.966101398612929e-06,0.03776448948828149,0.004477691279508007,8.512543655393599e-06,3.9911983357877904e-08,0.0031674788264276716,8.529113170918203e-07,2.084140636621119e-06,1.0121150855973965e-06,2.1670185845211872e-06,6.040839225747325e-08,5.647124833335632e-09,6.0302733648912915e-05,3.7961312184736963e-06,1.3076333171656804e-05,1.1632511973341449e-07,3.487337306881886e-06,0.0020204312143916013,6.775292817746707e-13,2.0061183598803905e-05,3.0286204967739323e-07,5.023965648511291e-07,5.511000063263406e-13,1.2231035308472857e-09,1.0489710592557245e-11,1.8062942750511013e-07,3.943788913824647e-14,2.6189003361070204e-10,6.04669263822347e-14,3.096774331436536e-07,2.3281674535294463e-15,3.4627051719688584e-14,1.283822238807742e-11,0.001265557925317509,1.514226556799452e-12,0.0005250058931857637,3.4670615043674225e-06,6.561498252254779e-08,1.3179048416781394e-15,0.00012344415457790333,1.716874375757071e-13,3.427366557357861e-08,2.6752090762620975e-10,2.4322239432300665e-05,8.747430386042094e-11,1.3208724690596537e-13,2.6729772288791453e-09,1.0545289124180667e-06,1.5720182525760648e-05,4.7740266392311975e-09,2.5175016631785217e-09,0.0002999981103722351,1.5427196157767225e-09,5.996863510682029e-13,1.8244465051907481e-09,1.5224875420259816e-08,3.0736067843624255e-07,3.660345221852879e-11,5.60855598548812e-13,2.9498145665827933e-09,1.3566005814664341e-11,1.126927940308981e-14,0.00012679689442001593,4.55373305103822e-06
0.01160440366134123,0.5336297108481705,1.1832562820125575e-06,3.3399437823871997e-07,6.345005166720146e-06,0.0063358584914768,0.0,0.0,0.0017871653731697543,0.0033603655260250596,0.011066412286407533,0.0007516903339708759,1.0970468228818278e-07,2.6057134857393612e-20,8.14032771048686e-15,2.296192640224353e-10,2.833244679842348e-05,0.0023878533809227943,5.475842167814493e-09,5.054334371741372e-14,5.8427514197975775e-06,2.51247105738311e-14,2.8823480788951856e-11,1.492528956510853e-05,1.0297920142672513e-07,0.0007982313915891409,3.336166270995033e-11,8.622492497729327e-06,1.9554337441421874e-05,3.7192914815514367e-09,2.6213993685228866e-09,9.937806705785349e-12,5.790629063655621e-09,3.860088588850626e-07,3.76,0.0,0.5859474763477229,0.9636324992243743,0.03933214196626818,0.0028672269855950453,0.1231372370708604,0.13946989169765736,7.1055589779012064e-12,4.1847862250435076e-16,4.1252289494522874e-05,6.792317794039725e-08,1.5951513453926403e-05,1.4258404852201507e-05,3.999235406600748e-06,0.03806379779121038,0.004507306889002271,8.585050326523012e-06,4.029496688186562e-08,0.003198071953845932,8.590123808342283e-07,2.110689869039649e-06,1.0191867989452147e-06,2.1941088290998165e-06,6.141897857297034e-08,5.734175486431284e-09,6.142931353168226e-05,3.860237028339423e-06,1.3237105217088511e-05,1.1713449591349158e-07,3.5279001497408588e-06,0.0020552573311183216,6.861408748857239e-13,2.0230799729076494e-05,3.0528215187998217e-07,5.106456363101414e-07,5.60148716064249e-13,1.2528076359846905e-09,1.0744362881431352e-11,1.840144030069327e-07,4.0085431538257566e-14,2.661456071536296e-10,6.123202029681943e-14,3.1340366675828777e-07,2.3576257706651592e-15,3.502978419110672e-14,1.292313703945845e-11,0.0012809103396886879,1.530688631904755e-12,0.000533752023725534,3.5256115647388226e-06,6.669234585981843e-08,1.3329991859739041e-15,0.00012521496360718632,1.7450599241354792e-13,3.4520212392454434e-08,2.693215534833113e-10,2.448203471332337e-05,8.835241096790193e-11,1.348747577777215e-13,2.6954375245372396e-09,1.062915399712577e-06,1.6050551783288186e-05,4.885877910925308e-09,2.536354809029021e-09,0.00030252670229064275,1.560970290025813e-09,6.067807394997662e-13,1.8547800060018942e-09,1.547883779602435e-08,3.131876631823976e-07,3.721176515515244e-11,5.672875624692936e-13,3.030688489267946e-09,1.388090249350323e-11,1.1545770746925692e-14,0.0001284619680244785,4.6243780057888035e-06
0.011627640395698488,0.5336783289116611,1.1917152818190815e-06,3.375006614768571e-07,6.39891501030386e-06,0.006380695036334816,0.0,0.0,0.0017944318812783766,0.0033881674453547675,0.011190971874876738,0.0007648091099094174,1.1184231299263129e-07,2.687489150048704e-20,8.331124898194154e-15,2.3262312166252458e-10,2.853795667076728e-05,0.002418069547489062,5.590219793054533e-09,5.128019557560384e-14,5.868265912838348e-06,2.5357775262159142e-14,2.926836318384653e-11,1.5137731156852059e-05,1.0413566239364063e-07,0.0008082502620577781,3.41689325189327e-11,8.784287342450736e-06,1.986378268306499e-05,3.80263592278615e-09,2.6676763793611416e-09,1.0101338054992497e-11,5.855738959417234e-09,3.899601224948285e-07,3.76,0.0,0.5853198870080025,0.9632727174050845,0.03969744450537076,0.0028939839338347597,0.1232614918340147,0.13977050975819136,7.112729175333002e-12,4.193843866975309e-16,4.1236887542550226e-05,6.858902892808382e-08,1.609742954236799e-05,1.4363967931434149e-05,4.032599165047763e-06,0.03836492161210192,0.004537034220036199,8.65799005850322e-06,4.068087383030986e-08,0.0032289061563112852,8.651451244657875e-07,2.1375426684357257e-06,1.0262943666487848e-06,2.2215025469899756e-06,6.244495343118534e-08,5.822409260391195e-09,6.257571076504429e-05,3.925332649216367e-06,1.3399909426500421e-05,1.1794696029574352e-07,3.5689662167104767e-06,0.002090653632980569,6.948484921024657e-13,2.0401322001227087e-05,3.077123770744384e-07,5.190157780349843e-07,5.693302309929446e-13,1.283188392565252e-09,1.1004861409697063e-11,1.8745909484756844e-07,4.074247765414828e-14,2.704630939158786e-10,6.20055387017705e-14,3.171684113042602e-07,2.3874084493369432e-15,3.543751207100081e-14,1.3008372052925753e-11,0.001296425087659303,1.5472926949840179e-12,0.0005426319879404898,3.5850643807781066e-06,6.778549679040757e-08,1.348234298482684e-15,0.00012700977351729324,1.7736597036828108e-13,3.476794922751427e-08,2.711286654805571e-10,2.4642362494508764e-05,8.923819597025126e-11,1.377200191562704e-13,2.7180463607312166e-09,1.0713526601951876e-06,1.638826031580924e-05,5.000430694758581e-09,2.5553007627026196e-09,0.00030507230135835427,1.5794371826534653e-09,6.139591689764737e-13,1.885568063186833e-09,1.5736626937847062e-08,3.191180529380695e-07,3.782920101981025e-11,5.737796810688838e-13,3.113767685276614e-09,1.4202870414585961e-11,1.182875763488254e-14,0.00013014877522086804,4.695985418623458e-06
