Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H4F2(1),O2(2),H2O(3),CH4(4),CH2CHF(56),HF(38),C2H3F(137),C2H3F(136),O2(141),CH2CF(70),CH2CFO(79),C2H3F2(66),C2H3F2(64),CH2CF2(57),C2H2F2(59),CH2F(46),C2H2F(71),CHFO(47),C2H4F(62),S(289),C2H4F(63),C2H3F2(65),CF2CH(73),C2HF2(72),CH2F2(41),S(787),CF2(43),S(495),C2HF(58),CF2O(49),C2H2O(134),S(435),S(2464),S(1651),S(1682),CF3CHO(75),CF2CO(76),S(783),S(2674),CHO2(159),S(3132),S(537),S(1330)
7.997102012895254e-08,0.9280313359513382,3.109894213890568e-05,1.2539219430170894e-06,5.197795141844404e-06,1.9783355711390417e-05,0.0,0.0,2.1408197092815073e-05,8.791714015655371e-09,3.188717393384462e-08,4.3204045316527335e-09,1.871209201244988e-10,5.554482982780902e-17,1.6730880644740213e-12,1.7068054989394223e-09,1.756740563201584e-06,1.4841238846739995e-08,5.402062254787073e-12,8.60948622545611e-12,1.18520620396525e-05,1.0589057192289675e-10,7.862278176449945e-10,2.2638605678137634e-12,6.160185233273925e-11,2.087921532135766e-08,2.8616418646223523e-09,7.893823783690682e-10,4.8023134495580044e-14,2.9707742287022026e-14,1.5118881191607065e-12,1.4147315477285992e-14,1.585534674244339e-10,1.4511682308632507e-16,3.76,0.0,0.6500778407780708,0.9964427750439517,9.600823204447928e-07,7.070835841361388e-08,0.0689342721460154,0.0689592786798859,2.415337101348739e-07,1.3868955245435113e-09,0.0035307368135450916,2.5345091836669245e-07,6.526664877455589e-08,3.990987603966613e-06,3.391431315712625e-07,1.5238546233366185e-05,2.9595720340691823e-05,0.004337356675461906,1.9154842909399092e-07,2.577507347404198e-06,2.0679056667584357e-07,2.6618413153288115e-09,4.2049049150778476e-08,6.489796759432337e-08,3.6408603403966094e-10,1.740374408464541e-10,6.67912448785737e-08,1.2611923881120521e-11,1.8181659757213546e-06,5.225237502034726e-11,2.436019276198011e-07,4.606837974578504e-12,1.550496019021654e-11,8.121932879947686e-09,4.027416490970739e-13,1.963789466425663e-15,9.393698150150206e-20,1.8170271315250296e-18,2.7963605312616554e-17,5.4217870580531105e-12,2.168689453292347e-20,6.576673190124823e-11,6.627263848888346e-16,4.954623967545279e-12,7.869020854868566e-16
8.205940064502344e-08,0.9283260361444082,3.224018412166143e-05,1.3174957445836744e-06,5.490163837541241e-06,2.0998115750611855e-05,0.0,0.0,2.1928888064306043e-05,9.251653388662803e-09,3.4730834701668616e-08,4.598080520767304e-09,2.050849148360686e-10,6.167427666810076e-17,1.7736834234269886e-12,1.7974933451341382e-09,1.8365478035975102e-06,1.641323995673359e-08,6.127867585389298e-12,9.591543451590526e-12,1.2470696318909853e-05,1.1356748377829468e-10,7.894069467340034e-10,2.4404208416152905e-12,6.457343562335633e-11,2.308184683186902e-08,3.05588086569417e-09,8.519971447129615e-10,5.360769163047792e-14,3.271085739161611e-14,1.6559226593359833e-12,1.561609545739526e-14,1.7279011235148315e-10,1.6872480825544905e-16,3.76,0.0,0.6483155831654547,0.996441962788503,1.0424312080377278e-06,7.546489013850632e-08,0.07063986315927971,0.07066619303380642,2.475692091145719e-07,1.4221401119320835e-09,0.003530733940001412,2.7656055631302456e-07,7.274265959797919e-08,4.090692587120044e-06,3.4734567621855e-07,1.5962009437242675e-05,3.0946477435212714e-05,0.0044446115084872916,2.0876167242524445e-07,2.7114385401642296e-06,2.1225902337716328e-07,2.7997817410082967e-09,4.3532198967467314e-08,6.655830061537527e-08,4.032312474353072e-10,1.9185263138234895e-10,7.054815034839043e-08,1.4221635448153968e-11,1.9016313976870716e-06,5.355075426768657e-11,2.606973259522205e-07,5.0635539107303254e-12,1.6340037598351243e-11,9.018478338378284e-09,4.4759818813082583e-13,2.2190548454880485e-15,1.0605929360272477e-19,2.0758308623151867e-18,3.1290604695312165e-17,5.811872740967345e-12,2.4470913081737963e-20,6.923978777306537e-11,6.972390935501114e-16,5.081271775320597e-12,8.284121266747303e-16
8.414778116109434e-08,0.9286199520865341,3.3395174885461217e-05,1.3825563699374136e-06,5.790640178919918e-06,2.225404501003028e-05,0.0,0.0,2.244774286607683e-05,9.722950704593201e-09,3.77620669373693e-08,4.890420248428853e-09,2.2421391191796982e-10,6.831379537316459e-17,1.878265256881892e-12,1.8929539127553113e-09,1.9183154465778567e-06,1.810762002213655e-08,6.9285944980231816e-12,1.0656479573516244e-11,1.3104629954187405e-05,1.215687309877443e-10,7.927956145829577e-10,2.626754187027436e-12,6.762268865338253e-11,2.545063212544205e-08,3.2572404102977447e-09,9.177955481201717e-10,5.970288395138331e-14,3.594361374197689e-14,1.8108588243434754e-12,1.719143273531866e-14,1.8784314487031245e-10,1.9543375947688374e-16,3.76,0.0,0.6465580419376846,0.9964411429826081,1.129483382776684e-06,8.04211732835016e-08,0.07234081059945338,0.0723684990784997,2.535882765631001e-07,1.4572887510262764e-09,0.0035307310399679374,3.011113723075904e-07,8.085275191807687e-08,4.191250550943298e-06,3.555775805476845e-07,1.6702825346927206e-05,3.233037339584066e-05,0.004551570979580473,2.2703862463641094e-07,2.8486578196028913e-06,2.1773729253973626e-07,2.941064131271423e-09,4.503983690502486e-08,6.82332220893682e-08,4.455756352472601e-10,2.110268557730631e-10,7.44317605340183e-08,1.5990937381365656e-11,1.98716394334503e-06,5.485976505799847e-11,2.785728802475557e-07,5.553587065886991e-12,1.7197868506735974e-11,9.987033181297643e-09,4.960829858082927e-13,2.5000395866694758e-15,1.1939448935868158e-19,2.3646118307010077e-18,3.492807545226242e-17,6.219813475403011e-12,2.7532082302881844e-20,7.289553971750398e-11,7.336535941317088e-16,5.208995018416665e-12,8.721243600884208e-16
8.623616167716525e-08,0.9289130859586652,3.456379371290728e-05,1.449110149187587e-06,6.0992080620725075e-06,2.3551475063195242e-05,0.0,0.0,2.2964769702692373e-05,1.0205572611946298e-08,4.098987680216842e-08,5.198186464512464e-09,2.445481994586997e-10,7.549487114553787e-17,1.986970500762217e-12,1.993330739698302e-09,2.0020615478724594e-06,1.993051597151602e-08,7.80979702839437e-12,1.1808927475507701e-11,1.3753831145115416e-05,1.2989792715602755e-10,7.964083660894068e-10,2.8232536629273064e-12,7.075043662378748e-11,2.7993475037168948e-08,3.4657459525621195e-09,9.86854319152082e-10,6.634414015999885e-14,3.9418635858137796e-14,1.9773104664683336e-12,1.8877902360745407e-14,2.037323761546245e-10,2.2555839254598813e-16,3.76,0.0,0.6448052039746648,0.9964403155250458,1.2213777837223413e-06,8.558122442068711e-08,0.07403712674005176,0.07406620920491688,2.5959095591364773e-07,1.4923416955450788e-09,0.0035307281128037975,3.2715281202458423e-07,8.96326876119199e-08,4.292642752102907e-06,3.6383788047119966e-07,1.7461059292054533e-05,3.374767537089649e-05,0.004658235859715914,2.4641626920522107e-07,2.9891593035010305e-06,2.2322602743309192e-07,3.0856787635696176e-09,4.6572277575254784e-08,6.99224173284832e-08,4.913064031658317e-10,2.3163167025898557e-10,7.844441842329788e-08,1.7931468057519168e-11,2.074780736645628e-06,5.6179150746294744e-11,2.9724795748526384e-07,6.0785805838230045e-12,1.807855742553965e-11,1.1031278883651122e-08,5.4838201127171e-13,2.8086431462601825e-15,1.3403155182093599e-19,2.6861302217966932e-18,3.88978858200377e-17,6.646004623177104e-12,3.089063824671273e-20,7.673944430429314e-11,7.72050982228867e-16,5.3377682972101335e-12,9.181065928605207e-16
8.832454219323615e-08,0.9292054399345344,3.574592014133274e-05,1.517164071177355e-06,6.41585000768673e-06,2.489073027577183e-05,0.0,0.0,2.347997673664383e-05,1.0699485273895402e-08,4.442360351005883e-08,5.522164191604371e-09,2.6612830086704494e-10,8.325056911719447e-17,2.0999418997303136e-12,2.0987656148124684e-09,2.0878038860221445e-06,2.1888197713215202e-08,8.77729345836858e-12,1.3053648497966595e-11,1.4418268156503416e-05,1.385585510156563e-10,8.002588358960367e-10,3.0303258495572186e-12,7.3957493994208e-11,3.071846477268563e-08,3.6814202519690654e-09,1.0592502434783233e-09,7.356865727251979e-14,4.3149001877881127e-14,2.155911664420024e-12,2.0680151614415295e-14,2.2047729219446991e-10,2.594363757070326e-16,3.76,0.0,0.6430570562003783,0.9964394803136191,1.3182536002050692e-06,9.094906881869572e-08,0.07572882381775477,0.07575933576992042,2.655772904567234e-07,1.5272991984483352e-09,0.0035307251581400364,3.547345424771853e-07,9.911925211082123e-08,4.394850703295955e-06,3.7212562584064123e-07,1.823677448716207e-05,3.51986440511085e-05,0.004764606917974026,2.6693183740585765e-07,3.1329372698651426e-06,2.287258682532617e-07,3.233615988355416e-09,4.812982773641567e-08,7.162557604523188e-08,5.406177989147037e-10,2.5374084704938405e-10,8.258852816418868e-08,2.0055436635068353e-11,2.1644985221001965e-06,5.7508658391272926e-11,3.167420898745441e-07,6.640224584812303e-12,1.8982213195207568e-11,1.2154975673957101e-08,6.046851391104394e-13,3.146858744483321e-15,1.5006382873266146e-19,3.0433433233541178e-18,4.322301128061934e-17,7.0908419412853086e-12,3.4567805010510394e-20,8.077688040392713e-11,8.125104137987036e-16,5.467566597661842e-12,9.66425576235032e-16
9.041292270930706e-08,0.9294970161806972,3.694143400277292e-05,1.586725743575062e-06,6.740547236938259e-06,2.6272127876252907e-05,0.0,0.0,2.399337208867438e-05,1.1204654379033715e-08,4.80729279651678e-08,5.86316043437418e-09,2.889949846803938e-10,9.161561130844171e-17,2.2173280680274437e-12,2.2093989138006903e-09,2.1755599670777323e-06,2.398706630873707e-08,9.837173033944447e-12,1.4395531866003327e-11,1.5097909319429517e-05,1.4755395103746165e-10,8.0435987822567e-10,3.248391166469529e-12,7.72446646383086e-11,3.363387806308898e-08,3.904283526672967e-09,1.1350601767303765e-09,8.14154572020856e-14,4.714825096085807e-14,2.347316792922722e-12,2.2602900026235265e-14,2.38097055093051e-10,2.9742937438642354e-16,3.76,0.0,0.6413135855826484,0.9964386372452628,1.42025024608873e-06,9.652873945198563e-08,0.07741591403255485,0.07744789109639749,2.715473233703828e-07,1.562161511899074e-09,0.0035307221757655024,3.8390642931838154e-07,1.0935025207877085e-07,4.497856168981915e-06,3.8043988047636966e-07,1.9030032062690338e-05,3.668353375916993e-05,0.004870684921556186,2.886227920025807e-07,3.2799861554216918e-06,2.3423744227966005e-07,3.3848662290923087e-09,4.971278639549741e-08,7.334239224769488e-08,5.937112301045e-10,2.7743039236311953e-10,8.686655647436647e-08,2.237563839028948e-11,2.2563336700317615e-06,5.88480387530797e-11,3.3707497149207455e-07,7.240256682426013e-12,1.9908948835743553e-11,1.3361961022425636e-08,6.651860670826586e-13,3.5167758704636197e-15,1.675891482322477e-19,3.439416171765603e-18,4.792757224956067e-17,7.554721528993665e-12,3.8585820784453455e-20,8.50131627833701e-11,8.55109278078405e-16,5.598365278047221e-12,1.0171471786499717e-15
9.250130322537796e-08,0.9297878168565752,3.8150215460360456e-05,1.6578033556921644e-06,7.0732797433395065e-06,2.7695978027635372e-05,0.0,0.0,2.4504963838105144e-05,1.1721045151981011e-08,5.194788133612777e-08,6.222003941160337e-09,3.1318927593096744e-10,1.0062645618964421e-16,2.3392835553273628e-12,2.325369902517448e-09,2.265347029153724e-06,2.6233652137252703e-08,1.0995802782935398e-11,1.5839594063977957e-11,1.579272303233106e-05,1.5688734988639602e-10,8.087236800228228e-10,3.477884191779341e-12,8.061274199839047e-11,3.67481813939597e-08,4.134353597072441e-09,1.2143610588068938e-09,8.992544408424882e-14,5.1430390605996946e-14,2.5522005861845767e-12,2.465093943689482e-14,2.5661050468925356e-10,3.3992411580323356e-16,3.76,0.0,0.639574779132903,0.9964377862163772,1.5275073350395067e-06,1.0232427603487428e-07,0.07909840954790458,0.0791318874733724,2.7750109771012886e-07,1.596928887294471e-09,0.003530719165286165,4.1471851471950526e-07,1.2036451261252095e-07,4.601641162356052e-06,3.887797222280268e-07,1.9840891095238013e-05,3.8202592537392265e-05,0.004976470635799634,3.1152681116786913e-07,3.4303005541101224e-06,2.397613640428471e-07,3.539419982257847e-09,5.132144490094939e-08,7.507256415460612e-08,6.507953798787136e-10,3.0277856354891e-10,9.128103408160347e-08,2.490547006193884e-11,2.3503021817129336e-06,6.019704629693946e-11,3.582664549605473e-07,7.880462499135685e-12,2.0858881569865936e-11,1.4656148093852789e-08,7.300822321552211e-13,3.9205827871335775e-15,1.8670993452554146e-19,3.877732614122527e-18,5.303687250739681e-17,8.038039775837494e-12,4.2967963883961926e-20,8.945355438202438e-11,8.999233690162627e-16,5.7301400594938226e-12,1.0703365427426398e-15
9.458968374144886e-08,0.9300778441144945,3.937214504263191e-05,1.7304056439093748e-06,7.4140263606308155e-06,2.9162583899825598e-05,0.0,0.0,2.5014760023161005e-05,1.2248622363840742e-08,5.605885355539037e-08,6.599545014280963e-09,3.387524690059467e-10,1.1032138084724103e-16,2.465968917440637e-12,2.4468170095165917e-09,2.3571820468772436e-06,2.8634613054272167e-08,1.225983442883441e-11,1.7390978157880125e-11,1.6502677762094527e-05,1.6656184872094004e-10,8.133618587034078e-10,3.719253982325214e-12,8.406250923739594e-11,4.007003330282215e-08,4.371646019920577e-09,1.2972299276185708e-09,9.914146229469201e-14,5.600990387376621e-14,2.7712581950475915e-12,2.6829134093987014e-14,2.760361604715732e-10,3.873334726434882e-16,3.76,0.0,0.6378406239059418,0.9964369271226894,1.6401646567956364e-06,1.0833972408080499e-07,0.08077632249086283,0.08081133715611889,2.8343865639205566e-07,1.6316015752997545e-09,0.0035307161262565613,4.472209958480373e-07,1.3220187397053162e-07,4.706187942508633e-06,3.9714424265477045e-07,2.0669408637680536e-05,3.9756062234078016e-05,0.005081964824192238,3.35681772649449e-07,3.583875215576582e-06,2.452982354883685e-07,3.6972678173604904e-09,5.2956087035599014e-08,7.681579415209325e-08,7.120863201702658e-10,3.2986588526658267e-10,9.583455719263062e-08,2.7658945179996023e-11,2.4464196944294953e-06,6.155543911173653e-11,3.803365481704338e-07,8.562676180503866e-12,2.1832132995160542e-11,1.6041524168268332e-08,7.995747249959988e-13,4.3605690317929956e-15,2.0753332331870805e-19,4.361906813970502e-18,5.857743839232536e-17,8.541193310707339e-12,4.7738578721900746e-20,9.4103277340528e-11,9.470270535887255e-16,5.862867023434589e-12,1.1260582270589803e-15
9.667806425751977e-08,0.9303671000997251,4.060710367622341e-05,1.80454185948896e-06,7.762764826980153e-06,3.067224174263943e-05,0.0,0.0,2.5522768641296276e-05,1.2787350342511361e-08,6.041660174133497e-08,6.996655364098454e-09,3.657261419143377e-10,1.2074056581512836e-16,2.5975507917165475e-12,2.5738780704920675e-09,2.4510817357624593e-06,3.119673254578623e-08,1.3636211403232741e-11,1.9054953067656654e-11,1.7227742045143877e-05,1.7658043134244525e-10,8.182855466507303e-10,3.97296439465047e-12,8.759473938781633e-11,4.360828674045178e-08,4.616174213650669e-09,1.3837439322853587e-09,1.0910835515863954e-13,6.090175651673036e-14,3.0052052378067406e-12,2.9142420776335614e-14,2.9639222373653397e-10,4.4009756584006497e-16,3.76,0.0,0.6361111069997045,0.9964360598590933,1.7583621543843796e-06,1.1457913398592867e-07,0.08244966495224026,0.08248625236627155,2.8936004220015414e-07,1.6661798258411433e-09,0.0035307130583352372,4.814642039311496e-07,1.4490318784438203e-07,4.8114790111121215e-06,4.055325466801396e-07,2.151563974902855e-05,4.1344178589082713e-05,0.005187168248387149,3.611257381899838e-07,3.740705043668867e-06,2.5084864613388093e-07,3.858400376977473e-09,5.4616989115952575e-08,7.857178875639489e-08,7.778076225406713e-10,3.5877516474511985e-10,1.0052978898960622e-07,3.0650709369121174e-11,2.544701486498006e-06,6.29229788238881e-11,4.0330541104341156e-07,9.288780908326054e-12,2.28288291523034e-11,1.7522149031473462e-08,8.738682030423676e-13,4.839127910469339e-15,2.30171276935488e-19,4.895795216858855e-18,6.457705877303483e-17,9.064578952040557e-12,5.29231017065521e-20,9.896752288679521e-11,9.964934348939926e-16,5.9965226093291225e-12,1.1843763336594658e-15
9.876644477359067e-08,0.9306555869505211,4.1854972716566856e-05,1.8802217385277893e-06,8.119471845823603e-06,3.22252409593623e-05,0.0,0.0,2.6028997649519846e-05,1.3337192982860392e-08,6.503225854426465e-08,7.414228001443877e-09,3.941521718638678e-10,1.3192618263942782e-16,2.7342019769767647e-12,2.706690547515456e-09,2.5470625565037773e-06,3.392691787866828e-08,1.513217596072968e-11,2.083691279176737e-11,1.7967884488526605e-05,1.8694596820352126e-10,8.235054647827269e-10,4.239494406810407e-12,9.121019549816304e-11,4.737199149126474e-08,4.8679495757230305e-09,1.4739803458130483e-09,1.1987302436442855e-13,6.612140402399475e-14,3.254777844754058e-12,3.1595808944780875e-14,3.176965799429818e-10,4.986848867115638e-16,3.76,0.0,0.634386215555044,0.9964351843197461,1.8822399022156625e-06,1.2104656013578854e-07,0.08411844898674394,0.08415664529193669,2.9526529779697956e-07,1.7006638880879256e-09,0.003530709961182405,5.174985838790963e-07,1.5851031318939972e-07,4.917497108994885e-06,4.139437524758944e-07,2.2379637523755596e-05,4.296717131842938e-05,0.005292081668217294,3.878969381959032e-07,3.900785094932865e-06,2.5641317322796333e-07,4.022808376796728e-09,5.630442009150367e-08,8.034025855596477e-08,8.481904666266689e-10,3.895915061444497e-10,1.053694611537673e-07,3.389605562204984e-11,2.645162482228925e-06,6.42994305627034e-11,4.2719335233513154e-07,1.0060709413274266e-11,2.3849100497346613e-11,1.910215333743601e-08,9.531708022646355e-13,5.358758985276919e-15,2.5474069908977335e-19,5.483508982476764e-18,7.106482580615207e-17,9.608593658958846e-12,5.854808705810482e-20,1.0405146019842729e-10,1.0483945080285704e-15,6.1310836087631565e-12,1.2453546229710665e-15
9.999999999999998e-08,0.9309433067981567,4.2598075566633694e-05,1.925653298972891e-06,8.333903656097623e-06,3.31630356964913e-05,0.0,0.0,2.6327181903801582e-05,1.36671782814908e-08,6.78844318831485e-08,7.670860855494718e-09,4.116421330481417e-10,1.389111757047538e-16,2.8173723540163867e-12,2.7878972593065464e-09,2.6047403509810093e-06,3.562137321653085e-08,1.607503555895816e-11,2.1947133994690598e-11,1.8412139310761507e-05,1.932327559302146e-10,8.267321285426855e-10,4.403149563468157e-12,9.33851612874102e-11,4.970477760486048e-08,5.02007566282187e-09,1.5290609208812611e-09,1.266260325797832e-13,6.936496637530196e-14,3.4098410733610512e-12,3.311284185025525e-14,3.307331784043344e-10,5.362274310624148e-16,3.76,0.0,0.63336953219958,0.9964346632290707,1.9581368264951783e-06,1.2497547531443453e-07,0.08510202223719837,0.08514118590925021,2.987458271644817e-07,1.7209886315608335e-09,0.00353070811787947,5.396451777273865e-07,1.6699059388856334e-07,4.9804540358294725e-06,4.189224517425661e-07,2.2898347223213364e-05,4.394230885482576e-05,0.005353915523433334,4.0434911329637424e-07,3.9968654215390234e-06,2.597068645939893e-07,4.121455173742412e-09,5.731371362018714e-08,8.139059508552978e-08,8.920504114311971e-10,4.087252430657887e-10,1.0829712679146183e-07,3.593857664777873e-11,2.705532019985588e-06,6.511655962791912e-11,4.4174343707235065e-07,1.0538998371742505e-11,2.4462879645661927e-11,2.0083811320143076e-08,1.0024517983668495e-12,5.686041067288317e-15,2.702098971713791e-19,5.857708467405007e-18,7.513860649074695e-17,9.93978215745425e-12,6.20887398467787e-20,1.0715971739472479e-10,1.0802238397010741e-15,6.210981557341718e-12,1.2826485000881934e-15
1.0085482528966158e-07,0.9309433067981567,4.311563397643519e-05,1.9574554738663483e-06,8.484123143592478e-06,3.382186418082585e-05,0.0,0.0,2.6533454964719807e-05,1.3898113756764753e-08,6.991734041394642e-08,7.853177164045223e-09,4.240727520645236e-10,1.439224842198126e-16,2.8761015177808934e-12,2.8453917255560614e-09,2.6451407191739356e-06,3.68321982486473e-08,1.6755276397867744e-11,2.27423755862043e-11,1.872307377099683e-05,1.976612202815167e-10,8.290319868503186e-10,4.519338440897728e-12,9.490963077735561e-11,5.1370396647937333e-08,5.126981592607601e-09,1.568016577267663e-09,1.314844900740404e-13,7.168479857993575e-14,3.5207326964716535e-12,3.419438091704513e-14,3.399668012258767e-10,5.635934383746206e-16,3.76,0.0,0.6326659367554964,0.9964343003981249,2.011938085003295e-06,1.2774606003447428e-07,0.08578268661312076,0.08582252808780294,3.011544657198545e-07,1.7350540104567396e-09,0.0035307068343977486,5.553746744551757e-07,1.7306611162923547e-07,5.024225213091108e-06,4.2237699138071335e-07,2.3261453120667537e-05,4.462526419771478e-05,0.0053967058417097695,4.1603375665855453e-07,4.064110577111147e-06,2.619923819131818e-07,4.190482605659587e-09,5.801864164081578e-08,8.21209181453056e-08,9.23473746168547e-10,4.2240232403628364e-10,1.1035637541502316e-07,3.7410939532794887e-11,2.7478172568197493e-06,6.568456293309596e-11,4.5202082647668317e-07,1.0880444487373208e-11,2.489308194056491e-11,2.0785736944807754e-08,1.0376940477361283e-12,5.922070553204819e-15,2.813635492356092e-19,6.1294268962152004e-18,7.807117648748808e-17,1.0173634483319455e-11,6.464123252462894e-20,1.0936024434302888e-10,1.1028013076528361e-15,6.266527158469731e-12,1.3090566170498866e-15
1.0294320580573248e-07,0.9312302617669679,4.438896975261459e-05,2.0362536888222793e-06,8.85669352448454e-06,3.546238733990578e-05,0.0,0.0,2.7036148463987296e-05,1.4470075723016273e-08,7.508375578346259e-08,8.314438273676827e-09,4.555304096906045e-10,1.5677589795913724e-16,3.023434792805497e-12,2.9901188882975335e-09,2.7453321873307996e-06,3.991972292753648e-08,1.8513374375696124e-11,2.477698310006723e-11,1.9493278644093992e-05,2.0872884282026626e-10,8.348751955007808e-10,4.8130066860898146e-12,9.869378873667519e-11,5.561295313588572e-08,5.393277942828766e-09,1.6659301834536025e-09,1.4399395170873856e-13,7.760839593458341e-14,3.803847055883435e-12,3.6943292061789555e-14,3.632201490447643e-10,6.353518960988086e-16,3.76,0.0,0.6309502578270577,0.9964334079869548,2.147596977485152e-06,1.3468169345600695e-07,0.0874423898143003,0.08748391287525116,3.0702758837545106e-07,1.769350440627302e-09,0.003530703677587968,5.951430889904209e-07,1.8861444244661206e-07,5.131646533719066e-06,4.308314076973467e-07,2.4161135791457314e-05,4.631867514434574e-05,0.0055010415251000875,4.455747163366207e-07,4.230676847644655e-06,2.675868253885189e-07,4.361413925614007e-09,5.97599082683045e-08,8.391348607107662e-08,1.0039041725502853e-09,4.572973560095597e-10,1.1549340512568583e-07,4.121199447522549e-11,2.852680041180358e-06,6.707814796115772e-11,4.778084304551665e-07,1.1750019496444206e-11,2.596091294881101e-11,2.257716722999416e-08,1.127652763128463e-12,6.53178211390464e-15,3.1016695637818695e-19,6.8382087797940194e-18,8.56279350136087e-17,1.0760098522754658e-11,7.123140497224079e-20,1.1489902337722662e-10,1.159784046927137e-15,6.402830735281769e-12,1.3755456922166453e-15
1.071199668378743e-07,0.9318018855309829,4.697319660627501e-05,2.198588061480665e-06,9.625486443549177e-06,3.887620416244259e-05,0.0,0.0,2.8036275326037902e-05,1.5646973460441597e-08,8.631022891330682e-08,9.307743939050283e-09,5.23228853762368e-10,1.8525122980070805e-16,3.3351762964221347e-12,3.2982011789124555e-09,2.952117685666014e-06,4.6670691569973485e-08,2.2467621355855185e-11,2.9256810268394716e-11,2.107861053867347e-05,2.3193131282158882e-10,8.475508175089368e-10,5.443937343246697e-12,1.0651919907792323e-10,6.486934856097395e-08,5.947685874924263e-09,1.873700551305769e-09,1.7192292774683676e-13,9.060458025955831e-14,4.424766395116893e-12,4.291311992756059e-14,4.1274373357436156e-10,8.016937331325038e-16,3.76,0.0,0.6275326486984546,0.9964315972630527,2.437358326171546e-06,1.492776064306887e-07,0.09074824069454697,0.09079323674453263,3.1872586688256093e-07,1.8376632114161552e-09,0.0035306972723856164,6.805596055164499e-07,2.2286909278703077e-07,5.348502816465389e-06,4.478004133975033e-07,2.601428999390734e-05,4.981229410262455e-05,0.005708850437642486,5.090237578891483e-07,4.573513923082272e-06,2.788235707391842e-07,4.7130116534202555e-09,6.332455949673359e-08,8.753324063694576e-08,1.181232996196914e-09,5.337106950368956e-10,1.262296720755639e-07,4.9742630223894896e-11,3.0690848698383005e-06,6.988978088200797e-11,5.323471103093623e-07,1.3647078728169309e-11,2.8168704607459986e-11,2.6500964612693234e-08,1.3247518393624208e-12,7.90185390047792e-15,3.748504820139231e-19,8.464493298392972e-18,1.0252716854221601e-16,1.1998884593722715e-11,8.602429596630135e-20,1.2668715889521278e-10,1.2817548389539465e-15,6.6779295574897425e-12,1.5171383292194603e-15
1.1087905176680193e-07,0.9323137522035934,4.93411775857459e-05,2.3501540692826347e-06,1.0344213468287178e-05,4.210141076191829e-05,0.0,0.0,2.8930435470944494e-05,1.6743563592566033e-08,9.750399048804937e-08,1.0287843769656414e-08,5.898484248623155e-10,2.143240923566125e-16,3.6363197679115338e-12,3.597466502579294e-09,3.1456073789358574e-06,5.344395342031141e-08,2.6573684330160058e-11,3.3789420173855375e-11,2.255645060723354e-05,2.5404324039448356e-10,8.601387257523019e-10,6.064506215817209e-12,1.1385908516741393e-10,7.413413793199051e-08,6.471540328622625e-09,2.074735963545146e-09,2.006905911205985e-13,1.0370867185456706e-13,5.050499008979045e-12,4.8853347021701555e-14,4.6084415775813995e-10,9.808018413822842e-16,3.76,0.0,0.6244724047545699,0.9964299374855312,2.719937572814853e-06,1.6326225013057394e-07,0.09370811823699988,0.09375636596168907,3.2919986556827715e-07,1.898826747519518e-09,0.003530691401240997,7.644148469988601e-07,2.5755296168182163e-07,5.545880519565302e-06,4.6313661993590795e-07,2.7743690204242055e-05,5.307940801328491e-05,0.005894899373149804,5.71318851430287e-07,4.893107225252066e-06,2.8899405532627676e-07,5.040498689202528e-09,6.662764955220729e-08,9.082900209582506e-08,1.361070762100683e-09,6.105589181343148e-10,1.3643605600115976e-07,5.858018286631513e-11,3.2715364919304177e-06,7.244693987977512e-11,5.849250058936971e-07,1.5546336942820387e-11,3.023877681205674e-11,3.044534980142835e-08,1.5229497112662318e-12,9.323251742299329e-15,4.419083462060145e-19,1.0196148511742177e-17,1.1996807870738623e-16,1.3191042468474524e-11,1.0135215521454118e-19,1.381347744942857e-10,1.40103022734387e-15,6.92824066366939e-12,1.6547390726545865e-15
