Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H4F2(1),O2(2),H2O(3),CH4(4),CH2CHF(56),HF(38),C2H3F(137),C2H3F(136),O2(141),CH2CF(70),CH2CFO(79),C2H3F2(66),C2H3F2(64),CH2CF2(57),C2H2F2(59),CH2F(46),C2H2F(71),CHFO(47),C2H4F(62),S(289),C2H4F(63),C2H3F2(65),CF2CH(73),C2HF2(72),CH2F2(41),S(787),CF2(43),S(495),C2HF(58),CF2O(49),C2H2O(134)
1.011125230016134e-09,0.4788389313294927,9.867531685429458e-18,5.099993699239089e-22,9.225064786864775e-16,5.320300013252515e-21,0.0,0.0,1.0941371467449348e-12,2.263754582059394e-20,9.068743586094171e-23,1.4553016415935992e-24,2.956671615019466e-34,2.372207499115722e-43,7.439553114175216e-32,8.947635267984915e-22,3.712628971436673e-19,7.4043435350709545e-25,1.1568518712576583e-40,4.649388374820281e-41,6.767088511185083e-22,3.549910332169406e-33,1.2346914998832724e-20,3.182571664651505e-36,2.8233226920002912e-27,9.2612802711294e-33,6.3896863767428e-33,8.233493003835861e-40,7.0969420508081345e-40,5.607345405471231e-42,2.7748991061547655e-32,5.118225485370192e-40,7.003269738485625e-31,5.025306158069295e-52,3.76,0.0,0.7106968504379629,0.9999803590743349,6.818947898602496e-19,2.912873657928964e-24,1.6793280777019553e-09,1.6793280777126388e-09,1.4996927937468937e-21,5.209620663125899e-27,1.9640924569699404e-05,9.755803852645324e-25,1.4823895150707728e-26,1.0934471629851753e-12,2.5840882180141723e-16,4.388039089127755e-19,7.512198997299559e-17,6.844957120114362e-12,1.1812874969796834e-23,9.231877960672932e-16,7.186306927861894e-21,3.4760860137985254e-25,5.750224876616952e-22,3.654179652003239e-18,1.0789795032361917e-33,1.40996558327276e-30,1.3277757139720197e-20,2.3299199629955738e-36,3.7126588600990343e-19,2.8704144804365514e-16,2.1490684502885393e-28,7.244588987482139e-34,2.1247880682322092e-32
1.036276725262612e-09,0.4788389313331565,1.0328756095480157e-17,5.452179643668865e-22,9.689514364513799e-16,5.699478235590869e-21,0.0,0.0,1.1213551062090398e-12,2.377778060713259e-20,9.762321203992462e-23,1.5651529027662634e-24,3.228798846659777e-34,2.5494566222507228e-43,7.803765276217124e-32,9.386549768120491e-22,3.8995913495141225e-19,7.964332487321254e-25,1.2547563420124123e-40,5.007317529760014e-41,7.107935047341693e-22,3.820845178743039e-33,1.263223637094455e-20,3.598498005207566e-36,3.039157790306807e-27,1.0281037188175346e-32,6.878210219001249e-33,9.260496875455728e-40,8.024509142628162e-40,6.340214176129949e-42,3.0609694776831724e-32,5.784638643063215e-40,7.726382557440438e-31,5.96818208689555e-52,3.76,0.0,0.7106968503960777,0.9999802734148887,7.340455046336875e-19,3.135674603632876e-24,1.7211009569242349e-09,1.721100956935456e-09,1.5727363272284134e-21,5.470917064002916e-27,1.972658398859452e-05,1.0245621604734538e-24,1.577564009042407e-26,1.1206303974462162e-12,2.714103943013603e-16,4.723522290309928e-19,7.89050679492829e-17,7.015200237722691e-12,1.2407859774263065e-23,9.696848629120977e-16,7.547938541058929e-21,3.659515050900227e-25,6.039651636566898e-22,3.83803665673261e-18,1.1903170696960631e-33,1.5178101436827492e-30,1.3608877742550732e-20,2.6339642726990034e-36,3.8996235246581555e-19,3.014459093728165e-16,2.3134565653731665e-28,7.992713140999496e-34,2.2872574854014472e-32
1.0614282205090898e-09,0.47883893133682026,1.0800470178916898e-17,5.820342395641326e-22,1.016536034313435e-15,6.096173685970412e-21,0.0,0.0,1.1485731474468804e-12,2.4946031655763193e-20,1.0490382924297702e-22,1.6803238313379657e-24,3.5189807703861985e-34,2.735111499358605e-43,8.17617146916905e-32,9.83540301113984e-22,4.091144584967546e-19,8.551547011069673e-25,1.3580378136394398e-40,5.383358429927428e-41,7.45715590394198e-22,4.105194820720303e-33,1.291655153766835e-20,4.0568111559843726e-36,3.26571477832162e-27,1.138235118687027e-32,7.391007065685003e-33,1.0387289918535345e-39,9.046615739001295e-40,7.147777075336019e-42,3.3685823328277125e-32,6.518588412968506e-40,8.504091434097036e-31,7.058791050232259e-52,3.76,0.0,0.7106968503541924,0.9999801935152879,7.887890350132526e-19,3.3695553809028745e-24,1.7628738361440402e-09,1.7628738361558122e-09,1.647397024050838e-21,5.738552242138617e-27,1.980648356209661e-05,1.074736558302012e-24,1.6764978352730044e-26,1.1478128643750706e-12,2.847303731026059e-16,5.0756740290469115e-19,8.278104329010158e-17,7.1854422130896346e-12,1.3017462450190927e-23,1.0173241607205932e-15,7.918430835432826e-21,3.8476967759559472e-25,6.336174491186304e-22,4.026396342485078e-18,1.3100520338849228e-33,1.6310176966350946e-30,1.3940039392007823e-20,2.9689364801858906e-36,4.091179160333339e-19,3.1620036477731125e-16,2.486020615662465e-28,8.797333629285361e-34,2.4568918809375164e-32
1.0865797157555677e-09,0.47883893134048405,1.1282675047456133e-17,6.20484007430376e-22,1.065260201879469e-15,6.510780301611526e-21,0.0,0.0,1.175791270646326e-12,2.6142299050531004e-20,1.1253764711820373e-22,1.8009333051984308e-24,3.8279785054466865e-34,2.9293472895171282e-43,8.556737364273131e-32,1.0294156506557538e-21,4.287288551963299e-19,9.166603345121377e-25,1.4668353500338987e-40,5.777983127578238e-41,7.814751080985545e-22,4.403280402064652e-33,1.3199864072491672e-20,4.56067061120998e-36,3.5032528978069816e-27,1.256937105676413e-32,7.928664164495038e-33,1.162095593576995e-39,1.0170310223842429e-39,8.035602751638568e-42,3.698789791956274e-32,7.325062443410728e-40,9.339076758630349e-31,8.315937443109783e-52,3.76,0.0,0.7106968503123071,0.9999801189882322,8.461882290025995e-19,3.614784751314307e-24,1.8046467153613718e-09,1.804646715373708e-09,1.7236669569947806e-21,6.0125223324688614e-27,1.9881010590530255e-05,1.1261031277889928e-24,1.7792548058127605e-26,1.1749945641844853e-12,2.9836870891838284e-16,5.444897545632622e-19,8.674991365710463e-17,7.35568304622278e-12,1.36416829990773e-23,1.0661056819030787e-15,8.297782647238308e-21,4.040626050668036e-25,6.639792727611206e-22,4.21925801487955e-18,1.4385958319388647e-33,1.7497183301671032e-30,1.4271242108722662e-20,3.337136404305601e-36,4.287325644052321e-19,3.3130462818458467e-16,2.6669589954435324e-28,9.661225307594197e-34,2.6337566378176983e-32
1.1117312110020456e-09,0.47883893134414773,1.1775371812599235e-17,6.606030790543325e-22,1.1151238687606395e-15,6.94369206124252e-21,0.0,0.0,1.2030094759850583e-12,2.7366582875669367e-20,1.205330248630904e-22,1.9270997417971895e-24,4.15656791205718e-34,3.132337878743878e-43,8.945428757730962e-32,1.0762771901542712e-21,4.488023124735517e-19,9.810115724049658e-25,1.5812877208715004e-40,6.191666155812839e-41,8.180720578471977e-22,4.715422857944207e-33,1.3482177536203935e-20,5.113389024523545e-36,3.752031343849629e-27,1.3846341888681003e-32,8.491768674339414e-33,1.2968905342442012e-39,1.1402982798819208e-39,9.009529894232256e-42,4.052668763062896e-32,8.209285703869356e-40,1.0234083074233122e-30,9.760293359041308e-52,3.76,0.0,0.7106968502704218,0.999980049472466,9.063059307233234e-19,3.871631469077713e-24,1.8464195945762295e-09,1.846419594589143e-09,1.801538237699523e-21,6.292823471568749e-27,1.9950526329327263e-05,1.1786614226965057e-24,1.8858987024967105e-26,1.2021754972769144e-12,3.1232535247294457e-16,5.831596017992499e-19,9.081167671321817e-17,7.525922737129707e-12,1.4280521423693582e-23,1.1160294188702946e-15,8.685992812891271e-21,4.238297712304392e-25,6.950505633048289e-22,4.416620979690098e-18,1.5763696904414816e-33,1.8740421291223352e-30,1.4602485913326116e-20,3.7409749700479724e-36,4.488062852810661e-19,3.467585136211362e-16,2.8564700971283095e-28,1.0587229529790157e-33,2.817913221908079e-32
1.1368827062485235e-09,0.47883893134781136,1.2278561585628799e-17,7.024272647011307e-22,1.1661269645720124e-15,7.395302985092312e-21,0.0,0.0,1.2302277636312576e-12,2.861888321558958e-20,1.2889832122592053e-22,2.0589410997893987e-24,4.505539553642455e-34,3.344255886257726e-43,9.342211570254607e-32,1.1241210980427746e-21,4.693348177584447e-19,1.0482696385352341e-24,1.7015334407420294e-40,6.624884593399812e-41,8.555064396400876e-22,5.04194291486749e-33,1.376349547694172e-20,5.718435826542449e-36,4.0123092648698564e-27,1.521760538591389e-32,9.080907665364481e-33,1.4438882493416862e-39,1.2752373566983292e-39,1.0075673618001989e-41,4.431320921267072e-32,9.176725779788971e-40,1.1191919071380447e-30,1.1414534305882782e-51,3.76,0.0,0.7106968502285366,0.9999799846310233,9.69204980415189e-19,4.1403642810427474e-24,1.8881924737886133e-09,1.888192473802117e-09,1.8810030164725242e-21,6.579451797655606e-27,2.001536774477768e-05,1.2324110015065929e-24,1.9964932833437577e-26,1.2293556640452084e-12,3.2660025450145103e-16,6.236172561694646e-19,9.496633012257676e-17,7.696161285817997e-12,1.4933977728080195e-23,1.1670953640330023e-15,9.083060168968754e-21,4.440706600020761e-25,7.268312494774891e-22,4.618484542844279e-18,1.7238046231548932e-33,2.0041191751781433e-30,1.4933770826448694e-20,4.182976816515608e-36,4.69339066367005e-19,3.6256183521220697e-16,3.0547523112629883e-28,1.1578254146402574e-33,3.009419421375016e-32
1.1620342014950014e-09,0.4788389313514752,1.2792245477605124e-17,7.45992373814392e-22,1.2182694189321914e-15,7.86600713488297e-21,0.0,0.0,1.25744613374424e-12,2.989920015487139e-20,1.3764189450718254e-22,2.196574880675513e-24,4.875698659204069e-34,3.56527267071253e-43,9.747051846619713e-32,1.1729435664219058e-21,4.903263584874872e-19,1.118495557658133e-24,1.827710812561776e-40,7.078118129543001e-41,8.937782534771843e-22,5.38316109081909e-33,1.40438214302339e-20,6.379440841930942e-36,4.284345762630287e-27,1.6687600289470105e-32,9.6966681189861e-33,1.6038973009203333e-39,1.422658061577003e-39,1.1240431848014916e-41,4.835872688327344e-32,1.023309815238419e-39,1.2215457582094899e-30,1.330348140889854e-51,3.76,0.0,0.7106968501866513,0.9999799241495975,1.0349482144363353e-18,4.4212519267019975e-24,1.9299653529985234e-09,1.9299653530126305e-09,1.9620534820998813e-21,6.872403450591928e-27,2.0075849143311692e-05,1.287351427417896e-24,2.111102288249062e-26,1.256535064873248e-12,3.411933657498579e-16,6.659030229960496e-19,9.921387155046511e-17,7.866398692295228e-12,1.5602051917541696e-23,1.2193035098016083e-15,9.488983552208933e-21,4.647847578155685e-25,7.593212600139001e-22,4.82484801042158e-18,1.8813414277702202e-33,2.1400795468730103e-30,1.5265096868720547e-20,4.665782904172799e-36,4.903308953756755e-19,3.7871440718149173e-16,3.2620040265372277e-28,1.2637273502683941e-33,3.2083295860291977e-32
1.1871856967414793e-09,0.47883893135513894,1.3316424599362997e-17,7.913342150179877e-22,1.2715511614629985e-15,8.356198613822109e-21,0.0,0.0,1.2846645864750549e-12,3.120753377825431e-20,1.4677210256097156e-22,2.3401181304354174e-24,5.267865085808967e-34,3.795558336405085e-43,1.0159915755220574e-31,1.2227408010109816e-21,5.117769221034654e-19,1.1917501562448181e-24,1.959957965008929e-40,7.551849128594321e-41,9.32887499358447e-22,5.7393976953952235e-33,1.4323158919046577e-20,7.10019790589731e-36,4.568399892244839e-27,1.8260862854477062e-32,1.0339636927920823e-32,1.7777611100935034e-39,1.5834068099177393e-39,1.251049170331334e-41,5.26747521216874e-32,1.1384371464179555e-39,1.330763557421127e-30,1.545425011795349e-51,3.76,0.0,0.710696850144766,0.9999798677350149,1.1035984652634626e-18,4.7145631381947205e-24,1.97173823220596e-09,1.9717382322206832e-09,2.0446818616576976e-21,7.171674571888302e-27,2.0132263698557866e-05,1.3434822683423823e-24,2.2297894438447495e-26,1.283713700136546e-12,3.561046369748146e-16,7.100572013675817e-19,1.035542986632655e-16,8.036634956568987e-12,1.6284743998642633e-23,1.2726538485858503e-15,9.903761799511099e-21,4.859715555961606e-25,7.925205236559266e-22,5.035710688651956e-18,2.0494306826764874e-33,2.2820533196339545e-30,1.559646406077146e-20,5.1921531212507575e-36,5.117817600260149e-19,3.952160438508761e-16,3.4784236297933862e-28,1.376732843666842e-33,3.4146948455076586e-32
1.2123371919879572e-09,0.47883893135880273,1.3851100061508673e-17,8.384885961175307e-22,1.3259721217891974e-15,8.866271566595191e-21,0.0,0.0,1.3118831219670375e-12,3.254388417062924e-20,1.5629730279638233e-22,2.4896874411565146e-24,5.682873281203678e-34,4.035281739455769e-43,1.058076958762718e-31,1.2735090210994607e-21,5.336864960553367e-19,1.2680940631903282e-24,2.0984128931807855e-40,8.046562694710459e-41,9.728341772838355e-22,6.110972829939226e-33,1.4601511453827833e-20,7.884668480185344e-36,4.864730662187458e-27,1.9942027430292282e-32,1.1010400896217106e-32,1.966358689440831e-39,1.758367431929477e-39,1.3892835880140611e-41,5.727304346424431e-32,1.263677276969397e-39,1.4471454145641867e-30,1.7896405684015346e-51,3.76,0.0,0.7106968501028808,0.9999798151138167,1.175218561492e-18,5.020566640310497e-24,2.0135111114109218e-09,2.013511111426275e-09,2.1288804203244008e-21,7.477261304706352e-27,2.0184884869410104e-05,1.4008030969021167e-24,2.3526184678166336e-26,1.3108915702027995e-12,3.713340189435665e-16,7.561200841401311e-19,1.0798760912841018e-16,8.206870078646849e-12,1.6982053979203845e-23,1.3271463727945174e-15,1.0327393747935651e-20,5.076305505005666e-25,8.264289691524991e-22,5.25107188391447e-18,2.228532743748858e-33,2.4301705658037768e-30,1.5927872423230894e-20,5.7649688894206066e-36,5.336916480431351e-19,4.120665596401942e-16,3.704209506035601e-28,1.4971526277232627e-33,3.6285633256195296e-32
1.2374886872344351e-09,0.4788389313624664,1.4396272974417032e-17,8.874913241015955e-22,1.3815322295382604e-15,9.396620179357691e-21,0.0,0.0,1.3391017403563304e-12,3.390825141703092e-20,1.6622585217889612e-22,2.6453989526562768e-24,6.121572246548949e-34,4.284610493963487e-43,1.1009579758144165e-31,1.3252444594985987e-21,5.560550677981016e-19,1.3475877105191056e-24,2.2432134936906726e-40,8.562746736455194e-41,1.0136182872533097e-21,6.498206387676941e-33,1.487888253255234e-20,8.736985268500989e-36,5.173597034301037e-27,2.1735827086568582e-32,1.1709546739286477e-32,2.1706053753060518e-39,1.9484619807028756e-39,1.539474903448166e-41,6.216560629991255e-32,1.3996792771873467e-39,1.5709978518641446e-30,2.0662125446856715e-51,3.76,0.0,0.7106968500609955,0.9999797660309305,1.2498713278362647e-18,5.3395311504928076e-24,2.0552839906134104e-09,2.055283990629407e-09,2.214641461193957e-21,7.789159793861575e-27,2.0233967728245656e-05,1.459313490426081e-24,2.4796530725244524e-26,1.3380686754324089e-12,3.868814624338656e-16,8.041319579383539e-19,1.1251380061433895e-16,8.377104058536408e-12,1.769398186829943e-23,1.3827810748352205e-15,1.0759878234704076e-20,5.297612473586002e-25,8.610465252596137e-22,5.4709309027360174e-18,2.4191177411553853e-33,2.5845613546683836e-30,1.6259321976727934e-20,6.387235768623233e-36,5.560605471581946e-19,4.292657690670073e-16,3.9395600384388975e-28,1.6253040842157012e-33,3.849980345181417e-32
1.262640182480913e-09,0.47883893136613015,1.4951944448228993e-17,9.383782051427372e-22,1.4382314143401686e-15,9.947638679727165e-21,0.0,0.0,1.3663204417723647e-12,3.530063560263069e-20,1.765661072317613e-22,2.80736835409885e-24,6.5848254992786365e-34,4.5437109781337094e-43,1.1446312803371584e-31,1.377943362493296e-21,5.788826247926855e-19,1.4302913340879208e-24,2.3944976021608646e-40,9.10089203134588e-41,1.0552398292668292e-21,6.901418053852045e-33,1.5155275640765733e-20,9.661455831427563e-36,5.49525792380617e-27,2.364709433271648e-32,1.243766108393471e-32,2.3914535599999622e-39,2.1546515402164e-39,1.702382416402522e-41,6.736469266599388e-32,1.547119104380302e-39,1.7026338034072693e-30,2.3786368176691338e-51,3.76,0.0,0.7106968500191102,0.9999797202484365,1.3276195851296028e-18,5.671725378842532e-24,2.0970568698134254e-09,2.0970568698300774e-09,2.3019573250900216e-21,8.107366185826256e-27,2.0279750195040397e-05,1.5190130309470275e-24,2.6109569682065594e-26,1.3652450161789625e-12,4.027469182338871e-16,8.54133103156552e-19,1.1713287079046056e-16,8.547336896245241e-12,1.8420527676254028e-23,1.439557947114187e-15,1.1201214097198935e-20,5.52363159936814e-25,8.96373120740332e-22,5.6952870517901485e-18,2.6216655761829836e-33,2.7453557524839837e-30,1.6590812741891317e-20,7.062086061159004e-36,5.78888445108279e-19,4.468134867463991e-16,4.184673608358183e-28,1.7615112436189343e-33,4.078988609857172e-32
1.287791677727391e-09,0.4788389313697938,1.551811559284904e-17,9.911850445982844e-22,1.4960696058272454e-15,1.0519721336775234e-20,0.0,0.0,1.393539226338312e-12,3.6721036812729876e-20,1.8732642403736712e-22,2.9757108856061285e-24,7.073511036078675e-34,4.812748340380889e-43,1.1890935381767554e-31,1.4316019897941283e-21,6.021691545058273e-19,1.5162649742864018e-24,2.55240302560217e-40,9.661492290345523e-41,1.097698803324354e-21,7.320927305861245e-33,1.5430694251628872e-20,1.066256620078179e-35,5.829972199310056e-27,2.5680761878292197e-32,1.319533046839299e-32,2.6298934238991574e-39,2.3779370332635825e-39,1.878796898945214e-41,7.288280104395917e-32,1.7067001236192262e-39,1.8423726145671394e-30,2.7307050531693935e-51,3.76,0.0,0.7106968499772249,0.9999796775444115,1.4085261503245257e-18,6.0174180281213824e-24,2.138829749010966e-09,2.138829749028288e-09,2.3908203903809806e-21,8.431876628732284e-27,2.032245419263845e-05,1.5799013051983768e-24,2.746593865605261e-26,1.3924205927896881e-12,4.189303371421494e-16,9.061637939597626e-19,1.2184481732711834e-16,8.71756859178094e-12,1.9161691414640635e-23,1.4974769820361009e-15,1.165140017296384e-20,5.7543581195388625e-25,9.324086843647832e-22,5.924139637895944e-18,2.836665918082008e-33,2.912683822504357e-30,1.692234473934944e-20,7.792781414936431e-36,6.021753296362912e-19,4.647095273907891e-16,4.4397485953372645e-28,1.9061047849108857e-33,4.315628388198956e-32
1.3129431729738689e-09,0.47883893137345773,1.609478751794297e-17,1.0459476470109822e-21,1.555046733634019e-15,1.1113262461019452e-20,0.0,0.0,1.4207580941715035e-12,3.816945513275358e-20,1.9851515823861183e-22,3.1505413398629616e-24,7.588521295989084e-34,5.091886505404305e-43,1.2343414273212655e-31,1.4862166144895598e-21,6.259146444099756e-19,1.6055684767350067e-24,2.71706757653632e-40,1.0245044222299178e-40,1.1409952094258435e-21,7.757053413389448e-33,1.570514182596188e-20,1.1744984493453877e-35,6.177998682815267e-27,2.78418634768733e-32,1.3983141342349063e-32,2.8869536674496064e-39,2.6193600293126513e-39,2.0695412335136525e-41,7.8732676155425e-32,1.879153627026401e-39,1.9905400414312137e-30,3.126523085586332e-51,3.76,0.0,0.7106968499353397,0.9999796377118562,1.492653836492834e-18,6.376877793755288e-24,2.180602628206033e-09,2.1806026282240375e-09,2.481223072795917e-21,8.762687272373987e-27,2.0362286720737565e-05,1.6419779046111394e-24,2.886627478278668e-26,1.4195954056058724e-12,4.354316699674415e-16,9.602642982848247e-19,1.2664963789555937e-16,8.887799145151092e-12,1.9917473096278683e-23,1.5565381720039613e-15,1.2110435299703456e-20,5.989787379617492e-25,9.691531449101609e-22,6.157487968016978e-18,3.0646182009299576e-33,3.086675625008028e-30,1.7253917989730334e-20,8.582715425974251e-36,6.259211884908463e-19,4.82953705809759e-16,4.704983377117781e-28,2.0594220353792373e-33,4.55993768395157e-32
1.3380946682203468e-09,0.4788389313771214,1.6681961332935725e-17,1.1027018161094497e-21,1.6151627273971106e-15,1.1728656404415108e-20,0.0,0.0,1.4479770453838247e-12,3.964589064824477e-20,2.1014066504026516e-22,3.331974063716849e-24,8.130763123625569e-34,5.381288180238445e-43,1.2803716378576104e-31,1.5417835229983402e-21,6.501190819831917e-19,1.698261492980605e-24,2.888629102455491e-40,1.0852047598315987e-40,1.1851290475712576e-21,8.210115438544779e-33,1.5978621812288073e-20,1.2913564524692962e-35,6.539596149728695e-27,3.013553480608069e-32,1.4801680066978383e-32,3.163702243067533e-39,2.880003552288528e-39,2.2754710509182425e-41,8.492730875826941e-32,2.0652393516452268e-39,2.147468250227373e-30,3.5705300395401376e-51,3.76,0.0,0.7106968498934544,0.9999796005576889,1.5800654528257358e-18,6.750373363837695e-24,2.2223755073986266e-09,2.2223755074173266e-09,2.573157825241469e-21,9.099794268210937e-27,2.039944086079225e-05,1.7052424253108745e-24,3.0311215244341043e-26,1.4467694549632545e-12,4.522508675287546e-16,1.0164748778414678e-18,1.3154733016790707e-16,9.058028556363287e-12,2.0687872735232566e-23,1.6167415094189722e-15,1.257831831528347e-20,6.229914840217187e-25,1.0066064311607262e-21,6.39533134926036e-18,3.306031620513839e-33,3.267461217325511e-30,1.758553251366169e-20,9.43541624006588e-36,6.501260094261753e-19,5.015458369098939e-16,4.980576329648189e-28,2.2218069704281194e-33,4.8119523922512443e-32
1.3883976587133024e-09,0.4788389313844489,1.7887819069102e-17,1.2223280652092012e-21,1.7388110313487212e-15,1.302658036362064e-20,0.0,0.0,1.5024151983682825e-12,4.2682813608359976e-20,2.347354150813568e-22,3.7151014879659585e-24,9.300640668831008e-34,5.991526835222063e-43,1.3747658436890335e-31,1.6557594034983467e-21,6.999047500766101e-19,1.8940537068335106e-24,3.252994822629936e-40,1.213842346409447e-40,1.2759090199936989e-21,9.168322453095027e-33,1.652269275379097e-20,1.5529575230683808e-35,7.304538902482384e-27,3.514164485454267e-32,1.6533286070583873e-32,3.7807368505660904e-39,3.4634963930699114e-39,2.736477226823148e-41,9.840403842886003e-32,2.481491731645148e-39,2.4889677257891815e-30,4.622655217800116e-51,3.76,0.0,0.710696849809684,0.9999795335763615,1.764991693347861e-18,7.540546633078806e-24,2.3059212657763913e-09,2.3059212657965224e-09,2.7615935366479183e-21,9.792881930651722e-27,2.046642213366926e-05,1.8353336385281644e-24,3.3337458219133894e-26,1.5011152646189547e-12,4.868426601860428e-16,1.1353872783593279e-18,1.416213205170556e-16,9.398483952344185e-12,2.2272525947563228e-23,1.7405745961858088e-15,1.3540623365232424e-20,6.724246811389688e-25,1.083639195949794e-21,6.884500494254941e-18,3.831327443048721e-33,3.649933986146958e-30,1.8248885464684767e-20,1.1343919212601489e-35,6.999124885836309e-19,5.397732172641645e-16,5.563630241839838e-28,2.5751890353077917e-33,5.339231966987702e-32
1.4336703501569625e-09,0.4788389313910436,1.9009018619859097e-17,1.3371620138101912e-21,1.8539887206305142e-15,1.4273405555337186e-20,0.0,0.0,1.5514098222342318e-12,4.55118639413609e-20,2.5844826290341954e-22,4.083633987370968e-24,1.0456053538319084e-33,6.577450386720102e-43,1.4623632092421427e-31,1.761557523199489e-21,7.462813268806538e-19,2.082453311717776e-24,3.6058962461275154e-40,1.3381444357154542e-40,1.360475012763715e-21,1.009182619030437e-32,1.7009081795518556e-20,1.8231281284603227e-35,8.041995224394046e-27,4.0154174947876826e-32,1.820270128730799e-32,4.4149453266429304e-39,4.0661163621460165e-39,3.2125938843391644e-41,1.118475192794749e-31,2.910963374076566e-39,2.8297426431040417e-30,5.786451586898152e-51,3.76,0.0,0.7106968497342905,0.9999794807695027,1.9432863733380178e-18,8.30240035554922e-24,2.3811124483079196e-09,2.3811124483293837e-09,2.936350398741649e-21,1.0438155776991421e-26,2.0519228943225554e-05,1.9564744655685002e-24,3.622001737337899e-26,1.5500238855469497e-12,5.1906187779760355e-16,1.2500286741313497e-18,1.5100550972251488e-16,9.70488990262297e-12,2.3748707419225608e-23,1.855930442274638e-15,1.4436946034785444e-20,7.185170419594088e-25,1.1553921538800771e-21,7.340118851394745e-18,4.35543877909862e-33,4.018698914992034e-30,1.8846044483077873e-20,1.331447548919046e-35,7.462898474039367e-19,5.753660028765788e-16,6.125793777892215e-28,2.927831245587718e-33,5.840458132952229e-32
1.4789430416006226e-09,0.47883893139763845,2.0164261536462328e-17,1.4590054208742897e-21,1.9728552414076327e-15,1.5597168735766365e-20,0.0,0.0,1.6004047177759522e-12,4.843169132289404e-20,2.8370617421337034e-22,4.475315953150342e-24,1.1714454486321311e-33,7.199103110095144e-43,1.552444368770312e-31,1.8703838931122388e-21,7.941446996388243e-19,2.2827538449488217e-24,3.983292251465202e-40,1.4708367128015015e-40,1.447754285355422e-21,1.1075154881372189e-32,1.749238892611202e-20,2.1296507306974436e-35,8.827443878933047e-27,4.568086450467941e-32,1.9980789786997453e-32,5.1314241978420126e-39,4.749834124496099e-39,3.752782508064067e-41,1.2662127037459815e-31,3.3977733970418504e-39,3.2043612617393614e-30,7.192832142096476e-51,3.76,0.0,0.710696849658897,0.9999794341810972,2.133197618249964e-18,9.11390838686647e-24,2.456303630831433e-09,2.4563036308542726e-09,3.115955475381345e-21,1.1103770028346166e-26,2.05658172996349e-05,2.0814580907731704e-24,3.925700753249112e-26,1.5989300378726238e-12,5.523102127507065e-16,1.3721325792642532e-18,1.6069056708318089e-16,1.0011292152428112e-11,2.5272251348112898e-23,1.9749867278261723e-15,1.5361917798026385e-20,7.661251336827422e-25,1.2294405998709571e-21,7.810290404770283e-18,4.931529050107651e-33,4.411498242573271e-30,1.944333754856021e-20,1.5549690538664355e-35,7.941540531674197e-19,6.120832810222636e-16,6.724602848907597e-28,3.3155060951347435e-33,6.367126659109354e-32
1.5242157330442827e-09,0.47883893140423306,2.1353554280138763e-17,1.5880670643287055e-21,2.0954101833887968e-15,1.700017126272557e-20,0.0,0.0,1.6493998854919283e-12,5.144229625547503e-20,3.105578609010011e-22,4.8907983441489014e-24,1.3081648309294468e-33,7.85739067207245e-43,1.644990450678981e-31,1.9822173314222288e-21,8.434947955154796e-19,2.4952962677463374e-24,4.385991582248644e-40,1.6122225634182107e-40,1.5377468377685845e-21,1.212016180863773e-32,1.7972633818452018e-20,2.476075135364473e-35,9.662392360622186e-27,5.175548581562481e-32,2.1870968031665714e-32,5.937917482664125e-39,5.522571244705161e-39,4.363301334132373e-41,1.4280992326980895e-31,3.947448848364526e-39,3.614992479982653e-30,8.882539938425514e-51,3.76,0.0,0.7106968495835035,0.9999793930785752,2.3350915909849672e-18,9.97663745127942e-24,2.531494813346931e-09,2.531494813371189e-09,3.3003660723841528e-21,1.1789702300602855e-26,2.060691977248565e-05,2.210282328100259e-24,4.2452147894499963e-26,1.6478337233963682e-12,5.865873785830166e-16,1.5019335750301125e-18,1.706764790518546e-16,1.0317690701803958e-11,2.684315786115008e-23,2.097743408451593e-15,1.631553188320802e-20,8.152467737233321e-25,1.3057841188477433e-21,8.295011118512893e-18,5.562920449634965e-33,4.829090360232214e-30,2.0040764781419776e-20,1.8075348236226115e-35,8.435050346491618e-19,6.499239757267917e-16,7.361214319752172e-28,3.7404600083312236e-33,6.91938837553586e-32
