Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H4F2(1),O2(2),H2O(3),CH4(4),CH2CHF(56),HF(38),C2H3F(137),C2H3F(136),O2(141),CH2CF(70),CH2CFO(79),C2H3F2(66),C2H3F2(64),CH2CF2(57),C2H2F2(59),CH2F(46),C2H2F(71),CHFO(47),C2H4F(62),S(289),C2H4F(63),C2H3F2(65),CF2CH(73),C2HF2(72),CH2F2(41),S(787),CF2(43),S(495),C2HF(58),CF2O(49),C2H2O(134)
4.6339486179687e-05,0.47884568250894854,2.412961023317712e-10,6.738671785605534e-12,3.1180971706726395e-09,1.4378504463023498e-08,0.0,0.0,3.7227202225466354e-07,3.206015364027706e-10,1.7742199250776967e-09,2.655185716245552e-15,7.148968220128264e-18,1.3899363909079845e-34,2.20016968285602e-25,2.3273357104903434e-17,2.4118195291013233e-10,5.135928023785087e-12,3.45618920111149e-22,6.993034809073634e-25,1.4213087114632034e-12,8.5967935732785e-22,3.5923691032034376e-19,8.203835526969599e-16,1.2544383595585186e-15,1.3066500471848555e-13,7.009566597473426e-21,2.2408401013600703e-19,2.531678195753727e-17,3.475585600809116e-20,2.046449471322626e-18,5.812532090652924e-23,1.4227921511125733e-15,3.6255526361222576e-24,3.76,0.0,0.710619382323593,0.9999784225481929,2.878674079876218e-07,1.3444180559335232e-10,7.695876918095082e-05,7.696055039083521e-05,7.422730441018288e-16,1.8922263394434087e-20,2.091482283560581e-05,1.450525103144713e-14,4.271267467260446e-12,1.3739391508477705e-08,1.2796925847962065e-09,2.6173236483628103e-07,7.664635596380598e-08,2.5378361378492173e-08,4.87187768670297e-13,2.865785699122133e-07,2.206638586949005e-13,1.0474628496713406e-15,1.2495143761418973e-13,1.8178085950251522e-11,1.5178582221742215e-16,1.154816180201375e-15,1.476108967016205e-12,3.1527749864200745e-14,3.8074498681067225e-10,3.590346067277114e-10,2.3313329947079265e-13,1.3737304160041183e-14,1.697293900771737e-22
4.820372977617685e-05,0.47884595411736997,2.4151845681334384e-10,6.747441474709935e-12,3.1181508590131745e-09,1.5050268715303093e-08,0.0,0.0,3.8904274138755234e-07,3.4989660828943226e-10,1.9314469936783663e-09,2.8711874668404694e-15,7.816227074512486e-18,1.4401812546771577e-34,2.27591959887169e-25,2.4169738449560214e-17,2.4756457284263963e-10,5.542700869811136e-12,3.758527131642935e-22,7.568442309115631e-25,1.5379664085241315e-12,9.303003936066598e-22,3.680512612621806e-19,8.856500386576544e-16,1.3045123223287315e-15,1.4183111164734978e-13,7.446312200963368e-21,2.4962646282182873e-19,2.8151639109343355e-17,3.6876215010990455e-20,2.126966935678426e-18,6.114424071356186e-23,1.484880645564648e-15,4.117588311356429e-24,3.76,0.0,0.7106162645912846,0.9999783930652401,3.00612477938633e-07,1.4504663591796773e-10,8.005465456242819e-05,8.005659352406863e-05,7.721363872104393e-16,1.9684116258352603e-20,2.091482221896178e-05,1.5096635441077193e-14,4.545473277806092e-12,1.3741554976838814e-08,1.2798999168864158e-09,2.7374717466572506e-07,8.014757436456655e-08,2.5378334246789625e-08,5.103314412845098e-13,2.9904251084335286e-07,2.3099704643883917e-13,1.134281080498395e-15,1.324596217275461e-13,1.8181182725836776e-11,1.589164310705693e-16,1.2121129519220118e-15,1.5457809840541573e-12,3.44922337502611e-14,3.9813715104113424e-10,3.5909095049735055e-10,2.553744258539842e-13,1.568727466591721e-14,1.8373056008618618e-22
5.00679733726667e-05,0.478846225725248,2.4174033870119843e-10,6.7561972375954726e-12,3.1182026869646314e-09,1.572264804477052e-08,0.0,0.0,4.058139231937446e-07,3.8049380625947894e-10,2.095371436889731e-09,3.0956262998882263e-15,8.512469939892451e-18,-2.9908343210854007e-34,2.3507867280885126e-25,2.50663947715261e-17,2.5366848612486103e-10,5.960059235754896e-12,4.0740075321973963e-22,8.166667459326701e-25,1.6592245181933525e-12,1.0037087214096366e-21,3.7672937694520055e-19,9.525846238965877e-16,1.3539547492142543e-15,1.534538061577373e-13,7.895047836608178e-21,2.7660908361219754e-19,3.113313335898717e-17,3.89639508440705e-20,2.2063992419746977e-18,6.420824783793437e-23,1.546966175688044e-15,4.652447865033701e-24,3.76,0.0,0.7106131468701418,0.9999783635804234,3.1335773214178604e-07,1.559223220437659e-10,8.315052633076828e-05,8.315262975658863e-05,8.019995990048276e-16,2.0445965782973977e-20,2.0914821602278765e-05,1.5688267981880584e-14,4.8232285578887886e-12,1.3743691424383107e-08,1.2801046377482865e-09,2.857639103319795e-07,8.364933875973558e-08,2.5378290981415267e-08,5.335058420229514e-13,3.114997561732822e-07,2.414576735781151e-13,1.2245537152002418e-15,1.401591226033561e-13,1.8184250971021556e-11,1.6605059479593253e-16,1.2694481884754432e-15,1.6154645676091938e-12,3.758805666781156e-14,4.1553186991708845e-10,3.5914658158456063e-10,2.7864670949758247e-13,1.7814054390214342e-14,1.982864441312084e-22
5.193221696915655e-05,0.4788464973325826,2.419618967082118e-10,6.7649434894855885e-12,3.118253598209441e-09,1.6395641340143045e-08,0.0,0.0,4.225855375017687e-07,4.123941134990585e-10,2.265989920922269e-09,3.3285266938322345e-15,9.237584151124598e-18,5.695539708621313e-33,2.424820614532631e-25,2.5963417036220007e-17,2.595059340364833e-10,6.387558777259329e-12,4.402717207476579e-22,8.787719380561008e-25,1.7850830242767291e-12,1.0799043356242331e-21,3.852779189950865e-19,1.0211145491673892e-15,1.4027755633728356e-15,1.6553416981891868e-13,8.355780747062395e-21,3.0501586587730123e-19,3.4258322612688677e-17,4.101537688225806e-20,2.284767094186994e-18,6.731768405952161e-23,1.6090504221954773e-15,5.231958617972982e-24,3.76,0.0,0.7106100291601839,0.9999783340937779,3.2610316494313056e-07,1.670570376647603e-10,8.624638448600559e-05,8.624865908485626e-05,8.31862679485327e-16,2.1207811968486887e-20,2.0914820985557494e-05,1.628015361296868e-14,5.104289409857163e-12,1.3745808275663917e-08,1.2803074751222818e-09,2.9778255076225193e-07,8.715164321726014e-08,2.537823819667467e-08,5.567118939166174e-13,3.2395030313092866e-07,2.5204577433852113e-13,1.3182830309826825e-15,1.4804997189923158e-13,1.818730102724872e-11,1.7318834666699006e-16,1.326822471558509e-15,1.6851595739809373e-12,4.0814876677842817e-14,4.3292910670076726e-10,3.5920169646307324e-10,3.0295149435977695e-13,2.012533223958114e-14,2.1339721129497997e-22
5.37964605656464e-05,0.47884676893937334,2.421832242153334e-10,6.773683017974127e-12,3.118304165952617e-09,1.706924782200112e-08,0.0,0.0,4.393575608437741e-07,4.455985103842759e-10,2.4432990938014565e-09,3.5699140408017956e-15,9.991459091885105e-18,-6.738029337190463e-34,2.4980680660217135e-25,2.6860888278951584e-17,2.6508862652605087e-10,6.824774474719345e-12,4.744743109105221e-22,9.43160891417818e-25,1.915541910583854e-12,1.1588872310673326e-21,3.9370322332186166e-19,1.0911702638559571e-15,1.4509850844105103e-15,1.7807328803761693e-13,8.828517479464218e-21,3.348289049659435e-19,3.7524099615228304e-17,4.3027412802635934e-20,2.362091548901539e-18,7.047284279397143e-23,1.6711345199108506e-15,5.857950786007328e-24,3.76,0.0,0.7106069114614253,0.999978304605329,3.38848773739604e-07,1.7843947603631278e-10,8.934222902817492e-05,8.934468150533211e-05,8.617256286522732e-16,2.1969654815036463e-20,2.091482036879851e-05,1.6872295564673987e-14,5.388429542491469e-12,1.3747910218053319e-08,1.28050888764665e-09,3.0980308037099766e-07,9.065448332578723e-08,2.537817989241442e-08,5.799503171088679e-13,3.363941515429338e-07,2.6276136990916006e-13,1.4154713136261558e-15,1.561321895866247e-13,1.819033941265575e-11,1.8032970530410333e-16,1.3842362000507499e-15,1.7548659034600713e-12,4.417235341673321e-14,4.5032883221033764e-10,3.592564191190391e-10,3.282901594515054e-13,2.262879875486688e-14,2.2906303126977206e-22
5.566070416213625e-05,0.4788470405456199,2.4240437910530334e-10,6.7824175663335006e-12,3.1183547265993156e-09,1.774346693082738e-08,0.0,0.0,4.561299742125642e-07,4.801079748680966e-10,2.6272955876273662e-09,3.819814590444349e-15,1.0773986082458824e-17,-7.025687290231722e-33,2.5705737633620107e-25,2.7758886276045294e-17,2.7042776310676834e-10,7.271299802150749e-12,5.10017246444403e-22,1.0098343792997374e-24,2.0506011609271702e-12,1.2406574024671814e-21,4.0201133387281744e-19,1.1626852824291311e-15,1.4985939600274745e-15,1.9107224861563085e-13,9.313264284126718e-21,3.660287196705373e-19,4.092722440754699e-17,4.4997518761577017e-20,2.4383939280725963e-18,7.367397794604895e-23,1.7332192281980385e-15,6.5322572020509405e-24,3.76,0.0,0.7106037937738777,0.9999782751150962,3.515945578806526e-07,1.9005882738846631e-10,9.243805995731107e-05,9.244069701447695e-05,8.915884465060016e-16,2.2731494322739768e-20,2.0914819752002214e-05,1.746469627392805e-14,5.675438970552816e-12,1.3750000182023116e-08,1.2807091612661027e-09,3.21825487222425e-07,9.415785568726823e-08,2.5378118398079186e-08,6.032216703384407e-13,3.488313028898598e-07,2.736044747482525e-13,1.5161208546092982e-15,1.6440578971800605e-13,1.8193370191808267e-11,1.8747468261427374e-16,1.4416896444276757e-15,1.8245834850610938e-12,4.7660147895335993e-14,4.677310222978114e-10,3.5931082701340975e-10,3.54664111135814e-13,2.5332146123214393e-14,2.452840741283114e-22
5.75249477586261e-05,0.4788473121513222,2.4262539849498427e-10,6.791148265661412e-12,3.1184054789839107e-09,1.8418298243667423e-08,0.0,0.0,4.72902761391497e-07,5.159234827758168e-10,2.8179760204845805e-09,4.0782554023337694e-15,1.15850582786645e-17,-2.323636211328438e-33,2.642380249170874e-25,2.865748377042573e-17,2.755340534570865e-10,7.726745928957389e-12,5.469092765231217e-22,1.078793280707331e-24,2.1902607591212738e-12,1.3252148446004433e-21,4.1020801489244217e-19,1.2355960476552336e-15,1.5456131096773375e-15,2.0453214068637844e-13,9.81002712573545e-21,3.9859454031077524e-19,4.4464353319672e-17,4.6923635792499695e-20,2.5136957415683763e-18,7.69213110269144e-23,1.795305054385008e-15,7.256713079805995e-24,3.76,0.0,0.7106006760975521,0.9999782456230951,3.643405178529182e-07,2.0190475724553638e-10,9.553387727344911e-05,9.553670560875276e-05,9.214511330468506e-16,2.3493330491688815e-20,2.0914819135168932e-05,1.8057357350314716e-14,5.965122814487791e-12,1.3752080069016271e-08,1.280908480814087e-09,3.338497616623544e-07,9.766175753910956e-08,2.5378055073483984e-08,6.265263845193461e-13,3.612617596058485e-07,2.845750982615865e-13,1.6202339489676505e-15,1.7287078176430446e-13,1.8196395992715918e-11,1.9462328403299379e-16,1.4991829849815054e-15,1.894312265175906e-12,5.127792235739504e-14,4.851356559708918e-10,3.5936497035966806e-10,3.82074776985011e-13,2.8243068182595742e-14,2.6206051015494725e-22
5.9389191355115953e-05,0.47884758375647996,2.428463082917645e-10,6.799875915466756e-12,3.1184565486829363e-09,1.9093741419792433e-08,0.0,0.0,4.896759078647963e-07,5.530460080078108e-10,3.015336998004472e-09,4.345264305788857e-15,1.242457058531503e-17,-3.0608117686355533e-33,2.7135281204564818e-25,2.9556749638472615e-17,2.8041773777308153e-10,8.190740953262375e-12,5.851591767388756e-22,1.1500384902434516e-24,2.3345206889823723e-12,1.4125595523900524e-21,4.182987718930343e-19,1.309841800386045e-15,1.5920536739171823e-15,2.1845405404243727e-13,1.0318811843887971e-20,4.3250456628254605e-19,4.813206480402951e-17,4.880413198888884e-20,2.5880186233903805e-18,8.021503679277146e-23,1.8573923433537983e-15,8.033155814292247e-24,3.76,0.0,0.7105975584324569,0.9999782161293387,3.770866547518653e-07,2.139673856147855e-10,9.862968097662406e-05,9.863270728462292e-05,9.513136882751582e-16,2.4255163321959307e-20,2.0914818518298943e-05,1.8650280044727086e-14,6.257300193323251e-12,1.3754151223666172e-08,1.281106976453156e-09,3.4587589542561157e-07,1.0116618650757889e-07,2.53779907629658e-08,6.498647907589448e-13,3.7368552462507995e-07,2.9567324707198364e-13,1.7278128939294472e-15,1.8152717263280078e-13,1.8199418666639098e-11,2.0177551189997999e-16,1.5567163418884676e-15,1.964052200200125e-12,5.5025340182359827e-14,5.025427141672557e-10,3.594188846303029e-10,4.1052360087495283e-13,3.136926041809865e-14,2.793925097388232e-22
6.12534349516058e-05,0.47884785536109287,2.430671276198062e-10,6.808601114087085e-12,3.11850801774309e-09,1.976979617510367e-08,0.0,0.0,5.064494003029666e-07,5.914765226507766e-10,3.2193751145847214e-09,4.620869866833826e-15,1.3292419580089895e-17,-9.703686113549514e-34,2.7840561797477613e-25,3.045674935756158e-17,2.850886068720533e-10,8.662929166631022e-12,6.247757504939084e-22,1.223570865016913e-24,2.4833809343278734e-12,1.5026915205883462e-21,4.26288864885023e-19,1.3853644557346116e-15,1.637926971062991e-15,2.328390787983167e-13,1.083962420560954e-20,4.6773619446922e-19,5.1926882266104295e-17,5.063775428652531e-20,2.661384274600697e-18,8.35553276428378e-23,1.9194813352079078e-15,8.863424817177338e-24,3.76,0.0,0.7105944407786006,0.9999781866338393,3.898329700376327e-07,2.2623726703894968e-10,0.0001017254710668711,0.00010172870203855266,9.811761121912637e-16,2.501699281361416e-20,2.0914817901392488e-05,1.9243465320618366e-14,6.551803207613502e-12,1.3756214652624837e-08,1.2813047451941857e-09,3.579038812146128e-07,1.0467114049126543e-07,2.5377926005252412e-08,6.732371434601661e-13,3.8610260117269367e-07,3.068989262638283e-13,1.8388599882146568e-15,1.9037496780076937e-13,1.820243959382565e-11,2.0893136677090569e-16,1.6142897970218796e-15,2.0338032530941425e-12,5.890206582878926e-14,5.199521791752944e-10,3.5947259635233435e-10,4.4001203915766896e-13,3.471841995156076e-14,2.972802433203254e-22
6.311767854809564e-05,0.47884812696516077,2.4328787059617297e-10,6.817324310900909e-12,3.1185599365600133e-09,2.0446462271397127e-08,0.0,0.0,5.232232263455994e-07,6.312159970410707e-10,3.430086954398723e-09,4.905101359421751e-15,1.4188503445216518e-17,9.069799256218265e-34,2.854001494700981e-25,3.135754516132174e-17,2.8955602173353035e-10,9.142970350308303e-12,6.657678294142678e-22,1.2993912362572628e-24,2.636841478976078e-12,1.5956107440025022e-21,4.341833195851664e-19,1.4621084851433704e-15,1.6832444592392163e-15,2.476883052317917e-13,1.1372469909462283e-20,5.042662209608331e-19,5.584529413950031e-17,5.2423585264240264e-20,2.7338144146402845e-18,8.694233697035677e-23,1.9815721989876674e-15,9.749361379795718e-24,3.76,0.0,0.7105913231359907,0.9999781571366074,4.02579465437547e-07,2.387053715141443e-10,0.00010482124754422544,0.000104824689867009,1.0110384047955064e-15,2.5778818966706403e-20,2.0914817284449806e-05,1.9836913908695072e-14,6.848476002689922e-12,1.3758271112456685e-08,1.2815018595370892e-09,3.69933712521603e-07,1.0817661761179403e-07,2.5377861117270923e-08,6.966436384129075e-13,3.985129926818275e-07,3.182521396237045e-13,1.9533775316805193e-15,1.994141715188039e-13,1.8205459806275435e-11,2.1609084776629811e-16,1.6719034072997356e-15,2.103565391976197e-12,6.290776480283564e-14,5.373640343891539e-10,3.5952612543495173e-10,4.705415577596978e-13,3.829824552808085e-14,3.157238813658553e-22
6.498192214458548e-05,0.47884839856868355,2.435085478267601e-10,6.826045850503501e-12,3.1186123338860404e-09,2.112373950721976e-08,0.0,0.0,5.399973744161837e-07,6.722653998214844e-10,3.6474690923240077e-09,5.1979887388999636e-15,1.5112721905324072e-17,1.5314770886802023e-34,2.9233995110691925e-25,3.2259196461682636e-17,2.938289322040558e-10,9.63053910216276e-12,7.081442746443269e-22,1.377500480770453e-24,2.79490230674595e-12,1.691317217467202e-21,4.419869399076205e-19,1.540020803793411e-15,1.7280177010126125e-15,2.6300282369888534e-13,1.1917354633690034e-20,5.420710194094785e-19,5.988377153528463e-17,5.4161004188739103e-20,2.8053307366454092e-18,9.037620194798783e-23,2.0436650551014535e-15,1.0692808557404073e-23,3.76,0.0,0.7105882055046341,0.9999781276376533,4.153261428639787e-07,2.513630662492805e-10,0.00010791701040872228,0.00010792067076646087,1.0409005660882266e-15,2.6540641781282355e-20,2.0914816667471102e-05,2.0430626431827636e-14,7.147173901886255e-12,1.3760321183716761e-08,1.2816983747526686e-09,3.819653834771022e-07,1.1168261617178075e-07,2.537779626474961e-08,7.200844265856614e-13,4.1091670272380906e-07,3.2973289027900187e-13,2.071367825110736e-15,2.0864478740784572e-13,1.8208480091198032e-11,2.23253953645811e-16,1.7295572132302136e-15,2.1733385889306078e-12,6.704210364051425e-14,5.547782640997717e-10,3.5957948713118085e-10,5.021136299956449e-13,4.2116437501369174e-14,3.3472359435431096e-22
6.871040933756518e-05,0.47884894177409254,2.4394973838568e-10,6.843485061873204e-12,3.1187186274068943e-09,2.2480126723719456e-08,0.0,0.0,5.73546593208716e-07,7.58297856974015e-10,4.1022305205187205e-09,5.809854243680992e-15,1.7045168883285173e-17,5.630590111179673e-35,3.0606877684698824e-25,3.4065290051872666e-17,3.0182508821793483e-10,1.0627028020543166e-11,7.970858532128026e-22,1.540588955260882e-24,3.124824746928979e-12,1.8910918937454285e-21,4.573398428924972e-19,1.6991495595565406e-15,1.815978016979471e-15,2.9503209834181125e-13,1.3043263793287307e-20,6.214091936187192e-19,6.830680644042406e-17,5.74894045281209e-20,2.9457083087269872e-18,9.738498044463974e-23,2.1678570724232302e-15,1.2759615266974059e-23,3.76,0.0,0.7105819702757057,0.9999780686346122,4.4082005190671375e-07,2.772145794595235e-10,0.00011410849529928492,0.00011411261176423661,1.100624494740462e-15,2.806427739504477e-20,2.0914815433406335e-05,2.161884531456755e-14,7.75011757853355e-12,1.3764404021637797e-08,1.2820897839233798e-09,4.0603422319111394e-07,1.1869617148809758e-07,2.5377666971950144e-08,7.670693174408248e-13,4.35704092987849e-07,3.5307701428225836e-13,2.3177758689805337e-15,2.2768026843761557e-13,1.8214523388476054e-11,2.3759103426508884e-16,1.8449855239389265e-15,2.3129180584862914e-12,7.569537216008553e-14,5.896137874788578e-10,3.5968575719030787e-10,5.683913568823506e-13,5.0498730006708663e-14,3.7439192710504206e-22
7.243889653054488e-05,0.478849484977318,2.443907569781427e-10,6.860920677322949e-12,3.1188269823602448e-09,2.3838956679995938e-08,0.0,0.0,6.070969743074467e-07,8.495816112084039e-10,4.583631843114897e-09,6.4567187480498695e-15,1.9088987016866804e-17,7.763403483349028e-34,3.1961748434797404e-25,3.587545478161155e-17,3.0914111210930525e-10,1.165006527515483e-11,8.916719420952513e-22,1.7128430810166873e-24,3.473148125436236e-12,2.1020155079082337e-21,4.723819389434022e-19,1.862370951946456e-15,1.9019013528774764e-15,3.289356258516087e-13,1.4217396916323078e-20,7.055587846266075e-19,7.716794999960282e-17,6.062266677274031e-20,3.0826885452426894e-18,1.0458252114158031e-22,2.292057908313004e-15,1.50786213250469e-23,3.76,0.0,0.7105757350918608,0.9999780096247838,4.66314713810041e-07,3.0373004513806274e-10,0.00012029992573884173,0.00012030452500367079,1.1603478981506972e-15,2.958789965518845e-20,2.0914814199199615e-05,2.280812546975645e-14,8.359671293210093e-12,1.3768466421789e-08,1.2824792797656558e-09,4.301103617162744e-07,1.257117952451543e-07,2.537753845219302e-08,8.141924761680528e-13,4.6046480130282495e-07,3.7693131757063517e-13,2.5781025405161274e-15,2.4748143377533186e-13,1.8220573863691852e-11,2.519425976652924e-16,1.960574916504904e-15,2.4525414831828745e-12,8.485922398975785e-14,6.244586354340315e-10,3.5979149186642606e-10,6.388570991099486e-13,5.992693190713223e-14,4.1628660544845547e-22
7.616738372352459e-05,0.4788500281783584,2.44831653264903e-10,6.878354369581951e-12,3.118937455653215e-09,2.520022850610164e-08,0.0,0.0,6.40648441487418e-07,9.461243551149325e-10,5.091645403016389e-09,7.138844080403622e-15,2.124342405475541e-17,-1.0965431800605275e-33,3.330093151710181e-25,3.7690079582132046e-17,3.1583553655127563e-10,1.2697518778461124e-11,9.919744358527299e-22,1.8942696575754772e-24,3.839872312829896e-12,2.3240880184486736e-21,4.871446439586269e-19,2.0293378880086795e-15,1.9858810626806295e-15,3.647221299207907e-13,1.5439799272626927e-20,7.943294449984573e-19,8.643970060395355e-17,6.356332529202151e-20,3.2164403976664022e-18,1.11969548704914e-22,2.4162679536423795e-15,1.7664626489491463e-23,3.76,0.0,0.7105694999531399,0.9999779506082279,4.918101455585459e-07,3.3085301483293587e-10,0.00012649130172767584,0.00012649641045658642,1.2200707763216639e-15,3.1111508561967194e-20,2.091481296485218e-05,2.3998469961001815e-14,8.975005046442761e-12,1.377251120912324e-08,1.2828671281070346e-09,4.541937653957786e-07,1.327294776882439e-07,2.5377410861054868e-08,8.614543225110549e-13,4.85198857012148e-07,4.012958182503164e-13,2.8523662713162635e-15,2.680483045469731e-13,1.8226635309008844e-11,2.6630863692664656e-16,2.0763255509709323e-15,2.592208708402808e-12,9.453102794082509e-14,6.593127012022155e-10,3.5989676516991265e-10,7.135227796438103e-13,7.046270243373534e-14,4.604089933509718e-22
7.989587091650429e-05,0.47885057137721204,2.45272469321949e-10,6.895787570739732e-12,3.1190500776494627e-09,2.6563941584971366e-08,0.0,0.0,6.742009241818113e-07,1.047933757547723e-09,5.626243460145414e-09,7.856500928084772e-15,2.3507747536979658e-17,-5.402808491085799e-35,3.462655514495095e-25,3.950952107776671e-17,3.219618618098931e-10,1.3767438138114921e-11,1.098065667009425e-21,2.0848755183846882e-24,4.224997179673555e-12,2.557309383885464e-21,5.016566798628535e-19,2.199733149701287e-15,2.0680097075837367e-15,4.024003361289544e-13,1.6710516229718856e-20,8.875351629815203e-19,9.609535220318298e-17,6.631604361981994e-20,3.3471293404191704e-18,1.1954669533126303e-22,2.540487527694285e-15,2.053245255463614e-23,3.76,0.0,0.710563264859577,0.9999778915849995,5.173063644716511e-07,3.5853189735222235e-10,0.00013268262326607063,0.00013268826809483824,1.2797931292560944e-15,3.2635104115616407e-20,2.0914811730365192e-05,2.5189881640878075e-14,9.59540352054389e-12,1.3776540802893553e-08,1.2832535558856897e-09,4.782844051592901e-07,1.3974921038796614e-07,2.537728418658163e-08,9.088551340131921e-13,5.099062894808233e-07,4.26170534402256e-13,3.1405855053825846e-15,2.893809013324015e-13,1.8232710964012744e-11,2.806891506154054e-16,2.192237584863723e-15,2.7319196019518002e-12,1.0470816914594809e-13,6.94175884564678e-10,3.600016404340389e-10,7.924003505789604e-13,8.216772515028513e-14,5.067604550786892e-22
8.362435810948399e-05,0.47885111457387736,2.457132404954071e-10,6.913221498140806e-12,3.1191648557635415e-09,2.7930095529991096e-08,0.0,0.0,7.077543569835766e-07,1.1550174643433249e-09,6.187398206984078e-09,8.609968284552677e-15,2.5881243454461667e-17,8.930025528608442e-35,3.5940567414788457e-25,4.1334105583029024e-17,3.275689864638281e-10,1.4858039255096345e-11,1.2100183793962142e-21,2.284667561181168e-24,4.6285225965313866e-12,2.801679562693853e-21,5.159442996239358e-19,2.373266835960152e-15,2.1483785389616215e-15,4.419789729462512e-13,1.802959311802002e-20,9.849962923017484e-19,1.0610917960307575e-16,6.888704980604841e-20,3.474916768951657e-18,1.2731453629507178e-22,2.6647169004540476e-15,2.3696942543329674e-23,3.76,0.0,0.710557029811202,0.9999778325551483,5.428033881724837e-07,3.8671954287019105e-10,0.00013887389035430964,0.00013888009789031266,1.3395149569567251e-15,3.415868631635846e-20,2.0914810495739682e-05,2.6382362987720794e-14,1.0220250383873232e-11,1.3780557261287144e-08,1.283638755453728e-09,5.02382256118619e-07,1.4677098612364806e-07,2.537715827289222e-08,9.563951013286018e-13,5.345871280876671e-07,4.515554822154137e-13,3.4427787000973617e-15,3.1147924235606887e-13,1.8238803576865048e-11,2.950841399917105e-16,2.3083111772993477e-15,2.8716740522647005e-12,1.1538804914609923e-13,7.290480912682637e-10,3.601061714915029e-10,8.755017847704316e-13,9.510370753317345e-14,5.553423553565576e-22
8.735284530246369e-05,0.47885165776835265,2.461539989986875e-10,6.930657263035138e-12,3.119281796794131e-09,2.9298690148554733e-08,0.0,0.0,7.413086788711278e-07,1.2673830990313367e-09,6.775081782244064e-09,9.399532942171767e-15,2.836321502285652e-17,1.4366692015781587e-34,3.7244753393162746e-25,4.3164133095804193e-17,3.3270160236404584e-10,1.596769017543259e-11,1.3279057391557396e-21,2.493652694792819e-24,5.050448433967501e-12,3.0571985133740193e-21,5.300315099094167e-19,2.549674014739776e-15,2.227076996199486e-15,4.834667726886167e-13,1.9397075465877536e-20,1.0865410541868771e-18,1.1645656965122366e-16,7.128367212199819e-20,3.5999594225846026e-18,1.3527361664140103e-22,2.7889563332132073e-15,2.7172960260011386e-23,3.76,0.0,0.7105507948080394,0.9999777735187185,5.683012344021385e-07,4.153728612310807e-10,0.0001450651029926764,0.0001450718998149278,1.3992362594262902e-15,3.568225516441396e-20,2.091480926097658e-05,2.757591667220626e-14,1.0849014632013725e-11,1.378456246198112e-08,1.284022902259005e-09,5.264872969369724e-07,1.5379479870467492e-07,2.5377032976238033e-08,1.0040743688755512e-12,5.592414020828763e-07,4.774506794618431e-13,3.758964327273063e-15,3.343433468897947e-13,1.8244915655524092e-11,3.094936133509657e-16,2.4245465045130908e-15,3.011471964562357e-12,1.2656808596658589e-13,7.639292321379709e-10,3.602104074510458e-10,9.628390697578625e-13,1.0933238057621286e-13,6.061560595198625e-22
9.108133249544339e-05,0.4788522009606365,2.4659477585030956e-10,6.9480959283742574e-12,3.119400918147023e-09,3.066972541626193e-08,0.0,0.0,7.748638326510514e-07,1.3850382634642156e-09,7.389266282673395e-09,1.022548903137768e-14,3.0952981552232903e-17,9.312313295574727e-35,3.8540748583437886e-25,4.499987903844195e-17,3.3740055710079875e-10,1.7094898100696828e-11,1.4518013233884563e-21,2.7118378796810847e-24,5.490774562545584e-12,3.323866194428007e-21,5.439402609009913e-19,2.7287125698201595e-15,2.3041923662015153e-15,5.268724725897787e-13,2.0813008891337395e-20,1.1920065991447928e-18,1.271141087274781e-16,7.351396994288491e-20,3.7224090175665e-18,1.434244756318258e-22,2.9132061044224463e-15,3.097539017406708e-23,3.76,0.0,0.710544559850111,0.9999777144757511,5.937999209247164e-07,4.444524718317951e-10,0.0001512562611814546,0.0001512636738406332,1.4589570366675266e-15,3.7205810660002695e-20,2.091480802607675e-05,2.8770545345893485e-14,1.1481238732099496e-11,1.378855820002831e-08,1.2844061644015403e-09,5.505995093756845e-07,1.6082064284117718e-07,2.5376908242765277e-08,1.0518930617602552e-12,5.838691405221714e-07,5.038561445563282e-13,4.089160874557841e-15,3.579732343344e-13,1.8251049603529324e-11,3.2391758390692197e-16,2.540943770553965e-15,3.151313258350495e-12,1.3824571421410628e-13,7.988192224348274e-10,3.6031439528540627e-10,1.054424203971832e-12,1.2491549841530876e-13,6.59202933684358e-22
