Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H4F2(1),O2(2),H2O(3),CH4(4),CH2CHF(56),HF(38),C2H3F(137),C2H3F(136),O2(141),CH2CF(70),CH2CFO(79),C2H3F2(66),C2H3F2(64),CH2CF2(57),C2H2F2(59),CH2F(46),C2H2F(71),CHFO(47),C2H4F(62),S(289),C2H4F(63),C2H3F2(65)
2.9283764963366597e-10,0.7118287720269662,1.6248917810669685e-12,3.2326232699939333e-16,1.0370102355754647e-12,1.3291866302291511e-15,0.0,0.0,1.1510921016477442e-09,2.359082266053997e-16,3.9193982413999884e-18,2.174891821399928e-27,1.101298195751676e-25,1.2140649214199292e-38,5.978114761841328e-29,7.652474433292351e-24,1.4679668188406183e-27,7.178878022974202e-26,1.4474651091706726e-29,1.1114337469515057e-28,1.2644325156465604e-14,1.695989755267374e-23,1.5956264816229575e-27,4.7661769600500335e-43,7.905143751897939e-35,6.05771161680873e-25,2.3985072303886577e-22,4.7760943532200936e-29,1.273107675967579e-52,1.5548256134224944e-39,4.437365081492962e-36,5.712080901755052e-32,3.4943527024105745e-24,2.3288701060757074e-42,3.76,0.0,0.8432036277204277,0.9996786001122151,4.864968913104482e-16,2.484976486689295e-32,4.213657129295837e-06,4.2136571985120254e-06,1.657902722063548e-14,4.523722669268471e-18,0.0003213987356553313,3.880838169900635e-18,1.8277864822913385e-19,1.1468010043744852e-09,2.6005920395099773e-12,2.0515856629825618e-14,1.5885727388113427e-12,1.3675954926510532e-07,2.292223960399024e-17,1.0373485247551446e-12,2.3738193688281722e-14,2.523039071840956e-18,3.5723654398387136e-15,1.2826437237517353e-13
3.2109144727650413e-10,0.7118288245123032,1.952523873688085e-12,3.8605126798610324e-16,1.2467096536527844e-12,1.749697506451051e-15,0.0,0.0,1.262136618044896e-09,2.8362339174908413e-16,5.166762952219914e-18,3.144351299866914e-27,1.5917708823575142e-25,1.601697948176813e-38,7.198723679508552e-29,1.0092360266401365e-23,2.2440233960215466e-27,1.0377196552072137e-25,2.0143515778438798e-29,1.4654864446440089e-28,1.520194844780714e-14,2.2354739673182255e-23,2.291952032909785e-27,9.577349483634111e-43,1.3189993035213197e-34,8.507891964787624e-25,3.1620638851216484e-22,7.555904277548401e-29,2.6557954164059534e-52,2.696094174266349e-39,7.034397732428409e-36,9.031767451313257e-32,5.050547563469351e-24,4.439711553856288e-42,3.76,0.0,0.8432032144675425,0.9996588055591173,6.413111745581237e-16,4.1481747842148324e-32,4.620201447507193e-06,4.62020153056853e-06,1.9807276034142598e-14,5.428992728880496e-18,0.00034119317749857253,4.666383976981524e-18,2.2337550772379473e-19,1.2569764662580578e-09,3.1233052274282473e-12,2.7024113471048984e-14,1.9094207003299366e-12,1.4995434762468916e-07,2.7558085225198123e-17,1.2471560273126512e-12,2.85122541316098e-14,3.076325720833003e-18,4.29179189321376e-15,1.5415012773047027e-13
3.493452449193423e-10,0.7118288769976181,2.3105482523284168e-12,4.575278075967101e-16,1.4756947357297471e-12,2.2509169209519075e-15,0.0,0.0,1.373179128512223e-09,3.3572965273391086e-16,6.654121838077093e-18,4.407006984584151e-27,2.230251226704846e-25,2.0643920409345846e-38,8.534697481866417e-29,1.3004395563584455e-23,3.315528821505339e-27,1.4541238847177792e-25,2.723526972972523e-29,1.887846946621812e-28,1.7994981404795782e-14,2.8786498051813436e-23,3.1977991218334844e-27,1.817529455143187e-42,2.111552066786738e-34,1.1690495356307813e-24,4.0726129898506996e-22,1.150114129682027e-28,5.20726019912595e-52,4.463506088150142e-39,1.0726658343360695e-35,1.373771107401763e-31,7.076321719539875e-24,8.015104979297536e-42,3.76,0.0,0.8432028012148615,0.9996404352106699,8.259059980475058e-16,6.643643344684658e-32,5.0267455654746236e-06,5.0267456636140835e-06,2.3299574740770682e-14,6.4149236151492734e-18,0.00035956341467434166,5.5244440163031616e-18,2.685235270361716e-19,1.3670701601524827e-09,3.693222270917701e-12,3.477653200602826e-14,2.259669212805066e-12,1.6314912021054686e-07,3.262047162697001e-17,1.4762700298069866e-12,3.371818609013365e-14,3.689718595196656e-18,5.076566225020791e-15,1.824023477773675e-13
3.7477366279789666e-10,0.711828924234383,2.6588196987674557e-12,5.299153531642459e-16,1.698268666613331e-12,2.776940988024988e-15,0.0,0.0,1.4731158003034906e-09,3.8637959999514575e-16,8.215389462944612e-18,5.838710965705025e-27,2.953813410062381e-25,2.5505558101981925e-38,9.836099608095021e-29,1.6064192808127395e-23,4.595563351462367e-27,1.9260796888895445e-25,3.4987598178549717e-29,2.3314031598975675e-28,2.070998626246553e-14,3.553680272176282e-23,4.225018668528122e-27,3.102625286441519e-42,3.1290861485459103e-34,1.5312665181415879e-24,5.028490938399536e-22,1.6322382863834583e-28,9.12292924947203e-52,6.793825411947127e-39,1.5245575640511474e-35,1.9481567049432721e-31,9.372014393702488e-24,1.3110144472145613e-41,3.76,0.0,0.843202429287623,0.9996250347381902,1.0196677288272966e-15,9.848925106158679e-32,5.392635100442243e-06,5.392635213200828e-06,2.666416866873258e-14,7.370862555936676e-18,0.00037496378699454616,6.35874309943952e-18,3.1312061107977673e-19,1.4660847637222243e-09,4.24638205259512e-12,4.290619310140289e-14,2.600012324973599e-12,1.750243935016357e-07,3.754130246806675e-17,1.6989793121839073e-12,3.877173643128692e-14,4.293853786747544e-18,5.838615292868824e-15,2.0985044604898868e-13
4.00202080676451e-10,0.7118289714711302,3.0318280415038875e-12,6.105153950851454e-16,1.9364605144477384e-12,3.379376979837386e-15,0.0,0.0,1.573051076666889e-09,4.405862002734246e-16,1.0003544404569723e-17,7.594379525096032e-27,3.840580781790218e-25,3.107890390339008e-38,1.1231665007013153e-28,1.9572355758880405e-23,6.241018471349529e-27,2.5045627070018333e-25,4.418009588134213e-29,2.8396669713829505e-28,2.3615672823160212e-14,4.326692474128365e-23,5.485892748217765e-27,5.1192282097910686e-42,4.523483156350555e-34,1.9790373289229004e-24,6.123368799480679e-22,2.263951196399234e-28,1.5408348117640416e-51,1.0060120307382808e-38,2.1174571199765697e-35,2.699822213993686e-31,1.2185482798836523e-23,2.0762913266585364e-41,3.76,0.0,0.8432020573605494,0.9996106351953851,1.2415810459860737e-15,1.4243154026858832e-31,5.758524473222433e-06,5.758524601588906e-06,3.0234823888728655e-14,8.391460716125965e-18,0.0003893632296258655,7.251866415095874e-18,3.615337498306985e-19,1.5650334822577685e-09,4.837544806626254e-12,5.220859466886232e-14,2.964136372389631e-12,1.8689964591662496e-07,4.28076161351475e-17,1.937326195444243e-12,4.4173171507492017e-14,4.9478803169888275e-18,6.653372403995095e-15,2.3921123733249023e-13
4.256304985550054e-10,0.71182901870786,3.4296294074094145e-12,6.998862271564998e-16,2.1902686891469325e-12,4.063472083278439e-15,0.0,0.0,1.6729850554424796e-09,4.983493955871388e-16,1.2033977180089435e-17,9.719813368018627e-27,4.91341643320933e-25,3.741329670661839e-38,1.2721724992781477e-28,2.3560468685566645e-23,8.324576087057924e-27,3.2045173701350957e-25,5.49518704264938e-29,3.4171029617700776e-28,2.6712041027128916e-14,5.2043088912502324e-23,7.014838304961343e-27,8.197415575639501e-42,6.398243520067978e-34,2.5273710797851097e-24,7.366693098445308e-22,3.077625992251363e-28,2.5200390991725146e-51,1.4541565705686134e-38,2.882119712599972e-35,3.666737704785763e-31,1.5589249545938647e-23,3.1965013734175594e-41,3.76,0.0,0.8432016854336407,0.9995971715271227,1.4935542786247896e-15,2.015354459651249e-31,6.124413683819893e-06,6.124413828778423e-06,3.4007937608103574e-14,9.476399988105905e-18,0.0004028267977001289,8.203860076766418e-18,4.138168613230496e-19,1.6639164691629658e-09,5.466601043469497e-12,6.276153097020361e-14,3.3520255419302655e-12,1.987748774557563e-07,4.841940832949857e-17,2.19131041633303e-12,4.9921580383396544e-14,5.65226125133108e-18,7.520731872715338e-15,2.7048276395228783e-13
4.51695532320307e-10,0.7118290671271713,3.863180356087319e-12,8.011826801379825e-16,2.4666371406020017e-12,4.854949026057556e-15,0.0,0.0,1.7754196911224892e-09,5.612499423624584e-16,1.4382801545102095e-17,1.2333446729244584e-26,6.231728784270993e-25,4.4747917958765074e-38,1.434750335963026e-28,2.8179872649373413e-23,1.1000528004437607e-26,4.0647421572534235e-25,6.777927649080534e-29,4.085475868131894e-28,3.008383077457067e-14,6.21938940470201e-23,8.899184319081121e-27,1.2921344349033193e-41,8.947712211568786e-34,3.211420280978726e-24,8.80510059356562e-22,4.138997519288772e-28,4.0511582565105836e-51,2.0749895284519711e-38,3.8808089326715617e-35,4.926264524122699e-31,1.9771778082622225e-23,4.847090202513786e-41,3.76,0.0,0.8432013041954872,0.9995842784692118,1.7850309197550358e-15,2.8194215734052792e-31,6.49946298472564e-06,6.499463147708299e-06,3.8081934379303975e-14,1.0654947397661858e-17,0.00041571975289973544,9.240838374665936e-18,4.714774906627637e-19,1.7652069848398198e-09,6.1506202050836586e-12,7.49577347084253e-14,3.774274273161194e-12,2.10947390963319e-07,5.453025320199091e-17,2.467882514521668e-12,5.6173066010124126e-14,6.426959554206331e-18,8.46429004888888e-15,3.0451823540786923e-13
4.777605660856086e-10,0.7118291155464643,4.322900062041058e-12,9.128854856967203e-16,2.7594103465091153e-12,5.743427665002027e-15,0.0,0.0,1.8778531517738924e-09,6.278872836676576e-16,1.7018932405206934e-17,1.544313536699597e-26,7.799013011662745e-25,5.298758686493735e-38,1.6073254585723313e-28,3.3371602945401676e-23,1.4321007165325196e-26,5.087562490280566e-25,8.256559897433868e-29,4.836079308045322e-28,3.365596921543289e-14,7.358457559166028e-23,1.1147318887357441e-26,1.9869497609095074e-41,1.2288718396551693e-33,4.039035293277522e-24,1.0419586387791171e-21,5.47479572959516e-28,6.342353913587933e-51,2.902520649633019e-38,5.13926706426308e-35,6.5091777153006235e-31,2.4744132889603278e-23,7.180593482284109e-41,3.76,0.0,0.8432009229575067,0.9995722436398939,2.1121511909343884e-15,3.8735420157321835e-31,6.874512115236119e-06,6.874512297267376e-06,4.2361189999813415e-14,1.190042541599351e-17,0.00042775447949097034,1.0339779097006446e-17,5.333060893519035e-19,1.8664287426647333e-09,6.874221975403116e-12,8.863267999710641e-14,4.221459440603781e-12,2.2311988253708527e-07,6.100408814259804e-17,2.760884260668486e-12,6.278718598660171e-14,7.255363751359953e-18,9.462893157170475e-15,3.405571568542073e-13
5.038255998509103e-10,0.7118291639657388,4.8088483188915845e-12,1.0355989960802717e-15,3.068586684191617e-12,6.7345979071571045e-15,0.0,0.0,1.9802855235181554e-09,6.982613673716321e-16,1.995894468001795e-17,1.9108510418776084e-26,9.64478956420726e-25,6.218588831521313e-38,1.7899318068422783e-28,3.9170573457509997e-23,1.8395467223487128e-26,6.292290634451444e-25,9.946357084155053e-29,5.673777153481001e-28,3.742845628537172e-14,8.628635174732963e-23,1.380550222138932e-26,2.9883171682509127e-41,1.6605726130504482e-33,5.03269878167569e-24,1.2220331086952943e-21,7.135071165037088e-28,9.696820134926235e-51,3.988464763305943e-38,6.705306083475447e-35,8.473698986865325e-31,3.059994410500427e-23,1.0418035922171447e-40,3.76,0.0,0.8432005417196992,0.9995610099112364,2.4769697498042017e-15,5.236123876549438e-31,7.249561075356179e-06,7.249561277455761e-06,4.6842026664951696e-14,1.3212495871459747e-17,0.0004389881054064098,1.150074138465356e-17,5.993484721442818e-19,1.967581888278351e-09,7.637289405015067e-12,1.0386942626677493e-13,4.693564127579345e-12,2.3529235217723116e-07,6.784091409843105e-17,3.070315455465993e-12,6.976296720914976e-14,8.1377954929002e-18,1.0516427990542773e-14,3.7859742930687873e-13
5.298906336162119e-10,0.7118292123849947,5.321084697578629e-12,1.1699286014007769e-15,3.3941645557737012e-12,7.83416261411797e-15,0.0,0.0,2.0827168868167174e-09,7.723721443807975e-16,2.3219413100946163e-17,2.3392741659901313e-26,1.1800230591391832e-24,7.239655949391323e-38,1.982602750824486e-28,4.561204431287516e-23,2.3345054691664357e-26,7.699325311549919e-25,1.186262654054197e-28,6.603454583551286e-28,4.1401291920045956e-14,1.0037040494607242e-22,1.69232616104369e-26,4.4053447050575976e-41,2.2113540480590368e-33,6.2172865884688986e-24,1.4217517575927279e-21,9.175612680628608e-28,1.4512750713614028e-50,5.39368233662107e-38,8.632324853377027e-35,1.0884543382296585e-30,3.7438076949311934e-23,1.4834419292156923e-40,3.76,0.0,0.8432001604820645,0.9995505239582751,2.88154105230205e-15,6.975216647346791e-31,7.6246098650906075e-06,7.6246100882735645e-06,5.152083246684231e-14,1.4590822083124356e-17,0.0004494739556103595,1.2723787558429897e-17,6.696471266069066e-19,2.068666561560655e-09,8.439705865774328e-12,1.2075078956383622e-13,5.19057145280809e-12,2.4746479988390986e-07,7.504073378078742e-17,3.396175922520374e-12,7.709943925110699e-14,9.074528252097302e-18,1.1624781549773164e-14,4.186369567222752e-13
5.559556673815135e-10,0.711829260804232,5.859668545698217e-12,1.3164807298722163e-15,3.736142385755651e-12,9.047837553606593e-15,0.0,0.0,2.185147316852298e-09,8.502195684370398e-16,2.6816912233451103e-17,2.836257172588791e-26,1.4298159565508975e-24,8.367349073221456e-38,2.18537109998077e-28,5.273164383939639e-23,2.930320177706339e-26,9.330152142196878e-25,1.4020684440704413e-28,7.630019388478106e-28,4.5574476055117e-14,1.1590788186881942e-22,2.055347647049974e-26,6.377593258608861e-41,2.9060412871276233e-33,7.620200052300106e-24,1.6421331032611551e-21,1.1658257188072641e-27,2.1305387758541685e-50,7.189186827387614e-38,1.0979631353894584e-34,1.3813240819346567e-30,4.536263009758451e-23,2.0767908098380012e-40,3.76,0.0,0.8431997792446025,0.9995407360026844,3.3279193556703527e-15,9.169504392023664e-31,7.999658484444125e-06,7.999658729720887e-06,5.639406020990727e-14,1.603506885829811e-17,0.00045926180842813095,1.400898311135547e-17,7.442415682980073e-19,2.1696828970161105e-09,9.281355047802929e-12,1.3935934321813034e-13,5.712464568994341e-12,2.596372256572541e-07,8.260355161366631e-17,3.738465505933231e-12,8.479563435547898e-14,1.0065792409779074e-17,1.2787841043238342e-14,4.60673645886518e-13
5.820207011468151e-10,0.711829309223451,6.42465898696607e-12,1.4758628470949142e-15,4.094518618921417e-12,1.0381351350831638e-14,0.0,0.0,2.2875768838728475e-09,9.318035959354516e-16,3.076801649586025e-17,3.4088353429981597e-26,1.717305090874472e-24,9.607072643658853e-38,2.398269112058268e-28,6.056539058728533e-23,3.641622001940882e-26,1.1207344105486468e-24,1.643583803450789e-28,8.758403276751962e-28,4.9948008626248826e-14,1.329698934630333e-22,2.4752465212878033e-26,9.081688848658032e-41,3.7731367774528076e-33,9.271498778102588e-24,1.8841958941789397e-21,1.4651199066373487e-27,3.0733755597193383e-50,9.457229513264723e-38,1.3812769008198213e-34,1.7338453146871813e-30,5.448293406488745e-23,2.863040507561531e-40,3.76,0.0,0.8431993980073136,0.9995315995815655,3.818158721036172e-15,1.1909370989385753e-30,8.374706933421381e-06,8.374707201797838e-06,6.145822625689954e-14,1.754490248995732e-17,0.00046839812675863465,1.535639670207566e-17,8.231686473271623e-19,2.2706310241210747e-09,1.0162120956720972e-11,1.597774185010944e-13,6.259226661550368e-12,2.7180962949737836e-07,9.052937368959314e-17,4.09718406821555e-12,9.285058742761833e-14,1.1111779640248055e-17,1.4005493886748485e-14,5.047054063153577e-13
6.080857349121168e-10,0.7118293576426514,7.0161149207213745e-12,1.648683455128212e-15,4.46929171833669e-12,1.1840445439809463e-14,0.0,0.0,2.3900056535234072e-09,1.017124185748469e-15,3.5089300177189435e-17,4.0644088347594197e-26,2.0461029620400766e-24,1.0964246605239492e-37,2.6213285018761355e-28,6.914971536933213e-23,4.484389407227614e-26,1.3354562004332775e-24,1.9123368494623753e-28,9.993563183380932e-28,5.452188956910796e-14,1.5162751496039612e-22,2.9580072828959607e-26,1.273869126201124e-40,4.845161924817923e-33,1.1204033545769735e-23,2.1489591108953904e-21,1.8229299313266957e-27,4.363082545019918e-50,1.2292415756868218e-37,1.720384513061619e-34,2.154628932374142e-30,6.491354959379941e-23,3.891888681539703e-40,3.76,0.0,0.8431990167701972,0.9995230713243529,4.354313015866054e-15,1.5297994798539429e-30,8.749755212026959e-06,8.749755504504527e-06,6.670990938709041e-14,1.91199907541159e-17,0.00047692628116701694,1.6766100148605675e-17,9.06462841688075e-19,2.371511067659e-09,1.1081887910952304e-11,1.8208710528081176e-13,6.830840947364802e-12,2.8398201140438017e-07,9.881820772742956e-17,4.4723314882920495e-12,1.0126333602791709e-13,1.2212647107147848e-17,1.5277627703370828e-14,5.507301501576173e-13
6.341507686774184e-10,0.7118294060618334,7.634095021528066e-12,1.8355520908620546e-15,4.860460163592918e-12,1.343087401454185e-14,0.0,0.0,2.4924336871489557e-09,1.1061812990653749e-15,3.9797337452445665e-17,4.810746817846622e-26,2.4199870907327146e-24,1.2444306509559598e-37,2.8545804499217956e-28,7.852148335665754e-23,5.47600761603134e-26,1.5796554945543925e-24,2.209851919585897e-28,1.1340482580963537e-27,5.929611881936338e-14,1.7195178589442974e-22,3.509976009432189e-26,1.7622706229114186e-40,6.159018510636909e-33,1.3453579610689533e-23,2.437441967403234e-21,2.2474394356646345e-27,6.103884946413645e-50,1.5802890403512645e-37,2.123186342750411e-34,2.6530616652231468e-30,7.677426605068741e-23,5.222812256743627e-40,3.76,0.0,0.8431986355332532,0.9995151107492359,4.938435916106167e-15,1.9452507900556787e-30,9.124803320265386e-06,9.124803637841055e-06,7.214574968087935e-14,2.0760002907092746e-17,0.00048488675346400865,1.8238168422949552e-17,9.941565146106075e-19,2.4723231480263282e-09,1.2040540539210123e-11,2.0637025266953373e-13,7.427290673678579e-12,2.9615437137834314e-07,1.0747006303559041e-16,4.863907659751411e-12,1.1003292036452726e-13,1.3368521142400709e-17,1.660413032325283e-14,5.987457921071658e-13
6.6021580244272e-10,0.711829454480997,8.27865773881762e-12,2.0370793241857935e-15,5.268022449142189e-12,1.5158403980163814e-14,0.0,0.0,2.59486104208479e-09,1.1989748992384076e-15,4.4908702396932776e-17,5.655991756056444e-26,2.842899981447888e-24,1.405270362244034e-37,3.0980556108488936e-28,8.871801619532256e-23,6.635328069798721e-26,1.8559160826413206e-24,2.5376484341978344e-28,1.2804172792010028e-27,6.427069631268658e-14,1.9401371011816153e-22,4.1378693588621017e-26,2.4070489050134393e-40,7.756360357352481e-33,1.6058970159945907e-23,2.750663912506232e-21,2.747560456028438e-27,8.424922206320131e-50,2.0111559008058595e-37,2.598305910932633e-34,3.239336990216304e-30,9.019009982402852e-23,6.926432727953174e-40,3.76,0.0,0.8431982542964821,0.999507680067952,5.572580908197624e-15,2.4505188996650243e-30,9.499851258141115e-06,9.49985160180753e-06,7.776244741789832e-14,2.2464609682728348e-17,0.0004923173319124415,1.9772679646035095e-17,1.086280158634577e-18,2.573067381525798e-09,1.3037963778059813e-11,2.3270846966790966e-13,8.048559117006838e-12,3.0832670941933725e-07,1.164849504772526e-16,5.271912489187231e-12,1.1915838328609535e-13,1.4579500734357918e-17,1.7984889783444633e-14,6.487502493185449e-13
6.862808362080216e-10,0.7118295029001421,8.949861296619836e-12,2.2538767555414024e-15,5.691977082847468e-12,1.702881490397923e-14,0.0,0.0,2.6972877719206597e-09,1.295504951642765e-15,5.043996899835936e-17,6.608663965191188e-26,3.31894908581339e-24,1.5794905037802906e-37,3.3517841217903213e-28,9.977711417661869e-23,7.982727955016731e-26,2.1669306835602772e-24,2.8972402456714607e-28,1.4389674304017321e-27,6.944562198475146e-14,2.178842558217442e-22,4.8487837318726833e-26,3.2492480786092237e-40,9.683984609515569e-33,1.906223014923748e-23,3.0896446311771085e-21,3.33296423615568e-27,1.1484834360099298e-49,2.5357377639242276e-37,3.155123832286774e-34,3.924485655897741e-30,1.052912927296046e-22,9.086029550592955e-40,3.76,0.0,0.8431978730598833,0.9995007440082264,6.2588012908170055e-15,3.0604720565872136e-30,9.874899025658547e-06,9.87489939640406e-06,8.355676200075319e-14,2.4233483289501392e-17,0.0004992532887866745,2.1369715083411846e-17,1.1828626081749262e-18,2.673743880633241e-09,1.4074042869644647e-11,2.6118312580226153e-13,8.694629582157968e-12,3.2049902552742116e-07,1.2586288244029717e-16,5.6963458947543026e-12,1.2863877027452382e-13,1.5845660563272173e-17,1.941979432772098e-14,7.007414413303101e-13
7.123458699733233e-10,0.7118295513192686,9.64776369333559e-12,2.4865570132738777e-15,6.132322584625739e-12,1.904789896647343e-14,0.0,0.0,2.799713926752298e-09,1.3957714235432908e-15,5.640771116797671e-17,7.67766633575089e-26,3.8524067659410896e-24,1.7676393795972218e-37,3.615795610564165e-28,1.1173707843255857e-22,9.540169753030905e-26,2.515500996155886e-24,3.2901350123014166e-28,1.6102058086061344e-27,7.48208957712344e-14,2.436343555501121e-22,5.650204526765942e-26,4.338509127788875e-40,1.1994234582330069e-32,2.250871032557118e-23,3.455404045909987e-21,4.014112008591916e-27,1.5476919098736645e-49,3.169668308686359e-37,3.803812072831679e-34,4.7204059762811344e-30,1.2221331041798424e-22,1.1799164864279768e-39,3.76,0.0,0.8431974918234568,0.9994942696446912,6.999150176495421e-15,3.791748411081944e-30,1.024994662282202e-05,1.0249947021630752e-05,8.952551089346529e-14,2.6066297407590315e-17,0.0005057275494544481,2.3029359141270984e-17,1.2839312385126228e-18,2.77435275425164e-09,1.5148663359489836e-11,2.918753517584436e-13,9.365485401299233e-12,3.3267131970264347e-07,1.3560387280928662e-16,6.137207804817649e-12,1.384731294377489e-13,1.7167053841721863e-17,2.0908732406402522e-14,7.547172899920673e-13
7.384109037386249e-10,0.7118295997383767,1.0372422701582277e-11,2.7357337504949725e-15,6.5890574852616565e-12,2.122146091225338e-14,0.0,0.0,2.9021395534111724e-09,1.4997742839726893e-15,6.282850275000341e-17,8.872289320962006e-26,4.447710257972722e-24,1.970266900833593e-37,3.8901192037092187e-28,1.2463673318238627e-22,1.1331260851934188e-25,2.9045377514229784e-24,3.7178339616242456e-28,1.7946426908056905e-27,8.039651760781404e-14,2.7133490622060537e-22,6.550015547231117e-26,5.7344602338912336e-40,1.4745421320262976e-32,2.6447221612189976e-23,3.848962318063629e-21,4.802285739633376e-27,2.0634974985193555e-49,3.930458842364873e-37,4.555368659138163e-34,5.639893763027005e-30,1.410968407867917e-22,1.5179462981393282e-39,3.76,0.0,0.8431971105872027,0.999488226244435,7.795680493023144e-15,4.6628916903272236e-30,1.0624994049635812e-05,1.0624994477487712e-05,9.566556858351592e-14,2.79627271858445e-17,0.0005117708468275452,2.4751699363065817e-17,1.3895121398370423e-18,2.874894107943205e-09,1.6261711094441763e-11,3.248660400097383e-13,1.0061109933102844e-11,3.448435919450434e-07,1.4570793694118822e-16,6.594498156772048e-12,1.4866051150254273e-13,1.854371479660149e-17,2.24515926761764e-14,8.106757193979055e-13
7.644759375039265e-10,0.7118296481574666,1.1123895868075058e-11,3.0020216417956197e-15,7.062180325298079e-12,2.355531800098486e-14,0.0,0.0,3.0045646956834312e-09,1.6075135036154682e-15,6.971891753029434e-17,1.0202216095086304e-25,5.109461635646006e-24,2.1879245986517542e-37,4.1747835344149805e-28,1.3851544800547467e-22,1.338131318564848e-25,3.337060765452671e-24,4.1818316292941685e-28,1.9927916661647935e-27,8.617248743017134e-14,3.0105676914062513e-22,7.556508505527055e-26,7.508256063403556e-40,1.8002257058584925e-32,3.0930169687563566e-23,4.271339849199018e-21,5.70961884113186e-27,2.7239829974988043e-49,4.83764200917882e-37,5.421652741496378e-34,6.696672027207377e-30,1.620877923948043e-22,1.9358514548462074e-39,3.76,0.0,0.8431967293511212,0.9994825851198259,8.650444984759581e-15,5.694490807503643e-30,1.100004130610413e-05,1.1000041763975041e-05,1.019738655583566e-13,2.992244923870243e-17,0.0005174118685372981,2.6536826426395668e-17,1.4996302800554238e-18,2.975368044150517e-09,1.7413072220674692e-11,3.602358454416771e-13,1.0781486561931913e-11,3.5701584225465273e-07,1.5617509164278e-16,7.0682168959383245e-12,1.5919996980733254e-13,1.997566098969354e-17,2.4048263999916203e-14,8.686146558229981e-13
7.905409712692281e-10,0.7118296965765377,1.190224051356813e-11,3.286036379580701e-15,7.551689654059481e-12,2.6055299958291102e-14,0.0,0.0,3.1069893945107923e-09,1.7189890547014376e-15,7.709552924367893e-17,1.1677527966176702e-25,5.84242777399999e-24,2.42116563775544e-37,4.46981675029433e-28,1.5341316016182909e-22,1.57174029309158e-25,3.816198993621547e-24,4.683615904069624e-28,2.2051697683627886e-27,9.214880517398977e-14,3.328707700252695e-22,8.678392671189156e-26,9.744299676310562e-40,2.18363065319455e-32,3.601368990372169e-23,4.723557282408182e-21,6.749126844915597e-27,3.56266526110888e-49,5.912921727017998e-37,6.415420127277291e-34,7.905420342317601e-30,1.853372928791919e-22,2.4487942380404098e-39,3.76,0.0,0.8431963481152117,0.999477319493465,9.565496213776468e-15,6.909325357716653e-30,1.1375088392231145e-05,1.1375088881092856e-05,1.0844738730368231e-13,3.194514164302814e-17,0.0005226773919829813,2.8384834140353906e-17,1.61430964816368e-18,3.075774662399457e-09,1.8602633181809662e-11,3.9806518597172065e-13,1.1526598697093076e-11,3.691880706314957e-07,1.6700535515097193e-16,7.558363974592482e-12,1.7009056029504234e-13,2.1462895358964873e-17,2.569863544650127e-14,9.285320276655047e-13
8.166060050345297e-10,0.7118297449955906,1.2707513732829193e-11,3.5883946702730436e-15,8.057584028745767e-12,2.872724892666083e-14,0.0,0.0,3.2094136881813707e-09,1.83420091090455e-15,8.497491158063577e-17,1.3308709968340361e-25,6.651540313113131e-24,2.670544830371875e-37,4.77524652104902e-28,1.6937039694025607e-22,1.8368430234067394e-25,4.345190585604728e-24,5.224668031456243e-28,2.4322976081081765e-27,9.832547077495483e-14,3.6684769901499703e-22,9.924804619840052e-26,1.2542139966338333e-39,2.632645077067018e-32,4.1757782408201323e-23,5.206635503637068e-21,7.934738042071813e-27,4.619307309637271e-49,7.1803274760313714e-37,7.550359209686631e-34,9.281803970603169e-30,2.110016873744481e-22,3.074160635029251e-39,3.76,0.0,0.8431959668794746,0.999472404369912,1.0542886560917915e-14,8.332515254342045e-30,1.1750135308020955e-05,1.1750135828841257e-05,1.1508317331639654e-13,3.403048393489492e-17,0.0005275924126046767,3.029581944311543e-17,1.7335733873288934e-18,3.176114059491943e-09,1.983028071709637e-11,4.384342431659637e-13,1.2296429772126228e-11,3.813602770755909e-07,1.7819874711466844e-16,8.064939351065138e-12,1.8133134150595224e-13,2.3005408112012328e-17,2.74025962906352e-14,9.904257653914216e-13
