Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H4F2(1),O2(2),H2O(3),CH4(4),CH2CHF(56),HF(38),C2H3F(137),C2H3F(136),O2(141),CH2CF(70),CH2CFO(79),C2H3F2(66),C2H3F2(64),CH2CF2(57),C2H2F2(59),CH2F(46),C2H2F(71),CHFO(47),C2H4F(62),S(289),C2H4F(63),C2H3F2(65)
1.4927735942621226e-07,0.7121052383530145,3.260171133715799e-07,9.058260571038553e-09,2.3551428524003622e-07,1.6014067140774488e-07,0.0,0.0,5.940043294672968e-07,6.143033427274398e-11,5.181054150329773e-10,5.497284875870893e-14,5.810891066583873e-15,3.323292704086712e-25,8.183141823493196e-19,4.974976936488675e-13,3.855430725697143e-14,2.968581077812203e-14,1.4452986590658653e-17,3.838210467652704e-18,3.2837176495668138e-09,1.2498990837374514e-15,9.46666295776295e-15,1.4184874935532156e-21,3.9185475942185676e-19,3.9130195387021636e-12,3.675346932572463e-14,2.364914778829013e-16,9.448227744069267e-29,6.533988645979738e-24,4.9691546199368945e-20,2.244782996893771e-19,1.7271531115369748e-13,5.0640209333899134e-23,3.76,0.0,0.8410270917567747,0.9994026060911049,5.8357022127189804e-08,3.114524290706023e-16,0.0021451826261263155,0.0021451911023865327,8.797050933957834e-11,7.728920788234325e-14,0.0005965140839654364,8.579213993446782e-11,4.4409533098379557e-11,2.616407856733501e-07,4.442192658975472e-08,2.93657675080367e-07,2.120190447923716e-07,6.93564514378465e-05,5.524020314584617e-11,2.6802116352194316e-07,8.854476390394006e-10,8.642851639809018e-13,2.22033616356949e-10,7.62136389586167e-09
1.5205141003697465e-07,0.7121103803069418,3.347333231438125e-07,9.391513213019415e-09,2.4368087052425024e-07,1.6775744760298319e-07,0.0,0.0,6.05201647494577e-07,6.373897614046532e-11,5.475486054310741e-10,6.02878740348282e-14,6.2154080539262484e-15,3.839068284095072e-25,9.132848045775102e-19,5.34035312453989e-13,4.214825201611296e-14,3.243607372547064e-14,1.5862601067996364e-17,4.1514395015950676e-18,3.406857141737388e-09,1.3092443648906552e-15,1.0204782464439015e-14,1.636632321812147e-21,4.315692234455075e-19,4.220860754182124e-12,3.876284872110426e-14,2.533002026620974e-16,1.1515294905881865e-28,7.186261040979318e-24,5.588415795612823e-20,2.415771926200234e-19,1.848411207643372e-13,5.769513813997049e-23,3.76,0.0,0.8409866113712293,0.999402584027982,6.1550751034729e-08,3.4725009647832633e-16,0.0021849943541766923,0.0021850031492116687,8.961906675753428e-11,7.877260059956864e-14,0.0005965140708138645,9.13944737577078e-11,4.819031516184692e-11,2.659095094791117e-07,4.5174501524369565e-08,3.0398659662780033e-07,2.1893251643804678e-07,7.063853447260433e-05,5.893547306867946e-11,2.7804730210913595e-07,9.061411217531757e-10,8.968626901897178e-13,2.2893823045006449e-10,7.780013449143745e-09
1.5482546064773704e-07,0.7121155220502517,3.4351241197833083e-07,9.728916045787064e-09,2.519613215677297e-07,1.755755304066436e-07,0.0,0.0,6.164054085040987e-07,6.60903863310814e-11,5.780889369153159e-10,6.598867378929563e-14,6.639090116096577e-15,4.420876387940679e-25,1.0168166470079726e-18,5.723627630624545e-13,4.599570051399558e-14,3.53781193516852e-14,1.7376826034236204e-17,4.483315043983742e-18,3.5322617732753844e-09,1.3701229039129094e-15,1.0981683540437869e-14,1.883080127161666e-21,4.743632672056681e-19,4.5457771373481805e-12,4.083933743496162e-14,2.7095378048213325e-16,1.3980601878251969e-28,7.890093846705057e-24,6.26977651543727e-20,2.595939785166575e-19,1.975549208028227e-13,6.556895494503814e-23,3.76,0.0,0.8409461326004305,0.9994025617524696,6.485409940862124e-08,3.8634729500480564e-16,0.00222480416335542,0.0022248132837390695,9.126754471795501e-11,8.025592182307732e-14,0.0005965140575355428,9.724021575400886e-11,5.220986843219585e-11,2.702156163905094e-07,4.593310460404609e-08,3.144913866946879e-07,2.2595835945223787e-07,7.192037057784906e-05,6.280629643005425e-11,2.882565107999673e-07,9.269709506885384e-10,9.30051399999279e-13,2.359565800965417e-10,7.939325378210117e-09
1.5759951125849943e-07,0.7121206635832514,3.523551006994016e-07,1.0070418018174769e-08,2.6035446509883066e-07,1.83596358472068e-07,0.0,0.0,6.276156680617366e-07,6.848457701926922e-11,6.09746731513704e-10,7.209391098972818e-14,7.082407387912649e-15,5.075427676156281e-25,1.1294625698468281e-18,6.125225553204221e-13,5.0108778737042386e-14,3.852087646684539e-14,1.9001047106149252e-17,4.834548177335932e-18,3.659931467727613e-09,1.4325391902051207e-15,1.1798375702041708e-14,2.1608360963251857e-21,5.204019183171152e-19,4.8883246713904296e-12,4.298374792507735e-14,2.894789308905271e-16,1.6910728647094934e-28,8.648577420947984e-24,7.017959042764907e-20,2.7855731025580074e-19,2.108721767947199e-13,7.433818750590829e-23,3.76,0.0,0.840905655441156,0.9994025392643819,6.826857711666935e-08,4.2897401794028286e-16,0.002264612053721575,0.0022646215060718095,9.291594322329614e-11,8.173917155518876e-14,0.0005965140441303493,1.033345260591936e-10,5.647805946763899e-11,2.7455967830989885e-07,4.6697887221794677e-08,3.2517343204382543e-07,2.330975612100121e-07,7.320195978172464e-05,6.68576201884885e-11,2.986487343944774e-07,9.479385570984724e-10,9.638518587827427e-13,2.430898595640389e-10,8.099345901958747e-09
1.631476124800242e-07,0.712130946019577,3.7023430598596086e-07,1.076553810405408e-08,2.7747421039136033e-07,2.0025208918357408e-07,0.0,0.0,6.50055910179442e-07,7.340134972500889e-11,6.764961037601061e-10,8.559453326510103e-14,8.029824504339147e-15,6.632190777968886e-25,1.3844177527327148e-18,6.98508434837774e-13,5.918180747546143e-14,4.544524327666977e-14,2.260182376024079e-17,5.5979945345327784e-18,3.9220657396008075e-09,1.5620018006048575e-15,1.3555151651361123e-14,2.8235549864454058e-21,6.22896800954414e-19,5.6285668732069656e-12,4.747955254157948e-14,3.292533503968368e-16,2.448046834011123e-28,1.0342539041688265e-23,8.734900168773302e-20,3.194394545702993e-19,2.3937897810463886e-13,9.489660870056894e-23,3.76,0.0,0.8408247059442976,0.9994024936497209,7.543688248675563e-08,5.257905479368354e-16,0.002344222078250303,0.002344232214564966,9.621250187847234e-11,8.470545655443386e-14,0.0005965140169389195,1.1628938735073853e-10,6.58007569695419e-11,2.8336376592759363e-07,4.824654113574503e-08,3.470750075594348e-07,2.4772006213310764e-07,7.57643975980644e-05,7.552176576069234e-11,3.1998200554918663e-07,9.902930168719213e-10,1.0332903165867968e-12,2.5770612213806017e-10,8.421691070299931e-09
1.6814090357939652e-07,0.7121401994962049,3.86550881451342e-07,1.1404745126408596e-08,2.932559228869153e-07,2.15950420078396e-07,0.0,0.0,6.702749310886065e-07,7.797288130115484e-11,7.405965709626912e-10,9.932442102196382e-14,8.954353206710849e-15,8.360270639180551e-25,1.6510469388843188e-18,7.825857562184342e-13,6.838368548111134e-14,5.2457279046536264e-14,2.6276050151420986e-17,6.358690766687209e-18,4.1657323326330574e-09,1.6838176606121837e-15,1.5282383683396957e-14,3.562549371478591e-21,7.279911519803055e-19,6.360783251824128e-12,5.176609603400758e-14,3.6830961380755345e-16,3.3762170422061616e-28,1.2087848742439845e-23,1.0561121283718997e-19,3.597630450612459e-19,2.6725425921774943e-13,1.1734515707221291e-22,3.76,0.0,0.84075185687623,0.9994024518675888,8.228325132694048e-08,6.275298241305905e-16,0.0024158645385709814,0.0024158753135345174,9.917913295602731e-11,8.737486857618669e-14,0.0005965139920316089,1.2885019825929974e-10,7.51443255069861e-11,2.9142225365302986e-07,4.966276641603453e-08,3.67407227347151e-07,2.6127818804184905e-07,7.806974751292428e-05,8.398728434553584e-11,3.398073070162509e-07,1.0288983498000772e-09,1.0978829126944545e-12,2.7126635544464813e-10,8.71466184032979e-09
1.7313419467876883e-07,0.7121494522964504,4.0308585593274664e-07,1.2056640235369285e-08,3.093851926180351e-07,2.3232881944786409e-07,0.0,0.0,6.905159165300512e-07,8.2683221631453e-11,8.086346571763274e-10,1.1467481732782175e-13,9.949775238336099e-15,1.0453470595713965e-24,1.9568256051851205e-18,8.732545141495466e-13,7.864827714437602e-14,6.026761202506566e-14,3.0397869396118497e-17,7.193740383813843e-18,4.416736540858579e-09,1.810675630072749e-15,1.7154066446688923e-14,4.462021253215886e-21,8.463807029392749e-19,7.1590454236711554e-12,5.628507785803483e-14,4.1062897844499686e-16,4.609038387955661e-28,1.4064745605575617e-23,1.2688769896939172e-19,4.0361025328742776e-19,2.9732555909728453e-13,1.4415130576416981e-22,3.76,0.0,0.8406790129794046,0.9994024093936776,8.951246212851362e-08,7.447933686912692e-16,0.0024875007828380927,0.002487512218590635,1.0214550663650077e-10,9.00440490013067e-14,0.0005965139667114383,1.4229564023593086e-10,8.545541360446501e-11,2.996110540690178e-07,5.1100910117686413e-08,3.8833677247593605e-07,2.752195601354792e-07,8.037429790616344e-05,9.311643451916247e-11,3.6022471880011293e-07,1.0679740078566858e-09,1.164466661543321e-12,2.8521876225636873e-10,9.010587020757223e-09
1.7812748577814114e-07,0.712158704422291,4.19844163773579e-07,1.2721076289887742e-08,3.258557186772289e-07,2.493963325604931e-07,0.0,0.0,7.107792249294181e-07,8.753245028581767e-11,8.807296874146885e-10,1.3177023271912902e-13,1.1018801068935176e-14,1.297216704387694e-24,2.305805449596802e-18,9.707581162913974e-13,9.005694227904207e-14,6.893550891468468e-14,3.5004683267446194e-17,8.10774647557419e-18,4.675077918677216e-09,1.9425944989606074e-15,1.9175960716696075e-14,5.549997874399154e-21,9.791988263056678e-19,8.026815523406696e-12,6.104104953661115e-14,4.563865739127182e-16,6.231794732030832e-28,1.6296594905454865e-23,1.5154770327795564e-19,4.511570144141627e-19,3.2968309799144244e-13,1.7598589715351786e-22,3.76,0.0,0.8406061742350008,0.9994023662267895,9.71327774318007e-08,8.793398176794336e-16,0.0025591308113808837,0.0025591429303299506,1.051116229335784e-10,9.271299784286271e-14,0.000596513940977719,1.5665501366698392e-10,9.679821484767137e-11,3.079324100662816e-07,5.256153346654871e-08,4.098727804703371e-07,2.895503798090871e-07,8.267804894282628e-05,1.029395176228285e-10,3.812339193697001e-07,1.1075295992055587e-09,1.2330450954441205e-12,2.9957125350560236e-10,9.309688670960094e-09
1.8312077687751345e-07,0.7121679558757372,4.3683083650287895e-07,1.3397942843117372e-08,3.4266135910299405e-07,2.671622090219671e-07,0.0,0.0,7.310652236722008e-07,9.252064946964958e-11,9.570012409542906e-10,1.50739682035268e-13,1.2164130275340549e-14,1.598419183247836e-24,2.702295565284114e-18,1.0753392275369747e-12,1.026941024392998e-13,7.852230378784881e-14,4.013572409484309e-17,9.10544491017611e-18,4.940756020566426e-09,2.079591325739911e-15,2.1353800605423595e-14,6.858256794326697e-21,1.1276283992664628e-18,8.967622223762756e-12,6.603852582453452e-14,5.057636429375618e-16,8.349752647295512e-28,1.8808525840967786e-23,1.7999027485236226e-19,5.025818265102329e-19,3.6441693285005273e-13,2.1359748646793585e-22,3.76,0.0,0.8405333406241595,0.9994023223656929,1.051523104765558e-07,1.0330596577596758e-15,0.0026307546245243267,0.002630767449347818,1.0807748186076804e-10,9.538171511379866e-14,0.0005965139148297095,1.7195737662280926e-10,1.0923879898491042e-10,3.163883485422161e-07,5.404513395592585e-08,4.320246212928209e-07,3.042769491728877e-07,8.498100078824052e-05,1.1348722863911363e-10,4.028345873092384e-07,1.147575051730396e-09,1.3036218179792158e-12,3.143319927399904e-10,9.61217561844762e-09
1.8811406797688576e-07,0.7121772066588419,4.5405096547593386e-07,1.4087163122520885e-08,3.597961307724233e-07,2.8563590600484035e-07,0.0,0.0,7.513742887108856e-07,9.764790408610388e-11,1.0375691602281208e-09,1.717166729839466e-13,1.3388451081754875e-14,1.9565486250176577e-24,3.1508709397196883e-18,1.1872400518883557e-12,1.1664722819918946e-13,8.90913925242797e-14,4.583209947776298e-17,1.0191704559547583e-17,5.213770401080562e-09,2.221681596836301e-15,2.3693299256531802e-14,8.422678011008888e-21,1.2929017181503674e-18,9.985062283209042e-12,7.128199162885848e-14,5.589477806765152e-16,1.1091959187890314e-27,2.162753838054081e-23,2.1264542517175787e-19,5.580657668796635e-19,4.0161688992873024e-13,2.578185227163812e-22,3.76,0.0,0.8404605121279716,0.9994022778091239,1.1357902901498023e-07,1.2079800540489477e-15,0.002702372222589175,0.002702385776238311,1.1104308343140235e-10,9.805020082694032e-14,0.0005965138882666312,1.8823154184473383e-10,1.2284508686835165e-10,3.24980714501594e-07,5.555215539019327e-08,4.548018725749737e-07,3.194056616226322e-07,8.728315360802568e-05,1.247906443004575e-10,4.2502640131857376e-07,1.1881205947644726e-09,1.3762005056967535e-12,3.295093863724066e-10,9.918243940193354e-09
1.9310735907625807e-07,0.712186456773688,4.715096712761197e-07,1.4788691144670135e-08,3.772542088638365e-07,3.048270900655517e-07,0.0,0.0,7.717068042065574e-07,1.0291430179571754e-10,1.1225535596014695e-09,1.9483920011570373e-13,1.469444007499405e-14,2.3800797147155784e-24,3.656381365687323e-18,1.306702621300122e-12,1.3200682659825693e-13,1.007082297244573e-13,5.2136838959964023e-17,1.1371527543850409e-17,5.494120614850313e-09,2.368879371325276e-15,2.6200154954482112e-14,1.0283615552031592e-20,1.4763004021567516e-18,1.1082802221087386e-11,7.677590837815438e-14,6.161331781796892e-16,1.4615609458290825e-27,2.478261619913148e-23,2.4997528058663553e-19,6.177925165151663e-19,4.41372502965719e-13,3.0957181512982653e-22,3.76,0.0,0.8403876887274706,0.9994022325557846,1.2242075911636097e-07,1.406269655056732e-15,0.0027739836058920187,0.0027739979115942296,1.1400842765864078e-10,1.0071845499499695e-13,0.0005965138612877361,2.0550607494866136e-10,1.3768682548055193e-10,3.337111997171402e-07,5.708299634684314e-08,4.782142985954086e-07,3.349429938958055e-07,8.95845075681019e-05,1.368812115582028e-10,4.478090402135155e-07,1.2291767420487182e-09,1.4507849099452252e-12,3.451120739451478e-10,1.0228077523946926e-08
1.9810065017563038e-07,0.7121957062223897,4.892120787728849e-07,1.5502508971253e-08,3.9502992594654905e-07,3.247456378044198e-07,0.0,0.0,7.920631622008239e-07,1.0831993307366316e-10,1.2120748340333717e-09,2.2024974411341686e-13,1.6084762072691684e-14,2.8784418219107223e-24,4.223960793096784e-18,1.4339690868072739e-12,1.4886642886634114e-13,1.1344032804640008e-13,5.909494258149218e-17,1.2650049498556903e-17,5.781806216582269e-09,2.521197412424077e-15,2.888005751139978e-14,1.2486288387491977e-20,1.6791552902902212e-18,1.2264580089851879e-11,8.252471989307478e-14,6.775208701478787e-16,1.9111037395582287e-27,2.8304845916289534e-23,2.924752323355027e-19,6.819483915646045e-19,4.837729565317194e-13,3.698772837029882e-22,3.76,0.0,0.8403148704036241,0.9994021866043449,1.3168518895466802e-07,1.6302433757430131e-15,0.00284558877474533,0.00284560385600709,1.169735145554719e-10,1.0338647763056224e-13,0.0005965138338922403,2.2380929371632538e-10,1.5383556309250341e-10,3.425813668184562e-07,5.863801730753027e-08,5.022718324175479e-07,3.5089549937464535e-07,9.188506283469787e-05,1.4979073640980442e-10,4.711821829261985e-07,1.2707542759898845e-09,1.5273788588151243e-12,3.61148918666438e-10,1.0541848684366453e-08
2.030939412750027e-07,0.7122049550070882,5.0716329718037e-07,1.6228624116567842e-08,4.1311777072902103e-07,3.4540163552652554e-07,0.0,0.0,8.124437623159451e-07,1.1386489126474998e-10,1.3062536676219636e-09,2.480952765159449e-13,1.7562070132670178e-14,3.4620979053302864e-24,4.859037129526261e-18,1.5692820094217093e-12,1.6732257852779413e-13,1.2735726001216768e-13,6.675343130116377e-17,1.40325398595878e-17,6.076826761058631e-09,2.6786473065452542e-15,3.17386948447063e-14,1.508119130184323e-20,1.9028463342794583e-18,1.3534207330648461e-11,8.853285777444806e-14,7.433189871167758e-16,2.48073999588645e-27,3.2227542965372846e-23,3.4067508520411095e-19,7.507223811775202e-19,5.289070344400904e-13,4.398590040020127e-22,3.76,0.0,0.8402420571373292,0.999402139953442,1.4137987257151174e-07,1.8823671587449085e-15,0.0029171877294575073,0.002917203610067128,1.1993834413471502e-10,1.0605426874611756e-13,0.0005965138060793014,2.43169268408521e-10,1.7136462460354122e-10,3.5159266932192486e-07,6.021754660295725e-08,5.269845608459751e-07,3.672698024945702e-07,9.418481957435927e-05,1.6355137309088616e-10,4.951455085054601e-07,1.3128642331950566e-09,1.6059862591725856e-12,3.7762899830343825e-10,1.0859718816255233e-08
2.08087232374375e-07,0.7122142031299503,5.253684040535452e-07,1.6967067114326066e-08,4.315123865194078e-07,3.668053781510278e-07,0.0,0.0,8.328490114792817e-07,1.195492726364218e-10,1.4052110420364608e-09,2.7852726979436315e-13,1.9129005682771188e-14,4.142628428188581e-24,5.5673425028748315e-18,1.7128846470852703e-12,1.8747481999477668e-13,1.4253066223751854e-13,7.516139921163659e-17,1.5524402166670202e-17,6.379181803137028e-09,2.8412395714008857e-15,3.4781759622734526e-14,1.8124525725259062e-20,2.1488024911725047e-18,1.4895570687982204e-11,9.480474635700157e-14,8.137430122164934e-16,3.1979120373978187e-27,3.658638431761181e-23,3.951402064616114e-19,8.243061907373471e-19,5.768630728520187e-13,5.207525473015104e-22,3.76,0.0,0.8401692489094056,0.9994020926016811,1.5151223360582754e-07,2.165262714717291e-15,0.0029887804703329058,0.002988797174363287,1.2290291640902185e-10,1.0872182835403616e-13,0.0005965137778481023,2.6361382297909484e-10,1.9034908711633382e-10,3.607464684389576e-07,6.182188540978843e-08,5.523627116391996e-07,3.8407259402745325e-07,9.648377795395685e-05,1.7819561363208216e-10,5.196986961172285e-07,1.3555178912926025e-09,1.6866110987583795e-12,3.9456159659804486e-10,1.1181839059878642e-08
2.1308052347374732e-07,0.7122234505931659,5.43832432476088e-07,1.7717889246994924e-08,4.50208569439654e-07,3.889673675422165e-07,0.0,0.0,8.532793236692456e-07,1.253731764299302e-10,1.509068244837047e-09,3.1170171271037277e-13,2.0788198755369994e-14,4.932820555477177e-24,6.354923989792278e-18,1.865021235078089e-12,2.0942568773231136e-13,1.5903424204580824e-13,8.437006748889903e-17,1.713117438197969e-17,6.688870897750442e-09,3.008983754253923e-15,3.80149558901349e-14,2.1678650767483707e-20,2.4185016183815564e-18,1.635263416626723e-11,1.0134480725941255e-13,8.890160426122108e-16,4.095316462600749e-27,4.141954833280084e-23,4.564726765028687e-19,9.0289428973905e-19,6.27728917815786e-13,6.139126207862061e-22,3.76,0.0,0.8400964457005935,0.9994020445476361,1.6208956898316743e-07,2.4817122426003055e-15,0.0030603669976718775,0.003060384549483212,1.2586723139087777e-10,1.1138915646658653e-13,0.0005965137491978144,2.8517053709282766e-10,2.10865755794872e-10,3.70044047248394e-07,6.345131196873297e-08,5.784166425827913e-07,4.013106270788741e-07,9.878193814069425e-05,1.937562777785004e-10,5.448414250449206e-07,1.3987267568788094e-09,1.7692574483333652e-12,4.119561951575384e-10,1.150835096197767e-08
2.1807381457311963e-07,0.7122326973989463,5.625603608934583e-07,1.8481160434520606e-08,4.6920126642848446e-07,4.118983103863418e-07,0.0,0.0,8.737351196804578e-07,1.3133670490983265e-10,1.6179468776844137e-09,3.477791307974938e-13,2.254226831291426e-14,5.846762939409285e-24,7.228154816999616e-18,2.025937257837373e-12,2.332806960445817e-13,1.7694378638937595e-13,9.443284001228189e-17,1.885852922417789e-17,7.005893599907235e-09,3.1818885212648028e-15,4.144400560449535e-14,2.5812554648202437e-20,2.7134703732079945e-18,1.7909441013133612e-11,1.0815746356212342e-13,9.693690557913385e-16,5.2117228962611535e-27,4.6767862027746583e-23,5.2531244271121235e-19,9.866839636612413e-19,6.815918869817058e-13,7.208210120368213e-22,3.76,0.0,0.8400236474915489,0.9994019957898496,1.7311905255909273e-07,2.8346631308562044e-15,0.0031319473117707953,0.0031319657360132447,1.288312890926032e-10,1.1405625309593425e-13,0.0005965137201275391,3.0786674886201366e-10,2.329931400438744e-10,3.7948662266259e-07,6.510608515042995e-08,6.051568321285498e-07,4.189907136820508e-07,0.00010107930030211592,2.1026650327025107e-10,5.705733746898436e-07,1.4425025544681335e-09,1.853929463853769e-12,4.298224657901295e-10,1.1839387123063133e-08
2.2306710567249194e-07,0.7122419435495239,5.815571052254047e-07,1.9256967276975305e-08,4.884855730606903e-07,4.3560911569605646e-07,0.0,0.0,8.942168269064443e-07,1.3743996341192587e-10,1.7319688644401594e-09,3.8692461179386717e-13,2.43938226537749e-14,6.8999464125384e-24,8.193746037957844e-18,2.195879710845757e-12,2.591483295113663e-13,1.9633717299810388e-13,1.0540536059948787e-16,2.0712274517154216e-17,7.33024946469128e-09,3.359961738654581e-15,4.507465503566045e-14,3.060234681387295e-20,3.0352841182509593e-18,1.9570115718528538e-11,1.15247143636505e-13,1.0550411808602316e-15,6.592892203772816e-27,5.2674956079352936e-23,6.023384779574997e-19,1.075875369306165e-18,7.38538735286269e-13,8.4309484355429435e-22,3.76,0.0,0.8399508542628414,0.9994019463268334,1.8460773871234982e-07,3.2272326406726965e-15,0.00320352141292208,0.003203540734538407,1.3179508952635462e-10,1.1672311825414396e-13,0.0005965136906363901,3.317295582325893e-10,2.568114300423412e-10,3.8907535547520806e-07,6.678644745464485e-08,6.325938714009654e-07,4.3711972191025854e-07,0.00010337586460611471,2.2775973648192545e-10,5.968942245716033e-07,1.4868572163446483e-09,1.9406313886642567e-12,4.4817026325625385e-10,1.2175071826247952e-08
2.2806039677186425e-07,0.7122511890471502,6.008275129074256e-07,2.004541124540684e-08,5.080567312090794e-07,4.601108920204871e-07,0.0,0.0,9.147248791382665e-07,1.4368306038972338e-10,1.8512564591596354e-09,4.2930783582708767e-13,2.634545988805267e-14,8.109370901422316e-24,9.258758686629147e-18,2.375097351479177e-12,2.871400340952995e-13,2.1729438366256337e-13,1.1734557179829647e-16,2.2698353553555508e-17,7.661938047262152e-09,3.543210546393203e-15,4.8912680984150207e-14,3.6131770990061454e-20,3.3855668339197268e-18,2.1338866019626852e-11,1.2261828465063808e-13,1.1462799750308697e-15,8.292602947398327e-27,5.91874278822596e-23,6.882699451929783e-19,1.1706715931205194e-18,7.986556243901142e-13,9.824951426190254e-22,3.76,0.0,0.8398780659949519,0.9994018961570696,1.9656256588398123e-07,3.6627125721929594e-15,0.00327508930141422,0.003275109545642398,1.3475863270412552e-10,1.1938975195318193e-13,0.0005965136607234925,3.5678583095290255e-10,2.8240247366151086e-10,3.988113587681435e-07,6.84926275238264e-08,6.607384573805693e-07,4.5570457343241165e-07,0.0001056716312209395,2.462697234191142e-10,6.238036543285137e-07,1.5318028732658486e-09,2.029367555697795e-12,4.670096184528944e-10,1.2515521643207603e-08
2.3305368787123656e-07,0.7122604338940943,6.203763585176398e-07,2.0846607015409434e-08,5.27910126574567e-07,4.854149444373365e-07,0.0,0.0,9.352597163775047e-07,1.500661074595843e-10,1.975932253979015e-09,4.751031101413958e-13,2.839976847330058e-14,9.493658875706004e-24,1.0430616407414022e-17,2.5638409378914376e-12,3.173702089370315e-13,2.398975195548772e-13,1.3031377517500455e-16,2.4822845472771254e-17,8.000958902855426e-09,3.731641425106945e-15,5.2963896780206635e-14,4.249273940422807e-20,3.765991039155693e-18,2.3219984902566276e-11,1.3027533577618853e-13,1.2433417054689286e-15,1.0373795349517125e-26,6.635501298483314e-23,7.838673695714908e-19,1.2712787120573592e-18,8.620280956533732e-13,1.1409357316794114e-21,3.76,0.0,0.8398052826682699,0.9994018452790104,2.089903600588294e-07,4.144573914852182e-15,0.0033466509775317925,0.0033466721699075786,1.3772191863774713e-10,1.220561542049187e-13,0.000596513630387902,3.83062203059097e-10,3.0984975379606836e-10,4.0869570495017613e-07,7.02248422500737e-08,6.89601387077674e-07,4.7475224143774257e-07,0.0001079666003152028,2.658305010688046e-10,6.51301343718007e-07,1.577351845961826e-09,2.1201423896724276e-12,4.863507320330573e-10,1.2860846012827299e-08
2.3804697897060887e-07,0.7122696780926441,6.402083406829284e-07,2.166068093711585e-08,5.480412861082177e-07,5.115327713941824e-07,0.0,0.0,9.558217846621263e-07,1.565892194445956e-10,2.1061191868986183e-09,5.244894081392656e-13,3.055932780075958e-14,1.1073175659670289e-23,1.1717118560062247e-17,2.7623634552150918e-12,3.4995619884793984e-13,2.642308184827341e-13,1.443726930390302e-16,2.7091965653469642e-17,8.347311586783052e-09,3.925260256862376e-15,5.723415803210718e-14,4.978588839619065e-20,4.1782777212731726e-18,2.521785259299823e-11,1.3822276112041793e-13,1.3464916366795072e-15,1.2909842519949066e-26,7.423076523747893e-23,8.899338195263176e-19,1.377905856576725e-18,9.287410464322799e-13,1.320492444313271e-21,3.76,0.0,0.839732504263094,0.9994017936910788,2.2189783818639012e-07,4.676471482941515e-15,0.0034182064415554767,0.003418228607914962,1.4068494733888927e-10,1.247223250211312e-13,0.0005965135996286639,4.1058508581398905e-10,3.392383661346311e-10,4.1872943167063367e-07,7.198329854658356e-08,7.191935525291527e-07,4.942697488636151e-07,0.0001102607720578877,2.864763890998201e-10,6.793869726170429e-07,1.623516637361339e-09,2.212960409276133e-12,5.06203968443487e-10,1.3211147789196996e-08
2.430402700699812e-07,0.7122789216451025,6.60328080028306e-07,2.2487769634220497e-08,5.684458753459081e-07,5.38476061449424e-07,0.0,0.0,9.764115359040064e-07,1.6325251441729597e-10,2.241940549464531e-09,5.776504124975405e-13,3.282670882388768e-14,1.2870156950350978e-23,1.31264537975627e-17,2.9709203286308473e-12,3.850182875005683e-13,2.903806739673995e-13,1.59587531545653e-16,2.9512066120850936e-17,8.700995654433765e-09,4.124072380402001e-15,6.17293681016523e-14,5.81211556444349e-20,4.6241962755520155e-18,2.7336938528953473e-11,1.4646504240478165e-13,1.4560043236067336e-15,1.5985959241637473e-26,8.287124600310564e-23,1.0073160981756759e-18,1.4907652754266943e-18,9.98878709495011e-13,1.5234126720607028e-21,3.76,0.0,0.8396597307596287,0.9994017413916698,2.352916115386104e-07,5.262248537528082e-15,0.0034897556937620723,0.003489778860244202,1.4364771881906104e-10,1.2738826441350472e-13,0.0005965135684448549,4.393806710422387e-10,3.706549973917797e-10,4.289135467962643e-07,7.376819483926876e-08,7.495259364874831e-07,5.142641668757349e-07,0.0001125541466183555,3.082419819085453e-10,7.080602210225199e-07,1.670309925468089e-09,2.3078262293326078e-12,5.265798503482548e-10,1.3566523757515586e-08
