Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H4F2(1),O2(2),H2O(3),CH4(4),CH2CHF(56),HF(38),C2H3F(137),C2H3F(136),O2(141),CH2CF(70),CH2CFO(79),C2H3F2(66),C2H3F2(64),CH2CF2(57),C2H2F2(59),CH2F(46),C2H2F(71),CHFO(47),C2H4F(62),S(289),C2H4F(63),C2H3F2(65),CF2CH(73),C2HF2(72),CH2F2(41),S(787),CF2(43),S(495),C2HF(58),CF2O(49),C2H2O(134),S(435),S(2464),S(1651),S(1682),CF3CHO(75),CF2CO(76),S(783),S(2674),CHO2(159),S(3132),S(537),S(1330),C2HF(1925),S(125),S(977),S(975),S(990),CHF2(82),S(499),C2H2O(450),CH3F(39),S(3133),C2H2F3(67),S(5616),CHFCF2(55),F(37),C2F(1924),C2H2F3(68),S(698),CHF3(42),S(5948),S(3043),S(706),S(2408),S(2271),S(529),S(1906),S(3064),S(517),S(139),S(1923),S(1777),CHO2(158),S(476),S(980),S(5430),CFO(51),S(7338),S(1061),CHFO2(175),S(11877),S(5944)
0.0,0.9104318408530527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.9810421327766419,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.495370121215028e-23,0.9104318408530527,4.208317144451352e-25,8.550527787037001e-26,4.5982249268477245e-36,2.598232695401994e-23,0.0,0.0,1.4727095172118187e-20,1.0862984428993868e-38,1.0767061156842076e-52,4.2854413147893316e-54,2.0628016062433487e-53,4.627932963067896e-65,2.1583312457924868e-44,1.6247763830140127e-38,7.381358745242035e-36,3.507499215014359e-53,1.4613098181269834e-61,9.476320821967657e-59,7.470730498173833e-36,2.0150577626612313e-55,2.299319236225034e-24,3.253434885638896e-70,3.194642179524302e-54,2.1984825877769587e-55,9.158741138476492e-38,1.3184117396977167e-37,5.818018833695535e-76,3.415906251740122e-58,5.343281377916342e-70,2.789084360688443e-60,1.5872357755602243e-53,2.493726265356639e-69,3.76,0.0,0.9810421327766418,0.9999999999999993,3.180683194913152e-51,8.55750065445828e-52,5.180778056465159e-17,5.180778056465159e-17,8.688380158065266e-36,1.3034240348130256e-38,5.35838545771389e-16,1.2019402127963665e-39,1.0913789864023317e-40,1.4727516003832233e-20,6.619526555994804e-35,1.0156566219835498e-37,1.3327540920451843e-34,2.993354250199731e-18,4.021414803349857e-39,4.590219998963933e-36,1.9948728945040464e-21,9.097497355972957e-40,6.03029636738233e-36,4.916453759068844e-36,7.637191347623161e-43,1.028664417210214e-43,2.2993192362250935e-24,1.7790628503216905e-58,7.381359212691685e-36,2.094009674230052e-38,9.878596547560191e-52,3.132995951184826e-54,8.266833315402117e-67,4.164581690114383e-54,2.199405455492222e-71,1.6124227048597604e-75,1.4357104723831675e-79,5.984933161276692e-74,5.571839926170722e-63,2.0014173634336483e-59,6.956898421091102e-80,1.0255414655625482e-52,2.87642584199518e-59,2.82175206236388e-53,5.2206318995209194e-58,1.1742993261812217e-70,2.5982326954018054e-23,2.820091325395514e-40,2.3491818638734417e-57,8.241144291163518e-53,7.4365380279983e-40,1.4776712389150596e-45,1.917081064184095e-60,2.1298233695967116e-35,6.188136005518908e-59,3.650923480668546e-52,5.002228663900042e-70,1.6337701987205477e-62,1.9948728945041333e-21,5.118090933754482e-76,3.161671250633084e-57,1.8071271704239007e-55,2.6884403874194166e-59,1.2247366127607863e-89,1.3740393808799535e-73,1.7861695072190638e-55,7.19035790472319e-56,1.0372893445626843e-54,7.591650408106411e-67,5.837946496410094e-67,1.201548427345783e-60,8.49114387094993e-53,3.941828219800929e-40,1.6465267846116428e-73,3.016252218668788e-75,6.343323627417513e-72,6.77977795194244e-39,2.029078296542125e-57,9.540231206493524e-75,9.829909117506041e-56,5.114541608841309e-104,2.3253493421610488e-57,3.3144146501574984e-77,1.8855475370839455e-75,9.160852002576045e-77
2.378703633940208e-22,0.9104318408530527,1.178328801216272e-24,2.394147780370408e-25,2.7773278558160446e-35,7.275051547125585e-23,0.0,0.0,4.123586648193089e-20,6.561242595112293e-38,1.2782656679262978e-51,5.087675928935579e-53,2.448958066932121e-52,5.4942820137565466e-64,1.3036320724592234e-43,9.813649353404499e-38,4.4583406821261464e-35,4.164103068067155e-52,1.7348670160863635e-60,1.1250288079861148e-57,4.5123212208969953e-35,2.392276575831388e-54,6.438093861430046e-24,7.277803701778637e-69,3.7926791955311696e-53,2.6235839680007454e-54,5.531879647639852e-37,7.963206907773826e-37,1.3014675410357143e-74,4.0553639020656755e-57,1.280474042657372e-68,4.214864285873754e-59,1.884366313222907e-52,5.578404307936172e-68,3.76,0.0,0.9810421327766418,0.9999999999999984,3.7761070893067094e-50,1.0159464776972823e-50,1.4506178558102446e-16,1.4506178558102446e-16,5.247781615470906e-35,7.872681170270407e-38,1.5003479281595323e-15,7.259718885291053e-39,6.591929077871672e-40,4.1237044810729684e-20,3.998194039820592e-34,6.134565997000359e-37,8.049834715952815e-34,8.381391900559248e-18,2.42893454122424e-38,2.772492879374214e-35,5.585644104610994e-21,5.494888403009043e-39,3.642299005898503e-35,2.969538070477503e-35,4.612863573964064e-42,6.213133079950411e-43,6.4380938614304046e-24,2.1121034159017842e-57,4.458340964465734e-35,1.2647818432348485e-37,1.1727869821263364e-50,3.719492793246614e-53,1.210044297025979e-65,5.9706237349147335e-53,5.895727961024863e-70,3.606925093862775e-74,3.2116268983017834e-78,1.3388056124982206e-72,6.614888360348387e-62,2.3760826939474503e-58,1.5562303492039957e-78,1.2175228279156627e-51,3.414892759616902e-58,3.3499840484381786e-52,6.197934191110822e-57,2.626860620694319e-69,7.275051547124444e-23,1.70333516053887e-39,2.7889487087909574e-56,9.783886502468746e-52,4.491668968910928e-39,8.92513428305233e-45,2.588380778098112e-59,1.2864133152364138e-34,7.346555065061085e-58,4.3343763562617465e-51,1.1189785432026861e-68,1.9397574576920102e-61,5.58564410461152e-21,1.1448964695461666e-74,3.753536810059272e-56,2.1454213835268995e-54,3.1917164279583704e-58,6.569111195750879e-88,3.073671142759198e-72,2.1205404389704263e-54,8.536392904500333e-55,1.231469909864658e-53,1.6982218296910847e-65,1.30592527946077e-65,1.4264782929451444e-59,1.0080686003588846e-51,2.3808642447603356e-39,5.176943655104502e-72,6.747238399506664e-74,1.4189761221584897e-70,4.094985882973184e-38,2.408921753655198e-56,2.134111559967994e-73,1.1670083098190209e-54,3.946609436845602e-102,2.7606547390133135e-56,1.0421049966439052e-75,4.217899595513344e-74,2.880318443241892e-75
5.437036877577619e-22,0.9104318408530528,2.6933229778381178e-24,5.472337783704016e-25,1.3371638087273456e-34,1.6628689250572764e-22,0.0,0.0,9.425340910155618e-20,3.1589558719514106e-37,1.2550088861296403e-50,4.995110396573261e-52,2.404401552237302e-51,5.394318661759163e-63,6.276427262772963e-43,4.724849721804537e-37,2.1464991231163207e-34,4.088341085027267e-51,1.7033027240268213e-59,1.1045599550148702e-56,2.1724884288689504e-34,2.3487513281578512e-53,1.4715643111839872e-23,1.437971369989945e-67,3.7236749244532735e-52,2.581785828818831e-53,2.6633619230690395e-36,3.833941339040385e-36,2.5714805451298895e-73,3.9815803270276737e-56,2.6053350684009184e-67,4.534158663489347e-58,1.8500820206714997e-51,1.1022020824360507e-66,3.76,0.0,0.9810421327766415,0.9999999999999966,3.707404332425066e-49,9.974622762836356e-50,3.315697956137702e-16,3.315697956137702e-16,2.526580949964607e-34,3.790357093235877e-37,3.4293666929343915e-15,3.495242138813303e-38,3.173730092460318e-39,9.425610242452238e-20,1.9249583224828832e-33,2.9535294570577408e-36,3.875648899667251e-33,1.9157467201278278e-17,1.1694274248155013e-37,1.3348359756987084e-34,1.2767186524823548e-20,2.645552231118962e-38,1.753610183634144e-34,1.4297047531371017e-34,2.2208952438883286e-41,2.991356125248379e-42,1.47156431118416e-23,2.0736756583345693e-56,2.1464992590506787e-34,6.089380132659449e-37,1.1514492135835869e-49,3.6518200807010005e-52,1.646826111858175e-64,6.3117703584195134e-52,1.2589748442808626e-68,7.126676166608662e-73,6.3456335456226355e-77,2.6452542863175183e-71,6.494536617939966e-61,2.3328520790631118e-57,3.0748489227824882e-77,1.1953711322591027e-50,3.352761961430275e-57,3.289034203890657e-51,6.085168542080302e-56,5.1902339226178665e-68,1.6628689250567276e-22,8.200825574249849e-39,2.7382063805320756e-55,9.605877785778391e-51,2.162545258541838e-38,4.2970679627730466e-44,2.678189125366313e-58,6.193526358787235e-34,7.212891325890525e-57,4.2555164090842395e-50,2.2109130373592966e-67,1.9047735247186923e-60,1.2767186524826079e-20,2.262122492383914e-73,3.6852450061525484e-55,2.106387439631227e-53,3.1336461156180244e-57,3.1161902582187964e-86,6.073056229532444e-71,2.081959177614396e-53,8.381081173785538e-54,1.209064460021768e-52,3.3554001606128154e-64,2.5802882849819605e-64,1.4005248469149604e-58,9.897277295970202e-51,1.1462836463189546e-38,1.1549476511265253e-70,1.333140857839454e-72,2.803657699456426e-69,1.971559428424788e-37,2.3650936624506575e-55,4.216644813942069e-72,1.1457763358684745e-53,4.3012080206249664e-100,2.7104271932220384e-55,2.3248789213967078e-74,8.33386381531929e-73,6.425832000776131e-74
1.1553703364852438e-21,0.910431840853053,5.723311343400098e-24,1.1628717790372001e-24,5.839745657096894e-34,3.533596465746712e-22,0.0,0.0,2.002884943408063e-19,1.379599022482215e-36,1.1100411763877747e-49,4.4181185780103217e-51,2.1266659439727562e-50,4.771213767619621e-62,2.7410806821651446e-42,2.063466006427576e-36,9.374325606456733e-34,3.6160913907249156e-50,1.5065519701335085e-58,9.76970771474658e-56,9.487827732680766e-34,2.077443950993054e-52,3.127074161265873e-23,2.558793222381362e-66,3.2935483014018414e-51,2.2859175876014013e-52,1.1631601245865922e-35,1.6743829094155052e-35,4.575812236669885e-72,3.5216627092927056e-55,4.6976137401219845e-66,4.1676729785017877e-57,1.6363765958548764e-50,1.961312489760609e-65,3.76,0.0,0.9810421327766412,0.9999999999999927,3.279157147065095e-48,8.82244087471979e-49,7.045858156792615e-16,7.045858156792615e-16,1.1034242800734904e-33,1.655348524212127e-36,7.2874042224784e-15,1.5264640702528902e-37,1.3860513127333565e-38,2.0029421765209883e-19,8.40679872610921e-33,1.2898839102596714e-35,1.6925976968972337e-32,4.070961780271632e-17,5.107196800268273e-37,5.829579398684159e-34,2.713027136524327e-20,1.1553821642106412e-37,7.658476386568963e-34,6.2438962740162134e-34,9.699233011476386e-41,1.3064038098580837e-41,3.127074161266626e-23,1.834142636166826e-55,9.374326200117794e-34,2.6593922862705723e-36,1.018443789667204e-48,3.2299935058334425e-51,2.2665003795104399e-63,5.761315403183894e-51,2.3166234731211604e-67,1.2681539461628665e-71,1.12917158485288e-75,4.707088670952446e-70,5.744344090275252e-60,2.0633812455196425e-56,5.4715293695376785e-76,1.0572922293350967e-49,2.965479986064805e-56,2.9091135062132364e-50,5.382262663127395e-55,9.235743952163614e-67,3.5335964657443147e-22,3.581515983251988e-38,2.421912534381408e-54,8.496290118414152e-50,9.444403295557142e-38,1.876642473430447e-43,2.4231975522737918e-57,2.7048756793878204e-33,6.379720691750645e-56,3.7639560716468876e-49,3.9342016213515074e-66,1.6852987843619794e-59,2.713027136525433e-20,4.025326110869847e-72,3.2595575971091215e-54,1.8630758377357018e-52,2.771674501900753e-56,1.2004335233713621e-84,1.0806679087132617e-69,1.841469315162262e-52,7.41297138553782e-53,1.0694038226693016e-51,5.970755307457113e-63,4.5914851388458916e-63,1.2387483666579112e-57,8.754029685175567e-50,5.006121839155827e-38,2.1630891300269963e-69,2.3722531320134794e-71,4.9889590773219665e-68,8.610317998966137e-37,2.0918985606054637e-54,7.503294151945008e-71,1.0134264545042836e-52,3.518655223672609e-98,2.397342157792507e-54,4.354240920440775e-73,1.482966943330435e-71,1.203487217684729e-72
2.378703633940208e-21,0.9104318408530528,1.1783288123797215e-23,2.394147780371104e-24,2.4379788562149193e-33,7.275051547125583e-22,0.0,0.0,4.1235866481930475e-19,5.7595543442524954e-36,9.33056505301687e-49,3.713694876544243e-50,1.7875908671449922e-49,4.010492658894684e-61,1.1443472265269923e-41,8.614564382738308e-36,3.9135964067267395e-33,3.0395426997688796e-49,1.2663477074990475e-57,8.21202800341983e-55,3.960981310131767e-33,1.746216816197714e-51,6.438093861429323e-23,4.31577877062527e-65,2.768425798499919e-50,1.922386088830777e-51,4.855964551620935e-35,6.990219043871941e-35,7.717776152896649e-71,2.96016970325562e-54,7.97331251283084e-65,3.5655319777148817e-56,1.375473127935462e-49,3.308042443481341e-64,3.76,0.0,0.9810421327766404,0.9999999999999849,2.7563291661695525e-47,7.415793147142079e-48,1.4506178558102435e-15,1.4506178558102435e-15,4.606579159799015e-33,6.910754232574919e-36,1.5003479281543574e-14,6.372687008259823e-37,5.786491385926634e-38,4.123704481072159e-19,3.5096729799846735e-32,5.385011412821847e-35,7.066262196022209e-32,8.381391900559238e-17,2.1321541287486e-36,2.433734643450645e-33,5.585644104606121e-20,4.8234930981554625e-37,3.197263133980174e-33,2.6067037830572024e-33,4.049238852505273e-40,5.453978740058561e-41,6.438093861432471e-23,1.5417074010816766e-54,3.913596654568551e-33,1.1102439292753395e-35,8.560633710569789e-48,2.7150041633614324e-50,3.2658964223665395e-62,4.913555379251919e-50,3.9683970035175985e-66,2.1389269874795155e-70,1.904512921040442e-74,7.939193051006629e-69,4.828467330563101e-59,1.7343962654064097e-55,9.228534017249722e-75,8.887178253907552e-49,2.492664611862191e-55,2.4452851892089467e-49,4.5241160740095524e-54,1.5577432100037661e-65,7.275051547115575e-22,1.495212420724418e-37,2.0357634163272908e-53,7.141643784406773e-49,3.942852462444069e-37,7.834612908802536e-43,2.0584003152179627e-56,1.1292323505601742e-32,5.362539644043679e-55,3.163831873586181e-48,6.6356060694043605e-65,1.4175173518410242e-58,5.585644104610739e-20,6.789300841410107e-71,2.7398546139197563e-53,1.5660275013102673e-51,2.3297594248480023e-55,4.20152678347854e-83,1.8227043829131067e-68,1.547865916243373e-51,6.231049114659768e-52,8.988983493666167e-51,1.007055152993271e-61,7.744210792221369e-62,1.0412426423657441e-56,7.358289420228854e-49,2.0899573221462017e-37,3.736198549844977e-68,4.001151809730555e-70,8.414608685476436e-67,3.5946382701191946e-36,1.7583667865349785e-53,1.2655402291794562e-69,8.518461019915995e-52,2.5324017194614045e-96,2.0151105343239374e-53,7.520868366817246e-72,2.5012408289582798e-70,2.078724882415761e-71
4.825370228850137e-21,0.9104318408530533,2.390324188168408e-23,4.856699783040139e-24,9.959939120551408e-33,1.4757961709883318e-21,0.0,0.0,8.36499005776294e-19,2.3529658792577414e-35,7.649761005419097e-48,3.044711431968622e-49,1.4655749945767828e-48,3.2880441855465696e-60,4.675031811702527e-41,3.519330636661987e-35,1.5988318296539079e-32,2.4920007467273215e-48,1.0382283601725145e-56,6.732716707243948e-54,1.6181901088264446e-32,1.4316540478948839e-50,1.306013326175495e-22,7.088679590221664e-64,2.2697227308510437e-49,1.576460183993905e-50,1.983819965559153e-34,2.85573256465031e-34,1.2676470509369418e-69,2.4269259686473366e-53,1.3136707150305601e-63,2.9480507898234794e-55,1.127695972880784e-48,5.433471472981466e-63,3.76,0.0,0.9810421327766389,0.9999999999999695,2.2598051808283565e-46,6.079915265376417e-47,2.9426819360722055e-15,2.942681936072205e-15,1.8819378957514813e-32,2.8232685963632357e-35,3.043562939958255e-14,2.6034505785368354e-36,2.3639705397250487e-37,8.365229090173072e-19,1.4338159301315052e-31,2.199952872076337e-34,2.886798673532402e-31,1.7002252141134438e-16,8.710545320753584e-36,9.942600126555562e-33,1.133087804076111e-19,1.9705543173088817e-36,1.3061863143554546e-32,1.0649235500284177e-32,1.6542461946567346e-39,2.2281282742624832e-40,1.3060133261767811e-22,1.2639848734432833e-53,1.598831930905378e-32,4.535708714757117e-35,7.018524727627857e-47,2.2259244467660138e-49,4.908584560326766e-61,4.056612737750763e-49,6.566907699564541e-65,3.51319399972533e-69,3.128168191695165e-73,1.3040148436049226e-67,3.958669241288758e-58,1.421962847009622e-54,1.5157894834816898e-73,7.286245673227201e-48,2.0436370492594685e-54,2.0047925360195897e-48,3.7091436930489665e-53,2.5585979000407312e-64,1.4757961709842431e-21,6.108430614457297e-37,1.6690418443539498e-52,5.855151054394044e-48,1.6107838830160108e-36,3.2006950104029794e-42,1.6961792443037376e-55,4.6132826114812406e-32,4.396533984001045e-54,2.593900520635983e-47,1.0899002894460571e-63,1.1636786570650195e-57,1.133087804077997e-19,1.1151447023592241e-69,2.246298370232848e-52,1.2839239619572758e-50,1.9100775347630537e-54,1.4050492064563037e-81,2.9937974244409706e-67,1.269033996255486e-50,5.1085905284636075e-51,7.369711759598414e-50,1.6540911127768998e-60,1.2719889480571406e-60,8.536736274445369e-56,6.032770235794738e-48,8.538157597283073e-37,6.20774977014219e-67,6.57190399706546e-69,1.3821020033331732e-65,1.4685270235019575e-35,1.4416153276517094e-52,2.0786536266100405e-68,6.983949419558202e-51,1.7165443447903494e-94,1.6521093638862497e-52,1.249603527556515e-70,4.1082958312393835e-69,3.4538324820927955e-70
9.718703418669992e-21,0.9104318408530537,4.8143150185828317e-23,9.78180378838312e-24,4.025966638253448e-32,2.972378203539876e-21,0.0,0.0,1.6847796876902429e-18,9.51106429083634e-35,6.194974813969762e-47,2.465686257380543e-48,1.1868606282062746e-47,2.6627434297970277e-59,1.889722605645546e-40,1.4225697125937662e-34,6.46273388667508e-32,2.0180868142176653e-47,8.407842440511016e-56,5.452328547328803e-53,6.540983146215098e-32,1.1593905661226094e-49,2.6304212062401097e-22,1.1491055087681273e-62,1.8380803139774827e-48,1.2768066950261045e-49,8.01891748631567e-34,1.1543327618651285e-33,2.0549104972278422e-68,1.9653875717121382e-52,2.1327777990623534e-62,2.397305942329929e-54,9.132374363367244e-48,8.807892871610303e-62,3.76,0.0,0.9810421327766358,0.9999999999999386,1.8300488248443788e-45,4.923673014348462e-46,5.926810096596119e-15,5.926810096596118e-15,7.607093870583651e-32,1.1412103068298668e-34,6.129992963529504e-14,1.0523563494427955e-35,9.555546888014974e-37,1.6848278308369185e-18,5.795713237021877e-31,8.892561261991225e-34,1.1668901797810309e-30,3.4243972622284765e-16,3.520941688330187e-35,4.018957939652645e-32,2.282134591303667e-19,7.965295615156546e-36,5.279813923827509e-32,4.304591255837558e-32,6.686727609997237e-39,9.006450731665367e-40,2.630421206245308e-22,1.0236077215331017e-52,6.462734295949735e-32,1.8334059822427839e-34,5.683783291973238e-46,1.8026113279794395e-48,7.588454251226405e-60,3.296392859229542e-48,1.0684252880702938e-63,5.6950388673440465e-68,5.070895440630271e-72,2.113864258007183e-66,3.20583298700153e-57,1.1515423817142172e-53,2.4571600725046896e-72,5.900590654822624e-47,1.6549902673626346e-53,1.6235329734215076e-47,3.003760728668399e-52,4.147597453432856e-63,2.9723782035233505e-21,2.4691253197654167e-36,1.351633358396043e-51,4.741653128880942e-47,6.511045997333475e-36,1.293772097941757e-41,1.3770319416804525e-54,1.8647625916036443e-31,3.56042719644819e-53,2.1006078930223335e-46,1.766775336179095e-62,9.448265878658169e-57,2.282134591311291e-19,1.8076976188572547e-68,1.819110672700237e-51,1.0397549137424791e-49,1.546830309977273e-53,4.595470722607149e-80,4.853074642735506e-66,1.0276966320951167e-49,4.1370690593218293e-50,5.9681836555762754e-49,2.6813529733978057e-59,2.0619488985055267e-59,6.913270364918988e-55,4.885493747028214e-47,3.45125981424406e-36,1.0120198880472223e-65,1.0653339690347566e-67,2.240446906204921e-64,5.93602102626251e-35,1.1674574687398612e-51,3.369587104011463e-67,5.655783475306381e-50,1.1302498760397356e-92,1.3379209966981224e-51,2.037169133562102e-69,6.659724787860596e-68,5.630618648115838e-69
1.9505369798309707e-20,0.9104318408530547,9.662296994759884e-23,1.9632011799088702e-23,1.6188234783978877e-31,5.9655422686429556e-21,0.0,0.0,3.3813410515180223e-18,3.824357120164697e-34,4.986254688234308e-46,1.9845988102754771e-47,9.552886881219292e-47,2.1432075658065096e-58,7.598491484503729e-40,5.7200902474449045e-34,2.59863687169412e-31,1.6243318377243318e-46,6.767363063419858e-55,4.388508357291444e-52,2.630100554804084e-31,9.331783923144289e-49,5.279236966367297e-22,1.850598996919215e-61,1.4794469460601332e-47,1.02774437185697e-48,3.2243714527691405e-33,4.641521266045162e-33,3.3093700097719013e-67,1.5819149025629454e-51,3.4373899186194174e-61,1.9335140909158235e-53,7.35052938627456e-47,1.4184841117024265e-60,3.76,0.0,0.9810421327766297,0.9999999999998769,1.4729825048862319e-44,3.9630003918165543e-45,1.1895066417643912e-14,1.189506641764391e-14,3.0587789881268904e-31,4.588756451499493e-34,1.2302853010525808e-13,4.231478596834019e-35,3.8422433769097325e-36,3.381437674473855e-18,2.330430802122893e-30,3.575659781272506e-33,4.6920140912010795e-30,6.872741358458517e-16,1.4157551672489206e-34,1.6160053115150609e-31,4.5802281657450165e-19,3.202810334264391e-35,2.1229899572888738e-31,1.7308572116890178e-31,2.6887037626705517e-38,3.6214542274217654e-39,5.279236966388198e-22,8.238885461455628e-52,2.5986370362616785e-31,7.372044818432844e-34,4.5748032713484493e-45,1.4508984203988174e-47,1.1924497429447107e-58,2.657714599335125e-47,1.7237856151102342e-62,9.1716845275348e-67,8.16652078005478e-71,3.4043132290548114e-65,2.5803332890649317e-56,9.268614928667004e-53,3.9571805466727275e-71,4.7493086987336786e-46,1.3320801480787195e-52,1.3067605811801726e-46,2.4176879556985135e-51,6.679577835443291e-62,5.9655422685765065e-21,9.928244314691909e-36,1.0879121162917084e-50,3.816494952606778e-46,2.618062958905361e-35,5.202200703873056e-41,1.1097220150107204e-53,7.498128365599867e-31,2.8657415391340984e-52,1.6907519810588315e-45,2.8453372122517655e-61,7.644217038410398e-56,4.5802281657756725e-19,2.91124129174174e-67,1.464178540505958e-50,8.368852133339218e-49,1.2450236050224227e-52,1.4866368061584845e-78,7.815727119338568e-65,8.271796570952159e-49,3.3298730961674626e-49,4.803713426207743e-48,4.318236302026823e-58,3.320705134636156e-58,5.56440143067823e-54,3.932270395879447e-46,1.387736392137408e-35,1.6344148224374832e-64,1.7156875234191275e-66,3.608170673259613e-63,2.3868479470892598e-34,9.396713373560143e-51,5.426616152463169e-66,4.552266648571617e-49,7.336548537961673e-91,1.0768752146310464e-50,3.2900335922551593e-68,1.0725281628326745e-66,9.09346415683906e-68
3.9078702557589135e-20,0.9104318408530566,1.9358262208506809e-22,3.9332427820578426e-23,6.4922061848783325e-31,1.1951870398849085e-20,0.0,0.0,6.774463779173106e-18,1.5337382537387367e-33,4.0011553668833393e-45,1.5925155603478342e-46,7.665590102384549e-46,1.7197890971628593e-57,3.047334936302525e-39,2.2940120265101248e-33,1.042169612422803e-30,1.3034240030194234e-45,5.430382667220148e-54,3.521501578987197e-51,1.05478795659886e-30,7.488168903088396e-48,1.0576868486613503e-21,2.970621235901192e-60,1.1871630018954847e-46,8.247238224011373e-48,1.2931171660999847e-32,1.8614576247844106e-32,5.31227179133164e-66,1.2693870837774405e-50,5.519869093556327e-60,1.5531036669186157e-52,5.89833691232599e-46,2.2769812406396326e-59,3.76,0.0,0.9810421327766173,0.9999999999997534,1.1819756949748155e-43,3.1800582333819853e-44,2.3831579059739358e-14,2.3831579059739342e-14,1.2267071814564209e-30,1.8402965741912594e-33,2.464857310393366e-13,1.6970121748670354e-34,1.540911442724871e-35,6.774657361738586e-18,9.346069827078146e-30,1.4339995045859082e-32,1.881707506027863e-29,1.3769429550918497e-15,5.677811432927699e-34,6.480904075215672e-31,9.176415314572655e-19,1.2844701932757141e-34,8.514139259058696e-31,6.941511563656761e-31,1.0782904640355062e-37,1.452365118718124e-38,1.0576868486697326e-21,6.611186715880451e-51,1.0421696784217704e-30,2.9565196949221016e-33,3.6709915142065747e-44,1.1642546079787566e-46,1.890363382044421e-57,2.1344436716232787e-46,2.7695527944159635e-61,1.4722584888235643e-65,1.310907446325214e-69,5.4646767007464024e-64,2.0705549606953056e-55,7.437479797621204e-52,6.352151160473297e-70,3.8110211296346486e-45,1.068910427365447e-51,1.0485930694807214e-45,1.940042323761e-50,1.0722201729216163e-60,1.1951870398582587e-20,3.9816700217650755e-35,8.729809590281897e-50,3.06249684498497e-45,1.0499603422474024e-34,2.0863151565374966e-40,8.910284106565058e-53,3.0070848365932665e-30,2.299577076992874e-51,1.356721984955929e-44,4.567396372751473e-60,6.197284112304065e-55,9.176415314695605e-19,4.673187031296733e-66,1.174911083679182e-49,6.715476818789505e-48,9.990530347557693e-52,4.783133625935914e-77,1.254597300982493e-63,6.637595808616866e-48,2.6720134521557482e-48,3.854677497157555e-47,6.931725609436986e-57,5.330467166137408e-57,4.465081714458047e-53,3.1553993468271e-45,5.565443612918821e-35,2.6272740921456765e-63,2.7540584495163737e-65,5.7919130196754015e-62,9.572327811648538e-34,7.54027069810255e-50,8.71092073900745e-65,3.652907319964307e-48,4.72859827285011e-89,8.641245404969406e-50,5.288632910418754e-67,1.721645243690457e-65,1.4617478047249093e-66
