Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H4F2(1),O2(2),H2O(3),CH4(4),CH2CHF(56),HF(38),C2H3F(137),C2H3F(136),O2(141),CH2CF(70),CH2CFO(79),C2H3F2(66),C2H3F2(64),CH2CF2(57),C2H2F2(59),CH2F(46),C2H2F(71),CHFO(47),C2H4F(62),S(289),C2H4F(63),C2H3F2(65),CF2CH(73),C2HF2(72),CH2F2(41),S(787),CF2(43),S(495),C2HF(58),CF2O(49),C2H2O(134),S(435),S(2464),S(1651),S(1682),CF3CHO(75),CF2CO(76),S(783),S(2674),CHO2(159),S(3132),S(537),S(1330),C2HF(1925),S(125),S(977),S(975),S(990),CHF2(82),S(499),C2H2O(450),CH3F(39),S(3133),C2H2F3(67),S(5616),CHFCF2(55),F(37),C2F(1924),C2H2F3(68),S(698),CHF3(42),S(5948),S(3043),S(706),S(2408),S(2271),S(529),S(1906),S(3064),S(517),S(139),S(1923),S(1777),CHO2(158),S(476),S(980),S(5430),CFO(51),S(7338),S(1061),CHFO2(175),S(11877),S(5944)
1.6544662362942586e-07,0.9260867086543639,7.865766341078455e-05,3.192384193101668e-06,1.6820235943798484e-05,0.00010182808054333386,0.0,0.0,2.6915790794129218e-05,1.9970483972973983e-08,2.248095943887978e-07,1.764646179747376e-08,8.626614057924061e-09,3.6684550485163884e-16,3.5573490743863865e-12,4.8919419565137576e-09,6.274068470513643e-06,1.4168374306800347e-07,3.4607614590205416e-11,1.322528772207972e-10,1.3994863236661196e-05,1.2303130869709082e-10,1.2126954616309437e-09,1.8535958995480022e-11,1.8841955405515526e-10,1.4659819831773066e-07,6.926324646051957e-08,3.702579596184087e-08,1.3919945139731141e-12,5.540792857321928e-13,1.2160938523749057e-10,2.995992795106536e-12,3.2237438438213524e-09,3.05514384071748e-10,3.76,0.0,0.8823418951962683,0.9973481128721061,7.4998954423150736e-06,4.221576743324706e-07,0.09572249110092565,0.0957551508919737,1.571367041732875e-07,6.274520461842899e-10,0.0026063577653207912,1.418935765785615e-06,6.557032211382293e-07,1.420684927968637e-05,1.1216608259582557e-06,5.9803498714718593e-05,0.00011112075280971972,0.0054857354835752895,1.2209296977834653e-06,8.335129126630155e-06,3.798972939973551e-07,2.830372422467835e-09,1.1344896017790255e-07,2.6234768375090326e-07,3.5341227546997766e-09,1.8168928902824546e-09,2.5068789461651633e-07,2.1948821137045298e-10,6.6235784438414885e-06,2.736965631993938e-10,5.702889265774532e-07,2.047185640499609e-09,7.2638612740329415e-12,1.069685575580051e-07,7.563373649519555e-12,5.2714198044784446e-14,2.1103708464774168e-18,2.0033041755008229e-13,1.206815068228201e-13,1.6649579995799243e-11,4.353073235843619e-19,1.827461713369085e-10,2.8781467983852505e-15,3.1796067796996754e-11,2.6472747084657603e-15,1.5142540471045194e-11,3.1338771664931727e-09,2.7338035789444643e-10,1.983422392966611e-13,1.2109629042850227e-09,2.128977109438328e-09,5.629766499348118e-14,3.935615645689238e-13,3.6218010535014516e-05,2.4951263233353433e-16,3.3916718625398354e-08,6.227611949395037e-13,9.008499453136068e-08,4.831330307342639e-07,5.3514843628695016e-12,1.7963883018265928e-09,6.95234013467652e-08,5.463848332725067e-11,4.205427182660082e-13,8.723527692989465e-13,8.664660513631911e-09,3.6972789823089624e-10,1.9219629073585633e-11,5.608600657694076e-13,1.3064342205057883e-12,1.3318059791499743e-12,5.499763835788742e-12,2.7991405311191857e-10,1.4872580383612043e-13,2.879484672075988e-16,1.7442821434943759e-16,5.671023139793748e-09,3.117705956725488e-10,2.3228899270446555e-14,1.3215172407992932e-09,2.0813362406159903e-16,5.873497946770726e-14,1.4570048508517837e-17,9.47797231959392e-17,1.699362289589016e-15
1.6956291537185101e-07,0.9264564586614732,8.189063376342213e-05,3.3591558987310172e-06,1.772195248258978e-05,0.00010832353053685671,0.0,0.0,2.7550519969282558e-05,2.0960258728208687e-08,2.4700066680482456e-07,1.9222814114819898e-08,9.084506140773044e-09,4.1937754698119894e-16,3.885692439179652e-12,5.247733256333484e-09,6.621090633884372e-06,1.557840538513769e-07,3.909873095619987e-11,1.4762582368989671e-10,1.4696095846043783e-05,1.3118329811271218e-10,1.2649794190081015e-09,2.0452549970945542e-11,1.9936093471994143e-10,1.616720880418482e-07,7.152738771430716e-08,3.9158332722683586e-08,1.5829759124067356e-12,6.198597382643086e-13,1.3257816451937846e-10,3.2288068348581584e-12,3.375127448884887e-09,3.276952994753956e-10,3.76,0.0,0.8800113023920966,0.9973463661079458,8.109978013664973e-06,4.543325408546785e-07,0.09797645501958582,0.09801092907362982,1.608565941404223e-07,6.424353218107825e-10,0.0026063532104263617,1.5399481035485957e-06,7.267771864982875e-07,1.4686512163764723e-05,1.1580051078615312e-06,6.310758852835992e-05,0.00011730704686214738,0.005613800270525666,1.320319479498191e-06,8.749942286033288e-06,3.9257643218605334e-07,2.96227708324285e-09,1.19297812786838e-07,2.7141791341317444e-07,3.969992040151881e-09,2.021930124235576e-09,2.6900339801255613e-07,2.504099541431852e-10,6.994427383402329e-06,2.82880031983996e-10,6.161403722070215e-07,2.2152474233045144e-09,7.706222283879601e-12,1.1751040793110216e-07,8.310783623918441e-12,6.022099071932728e-14,2.4093746000967385e-18,2.1436618041984034e-13,1.292702379668237e-13,1.7950505022581023e-11,4.967512612377809e-19,1.9597590308824306e-10,3.098672452360373e-15,3.2892887160298066e-11,2.8404603005769208e-15,1.6513578413793932e-11,3.2905004735562728e-09,2.8996106198215296e-10,2.1343613565073504e-13,1.2773961896892656e-09,2.267982646403932e-09,6.000242412181999e-14,4.2379557496072184e-13,3.794216802866234e-05,2.6926702715514095e-16,3.584529143822172e-08,6.581529952583695e-13,9.760863258205975e-08,4.941355159973321e-07,6.1673990168456664e-12,1.915542608110931e-09,7.441437735809465e-08,6.036136330690205e-11,4.905391909613793e-13,9.339145574013997e-13,9.48136294514141e-09,3.9623640727427383e-10,2.0495450446401308e-11,5.942183482661729e-13,1.3854894069229402e-12,1.5102673098692238e-12,5.676078620100436e-12,2.8847760379435355e-10,1.6597966773755852e-13,3.2083402549121944e-16,1.877607246873748e-16,5.986824122761306e-09,3.526995006493144e-10,2.629320796063049e-14,1.4574079925066966e-09,2.3747342749194096e-16,6.249991848715719e-14,1.5952848636440426e-17,1.0450283156602355e-16,1.9036242574401195e-15
1.7367920711427617e-07,0.926825295241408,8.518089330959582e-05,3.530898886742997e-06,1.8647804181182135e-05,0.00011506706280702896,0.0,0.0,2.8183937169194134e-05,2.1973131474159445e-08,2.709324986349177e-07,2.0912191943206905e-08,9.553463209281815e-09,4.784413735834059e-16,4.240071583070726e-12,5.622257197465773e-09,6.9795865261427645e-06,1.709151979217952e-07,4.4054998549424487e-11,1.6437333448329363e-10,1.5414392505816005e-05,1.396436811085713e-10,1.3191736757614494e-09,2.2530849098166245e-11,2.106894498196674e-10,1.7790069126674435e-07,7.380016830328138e-08,4.1371756548352305e-08,1.7953181068575658e-12,6.918225889491502e-13,1.4422414625710986e-10,3.4738876912998223e-12,3.5298279585130916e-09,3.5083491663424124e-10,3.76,0.0,0.8776864968114519,0.9973445793250667,8.753105899607272e-06,4.881706325684633e-07,0.10022443099364246,0.10026077963150375,1.6456660238147453e-07,6.573788000544452e-10,0.002606348551157697,1.6679468562548715e-06,8.035348858290611e-07,1.5172115719935836e-05,1.1947419021006166e-06,6.651810816986195e-05,0.0001236985826913121,0.005741472829564721,1.425292467166217e-06,9.174772168658677e-06,4.0552806463035003e-07,3.096703415307045e-09,1.2534458184790574e-07,2.8060429888283797e-07,4.44837606663062e-09,2.2448511226222417e-09,2.8830561230558814e-07,2.848416793798967e-10,7.377722836869704e-06,2.9217227881329175e-10,6.646064558662056e-07,2.393206379269671e-09,8.167366785403071e-12,1.2880594238137023e-07,9.111629803958014e-12,6.858796437490071e-14,2.7424672090540334e-18,2.289989933875511e-13,1.3824065626901819e-13,1.9320814839160623e-11,5.651741099097758e-19,2.098961142782342e-10,3.3315713693934105e-15,3.4003222475619906e-11,3.043829574022747e-15,1.797332412545009e-11,3.4523791865290343e-09,3.072164585883246e-10,2.2932997742168345e-13,1.3460463814975507e-09,2.4143367386776146e-09,6.390218617390604e-14,4.555969233640776e-13,3.9701718037841755e-05,2.901186458968326e-16,3.783541307291341e-08,6.946622611491301e-13,1.0556527635549486e-07,5.053707180875102e-07,7.08636320457078e-12,2.0394778929720347e-09,7.951596748116206e-08,6.653467504136941e-11,5.70282670631827e-13,9.981187562698462e-13,1.035171686205924e-08,4.2397121002603065e-10,2.1825597250534378e-11,6.295193461261981e-13,1.4692266761296291e-12,1.7080218912173997e-12,5.854196768632965e-12,2.971137490567148e-10,1.8486877246884828e-13,3.56720868073938e-16,2.0187589259498597e-16,6.313242567590582e-09,3.978917344600533e-10,2.967773234630156e-14,1.6036888067047822e-09,2.702031944504041e-16,6.645745922888862e-14,1.7439419416925057e-17,1.1496564910048207e-16,2.1274955095441074e-15
1.7779549885670132e-07,0.9271932214398072,8.852823404127043e-05,3.7076858007283664e-06,1.9597792442661572e-05,0.00012206210177504736,0.0,0.0,2.8816067973440942e-05,2.300904376340154e-08,2.967108813219679e-07,2.272043317915628e-08,1.0033591453164148e-08,5.447403385577684e-16,4.6222460077505185e-12,6.0160987032935535e-09,7.3497000694557565e-06,1.8712589226306687e-07,4.9513537523471065e-11,1.8258338880121655e-10,1.614975942318303e-05,1.4841548206654826e-10,1.3753150281664528e-09,2.478177770617576e-11,2.2241084628701794e-10,1.953455278468057e-07,7.608145762341488e-08,4.366799088117557e-08,2.0309002419536316e-12,7.704027485903483e-13,1.5657111044901276e-10,3.731617583270813e-12,3.687898296758903e-09,3.749496062393387e-10,3.76,0.0,0.8753674593526236,0.997342751713027,9.430208269462343e-06,5.237194942630909e-07,0.1024664329987044,0.10250471763569523,1.6826675197178963e-07,6.722825739920919e-10,0.0026063437853993915,1.8031450333542643e-06,8.862736035007489e-07,1.5663589476051273e-05,1.2318664196739645e-06,7.003621015656456e-05,0.0001302977965054726,0.005868754299142729,1.5360215298711135e-06,9.609628924240284e-06,4.187567944541885e-07,3.233627305359108e-09,1.31592328262338e-07,2.89905543824279e-07,4.972369926800371e-09,2.4867806777217404e-09,3.0863260155275924e-07,3.230895794126745e-10,7.773620027813075e-06,3.0157182314186463e-10,7.157810460565638e-07,2.58143969590968e-09,8.647929745932263e-12,1.4088876751376568e-07,9.968278387380727e-12,7.789071164504438e-14,3.112629027231841e-18,2.4423754504422537e-13,1.4760020058577134e-13,2.076260789635674e-11,6.411837116757779e-19,2.245279191802472e-10,3.5772431267548976e-15,3.512690002844648e-11,3.2576960963570234e-15,1.9525409334446e-11,3.6195760206744976e-09,3.2516317579014145e-10,2.460486356813467e-13,1.4169552894710618e-09,2.5684368232075994e-09,6.800722423892719e-14,4.890130838576995e-13,4.14963663503927e-05,3.121045181888605e-16,3.98874908968459e-08,7.322954541046882e-13,1.139691590515633e-07,5.168404476174031e-07,8.118878026460912e-12,2.16825844959692e-09,8.483138759848617e-08,7.318272484773284e-11,6.608765105859988e-13,1.0650040549812044e-12,1.127772984444922e-08,4.5295875390106475e-10,2.32111243946988e-11,6.668685646258904e-13,1.5579022079094349e-12,1.9266966178136503e-12,6.034093627746354e-12,3.058256548218082e-10,2.0551934465258558e-13,3.958233687171983e-16,2.168069262477195e-16,6.650432700696423e-09,4.476815609832051e-10,3.340758884729023e-14,1.7609012368859333e-09,3.0663370429960964e-16,7.061775990206373e-14,1.903595798186621e-17,1.2620632198852836e-16,2.3724229405108264e-15
1.8191179059912647e-07,0.9275602402881464,9.193245152121805e-05,3.889590049149837e-06,2.057191746579936e-05,0.0001293120288183198,0.0,0.0,2.9446937825236664e-05,2.4067937432618852e-08,3.244462042197179e-07,2.4653553018079485e-08,1.0525025555141896e-08,6.190421180035558e-16,5.034068023223203e-12,6.429852292868073e-09,7.731574046827813e-06,2.04465884511467e-07,5.551366158483977e-11,2.023475148034825e-10,1.690220408478887e-05,1.575016793064998e-10,1.4334412634086798e-09,2.7216815327637514e-11,2.3453084831043813e-10,2.1407021531351426e-07,7.837115106536483e-08,4.604899496041101e-08,2.291724303696606e-12,8.56055829967501e-13,1.6964314098313546e-10,4.002384460430568e-12,3.849393719855942e-09,4.000559283307077e-10,3.76,0.0,0.8730541710097682,0.9973408824518337,1.0142217036193907e-05,5.6102693772465e-07,0.10470247494277815,0.10474275811099511,1.7195706587509786e-07,6.871467362537171e-10,0.002606338911011079,1.9457557974038155e-06,9.752977980812786e-07,1.616086401082168e-05,1.2693739451955356e-06,7.366303305378822e-05,0.00013710709265218885,0.005995645815023609,1.6526800053284568e-06,1.0054523954537164e-05,4.3226716427363773e-07,3.3730255039321975e-09,1.3804407328370213e-07,2.993203742595757e-07,5.5452190685866314e-09,2.7488879502512435e-09,3.300234942785965e-07,3.654786792507337e-10,8.182272459247611e-06,3.1107720773467827e-10,7.697596360126647e-07,2.7803323124953096e-09,9.148568605090067e-12,1.537930038848862e-07,1.0883129788737158e-11,8.820949034508491e-14,3.523023333869137e-18,2.6009030025852724e-13,1.5735633527467055e-13,2.227800050542115e-11,7.254250652372925e-19,2.3989276478509243e-10,3.836093512703486e-15,3.626374920320502e-11,3.4823783404364443e-15,2.1173537169740065e-11,3.792152870624397e-09,3.4381808595481526e-10,2.636172301771246e-13,1.4901661875583328e-09,2.730704937740103e-09,7.23284321528878e-14,5.240921968923546e-13,4.3325821551275214e-05,3.352622305374874e-16,4.200191196772448e-08,7.710586506526751e-13,1.2283462455816624e-07,5.285465315727786e-07,9.27627720616617e-12,2.3019467603956425e-09,9.03637699459531e-08,8.033054804618683e-11,7.635211312178487e-13,1.1346080211531982e-12,1.2261422098350339e-08,4.832253205989069e-10,2.4653079206210712e-11,7.063751751422787e-13,1.6517811123025778e-12,2.1680204714524317e-12,6.215744971671756e-12,3.146165415832323e-10,2.280655873393084e-13,4.383681134538884e-16,2.325882814199816e-16,6.998550420594666e-09,5.024211750479674e-10,3.7509233829092043e-14,1.9296036208954685e-09,3.470972499407241e-16,7.499160867350708e-14,2.0748954653883883e-17,1.3826414937185555e-16,2.6399311747521684e-15
1.8602808234155162e-07,0.927926354803901,9.539334489852386e-05,4.0766857629132575e-06,2.1570178374203058e-05,0.00013682018288529218,0.0,0.0,3.007657203404179e-05,2.5149754623047417e-08,3.5425355285021706e-07,2.6717746739020722e-08,1.1027929629985703e-08,7.02183469729856e-16,5.4774859917936385e-12,6.864122133540185e-09,8.125350131519863e-06,2.22985943908059e-07,6.209697114425222e-11,2.2376085907261676e-10,1.7671735270797783e-05,1.669052103245044e-10,1.4935911723543895e-09,2.984801809424683e-11,2.470551582383415e-10,2.3414051225725784e-07,8.066916716087328e-08,4.851676387918625e-08,2.5799204983678043e-12,9.492586751805778e-13,1.8346463143097128e-10,4.286582009746169e-12,4.014371535490102e-09,4.2617064370648744e-10,3.76,0.0,0.8707466128719907,0.9973389707119064,1.0890066801868418e-05,6.001410311513282e-07,0.10693257066659459,0.1069749160371532,1.7563756694405513e-07,7.019713790247428e-10,0.002606333925827345,2.0959923917107046e-06,1.0709190195773862e-06,1.666387093866165e-05,1.3072598358374092e-06,7.739970168604988e-05,0.0001441288440761974,0.006122148510375111,1.7754416328213643e-06,1.0509469907971415e-05,4.460636573458855e-07,3.514875623217512e-09,1.4470279926550296e-07,3.088475382886705e-07,6.1703228530338995e-09,3.0323871741029785e-09,3.525185066572288e-07,4.1235349814217427e-10,8.603831939265501e-06,3.206869983087211e-10,8.266393466978991e-07,2.9902769967253884e-09,9.669963722010122e-12,1.6755326671858832e-07,1.185861719123722e-11,9.962938589542658e-14,3.977002658919589e-18,2.765655040302685e-13,1.6751656105823243e-13,2.386912655196849e-11,8.185816041789884e-19,2.5601243243778217e-10,4.10853462306197e-15,3.741360244055443e-11,3.718199711692959e-15,2.2921482292018615e-11,3.970170822177922e-09,3.631983085142347e-10,2.82061127211404e-13,1.5657238975048408e-09,2.9015889654001664e-09,7.687735551928385e-14,5.608830691962986e-13,4.518979501888299e-05,3.596299336462467e-16,4.4179043413336506e-08,8.109575502272777e-13,1.3217612265427397e-07,5.404908123689148e-07,1.0570775764467601e-11,2.440603504703094e-09,9.611616315898042e-08,8.800391256593528e-11,8.795201466084498e-13,1.206967103661124e-12,1.3304825178419445e-08,5.147970211988317e-10,2.6152501290411857e-11,7.481520480539832e-13,1.7511375104072873e-12,2.433828956095877e-12,6.399126996388686e-12,3.234896827297348e-10,2.526500821849989e-13,4.845945412920362e-16,2.4925570766271436e-16,7.357753550401838e-09,5.624812238326183e-10,4.201050160264706e-14,2.110371379625632e-09,3.919486697574995e-16,7.959045521866744e-14,2.258520268260738e-17,1.5117960288446028e-16,2.931625381435931e-15
1.9014437408397677e-07,0.9282915679907028,9.89107169193169e-05,4.269047756163531e-06,2.25925733339933e-05,0.0001445898611053742,0.0,0.0,3.070499577815621e-05,2.6254437800573715e-08,3.8625280551802425e-07,2.891939250228145e-08,1.1542498147181232e-08,7.950752548525975e-16,5.954547629879324e-12,7.31952208496509e-09,8.531168915818736e-06,2.4273785228596283e-07,6.93074493336923e-11,2.4692225650103516e-10,1.8458363068317125e-05,1.7662897673350605e-10,1.5558045609457625e-09,3.2688037357084135e-11,2.5998945747164286e-10,2.5562436198688963e-07,8.297544503327192e-08,5.107332862542141e-08,2.897752754465698e-12,1.050509884955812e-12,1.9806029095447317e-10,4.584609659670818e-12,4.182890847406018e-09,4.533107233640357e-10,3.76,0.0,0.868444766122438,0.9973370156540465,1.1674694807411111e-05,6.411100888406933e-07,0.10915673394393119,0.10920120634914288,1.7930827792077583e-07,7.167565940482328e-10,0.002606328827657656,2.2540680717855172e-06,1.1734558240141604e-06,1.7172542894468575e-05,1.3455195202681951e-06,8.124732734512521e-05,0.00015136539277033336,0.006248263515856849,1.9044804891461833e-06,1.097448067431548e-05,4.6015069870120277e-07,3.6591561348258117e-09,1.5157145039829445e-07,3.184858058088208e-07,6.8512380864406646e-09,3.3385383518364735e-09,3.7615896599573223e-07,4.6407871366826473e-10,9.038448606340112e-06,3.3039978317477654e-10,8.865189298099038e-07,3.2116744235641936e-09,1.021281882445387e-11,1.822046467213776e-07,1.2897205108843025e-11,1.1224047414715957e-13,4.4781151227218466e-18,2.9367118572320274e-13,1.78088426396449e-13,2.553813721896713e-11,9.213764778156647e-19,2.7290903914659167e-10,4.394984940272281e-15,3.857629519480657e-11,3.9654885697436864e-15,2.4773091025201317e-11,4.153690163922211e-09,3.833212126760062e-10,3.014059377053189e-13,1.643674874049973e-09,3.0815639151523402e-09,8.166622359851764e-14,5.994351730063287e-13,4.708800092136829e-05,3.85246350125652e-16,4.641923280711812e-08,8.519974829397813e-13,1.4200820428706292e-07,5.526751469362964e-07,1.2015520603090518e-11,2.58428756769305e-09,1.0209153239225701e-07,9.622932234807885e-11,1.0102867224766385e-12,1.2821166362936212e-12,1.4409980730593234e-08,5.476997916234166e-10,2.771042240242825e-11,7.923157847765916e-13,1.8562546133821765e-12,2.7260686485510784e-12,6.584216313517674e-12,3.324484031889692e-10,2.794242049151895e-13,5.347556217926887e-16,2.668462954533567e-16,7.728202100706096e-09,6.282513292126837e-10,4.694064242963463e-14,2.303797323726045e-09,4.4156640942189724e-16,8.442644315062075e-14,2.4551808139205823e-17,1.6499434673584102e-16,3.2491941508383405e-15
1.9426066582640192e-07,0.9286558828384992,0.00010248437393303166,4.466751489915009e-06,2.3639099660926178e-05,0.00015262431939363637,0.0,0.0,3.133223410729353e-05,2.738192977549575e-08,4.205687282626611e-07,3.126505415712155e-08,1.2068956841076752e-08,8.987077307691076e-16,6.467403367266059e-12,7.796675735829222e-09,8.94916993916625e-06,2.637743950992593e-07,7.719156095116915e-11,2.7193430060037104e-10,1.9262098884198843e-05,1.8667584892364854e-10,1.6201222605671472e-09,3.5750138529253053e-11,2.733394073446628e-10,2.7859193644582535e-07,8.528994211941564e-08,5.372075610851958e-08,3.247624347931096e-12,1.1603303499113503e-12,2.1345515030892852e-10,4.896872581717582e-12,4.355012323538242e-09,4.814933561680897e-10,3.76,0.0,0.8661486120374032,0.9973350164294091,1.2497040886291026e-05,6.839826611421617e-07,0.11137497848192966,0.11142164393742389,1.8296922143735846e-07,7.315024726270777e-10,0.002606323614286275,2.42019604043844e-06,1.2832336855598083e-06,1.7686813518339464e-05,1.3841484975875908e-06,8.520700799493632e-05,0.00015881905021946009,0.0063739919597062015,2.0399709274706878e-06,1.1449571379429968e-05,4.7453265625731463e-07,3.805846367502348e-09,1.586529334365006e-07,3.282339682333815e-07,7.591682525717172e-09,3.6686479409954797e-09,4.0098733449956225e-07,5.210398279117278e-10,9.486270954300775e-06,3.4021417287940085e-10,9.494987707917577e-07,3.444933256247074e-09,1.0777861459678808e-11,1.977826910285727e-07,1.4001387960893114e-11,1.261379844907142e-13,5.03011078569422e-18,3.1141516366991574e-13,1.8907953932505936e-13,2.7287200718693865e-11,1.0345738343358927e-18,2.906050386077107e-10,4.695869397733788e-15,3.975166589147692e-11,4.224578245274124e-15,2.673228148826015e-11,4.342770398673556e-09,4.042044200733031e-10,3.2167751544668985e-13,1.724067291719681e-09,3.271133238414636e-09,8.670798207121974e-14,6.397986449008218e-13,4.902015621297213e-05,4.1215078249685837e-16,4.872280853922547e-08,8.941834172419223e-13,1.5234551692312845e-07,5.651014058522636e-07,1.3624643037222086e-11,2.733056050421539e-09,1.0829275950871108e-07,1.0503402055368828e-10,1.1573501675955853e-12,1.3600908422887354e-12,1.5578939255367427e-08,5.81959388453694e-10,2.9327866330693276e-11,8.389867491870708e-13,1.9674247995650937e-12,3.046801865804246e-12,6.7709899441658555e-12,3.4149607831774456e-10,3.085485541237885e-13,5.891185714027675e-16,2.853985244076788e-16,8.110058543149549e-09,7.00140610878084e-10,5.2330360519152676e-14,2.5104919683311656e-09,4.963536127134584e-16,8.951244333321568e-14,2.6656199969542156e-17,1.797512583425914e-16,3.594412432593862e-15
1.9837695756882707e-07,0.9290193023237063,0.00010611412589451756,4.669873038187976e-06,2.470975391778448e-05,0.00016092677304997368,0.0,0.0,3.19583119451368e-05,2.8532173721954675e-08,4.573310681342461e-07,3.376148405724452e-08,1.2607563611855618e-08,1.0141561249838783e-15,7.0183097634047555e-12,8.296216434293957e-09,9.379491715657798e-06,2.861493524991786e-07,8.579835439599184e-11,2.989034142304923e-10,2.0082955457254176e-05,1.9704867045869654e-10,1.6865861375980528e-09,3.904822014821781e-11,2.871106499946193e-10,3.0311568036404606e-07,8.761263213389718e-08,5.646114917342159e-08,3.6320836509135403e-12,1.2792637837864838e-12,2.296745679265833e-10,5.223781689339681e-12,4.530797985874405e-09,5.107359549267263e-10,3.76,0.0,0.8638581319854457,0.9973329721794787,1.3358047421796299e-05,7.288075246679666e-07,0.11358731792140937,0.11363624364820192,1.8662042001640422e-07,7.462091056261479e-10,0.0026063182834721896,2.5945893863557987e-06,1.4005849063928559e-06,1.820661744020418e-05,1.4231423362553055e-06,8.927982847325813e-05,0.00016649209783739207,0.0064993349678220845,2.1820875190077923e-06,1.1934758380052506e-05,4.892138419159674e-07,3.954926504806303e-09,1.659501184143837e-07,3.380908382089842e-07,8.395538355987728e-09,4.02406953131569e-09,4.2704723330143126e-07,5.8364383525408e-10,9.94744585697738e-06,3.501287998466178e-10,1.0156808918454072e-06,3.6904702294565162e-09,1.1365843446800861e-11,2.1432338430965579e-07,1.5173688661287396e-11,1.4142246313234747e-13,5.636948003869015e-18,3.298050501405332e-13,2.0049757976296485e-13,2.911850203355366e-11,1.1589801048459133e-18,3.0912322199108917e-10,5.0116194319205245e-15,4.0939555884801786e-11,4.495807052909837e-15,2.8803043727339905e-11,4.537470254739039e-09,4.2586580735592177e-10,3.429019555127957e-13,1.8069511332233162e-09,3.4708301820925247e-09,9.201632668033418e-14,6.820242846783043e-13,5.0985980630354684e-05,4.403831222763635e-16,5.1090080182974246e-08,9.375199674799205e-13,1.6320279997361842e-07,5.777714725076284e-07,1.5413313315218994e-11,2.8869642809227905e-09,1.1472264333348435e-07,1.1444599258530752e-10,1.322362760670123e-12,1.4409228396934008e-12,1.6813758892227287e-08,6.176013850796542e-10,3.1005848791679907e-11,8.882890983390226e-13,2.084949689806378e-12,3.3982114499564413e-12,6.959425312781308e-12,3.506361329831599e-10,3.4019339344510264e-13,6.47965610455571e-16,3.0495231260460634e-16,8.503488095069299e-09,7.785782100461995e-10,5.821185200241878e-14,2.7310838558022113e-09,5.5673924043258e-16,9.486208808536908e-14,2.890614020635819e-17,1.9549444949956341e-16,3.9691445363146545e-15
2.0249324931125222e-07,0.929381829409362,0.00010979978636227384,4.878489056384745e-06,2.5804532002763863e-05,0.00016950039735246191,0.0,0.0,3.2583254091875175e-05,2.9705113197044834e-08,4.966746447804424e-07,3.641562588227104e-08,1.3158609420166453e-08,1.1425864994363781e-15,7.60963298039985e-12,8.818787312794942e-09,9.822271760919114e-06,3.0991749046223775e-07,9.517956665834123e-11,3.2793992074531285e-10,2.092094686991262e-05,2.077502622239021e-10,1.7552391022647768e-09,4.2596833155378525e-11,3.013088092198712e-10,3.292703556259014e-07,8.994350324995562e-08,5.929664660343069e-08,4.0538300043454826e-12,1.4078772586432535e-12,2.4674423606826733e-10,5.565753634555394e-12,4.710311020291502e-09,5.41056161040705e-10,3.76,0.0,0.8615733074265207,0.9973308820360475,1.425865930759097e-05,7.756336727561313e-07,0.11579376583717646,0.11584502028368616,1.9026189607152826e-07,7.608765834744204e-10,0.0026063128329490725,2.777461026000576e-06,1.525848524498302e-06,1.873189026435477e-05,1.4624966730126482e-06,9.346686069023453e-05,0.0001743867873967924,0.006624293663846576,2.3310049974101613e-06,1.2430059258637752e-05,5.041985126413584e-07,4.106377582761649e-09,1.7346583935048148e-07,3.4805524933040826e-07,9.266855639535706e-09,4.406204512885715e-09,4.543834667355102e-07,6.523198913727382e-10,1.042211859251356e-05,3.601423180188542e-10,1.085168954944099e-06,3.948710234670755e-09,1.1977541330534845e-11,2.3186313005857462e-07,1.6416657224046566e-11,1.5819993642709122e-13,6.3027997855604705e-18,3.488482566730145e-13,2.1235031231464157e-13,3.103424266566715e-11,1.295445287169528e-18,3.284867185182861e-10,5.342673024329221e-15,4.2139809415114615e-11,4.779518300532749e-15,3.09894398481462e-11,4.737847696998165e-09,4.4832350872485324e-10,3.6510559286138424e-13,1.8923782794632117e-09,3.681219178296675e-09,9.760573775687395e-14,7.261635538118856e-13,5.298519668892069e-05,4.699838594720297e-16,5.352133885662756e-08,9.820114013393716e-13,1.745948802930249e-07,5.906872422928962e-07,1.7397797163780964e-11,3.046065826286894e-09,1.213838999688697e-07,1.2449396893013137e-10,1.5071068145700312e-12,1.5246446474915089e-12,1.811650422570032e-08,6.546511681706293e-10,3.274537733529115e-11,9.403508123421462e-13,2.209140221150961e-12,3.782605671685056e-12,7.149500241025258e-12,3.5987204079537356e-10,3.7453910712942757e-13,7.115947627958589e-16,3.2554906705362296e-16,8.908659015550777e-09,8.640138136057959e-10,6.46188428734209e-14,2.9662198864797144e-09,6.231792190821767e-16,1.0048980628016343e-13,3.130973434086327e-17,2.1226928808807056e-16,4.375347195031619e-15
