Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H4F2(1),O2(2),H2O(3),CH4(4),CH2CHF(56),HF(38),C2H3F(137),C2H3F(136),O2(141),CH2CF(70),CH2CFO(79),C2H3F2(66),C2H3F2(64),CH2CF2(57),C2H2F2(59),CH2F(46)
4.1088468977876283e-10,0.937247874691169,2.824632906048654e-09,1.6362238646424243e-12,8.135284964834518e-13,9.323546785295492e-12,0.0,0.0,1.0455197471023672e-07,2.2719002377812736e-13,1.3145804588661175e-18,1.304261471776527e-21,9.827344674131377e-20,8.676298445081167e-31,1.6411615271485083e-22,4.208254803587705e-18,2.031107572167566e-21,7.761611776400752e-20,5.56480778533605e-23,8.29004079349024e-21,1.929577109452411e-10,8.652080374282388e-18,1.4289568332897691e-21,1.6316309578482737e-37,1.0759589717572726e-27,1.2799881617549326e-22,2.977217520649364e-16,2.470461942650839e-27,2.7452484901528244e-46,7.44847941702031e-36,8.88435617174607e-28,8.876875733590445e-27,6.229354587063875e-20,4.703898504870764e-36,3.76,0.0,1.0055135202318288,0.998116587753744,7.325202913984606e-16,2.6430896976758956e-25,0.0003598577691369622,0.00035985834286653574,1.874111530470873e-10,3.68957155902977e-13,0.001883307692826998,2.9495179570211676e-14,3.92771191182232e-15,1.0072911407366174e-07,1.0127582044646134e-09,1.1269046309203616e-10,2.7146188784949398e-09,2.1690991168856582e-05
4.3398766317976575e-10,0.9372512620262414,3.152387108639243e-09,1.8239863656630325e-12,9.575861444752138e-13,1.0989416805981004e-11,0.0,0.0,1.1042421022482089e-07,2.5344189757890643e-13,1.5633662692160452e-18,1.6248375786330581e-21,1.2230541422402518e-19,1.0465179146964461e-30,1.840721265225831e-22,4.965126354472738e-18,2.538606425527978e-21,9.660493789247112e-20,6.762855551949955e-23,9.77432749155185e-21,2.1526577402592782e-10,1.0194162842581559e-17,1.7796385082094633e-21,2.529686759905817e-37,1.4179574514685318e-27,1.6830889386194907e-22,3.508601982653824e-16,3.2542834127948195e-27,4.4338595322832386e-46,1.035788474119784e-35,1.167720916000993e-27,1.1638667062878335e-26,7.755511903639923e-20,7.28082054046541e-36,3.76,0.0,1.0054926747174016,0.9980559913479584,9.101811068182295e-16,3.486862560326959e-25,0.0003800876715914985,0.00038008830979995375,2.0722848136276328e-10,4.1031470567809224e-13,0.001943898226184437,3.2956112813711026e-14,4.425957763395519e-15,1.0616623719734003e-07,1.1213915025611793e-09,1.3204073108905293e-10,3.0241476338277946e-09,2.2910381501259226e-05
4.570906365807687e-10,0.9372546492942596,3.4982118858191595e-09,2.0274452647399917e-12,1.1177642380381318e-12,1.2843076128001744e-11,0.0,0.0,1.1629592689119667e-07,2.8112726166305445e-13,1.8428433826636325e-18,2.0013661723353415e-21,1.5049649417218848e-19,1.2522240987537155e-30,2.0526872291354538e-22,5.808455281660538e-18,3.1370477220627605e-21,1.1888250321059045e-19,8.132752796941843e-23,1.1427087092651459e-20,2.3879369912716543e-10,1.1909269956389612e-17,2.1913656883735298e-21,3.8346968313787016e-37,1.8423233000139276e-27,2.1819599679456665e-22,4.099777023460178e-16,4.226354381141578e-27,6.990877704680791e-46,1.4160292662710046e-35,1.5131806494306434e-27,1.504485784730629e-26,9.546609281926045e-20,1.1016604089313566e-35,3.76,0.0,1.0054718296353056,0.9979986494999117,1.1183913242539699e-15,4.535136156281203e-25,0.0004003171526242623,0.0004003178585621932,2.278543799519515e-10,4.537264688137493e-13,0.002001234202304526,3.66173365592062e-14,4.956931995442758e-15,1.1158016691221497e-07,1.2346712991354385e-09,1.5340399561059828e-10,3.3499099110641553e-09,2.4129746553698346e-05
4.801936099817717e-10,0.9372580364952279,3.862110296081138e-09,2.2474321337518696e-12,1.2949256333716348e-12,1.489459522585282e-11,0.0,0.0,1.2216714341019577e-07,3.1024592688692175e-13,2.1549763611192346e-18,2.440061237025502e-21,1.8330090868913304e-19,1.4875947739638836e-30,2.2771919091819207e-22,6.743072464842483e-18,3.83704245912002e-21,1.4480851208356648e-19,9.687756682352629e-23,1.3257675306164993e-20,2.635414693808043e-10,1.3806577962052507e-17,2.6708816403333102e-21,5.697292892638819e-37,2.3632618465886847e-27,2.7927562550918442e-22,4.753940530276772e-16,5.418985258896532e-27,1.0790226992251838e-45,1.9063718528397663e-35,1.9359271845051645e-27,1.9200933300515698e-26,1.1631759509744955e-19,1.6335005931255202e-35,3.76,0.0,1.005450984985504,0.9979443874134736,1.3604767186836881e-15,5.823536347089722e-25,0.00042054621226724783,0.00042054698916194755,2.49265599532004e-10,4.991720392464202e-13,0.00205549041729822,4.0480548984111026e-14,5.5209204647232965e-15,1.1697103439503934e-07,1.3524811270141372e-09,1.76863486208378e-10,3.6918365097336424e-09,2.5349086326670378e-05
5.032965833827746e-10,0.9372614236291497,4.244083697382947e-09,2.4847777286744346e-12,1.4899339527083993e-12,1.7154045146166545e-11,0.0,0.0,1.28037877480078e-07,3.407977085538067e-13,2.5017465415952658e-18,2.9474750168409958e-21,2.2119642859674276e-19,1.7556897475709805e-30,2.514364908475256e-22,7.773831881569076e-18,4.649857383158748e-21,1.74761393492696e-19,1.144129780456103e-22,1.5275509624659485e-20,2.895090679201601e-10,1.5895259619096124e-17,3.225290890138947e-21,8.311481681161856e-37,2.9965629733042026e-27,3.5333608489850237e-22,5.474291906782285e-16,6.868055796471221e-27,1.6333562036731247e-45,2.531072313873538e-35,2.4482509750151734e-27,2.422300953919771e-26,1.404161252848704e-19,2.3779682717974368e-35,3.76,0.0,1.0054301407679593,0.9978930396764957,1.6399365473160025e-15,7.3917369569541305e-25,0.00044077485055178103,0.00044077570160790976,2.7143955840270565e-10,5.466311780522238e-13,0.002106832283294672,4.454753031759493e-14,6.118183434217908e-15,1.2233896915975135e-07,1.4747068830854812e-09,2.0250034136245266e-10,4.049858619365669e-09,2.656840082067169e-05
5.263995567837776e-10,0.937264810696028,4.644131785485622e-09,2.740311918033436e-12,1.7036535121962629e-12,1.9631496577361112e-11,0.0,0.0,1.3390814584960624e-07,3.727824261789046e-13,2.8851506177363605e-18,3.5304996319765134e-21,2.646843754413165e-19,2.0597923155073515e-30,2.764333011520345e-22,8.90561058410758e-18,5.587425524704658e-21,2.0913831674190424e-19,1.3406970332648146e-22,1.7490072576878645e-20,3.166964778799739e-10,1.818448420157265e-17,3.862060366556616e-21,1.1925513902272914e-36,3.759693168140419e-27,4.423474090442346e-22,6.2640320696780465e-16,8.613216362558295e-27,2.429144420273234e-45,3.318222449576205e-35,3.063679731062766e-27,3.0238286170306485e-26,1.6808358317257908e-19,3.404323626116148e-35,3.76,0.0,1.0054092969826363,0.9978444497638892,1.9604436925790566e-15,9.283706522364854e-25,0.000461003067508538,0.0004610039959087719,2.9435432344640086e-10,5.960838131631965e-13,0.002155416325365952,4.882014276734699e-14,6.748957675208988e-15,1.2768409911867766e-07,1.601236781855663e-09,2.3039365068000165e-10,4.423907814649766e-09,2.7787690036198642e-05
5.495025301847806e-10,0.9372681976958657,5.062252632811587e-09,3.0148636107436524e-12,1.936949249484075e-12,2.2337018901608445e-11,0.0,0.0,1.397779643734997e-07,4.0619990324374e-13,3.3071991361177675e-18,4.196368686906184e-21,3.1428962335779092e-19,2.403419285178366e-30,3.027220254168613e-22,1.0143308680478814e-17,6.662356664136035e-21,2.483552010191526e-19,1.5598518039890154e-22,1.991091496847335e-20,3.451036823963726e-10,2.0683417499288924e-17,4.58902054300442e-21,1.685126949835991e-36,4.671885861567415e-27,5.484702179386085e-22,7.126363445851216e-16,1.0698086096796544e-26,3.5538825996429853e-45,4.3001052398897335e-35,3.797037308491307e-27,3.7385503658075223e-26,1.996572975456367e-19,4.799232612882493e-35,3.76,0.0,1.0053884536294988,0.9977984695184396,2.325844820389212e-15,1.1547949250922352e-24,0.000481230863167565,0.0004812318720732253,3.179885906768616e-10,6.475100391250439e-13,0.00220139070070906,5.33003304554872e-14,7.41345874418975e-15,1.3300655064633143e-07,1.731961308269654e-09,2.6062049773719995e-10,4.813916050454793e-09,2.900695397374751e-05
5.726055035857836e-10,0.9372715846286656,5.498442723957102e-09,3.309260688582854e-12,2.1906866543586593e-12,2.5280679354469307e-11,0.0,0.0,1.4564734805303665e-07,4.410499670162953e-13,3.7699155905443134e-18,4.952658894756676e-21,3.705606018313665e-19,2.7903309996982127e-30,3.3031479849336244e-22,1.1491849295283655e-17,7.887947950532217e-21,2.928467256963336e-19,1.8029840758145644e-22,2.2547659124849988e-20,3.747306646068342e-10,2.340122181909092e-17,5.414366572446161e-21,2.3480803154902262e-36,5.754238403509998e-27,6.740647418679178e-22,8.064489966442292e-16,1.3170462578077886e-26,5.122241811822662e-45,5.513663934857046e-35,4.664502887131638e-27,4.58153675389757e-26,2.35490055551522e-19,6.671138217896612e-35,3.76,0.0,1.0053676107085143,0.9977549587706098,2.740160460424495e-15,1.4237769260896245e-24,0.0005014582375582947,0.0005014593301099606,3.423216685690753e-10,7.008901166335862e-13,0.002244895578845745,5.799011931208154e-14,8.111882324628447e-15,1.3830644862695087e-07,1.8667731752859108e-09,2.932559987679799e-10,5.219815657765188e-09,3.0226192633814568e-05
5.957084769867865e-10,0.9372749714944297,5.952696994141624e-09,3.6243299352507866e-12,2.4657316974817213e-12,2.84725420891913e-11,0.0,0.0,1.515163110895585e-07,4.773324483140877e-13,4.275335029679874e-18,5.80729168071192e-21,4.340692975336344e-19,3.224541310059359e-30,3.592234933854555e-22,1.2956178549981608e-17,9.278194337821328e-21,3.430663398440382e-19,2.0714979985553362e-22,2.541000211583208e-20,4.0557740765014847e-10,2.634705598600411e-17,6.3466594259036135e-21,3.229713439025712e-36,7.029802453074938e-27,8.21699652620576e-22,9.081617063864669e-16,1.6082519816965964e-26,7.28058899272973e-45,7.000861735422307e-35,5.683669642248075e-27,5.56910012633819e-26,2.759501311843985e-19,9.153105729862824e-35,3.76,0.0,1.0053467682196489,0.9977137848376241,3.2075851587198032e-15,1.7411511919841624e-24,0.0005216851907095661,0.0005216863700276682,3.6733345894415887e-10,7.562044722706911e-13,0.0022860636425363996,6.289161700902121e-14,8.844406464699964e-15,1.4358391651615497e-07,2.0055672772985237e-09,3.283733449845041e-10,5.641539338826003e-09,3.144540601689605e-05
6.188114503877895e-10,0.937278358293161,6.4250088632014866e-09,3.960896971442935e-12,2.762950763027937e-12,3.192266738378231e-11,0.0,0.0,1.573848669194698e-07,5.150471813490897e-13,4.825503359337482e-18,6.7685348058298446e-21,5.054112571893852e-19,3.7103275633694306e-30,3.8945972701591296e-22,1.4541265515551295e-17,1.0847799253600451e-20,3.994862726101491e-19,2.36681322029498e-22,2.850771898875567e-20,4.3764389466638496e-10,2.953007534454848e-17,7.39482701877621e-21,4.3895468542231064e-36,8.52368379599426e-27,9.941611494718883e-22,1.0180951664620466e-15,1.94910226557814e-26,1.0216180998189908e-44,8.809202730020502e-35,6.873603960150729e-27,6.718835563135959e-26,3.2142131471340313e-19,1.240837244746112e-34,3.76,0.0,1.00532592616287,0.997674822195713,3.732487523807027e-15,2.1132838246084313e-24,0.0005419117226496383,0.000541912991835037,3.930044414709698e-10,8.134336979539423e-13,0.0023250204155364886,6.800701283413593e-14,9.611192601704161e-15,1.4883907638233358e-07,2.1482406497757578e-09,3.66043839444532e-10,6.079020163430597e-09,3.266459412348811e-05
6.419144237887925e-10,0.9372817450248606,6.915370270900206e-09,4.319786189243623e-12,3.083210581467452e-12,3.564111080371172e-11,0.0,0.0,1.6325302825614934e-07,5.54194003542092e-13,5.4224763724576515e-18,7.845003971393511e-21,5.8520558965346505e-19,4.252240514942853e-30,4.2103486635829176e-22,1.6252102175329953e-17,1.2612185156365804e-20,4.625975429258253e-19,2.690364903238097e-22,3.185066597777861e-20,4.709301087968584e-10,3.295943175998738e-17,8.568165332283659e-21,5.900384765572853e-36,1.0263138901386864e-26,1.1944619348187303e-21,1.1365702183659811e-15,2.3457535121218756e-26,1.4166866458542963e-44,1.0992202732278734e-34,8.254904279328433e-27,8.049663122169291e-26,3.7230294134863386e-19,1.6635679748217927e-34,3.76,0.0,1.0053050845381464,0.9976379520876955,4.31941030747694e-15,2.5470988227416234e-24,0.0005621378334062094,0.0005621391955407559,4.1931565697633573e-10,8.725585504911755e-13,0.0023618846550133537,7.333857758424622e-14,1.0412387109181725e-14,1.540720489555851e-07,2.2946924269452757e-09,4.0633693560916316e-10,6.532191564790638e-09,3.3883756954086916e-05
6.650173971897955e-10,0.9372851316895304,7.423771712199044e-09,4.701820686168457e-12,3.427378161904607e-12,3.963792236707221e-11,0.0,0.0,1.6912080713065638e-07,5.947727553424009e-13,6.06831884919575e-18,9.045664429966625e-21,6.740949682579616e-19,4.8551142667164594e-30,4.539600345334714e-22,1.809370338707356e-17,1.4587504105953962e-20,5.329099694386451e-19,3.0436039579241295e-22,3.54487837206873e-20,5.054360331840947e-10,3.664427361955702e-17,9.87633953970133e-21,7.850283161482372e-36,1.2277671592490368e-26,1.4258501985116485e-21,1.2639078518617163e-15,2.804862910130972e-26,1.943018092917878e-44,1.3609859282469567e-34,9.849759987187158e-27,9.581870014825084e-26,4.290099201421645e-19,2.2074371157253775e-34,3.76,0.0,1.0052842433454467,0.9976030621418461,4.9730704839767725e-15,3.0501044359843628e-24,0.0005823635230064318,0.000582364981153513,4.4624869087124167e-10,9.335599511202989e-13,0.002396768732679252,7.888866345813197e-14,1.1248122764461286e-14,1.5928295367534617e-07,2.4448237996221904e-09,4.493202757926532e-10,7.000987335476304e-09,3.5102894509188567e-05
6.881203705907984e-10,0.9372885182871721,7.950202271881858e-09,5.1078222018644154e-12,3.796320727108344e-12,4.392314572665621e-11,0.0,0.0,1.7498821493214532e-07,6.367832800488488e-13,6.765103651331152e-18,1.0379832576244815e-20,7.727456325229176e-19,5.5240760831168224e-30,4.882461168029435e-22,2.0071106844423643e-17,1.679064828991663e-20,6.109521798882357e-19,3.427996860666121e-22,3.9312100439513566e-20,5.411616509717971e-10,4.059374583367308e-17,1.1329385116058122e-20,1.0345115329057138e-35,1.4599130234866532e-26,1.6918185753756185e-21,1.4004292043941804e-15,3.333609329435465e-26,2.63765620892292e-44,1.6729140981961882e-34,1.1682010005198923e-26,1.1337152170266923e-25,4.919727622168406e-19,2.901090799725635e-34,3.76,0.0,1.0052634025847411,0.9975700459935183,5.698359319777985e-15,3.630419766249978e-24,0.0006025887914769286,0.0006025903486819959,4.737856568911341e-10,9.964189850431849e-13,0.0024297790131688904,8.465970394326604e-14,1.211852031079178e-14,1.6447190873766384e-07,2.5985379737470002e-09,4.950597289515519e-10,7.485341623390583e-09,3.6322006789289165e-05
7.164407111346714e-10,0.9372926695920395,8.620095175258863e-09,5.639411593710205e-12,4.2836535264011085e-12,4.958429235650388e-11,0.0,0.0,1.8218017472225012e-07,6.902341479373038e-13,7.691794279048667e-18,1.2211648007680243e-20,9.080053322550021e-19,6.442262361674421e-30,5.321472891204049e-22,2.2687762291076772e-17,1.982808454799201e-20,7.179687009988694e-19,3.9438765583525966e-22,4.4424522233057626e-20,5.866191575323106e-10,4.58095618831139e-17,1.3323510781574867e-20,1.4334024347505193e-35,1.7914084985211431e-26,2.0705436635461822e-21,1.580781480332957e-15,4.088139468659125e-26,3.786557149283005e-44,2.1347113766013265e-34,1.4289525366326894e-26,1.3827235820855131e-25,5.783448647036006e-19,4.006165640289204e-34,3.76,0.0,1.0052378559239066,0.9975319828842515,6.6926053472109426e-15,4.46015969025614e-24,0.0006273809776769399,0.0006273826604395853,5.083397916283803e-10,1.0759803118063669e-12,0.0024678349299120843,9.203915621811325e-14,1.323292802250515e-14,1.7080291739473418e-07,2.7917144622120663e-09,5.549825203834199e-10,8.100207708263713e-09,3.781639791072864e-05
7.447610516785443e-10,0.9372968207961896,9.317035794928261e-09,6.209755861077702e-12,4.811115983333556e-12,5.5712376352261354e-11,0.0,0.0,1.8937161175558153e-07,7.458359763095611e-13,8.702006624404806e-18,1.4277169525402524e-20,1.0602899273904985e-18,7.478582523315413e-30,5.7812860739044155e-22,2.5525456221492028e-17,2.326848614404052e-20,8.3847128822805385e-19,4.511569212163062e-22,4.996949236437317e-20,6.339093941490064e-10,5.145359555153395e-17,1.5570924079657536e-20,1.9615666759229942e-35,2.1810351382499447e-26,2.5143175173283826e-21,1.776008677195313e-15,4.974336882071847e-26,5.363562090896444e-44,2.698519205726619e-34,1.7342959289196044e-26,1.6733090945000383e-25,6.756427062834947e-19,5.4635754232383495e-34,3.76,0.0,1.0052123099121142,0.9974964101406827,7.811796115400034e-15,5.436777256696478e-24,0.0006521725311477591,0.0006521743439870459,5.437443765567961e-10,1.1582706592433136e-12,0.0025034004814381526,9.97592102937147e-14,1.439976681646357e-14,1.7710133198364467e-07,2.9899616384990354e-09,6.192577263214937e-10,8.738234637661181e-09,3.9310751054053756e-05
7.730813922224172e-10,0.937300971899624,1.0040995791402127e-08,6.820359485259968e-12,5.380305988887367e-12,6.23258489290401e-11,0.0,0.0,1.9656254348915038e-07,8.035884921587412e-13,9.799601031737359e-18,1.65957391177347e-20,1.2309716012399498e-18,8.644416281320334e-30,6.262087332621151e-22,2.859360786829604e-17,2.7147663511425553e-20,9.735494882046276e-19,5.133887900239603e-22,5.596606443352739e-20,6.830323297792686e-10,5.754267048171348e-17,1.8092402697879033e-20,2.653608201264382e-35,2.6362377605995073e-26,3.031199016654778e-21,1.9867032308726004e-15,6.008924476206145e-26,7.503439904017185e-44,3.381714161253565e-34,2.089715966738195e-26,2.01038781755254e-25,7.8475563260714465e-19,7.365560489491503e-34,3.76,0.0,1.0051867645493113,0.9974631647946489,9.066013574928736e-15,6.57936234849436e-24,0.000676963451935369,0.0006769653993403772,5.799695177405189e-10,1.2432561864344303e-12,0.002536638635891296,1.0782484672682637e-13,1.5619198439919463e-14,1.8336736308265617e-07,3.193113080227878e-09,6.879962470529976e-10,9.399303249815306e-09,4.080506622017808e-05
8.014017327662902e-10,0.9373051229023432,1.0791943963922731e-08,7.472723283682119e-12,5.992821291260301e-12,6.944313949989136e-11,0.0,0.0,2.0375298623960115e-07,8.63491427542967e-13,1.0988450674745425e-17,1.9187507689175984e-20,1.4214757710566262e-18,9.951903569862858e-30,6.764058454083051e-22,3.1901687499340595e-17,3.150320510361339e-20,1.1243354161614046e-18,5.813692450022428e-22,6.243352167372775e-20,7.339879333828441e-10,6.409360247825946e-17,2.0909571505544105e-20,3.5516580402183607e-35,3.1650932383812047e-26,3.629890216578196e-21,2.2134579026629123e-15,7.210021505548232e-26,1.0376637070705923e-43,4.203827708589595e-34,2.5011289433509577e-26,2.3992332312573292e-25,9.066085056204452e-19,9.823797064325965e-34,3.76,0.0,1.005161219835447,0.9974320945481513,1.0465733353510425e-14,7.90866922525269e-24,0.0007017537400847006,0.0007017558265155763,6.169863704892947e-10,1.3309034165115546e-12,0.002567701691252561,1.1624122816633966e-13,1.68913672992353e-14,1.8960121883106365e-07,3.401006532909077e-09,7.613053280920875e-10,1.0083295150894095e-08,4.229934341001512e-05
8.297220733101631e-10,0.9373092738043478,1.1569846336072674e-08,8.168344252099858e-12,6.650259329446744e-12,7.708265373019634e-11,0.0,0.0,2.1094295525854286e-07,9.25544519251577e-13,1.2272440394227198e-17,2.2073439463332846e-20,1.6332810939485052e-18,1.1413971416171523e-29,7.287376536945289e-22,3.545921625747289e-17,3.6374506886762986e-20,1.2920037827788208e-18,6.553893608495483e-22,6.939138567492365e-20,7.867761739217656e-10,7.112319951104641e-17,2.404490556508444e-20,4.706573577734837e-35,3.776339384630798e-26,4.319761583069083e-21,2.4568657768241817e-15,8.597204666662883e-26,1.4196439257591782e-43,5.186718285897622e-34,2.9748989072211154e-26,2.845486746537203e-25,1.0421617822760509e-18,1.2972359463642226e-33,3.76,0.0,1.0051356757704706,0.9974030570679768,1.2021824719780151e-14,9.447197291381444e-24,0.0007265433956396712,0.0007265456255286393,6.547671021240455e-10,1.4211792348006091e-12,0.0025967319807177914,1.2501369891306393e-13,1.8216402680424045e-14,1.9580310501993702e-07,3.613483808977056e-09,8.392886525797404e-10,1.0790092706154822e-08,4.379358262447827e-05
8.58042413854036e-10,0.9373134246056378,1.2374666238211457e-08,8.908715416288514e-12,7.354217075879806e-12,8.526277168153437e-11,0.0,0.0,2.181324648028492e-07,9.897475084936604e-13,1.3655465687007206e-17,2.527531632829138e-20,1.8679194711568333e-18,1.3044360425086743e-29,7.832214127599869e-22,3.9275765991098136e-17,4.1802801776161157e-20,1.4777719195804226e-18,7.357456782779793e-22,7.685942499508926e-20,8.413970203602776e-10,7.864826171864688e-17,2.7521733085711583e-20,6.179422235353554e-35,4.4794043095537706e-26,5.1108772371712095e-21,2.7175202579832846e-15,1.019156981290928e-25,1.9228292046744203e-43,6.35475504285749e-34,3.517853840726554e-26,3.355167917882811e-25,1.1924115914104658e-18,1.697134387806811e-33,3.76,0.0,1.0051101323543337,0.9973759193274931,1.3745550490597705e-14,1.1219273752771739e-23,0.0007513324186432201,0.0007513347963955615,6.932848565895416e-10,1.5140508868812167e-12,0.0026238625309041538,1.3414778444366205e-13,1.9594420962150407e-14,2.0197322517722754e-07,3.83039069059471e-09,9.220464302450545e-10,1.1519579031459427e-08,4.528778386448093e-05
8.86362754397909e-10,0.9373175753062128,1.3206364388878323e-08,9.695325683500774e-12,8.106290878072792e-12,9.400184599163134e-11,0.0,0.0,2.2532152819896515e-07,1.0561001406130712e-12,1.5141431902486002e-17,2.881574220934514e-20,2.126976053463892e-18,1.4857651358176329e-29,8.398739352960448e-22,4.336095907616466e-17,4.783118920082204e-20,1.6828998052862775e-18,8.227407164114212e-22,8.485766380130553e-20,8.978504416647666e-10,8.668558141180103e-17,3.136423838774931e-20,8.043020104034457e-35,5.284436081957259e-26,6.0140203210866395e-21,2.996015068415471e-15,1.201579422598703e-25,2.5799769426089252e-43,7.735005911030325e-34,4.137301889245454e-26,3.9346845568565906e-25,1.358389811651585e-18,2.201060566644735e-33,3.76,0.0,1.005084589586988,0.997350557004486,1.5648566907239668e-14,1.3251137287585343e-23,0.0007761208091373419,0.0007761233391323366,7.32513720062304e-10,1.6094859765521038e-12,0.0026492176640105897,1.436491909203378e-13,2.1025527342505325e-14,2.0811178064634138e-07,4.051576834033509e-09,1.0096754850108512e-09,1.2271637985146732e-08,4.678194713093636e-05
9.146830949417819e-10,0.9373217259060717,1.4064898973288399e-08,1.0529659703070004e-11,8.90807630910692e-12,1.0331820013496609e-10,0.0,0.0,2.3251015790359013e-07,1.1246021648195412e-12,1.6734253543354e-17,3.271814738184298e-20,2.4120892448937803e-18,1.6869291316087073e-29,8.987116048148424e-22,4.772446823060678e-17,5.450466460178314e-20,1.9086900906542166e-18,9.166834250383879e-22,9.340639039599688e-20,9.561364068036938e-10,9.525194307687713e-17,3.559746480809268e-20,1.0383778836402662e-34,6.202332826279102e-26,7.040718363692295e-21,3.2929442452056583e-15,1.40941994419751e-25,3.4313033470064694e-43,9.35743689442678e-34,4.841047516277551e-26,4.59084257055577e-25,1.541164147400132e-18,2.8314203376176716e-33,3.76,0.0,1.0050590474683856,0.9973268539129977,1.774292346201861e-14,1.5571023493660246e-23,0.000800908567163121,0.0008009112537549572,7.724286881564501e-10,1.7074524637354265e-12,0.002672913565980729,1.5352380466839075e-13,2.250981762932159e-14,2.1421897066061692e-07,4.276895677426696e-09,1.10226933950471e-09,1.3046154160180375e-08,4.827607242475779e-05
9.430034354856547e-10,0.937325876405213,1.4950225721038577e-08,1.1413197726653252e-11,9.761168017155132e-12,1.1323012671079545e-10,0.0,0.0,2.3969836556014665e-07,1.1952533339384003e-12,1.843785368298692e-17,3.7006792806429646e-20,2.724950707369866e-18,1.9095619991547162e-29,9.597503881962226e-22,5.237601632222094e-17,6.187014904048491e-20,2.1564881241306586e-18,1.017889749907718e-21,1.0252616576608979e-19,1.0162548847475278e-09,1.0436412337936707e-16,4.024731761362472e-20,1.330363743910424e-34,7.244773077019491e-26,8.203268752537411e-21,3.608902137310923e-15,1.645281453573954e-25,4.525835190672644e-43,1.1255115119943056e-33,5.637407703697181e-26,5.330855727089422e-25,1.7418382056702515e-18,3.614501393771035e-33,3.76,0.0,1.0050335059984807,0.9973047014745661,2.004106269971576e-14,1.8209251201106972e-23,0.0008256956927607617,0.0008256985402794148,8.130056338632673e-10,1.8079186623118203e-12,0.002695058815263718,1.6377769164288918e-13,2.4047379659872022e-14,2.2029499241320874e-07,4.506204349693851e-09,1.1999182985560396e-09,1.3843012876546779e-08,4.977015974685837e-05
9.713237760295277e-10,0.9373300268036354,1.5862297981151977e-08,1.2347415477106417e-11,1.066715958342178e-11,1.2375588580431702e-10,0.0,0.0,2.4688616205241907e-07,1.268053404172884e-12,2.0256163471626233e-17,4.1706774405364126e-20,3.0673053637189175e-18,2.1553895529938316e-29,1.0230058477844327e-21,5.732537617025867e-17,6.997651873791995e-20,2.42768197603284e-18,1.126683131559269e-21,1.1223783201867374e-19,1.078205844468682e-09,1.1403889116736936e-16,4.534056685693817e-20,1.6922324566919265e-34,8.424246539882558e-26,9.514764201376338e-21,3.944483402524412e-15,1.9119439912049803e-25,5.923047844615257e-43,1.3464422658051084e-33,6.53522807976866e-26,6.16235516903718e-25,1.9615515710259797e-18,4.581009322479864e-33,3.76,0.0,1.0050079651772277,0.9972839982160278,2.2555819975402584e-14,2.119831046574339e-23,0.000850482185969621,0.0008504851987216999,8.542212768995495e-10,1.910853237908746e-12,0.002715754885010665,1.7441709686676504e-13,2.5638294816965848e-14,2.2634004112374756e-07,4.739363582514527e-09,1.3027095298864226e-09,1.4662100173878443e-08,5.126420909815122e-05
9.996441165734006e-10,0.9373341771013367,1.6801066796279958e-08,1.3333784017150552e-11,1.1627643379280838e-11,1.349137033764369e-10,0.0,0.0,2.540735575541574e-07,1.3430021348842524e-12,2.219312173827449e-17,4.6844027359226875e-20,3.4409514015929207e-18,2.4262320443971318e-29,1.0884931532611286e-21,6.258237034051233e-17,7.88746347229702e-20,2.7237024635040504e-18,1.2433951159397274e-21,1.2256252083497653e-19,1.1419892549414526e-09,1.2429300747510687e-16,5.0904850237782263e-20,2.1379742919821405e-34,9.754085124906453e-26,1.0989118326108905e-20,4.3002830043414494e-15,2.212371156718148e-25,7.69465902727547e-43,1.6025274523873493e-33,7.543899091298709e-26,7.093398849977417e-25,2.2014798813236718e-18,5.766628122215785e-33,3.76,0.0,1.0049824250045816,0.9972646493050342,2.530042318591916e-14,2.4572951491207214e-23,0.0008752680468282367,0.0008752712290978014,8.960531537959919e-10,2.016225205621751e-12,0.002735096607558047,1.854484438575074e-13,2.7282639194301013e-14,2.3235431010060033e-07,4.9762376235130356e-09,1.410727143744509e-09,1.5503302804317867e-08,5.275822047954935e-05
