Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H4F2(1),O2(2),H2O(3),CH4(4),CH2CHF(56),HF(38),C2H3F(137),C2H3F(136),O2(141),CH2CF(70)
2.495245358330794e-09,0.501804328543144,2.490269834232051e-27,8.93641011259365e-23,2.8463944297102783e-31,7.758581994426232e-40,0.0,0.0,1.1650139556875007e-23,2.1496653757597678e-39,1.400942391516878e-35,5.690295487473235e-48,3.668988825664604e-33,2.0941069034190255e-65,1.8244363281481975e-49,1.3321565957498814e-45,4.4784466386558015e-50,9.349602954995211e-47,4.8050060009176574e-39,1.8561007622904074e-39,8.658817848224003e-21,1.313895415881071e-31,5.401975899520941e-49,1.379841398366814e-82,3.805689410933478e-58,1.5043340214087433e-50,2.468712596888393e-44,2.235231836142276e-70,9.301270004284745e-102,8.02045887740438e-100,4.906426202094661e-63,2.892366539819556e-54,1.758344817649101e-45,1.126521958294644e-80,3.76,0.0,0.929590461494706,0.9999773268740325,1.1918061173669064e-42,1.849304556335999e-65,6.787191265875146e-09,6.787191265909682e-09,1.7206208255974367e-20,7.257455290772919e-26,2.267312596802685e-05,1.1652630111334668e-23
2.5525388780669793e-09,0.5018043285568887,2.6060560567220908e-27,9.141599041380361e-23,3.0471065976700464e-31,8.496398859799031e-40,0.0,0.0,1.2191280652109878e-23,2.3540043873455304e-39,1.568852024166313e-35,6.441344216224197e-48,4.0162648630383096e-33,2.3508818404102844e-65,2.001745495740659e-49,1.4585991952308072e-45,5.132071020073742e-50,1.0472918473608543e-46,5.1492538738136193e-39,1.9861147896966586e-39,9.061014431473874e-21,1.4059997254391934e-31,6.043185016378396e-49,1.731583524706918e-82,4.461042221879992e-58,1.723808955019563e-50,2.7031685505824064e-44,2.620097870943882e-70,1.2494705758052052e-101,1.0064421118130696e-99,5.882481193367301e-63,3.3115867696781413e-54,1.9697522630677843e-45,1.3809010997718785e-80,3.76,0.0,0.9295904613388648,0.9999773235377664,1.335101521655971e-42,2.2176387496186426e-65,6.9430324836507265e-09,6.943032483686804e-09,1.7941845969970228e-20,7.5908737353478e-26,2.2676462234176805e-05,1.219388701286157e-23
2.609832397803165e-09,0.5018043285706334,2.724477686579724e-27,9.346787969626258e-23,3.25704352910297e-31,9.285641496990749e-40,0.0,0.0,1.2744705900425321e-23,2.572576208144052e-39,1.7524652849041355e-35,7.272344322893985e-48,4.387558275740357e-33,2.631987701911177e-65,2.191541719835202e-49,1.593827252775838e-45,5.863335234739979e-50,1.1701672492134745e-46,5.5093419316527774e-39,2.1220255794025888e-39,9.472341063371548e-21,1.5022877867687198e-31,6.74349956583078e-49,2.1620663974594867e-82,5.210834634650557e-58,1.9693439356285717e-50,2.953930123702571e-44,3.060415488616351e-70,1.6674955529088688e-101,1.256578981007575e-99,7.024330528471167e-63,3.7801237801026377e-54,2.2010242503483458e-45,1.6850624913442828e-80,3.76,0.0,0.9295904611830236,0.9999773206906472,1.4918619192600427e-42,2.6486359247658873e-65,7.098873701400159e-09,7.098873701437809e-09,1.8690217244463347e-20,7.93161204100233e-26,2.2679309353425805e-05,1.2747430703798729e-23
2.6671259175393504e-09,0.5018043285843782,2.845534968731674e-27,9.551976897426228e-23,3.4764128357169246e-31,1.0128647087881272e-39,0.0,0.0,1.3310415302061796e-23,2.8060268848925874e-39,1.95285559397125e-35,8.189872964457744e-48,4.783943797826078e-33,2.9390811838244246e-65,2.3943873083333314e-49,1.7382375990781225e-45,6.679449078666037e-50,1.304311568798379e-46,5.885620540799412e-39,2.2639606526276753e-39,9.89279774391599e-21,1.6028505006303747e-31,7.506863184337953e-49,2.6865875744196866e-82,6.0661445803286596e-58,2.2433580063220876e-50,3.221735125147705e-44,3.5626876523928313e-70,2.211474247636088e-101,1.56133924950264e-99,8.355539540633869e-63,4.3024913996507965e-54,2.4535292160259334e-45,2.047319083982934e-80,3.76,0.0,0.9295904610271823,0.9999773182609605,1.663014947485937e-42,3.151221154806649e-65,7.254714919123444e-09,7.2547149191626964e-09,1.9451175745673945e-20,8.279659345937738e-26,2.2681739040164957e-05,1.3313261184652277e-23
2.724419437275536e-09,0.5018043285981229,2.9692281443633033e-27,9.757165824861556e-23,3.7054221483599967e-31,1.1027804858645373e-39,0.0,0.0,1.38884088572381e-23,3.055016804356452e-39,2.171143857054166e-35,9.200897889885186e-48,5.206519002475764e-33,3.273889525598326e-65,2.610856509106852e-49,1.892235744219919e-45,7.5881133489256585e-50,1.4504823353805696e-46,6.27844033103042e-39,2.4120473235688752e-39,1.0322384473106153e-20,1.7077786386663694e-31,8.337385626292372e-49,3.322985012183676e-82,7.039065894217392e-58,2.5484348870504753e-50,3.5073375793318364e-44,4.134013453171422e-70,2.9153680681139796e-101,1.931080048680164e-99,9.902399154238465e-63,4.88350353837958e-54,2.7286970782601096e-45,2.47714398038397e-80,3.76,0.0,0.9295904608713411,0.9999773161875031,1.849529925840842e-42,3.7353547789657353e-65,7.410556136820583e-09,7.410556136861468e-09,2.0224576821486394e-20,8.635004800975523e-26,2.2683812497394075e-05,1.3891378455902964e-23
2.7817129570117214e-09,0.5018043286118676,3.095557450961586e-27,9.962354752001917e-23,3.944279116727757e-31,1.1985556084967982e-39,0.0,0.0,1.447868656615389e-23,3.3202206933285423e-39,2.4084994628391666e-35,1.0312792204617264e-47,5.6564042589030616e-33,3.638211792935292e-65,2.84153550400712e-49,2.0562358721707082e-45,8.597541658405433e-50,1.6094702468294846e-46,6.6881521747905e-39,2.5664126997368898e-39,1.0761101250940998e-20,1.8171628435838077e-31,9.239345737344674e-49,4.091990523703579e-82,8.142776620303199e-58,2.887330288277496e-50,3.8115077186773484e-44,4.782128163741443e-70,3.821269804698687e-101,2.377837894200795e-99,1.1694172139790187e-62,5.528286889749535e-54,3.0280205902434606e-45,2.9853019075395542e-80,3.76,0.0,0.9295904607154999,0.9999773144180453,2.0524187739180017e-42,4.412126343605107e-65,7.566397354491574e-09,7.566397354534121e-09,2.101027748212366e-20,8.997637569584264e-26,2.2685581955312885e-05,1.4481782518008684e-23
2.839006476747907e-09,0.5018043286256123,3.22452312235756e-27,1.0167543678907061e-22,4.1931914090739086e-31,1.3004394097151015e-39,0.0,0.0,1.5081248428991866e-23,3.6023276186288546e-39,2.666141278684116e-35,1.1533349393116282e-47,6.134742689329286e-33,4.033920152460916e-65,3.087022402135399e-49,2.230660835291139e-45,9.716482725536153e-50,1.782099876438665e-46,7.11510716674548e-39,2.7271836822918806e-39,1.1208948077419479e-20,1.931093629337828e-31,1.0217194402251452e-48,5.017623314260853e-82,9.391610308088437e-58,3.2629793838128997e-50,4.135031976082269e-44,5.515445045239255e-70,4.9811160673370375e-101,2.915556920105674e-99,1.3763355648032974e-62,6.242293870035383e-54,3.3530566937209963e-45,3.5839922806929426e-80,3.76,0.0,0.9295904605596587,0.9999773129080155,2.272736929371484e-42,5.193854797962251e-65,7.722238572136416e-09,7.722238572180658e-09,2.1808136381043966e-20,9.367546827905873e-26,2.2687091985115984e-05,1.5084473371406705e-23
2.8962999964840924e-09,0.5018043286393571,3.3561253887683174e-27,1.0372732605628299e-22,4.452366711924232e-31,1.40868642851133e-39,0.0,0.0,1.569609444591975e-23,3.9020409871040096e-39,2.9453386444115025e-35,1.2870798598901357e-47,6.6427001260235e-33,4.4629611383003e-65,3.3479272323901406e-49,2.4159421488428088e-45,1.0954243138867379e-49,1.9692303794835908e-46,7.559656603864209e-39,2.894486966378636e-39,1.1665924952540554e-20,2.049661381314489e-31,1.1275557467454502e-48,6.127627153037369e-82,1.0801130365078597e-57,3.678504442781928e-50,4.47871297736216e-44,6.343098942699328e-70,6.458713168736824e-101,3.5603423992717262e-99,1.6145960719117318e-62,7.031315793664147e-54,3.705427872617733e-45,4.2870045997061864e-80,3.76,0.0,0.9295904604038174,0.9999773116193784,2.5115842659782427e-42,6.094195215820056e-65,7.878079789755112e-09,7.878079789801078e-09,2.261801379605669e-20,9.744721764781281e-26,2.2688380622189e-05,1.5699451016515733e-23
2.953593516220278e-09,0.5018043286531018,3.490364476838497e-27,1.0577921532209708e-22,4.72201272979383e-31,1.523556410328506e-39,0.0,0.0,1.6323224617092064e-23,4.220078545626783e-39,3.247412364225321e-35,1.4333820161620355e-47,7.181465068408292e-33,4.927356910503881e-65,3.6248719353141355e-49,2.6125199855038308e-45,1.232071059659019e-49,2.1717561995165007e-46,8.022151966166008e-39,3.068449041461186e-39,1.2132031876303184e-20,2.1729563565133948e-31,1.2419238638583638e-48,7.45395497189202e-82,1.2388207528969247e-57,4.137222620766688e-50,4.84336953366703e-44,7.274991707093676e-70,8.332125571647545e-101,4.330741745287898e-99,1.8881809478851196e-62,7.901496283051548e-54,4.0868235067719303e-45,5.109886950296599e-80,3.76,0.0,0.9295904602479762,0.9999773105196751,2.7701060117857614e-42,7.128252321199083e-65,8.03392100734766e-09,8.03392100739538e-09,2.343977161065537e-20,1.0129151581775568e-25,2.2689480325445825e-05,1.6326715453737702e-23
3.0108870359564634e-09,0.5018043286668464,3.627240609681302e-27,1.0783110458689218e-22,5.002337184907588e-31,1.6453143075398455e-39,0.0,0.0,1.6962638942651693e-23,4.5571723810956476e-39,3.573735696753994e-35,1.5931561410762412e-47,7.752248640231153e-33,5.429206505268213e-65,3.918490354272768e-49,2.820843169890194e-45,1.382637762120574e-49,2.3906077743970077e-46,8.502944898306133e-39,3.249196191656871e-39,1.2607268848706323e-20,2.301068683730053e-31,1.3653222353068032e-48,9.033304925161268e-82,1.4171100523955172e-57,4.642653910185453e-50,5.229836633873675e-44,8.321839481436378e-70,1.0696482472265743e-100,5.248055330718224e-99,2.2014850749629574e-62,8.859344911567563e-54,4.499001225771554e-45,6.070128413572188e-80,3.76,0.0,0.929590460092135,0.9999773095812052,3.0494936673436374e-42,8.312701102314757e-65,8.189762224914062e-09,8.189762224963568e-09,2.427327329556514e-20,1.0520825493202533e-25,2.269041879541793e-05,1.696626668345936e-23
3.068180555692649e-09,0.5018043286805912,3.766754006919053e-27,1.0988299385099502e-22,5.293547816923857e-31,1.774230279917559e-39,0.0,0.0,1.7614337422731295e-23,4.914068920434316e-39,3.925735343221996e-35,1.7673652715552836e-47,8.356284546801377e-33,5.9706870769050175e-65,4.229428225996687e-49,3.041369173082861e-45,1.5482365749424913e-49,2.6267522420573604e-46,9.002387192132753e-39,3.4368544960698535e-39,1.3091635869748927e-20,2.43408836373799e-31,1.498267662804655e-48,1.090771219464715e-81,1.616953996518349e-57,5.198529249938292e-50,5.638965436953874e-44,9.49522188824409e-70,1.3667265237503123e-100,6.336679601529961e-99,2.5593494816668328e-62,9.911751078206944e-54,4.9437882628915175e-45,7.18735621772806e-80,3.76,0.0,0.9295904599362937,0.999977308780329,3.350985924017435e-42,9.665914803254194e-65,8.345603442454317e-09,8.345603442505637e-09,2.5118383890502326e-20,1.091973272614873e-25,2.269121967162443e-05,1.7618104706053736e-23
3.1254740754288344e-09,0.501804328694336,3.908904884723271e-27,1.1193488311468747e-22,5.595852382661283e-31,1.9105796950915373e-39,0.0,0.0,1.8278320057454494e-23,5.2915289305912923e-39,4.304892433753233e-35,1.957022379051994e-47,8.994829032292367e-33,6.554055131519527e-65,4.55834317052562e-49,3.274564107160622e-45,1.7300450197290116e-49,2.881194146001297e-46,9.52083077028702e-39,3.63154982912408e-39,1.358513293942996e-20,2.5721052694705855e-31,1.6412955883772052e-48,1.3125201085382714e-81,1.8404815575036284e-57,5.808798794315884e-50,6.071623264318848e-44,1.0807633155414268e-69,1.738414631354135e-100,7.624485118623464e-99,2.9670968103465235e-62,1.1065998112495544e-53,5.4230828091292375e-45,8.483548496988013e-80,3.76,0.0,0.9295904597804525,0.9999773080968729,3.675869582383136e-42,1.120810058819179e-64,8.501444659968424e-09,8.501444660021589e-09,2.5974969986143644e-20,1.1325862520496974e-25,2.2691903127549213e-05,1.82822295218814e-23
3.18276759516502e-09,0.5018043287080807,4.053693455854296e-27,1.13986772378213e-22,5.909458655828768e-31,2.0546431289980843e-39,0.0,0.0,1.8954586846937005e-23,5.690327518539429e-39,4.712743511809245e-35,2.1631920256217695e-47,9.66916083710924e-33,7.18164775236446e-65,4.905904680591448e-49,3.520902719738637e-45,1.9293085000497936e-49,3.154976140535445e-46,1.0058627670847431e-38,3.8334078608956995e-39,1.408776005774837e-20,2.715209146202672e-31,1.7949603742703803e-48,1.574050223074477e-81,2.0899866774847515e-57,6.477640341164309e-50,6.528693592140384e-44,1.2272535217542948e-69,2.2015458937107763e-100,9.143232315298508e-99,3.4305688524318605e-62,1.2329777608166103e-53,5.93885536733612e-45,9.983263555123867e-80,3.76,0.0,0.9295904596246113,0.9999773075136218,4.0254804707005897e-42,1.2961443178745202e-64,8.657285877456388e-09,8.657285877511424e-09,2.6842899706302624e-20,1.1739204128949276e-25,2.2692486378707812e-05,1.89586411312916e-23
3.2400611149012055e-09,0.5018043287218252,4.201119929700458e-27,1.160386616417826e-22,6.2345744267585225e-31,2.206706366318819e-39,0.0,0.0,1.9643137791287606e-23,6.111254131275484e-39,5.150881516765135e-35,2.3869920454614873e-47,1.0380581155321631e-32,7.85588381684023e-65,5.2727941104789594e-49,3.780868388512678e-45,2.1473428629946176e-49,3.449179695732209e-46,1.0616130032999142e-38,4.042554057444928e-39,1.4599517224703125e-20,2.8634896117318577e-31,1.9598355804477593e-48,1.8815840009612995e-81,2.3679376715789853e-57,7.2094679193134865e-50,7.011076043649044e-44,1.3904412829791774e-69,2.776338657288575e-100,1.0929027923780662e-98,3.956166229626196e-62,1.371120398417171e-53,6.493150106442584e-45,1.171388656391524e-79,3.76,0.0,0.9295904594687701,0.9999773070158842,4.401204363464281e-42,1.495025677110182e-64,8.813127094918203e-09,8.813127094975144e-09,2.7722042690310826e-20,1.2159746817049328e-25,2.269298411649242e-05,1.9647339534623238e-23
3.297354634637391e-09,0.5018043287355701,4.351184512316789e-27,1.1809055090557927e-22,6.571407502142163e-31,2.3670604009098925e-39,0.0,0.0,2.034397289060896e-23,6.555112555819701e-39,5.620956764625982e-35,2.629595251867962e-47,1.1130413592161621e-32,8.579265205116758e-65,5.659704664401907e-49,4.054953115809043e-45,2.3855370082559002e-49,3.764925802123118e-46,1.1193690083716569e-38,4.259113681147362e-39,1.5120404440293172e-20,3.017036156559599e-31,2.136514239693996e-48,2.2421795572968168e-81,2.67698698127569e-57,8.008940535287276e-50,7.519686381409842e-44,1.5718830731463907e-69,3.4869971539120706e-100,1.3022825194328943e-98,4.550890300716417e-62,1.5218829271631523e-53,7.088086215774301e-45,1.370589466031721e-79,3.76,0.0,0.9295904593129288,0.9999773065911223,4.8044779000299037e-42,1.720114554548053e-64,8.968968312353874e-09,8.968968312412746e-09,2.8612270075601523e-20,1.2587479863204379e-25,2.2693408878398215e-05,2.0348324732205818e-23
3.411941674109762e-09,0.5018043287630595,4.659228811641715e-27,1.2219432943446913e-22,7.281056873279886e-31,2.713830885684929e-39,0.0,0.0,2.178249555454839e-23,7.514911688528461e-39,6.663813002865719e-35,3.1761878561793647e-47,1.2750721044071086e-32,1.0183893659322976e-64,6.496421136883884e-49,4.647490845779586e-45,2.928341614551843e-49,4.465731458489216e-46,1.2410392523811007e-38,4.7149732430738906e-39,1.6189569017374993e-20,3.340284810719823e-31,2.5277530407205277e-48,3.1555632492555448e-81,3.3999728872373967e-57,9.830735792166661e-50,8.619334416064041e-44,1.9963309200504656e-69,5.437172092968775e-100,1.832592748692789e-98,5.979001383707908e-62,1.8649163619878713e-53,8.408742531132932e-45,1.8613211779662333e-79,3.76,0.0,0.9295904590012464,0.9999773059194117,5.699680298759299e-42,2.260806391285924e-64,9.280650747146774e-09,9.2806507472096e-09,3.0425469987670657e-20,1.3464474207753102e-25,2.2694080589062662e-05,2.1787155511399076e-23
3.526528713582133e-09,0.5018043287905489,4.9778279370462745e-27,1.262981079659303e-22,8.04006954012812e-31,3.097386733362937e-39,0.0,0.0,2.327015483948123e-23,8.576442013281193e-39,7.855699434831397e-35,3.813518424718368e-47,1.4541118647050669e-32,1.201725359749737e-64,7.421836260943305e-49,5.3026242141302636e-45,3.570396777853925e-49,5.267178203928651e-46,1.3711554114089555e-38,5.201984584542673e-39,1.72952537889855e-20,3.6856684936361984e-31,2.973820797709184e-48,4.391207594662331e-81,4.2842403640659243e-57,1.1985540361968594e-49,9.835286288375239e-44,2.515439641729302e-69,8.354756839725843e-100,2.549928120971721e-98,7.78467263566034e-62,2.26985254597498e-53,9.919329705584868e-45,2.5022236562790626e-79,3.76,0.0,0.9295904586895639,0.999977305430373,6.723632991492949e-42,2.9447518287875085e-64,9.592333181835092e-09,9.592333181901986e-09,3.228149785499007e-20,1.437010164792543e-25,2.2694569627692037e-05,2.3275133471346674e-23
3.641115753054504e-09,0.5018043288180384,5.3069834208201605e-27,1.304018865007728e-22,8.850108518927508e-31,3.5202434666901187e-39,0.0,0.0,2.480695074607568e-23,9.746650067042324e-39,9.21198375372078e-35,4.553128648351649e-47,1.6512997724530155e-32,1.410246950519808e-64,8.441920986926737e-49,6.024599171554086e-45,4.325720654999275e-49,6.179728515436025e-46,1.5099994697421613e-38,5.721142505581172e-39,1.8437458755116347e-20,4.053898565069283e-31,3.4801903129293423e-48,6.046482209060192e-81,5.358715962883381e-57,1.4520374319134406e-49,1.1175448322016225e-43,3.1461809322313396e-69,1.266269474030694e-99,3.510769400957595e-98,1.0050367041985667e-61,2.74526446793901e-53,1.1639640148160285e-44,3.3319847546912213e-79,3.76,0.0,0.9295904583778815,0.9999773050742728,7.889753944711942e-42,3.803328116304501e-64,9.904015616418828e-09,9.904015616489906e-09,3.417937497773303e-20,1.5304276876188117e-25,2.269492572789199e-05,2.4812258614415234e-23
3.755702792526875e-09,0.5018043288455277,5.6466967454878115e-27,1.3450566503963191e-22,9.712837063349295e-31,3.9849999932179006e-39,0.0,0.0,2.6392883274955713e-23,1.103271182711225e-38,1.0749045193041954e-34,5.40761241694275e-47,1.867810412055901e-32,1.6464107057793746e-64,9.562834615520434e-49,6.817799141544332e-45,5.2097670061898764e-49,7.214544754601636e-46,1.657853456308964e-38,6.273438578882916e-39,1.9616183915759197e-20,4.445684365336277e-31,4.0526715608582866e-48,8.24358623107663e-81,6.656334635636856e-57,1.7487071657888743e-49,1.2647984321117046e-43,3.907876978556265e-69,1.894577319123056e-99,4.7859917525384756e-98,1.287302348062443e-61,3.300574861238931e-53,1.3590796637694788e-44,4.3975138440407165e-79,3.76,0.0,0.929590458066199,0.9999773048148708,9.212363175341468e-42,4.873442689574609e-64,1.021569805089798e-08,1.0215698050973354e-08,3.611814502095717e-20,1.6266914792758145e-25,2.2695185130138296e-05,2.6398530942877423e-23
3.870289831999246e-09,0.5018043288730172,5.996969344943612e-27,1.3860944358301428e-22,1.0629918656755102e-30,4.4943386168297385e-39,0.0,0.0,2.802795242671137e-23,1.2442032711114606e-38,1.2484305462087827e-34,6.390676548962425e-47,2.1048536855409668e-32,1.9128209759161324e-64,1.0790924343992774e-48,7.686744847341319e-45,6.239520200449381e-49,8.383511651489407e-46,1.814999423260023e-38,6.859861160278242e-39,2.083142927090571e-20,4.861733221043331e-31,4.6974199307451704e-48,1.113481319496412e-80,8.214443303965277e-57,2.0942598776900465e-49,1.4261315318022924e-43,4.822436884070641e-69,2.8004669682667845e-99,6.463914771548823e-98,1.6366024248824686e-61,3.94610884989014e-53,1.5795295680721356e-44,5.75534773730382e-79,3.76,0.0,0.9295904577545165,0.9999773046258634,1.0706712163576456e-41,6.198289371031969e-64,1.0527380485272553e-08,1.052738048535234e-08,3.809687350396785e-20,1.7257930506185241e-25,2.2695374137200488e-05,2.8033950458923354e-23
3.984876871471617e-09,0.5018043289005066,6.357802605561917e-27,1.4271322213133332e-22,1.1603017004627812e-30,5.0510250487389286e-39,0.0,0.0,2.971215820190696e-23,1.39822475769837e-38,1.4436259567140021e-34,7.517203077740602e-47,2.363674678518452e-32,2.212233505825051e-64,1.2132724800053188e-48,8.636094139219851e-45,7.433593185651439e-49,9.69925877115356e-46,1.9817194274582586e-38,7.481395399171728e-39,2.2083194820547548e-20,5.3027504508020285e-31,5.4209443305081925e-48,1.4908699602802115e-80,1.0075229986538323e-56,2.4949382899185896e-49,1.602411931986111e-43,5.914608015852004e-69,4.092529442398252e-99,8.653864352461057e-98,2.066135201030049e-61,4.693147922726825e-53,1.8277050873788193e-44,7.473237545064829e-79,3.76,0.0,0.9295904574428341,0.999977304488168,1.2389013269574318e-41,7.828177988409581e-64,1.0839062919542548e-08,1.0839062919626856e-08,4.011464730100494e-20,1.8277239333905623e-25,2.269551183284546e-05,2.971851716466988e-23
4.099463910943988e-09,0.501804328927996,6.72919786728241e-27,1.4681700068493531e-22,1.263379602717024e-30,5.6579084179710044e-39,0.0,0.0,3.1445500601087466e-23,1.5661220722952125e-38,1.6624506518539108e-34,8.80331309139897e-47,2.6455535265421677e-32,2.54755899454694e-64,1.35949575655828e-48,9.67064182211554e-45,8.81232842834175e-49,1.1175182962664293e-45,2.1582955155627094e-38,8.139023248946301e-39,2.3371480564676372e-20,5.769439370930018e-31,6.230115153742325e-48,1.979717238227315e-80,1.2286179271058328e-56,2.9575650444747973e-49,1.7945331053956096e-43,7.212242747068567e-69,5.916708884047417e-99,1.1490312817805778e-97,2.5911947677815423e-61,5.553985222340622e-53,2.1061436269965831e-44,9.631933219759899e-79,3.76,0.0,0.9295904571311516,0.9999773043878772,1.4276469153855193e-41,9.821442057403927e-64,1.1150745353707962e-08,1.1150745353796904e-08,4.2170574153030997e-20,1.9324756802767663e-25,2.2695612123578136e-05,3.1452231062168113e-23
4.214050950416359e-09,0.5018043289554855,7.111156424670566e-27,1.509207792441183e-22,1.3723919852073044e-30,6.317921281328692e-39,0.0,0.0,3.322797962478322e-23,1.748704588753847e-38,1.9069779920718952e-34,1.0266432165005384e-46,2.9518052818801925e-32,2.921866601752535e-64,1.5184530691714008e-48,1.0795319483597341e-44,1.0397901906631655e-48,1.2825470790068396e-45,2.3450097123229113e-38,8.833723477333181e-39,2.4696286503283844e-20,6.262501301135442e-31,7.132172107754678e-48,2.6083836796904552e-80,1.4900555526445144e-56,3.4895775635042614e-49,2.0034141712096145e-43,8.746581420241035e-69,8.467486460127312e-99,1.5137679079166581e-97,3.229428515465165e-61,6.541982172043059e-53,2.417532974945238e-44,1.2327187056145256e-78,3.76,0.0,0.9295904568194692,0.9999773043148253,1.6387302201371728e-41,1.2245430897841227e-63,1.1462427787768797e-08,1.1462427787862484e-08,4.4263782190723757e-20,2.0400398649529124e-25,2.2695685175279834e-05,3.3235092153409193e-23
4.32863798988873e-09,0.5018043289829749,7.50367952795346e-27,1.5502455780914447e-22,1.487505280745039e-30,7.034079632847247e-39,0.0,0.0,3.505959527351348e-23,1.94680462495352e-38,2.179397844422549e-34,1.192535739714234e-46,3.283779780699209e-32,3.338387400834031e-64,1.6908538207050465e-48,1.2015195322187825e-44,1.221443019087951e-48,1.4665120944981894e-45,2.5421440110788537e-38,9.566471676747522e-39,2.605761263636163e-20,6.782635570184968e-31,8.134731903108811e-48,3.411355308573178e-80,1.797791494378586e-56,4.099063944561458e-49,2.22999986936772e-43,1.05525521615663e-68,1.2001959662616113e-98,1.9795874785533474e-97,4.0011177580744056e-61,7.671626440065081e-53,2.764715639409269e-44,1.567199699056508e-78,3.76,0.0,0.9295904565077867,0.999977304261599,1.8740783949133e-41,1.5177591983262316e-63,1.1774110221725059e-08,1.17741102218236e-08,4.639341946855624e-20,2.150408082132646e-25,2.2695738401737387e-05,3.5067100440328796e-23
4.443225029361101e-09,0.5018043290104643,7.906768384031783e-27,1.591283363802501e-22,1.6088859414937555e-30,7.809482912760194e-39,0.0,0.0,3.694034754778909e-23,2.1612774427996578e-38,2.4820196181179115e-34,1.3800326029733131e-46,3.6428615106573963e-32,3.8005177795162075e-64,1.8774259620943584e-48,1.3335473976025173e-44,1.4288080584563405e-48,1.6709966640867618e-45,2.7499803661380476e-38,1.0338240274590184e-38,2.745545896390138e-20,7.330539521555666e-31,9.245795808280396e-48,4.4303452477500795e-80,2.158464704132657e-56,4.794799881441389e-49,2.4752605347778276e-43,1.266908790354647e-68,1.685744720525388e-98,2.570668371791434e-97,4.9294827263537024e-61,8.958591210661293e-53,3.1506931865516375e-44,1.9799109087950745e-78,3.76,0.0,0.9295904561961043,0.9999773042228141,2.135726451717401e-41,1.8706648314862094e-63,1.2085792655576742e-08,1.2085792655680245e-08,4.855865350958592e-20,2.263571947611706e-25,2.2695777186814784e-05,3.6948255924810873e-23
4.557812068833472e-09,0.5018043290379538,8.32042415746888e-27,1.6323211495765211e-22,1.7367004382944952e-30,8.647314015995198e-39,0.0,0.0,3.8870236448114523e-23,2.3930012482226675e-38,2.817275288570438e-34,1.5913085629128915e-46,4.030469478900645e-32,4.311822788980491e-64,2.078915942334062e-48,1.4761496351860879e-44,1.6647184295736556e-48,1.8976697989069708e-45,2.968800686862704e-38,1.1149998543516101e-38,2.8889825485894764e-20,7.906908519070896e-31,1.0473757073014725e-47,5.715555498942919e-80,2.579454622716677e-56,5.586286600656147e-49,2.740192071422132e-43,1.5139460955097295e-68,2.3473362141245512e-98,3.3161068386266624e-97,6.041013141246265e-61,1.041979573163729e-52,3.57863057866074e-44,2.4863799350801003e-78,3.76,0.0,0.9295904558844218,0.9999773041945591,2.425820204266655e-41,2.2933875632630872e-63,1.2397475089323849e-08,1.2397475089432423e-08,5.0758670860582073e-20,2.379523098309551e-25,2.2695805441503382e-05,3.887855860869073e-23
4.672399108305843e-09,0.5018043290654431,8.744647971457321e-27,1.6733589354155403e-22,1.871115260006519e-30,9.550839300213106e-39,0.0,0.0,4.084926197498956e-23,2.642877191176742e-38,3.187722409963892e-34,1.828696582306326e-46,4.448057080461034e-32,4.8760394419811296e-64,2.2960886582162412e-48,1.6298739454390838e-44,1.9322352640200153e-48,2.1482884356508384e-45,3.1988868329399883e-38,1.2002712611669372e-38,3.036071220233345e-20,8.512435952520312e-31,1.1827408222345388e-47,7.327117021914426e-80,3.0689414222461654e-56,6.483789813936459e-49,3.025815926365298e-43,1.801163558846303e-68,3.2418232727012866e-98,4.250750870453102e-97,7.365825736585649e-61,1.2073467123015569e-52,4.0518605126084094e-44,3.1046957215462954e-78,3.76,0.0,0.9295904555727393,0.9999773041739807,2.7466192117021534e-41,2.797448496021174e-63,1.2709157522966379e-08,1.2709157523080133e-08,5.299267665726261e-20,2.4982531923084478e-25,2.269582602002118e-05,4.085800849375753e-23
4.786986147778214e-09,0.5018043290929326,9.179440908763368e-27,1.714396721321492e-22,2.012296912863062e-30,1.0523408593400092e-38,0.0,0.0,4.2877424128910397e-23,2.911829365638672e-38,3.5960471163279537e-34,2.0946951595642694e-46,4.897111967058526e-32,5.497079960195877e-64,2.5297274038802673e-48,1.795281621591926e-44,2.23465962917115e-48,2.4246996704860084e-45,3.440520610414333e-38,1.2897345472885088e-38,3.186811911320908e-20,9.147813243263851e-31,1.331594822250668e-47,9.336728018152038e-80,3.6359694258360236e-56,7.4983796918913e-49,3.3331790636677814e-43,2.1338639176578326e-68,4.442290534560013e-98,5.416148802949726e-97,8.938050207855166e-61,1.3939203438348223e-52,4.573887758600023e-44,3.8558494870069973e-78,3.76,0.0,0.9295904552610569,0.9999773041589909,3.1004997225857807e-41,3.3959116420219955e-63,1.302083995650434e-08,1.3020839956623378e-08,5.525989419947592e-20,2.619753908890059e-25,2.269584100982244e-05,4.2886605581756503e-23
