Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H4F2(1),O2(2),H2O(3),CH4(4),CH2CHF(56),HF(38),C2H3F(137),C2H3F(136),O2(141),CH2CF(70),CH2CFO(79),C2H3F2(66),C2H3F2(64),CH2CF2(57),C2H2F2(59),CH2F(46),C2H2F(71),CHFO(47),C2H4F(62),S(289),C2H4F(63),C2H3F2(65),CF2CH(73),C2HF2(72),CH2F2(41),S(787),CF2(43),S(495),C2HF(58),CF2O(49),C2H2O(134),S(435),S(2464),S(1651),S(1682),CF3CHO(75),CF2CO(76),S(783),S(2674),CHO2(159),S(3132),S(537),S(1330),C2HF(1925),S(125),S(977),S(975),S(990),CHF2(82),S(499),C2H2O(450),CH3F(39),S(3133),C2H2F3(67),S(5616),CHFCF2(55),F(37),C2F(1924),C2H2F3(68),S(698),CHF3(42),S(5948),S(3043),S(706),S(2408),S(2271),S(529),S(1906),S(3064),S(517),S(139),S(1923),S(1777),CHO2(158),S(476),S(980),S(5430),CFO(51),S(7338),S(1061),CHFO2(175),S(11877)
1.0485164157638706e-06,0.813904996680239,0.0001601847840763749,9.012967929879171e-06,6.230816241904736e-05,0.0006683860773459053,0.0,0.0,3.185269325740181e-05,4.802767450611133e-08,7.384746813742571e-06,1.95138293026682e-07,1.4919917904691463e-08,3.962509380543888e-15,1.3470595616368938e-11,9.997482346961158e-09,2.544590740082595e-05,2.9282787915973046e-06,4.176857253302083e-10,1.5128955883100365e-10,8.56064344365384e-06,2.802195617725958e-11,8.07290404219073e-10,1.3508556440934894e-09,6.153257614883837e-10,2.399896261745143e-06,5.726770702294297e-09,7.6280150980833e-08,2.4823625016382215e-10,1.7671269705240003e-11,6.197150240230146e-10,9.118046253624251e-12,4.725540620817877e-09,1.0393647394410935e-09,3.76,0.0,0.8542644231908194,0.9986167215407228,0.00013827224788003225,4.151713335489102e-06,0.09145265303060959,0.0915067194636871,2.1657132475275404e-08,3.987877943341082e-11,0.0011995151802280122,4.16405376013858e-06,1.0572311123801018e-05,4.2361706016663125e-05,4.8062500888285865e-06,0.00041716493504752376,0.0004698157714162354,0.0038807587635372883,3.4568130927160424e-06,6.834856546672332e-05,8.778525737852819e-07,2.9607492961668487e-09,6.074003516712487e-07,1.1576319557586846e-06,8.392752504898109e-08,2.5912344546683903e-08,2.678240046434996e-06,3.159069643606655e-08,2.679525742421505e-05,2.5320545487295924e-09,1.0268424501879082e-06,3.971776860728424e-08,5.097191272499044e-12,1.8569050567581685e-06,3.6232260273706863e-10,2.5830339728619772e-11,6.031316687601626e-16,1.917598415988588e-12,5.906796656031586e-13,8.305796903825265e-11,9.644157772431731e-17,4.0131476731446165e-10,2.2575729044819665e-14,5.280102192705782e-10,9.438399152714945e-15,7.440325370322339e-12,2.181983924703621e-09,3.8347742696741965e-09,3.298695018474192e-13,1.897057974574921e-08,3.406936759188675e-08,3.449672031582603e-12,4.95140800863034e-13,7.211975957927367e-05,1.201443481439214e-15,9.511783829723657e-08,5.444402578161788e-12,3.814389404717348e-07,1.66851306917638e-07,3.294292429192632e-11,7.3842807912950775e-09,4.045707527389257e-07,1.2677714836026491e-09,2.1005379224788915e-11,1.3670460964099275e-11,1.4626938922567854e-07,2.3331829328364193e-09,4.3493952673298617e-11,1.303966391210106e-11,4.4536270161703716e-11,7.335199222901268e-11,8.70304768431182e-12,8.69539190591201e-11,4.272220538924809e-12,1.2648365639851458e-14,4.694142241598378e-16,6.357576053110865e-08,2.166876269990991e-08,4.642815605044529e-12,3.1522885138951106e-08,1.4150984720219581e-15,6.114274074918587e-13,1.36825968882969e-16,3.403614420623141e-15
1.06453289974709e-06,0.8141007956021011,0.00016586801864123922,9.38354159129974e-06,6.441586358623052e-05,0.0007001003683999454,0.0,0.0,3.25853637812935e-05,4.969791835253161e-08,7.888652664818888e-06,2.089135934612923e-07,1.6267186084299607e-08,4.499206364136032e-15,1.4754022331402228e-11,1.0570527958445324e-08,2.6607682304729302e-05,3.1104279203979136e-06,4.598639252437246e-10,1.62713275601006e-10,8.834320518024906e-06,2.910845795641285e-11,8.566906300033116e-10,1.4750090568880917e-09,6.458712891769804e-10,2.5733048957532707e-06,5.903535152425715e-09,8.123138012088446e-08,2.7480580050905415e-10,1.9362362726958164e-11,6.607859782963096e-10,9.63368796889295e-12,4.953292950786239e-09,1.1017338131741796e-09,3.76,0.0,0.8528673952708542,0.9986095745554975,0.00014484617446450853,4.391829015785925e-06,0.09277495849496084,0.09283187869536305,2.1970623734599803e-08,4.045747118118781e-11,0.0011995066016121509,4.3813038855032395e-06,1.1235638699118386e-05,4.375403209305944e-05,4.963544106293669e-06,0.0004361654747029434,0.000491244474253204,0.0039347650331692085,3.6410400241944977e-06,7.045815186069724e-05,9.186176057767368e-07,3.0923875179592346e-09,6.374676321985068e-07,1.1966683448488133e-06,9.13715285022599e-08,2.811679958948721e-08,2.850648025604112e-06,3.46618764811883e-08,2.8022493175034262e-05,2.6147406166448436e-09,1.0917640203292116e-06,4.2263090787801986e-08,5.428925832456092e-12,1.970273362877432e-06,3.8439667412186445e-10,2.834707009644808e-11,6.617817146834996e-16,2.0283719870515163e-12,6.301549830093702e-13,8.808058168558895e-11,1.0580763133716005e-16,4.2430262947678655e-10,2.3885977061255988e-14,5.457206415738559e-10,9.979146288279789e-15,7.931688220270501e-12,2.2811538917502897e-09,4.026339357590656e-09,3.530057784849536e-13,2.002339165190463e-08,3.70486174595878e-08,3.750580141248377e-12,5.228433681663341e-13,7.421175568461966e-05,1.2933487609150962e-15,9.947579865030193e-08,5.6928423865823715e-12,4.048440348010511e-07,1.7264019987774382e-07,3.6658831768851645e-11,7.75627374711493e-09,4.253588140373882e-07,1.3634494041338187e-09,2.344042222723356e-11,1.437088123055014e-11,1.5580484677987905e-07,2.4517668400460236e-09,4.564992829768595e-11,1.4013013636860527e-11,4.7892943353009525e-11,8.08130158333813e-11,8.990244455381739e-12,9.136232701098037e-11,4.707337837121521e-12,1.3976397892682751e-14,5.094522747651333e-16,6.67270686735156e-08,2.3713969625601654e-08,5.0806238868478146e-12,3.3818307481808726e-08,1.5732256400377023e-15,6.646264024353761e-13,1.4788819052263754e-16,3.650612273334173e-15
1.0805493837303094e-06,0.8142964803665375,0.000171687368402767,9.765173292895303e-06,6.657173717070554e-05,0.0007328834460744631,0.0,0.0,3.333118145778284e-05,5.1408172598489964e-08,8.420364773674473e-06,2.2347373289770679e-07,1.7723956234894948e-08,5.1014138675405876e-15,1.6143659392617857e-11,1.1169318475015039e-08,2.7807580428274864e-05,3.301260174275015e-06,5.058066375669977e-10,1.7483772274407518e-10,9.112995687443927e-06,3.02266179304484e-11,9.088121338067424e-10,1.6089388779884934e-09,6.775992556985979e-10,2.756840353721992e-06,6.084903089256732e-09,8.644784445081752e-08,3.038319380609708e-10,2.1191449272746777e-11,7.042166609831406e-10,1.0171822326036994e-11,5.1892301491745415e-09,1.1669708830962147e-09,3.76,0.0,0.8514711639057984,0.9986022133210852,0.00015164378720221576,4.64241057944518e-06,0.09409501690313421,0.09415491288437776,2.2283582369462466e-08,4.1035193525056156e-11,0.0011994977657954892,4.606835030844274e-06,1.1929981104763993e-05,4.517642153423541e-05,5.124228479518035e-06,0.0004557838833459292,0.0005133704544539578,0.003988623418893851,3.832443089537419e-06,7.26021292888897e-05,9.608306059154913e-07,3.229076905177752e-09,6.686371204191763e-07,1.236601887031881e-06,9.936972872301361e-08,3.0478812829379554e-08,3.0319499758078715e-06,3.798432330781003e-08,2.929004409897524e-05,2.6991855718590355e-09,1.1599343287046458e-06,4.494122874625588e-08,5.778906488543825e-12,2.0887313467836753e-06,4.074566007465743e-10,3.106990583079724e-11,7.252259785808543e-16,2.144844411274436e-12,6.72164443860144e-13,9.334335802153616e-11,1.1593835360701932e-16,4.483239002201205e-10,2.5255519038373814e-14,5.638326907849128e-10,1.0544101507572014e-14,8.448666756268998e-12,2.3835541379323487e-09,4.225545245699539e-09,3.77523759799701e-13,2.112962228153027e-08,4.027004680022942e-08,4.0758840657085105e-12,5.517343003009989e-13,7.633039734987525e-05,1.3915744353238728e-15,1.0397158880106427e-07,5.949068777690687e-12,4.293348335067912e-07,1.785756507449174e-07,4.073796830829738e-11,8.141372472263823e-09,4.468922278600679e-07,1.4649645230424807e-09,2.6119737149045428e-11,1.5096236448162362e-11,1.658069136093578e-07,2.574661576110812e-09,4.788247554676292e-11,1.5049900811455243e-11,5.146990965838058e-11,8.892829627399435e-11,9.283889054725218e-12,9.595364439761289e-11,5.181617056784427e-12,1.5433697241926364e-14,5.526720721358542e-16,7.000932859428076e-08,2.5922156442700518e-08,5.553249942005304e-12,3.625199764593866e-08,1.7467813217301318e-15,7.221325122430463e-13,1.597708374018393e-16,3.912415682451828e-15
1.0965658677135289e-06,0.8144920554049597,0.00017764508090231714,1.015810686353399e-05,6.877660373581036e-05,0.0007667585648172745,0.0,0.0,3.409047126591801e-05,5.315932046808341e-08,8.98107176795647e-06,2.3885387166720527e-07,1.929782600949599e-08,5.776322781637304e-15,1.7647098494570445e-11,1.1794752358820978e-08,2.9046443956549087e-05,3.5010779319160538e-06,5.558113106796695e-10,1.876973093841933e-10,9.396725119327177e-06,3.137741428625994e-11,9.637891955297722e-10,1.7532972829960771e-09,7.105474316663499e-10,2.9509675349593355e-06,6.270999798059979e-09,9.194091403836333e-08,3.355082537385828e-10,2.3168008904950902e-11,7.501276359020344e-10,1.0733188005189473e-11,5.433564388207663e-09,1.2351716522802215e-09,3.76,0.0,0.8500756976703036,0.9985946326450723,0.00015867030584016417,4.903776312303742e-06,0.09541282638971961,0.09547582434547557,2.2596007940726757e-08,4.161194649952472e-11,0.0011994886665442036,4.840866373093858e-06,1.2656333287157259e-05,4.66293049231662e-05,5.2883524867001226e-06,0.00047603335657227084,0.000536208512347882,0.004042334555829094,4.031215191463015e-06,7.478072524222069e-05,1.0045285014202986e-06,3.3709995749872696e-09,7.009371001146119e-07,1.2774485432870631e-06,1.0795623077716075e-07,3.300772159894921e-08,3.22250293499105e-06,4.1575007342949174e-08,3.059879195023115e-05,2.785413832414143e-09,1.2314783284425077e-06,4.775790575675881e-08,6.147956997370481e-12,2.2124330538303677e-06,4.3153184997953284e-10,3.401275424567749e-11,7.937874145569185e-16,2.267352021110191e-12,7.168837410579518e-13,9.885540320552887e-11,1.26885197594077e-16,4.734148186588394e-10,2.668642075018223e-14,5.823533527514844e-10,1.1134102441710338e-14,8.992279841276252e-12,2.4892532691083962e-09,4.432654922460675e-09,4.034949185114032e-13,2.2292042373364433e-08,4.3751366321706406e-08,4.427362469620598e-12,5.818515362408427e-13,7.847558707692753e-05,1.4965150306373677e-15,1.0860778343481292e-07,6.21322374083291e-12,4.5494624418699736e-07,1.8466031523361893e-07,4.5210621126178436e-11,8.53985052383482e-09,4.6918661983253465e-07,1.5725987339645787e-09,2.9064258674909994e-11,1.5847038692123023e-11,1.7629097250651742e-07,2.7019679738177104e-09,5.019335558766888e-11,1.615386801985732e-11,5.527948155731494e-11,9.774674205705125e-11,9.584094252893318e-12,1.0073375493689518e-10,5.698142972645887e-12,1.703207229697177e-14,5.993086364674106e-16,7.34280379038498e-08,2.8304109292610494e-08,6.062989582084745e-12,3.883090641742925e-08,1.9370683457458775e-15,7.842594584824778e-13,1.7253046505305603e-16,4.189763896195319e-15
1.1125823516967483e-06,0.8146875252045935,0.00018374344015458955,1.0562590857647382e-05,7.103129687750449e-05,0.000801749299510168,0.0,0.0,3.4863563187694046e-05,5.495227316160584e-08,9.571999366535122e-06,2.550904038823983e-07,2.0996827113524825e-08,6.531834195018876e-15,1.927240144902642e-11,1.2447753846298415e-08,3.0325128470827067e-05,3.7101910536863297e-06,6.10196267209032e-10,2.0132781986832768e-10,9.685567030651043e-06,3.25618673662329e-11,1.021762022271556e-09,1.908773038967206e-09,7.447548122511418e-10,3.1561677496777244e-06,6.461953334251137e-09,9.772233719432062e-08,3.700411716372302e-10,2.5302065122925158e-11,7.986450401832238e-10,1.1318542493951133e-11,5.686511955909866e-09,1.306434013440119e-09,3.76,0.0,0.8486809647614943,0.9985868272255012,0.00016593104317033462,5.176250615281991e-06,0.09672838495385382,0.09679461537019392,2.2907899977230305e-08,4.218773012460848e-11,0.0011994792974929372,5.083621271575418e-06,1.3415710052525253e-05,4.811311908210329e-05,5.455966153718239e-06,0.0004969272766099786,0.0005597736495101861,0.004095899090821231,4.237552918791096e-06,7.699417642081314e-05,1.0497488934392606e-06,3.518343277165911e-09,7.343963752496968e-07,1.3192246468481096e-06,1.1716685886307203e-07,3.5713319464277555e-08,3.4226748672692115e-06,4.545182881764632e-08,3.194963202164764e-05,2.873450160888036e-09,1.3065246809199429e-06,5.071906621592877e-08,6.536930560292425e-12,2.3415354830924714e-06,4.5665243767498367e-10,3.719028165995254e-11,8.67806577250058e-16,2.396257653102102e-12,7.645017596232142e-13,1.0462612660186313e-10,1.3870241788959809e-16,4.996126786558106e-10,2.8180806531743497e-14,6.012897754723105e-10,1.175001041591494e-14,9.563577050590588e-12,2.5983208242067665e-09,4.647940853162962e-09,4.309940330565436e-13,2.3513572060977803e-08,4.751140775383214e-08,4.806906114107971e-12,6.132339346996087e-13,8.064723057185808e-05,1.6085872911752279e-15,1.1338697962987086e-07,6.485450394228973e-12,4.817138379111171e-07,1.9089689025315484e-07,5.010918659132948e-11,8.951983836113597e-09,4.9225773657546e-07,1.6866450949948619e-09,3.229643495802494e-11,1.662380359281637e-11,1.8727267031696527e-07,2.833788312310026e-09,5.2584355001756396e-11,1.7328624278139207e-11,5.933455079168613e-11,1.0732035028685224e-10,9.890975431706122e-12,1.0570868476544114e-10,6.260210573552538e-12,1.8784349881448727e-14,6.496128445475631e-16,7.698898073347375e-08,3.0871199521704215e-08,6.612262414248832e-12,4.15622894327794e-08,2.1454841692741643e-15,8.513407136511905e-13,1.8622728071164877e-16,4.483428313715319e-15
1.1285988356799678e-06,0.814882894309286,0.00018998476698572035,1.0978878633101863e-05,7.333666333111889e-05,0.0008378795499096776,0.0,0.0,3.565079228318056e-05,5.678797055946855e-08,1.0194411196304785e-05,2.722209936525298e-07,2.282944551990082e-08,7.376622766046806e-15,2.1028125801030755e-11,1.3129273635185839e-08,3.16445031618439e-05,3.928917025254939e-06,6.693020075551037e-10,2.1576646260914987e-10,9.979581741644007e-06,3.378104131154994e-11,1.082876981102422e-09,2.0760932357927766e-09,7.802616624733899e-10,3.3729391680478084e-06,6.657894586269289e-09,1.0380425037948445e-07,4.0765065816994e-10,2.7604211584633228e-11,8.499008169417837e-10,1.19286625024237e-11,5.948293323496317e-09,1.380858084351736e-09,3.76,0.0,0.8472869329937891,0.9985787916488533,0.00017343140662031133,5.4601640839944e-06,0.09804169045687389,0.09811128822685017,2.3219257975231407e-08,4.2762544406813304e-11,0.0011994696521423992,5.335327334976404e-06,1.4209146340725557e-05,4.962830709628931e-05,5.62712025868804e-06,0.0005184792149087709,0.0005840810712250979,0.00414931768264822,4.451656606785989e-06,7.924272890429479e-05,1.0965300674422983e-06,3.671301516365838e-09,7.690442780595182e-07,1.3619469119441786e-06,1.2703922784930742e-07,3.860587480176737e-08,3.6328449210394357e-06,4.9633658890466557e-08,3.334347338496291e-05,2.96331966509591e-09,1.3852058526901706e-06,5.383088439061875e-08,6.946710652615594e-12,2.476198636835786e-06,4.828489370374683e-10,4.061794668780775e-11,9.476423930378435e-16,2.531952866602827e-12,8.152215429152043e-13,1.1066525304919923e-10,1.5144719320152595e-16,5.269558576229453e-10,2.9740860819163606e-14,6.206492728226961e-10,1.2392711071066717e-14,1.0163639465897071e-11,2.7108272866665407e-09,4.8716853631960945e-09,4.600993264931581e-13,2.4797288340243278e-08,5.1570183555935014e-08,5.216523786275511e-12,6.459212920073089e-13,8.284523681457859e-05,1.7282313017897718e-15,1.183117970412059e-07,6.765892992908512e-12,5.096738549595536e-07,1.9728811417834523e-07,5.546828893520853e-11,9.378050746335494e-09,5.161214465786065e-07,1.807408296719563e-09,3.5840319049653234e-11,1.7427050357096528e-11,1.9876791841930274e-07,2.9702263424347724e-09,5.5057286228700355e-11,1.8578051701137275e-11,6.364861150457944e-11,1.1770437097123535e-10,1.0204650644522548e-11,1.1088460529890598e-10,6.871337324871191e-12,2.070445751878126e-14,7.038523896568681e-16,8.069824379912093e-08,3.3635409730214787e-08,7.203617298666832e-12,4.445371961748188e-08,2.3735267882597972e-15,9.23730544805741e-13,2.0092536713321011e-16,4.794213783695507e-15
1.1446153196631872e-06,0.8150781673203152,0.00019637141936580964,1.1407228429632482e-05,7.569356307673751e-05,0.0008751735450916168,0.0,0.0,3.64524987661079e-05,5.866738194869989e-08,1.0849609624870315e-05,2.9028461230755685e-07,2.4804642466433795e-08,8.320205243122984e-15,2.29233517016301e-11,1.3840289588373245e-08,3.3005451043266416e-05,4.15758110368813e-06,7.334925856466232e-10,2.310519206567033e-10,1.0278831730738043e-05,3.5036045767416045e-11,1.147286840019822e-09,2.2560250877830385e-09,8.171095640828463e-10,3.601797279416006e-06,6.8589573398874184e-09,1.101991883465802e-07,4.4857096392842416e-10,3.008563941894998e-11,9.040329566865996e-10,1.2564344385330437e-11,6.219133213173093e-09,1.458546243798957e-09,3.76,0.0,0.8458935697937219,0.9985705203880024,0.00018117689986231608,5.7558535896046734e-06,0.09935274061993372,0.09942584516053203,2.3530081397846593e-08,4.333638934018316e-11,0.0011994597238568967,5.596216488460568e-06,1.50376975018045e-05,5.1175318335598086e-05,5.801866336353325e-06,0.0005407029347332642,0.000609146188934627,0.004202591002224292,4.6737303976451595e-06,8.152663832466688e-05,1.1449110036107864e-06,3.830073676728351e-09,8.049106771379374e-07,1.405632442764263e-06,1.376128173367727e-07,4.16961500191945e-08,3.85340369195547e-06,5.41403822760761e-08,3.478123913450958e-05,3.055047798654282e-09,1.4676582152316128e-06,5.7099773521034734e-08,7.378211872418026e-12,2.6165855705078124e-06,5.101524875655554e-10,4.431203473087433e-11,1.0336729589737925e-15,2.674860329527398e-12,8.692613240975813e-13,1.169828345936731e-10,1.6517975343246e-16,5.554838459693693e-10,3.136882972651573e-14,6.404393283735057e-10,1.3063115000202839e-14,1.0793580492271719e-11,2.8268440958125005e-09,5.104181036354749e-09,4.908926114528284e-13,2.614643285687492e-08,5.594894928406652e-08,5.658348490013797e-12,6.799543621432991e-13,8.5069518130575e-05,1.8559116293620765e-15,1.2338487807592184e-07,7.0546969361106816e-12,5.388632106332928e-07,2.0383676710674577e-07,6.132490401083582e-11,9.818332020654158e-09,5.407937410728353e-07,1.935205159876076e-09,3.972166494248677e-11,1.8257301789278676e-11,2.1079289321860915e-07,3.111387312492679e-09,5.761398801738538e-11,1.990621240861986e-11,6.82357841698939e-11,1.2895747874631685e-10,1.052524067838389e-11,1.1626783613047855e-10,7.53527604163159e-12,2.2807512120270238e-14,7.623127934026333e-16,8.456223326233727e-08,3.660936079764739e-08,7.839738007677032e-12,4.7513100098040406e-08,2.622800991058448e-15,1.0018051030215346e-12,2.166929197029654e-16,5.122959952778143e-15
1.1606318036464066e-06,0.8152733488972008,0.00020290579273547267,1.184790344781749e-05,7.810286944289194e-05,0.0009136558478972677,0.0,0.0,3.726902807988918e-05,6.059150677283375e-08,1.1538936609452248e-05,3.09321576657292e-07,2.6931876261468625e-08,9.37301451733603e-15,2.496771009328672e-11,1.4581807454909264e-08,3.4408869165263227e-05,4.396516466029732e-06,8.031570604521589e-10,2.472244040589261e-10,1.0583381690807977e-05,3.6328037652491974e-11,1.2151510173343984e-09,2.4493778079232543e-09,8.553414640774977e-10,3.843275361882599e-06,7.0652783439914636e-09,1.1692009452269931e-07,4.930513995425954e-10,3.275816566881542e-11,9.611857477510479e-10,1.3226404572074261e-11,6.499260666313581e-09,1.5396031680489533e-09,3.76,0.0,0.8445008421947751,0.9985620078001363,0.0001891731244406928,6.063662360916613e-06,0.10066153302158397,0.10073828839309168,2.3840369674479864e-08,4.39092649074118e-11,0.0011994495058618264,5.866525040876163e-06,1.590243957506948e-05,5.275460847398927e-05,5.980256682299761e-06,0.0005636123937587192,0.0006349846226709659,0.004255719732805897,4.903982301097428e-06,8.384617004173977e-05,1.1949313872178016e-06,3.994865148876786e-09,8.420259855212718e-07,1.4502987426503392e-06,1.4892904831961045e-07,4.499542143934413e-08,4.084753490832442e-06,5.8992941425818215e-08,3.626386663442324e-05,3.148660361400916e-09,1.5540221476060195e-06,6.053239529251436e-08,7.832380808797314e-12,2.7628624432149038e-06,5.385948040672875e-10,4.828969370869418e-11,1.1262963704410244e-15,2.825436382489599e-12,9.268556213521459e-13,1.235892627029537e-10,1.7996351141832953e-16,5.852372773817701e-10,3.30670226604304e-14,6.606675993056587e-10,1.3762158400035018e-14,1.1454546698851522e-11,2.9464436581550925e-09,5.345731128717646e-09,5.234594400598349e-13,2.756442002596914e-08,6.067026871840519e-08,6.134643907812202e-12,7.153748756043417e-13,8.731999026482233e-05,1.9921185074199515e-15,1.2860888806010713e-07,7.352008774116138e-12,5.693195011348024e-07,2.1054567110161572e-07,6.771848823037075e-11,1.0273110880250189e-08,5.662907348949343e-07,2.070365164959128e-09,4.396802842500912e-11,1.9115084311665363e-11,2.2336403665386921e-07,3.2573779943892144e-09,6.025632588386823e-11,2.1317355580173045e-11,7.311084039666292e-11,1.411419523082206e-10,1.085286911780537e-11,1.2186484796714158e-10,8.256028398764758e-12,2.5109915303315222e-14,8.252984725477908e-16,8.858769242231479e-08,3.980633991624562e-08,8.523449093050816e-12,5.0748677603112624e-08,2.8950249485556554e-15,1.0859635605198015e-12,2.3360249760221826e-16,5.470542666046151e-15
1.176648287629626e-06,0.815468443758518,0.00020959032032597544,1.230117192856898e-05,8.056546920825746e-05,0.0009533513593790358,0.0,0.0,3.8100730974054945e-05,6.256137540602791e-08,1.226377456234514e-05,3.2937358831276595e-07,2.922112492439683e-08,1.0546479618112246e-14,2.717141226622384e-11,1.5354861608497378e-08,3.585566882806563e-05,4.646064360387276e-06,8.787110269194985e-10,2.6432570407280865e-10,1.0893298586727822e-05,3.765822299490433e-11,1.2866358397378554e-09,2.6570045573359853e-09,8.950017249138087e-10,4.097924962439376e-06,7.276997377867528e-09,1.239803316378352e-07,5.413571468594868e-10,3.5634262906633484e-11,1.021510036038181e-09,1.3915680004767557e-11,6.7889091119776055e-09,1.6241358678604534e-09,3.76,0.0,0.8431087168322202,0.9985532481246502,0.00019742578141786416,6.383940067691214e-06,0.10196806509531503,0.10204862012314378,2.415012220024319e-08,4.4481171081021574e-11,0.0011994389912411666,6.146493752013865e-06,1.6804469570443727e-05,5.436663950666241e-05,6.1623443569806175e-06,0.0005872217466681351,0.0006616122034705229,0.004308704570199,5.1426242550722436e-06,8.620159932113494e-05,1.2466316189911645e-06,4.165887459309763e-09,8.804211687615701e-07,1.4959637235243674e-06,1.6103136252050076e-07,4.8515499864894826e-08,4.327308616546187e-06,6.421338230826192e-08,3.779230776940292e-05,3.2441834996633484e-09,1.6444421421153236e-06,6.413566968969229e-08,8.310196932115314e-12,2.9151985686498114e-06,5.682081857397956e-10,5.256897106498376e-11,1.2259315783837036e-15,2.9841737931917567e-12,9.882564097863534e-13,1.3049528097916652e-10,1.9586519918521702e-16,6.162579598547849e-10,3.483781397303361e-14,6.81341920422166e-10,1.4490803737802228e-14,1.2147718683900691e-11,3.069699358606112e-09,5.596649998659872e-09,5.578892588320794e-13,2.905484549586955e-08,6.575808185458524e-08,6.64781114360152e-12,7.522255576090035e-13,8.959657245793262e-05,2.1373691108865578e-15,1.3398651539651013e-07,7.65797621448045e-12,6.010810095214739e-07,2.174176904197935e-07,7.46911128095293e-11,1.0742673027509113e-08,5.926286673401051e-07,2.213231016267322e-09,4.8608872951274716e-11,2.000092798442988e-11,2.364980567195017e-07,3.40830671018603e-09,6.298619257587941e-11,2.2815924815707867e-11,7.828922854428121e-11,1.5432386184882877e-10,1.118766240969817e-11,1.276822656032183e-10,9.037859105807358e-12,2.762945579410885e-14,8.931338631698369e-16,9.278172027467982e-08,4.324032966482062e-08,9.257721967857836e-12,5.416905636988423e-08,3.192037146304512e-15,1.1766292972855634e-12,2.5173128983822047e-16,5.837875417030455e-15
1.1926647716128455e-06,0.8156634566827051,0.00021642747347248536,1.2767307233112122e-05,8.308226270104404e-05,0.0009942853232432893,0.0,0.0,3.894796358107487e-05,6.457804995228542e-08,1.3025547233263927e-05,3.5048377409757976e-07,3.168290968831616e-08,1.1853112090646965e-14,2.954528084621705e-11,1.6160515803811945e-08,3.734677579540612e-05,4.906574259541513e-06,9.605982301705822e-10,2.823992492898844e-10,1.120865171427359e-05,3.902785883728254e-11,1.3619148093093754e-09,2.8798044725569817e-09,9.361361764619088e-10,4.366316387867918e-06,7.4942573200382e-09,1.3139369260521834e-07,5.937701068054282e-10,3.872709006457771e-11,1.0851634943802752e-09,1.4633028583615063e-11,7.0883164357381525e-09,1.7122537260290531e-09,3.76,0.0,0.8417171599379722,0.9985442354810079,0.00020594067303875323,6.717042905179721e-06,0.1032723341270634,0.10335684252606733,2.4459338335368252e-08,4.505210782461257e-11,0.0011994281729349081,6.436367899865599e-06,1.774490575186091e-05,5.60118797647898e-05,6.3481831895429705e-06,0.000611545347749435,0.0006890449757674886,0.004361546222967674,5.389872186399079e-06,8.859321151485028e-05,1.3000528254507909e-06,4.3433584022166154e-09,9.201277529842821e-07,1.5426457155542964e-06,1.739653044773758e-07,5.2268751843506855e-08,4.581495633992146e-06,6.982490183874128e-08,3.936752919906851e-05,3.341643706368698e-09,1.7390669130497227e-06,6.791678524724348e-08,8.812673505491274e-12,3.0737664664329044e-06,5.990255253052076e-10,5.7168852087921154e-11,1.3330192768586131e-15,3.1516047136198534e-12,1.0537343731612503e-12,1.3771199838920172e-10,2.1295500908117473e-16,6.485889073778907e-10,3.668364465388818e-14,7.024703082597319e-10,1.5250040433876726e-14,1.2874311965025889e-11,3.1966855716004447e-09,5.857263553573307e-09,5.94275570176896e-13,3.062149496906488e-08,7.123777586596445e-08,7.2003957569486e-12,7.905501489815046e-13,9.189918752460218e-05,2.292208851230713e-15,1.395204717125003e-07,7.972748127637086e-12,6.34186711732985e-07,2.2445573172360713e-07,8.228760344554614e-11,1.1227306672198452e-08,6.198239029969803e-07,2.3641592430703354e-09,5.36756807379649e-11,2.091536652467432e-11,2.5021192800106956e-07,3.5642833590520958e-09,6.58055085439815e-11,2.4406565788006687e-11,8.378710018039528e-11,1.6857326480214252e-10,1.1529749930301914e-11,1.3372687093065626e-10,9.885310774488585e-12,3.038541939736124e-14,9.661646047244478e-16,9.715179097379814e-08,4.692603815602675e-08,1.0045681209640974e-11,5.778321257219525e-08,3.5158037097700165e-15,1.2742511388069674e-12,2.711613969874425e-16,6.225910851942008e-15
