Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H4F2(1),O2(2),H2O(3),CH4(4),CH2CHF(56),HF(38),C2H3F(137),C2H3F(136),O2(141),CH2CF(70),CH2CFO(79),C2H3F2(66),C2H3F2(64),CH2CF2(57),C2H2F2(59),CH2F(46),C2H2F(71),CHFO(47),C2H4F(62),S(289),C2H4F(63),C2H3F2(65),CF2CH(73),C2HF2(72),CH2F2(41),S(787),CF2(43),S(495),C2HF(58),CF2O(49),C2H2O(134),S(435),S(2464),S(1651),S(1682),CF3CHO(75),CF2CO(76),S(783),S(2674),CHO2(159),S(3132),S(537),S(1330),C2HF(1925),S(125),S(977),S(975),S(990),CHF2(82),S(499),C2H2O(450),CH3F(39),S(3133),C2H2F3(67),S(5616),CHFCF2(55),F(37),C2F(1924),C2H2F3(68),S(698),CHF3(42),S(5948),S(3043),S(706),S(2408),S(2271),S(529),S(1906),S(3064),S(517),S(139),S(1923),S(1777),CHO2(158),S(476),S(980),S(5430),CFO(51),S(7338),S(1061),CHFO2(175),S(11877)
1.0075637955861695e-05,0.9248137120643274,0.0028543774254894162,0.0005426620682885827,0.0007743341257546696,0.25819838099503345,0.0,0.0,0.002762694643642201,0.00021779455867906224,0.1109581185284354,0.005468297428639508,0.00035008411196738064,1.2060190184662824e-09,1.7413947753616355e-07,6.438087208040989e-06,0.005196362875118202,0.007686378782998268,0.00019493047504072597,3.0116727205338027e-06,0.005557612119500326,8.175451107536254e-08,1.7692264167404216e-06,0.00016785213397519557,1.6834824858901043e-06,0.02852005367681178,2.456934873149805e-06,0.0010235781271604382,0.00025841021627973543,1.7892484653707505e-06,2.6355306652681484e-06,5.884235563993042e-09,7.708213421225338e-07,8.362661856790674e-06,3.76,0.0,0.15079970994044353,0.8485634605089517,0.11181695403339004,0.011843514207493414,0.3686008529833486,0.5309594659027255,8.737854445798417e-08,1.6392294151458435e-10,0.0010192797340007659,0.0003537074594189682,0.001762154255303045,0.0002481719989038247,4.729897146105335e-05,0.14122865382358177,0.09320578255142542,0.01887174126944614,0.0003199417707408683,0.01113022819874009,4.939934963546291e-05,2.3572322077202356e-06,3.7882635860164666e-05,7.919477476791005e-05,0.0005982949484991486,0.00011751095990256322,0.021948907397290197,0.00044943715465056705,0.029723992673346834,1.115808677014945e-08,0.02171145000988288,0.005964707247862456,4.959724516787149e-08,0.00027306092798321516,4.019757462567205e-08,2.8431150224523894e-07,6.551442251381612e-12,7.547011148618786e-08,3.198608102355679e-08,1.9308345688177072e-06,1.038429826269956e-12,2.2036649925248518e-07,1.1829196754947155e-11,2.7762487477993987e-08,4.64050118556499e-12,1.969606616782924e-07,4.329593572975173e-07,0.00015471076595511865,4.810529502285456e-09,0.0005843033050724119,0.0074076144107823256,5.696728331421299e-07,1.227902787862817e-10,0.014367707249756181,1.3955357568119838e-10,1.073756932835687e-05,4.623435341861597e-10,0.00206494877457233,3.9406129425931125e-06,6.3026992308619125e-06,2.037201173188313e-06,8.046395772546198e-05,0.003750759940275693,0.00011094987364769958,2.0484575815566424e-09,0.00030108354641129057,3.0347569879817723e-06,5.169836788695008e-08,4.3612241336608274e-08,1.5738319377468782e-07,3.006875713176771e-05,4.474485704905193e-10,1.6863292025551507e-08,3.3499522065989396e-05,2.3666919444394132e-08,1.1432321347635009e-10,0.001909186877874074,0.0003322236770573526,5.3951884076215695e-08,0.00030827542517256686,2.9399190706513826e-08,9.941831140112442e-08,1.1964588755700243e-11,2.4927776526305795e-11
1.0160817271998518e-05,0.9252439042914717,0.0028201441996700805,0.0005374254762974829,0.0007640280478185954,0.25893380627755785,0.0,0.0,0.002746994717135583,0.000216757526377843,0.1120783858259673,0.005515065314891754,0.00034727939535145224,1.1712619053097964e-09,1.7098843225480625e-07,6.3780889195750194e-06,0.005171081741973792,0.0077108412468675286,0.00019445841122933314,3.0056105208848116e-06,0.005598666061425926,8.187331675160174e-08,1.741793726109837e-06,0.00016838022039908693,1.6655205183492803e-06,0.028660704787320152,2.447758557896442e-06,0.0010315670705451573,0.00026088586977285653,1.7813181795370966e-06,2.608164169906667e-06,5.833257288602271e-09,7.649750867030193e-07,8.4325235104242e-06,3.76,0.0,0.14876093627053105,0.8475516138922239,0.11242780011035171,0.01196717481694033,0.3691221181360741,0.5328012895707036,8.75020829953155e-08,1.64092214848774e-10,0.0010180642654103705,0.00035041333654344474,0.0017447890768420198,0.00024323577710339662,4.658568948545208e-05,0.14156100620749046,0.09306370990699445,0.018852369732466078,0.0003169900630514377,0.011154091289997281,4.885221833328831e-05,2.331888522047079e-06,3.7464144737852175e-05,7.83469089348632e-05,0.0005924449437551279,0.0001161256089116593,0.022125638623583556,0.00044429044043727955,0.02993896126187167,1.0918168460067665e-08,0.02191865198371348,0.006062695246318887,4.981875901731669e-08,0.0002699552758428602,3.967423589613541e-08,2.805853302757402e-07,6.465621570260345e-12,7.378408967462806e-08,3.134718298196589e-08,1.9294782925135586e-06,1.0248313576468449e-12,2.179328701660114e-07,1.1698684835924193e-11,2.7424158835266997e-08,4.589554977710792e-12,1.9886843895077884e-07,4.3230260858363086e-07,0.00015617095589072892,4.774441642033132e-09,0.000580980332863448,0.007414427822027569,5.69255838211163e-07,1.2172821275831718e-10,0.014493251097249218,1.3956132597446373e-10,1.0705351529664598e-05,4.6019312650390287e-10,0.0020803016699343945,3.906907134156826e-06,6.290107488113045e-06,2.0359803326697255e-06,8.049649070519761e-05,0.003759572594268678,0.00011337365094106644,2.045889537995849e-09,0.00030169942491606983,3.0525752363786692e-06,5.1999262966873106e-08,4.31094800954271e-08,1.5554515271242292e-07,3.0281120567657803e-05,4.421796721800898e-10,1.671769776968327e-08,3.4084262911416875e-05,2.3553007815038863e-08,1.1387048751440813e-10,0.0019094017311845936,0.00032777215543256693,5.3140392068550585e-08,0.0003060543943846001,2.988062123509743e-08,9.9346459219999e-08,1.193988087160719e-11,2.4707166307758628e-11
1.024599658813534e-05,0.9256681986846879,0.0027870780866396504,0.0005323620831011267,0.0007540716667225336,0.2596534194446847,0.0,0.0,0.0027313445715165213,0.00021567630626326655,0.11318977359674597,0.00556133259497042,0.00034455532797967713,1.1383393373345664e-09,1.6797291515687495e-07,6.320163825101468e-06,0.005146186763890085,0.007734538090325639,0.00019399365803605804,2.9997884654441367e-06,0.005639277170293779,8.2003276970971e-08,1.7153527205643668e-06,0.00016889031296303436,1.6478244913369888e-06,0.028798751606256483,2.4388957723456665e-06,0.0010394589753413557,0.00026331207973713457,1.7734721515928313e-06,2.581629910235106e-06,5.783744645707354e-09,7.593087531922287e-07,8.501341970097808e-06,3.76,0.0,0.14675801629473242,0.846550453802935,0.11303057307282262,0.012089664811849254,0.3696333751655894,0.534623115916412,8.762325146762186e-08,1.6425970511988366e-10,0.0010168616352090195,0.0003472294197189174,0.0017280267622399963,0.00023847236269945225,4.589664951363693e-05,0.14188504070549984,0.09291849618605082,0.018832390718611272,0.0003141371815856882,0.011176618292185454,4.8323017435666725e-05,2.307067277110665e-06,3.705949340203455e-05,7.752566896172541e-05,0.0005867726459264506,0.000114782522512005,0.022300179896911056,0.00043930264014670006,0.03015121061399423,1.0686942839963109e-08,0.022123901069256827,0.0061605093295479295,5.003644206914601e-08,0.00026695645658959653,3.916891035188165e-08,2.769760915277732e-07,6.382493079894873e-12,7.217002935960443e-08,3.073413308753087e-08,1.9278334642898884e-06,1.0116593667894545e-12,2.155806784302352e-07,1.1572617942620834e-11,2.7096444610068928e-08,4.540339135588807e-12,2.0075796095998184e-07,4.316312372520222e-07,0.0001575907110736567,4.738485098016847e-09,0.0005776236994965719,0.007420379558931922,5.68782563515741e-07,1.2070117662536084e-10,0.014617449817981017,1.3955219198600757e-10,1.067381646689858e-05,4.580860013317602e-10,0.0020955242055531995,3.874186009072843e-06,6.278054889220134e-06,2.034826718294584e-06,8.052896693890016e-05,0.0037673143597234445,0.00011580847569921662,2.043359310423397e-09,0.0003022794350188449,3.070081769600994e-06,5.229491945147878e-08,4.262203629495236e-08,1.537627915290468e-07,3.0490397984321908e-05,4.370737600658731e-10,1.6576773254961818e-08,3.466307535266959e-05,2.3443139858760818e-08,1.1343258184059717e-10,0.0019094726529619505,0.0003234608537969659,5.235508945704389e-08,0.0003038760637407352,3.0360433503917434e-08,9.926479102616406e-08,1.1918346604114375e-11,2.4491096031461456e-11
1.0331175904272163e-05,0.9260867542586023,0.0027551218684473177,0.0005274634493197694,0.0007444476855457967,0.2603577989996521,0.0,0.0,0.002715755802377792,0.000214554665738,0.1142925452936679,0.005607116024769366,0.00034190852825805273,1.1071244440544646e-09,1.6508509912489775e-07,6.264217275717235e-06,0.0051216833911192135,0.007757496012899055,0.0001935365617133047,2.994199253054172e-06,0.005679459612949536,8.214367170400721e-08,1.6898571013964856e-06,0.0001693831304818495,1.6303993015280573e-06,0.028934285794589655,2.4303335598383442e-06,0.0010472565468915103,0.00026568999964630947,1.7657149793249215e-06,2.5558930061776573e-06,5.735639944139456e-09,7.5381438627994e-07,8.56914887231876e-06,3.76,0.0,0.1447899730170194,0.8455596357369043,0.1136255367622864,0.01221100550240259,0.37013470073809424,0.5364253169173538,8.774206788128042e-08,1.6442528796386406e-10,0.0010156714294900194,0.0003441502732661146,0.0017118380027298854,0.0002338730614441686,4.523065657632285e-05,0.14220106158651322,0.09277030302309372,0.01881184231362262,0.0003113782270479958,0.011197854798774021,4.7810862442702416e-05,2.2827683770662303e-06,3.666799598301156e-05,7.672984027478923e-05,0.0005812701330394606,0.00011347976900156318,0.022472586351238263,0.00043446674949365615,0.030360813699769274,1.0463963240580513e-08,0.022327252399598867,0.0062581483176394545,5.025042259906028e-08,0.0002640591202729483,3.8680684155598145e-08,2.734785020262503e-07,6.3019351352878716e-12,7.062375537614384e-08,3.0145483154208054e-08,1.9259173989206467e-06,9.988945845900178e-13,2.133061413052083e-07,1.1450788175423392e-11,2.6778853596442793e-08,4.492772777200355e-12,2.0262974985748951e-07,4.3094599520754584e-07,0.0001589705455204797,4.702682700621244e-09,0.0005742376022817656,0.007425515777367515,5.682565418636689e-07,1.197074392117414e-10,0.014740338149852579,1.395271925658372e-10,1.0642945788771005e-05,4.5602085511017743e-10,0.002110621270464125,3.842404265925955e-06,6.266522794518674e-06,2.0337375482364958e-06,8.05613911323532e-05,0.0037740277858767566,0.00011825398527617085,2.0408657726455087e-09,0.0003028247940090934,3.0872859399913076e-06,5.2585493221541076e-08,4.214921972153876e-08,1.5203362339116607e-07,3.069667958270177e-05,4.3212331882546216e-10,1.644028599398486e-08,3.523591061356746e-05,2.3337173111102497e-08,1.1300899268928289e-10,0.001909407680667983,0.0003192834482647193,5.159476543584908e-08,0.00030173916707838995,3.083865114980863e-08,9.917392207975943e-08,1.1899807286441577e-11,2.4279420533009787e-11
1.0416355220408985e-05,0.9264997230334241,0.0027242216319029555,0.0005227216006041628,0.0007351398522557794,0.26104749367505375,0.0,0.0,0.0027002388281000106,0.0002133961750256264,0.11538695251443558,0.005652431577083315,0.00033933574732268433,1.0775006476446314e-09,1.6231768036789205e-07,6.210159077842622e-06,0.005097575606326926,0.007779740555905595,0.00019308739267610942,2.9888353994495194e-06,0.005719226862548932,8.229382735082411e-08,1.66526289311974e-06,0.00016985935646475335,1.6132485996916374e-06,0.02906739426319843,2.4220593810301057e-06,0.001054962379417253,0.0002680207713745985,1.7580504875943715e-06,2.5309201664933364e-06,5.688887706358056e-09,7.484843980513854e-07,8.63597456426734e-06,3.76,0.0,0.14285587208582762,0.8445788319524913,0.1142129422784321,0.01233121805519917,0.3706261743773506,0.5382082522662137,8.78585509323678e-08,1.6458885168715989e-10,0.001014493254486902,0.0003411707671942159,0.0016961949440181152,0.00022942971856490383,4.4586587096929025e-05,0.1425093572457914,0.09261928275668753,0.018790760474624614,0.00030870857465198787,0.011217844416294302,4.731491985359285e-05,2.258990222413399e-06,3.6289006217924915e-05,7.595827116539388e-05,0.0005759298763639723,0.00011221551868196864,0.022642910822815627,0.00042977608287218306,0.03056783985810896,1.0248811341294278e-08,0.02252875865247215,0.0063556111891246245,5.046082211719061e-08,0.0002612582088453805,3.8208695383725116e-08,2.7008753476969027e-07,6.2238320102292225e-12,6.914137094071921e-08,2.9579878291512088e-08,1.9237465138143603e-06,9.8651867980423e-13,2.111056642978e-07,1.1332998019243276e-11,2.64709210339928e-08,4.446779071988505e-12,2.044843044355123e-07,4.302475911079079e-07,0.00016031098497071888,4.667054907358259e-09,0.0005708259555188021,0.007429880102205336,5.676810976768521e-07,1.1874536212950562e-10,0.014861949381780074,1.394872860330803e-10,1.0612721413409161e-05,4.5399642140843553e-10,0.002125597460907158,3.811518925632363e-06,6.255492431294853e-06,2.0327100768076948e-06,8.05937652666429e-05,0.0037797540025468093,0.00012070982337848455,2.0384077882177493e-09,0.00030333666103962416,3.104196618812908e-06,5.287113216543625e-08,4.169037692758448e-08,1.5035529252549545e-07,3.090005113232215e-05,4.2732124791400307e-10,1.6308016182807724e-08,3.580272980846013e-05,2.3234968820622816e-08,1.1259922346872948e-10,0.0019092143227588713,0.0003152339039428255,5.085826841608661e-08,0.00029964244308121313,3.131529667931674e-08,9.907443138302342e-08,1.1884095551362582e-11,2.4071997276155404e-11
1.0501534536545808e-05,0.9269072504397141,0.0026943265794687767,0.0005181290046918899,0.0007261328930051025,0.2617230243117733,0.0,0.0,0.002684802982028069,0.00021220421384092944,0.11647323553875792,0.005697294481515259,0.000336833869673865,1.0493607491699927e-09,1.5966384194084812e-07,6.1579033602625805e-06,0.005073866071546718,0.007801296161577403,0.00019264635481352888,2.9836893228449157e-06,0.005758591738230744,8.245311404762498e-08,1.6415283510481628e-06,0.00017031964112322923,1.596374922650512e-06,0.029198159448409443,2.4140611351176173e-06,0.001062578961405292,0.0002703055231792414,1.7504818135149073e-06,2.506679640254373e-06,5.6434346633102774e-09,7.433115587927321e-07,8.701848158718475e-06,3.76,0.0,0.14095481923371275,0.8436077305186114,0.11479302873191718,0.012450323460366666,0.3711078781871869,0.539972269992252,8.797271993994144e-08,1.647502962510653e-10,0.00101332673542963,0.0003382860612622787,0.0016810711370964712,0.00022513468244492546,4.396338443980648e-05,0.14281020123792756,0.092465579106859,0.018769179145228927,0.0003061238600636783,0.011236628870957291,4.683440431267032e-05,2.235729880731318e-06,3.5921915233033136e-05,7.520987007004152e-05,0.0005707447256302963,0.00011098803915018334,0.0228112039587714,0.00042522426626236397,0.03077235500957218,1.0041095191338644e-08,0.022728470175795736,0.00645289706735185,5.066775580094285e-08,0.00025854894287586326,3.775213137373316e-08,2.6679841137957324e-07,6.1480737043426584e-12,6.771923892582525e-08,2.903605094871975e-08,1.9213363730485844e-06,9.745142284125214e-13,2.0897583412767112e-07,1.1219059948667194e-11,2.6172207311573957e-08,4.402285084904452e-12,2.063221013093451e-07,4.295366935151197e-07,0.00016161256502386737,4.63161999792069e-09,0.0005673924096674778,0.007433513772627327,5.670593597691044e-07,1.1781339571692217e-10,0.014982315420605774,1.3943337368749845e-10,1.0583125589365388e-05,4.520114721330792e-10,0.002140457101582913,3.7814892309149614e-06,6.2449450567826916e-06,2.0317416099096973e-06,8.06260891208049e-05,0.0037845327502218236,0.00012317564001122045,2.035984220813762e-09,0.0003038161408021477,3.120822225276571e-06,5.315197666301513e-08,4.124488944711274e-08,1.4872556800519273e-07,3.110059423006816e-05,4.226608396617736e-10,1.617975611743173e-08,3.636350326887553e-05,2.3136392247230956e-08,1.1220278706688693e-10,0.0019088995973990548,0.0003113064693033308,5.014450423529229e-08,0.0002975846426763911,3.1790391468317096e-08,9.896686390222133e-08,1.1871054618306804e-11,2.38686868352451e-11
1.058671385268263e-05,0.9273094756974274,0.0026653888482045087,0.0005136785488664266,0.0007174124493029927,0.26238488560867146,0.0,0.0,0.0026694565986811955,0.00021098197819790408,0.11755162385481004,0.005741719262757568,0.00033439991257345564,1.0226060994936274e-09,1.571172196533094e-07,6.1073684293470335e-06,0.005050556263446537,0.007822186228862747,0.0001922135938832043,2.9787534153927085e-06,0.005797566442616758,8.262094304816671e-08,1.6186138670212943e-06,0.00017076460325641648,1.5797798141653488e-06,0.02932665957251364,2.4063271735423577e-06,0.001070108680753413,0.0002725453679605967,1.743011483316659e-06,2.4831411646818114e-06,5.599229732251236e-09,7.382889864467679e-07,8.766797587783454e-06,3.76,0.0,0.13908595789614311,0.8426460344144792,0.11536602395066663,0.012568342502580269,0.3715798965877323,0.5417177070461638,8.80845947826463e-08,1.6490953233275622e-10,0.0010121715154629445,0.00033549158949099084,0.0016664414866561313,0.00022098077065327545,4.336005470092477e-05,0.1431038532350038,0.09230932779449752,0.018747130365784244,0.00030361996569439954,0.01125424810950675,4.636857586642652e-05,2.212983243507736e-06,3.5566149412295705e-05,7.448360283502899e-05,0.0005657078937128234,0.00010979569061633661,0.022977514322294546,0.000420805228786263,0.030974421858557335,9.840447368324006e-09,0.022926435107910027,0.006550005208143035,5.087133289791169e-08,0.0002559268083022803,3.731022613048506e-08,2.6360659313721366e-07,6.07455573616382e-12,6.635396418447934e-08,2.851281525360675e-08,1.9187017297859582e-06,9.628646807817326e-13,2.0691341145929451e-07,1.1108796023131039e-11,2.5882296692881992e-08,4.359221616535455e-12,2.0814359605267156e-07,4.288139337771738e-07,0.00016287582943524034,4.596394255065538e-09,0.0005639403691926582,0.007436455779696717,5.663942733639252e-07,1.1691007495748016e-10,0.015101466855924797,1.3936630315934026e-10,1.0554140943377206e-05,4.5006481823076113e-10,0.002155204265256539,3.7522765461837065e-06,6.234862092424382e-06,2.0308295172306453e-06,8.065836071652359e-05,0.003788402412622582,0.0001256510914226706,2.033593942679002e-09,0.0003042642869457836,3.137170754028305e-06,5.34281600434476e-08,4.081217203679812e-08,1.4714233759911873e-07,3.129838654449013e-05,4.181357579958972e-10,1.6055309612947815e-08,3.691820990667818e-05,2.3041312876027296e-08,1.1181920767523072e-10,0.0019084700682466184,0.0003074956691047184,4.945243418691515e-08,0.0002955645351058263,3.2263955772922884e-08,9.885173265744958e-08,1.1860537615635295e-11,2.3669353272861295e-11
1.0671893168819453e-05,0.9277065321709731,0.002637363336913578,0.000509363517961789,0.0007089650188976745,0.263033547751573,0.0,0.0,0.002654207094244132,0.0002097324872981766,0.11862233667272355,0.005785719777227421,0.0003320310244272068,9.971458445493816e-10,1.546718702735796e-07,6.058476615512158e-06,0.005027646597647382,0.007842433166087777,0.00019178920505858233,2.974020102679119e-06,0.005836162597213696,8.279676419777023e-08,1.5964818744172918e-06,0.0001711948320210244,1.5634639354562986e-06,0.029452968889801895,2.3988463075076304e-06,0.001077553829680034,0.00027474140177526725,1.7356414816346614e-06,2.460275910214718e-06,5.556223980806714e-09,7.334101350848617e-07,8.830849655263112e-06,3.76,0.0,0.1372484669967589,0.841693460679278,0.1159321451421808,0.01268529573567858,0.37204231606548455,0.5434448898503614,8.819419583866569e-08,1.6506648045785195e-10,0.0010110272546246973,0.0003327830451803933,0.001652282197868243,0.00021696123820068308,4.2775662734447314e-05,0.14339055991529473,0.09215065710796856,0.018724644378786293,0.00030119300740386545,0.011270740394515949,4.591673733559131e-05,2.190745169903268e-06,3.5221168355416895e-05,7.377848999290309e-05,0.0005608129410168459,0.00010863692128370294,0.023141888494177816,0.0004165131932113938,0.031174100085050397,9.646523265348912e-09,0.023122699492462432,0.006646934988606152,5.107165710092546e-08,0.000253387543324159,3.688225780283424e-08,2.6050777158799075e-07,6.00317892635211e-12,6.504237690335346e-08,2.8009061643365294e-08,1.9158565670346668e-06,9.515543272740332e-13,2.0491532347781103e-07,1.1002037475956946e-11,2.5600796071355147e-08,4.317523040701599e-12,2.099492242847256e-07,4.280799086641743e-07,0.0001641013285596046,4.561392132150864e-09,0.0005604730091687066,0.007438742996438942,5.656886113884652e-07,1.1603401542194166e-10,0.015219433022686033,1.392868715977605e-10,1.0525750516805679e-05,4.4815530996934337e-10,0.0021698427908316453,3.723844258452124e-06,6.22522523383936e-06,2.0299712416589605e-06,8.06905766946013e-05,0.003791400051151695,0.00012813584004755464,2.0312358414277524e-09,0.00030468210525542197,3.1532498011308177e-06,5.369980901766868e-08,4.039167095322621e-08,1.456036017265934e-07,3.1493502046143385e-05,4.137400178604248e-10,1.5934491430649805e-08,3.746683661235686e-05,2.2949604559190942e-08,1.1144802219946656e-10,0.0019079318775193953,0.0003037962961777632,4.8781072918677404e-08,0.00029358091283476225,3.273600874954969e-08,9.872952068661314e-08,1.1852406937533714e-11,2.3473864426501172e-11
1.0757072484956275e-05,0.9280985477017527,0.002610207541545584,0.0005051775730204219,0.0007007779002258186,0.26366945792972607,0.0,0.0,0.0026390610415890936,0.00020845859044794207,0.11968558342320691,0.005829309248048179,0.0003297244823549752,9.728962420811635e-10,1.523222418192423e-07,6.011154115201734e-06,0.005005136542815562,0.00786205844065202,0.00019137323969644414,2.9694818930008423e-06,0.005874391275795762,8.298006351634495e-08,1.5750967535027792e-06,0.00017161088859247512,1.547427166064637e-06,0.0295771579186712,2.39160781037284e-06,0.0010849166094015427,0.00027689470257882636,1.7283733139475536e-06,2.4380564237526277e-06,5.514370580222626e-09,7.286687826877344e-07,8.894030087438092e-06,3.76,0.0,0.1354415588870631,0.8407497396098914,0.1164915995142611,0.012801203460579474,0.37249522493722126,0.5451541348166066,8.830154392901504e-08,1.6522107019960223e-10,0.0010098936288819188,0.0003301563664711417,0.0016385707222324778,0.00021306974790930936,4.220932840886907e-05,0.14367055578760457,0.09198968842178744,0.018701749729484306,0.0002988393216604127,0.011286142394343182,4.547823180469166e-05,2.1690096182804016e-06,3.4886462927232895e-05,7.309360407363829e-05,0.0005560537597827481,0.00010751026282202141,0.023304371170537238,0.0004123426656780541,0.031371446526116585,9.458999498957379e-09,0.023317307387935877,0.006743685896988122,5.126882689715553e-08,0.00025092712552789485,3.64675462407314e-08,2.5749785887865447e-07,5.933849174841327e-12,6.378151696117139e-08,2.7523751789612073e-08,1.9128141367313924e-06,9.405682629046798e-13,2.0297865643291928e-07,1.0898624300379996e-11,2.532733376062775e-08,4.277127141888877e-12,2.1173940270867492e-07,4.273351827814603e-07,0.00016528961793190738,4.526626408128497e-09,0.0005569932907239271,0.0074404103006917134,5.64944985078471e-07,1.1518390926690684e-10,0.015336242061454173,1.3919582869905842e-10,1.049793779246484e-05,4.4628183687022625e-10,0.0021843763000088975,3.696157679909337e-06,6.216016539746608e-06,2.0291643063395894e-06,8.072273263293936e-05,0.0037935614407039304,0.00013062955444849398,2.02890882544742e-09,0.0003050705566060297,3.1690665885794914e-06,5.3967044086167355e-08,3.9982862276202896e-08,1.441074675562026e-07,3.16860112244959e-05,4.094679654018113e-10,1.5817126717055373e-08,3.8009377687021396e-05,2.2861145597403376e-08,1.1108878131729087e-10,0.0019072907765388608,0.0003002034023646424,4.812948624494083e-08,0.0002916325954525507,3.320656848231298e-08,9.860068288962304e-08,1.1846533635746056e-11,2.3282092117392566e-11
1.0842251801093098e-05,0.9284856449194663,0.002583881398869966,0.0005011147306719844,0.0006928391403067176,0.2642930417475819,0.0,0.0,0.002624024240088504,0.00020716297395705275,0.12074156423973416,0.005872500298381877,0.00032747768912307117,9.49780043433813e-10,1.500631458602759e-07,5.965330830353153e-06,0.004983024725229451,0.0078810826259266,0.00019096571139006814,2.9651314174569583e-06,0.005912263035850722,8.317036089573702e-08,1.5544247380061203e-06,0.0001720133077237529,1.5316686957210155e-06,0.029699293660373646,2.384601415750957e-06,0.0010921991345825685,0.0002790063291758506,1.7212080627426918e-06,2.416456571145935e-06,5.473624750273602e-09,7.240590184543941e-07,8.956363582157686e-06,3.76,0.0,0.13366447742904894,0.8398146140047522,0.11704458485650908,0.012916085706210266,0.3729387131276761,0.5468457488328704,8.840666026415521e-08,1.6537323944010427e-10,0.0010087703292222987,0.0003276077224799988,0.0016252857031152698,0.00020930034278528596,4.1660223085849745e-05,0.14394406395608833,0.09182653667189104,0.01867847336174224,0.0002965554531895105,0.011300489267968047,4.505244023083268e-05,2.1477697663142312e-06,3.456155339978769e-05,7.242806696992111e-05,0.0005514245584767819,0.00010641432596278071,0.023465005256574703,0.0004082884249045684,0.03156651534736654,9.277572430694227e-09,0.02351030097185261,0.006840257523460022,5.1462935893131456e-08,0.0002485417593248816,3.606545064174519e-08,2.5457297798054406e-07,5.866477235442262e-12,6.25686192796559e-08,2.705591381772984e-08,1.909586997138632e-06,9.298923516042652e-13,2.0110064823944466e-07,1.0798404839002895e-11,2.5061558325711552e-08,4.237974954493551e-12,2.1351453010108336e-07,4.265802907808254e-07,0.00016644125697478138,4.492108330778951e-09,0.0005535039754028136,0.007441490690995487,5.641658539284176e-07,1.1435852131464084e-10,0.015451920976251173,1.3909387957707617e-10,1.0470686713425756e-05,4.4444332735967295e-10,0.0021988082126390743,3.6691839526895998e-06,6.207218502278297e-06,2.0284063197582517e-06,8.075482331456359e-05,0.003794921106369396,0.0001331319092556152,2.026611828140259e-09,0.0003054305597084296,3.184627987397433e-06,5.422997992291258e-08,3.958525028680162e-08,1.4265214328279213e-07,3.1875981291968265e-05,4.0531425897803833e-10,1.5703050457325437e-08,3.854583430665714e-05,2.277581877169907e-08,1.1074105023724066e-10,0.0019065521539402934,0.0002967122888691983,4.749678891343544e-08,0.00028971843270897917,3.3675652016187115e-08,9.846564775876149e-08,1.1842796846382066e-11,2.3093912293568426e-11
