Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H4F2(1),O2(2),H2O(3),CH4(4),CH2CHF(56),HF(38),C2H3F(137),C2H3F(136),O2(141),CH2CF(70),CH2CFO(79),C2H3F2(66),C2H3F2(64),CH2CF2(57),C2H2F2(59),CH2F(46),C2H2F(71),CHFO(47),C2H4F(62),S(289),C2H4F(63),C2H3F2(65),CF2CH(73),C2HF2(72),CH2F2(41),S(787),CF2(43),S(495),C2HF(58),CF2O(49),C2H2O(134),S(435),S(2464),S(1651),S(1682),CF3CHO(75),CF2CO(76),S(783),S(2674),CHO2(159),S(3132),S(537),S(1330),C2HF(1925),S(125),S(977),S(975),S(990),CHF2(82),S(499),C2H2O(450)
3.468024888906312e-08,0.7446674929271625,2.607500416528153e-07,4.0003728785273e-09,5.220530716478471e-08,2.7781022416922292e-08,0.0,0.0,5.312747150447842e-07,1.925570658121327e-11,5.7846874719095556e-11,1.1910727647780782e-11,9.110506749377748e-15,1.3827708749520365e-23,6.071562869735754e-17,7.195131489961905e-12,9.30963812626242e-09,3.658730071375147e-12,3.282136216531006e-18,3.585280163282817e-18,5.660223719690981e-09,3.1597818006298967e-15,8.517733292985796e-12,5.592854460681828e-16,1.3723213251306704e-13,6.969974638344974e-13,5.778246145879808e-14,3.918169958748888e-14,1.8699646635009383e-18,5.441803414566189e-19,5.85784941136255e-16,5.740598055894419e-20,1.3463546156069897e-14,5.2580333287825005e-17,3.76,0.0,0.5334141319495052,0.9987808985281038,2.310344203168701e-09,4.824372925719564e-11,0.0018641246420619212,0.0018641376361217255,4.448069155469281e-10,7.951729984856585e-13,0.0012185162862471282,1.4490650970138553e-11,2.0610841215811336e-12,2.3783171338533223e-07,2.579479413201568e-08,1.210749203389785e-07,1.6824143926992294e-07,8.24767188231436e-05,1.373447172482094e-11,4.913624325101239e-08,9.867300840132674e-10,1.435884352355028e-12,1.7612125510362977e-10,4.682390224721647e-09,2.368915377851916e-15,3.1443553196329155e-15,7.292800560551627e-11,6.955198032917879e-17,9.35768600106682e-09,1.4890915225365317e-11,1.459643623040769e-11,2.698681508465325e-16,6.6060067593121e-16,5.389405219032612e-13,9.066628590812236e-17,3.2973298537430535e-20,1.0079115038300121e-24,2.4088784930695002e-24,1.1204627000742368e-22,1.1740856028889553e-15,1.9127738784997836e-25,3.14230737316753e-13,9.492660483887407e-18,2.0719253917667998e-12,6.650441039330602e-18,1.7955591089534255e-17,7.1878161936632636e-12,1.285712649725141e-12,1.747357574060788e-17,5.027227835321423e-12,1.7978798077372237e-13,4.8519888946705745e-17,5.545938549542533e-18
3.544955500876374e-08,0.7446734255016485,2.697806415922257e-07,4.22827987835081e-09,5.458886548411107e-08,2.94603362341286e-08,0.0,0.0,5.430541562451396e-07,2.0118427348153622e-11,6.177035832814018e-11,1.2414274671756761e-11,9.765655151901493e-15,1.5213483207434088e-23,6.392035591078162e-17,7.273043328078376e-12,9.638295517939713e-09,3.9341588287084676e-12,3.689547737507746e-18,3.956839422798282e-18,5.914002816794487e-09,3.3636845898016317e-15,8.544099930921283e-12,6.006101065094678e-16,1.435253049664596e-13,7.707980452188199e-13,6.171969339331464e-14,4.204167444764504e-14,2.0532232613573812e-18,5.951774132133483e-19,6.252672801664668e-16,6.356936804772974e-20,1.4671959925982992e-14,5.858940515547946e-17,3.76,0.0,0.5333719279987873,0.9987808842762055,2.4694117678237956e-09,5.1138572525657027e-11,0.001905400739878286,0.0019054142878285854,4.5498165401719093e-10,8.146794963625198e-13,0.0012185162688951793,1.5668724386844655e-11,2.2692238306716213e-12,2.401797158893533e-07,2.6111660129023665e-08,1.2597254506657997e-07,1.7414375619075843e-07,8.430183301435498e-05,1.466227876568375e-11,5.133732303578646e-08,1.0123029461022216e-09,1.500269131957057e-12,1.8114671272564743e-10,4.779070455721437e-09,2.601790599799348e-15,3.41790351791628e-15,7.573548648266787e-11,7.783152758063736e-17,9.68916983936387e-09,1.5049839390685194e-11,1.5475431578632675e-11,2.9240725357733674e-16,6.90703070804505e-16,5.855339050081137e-13,9.887904591815586e-17,3.7262747678348443e-20,1.1341461962898886e-24,2.7243019243814362e-24,1.237021572211341e-22,1.252723392693715e-15,2.146283905162505e-25,3.17759479663315e-13,9.802160657381583e-18,2.1227210398121357e-12,6.74702471013988e-18,1.9434229361381163e-17,7.215116442360962e-12,1.3308792654773345e-12,1.8264170194767823e-17,5.228568410222008e-12,1.8634106778261407e-13,5.097638906379659e-17,5.997894725326971e-18
3.621886112846435e-08,0.7446793576255062,2.788677630907834e-07,4.462761105973988e-09,5.702621766523115e-08,3.119676341266505e-08,0.0,0.0,5.548333148681966e-07,2.1000006895025584e-11,6.586726608632669e-11,1.2923312941032201e-11,1.0451443484044691e-14,1.669981915730259e-23,6.720715327876156e-17,7.347565912471588e-12,9.970176400518168e-09,4.224540544408254e-12,4.137220202798564e-18,4.35707354681523e-18,6.173341431610152e-09,3.57571363251071e-15,8.568759427207257e-12,6.438683025263605e-16,1.4992325445780712e-13,8.504140661132263e-13,6.582826784623519e-14,4.503910069069049e-14,2.2494790988715296e-18,6.495232201134403e-19,6.662629759458904e-16,7.022646680889159e-20,1.595849802022534e-14,6.513089548619935e-17,3.76,0.0,0.5333297273140566,0.9987808699667085,2.6356639493525355e-09,5.413408568168939e-11,0.0019466735664154084,0.001946687679776394,4.6515558610709083e-10,8.341845624250468e-13,0.0012185162514730026,1.6914213328272948e-11,2.4936583851261843e-12,2.424860321280506e-07,2.6421838383341543e-08,1.3093127067609997e-07,1.80103477202604e-07,8.61267541160689e-05,1.5634937278906228e-11,5.358649437287739e-08,1.0379248942433707e-09,1.5660648354163573e-12,1.8620842679086646e-10,4.8741548226026276e-09,2.8520085897368224e-15,3.708719175775192e-15,7.859914839986944e-11,8.690183887584588e-17,1.0023969977449764e-08,1.520560904432111e-11,1.6385199630379134e-11,3.1625594094628764e-16,7.214821540706774e-16,6.352216085543981e-13,1.0766370274423507e-16,4.200526040456456e-20,1.2731538129119162e-24,3.0732223124795295e-24,1.362984243093195e-22,1.3344902554697932e-15,2.4027576245113897e-25,3.2113427145878437e-13,1.0108545437021877e-17,2.1727319066184305e-12,6.840160611701274e-18,2.099593246751639e-17,7.242703792757828e-12,1.376488201285417e-12,1.9071133778751047e-17,5.432326346131125e-12,1.9297264330552436e-13,5.348921411214885e-17,6.474041220263173e-18
3.775747336786558e-08,0.7446912205202113,2.972011474565536e-07,4.951331160203339e-09,6.206221727566167e-08,3.484230326338165e-08,0.0,0.0,5.78390775840085e-07,2.2819730264666232e-11,7.45963843582572e-11,1.3956917868187218e-11,1.1917816846812486e-14,1.9991389225588727e-23,7.402438413239095e-17,7.487087838992099e-12,1.0643378287227524e-08,4.852301634233463e-12,5.1652638197411374e-18,5.249437365366455e-18,6.708695797559799e-09,4.024640715371456e-15,8.613402797373858e-12,7.363348870995284e-16,1.6302440163081855e-13,1.0283027857054128e-12,7.45722373390745e-14,5.145969793854503e-14,2.6833023188766273e-18,7.687633495873094e-19,7.528314980991938e-16,8.512675388573733e-20,1.8778519196168977e-14,7.994828505461742e-17,3.76,0.0,0.5332453357392031,0.9987808411747124,2.990364245783492e-09,6.043093968646948e-11,0.002029209406655062,0.002029224685434901,4.855010313923028e-10,8.73190311354893e-13,0.001218516216417701,1.9616350259892312e-11,2.995010539940804e-12,2.4698341063362235e-07,2.7023625781939803e-08,1.4102710850670737e-07,1.921911976175664e-07,8.977601709717952e-05,1.7720016803001035e-11,5.82290783525243e-08,1.089315007617504e-09,1.7018889063371346e-12,1.9644095503504207e-10,5.0596297479527434e-09,3.4080204229943543e-15,4.344843494474408e-15,8.449583043030689e-11,1.0764509765612803e-16,1.0703290707418859e-08,1.550841348045523e-11,1.8298262372015726e-11,3.6805789452486335e-16,7.850725369834266e-16,7.444674072460003e-13,1.2706311174260401e-16,5.299819388734279e-20,1.5934735295558577e-24,3.882651786341865e-24,1.6453138798968425e-22,1.5075617031347369e-15,2.9915288071135774e-25,3.274507586877928e-13,1.0711114680928256e-17,2.270407596169672e-12,7.016594703174975e-18,2.4378501111663826e-17,7.298718379804718e-12,1.4690031786007183e-12,2.0734158111880648e-17,5.846894081294084e-12,2.0646815463825493e-13,5.868170219434395e-17,7.501258914218213e-18
3.914222438332669e-08,0.7447018955816116,3.13869480083517e-07,5.413221961152329e-09,6.677835128426044e-08,3.832186596045702e-08,0.0,0.0,5.995915038862878e-07,2.4521948045739297e-11,8.308340790912264e-11,1.490366077114902e-11,1.3349588006933937e-14,2.3341064184501612e-23,8.043397692148789e-17,7.602652649038971e-12,1.1259732754126625e-08,5.473870890354823e-12,6.259182204462036e-18,6.165634941962875e-18,7.209524724479859e-09,4.457682427252118e-15,8.648803548889269e-12,8.26539873644051e-16,1.751515950377866e-13,1.2113825204157789e-12,8.3059615735279e-14,5.774196509476233e-14,3.124095792456645e-18,8.88799108076298e-19,8.360068627353504e-16,1.004937095572328e-19,2.1615623513539714e-14,9.545949863086812e-17,3.76,0.0,0.5331693944832316,0.9987808150644324,3.3357757549121485e-09,6.645184021179099e-11,0.0021034804776099898,0.002103496844759209,5.038091749463244e-10,9.082904009040251e-13,0.0012185161846270719,2.2301321857420646e-11,3.5111954781693296e-12,2.5091206942419913e-07,2.754596342562312e-08,1.5031051840562055e-07,2.0325706090990398e-07,9.305969352982084e-05,1.9763116357418623e-11,6.257179349848407e-08,1.135731502507602e-09,1.8289556798004343e-12,2.0577500423796065e-10,5.2213512143988425e-09,3.976830251129504e-15,4.983227383270785e-15,8.999702540765518e-11,1.296182022037221e-16,1.1325474089687329e-08,1.577190181699991e-11,2.0128253339689453e-11,4.196027855479316e-16,8.446236410896713e-16,8.548761464624745e-13,1.4677198423050248e-16,6.483075651126459e-20,1.9358560584251733e-24,4.754800643522168e-24,1.9372253414052061e-22,1.6743988715164835e-15,3.6180403934802954e-25,3.3267994379752923e-13,1.124080286364114e-17,2.355668254581566e-12,7.164855768286912e-18,2.7731924214284423e-17,7.350062140634108e-12,1.5537080245012425e-12,2.2286875183850948e-17,6.227792403291315e-12,2.188752096391312e-13,6.354225845500863e-17,8.514330514782376e-18
4.05269753987878e-08,0.7447125691790446,3.306840338964887e-07,5.895910526613039e-09,7.166836378143686e-08,4.199130543904674e-08,0.0,0.0,6.207912864718487e-07,2.6285221297460156e-11,9.219079885933151e-11,1.5864811352189945e-11,1.4891923076559185e-14,2.7083984075285286e-23,8.709905102074028e-17,7.70963960943292e-12,1.1885719828949324e-08,6.1524719210928574e-12,7.533558664056081e-18,7.198481705934472e-18,7.728360981423653e-09,4.9189133962598e-15,8.680221940312464e-12,9.23582220752305e-16,1.8758494376383477e-13,1.4181925253240877e-12,9.215099013520642e-14,6.452184324036592e-14,3.616297003087513e-18,1.0216610359333853e-18,9.242140394581626e-16,1.1788470811815367e-19,2.4755940987134813e-14,1.1326474540899719e-16,3.76,0.0,0.5330934637964411,0.9987807887667958,3.706960084659861e-09,7.281332415729382e-11,0.002177740953515094,0.002177758446505212,5.22114706786063e-10,9.433856069666379e-13,0.0012185161526079354,2.5239811393854105e-11,4.0948783325427335e-12,2.5474055521333056e-07,2.8051970210580205e-08,1.5977445754030742e-07,2.1449509380262725e-07,9.634274453173907e-05,2.1972026230172608e-11,6.70701959368727e-08,1.1823033949840235e-09,1.960593493476835e-12,2.1522764303134803e-10,5.378317918402972e-09,4.616252544807603e-15,5.688246347155459e-15,9.568341241293079e-11,1.5512297019411284e-16,1.195759744630356e-08,1.6027762483042916e-11,2.206252146324079e-11,4.760855072582469e-16,9.063758747881044e-16,9.776994941227263e-13,1.6880048228334208e-16,7.876485668276599e-20,2.3365148817949453e-24,5.782912755600109e-24,2.2686450827530185e-22,1.8519400473913623e-15,4.348241308089824e-25,3.3751780872168757e-13,1.1757632297714951e-17,2.4384673811034244e-12,7.30388543418802e-18,3.13933236454051e-17,7.40226075056002e-12,1.6397411818517062e-12,2.3892712920692708e-17,6.615815733394897e-12,2.315259481034977e-13,6.85771634995215e-17,9.614735757749915e-18
4.191172641424891e-08,0.7447232413113417,3.4763336754493826e-07,6.399173603975367e-09,7.673204714369355e-08,4.5852168693954645e-08,0.0,0.0,6.419901146829083e-07,2.810953235858244e-11,1.0194051138788208e-10,1.68393025480694e-11,1.6549135201959105e-14,3.1245665252418355e-23,9.401548001829584e-17,7.808870506951841e-12,1.2521090980163553e-08,6.891518603251386e-12,9.009892680283205e-18,8.357538286090364e-18,8.265202504020127e-09,5.408998805389094e-15,8.708120078613935e-12,1.0276710255244627e-15,2.003133781418497e-13,1.6506950191461248e-12,1.0186403664826244e-13,7.181908156788827e-14,4.16359197455039e-18,1.1681061700674033e-18,1.0174915884853553e-15,1.3747048543472606e-19,2.821910491705643e-14,1.3360389129197226e-16,3.76,0.0,0.5330175436743787,0.9987807622815674,4.104851189103595e-09,7.952051388587291e-11,0.0022519908358273268,0.0022520094921864866,5.40417627270482e-10,9.784758877124044e-13,0.0012185161203600366,2.844528382131809e-11,4.7520906097288595e-12,2.58479814521593e-07,2.854333179878804e-08,1.6941350386496136e-07,2.2590108986254057e-07,9.962517016994573e-05,2.4354600821710116e-11,7.172423740679959e-08,1.2290295702570054e-09,2.096802261082576e-12,2.2479918569087384e-10,5.530714718766824e-09,5.332153569356509e-15,6.4640697212786514e-15,1.015561836069422e-10,1.8457872478395695e-16,1.2599414238980796e-08,1.6276808984526818e-11,2.4102700309809962e-11,5.377746209580481e-16,9.703326938144654e-16,1.1139099304396532e-12,1.9333957285788024e-16,9.50801470307951e-20,2.802840108716494e-24,6.988057014140561e-24,2.6433442030359126e-22,2.0403846555774444e-15,5.194875026134975e-25,3.4200125406773046e-13,1.226093560116612e-17,2.518864687191715e-12,7.434380910221803e-18,3.537731530829227e-17,7.455291186991103e-12,1.7270708033986399e-12,2.555178761910358e-17,7.010746118978498e-12,2.4441735225987033e-13,7.378351307686815e-17,1.0805691067082846e-17
4.329647742971002e-08,0.7447339119774703,3.6470718439440235e-07,6.922773048071874e-09,8.196916799911096e-08,4.9905878631734276e-08,0.0,0.0,6.631879807958662e-07,2.9994863548843326e-11,1.1235451547226687e-10,1.7826170068174915e-11,1.832558342411312e-14,3.5851647866952114e-23,1.011790857775869e-16,7.901120630670743e-12,1.3165624301474203e-08,7.694532510377821e-12,1.0711264893671167e-17,9.652722579149949e-18,8.82004722839257e-09,5.928586659222036e-15,8.732906274951423e-12,1.1390129274060382e-15,2.1332659049278697e-13,1.9109208697646655e-12,1.1221608340998264e-13,7.965351079788248e-14,4.769776528872921e-18,1.3288996793787049e-18,1.1158741032815917e-15,1.5942793386541301e-19,3.2025193799408314e-14,1.567319491941494e-16,3.76,0.0,0.5329416341127238,0.9987807356085315,4.530381944309613e-09,8.657840019622578e-11,0.00232623012600177,0.0023262499833157212,5.587179367582899e-10,1.0135612162964832e-12,0.0012185160878830927,3.1931362128708816e-11,5.489151974749633e-12,2.621397779858238e-07,2.902158126784851e-08,1.7922277239081114e-07,2.374713064170307e-07,0.00010290697051133575,2.6918784091922357e-11,7.653386977923474e-08,1.2759090242196993e-09,2.237581920851308e-12,2.3448990219292296e-10,5.678736191252391e-09,6.1306547728180686e-15,7.314953228201817e-15,1.0761653976169334e-10,2.1843745049179869e-16,1.3250704301167753e-08,1.6519779328825367e-11,2.6250385831772786e-11,6.049430711188696e-16,1.036497664326108e-15,1.2645226444103487e-12,2.2058913532387324e-16,1.1408121024950192e-19,3.342844596652822e-24,8.393276933312978e-24,3.065312150619329e-22,2.2399261057093445e-15,6.171720765765371e-25,3.4616515221449625e-13,1.275022054567323e-17,2.5969312926532858e-12,7.557015516480378e-18,3.9698528295295807e-17,7.509132916046235e-12,1.815668584664623e-12,2.7264257615311822e-17,7.412388166157289e-12,2.575468650089964e-13,7.915850815085014e-17,1.209033337132302e-17
4.468122844517113e-08,0.7447445811765347,3.8189622830663543e-07,7.466458255385012e-09,8.73794691336948e-08,5.415374657322588e-08,0.0,0.0,6.843848782248607e-07,3.194119717255992e-11,1.2345479756681023e-10,1.8824546541889076e-11,2.0225673664840475e-14,4.092743816288382e-23,1.0858567609444551e-16,7.987118372497983e-12,1.3819122105739244e-08,8.565142940974742e-12,1.2662377994979741e-17,1.1094306392704087e-17,9.39289309116072e-09,6.478308225731436e-15,8.754941505724004e-12,1.257812531333127e-15,2.2661501179498564e-13,2.2009678807237785e-12,1.2322411528669003e-13,8.804504294903035e-14,5.4387562981312504e-18,1.5048145584415832e-18,1.2193930137344306e-15,1.8393994794710808e-19,3.619471622995156e-14,1.8291940595045562e-16,3.76,0.0,0.5328657351072766,0.9987807087474896,4.984484014895609e-09,9.399185639769731e-11,0.002400458825491701,0.0024004799214047703,5.770156356078361e-10,1.048641575485879e-12,0.0012185160551768308,3.571182109257582e-11,6.312671538483699e-12,2.657294547446708e-07,2.9488112134710123e-08,1.8919786865658952e-07,2.492024214192032e-07,0.00010618814562268646,2.96726072108852e-11,8.149904505640436e-08,1.3229408511559089e-09,2.3829324349197155e-12,2.4430002637200915e-10,5.8225833273992475e-09,7.018134395746199e-15,8.245237751793311e-15,1.138656932479431e-10,2.5718503629332646e-16,1.3911271447054654e-08,1.6757343038929856e-11,2.8507140623908736e-11,6.77868169422472e-16,1.1048744599160803e-15,1.4305957920944689e-12,2.5075802222657664e-16,1.360986829336813e-19,3.965190139554874e-24,1.0023701357632217e-23,3.538761988038911e-22,2.4507523872032485e-15,7.293635178116483e-25,3.5004231390130097e-13,1.3225152302684774e-17,2.672747167572541e-12,7.672435612797871e-18,4.437159742630547e-17,7.56376766100127e-12,1.905509434631062e-12,2.903032053616522e-17,7.820566988319912e-12,2.7091234864495976e-13,8.469946578629992e-17,1.3471720153906062e-17
4.606597946063224e-08,0.7447552489077555,3.9919218865506565e-07,8.029968348299858e-09,9.296267125094028e-08,5.859698360316208e-08,0.0,0.0,7.05580801469838e-07,3.394851552204048e-11,1.3526336128512526e-10,1.9833655637330636e-11,2.225385941630785e-14,4.649845845235274e-23,1.1623107757190311e-16,8.067545622772196e-12,1.4481408738282664e-08,9.507086889069084e-12,1.4889595912610726e-17,1.2692912239698782e-17,9.983738029443042e-09,7.058778466563064e-15,8.774545072996972e-12,1.384272817448652e-15,2.4016978443100054e-13,2.52299908782281e-12,1.3490477908997186e-13,9.701367114137555e-14,6.1745469545650615e-18,1.6966314070949026e-18,1.3280773275948755e-15,2.1119527009501395e-19,4.0748596088718627e-14,2.124525372963831e-16,3.76,0.0,0.5327898466539472,0.9987806816982584,5.468087730517316e-09,1.0176565109875612e-10,0.0024746769357486672,0.0024746993079647183,5.953107241770761e-10,1.0837169540618716e-12,0.0012185160222410363,3.980058149844825e-11,7.22954903117395e-12,2.692570180002647e-07,2.994419048297054e-08,1.9933484604964712e-07,2.61091494355089e-07,0.00010946869557065724,3.262418651704944e-11,8.66197153711726e-08,1.3701242349316118e-09,2.5328537887167235e-12,2.5422976336927313e-10,5.962460755230842e-09,8.001229136231765e-15,9.259348411220488e-15,1.2030487049796321e-10,3.0134251962835557e-16,1.4580941298656556e-08,1.699010751120631e-11,3.0874497784418694e-11,7.568315871405485e-16,1.175466858706626e-15,1.613230740775489e-12,2.8406411611919924e-16,1.6149037910161126e-19,4.679213655418365e-24,1.1906658375232062e-23,4.0681356939235174e-22,2.6730466119676267e-15,8.576594048309767e-25,3.5366349350434495e-13,1.3685536602448256e-17,2.746398942358841e-12,7.781258586557718e-18,4.941115677589016e-17,7.61917919273907e-12,1.996571177288915e-12,3.0850210730454036e-17,8.235126333815993e-12,2.845120474388977e-13,9.040382748224564e-17,1.4952830060000564e-17
4.745073047609335e-08,0.7447659151704634,4.1658761364493504e-07,8.613034136345469e-09,9.87184745992043e-08,6.3236710888085e-08,0.0,0.0,7.267757460655337e-07,3.601680088082293e-11,1.478022280887298e-10,2.0852806229505073e-11,2.4414642174057975e-14,5.259000447371672e-23,1.241111642138567e-16,8.143038778800329e-12,1.5152328586447176e-08,1.0524208964104548e-11,1.742098138563713e-17,1.445951030193793e-17,1.0592579980859144e-08,7.67059645633974e-15,8.791999572766489e-12,1.518595536567227e-15,2.5398273209994687e-13,2.8792410729036416e-12,1.4727438919573237e-13,1.0657946944975111e-13,6.981274641164646e-18,1.905138286537332e-18,1.4419543133689333e-15,2.413883370991876e-19,4.570815800496789e-14,2.4563371141373694e-16,3.76,0.0,0.5327139687487441,0.9987806544606681,5.982121971355204e-09,1.0990445984578797e-10,0.0025488844582225354,0.0025489081445059215,6.136032028235882e-10,1.1187873446452952e-12,0.0012185159890755108,4.4211704765814684e-11,8.246975876683258e-12,2.7272988270786303e-07,3.039096624119475e-08,2.096301666242264e-07,2.7313593075670014e-07,0.00011274862042178933,3.5781721731758075e-11,9.189583298641235e-08,1.4174584428789523e-09,2.6873459903588117e-12,2.642792963890707e-10,6.098574409095761e-09,9.086835876282423e-15,1.036179390552629e-14,1.2693531402975175e-10,3.514673319736828e-16,1.5259559307955753e-08,1.721862378792458e-11,3.335396442238863e-11,8.421193546262338e-16,1.2482787405192402e-15,1.8135723009935692e-12,3.2073438303360725e-16,1.9064241375547285e-19,5.494953384353653e-24,1.407179249083673e-23,4.658109506711135e-22,2.9069875101569908e-15,1.0037734027704883e-24,3.570574243084173e-13,1.4131303849695505e-17,2.8179780366451122e-12,7.884071690840868e-18,5.483183407693221e-17,7.675353139483559e-12,2.088834280725353e-12,3.272419686602951e-17,8.655926875453566e-12,2.9834455366997023e-13,9.626916533240068e-17,1.65365637564409e-17
4.883548149155446e-08,0.7447765799640869,4.340758315365655e-07,9.215379867221786e-09,1.0464656047333066e-07,6.807396901886538e-08,0.0,0.0,7.479697085317166e-07,3.814603552674194e-11,1.6109343798364474e-10,2.1881386680703378e-11,2.6712571634918532e-14,5.922720993777732e-23,1.322218819534418e-16,8.214190246312783e-12,1.5831744274495334e-08,1.1620461263556428e-11,2.028633196061828e-17,1.6405415559973697e-17,1.121941688353237e-08,8.314345790993117e-15,8.807555230502337e-12,1.6609815901462743e-15,2.680463276381512e-13,3.271982300157711e-12,1.6034893351286652e-13,1.1676259280549523e-13,7.863176591191319e-18,2.1311306456805206e-18,1.5610501249040055e-15,2.7471912801714483e-19,5.109511311137148e-14,2.827816809903275e-16,3.76,0.0,0.5326381013877671,0.9987806270345616,6.527514062211678e-09,1.184128756769163e-10,0.002623081394361547,0.0026231064325380605,6.318930719045914e-10,1.1538527425276033e-12,0.0012185159556800443,4.895938794686053e-11,9.372436174784344e-12,2.7615477585083264e-07,3.082948359498591e-08,2.2008066528989327e-07,2.8533345011154725e-07,0.00011602792024250613,3.9153494405956285e-11,9.732735029436628e-08,1.4649428216227675e-09,2.846409070053328e-12,2.744487927566023e-10,6.231129608344766e-09,1.0282113470306352e-14,1.1557166107159256e-14,1.3375828407175216e-10,4.0815454650635544e-16,1.5946988963277555e-08,1.7443391778810247e-11,3.594702483203625e-11,9.34021867347906e-16,1.3233140841116445e-15,2.032808947539056e-12,3.610049229046584e-16,2.239703267903407e-19,6.423175106544158e-24,1.6551185149234383e-23,5.3135993128850915e-22,3.152749881322782e-15,1.1695394412947948e-24,3.602508780760841e-13,1.4562494265134926e-17,2.887579080930049e-12,7.981431601121475e-18,6.064824594496177e-17,7.732276814548042e-12,2.182281612146984e-12,3.465257969557179e-17,9.082844655099677e-12,3.1240877690459586e-13,1.0229318623085739e-16,1.8225744999958247e-17
5.022023250701557e-08,0.7447872432881457,4.516508789378934e-07,9.836724792691385e-09,1.1074659260397328e-07,7.310972649021322e-08,0.0,0.0,7.69162686325114e-07,4.0336201734834625e-11,1.7515905022708566e-10,2.2918859312337445e-11,2.9152245696873344e-14,6.643501782811417e-23,1.4055926958510846e-16,8.281550255443875e-12,1.651953502221409e-08,1.2799903204667124e-11,2.351721450214013e-17,1.8542285096420515e-17,1.1864246676092527e-08,8.990594985591556e-15,8.821433707172538e-12,1.8116313938196215e-15,2.8235365980535974e-13,3.7035714805777194e-12,1.7414407971526875e-13,1.2758327695615158e-13,8.824601919558078e-18,2.3754113087407616e-18,1.6853903703684851e-15,3.1139301411207553e-19,5.693154508693413e-14,3.242318642112138e-16,3.76,0.0,0.5325622445671977,0.9987805994197927,7.105189674361631e-09,1.2729541871885396e-10,0.0026972677456123615,0.0026972941735701737,6.501803317769336e-10,1.1889131448913923e-12,0.0012185159220544496,5.405795904427387e-11,1.0613707604515752e-11,2.795378001958504e-07,3.126069053713011e-08,2.3068351707619993e-07,2.9768205675898207e-07,0.00011930659509911388,4.2747866557784835e-11,1.0291421981600029e-07,1.5125767937015616e-09,3.0100430795118115e-12,2.847384092625322e-10,6.360329476120251e-09,1.1594484599471081e-14,1.2850139875312758e-14,1.4077505985687797e-10,4.720381284773553e-16,1.664311015838475e-08,1.7664864998176336e-11,3.8655143373640836e-11,1.0328338974763548e-15,1.4005769644812848e-15,2.2721730312548503e-12,4.051210174721963e-16,2.6192020761890952e-19,7.475398390826302e-24,1.9379478624708686e-23,6.039766083644323e-22,3.4105050058026545e-15,1.3569158989737587e-24,3.632687404067072e-13,1.4979244106714963e-17,2.9552985854671117e-12,8.073864487876613e-18,6.687499381760591e-17,7.789939060047752e-12,2.2768982157109975e-12,3.6635689985297385e-17,9.515769668722707e-12,3.267039161340622e-13,1.0847373448381438e-16,2.002312198078457e-17
5.160498352247668e-08,0.7447979051422402,4.6930743552131106e-07,1.0476784568051678e-08,1.1701821844462188e-07,7.834488740102681e-08,0.0,0.0,7.903546777932502e-07,4.258728178009216e-11,1.9002114404552877e-10,2.396475511773838e-11,3.173831028937471e-14,7.423815804656431e-23,1.4911947644592886e-16,8.345628870632333e-12,1.7215595151215773e-08,1.4066701319963059e-11,2.714699829593356e-17,2.088211556957006e-17,1.2527067297678822e-08,9.699897861952451e-15,8.833831449888827e-12,1.9707452239415408e-15,2.9689839976706557e-13,4.17641596951781e-12,1.8867518167003257e-13,1.3906183848144953e-13,9.870012570352005e-18,2.6387905161690406e-18,1.815000628022508e-15,3.516206112957778e-19,6.323989649074885e-14,3.703366149264121e-16,3.76,0.0,0.5324863982832918,0.9987805716162236,7.71607273453194e-09,1.3655654492122023e-10,0.0027714435134200987,0.0027714713691107,6.684649827970809e-10,1.2239685501682562e-12,0.0012185158881985662,5.952187260697213e-11,1.1978862258257714e-11,2.8288449218623437e-07,3.1685447590537907e-08,2.414362072276893e-07,3.101800134717757e-07,0.00012258464505780225,4.657327946940213e-11,1.0865639420035049e-07,1.5603598544547559e-09,3.178248091375097e-12,2.9514829680592394e-10,6.486373647654423e-09,1.3031637692163004e-14,1.4245473062027944e-14,1.479869406379144e-10,5.437921888614732e-16,1.7347817708380052e-08,1.7883454866451517e-11,4.147976709061307e-11,1.1388546102518552e-15,1.4800715502594194e-15,2.5329409829861526e-12,4.533371760313439e-16,3.0496982091112725e-19,8.663922884440271e-24,2.259400338748362e-23,6.842021362786573e-22,3.680421020013108e-15,1.5679897959566617e-24,3.6613409612496834e-13,1.5381772988497476e-17,3.021233822146068e-12,8.161866465804195e-18,7.352666053086851e-17,7.848330105111481e-12,2.372671110860739e-12,3.867388659328891e-17,9.95460457980854e-12,3.412294344831472e-13,1.148087930939643e-16,2.1931368907244713e-17
