Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H4F2(1),O2(2),H2O(3),CH4(4),CH2CHF(56),HF(38),C2H3F(137),C2H3F(136),O2(141),CH2CF(70),CH2CFO(79),C2H3F2(66),C2H3F2(64),CH2CF2(57),C2H2F2(59),CH2F(46),C2H2F(71),CHFO(47),C2H4F(62),S(289),C2H4F(63),C2H3F2(65),CF2CH(73),C2HF2(72),CH2F2(41),S(787),CF2(43),S(495),C2HF(58),CF2O(49),C2H2O(134),S(435),S(2464),S(1651),S(1682),CF3CHO(75),CF2CO(76),S(783),S(2674),CHO2(159),S(3132),S(537),S(1330),C2HF(1925),S(125),S(977),S(975),S(990),CHF2(82),S(499),C2H2O(450),CH3F(39),S(3133),C2H2F3(67),S(5616),CHFCF2(55),F(37),C2F(1924),C2H2F3(68),S(698),CHF3(42),S(5948),S(3043),S(706),S(2408)
3.446973017875653e-10,0.7431180260172401,9.23860391631731e-12,2.128962339466932e-15,2.954609443321497e-12,3.453561282254706e-13,0.0,0.0,2.8930518590055677e-09,9.845252390069968e-16,2.0458077022719408e-17,2.7189003074437646e-18,5.913788453610416e-20,6.724805685487306e-32,1.699715354875055e-22,1.4090046201130035e-15,4.222067589207854e-13,7.508209569706928e-19,9.209764592128126e-28,1.7451442615916492e-26,9.57864424699123e-14,2.832723029298929e-22,8.686857221978758e-14,2.3692837889133144e-24,6.933283423170383e-20,1.2752389928719779e-22,1.3763278656203671e-16,3.3894359193014417e-16,4.396717334198123e-29,5.676490237816177e-26,6.624604387535545e-24,1.0461416817697769e-26,3.3058691305220875e-20,1.684627322152409e-24,3.76,0.0,0.8471319372754302,0.9995189317533802,1.7662331111500747e-15,2.0277989385358426e-17,1.0765351485725185e-05,1.0765351656415218e-05,1.1781791692143583e-13,4.748976114838495e-17,0.0004810653505897284,2.6538730905393536e-17,1.4964234457181963e-18,2.8764506421739906e-09,9.968627794702364e-12,1.4977148089572676e-13,8.056451446952827e-12,4.0201656225506837e-07,1.423018020446537e-16,2.9550967505802183e-12,3.938305836452086e-11,1.8618390978668744e-17,8.322803554660129e-14,5.476824225485469e-13,2.6988493296688296e-21,4.548731807249612e-22,8.924204673299165e-14,1.3672179810431502e-24,4.2222731824064206e-13,2.070248969373e-14,1.4171606267283138e-18,1.1222960051663473e-23,5.539513443224316e-22,1.0594711976528344e-19,9.440804058549201e-25,2.082159546780845e-29,1.4102023852408514e-33,2.9182432336944474e-27,6.565526295897408e-29,2.62480492660902e-24,8.15904620997744e-34,1.1878991799511966e-17,4.0221073599653776e-24,1.2120939250858018e-17,7.66048732703767e-23,5.272705612738125e-27,3.0319624537958363e-13,1.1475171963840266e-16,8.351637283408033e-24,8.66562645006287e-18,3.3556164790457375e-18,5.879210958612531e-23,3.174797281587189e-27,1.5820859505789964e-12,5.692768542745015e-27,2.2548114516820333e-18,8.097680096341967e-24,1.1498250720036774e-21,3.9605243900713434e-11,1.107271612355093e-31,5.14677042231089e-22,2.4578550525695064e-20,1.0115780053858592e-24,4.671702144964889e-35,3.1587361839560774e-26,2.5427314904311105e-21,6.213685814379962e-27
3.5523746142597166e-10,0.7431180704585327,9.812795060426926e-12,2.2661744180022716e-15,3.138018477602225e-12,3.565850111228123e-13,0.0,0.0,2.9814972613892435e-09,1.0456498822599009e-15,2.239231553864705e-17,3.0367210969762283e-18,6.473583901076687e-20,7.361666335275926e-32,1.8059928784388834e-22,1.4954777379974121e-15,4.4837717742952174e-13,8.218411336247866e-19,1.0447061980073157e-27,1.953451443583158e-26,1.0173391659561575e-13,3.1004349395756454e-22,8.948055673245988e-14,2.6720265106235865e-24,7.586711171835686e-20,1.4559404557636032e-22,1.4619468620250849e-16,3.5982938215913797e-16,5.110340719085094e-29,6.210998871048867e-26,7.471542979970539e-24,1.1734777601169416e-26,3.618789184286824e-20,1.9004450908923955e-24,3.76,0.0,0.8471316018582435,0.9995099802028611,1.93323886300787e-15,2.2193952881646096e-17,1.109453240261473e-05,1.109453258374635e-05,1.2480739483312918e-13,5.0398265666543e-17,0.00049001681247866,2.821856527120014e-17,1.5981143678902847e-18,2.9638658906161674e-09,1.0581203388122301e-11,1.6383730996925796e-13,8.555575880024001e-12,4.1430920615323116e-07,1.513086882679666e-16,3.1385560824797295e-12,4.055845384272309e-11,1.9871031320570405e-17,8.830637904846123e-14,5.815646131241882e-13,2.86078340817853e-21,4.878062524625248e-22,9.200108889301155e-14,1.4946448295635979e-24,4.4839967918007514e-13,2.195507974200434e-14,1.551079617143141e-18,1.2315369117639036e-23,6.16122159002717e-22,1.1573627421940756e-19,1.0624149512516998e-24,2.3458034703545252e-29,1.5865347519135913e-33,3.388930792227041e-27,7.644285458423843e-29,2.981793436023297e-24,9.139377989713865e-34,1.2933410601445956e-17,4.433169027044478e-24,1.325762312210428e-17,8.369590516063307e-23,5.9473735319151206e-27,3.1153575832405626e-13,1.218613869686519e-16,9.15102125016784e-24,9.480739888613165e-18,3.563589681838516e-18,6.291922928790785e-23,3.564148474791481e-27,1.6803182783359246e-12,6.11454096862796e-27,2.46770067607252e-18,9.125706578667543e-24,1.2969244061125646e-21,4.079417690857372e-11,1.2773752035627142e-31,5.803624913863744e-22,2.7710664062279817e-20,1.1404909815507904e-24,5.593549946068589e-35,3.66807381700785e-26,2.783085634366798e-21,6.800739285900364e-27
3.65777621064378e-10,0.7431181148998105,1.04044665431933e-11,2.4098864695476565e-15,3.3269477226507513e-12,3.678744140804452e-13,0.0,0.0,3.069941893452525e-09,1.1086150142200554e-15,2.4444758253938137e-17,3.3808018382674887e-18,7.067668560700851e-20,8.037579982022753e-32,1.9155383969770977e-22,1.5844646108119748e-15,4.753317676869502e-13,8.972056106399427e-19,1.1806839260860598e-27,2.1797414768825123e-26,1.0786051348458826e-13,3.3844930881528583e-22,9.208994451758251e-14,3.002856046820724e-24,8.279817143029247e-20,1.6558575939622353e-22,1.5501581389586382e-16,3.8132992330630365e-16,5.913703199706803e-29,6.777908242949718e-26,8.397126794635601e-24,1.3128585381376482e-26,3.9508752428693464e-20,2.1363713885702324e-24,3.76,0.0,0.8471312664411857,0.9995012713939732,2.110452367263671e-15,2.4226849567826206e-17,1.1423713190486703e-05,1.1423713382361414e-05,1.3197930916982037e-13,5.339078123632388e-17,0.0004987255327312942,2.995194069832226e-17,1.7035114961600782e-18,3.051249538576507e-09,1.1211657254596925e-11,1.7875274919632314e-13,9.069633561522559e-12,4.2660183670011483e-07,1.6060222107403176e-16,3.3275389287185912e-12,4.173216999174707e-11,2.1168137143996826e-17,9.35297199130411e-14,6.164561150317477e-13,3.02710679258614e-21,5.221575445789097e-22,9.476193538919901e-14,1.6296415915326667e-24,4.753563304035789e-13,2.3242505049347662e-14,1.6931741132306888e-18,1.3478348849489333e-23,6.828913568104728e-22,1.261001434519638e-19,1.1914034462681295e-24,2.6335419665498797e-29,1.778646138089298e-33,3.918299532508855e-27,8.87394039670467e-29,3.3747066498852466e-24,1.0201780398975724e-33,1.404446600096496e-17,4.873002177222146e-24,1.4462644695561453e-17,9.120213677745448e-23,6.68477688589997e-27,3.1982386608599946e-13,1.2918382002134898e-16,9.999925298683907e-24,1.0345157827013948e-17,3.777792550771442e-18,6.721307308294151e-23,3.9894692796572076e-27,1.7815090285472338e-12,6.555143841295105e-27,2.693563713036512e-18,1.0248083834030073e-23,1.457698027817518e-21,4.1981815293826025e-11,1.4676811861502508e-31,6.521323764800899e-22,3.113237755587632e-20,1.2813435667092217e-24,6.662077094696145e-35,4.240885126966421e-26,3.038125659217645e-21,7.423616889105928e-27
3.7631778070278437e-10,0.7431181593410731,1.1013632816896377e-11,2.560291374147633e-15,3.521397015927593e-12,3.7922615274988464e-13,0.0,0.0,3.1583857765491445e-09,1.1734206161140118e-15,2.6618908243214832e-17,3.752448727282387e-18,7.697065326320477e-20,8.753716532368221e-32,2.0283558676878699e-22,1.6759600463623657e-15,5.030702982054824e-13,9.7704352416308e-19,1.3296996814555059e-27,2.4250088167346608e-26,1.1416623310303972e-13,3.685380614804838e-22,9.469673823617049e-14,3.363452336672557e-24,9.013754875791838e-20,1.8763679132006806e-22,1.6409623905565706e-16,4.0344439614954123e-16,6.814999623404416e-29,7.378155542275137e-26,9.406068269217959e-24,1.4651350861602071e-26,4.302698947429491e-20,2.3936192083939394e-24,3.76,0.0,0.8471309310242567,0.9994927987460547,2.2981762955397044e-15,2.6380130924712513e-17,1.1752893849340222e-05,1.1752894052258898e-05,1.3933217205411016e-13,5.646710325224146e-17,0.0005071980920099658,3.173903615473244e-17,1.8126383817676464e-18,3.138601622560153e-09,1.1859956676809737e-11,1.9454218288695238e-13,9.59861880264305e-12,4.3889445389577973e-07,1.701832897244775e-16,3.5220452288755734e-12,4.290420964558378e-11,2.2509914196624376e-17,9.889760741093734e-14,6.523562836112009e-13,3.1977934342224297e-21,5.579523151976439e-22,9.752458729182699e-14,1.7724143111885795e-24,5.030970439212139e-13,2.45646053810014e-14,1.8436856337281e-18,1.4714328209082692e-23,7.544197569298829e-22,1.3705422961485422e-19,1.3316493448471237e-24,2.9467738668786345e-29,1.987413789402527e-33,4.511637134922923e-27,1.027152002890719e-28,3.80594486937763e-24,1.135022075493554e-33,1.5213223816364218e-17,5.34276822284074e-24,1.573793049494271e-17,9.913431518318262e-23,7.488685115465244e-27,3.280608857180859e-13,1.3671894219484622e-16,1.0899812732937966e-23,1.1260296752767247e-17,3.998223141381745e-18,7.16760493667405e-23,4.453052981671374e-27,1.8856581956895267e-12,7.014922941790923e-27,2.932781824206092e-18,1.1470334221566166e-23,1.6329670683483494e-21,4.316816058079485e-11,1.6799264077894785e-31,7.303497124233649e-22,3.4860923589472384e-20,1.434850304860344e-24,7.895343152715313e-35,4.8828857255715143e-26,3.3082871373854968e-21,8.083375805444976e-27
3.868579403411907e-10,0.7431182037823207,1.1640308297963738e-11,2.7175821162288085e-15,3.721366197648765e-12,3.906420442768881e-13,0.0,0.0,3.2468289314708794e-09,1.2400666695970866e-15,2.891826837800619e-17,4.152989610809953e-18,8.362797377333391e-20,9.511246625344852e-32,2.144449249455794e-22,1.7699588610252266e-15,5.315925377280647e-13,1.0614840274686107e-18,1.4925660224245709e-27,2.6902737543629227e-26,1.2065107541718338e-13,4.003580552311911e-22,9.730094054590325e-14,3.7555434293959685e-24,9.789676577871456e-20,2.1188989629233218e-22,1.7343603027894818e-16,4.2617198278632187e-16,7.822916744098026e-29,8.01267663206843e-26,1.0503215561483299e-23,1.6312005515037018e-26,4.674832093859649e-20,2.673437199714582e-24,3.76,0.0,0.8471305956074565,0.9994845558529574,2.4967133107578584e-15,2.865724741080024e-17,1.2082074379174395e-05,1.2082074593437288e-05,1.4686450767722456e-13,5.96270275403409e-17,0.0005154408964625047,3.358003115583608e-17,1.925517817540663e-18,3.225922178495364e-09,1.2526068992585977e-11,2.112299512293543e-13,1.0142525922594901e-11,4.511870577402834e-07,1.8005278256667911e-16,3.722074925076457e-12,4.4074575633431746e-11,2.389655794395258e-17,1.0440959199221576e-13,6.892644746858913e-13,3.372817485765741e-21,5.952158503932039e-22,1.0028904567120463e-13,1.9231680863460595e-24,5.316215919724768e-13,2.5921221204180205e-14,2.0028556377348268e-18,1.6025755415570254e-23,8.308655511959033e-22,1.4861400289513869e-19,1.4837710222809842e-24,3.2869344346840014e-29,2.2137344851314134e-33,5.1745404567890486e-27,1.1855501071141865e-28,4.27799046077318e-24,1.2588711307285952e-33,1.644072331064665e-17,5.843644410423285e-24,1.7085401422775853e-17,1.0750310368571908e-22,8.362977143960272e-27,3.3624713232630336e-13,1.4446667706390849e-16,1.1852140512274788e-23,1.2227570557186136e-17,4.224879512313559e-18,7.631056049634779e-23,4.957274214805196e-27,1.9927657742394112e-12,7.494118908607892e-27,3.1857360625046278e-18,1.2798127545202914e-23,1.823576464919893e-21,4.4353214292003346e-11,1.9159451690086449e-31,8.153878404000864e-22,3.891402183500521e-20,1.6017464056696996e-24,9.313037556006142e-35,5.600124948360999e-26,3.594005705126881e-21,8.781072905407123e-27
3.973980999795971e-10,0.7431182482235531,1.2284507367017636e-11,2.8819517836266357e-15,3.9268551109339796e-12,4.0212390730230893e-13,0.0,0.0,3.335271378436782e-09,1.3085531567615262e-15,3.134634132525596e-17,4.58377431664986e-18,9.065888177401607e-20,1.0311341628370947e-31,2.263822502942344e-22,1.8664558797943936e-15,5.60898255231713e-13,1.1506562905859533e-18,1.6701185077955075e-27,2.976582435056418e-26,1.2731504039323493e-13,4.339575826446175e-22,9.990255410108796e-14,4.1809054977457106e-24,1.0608733122161315e-19,2.384928522918723e-22,1.8303525534387192e-16,4.495118666342446e-16,8.946629287983764e-29,8.682406048193671e-26,1.169355257699496e-23,1.8119898464824748e-26,5.0678466320354527e-20,2.9771096631854487e-24,3.76,0.0,0.8471302601907851,0.9994765364863978,2.7063660670315517e-15,3.106164846165912e-17,1.2411254779988324e-05,1.2411255005895083e-05,1.545748523356159e-13,6.287035035819633e-17,0.0005234601743725091,3.5475105765625105e-17,2.0421717920615725e-18,3.3132112417225624e-09,1.3209961595002105e-11,2.2884035026716925e-13,1.07013492486761e-11,4.6347964823368084e-07,1.9021158703997842e-16,3.927627962142575e-12,4.524327077969448e-11,2.5328252969684606e-17,1.100652252872077e-13,7.271800445672214e-13,3.5521533015576485e-21,6.339734641276091e-22,1.0305531159767724e-13,2.0821070630252807e-24,5.609297470298325e-13,2.731219369035469e-14,2.1709255246674263e-18,1.7415097660385178e-23,9.123849957383299e-22,1.6079489712309845e-19,1.64840184184785e-24,3.655495447273294e-29,2.4585246648436217e-33,5.912912909858453e-27,1.3645809000342526e-28,4.793405237709427e-24,1.3921311347300723e-33,1.7727976852209347e-17,6.376823868240565e-24,1.8506972750944864e-17,1.163190816338296e-22,9.311641385594081e-27,3.4438291906586567e-13,1.5242694838671084e-16,1.2858360332853595e-23,1.3248390530103748e-17,4.457759725346659e-18,8.111900278088019e-23,5.5045892349399164e-27,2.102831758673503e-12,7.993152559431231e-27,3.452807272041774e-18,1.4237281290036646e-23,2.0303949632111113e-21,4.5536977948173495e-11,2.1776683940467096e-31,9.07630431806543e-22,4.330987928210437e-20,1.782787746337992e-24,1.0936538413954387e-34,6.398983005742812e-26,3.895717060900014e-21,9.517764745606563e-27
4.0793825961800344e-10,0.7431182926647701,1.2946244368774172e-11,3.0535935688586324e-15,4.1378636014336744e-12,4.136735619534748e-13,0.0,0.0,3.4237131371360843e-09,1.3788800601040068e-15,3.390662955278131e-17,5.046173154617291e-18,9.807361470015618e-20,1.1155173654542038e-31,2.3864795903790253e-22,1.9654459361551104e-15,5.909872199135375e-13,1.2446895010958876e-18,1.863214295627402e-27,3.285006721115757e-26,1.3415812799741374e-13,4.693849256069946e-22,1.025015815527539e-13,4.641362712344794e-24,1.1472074055041985e-19,2.6759838153594436e-22,1.928939812259549e-16,4.734632324260909e-16,1.019583245878596e-28,9.388277011859962e-26,1.2982198712365347e-23,2.0084821388662703e-26,5.482314663571744e-20,3.3059565754485792e-24,3.76,0.0,0.8471299247742421,0.9994687345826232,2.9274372100879874e-15,3.3596782492656703e-17,1.2740435051781093e-05,1.2740435289630773e-05,1.6246175418852892e-13,6.61968683942052e-17,0.0005312619894927679,3.7424440594038955e-17,2.1626216047897846e-18,3.4004688470379154e-09,1.391160193185369e-11,2.4739763207695754e-13,1.1275083115968112e-11,4.757722253760245e-07,2.0066058966375808e-16,4.138704287218237e-12,4.6410297904000587e-11,2.6805174479782315e-17,1.1586406009979196e-13,7.661023500361671e-13,3.7357754353392546e-21,6.742504983441239e-22,1.0582338614162481e-13,2.2494344594669763e-24,5.910212817847419e-13,2.873736470462902e-14,2.3481366344544416e-18,1.8884841179337534e-23,9.991314454350772e-22,1.736123206836297e-19,1.826189914372568e-24,4.053964657882353e-29,2.722719710669805e-33,6.732983682423063e-27,1.5663967544420313e-28,5.354832842525028e-24,1.5352120256600377e-33,1.9075971443445767e-17,6.94351526001709e-24,2.0004554161384538e-17,1.2559274568751297e-22,1.0338775655340733e-26,3.5246855717038145e-13,1.6059968008614543e-16,1.3919917015213271e-23,1.4324165376419596e-17,4.696861845279962e-18,8.610376652046714e-23,6.097536241531913e-27,2.2158561434684187e-12,8.512527041938206e-27,3.734376088725301e-18,1.5793758873210982e-23,2.2543150921881613e-21,4.6719453068228554e-11,2.4671296574160004e-31,1.0074714527263434e-21,4.806718822005735e-20,1.9787508530767066e-24,1.2789043342429078e-34,7.28619166785537e-26,4.213856979005454e-21,1.029450757385148e-26
4.184784192564098e-10,0.7431183371059723,1.3625533612100463e-11,3.2327007679825444e-15,4.3543915175115865e-12,4.2529282984570093e-13,0.0,0.0,3.512154226713721e-09,1.4510473625366006e-15,3.660263532734896e-17,5.54157737447364e-18,1.0588241277315227e-19,1.2043915557087872e-31,2.5124244756778497e-22,2.066923872142183e-15,6.218592011954846e-13,1.3437128636633197e-18,2.07273287275082e-27,3.616644220935091e-26,1.4118033819594173e-13,5.066883553113624e-22,1.0509802554860699e-13,5.138787264692809e-24,1.2380847591866367e-19,2.993641936284912e-22,2.0301227409436855e-16,4.980252662107639e-16,1.1580735453636422e-28,1.0131221427179668e-25,1.4374408902392368e-23,2.2217003455952078e-26,5.918808441120621e-20,3.661333582113675e-24,3.76,0.0,0.8471295893578279,0.9994611442469108,3.1602293771284885e-15,3.6266096898121866e-17,1.306961519455179e-05,1.3069615444642855e-05,1.7052377331422068e-13,6.960637876763279e-17,0.0005388522365454922,3.942821679836542e-17,2.2868878096009597e-18,3.487695028678628e-09,1.4630957505809237e-11,2.669260047315287e-13,1.1863721867435746e-11,4.880647891673647e-07,2.1140067604483364e-16,4.35530384995368e-12,4.757565982119958e-11,2.832748756395768e-17,1.218056504087142e-13,8.060307483495712e-13,3.923658640747381e-21,7.160723228902635e-22,1.0859327037346194e-13,2.4253525586619563e-24,6.218959691524046e-13,3.0196576808908106e-14,2.5347302474745985e-18,2.043749172208036e-23,1.0912561735033093e-21,1.870816511130351e-19,2.0177981829252656e-24,4.4838859209889365e-29,3.0072741332133138e-33,7.641303585911977e-27,1.7933089272296626e-28,5.9649957538401615e-24,1.688528021979286e-33,2.048566825074999e-17,7.544942860021769e-24,2.1580049732916292e-17,1.3533450950884268e-22,1.1448587184034365e-26,3.605043559454323e-13,1.6898479625854194e-16,1.5038249812821562e-23,1.5456301209127745e-17,4.942183939970285e-18,9.126723599470006e-23,6.738735821560067e-27,2.3318389231007877e-12,9.052358451204421e-27,4.030822940106436e-18,1.7473670019206265e-23,2.496253168500608e-21,4.790064116929301e-11,2.7864638684527617e-31,1.1153151706106154e-21,5.320512662270932e-20,2.190432904389633e-24,1.489562839047425e-34,8.26882976561497e-26,4.548861306869461e-21,1.1112357325557724e-26
4.2901857889481615e-10,0.7431183815471593,1.432238936991297e-11,3.419466781957258e-15,4.5764387098513005e-12,4.3698353407295326e-13,0.0,0.0,3.6005946658154486e-09,1.5250550473526097e-15,3.943786072030872e-17,6.071397580630249e-18,1.140955189550629e-19,1.2978740948124197e-31,2.6416611242126013e-22,2.1708845382057992e-15,6.535139687096502e-13,1.4478556009142031e-18,2.2995743399423993e-27,3.972618140753522e-26,1.483816709550448e-13,5.459161322682206e-22,1.0769188873312972e-13,5.675099231713994e-24,1.3336200626117734e-19,3.339528696847561e-22,2.1339019932942488e-16,5.231971553479493e-16,1.3112096636591719e-28,1.0912169894706498e-25,1.5875573343382956e-23,2.4527138122935344e-26,6.37790036606367e-20,4.044632024390677e-24,3.76,0.0,0.8471292539415424,0.9994537597395516,3.4050451972603646e-15,3.9073038054222254e-17,1.3398795208299482e-05,1.3398795470929826e-05,1.7875948144997237e-13,7.309867902783369e-17,0.00054623665524041,4.148661608046785e-17,2.414990336246146e-18,3.574889820368762e-09,1.5367995873845703e-11,2.8744963249113654e-13,1.2467259853605619e-11,5.003573396077497e-07,2.2243273086501305e-16,4.5774266021120016e-12,4.873935934138358e-11,2.989534878243638e-17,1.278895513603378e-13,8.469645972207062e-13,4.1157778688838115e-21,7.594643356243421e-22,1.1136496536363642e-13,2.6100627343218976e-24,6.535535822570721e-13,3.1689673250551965e-14,2.73094758476241e-18,2.2075574055348627e-23,1.188907318416136e-21,2.0121824660972103e-19,2.2239041781930135e-24,4.946838616308806e-29,3.313160806255461e-33,8.644765737267698e-27,2.047804102888797e-28,6.626697961983791e-24,1.8524968994518368e-33,2.1958004222055674e-17,8.182346181108355e-24,2.3235357985414508e-17,1.4555470512932625e-22,1.2645392521150885e-26,3.6849062279991943e-13,1.77582221153938e-16,1.6214790620163164e-23,1.6646201567381998e-17,5.1937240802097615e-18,9.661178950400387e-23,7.430890994866568e-27,2.4507800920472366e-12,9.612846406402745e-27,4.3425280460327324e-18,1.92832688763004e-23,2.7571492693077938e-21,4.908054376669544e-11,3.1379137933255036e-31,1.2315761159136147e-21,5.874335596970568e-20,2.4186517110749367e-24,1.7283388930216728e-34,9.354345441039169e-26,4.901165979766681e-21,1.1972369629360679e-26
4.395587385332225e-10,0.7431184259883311,1.5036825879244685e-11,3.61408511532354e-15,4.804005031674753e-12,4.487474992101173e-13,0.0,0.0,3.6890344725693966e-09,1.6009030982405304e-15,4.24158076052269e-17,6.637064328600475e-18,1.2272317893807062e-19,1.3960824191376836e-31,2.7741935029502907e-22,2.2773227932824975e-15,6.859512923043096e-13,1.557246952861562e-18,2.5446604540720224e-27,4.3540773262487626e-26,1.5576212624095164e-13,5.87116506302422e-22,1.1028317374752643e-13,6.2522666095543875e-24,1.4339278723821533e-19,3.7153193830750086e-22,2.240278215173563e-16,5.489780885094891e-16,1.4801214147194212e-28,1.1732051707882765e-25,1.7491217562278534e-23,2.702637587749196e-26,6.860162987859658e-20,4.457278929609041e-24,3.76,0.0,0.8471289185253855,0.9994465754815781,3.662187291325562e-15,4.20210513178796e-17,1.3727975093023245e-05,1.3727975368490187e-05,1.8716746207026162e-13,7.667356715435312e-17,0.0005534208245446417,4.359982068844101e-17,2.5469484227862677e-18,3.6620532553005084e-09,1.612268464745067e-11,3.089926357510741e-13,1.308569143269409e-11,5.126498766972245e-07,2.337576378896742e-16,4.805072497788052e-12,4.9901399269881385e-11,3.150890528235165e-17,1.3411531927055753e-13,8.889032548272803e-13,4.312108269014167e-21,8.044519623229128e-22,1.141384721826292e-13,2.8037654410540376e-24,6.859938944380789e-13,3.321649796651369e-14,2.9370298079284744e-18,2.3801631385787605e-23,1.2922308427327153e-21,2.1603743957485348e-19,2.4452001210859995e-24,5.444437822253299e-29,3.641371218141135e-33,9.750599679826992e-27,2.3325421921644584e-28,7.342821573115491e-24,2.027540325419557e-33,2.3493891475010598e-17,8.856980080732695e-24,2.497237186245601e-17,1.5626358252329883e-22,1.3933617557658694e-26,3.76427663237019e-13,1.8639187918661093e-16,1.7450965535516897e-23,1.7895267407626305e-17,5.4514803397753175e-18,1.0213979935179859e-22,8.176787892774278e-27,2.5726796447843985e-12,1.0194855646378555e-26,4.669871418438512e-18,2.1228954548633405e-23,3.0379672388567954e-21,5.025916237396808e-11,3.523828186140966e-31,1.3566790918907014e-21,6.470202180891258e-20,2.6642457211135226e-24,1.998149799734226e-34,1.0550549789406593e-25,5.271207016896105e-21,1.2875599802776253e-26
4.5009889817162886e-10,0.7431184704294881,1.576885734114218e-11,3.816749377668818e-15,5.037090338325674e-12,4.605865513028456e-13,0.0,0.0,3.777473664633773e-09,1.6785914992479342e-15,4.5539977663726935e-17,7.240026439672856e-18,1.317756410971985e-19,1.499134042262782e-31,2.910025580218912e-22,2.386233504651349e-15,7.191709420283978e-13,1.672016177877917e-18,2.8089325419833312e-27,4.7621961014520826e-26,1.6332170401989495e-13,6.303377165647488e-22,1.1287188322982949e-13,6.872305166959772e-24,1.5391226133667533e-19,4.122737157133444e-22,2.349252044691633e-16,5.753672556735932e-16,1.6659964129083174e-28,1.2591794867737699e-25,1.9227002117235035e-23,2.9726353196174625e-26,7.366169001677104e-20,4.9007370400975135e-24,3.76,0.0,0.8471285831093573,0.9994395860399472,3.9319582723440075e-15,4.5113581029826416e-17,1.4057154848722133e-05,1.405715513732244e-05,1.9574631010664402e-13,8.033084155606504e-17,0.0005604101775012902,4.576801341368808e-17,2.682780744203522e-18,3.749185366182623e-09,1.6894991492020375e-11,3.3157909124857404e-13,1.3719010970266618e-11,5.249424004358333e-07,2.453762799547499e-16,5.038241492992246e-12,5.106178240728188e-11,3.316829647785077e-17,1.4048251161694222e-13,9.31846079790893e-13,4.51262518594583e-21,8.510606568026832e-22,1.1691379190095262e-13,3.006660242582656e-24,7.192166792343259e-13,3.477689557116631e-14,3.1532180193775654e-18,2.5618226559132676e-23,1.4013693743650206e-21,2.3155454879969316e-19,2.6823926729751474e-24,5.978333696458724e-29,3.992914651838045e-33,1.0966393737884714e-26,2.6503746820036094e-28,8.116329828205306e-24,2.2140831025181185e-33,2.5094219017626122e-17,9.570114359608726e-24,2.679297877951195e-17,1.6747131108670428e-22,1.531779742065113e-26,3.843157808880248e-13,1.9541369491416814e-16,1.874819285379786e-23,1.9204897123436892e-17,5.715450795298982e-18,1.078536318935084e-22,8.979295478738942e-27,2.697537575788909e-12,1.0798684537933196e-26,5.013232862045025e-18,2.3317269058750053e-23,3.3396946590245796e-21,5.1436498502850054e-11,3.946668879208768e-31,1.491059132986024e-21,7.110175139379495e-20,2.9280739979861917e-24,2.3021357941166347e-34,1.186564090238965e-25,5.659420537341951e-21,1.382310285846109e-26
