Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H4F2(1),O2(2),H2O(3),CH4(4),CH2CHF(56),HF(38),C2H3F(137),C2H3F(136),O2(141),CH2CF(70),CH2CFO(79),C2H3F2(66),C2H3F2(64),CH2CF2(57),C2H2F2(59),CH2F(46),C2H2F(71),CHFO(47),C2H4F(62),S(289),C2H4F(63),C2H3F2(65),CF2CH(73),C2HF2(72),CH2F2(41),S(787),CF2(43),S(495),C2HF(58),CF2O(49),C2H2O(134),S(435),S(2464),S(1651),S(1682),CF3CHO(75),CF2CO(76),S(783),S(2674),CHO2(159),S(3132),S(537),S(1330),C2HF(1925),S(125),S(977),S(975),S(990),CHF2(82),S(499),C2H2O(450),CH3F(39),S(3133),C2H2F3(67),S(5616),CHFCF2(55),F(37),C2F(1924),C2H2F3(68),S(698),CHF3(42),S(5948),S(3043),S(706),S(2408)
0.0,0.7431165726349112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.8471429065731548,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.3508450755320887e-22,0.743116572634911,4.9711889472693594e-26,6.743791471414372e-28,2.7501537328478038e-36,2.283928086616629e-25,0.0,0.0,1.9736116914103693e-21,9.160558392583756e-40,3.8965694941820435e-53,1.137839833826405e-54,1.1223786789271405e-55,1.2752906938928116e-67,1.5601341014720195e-46,1.3402118189814969e-39,3.940624347339946e-37,1.4283606999051097e-54,1.2672514508400212e-64,8.239397445598392e-63,8.910604809284013e-38,5.401367913200358e-58,6.021417287358898e-26,1.2396178833597762e-71,1.3326174282667733e-55,1.3476645052982094e-59,1.2752673010636704e-40,3.199373603952572e-40,1.7515084471993332e-79,1.0938480487728622e-61,2.025563274662622e-71,5.423392249239563e-63,6.274925577304147e-56,8.687774913275113e-72,3.76,0.0,0.8471429065731548,0.9999999999999994,3.3632261334015626e-51,3.869189518679552e-53,7.3420463588276e-18,7.3420463588276e-18,1.1959921775663131e-37,4.534863155920454e-41,4.973852767493875e-16,2.379699023153804e-41,1.0519213981297971e-42,1.9736614032998175e-21,9.459099666959552e-36,7.039978218967644e-40,7.526849451393632e-36,2.7418127096901603e-19,1.2743672222657427e-40,2.7500231792479663e-36,2.749591112174397e-23,1.337612702226253e-41,8.004013985107313e-38,5.130677318945865e-37,2.6824009274827118e-45,2.9007289911757645e-46,6.021417287359119e-26,2.7157722914835874e-60,3.9406243510844645e-37,2.0236491438366237e-38,2.7029847303949495e-54,1.8009050738953327e-59,1.6261975040801827e-69,1.7913733374881958e-55,4.3872244363481526e-72,1.1280620669864702e-76,8.007391437755076e-81,1.2229013395496736e-76,4.256836767833942e-65,2.1007156715651235e-62,5.417191551921007e-81,2.7125005297847814e-53,5.807632166676421e-60,2.36259842664557e-53,1.5489869678651229e-58,2.744338691410801e-74,2.2839280866163128e-25,1.0720616067769197e-40,1.4729970647580201e-59,1.6747302751223658e-53,3.1326832597050326e-42,4.0746789579999767e-47,1.3535493835160362e-63,1.4717741130019332e-36,1.5991105070464662e-60,4.311325819050566e-54,4.340627343615285e-71,1.2067021865425084e-65,2.7495911121744187e-23,1.4257059615490006e-79,2.4862341393116724e-60,2.9769961748491374e-58,2.9435054741641528e-62,8.013244527969949e-97,1.3253046868994024e-75,4.849367120625185e-57,1.1860265575103154e-62
6.582366211489849e-22,0.7431165726349112,1.3919329055089784e-25,1.8882616119961168e-27,1.6610928546400716e-35,6.394998642526566e-25,0.0,0.0,5.5261127359490306e-21,5.532977269120584e-39,4.626007307818208e-52,1.3508434507320993e-53,1.3324879676223104e-54,1.5140251117895587e-66,9.423209972891248e-46,8.094879386647887e-39,2.3801371057933126e-36,1.6957498229273378e-53,1.504480922452377e-63,9.781812647459491e-62,5.3820053048075445e-37,6.412503986551437e-57,1.6859968404604484e-25,2.772975620360423e-70,1.582083410838276e-54,2.0334541156573466e-58,7.702614498424633e-40,1.9324216567872978e-39,3.91805433935835e-78,1.2986164035031027e-60,5.1813136261960104e-70,8.19583036705479e-62,7.449591647394316e-55,1.945248394742857e-70,3.76,0.0,0.8471429065731548,0.9999999999999987,3.992822065590742e-50,4.593501796576338e-52,2.0557729804717277e-17,2.0557729804717277e-17,7.223792752499258e-37,2.739057346175813e-40,1.3926787748972968e-15,1.4373382099849789e-40,6.353605244708251e-42,5.5262519292394366e-21,5.713296198843347e-35,4.252146845935088e-39,4.5462170686417153e-35,7.6770755871324505e-19,7.697178022485541e-40,1.6610140002657706e-35,7.698855114088026e-23,8.079180721451576e-41,4.8344244470045e-37,3.0989291006432606e-36,1.620170160199341e-44,1.752040310671736e-45,1.6859968404605822e-25,3.2241648644489696e-59,2.3801371080550014e-36,1.2222840828772e-37,3.208983471924868e-53,2.138034503808925e-58,4.9821311641063894e-68,2.257130989145499e-54,1.0388950039354154e-70,2.523429721365739e-75,1.7912214350595882e-79,2.735581384348939e-75,5.053716610769944e-64,2.493969646186693e-61,1.2118040813976054e-79,3.2202806289590156e-52,6.894820908283839e-59,2.80487685211346e-52,1.8389573282492046e-57,6.138975879138262e-73,6.394998642524656e-25,6.475252104932541e-40,1.7487421152809952e-58,1.9882397826252002e-52,1.8921406888618264e-41,2.4611060906336847e-46,2.045472135982518e-62,8.889515642531678e-36,1.8984639931633323e-59,5.118406012377347e-53,9.709809742573792e-70,1.4332254973308608e-64,7.698855114088153e-23,3.189247207761012e-78,2.951657446828217e-59,3.5342898639609694e-57,3.4945296992659454e-61,3.828023070949609e-95,2.9646535765572253e-74,5.757168645606169e-56,1.4080507290762373e-61
1.504540848340537e-21,0.7431165726349112,3.181560928167295e-25,4.316026541705844e-27,7.997447055121387e-35,1.4617139754346454e-24,0.0,0.0,1.263111482502634e-20,2.6638903805633516e-38,4.541841408560483e-51,1.3262661103495708e-52,1.3082445881575064e-53,1.4864788328015009e-65,4.5368699670810076e-45,3.8973359695976596e-38,1.1459335602064335e-35,1.664897231809367e-52,1.4771082911443728e-62,9.603841662724208e-61,2.591203878539791e-36,6.295834439626248e-56,3.8537070639093914e-25,5.478932539474618e-69,1.5532988743876355e-53,2.1864174246413706e-57,3.7084773114932516e-39,9.303778440293237e-39,7.741415146069163e-77,1.2749892856495257e-59,1.0812297458354066e-68,8.816700311759122e-61,7.31405325577254e-54,3.8450991952936483e-69,3.76,0.0,0.8471429065731548,0.9999999999999969,3.9201763811161535e-49,4.509927302972802e-51,4.698909669649663e-17,4.698909669649663e-17,3.477945252360928e-36,1.3187382057414547e-39,3.183265771189163e-15,6.920164759332452e-40,3.0589874257677575e-41,1.2631432981118457e-20,2.7507061831515016e-34,2.0472256685937373e-38,2.1888078204652095e-34,1.754760134201703e-18,3.705859882349453e-39,7.99706740525307e-35,1.7597383117914134e-22,3.889777738081314e-40,2.327567266868729e-36,1.4920009643493932e-35,7.800421897116471e-44,8.435319906362731e-45,3.853707063910037e-25,3.1655041829521977e-58,1.1459335612953394e-35,5.884771710275089e-37,3.1505990017483025e-52,2.0991349543815742e-57,1.1015669708108646e-66,2.2732106014645335e-53,2.108111937314141e-69,4.985871895140559e-74,3.5391517090480677e-78,5.405047837620914e-74,4.961768936579456e-63,2.4485941895801704e-60,2.3943206583849665e-78,3.1616906175125633e-51,6.769376053495366e-58,2.753844726097577e-51,1.8054992097427503e-56,1.2129581831263903e-71,1.461713975433726e-24,3.117555152507199e-39,1.7169253786827422e-57,1.9520656086824036e-51,9.109842919222034e-41,1.1849166409889413e-45,2.2004215586068147e-61,4.279919120609623e-35,1.8639232045263816e-58,5.025281374685975e-52,1.918494780843949e-68,1.4084809191834903e-63,1.7597383117914755e-22,6.301415048474135e-77,2.897954910347661e-58,3.4699867510218127e-56,3.430949981696714e-60,1.993243678226256e-93,5.857655888048091e-73,5.652422315800554e-55,1.3824325554339945e-60
3.197149302723641e-21,0.7431165726349112,6.760816977860856e-25,9.171556401126772e-27,3.4926952407166813e-34,3.106142197798629e-24,0.0,0.0,2.684111900318091e-20,1.1633909158581326e-37,4.0172072919070386e-50,1.1730673551688479e-51,1.1571275228267903e-52,1.3147736937758165e-64,1.9813703088698533e-44,1.7020690101059494e-37,5.004592921121492e-35,1.4725827471741087e-51,1.3064855558517527e-61,8.494489190792971e-60,1.1316468107790697e-35,5.568594263792858e-55,8.189127510806587e-25,9.749467715751744e-68,1.3738752638456709e-52,2.0093029438223738e-56,1.6195894723509631e-38,4.0632044770188946e-38,1.377543470190983e-75,1.1277135843626127e-58,1.97096801777862e-67,8.104066570228777e-60,6.469197276064656e-53,6.8434692260025954e-68,3.76,0.0,0.8471429065731548,0.9999999999999933,3.4673516145151166e-48,3.988979626177693e-50,9.985183048005534e-17,9.985183048005534e-17,1.5189100655072432e-35,5.759276208016774e-39,6.764439763757086e-15,3.0222177594065496e-39,1.3359401756313098e-40,2.6841795084875645e-20,1.2013056577035154e-33,8.940772364107689e-38,9.559098803269307e-34,3.728865285178619e-18,1.618446372278183e-38,3.492529437644899e-34,3.739443912556177e-22,1.6987681318348914e-39,1.0165097761081347e-35,6.515960195060581e-35,3.406649177899679e-43,3.683925818817614e-44,8.1891275108094025e-25,2.799852601625669e-57,5.004592925877031e-35,2.5700344126706393e-36,2.786669137647871e-51,1.8566610955063806e-56,2.055407196517885e-65,2.0333242209326653e-52,3.796254638787226e-68,8.872092643284492e-73,6.2977313700934544e-77,9.617993854053794e-73,4.388628434149727e-62,2.165753834644625e-59,4.2605656835199494e-77,2.7964795461773042e-50,5.98743645859311e-57,2.4357444739334664e-50,1.5969436043884685e-55,2.1583942787662806e-70,3.1061421977946142e-24,1.3615182406066026e-38,1.5186010538845526e-56,1.726579924439679e-50,3.9785077398251846e-40,5.1748422766863015e-45,2.022565052692791e-60,1.8691531235124554e-34,1.6486189631219207e-57,4.444804466408819e-51,3.4138589577276624e-67,1.2481542723919015e-62,3.7394439125564487e-22,1.1213031395650136e-75,2.563208358191786e-57,3.06916399066969e-55,3.0346364057368598e-59,7.954512286457029e-92,1.0423385698508291e-71,4.9995035266793987e-54,1.2227459397307734e-59
6.582366211489849e-21,0.743116572634911,1.3919329094755685e-24,1.8882616119974516e-26,1.4581315091558793e-33,6.39499864252662e-24,0.0,0.0,5.526112735948985e-20,4.856928059747868e-37,3.3767047840436075e-49,9.860337947147854e-51,9.726354050995169e-52,1.1051465106765598e-63,8.271831006008148e-44,7.105803064234928e-37,2.0893190289594208e-34,1.237794528766452e-50,1.0981798314437665e-60,7.140129996499139e-59,4.724402669882384e-35,4.680739011692486e-54,1.6859968404598202e-24,1.6443902314771002e-66,1.1548249414566936e-51,1.718851659559309e-55,6.761467230240499e-38,1.6963078848148696e-37,2.3234284326300283e-74,9.479112174973158e-58,3.3625585340958577e-66,6.93319957078695e-59,5.437750109048968e-52,1.1543585931911075e-66,3.76,0.0,0.8471429065731547,0.9999999999999861,2.914517955608471e-47,3.3529777298550742e-49,2.0557729804717276e-16,2.0557729804717276e-16,6.341150525438822e-35,2.404384445267043e-38,1.392678774882969e-14,1.261716422077237e-38,5.577287252942175e-40,5.526251929238658e-20,5.0152146434188194e-33,3.732596475113548e-37,3.9907355791283585e-33,7.677075587132447e-18,6.756695012459151e-38,1.4580622896372549e-33,7.698855114083871e-22,7.092022547271261e-39,4.24372821489945e-35,2.7202851145044957e-34,1.4222089717483045e-42,1.537966511143343e-43,1.685996840460996e-24,2.3534448154389296e-56,2.0893190309447666e-34,1.0729387760604919e-35,2.342363319604382e-50,1.5606355235058202e-55,3.5440904317843656e-64,1.7181298397098482e-51,6.438922164444596e-67,1.4964081015205168e-71,1.0622044451406323e-75,1.622215248410029e-71,3.688906633586935e-61,1.820446600209614e-58,7.186066762580515e-76,2.350609559085572e-49,5.032801113593132e-56,2.047389994954319e-49,1.342327322557238e-54,3.6404474286790763e-69,6.39499864250986e-24,5.684070639130456e-38,1.2764756883691763e-55,1.4512944607357762e-49,1.6609486642954198e-39,2.1603947835552858e-44,1.7303464282824714e-59,7.80334634713625e-34,1.3857635701628402e-56,3.736125973576171e-50,5.757972112318264e-66,1.0531339282165042e-61,7.698855114085007e-22,1.8912416380577524e-74,2.154531106730893e-56,2.5798172739604113e-54,2.550794751595494e-58,2.8271582617552765e-90,1.7580563552817873e-70,4.202383956859233e-53,1.0277916383134072e-58
1.3352800029022265e-20,0.7431165726349112,2.823635339857617e-24,3.830473555769358e-26,5.956942991497428e-33,1.2972711531982696e-23,0.0,0.0,1.1210114407210694e-19,1.9842135900671783e-36,2.768426593987654e-48,8.084100786990082e-50,7.974252692567058e-51,9.060658795925788e-63,3.3793128691554156e-43,2.902952408382474e-36,8.535549961310357e-34,1.0148187390781241e-49,9.003541751963154e-60,5.853909960054098e-58,1.9300726441101548e-34,3.8375526401247647e-53,3.4201650192170345e-24,2.700915892994781e-65,9.467952585899773e-51,1.4211214133276327e-54,2.7622799847967303e-37,6.929971201098787e-37,3.816238256786206e-73,7.771548864874081e-57,5.553932399867729e-65,5.732503480120194e-58,4.4581960744778763e-51,1.8961243790475811e-65,3.76,0.0,0.8471429065731545,0.9999999999999718,2.389497907766252e-46,2.74897372131669e-48,4.170282331814075e-16,4.170282331814075e-16,2.59056689628069e-34,9.822694990233164e-38,2.825148371872193e-14,5.154523272121275e-38,2.2785038252540748e-39,1.1210396770739467e-19,2.048878824259451e-32,1.5248874619675782e-36,1.6303456985692035e-32,1.5573496191040103e-17,2.7603303781217133e-37,5.956660207178119e-33,1.5617677517131923e-21,2.8973226175873257e-38,1.733701445226418e-34,1.1113252299924405e-33,5.810187704939002e-42,6.283095024232213e-43,3.4201650192218364e-24,1.929496248839951e-55,8.53554996942116e-34,4.3833049915016037e-35,1.9204109690424333e-49,1.2795032926324127e-54,5.883680817016474e-63,1.4122074387546993e-50,1.060470388082523e-65,2.457854800174218e-70,1.744673990735643e-74,2.664493433922528e-70,3.0243885325397336e-60,1.492512119004264e-57,1.1803136235788937e-74,1.927171734370735e-48,4.126194422017575e-55,1.6785740159551773e-48,1.1005210390304926e-53,5.9794458331838414e-68,1.2972711531914218e-23,2.3221283227424242e-37,1.0465318907403065e-54,1.1898588824284958e-48,6.785517247849896e-39,8.82591761038691e-44,1.430683670908733e-58,3.1879215997267045e-33,1.1361326907881132e-55,3.06310180036081e-49,9.457486484575176e-65,8.699579645635467e-61,1.5617677517136563e-21,3.106370069779595e-73,1.7664148094381614e-55,2.115090081288878e-53,2.0912956531867705e-57,9.522647708853655e-89,2.8876128613055476e-69,3.445368265177108e-52,8.426456816444985e-58
2.6893667664087097e-20,0.7431165726349113,5.687040228634042e-24,7.714897443322599e-26,2.4078916004872383e-32,2.612813731089522e-23,0.0,0.0,2.2578117749733782e-19,8.020508579509644e-36,2.2419436321649317e-47,6.5467144140260406e-49,6.457756576905099e-50,7.337556406385789e-62,1.3659722922780596e-42,1.1734197776821502e-35,3.450205766063265e-33,8.21826525857877e-49,7.291301545719437e-59,4.7406480592291625e-57,7.801662219558998e-34,3.1077496232436464e-52,6.888501376727024e-24,4.378301052908028e-64,7.667393477302894e-50,1.155609240117031e-53,1.116557734912334e-36,2.801205160188002e-36,6.186286924444164e-72,6.293601761779332e-56,9.028049009514135e-64,4.661576627122365e-57,3.610362767673838e-50,3.073769286501368e-64,3.76,0.0,0.847142906573154,0.9999999999999432,1.9350773576260737e-45,2.2261901914784883e-47,8.399301034498769e-16,8.399301034498769e-16,1.0471485590714532e-33,3.970490366426041e-37,5.690087565749455e-14,2.0835407203318322e-37,9.210076763300245e-39,2.25786864537356e-19,8.281895795185253e-32,6.163839012748077e-36,6.590117983464986e-32,3.136633739885539e-17,1.1157696727246183e-36,2.4077772945440766e-32,3.1455322323198695e-21,1.1711441262557725e-37,7.007898436601754e-34,4.4921542652442216e-33,2.348570767234532e-41,2.539727466918842e-42,6.888501376746435e-24,1.5625560878732357e-54,3.450205769341791e-33,1.7718019605761246e-34,1.5551985927469636e-48,1.0361749410900479e-53,9.587985933002012e-62,1.1450706289938311e-49,1.7213667949275924e-64,3.984288547218224e-69,2.8281917220622663e-73,4.3192587326287004e-69,2.4492282461762565e-59,1.2086750251869958e-56,1.91333924693734e-73,1.5606736357699111e-47,3.3414992218585756e-54,1.3593527580880417e-47,8.912304703371007e-53,9.692939367401474e-67,2.6128137310618433e-23,9.386413956897799e-37,8.475086582971706e-54,9.63578572164127e-48,2.74281456266691e-38,3.567577012484007e-43,1.16340811492534e-57,1.2886088810906138e-32,9.200696957214881e-55,2.4805792542083656e-48,1.5330993142205673e-63,7.150994251684499e-60,3.145532232321745e-21,5.035559746421078e-72,1.4304885605928934e-54,1.7128548079528998e-52,1.6935854457985176e-56,3.1254283655525553e-87,4.680944943927812e-68,2.790148548344049e-51,6.823963200601783e-57
5.397540293421676e-20,0.7431165726349113,1.1413850118236212e-23,1.5483745218466795e-25,9.682026222638461e-32,5.243898886872177e-23,0.0,0.0,4.531412443477867e-19,3.225011224342455e-35,1.8045112798729363e-46,5.269365315319612e-48,5.197764305220912e-49,5.905903748843003e-61,5.4925145096160616e-42,4.7182693171690406e-35,1.387312563977175e-32,6.614774853020177e-48,5.8686738167504866e-58,3.8156859862746044e-56,3.137014065527672e-33,2.5013872648924848e-51,1.3825174091729254e-23,7.051118870195932e-63,6.171385318680148e-49,9.320315312746473e-53,4.4896295440918805e-36,1.1263522747614863e-35,9.962825208033238e-71,5.065638228848079e-55,1.4559365810041152e-62,3.759730427141578e-56,2.9059340498960824e-49,4.950266820797032e-63,3.76,0.0,0.8471429065731532,0.9999999999998859,1.5575186053427819e-44,1.7918315402706516e-46,1.6857338439868146e-15,1.6857338439868146e-15,4.210538300708915e-33,1.5965167134832256e-36,1.1419965953099232e-13,8.377825599035217e-37,3.703331359298418e-38,4.531526581970585e-19,3.3301138741340535e-31,2.4784526241824317e-35,2.6498574567578457e-31,6.295201981448588e-17,4.486460780710232e-36,9.681566603468648e-32,6.313061193521486e-21,4.709119023076489e-37,2.817845139487838e-33,1.8062754728407663e-32,9.44349976106883e-41,1.0212132443833975e-41,1.382517409180731e-23,1.2576810788183543e-53,1.3873125652954652e-32,7.124337756747334e-34,1.2517591266620436e-47,8.340037399502874e-53,1.5481505252310553e-60,9.222230421074758e-49,2.7740462241763546e-63,6.416573876465746e-68,4.554715580003633e-72,6.956033211812805e-68,1.9713519704962905e-58,9.728468371341975e-56,3.0813738720659533e-72,1.2561659175653066e-46,2.689529277765503e-53,1.0941253607220756e-46,7.173398178185538e-52,1.5610180034520071e-65,5.2438988867608815e-23,3.774235769118046e-36,6.821486997910733e-53,7.755718643168936e-47,1.1028736723111306e-37,1.4345070260135919e-42,9.38330757827631e-57,5.181439635787803e-32,7.405521136263447e-54,1.9965859893031485e-47,2.4690091827175804e-62,5.926136358335376e-59,6.313061193529028e-21,8.109613736320075e-71,1.151381720942688e-53,1.378654600950972e-51,1.3631449139892122e-55,1.0128136729001114e-85,7.538517719875333e-67,2.2457542891435676e-50,5.49251925522291e-56
1.0813887347447608e-19,0.7431165726349116,2.286747034563782e-23,3.1021440768906033e-25,3.882925554484169e-31,1.0506069198438089e-22,0.0,0.0,9.078613780486321e-19,1.2933737431136812e-34,1.4480066579543806e-45,4.2283338183329237e-47,4.17087851118219e-48,4.739115817625682e-60,2.2027439770796493e-41,1.8922370259264428e-34,5.563743872253173e-32,5.307940235575097e-47,4.7092411479653524e-57,3.061847702316242e-55,1.258082946659923e-32,2.0072057482075577e-50,2.769851952166271e-23,1.1318607373900628e-61,4.952148057952922e-48,7.486547480030481e-52,1.800542250772168e-35,4.517176395143306e-35,1.599254355270964e-69,4.0648556558810294e-54,2.3387009356769925e-61,3.0200199422436097e-55,2.3318290657131115e-48,7.946319553937809e-62,3.76,0.0,0.8471429065731514,0.9999999999997713,1.2498105916918602e-43,1.437831965457215e-45,3.377341325060687e-15,3.377341325060687e-15,1.6886141794719447e-32,6.402746080574985e-36,2.28797227261798e-13,3.359882772646098e-36,1.485201510754046e-37,9.078842455155836e-19,1.3355246065039401e-30,9.93970407303821e-35,1.0627113579301076e-30,1.2612338464574648e-16,1.7992714349416857e-35,3.88274122664033e-31,1.2648119115877777e-20,1.8885673489037553e-36,1.1300819321286664e-32,7.243972522528352e-32,3.787265774969405e-40,4.0955218592659873e-41,2.769851952197575e-23,1.0092098597489699e-52,5.563743877540179e-32,2.857178084211336e-33,1.0044578661093692e-46,6.692354810853642e-52,2.488357392890589e-59,7.402539845320424e-48,4.4544286608217876e-62,1.0300022128299679e-66,7.311327222975288e-71,1.1165974405953238e-66,1.5818858048034167e-57,7.806483583867861e-55,4.946287485512097e-71,1.0079940382157155e-45,2.1581778650123845e-52,8.779666963640651e-46,5.756200273038963e-51,2.5057796088765425e-64,1.0506069197991743e-22,1.5136373502351704e-35,5.473813713684112e-52,6.223475773011951e-46,4.423016698269398e-37,5.753014773804737e-42,7.537182796922616e-56,2.077989039502732e-31,5.942463979443792e-53,1.602134515819744e-46,3.96330654126164e-61,5.028812575116668e-58,1.2648119115908023e-20,1.301772606291582e-69,9.239114428001547e-53,1.1062835512029442e-50,1.0938379594209459e-54,3.261421563464674e-84,1.2100991090166532e-65,1.802076384370448e-49,4.407400795531902e-55
