Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H4F2(1),O2(2),H2O(3),CH4(4),CH2CHF(56),HF(38),C2H3F(137),C2H3F(136),O2(141),CH2CF(70),CH2CFO(79),C2H3F2(66),C2H3F2(64),CH2CF2(57),C2H2F2(59),CH2F(46),C2H2F(71),CHFO(47),C2H4F(62),S(289),C2H4F(63),C2H3F2(65),CF2CH(73),C2HF2(72),CH2F2(41),S(787),CF2(43),S(495),C2HF(58),CF2O(49),C2H2O(134),S(435),S(2464),S(1651),S(1682),CF3CHO(75),CF2CO(76),S(783),S(2674),CHO2(159),S(3132),S(537),S(1330),C2HF(1925),S(125),S(977),S(975),S(990),CHF2(82),S(499),C2H2O(450),CH3F(39)
3.483787887060139e-05,0.5771295720488652,6.52001093065393e-07,2.127387946056122e-08,5.370214806584826e-07,5.934377736607555e-05,0.0,0.0,5.13242797993162e-05,2.0560751982206932e-07,1.7081401960875645e-06,2.0826463178296896e-09,7.23802050263172e-12,8.739949890498833e-24,6.270537090827052e-18,5.342325851559581e-13,3.1646524876744223e-07,2.8472089555727838e-08,1.3064521092101254e-14,3.562687379607698e-18,6.148280321180114e-09,9.473786637454023e-17,3.332631756662117e-14,8.597867713995148e-11,1.8770917650602477e-11,1.615685040005711e-08,1.0121341007275502e-14,7.325775866947055e-11,1.706856604386546e-11,2.4054089670554856e-14,1.186029093248276e-13,2.390744427509217e-17,1.0435254478587736e-11,1.7180810190450738e-11,3.76,0.0,0.8995906279394803,0.9998079096884618,5.035096900510522e-05,4.463228345994283e-07,0.004456939133943469,0.004458825249776025,1.8723157361538474e-12,2.381783098351033e-16,9.479729030689676e-05,3.2931750879536217e-10,2.7933887498815844e-08,1.6018626383966379e-06,6.329427206280339e-07,9.927266286030433e-05,1.5963246914373553e-05,1.0503168224771206e-05,2.3266646617403818e-10,3.8753805567260325e-05,6.567083537125629e-09,2.1829816093605607e-11,6.982024639792192e-09,3.557417035276312e-08,2.7028186010578557e-11,1.9570367496117003e-11,4.8373208338888604e-08,9.384797431575392e-10,6.680141326400735e-07,4.158278511222015e-09,3.692024249717125e-10,3.1513568168414994e-09,9.022108569166823e-17,1.693829427580551e-08,9.275306674220827e-11,3.822057932823424e-11,9.323049636861876e-17,8.532641195413565e-15,2.598296947295086e-16,2.06853189273591e-12,7.9071719024122e-18,8.312437183515914e-14,4.908715378085583e-17,1.2979281623070485e-09,3.175808829805238e-18,1.754202598261171e-17,2.6679377280009496e-13,1.006447330846502e-08,4.877904705214011e-16,3.574787305822164e-08,2.464288370127104e-10,9.977509077426058e-12,5.250058022447314e-18,1.0865445119461507e-06
3.546940157428162e-05,0.5771379965623417,6.530685896650576e-07,2.132288266308983e-08,5.376133071375764e-07,6.08127882685289e-05,0.0,0.0,5.256398687669128e-05,2.1631812647494384e-07,1.7816913053485567e-06,2.1905696705333576e-09,7.462384619160183e-12,8.943231254002712e-24,6.405767820537695e-18,5.449421266011015e-13,3.201446150120609e-07,2.9470115457134e-08,1.3649909422673014e-14,3.698215848584188e-18,6.373082929273483e-09,9.821315629214047e-17,3.380525079797755e-14,8.97215403671921e-11,1.9397927132408078e-11,1.6831740270526856e-08,1.0361058444358359e-14,7.648274688507045e-11,1.7949254401589808e-11,2.464849051925941e-14,1.2196969987526995e-13,2.496160598866958e-17,1.0643310258514622e-11,1.7893226694139982e-11,3.76,0.0,0.8995067209608498,0.9998056108949384,5.152617403019821e-05,4.6271954836525877e-07,0.004537516177065418,0.004539482534502015,1.906168136207953e-12,2.424862510551524e-16,9.47970723482003e-05,3.357441445298903e-10,2.8595872289907974e-08,1.604229257073743e-06,6.339026278415298e-07,0.00010171224457582166,1.6353072647760604e-05,1.0509915907648173e-05,2.373576191176641e-10,3.959708149299959e-05,6.701075944410419e-09,2.2728344070068233e-11,7.127729937876985e-09,3.564476692297714e-08,2.7735976620644108e-11,2.008847920667206e-11,4.9692672263610075e-08,9.697084568695345e-10,6.842711777619706e-07,4.164358214935686e-09,3.8561489076862873e-10,3.362682948968325e-09,9.393505835925244e-17,1.7459738711256793e-08,9.560990373347827e-11,3.949902411971131e-11,9.634447088938624e-17,8.831300659382298e-15,2.687893305757213e-16,2.164541731592922e-12,8.17101873519476e-18,8.553514464653844e-14,5.0075779834635545e-17,1.300497688430269e-09,3.2397113538971244e-18,1.8346060947327015e-17,2.733066989461058e-13,1.0345341616292046e-08,5.113691642294251e-16,3.662978513357859e-08,2.5814725584964933e-10,1.0455822638260379e-11,5.357215012187471e-18,1.1110361321829907e-06
3.6100924277961855e-05,0.5771464207230673,6.540887382971856e-07,2.1370367299163957e-08,5.381746046608742e-07,6.228401314359792e-05,0.0,0.0,5.380472590088761e-05,2.2736721217335985e-07,1.8568379137449184e-06,2.3015759246390297e-09,7.687684440751789e-12,9.146079542513154e-24,6.540836064886012e-18,5.556462279321264e-13,3.2373164824316643e-07,3.048135301444971e-08,1.4248613236903667e-14,3.8362110987559834e-18,6.601916697007334e-09,1.0175102772171796e-16,3.4275786888899835e-14,9.353444929377965e-11,2.0028942564118163e-11,1.7520299199340754e-08,1.0602160515439626e-14,7.97761378048111e-11,1.8850140552856497e-11,2.523522230507849e-14,1.2534822211739795e-13,2.6042303801112598e-17,1.0851096478320594e-11,1.8619617866605625e-11,3.76,0.0,0.8994228175469158,0.9998033097367812,5.270260904728166e-05,4.793031189402765e-07,0.004618085502316361,0.004620133815727583,1.9400172937960873e-12,2.4679377924692466e-16,9.479685415852103e-05,3.421667686890455e-10,2.925706721627886e-08,1.6064832811414069e-06,6.34817080276726e-07,0.00010415539522363497,1.6743449787919016e-05,1.0516102923923305e-05,2.420509261133717e-10,4.0439504639445517e-05,6.8351714584537715e-09,2.3644839211469073e-11,7.273604392280696e-09,3.571298372697519e-08,2.8444903494002466e-11,2.0607456053754625e-11,5.101514978822941e-08,1.0010711713151253e-09,7.005461781975665e-07,4.170144862207644e-09,4.0240276864391055e-10,3.5831307363806553e-09,9.772335611895438e-17,1.7984046080302415e-08,9.848236689368088e-11,4.0782987764084477e-11,9.947184268174212e-17,9.131452818032005e-15,2.777940340321815e-16,2.2627991932054338e-12,8.435998109914424e-18,8.795362305772414e-14,5.1063816153891314e-17,1.302980050922648e-09,3.3035761230335e-18,1.9169099078850764e-17,2.798288404627915e-13,1.062910845156431e-08,5.35532550382099e-16,3.751320228387125e-08,2.70143117368286e-10,1.0945555746231464e-11,5.464423339504238e-18,1.1355415111849379e-06
3.673244698164209e-05,0.5771548445200937,6.550657827553756e-07,2.1416470591804615e-08,5.387081752985406e-07,6.37573498490716e-05,0.0,0.0,5.504639879803014e-05,2.3875860965742445e-07,1.9335785008319968e-06,2.4156748927869393e-09,7.913880423354489e-12,9.348806922893801e-24,6.675781962071837e-18,5.663466758122857e-13,3.272299194167504e-07,3.15056931242554e-08,1.486070088454469e-14,3.9766795887119985e-18,6.83478135025396e-09,1.0535147928282859e-16,3.473830947324263e-14,9.741680990126598e-11,2.066381298145369e-11,1.8222532085251153e-08,1.0844673535032428e-14,8.313791224050844e-11,1.9770940703953442e-11,2.58143375918306e-14,1.2873824472187453e-13,2.714977726028341e-17,1.1058640937687031e-11,1.935996328775838e-11,3.76,0.0,0.899338917878177,0.9998010063617606,5.3880210350196726e-05,4.960688772457057e-07,0.004698647109889683,0.00470077909215643,1.97386320899816e-12,2.5110089458206535e-16,9.47966357642539e-05,3.4858618710605116e-10,2.9917522128410324e-08,1.608634698290904e-06,6.356901067297315e-07,0.00010660194725482051,1.7134352073557736e-05,1.0521777140665618e-05,2.4674695279474495e-10,4.128103009895776e-05,6.969388098946193e-09,2.4579308165654028e-11,7.4196671782059335e-09,3.5779049749324585e-08,2.9154959257061533e-11,2.1127293448904392e-11,5.234048867728371e-08,1.0325599783721188e-09,7.168378727696342e-07,4.175664441781352e-09,4.195664735097507e-10,3.8128763748103265e-09,1.0158600243085078e-16,1.8511110612028128e-08,1.0136987377050515e-10,4.2072139434132545e-11,1.0261181002182926e-16,9.433028460697716e-15,2.868416833490763e-16,2.363301471298461e-12,8.702042332122186e-18,9.03794276404558e-14,5.205143744608343e-17,1.3053836513713848e-09,3.3674147076254567e-18,2.001116206318649e-17,2.86359758350646e-13,1.0915822417130574e-08,5.602809415407012e-16,3.839806658530984e-08,2.8241585204082566e-10,1.1446684449179896e-11,5.571671724442185e-18,1.1600593838146363e-06
3.736396968532232e-05,0.577163267943459,6.56003612359713e-07,2.146131838837504e-08,5.392165852973098e-07,6.523270541667837e-05,0.0,0.0,5.628891509982354e-05,2.504961141590087e-07,2.0119114718862484e-06,2.532875940316424e-09,8.14093709994883e-12,9.551527769058486e-24,6.8106349292856746e-18,5.770452289051151e-13,3.306429218958431e-07,3.2543032755287486e-08,1.5486243938681037e-14,4.11962808488161e-18,7.071676615277376e-09,1.0901450972531403e-16,3.5193189542610287e-14,1.0136805486012981e-10,2.130240139750635e-11,1.8938445738985008e-08,1.108862301488394e-14,8.656806415160454e-11,2.0711374548474807e-11,2.6385916303314035e-14,1.3213958789545733e-13,2.828426852898307e-17,1.126597044917282e-11,2.0114244387294073e-11,3.76,0.0,0.899255022118975,0.9997987009052881,5.5058920103223145e-05,5.130123363385696e-07,0.004779200999988195,0.004781418362440455,2.0077058818995355e-12,2.5540759722692123e-16,9.479641717538983e-05,3.5500317430581524e-10,3.0577290393713874e-08,1.6106926646281647e-06,6.365254004786296e-07,0.00010905174800185486,1.752575557196896e-05,1.0526982342445766e-05,2.5144624311842215e-10,4.212161700953429e-05,7.103743170034996e-09,2.5531759895802846e-11,7.565936731571771e-09,3.584317495958643e-08,2.986614133707834e-11,2.164799041332982e-11,5.3668549903893204e-08,1.0641677141501335e-09,7.331450980485873e-07,4.180940778041664e-09,4.3710641454695396e-10,4.052095387372882e-09,1.0552303342102123e-16,1.9040833749483413e-08,1.0427188160073003e-10,4.3366179271150256e-11,1.0576364633125784e-16,9.735966575831727e-15,2.959303952590174e-16,2.466045660005865e-12,8.969090057875045e-18,9.281221266047781e-14,5.30388128086388e-17,1.3077161934294132e-09,3.4312378992800502e-18,2.087227118723387e-17,2.928990525351291e-13,1.1205533481519183e-08,5.856144305888344e-16,3.928432539919195e-08,2.9496488667142217e-10,1.1959184611770473e-11,5.678982153050099e-18,1.1845885926058509e-06
3.7995492389002555e-05,0.5771716909841068,6.569057920222812e-07,2.1505026118664037e-08,5.397021851614149e-07,6.670999528538938e-05,0.0,0.0,5.753219131406811e-05,2.625834844217467e-07,2.0918351654493192e-06,2.6531880354408468e-09,8.368822776527894e-12,9.753967452617196e-24,6.945437072088218e-18,5.877437838945707e-13,3.3397406699164413e-07,3.3593274754114144e-08,1.6125317028954414e-14,4.265063599796499e-18,7.312602218719456e-09,1.1274011795391595e-16,3.564078297764738e-14,1.0538764344772658e-10,2.194458409062874e-11,1.966804881455869e-08,1.1334033663004194e-14,9.006660023322874e-11,2.167116606014402e-11,2.6950062603846618e-14,1.3555211969860526e-13,2.944602295857981e-17,1.1473110833072186e-11,2.088244437703326e-11,3.76,0.0,0.8991711304188363,0.9997963934914462,5.6238685847090606e-05,5.301291872857711e-07,0.004859747172822318,0.004862051625184605,2.04154531259021e-12,2.5971388734222114e-16,9.479619839135404e-05,3.6141847360831087e-10,3.123642814737074e-08,1.6126655750636e-06,6.373263476989473e-07,0.00011150465843993559,1.7917638485243563e-05,1.0531758580263893e-05,2.561493194904227e-10,4.296122820988681e-05,7.238253268927325e-09,2.650220559459285e-11,7.712430755803826e-09,3.5905551920129386e-08,3.057845135053569e-11,2.21695491044545e-11,5.499920657631897e-08,1.0958879068717688e-09,7.494667802378174e-07,4.185995714220404e-09,4.5502299632458644e-10,4.300962673777765e-09,1.0953449636764943e-16,1.9573123741087375e-08,1.0718788506298657e-10,4.466483622688671e-11,1.089266949323452e-16,1.0040213613551826e-14,3.0505850308674527e-16,2.5710287692121558e-12,9.23708585015812e-18,9.525167521756249e-14,5.4026104611341826e-17,1.309984741860364e-09,3.495055931930406e-18,2.1752447407733302e-17,2.994463586274805e-13,1.1498292864890852e-08,6.115329599069918e-16,4.017193093274253e-08,3.0778964640220183e-10,1.2483032002221469e-11,5.7863942424818486e-18,1.2091280786061776e-06
3.862701509268279e-05,0.5771801136338099,6.577755897595874e-07,2.1547699671431247e-08,5.401671280147192e-07,6.818914259978611e-05,0.0,0.0,5.877615034828307e-05,2.750244436644332e-07,2.173347860185587e-06,2.7766197961136464e-09,8.597509243161956e-12,9.956445784711217e-24,7.080228969597442e-18,5.98443946234564e-13,3.372266804192943e-07,3.4656327656680766e-08,1.6777997682428707e-14,4.4129933819091314e-18,7.557557887585652e-09,1.1652830299650588e-16,3.608144407080037e-14,1.0947506137930382e-10,2.2590249760499652e-11,2.0411351740815306e-08,1.1580929390052523e-14,9.363353949258738e-11,2.2650044187061038e-11,2.750690200012092e-14,1.3897575314302594e-13,3.063528627887011e-17,1.168008692049865e-11,2.1664548183227043e-11,3.76,0.0,0.899087242913703,0.9997940842338955,5.741946004705958e-05,5.474152948329268e-07,0.004940285628608443,0.0049426788789512874,2.0753815011595005e-12,2.6401976508609114e-16,9.479597943852635e-05,3.6783279882269237e-10,3.189499363033071e-08,1.6145611276898769e-06,6.380960534380399e-07,0.00011396055205315407,1.8309980972885632e-05,1.0536142490618707e-05,2.6085668304853777e-10,4.3799829923966103e-05,7.372934299835443e-09,2.749065859906977e-11,7.859166232943213e-09,3.59663572570851e-08,3.129189455748038e-11,2.2691974395762034e-11,5.6332342950351585e-08,1.1277147272275268e-09,7.658019277452586e-07,4.190849279927253e-09,4.733166197922579e-10,4.559652556647419e-09,1.1362044166528732e-16,2.0107895250176382e-08,1.1011741413019506e-10,4.596786600516139e-11,1.1210036405191797e-16,1.0345722881255515e-14,3.1422452063364634e-16,2.6782477383838927e-12,9.505979756560655e-18,9.769755410427882e-14,5.501347005082329e-17,1.3121957765254945e-09,3.558879343286168e-18,2.26517114124515e-17,3.060013449583818e-13,1.1794152934937284e-08,6.380368756552502e-16,4.106083983721623e-08,3.208895564687755e-10,1.3018202368356312e-11,5.893887820569877e-18,1.233676873001072e-06
3.925853779636302e-05,0.5771885358851017,6.586160018390561e-07,2.158943620061004e-08,5.406133863948406e-07,6.967007756794893e-05,0.0,0.0,6.002072098192123e-05,2.8782268049069855e-07,2.2564477811138833e-06,2.9031795327015463e-09,8.826971504571286e-12,1.0159254798465159e-23,7.215033356847287e-18,6.091472341794769e-13,3.4040399956568757e-07,3.5732105505272844e-08,1.7444366173082134e-14,4.563424916091199e-18,7.80654334923048e-09,1.2037906398489045e-16,3.651551447737894e-14,1.1362982056297186e-10,2.323929882876109e-11,2.1168366653915982e-08,1.1829333319188251e-14,9.726891281886603e-11,2.3647743454890406e-11,2.8056578657304424e-14,1.4241044167174812e-13,3.185230664389294e-17,1.1886922563333235e-11,2.2460542379340022e-11,3.76,0.0,0.8990033597270586,0.9997917732367866,5.860119967947473e-05,5.648666929123308e-07,0.005020816367567494,0.005023300122264404,2.1092144476999773e-12,2.6832523061121563e-16,9.479576032654432e-05,3.742468342418757e-10,3.255304660975132e-08,1.6163863826817112e-06,6.388373653693748e-07,0.00011641931379656669,1.870276498942768e-05,1.0540167587272402e-05,2.6556881417230704e-10,4.4637391472420994e-05,7.507801490106559e-09,2.8497134307031577e-11,8.00615943740082e-09,3.602575300561926e-08,3.2006479374927734e-11,2.321527350438331e-11,5.766785352102256e-08,1.1596429412520561e-09,7.821496243826818e-07,4.195519844560946e-09,4.919876831589813e-10,4.828338824998454e-09,1.1778093145450338e-16,2.064506898246844e-08,1.1306003201890116e-10,4.7275049107011246e-11,1.152841220715476e-16,1.0652454087696678e-14,3.234271514455129e-16,2.787699448992721e-12,9.775726907346102e-18,1.0014960944856674e-13,5.600106107399632e-17,1.3143552417636133e-09,3.622717855812483e-18,2.3570083674444327e-17,3.125637098643959e-13,1.2093167111858408e-08,6.651263087239212e-16,4.1951012840064235e-08,3.342640437368728e-10,1.3564671504126954e-11,6.001478153527157e-18,1.258234089452452e-06
3.9890060500043254e-05,0.5771969577312134,6.594297757658318e-07,2.1630324860618687e-08,5.410427676155851e-07,7.115273687376937e-05,0.0,0.0,6.126583738303755e-05,3.0098184974775033e-07,2.341133105269057e-06,3.0328752870902254e-09,9.057187528483047e-12,1.0361912339847615e-23,7.349887709787762e-18,6.19855399725848e-13,3.435091714764787e-07,3.682052767080787e-08,1.8124505379996594e-14,4.716365872267914e-18,8.059558331343007e-09,1.242924002022593e-16,3.69433165939952e-14,1.1785145878982686e-10,2.3891642818588764e-11,2.193910733114171e-08,1.2079267798944895e-14,1.0097276255057346e-10,2.4664004486196976e-11,2.8599252921442197e-14,1.458561756897589e-13,3.3097336086004474e-17,1.2093640649898312e-11,2.3270415119733707e-11,3.76,0.0,0.8989194809709571,0.999789460595555,5.978386585350262e-05,5.824795800294749e-07,0.00510133938992365,0.005103915353613025,2.143044152308132e-12,2.7263028406351315e-16,9.479554104561726e-05,3.806612346331277e-10,3.3210647872639166e-08,1.6181478161755313e-06,6.395528955373071e-07,0.00011888083914596964,1.9095974135767713e-05,1.0543864528050814e-05,2.7028617299277513e-10,4.5473885008687465e-05,7.642869407195216e-09,2.952165009528962e-11,8.153425952514101e-09,3.6083887840568816e-08,3.2722216948382745e-11,2.3739455661440035e-11,5.900564218756651e-08,1.1916678657326392e-09,7.985090231392214e-07,4.200024257546337e-09,5.110365826710963e-10,5.107194774955788e-09,1.2201603986265097e-16,2.1184571331368437e-08,1.1601533323803089e-10,4.858618898081164e-11,1.184774930327586e-16,1.0960372743582789e-14,3.326652748170284e-16,2.899380735623188e-12,1.0046287135409485e-17,1.0260763464251568e-13,5.698902272893484e-17,1.3164685915888545e-09,3.68658042270186e-18,2.4507584500144028e-17,3.191331792033912e-13,1.2395389781623802e-08,6.928011129369279e-16,4.2842414408241624e-08,3.479125380442579e-10,1.4122415307707561e-11,6.109217081053313e-18,1.2827989170907863e-06
4.052158320372349e-05,0.577205379166016,6.602194313211599e-07,2.1670447476043245e-08,5.414569278149698e-07,7.263706313901381e-05,0.0,0.0,6.251143866563731e-05,3.145055733368642e-07,2.427401966844286e-06,3.1657148693581312e-09,9.288138006140516e-12,1.0564746725480414e-23,7.484834541848071e-18,6.305698895685992e-13,3.465452514782722e-07,3.792151868052355e-08,1.881850065339401e-14,4.871824081285688e-18,8.316602561932291e-09,1.2826831103962036e-16,3.736517258412212e-14,1.221395393702702e-10,2.454720359040376e-11,2.2723589125927204e-08,1.2330754422064931e-14,1.04745142043886e-10,2.5698574442806112e-11,2.913509903966666e-14,1.493129807438333e-13,3.437062669970587e-17,1.2300263125278196e-11,2.4094156074598834e-11,3.76,0.0,0.8988356067469683,0.9997871463975919,6.096742346504683e-05,6.002503145629957e-07,0.005181854695903214,0.005184524571454745,2.176870615077249e-12,2.7693492558645413e-16,9.479532162282603e-05,3.8707662724160815e-10,3.386785878352256e-08,1.6198513695428071e-06,6.402450402475245e-07,0.00012134503322791208,1.9489593523057812e-05,1.0547261358818047e-05,2.7500919990404976e-10,4.630928527760055e-05,7.778151979368037e-09,3.056422523974859e-11,8.300980690644542e-09,3.61408982026586e-08,3.3439120773577027e-11,2.4264531821148292e-11,6.034562148597313e-08,1.223785326140363e-09,8.148793404801864e-07,4.2043779765089306e-09,5.304637133002433e-10,5.39639324778531e-09,1.263258412263833e-16,2.1726334040749054e-08,1.1898294173431377e-10,4.9901110275455866e-11,1.2168005240049767e-16,1.1269449611790576e-14,3.419379017457864e-16,3.0132883960012137e-12,1.0317624618411816e-17,1.050714622710862e-13,5.797749498867372e-17,1.3185408310227566e-09,3.750476578819803e-18,2.5464234071943682e-17,3.2570950407772067e-13,1.2700876216793946e-08,7.210616887110315e-16,4.373501243999267e-08,3.618344733639265e-10,1.469140983207156e-11,6.217075475208117e-18,1.3073706141047774e-06
4.115310590740372e-05,0.5772138001839685,6.609872798104035e-07,2.1709879159003055e-08,5.418573847998196e-07,7.412300443089317e-05,0.0,0.0,6.375746848425079e-05,3.283974409782169e-07,2.515252461860482e-06,3.301705890873686e-09,9.519806130361764e-12,1.076818119393992e-23,7.61989000450147e-18,6.412919705361426e-13,3.4951520236002705e-07,3.9035008050668136e-08,1.9526439689045038e-14,5.0298075591630166e-18,8.577675769313045e-09,1.3230679597091907e-16,3.778139402801229e-14,1.2649365072404956e-10,2.52059126616187e-11,2.3521828904606245e-08,1.2583814047217653e-14,1.0858611524537094e-10,2.6751207397717903e-11,2.9664303069025996e-14,1.5278091371597893e-13,3.567243255313866e-17,1.2506811015279884e-11,2.4931756366416988e-11,3.76,0.0,0.8987517371470416,0.9997848307229601,6.215184088008844e-05,6.181754100087762e-07,0.0052623622857336134,0.005265127774218751,2.210693836101961e-12,2.812391553187284e-16,9.479510207033481e-05,3.934936126422705e-10,3.452474090287802e-08,1.6215024944640087e-06,6.409159982478131e-07,0.00012381181002311023,1.9883609648072597e-05,1.0550383736579973e-05,2.797383162295537e-10,4.7143569394604185e-05,7.913662518469564e-09,3.1624880837810545e-11,8.44883791482766e-09,3.6196909328834155e-08,3.415720635963634e-11,2.479051440459048e-11,6.1687711883851e-08,1.2559916170506901e-09,8.312598511263472e-07,4.20859518469918e-09,5.502694693513435e-10,5.696106665341903e-09,1.3071042030914306e-16,2.227029388465216e-08,1.2196250912892613e-10,5.121965719554211e-11,1.2489142306843895e-16,1.1579660360577802e-14,3.5124419098682057e-16,3.1294191999934283e-12,1.0589707540737142e-17,1.0754093506953881e-13,5.896661336855214e-17,1.3205765539034419e-09,3.8144150781733215e-18,2.6440052485881773e-17,3.322924587517592e-13,1.3009682504242411e-08,7.499082560748879e-16,4.462877798267814e-08,3.760292888123003e-10,1.5271631328829698e-11,6.325057406712294e-18,1.3319485018775858e-06
4.1784628611083954e-05,0.5772222207800684,6.617354416550417e-07,2.1748688874883005e-08,5.422455297971391e-07,7.561051381126208e-05,0.0,0.0,6.500387466256772e-05,3.4266101093254186e-07,2.6046826524052028e-06,3.440855794175737e-09,9.752177392613927e-12,1.0971653258242017e-23,7.755084775590295e-18,6.520232572384785e-13,3.5242189404530686e-07,4.0160930123994085e-08,2.0248412411681964e-14,5.190324461486579e-18,8.842777682091482e-09,1.364078546103984e-16,3.819226880602391e-14,1.3091340593120254e-10,2.586771067573201e-11,2.4333844985324203e-08,1.2838466819697314e-14,1.1249575627135349e-10,2.7821664642749058e-11,3.0187060964147914e-14,1.562600592808583e-13,3.700301244095599e-17,1.271330445331113e-11,2.5783208508172823e-11,3.76,0.0,0.8986678722542961,0.9997825136450206,6.333708964493697e-05,6.362515301951812e-07,0.005342862159642517,0.005345724960308623,2.244513815481112e-12,2.8554297339139207e-16,9.479488236763318e-05,3.9991276458126647e-10,3.5181355660284046e-08,1.6231061941763906e-06,6.415677873647447e-07,0.00012628109163699078,2.0278010279079564e-05,1.0553255133502806e-05,2.844739249298844e-10,4.797671664379966e-05,8.04941374119143e-09,3.270363973357141e-11,8.59701126018594e-09,3.625203619464993e-08,3.4876490933144035e-11,2.531741707425351e-11,6.303184113270074e-08,1.2882834649961092e-09,8.47649883272786e-07,4.212688898368939e-09,5.70454244999378e-10,6.006507063037574e-09,1.35169875593811e-16,2.2816392363524915e-08,1.249537130460152e-10,5.254169195773874e-11,1.2811127160795216e-16,1.189098511244067e-14,3.6058344656629674e-16,3.2477698976006232e-12,1.0862507776366019e-17,1.1001591888113343e-13,5.995650656552112e-17,1.3225799775022993e-09,3.878403591571934e-18,2.7435059784964117e-17,3.3888183874511005e-13,1.3321865479174337e-08,7.79340566492617e-16,4.5523684974409963e-08,3.90496429524335e-10,1.586305628614304e-11,6.43323175560127e-18,1.3565319596229231e-06
4.241615131476419e-05,0.5772306409498077,6.624658624824756e-07,2.1786939954926233e-08,5.426226382052529e-07,7.709954892388435e-05,0.0,0.0,6.625060885324036e-05,3.5729981068198747e-07,2.695690570479844e-06,3.583171881287635e-09,9.985239389245409e-12,1.1175292603756469e-23,7.890465129009679e-18,6.62765075685965e-13,3.5526810369386814e-07,4.1299223912192386e-08,2.098451086608029e-14,5.3533830508459104e-18,9.11190802915151e-09,1.4057148668826964e-16,3.8598086114578984e-14,1.3539844225222292e-10,2.653254675020638e-11,2.5159657078791704e-08,1.3094732194759663e-14,1.1647414899549685e-10,2.8909714937717827e-11,3.0703576833765996e-14,1.5975052897770492e-13,3.8362624957237186e-17,1.2919762709606376e-11,2.6648506343490617e-11,3.76,0.0,0.8985840121437473,0.9997801952309084,6.452314422109655e-05,6.544754844930689e-07,0.005423354317857059,0.00542631612810487,2.2783305533082886e-12,2.898463799332881e-16,9.479466254247283e-05,4.06334631818259e-10,3.5837764073649314e-08,1.624667061209718e-06,6.422022597365561e-07,0.00012875280763164883,2.0672784351318417e-05,1.0555897023480248e-05,2.892164112473126e-10,4.8808708293223326e-05,8.185417791445316e-09,3.380052644549866e-11,8.745513756892033e-09,3.630638437669583e-08,3.559699318063056e-11,2.584525453638964e-11,6.437794367305602e-08,1.320657993683338e-09,8.640488142099555e-07,4.216671064871887e-09,5.910184347628897e-10,6.327766120439791e-09,1.3970430267146858e-16,2.336457541655351e-08,1.2795625553084818e-10,5.3867093344851383e-11,1.3133930476458427e-16,1.2203407952066719e-14,3.6995506288368587e-16,3.3683372262072598e-12,1.1136000593206394e-17,1.1249632008803018e-13,6.094729831959361e-17,1.3245549741766032e-09,3.942450713022126e-18,2.8449275988603334e-17,3.4547745908336664e-13,1.3637482664891399e-08,8.093590776994837e-16,4.6419710007459774e-08,4.052353474038458e-10,1.6465661461442235e-11,6.5415615753495364e-18,1.3811204194783335e-06
