Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H4F2(1),O2(2),H2O(3),CH4(4),CH2CHF(56),HF(38),C2H3F(137),C2H3F(136),O2(141),CH2CF(70),CH2CFO(79),C2H3F2(66),C2H3F2(64),CH2CF2(57),C2H2F2(59),CH2F(46),C2H2F(71),CHFO(47),C2H4F(62),S(289),C2H4F(63),C2H3F2(65),CF2CH(73),C2HF2(72),CH2F2(41),S(787),CF2(43),S(495),C2HF(58),CF2O(49),C2H2O(134),S(435),S(2464),S(1651),S(1682),CF3CHO(75),CF2CO(76),S(783),S(2674),CHO2(159),S(3132),S(537),S(1330),C2HF(1925),S(125),S(977),S(975),S(990),CHF2(82),S(499),C2H2O(450),CH3F(39),S(3133),C2H2F3(67),S(5616),CHFCF2(55),F(37),C2F(1924),C2H2F3(68),S(698),CHF3(42),S(5948),S(3043),S(706),S(2408),S(2271),S(529),S(1906),S(3064),S(517),S(139),S(1923),S(1777)
5.718495769945882e-06,0.918531028008668,0.002014780332877728,0.0008647637899228616,0.0008862438146312936,0.06409225124475756,0.0,0.0,0.0017009884613893595,3.886478674008723e-05,0.0599632328163858,0.003335331406210596,0.00017912888042623124,1.8371547359949232e-09,3.8584257643590454e-07,9.673562608627953e-06,0.004223392810416903,0.004841946326464865,0.0002776937902837034,1.6684035653151863e-05,0.006556062754699639,1.1847863307573629e-07,2.242413665302831e-06,3.685253140913996e-05,6.727795594528435e-07,0.029082021314237344,1.2193010737499955e-06,0.00023757498151549594,3.788681691879316e-05,5.395965402556963e-07,1.8068821458687807e-06,5.054706991999674e-09,3.6816219084842636e-07,1.3557211743941917e-06,3.76,0.0,0.03802633942931702,0.9160807801365305,0.04683857550167602,0.0026731627780389173,0.3839706515969498,0.5232929582033967,3.7485623746476615e-07,1.2284152621012056e-09,0.001940274569818704,0.0005560147318616241,0.002742477872905598,3.639969465944227e-05,4.147765242857602e-06,0.024374407583310862,0.03149398864118461,0.03280062598247463,0.0004917050130313251,0.007120856914779406,1.6265408449411488e-05,8.103002130361377e-06,1.1471068212424503e-05,4.0613210691566e-06,0.0002851181659147831,6.183577525274906e-05,0.0136179685654014,8.764046065336615e-05,0.006698215162055226,8.590396209399381e-10,0.01238574058472177,0.0005790042796851503,1.8185155402168196e-07,0.000191008737926421,1.621003855935584e-08,2.7973548551232758e-08,9.554472623209198e-13,6.274683899985864e-09,5.799845351846866e-09,2.780793950760633e-07,1.7994051621301872e-13,3.4780667144178336e-07,8.956916771852297e-12,6.685516106251846e-10,5.612621800535106e-12,3.563115208096298e-07,5.102147147834979e-07,2.575492619143965e-05,1.1176858248869456e-08,5.785844078520677e-05,0.0027078380969972732,9.206119962134764e-08,3.9047332003495236e-10,0.008246639176781641,3.9508569163694864e-11,1.3976204742515678e-06,3.1539144760821804e-11,0.0005028050248186492,8.189828241549452e-06,2.9933031778510077e-05,2.7370197505798463e-07,1.016189139649846e-05,0.00034175412509015204,1.2982032553639021e-05,1.5151520566437968e-10,9.164110864485822e-06,8.906098973999585e-07,2.880656799781606e-08,5.171574400657653e-09,1.4292522215572705e-08,1.6753283594362668e-05,4.850154147953372e-11,3.2421034219111674e-08,1.9225547150972773e-06,5.836023019228294e-09
5.759124380853113e-06,0.9187360106242892,0.001985852543272708,0.0008532270705874826,0.0008738429252435561,0.06430542103575697,0.0,0.0,0.0017026661244083268,3.9065782980486314e-05,0.060534912841103454,0.0033670949405297775,0.00017759428338676148,1.7840413766177808e-09,3.7994286970109137e-07,9.571607009191704e-06,0.004226251987441651,0.004864347389776427,0.00027754934145458106,1.6616660413078426e-05,0.006603329401583338,1.1925603745702014e-07,2.213886240646432e-06,3.712435068407444e-05,6.735347216425123e-07,0.029278625393771733,1.2127504529391625e-06,0.00023981115823301945,3.853137703887327e-05,5.412242174309381e-07,1.7909002995901473e-06,5.000847880834587e-09,3.641422198940469e-07,1.3694029948500554e-06,3.76,0.0,0.03729733084914426,0.9155361169129068,0.047105959547819445,0.0027076265067204636,0.383903138101392,0.5242598320074033,3.7479034062118416e-07,1.2281696713814209e-09,0.0019391208107335635,0.0005486387573051966,0.0027021523960311265,3.541678911187851e-05,4.065211489887579e-06,0.02441658646724706,0.0314455960571674,0.03281951684739788,0.0004851295379223966,0.0071469120996000175,1.602523931570515e-05,8.16236582510655e-06,1.1302049954735059e-05,4.000118863560842e-06,0.00028140353774266404,6.0972661324535266e-05,0.01371942132444559,8.642940092552453e-05,0.006744266006612576,8.352167037629539e-10,0.012514443490690285,0.0005888858275775909,1.8305453014539179e-07,0.00018823732504520926,1.5961684336362583e-08,2.7564199163030173e-08,9.414688513050062e-13,6.0956821011229225e-09,5.662875478158947e-09,2.7820396784464096e-07,1.7730836870986142e-13,3.4387106052078625e-07,8.854845915037387e-12,6.585174719859224e-10,5.548878151600366e-12,3.600776290450088e-07,5.094349609773445e-07,2.621105574988489e-05,1.116163261392235e-08,5.720609876891104e-05,0.0027348683907931276,9.290475338467389e-08,3.8585859804876346e-10,0.008329344954135507,3.9851353572211826e-11,1.3917682054788645e-06,3.1381629812855146e-11,0.0005066092285027366,8.07940615935431e-06,2.9867546164444603e-05,2.734970292917267e-07,1.0154841532234913e-05,0.0003436345903048366,1.3152779841700588e-05,1.5128617586574847e-10,9.132033618598838e-06,8.964012712517987e-07,2.8991837486496814e-08,5.1068360298249066e-09,1.4111068660882937e-08,1.688815003495273e-05,4.7870306321173004e-11,3.198668660891785e-08,1.9616897239601854e-06,5.8152352258903205e-09
5.799752991760344e-06,0.9189377956864954,0.001957726676878879,0.0008419753485419118,0.0008618056006880465,0.06451405421155837,0.0,0.0,0.0017040816003595488,3.925432186002256e-05,0.06110100585372776,0.0033985118902213765,0.0001760833276204357,1.7330602961069813e-09,3.741939012246261e-07,9.471785090993826e-06,0.0042286842254055535,0.004886193364633496,0.00027735704469675064,1.654887676303232e-05,0.006650095443550006,1.2003106310026082e-07,2.1859134213618914e-06,3.739138286890443e-05,6.741399247418183e-07,0.029471658514664562,1.2063259129170633e-06,0.0002420300285274318,3.917377178701512e-05,5.427476066434591e-07,1.7751952212641583e-06,4.948082967993721e-09,3.60220352483891e-07,1.3829505769361478e-06,3.76,0.0,0.036583941797602194,0.9149984185170689,0.04736961710831896,0.0027420464297626262,0.38383319270676475,0.5252127100123931,3.7472207108485296e-07,1.2279175363074174e-09,0.0019379818072460572,0.0005414578798306283,0.0026627522936758206,3.4469378580628175e-05,3.985666706116788e-06,0.024457545580769832,0.03139560027333444,0.03283637094858757,0.00047872729142281207,0.007172039685739488,1.579166804368126e-05,8.220885885105062e-06,1.1137685801819383e-05,3.940629352329766e-06,0.0002777727153278154,6.012975164120487e-05,0.013818997609642909,8.524441772616851e-05,0.006789663225368184,8.122747335650411e-10,0.01264220364409813,0.0005987815171117297,1.8423575213207743e-07,0.000185537012285319,1.5719919118223252e-08,2.7164093561593936e-08,9.278062812497255e-13,5.923281374525313e-09,5.530487383152317e-09,2.7827252636716403e-07,1.74735719690905e-13,3.4002109862646717e-07,8.754987299782664e-12,6.487678737954372e-10,5.486528650861804e-12,3.6381590604430936e-07,5.086291913579831e-07,2.6666617591000345e-05,1.1144604707887625e-08,5.655156504281709e-05,0.002761500786358996,9.373435060095915e-08,3.813573018204265e-10,0.008411449879470161,4.0187026896291955e-11,1.386022573739998e-06,3.122708378393758e-11,0.0005103695898300263,7.97214579752552e-06,2.9799809723276602e-05,2.7329369522906306e-07,1.0147906966489988e-05,0.0003453804906205761,1.3322957118913283e-05,1.5106076086384009e-10,9.099154980580761e-06,9.020980564554135e-07,2.9174089117525585e-08,5.043773485015742e-09,1.3934306042707604e-08,1.70207548550737e-05,4.725921368604475e-11,3.1562838865019994e-08,2.000932065227252e-06,5.7944136994050735e-09
5.8403816026675754e-06,0.9191364613228385,0.0019303871040059783,0.0008310055297627657,0.0008501230350191722,0.06471829856865863,0.0,0.0,0.0017052446757978945,3.943069833936702e-05,0.06166162567409214,0.003429589755150713,0.0001745969149526453,1.6841369944661423e-09,3.6859460302606883e-07,9.374111974283238e-06,0.0042307071568771885,0.004907498762972816,0.000277120281439985,1.6480869651322714e-05,0.006696374159392149,1.2080378408822008e-07,2.1585056427148616e-06,3.765374287162287e-05,6.746009641682842e-07,0.029661207700537696,1.2000307957302739e-06,0.0002442318993606574,3.981384430605743e-05,5.441708199573086e-07,1.7597735924283126e-06,4.896413907003598e-09,3.56395648267178e-07,1.3963661617150896e-06,3.76,0.0,0.035885768159645885,0.9144675008527587,0.04762965491120181,0.0027764199242834545,0.3837608215571961,0.5261518947233622,3.746514348354211e-07,1.2276588285777287e-09,0.001936857169370523,0.0005344688281223132,0.0026242733218119515,3.355611658146224e-05,3.90902271307945e-06,0.02449733695318356,0.03134408251752051,0.03285125072721741,0.00047249542381226216,0.00719626382507605,1.5564561883483472e-05,8.278582728311886e-06,1.0977882231565644e-05,3.882818719770259e-06,0.0002742254150298515,5.9306890073523645e-05,0.013916738724840188,8.408554565310487e-05,0.006834420666358729,7.901790890011174e-10,0.012769037233396984,0.000608690771766811,1.8539576439601116e-07,0.00018290678849461505,1.5484630406801586e-08,2.6773203212536957e-08,9.144585566331584e-13,5.757291159288904e-09,5.402569291636582e-09,2.782875973137944e-07,1.7222237880582031e-13,3.362569607430607e-07,8.657346798107954e-12,6.39296612011608e-10,5.425575681861205e-12,3.675268188040972e-07,5.077987233743918e-07,2.7121527397912187e-05,1.112586326028088e-08,5.589570103133356e-05,0.002787740118726672,9.455019078117773e-08,3.769683350995832e-10,0.008492962363806915,4.051570694928231e-11,1.3803837302415639e-06,3.1075490680066584e-11,0.0005140877404146663,7.86797582416478e-06,2.9730190761689846e-05,2.730925452584405e-07,1.0141097041923749e-05,0.00034699562177994454,1.3492590802931148e-05,1.5083904689266726e-10,9.065520985669235e-06,9.0770234382749e-07,2.9353389950578222e-08,4.982364935032461e-09,1.3762174822186212e-08,1.7151152804670436e-05,4.666773742857556e-11,3.1149382929236654e-08,2.0402735156108894e-06,5.7736138750605975e-09
5.8810102135748065e-06,0.9193320837218383,0.0019038178314284935,0.0008203141571052576,0.0008387864226077614,0.06491829726448756,0.0,0.0,0.0017061649463098296,3.9595212863136984e-05,0.06221688682650489,0.0034603360592054934,0.00017313581639883478,1.6371975867142212e-09,3.6314360744697666e-07,9.278596591571112e-06,0.004232337977493448,0.0049282777811568,0.00027684232361094004,1.6412811448884185e-05,0.006742178554301022,1.2157426640646532e-07,2.1316710350899053e-06,3.791154403306667e-05,6.749235544656089e-07,0.029847358811146467,1.1938678905553333e-06,0.0002464170763468398,4.045144439339985e-05,5.454978940887363e-07,1.744640907577607e-06,4.845839855861463e-09,3.526670426380389e-07,1.4096520520484835e-06,3.76,0.0,0.03520241869143783,0.9139431829858288,0.047886177205668484,0.0028107444973137622,0.3836860288803362,0.5270776816935823,3.7457843597566104e-07,1.2273935149895518e-09,0.001935746513815946,0.0005276681956357847,0.00258670962431757,3.267569944960283e-05,3.835174332715718e-06,0.024536010257996427,0.03129112007648373,0.03286421725831786,0.00046643095849837154,0.007219608271659069,1.5343785310211962e-05,8.335476524687233e-06,1.0822543731452897e-05,3.8266522854349605e-06,0.0002707611784386083,5.8503885896477255e-05,0.014012685874127876,8.295275299249442e-05,0.006878552028674404,7.68896338434106e-10,0.012894960496869454,0.0006186130549926922,1.86535102750412e-07,0.00018034557347289213,1.5255700879499583e-08,2.6391479484078405e-08,9.014239972661806e-13,5.597518340464787e-09,5.2790060589257105e-09,2.782516522772877e-07,1.6976802700217658e-13,3.3257860798062143e-07,8.561924633196172e-12,6.300973912738076e-10,5.366018187820554e-12,3.712108371452414e-07,5.069448105765596e-07,2.757570474057027e-05,1.1105494112378908e-08,5.5239316275256775e-05,0.002813591309505761,9.535247449980479e-08,3.726904377643525e-10,0.008573890970979357,4.083751311158232e-11,1.3748516431492724e-06,3.092683088227059e-11,0.0005177652593039867,7.766824468432419e-06,2.9659036291846256e-05,2.7289409803944986e-07,1.0134420135726117e-05,0.0003484838527145235,1.3661707336479773e-05,1.5062110654948703e-10,9.031175875019376e-06,9.132161983734452e-07,2.952980617494712e-08,4.922586597783735e-09,1.3594609768090093e-08,1.7279397964884806e-05,4.609535203230439e-11,3.0746196465194094e-08,2.079706086534989e-06,5.752886657648568e-09
5.9216388244820376e-06,0.9195247371629384,0.0018780025784861647,0.0008098974524777437,0.0008277869825029236,0.06511418890637344,0.0,0.0,0.001706851810315327,3.974817022873861e-05,0.06276690423568862,0.0034907583308476098,0.00017170068128566365,1.5921691018139324e-09,3.5783928355884113e-07,9.185242208197005e-06,0.004233593444933272,0.0049485442969058446,0.0002765263319851812,1.6344862367233743e-05,0.006787521352839855,1.2234256883622882e-07,2.105415610420998e-06,3.816489800167155e-05,6.751133211498789e-07,0.03003019644794719,1.1878394730513296e-06,0.00024858586325533885,4.108642841083392e-05,5.467327855326361e-07,1.7298015648938507e-06,4.796357699770494e-09,3.490333602032051e-07,1.4228106027433234e-06,3.76,0.0,0.0345335145746747,0.9134252872652204,0.04813928575114151,0.0028450177826374176,0.38360881732205665,0.5279903596423678,3.745030770589999e-07,1.2271215585651495e-09,0.0019346494642426264,0.000521052461896678,0.002550053884028644,3.182686614419938e-05,3.7640194145704583e-06,0.02457361290889917,0.03123678647859098,0.032875330251423786,0.0004605308114714113,0.007242096365650088,1.5129200652604268e-05,8.391587172073058e-06,1.0671573245269848e-05,3.7720946874575373e-06,0.00026737939021572994,5.7720517675611474e-05,0.01410688007739468,8.184594799808136e-05,0.00692207084744158,7.483942251625925e-10,0.013019989679069328,0.0006285478677111721,1.8765429393806016e-07,0.00017785222716591405,1.5033009157806995e-08,2.6018855699981142e-08,8.887003083062216e-13,5.4437684578569465e-09,5.159680071970034e-09,2.7816710565530105e-07,1.6737222969669895e-13,3.2898580686660043e-07,8.468715883494438e-12,6.211638523480313e-10,5.307851983030174e-12,3.748684323221773e-07,5.06068645575403e-07,2.8029072964706416e-05,1.1083580247055885e-08,5.458317026172748e-05,0.0028390593499620174,9.614140289876502e-08,3.6852220434709454e-10,0.0086542443830632,4.115256596006241e-11,1.3694261133238511e-06,3.0781081507597315e-11,0.0005214036731230763,7.668619747730653e-06,2.958667248815902e-05,2.726988219373452e-07,1.0127883725106932e-05,0.0003498491089369104,1.3830333086858437e-05,1.504069998415358e-10,8.996162148935468e-06,9.186416570515741e-07,2.970340304244826e-08,4.8644130044798645e-09,1.3431540719192759e-08,1.7405543670073784e-05,4.5541534170524827e-11,3.035314449512852e-08,2.1192220205362504e-06,5.732278655084048e-09
5.962267435389269e-06,0.9197144940486316,0.0018529248467995146,0.0007997513560971425,0.0008171159802180812,0.06530610764500577,0.0,0.0,0.0017073144638834496,3.988987852946623e-05,0.06331179294734046,0.003520864085389998,0.00017029204598921542,1.5489797343145282e-09,3.526797706423414e-07,9.094046916613867e-06,0.00423448987894954,0.004968311867460024,0.0002761753550728277,1.627717089347654e-05,0.006832414993454419,1.2310874377012478e-07,2.0797434395201298e-06,3.841391462568396e-05,6.751757934843227e-07,0.03020980387180732,1.1819473430322918e-06,0.00025073856156613357,4.1718659187176255e-05,5.478793663998761e-07,1.7152589525399412e-06,4.74796226098017e-09,3.454933273810682e-07,1.4358442113892665e-06,3.76,0.0,0.033878688982634735,0.9129136394243975,0.04838907981420575,0.002879237537622532,0.38352918824980836,0.5288902105762836,3.744253593863851e-07,1.2268429195639086e-09,0.0019335656514774225,0.0005146180121208669,0.002514297465181932,3.100839789754311e-05,3.6954588477029987e-06,0.024610190153436576,0.031181151670081547,0.032884648053933124,0.000454791809237042,0.007263751019772749,1.4920668666996059e-05,8.446934274997386e-06,1.0524872581025169e-05,3.719110049969445e-06,0.0002640792947475502,5.695653687608231e-05,0.014199362093562711,8.076498478222369e-05,0.006964990480717956,7.286416493760042e-10,0.013144140991371662,0.0006384947459442237,1.8875385523115336e-07,0.00017542555817880046,1.481643051458144e-08,2.5655249056547364e-08,8.762846456315576e-13,5.295846769428855e-09,5.044472052262989e-09,2.780363128934705e-07,1.6503444907351243e-13,3.2547814757710274e-07,8.377710958626988e-12,6.12489597033249e-10,5.25107004715866e-12,3.785000757594734e-07,5.051713628988434e-07,2.848155908060315e-05,1.1060201824811687e-08,5.392797427446862e-05,0.002864149285598583,9.69171772414136e-08,3.6446210128113506e-10,0.008734031368609103,4.146098692735729e-11,1.3641067891453565e-06,3.063821674691271e-11,0.0005250044564421235,7.5732896733490505e-06,2.951340520061075e-05,2.725071383259853e-07,1.0121494449792477e-05,0.00035109535700976756,1.3998494254344307e-05,1.5019677517753823e-10,8.960520620642441e-06,9.239807268436068e-07,2.987424480980586e-08,4.807817242257899e-09,1.3272893284359993e-08,1.752964243987673e-05,4.500576408970631e-11,2.997008092275745e-08,2.1588137874378387e-06,5.711832408569612e-09
6.0028960462965e-06,0.9199014249379315,0.0018285679839655834,0.0007898715629591533,0.0008067647471271925,0.0654941832716068,0.0,0.0,0.0017075618964863344,4.0020648169875594e-05,0.0638516678720542,0.003550660808902366,0.00016891034228757297,1.507559053381246e-09,3.4766300892164674e-07,9.005004103300403e-06,0.004235043162372873,0.004987593728848255,0.0002757923284951476,1.6209874239902835e-05,0.006876871624380385,1.238728379542141e-07,2.054656820064309e-06,3.865870186143082e-05,6.75116398130402e-07,0.030386262931952387,1.1761928604882012e-06,0.00025287547007384406,4.2348005914382775e-05,5.489414209173193e-07,1.7010155305655934e-06,4.700646496185105e-09,3.4204558417791693e-07,1.4487553098587014e-06,3.76,0.0,0.0332375866582167,0.9124080686647739,0.04863565617265536,0.00291340164004866,0.3834471420268299,0.529777509913161,3.7434528327462937e-07,1.2265575563889116e-09,0.001932494713690819,0.000508361155254976,0.0024794305474748865,3.0219117732553432e-05,3.6293965593102227e-06,0.0246457851642281,0.031124282184875538,0.03289222765692626,0.00044921070531372736,0.007284594708079711,1.471804905995113e-05,8.501537126197458e-06,1.038234278242734e-05,3.667662135256028e-06,0.00026086001165774277,5.6211671206972944e-05,0.01429017235108091,7.970966883088619e-05,0.007007324098147058,7.096086474348143e-10,0.01326743057636357,0.0006484532585659853,1.8983429409484314e-07,0.00017306433164309833,1.4605837523433363e-08,2.5300562409013945e-08,8.641736767573416e-13,5.153559181443533e-09,4.933261767877159e-09,2.778615690621436e-07,1.6275405554289283e-13,3.2205506108320626e-07,8.28889604996345e-12,6.040682106327741e-10,5.195662802167079e-12,3.8210623790762723e-07,5.0425404174347e-07,2.893309365203377e-05,1.1035436225201053e-08,5.3274393252590375e-05,0.0028888662021401513,9.76799985128161e-08,3.6050848292675105e-10,0.008813260753531851,4.17628979893454e-11,1.3588931804242092e-06,3.049820817976359e-11,0.0005285690323360183,7.4807624362054175e-06,2.9439520518627672e-05,2.7231942474969687e-07,1.0115258171517585e-05,0.00035222659007220147,1.4166216789068716e-05,1.4999047030494718e-10,8.924290470270176e-06,9.292353831068615e-07,3.00423946897375e-08,4.75277117665172e-09,1.3118589484734702e-08,1.7651745920546448e-05,4.448752683102977e-11,2.9596849947634195e-08,2.1984740803296726e-06,5.691586617389278e-09
6.043524657203731e-06,0.9200855985807623,0.001804915241544402,0.0007802535566380967,0.0007967246976258729,0.06567854131817434,0.0,0.0,0.0017076028876303832,4.0140790951606815e-05,0.06438664355154824,0.0035801559436638574,0.00016755590532681919,1.46783817492793e-09,3.4278676772729143e-07,8.918102888223091e-06,0.00423526874301549,0.005006402796166317,0.0002753800748161785,1.6143098804276434e-05,0.0069209031008345126,1.2463489316070048e-07,2.0301564353261514e-06,3.889936569649869e-05,6.749404536329542e-07,0.030559654005408755,1.170576979927359e-06,0.00025499688453730664,4.2974344037722795e-05,5.499226425285833e-07,1.6870729082678652e-06,4.65440168179941e-09,3.3868869516143823e-07,1.4615463564453798e-06,3.76,0.0,0.032609863504166524,0.91190840772239,0.04887910912601001,0.002947508084934629,0.38336267825899206,0.5306525266084021,3.7426284829798135e-07,1.226265426394938e-09,0.0019314362965384873,0.0005022781405152787,0.0024454422519512753,2.9457889866576648e-05,3.565739501689437e-06,0.024680439127632348,0.03106624130791915,0.03289812470324258,0.0004437841953670175,0.0073046494568785895,1.4521200962323944e-05,8.555414690689972e-06,1.0243884465906319e-05,3.6177144815731622e-06,0.0002577205502214339,5.548562771243149e-05,0.014379350885322075,7.867976215394396e-05,0.007049084671247041,6.912663689069409e-10,0.013389874475856427,0.0006584230051756241,1.9089610790990556e-07,0.00017076727646693385,1.4401100653130386e-08,2.495468593204088e-08,8.523636374547376e-13,5.016713056085044e-09,4.825928661340169e-09,2.7764510774420213e-07,1.6053033839133903e-13,3.187158352147296e-07,8.202253553446279e-12,5.958932821128019e-10,5.1416183716585715e-12,3.856873872113533e-07,5.033177086216336e-07,2.9383610685666766e-05,1.1009358092936683e-08,5.262304764879257e-05,0.002913215212836834,9.843006706345965e-08,3.5665960642645356e-10,0.008891941394532728,4.205842137946367e-11,1.3537846714403348e-06,3.036102506742032e-11,0.0005320987731118304,7.390966573736665e-06,2.9365285378105594e-05,2.72136017944047e-07,1.0109180030501182e-05,0.00035324681440375986,1.4333526315998054e-05,1.4978811319354535e-10,8.887509298797092e-06,9.344075681874226e-07,3.0207914810095165e-08,4.699245655018855e-09,1.2968548341329411e-08,1.7771904834900053e-05,4.398631330250377e-11,2.9233287375865788e-08,2.2381958113836163e-06,5.671576358142332e-09
6.084153268110962e-06,0.9202670819531203,0.0017819498276833456,0.0007708926405377469,0.0007869873442293019,0.06585930316014708,0.0,0.0,0.0017074460043006794,4.0250619227448075e-05,0.06491683394603764,0.003609356875072036,0.00016622898119872853,1.4297499011765392e-09,3.3804867120863235e-07,8.833328538344648e-06,0.004235181636396958,0.005024751664760837,0.0002749413037902361,1.6076960635902693e-05,0.006964520983372119,1.253949467962883e-07,2.0062415038369675e-06,3.9136010086609356e-05,6.746531656852577e-07,0.03073005594616033,1.1651002829992404e-06,0.00025710309737139427,4.3597555140634975e-05,5.508266315502824e-07,1.6734319170601518e-06,4.609217587450271e-09,3.3542115965391493e-07,1.4742198286139068e-06,3.76,0.0,0.03199518618561987,0.9114144929191664,0.04911953051183189,0.002981554981372078,0.3832757960161848,0.5315155232830429,3.7417805350478967e-07,1.2259664866053808e-09,0.0019303900532701545,0.0004963651725076942,0.0024123207589593185,2.8723619016129102e-05,3.5043976287862153e-06,0.024714191329768542,0.031007089232098814,0.03290239349760398,0.0004385089310571365,0.007323936837648681,1.4329983357894663e-05,8.608585592205841e-06,1.0109398125400732e-05,3.5692305276783226e-06,0.00025465982272772163,5.4778095622314276e-05,0.014466937282496073,7.767498808373114e-05,0.007090284965202616,6.735870516919215e-10,0.013511488602285498,0.0006684036140874765,1.9193978374978355e-07,0.0001685330920006131,1.420208881025618e-08,2.461749865954902e-08,8.408503842533079e-13,4.885117907303301e-09,4.722352400336903e-09,2.773891002099695e-07,1.5836251565688405e-13,3.154596297041354e-07,8.117762463953892e-12,5.879584221532002e-10,5.0889228236266505e-12,3.8924398918322654e-07,5.023633399044737e-07,2.983304752122032e-05,1.0982039387985135e-08,5.197451527804582e-05,0.0029372014469987114,9.916758229305471e-08,3.5291364544301677e-10,0.008970082154920428,4.234767932831607e-11,1.3487805331585204e-06,3.022663462551179e-11,0.0005355950011797887,7.3038311191590865e-06,2.9290948201975846e-05,2.7195721671527043e-07,1.0103264498928962e-05,0.0003541600369995511,1.4500448067606723e-05,1.495897228664556e-10,8.850213181708126e-06,9.394991902725535e-07,3.0370866180380396e-08,4.647210692064555e-09,1.2822686411051874e-08,1.789016894021437e-05,4.3501621212721195e-11,2.887922183198447e-08,2.277972107533336e-06,5.651833297963364e-09
6.124781879018193e-06,0.9204459402929615,0.00175965495475342,0.0007617839667269686,0.0007775443107894191,0.0660365861208377,0.0,0.0,0.0017070995991502007,4.035044512100065e-05,0.06544235224147057,0.003638270919910421,0.00016492973413048418,1.3932288306010308e-09,3.3344622173153303e-07,8.750662856082903e-06,0.004234796429209017,0.005042652612212088,0.0002744786129836414,1.6011565903705396e-05,0.0070077365372873115,1.261530324509484e-07,1.9829099200985896e-06,3.93687369049142e-05,6.742596231177679e-07,0.030897546043187916,1.1597630094037205e-06,0.0002591943973775555,4.421752682492261e-05,5.516568933492749e-07,1.660092679091492e-06,4.56508263813243e-09,3.3224142118480187e-07,1.4867782163286673e-06,3.76,0.0,0.03139323174501558,0.910926164200147,0.04935700972714732,0.0030155405493699143,0.3831864940302881,0.5323667563530435,3.7409089761125466e-07,1.2256606943459677e-09,0.0019293556448087617,0.0004906184250217282,0.002380053418472878,2.8015249618738157e-05,3.445283863723874e-06,0.024747079239825928,0.030946883208793532,0.03290508701856438,0.00043338153268253414,0.007342477961769809,1.4144255469932893e-05,8.661068101794561e-06,9.978784407283548e-06,3.522173724961886e-06,0.0002516766568442937,5.408874897594986e-05,0.014552970629655358,7.669503573673361e-05,0.0071309375320218,6.565439956025395e-10,0.013632288713244274,0.0006783947404341528,1.9296579820697532e-07,0.00016636045415295908,1.4008669833536248e-08,2.428886990977275e-08,8.296294430264608e-13,4.75858599541485e-09,4.622413357974853e-09,2.770956548536602e-07,1.562497432672113e-13,3.122854902573519e-07,8.035398744209867e-12,5.802572792501395e-10,5.037560397492709e-12,3.927765055750588e-07,5.013918642619785e-07,3.028134472264577e-05,1.0953549439019382e-08,5.13293331480861e-05,0.00296083003966604,9.989274237096545e-08,3.492687028388973e-10,0.00904769188268224,4.2630793826934285e-11,1.3438799346449843e-06,3.0095002277091826e-11,0.0005390589900431519,7.219285734545652e-06,2.9216739565696173e-05,2.717832846766786e-07,1.0097515431504937e-05,0.0003549702541231753,1.4667006823783646e-05,1.4939531018028685e-10,8.812436722130928e-06,9.445121224594611e-07,3.0531308664918e-08,4.5966356387382795e-09,1.2680918274840842e-08,1.8006586993351543e-05,4.303295587850784e-11,2.8534475877060502e-08,2.3177963060493422e-06,5.632385900849017e-09
