Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H4F2(1),O2(2),H2O(3),CH4(4),CH2CHF(56),HF(38),C2H3F(137),C2H3F(136),O2(141),CH2CF(70),CH2CFO(79),C2H3F2(66),C2H3F2(64),CH2CF2(57),C2H2F2(59),CH2F(46),C2H2F(71),CHFO(47),C2H4F(62),S(289),C2H4F(63),C2H3F2(65),CF2CH(73),C2HF2(72),CH2F2(41),S(787),CF2(43),S(495),C2HF(58)
4.931828045998719e-08,0.622012027084469,9.31530352249342e-10,6.533679815046571e-12,2.1598331215904754e-09,6.872867121878439e-11,0.0,0.0,1.6517787942476935e-08,1.8692306232452215e-13,3.642172979150898e-13,2.8591367571155147e-15,3.702394736569918e-20,1.7738002471051778e-30,4.26790650853475e-22,3.114786723615024e-14,2.8675318955353728e-11,3.097387183860287e-15,1.108247585282652e-24,1.1374098015677662e-24,1.3234616627526405e-12,3.240549731529774e-20,8.929307688914095e-15,9.80278009540636e-21,1.1133877873055473e-16,1.8155084900258223e-17,3.7039484724393326e-19,7.548781481119964e-22,7.525263349040614e-23,3.901779521559792e-24,2.313394192854057e-19,2.0593826459986023e-24,8.818016055754968e-18,1.6945251747696746e-30,3.76,0.0,0.7901876135791552,0.9997786322135555,1.3137525671228822e-10,6.634388064454496e-14,5.207006352766506e-05,5.207006996063399e-05,1.7392927691163008e-13,4.697611073722544e-17,0.00022134896908431023,4.613918437116397e-15,8.795025939072957e-16,1.37980786871478e-08,1.6451535397199666e-09,5.172096702212288e-10,5.712035572230704e-10,1.006788413041699e-06,6.407102921935875e-15,2.2823839081355944e-09,2.8422074348230388e-12,4.133654140855338e-16,4.365001020512062e-13,7.232991175832861e-11,7.623829748585593e-20,1.6589852995853252e-19,8.793318359425004e-14,4.059153345538878e-21,2.874327284536011e-11,9.135323712701082e-12,1.7376758396614552e-16
5.1540674227110054e-08,0.6220122925919124,1.025845305499996e-09,7.476804594757168e-12,2.3530586210460677e-09,7.911457103506026e-11,0.0,0.0,1.7267801927239224e-08,2.041836668191358e-13,4.155838813359799e-13,3.1473330073378166e-15,4.3925435764825387e-20,2.0126991573565303e-30,4.688328480194874e-22,3.2537825191896126e-14,3.11878289732151e-11,3.4798957599829058e-15,1.4416017328222783e-24,1.4061233580380524e-24,1.44542443101139e-12,3.661615357858829e-20,8.96042887560173e-15,1.2151094038148331e-20,1.247631299429316e-16,2.2707485197318807e-17,4.2434996785448176e-19,9.370023447153223e-22,9.314145893344754e-23,4.822088931399571e-24,2.687050838528536e-19,2.479237508699099e-24,1.0487207867177015e-17,2.306681469294418e-30,3.76,0.0,0.7901852437605078,0.9997786312523608,1.496672976870289e-10,7.547798684040421e-14,5.441637713288487e-05,5.441638412016129e-05,1.821120982551963e-13,4.9534779760893126e-17,0.00022134896851011825,5.40433698808759e-15,1.0698522388751402e-15,1.4323372108043524e-08,1.7657008087945756e-09,5.826329219445249e-10,6.208596277971486e-10,1.0520476699958957e-06,7.142311338629276e-15,2.4925274557437357e-09,3.0593277545512955e-12,4.514652586575973e-16,4.732799343160862e-13,7.840499011207468e-11,9.50943008705258e-20,1.9476040424837878e-19,9.466461784047234e-14,5.2645427498451105e-21,3.126515175318878e-11,9.5445708174022e-12,1.9792517786956699e-16
5.3763067994232915e-08,0.6220125580992355,1.1249419171115166e-09,8.505196560815457e-12,2.554064839380002e-09,9.052710729055224e-11,0.0,0.0,1.8018422581632278e-08,2.2221040100228771e-13,4.715611170046857e-13,3.4479783526514865e-15,5.1732507230649446e-20,2.2806811985911497e-30,5.143090205667618e-22,3.389996970539463e-14,3.379578139219992e-11,3.89010932328554e-15,1.8548908492550387e-24,1.7224963997993664e-24,1.5727618802802262e-12,4.1146406633684296e-20,8.989378864910233e-15,1.492294843057678e-20,1.3905141409110134e-16,2.812945747512621e-17,4.8346669223017625e-19,1.1519688116116042e-21,1.142213406884263e-22,5.9045982615674525e-24,3.098516633935366e-19,2.9601831999914732e-24,1.2379932459762449e-17,3.0994475982156812e-30,3.76,0.0,0.7901828739462948,0.9997786302804467,1.695577553554404e-10,8.539359019042191e-14,5.676268369078056e-05,5.676269125377403e-05,1.9029529777896265e-13,5.209531537596924e-17,0.0002213489687005242,6.290388893968202e-15,1.2919014613911348e-15,1.4842509848866527e-08,1.8882670454815785e-09,6.527295343087035e-10,6.723598288083193e-10,1.097297549415018e-06,7.935876886154651e-15,2.711906823201348e-09,3.2813947922857313e-12,4.912452507413943e-16,5.112942187111256e-13,8.467722494776006e-11,1.1762324623597308e-19,2.274391213142228e-19,1.0170918889054618e-13,6.761235543931616e-21,3.388327616560295e-11,9.948804755693323e-12,2.241922051869231e-16
5.5985461761355776e-08,0.622012823606443,1.228808732434152e-09,9.622036014908049e-12,2.7627948910247967e-09,1.0301700583231552e-10,0.0,0.0,1.8769659415212413e-08,2.4100384535159017e-13,5.323466043638913e-13,3.760814430403758e-15,6.051803183680162e-20,2.5812420877946907e-30,5.6343533113966345e-22,3.523475615960543e-14,3.649819037407387e-11,4.328769076319906e-15,2.362709938465957e-24,2.0923570998606713e-24,1.7054739989593513e-12,4.600366588775332e-20,9.016343597859242e-15,1.8171629293264224e-20,1.5420893040159789e-16,3.4538851788870145e-17,5.480067776514904e-19,1.4038208639612986e-21,1.388868846071272e-22,7.168941706684029e-24,3.5493241663174295e-19,3.507831682020167e-24,1.4514700192544293e-17,4.1152689498223096e-30,3.76,0.0,0.7901805041364011,0.9997786292994226,1.9110948822885026e-10,9.611966575350818e-14,5.910898320163867e-05,5.9108991361723877e-05,1.9847787035846702e-13,5.465754456688068e-17,0.0002213489680322824,7.278931039904433e-15,1.5493913350684746e-15,1.5355723468591004e-08,2.012688063160939e-09,7.275749090656733e-10,7.256828357525646e-10,1.1425380531868846e-06,8.791106242470412e-15,2.9405198975742532e-09,3.508191787542921e-12,5.32705593404437e-16,5.505227640156208e-13,9.114185604112659e-11,1.4435769007794207e-19,2.6430293685464045e-19,1.0907582039341494e-13,8.604695802980185e-21,3.6596690109930995e-11,1.0348238340178225e-11,2.5265257665264023e-16
5.820785552847864e-08,0.6220130891135399,1.3374299807237592e-09,1.0830397471022921e-11,2.979192413229632e-09,1.1663480323659273e-10,0.0,0.0,1.952152138997461e-08,2.6056458936829336e-13,5.981379200393461e-13,4.085604720853549e-15,7.035726478582671e-20,2.918203700266314e-30,6.164180181458897e-22,3.6542180878662294e-14,3.9294103523511815e-11,4.79661803782104e-15,2.9815386158201165e-24,2.5219454344622087e-24,1.8435607754519237e-12,5.119500866330057e-20,9.041916557519872e-15,2.195447426264515e-20,1.702400112889995e-16,4.206339421401426e-17,6.182347198178145e-19,1.6968799231428605e-21,1.675617781129992e-22,8.636132184106589e-24,4.040933807982869e-19,4.128030064737948e-24,1.6910658865716732e-17,5.4042554076456874e-30,3.76,0.0,0.7901781343307106,0.9997786283074687,2.143848972457686e-10,1.0768489575695082e-13,6.145527566572915e-05,6.145528444426208e-05,2.0665985327296614e-13,5.722075002974834e-17,0.00022134896831370638,8.376954907103384e-15,1.8463281217079636e-15,1.5863239513457944e-08,2.1388092517756716e-09,8.072385881176355e-10,7.808081248441738e-10,1.1877691831989958e-06,9.71143292238526e-15,3.1783645663604323e-09,3.739514892129444e-12,5.758465072033693e-16,5.909468999040446e-13,9.779425546517958e-11,1.7588183779442817e-19,3.0574361539658753e-19,1.1677337698752606e-13,1.0858278270361348e-20,3.940447075215504e-11,1.0742852086086376e-11,2.8338988212949824e-16
6.04302492956015e-08,0.6220133546205302,1.4507858148632228e-09,1.2133250220329629e-11,3.203201556965573e-09,1.3143082316700678e-10,0.0,0.0,2.0274016942038514e-08,2.808932312184647e-13,6.69132603317842e-13,4.42211736827094e-15,8.132782786537323e-20,3.295679896578833e-30,6.734566684883588e-22,3.7822255842753706e-14,4.2182601524029897e-11,5.2943937832436664e-15,3.729868649270538e-24,3.01791633881816e-24,1.9870221981641326e-12,5.672719094257801e-20,9.066665632536704e-15,2.6332959871105957e-20,1.871480628778608e-16,5.084089431105837e-17,6.944176281712287e-19,2.0357464452674267e-21,2.0069935929466603e-22,1.0328580309164851e-23,4.574739063339334e-19,4.826858266772238e-24,1.95875850973432e-17,7.025132540975788e-30,3.76,0.0,0.7901757645291088,0.9997786273065815,2.394459291260963e-10,1.201176780573928e-13,6.380156108330579e-05,6.380157050163929e-05,2.1484245993685017e-13,5.978424763804052e-17,0.00022134896753518173,9.591580072009968e-15,2.186986420797161e-15,1.6365279301350626e-08,2.266485254913164e-09,8.917845011861693e-10,8.377159600403389e-10,1.2329909413385353e-06,1.0700415967183615e-14,3.4254387174884623e-09,3.975172700685256e-12,6.206682310102677e-16,6.325494135491612e-13,1.0462992587453963e-10,2.1283350277464517e-19,3.5217683260134047e-19,1.248106646827697e-13,1.3593939310793593e-20,4.230572804369069e-11,1.1132676715295507e-11,3.164874168263196e-16
6.265264306272437e-08,0.6220136201274167,1.568852286735727e-09,1.3533464626664906e-11,3.4347669840496586e-09,1.4745519948282835e-10,0.0,0.0,2.102715398315823e-08,3.019903777881012e-13,7.455281353517645e-13,4.770100720734175e-15,9.350971513450836e-20,3.718071852976024e-30,7.347536270781162e-22,3.9075686713176274e-14,4.516279782039103e-11,5.822818039400615e-15,4.628335670681795e-24,3.587336257181565e-24,2.135858255505295e-12,6.26066480004768e-20,9.090514269156578e-15,3.137273204727723e-20,2.0493548957185295e-16,6.101935468151619e-17,7.768249808330707e-19,2.4252951989362587e-21,2.387827555467869e-22,1.2270090962447616e-23,5.152080192847111e-19,5.610628096874586e-24,2.2565879092671143e-17,9.046303562095976e-30,3.76,0.0,0.7901733947314811,0.999778626294514,2.6635407796177904e-10,1.334461313850542e-13,6.614783945460846e-05,6.614784953410569e-05,2.2302580851041217e-13,6.23481918653982e-17,0.00022134896793252106,1.0930052145767957e-14,2.575908494581025e-15,1.6862058711365938e-08,2.395579934163917e-09,9.812709755995039e-10,8.96387385882662e-10,1.2782033294923627e-06,1.176173856264668e-14,3.6817402393203867e-09,4.214986440304425e-12,6.671710213397525e-16,6.753144245363762e-13,1.1164449885487877e-10,2.559057016883949e-19,4.0404218706071275e-19,1.331964356764382e-13,1.689296803488189e-20,4.5299604412234853e-11,1.1518059487227369e-11,3.5202820083241407e-16
6.487503682984723e-08,0.6220138856342025,1.6916016488286251e-09,1.5033811108592747e-11,3.6738338566864805e-09,1.6475784124932394e-10,0.0,0.0,2.178093992847633e-08,3.2385664422055543e-13,8.275219497755005e-13,5.1292953786094575e-15,1.0698525836104394e-19,4.190135051886166e-30,8.005134368467958e-22,4.030353578462571e-14,4.8233837951612845e-11,6.382602123875488e-15,5.69987665519195e-24,4.237686878830444e-24,2.290068935887946e-12,6.883950777883083e-20,9.11304941242569e-15,3.7143691919468024e-20,2.2360377632801813e-16,7.275723475220205e-17,8.657284012447127e-19,2.870674631102903e-21,2.8232542234320643e-22,1.4485879806532584e-23,5.774244553093078e-19,6.485882846039596e-24,2.5866555323420543e-17,1.1547057335995806e-29,3.76,0.0,0.7901710249377137,0.9997786252737443,2.951703890762057e-10,1.4769810490284457e-13,6.849411077986432e-05,6.849412154191092e-05,2.312084559638417e-13,6.491315827700169e-17,0.00022134896701614038,1.239973489800773e-14,3.0179082168786005e-15,1.7353788538529664e-08,2.525965948905731e-09,1.0757510454164093e-09,9.568042081573623e-10,1.3234063495470149e-06,1.2899206351162524e-14,3.947267020649517e-09,4.458789284498864e-12,7.1535515346515745e-16,7.192273302236994e-13,1.1883373236995467e-10,3.058488797559738e-19,4.618035764740419e-19,1.419393910280188e-13,2.0846793561815493e-20,4.8385274103115914e-11,1.189940921102356e-11,3.9009500775377067e-16
6.70974305969701e-08,0.6220141511408908,1.8190031148398441e-09,1.6636949141967286e-11,3.920347816217193e-09,1.8338831689323497e-10,0.0,0.0,2.2535381759955838e-08,3.4649265273359927e-13,9.153114645873966e-13,5.499470933985464e-15,1.218390432040358e-19,4.717029624085271e-30,8.709289879199535e-22,4.150619736342349e-14,5.1394898673876044e-11,6.974463086516051e-15,6.96989882867067e-24,4.97687966047643e-24,2.4496542277279005e-12,7.543162201904142e-20,9.134457322673556e-15,4.372017563997386e-20,2.431537801188975e-16,8.622388040862646e-17,9.614015962126597e-19,3.3773145324495594e-21,3.3187239336986276e-22,1.700262594933288e-23,6.442450876965365e-19,7.459395080140086e-24,2.9511227099670124e-17,1.461886197301205e-29,3.76,0.0,0.7901686551476941,0.9997786242414916,3.2595546606431297e-10,1.6290119365643135e-13,7.084037505928682e-05,7.084038652530405e-05,2.3939006639819096e-13,6.747892173376638e-17,0.0002213489675562013,1.400809452129902e-14,3.518081519197565e-15,1.784067506790639e-08,2.657523823187403e-09,1.1752731768176963e-09,1.0189489621726883e-09,1.3686000033887043e-06,1.4116745672072012e-14,4.2220169507021135e-09,4.706424492186177e-12,7.652209216625235e-16,7.642748595402775e-13,1.2619350771131623e-10,3.634738251998728e-19,5.259502016903545e-19,1.5104817711764563e-13,2.5557861785302715e-20,5.156194231353557e-11,1.2276755090917657e-11,4.307704059119035e-16
6.931982436409297e-08,0.6220144166474836,1.9510234106814606e-09,1.834542123865611e-11,4.174254966582034e-09,2.0339577675130518e-10,0.0,0.0,2.3290486072512722e-08,3.698990317739246e-13,1.009094083291946e-12,5.880426955539896e-15,1.3815785261516376e-19,5.304261256125446e-30,9.461742546485598e-22,4.268336669806813e-14,5.464518741984099e-11,7.599124333096909e-15,8.466425679620122e-24,5.813265773099597e-24,2.6146141194443196e-12,8.238858923328649e-20,9.155552301265344e-15,5.118110952121476e-20,2.635859147152603e-16,1.0159981613870691e-16,1.0641203488078851e-18,3.950932179498528e-21,3.880013761668066e-22,1.9848516693385676e-23,7.157843180419227e-19,8.538162946331191e-24,3.3522093280765226e-17,1.836667510282775e-29,3.76,0.0,0.7901662853613097,0.9997786232008278,3.5876947646554653e-10,1.7908275138946835e-13,7.318663229307602e-05,7.318664448453335e-05,2.4757232968295783e-13,7.004444435877869e-17,0.00022134896647099645,1.5762687753198147e-14,4.081813770522568e-15,1.8322920022464057e-08,2.7901412698200085e-09,1.2798818001789918e-09,1.0828048906656646e-09,1.413784292903331e-06,1.541840213660595e-14,4.505987919133448e-09,4.957744134396804e-12,8.167686408919458e-16,8.104450881461622e-13,1.3371982730682066e-10,4.296540598603832e-19,5.969973986986274e-19,1.605313818677546e-13,3.114050986609699e-20,5.4828844664955254e-11,1.2649893334591302e-11,4.741367943930398e-16
7.154221813121584e-08,0.6220146821539827,2.0876266174022476e-09,2.016166251657035e-11,4.435501874335229e-09,2.2482900128205292e-10,0.0,0.0,2.4046259064839858e-08,3.9407641628708954e-13,1.1090671558021845e-12,6.2719472167304676e-15,1.5603068592006994e-19,5.9576032418993865e-30,1.0264186047001354e-21,4.38353101617352e-14,5.798394215780216e-11,8.257295978300764e-15,1.0220220918310815e-23,6.755629258627652e-24,2.7849485994598286e-12,8.971575034809552e-20,9.176617216620664e-15,5.96100316869378e-20,2.84900010398893e-16,1.1907674106724955e-16,1.1741623295960037e-18,4.597526769412434e-21,4.513228652387167e-22,2.3053241911572514e-23,7.921509927078559e-19,9.729408247023602e-24,3.792193387296071e-17,2.2910317297853827e-29,3.76,0.0,0.7901639155784496,0.9997786221483134,3.936721526388526e-10,1.9626989443619566e-13,7.553288248142137e-05,7.553289541984676e-05,2.55755876685367e-13,7.260940265957662e-17,0.0002213489671901139,1.767116224636648e-14,4.714777000769656e-15,1.880071998257859e-08,2.9237133122122553e-09,1.389617199601375e-09,1.1483559420011832e-09,1.458959219976474e-06,1.680833943479799e-14,4.799177816032238e-09,5.212609649491878e-12,8.699986454492186e-16,8.577272959895226e-13,1.4140881347659178e-10,5.053269778666914e-19,6.754865631266683e-19,1.7039753897299446e-13,3.7721803084118575e-20,5.818524707195305e-11,1.3019004239994673e-11,5.202764204795501e-16
7.37646118983387e-08,0.6220149476603896,2.22877389216358e-09,2.2088012298210512e-11,4.704035571836403e-09,2.477364690619501e-10,0.0,0.0,2.4802706521985916e-08,4.1902544817005755e-13,1.2154279608447842e-12,6.673778957456804e-15,1.755487810291748e-19,6.683167893567762e-30,1.1118436408372326e-21,4.496344101014932e-14,6.14104310107566e-11,8.949666072947474e-15,1.2264933035112253e-23,7.813176466565566e-24,2.9606576562006516e-12,9.741817979292109e-20,9.196877906624944e-15,6.9095071605615e-20,3.070951371294745e-16,1.3885752513398125e-16,1.2918067378542876e-18,5.323369134858644e-21,5.2247992185900045e-22,2.664797110974277e-23,8.734503516888078e-19,1.1040577172518983e-23,4.2734107746913186e-17,2.8386024037003846e-29,3.76,0.0,0.7901615457990026,0.9997786210877556,4.307227917655302e-10,2.1448950404653476e-13,7.78791256245025e-05,7.787913933149135e-05,2.6393876038994847e-13,7.517484444742831e-17,0.00022134896589677788,1.9741258796282765e-14,5.422925357582154e-15,1.92742663838148e-08,3.0581425139916582e-09,1.5045152959759953e-09,1.2155867667405976e-09,1.5041247864933823e-06,1.829083782040688e-14,5.101584531917792e-09,5.470892636501459e-12,9.249112898094649e-16,9.06111795079475e-13,1.4925670653852636e-10,5.914948554899127e-19,7.619847853975148e-19,1.8065513707075607e-13,4.5442397335583433e-20,6.163044536626684e-11,1.3384711237440297e-11,5.692713933068794e-16
7.598700566546157e-08,0.6220152131667058,2.374423983619476e-09,2.4126707750252816e-11,4.979803542138231e-09,2.7216628273626195e-10,0.0,0.0,2.5559833860532047e-08,4.44746775468771e-13,1.3283737484684257e-12,7.085682002391326e-15,1.9680554342882517e-19,7.4875623893339e-30,1.2026320130875633e-21,4.606895219206166e-14,6.492395128954381e-11,9.676922123000213e-15,1.4637279211941878e-23,8.995543701448568e-24,3.1417412780967116e-12,1.0550070736399478e-19,9.21575160910132e-15,7.972906955576082e-20,3.3016980643969465e-16,1.6115653988784182e-16,1.4173340864473943e-18,6.135002966238228e-21,6.021489826416315e-22,3.066538287940869e-23,9.59782849462067e-19,1.2479339712462018e-23,4.798254060707877e-17,3.4948182014623156e-29,3.76,0.0,0.7901591760228583,0.9997786200148981,4.699802612402836e-10,2.337682386676624e-13,8.022536172248725e-05,8.02253762197137e-05,2.721199607437496e-13,7.774152854336888e-17,0.00022134896683790413,2.1980799774879298e-14,6.212501836039082e-15,1.9743746411662006e-08,3.193338300817336e-09,1.624608152466967e-09,1.2844826891803123e-09,1.549280994338971e-06,1.9870292153587065e-14,5.41320595774441e-09,5.732473547934209e-12,9.815069478743068e-16,9.555899405135021e-13,1.5725986149759897e-10,6.892272482866185e-19,8.570854294009673e-19,1.9131262187652036e-13,5.445750528852161e-20,6.516376433646671e-11,1.3747321235076359e-11,6.212037180235356e-16
7.820939943258444e-08,0.6220154786729328,2.5245342701808977e-09,2.6279866687104234e-11,5.262753691294966e-09,2.9816600448811505e-10,0.0,0.0,2.6317646213188135e-08,4.71241050764293e-13,1.4481017811520581e-12,7.507476184696495e-15,2.198964259991651e-19,8.377857583588638e-30,1.298938004261165e-21,4.7151493801191024e-14,6.852382857545573e-11,1.0439771849754039e-14,1.737722385016657e-23,1.0312817891496181e-23,3.3281994535816912e-12,1.1396796019828987e-19,9.234054865890815e-15,9.160981670645935e-20,3.5412239581694503e-16,1.8620011969191654e-16,1.5510262851393853e-18,7.03925727634013e-21,6.910415960046215e-22,3.513974156650331e-23,1.0512414717333513e-18,1.4053584954455104e-23,5.3691705497628624e-17,4.2771113921510385e-29,3.76,0.0,0.7901568062499084,0.9997786189344593,5.115030077419881e-10,2.5413255294614896e-13,8.257159077553143e-05,8.257160608475968e-05,2.8030168165397407e-13,8.03083773406371e-17,0.00022134896528776658,2.4397668844871922e-14,7.090052366451019e-15,2.020934352363926e-08,3.3292157257553074e-09,1.7499249501184293e-09,1.3550296695824175e-09,1.594427845397836e-06,2.1551210148257512e-14,5.734039984893925e-09,5.997239106882956e-12,1.0397860160083717e-15,1.0061542684740558e-12,1.6541474493335992e-10,7.996641866606531e-19,9.61409522012362e-19,2.0237838861888375e-13,6.493793544254325e-20,6.87845568242251e-11,1.4106447150860728e-11,6.761553447192258e-16
8.04317931997073e-08,0.6220157441790709,2.6790609018792376e-09,2.854949126122116e-11,5.552834340990858e-09,3.2578265392943754e-10,0.0,0.0,2.7076148442033333e-08,4.985089309834645e-13,1.5748092854811284e-12,7.938984774246356e-15,2.4491891930847497e-19,9.361331135930952e-30,1.400893870841594e-21,4.821074161840654e-14,7.220941666031945e-11,1.1238918848270148e-14,2.0528097854684322e-23,1.1775537029116756e-23,3.5200321710931205e-12,1.2282437004534733e-19,9.252571813896286e-15,1.0484015848206014e-19,3.789511318733883e-16,2.1422658323667197e-16,1.6931666903435498e-18,8.043248316336815e-21,7.899051950447553e-22,4.0106924281196025e-23,1.1479128742731802e-18,1.577141642893286e-23,5.988661338728614e-17,5.205083831637988e-29,3.76,0.0,0.7901544364800439,0.9997786178431383,5.553490603953864e-10,2.756087058010349e-13,8.491781278378364e-05,8.491782892687437e-05,2.8848482421214334e-13,8.287440447894452e-17,0.00022134896453840152,2.6999806428563254e-14,8.06242706004652e-15,2.0671236486726836e-08,3.4656952763723384e-09,1.8804921469133386e-09,1.4272142977896657e-09,1.639565341554253e-06,2.3338211387239132e-14,6.064084505180348e-09,6.265082150963575e-12,1.099748911657235e-15,1.0577984342707169e-12,1.737179339651454e-10,9.240176571944488e-19,1.0756062046274757e-18,2.138607790423117e-13,7.70710807297033e-20,7.249220367974849e-11,1.4462008951752412e-11,7.342081956824227e-16
8.243194759011789e-08,0.6220159831345197,2.8218731485742265e-09,3.069330768817878e-11,5.8199611346591805e-09,3.520586337064462e-10,0.0,0.0,2.7759394059744546e-08,5.237120025869673e-13,1.6949764369055428e-12,8.335470407991914e-15,2.691729514943626e-19,1.0332364918036659e-29,1.497600700134924e-21,4.9144863300753896e-14,7.559921714579761e-11,1.1989748677059001e-14,2.3753859969976498e-23,1.3225398428597444e-23,3.697276840732881e-12,1.311313571491851e-19,9.269163355733542e-15,1.1799039072264784e-19,4.0204426068030042e-16,2.4220727015704455e-16,1.82855132191633e-18,9.038216996932495e-21,8.8805387844241e-22,4.5029674076641806e-23,1.2394429974061737e-18,1.744710234309063e-23,6.589844666028643e-17,6.182914545378788e-29,3.76,0.0,0.7901523036897156,0.9997786168504453,5.968445575770222e-10,2.959094095421506e-13,8.702940656803062e-05,8.702942348037343e-05,2.9584953501410277e-13,8.518350313900503e-17,0.00022134896574203905,2.950674937342239e-14,9.0245384798048e-15,2.1083916872995965e-08,3.588980807595529e-09,2.0025109958464328e-09,1.4935700800748503e-09,1.6801810912105215e-06,2.5041120841009095e-14,6.36899780300301e-09,6.508689758999026e-12,1.1551555519660629e-15,1.1051969185202504e-12,1.8131486424683205e-10,1.0488942930446047e-18,1.1873828958353444e-18,2.2455800404943574e-13,8.957296128934229e-20,7.590285701431902e-11,1.4779378818773323e-11,7.891749996707014e-16
8.443210198052847e-08,0.6220162220898976,2.968191083882944e-09,3.293433064467478e-11,6.092785044970729e-09,3.7971577496239855e-10,0.0,0.0,2.844320526813078e-08,5.49542716979967e-13,1.8211003454907236e-12,8.739481690937712e-15,2.9514625729610294e-19,1.1390851186018802e-29,1.5991109456165633e-21,5.006186108901742e-14,7.90575104810236e-11,1.277101950992616e-14,2.738703772355362e-23,1.481024439873311e-23,3.8788748716284486e-12,1.3975990236166923e-19,9.28506703476416e-15,1.3240314365590155e-19,4.2584326831607556e-16,2.729971697830696e-16,1.9712171737539627e-18,1.0125524608301856e-20,9.955078127091507e-22,5.0410309346103815e-23,1.335321929171191e-18,1.9252043809006636e-23,7.234341649019386e-17,7.314287608594322e-29,3.76,0.0,0.7901501709017218,0.9997786158505759,6.403103097550201e-10,3.171506809427556e-13,8.91409946462069e-05,8.914101234567404e-05,3.032132077282556e-13,8.749310797833085e-17,0.00022134896594428293,3.217612192277871e-14,1.0074653460043513e-14,2.149386154960977e-08,3.7126449964299808e-09,2.128816236657067e-09,1.5612331181115467e-09,1.7207892662949662e-06,2.68373112552744e-14,6.681368356727836e-09,6.7546423884354865e-12,1.2119267810711498e-15,1.1534622048561927e-12,1.8902689426527325e-10,1.1870695043783655e-18,1.3082161038269936e-18,2.3560544505240465e-13,1.0374144111298756e-19,7.938297069403483e-11,1.5094623124592234e-11,8.467798381730206e-16
8.643225637093905e-08,0.6220164610452044,3.1179794193243604e-09,3.5273816474332625e-11,6.371269267490979e-09,4.0878743557285364e-10,0.0,0.0,2.9127585007958425e-08,5.760015633534913e-13,1.953324700688587e-12,9.15087930352214e-15,3.229141631032399e-19,1.2543011313275206e-29,1.705527900752979e-21,5.096203964737087e-14,8.258388214794008e-11,1.3583228929550832e-14,3.146682865394308e-23,1.653865753929682e-23,4.064826255359388e-12,1.4871280879205424e-19,9.300342141824137e-15,1.481638819221949e-19,4.503460506874347e-16,3.0679493979336336e-16,2.121372483964107e-18,1.1310919731159348e-20,1.1128862142343785e-21,5.627827461656714e-23,1.4356052179043598e-18,2.1192595695194606e-23,7.924085933494555e-17,8.618815470725433e-29,3.76,0.0,0.7901480381159856,0.9997786148433537,6.857877553051829e-10,3.3935126974897244e-13,9.125257701840151e-05,9.125259552295346e-05,3.1057684541903396e-13,8.980312456276549e-17,0.00022134896531578367,3.5013833850392243e-14,1.121838362077757e-14,2.1901192041296162e-08,3.836641667481281e-09,2.259420949692523e-09,1.6301949149026737e-09,1.7613898681805252e-06,2.8730376353331004e-14,7.001194630384763e-09,7.00287675032017e-12,1.2700629472065164e-15,1.2025914437586483e-12,1.9685174953155923e-10,1.339580010637451e-18,1.4386364047018657e-18,2.470091062702211e-13,1.1975149159687905e-19,8.293214952295542e-11,1.5407660371815787e-11,9.070824382556275e-16
8.843241076134963e-08,0.6220167000004405,3.2712026198282547e-09,3.77129462624064e-11,6.655377249452758e-09,4.3930656448000636e-10,0.0,0.0,2.98125360961901e-08,6.030890329136516e-13,2.091793189062553e-12,9.569549382652707e-15,3.5255323577071685e-19,1.3795257265527373e-29,1.8169315010809542e-21,5.184507062993676e-14,8.617793464765522e-11,1.4426882383190047e-14,3.603503827114638e-23,1.8419518586900112e-23,4.255130983508091e-12,1.5799277791980547e-19,9.315620494556449e-15,1.6536159227809706e-19,4.755505612982983e-16,3.4380742043148915e-16,2.2792260382966457e-18,1.2600335660374377e-20,1.2408333220253507e-21,6.266411674758353e-23,1.5403441998079934e-18,2.3275249040365585e-23,8.661044182797277e-17,1.011807371084663e-28,3.76,0.0,0.79014590533243,0.9997786138281026,7.333180675238677e-10,3.625298189096974e-13,9.336415368469938e-05,9.336417301238851e-05,3.179414262822568e-13,9.211273161591491e-17,0.00022134896452857692,3.802581667596357e-14,1.2461545944895282e-14,2.230602736131966e-08,3.960927386783343e-09,2.3943370233551883e-09,1.7004473447965158e-09,1.8019828982399245e-06,3.072397928127698e-14,7.328475088283573e-09,7.253332264596519e-12,1.329564414073136e-15,1.2525824300725372e-12,2.0478722214974284e-10,1.5075138009535598e-18,1.5791935931621334e-18,2.587749633336023e-13,1.377915679336511e-19,8.655001521114261e-11,1.571827268728098e-11,9.701425762907267e-16
