Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H4F2(1),O2(2),H2O(3),CH4(4),CH2CHF(56),HF(38),C2H3F(137),C2H3F(136),O2(141),CH2CF(70),CH2CFO(79),C2H3F2(66),C2H3F2(64),CH2CF2(57),C2H2F2(59),CH2F(46),C2H2F(71),CHFO(47),C2H4F(62),S(289),C2H4F(63),C2H3F2(65),CF2CH(73),C2HF2(72),CH2F2(41),S(787),CF2(43),S(495),C2HF(58),CF2O(49),C2H2O(134),S(435),S(2464),S(1651),S(1682),CF3CHO(75),CF2CO(76),S(783),S(2674),CHO2(159),S(3132),S(537),S(1330),C2HF(1925),S(125),S(977),S(975),S(990),CHF2(82),S(499),C2H2O(450),CH3F(39),S(3133),C2H2F3(67),S(5616),CHFCF2(55),F(37),C2F(1924),C2H2F3(68),S(698)
2.916558108524478e-09,0.7054838601104234,8.991611229684708e-11,6.854015714380348e-14,7.193257695993366e-11,1.0054214362083231e-12,0.0,0.0,7.989865758460392e-09,1.452330840162524e-14,2.1611528231643723e-15,8.042985697991603e-16,1.1436669007873564e-18,9.372873186801449e-31,6.501581691411799e-22,1.295924996921742e-14,4.081792443813262e-12,5.031122278161543e-17,3.8636193667041166e-26,4.0958962511027653e-25,5.073084422274054e-13,4.700148281298989e-21,9.444396303596782e-14,6.84345596358906e-22,3.131377490221346e-18,2.998915586556649e-20,2.827857730465151e-16,8.69485014967763e-16,5.022520154389064e-26,3.9298924672451274e-25,2.0648331013054154e-21,3.891911921901779e-24,5.784591959667537e-19,1.8451299691338844e-22,3.76,0.0,0.9284850560050597,0.99950232414543,3.496568195659018e-13,1.193880693106635e-15,2.924450657325e-05,2.9244511362088642e-05,4.2512456228740496e-13,1.2853021328012831e-16,0.000497667791854769,1.9953254538191556e-16,1.1468412800304918e-17,7.776680964412463e-09,1.4262142493598737e-10,8.59441113173078e-12,7.854498985267792e-11,8.700006692127998e-07,1.1484276988257983e-15,7.220706076138286e-11,3.793742883500539e-11,1.3277084065800642e-16,4.2858879797688253e-13,6.917330402685668e-12,6.170052414993156e-21,5.470371567666022e-21,1.160249457169546e-13,3.501571575286118e-23,4.082997515361885e-12,5.5038774478301e-13,2.1774132069756096e-17,2.4777398063307977e-22,8.690926967784237e-21,6.066786952546813e-18,4.845184937990631e-22,5.2632211656569256e-27,2.4429123855086802e-31,3.2065979799867618e-24,1.5087288581704774e-25,4.926239584351075e-22,7.855601619679485e-32,4.1713827368844684e-16,1.068688043221853e-21,1.7687507525335335e-15,5.0312940348195724e-21,1.5428389012160455e-25,1.5720354270665583e-13,2.5993601071236834e-15,2.5765631924172203e-22,7.906979993233946e-16,1.1803661232991084e-17,8.93166915011533e-22,3.830420810677896e-25,1.9867843335145583e-11,5.82471961717441e-26,7.066899450512375e-17,2.7102145221705405e-21,1.2495921738237402e-19,3.5015591613327916e-11,8.196285957161005e-30,7.457313395770698e-20,4.770992802245828e-18
2.9906865280296266e-09,0.7054839536625716,9.468682604257315e-11,7.391706220216715e-14,7.56280360975364e-11,1.069245989467462e-12,0.0,0.0,8.192949502606103e-09,1.52709071051795e-14,2.3299920273810558e-15,8.722351952623028e-16,1.2333991592193895e-18,1.0085857475103897e-30,6.828595512340753e-22,1.3561234160683926e-14,4.290319873451692e-12,5.4235055210298205e-17,4.2104345620072554e-26,4.509125895469894e-25,5.334239991111246e-13,5.0658847993248875e-21,9.650852045291107e-14,7.5584488271581175e-22,3.3717103557230607e-18,3.327835249578156e-20,2.9737768624177207e-16,9.130431597816139e-16,5.690525364664155e-26,4.23564494068513e-25,2.2808496352628034e-21,4.390840267012994e-24,6.241171847861904e-19,2.04109707839264e-22,3.76,0.0,0.9284843014643638,0.9995022859110876,3.7697248106469213e-13,1.2868845340674738e-15,2.9987784657005192e-05,2.998778967290099e-05,4.41842339539628e-13,1.3459728111813118e-16,0.0004977058193654321,2.1090905409787887e-16,1.2148532169438966e-17,7.968928505750735e-09,1.4965797148821032e-10,9.252384587682095e-12,8.254947754107486e-11,8.92110195545828e-07,1.210267082459027e-15,7.5923919612546e-11,3.881738025400202e-11,1.3969342411702072e-16,4.4923529156683915e-13,7.268185237449578e-12,6.439227495700406e-21,5.8782434269136375e-21,1.1917425331472362e-13,3.760225295810644e-23,4.291618765660473e-12,5.749426164782192e-13,2.3471838812688682e-17,2.729702775962652e-22,9.209213300045251e-21,6.5464403141340096e-18,5.344303843122562e-22,5.792098908834215e-27,2.669788208534833e-31,3.6245762844233634e-24,1.729425572187022e-25,5.441421635698844e-22,8.494315784849102e-32,4.4001631242776733e-16,1.16528340623685e-21,1.9014388508019242e-15,5.364539531816122e-21,1.7053128687350702e-25,1.5895464352088566e-13,2.7319735778948015e-15,2.7501393652743787e-22,8.512284650561591e-16,1.2406935488068377e-17,9.53353035115656e-22,4.260237809155151e-25,2.0890561777077823e-11,6.236804341945887e-26,7.615755445360407e-17,2.983675355093169e-21,1.3810984097730553e-19,3.5758060431803336e-11,9.244540441839615e-30,8.236188951698113e-20,5.268537110001085e-18
3.0648149475347753e-09,0.705484047214661,9.958750806580555e-11,7.957194780127378e-14,7.941568557285426e-11,1.1360190569574901e-12,0.0,0.0,8.396034582702122e-09,1.6037267078553785e-14,2.507395634268622e-15,9.438101808099866e-16,1.327714446565684e-18,1.083323889991875e-30,7.163310804906461e-22,1.4173797335949825e-14,4.503961833645984e-12,5.835758738923841e-17,4.578143578570052e-26,4.952137240707413e-25,5.601949845961882e-13,5.450023867830141e-21,9.855809111666673e-14,8.327652448369663e-22,3.623804262119074e-18,3.684362568398316e-20,3.1233633238379545e-16,9.576076544452651e-16,6.427597795042695e-26,4.556875271327283e-25,2.513280949622641e-21,4.9390199383816676e-24,6.721350458486899e-19,2.2523253094477246e-22,3.76,0.0,0.928483546924242,0.9995022544822901,4.056735182005874e-13,1.3845785550356419e-15,3.073106214013765e-05,3.073106738751045e-05,4.586955382036715e-13,1.4077866510831554e-16,0.0004977370412356803,2.226657196643205e-16,1.285276556284949e-17,8.160915966048182e-09,1.5684897942680017e-10,9.942397827617869e-12,8.665160821386759e-11,9.142195849538645e-07,1.2738533273756984e-15,7.973404598043851e-11,3.969350037724264e-11,1.4678993366356052e-16,4.702996973847896e-13,7.627455700304692e-12,6.712849297611765e-21,6.306090970299239e-21,1.2233396492866797e-13,4.0309127621818505e-23,4.5053592720638954e-12,5.998674242305135e-13,2.5255312803926696e-17,3.0003254172255246e-22,9.742724171719646e-21,7.051241067024283e-18,5.880635848385781e-22,6.3588590466844005e-27,2.9109325652217474e-31,4.084482479296172e-24,1.9753438849116711e-25,5.995543220821837e-22,9.166179260073131e-32,4.634153646902735e-16,1.2677567074752168e-21,2.040322496384857e-15,5.709524019189539e-21,1.8802691970370603e-25,1.6064274754987543e-13,2.86782630579966e-15,2.9302075680358172e-22,9.147056802033812e-16,1.3025041709779875e-17,1.0160398708797996e-21,4.726007345681215e-25,2.19389437650758e-11,6.66729132621783e-26,8.192124809109464e-17,3.2766982122471635e-21,1.5226969503337962e-19,3.6494145374649e-11,1.0396088787964726e-29,9.074086949451906e-20,5.803691199026669e-18
3.138943367039924e-09,0.7054841407666917,1.0461860087852578e-10,8.551210139304035e-14,8.32954988441845e-11,1.205820016865621e-12,0.0,0.0,8.599121013614286e-09,1.6822388321379838e-14,2.693574808436417e-15,1.0191039251030598e-15,1.4267272943867702e-18,1.1615756756274642e-30,7.505709664394398e-22,1.4796752011603824e-14,4.722712604995207e-12,6.268373425453454e-17,4.9674453197658536e-26,5.426245890988727e-25,5.876213984106051e-13,5.853008016987503e-21,1.0059278618066305e-13,9.153691047682271e-22,3.887918134336421e-18,4.07020091531913e-20,3.2766158692544045e-16,1.0031745882728015e-15,7.238931448059995e-26,4.893974610370787e-25,2.7629252533648647e-21,5.539912974352465e-24,7.225738650921109e-19,2.479592941504525e-22,3.76,0.0,0.9284827923846946,0.99950222864086,4.3579406083153876e-13,1.4870763274753567e-15,3.147433902263423e-05,3.14743445058563e-05,4.756777977148267e-13,1.470728214068069e-16,0.000497762675643057,2.348082961443533e-16,1.3581533928242753e-17,8.352643874405522e-09,1.6419344470313847e-10,1.0665145027538087e-11,9.08512476782318e-11,9.363288374375565e-07,1.3391951204754132e-15,8.363743909637958e-11,4.056581275809398e-11,1.5406034351266525e-16,4.917776988617118e-13,7.995123103460404e-12,6.990917269587847e-21,6.754415674564037e-21,1.2550411484180036e-13,4.31389747415174e-23,4.724213429136917e-12,6.251533604733896e-13,2.7126642165329434e-17,3.2904984894824824e-22,1.0291473252220278e-20,7.581881729664687e-18,6.455944020217779e-22,6.965179678751863e-27,3.1668301690244224e-31,4.589312800644956e-24,2.248583340076021e-25,6.590473676731588e-22,9.872013093901846e-32,4.873268444173518e-16,1.3762892697508915e-21,2.185517414002727e-15,6.066249247623466e-21,2.0683284136017574e-25,1.6227012672329105e-13,3.006914024740195e-15,3.116807799932274e-22,9.811934158319888e-16,1.3657966590695429e-17,1.0812686720647996e-21,5.22975008241866e-25,2.3012989098873842e-11,7.116539579243988e-26,8.796661813637682e-17,3.59012287414219e-21,1.6748884429358446e-19,3.7223907066145655e-11,1.1658207501568784e-29,9.973861298026495e-20,6.378264652222646e-18
3.213071786545073e-09,0.7054842343186639,1.0978054266955867e-10,9.174482601433837e-14,8.726744941283856e-11,1.2787285156548241e-12,0.0,0.0,8.802208809909047e-09,1.7626270834644757e-14,2.8887406687485538e-15,1.0981954918173697e-15,1.5305522242130285e-18,1.2434147025567028e-30,7.855774654028026e-22,1.5429912902502876e-14,4.9465664748725835e-12,6.721841415380811e-17,5.379048390451538e-26,5.93278898396958e-25,6.157032402823599e-13,6.275279132982058e-21,1.0261271595725893e-13,1.0039246271143589e-21,4.164309422644606e-18,4.487126988874497e-20,3.4335331943139023e-16,1.0497400736249612e-15,8.129970985858764e-26,5.247335602927776e-25,3.030598484016179e-21,6.197128750495407e-24,7.75494829506146e-19,2.723698115422757e-22,3.76,0.0,0.9284820378457214,0.9995022073868991,4.673682289835349e-13,1.5944912955300678e-15,3.221761530448163e-05,3.221762102787841e-05,4.927830562245615e-13,1.5347822630022254e-16,0.0004977837224860585,2.473426175668422e-16,1.4335265109642777e-17,8.544112759145675e-09,1.716903686631629e-10,1.1421315890635819e-11,9.514826209003477e-11,9.584379529975526e-07,1.4063011004859077e-15,8.763409818903838e-11,4.143434080594684e-11,1.615046317792246e-16,5.136650182941077e-13,8.371168786705127e-12,7.27343719534166e-21,7.223721013425993e-21,1.2868473734263633e-13,4.609445201336228e-23,4.9481756380654744e-12,6.507918015146056e-13,2.908791321995543e-17,3.6011328368426676e-22,1.0855473719657682e-20,8.139058229024488e-18,7.072028582540437e-22,7.61277142481407e-27,3.4379693542631143e-31,5.1421934594298004e-24,2.5513539462528737e-25,7.22812240731036e-22,1.0612643990408196e-31,5.1174222391465815e-16,1.4910615413190136e-21,2.3371377588448287e-15,6.434710272912908e-21,2.270125812501553e-25,1.638389711157312e-13,3.1492324749208027e-15,3.3099777714729977e-22,1.0507550280635652e-15,1.430569694329411e-17,1.1490802283258932e-21,5.773546139428022e-25,2.4112697578206157e-11,7.584905818422986e-26,9.430019443598087e-17,3.9248007394030026e-21,1.83818537398236e-19,3.794740554752571e-11,1.3038488658749373e-29,1.093842810692733e-19,6.99410587226377e-18
3.2872002060502216e-09,0.7054843278705777,1.1507376733010958e-10,9.827744001048024e-14,9.133151082329497e-11,1.3548244654350341e-12,0.0,0.0,9.005297985894275e-09,1.844891462066518e-14,3.0931042888379607e-15,1.1811626193940795e-15,1.6393037451761837e-18,1.3289142518916647e-30,8.213488802639117e-22,1.607309689939168e-14,5.175517737443265e-12,7.196654909301018e-17,5.813671405449215e-26,6.473124833296127e-25,6.444405099394125e-13,6.717278458992335e-21,1.0461798992419593e-13,1.098705688616399e-21,4.4532341095155695e-18,4.936992665202237e-20,3.5941139385852286e-16,1.0973002457772347e-15,9.106417314357414e-26,5.617352464018501e-25,3.3171342264309226e-21,6.91442611278775e-24,8.309592261518544e-19,2.9854588647175477e-22,3.76,0.0,0.9284812833073224,0.999502189899535,5.004301328666439e-13,1.7069367761736401e-15,3.2960890985666305e-05,3.2960896953517254e-05,5.100055365700079e-13,1.5999337597733062e-16,0.0004978010026369084,2.6027459788706136e-16,1.511439390523261e-17,8.735323147853092e-09,1.7933875802041486e-10,1.2211595671211891e-11,9.954251795055951e-11,9.805469316345048e-07,1.475179859065271e-15,9.172402248483264e-11,4.229910778710331e-11,1.6912277990067498e-16,5.359574165252102e-13,8.755574117429783e-12,7.560421087107821e-21,7.71451248434263e-21,1.3187586672475101e-13,4.917824200903484e-23,5.17724030667445e-12,6.767743037475643e-13,3.1141210492964625e-17,3.933159347925252e-22,1.1434738171408722e-20,8.723469879061734e-18,7.730726685662871e-22,8.303377635940283e-27,3.7248422128507554e-31,5.7463825752860964e-24,2.885978490597735e-25,7.910438620759505e-22,1.1388904980166135e-31,5.366530390867338e-16,1.6122529973683317e-21,2.495296133069375e-15,6.814895775809186e-21,2.4863114343798306e-25,1.6535139189599585e-13,3.294777402902135e-15,3.509753025142522e-22,1.1234534603071727e-15,1.496821969937429e-17,1.219514874236529e-21,6.359535241408834e-25,2.523806900280691e-11,8.072744491973389e-26,1.0092849399611475e-16,4.2815945195513e-21,2.0131120494892791e-19,3.866470028259472e-11,1.4544845233820235e-29,1.1970765342276146e-19,7.653101839267284e-18
3.3613286255553703e-09,0.7054844214224326,1.2049870447918844e-10,1.0511727676066419e-13,9.548765666329633e-11,1.4341880413499062e-12,0.0,0.0,9.208388555652834e-09,1.9290319683064906e-14,3.306876697615958e-15,1.2680817315026408e-15,1.7530963517292716e-18,1.4181473019631046e-30,8.578835602317453e-22,1.6726123046730166e-14,5.409560693682837e-12,7.693306498068533e-17,6.272043302276764e-26,7.0486325788684805e-25,6.738332071096962e-13,7.17944659616968e-21,1.0660871673100509e-13,1.1999918478747763e-21,4.754946716453865e-18,5.421726852248328e-20,3.7583566882318494e-16,1.1458512627887308e-15,1.0174233145781498e-25,6.004421054197694e-25,3.623383631937717e-21,7.695715464079785e-24,8.89028441223449e-19,3.26571314626181e-22,3.76,0.0,0.9284805287694973,0.9995021755047133,5.350138728911038e-13,1.824525959361947e-15,3.3704166066174614e-05,3.370417228271386e-05,5.27339732902248e-13,1.6661678630161546e-16,0.00049781519014986,2.736102309462321e-16,1.5919362130589377e-17,8.92627556740573e-09,1.8713762482925157e-10,1.303666519847173e-11,1.0403388210335094e-10,1.0026557733490656e-06,1.5458399418895107e-15,9.590721120827024e-11,4.316013682565877e-11,1.7691477214208464e-16,5.586506926286879e-13,9.148320490652541e-12,7.851887084054352e-21,8.227297635654903e-21,1.350775372863399e-13,5.2393054315391245e-23,5.411401849446177e-12,7.0309259994036e-13,3.3288616712490053e-17,4.287528916015574e-22,1.2029278560892179e-20,9.335819360008346e-18,8.433912176623195e-22,9.038774637465588e-27,4.027944744620913e-31,6.405272064546816e-24,3.2548948044411556e-25,8.63941106761455e-22,1.2201636080786856e-31,5.620508938059519e-16,1.740042046816384e-21,2.6601036021362528e-15,7.206788369337304e-21,2.717550046445235e-25,1.6680942417011544e-13,3.4435445616523267e-15,3.7161670498131085e-22,1.1993512454807833e-15,1.5645521909469204e-17,1.2926124942601808e-21,6.989916860947838e-25,2.6389103172410142e-11,8.580407801355933e-26,1.0785802101434441e-16,4.6613779404251635e-21,2.20020457576166e-19,3.937585016329874e-11,1.6185516373606166e-29,1.3073912484407736e-19,8.35717786974839e-18
3.435457045060519e-09,0.7054845149742294,1.2605577948891842e-10,1.1227168440536028e-13,9.973586056389829e-11,1.5168996789790572e-12,0.0,0.0,9.41148053307004e-09,2.015048602675539e-14,3.530268879777307e-15,1.3590279481055441e-15,1.872044521451291e-18,1.5111865424774113e-30,8.951799006040847e-22,1.7388812520728044e-14,5.648689651396427e-12,8.212289186971256e-17,6.754903658767507e-26,7.6607118447554565e-25,7.038813315211182e-13,7.662223504615898e-21,1.0858500420536777e-13,1.3080683152176878e-21,5.069700310797204e-18,5.943337347053038e-20,3.9262599785595417e-16,1.1953893053717998e-15,1.1339648539604533e-25,6.408938954812976e-25,3.950215337850588e-21,8.54506080476921e-24,9.497639591504781e-19,3.565318870702099e-22,3.76,0.0,0.9284797742322463,0.9995021636489161,5.71153539683434e-13,1.9473719081848744e-15,3.444744054599272e-05,3.444744701540981e-05,5.447803979439933e-13,1.733469925848392e-16,0.0004978268385432938,2.873555904299736e-16,1.6750618686597003e-17,9.116970544000862e-09,1.950859864582189e-10,1.3897200900204879e-11,1.0862222173117709e-10,1.0247644781418903e-06,1.6182898497257136e-15,1.0018366358224124e-10,4.4017450904378343e-11,1.8488059517277528e-16,5.817406835948241e-13,9.54938932904449e-12,8.147859355282677e-21,8.762586094096338e-21,1.3828978332978357e-13,5.574162763852293e-23,5.650654687539572e-12,7.297385956010448e-13,3.5532212810480883e-17,4.665212399610038e-22,1.263910615599673e-20,9.976812698418016e-18,9.183495371018285e-22,9.82077200322552e-27,4.347777020294335e-31,7.122389483153565e-24,3.660657981044678e-25,9.417067779399669e-22,1.3051684947433298e-31,5.879274635279734e-16,1.8746059442046318e-21,2.831669710974052e-15,7.6103648940308e-21,2.964521122481718e-25,1.6821502972176698e-13,3.5955297105959e-15,3.92925138917936e-22,1.2785105082214049e-15,1.6337590742267813e-17,1.368412527670677e-21,7.666950358457681e-25,2.7565799886749795e-11,9.108245723482274e-26,1.1509526691103352e-16,5.065035450103105e-21,2.4000108401065693e-19,4.008091351523805e-11,1.7969072620340758e-29,1.425097018695312e-19,9.108297376858201e-18
3.5095854645656678e-09,0.705484608525968,1.317454135097262e-10,1.197480255756172e-13,1.0407609619947632e-10,1.6030400717557246e-12,0.0,0.0,9.614573931856147e-09,2.102941365791867e-14,3.763491776300665e-15,1.4540750970168245e-15,1.9962627129326852e-18,1.608104388584923e-30,9.332363425286506e-22,1.806098860758514e-14,5.892898925238255e-12,8.754096419654304e-17,7.263003016274225e-26,8.310782404649253e-25,7.345848829015564e-13,8.166048504359198e-21,1.1054695935943082e-13,1.423225922714099e-21,5.3977465124875054e-18,6.503912696369025e-20,4.097822296444821e-16,1.2459105767624145e-15,1.2609166421963825e-25,6.831305542896613e-25,4.298515387342912e-21,9.466681728656322e-24,1.0132273617384879e-18,3.885153932600317e-22,3.76,0.0,0.9284790196955693,0.9995021538776763,6.088832141025627e-13,2.0755875590187512e-15,3.5190714425106646e-05,3.519072115154728e-05,5.623225308469699e-13,1.8018254936168554e-16,0.0004978364022836251,3.0151682982569763e-16,1.760861963140615e-17,9.307408603175905e-09,2.031828655635761e-10,1.4793874826347792e-11,1.133074043530995e-10,1.046873046013636e-06,1.692538039491068e-15,1.0455337882826757e-10,4.4871072865568056e-11,1.930202377049291e-16,6.052232640191583e-13,9.958762082955992e-12,8.448368007257822e-21,9.320889592651155e-21,1.4151263916121644e-13,5.922673187391823e-23,5.89499324880969e-12,7.567043654175837e-13,3.787407792351924e-17,5.06720058334596e-22,1.3264231516829994e-20,1.0647159247926458e-17,9.981422826367336e-22,1.0651212860373856e-26,4.684843356133466e-31,7.901399825125036e-24,4.10594254589711e-25,1.024547580853882e-21,1.3939907513730718e-31,6.142744982631248e-16,2.0161207064869074e-21,3.010102499983043e-15,8.025596701538374e-21,3.227918822874113e-25,1.6957009965378433e-13,3.7507286156604726e-15,4.1490357445475045e-22,1.3609929670839434e-15,1.704441348404013e-17,1.4469539734215665e-21,8.392955119017857e-25,2.876815894555974e-11,9.656606032715678e-26,1.2264671036055012e-16,5.493461933192748e-21,2.613090491582164e-19,4.077994810312787e-11,1.9904421085668988e-29,1.5505099937402538e-19,9.908461631897955e-18
3.5837138840708165e-09,0.7054847020776478,1.3756802349541315e-10,1.2755367712426986e-13,1.0850833728769812e-10,1.692690168399761e-12,0.0,0.0,9.817668765564977e-09,2.1927102583992083e-14,4.006756284944408e-15,1.5532957258566966e-15,2.1258653637378644e-18,1.7089729948603102e-30,9.72051372762461e-22,1.8742476681936013e-14,6.1421828367314955e-12,9.319222101796042e-17,7.797103208937925e-26,9.000283854740402e-25,7.659438609788588e-13,8.691360276328387e-21,1.1249468839607508e-13,1.5457610943305761e-21,5.7393355008127066e-18,7.105624060776109e-20,4.2730420826500027e-16,1.2974113025912951e-15,1.398956808364043e-25,7.271922065692244e-25,4.669187149682149e-21,1.046495537499096e-23,1.0794803273463021e-18,4.2261162403135903e-22,3.76,0.0,0.9284782651594664,0.9995021458179069,6.482369672559465e-13,2.2092857216792238e-15,3.593398770350231e-05,3.593399469106897e-05,5.799613656194727e-13,1.8712203016556862e-16,0.0004978442544582108,3.1610018237897766e-16,1.849382825579856e-17,9.49759026982527e-09,2.114272900629676e-10,1.5727354672430763e-11,1.1808929782164605e-10,1.068981476964959e-06,1.7685929252980057e-15,1.0901635616671609e-10,4.572102541194032e-11,2.013336901844425e-16,6.290943457935613e-13,1.0376420230443485e-11,8.753448995508718e-21,9.902721998745201e-21,1.447461390900995e-13,6.285117014440568e-23,6.14441196782759e-12,7.839821497708918e-13,4.031628939361281e-17,5.494504139312132e-22,1.390466448887331e-20,1.1347571670672658e-17,1.0829677117049282e-21,1.1531974224089096e-26,5.039652499366635e-31,8.74610727730087e-24,4.593544580010265e-25,1.1126740969599701e-21,1.4867168623510137e-31,6.410838250029482e-16,2.1647610345031863e-21,3.195508520876026e-15,8.452449927060838e-21,3.5084519746490443e-25,1.7087645693451336e-13,3.90913704932146e-15,4.375548072282474e-22,1.4468599367289039e-15,1.7765977538066936e-17,1.52827539496514e-21,9.170310686266419e-25,2.999618014857373e-11,1.0225834322618362e-25,1.30518817322249e-16,5.94756243133838e-21,2.840014921782606e-19,4.147301113620624e-11,2.200081057831315e-29,1.6839523719140204e-19,1.0759709527101727e-17
3.6578423035759652e-09,0.7054847956292699,1.4352402222810477e-10,1.3569602985903112e-13,1.1303255758946563e-10,1.785931170365872e-12,0.0,0.0,1.0020765047609272e-08,2.284355281365455e-14,4.260273260737795e-15,1.6567611143239477e-15,2.2609668884412453e-18,1.8138642691956895e-30,1.0116235234294922e-21,1.9433104185497422e-14,6.3965357142883314e-12,9.908160624538603e-17,8.357977699437926e-26,9.73067529390071e-25,7.979582654808436e-13,9.238596863325402e-21,1.1442829671513808e-13,1.675975816231272e-21,6.0947160211195624e-18,7.750727082424533e-20,4.451917734030347e-16,1.349887730755786e-15,1.5487918656678675e-25,7.731191714818053e-25,5.063151240823578e-21,1.15444183376557e-23,1.1485846300981785e-18,4.589123745623698e-22,3.76,0.0,0.9284775106239371,0.9995021391633213,6.892488605156719e-13,2.34857907957457e-15,3.667726038116547e-05,3.667726763391817e-05,5.976923600967618e-13,1.9416402730568011e-16,0.0004978507013537304,3.311119610489206e-16,1.9406715161461246e-17,9.687516068213972e-09,2.1981829310923748e-10,1.669830380290952e-11,1.2296777032008104e-10,1.0910897709965188e-06,1.8464628794857147e-15,1.1357259481698146e-10,4.6567331107474476e-11,2.098209445265346e-16,6.533498777997328e-13,1.0802345277296583e-11,9.063144040449254e-21,1.0508599342754476e-20,1.479903174287967e-13,6.66177808074564e-23,6.3989052859004205e-12,8.11564351319441e-13,4.286092276896517e-17,5.94815358873618e-22,1.456041420815336e-20,1.207876591934051e-17,1.1730276610849064e-21,1.2464967361532816e-26,5.412717823555391e-31,9.660456931034283e-24,5.1263837966774915e-25,1.2063007581905244e-21,1.5834342653823145e-31,6.683473496817875e-16,2.3207002389445357e-21,3.387992852358805e-15,8.890885751046538e-21,3.8068440515309914e-25,1.7213585885251296e-13,4.070750790644933e-15,4.608814676191246e-22,1.5361723300990153e-15,1.8502270424073426e-17,1.612414925021664e-21,1.0001456893423798e-24,3.124986329552539e-11,1.081627402749024e-25,1.387180410712369e-16,6.4282518698104444e-21,3.0813672456584867e-19,4.216015927359011e-11,2.4267836687860336e-29,1.8257523674943762e-19,1.1664117339680898e-17
3.731970723081114e-09,0.7054848891808335,1.4961381834307893e-10,1.4418248827745412e-13,1.1764873090883175e-10,1.8828445293070392e-12,0.0,0.0,1.0223862791273435e-08,2.3778764356814143e-14,4.524253516467479e-15,1.7645412867239216e-15,2.4016816767335895e-18,1.922849886607094e-30,1.0519513717767121e-21,2.0132700605917152e-14,6.6559518932301556e-12,1.0521406887675123e-16,8.946411921513799e-26,1.0503435011068178e-24,8.306280961352965e-13,9.808195670996088e-21,1.1634788891958998e-13,1.814177607220461e-21,6.464135391497638e-18,8.441563756476282e-20,4.634447605638268e-16,1.4033361312924665e-15,1.7111572569708644e-25,8.209519700067532e-25,5.4813454443614535e-21,1.2709768532368491e-23,1.2206021391292465e-18,4.975114473126559e-22,3.76,0.0,0.9284767560889818,0.9995021336624412,7.31952945534531e-13,2.4935801898594602e-15,3.7420532458081794e-05,3.7420539980038674e-05,6.155111854290695e-13,2.0130715164534472e-16,0.0004978559944483568,3.4655855846256316e-16,2.0347758341770284e-17,9.877186521988571e-09,2.2835491306438213e-10,1.770738127438209e-11,1.279426903597678e-10,1.113197928108974e-06,1.926156233638221e-15,1.1822209399764146e-10,4.7410012378271667e-11,2.184819938900547e-16,6.779858456050957e-13,1.1236518757065303e-11,9.377500547180745e-21,1.1139039846817014e-20,1.512452084921553e-13,7.052943943332384e-23,6.658467651091635e-12,8.394435316540086e-13,4.551005180472559e-17,6.429199264045071e-22,1.523148911556323e-20,1.2841461219787512e-17,1.2685275247143503e-21,1.3452138184475877e-26,5.80455753316392e-31,1.0648536451467083e-23,5.707505572161117e-25,1.3056458213482484e-21,1.6842314129656427e-31,6.960570587369672e-16,2.4841101706280784e-21,3.587659115651964e-15,9.34086065054456e-21,4.1238331540133354e-25,1.7334999938287125e-13,4.235565625328729e-15,4.848860295096079e-22,1.6289906605848524e-15,1.9253279777666468e-17,1.699410270299354e-21,1.0888893991470946e-24,3.252920818614831e-11,1.1428266443718493e-25,1.472508222289265e-16,6.93645479004813e-21,3.3377422823724553e-19,4.2841448629579565e-11,2.671544682703519e-29,1.9762441771942347e-19,1.26237984971243e-17
