Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H4F2(1),O2(2),H2O(3),CH4(4),CH2CHF(56),HF(38),C2H3F(137),C2H3F(136),O2(141),CH2CF(70),CH2CFO(79),C2H3F2(66),C2H3F2(64),CH2CF2(57),C2H2F2(59),CH2F(46),C2H2F(71),CHFO(47),C2H4F(62),S(289)
5.897942346745266e-11,0.8112055204891875,8.38561125166384e-12,2.1922962416565406e-14,4.421261151910118e-13,1.8639876487216168e-15,0.0,0.0,3.602361506691867e-09,4.236204054355245e-16,1.7985105320946125e-18,1.5765271797252695e-26,1.2826728058367004e-24,3.2840188055112516e-35,8.885428791699523e-26,3.071240434355963e-22,9.039151670248599e-27,8.448959289506447e-25,1.7049961557439633e-27,3.391542095125477e-25,3.2970799449348393e-13,1.085979212386844e-21,2.3964708533531723e-26,1.0022084563748655e-43,5.010133071558587e-34,4.512518605556981e-28,1.859948582626696e-20,2.89361443230754e-28,2.0950004970588083e-51,3.1318425792707466e-38,2.9310186855231995e-34,3.4195223260864744e-32,2.3352241917847936e-24,2.1975822259040764e-43,3.76,0.0,0.5298847382369268,0.9997125514828856,3.900850850817849e-17,6.998468415956929e-32,1.2049617203827129e-05,1.2049618452645926e-05,3.835258093925952e-13,4.633185752510731e-16,0.0002874449142993678,6.144253318493671e-17,5.333157066499967e-18,3.5897875226435844e-09,4.609128835587056e-12,4.591256909506365e-14,8.234189105063347e-12,6.530729325281542e-07,2.289299129888663e-16,4.418130848109932e-13,2.0506810565536596e-13,4.8035035978295843e-17
6.764673779242945e-11,0.8112057993883744,1.1019839483564321e-11,2.526478327056926e-14,5.816542506899121e-13,2.8071441745393748e-15,0.0,0.0,4.1316522325478334e-09,5.572665510221327e-16,2.71358101600896e-18,2.7278451638473255e-26,2.2195894158918868e-24,4.962387965546062e-35,1.1710209783012835e-25,4.634370708424112e-22,1.5758932398170387e-26,1.4621019304226577e-24,2.745138472321817e-27,5.117181573369632e-25,4.3373227871260415e-13,1.6384891984011983e-21,3.9552722353683446e-26,2.611798193700414e-43,9.98872439824068e-34,8.946479561504122e-28,2.8064617493389026e-20,5.722461549640118e-28,6.144389649060178e-51,7.077767358725968e-38,5.810777930152631e-34,6.772921231587706e-32,4.041027966959481e-24,5.711922656212073e-43,3.76,0.0,0.5298829189955275,0.9996737147265192,5.885972177284288e-17,1.3961434176717069e-31,1.3820343422975287e-05,1.3820345063820994e-05,5.02934573962362e-13,6.088700299467845e-16,0.00032628114123397497,8.083743560275162e-17,7.07739769328763e-18,4.1151016702789755e-09,6.051914228426376e-12,6.917616562015786e-14,1.0828217749968144e-11,7.490438291807765e-07,3.0114959425207767e-16,5.811908315088263e-13,2.6938209657850423e-13,6.37734694951976e-17
7.631405211740625e-11,0.8112060782866618,1.4014682978814981e-11,2.86545515176906e-14,7.402978681637837e-13,4.024730661880564e-15,0.0,0.0,4.6609202298798066e-09,7.092049966149974e-16,3.895889861754727e-18,4.4177933371693945e-26,3.5948503760020774e-24,7.135487417257943e-35,1.493031920096368e-25,6.654293570341626e-22,2.571304090196272e-26,2.3681182083816058e-24,4.185031620052527e-27,7.346825042343755e-25,5.519969178779869e-13,2.3523374223703594e-21,6.166645524617106e-26,6.0761419691462644e-43,1.8337073857417286e-33,1.6332763523215582e-27,4.0295013747300214e-20,1.0424306459541883e-27,1.5881240328647657e-50,1.4503198607805445e-37,1.0607774180181677e-33,1.2352680387274796e-31,6.5449500142249394e-24,1.3253311690714606e-42,3.76,0.0,0.5298810997603853,0.9996356971083421,8.451059492773786e-17,2.564565846702723e-31,1.5591063524102272e-05,1.5591065609842914e-05,6.380478340187399e-13,7.740913240649043e-16,0.00036429822998248546,1.0289164723924837e-16,9.084402723767722e-18,4.639849571749418e-09,7.687583066301111e-12,9.917807079633154e-14,1.3775769508917235e-11,8.450143772634668e-07,3.832526081008057e-16,7.396423361702442e-13,3.4234377560258577e-13,8.189292068962613e-17
8.498136644238304e-11,0.8112063571840491,1.7370597864486538e-11,3.2098124611202974e-14,9.180606615415743e-13,5.551930093336157e-15,0.0,0.0,5.190165929009287e-09,8.794349855119218e-16,5.379665511391065e-18,6.792845288103128e-26,5.5276234192046664e-24,9.868589408928735e-35,1.8547787700303448e-25,9.189630065818926e-22,3.9829828983502645e-26,3.641484698628393e-24,6.110117586144252e-27,1.014505680035192e-24,6.845018722757242e-13,3.2481813709773084e-21,9.190078189123878e-26,1.2932443426271018e-42,3.155455374355637e-33,2.795045184741621e-27,5.564525468993271e-20,1.7804851162739805e-27,3.71656942711309e-50,2.7526664510128756e-37,1.815247566622375e-33,2.1118711818015703e-31,1.0063987807836088e-23,2.8134087572693198e-42,3.76,0.0,0.5298792805314999,0.9995984813510257,1.167048379772009e-16,4.4157842815317115e-31,1.7361777507416843e-05,1.7361780090732827e-05,7.887153040773775e-13,9.589212795860746e-16,0.00040151345787375144,1.2760636082383533e-16,1.1359417987252734e-17,5.164032330093022e-09,9.515036406792641e-12,1.3676021609227795e-13,1.7076463458046774e-11,9.409845767786608e-07,4.752383576542684e-16,9.171661717198987e-13,4.2391587188837087e-13,1.0244265927971387e-16
9.999999999999999e-11,0.8112069149761244,2.4041921454645538e-11,3.820977521831413e-14,1.27136526522093e-12,9.035110977652733e-15,0.0,0.0,6.107185901272811e-09,1.2177140210036098e-15,8.765341154909325e-18,1.3023456378957619e-25,1.0597770584947815e-23,1.612442749129481e-34,2.576284478845846e-25,1.4975944238688601e-21,7.733448472056496e-26,6.98207869908624e-24,1.0869754636505467e-26,1.6530331805070707e-24,9.478214235024013e-13,5.292243294920968e-21,1.6882446592360878e-25,4.077642080022333e-42,7.182604881745643e-33,6.301704562358334e-27,9.067559325217577e-20,4.002460150409225e-27,1.36014071315456e-49,7.266247832809656e-37,4.092366483321271e-33,4.753360190898651e-31,1.929551984167685e-23,8.829423985229058e-42,3.76,0.0,0.5298761282051185,0.9995358431818427,1.901747625827755e-16,1.0061868333165803e-30,2.0430038091138624e-05,2.0430041660831058e-05,1.086179932606306e-12,1.3254399598277922e-15,0.0004641507096801582,1.767346774270322e-16,1.5950995782907127e-17,6.070995987047046e-09,1.3132493826041469e-11,2.2229334045863132e-13,2.3630878482385392e-11,1.1072799310142891e-06,6.5802787964837e-16,1.2699306849252125e-12,5.855405981972151e-13,1.4394474162034506e-16
1.0231599509233663e-10,0.8112069149761244,2.516744500080672e-11,3.9170135057684387e-14,1.33095880404448e-12,9.676119128940875e-15,0.0,0.0,6.248592108792568e-09,1.2747666396798611e-15,9.388518929005921e-18,1.4272415677893795e-25,1.1614070246657009e-23,1.7278405988250347e-34,2.6982845950634145e-25,1.6041141235537327e-21,8.491478972796404e-26,7.651724383353473e-24,1.1791090632161481e-26,1.7705664871608678e-24,9.922325679207068e-13,5.668470285739925e-21,1.8398371242255623e-25,4.7935212862239534e-42,8.064844076206412e-33,7.065370419305236e-27,9.712391063693145e-20,4.485608024580763e-27,1.6324688630918812e-49,8.329974181186557e-37,4.5882461283206205e-33,5.327998192529926e-31,2.114598776391359e-23,1.0372197256362405e-41,3.76,0.0,0.5298756420924975,0.9995263881257405,2.036990174002963e-16,1.1299562589173327e-30,2.0903187121435723e-05,2.0903190857201198e-05,1.1361189092899968e-12,1.3871632048476756e-15,0.0004736056243161837,1.8502234576991027e-16,1.6733659312097917e-17,6.210706777560323e-09,1.374092819433976e-11,2.3800897920629685e-13,2.4735757925275683e-11,1.132923930116092e-06,6.88855974667221e-16,1.3294253415237505e-12,6.127430399037289e-13,1.510220932761128e-16
1.1965062374229022e-10,0.8112074727646008,3.4413944921022886e-11,4.652775387158831e-14,1.820379220122951e-12,1.5462046615219413e-14,0.0,0.0,7.3069340366768725e-09,1.7432557484153151e-15,1.5013921628545566e-17,2.66914393478194e-25,2.1719003323296216e-23,2.7724399231691613e-34,3.7031317251902437e-25,2.565833006913109e-21,1.6109589689697596e-25,1.4310325297091754e-23,2.0601056207272502e-26,2.8315878662737513e-24,1.3569240479684062e-12,9.064551431566033e-21,3.3206023412123824e-25,1.449956500224132e-41,1.7824752130504263e-32,1.5446016567708505e-26,1.5533850739366339e-19,9.777457730957612e-27,5.6769722688856756e-49,2.120745266592066e-36,1.0029817831395425e-32,1.1625047082410676e-30,3.9545299001065795e-23,3.1211775862155946e-41,3.76,0.0,0.5298720036785165,0.9994573039827496,3.2579494284236377e-16,2.500353948511528e-30,2.4444572266670197e-05,2.4444577363395217e-05,1.5439716100823363e-12,1.893109350977899e-15,0.000542688708471958,2.530960554663945e-16,2.323894364070036e-17,7.255133632016361e-09,1.8720907091769005e-11,3.7956236845510057e-13,3.380306843288236e-11,1.32486188921172e-06,9.419988554824406e-16,1.8179577635223946e-12,8.355686515174228e-13,2.098746687320719e-16
1.369852523922438e-10,0.8112080305494792,4.51135942692679e-11,5.4217983965889703e-14,2.3863532028561295e-12,2.319273120013933e-14,0.0,0.0,8.365194841445413e-09,2.284896767304969e-15,2.2529618604331805e-17,4.585746353453326e-25,3.731183747882739e-23,4.174817559940583e-34,4.870888861281169e-25,3.85110001275779e-21,2.8070725091547966e-25,2.4586174289498188e-23,3.344718221336569e-26,4.249279549755125e-24,1.7785759947649367e-12,1.3601568803667073e-20,5.55207268796079e-25,3.7796739270918157e-41,3.5434496630274336e-32,3.037549527781815e-26,2.3312799913273924e-19,1.9176720432910502e-26,1.665174054178752e-48,4.758419835694725e-36,1.97226316280854e-32,2.2816600941923142e-30,6.793798961921782e-23,8.095277152483997e-41,3.76,0.0,0.5298683652895534,0.9993911033237407,4.889477630016767e-16,4.976320277824945e-30,2.798593294473364e-05,2.7985939609483966e-05,2.0111219745829163e-12,2.476275641281585e-15,0.0006088883086501616,3.3183905184059226e-16,3.0911726731310246e-17,8.2973213554432e-09,2.4446376865583728e-11,5.679846627780923e-13,4.427537377174992e-11,1.5167984540835625e-06,1.2346643410990777e-15,2.382753491878578e-12,1.0921003083868347e-12,2.7933975718549626e-16
1.543198810421974e-10,0.8112085883307598,5.726982287981053e-11,6.228789173524733e-14,3.0289127595214283e-12,3.315186182128141e-14,0.0,0.0,9.423377521528751e-09,2.8996843634883325e-15,3.2209321589490003e-17,7.386088949121475e-25,6.009129113692658e-23,5.990108904395945e-34,6.203100533534245e-25,5.506934358277365e-21,4.58455980936623e-25,3.959957614713584e-23,5.1322599757333375e-26,6.075379947578369e-24,2.2571880906812778e-12,1.9444614925395544e-20,8.753374591103327e-25,8.799887343712576e-41,6.497770714659023e-32,5.510822001577305e-26,3.333323785759348e-19,3.470469302626557e-26,4.296021408160931e-48,9.696276254899176e-36,3.577857547562403e-32,4.131368845343122e-30,1.0941789415749156e-22,1.875507346820549e-40,3.76,0.0,0.5298647269256045,0.9993276657929641,6.991151493492635e-16,9.135710418178409e-30,3.152726915721497e-05,3.1527277595636505e-05,2.5364404955822125e-12,3.1361803791235167e-15,0.00067232478059758,4.2126379233687305e-16,3.978623170028092e-17,9.337278258462099e-09,3.090882664654587e-11,8.097652522831712e-13,5.614966403538828e-11,1.7087336247490387e-06,1.5668506878740943e-15,3.0238031767592224e-12,1.3820481410426929e-12,3.5973452896690495e-16
1.7165450969215099e-10,0.8112091461084435,7.088599435601849e-11,7.078460678171988e-14,3.748090576399894e-12,4.562378472685001e-14,0.0,0.0,1.0481484950427185e-08,3.587613406870929e-15,4.43267110378564e-17,1.1307515931819335e-24,9.198534085534972e-23,8.274494776259589e-34,7.701287496582249e-25,7.580395194095005e-21,7.115433661421604e-25,6.062228416534216e-23,7.529879170117507e-26,8.361662405115365e-24,2.792760018112891e-12,2.6758730867700622e-20,1.317216655479807e-24,1.8749259261942624e-40,1.1181419539972624e-31,9.383244717828244e-26,4.587926831325482e-19,5.895231660687064e-26,1.0024960894298098e-47,1.831534296739243e-35,6.091512060718099e-32,7.02071331221069e-30,1.6749656676936836e-22,3.976755066506265e-40,3.76,0.0,0.5298610885866667,0.99926687605908,9.62257349972852e-16,1.5738485573075166e-29,3.5068580905679066e-05,3.50685913220219e-05,3.1188191737456922e-12,3.872344249450804e-15,0.0007331134556505895,5.21383628642418e-16,4.9894575826903535e-17,1.0375012506094127e-08,3.809983003476302e-11,1.111319381362459e-12,6.942294042000725e-11,1.9006674012250061e-06,1.938557052896679e-15,3.741098030582805e-12,1.7051247870174282e-12,4.513552105044748e-16
1.8898913834210457e-10,0.811209703882531,8.596540665125935e-11,7.975532155160742e-14,4.543919985161321e-12,6.089349056388296e-14,0.0,0.0,1.1539519881933395e-08,4.348678961660904e-15,5.915543800640393e-17,1.6615695181406487e-24,1.3515117798419726e-22,1.1085272619447847e-33,9.366947119294287e-25,1.0118582664394355e-20,1.0597863128379944e-24,8.907753240418538e-23,1.0651850094613373e-25,1.1159941495469234e-23,3.385291459479333e-12,3.5708906270021664e-20,1.9084815140965175e-24,3.718915935730825e-40,1.8278086546960467e-31,1.5178854710604521e-25,6.123510009083322e-19,9.514862059068288e-26,2.1574644839892968e-47,3.254047075538015e-35,9.853186936596405e-32,1.1334919103059255e-29,2.4610323643360876e-22,7.850533008916431e-40,3.76,0.0,0.5298574502727367,0.9992086236050447,1.2843372410580609e-15,2.575592968594577e-29,3.8609868191667276e-05,3.8609880788809146e-05,3.7571711070116e-12,4.684290319954374e-15,0.0007913648508509891,6.322128055452587e-16,6.126689131214593e-17,1.1410532123310641e-08,4.6011044213139124e-11,1.4789888872955512e-12,8.409221503117279e-11,2.092599783527789e-06,2.349783480123983e-15,4.53462979587839e-12,2.0610453690639465e-12,5.54478281592992e-16
2.0632376699205816e-10,0.8112102616530228,1.0251129264776563e-10,8.924729089144007e-14,5.41643493088158e-12,7.924660159431343e-14,0.0,0.0,1.2597484955141717e-08,5.182876278251209e-15,7.696912593738359e-17,2.3604639612184538e-24,1.9197517506687236e-22,1.4480928069918858e-33,1.1201553767430023e-24,1.3168638953626909e-20,1.5257389488634272e-24,1.265400745034989e-22,1.461891549461647e-25,1.4522079331103442e-23,4.034782097223887e-12,4.646007936202691e-20,2.679657255175087e-24,6.953670222131471e-40,2.8640129883607257e-31,2.3538732179468546e-25,7.968504766245644e-19,1.4722840839261884e-25,4.342873418950735e-47,5.496577861425265e-35,1.5278710357540354e-31,1.754342773463337e-29,3.495847782369183e-22,1.4610646036350342e-39,3.76,0.0,0.5298538119838117,0.999152802526577,1.671320376071225e-15,4.0401234167219494e-29,4.215113101669773e-05,4.215114599616728e-05,4.4504300879925155e-12,5.571544041946245e-15,0.0008471848704767067,7.537664599503131e-16,7.393143983369989e-17,1.244384500035867e-08,5.463420907432745e-11,1.919042929853662e-12,1.0015451069776884e-10,2.2845307716732127e-06,2.800530887313958e-15,5.4043907147982565e-12,2.4495274736080115e-12,6.693616110650779e-16
2.2365839564201175e-10,0.8112108194199191,1.2052682073284997e-10,9.930783152432553e-14,6.365669941729456e-12,1.0096935905441126e-13,0.0,0.0,1.3655382699236044e-08,6.090200785460158e-15,9.804137233405417e-17,3.2596730011042972e-24,2.6507285974842773e-22,1.85212067578939e-33,1.3206559178548005e-24,1.6777749316510387e-20,2.1348141041655137e-24,1.7473622747807745e-22,1.9557680853676614e-25,1.8499991882769993e-23,4.741231613813183e-12,5.917713698421352e-20,3.6641755237573215e-24,1.237342895429697e-39,4.33103930248473e-31,3.5232815763122114e-25,1.0151353173811149e-18,2.1989903535749123e-25,8.264447464723973e-47,8.899258186562189e-35,2.286741960747104e-31,2.6207861281852085e-29,4.827056967262118e-22,2.5879303736020654e-39,3.76,0.0,0.5298501737198881,0.9990993113395323,2.1291750324576758e-15,6.116144434232327e-29,4.569236938226587e-05,4.5692386944265294e-05,5.197550210043316e-12,6.533633250931381e-15,0.0009006749986695758,8.860606200434205e-16,8.791472076494841e-17,1.347495889785287e-08,6.396114636223717e-11,2.4376787110540683e-12,1.1760686079354183e-10,2.47646036567663e-06,3.2908010537618946e-15,6.350373500319322e-12,2.870291129457701e-12,7.962455295535323e-16
2.4099302429196534e-10,0.8112113771832206,1.4001509537401681e-10,1.0998432144917193e-13,7.391660100223696e-12,1.2634861063316064e-13,0.0,0.0,1.4713215538069863e-08,7.070648083108697e-15,1.2264575033399292e-16,4.394273872277165e-24,3.5728889102175453e-22,2.3267186357629366e-33,1.5383392829990338e-24,2.0993143090756214e-20,2.915404704789345e-24,2.355439171168255e-22,2.5600057248098377e-25,2.3145655308050702e-23,5.5046396917368454e-12,7.402491460693463e-20,4.8983923009593785e-24,2.1107553703619646e-39,6.354489493077469e-31,5.1171707152752555e-25,1.2700507982188328e-18,3.187063058828009e-25,1.4991941734013746e-46,1.3897977784827434e-34,3.3209792378087e-31,3.7989883581556137e-29,6.506481121433207e-22,4.394831166816478e-39,3.76,0.0,0.5298465354809635,0.9990480527956404,2.6638722558821713e-15,8.983079074059826e-29,4.9233583289844763e-05,4.9233603633272146e-05,5.997505481188157e-12,7.570088166835866e-15,0.0009519324836981069,1.0291122045759365e-15,1.0324157342441566e-16,1.4503881451648372e-08,7.398375882562751e-11,3.0410221870989555e-12,1.3644630906565124e-10,2.668388565552949e-06,3.8205966087800365e-15,7.372571309035671e-12,3.3230587867053374e-12,9.353538429834964e-16
2.5832765294191893e-10,0.8112119349429282,1.609791576937391e-10,1.2132419926905727e-13,8.494441015913586e-12,1.5567179805092477e-13,0.0,0.0,1.577098579455754e-08,8.124213934903283e-15,1.5105581019067895e-16,5.802185402167949e-24,4.716970364111069e-22,2.878134894871992e-33,1.773346230073851e-24,2.5862094694170135e-20,3.8990052125792235e-24,3.1099272412858826e-22,3.288274791443248e-25,2.851111229623402e-23,6.325006013507124e-12,9.11681963487385e-20,6.421605869999472e-24,3.4720777475566856e-39,9.083640072869725e-31,7.241847863626991e-25,1.564443267498627e-18,4.50099582242182e-25,2.6096011810201812e-46,2.1040645391766294e-34,4.699507715175365e-31,5.365897004785174e-29,8.59011747307138e-22,7.197302221064025e-39,3.76,0.0,0.529842897267035,0.9989989337058327,3.2813859022490095e-15,1.285454183310903e-28,5.277477274088555e-05,5.277479606335682e-05,6.849289445061907e-12,8.680441393895682e-15,0.0010010505146277832,1.1829390222535423e-15,1.1993527390935623e-16,1.5530620177514905e-08,8.4694029381911e-11,3.735128773912596e-12,1.5666990946952292e-10,2.860315371316657e-06,4.3899210208474874e-15,8.470977715394721e-12,3.807555295780625e-12,1.0868947922889725e-15
2.756622815918725e-10,0.811212492699042,1.8342198604326369e-10,1.3337496345561588e-13,9.67404879939025e-12,1.8922694474239413e-13,0.0,0.0,1.6828695694887238e-08,9.250894261607596e-15,1.835450806713632e-16,7.524170536838065e-24,6.116001517757731e-22,3.512765369977023e-33,2.025815362719922e-24,3.143192460730661e-20,5.120333155626017e-24,4.03263932154774e-22,4.154677494683777e-25,3.464847843083313e-23,7.2023302616585665e-12,1.107717149946689e-19,8.276074862168972e-24,5.533320172109309e-39,1.2693886765650393e-30,1.0020048670225845e-24,1.901160152129611e-18,6.214961359704506e-25,4.382041212522208e-46,3.100464545323149e-34,6.501892478817035e-31,7.410009037531872e-29,1.113813918457744e-21,1.1420254485206104e-38,3.76,0.0,0.5298392590781,0.9989518647707498,3.987692677711797e-15,1.7981950800599906e-28,5.63159377368178e-05,5.631596423468825e-05,7.751914808755667e-12,9.86422792023626e-15,0.0010481183908160141,1.347559771226937e-15,1.3801762687549405e-16,1.6555182475623012e-08,9.608402029132555e-11,4.525984045966797e-12,1.7827472600969768e-10,3.052240782981852e-06,4.9987785873888765e-15,9.645586687280507e-12,4.3235078866681394e-12,1.251061962946826e-15
2.929969102418261e-10,0.8112130504515632,2.0734649657461614e-10,1.461841715543558e-13,1.0930520037586815e-11,2.2730264365447012e-13,0.0,0.0,1.788634737255874e-08,1.0450685134497819e-14,2.2038707037440544e-16,9.603838967055658e-24,7.805301648401246e-22,4.237160983683193e-33,2.295883165267779e-24,3.7750000341539904e-20,6.617450704086903e-24,5.146905783478511e-22,5.1737044087554685e-25,4.160994856649569e-23,8.136612118747652e-12,1.3300015201440601e-19,1.050703638816453e-23,8.576225335569499e-39,1.7389275826925572e-30,1.3592118644878417e-24,2.28304996265364e-18,8.413447131118515e-25,7.129508130343843e-46,4.461547415405104e-34,8.819101796496556e-31,1.0032130126505855e-28,1.4214895322311526e-21,1.762498920643861e-38,3.76,0.0,0.5298356209141557,0.9989067604182901,4.788772176757675e-15,2.465827818092298e-28,5.985707827904996e-05,5.985710814743536e-05,8.70441307779042e-12,1.112098511716226e-14,0.0010932216843622822,1.5229940386828821e-15,1.575090524327673e-16,1.757757563484564e-08,1.0814587234221474e-10,5.4195044276646095e-12,2.0125783258661462e-10,3.2441648005622562e-06,5.64717442516186e-15,1.089639256289889e-11,4.870646148313541e-12,1.428035146015115e-15
3.103315388917797e-10,0.8112136082004915,2.3275554381061081e-10,1.5979943933440737e-13,1.2263891770323822e-11,2.701880451611471e-13,0.0,0.0,1.8943942872250526e-08,1.1723582769094504e-14,2.618552689683117e-16,1.2087649845462363e-23,9.822480617858091e-22,5.0580349865039894e-33,2.583684037053666e-24,4.486373739208576e-20,8.431886251224664e-24,6.4775750605785445e-22,6.360194577512978e-25,4.9447803217824147e-23,9.127851267352466e-12,1.5801813757991927e-19,1.316272424138739e-23,1.2968894128524323e-38,2.340512182713331e-30,1.8117194321683963e-24,2.7129622981753454e-18,1.119188290171959e-24,1.1279610557455312e-45,6.286654364860913e-34,1.1754269619405694e-30,1.3346124716632733e-28,1.7888910876797434e-21,2.654059157894285e-38,3.76,0.0,0.5298319827751996,0.99886353864803,5.69060691840617e-15,3.322193914945011e-28,6.339819436896968e-05,6.339822780176709e-05,9.70583419821801e-12,1.245025273815926e-14,0.0011364423956880569,1.7092623005278565e-15,1.7842866832762927e-16,1.8597806836879768e-08,1.2087180404738328e-10,6.421537877238366e-12,2.2561631284918295e-10,3.436087424071243e-06,6.335114461228797e-15,1.2223390028919113e-11,5.448702008220367e-12,1.6179811523694547e-15
3.276661675417333e-10,0.8112141659458278,2.5965192121304243e-10,1.7426843988631995e-13,1.3674201468033363e-11,3.1817284509051966e-13,0.0,0.0,2.000148415352407e-08,1.306958351915795e-14,3.0822314835649264e-16,1.5024914580887572e-23,1.2207438758079621e-21,5.982270303867462e-33,2.889350326128549e-24,5.2820600176025146e-20,1.0608756006573819e-23,8.051014189075237e-22,7.729299009793708e-25,5.821441496021806e-23,1.0176047390072385e-11,1.8599025058259836e-19,1.6294387161851764e-23,1.9185085323142753e-38,3.1010711987503825e-30,2.3774384273107562e-24,3.193747851131659e-18,1.465726029709629e-24,1.740589381793346e-45,8.694014079030845e-34,1.5423457730004937e-30,1.7479657092549132e-28,2.2232886814803986e-21,3.910010160113652e-38,3.76,0.0,0.5298283446612295,0.9988221208821906,6.699182380601679e-15,4.406081946866799e-28,6.693928600794419e-05,6.693932319785234e-05,1.0755246205589902e-11,1.3851572917606785e-14,0.0011778591025700528,1.9063859211539613e-15,2.0079436766502135e-16,1.9615883160196437e-08,1.3425411085089033e-10,7.537864563613692e-12,2.513472600528509e-10,3.6280086535218585e-06,7.062605424477085e-15,1.3626574099804355e-11,6.0574097122241764e-12,1.821054582650202e-15
3.4500079619168687e-10,0.8112147236875727,2.8803836174907915e-10,1.8963890267202497e-13,1.5161487010590728e-11,3.715472728604352e-13,0.0,0.0,2.105897309437416e-08,1.4488683870933057e-14,3.597641637727361e-16,1.8467799704813073e-23,1.5002366772643115e-21,7.016926908315391e-33,3.2130123623830087e-24,6.16681029557591e-20,1.3196885624918821e-23,9.895109360209257e-22,9.29644731416476e-25,6.796225484354463e-23,1.1281200169527705e-11,2.170810186500543e-19,1.9956307159711894e-23,2.782644224052032e-38,4.051209704122522e-30,3.076395021962113e-24,3.728258411905956e-18,1.8928744552021294e-24,2.6265161994761902e-45,1.1822952300147135e-33,1.99564177011187e-30,2.2574923739189257e-28,2.7323700158018857e-21,5.648187056120316e-38,3.76,0.0,0.529824706572243,0.9987824318228022,7.82048703291159e-15,5.76164420888766e-28,7.048035319732069e-05,7.048039433585998e-05,1.1851734880542615e-11,1.53244901692098e-14,0.0012175471029764434,2.114387153279214e-15,2.246228924432944e-16,2.0631811583828475e-08,1.4828516434478823e-10,8.774197536550554e-12,2.7844777692287007e-10,3.81992848892684e-06,7.829654837652257e-15,1.510594009825839e-11,6.696505804435881e-12,2.037398555633112e-15
3.6233542484164046e-10,0.8112152814257265,3.179175384556357e-10,2.059586125309891e-13,1.6725786667194855e-11,4.306020797233781e-13,0.0,0.0,2.211641149463188e-08,1.598088043763271e-14,4.167517548116584e-16,2.2471329811324828e-23,1.8251745655886152e-21,8.169249216256757e-33,3.554798490097054e-24,7.145381074822e-20,1.6248931878051238e-23,1.2039266485177752e-21,1.1077317256091607e-24,7.874389881842936e-23,1.2443309288359381e-11,2.5145491816272496e-19,2.4205817900827968e-23,3.964790897965503e-38,5.2254968371771666e-30,3.930848828314659e-24,4.3193468732941136e-18,2.413827853246549e-24,3.884151290060295e-45,1.5836213389872355e-33,2.54973527033132e-30,2.878937715248221e-28,3.324240409269302e-21,8.015652344937262e-38,3.76,0.0,0.5298210685082378,0.9987443993147921,9.060512367631212e-15,7.438827264702372e-28,7.402139593842667e-05,7.402144121595891e-05,1.2994403410886006e-11,1.68685513841601e-14,0.001255578551977899,2.3332891378571487e-15,2.499299031292008e-16,2.1645598991002993e-08,1.6295741149568716e-10,1.0136183390061219e-11,3.069149755225381e-10,4.011846930298633e-06,8.636271009875118e-15,1.6661483636727834e-11,7.365729107355834e-12,2.267145397278166e-15
3.7967005349159405e-10,0.8112158391602895,3.492920650014896e-10,2.2327540864606471e-13,1.8367139077249732e-11,4.95628527122137e-13,0.0,0.0,2.31738010792257e-08,1.7546169954151063e-14,4.79459346397386e-16,2.7093390570285745e-23,2.2002346630206595e-21,9.44667350781589e-33,3.914835099918983e-24,8.222534021992952e-20,1.9821504360812956e-23,1.4514411773002315e-21,1.3087807056968523e-24,9.061203417418314e-23,1.3662374429228661e-11,2.892763742702797e-19,2.9103323153093e-23,5.558660940245845e-38,6.662762114785078e-30,4.9654110291238615e-24,4.969867234825125e-18,3.0431179010060495e-24,5.639783815779335e-45,2.0922392323525697e-33,3.220567910504893e-30,3.629644113148852e-28,4.007422811219626e-21,1.1193996133495522e-37,3.76,0.0,0.5298174304692116,0.9987079542147855,1.0425252929370695e-14,9.49381637512863e-28,7.75624142325703e-05,7.756246383831799e-05,1.4182372060136454e-11,1.848330582903658e-14,0.0012920225929474467,2.563115904050912e-15,2.767300444588707e-16,2.2657252172624193e-08,1.7826337388111875e-10,1.1629402919043488e-11,3.367459771262483e-10,4.203763977649412e-06,9.48246302961877e-15,1.8293200599910498e-11,8.064820702161814e-12,2.510417292302438e-15
