Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H4F2(1),O2(2),H2O(3),CH4(4),CH2CHF(56),HF(38),C2H3F(137),C2H3F(136),O2(141),CH2CF(70),CH2CFO(79),C2H3F2(66),C2H3F2(64),CH2CF2(57),C2H2F2(59),CH2F(46),C2H2F(71),CHFO(47),C2H4F(62),S(289),C2H4F(63),C2H3F2(65),CF2CH(73),C2HF2(72),CH2F2(41),S(787),CF2(43),S(495),C2HF(58),CF2O(49),C2H2O(134),S(435),S(2464),S(1651),S(1682),CF3CHO(75),CF2CO(76),S(783),S(2674),CHO2(159),S(3132),S(537),S(1330),C2HF(1925),S(125)
0.00014524379442557833,0.4692347011313604,3.8805503873814104e-11,8.896969943849756e-13,8.590213983779699e-10,7.2886402916051e-09,0.0,0.0,4.0894904540839307e-07,9.069643498099585e-10,3.0911661171740763e-09,2.528315843059256e-14,4.835519036544855e-19,6.945425070871158e-35,5.9819106851329894e-27,2.905106412000348e-19,8.740889492208239e-11,5.8768631041546045e-12,5.407388680410923e-23,1.53723107446289e-25,1.6600615441594917e-12,4.4910207874793765e-22,2.923651932646569e-20,1.4753624148195247e-15,4.731628266744289e-16,6.611490051799919e-14,1.8869397307913396e-21,4.073883999432941e-18,1.6139256475429037e-17,5.3415438043080356e-21,5.725702167665302e-19,1.4482826076100266e-23,4.083529775642221e-16,6.492358200586523e-16,3.76,0.0,0.7924770878778036,0.9999850856393033,2.764083689002775e-07,1.6538783792232326e-10,9.288613007943806e-05,9.288924630200143e-05,3.4224336509671095e-16,5.79686668268836e-21,1.4227517035669122e-05,3.8969298392829444e-15,2.4410179223381656e-12,5.790795563072022e-09,3.022760444271752e-10,2.3900643075700895e-07,1.092346482168426e-07,6.425575275175386e-09,2.054114136848016e-15,2.730639092975609e-07,1.0348383316020734e-13,1.144967345280575e-15,7.229035355599504e-14,3.5346611983442806e-12,3.465773472204308e-17,6.34405881831721e-16,5.349226234882215e-13,2.18767299921071e-15,2.4078997485202447e-10,2.67221426565773e-10,1.3476767883788176e-14,5.509252974853262e-14,9.286057175497358e-23,1.5364546149522749e-12,1.0693672087588898e-13,1.626591090636447e-15,5.667937581168819e-22,7.132600596937225e-22,1.2249699900453358e-22,1.6964075911631988e-16,3.282507389489961e-23,2.092018914861013e-19,3.7495800126783795e-22,3.572864920115656e-12,7.092902434259918e-24,1.233930037470471e-23,2.7350761677370195e-17
0.00015364445952903397,0.4692351558680659,3.8955263174032584e-11,8.944204866767712e-13,8.590549421432888e-10,7.743886006742452e-09,0.0,0.0,4.33400819845048e-07,1.0188671222450453e-09,3.466266756364836e-09,2.866733912609455e-14,5.226720463700367e-19,1.1464012663750116e-34,6.0939032330023024e-27,3.072026627866064e-19,8.885472867126932e-11,6.3990550281180896e-12,6.101195722019036e-23,1.7210026297333778e-25,1.85764201154842e-12,5.025690957094814e-22,2.9549649816327886e-20,1.6272824880738746e-15,4.930988327661342e-16,7.426938629383808e-14,2.0929773991068626e-21,4.628761134785178e-18,1.7970212643317255e-17,5.529761964210242e-21,5.965461434298943e-19,1.569721781573013e-23,4.3258494545584383e-16,7.285805862853169e-16,3.76,0.0,0.7924716866039976,0.9999850446956655,2.928234088756315e-07,1.8007524462683763e-10,9.825817639949955e-05,9.826167061885617e-05,3.6203773761651956e-16,6.132246544273445e-21,1.4227516453134147e-05,4.125395446011746e-15,2.6290064035249577e-12,5.793308692528092e-09,3.024106615926203e-10,2.534502325444108e-07,1.158269508182019e-07,6.425550090722636e-09,2.179076228784258e-15,2.890336326935686e-07,1.1177108783906381e-13,1.2818863242613395e-15,8.013712889573193e-14,3.5364289074743805e-12,3.68005381889729e-17,6.747240763737357e-16,5.674442466674064e-13,2.3329036165033684e-15,2.553175744908178e-10,2.6733712719286257e-10,1.5137729575907905e-14,6.437580498405606e-14,1.0393139281187454e-22,1.7127587848909528e-12,1.1922716781668616e-13,1.7359127057440413e-15,6.048307194775751e-22,7.61170904452991e-22,1.306292644166955e-22,1.9062647766286709e-16,3.5024798613263644e-23,2.230358092365016e-19,3.9669962855783267e-22,3.57465412876035e-12,7.504065906725699e-24,1.395782072725131e-23,2.8999851115218374e-17
0.00016204512463248962,0.469235610603653,3.91050818270696e-11,8.991481715126108e-13,8.590897843969293e-10,8.200882361029621e-09,0.0,0.0,4.5785301302188607e-07,1.137323090879797e-09,3.8626786683139844e-09,3.226920483992446e-14,5.623508632659464e-19,-1.111514309023982e-33,6.198719551230939e-27,3.24036693385481e-19,9.018617471334446e-11,6.929834741499455e-12,6.842433389062667e-23,1.915237252543159e-25,2.066328442982346e-12,5.590423312281613e-22,2.984773435335352e-20,1.784606331095277e-15,5.127759167338228e-16,8.292538396746739e-14,2.3096980943942986e-21,5.226549236832699e-18,1.9859237371491523e-17,5.705306877234352e-21,6.202071373358741e-19,1.695517428092196e-23,4.568193934888154e-16,8.124976326020836e-16,3.76,0.0,0.7924662853575829,0.9999850037447031,3.0923903319925086e-07,1.9499376394133704e-10,0.00010363018591838062,0.00010363407959925289,3.818319745350643e-16,6.467624108469448e-21,1.4227515870494962e-05,4.354196056484964e-15,2.8180014277395425e-12,5.795823368085624e-09,3.025453602858601e-10,2.6790044949778766e-07,1.2242210830621861e-07,6.425525076644007e-09,2.304707865879093e-15,3.049821428666626e-07,1.2031291633832687e-13,1.4266029648152267e-15,8.838474209013297e-14,3.5382105882657775e-12,3.8947101836732654e-17,7.151418082247983e-16,5.999803592479862e-13,2.47838909539141e-15,2.6985073907886614e-10,2.6745289855429853e-10,1.689619308095809e-14,7.460393487520071e-14,1.1562739364142871e-22,1.8978923355863607e-12,1.3213411000977377e-13,1.8454259258521643e-15,6.429343481243078e-22,8.0921027154463145e-22,1.3877643682251948e-22,2.1283274203629859e-16,3.722837883594071e-23,2.369010460323193e-19,4.186256029143081e-22,3.576457816818595e-12,7.918715958241818e-24,1.5677473145332935e-23,3.0649654713878187e-17
0.00017044578973594526,0.46923606533812,3.925496560753855e-11,9.038802375102983e-13,8.591259300968496e-10,8.65963005839813e-09,0.0,0.0,4.823055941998639e-07,1.2623384824365962e-09,4.2803739891807665e-09,3.60893731530272e-14,6.025629581744848e-19,-1.5693708011085934e-34,6.297545090653005e-27,3.410159135498432e-19,9.142136257936658e-11,7.46860028522827e-12,7.632065962490031e-23,2.11994921250222e-25,2.2861207770141917e-12,6.185217771516323e-22,3.01333317098664e-20,1.9472385982205167e-15,5.322531409411225e-16,9.208742200095778e-14,2.537115542477291e-21,5.868512938272368e-18,2.1802739309626663e-17,5.869998186210552e-21,6.436250949216978e-19,1.825734810985052e-23,4.810564322905067e-16,9.00987365277546e-16,3.76,0.0,0.7924608841385513,0.9999849627864279,3.2565526671662164e-07,2.1012588537078598e-10,0.00010900215863611656,0.00010900647321513374,4.016260758524744e-16,6.802999375279093e-21,1.4227515287751686e-05,4.583332561473591e-15,3.0078605912053006e-12,5.798340505193738e-09,3.0268018843676513e-10,2.8235708656069067e-07,1.290201229262051e-07,6.425500215877524e-09,2.43100949725454e-15,3.2090946847903346e-07,1.2910932274596765e-13,1.5791281238781773e-15,9.703319759068715e-14,3.540006811394877e-12,4.109743704026105e-17,7.556593158218967e-16,6.325309772313438e-13,2.6241299904826404e-15,2.843894312367294e-10,2.675687829492312e-10,1.8752310539513547e-14,8.581970100920658e-14,1.2794887832884892e-22,2.0917541004868622e-12,1.4565048008007565e-13,1.9551311345768882e-15,6.811047789241807e-22,8.573785511391174e-22,1.4693855582115267e-22,2.3625891474605164e-16,3.943582243950358e-23,2.5079784741561634e-19,4.407402278267831e-22,3.578276564602021e-12,8.336933882700166e-24,1.7498415638317447e-23,3.2300173034747005e-17
0.0001788464548394009,0.46923652007146593,3.940491923589951e-11,9.086168423754473e-13,8.591633828958117e-10,9.120129866055408e-09,0.0,0.0,5.067585356977775e-07,1.3939195046120054e-09,4.719324862989402e-09,4.0128467274866705e-14,6.432872362619395e-19,7.086717555546511e-34,6.391378165970736e-27,3.581431201059462e-19,9.257555150600536e-11,8.014845881738e-12,8.471068444837978e-23,2.3351531468708406e-25,2.5170189521955057e-12,6.810074253112017e-22,3.0408596883338324e-20,2.1151037988713906e-15,5.515823800726038e-16,1.0176003631477299e-13,2.7752435667137994e-21,6.555920353327966e-18,2.379765850141489e-17,6.025440846484531e-21,6.668631063294246e-19,1.9604422059601333e-23,5.052961711015456e-16,9.940502117849652e-16,3.76,0.0,0.7924554829468913,0.9999849218208489,3.420721343752107e-07,2.2545687521460152e-10,0.00011437409455274168,0.00011437885143847892,4.214200415688776e-16,7.138372344705109e-21,1.4227514704904534e-05,4.812806157370369e-15,3.1984699201424705e-12,5.800860858319192e-09,3.028151854998088e-10,2.968201508188807e-07,1.3562099789741606e-07,6.4254754895529684e-09,2.5579817192992398e-15,3.368156381268145e-07,1.3816031317836827e-13,1.7394726769961602e-15,1.0608250161526672e-13,3.5418180475709656e-12,4.325155748492309e-17,7.962768458154772e-16,6.650961209278157e-13,2.770127192638832e-15,2.9893361570872886e-10,2.676848152204475e-10,2.070623421815373e-14,9.80659090625087e-14,1.408961512907845e-22,2.294244865841988e-12,1.5976934704272257e-13,2.0650290054310377e-15,7.193422460671132e-22,9.056763780731382e-22,1.5511568029940014e-22,2.609043595592121e-16,4.1647142959238176e-23,2.6472646744106705e-19,4.630472004425483e-22,3.580110849538536e-12,8.758789567243159e-24,1.9420806243995457e-23,3.395140688290641e-17
0.00018724711994285654,0.46923697480368937,3.9554946878933065e-11,9.133581242921184e-13,8.592021473829756e-10,9.582382602933415e-09,0.0,0.0,5.31211812350752e-07,1.5320723468069554e-09,5.1795034471899786e-09,4.4387116156263484e-14,6.845062152358881e-19,-8.342785457137321e-34,6.481059286260112e-27,3.7542069171422785e-19,9.366158310523325e-11,8.56814683795136e-12,9.360426023049944e-23,2.560863928148826e-25,2.7590229070764604e-12,7.464992675155567e-22,3.067534358711398e-20,2.2881436384634972e-15,5.708091318347901e-16,1.119477705696542e-13,3.0240959660663907e-21,7.290042667481586e-18,2.584139991586038e-17,6.173039177672338e-21,6.899764402761742e-19,2.099711568017317e-23,5.295387257655616e-16,1.0916866206061229e-15,3.76,0.0,0.7924500817825894,0.9999848808479724,3.5848966119761534e-07,2.409743386287407e-10,0.00011974599366828947,0.00011975121424130659,4.412138716843967e-16,7.473743016750155e-21,1.4227514121953572e-05,5.042617939849447e-15,3.3897382716678708e-12,5.8033850899096955e-09,3.0295038619129444e-10,3.1128965111982015e-07,1.4222473724108065e-07,6.425450890286722e-09,2.6856250839059516e-15,3.527006803325236e-07,1.4746589297478392e-13,1.907647518818723e-15,1.155326594707794e-13,3.54364471301343e-12,4.540947682830969e-17,8.369946568201537e-16,6.976758141800811e-13,2.9163816717435277e-15,3.134832589840174e-10,2.6780102598690336e-10,2.275811652187944e-14,1.1138538913694096e-13,1.54469517298247e-22,2.5052673352091156e-12,1.744839138464808e-13,2.175120272513693e-15,7.576470047811131e-22,9.541044406446371e-22,1.6330787344281294e-22,2.8676844167037284e-16,4.386235514467883e-23,2.78687140986039e-19,4.855497218720527e-22,3.5819610956989133e-12,9.184343490903554e-24,2.144480312341368e-23,3.5603357264082735e-17
0.00019564778504631218,0.46923742953478925,3.9705052123703017e-11,9.181042010943681e-13,8.592422280794817e-10,1.0046389131984847e-08,0.0,0.0,5.556654011386466e-07,1.676803180741368e-09,5.660881917192455e-09,4.8865954486245715e-14,7.262054475547355e-19,-2.921307458098578e-34,6.567296080989674e-27,3.9285060580530595e-19,9.469026633864504e-11,9.128146697270409e-12,1.0301133294827294e-22,2.7970959686540415e-25,3.012132580205853e-12,8.149972956447179e-22,3.093509802909278e-20,2.4663146867479714e-15,5.89973044829621e-16,1.2265517623480998e-13,3.2836864581782532e-21,8.072153756858509e-18,2.793177395032603e-17,6.3140187961738185e-21,7.130132091599505e-19,2.2436180984332996e-23,5.537842128297869e-16,1.193897061711504e-15,3.76,0.0,0.7924446806456292,0.9999848398678024,3.749078722804045e-07,2.566678472396467e-10,0.00012511785598279254,0.0001251235615956728,4.610075661991511e-16,7.809111391416781e-21,1.422751353889878e-05,5.272768740624323e-15,3.5815927525544786e-12,5.8059137685316646e-09,3.0308582033427633e-10,3.257655978124394e-07,1.4883134566153297e-07,6.425426414866885e-09,2.8139400124535047e-15,3.6856462355708547e-07,1.5702606508730467e-13,2.0836635630982415e-15,1.2538367403302745e-13,3.5454871669175105e-12,4.757120741521873e-17,8.778130120038338e-16,7.302700838700351e-13,3.062894294550132e-15,3.28038329034709e-10,2.6791744153855854e-10,2.490811000262531e-14,1.2582099593457007e-13,1.686692814845911e-22,2.7247260934217828e-12,1.8978751487584563e-13,2.2854055823262816e-15,7.960192802357537e-22,1.0026632557916211e-21,1.7151519219250445e-22,3.1385052784214605e-16,4.608147203020998e-23,2.9268006787601427e-19,5.082505190687546e-22,3.583827669791278e-12,9.613647138462547e-24,2.3570564624047752e-23,3.7256025354912005e-17
0.00020404845014976783,0.4692378842647645,3.9855237850872424e-11,9.22855170806753e-13,8.592836281770888e-10,1.05121503540806e-08,0.0,0.0,5.801192808884149e-07,1.8281181609721233e-09,6.163432469986384e-09,5.3565622287612904e-14,7.683730491503463e-19,9.863113798273978e-34,6.650684894263115e-27,4.1043465909410595e-19,9.567070124931995e-11,9.694546426050587e-12,1.129419507978414e-22,3.043864330963969e-25,3.2763479101310988e-12,8.865015015202946e-22,3.118914660588604e-20,2.649586353083162e-15,6.091087786921767e-16,1.3388681256112917e-13,3.554028863507776e-21,8.903529844843592e-18,3.00669431217568e-17,6.449444692667615e-21,7.36015453811156e-19,2.39223868383854e-23,5.78032743283672e-16,1.300682026752237e-15,3.76,0.0,0.7924392795359937,0.9999847988803416,3.913267927960636e-07,2.725286260089552e-10,0.0001304896814962825,0.0001304958934736714,4.808011251132587e-16,8.144477468707543e-21,1.4227512955740292e-05,5.503259738524948e-15,3.7739750532277436e-12,5.80844735659907e-09,3.032215121396213e-10,3.4024800253888384e-07,1.5544082845081087e-07,6.425402055457289e-09,2.9429270878702345e-15,3.844074962124008e-07,1.6684083449504163e-13,2.2675317424965555e-15,1.3563554997223982e-13,3.5473457019880314e-12,4.973676368754642e-17,9.187321730248673e-16,7.628789595278578e-13,3.2096658806254514e-15,3.4259879510573715e-10,2.680340832398441e-10,2.715636736425292e-14,1.4141560848512593e-13,1.8349574934726188e-22,2.9525275701608536e-12,2.05673613367317e-13,2.3958855400569333e-15,8.344592834591613e-22,1.0513533944940289e-21,1.7973769144325324e-22,3.4214998652210593e-16,4.8304505845452546e-23,3.067054319619857e-19,5.311519269002641e-22,3.58571086949135e-12,1.0046744668059243e-23,2.579824926287136e-23,3.890941247907878e-17
0.00021244911525322347,0.46923833899361367,4.0005506431949615e-11,9.276111161761293e-13,8.593263503383566e-10,1.0979667201533834e-08,0.0,0.0,6.045734319684884e-07,1.9860234253319186e-09,6.687127326996239e-09,5.848676445290864e-14,8.109993084333455e-19,-8.342626425664606e-34,6.731728274684173e-27,4.281744118685545e-19,9.661054939464641e-11,1.0267095371071561e-11,1.2340626491215336e-22,3.3011841901849963e-25,3.551668835398236e-12,9.610118769004978e-22,3.14385727359327e-20,2.837939138611664e-15,6.282466871727776e-16,1.4564724667379671e-13,3.8351370086345835e-21,9.78544919977134e-18,3.224537432483995e-17,6.580236147911435e-21,7.590199569434439e-19,2.5456527878198262e-23,6.022844285070008e-16,1.4120420286354984e-15,3.76,0.0,0.7924338784536635,0.9999847578855908,4.077464479805092e-07,2.885492916315538e-10,0.00013586147020879004,0.00013586820984743395,5.00594548426832e-16,8.479841248624958e-21,1.422751237247812e-05,5.7340921011592844e-15,3.966838561955716e-12,5.8109862387239314e-09,3.0335748172906165e-10,3.5473687801993033e-07,1.620531913914063e-07,6.425377804100335e-09,3.0725868967702164e-15,4.002293266598379e-07,1.7691020632872808e-13,2.459263008718285e-15,1.4628829195634303e-13,3.549220562806893e-12,5.190616038186156e-17,9.59752405657592e-16,7.955024728938759e-13,3.356697326272039e-15,3.5716462750063225e-10,2.681509688546283e-10,2.950304146897029e-14,1.5821212975849294e-13,1.9894922675798135e-22,3.1885800054615954e-12,2.2213579900832086e-13,2.5065608089182817e-15,8.729672456610953e-22,1.100175553250701e-21,1.8797543045373943e-22,3.716661879429016e-16,5.0531469986697523e-23,3.207634090493936e-19,5.542560029692313e-22,3.5876109431373094e-12,1.0483674977154585e-23,2.8128015693783093e-23,4.056352008298012e-17
0.0002208497803566791,0.4692387937213357,4.0155859950299914e-11,9.323721082593029e-13,8.593703975462844e-10,1.1448940632475208e-08,0.0,0.0,6.29027836025354e-07,2.150525095297667e-09,7.2319387363434385e-09,6.363003052563406e-14,8.540763561100556e-19,-4.887852587328847e-34,6.810849258658719e-27,4.460711173054956e-19,9.751626035314093e-11,1.084558367945318e-11,1.3441451882229e-22,3.5690704499279848e-25,3.838095294551916e-12,1.0385284137097282e-21,3.168428760741207e-20,3.031363129283233e-15,6.474130769719038e-16,1.5794105365335728e-13,4.127024607532015e-21,1.0719191865150259e-17,3.446579640498758e-17,6.7071837204591866e-21,7.820585670594142e-19,2.703942452344991e-23,6.265393849131746e-16,1.5279776014339068e-15,3.76,0.0,0.7924284773986183,0.9999847168835491,4.241668631211374e-07,3.047236334330788e-10,0.00014123322212034487,0.00014124051068912963,5.203878361399795e-16,8.815202731171375e-21,1.4227511789112135e-05,5.965266617735014e-15,4.160146077984151e-12,5.8135307508327146e-09,3.0349374670730506e-10,3.6923223786993015e-07,1.6866844067251543e-07,6.425353657632413e-09,3.2029198426694765e-15,4.1603014320771534e-07,1.8723418271277422e-13,2.6588683326302023e-15,1.5734190164504158e-13,3.55111196491953e-12,5.4079410244124874e-17,1.0008739842163029e-15,8.281406575366373e-13,3.5039896133484862e-15,3.7173579739706605e-10,2.6826811391012774e-10,3.1948285343908826e-14,1.7625348648124766e-13,2.1503001997170726e-22,3.4327934164376947e-12,2.3916778564708293e-13,2.6174321275707924e-15,9.115434238482595e-22,1.149130332553523e-21,1.9622847258621627e-22,4.023985042061681e-16,5.276237931682379e-23,3.3485416412083165e-19,5.775645424477191e-22,3.5895281104206304e-12,1.0924471922795984e-23,3.056002271404316e-23,4.2218349714766336e-17
0.00022925044546013475,0.46923924844792947,4.0306300176012917e-11,9.371382090654681e-13,8.594157726305135e-10,1.191997162699873e-08,0.0,0.0,6.534824757979253e-07,2.3216292762991568e-09,7.797838974665984e-09,6.899607466339748e-14,8.975978744618617e-19,1.3895818804185707e-33,6.888404551271969e-27,4.641259736334489e-19,9.839326286523e-11,1.1429835896956252e-11,1.4597705386124382e-22,3.84753817340353e-25,4.135627226135409e-12,1.11905110379734e-21,3.1927059837127165e-20,3.229856685322633e-15,6.666308406359026e-16,1.7077281655440358e-13,4.429705478399868e-21,1.1706039417036837e-17,3.672716301835045e-17,6.830967041283886e-21,8.05159002202675e-19,2.867190268656113e-23,6.50797728385211e-16,1.6484893008266127e-15,3.76,0.0,0.7924230763708365,0.9999846758742147,4.405880635555805e-07,3.210464285006369e-10,0.0001466049372309759,0.00014661279597096518,5.401809882528093e-16,9.150561916349185e-21,1.4227511205642428e-05,6.196784456793738e-15,4.353867961222262e-12,5.816081179712105e-09,3.0363032211409357e-10,3.83734096466774e-07,1.7528658283065498e-07,6.425329614227652e-09,3.3339264973226786e-15,4.318099741167095e-07,1.978127675925209e-13,2.8663587042348863e-15,1.6879638230615907e-13,3.553020093911963e-12,5.625652814525208e-17,1.0420971856030094e-15,8.60793548599119e-13,3.651543732753664e-15,3.8631227671611205e-10,2.68385531664071e-10,3.449225218456254e-14,1.9558262910906403e-13,2.3173843563110284e-22,3.685079563501345e-12,2.567634088966467e-13,2.7285002491280338e-15,9.501880797248124e-22,1.1982183321742651e-21,2.044968821980313e-22,4.3434630935179193e-16,5.49972489522558e-23,3.489778601063673e-19,6.010790837006905e-22,3.5914625607357098e-12,1.136916460967647e-23,3.309442929398591e-23,4.3873903009486313e-17
0.0002376511105635904,0.4692397031733937,4.045682852959918e-11,9.41909471176592e-13,8.594624778184867e-10,1.2392761183974058e-08,0.0,0.0,6.779373349634139e-07,2.4993420579812043e-09,8.384800348594218e-09,7.458555556989051e-14,9.415588477077607e-19,-9.487512991272383e-34,6.96469508830676e-27,4.823400655948026e-19,9.92461265771457e-11,1.2019705546289181e-11,1.5810431482210202e-22,4.136602931659811e-25,4.444264568690599e-12,1.202579938857007e-21,3.21675370765854e-20,3.4334253018518126e-15,6.859200526859547e-16,1.8414712642505045e-13,4.743193472221672e-21,1.2747274753288847e-17,3.9028620479343155e-17,6.952169539295655e-21,8.283455487984791e-19,3.0354804591293664e-23,6.750595709209364e-16,1.7735777042020624e-15,3.76,0.0,0.7924176753702956,0.9999846348575855,4.5701007467097e-07,3.3751328524816846e-10,0.00015197661554071086,0.00015198506566518484,5.599740047654234e-16,9.485918804160752e-21,1.4227510622068997e-05,6.4286468609367706e-15,4.5479806272223045e-12,5.818637760274697e-09,3.037672202502365e-10,3.9824246884395526e-07,1.8190762470030927e-07,6.425305670154636e-09,3.4656074813792136e-15,4.475688476046951e-07,2.0864596581995378e-13,3.081745132664557e-15,1.806517379300405e-13,3.5549451029741476e-12,5.843752963684561e-17,1.0834222846800062e-15,8.93461182587601e-13,3.7993606472260394e-15,4.008940380136154e-10,2.6850323296866986e-10,3.713509535765682e-14,2.1624253174252324e-13,2.4907478077133666e-22,3.945351917218144e-12,2.7491662381253823e-13,2.8397658958683757e-15,9.8890146467084e-22,1.247440268017506e-21,2.1278072231476623e-22,4.675089794163743e-16,5.723609343475719e-23,3.6313464956188524e-19,6.248009897677116e-22,3.5934144499304234e-12,1.1817778842461002e-23,3.5731394591475264e-23,4.553018167674228e-17
0.00025445244077050165,0.46924061262092887,4.075815424300559e-11,9.514676483451222e-13,8.595598870056267e-10,1.3343620056327365e-08,0.0,0.0,7.268476500176014e-07,2.8746177042620707e-09,9.621795886044376e-09,8.643748416415352e-14,1.030784545882652e-18,-7.054823733481585e-36,7.114451435973555e-27,5.192492223873434e-19,1.0089416440084743e-10,1.3215831144596171e-11,1.8409525947032352e-22,4.746584865917674e-25,5.094855240876659e-12,1.3786560115681667e-21,3.264369051786066e-20,3.855839854755698e-15,7.247792294315769e-16,2.1254179112123806e-13,5.402645773236954e-21,1.4998045993934675e-17,4.3749202152534207e-17,7.188748215512164e-21,8.750572685771964e-19,3.387532477158217e-23,7.235942120494025e-16,2.0374870394542858e-15,3.76,0.0,0.7924068734508448,0.9999845528024274,4.898566307015237e-07,3.7086505478723067e-10,0.00016271986175759917,0.00016272955817994052,5.995596309903938e-16,1.0156625687693825e-20,1.4227509454610396e-05,6.89340876391493e-15,4.9373078260521306e-12,5.8237701446155514e-09,3.0404202494780034e-10,4.2727881775001707e-07,1.951584361296364e-07,6.4252580705159875e-09,3.7309941607977746e-15,4.790238349671712e-07,2.310762094235331e-13,3.536250291709961e-15,2.0556507763266309e-13,3.558846269372432e-12,6.281123684416636e-17,1.166379295069389e-15,9.588408309282912e-13,4.095786770369033e-15,4.3007329934196615e-10,2.687395217267918e-10,4.271802504602214e-14,2.617266302672353e-13,2.8563248961036964e-22,4.489517489191042e-12,3.128722331020224e-13,3.06289269470829e-15,1.0665354416074318e-21,1.3462884246272925e-21,2.293949469896764e-22,5.374764287016817e-16,6.172576594377893e-23,3.915480567284233e-19,6.7287161228225045e-22,3.597371062453595e-12,1.2726860869030114e-23,4.131363885071583e-23,4.88449222718946e-17
0.0002695736379567218,0.4692414311198359,4.102965884049963e-11,9.600880405813254e-13,8.596521237249274e-10,1.4205417626847394e-08,0.0,0.0,7.708675344931806e-07,3.2350279755352784e-09,1.0806843784726782e-08,9.787506949595269e-14,1.1125605642613724e-18,6.148139807234552e-34,7.247059034730526e-27,5.53019995797012e-19,1.0232747066809195e-10,1.4310532803860882e-11,2.0952520320690639e-22,5.33196544698003e-25,5.718366734791046e-12,1.5474054111668145e-21,3.306900410923904e-20,4.253538666748111e-15,7.60147679056034e-16,2.3999872088678115e-13,6.03325141378321e-21,1.7222637590287875e-17,4.8129312950392343e-17,7.397128259087973e-21,9.175746860596076e-19,3.7224931218281564e-23,7.672885002169033e-16,2.2906640000627374e-15,3.76,0.0,0.7923971518162656,0.999984478927795,5.194215591689302e-07,4.013430726807354e-10,0.0001723886574939934,0.00017239954785589374,6.351862308410837e-16,1.0760254025902733e-20,1.4227508403542135e-05,7.312882862974161e-15,5.288888344514994e-12,5.82841202194364e-09,3.042905415373343e-10,4.5343396972227373e-07,2.070941565464139e-07,6.425215544926477e-09,3.9721533552088965e-15,5.072619314092835e-07,2.521342307592268e-13,3.972420282914768e-15,2.293580899375968e-13,3.5624161787181085e-12,6.676099748797595e-17,1.2413919051220872e-15,1.0177333223320447e-12,4.3634787593586804e-15,4.5635243317570297e-10,2.689532295502729e-10,4.808236101212711e-14,3.076451112326044e-13,3.206850347105962e-22,5.005745162780109e-12,3.4888096997613777e-13,3.26438962727259e-15,1.136643607736778e-21,1.4357162038741387e-21,2.4440115323781354e-22,6.045957539459364e-16,6.578021176786908e-23,4.172346534099785e-19,7.168552415642864e-22,3.6009928044490515e-12,1.3558651858242687e-23,4.669000985170313e-23,5.1830687871599895e-17
0.00028469483514294194,0.4692422496150654,4.1301462594678915e-11,9.687256864884924e-13,8.59748699348299e-10,1.5072929044310437e-08,0.0,0.0,8.148879052669829e-07,3.6169441179086958e-09,1.2059700548986115e-08,1.1004702733021722e-13,1.1957237837151513e-18,-9.633224491434305e-33,7.37848618178244e-27,5.873182071511715e-19,1.0372670360588885e-10,1.5422067201653878e-11,2.369516786061808e-22,5.9519218713934335e-25,6.377858804393548e-12,1.725894593536157e-21,3.3493144853912785e-20,4.668000954359849e-15,7.959566158776472e-16,2.6928526818569384e-13,6.699086638329747e-21,1.9643441033490105e-17,5.263228351769915e-17,7.603000458790658e-21,9.606237620712298e-19,4.075148607370069e-23,8.109959058460593e-16,2.558679441861801e-15,3.76,0.0,0.7923874302695727,0.999984405029456,5.489895108327273e-07,4.3224561894102783e-10,0.00018205733399587247,0.00018206948659802078,6.708123913485041e-16,1.1363874920678048e-20,1.4227507352136754e-05,7.73348960761692e-15,5.641539882397317e-12,5.833076146425444e-09,3.045402250702327e-10,4.796104805823103e-07,2.1903938761411944e-07,6.425173310660438e-09,4.215505464836531e-15,5.354325626958113e-07,2.740172393448922e-13,4.4343455832703475e-15,2.544499592650489e-13,3.566042343145124e-12,7.072356696856549e-17,1.3167390495235546e-15,1.0766741912070417e-12,4.632037421032119e-15,4.826482733085647e-10,2.6916796306985763e-10,5.376944957750398e-14,3.585446476457783e-13,3.5777686462890905e-22,5.5465772758832815e-12,3.8660752065321247e-13,3.466537963457915e-15,1.2069784311473512e-21,1.5255879698690944e-21,2.5945834291294994e-22,6.756416333716892e-16,6.984776603412551e-23,4.430305315613623e-19,7.615261209196871e-22,3.6046726411406793e-12,1.4403439439912833e-23,5.24011545805873e-23,5.481883259182072e-17
