Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H4F2(1),O2(2),H2O(3),CH4(4),CH2CHF(56),HF(38),C2H3F(137),C2H3F(136),O2(141),CH2CF(70),CH2CFO(79),C2H3F2(66),C2H3F2(64),CH2CF2(57),C2H2F2(59),CH2F(46),C2H2F(71),CHFO(47),C2H4F(62),S(289),C2H4F(63),C2H3F2(65),CF2CH(73),C2HF2(72),CH2F2(41),S(787),CF2(43),S(495),C2HF(58),CF2O(49),C2H2O(134),S(435),S(2464),S(1651),S(1682),CF3CHO(75),CF2CO(76),S(783),S(2674),CHO2(159),S(3132),S(537)
1.1986546275284313e-07,0.8711484682516366,2.2834581199363046e-05,1.3194593033975825e-06,6.126115046477524e-06,1.5502346143814602e-05,0.0,0.0,1.6909992085957907e-05,6.606903092384166e-09,5.4037851643715075e-08,5.602676323217795e-10,1.7730104892057745e-10,3.1995232489159034e-17,1.1031225279286896e-12,4.219603644856094e-09,1.3449715949110529e-06,2.167559954990683e-08,6.663728007049594e-12,5.749152724160771e-12,9.0893954085242e-06,7.987140139001448e-11,4.514325414700887e-10,1.9823461406342594e-12,4.689125138850974e-11,2.7335256800277468e-08,1.582980325752789e-09,4.918340697023868e-10,5.2679930997061357e-14,2.1886289190755116e-14,1.5394255298315552e-12,1.0949269383515723e-14,1.5911158733579498e-10,1.5237867116224829e-16,3.76,0.0,0.4739369324601514,0.9969201649637177,1.2588628348887483e-06,5.409023834680181e-08,0.05418123694616095,0.05420044095500582,1.325847921662215e-07,6.587260428498916e-10,0.003056766327537693,2.2492214626316586e-07,8.898526208472521e-08,2.5193040780790243e-06,2.1369357937380566e-07,1.2363619293194168e-05,2.31891066513337e-05,0.0032766323866515695,1.6498541317633353e-07,3.393027385075049e-06,1.064891676140153e-07,2.134888683372144e-09,2.4533479320770844e-08,4.388241248588985e-08,3.044129280532499e-10,1.3823878191581614e-10,4.536313864003497e-08,1.6085948816294153e-11,1.400514763390969e-06,4.224482252389393e-11,1.752867766202554e-07,4.5311412642786705e-12,9.424196910221129e-12,1.0941744014548773e-08,6.851176061343034e-13,3.308629681483528e-15,1.452997760183033e-19,1.7366520605352177e-18,2.6945596176080482e-17,4.757230471530859e-12,3.168574567980708e-20,2.046098831444443e-14,4.7792910580749626e-17,4.454355769830861e-12
1.2334912451211633e-07,0.8713984740162151,2.3736668079021813e-05,1.3918917983449201e-06,6.496785291050443e-06,1.6534911277258627e-05,0.0,0.0,1.7366491100748812e-05,6.990794479269221e-09,5.944471465943518e-08,6.100920678832433e-10,1.956404272651456e-10,3.6146396650474725e-17,1.1920089854388415e-12,4.531343710026017e-09,1.4115699595873737e-06,2.422446166004083e-08,7.649701523513725e-12,6.463054093073667e-12,9.617062189355263e-06,8.604543031573043e-11,4.629424700076474e-10,2.1632422073222073e-12,4.9326310802855055e-11,3.050612961248118e-08,1.6979734612643896e-09,5.358854615744532e-10,5.941272948101153e-14,2.4272371407296022e-14,1.700654554083603e-12,1.2189269305494467e-14,1.745373255799775e-10,1.8015449865525922e-16,3.76,0.0,0.4724035634291929,0.9969193206743464,1.3767878517253395e-06,5.808239361751705e-08,0.0556670667110435,0.05568741139335623,1.3624617088727656e-07,6.771385274622781e-10,0.0030567637425382883,2.474755871238991e-07,1.0024181190864591e-07,2.5884523081816946e-06,2.1940639418942907e-07,1.3005863994803658e-05,2.4353485783877353e-05,0.003366389222113309,1.814003581552076e-07,3.5880037920369484e-06,1.0979192246069364e-07,2.2582576144295107e-09,2.5594804145177247e-08,4.510955337685764e-08,3.4168532829713106e-10,1.5393147780883312e-10,4.8275504247017474e-08,1.8403320826821748e-11,1.471207605375491e-06,4.339800762838907e-11,1.8886351199234223e-07,5.031388187120197e-12,9.995043797761592e-12,1.2270239933185016e-08,7.688495798524706e-13,3.7921332068459674e-15,1.6640910767299123e-19,2.0198471255368373e-18,3.0616299760630924e-17,5.131478966586841e-12,3.626926089496068e-20,2.2613831481464942e-14,5.2040378393736194e-17,4.578644541129184e-12
1.2683278627138954e-07,0.8716476843333966,2.4650540279345198e-05,1.466200239233895e-06,6.87803349142144e-06,1.760489462671305e-05,0.0,0.0,1.7821150628926583e-05,7.385097904978893e-09,6.525159632385022e-08,6.635704618373618e-10,2.1523663307446713e-10,4.075041070832451e-17,1.2871590773003711e-12,4.863128233594931e-09,1.4799058746568996e-06,2.6990952097672677e-08,8.747361726228129e-12,7.241677005705266e-12,1.015913902708849e-05,9.248334785959882e-11,4.75260247698852e-10,2.3565807949030622e-12,5.1828521923757655e-11,3.393925119159884e-08,1.8172912699368112e-09,5.824988664145342e-10,6.681737535083294e-14,2.68532268058902e-14,1.875084951448958e-12,1.3526855951843923e-14,1.9089841145212204e-10,2.1199000212276355e-16,3.76,0.0,0.4708750970598207,0.9969184647945917,1.5019552217335914e-06,6.225610416569467e-08,0.057148069352258156,0.05716958910622588,1.3989565487075637e-07,6.954911975386643e-10,0.003056761122050422,2.715527633380776e-07,1.1254278310722749e-07,2.6582922633888224e-06,2.2514959643319781e-07,1.3665122874148077e-05,2.554925856389529e-05,0.0034558485347457274,1.9892955117289436e-07,3.7881399731046842e-06,1.1311309171934628e-07,2.3849569464001123e-09,2.668021733906132e-08,4.6349169225712904e-08,3.8243333773254215e-10,1.7095478895593736e-10,5.130480774874753e-08,2.0980077077307225e-11,1.5438233401415527e-06,4.456232438679886e-11,2.031220983923918e-07,5.5722802690750114e-12,1.0583910788548826e-11,1.3714863610124238e-08,8.599370609383089e-13,4.330439328373365e-15,1.8989766160444312e-19,2.3408895215901474e-18,3.468033894958656e-17,5.524373812992172e-12,4.136724624264925e-20,2.4919099868979323e-14,5.659917376385847e-17,4.704159572694967e-12
1.3031644803066275e-07,0.8718961018418346,2.557613635346428e-05,1.5424034338548918e-06,7.269813839103776e-06,1.871261216241591e-05,0.0,0.0,1.8273981343798333e-05,7.789771844363948e-09,7.14799786194504e-08,7.209346272140888e-10,2.361345543894069e-10,4.585194488100119e-17,1.3890326249507746e-12,5.21587345995014e-09,1.5499943005138952e-06,2.998680050656938e-08,9.965800186907687e-12,8.088819152150527e-12,1.0715587904752926e-05,9.918691746284037e-11,4.884262564540636e-10,2.563031977661257e-12,5.4398558615482316e-11,3.7648417431533863e-08,1.9409378364943478e-09,6.317496762450187e-10,7.494420874158821e-14,2.9640098274414683e-14,2.063489588302073e-12,1.4966591661300437e-14,2.0821740241187796e-10,2.483407812015743e-16,3.76,0.0,0.46935151709266537,0.9969175971696044,1.6345864079074576e-06,6.661515122200335e-08,0.05862426009820638,0.05864698949021324,1.4353328164543633e-07,7.137842418341028e-10,0.0030567584656000964,2.972079148630181e-07,1.2595143513725767e-07,2.7288117750496646e-06,2.3092251871455017e-07,1.4341489308355263e-05,2.6776723537595644e-05,0.003545011253528862,2.176145131867685e-07,3.993413712546619e-06,1.1645329403084834e-07,2.5149768072052454e-09,2.779004245739304e-08,4.760104341764546e-08,4.268892134759817e-10,1.893871566837784e-10,5.445410249464072e-08,2.383758404973711e-11,1.6183806965222349e-06,4.5737559467906754e-11,2.1808123371725565e-07,6.1560675799926435e-12,1.1190951549675494e-11,1.528192691912946e-08,9.587802683456103e-13,4.9281071417363476e-15,2.1596230903397184e-19,2.70386088232146e-18,3.916966388843642e-17,5.9363664549873236e-12,4.702210409565693e-20,2.7382784451478778e-14,6.148904942467652e-17,4.830877685623126e-12
1.3380010978993596e-07,0.8721437291706169,2.6513394433078306e-05,1.6205213115756752e-06,7.672080080970586e-06,1.985837418346621e-05,0.0,0.0,1.8724993870652124e-05,8.204774231531455e-09,7.81522112227382e-08,7.82426708787876e-10,2.583795531172408e-10,5.149986691380973e-17,1.4981188362564446e-12,5.590507574122475e-09,1.6218498733179034e-06,3.322399464149566e-08,1.1314592251961584e-11,9.008381870160805e-12,1.1286370925881993e-05,1.061577735756999e-10,5.02481355965487e-10,2.783294951418854e-12,5.703708252280596e-11,4.16478136833781e-08,2.06891596221187e-09,6.83713773841047e-10,8.384623450553027e-14,3.2644637326409096e-14,2.2666660535844743e-12,1.6513127451852994e-14,2.2651641804503453e-10,2.8969907841169697e-16,3.76,0.0,0.46783280732861005,0.9969167176424368,1.774902896912003e-06,7.116331570831726e-08,0.060095654122533246,0.06011962789158614,1.4715908860513307e-07,7.320178484248606e-10,0.0030567557727068724,3.244953370627753e-07,1.4053284745632715e-07,2.799998888877252e-06,2.3672450662203244e-07,1.5035054625953034e-05,2.8036173508543413e-05,0.003633878305058227,2.3749695464202685e-07,4.203802916751695e-06,1.1981313748914401e-07,2.6483074467811995e-09,2.8924596734831386e-08,4.8864963274123115e-08,4.752951384740273e-10,2.0930980537755406e-10,5.772655493259035e-08,2.6998388234911036e-11,1.6948980742722623e-06,4.692350347888917e-11,2.3375980827106448e-07,6.785075667785176e-12,1.181632583878737e-11,1.6977868268552947e-08,1.0657872794327606e-12,5.5899488658993845e-15,2.4481079425207456e-19,3.1131944183328745e-18,4.4118103819570924e-17,6.367909347863452e-12,5.327856962241823e-20,3.001098217733406e-14,6.673063857960334e-17,4.958776141989648e-12
1.3728377154920917e-07,0.8723905689393217,2.746225232915649e-05,1.7005748350021199e-06,8.084785619303786e-06,2.1042485354551603e-05,0.0,0.0,1.9174198787034105e-05,8.630062476930715e-09,8.529153399117653e-08,8.482993118157137e-10,2.820175178198768e-10,5.774758042590026e-17,1.6149373361014598e-12,5.9879709898685325e-09,1.6954869119610471e-06,3.6714776158613215e-08,1.2803812212614885e-11,1.0004369286991704e-11,1.1871450316143351e-05,1.1339742918833995e-10,5.17466905940003e-10,3.0180987778279483e-12,5.97447433083249e-11,4.595202238489828e-08,2.2012272782070506e-09,7.384675524389285e-10,9.357920902857675e-14,3.5878909782671485e-14,2.4854367345775136e-12,1.817120400233722e-14,2.4581714965520895e-10,3.365956453875254e-16,3.76,0.0,0.46631895162846043,0.9969158260540428,1.9231261790395866e-06,7.590437709708874e-08,0.06156226654435506,0.06158751960647009,1.5077311300926626e-07,7.50192204711252e-10,0.0030567530428838798,3.5346935374885943e-07,1.5635390398490192e-07,2.8718418597449694e-06,2.425549183888714e-07,1.5745908146017448e-05,2.9327895637837335e-05,0.0037224506135770086,2.586187515601039e-07,4.419285614600999e-06,1.2319321977978378e-07,2.7849392378142505e-09,3.008419116336875e-08,5.0140719954982305e-08,5.279034093438585e-10,2.3080677591994003e-10,6.112544819552575e-08,3.048625091978784e-11,1.7733935499513286e-06,4.81199508679448e-11,2.5017690180192136e-07,7.461706886928738e-12,1.2460199616256862e-11,1.8809248337248464e-08,1.181373746893977e-12,6.3210372665958975e-15,2.7666205143348556e-19,3.573699221692895e-18,4.956144325921641e-17,6.819455896315258e-12,6.018377842856636e-20,3.2809903528252614e-14,7.234546577133128e-17,5.087832633696149e-12
1.4076743330848237e-07,0.872636623758075,2.842264762469459e-05,1.7825859191236477e-06,8.507883602504377e-06,2.2265244746658573e-05,0.0,0.0,1.9621606623040937e-05,9.065593484157069e-09,9.292209911088235e-08,9.188156340930847e-10,3.070949187272058e-10,6.465338192167394e-17,1.7400392147452187e-12,6.409216639917925e-09,1.7709194248607473e-06,4.047163646374461e-08,1.4444048804991403e-11,1.1080887433692489e-11,1.2470788424957839e-05,1.2090728292891966e-10,5.334247863961252e-10,3.2682031298997065e-12,6.252217888375129e-11,5.0576030819332414e-08,2.3378723478658503e-09,7.960879347278991e-10,1.0420172795917159e-13,3.935540133354363e-14,2.7206488900306257e-12,1.994565264749306e-14,2.661408697631061e-10,3.896016551427779e-16,3.76,0.0,0.46480993391261766,0.9969149222432795,2.0794777299993775e-06,8.084211230837527e-08,0.06302411242848507,0.06305067988103555,1.5437539198341528e-07,7.683074974204462e-10,0.003056750275637819,3.841842915552283e-07,1.734832766549877e-07,2.9443291467925408e-06,2.4841312457908163e-07,1.647413721633145e-05,3.065217154191402e-05,0.0038107291010077617,2.810219224153317e-07,4.639839957849445e-06,1.2659412832154746e-07,2.924862676493031e-09,3.1269130573710326e-08,5.1428108366386156e-08,5.849766212658094e-10,2.5396495825285267e-10,6.465418573845844e-08,3.4326182930899587e-11,1.8538848826705839e-06,4.9326699832565474e-11,2.6735178058332223e-07,8.188441743308615e-12,1.3122745158977086e-11,2.0782745776832517e-08,1.305962613890594e-12,7.126713064291661e-15,3.11746520721319e-19,4.090586003788986e-18,5.553750039590942e-17,7.291460394395823e-12,6.778733403295205e-20,3.5785880318767656e-14,7.835595802431047e-17,5.2180252719519435e-12
1.4425109506775558e-07,0.8728818962276059,2.9394517760181795e-05,1.8665773572599048e-06,8.941327007267166e-06,2.3526945881372137e-05,0.0,0.0,2.006722786162603e-05,9.511323666477689e-09,1.0106899289581313e-07,9.942496013200029e-10,3.3365886477279445e-10,7.22808370477733e-17,1.874008094223069e-12,6.855210266501864e-09,1.8481611165877336e-06,4.450731262004599e-08,1.6246421041277758e-11,1.224214333441878e-11,1.3084347727105497e-05,1.286886257537066e-10,5.503974161693433e-10,3.5343990385286696e-12,6.53700156365501e-11,5.5535238987040026e-08,2.4788507594725947e-09,8.566523911445975e-10,1.1577531482213737e-13,4.308702298304458e-14,2.9731747205399656e-12,2.1841396379699396e-14,2.8750844147970886e-10,4.493306607067836e-16,3.76,0.0,0.4633057381607557,0.9969140060469079,2.2441789943924446e-06,8.598029464346388e-08,0.06448120678565716,0.06450912391168437,1.579659625198713e-07,7.863639126092519e-10,0.003056747470468962,4.1669445559588976e-07,1.9199140809881453e-07,3.017449408788236e-06,2.542985077901049e-07,1.7219827250621838e-05,3.200927738812709e-05,0.0038987146869836095,3.047486057993139e-07,4.865444221515736e-06,1.3001644041130602e-07,3.0680683832752944e-09,3.2479713719665365e-08,5.272692707236447e-08,6.467878498904253e-10,2.7887412307536564e-10,6.831629502273082e-08,3.854447930687177e-11,1.9363895197111028e-06,5.054355223237133e-11,2.8530389453951646e-07,8.9678402558796e-12,1.3804141175537026e-11,2.2905152889472677e-08,1.4399838279855247e-12,8.012592320673017e-15,3.5030646334597616e-19,4.669494291658699e-18,6.208620770370703e-17,7.784377967035828e-12,7.614137514002004e-20,3.894537371161159e-14,8.478545625939065e-17,5.3493325770602885e-12
1.477347568270288e-07,0.873126388939301,3.0377800112325763e-05,1.952572753199079e-06,9.38506871294118e-06,2.482787677841218e-05,0.0,0.0,2.0511072938918096e-05,9.967208963083404e-09,1.0975825723005412e-07,1.074886005753987e-09,3.6175716246812736e-10,8.069917668312452e-17,2.0174612130175134e-12,7.326930710481128e-09,1.927225394336588e-06,4.883478331629401e-08,1.822259437274301e-11,1.3492444073235318e-11,1.3712090824316951e-05,1.3674264725239177e-10,5.684277698254479e-10,3.817509639793217e-12,6.828886865190873e-11,6.084546757528904e-08,2.624161209997682e-09,9.202389574890539e-10,1.283645104907023e-13,4.708711637613373e-14,3.2439114361631336e-12,2.386345085092626e-14,3.0994032772798636e-10,5.164406004938881e-16,3.76,0.0,0.4618063484115023,0.9969130772995961,2.417451370738275e-06,9.132269275409689e-08,0.0659335645727477,0.06596286684523567,1.6154486147818452e-07,8.043616356668774e-10,0.00305674462687116,4.51054106355404e-07,2.1195049352913818e-07,3.0911914997370715e-06,2.602104623717306e-07,1.798306176491858e-05,3.339948398820796e-05,0.00398640828887893,3.2984103886999e-07,5.0960768042790105e-06,1.3346072337155607e-07,3.214547103666417e-09,3.3716233364398796e-08,5.4036978210825973e-08,7.136208302272372e-10,3.056269526911373e-10,7.211543124429074e-08,4.316875387426481e-11,2.0209246020206004e-06,5.17703135064118e-11,3.0405287441411544e-07,9.80254333558279e-12,1.4504572922554827e-11,2.5183371289930524e-08,1.5838740544395229e-12,8.984573797913767e-15,3.9259627553786105e-19,5.316521154518918e-18,6.924969479686781e-17,8.298664513092721e-12,8.530064264002946e-20,4.229498242551545e-14,9.165822697843783e-17,5.4817334686793085e-12
1.51218418586302e-07,0.8733701044752595,3.137243206654562e-05,2.040596458961827e-06,9.83906156874828e-06,2.616832000607487e-05,0.0,0.0,2.0953152244550643e-05,1.0433204855070566e-08,1.1901691064564272e-07,1.1610206481243371e-09,3.914383764427042e-10,8.998371345121795e-17,2.1710505291973814e-12,7.825370197329406e-09,2.0081253742454717e-06,5.346726489671413e-08,2.0384797185112418e-11,1.483619584080318e-11,1.435398044684853e-05,1.4507044159081875e-10,5.875593933989257e-10,4.118390922824565e-12,7.127934192960486e-11,6.652296601265605e-08,2.773801580925423e-09,9.869262518806134e-10,1.420369634898312e-13,5.1369459010693826e-14,3.5337813212836406e-12,2.6016925368817247e-14,3.3345660029004815e-10,5.916358507700029e-16,3.76,0.0,0.4603117487621234,0.9969121358339205,2.599516197926345e-06,9.68730696463233e-08,0.06738120069299565,0.06741192377911034,1.651121255857071e-07,8.223008513176683e-10,0.0030567417443318544,4.873174377632073e-07,2.3343446186191116e-07,3.1655444647265187e-06,2.661483941611647e-07,1.8763922413076242e-05,3.482305688970605e-05,0.004073810821839524,3.563415365802379e-07,5.3317162288807035e-06,1.3692753469970144e-07,3.364289709007275e-09,3.4978976368631807e-08,5.535806741508585e-08,7.85770132487086e-10,3.343190710194386e-10,7.605538110284549e-08,4.822797370181386e-11,2.1075069695941224e-06,5.300679259490224e-11,3.236185289812756e-07,1.0695274181934752e-11,1.5224232321977314e-11,2.7624407560238438e-08,1.7380763894135607e-12,1.0048846285174891e-14,4.388828009839354e-19,6.0382515770835975e-18,7.707237367908503e-17,8.834776649896143e-12,9.532254628372638e-20,4.584145111417932e-14,9.899947421653667e-17,5.615207256753276e-12
1.547020803455752e-07,0.873613045408347,3.237835108373016e-05,2.1306735176674164e-06,1.0303258454484268e-05,2.7548552734267818e-05,0.0,0.0,2.139347612200131e-05,1.0909266381157053e-08,1.2887296902916936e-07,1.2529604827704577e-09,4.2275189148840233e-10,1.0021627925043711e-16,2.335463842206342e-12,8.3515346184146e-09,2.0908738875720395e-06,5.8418207453028025e-08,2.2745837626595285e-11,1.6277902963266313e-11,1.5009979455039504e-05,1.5367301311236605e-10,6.078364193531014e-10,4.437932478043235e-12,7.434202859586464e-11,7.258442059557416e-08,2.927769006934564e-09,1.0567934910722977e-09,1.5686352110401038e-13,5.594826933597913e-14,3.843731796766295e-12,2.8307023881774745e-14,3.580769486605611e-10,6.756693255836529e-16,3.76,0.0,0.45882192336821187,0.9969111814803694,2.7905947429742893e-06,1.0263518171801192e-07,0.06882412999622065,0.06885630976151537,1.6866779143813147e-07,8.401817436238209e-10,0.0030567388223320807,5.255385564036081e-07,2.565189561310276e-07,3.2404975359810994e-06,2.7211172023224115e-07,1.9562489021502935e-05,3.628025646551041e-05,0.004160923198812261,3.8429247167892346e-07,5.5723411425302904e-06,1.404174222187471e-07,3.5172871972692897e-09,3.626822378086987e-08,5.669000374026283e-08,8.635413348544595e-10,3.6504907278410133e-10,8.014006660878482e-08,5.3752493409032354e-11,2.1961531667447317e-06,5.425280186487122e-11,3.44020842298796e-07,1.1648839697681628e-11,1.5963318079172676e-11,3.023536890502586e-08,1.9030400736051e-12,1.121189588703267e-14,4.894456416094614e-19,6.841790546106884e-18,8.560102646702757e-17,9.393171659256251e-12,1.0626723100277203e-19,4.9591678897448045e-14,1.0683535175840582e-16,5.749733633038398e-12
1.5818574210484841e-07,0.8738552143022482,3.339549476172543e-05,2.2228296110300346e-06,1.0777612335268784e-05,2.8968846789852987e-05,0.0,0.0,2.1832054868939786e-05,1.1395348153136394e-08,1.3935546595118352e-07,1.3510237659466388e-09,4.557479759600363e-10,1.1148568440917402e-16,2.5114259334638586e-12,8.906443806430144e-09,2.1754834867322017e-06,6.370129097915508e-08,2.5319120768755775e-11,1.7822166915547877e-11,1.5680050840850212e-05,1.6255128161798398e-10,6.293035809489395e-10,4.777058245569902e-12,7.747751111077842e-11,7.90469626756905e-08,3.086059938160408e-09,1.1299205061421888e-09,1.7291832126293292e-13,6.083821173923793e-14,4.1747354794899956e-12,3.073904594866297e-14,3.838206886936923e-10,7.693446245396912e-16,3.76,0.0,0.4573368564433785,0.9969102140673474,2.9909081899839317e-06,1.0861277782909669e-07,0.0702623672790395,0.0702960397916268,1.7221189550002398e-07,8.580044959880749e-10,0.003056735860346481,5.657714618148864e-07,2.812813132432502e-07,3.3160401290903957e-06,2.780998686561172e-07,2.0378839623141135e-05,3.777133800155015e-05,0.00424774633057422,4.137362554754382e-07,5.817930317313745e-06,1.439309242293275e-07,3.6735306938547438e-09,3.7584250928892145e-08,5.8032599593089534e-08,9.4725119317072e-10,3.9791855189419253e-10,8.437354892483951e-08,5.9774089306184e-11,2.286879447270021e-06,5.5508157039001954e-11,3.6527997100250605e-07,1.2666131921888926e-11,1.6722035801650617e-11,3.3023458815090916e-08,2.079220206810006e-12,1.2480513268780072e-14,5.445774664814038e-19,7.734796910680486e-18,9.488489559538565e-17,9.974307434903003e-12,1.1819764282183633e-19,5.355272802614313e-14,1.1519297561392566e-16,5.88529266301316e-12
1.6166940386412162e-07,0.8740966137115197,3.442380089195871e-05,2.317091011065875e-06,1.1262076310851291e-05,3.042946871403885e-05,0.0,0.0,2.2268898737583413e-05,1.1891404371073923e-08,1.5049447261319499e-07,1.4555402072181678e-09,4.904778463979872e-10,1.2388819908344848e-16,2.6996997259101743e-12,9.491131804178855e-09,2.2619664512072953e-06,6.933042158878551e-08,2.8118666100308995e-11,1.947368532115149e-11,1.6364157729379692e-05,1.71706087343552e-10,6.520062260435188e-10,5.136727263629498e-12,8.068636147174743e-11,8.59281768977903e-08,3.248670196682381e-09,1.2063877575798837e-09,1.9027888517902436e-13,6.605440142217206e-14,4.527790239392971e-12,3.3318387689071147e-14,4.1070677103703815e-10,8.735182288095163e-16,3.76,0.0,0.45585653225894784,0.9969092334211782,3.2006776301966015e-06,1.1480959840366557e-07,0.07169592728508056,0.07173112881977205,1.757444741053544e-07,8.75769291156382e-10,0.0030567328578433185,6.080700278328893e-07,3.078005431195156e-07,3.3921618393866016e-06,2.8411227827180215e-07,2.12130504907362e-05,3.929655178275364e-05,0.004334281125761277,4.447153193571329e-07,6.0684626506036595e-06,1.4746856966263534e-07,3.833011452400617e-09,3.89273275120703e-08,5.938567066434438e-08,1.0372278075131186e-09,4.3303212902965586e-10,8.876003223954252e-08,6.632599334374233e-11,2.3797017795191377e-06,5.677267712722341e-11,3.8741624164136756e-07,1.3750129481814831e-11,1.750059811826205e-11,3.599597274635725e-08,2.2670774638674845e-12,1.3861800853786661e-14,6.045843186208243e-19,8.725519126398015e-18,1.0497577661262515e-16,1.0578642431326123e-11,1.3117959430684075e-19,5.773183266353298e-14,1.241004367461873e-16,6.021864778064856e-12
1.6515306562339483e-07,0.8743372461816405,3.546320751155636e-05,2.413484535635732e-06,1.1756603659930498e-05,3.193067982158703e-05,0.0,0.0,2.270401793505951e-05,1.2397388838248802e-08,1.6232111740778516e-07,1.566851123864606e-09,5.26993733250552e-10,1.3752805752308795e-16,2.901087462590368e-12,1.0106647126072775e-08,2.3503347933242735e-06,7.531972779585738e-08,3.115912535381281e-11,2.1237250940457186e-11,1.7062263380361876e-05,1.8113819565202722e-10,6.759903303177397e-10,5.517934416779941e-12,8.396914141309136e-11,9.324610947898221e-08,3.415595027809735e-09,1.286276349785447e-09,2.090262107112263e-13,7.16124091689584e-14,4.903919254197479e-12,3.6050542710521627e-14,4.387537893497225e-10,9.89101745784859e-16,3.76,0.0,0.4543809351436549,0.9969082393661098,3.4201240530578015e-06,1.212293745630411e-07,0.07312482470519684,0.07316159174761153,1.7926556345802077e-07,8.934763112205537e-10,0.00305672981428449,6.52487984936278e-07,3.361573072670065e-07,3.468852438459779e-06,2.901483984658438e-07,2.2065196169420053e-05,4.085614317733128e-05,0.004420528490896199,4.772720970477005e-07,6.323917165470068e-06,1.5103087823375225e-07,3.995720855584427e-09,4.0297717694665524e-08,6.074903586394649e-08,1.1338107856581724e-09,4.704974784449898e-10,9.330386766964694e-08,7.344292685052224e-11,2.4746358513641705e-06,5.8046184360879744e-11,4.104501480527566e-07,1.490389906389216e-11,1.82992247987522e-11,3.9160293820910324e-08,2.467077812421786e-12,1.536317996834262e-14,6.697859195269824e-19,9.822832983160085e-18,1.159281137039365e-16,1.1206635613987224e-11,1.452818295249817e-19,6.213640776900766e-14,1.3358681404470783e-16,6.159430767975347e-12
1.6863672738266804e-07,0.8745771142490649,3.6513652951282196e-05,2.512037507482556e-06,1.226114787990528e-05,3.347273626161693e-05,0.0,0.0,2.313742262377347e-05,1.2913254975845656e-08,1.748676050880288e-07,1.6853095982023104e-09,5.653489475829862e-10,1.5251798583921642e-16,3.116431904342923e-12,1.0754053011767622e-08,2.440600263913037e-06,8.168355685781183e-08,3.445580066512387e-11,2.311775064940807e-11,1.7774331189639118e-05,1.9084830145686063e-10,7.013025099811406e-10,5.921711183806954e-12,8.732640260180087e-11,1.010192765206121e-07,3.586829146682264e-09,1.36966804499813e-09,2.2924486642984964e-13,7.752826600768955e-14,5.304171061994187e-12,3.894110300958108e-14,4.679799883035277e-10,1.1170642027912933e-15,3.76,0.0,0.4529100494833482,0.9969072317243194,3.6494683382080915e-06,1.2787582728902708e-07,0.07454907417767695,0.07458744342831901,1.8277519963237074e-07,9.111257376208873e-10,0.0030567267291255374,6.990789035520474e-07,3.6643389682479185e-07,3.5461018708004127e-06,2.962076889605479e-07,2.293534950863464e-05,4.2450352719439954e-05,0.004506489330416183,5.114490075934581e-07,6.584273011091154e-06,1.5461836059519276e-07,4.161650415930715e-09,4.1695680199882996e-08,6.212251725881016e-08,1.237351403421425e-09,5.104253540041383e-10,9.80095571887212e-08,8.116113404065367e-11,2.5716970750792585e-06,5.932850412930819e-11,4.344023487774102e-07,1.6130596904122357e-11,1.9118142873548643e-11,4.252388855638843e-08,2.679692232907769e-12,1.6992397929650996e-14,7.405159712396475e-19,1.103628138910222e-17,1.2779909798278038e-16,1.1858746410876276e-11,1.605760884789177e-19,6.677405807020245e-14,1.4368218753614176e-16,6.297971773737264e-12
