Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H4F2(1),O2(2),H2O(3),CH4(4),CH2CHF(56),HF(38),C2H3F(137),C2H3F(136),O2(141),CH2CF(70),CH2CFO(79),C2H3F2(66),C2H3F2(64),CH2CF2(57),C2H2F2(59),CH2F(46),C2H2F(71),CHFO(47),C2H4F(62),S(289),C2H4F(63),C2H3F2(65),CF2CH(73),C2HF2(72),CH2F2(41),S(787),CF2(43),S(495),C2HF(58),CF2O(49),C2H2O(134),S(435),S(2464),S(1651),S(1682),CF3CHO(75)
1.1368852339718455e-07,0.758004013656784,5.859963540973059e-07,1.4483481288576837e-08,3.083882243748687e-07,2.936929596274059e-07,0.0,0.0,1.0081725920289376e-06,1.2270782046762264e-10,7.29765462092356e-10,3.694348073292153e-12,2.253173126681175e-14,8.526822664423179e-23,1.0578061056979081e-16,1.8108293919053068e-11,2.2950460207012336e-08,1.0900572492700845e-11,5.734115765238733e-17,2.3232160614294048e-17,1.0253393676557052e-08,5.918762145439038e-15,3.277602548699175e-12,1.1225764900339372e-15,3.305112182462842e-13,1.7375480318478153e-11,1.9685887715500794e-13,7.925055446818751e-16,4.925031538011142e-17,7.232454306580144e-18,3.2379922403373828e-15,1.2177316212297815e-18,3.441045535866035e-13,1.5107019337409516e-22,3.76,0.0,0.9751205155782215,0.9992107276633493,7.011530233519177e-08,4.4717662392130495e-10,0.0038088174866766186,0.0038088421593141797,3.1231765665475787e-10,3.6763064897737216e-13,0.0007878982159963641,2.077814196475576e-10,7.896705874809042e-11,4.086486464841971e-07,5.936651677432999e-08,4.7530898736369754e-07,4.2069818282011876e-07,0.00014008058276320382,1.2145100716608215e-10,3.3771206597773627e-07,2.358406588760148e-09,2.531290267609523e-12,5.341884211726796e-10,1.1088912813304219e-08,5.588200215829461e-14,4.167747951333407e-14,2.852318042777094e-10,4.697834289625619e-15,2.3405662823863125e-08,4.4887532415211564e-11,2.6938170350512033e-11,3.927539402276017e-15,6.804190560993394e-16,1.4206656407463025e-11,4.296429908908682e-15,5.511942716010943e-18,2.991330293247838e-22,2.2674031863798868e-21
1.1775711094810918e-07,0.7580223068308711,6.150595738184012e-07,1.5490605012366e-08,3.293929946295134e-07,3.203374073329432e-07,0.0,0.0,1.0444921829429437e-06,1.3164009192797986e-10,8.109700699055252e-10,3.95874928742807e-12,2.567519370213997e-14,9.88654137093597e-23,1.1544955143861954e-16,1.8677715514305746e-11,2.435725787086957e-08,1.1944003471824982e-11,6.84112575478756e-17,2.698563973399006e-17,1.1000059031173411e-08,6.487345027513345e-15,3.293677939854247e-12,1.3184803000936205e-15,3.5302692305748644e-13,2.0041584464756997e-11,2.1773977685497374e-13,9.004194736634162e-16,5.737877612676688e-17,8.33974513451073e-18,3.566797293828623e-15,1.4048708200212923e-18,3.9181090544384286e-13,1.9378759276269939e-22,3.76,0.0,0.9749819081152125,0.99921066427514,7.768065486606678e-08,4.912373882426687e-10,0.0039448436270786945,0.003944870060054396,3.236010015943223e-10,3.8126936792575545e-13,0.0007878981660875454,2.347231694950078e-10,9.230920026302381e-11,4.206138558745423e-07,6.117277552323817e-08,5.067294613616321e-07,4.4661309104070696e-07,0.00014507076339514445,1.3676921480012013e-10,3.62249990796957e-07,2.4596492684350724e-09,2.7161705675624286e-12,5.636320163361917e-10,1.1487269089242488e-08,6.556195747922874e-14,4.804268356761141e-14,3.087644285653497e-10,5.707689167930646e-15,2.48573513962562e-08,4.621368137584734e-11,2.962443685881589e-11,4.472123352981476e-15,7.310957224875564e-16,1.652515998862567e-11,5.01729081242618e-15,6.784657992866706e-18,3.6745031926212156e-22,2.9147971821943273e-21
1.2141883974394134e-07,0.7580387686699629,6.414939395794304e-07,1.6415535674109027e-08,3.4879062438927054e-07,3.454223297068658e-07,0.0,0.0,1.0771956708044496e-06,1.3994703877530085e-10,8.89037089073809e-10,4.203715284596608e-12,2.875853813805806e-14,1.1238573236901956e-22,1.2455672933082763e-16,1.9192091367192966e-11,2.565735072719264e-08,1.2934714055398538e-11,7.973129317180492e-17,3.0734830711692006e-17,1.1694471836401473e-08,7.024869067675838e-15,3.3081695354177345e-12,1.5166839353528032e-15,3.738778775620736e-13,2.2680943683308017e-11,2.3766325293912466e-13,1.0061298731968224e-15,6.555524919127861e-17,9.441362891686728e-18,3.880894826267346e-15,1.5901792609024646e-18,4.3857133614207815e-13,2.4061087431287706e-22,3.76,0.0,0.9748571765707895,0.9992106063692221,8.492112401286984e-08,5.331559879804272e-10,0.004067250597946349,0.004067278670839888,3.337546387758703e-10,3.935425550928835e-13,0.0007878981204942028,2.6093780106674696e-10,1.0572087414486378e-10,4.315262376857551e-07,6.281797734518546e-08,5.358243489419183e-07,4.705800308730171e-07,0.00014956057405463144,1.5167797211236755e-10,3.850658032794428e-07,2.5515661526201745e-09,2.8881770857204666e-12,5.907851740796078e-10,1.1847558503063248e-08,7.534038052275928e-14,5.437293550115555e-14,3.309788945164126e-10,6.761330466883051e-15,2.6200155034702248e-08,4.7422888389212857e-11,3.21837831513681e-11,5.008045850669699e-15,7.783338316538588e-16,1.8851942618985176e-11,5.742865121171838e-15,8.126646749699172e-18,4.393668342686659e-22,3.628360962168926e-21
1.2508056853977352e-07,0.7580552286001998,6.681962197105824e-07,1.735755498501046e-08,3.68647733754027e-07,3.715647257520066e-07,0.0,0.0,1.1099144257511432e-06,1.4850776733142108e-10,9.719814461124687e-10,4.455347873432026e-12,3.2094304324385366e-14,1.2719897721897486e-22,1.3405516510564927e-16,1.9709251990038833e-11,2.6990018349215506e-08,1.3975569338209438e-11,9.245401464049117e-17,3.485962390566061e-17,1.2410117119410591e-08,7.587048501375114e-15,3.322712628878041e-12,1.7373919353583618e-15,3.9529061703520176e-13,2.556023132209444e-11,2.5867965681655124e-13,1.1203997115476367e-15,7.461493805268167e-17,1.0649495367809236e-17,4.212891842800443e-15,1.7923754975068357e-18,4.891238801406674e-13,2.9671331971511065e-22,3.76,0.0,0.9747324593758533,0.9992105476506833,9.258079620718197e-08,5.77274981658601e-10,0.00418964188636122,0.004189671652275434,3.4390697511162856e-10,4.058141699085898e-13,0.0007878980742601599,2.89089929395828e-10,1.2056160563954682e-10,4.425784259913989e-07,6.448249924443008e-08,5.657017300726155e-07,4.951646696614694e-07,0.00015404910406926345,1.676965878176353e-10,4.085744304950216e-07,2.644251573518682e-09,3.065507153826773e-12,6.185674950129433e-10,1.2209885116427221e-08,8.621288677477859e-14,6.131195089917317e-14,3.5420017559577925e-10,7.96810539009172e-15,2.7577777642441822e-08,4.864739726590152e-11,3.488117324218004e-11,5.589914440067627e-15,8.271232255918554e-16,2.1423479637658927e-11,6.546882728783853e-15,9.678284396453348e-18,5.223951240946732e-22,4.488361495847673e-21
1.287422973356057e-07,0.7580716866241157,6.951716079224496e-07,1.831628447546018e-08,3.889568592350089e-07,3.987751236949582e-07,0.0,0.0,1.1426486918771458e-06,1.5732225979082887e-10,1.0599547643736473e-09,4.713688896155379e-12,3.569373660571853e-14,1.4338340756673923e-22,1.4395295950952924e-16,2.023013383821583e-11,2.8355645799429846e-08,1.5067783735199617e-11,1.0669819899827717e-16,3.93839701643158e-17,1.3146993124578118e-08,8.174075684757981e-15,3.3373343311716502e-12,1.98239553408964e-15,4.1727117423968467e-13,2.8691880990279558e-11,2.8080955885915847e-13,1.2436487509035814e-15,8.462680309698475e-17,1.1971185928300556e-17,4.563474389439296e-15,2.012333697240532e-18,5.436313369673272e-13,3.6355216464399568e-22,3.76,0.0,0.9746077565070196,0.9992104881183623,1.0066940911444978e-07,6.236486476986633e-10,0.0043120174939544325,0.004312049006398987,3.5405801073711733e-10,4.180842125384959e-13,0.0007878980273847038,3.192506233401952e-10,1.3693037009362039e-10,4.537735249949892e-07,6.616699163012652e-08,5.963706496554771e-07,5.203749578922915e-07,0.00015853635354639133,1.8487028408536164e-10,4.3277552932979823e-07,2.7377176955704445e-09,3.2481654769738974e-12,6.469886440463935e-10,1.257457033072305e-08,9.826419184345422e-14,6.889864246440077e-14,3.78454052982987e-10,9.344640843000874e-15,2.8990659654262534e-08,4.988758934740358e-11,3.7720321826452814e-11,6.220277444715485e-15,8.774716700238423e-16,2.425706805155077e-11,7.435047613984699e-15,1.1464114463290357e-17,6.178212306639929e-22,5.519514886482318e-21
1.3240402613143788e-07,0.7580881427442947,7.224255359180547e-07,1.9291401017046302e-08,4.097106829376132e-07,4.270642597366684e-07,0.0,0.0,1.1753987200034585e-06,1.6639050049299666e-10,1.15310917084834e-09,4.978792207855578e-12,3.956815938431747e-14,1.610209572705379e-22,1.54259141224559e-16,2.075565802845421e-11,2.9754627476760383e-08,1.6212591134052988e-11,1.2258838731408174e-16,4.433254017527731e-17,1.3905098100328069e-08,8.786130417921183e-15,3.352061042070482e-12,2.2535737166112636e-15,4.3982591308968397e-13,3.208852265447971e-11,3.0407314948239793e-13,1.376308174398821e-15,9.566356352245567e-17,1.3413785063892359e-17,4.933354913820554e-15,2.2509405398619828e-18,6.022564810198032e-13,4.427565142307957e-22,3.76,0.0,0.9744830679408927,0.9992104277710685,1.0919654276115924e-07,6.723318939694557e-10,0.004434377422349642,0.004434410735246131,3.6420774578723323e-10,4.303526831475005e-13,0.0007878979798666757,3.514906689149856e-10,1.5492935098507404e-10,4.6511427930388003e-07,6.787202098361262e-08,6.278404610496073e-07,5.462190105275661e-07,0.0001630223225934239,2.0324457979478153e-10,4.5766875677229143e-07,2.831977143415941e-09,3.4361568464836794e-12,6.7605861441131e-10,1.2941910563957331e-08,1.1158294578462585e-13,7.717335574870596e-14,4.0376681879124474e-10,1.0908801318504185e-14,3.043925147706152e-08,5.1143800048085496e-11,4.070499783869784e-11,6.901762729711898e-15,9.293870592804035e-16,2.7370637980963742e-11,8.41327919003618e-15,1.3510653417644118e-17,7.270333772651624e-22,6.74988884189569e-21
1.3606575492727005e-07,0.7581045969633855,7.49963608633252e-07,2.028263282348289e-08,4.309020349512554e-07,4.5644308622481774e-07,0.0,0.0,1.2081647673484536e-06,1.7571247597538059e-10,1.2515973143555856e-09,5.2507234813593464e-12,4.3728976472865474e-14,1.8019757288531171e-22,1.6498369843965637e-16,2.1286731006372452e-11,3.11873659906032e-08,1.7411245171795493e-11,1.4025500499692975e-16,4.9730725719233245e-17,1.4684430299264407e-08,9.423380765772167e-15,3.3669185511279294e-12,2.5528952825579972e-15,4.629614859548433e-13,3.576298561548971e-11,3.284902678207904e-13,1.518820986310911e-15,1.0780184580229441e-16,1.498496074338712e-17,5.323271954413741e-15,2.509095275506436e-18,6.651619274895199e-13,5.361411665081738e-22,3.76,0.0,0.9743583936540475,0.999210366607579,1.1817162266448814e-07,7.233802721705925e-10,0.004556721673163147,0.0045567568408501034,3.7435618039625873e-10,4.426195818998262e-13,0.0007878979317050326,3.858805415819604e-10,1.746639122301642e-10,4.7660313224714214e-07,6.959808345526697e-08,6.601207885593952e-07,5.727050883231228e-07,0.00016750701131784733,2.2286527202467827e-10,4.832537699136714e-07,2.9270429721165174e-09,3.6294861411316136e-12,7.057877144242264e-10,1.3312178758264871e-08,1.262618163025446e-13,8.617789683047262e-14,4.301652752564994e-10,1.2679742684220652e-14,3.1924012378690755e-08,5.241632630760291e-11,4.383902539012434e-11,7.637079168241528e-15,9.828774182633472e-16,3.078275287251765e-11,9.487712449988248e-15,1.5846482747378028e-17,8.515266863578706e-22,8.211256572636613e-21
1.3972748372310223e-07,0.7581210492840796,7.77791550844665e-07,2.1289755587293638e-08,4.5252389511728005e-07,4.869227774593596e-07,0.0,0.0,1.2409470972284297e-06,1.8528817502393527e-10,1.3555723836141832e-09,5.529560021312431e-12,4.8187671261894807e-14,2.0100356700864633e-22,1.7613760726466766e-16,2.1824245264907212e-11,3.265427121028241e-08,1.8665019471998207e-11,1.5983448754959912e-16,5.560464100972364e-17,1.5484987978305367e-08,1.0085983824745102e-14,3.3819321153264942e-12,2.8824209299189665e-15,4.866847972710841e-13,3.972830210362837e-11,3.540804286566722e-13,1.6716424157004206e-15,1.2112233635813615e-16,1.6692708948295447e-17,5.7339898344528405e-15,2.7877098302524813e-18,7.32510008025897e-13,6.457210609418562e-22,3.76,0.0,0.9742337336230176,0.9992103046266397,1.2760392300652697e-07,7.768499904595723e-10,0.004679050248003988,0.004679087325241805,3.8450331469787233e-10,4.548849089590435e-13,0.0007878978828990367,4.2249038142565446e-10,1.9624256961215143e-10,4.882422746816201e-07,7.134561626147537e-08,6.9322149571294e-07,5.998415821690186e-07,0.0001719904198272434,2.437784181015875e-10,5.095302259480535e-07,3.0229286395669145e-09,3.828158328649775e-12,7.361865540940981e-10,1.3685625929600963e-08,1.423975726655194e-13,9.595556014260726e-14,4.576767343613155e-10,1.4677966941424112e-14,3.3445409550426375e-08,5.37054328292124e-11,4.7126284601282334e-11,8.429018117493204e-15,1.0379509048079195e-15,3.451260941233562e-11,1.0664698006447704e-14,1.8502342752828274e-17,9.929079845446157e-22,9.93947922325024e-21
1.433892125189344e-07,0.7581374997091146,8.059151632838786e-07,2.2312588767906197e-08,4.7456939424907413e-07,5.185147335460414e-07,0.0,0.0,1.273745978784627e-06,1.951175887213999e-10,1.4651881251946809e-09,5.815390587622518e-12,5.2955807640665325e-14,2.2353398686369814e-22,1.877328577392248e-16,2.2369080098264082e-11,3.4155759461835335e-08,1.9975207849458843e-11,1.814694116364389e-16,6.198112413293084e-17,1.6306769398818658e-08,1.07740864399099e-14,3.3971265183566384e-12,3.2443053594821875e-15,5.110029725067773e-13,4.399771137543392e-11,3.8086284775122704e-13,1.835240323831964e-15,1.3570993845521594e-16,1.8545364395012828e-17,6.166298367466976e-15,3.0877089518344442e-18,8.044626554974041e-13,7.737263454591902e-22,3.76,0.0,0.9741090878242826,0.9992102418269657,1.3750256984049855e-07,8.327979245980426e-10,0.004801363148474025,0.004801402190449806,3.9464914882515513e-10,4.671486644880646e-13,0.0007878978334475962,4.6138997100970734e-10,2.1977696143175327e-10,5.000336858278696e-07,7.311500723679815e-08,7.271526584138356e-07,6.27636999958763e-07,0.00017647254822930703,2.6603031821776636e-10,5.364977821728369e-07,3.119647981228343e-09,4.032178467454948e-12,7.672660320720394e-10,1.4062482727139704e-08,1.6009117035967219e-13,1.0655115648868827e-13,4.863290178304501e-10,1.6925377939147455e-14,3.5003917315253186e-08,5.501135730082048e-11,5.057071234650403e-11,9.280454904256494e-15,1.094615812351541e-15,3.8580037155827495e-11,1.1950802031549941e-14,2.1511228019504625e-17,1.1529006932542859e-21,1.1974917937103176e-20
1.4705094131476658e-07,0.7581539482412669,8.343402871494406e-07,2.335099204903829e-08,4.970318148425408e-07,5.512305825518669e-07,0.0,0.0,1.306561686734859e-06,2.052007104934798e-10,1.5805988613449706e-09,6.108315228790052e-12,5.804503165163495e-14,2.478889982129975e-22,1.9978247785170144e-16,2.292210238118892e-11,3.569225285551473e-08,2.134312448656268e-11,2.0530863152855687e-16,6.888773856071709e-17,1.7149772826757624e-08,1.1487825874202701e-14,3.4125261160056225e-12,3.640799400363005e-15,5.359233319559648e-13,4.8584664261766836e-11,4.088564656128238e-13,2.010095615441707e-15,1.5165393344249582e-16,2.055161144441843e-17,6.621012579246273e-15,3.410030391769827e-18,8.811812976885378e-13,9.22618081292721e-22,3.76,0.0,0.9739844562342607,0.9992101782072403,1.4787654432011247e-07,8.912816277788383e-10,0.004923660376168026,0.004923701438500354,4.047936829105967e-10,4.794108486491403e-13,0.0007878977833494958,5.026487158309988e-10,2.4538181844523424e-10,5.119791670526803e-07,7.490660275005659e-08,7.619245424280761e-07,6.560999556928175e-07,0.0001809533966318639,2.896674986334171e-10,5.641560959890823e-07,3.2172151871215133e-09,4.241551708579206e-12,7.990373230979159e-10,1.4442960977015374e-08,1.7944783647304073e-13,1.1801104123155383e-13,5.161504575005757e-10,1.9445338069058258e-14,3.6600016465517504e-08,5.6334314715654206e-11,5.4176302919874554e-11,1.019435032041085e-14,1.1528805729155183e-15,4.3005497876944626e-11,1.3352806098014015e-14,2.4908484618238382e-17,1.3333498075173225e-21,1.4362877662818233e-20
1.5071267011059876e-07,0.7581703948833474,8.630727752192848e-07,2.440486198251566e-08,5.19904591346893e-07,5.850821813647202e-07,0.0,0.0,1.3393945011463663e-06,2.1553753615316408e-10,1.701959507686297e-09,6.408445125389682e-12,6.346707382301722e-14,2.741742844478619e-22,2.1230055624925205e-16,2.3484167357950927e-11,3.7264178716875223e-08,2.2770104087973483e-11,2.3150742080568505e-16,7.635277473547091e-17,1.8013996532798015e-08,1.2227330433985462e-14,3.428154874418142e-12,4.07425215687593e-15,5.614533684800561e-13,5.350282807234498e-11,4.380799698381698e-13,2.1967026541720296e-15,1.6904814636602408e-16,2.2720495201050668e-17,7.098972452769164e-15,3.75562511761097e-18,9.628267593407006e-13,1.095104584252798e-21,3.76,0.0,0.9738598388292995,0.9992101137661159,1.5873468593980047e-07,9.523593393996676e-10,0.0050459419326737325,0.005045985071417363,4.1493691708610186e-10,4.916714616038751e-13,0.000787897732603872,5.463356271774421e-10,2.7317493319794905e-10,5.2408037008909e-07,7.672071432539501e-08,7.975475843229946e-07,6.852391603384467e-07,0.0001854329651428867,3.1473669547613183e-10,5.925048249019218e-07,3.315644781069075e-09,4.456283297759823e-12,8.315118662268622e-10,1.4827255176845396e-08,2.005771558203551e-13,1.303831426733323e-13,5.471698960034837e-10,2.2262725933284152e-14,3.823419370308721e-08,5.7674500982620276e-11,5.794710863872995e-11,1.1173752128690293e-14,1.2127537603357806e-15,4.7810084652539467e-11,1.4877706926555022e-14,2.873190901973347e-17,1.5362269621549282e-21,1.715408416939598e-20
1.5437439890643094e-07,0.7581868396381984,8.921184683098994e-07,2.5474128827810333e-08,5.431813100483583e-07,6.200816155374954e-07,0.0,0.0,1.37224470722744e-06,2.2612806394335565e-10,1.82942559077547e-09,6.715902443862623e-12,6.923375214015281e-14,3.025014611238801e-22,2.2530226410451983e-16,2.40561194315867e-11,3.887196910253389e-08,2.425750201830237e-11,2.602276192369461e-16,8.440525170867181e-17,1.889943879247555e-08,1.2992720054e-14,3.4440364044915894e-12,4.547113176935237e-15,5.876007285516554e-13,5.876609178961296e-11,4.685518161075755e-13,2.3955696822877243e-15,1.879911160108881e-16,2.506143280092385e-17,7.601042699777008e-15,4.1254575508574304e-18,1.0495591721195886e-12,1.2941584091798181e-21,3.76,0.0,0.9737352355856712,0.9992100485022132,1.7008569577611068e-07,1.0160899929683185e-09,0.0051682078195719105,0.005168253091222416,4.25078851482996e-10,5.039305035132447e-13,0.0007878976812096841,5.925193072321538e-10,3.032771288441051e-10,5.363388207314864e-07,7.855762420755447e-08,8.340323752398287e-07,7.150634141140791e-07,0.00018991125387051195,3.4128483913899337e-10,6.215436265209952e-07,3.4149516018571464e-09,4.676378577657969e-12,8.647013537194347e-10,1.5215543920795305e-08,2.2359315780082422e-13,1.4371699062093874e-13,5.794166877491249e-10,2.5403994990242764e-14,3.9906941163296814e-08,5.903209595855953e-11,6.188724039577337e-11,1.2221796578806749e-14,1.2742440936596753e-15,5.301552069317376e-11,1.6532716043458852e-14,3.302184873325495e-17,1.763635585867449e-21,2.0405196102967508e-20
1.5803612770226312e-07,0.7582032825086926,9.21483176172003e-07,2.6558753587081663e-08,5.668557086123004e-07,6.562411983169932e-07,0.0,0.0,1.405112595135752e-06,2.369722945779595e-10,1.9631532655298557e-09,7.030820200534295e-12,7.53569756195503e-14,3.329885065794981e-22,2.38803876522597e-16,2.4638792947757615e-11,4.051606038682916e-08,2.5806694426091804e-11,2.9163778473208247e-16,9.30749188314294e-17,1.9806097886323944e-08,1.3784106844526136e-14,3.4601939930773294e-12,5.0619346423426894e-15,6.143731960860746e-13,6.438857149115625e-11,5.002902479217809e-13,2.607219244950402e-15,2.0858626943922855e-16,2.758422489120077e-17,8.12811256053502e-15,4.520505826450219e-18,1.141537892091626e-12,1.5230339830728271e-21,3.76,0.0,0.9736106464795656,0.9992099824141232,1.8193813972230652e-07,1.0825332232739021e-09,0.0052904580384364195,0.005290505499934761,4.352194862320296e-10,5.161879745376063e-13,0.0007878976291656073,6.412679362812272e-10,3.3581222753516913e-10,5.487559387577525e-07,8.04175900465282e-08,8.713896470454495e-07,7.455815999588878e-07,0.00019438826292305527,3.693590392821538e-10,6.512721585609063e-07,3.5151507860779846e-09,4.901842990178483e-12,8.986177205371204e-10,1.5607991246825295e-08,2.48614404000767e-13,1.5806374515060893e-13,6.12920700175701e-10,2.889723318138511e-14,4.161875600903953e-08,6.040726599833587e-11,6.600086816784402e-11,1.334170993420594e-14,1.3373604406925203e-15,5.864415793224959e-11,1.8325259352346005e-14,3.782130467453825e-17,2.0178161434764734e-21,2.4179353916580002e-20
1.616978564980953e-07,0.7582197234977291,9.511726622179244e-07,2.7658725231414564e-08,5.909216753189041e-07,6.935734689893721e-07,0.0,0.0,1.4379984598018989e-06,2.480702312815379e-10,2.103299332511616e-09,7.353342135723326e-12,8.184874845807327e-14,3.657602094793883e-22,2.52822793754965e-16,2.5233012969894307e-11,4.219689291019856e-08,2.7419078356318435e-11,3.2591335026657103e-16,1.023922574909908e-16,2.073397210001348e-08,1.4601595602928926e-14,3.4766506308313867e-12,5.621373581309696e-15,6.417786786976295e-13,7.03846159557971e-11,5.333133151446694e-13,2.832188619282253e-15,2.309421011055642e-16,3.029906730431125e-17,8.68109563183517e-15,4.941762070635532e-18,1.2389214243767272e-12,1.785285895774549e-21,3.76,0.0,0.9734860714870882,0.9992099155004057,1.9430045170992675e-07,1.1517493729135152e-09,0.005412692590834244,0.005412742299571294,4.4535882146338173e-10,5.284438748367001e-13,0.0007878975764706054,6.926492619061805e-10,3.7090701844788763e-10,5.613330545775064e-07,8.230084881811913e-08,9.096302605586969e-07,7.768026780296356e-07,0.00019886399240902702,3.990065704389629e-10,6.81690078841698e-07,3.6162577524673203e-09,5.1326820788704636e-12,9.332731344043971e-10,1.6004747904437904e-08,2.7576407654820095e-13,1.734762255775801e-13,6.477123152491379e-10,3.2772223546991986e-14,4.3370140085917916e-08,6.180016608648309e-11,7.029222148665224e-11,1.4536810009658807e-14,1.4021118216933506e-15,6.471897538327484e-11,2.026297662347172e-14,4.317603527730614e-17,2.3011514670533035e-21,2.854676768223871e-20
1.6535958529392747e-07,0.7582361626082313,9.811926314983873e-07,2.8774058113468102e-08,6.153732480266363e-07,7.320911906684937e-07,0.0,0.0,1.4709026007667123e-06,2.5942187982763585e-10,2.2500212550681956e-09,7.683622597784399e-12,8.872117472941188e-14,4.0094863411394723e-22,2.6737756247683985e-16,2.5839596041851647e-11,4.391491068041436e-08,2.909607185351839e-11,3.632367856692533e-16,1.1238848289174886e-16,2.1683059724490066e-08,1.5445284291800618e-14,3.493429037316838e-12,6.228194103583388e-15,6.698251960451246e-13,7.676881241133449e-11,5.67638891423038e-13,3.0710302485112377e-15,2.551723566296398e-16,3.321656292994074e-17,9.260929723212853e-15,5.390232694197803e-18,1.3418673546263332e-12,2.0847878559742578e-21,3.76,0.0,0.9733615105842541,0.9992098477595909,2.0718093691147536e-07,1.2237994982607358e-09,0.0055349114783255545,0.005534963492146557,4.5549685730666477e-10,5.406982045696539e-13,0.0007878975231236657,7.46730590043183e-10,4.0869122552291447e-10,5.74071423088241e-07,8.420762009192538e-08,9.487651955581328e-07,8.087356810722532e-07,0.00020333844243714742,4.302748582292531e-10,7.127970452893376e-07,3.7182881876518927e-09,5.3689014913895385e-12,9.686799864810173e-10,1.640595254132296e-08,3.051700672320646e-13,1.9000893964251725e-13,6.838224311831341e-10,3.706050583733829e-14,4.516159962968029e-08,6.321094161190402e-11,7.476558987663044e-11,1.5810507719988408e-14,1.4685074131502458e-15,7.126357727590174e-11,2.2353720904181897e-14,4.9134662359303695e-17,2.6161721764900076e-21,3.358534581979837e-20
1.6902131408975965e-07,0.7582525998431469,1.0115487213557797e-06,2.9904789561965476e-08,6.402046128967931e-07,7.718073476514126e-07,0.0,0.0,1.503825322030904e-06,2.710272485758847e-10,2.4034771763264006e-09,8.021826436920416e-12,9.598646360016976e-14,4.386936043038404e-22,2.8248789736514e-16,2.645935093416429e-11,4.5670561117949366e-08,3.08391140575942e-11,4.037977641525741e-16,1.2309554587735843e-16,2.2653359056114553e-08,1.6315264485890176e-14,3.5105516844109933e-12,6.885269658493327e-15,6.985208699469424e-13,8.355599238537155e-11,6.032846905526118e-13,3.324312181469571e-15,2.8139622130186414e-16,3.63477337874601e-17,9.868576741343563e-15,5.866938698363252e-18,1.4505322869715368e-12,2.425752319968521e-21,3.76,0.0,0.9732369637469884,0.9992097791901792,2.2058777491869674e-07,1.298745374961196e-09,0.005657114702463724,0.005657169079672721,4.6563359389092695e-10,5.529509638949901e-13,0.0007878974691234225,8.035787777890844e-10,4.4929747498512906e-10,5.869722352142054e-07,8.613810875634918e-08,9.88805542282959e-07,8.413897105177496e-07,0.00020781161311636106,4.63211466179366e-10,7.445927159362158e-07,3.821258033202313e-09,5.61050698200412e-12,1.0048508826499836e-09,1.6811732806791063e-08,3.3696506739556905e-13,2.0771811292288977e-13,7.212824643543918e-10,4.179543912490276e-14,4.699364501730223e-08,6.46397298461917e-11,7.942532326499025e-11,1.7166308640188717e-14,1.536556551603827e-15,7.830219098179964e-11,2.4605557854292648e-14,5.574877875265844e-17,2.9655621900117486e-21,3.938136684271197e-20
1.7268304288559182e-07,0.7582690352054451,1.0422464942442555e-06,3.105097765211494e-08,6.654101029105314e-07,8.127351424505255e-07,0.0,0.0,1.5367669319157403e-06,2.828863485079769e-10,2.563825936037789e-09,8.368128908547485e-12,1.0365693503870656e-13,4.791432068452494e-22,2.9817470318859206e-16,2.7093079370753095e-11,4.746429483769325e-08,3.264966529411445e-11,4.477933334581083e-16,1.3454613479317523e-16,2.3644868396802443e-08,1.721162178995485e-14,3.528040818733264e-12,7.595585316246991e-15,7.278739159756482e-13,9.076123762394487e-11,6.402682818592244e-13,3.592618517734188e-15,3.097385133964991e-16,3.9704033301761805e-17,1.0505022602289802e-14,6.372915990894705e-18,1.5650717880842906e-12,2.8127508001976668e-21,3.76,0.0,0.9731124309511218,0.9992097097906424,2.3452902289141088e-07,1.37664950303128e-09,0.005779302264795381,0.005779359064159577,4.757690313446553e-10,5.652021529706344e-13,0.0007878974144686566,8.632602278360221e-10,4.928612627149407e-10,6.000366275505082e-07,8.809250729859177e-08,1.0297624941692253e-06,8.747739331688704e-07,0.0002122835045558509,4.978640831471694e-10,7.770767489216472e-07,3.925183473863271e-09,5.8575044141298105e-12,1.041798635389448e-09,1.7222206371466603e-08,3.7128665861605827e-13,2.2666171847977422e-13,7.601243513860092e-10,4.701226542254839e-14,4.886679055401112e-08,6.6086661179489e-11,8.427583236852747e-11,1.8607814577202593e-14,1.606268737545934e-15,8.585966474183435e-11,2.7026765010315033e-14,6.307305770682008e-17,3.3521643250509853e-21,4.603019627753437e-20
