Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H4F2(1),O2(2),H2O(3),CH4(4),CH2CHF(56),HF(38),C2H3F(137),C2H3F(136),O2(141),CH2CF(70),CH2CFO(79),C2H3F2(66),C2H3F2(64),CH2CF2(57),C2H2F2(59),CH2F(46),C2H2F(71),CHFO(47),C2H4F(62),S(289),C2H4F(63),C2H3F2(65),CF2CH(73),C2HF2(72),CH2F2(41)
2.1732300497186407e-10,0.6275819015094886,6.54495945415136e-14,1.2863825491635054e-17,1.0490682101651761e-13,2.0419819976324006e-17,0.0,0.0,1.5823255559601753e-10,9.081007119557561e-18,1.4567222677085646e-19,3.82733355961642e-21,4.6824137047810855e-28,1.9320849395393901e-35,2.8160202311084488e-25,1.2791885394414696e-17,4.518540362099498e-22,1.6640582726017467e-21,3.4129611268484717e-32,1.5335863171353526e-31,2.380865660113971e-16,8.362122521737285e-26,1.0595051849367906e-15,1.6336696316672824e-36,1.472459445132086e-29,2.502985091721069e-27,6.428509070146245e-25,2.9876808278453253e-32,4.464710665102754e-47,1.278524021932858e-43,1.3655142152833947e-32,1.6407406448130815e-34,2.561286360747391e-26,1.1491834238326351e-45,3.76,0.0,0.5282455642004465,0.9998435246861517,2.1499612316284655e-17,3.419080844453047e-27,5.167400892388017e-07,5.167400905148839e-07,3.4586670153409567e-16,4.827825241447933e-20,0.00015647515551076558,9.819646249151689e-20,3.23226196590364e-21,1.5799806077993838e-10,1.6554435353065122e-13,4.2593886003526113e-16,6.365183503029566e-14,1.2925133327257195e-08,6.747643151548871e-19,1.0492470764798394e-13,4.007668479954843e-16,5.318808118432998e-20,5.4656480379925053e-17,6.780713640189703e-15,2.9863096942271267e-28,1.4943273960395046e-25,1.0747071905967971e-15
2.3312702316442747e-10,0.6275819060248281,7.513719022417235e-14,1.434328481031953e-17,1.2071718569680572e-13,2.511236347684328e-17,0.0,0.0,1.697386667514843e-10,1.0449758567003043e-17,1.7981680695155347e-19,4.7221851364103906e-21,6.084814630343966e-28,2.3828372568850983e-35,3.238043971965575e-25,1.471049290508824e-17,5.575035291951126e-22,2.0531242489486156e-21,4.4018684647294194e-32,1.8930979416290668e-31,2.73973599759121e-16,1.0321453947983561e-25,1.135563919120497e-15,2.3210449167314908e-36,1.948742292939822e-29,3.1723974656148344e-27,7.935557926614625e-25,4.230111913323251e-32,7.290842563165659e-47,1.9404963456624524e-43,1.808952548948468e-32,2.3282847382675105e-34,3.391513642068489e-26,1.8783102983312217e-45,3.76,0.0,0.528245526140963,0.9998353239610944,2.65390166637454e-17,4.5257220019771325e-27,5.543180962941642e-07,5.54318097761302e-07,3.9682798564429204e-16,5.551326713952971e-20,0.00016467586904601254,1.1299528295453059e-19,3.762736484507659e-21,1.6946864794916883e-10,1.9044374585003061e-13,5.256749877889727e-16,7.324056290270673e-14,1.3865057542994998e-08,7.764631436814857e-19,1.2073928351494334e-13,4.610539537984241e-16,6.177089780828864e-20,6.288567833935664e-17,7.801965522888766e-15,3.9538245627215865e-28,1.8444515955946506e-25,1.1530492974373136e-15
2.489310413569909e-10,0.6275819105401672,8.549680618926802e-14,1.5935923411263895e-17,1.37636495052933e-13,3.047457774714415e-17,0.0,0.0,1.812446978878241e-10,1.1914548003891572e-17,2.1891848169630146e-19,5.746301957614583e-21,7.779108190090104e-28,2.898420185957865e-35,3.689172038228451e-25,1.676173777709113e-17,6.784154254915921e-22,2.4983925235854253e-21,5.581740597181659e-32,2.304832836626462e-31,3.1237882219378656e-16,1.2565037739230263e-25,1.2114896985240871e-15,3.2225620697107976e-36,2.5320001366184156e-29,3.969730768958706e-27,9.661470840931473e-25,5.855282253155808e-32,1.1528553280665463e-46,2.866387075116169e-43,2.3526424979727976e-32,3.2287694748259403e-34,4.408868530708732e-26,2.972728732459571e-45,3.76,0.0,0.5282454880814824,0.9998274644432411,3.231005106678697e-17,5.88118061111365e-27,5.918961006314578e-07,5.918961023027918e-07,4.511249111238176e-16,6.324717675357895e-20,0.00017253537537643735,1.2883223396729226e-19,4.338371339391816e-21,1.809366544750494e-10,2.1707916386407608e-13,6.398614653371434e-16,8.350096541150152e-14,1.4804980581421687e-08,8.852964883277174e-19,1.3766341776518145e-13,5.2554604455783e-16,7.105529891996778e-20,7.169037917460292e-17,8.894708577572505e-15,5.139233446467809e-28,2.2453679428016075e-25,1.2314169937484053e-15
2.8053907774211775e-10,0.6275819195708447,1.082350344418522e-13,1.9490882875218576e-17,1.7480172786786755e-13,4.338775540174146e-17,0.0,0.0,2.042565354759514e-10,1.5132237945092647e-17,3.1333664831321036e-19,8.216826506167963e-21,1.2196429792477114e-27,4.141143263472586e-35,4.678477595062945e-25,2.1261106779400637e-17,9.70099817061963e-22,3.5725338801424796e-21,8.596433412400562e-32,3.2991738961848497e-31,3.9674383253736683e-16,1.798183219647158e-25,1.3629433426112256e-15,5.860650635048274e-36,4.0798909335703134e-29,6.0186183966553944e-27,1.382926659389985e-24,1.0594223444542828e-31,2.657871818464166e-46,5.83935103294613e-43,3.7982047332154687e-32,5.858177009836129e-34,7.111483821542223e-26,6.865859993209451e-45,3.76,0.0,0.5282454119625294,0.999812712836999,4.624531480274389e-17,9.479462225727456e-27,6.670521011519726e-07,6.670521032709897e-07,5.696059330075419e-16,8.020712090449763e-20,0.00018728695856948705,1.636205962002259e-19,5.628208302594899e-21,2.0386494381078584e-10,2.7555225800257626e-13,9.154774097357073e-16,1.0603619004892769e-13,1.6684823126393386e-08,1.1243660710985308e-18,1.7484030820125557e-13,6.671319375762111e-16,9.17627422197757e-20,9.102527304290301e-17,1.1294579741270589e-14,8.287564281855501e-28,3.213311876162727e-25,1.3882292340784588e-15
3.0659672975085084e-10,0.6275819270157308,1.2900826367637857e-13,2.2827436186834738e-17,2.0877604051019941e-13,5.643778371643528e-17,0.0,0.0,2.2322727638028354e-10,1.8073782956801805e-17,4.0899890625623034e-19,1.0717039674918094e-20,1.7062880190393815e-27,5.397554468663319e-35,5.581038080040049e-25,2.5367131154720864e-17,1.2652927657158894e-21,4.6595833687074534e-21,1.183710616506934e-31,4.306805849737763e-31,4.7386919468596275e-16,2.346909829122964e-25,1.4874037822215656e-15,9.140321609462057e-36,5.815086072700249e-29,8.256601928562731e-27,1.805229171844855e-24,1.6465469896890645e-31,4.942904622513227e-46,9.912127093742973e-43,5.422196117077407e-32,9.119053438559902e-34,1.0144650635387975e-25,1.278731886484016e-44,3.76,0.0,0.5282453492101048,0.9998014599644086,6.036424545013066e-17,1.3514555706768333e-26,7.290106684494578e-07,7.290106709767885e-07,6.770576171593035e-16,9.56797308342338e-20,0.00019853981215530047,1.9542308805175093e-19,6.833853116235947e-21,2.227592916749792e-10,3.289669313140152e-13,1.1945951740478202e-15,1.2663335482471975e-13,1.823456099485446e-08,1.3429146829680633e-18,2.0882643880927877e-13,7.96475477679444e-16,1.1101389863047064e-19,1.0869390026490107e-16,1.3487891262685616e-14,1.1820023834687567e-27,4.193840683791292e-25,1.5175823263939853e-15
3.3265438175958393e-10,0.627581934460616,1.5161766867724265e-13,2.6567041255515237e-17,2.457643836226037e-13,7.187720680748053e-17,0.0,0.0,2.4219784521982223e-10,2.127640240841242e-17,5.22381724566114e-19,1.3677310765082688e-20,2.3252498175401947e-27,6.88381388613182e-35,6.561890103703659e-25,2.983048244278131e-17,1.6148067376620664e-21,5.94665812882746e-21,1.5864983264657154e-31,5.501334440724627e-31,5.57840348351521e-16,2.997185365191338e-25,1.6115057699417493e-15,1.3747893546646074e-35,8.051381855363752e-29,1.1101027568146866e-26,2.3057929243160667e-24,2.469205611269169e-31,8.736988017350123e-46,1.611888028210285e-42,7.519303563128425e-32,1.3690026828007188e-33,1.405789898840291e-25,2.263554302150428e-44,3.76,0.0,0.5282452864576881,0.9997909685851049,7.709863271946715e-17,1.871657105737776e-26,7.909692283581881e-07,7.909692313291431e-07,7.932044356345286e-16,1.1249424447453965e-19,0.00020903117245145802,2.300481916049508e-19,8.171323800170419e-21,2.4164667838773176e-10,3.870827041558292e-13,1.5252768782539045e-15,1.4905458920341414e-13,1.9784295662896847e-08,1.5808568473319378e-18,2.458287947561874e-13,9.372086451741526e-16,1.3226765027985433e-19,1.2792384397612633e-16,1.5875275347084352e-14,1.637634216723265e-27,5.3558224951021435e-25,1.6470052352568273e-15
3.561062685674437e-10,0.6275819411610124,1.7353877181647637e-13,3.030532423412287e-17,2.8163069792180674e-13,8.79829336242647e-17,0.0,0.0,2.5927122175837627e-10,2.4381976378623515e-17,6.40821358380638e-19,1.6766560976511486e-20,3.0135591946359535e-27,8.433505169414982e-35,7.511354630611554e-25,3.415206530313338e-17,1.9795520777319253e-21,7.28981081960816e-21,2.0245798558214723e-31,6.749412053703923e-31,6.392675378543017e-16,3.676365881893469e-25,1.7228919539743429e-15,1.9333020455574913e-35,1.0564925496944854e-28,1.4277501323810454e-26,2.8287146146157862e-24,3.464229003436886e-31,1.4056173162873785e-45,2.419747753468769e-42,9.880796776652964e-32,1.9219213336420985e-33,1.846070921778887e-25,3.6463666477616433e-44,3.76,0.0,0.5282452299805194,0.9997821347540373,9.457941743563866e-17,2.4565257443312432e-26,8.467319259587803e-07,8.467319293590699e-07,9.050645948829584e-16,1.2877044991360397e-19,0.00021786498640948956,2.636243489828343e-19,9.490057877457401e-21,2.5863938895827574e-10,4.434009770028609e-13,1.8705681165706827e-15,1.7079272440522294e-13,2.117905412781193e-08,1.8115858106669343e-18,2.8170975141684273e-13,1.0735944091243318e-15,1.5313017634168337e-19,1.4656477843808374e-16,1.818977157935085e-14,2.150151821834142e-27,6.569450180821849e-25,1.7635456198621227e-15
3.7955815537530346e-10,0.6275819478614081,1.9695221719003312e-13,3.442230569601988e-17,3.1993802541344437e-13,1.0633587844694813e-16,0.0,0.0,2.76344480025361e-10,2.7699016717171015e-17,7.75931003052635e-19,2.0287316574626308e-20,3.843976451193082e-27,1.0198224444692565e-34,8.523786254275809e-25,3.8761320700752066e-17,2.3952479615501307e-21,8.820574646029703e-21,2.541953430273381e-31,8.173484951620531e-31,7.262398174743123e-16,4.45103357639969e-25,1.8339894122661214e-15,2.660265947616262e-35,1.3624233978897895e-28,1.8139381846478744e-26,3.425271566170909e-24,4.7569816350115154e-31,2.1936434350393525e-45,3.5400906306692834e-42,1.2760128163047534e-31,2.6401777232250702e-33,2.3824610387476025e-25,5.6979933194269e-44,3.76,0.0,0.5282451735033568,0.9997738408037945,1.145206244211785e-16,3.1685883195732136e-26,9.024946175747038e-07,9.02494621432711e-07,1.0237712099578483e-15,1.4612581729368737e-19,0.00022615891954076654,2.994873029602854e-19,1.091971091696704e-20,2.7562648696225725e-10,5.035171622985326e-13,2.264307694272727e-15,1.9400732328480106e-13,2.2573810000449606e-08,2.0580227094800127e-18,3.200337861784569e-13,1.2191830345303754e-15,1.7565324633101237e-19,1.6646862830197012e-16,2.0661314978876628e-14,2.7744144124407023e-27,7.953700687178975e-25,1.8801426927092467e-15
4.030100421831632e-10,0.6275819545618031,2.218603873526561e-13,3.8942773808053936e-17,3.6068620407010634e-13,1.270841097814561e-16,0.0,0.0,2.934176290830907e-10,3.1227521749093923e-17,9.288077522390054e-19,2.4267331674291436e-20,4.834768282846963e-27,1.2191522361740268e-34,9.598973331415791e-25,4.3657417606927926e-17,2.865171844073142e-21,1.0551016628506556e-20,3.1461387311728285e-31,9.785240316588575e-31,8.187571867324337e-16,5.327451617204513e-25,1.9447989089004267e-15,3.5912410754038127e-35,1.730267910333751e-28,2.2796245622044403e-26,4.100316760192611e-24,6.409802647517428e-31,3.3330115908139613e-45,5.0629373030874376e-42,1.6228291347778316e-31,3.55818630253693e-33,3.02801948306106e-25,8.668696402469322e-44,3.76,0.0,0.5282451170262005,0.9997660537388695,1.3708419034593692e-16,4.02499877303306e-26,9.582573032060628e-07,9.58257307550068e-07,1.1492330893412678e-15,1.6455667815551296e-19,0.00023394596735200974,3.3763735356162035e-19,1.2462054732828486e-20,2.926079837604107e-10,5.67426544458227e-13,2.7096544470804883e-15,2.186978983385e-13,2.396856328083474e-08,2.3201671955947755e-18,3.60800872903666e-13,1.373963771968112e-15,1.9985186709292209e-19,1.8763456456624828e-16,2.3289833899123303e-14,3.525571162133398e-27,9.519766730193473e-25,1.9967965186339046e-15
4.2823290657608806e-10,0.6275819617681805,2.503205280995155e-13,4.428334800098383e-17,4.0723560682458465e-13,1.5224228660648086e-16,0.0,0.0,3.117799509147723e-10,3.525850219231853e-17,1.1143145634415937e-18,2.9092152925661325e-20,6.1015600313006065e-27,1.4605886412382122e-34,1.0825155044264912e-24,4.92424476622965e-17,3.434846458396212e-21,1.2648765823337268e-20,3.901532058269577e-31,1.1741582949498526e-30,9.244500469282244e-16,6.390781518481045e-25,2.0636556948923194e-15,4.866392779762897e-35,2.2039161910978295e-28,2.883179765733747e-26,4.919494286112726e-24,8.670170236789111e-31,5.0903929268906336e-45,7.274299591539684e-42,2.0702202789341453e-31,4.8130044717717136e-33,3.860084749016315e-25,1.325775919985812e-43,3.76,0.0,0.5282450562841584,0.9997582089728758,1.6446380916240225e-16,5.128063863196981e-26,1.018230921224256e-06,1.0182309261224109e-06,1.2916060546491675e-15,1.855755514786682e-19,0.00024179071493660666,3.8122139962155367e-19,1.4248549932689956e-20,3.108656050541917e-10,6.403903578884384e-13,3.2498416009397784e-15,2.4689980720993116e-13,2.546863895870163e-08,2.6196388729141177e-18,4.0737322336374083e-13,1.5506800873291794e-15,2.2776305840205247e-19,2.1180655110851345e-16,2.629196869516788e-14,4.493532463361612e-27,1.1419824634986424e-24,2.1223229174606863e-15
4.534557709690129e-10,0.6275819689745571,2.8051537531016027e-13,5.0150278203140634e-17,4.566080433713294e-13,1.8052753077091604e-16,0.0,0.0,3.301421661973466e-10,3.9534087257604635e-17,1.3230068030086277e-18,3.451455022898744e-20,7.601789513020523e-27,1.7316915989745502e-34,1.2123422429376487e-24,5.515729038653593e-17,4.075081866501625e-21,1.5006330859286566e-20,4.775645958501344e-31,1.3943165654847648e-30,1.0365570957062442e-15,7.586834606332225e-25,2.1821812124952764e-15,6.480722225960195e-35,2.768471186154211e-28,3.609660368408396e-26,5.841114629275765e-24,1.15276388322895e-30,7.587770423464765e-45,1.0238035516560127e-41,2.604488750730088e-31,6.398242726678678e-33,4.8528630773766155e-25,1.9789466719491112e-43,3.76,0.0,0.5282449955421235,0.9997508786327653,1.9526553887568263e-16,6.443237434364943e-26,1.0782045323201493e-06,1.078204537804927e-06,1.4415786054766143e-15,2.0782971643827224e-19,0.00024912103663561077,4.274518961117922e-19,1.6169271743589395e-20,3.2911677252841173e-10,7.17730592106607e-13,3.857293848374719e-15,2.7680786005547625e-13,2.696871163807462e-08,2.9372793133686903e-18,4.567714793928969e-13,1.738003465906393e-15,2.57642004029062e-19,2.374364456612641e-16,2.947551065440901e-14,5.6481977187375885e-27,1.3557047813994513e-24,2.247915120161153e-15
4.786786353619378e-10,0.6275819761809333,3.124478809375616e-13,5.657452630463337e-17,5.088033209713416e-13,2.1212496457359327e-16,0.0,0.0,3.4850428422364963e-10,4.4054275256359367e-17,1.556249043497261e-18,4.056874214427369e-20,9.362435401223806e-27,2.034118632270058e-34,1.3493514742531085e-24,6.140092094745118e-17,4.789918888109882e-21,1.763858939206419e-20,5.778047990386253e-31,1.640461928161581e-30,1.1550783324704681e-15,8.923390726266973e-25,2.3003764040033803e-15,8.4978826420674e-35,3.4348049724653983e-28,4.4777728829566414e-26,6.871217125697207e-24,1.509344494735604e-30,1.1067925222430735e-44,1.4146379173815131e-41,3.2362682921366077e-31,8.374888821644932e-33,6.025820611002952e-25,2.8905896223407417e-43,3.76,0.0,0.5282449348000956,0.9997440289852239,2.2969080163230856e-16,7.995982329835498e-26,1.138178136493865e-06,1.138178142597618e-06,1.5990419300431165e-15,2.3131465076061957e-19,0.0002559706657628063,4.763293926602717e-19,1.8226052173269822e-20,3.473614983218797e-10,7.994414063069502e-13,4.535925983798989e-15,3.08421454031511e-13,2.8468781318976016e-08,3.2730881950644833e-18,5.08995617094595e-13,1.935920585359861e-15,2.8950106947908357e-19,2.6452321787050536e-16,3.2840371010202e-14,7.01212163957653e-27,1.5945341800138909e-24,2.3735732074396003e-15
5.039014997548627e-10,0.6275819833873086,3.4612099263781594e-13,6.358709710527156e-17,5.63821249381148e-13,2.4722002469848203e-16,0.0,0.0,3.6686631368747966e-10,4.881906461972269e-17,1.8154057553793283e-18,4.728884087487296e-20,1.141194438309081e-26,2.3695175810170075e-34,1.4935172103432782e-24,6.797231758580704e-17,5.583385769293043e-21,2.056037283658788e-20,6.918335470016805e-31,1.91406108503124e-30,1.2800137566248854e-15,1.040822556022256e-24,2.418242208894332e-15,1.0989059152478825e-34,4.21438703646774e-28,5.508189774387996e-26,8.015841747901585e-24,1.9491869615630825e-30,1.583332646681926e-44,1.9226263307208575e-41,3.976818568355405e-31,1.0810912728580679e-32,7.399535259102795e-25,4.140873653549457e-43,3.76,0.0,0.5282448740580749,0.9997376285086057,2.6794100589688105e-16,9.81317675683584e-26,1.1981517337455272e-06,1.1981517405004873e-06,1.7638887745378373e-15,2.5602584652055945e-19,0.0002623711239638737,5.278544992817373e-19,2.0420618756913302e-20,3.65599793970175e-10,8.85516968263714e-13,5.289647613143365e-15,3.417399874304574e-13,2.9968848001425695e-08,3.627065230987197e-18,5.640456149935501e-13,2.1444181408718485e-15,3.233508495678919e-19,2.9306583772827703e-16,3.638646111028202e-14,8.609137641859617e-27,1.859860566749556e-24,2.4992972600152198e-15
5.291243641477876e-10,0.6275819905936834,3.815376537242273e-13,7.121903843358693e-17,6.216616406063116e-13,2.8599846175362985e-16,0.0,0.0,3.852282627230504e-10,5.3828453890815954e-17,2.1018413084274415e-18,5.470885261553857e-20,1.3780230462722727e-26,2.7395266479341156e-34,1.644813548675003e-24,7.48704615924832e-17,6.459498220138061e-21,2.378646651830884e-20,8.206118439111602e-31,2.2165845992387152e-30,1.4113633675734987e-15,1.2049110628759111e-24,2.5357795638514572e-15,1.4033395684029926e-34,5.119281670378314e-28,6.723659608705585e-26,9.281029109285294e-24,2.4860965802379105e-30,2.2256358267489262e-44,2.5743255841101995e-41,4.838026984047303e-31,1.378162487702439e-32,8.995696494873175e-25,5.828713684905738e-43,3.76,0.0,0.5282448133160612,0.9997316477472262,3.1021754662179955e-16,1.1923109876985089e-25,1.258125324075257e-06,1.2581253315135363e-06,1.936013420771142e-15,2.8195881012905327e-19,0.00026835186692345274,5.820278861356743e-19,2.2754605236102095e-20,3.8383167044531015e-10,9.759514541801753e-13,6.122363161552077e-15,3.7676285962293844e-13,3.1468911685441405e-08,3.999210167429546e-18,6.219214537894413e-13,2.3634828451238012e-15,3.592003485326088e-19,3.2306327557405114e-16,4.0113692410930214e-14,1.0464356741068111e-26,2.1530732107502242e-24,2.6250873586220705e-15
5.543472285407125e-10,0.6275819978000577,4.187008031256425e-13,7.950144123969856e-17,6.82324308682184e-13,3.286463398054208e-16,0.0,0.0,4.035901389412108e-10,5.90824417176252e-17,2.4169199729598104e-18,6.286267789097784e-20,1.6498674266849652e-26,3.1457744436314603e-34,1.8032146713965564e-24,8.209433728731868e-17,7.422259452047756e-21,2.7331609820407643e-20,9.65100620027412e-31,2.5495071386647678e-30,1.5491271647203247e-15,1.3853813293275198e-24,2.6529894027840446e-15,1.7718422417065404e-34,6.162145382484677e-28,8.149117321124433e-26,1.0672820468482668e-23,3.135328561887607e-30,3.0790883326012316e-44,3.400575770195678e-41,5.832410480926381e-31,1.7370030230240958e-32,1.083710515451804e-24,8.074932390195466e-43,3.76,0.0,0.5282447525740547,0.999726059177592,3.567218053968324e-16,1.435547741791722e-25,1.3180989074831735e-06,1.3180989156367686e-06,2.1153116642466056e-15,3.0910906232003293e-19,0.0002739404181352153,6.388502833095242e-19,2.5229561059972816e-20,4.020571381921442e-10,1.0707390485494873e-12,7.037971880893978e-15,4.134894710047495e-13,3.296897237103886e-08,4.389522782593445e-18,6.826231161378486e-13,2.5931014282734395e-15,3.9705714023315053e-19,3.5451450209612826e-16,4.402197647161904e-14,1.2604166477910558e-26,2.4755607502071537e-24,2.750943584009055e-15
5.795700929336374e-10,0.6275820050064312,4.576133753471162e-13,8.846543967428488e-17,7.458090694694431e-13,3.75350035908597e-16,0.0,0.0,4.2195194946388964e-10,6.458102684623334e-17,2.762005921004148e-18,7.178411189020192e-20,1.9600122350842917e-26,3.5898800313449714e-34,1.9686948445658592e-24,8.964293199885693e-17,8.475660214869954e-21,3.121049632916243e-20,1.1262595394122707e-30,2.9143077197776976e-30,1.6933051474693924e-15,1.583009675819955e-24,2.7698726568468047e-15,2.214048423099108e-34,7.356224311980226e-28,9.81179472766767e-26,1.2197257733709106e-23,3.913660851963713e-30,4.198475465689711e-44,4.436937114819268e-41,6.973117326330152e-31,2.1667180327347396e-32,1.29476732366222e-24,1.1025692756080328e-42,3.76,0.0,0.528244691832055,0.9997208370811881,4.0765515058699326e-16,1.7141377291109995e-25,1.3780724839693951e-06,1.3780724928701848e-06,2.301680792457994e-15,3.3747213813683875e-19,0.00027916249611360393,6.983224806155777e-19,2.784696024693886e-20,4.2027620716301073e-10,1.1698739440220572e-12,8.040367857163747e-15,4.5191922294647754e-13,3.4469030058232085e-08,4.798002885287174e-18,7.461505864459704e-13,2.8332606379319314e-15,4.369275175439752e-19,3.8741848833303886e-16,4.811122494992109e-14,1.505622986120478e-26,2.828711199531828e-24,2.8768660169398856e-15
6.047929573265623e-10,0.6275820122128042,4.982783004339073e-13,9.814221114850418e-17,8.121157404697621e-13,4.2629623963300024e-16,0.0,0.0,4.4031370095600866e-10,7.032420811454957e-17,3.138463227358575e-18,8.15068447940009e-20,2.311888650680228e-26,4.073452971094342e-34,2.1412284174383492e-24,9.751523604534048e-17,9.623678833734306e-21,3.543777397632818e-20,1.30504605435117e-30,3.312469951231966e-30,1.8438973152247436e-15,1.7985720073206978e-24,2.886430254458078e-15,2.7405169610614354e-34,8.715351656297902e-28,1.1741331137753308e-25,1.3860383467110278e-23,4.8394669253505834e-30,5.649366382951804e-44,5.724150446642574e-41,8.273928884734494e-31,2.677252159566822e-32,1.5352423702504022e-24,1.485631197444211e-42,3.76,0.0,0.5282446310900626,0.9997159574266176,4.632189374557111e-16,2.0313305229010938e-25,1.438046053534038e-06,1.4380460632137896e-06,2.495019563557213e-15,3.6704358691805044e-19,0.00028404213225632186,7.604453274065315e-19,3.0608209375971925e-20,4.3848888684980074e-10,1.2733503412821933e-12,9.133440017742426e-15,4.920515177468771e-13,3.596908474703353e-08,5.2246503137517606e-18,8.125038506884609e-13,3.0839472391411084e-15,4.78816627032128e-19,4.217742056749416e-16,5.238134959679302e-14,1.784948433818113e-26,3.2139119563098018e-24,3.0028547381930445e-15
6.300158217194872e-10,0.6275820194191765,5.406985039377158e-13,1.0856297638136928e-16,8.812441406551225e-13,4.816719525864271e-16,0.0,0.0,4.586753996556891e-10,7.63119844463739e-17,3.547655870578538e-18,9.206446209878421e-20,2.7090743071955064e-26,4.598093363536554e-34,2.3207898217945197e-24,1.057102427165336e-16,1.087028124571914e-20,4.0028045179935573e-20,1.5024145845459472e-30,3.745482277672664e-30,2.0009036673904335e-15,2.032843813541519e-24,3.002663121317242e-15,3.362774055196266e-34,1.0253945103634093e-27,1.3969884210850429e-25,1.5668240889090986e-23,5.93278867430572e-30,7.509609184760168e-44,7.30861597776676e-41,9.749261379267117e-31,3.279424145300812e-32,1.8077490276884602e-24,1.9775393692385914e-42,3.76,0.0,0.528244570348077,0.9997113977580403,5.236145082772791e-16,2.390515042951374e-25,1.4980196161772182e-06,1.4980196266675837e-06,2.695228185261413e-15,3.978189722828789e-19,0.000288601782402405,8.252197324036421e-19,3.351465498809372e-20,4.566951863143298e-10,1.3811624489310245e-12,1.0321072138555097e-14,5.338857585887829e-13,3.746913643745422e-08,5.669464934574974e-18,8.816828962369038e-13,3.3451480143507394e-15,5.227285936646399e-19,4.575806258650248e-16,5.6832262252112775e-14,2.1014140783204895e-26,3.6325498081383584e-24,3.128909828561751e-15
6.552386861124121e-10,0.6275820266255483,5.848769068859861e-13,1.197589994298879e-16,9.531940903152755e-13,5.416644879341591e-16,0.0,0.0,4.770370514021245e-10,8.254435484592012e-17,3.990947733870141e-18,1.0349044493420968e-19,3.155293223872387e-26,5.165391893295933e-34,2.5073535713212587e-24,1.1422694825667269e-16,1.2219421036250362e-20,4.499586698238932e-20,1.7193159179578193e-30,4.2148382233947626e-30,2.1643242033705298e-15,2.286600169159642e-24,3.1185721804209856e-15,4.0933563112759484e-34,1.1987004276939188e-27,1.6532240961656617e-25,1.7626873882643524e-23,7.215409300676634e-30,9.870970489335344e-44,9.242896279372331e-41,1.1414167636630475e-30,3.9849610813874256e-32,2.1150117249309254e-24,2.6029376430534867e-42,3.76,0.0,0.5282445096060986,0.9997071370922354,5.89043192435939e-16,2.7952191218027967e-25,1.5579931718990485e-06,1.5579931832315698e-06,2.9022082941203465e-15,4.297938721159602e-19,0.00029286242977379627,8.92646663541691e-19,3.6567590202998984e-20,4.748951142163593e-10,1.4933044833779729e-12,1.1607142851096465e-14,5.774213494984807e-13,3.8969185129503965e-08,6.13244664172183e-18,9.536877117074253e-13,3.6168497633958644e-15,5.686666322485809e-19,4.948367210009055e-16,6.146387484056249e-14,2.4581682513617852e-26,4.0860109392666975e-24,3.255031368853909e-15
6.80461550505337e-10,0.6275820338319194,6.308164257533474e-13,1.3176158770763788e-16,1.027965410917969e-12,6.064614699148848e-16,0.0,0.0,4.95398661661826e-10,8.902131839265826e-17,4.469702605916264e-18,1.1581817037754624e-19,3.6544157365114104e-26,5.776929872006341e-34,2.7008942610301773e-24,1.2306435184819007e-16,1.3675039475332077e-20,5.0355751187146385e-20,1.956696717393594e-30,4.7220366362008554e-30,2.3341589225691123e-15,2.560615734037144e-24,3.234158352078839e-15,4.9458538972746135e-34,1.3930108183735303e-27,1.9465929011315279e-25,1.9742326997655884e-23,8.710926296258239e-30,1.2840900817362323e-43,1.1586238881992706e-40,1.3284338821011653e-30,4.8065324210641833e-32,2.4598659275820352e-24,3.3907448801669225e-42,3.76,0.0,0.5282444488641271,0.9997031558216695,6.597063065152195e-16,3.2491090717960156e-25,1.617966720699642e-06,1.617966732905751e-06,3.115862935036821e-15,4.629638785516946e-19,0.0002968436819033096,9.627271478257207e-19,3.9768260783848716e-20,4.930886788399808e-10,1.6097706687382051e-12,1.2995525649358892e-14,6.226576953074964e-13,4.046923082319145e-08,6.613595355647049e-18,1.0285182868210672e-12,3.899039303474182e-15,6.166331495420462e-19,5.335414635360312e-16,6.627609936775287e-14,2.858486432528458e-26,4.5756809371344574e-24,3.381219439892072e-15
